0-21 x 0-1 = 0-21, 0-21 x 0-2 = 1-7, 0-21 x 0-3 = 1-28, 0-21 x 0-4 = 2-14, 0-21 x 0-5 = 3-0, 0-21 x 0-6 = 3-21, 0-21 x 0-7 = 4-7, 0-21 x 0-8 = 4-28, 0-21 x 0-9 = 5-14, 0-21 x 0-10 = 6-0, 0-21 x 0-11 = 6-21, 0-21 x 0-12 = 7-7, 0-21 x 0-13 = 7-28, 0-21 x 0-14 = 8-14, 0-21 x 0-15 = 9-0, 0-21 x 0-16 = 9-21, 0-21 x 0-17 = 10-7, 0-21 x 0-18 = 10-28, 0-21 x 0-19 = 11-14, 0-21 x 0-20 = 12-0, 0-21 x 0-21 = 12-21, 0-21 x 0-22 = 13-7, 0-21 x 0-23 = 13-28, 0-21 x 0-24 = 14-14, 0-21 x 0-25 = 15-0, 0-21 x 0-26 = 15-21, 0-21 x 0-27 = 16-7, 0-21 x 0-28 = 16-28, 0-21 x 0-29 = 17-14, 0-21 x 0-30 = 18-0, 0-21 x 0-31 = 18-21, 0-21 x 0-32 = 19-7, 0-21 x 0-33 = 19-28, 0-21 x 0-34 = 20-14, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 1-9, 0-22 x 0-3 = 1-31, 0-22 x 0-4 = 2-18, 0-22 x 0-5 = 3-5, 0-22 x 0-6 = 3-27, 0-22 x 0-7 = 4-14, 0-22 x 0-8 = 5-1, 0-22 x 0-9 = 5-23, 0-22 x 0-10 = 6-10, 0-22 x 0-11 = 6-32, 0-22 x 0-12 = 7-19, 0-22 x 0-13 = 8-6, 0-22 x 0-14 = 8-28, 0-22 x 0-15 = 9-15, 0-22 x 0-16 = 10-2, 0-22 x 0-17 = 10-24, 0-22 x 0-18 = 11-11, 0-22 x 0-19 = 11-33, 0-22 x 0-20 = 12-20, 0-22 x 0-21 = 13-7, 0-22 x 0-22 = 13-29, 0-22 x 0-23 = 14-16, 0-22 x 0-24 = 15-3, 0-22 x 0-25 = 15-25, 0-22 x 0-26 = 16-12, 0-22 x 0-27 = 16-34, 0-22 x 0-28 = 17-21, 0-22 x 0-29 = 18-8, 0-22 x 0-30 = 18-30, 0-22 x 0-31 = 19-17, 0-22 x 0-32 = 20-4, 0-22 x 0-33 = 20-26, 0-22 x 0-34 = 21-13, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 1-11, 0-23 x 0-3 = 1-34, 0-23 x 0-4 = 2-22, 0-23 x 0-5 = 3-10, 0-23 x 0-6 = 3-33, 0-23 x 0-7 = 4-21, 0-23 x 0-8 = 5-9, 0-23 x 0-9 = 5-32, 0-23 x 0-10 = 6-20, 0-23 x 0-11 = 7-8, 0-23 x 0-12 = 7-31, 0-23 x 0-13 = 8-19, 0-23 x 0-14 = 9-7, 0-23 x 0-15 = 9-30, 0-23 x 0-16 = 10-18, 0-23 x 0-17 = 11-6, 0-23 x 0-18 = 11-29, 0-23 x 0-19 = 12-17, 0-23 x 0-20 = 13-5, 0-23 x 0-21 = 13-28, 0-23 x 0-22 = 14-16, 0-23 x 0-23 = 15-4, 0-23 x 0-24 = 15-27, 0-23 x 0-25 = 16-15, 0-23 x 0-26 = 17-3, 0-23 x 0-27 = 17-26, 0-23 x 0-28 = 18-14, 0-23 x 0-29 = 19-2, 0-23 x 0-30 = 19-25, 0-23 x 0-31 = 20-13, 0-23 x 0-32 = 21-1, 0-23 x 0-33 = 21-24, 0-23 x 0-34 = 22-12, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 1-13, 0-24 x 0-3 = 2-2, 0-24 x 0-4 = 2-26, 0-24 x 0-5 = 3-15, 0-24 x 0-6 = 4-4, 0-24 x 0-7 = 4-28, 0-24 x 0-8 = 5-17, 0-24 x 0-9 = 6-6, 0-24 x 0-10 = 6-30, 0-24 x 0-11 = 7-19, 0-24 x 0-12 = 8-8, 0-24 x 0-13 = 8-32, 0-24 x 0-14 = 9-21, 0-24 x 0-15 = 10-10, 0-24 x 0-16 = 10-34, 0-24 x 0-17 = 11-23, 0-24 x 0-18 = 12-12, 0-24 x 0-19 = 13-1, 0-24 x 0-20 = 13-25, 0-24 x 0-21 = 14-14, 0-24 x 0-22 = 15-3, 0-24 x 0-23 = 15-27, 0-24 x 0-24 = 16-16, 0-24 x 0-25 = 17-5, 0-24 x 0-26 = 17-29, 0-24 x 0-27 = 18-18, 0-24 x 0-28 = 19-7, 0-24 x 0-29 = 19-31, 0-24 x 0-30 = 20-20, 0-24 x 0-31 = 21-9, 0-24 x 0-32 = 21-33, 0-24 x 0-33 = 22-22, 0-24 x 0-34 = 23-11, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 1-15, 0-25 x 0-3 = 2-5, 0-25 x 0-4 = 2-30, 0-25 x 0-5 = 3-20, 0-25 x 0-6 = 4-10, 0-25 x 0-7 = 5-0, 0-25 x 0-8 = 5-25, 0-25 x 0-9 = 6-15, 0-25 x 0-10 = 7-5, 0-25 x 0-11 = 7-30, 0-25 x 0-12 = 8-20, 0-25 x 0-13 = 9-10, 0-25 x 0-14 = 10-0, 0-25 x 0-15 = 10-25, 0-25 x 0-16 = 11-15, 0-25 x 0-17 = 12-5, 0-25 x 0-18 = 12-30, 0-25 x 0-19 = 13-20, 0-25 x 0-20 = 14-10, 0-25 x 0-21 = 15-0, 0-25 x 0-22 = 15-25, 0-25 x 0-23 = 16-15, 0-25 x 0-24 = 17-5, 0-25 x 0-25 = 17-30, 0-25 x 0-26 = 18-20, 0-25 x 0-27 = 19-10, 0-25 x 0-28 = 20-0, 0-25 x 0-29 = 20-25, 0-25 x 0-30 = 21-15, 0-25 x 0-31 = 22-5, 0-25 x 0-32 = 22-30, 0-25 x 0-33 = 23-20, 0-25 x 0-34 = 24-10, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-17, 0-26 x 0-3 = 2-8, 0-26 x 0-4 = 2-34, 0-26 x 0-5 = 3-25, 0-26 x 0-6 = 4-16, 0-26 x 0-7 = 5-7, 0-26 x 0-8 = 5-33, 0-26 x 0-9 = 6-24, 0-26 x 0-10 = 7-15, 0-26 x 0-11 = 8-6, 0-26 x 0-12 = 8-32, 0-26 x 0-13 = 9-23, 0-26 x 0-14 = 10-14, 0-26 x 0-15 = 11-5, 0-26 x 0-16 = 11-31, 0-26 x 0-17 = 12-22, 0-26 x 0-18 = 13-13, 0-26 x 0-19 = 14-4, 0-26 x 0-20 = 14-30, 0-26 x 0-21 = 15-21, 0-26 x 0-22 = 16-12, 0-26 x 0-23 = 17-3, 0-26 x 0-24 = 17-29, 0-26 x 0-25 = 18-20, 0-26 x 0-26 = 19-11, 0-26 x 0-27 = 20-2, 0-26 x 0-28 = 20-28, 0-26 x 0-29 = 21-19, 0-26 x 0-30 = 22-10, 0-26 x 0-31 = 23-1, 0-26 x 0-32 = 23-27, 0-26 x 0-33 = 24-18, 0-26 x 0-34 = 25-9, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-19, 0-27 x 0-3 = 2-11, 0-27 x 0-4 = 3-3, 0-27 x 0-5 = 3-30, 0-27 x 0-6 = 4-22, 0-27 x 0-7 = 5-14, 0-27 x 0-8 = 6-6, 0-27 x 0-9 = 6-33, 0-27 x 0-10 = 7-25, 0-27 x 0-11 = 8-17, 0-27 x 0-12 = 9-9, 0-27 x 0-13 = 10-1, 0-27 x 0-14 = 10-28, 0-27 x 0-15 = 11-20, 0-27 x 0-16 = 12-12, 0-27 x 0-17 = 13-4, 0-27 x 0-18 = 13-31, 0-27 x 0-19 = 14-23, 0-27 x 0-20 = 15-15, 0-27 x 0-21 = 16-7, 0-27 x 0-22 = 16-34, 0-27 x 0-23 = 17-26, 0-27 x 0-24 = 18-18, 0-27 x 0-25 = 19-10, 0-27 x 0-26 = 20-2, 0-27 x 0-27 = 20-29, 0-27 x 0-28 = 21-21, 0-27 x 0-29 = 22-13, 0-27 x 0-30 = 23-5, 0-27 x 0-31 = 23-32, 0-27 x 0-32 = 24-24, 0-27 x 0-33 = 25-16, 0-27 x 0-34 = 26-8, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-21, 0-28 x 0-3 = 2-14, 0-28 x 0-4 = 3-7, 0-28 x 0-5 = 4-0, 0-28 x 0-6 = 4-28, 0-28 x 0-7 = 5-21, 0-28 x 0-8 = 6-14, 0-28 x 0-9 = 7-7, 0-28 x 0-10 = 8-0, 0-28 x 0-11 = 8-28, 0-28 x 0-12 = 9-21, 0-28 x 0-13 = 10-14, 0-28 x 0-14 = 11-7, 0-28 x 0-15 = 12-0, 0-28 x 0-16 = 12-28, 0-28 x 0-17 = 13-21, 0-28 x 0-18 = 14-14, 0-28 x 0-19 = 15-7, 0-28 x 0-20 = 16-0, 0-28 x 0-21 = 16-28, 0-28 x 0-22 = 17-21, 0-28 x 0-23 = 18-14, 0-28 x 0-24 = 19-7, 0-28 x 0-25 = 20-0, 0-28 x 0-26 = 20-28, 0-28 x 0-27 = 21-21, 0-28 x 0-28 = 22-14, 0-28 x 0-29 = 23-7, 0-28 x 0-30 = 24-0, 0-28 x 0-31 = 24-28, 0-28 x 0-32 = 25-21, 0-28 x 0-33 = 26-14, 0-28 x 0-34 = 27-7, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-23, 0-29 x 0-3 = 2-17, 0-29 x 0-4 = 3-11, 0-29 x 0-5 = 4-5, 0-29 x 0-6 = 4-34, 0-29 x 0-7 = 5-28, 0-29 x 0-8 = 6-22, 0-29 x 0-9 = 7-16, 0-29 x 0-10 = 8-10, 0-29 x 0-11 = 9-4, 0-29 x 0-12 = 9-33, 0-29 x 0-13 = 10-27, 0-29 x 0-14 = 11-21, 0-29 x 0-15 = 12-15, 0-29 x 0-16 = 13-9, 0-29 x 0-17 = 14-3, 0-29 x 0-18 = 14-32, 0-29 x 0-19 = 15-26, 0-29 x 0-20 = 16-20, 0-29 x 0-21 = 17-14, 0-29 x 0-22 = 18-8, 0-29 x 0-23 = 19-2, 0-29 x 0-24 = 19-31, 0-29 x 0-25 = 20-25, 0-29 x 0-26 = 21-19, 0-29 x 0-27 = 22-13, 0-29 x 0-28 = 23-7, 0-29 x 0-29 = 24-1, 0-29 x 0-30 = 24-30, 0-29 x 0-31 = 25-24, 0-29 x 0-32 = 26-18, 0-29 x 0-33 = 27-12, 0-29 x 0-34 = 28-6, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-25, 0-30 x 0-3 = 2-20, 0-30 x 0-4 = 3-15, 0-30 x 0-5 = 4-10, 0-30 x 0-6 = 5-5, 0-30 x 0-7 = 6-0, 0-30 x 0-8 = 6-30, 0-30 x 0-9 = 7-25, 0-30 x 0-10 = 8-20, 0-30 x 0-11 = 9-15, 0-30 x 0-12 = 10-10, 0-30 x 0-13 = 11-5, 0-30 x 0-14 = 12-0, 0-30 x 0-15 = 12-30, 0-30 x 0-16 = 13-25, 0-30 x 0-17 = 14-20, 0-30 x 0-18 = 15-15, 0-30 x 0-19 = 16-10, 0-30 x 0-20 = 17-5, 0-30 x 0-21 = 18-0, 0-30 x 0-22 = 18-30, 0-30 x 0-23 = 19-25, 0-30 x 0-24 = 20-20, 0-30 x 0-25 = 21-15, 0-30 x 0-26 = 22-10, 0-30 x 0-27 = 23-5, 0-30 x 0-28 = 24-0, 0-30 x 0-29 = 24-30, 0-30 x 0-30 = 25-25, 0-30 x 0-31 = 26-20, 0-30 x 0-32 = 27-15, 0-30 x 0-33 = 28-10, 0-30 x 0-34 = 29-5, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-27, 0-31 x 0-3 = 2-23, 0-31 x 0-4 = 3-19, 0-31 x 0-5 = 4-15, 0-31 x 0-6 = 5-11, 0-31 x 0-7 = 6-7, 0-31 x 0-8 = 7-3, 0-31 x 0-9 = 7-34, 0-31 x 0-10 = 8-30, 0-31 x 0-11 = 9-26, 0-31 x 0-12 = 10-22, 0-31 x 0-13 = 11-18, 0-31 x 0-14 = 12-14, 0-31 x 0-15 = 13-10, 0-31 x 0-16 = 14-6, 0-31 x 0-17 = 15-2, 0-31 x 0-18 = 15-33, 0-31 x 0-19 = 16-29, 0-31 x 0-20 = 17-25, 0-31 x 0-21 = 18-21, 0-31 x 0-22 = 19-17, 0-31 x 0-23 = 20-13, 0-31 x 0-24 = 21-9, 0-31 x 0-25 = 22-5, 0-31 x 0-26 = 23-1, 0-31 x 0-27 = 23-32, 0-31 x 0-28 = 24-28, 0-31 x 0-29 = 25-24, 0-31 x 0-30 = 26-20, 0-31 x 0-31 = 27-16, 0-31 x 0-32 = 28-12, 0-31 x 0-33 = 29-8, 0-31 x 0-34 = 30-4, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-29, 0-32 x 0-3 = 2-26, 0-32 x 0-4 = 3-23, 0-32 x 0-5 = 4-20, 0-32 x 0-6 = 5-17, 0-32 x 0-7 = 6-14, 0-32 x 0-8 = 7-11, 0-32 x 0-9 = 8-8, 0-32 x 0-10 = 9-5, 0-32 x 0-11 = 10-2, 0-32 x 0-12 = 10-34, 0-32 x 0-13 = 11-31, 0-32 x 0-14 = 12-28, 0-32 x 0-15 = 13-25, 0-32 x 0-16 = 14-22, 0-32 x 0-17 = 15-19, 0-32 x 0-18 = 16-16, 0-32 x 0-19 = 17-13, 0-32 x 0-20 = 18-10, 0-32 x 0-21 = 19-7, 0-32 x 0-22 = 20-4, 0-32 x 0-23 = 21-1, 0-32 x 0-24 = 21-33, 0-32 x 0-25 = 22-30, 0-32 x 0-26 = 23-27, 0-32 x 0-27 = 24-24, 0-32 x 0-28 = 25-21, 0-32 x 0-29 = 26-18, 0-32 x 0-30 = 27-15, 0-32 x 0-31 = 28-12, 0-32 x 0-32 = 29-9, 0-32 x 0-33 = 30-6, 0-32 x 0-34 = 31-3, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-31, 0-33 x 0-3 = 2-29, 0-33 x 0-4 = 3-27, 0-33 x 0-5 = 4-25, 0-33 x 0-6 = 5-23, 0-33 x 0-7 = 6-21, 0-33 x 0-8 = 7-19, 0-33 x 0-9 = 8-17, 0-33 x 0-10 = 9-15, 0-33 x 0-11 = 10-13, 0-33 x 0-12 = 11-11, 0-33 x 0-13 = 12-9, 0-33 x 0-14 = 13-7, 0-33 x 0-15 = 14-5, 0-33 x 0-16 = 15-3, 0-33 x 0-17 = 16-1, 0-33 x 0-18 = 16-34, 0-33 x 0-19 = 17-32, 0-33 x 0-20 = 18-30, 0-33 x 0-21 = 19-28, 0-33 x 0-22 = 20-26, 0-33 x 0-23 = 21-24, 0-33 x 0-24 = 22-22, 0-33 x 0-25 = 23-20, 0-33 x 0-26 = 24-18, 0-33 x 0-27 = 25-16, 0-33 x 0-28 = 26-14, 0-33 x 0-29 = 27-12, 0-33 x 0-30 = 28-10, 0-33 x 0-31 = 29-8, 0-33 x 0-32 = 30-6, 0-33 x 0-33 = 31-4, 0-33 x 0-34 = 32-2, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-33, 0-34 x 0-3 = 2-32, 0-34 x 0-4 = 3-31, 0-34 x 0-5 = 4-30, 0-34 x 0-6 = 5-29, 0-34 x 0-7 = 6-28, 0-34 x 0-8 = 7-27, 0-34 x 0-9 = 8-26, 0-34 x 0-10 = 9-25, 0-34 x 0-11 = 10-24, 0-34 x 0-12 = 11-23, 0-34 x 0-13 = 12-22, 0-34 x 0-14 = 13-21, 0-34 x 0-15 = 14-20, 0-34 x 0-16 = 15-19, 0-34 x 0-17 = 16-18, 0-34 x 0-18 = 17-17, 0-34 x 0-19 = 18-16, 0-34 x 0-20 = 19-15, 0-34 x 0-21 = 20-14, 0-34 x 0-22 = 21-13, 0-34 x 0-23 = 22-12, 0-34 x 0-24 = 23-11, 0-34 x 0-25 = 24-10, 0-34 x 0-26 = 25-9, 0-34 x 0-27 = 26-8, 0-34 x 0-28 = 27-7, 0-34 x 0-29 = 28-6, 0-34 x 0-30 = 29-5, 0-34 x 0-31 = 30-4, 0-34 x 0-32 = 31-3, 0-34 x 0-33 = 32-2, 0-34 x 0-34 = 33-1, 
