0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 0-66, 0-11 x 0-7 = 0-77, 0-11 x 0-8 = 1-10, 0-11 x 0-9 = 1-21, 0-11 x 0-10 = 1-32, 0-11 x 0-11 = 1-43, 0-11 x 0-12 = 1-54, 0-11 x 0-13 = 1-65, 0-11 x 0-14 = 1-76, 0-11 x 0-15 = 2-9, 0-11 x 0-16 = 2-20, 0-11 x 0-17 = 2-31, 0-11 x 0-18 = 2-42, 0-11 x 0-19 = 2-53, 0-11 x 0-20 = 2-64, 0-11 x 0-21 = 2-75, 0-11 x 0-22 = 3-8, 0-11 x 0-23 = 3-19, 0-11 x 0-24 = 3-30, 0-11 x 0-25 = 3-41, 0-11 x 0-26 = 3-52, 0-11 x 0-27 = 3-63, 0-11 x 0-28 = 3-74, 0-11 x 0-29 = 4-7, 0-11 x 0-30 = 4-18, 0-11 x 0-31 = 4-29, 0-11 x 0-32 = 4-40, 0-11 x 0-33 = 4-51, 0-11 x 0-34 = 4-62, 0-11 x 0-35 = 4-73, 0-11 x 0-36 = 5-6, 0-11 x 0-37 = 5-17, 0-11 x 0-38 = 5-28, 0-11 x 0-39 = 5-39, 0-11 x 0-40 = 5-50, 0-11 x 0-41 = 5-61, 0-11 x 0-42 = 5-72, 0-11 x 0-43 = 6-5, 0-11 x 0-44 = 6-16, 0-11 x 0-45 = 6-27, 0-11 x 0-46 = 6-38, 0-11 x 0-47 = 6-49, 0-11 x 0-48 = 6-60, 0-11 x 0-49 = 6-71, 0-11 x 0-50 = 7-4, 0-11 x 0-51 = 7-15, 0-11 x 0-52 = 7-26, 0-11 x 0-53 = 7-37, 0-11 x 0-54 = 7-48, 0-11 x 0-55 = 7-59, 0-11 x 0-56 = 7-70, 0-11 x 0-57 = 8-3, 0-11 x 0-58 = 8-14, 0-11 x 0-59 = 8-25, 0-11 x 0-60 = 8-36, 0-11 x 0-61 = 8-47, 0-11 x 0-62 = 8-58, 0-11 x 0-63 = 8-69, 0-11 x 0-64 = 9-2, 0-11 x 0-65 = 9-13, 0-11 x 0-66 = 9-24, 0-11 x 0-67 = 9-35, 0-11 x 0-68 = 9-46, 0-11 x 0-69 = 9-57, 0-11 x 0-70 = 9-68, 0-11 x 0-71 = 10-1, 0-11 x 0-72 = 10-12, 0-11 x 0-73 = 10-23, 0-11 x 0-74 = 10-34, 0-11 x 0-75 = 10-45, 0-11 x 0-76 = 10-56, 0-11 x 0-77 = 10-67, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 0-72, 0-12 x 0-7 = 1-6, 0-12 x 0-8 = 1-18, 0-12 x 0-9 = 1-30, 0-12 x 0-10 = 1-42, 0-12 x 0-11 = 1-54, 0-12 x 0-12 = 1-66, 0-12 x 0-13 = 2-0, 0-12 x 0-14 = 2-12, 0-12 x 0-15 = 2-24, 0-12 x 0-16 = 2-36, 0-12 x 0-17 = 2-48, 0-12 x 0-18 = 2-60, 0-12 x 0-19 = 2-72, 0-12 x 0-20 = 3-6, 0-12 x 0-21 = 3-18, 0-12 x 0-22 = 3-30, 0-12 x 0-23 = 3-42, 0-12 x 0-24 = 3-54, 0-12 x 0-25 = 3-66, 0-12 x 0-26 = 4-0, 0-12 x 0-27 = 4-12, 0-12 x 0-28 = 4-24, 0-12 x 0-29 = 4-36, 0-12 x 0-30 = 4-48, 0-12 x 0-31 = 4-60, 0-12 x 0-32 = 4-72, 0-12 x 0-33 = 5-6, 0-12 x 0-34 = 5-18, 0-12 x 0-35 = 5-30, 0-12 x 0-36 = 5-42, 0-12 x 0-37 = 5-54, 0-12 x 0-38 = 5-66, 0-12 x 0-39 = 6-0, 0-12 x 0-40 = 6-12, 0-12 x 0-41 = 6-24, 0-12 x 0-42 = 6-36, 0-12 x 0-43 = 6-48, 0-12 x 0-44 = 6-60, 0-12 x 0-45 = 6-72, 0-12 x 0-46 = 7-6, 0-12 x 0-47 = 7-18, 0-12 x 0-48 = 7-30, 0-12 x 0-49 = 7-42, 0-12 x 0-50 = 7-54, 0-12 x 0-51 = 7-66, 0-12 x 0-52 = 8-0, 0-12 x 0-53 = 8-12, 0-12 x 0-54 = 8-24, 0-12 x 0-55 = 8-36, 0-12 x 0-56 = 8-48, 0-12 x 0-57 = 8-60, 0-12 x 0-58 = 8-72, 0-12 x 0-59 = 9-6, 0-12 x 0-60 = 9-18, 0-12 x 0-61 = 9-30, 0-12 x 0-62 = 9-42, 0-12 x 0-63 = 9-54, 0-12 x 0-64 = 9-66, 0-12 x 0-65 = 10-0, 0-12 x 0-66 = 10-12, 0-12 x 0-67 = 10-24, 0-12 x 0-68 = 10-36, 0-12 x 0-69 = 10-48, 0-12 x 0-70 = 10-60, 0-12 x 0-71 = 10-72, 0-12 x 0-72 = 11-6, 0-12 x 0-73 = 11-18, 0-12 x 0-74 = 11-30, 0-12 x 0-75 = 11-42, 0-12 x 0-76 = 11-54, 0-12 x 0-77 = 11-66, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 0-65, 0-13 x 0-6 = 1-0, 0-13 x 0-7 = 1-13, 0-13 x 0-8 = 1-26, 0-13 x 0-9 = 1-39, 0-13 x 0-10 = 1-52, 0-13 x 0-11 = 1-65, 0-13 x 0-12 = 2-0, 0-13 x 0-13 = 2-13, 0-13 x 0-14 = 2-26, 0-13 x 0-15 = 2-39, 0-13 x 0-16 = 2-52, 0-13 x 0-17 = 2-65, 0-13 x 0-18 = 3-0, 0-13 x 0-19 = 3-13, 0-13 x 0-20 = 3-26, 0-13 x 0-21 = 3-39, 0-13 x 0-22 = 3-52, 0-13 x 0-23 = 3-65, 0-13 x 0-24 = 4-0, 0-13 x 0-25 = 4-13, 0-13 x 0-26 = 4-26, 0-13 x 0-27 = 4-39, 0-13 x 0-28 = 4-52, 0-13 x 0-29 = 4-65, 0-13 x 0-30 = 5-0, 0-13 x 0-31 = 5-13, 0-13 x 0-32 = 5-26, 0-13 x 0-33 = 5-39, 0-13 x 0-34 = 5-52, 0-13 x 0-35 = 5-65, 0-13 x 0-36 = 6-0, 0-13 x 0-37 = 6-13, 0-13 x 0-38 = 6-26, 0-13 x 0-39 = 6-39, 0-13 x 0-40 = 6-52, 0-13 x 0-41 = 6-65, 0-13 x 0-42 = 7-0, 0-13 x 0-43 = 7-13, 0-13 x 0-44 = 7-26, 0-13 x 0-45 = 7-39, 0-13 x 0-46 = 7-52, 0-13 x 0-47 = 7-65, 0-13 x 0-48 = 8-0, 0-13 x 0-49 = 8-13, 0-13 x 0-50 = 8-26, 0-13 x 0-51 = 8-39, 0-13 x 0-52 = 8-52, 0-13 x 0-53 = 8-65, 0-13 x 0-54 = 9-0, 0-13 x 0-55 = 9-13, 0-13 x 0-56 = 9-26, 0-13 x 0-57 = 9-39, 0-13 x 0-58 = 9-52, 0-13 x 0-59 = 9-65, 0-13 x 0-60 = 10-0, 0-13 x 0-61 = 10-13, 0-13 x 0-62 = 10-26, 0-13 x 0-63 = 10-39, 0-13 x 0-64 = 10-52, 0-13 x 0-65 = 10-65, 0-13 x 0-66 = 11-0, 0-13 x 0-67 = 11-13, 0-13 x 0-68 = 11-26, 0-13 x 0-69 = 11-39, 0-13 x 0-70 = 11-52, 0-13 x 0-71 = 11-65, 0-13 x 0-72 = 12-0, 0-13 x 0-73 = 12-13, 0-13 x 0-74 = 12-26, 0-13 x 0-75 = 12-39, 0-13 x 0-76 = 12-52, 0-13 x 0-77 = 12-65, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 0-70, 0-14 x 0-6 = 1-6, 0-14 x 0-7 = 1-20, 0-14 x 0-8 = 1-34, 0-14 x 0-9 = 1-48, 0-14 x 0-10 = 1-62, 0-14 x 0-11 = 1-76, 0-14 x 0-12 = 2-12, 0-14 x 0-13 = 2-26, 0-14 x 0-14 = 2-40, 0-14 x 0-15 = 2-54, 0-14 x 0-16 = 2-68, 0-14 x 0-17 = 3-4, 0-14 x 0-18 = 3-18, 0-14 x 0-19 = 3-32, 0-14 x 0-20 = 3-46, 0-14 x 0-21 = 3-60, 0-14 x 0-22 = 3-74, 0-14 x 0-23 = 4-10, 0-14 x 0-24 = 4-24, 0-14 x 0-25 = 4-38, 0-14 x 0-26 = 4-52, 0-14 x 0-27 = 4-66, 0-14 x 0-28 = 5-2, 0-14 x 0-29 = 5-16, 0-14 x 0-30 = 5-30, 0-14 x 0-31 = 5-44, 0-14 x 0-32 = 5-58, 0-14 x 0-33 = 5-72, 0-14 x 0-34 = 6-8, 0-14 x 0-35 = 6-22, 0-14 x 0-36 = 6-36, 0-14 x 0-37 = 6-50, 0-14 x 0-38 = 6-64, 0-14 x 0-39 = 7-0, 0-14 x 0-40 = 7-14, 0-14 x 0-41 = 7-28, 0-14 x 0-42 = 7-42, 0-14 x 0-43 = 7-56, 0-14 x 0-44 = 7-70, 0-14 x 0-45 = 8-6, 0-14 x 0-46 = 8-20, 0-14 x 0-47 = 8-34, 0-14 x 0-48 = 8-48, 0-14 x 0-49 = 8-62, 0-14 x 0-50 = 8-76, 0-14 x 0-51 = 9-12, 0-14 x 0-52 = 9-26, 0-14 x 0-53 = 9-40, 0-14 x 0-54 = 9-54, 0-14 x 0-55 = 9-68, 0-14 x 0-56 = 10-4, 0-14 x 0-57 = 10-18, 0-14 x 0-58 = 10-32, 0-14 x 0-59 = 10-46, 0-14 x 0-60 = 10-60, 0-14 x 0-61 = 10-74, 0-14 x 0-62 = 11-10, 0-14 x 0-63 = 11-24, 0-14 x 0-64 = 11-38, 0-14 x 0-65 = 11-52, 0-14 x 0-66 = 11-66, 0-14 x 0-67 = 12-2, 0-14 x 0-68 = 12-16, 0-14 x 0-69 = 12-30, 0-14 x 0-70 = 12-44, 0-14 x 0-71 = 12-58, 0-14 x 0-72 = 12-72, 0-14 x 0-73 = 13-8, 0-14 x 0-74 = 13-22, 0-14 x 0-75 = 13-36, 0-14 x 0-76 = 13-50, 0-14 x 0-77 = 13-64, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 0-75, 0-15 x 0-6 = 1-12, 0-15 x 0-7 = 1-27, 0-15 x 0-8 = 1-42, 0-15 x 0-9 = 1-57, 0-15 x 0-10 = 1-72, 0-15 x 0-11 = 2-9, 0-15 x 0-12 = 2-24, 0-15 x 0-13 = 2-39, 0-15 x 0-14 = 2-54, 0-15 x 0-15 = 2-69, 0-15 x 0-16 = 3-6, 0-15 x 0-17 = 3-21, 0-15 x 0-18 = 3-36, 0-15 x 0-19 = 3-51, 0-15 x 0-20 = 3-66, 0-15 x 0-21 = 4-3, 0-15 x 0-22 = 4-18, 0-15 x 0-23 = 4-33, 0-15 x 0-24 = 4-48, 0-15 x 0-25 = 4-63, 0-15 x 0-26 = 5-0, 0-15 x 0-27 = 5-15, 0-15 x 0-28 = 5-30, 0-15 x 0-29 = 5-45, 0-15 x 0-30 = 5-60, 0-15 x 0-31 = 5-75, 0-15 x 0-32 = 6-12, 0-15 x 0-33 = 6-27, 0-15 x 0-34 = 6-42, 0-15 x 0-35 = 6-57, 0-15 x 0-36 = 6-72, 0-15 x 0-37 = 7-9, 0-15 x 0-38 = 7-24, 0-15 x 0-39 = 7-39, 0-15 x 0-40 = 7-54, 0-15 x 0-41 = 7-69, 0-15 x 0-42 = 8-6, 0-15 x 0-43 = 8-21, 0-15 x 0-44 = 8-36, 0-15 x 0-45 = 8-51, 0-15 x 0-46 = 8-66, 0-15 x 0-47 = 9-3, 0-15 x 0-48 = 9-18, 0-15 x 0-49 = 9-33, 0-15 x 0-50 = 9-48, 0-15 x 0-51 = 9-63, 0-15 x 0-52 = 10-0, 0-15 x 0-53 = 10-15, 0-15 x 0-54 = 10-30, 0-15 x 0-55 = 10-45, 0-15 x 0-56 = 10-60, 0-15 x 0-57 = 10-75, 0-15 x 0-58 = 11-12, 0-15 x 0-59 = 11-27, 0-15 x 0-60 = 11-42, 0-15 x 0-61 = 11-57, 0-15 x 0-62 = 11-72, 0-15 x 0-63 = 12-9, 0-15 x 0-64 = 12-24, 0-15 x 0-65 = 12-39, 0-15 x 0-66 = 12-54, 0-15 x 0-67 = 12-69, 0-15 x 0-68 = 13-6, 0-15 x 0-69 = 13-21, 0-15 x 0-70 = 13-36, 0-15 x 0-71 = 13-51, 0-15 x 0-72 = 13-66, 0-15 x 0-73 = 14-3, 0-15 x 0-74 = 14-18, 0-15 x 0-75 = 14-33, 0-15 x 0-76 = 14-48, 0-15 x 0-77 = 14-63, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 0-64, 0-16 x 0-5 = 1-2, 0-16 x 0-6 = 1-18, 0-16 x 0-7 = 1-34, 0-16 x 0-8 = 1-50, 0-16 x 0-9 = 1-66, 0-16 x 0-10 = 2-4, 0-16 x 0-11 = 2-20, 0-16 x 0-12 = 2-36, 0-16 x 0-13 = 2-52, 0-16 x 0-14 = 2-68, 0-16 x 0-15 = 3-6, 0-16 x 0-16 = 3-22, 0-16 x 0-17 = 3-38, 0-16 x 0-18 = 3-54, 0-16 x 0-19 = 3-70, 0-16 x 0-20 = 4-8, 0-16 x 0-21 = 4-24, 0-16 x 0-22 = 4-40, 0-16 x 0-23 = 4-56, 0-16 x 0-24 = 4-72, 0-16 x 0-25 = 5-10, 0-16 x 0-26 = 5-26, 0-16 x 0-27 = 5-42, 0-16 x 0-28 = 5-58, 0-16 x 0-29 = 5-74, 0-16 x 0-30 = 6-12, 0-16 x 0-31 = 6-28, 0-16 x 0-32 = 6-44, 0-16 x 0-33 = 6-60, 0-16 x 0-34 = 6-76, 0-16 x 0-35 = 7-14, 0-16 x 0-36 = 7-30, 0-16 x 0-37 = 7-46, 0-16 x 0-38 = 7-62, 0-16 x 0-39 = 8-0, 0-16 x 0-40 = 8-16, 0-16 x 0-41 = 8-32, 0-16 x 0-42 = 8-48, 0-16 x 0-43 = 8-64, 0-16 x 0-44 = 9-2, 0-16 x 0-45 = 9-18, 0-16 x 0-46 = 9-34, 0-16 x 0-47 = 9-50, 0-16 x 0-48 = 9-66, 0-16 x 0-49 = 10-4, 0-16 x 0-50 = 10-20, 0-16 x 0-51 = 10-36, 0-16 x 0-52 = 10-52, 0-16 x 0-53 = 10-68, 0-16 x 0-54 = 11-6, 0-16 x 0-55 = 11-22, 0-16 x 0-56 = 11-38, 0-16 x 0-57 = 11-54, 0-16 x 0-58 = 11-70, 0-16 x 0-59 = 12-8, 0-16 x 0-60 = 12-24, 0-16 x 0-61 = 12-40, 0-16 x 0-62 = 12-56, 0-16 x 0-63 = 12-72, 0-16 x 0-64 = 13-10, 0-16 x 0-65 = 13-26, 0-16 x 0-66 = 13-42, 0-16 x 0-67 = 13-58, 0-16 x 0-68 = 13-74, 0-16 x 0-69 = 14-12, 0-16 x 0-70 = 14-28, 0-16 x 0-71 = 14-44, 0-16 x 0-72 = 14-60, 0-16 x 0-73 = 14-76, 0-16 x 0-74 = 15-14, 0-16 x 0-75 = 15-30, 0-16 x 0-76 = 15-46, 0-16 x 0-77 = 15-62, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 0-68, 0-17 x 0-5 = 1-7, 0-17 x 0-6 = 1-24, 0-17 x 0-7 = 1-41, 0-17 x 0-8 = 1-58, 0-17 x 0-9 = 1-75, 0-17 x 0-10 = 2-14, 0-17 x 0-11 = 2-31, 0-17 x 0-12 = 2-48, 0-17 x 0-13 = 2-65, 0-17 x 0-14 = 3-4, 0-17 x 0-15 = 3-21, 0-17 x 0-16 = 3-38, 0-17 x 0-17 = 3-55, 0-17 x 0-18 = 3-72, 0-17 x 0-19 = 4-11, 0-17 x 0-20 = 4-28, 0-17 x 0-21 = 4-45, 0-17 x 0-22 = 4-62, 0-17 x 0-23 = 5-1, 0-17 x 0-24 = 5-18, 0-17 x 0-25 = 5-35, 0-17 x 0-26 = 5-52, 0-17 x 0-27 = 5-69, 0-17 x 0-28 = 6-8, 0-17 x 0-29 = 6-25, 0-17 x 0-30 = 6-42, 0-17 x 0-31 = 6-59, 0-17 x 0-32 = 6-76, 0-17 x 0-33 = 7-15, 0-17 x 0-34 = 7-32, 0-17 x 0-35 = 7-49, 0-17 x 0-36 = 7-66, 0-17 x 0-37 = 8-5, 0-17 x 0-38 = 8-22, 0-17 x 0-39 = 8-39, 0-17 x 0-40 = 8-56, 0-17 x 0-41 = 8-73, 0-17 x 0-42 = 9-12, 0-17 x 0-43 = 9-29, 0-17 x 0-44 = 9-46, 0-17 x 0-45 = 9-63, 0-17 x 0-46 = 10-2, 0-17 x 0-47 = 10-19, 0-17 x 0-48 = 10-36, 0-17 x 0-49 = 10-53, 0-17 x 0-50 = 10-70, 0-17 x 0-51 = 11-9, 0-17 x 0-52 = 11-26, 0-17 x 0-53 = 11-43, 0-17 x 0-54 = 11-60, 0-17 x 0-55 = 11-77, 0-17 x 0-56 = 12-16, 0-17 x 0-57 = 12-33, 0-17 x 0-58 = 12-50, 0-17 x 0-59 = 12-67, 0-17 x 0-60 = 13-6, 0-17 x 0-61 = 13-23, 0-17 x 0-62 = 13-40, 0-17 x 0-63 = 13-57, 0-17 x 0-64 = 13-74, 0-17 x 0-65 = 14-13, 0-17 x 0-66 = 14-30, 0-17 x 0-67 = 14-47, 0-17 x 0-68 = 14-64, 0-17 x 0-69 = 15-3, 0-17 x 0-70 = 15-20, 0-17 x 0-71 = 15-37, 0-17 x 0-72 = 15-54, 0-17 x 0-73 = 15-71, 0-17 x 0-74 = 16-10, 0-17 x 0-75 = 16-27, 0-17 x 0-76 = 16-44, 0-17 x 0-77 = 16-61, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 0-72, 0-18 x 0-5 = 1-12, 0-18 x 0-6 = 1-30, 0-18 x 0-7 = 1-48, 0-18 x 0-8 = 1-66, 0-18 x 0-9 = 2-6, 0-18 x 0-10 = 2-24, 0-18 x 0-11 = 2-42, 0-18 x 0-12 = 2-60, 0-18 x 0-13 = 3-0, 0-18 x 0-14 = 3-18, 0-18 x 0-15 = 3-36, 0-18 x 0-16 = 3-54, 0-18 x 0-17 = 3-72, 0-18 x 0-18 = 4-12, 0-18 x 0-19 = 4-30, 0-18 x 0-20 = 4-48, 0-18 x 0-21 = 4-66, 0-18 x 0-22 = 5-6, 0-18 x 0-23 = 5-24, 0-18 x 0-24 = 5-42, 0-18 x 0-25 = 5-60, 0-18 x 0-26 = 6-0, 0-18 x 0-27 = 6-18, 0-18 x 0-28 = 6-36, 0-18 x 0-29 = 6-54, 0-18 x 0-30 = 6-72, 0-18 x 0-31 = 7-12, 0-18 x 0-32 = 7-30, 0-18 x 0-33 = 7-48, 0-18 x 0-34 = 7-66, 0-18 x 0-35 = 8-6, 0-18 x 0-36 = 8-24, 0-18 x 0-37 = 8-42, 0-18 x 0-38 = 8-60, 0-18 x 0-39 = 9-0, 0-18 x 0-40 = 9-18, 0-18 x 0-41 = 9-36, 0-18 x 0-42 = 9-54, 0-18 x 0-43 = 9-72, 0-18 x 0-44 = 10-12, 0-18 x 0-45 = 10-30, 0-18 x 0-46 = 10-48, 0-18 x 0-47 = 10-66, 0-18 x 0-48 = 11-6, 0-18 x 0-49 = 11-24, 0-18 x 0-50 = 11-42, 0-18 x 0-51 = 11-60, 0-18 x 0-52 = 12-0, 0-18 x 0-53 = 12-18, 0-18 x 0-54 = 12-36, 0-18 x 0-55 = 12-54, 0-18 x 0-56 = 12-72, 0-18 x 0-57 = 13-12, 0-18 x 0-58 = 13-30, 0-18 x 0-59 = 13-48, 0-18 x 0-60 = 13-66, 0-18 x 0-61 = 14-6, 0-18 x 0-62 = 14-24, 0-18 x 0-63 = 14-42, 0-18 x 0-64 = 14-60, 0-18 x 0-65 = 15-0, 0-18 x 0-66 = 15-18, 0-18 x 0-67 = 15-36, 0-18 x 0-68 = 15-54, 0-18 x 0-69 = 15-72, 0-18 x 0-70 = 16-12, 0-18 x 0-71 = 16-30, 0-18 x 0-72 = 16-48, 0-18 x 0-73 = 16-66, 0-18 x 0-74 = 17-6, 0-18 x 0-75 = 17-24, 0-18 x 0-76 = 17-42, 0-18 x 0-77 = 17-60, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 0-76, 0-19 x 0-5 = 1-17, 0-19 x 0-6 = 1-36, 0-19 x 0-7 = 1-55, 0-19 x 0-8 = 1-74, 0-19 x 0-9 = 2-15, 0-19 x 0-10 = 2-34, 0-19 x 0-11 = 2-53, 0-19 x 0-12 = 2-72, 0-19 x 0-13 = 3-13, 0-19 x 0-14 = 3-32, 0-19 x 0-15 = 3-51, 0-19 x 0-16 = 3-70, 0-19 x 0-17 = 4-11, 0-19 x 0-18 = 4-30, 0-19 x 0-19 = 4-49, 0-19 x 0-20 = 4-68, 0-19 x 0-21 = 5-9, 0-19 x 0-22 = 5-28, 0-19 x 0-23 = 5-47, 0-19 x 0-24 = 5-66, 0-19 x 0-25 = 6-7, 0-19 x 0-26 = 6-26, 0-19 x 0-27 = 6-45, 0-19 x 0-28 = 6-64, 0-19 x 0-29 = 7-5, 0-19 x 0-30 = 7-24, 0-19 x 0-31 = 7-43, 0-19 x 0-32 = 7-62, 0-19 x 0-33 = 8-3, 0-19 x 0-34 = 8-22, 0-19 x 0-35 = 8-41, 0-19 x 0-36 = 8-60, 0-19 x 0-37 = 9-1, 0-19 x 0-38 = 9-20, 0-19 x 0-39 = 9-39, 0-19 x 0-40 = 9-58, 0-19 x 0-41 = 9-77, 0-19 x 0-42 = 10-18, 0-19 x 0-43 = 10-37, 0-19 x 0-44 = 10-56, 0-19 x 0-45 = 10-75, 0-19 x 0-46 = 11-16, 0-19 x 0-47 = 11-35, 0-19 x 0-48 = 11-54, 0-19 x 0-49 = 11-73, 0-19 x 0-50 = 12-14, 0-19 x 0-51 = 12-33, 0-19 x 0-52 = 12-52, 0-19 x 0-53 = 12-71, 0-19 x 0-54 = 13-12, 0-19 x 0-55 = 13-31, 0-19 x 0-56 = 13-50, 0-19 x 0-57 = 13-69, 0-19 x 0-58 = 14-10, 0-19 x 0-59 = 14-29, 0-19 x 0-60 = 14-48, 0-19 x 0-61 = 14-67, 0-19 x 0-62 = 15-8, 0-19 x 0-63 = 15-27, 0-19 x 0-64 = 15-46, 0-19 x 0-65 = 15-65, 0-19 x 0-66 = 16-6, 0-19 x 0-67 = 16-25, 0-19 x 0-68 = 16-44, 0-19 x 0-69 = 16-63, 0-19 x 0-70 = 17-4, 0-19 x 0-71 = 17-23, 0-19 x 0-72 = 17-42, 0-19 x 0-73 = 17-61, 0-19 x 0-74 = 18-2, 0-19 x 0-75 = 18-21, 0-19 x 0-76 = 18-40, 0-19 x 0-77 = 18-59, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 1-2, 0-20 x 0-5 = 1-22, 0-20 x 0-6 = 1-42, 0-20 x 0-7 = 1-62, 0-20 x 0-8 = 2-4, 0-20 x 0-9 = 2-24, 0-20 x 0-10 = 2-44, 0-20 x 0-11 = 2-64, 0-20 x 0-12 = 3-6, 0-20 x 0-13 = 3-26, 0-20 x 0-14 = 3-46, 0-20 x 0-15 = 3-66, 0-20 x 0-16 = 4-8, 0-20 x 0-17 = 4-28, 0-20 x 0-18 = 4-48, 0-20 x 0-19 = 4-68, 0-20 x 0-20 = 5-10, 0-20 x 0-21 = 5-30, 0-20 x 0-22 = 5-50, 0-20 x 0-23 = 5-70, 0-20 x 0-24 = 6-12, 0-20 x 0-25 = 6-32, 0-20 x 0-26 = 6-52, 0-20 x 0-27 = 6-72, 0-20 x 0-28 = 7-14, 0-20 x 0-29 = 7-34, 0-20 x 0-30 = 7-54, 0-20 x 0-31 = 7-74, 0-20 x 0-32 = 8-16, 0-20 x 0-33 = 8-36, 0-20 x 0-34 = 8-56, 0-20 x 0-35 = 8-76, 0-20 x 0-36 = 9-18, 0-20 x 0-37 = 9-38, 0-20 x 0-38 = 9-58, 0-20 x 0-39 = 10-0, 0-20 x 0-40 = 10-20, 0-20 x 0-41 = 10-40, 0-20 x 0-42 = 10-60, 0-20 x 0-43 = 11-2, 0-20 x 0-44 = 11-22, 0-20 x 0-45 = 11-42, 0-20 x 0-46 = 11-62, 0-20 x 0-47 = 12-4, 0-20 x 0-48 = 12-24, 0-20 x 0-49 = 12-44, 0-20 x 0-50 = 12-64, 0-20 x 0-51 = 13-6, 0-20 x 0-52 = 13-26, 0-20 x 0-53 = 13-46, 0-20 x 0-54 = 13-66, 0-20 x 0-55 = 14-8, 0-20 x 0-56 = 14-28, 0-20 x 0-57 = 14-48, 0-20 x 0-58 = 14-68, 0-20 x 0-59 = 15-10, 0-20 x 0-60 = 15-30, 0-20 x 0-61 = 15-50, 0-20 x 0-62 = 15-70, 0-20 x 0-63 = 16-12, 0-20 x 0-64 = 16-32, 0-20 x 0-65 = 16-52, 0-20 x 0-66 = 16-72, 0-20 x 0-67 = 17-14, 0-20 x 0-68 = 17-34, 0-20 x 0-69 = 17-54, 0-20 x 0-70 = 17-74, 0-20 x 0-71 = 18-16, 0-20 x 0-72 = 18-36, 0-20 x 0-73 = 18-56, 0-20 x 0-74 = 18-76, 0-20 x 0-75 = 19-18, 0-20 x 0-76 = 19-38, 0-20 x 0-77 = 19-58, 
