41 x 1 = 0-41, 41 x 2 = 1-28, 41 x 3 = 2-15, 41 x 4 = 3-2, 41 x 5 = 3-43, 41 x 6 = 4-30, 41 x 7 = 5-17, 41 x 8 = 6-4, 41 x 9 = 6-45, 41 x 10 = 7-32, 41 x 11 = 8-19, 41 x 12 = 9-6, 41 x 13 = 9-47, 41 x 14 = 10-34, 41 x 15 = 11-21, 41 x 16 = 12-8, 41 x 17 = 12-49, 41 x 18 = 13-36, 41 x 19 = 14-23, 41 x 20 = 15-10, 41 x 21 = 15-51, 41 x 22 = 16-38, 41 x 23 = 17-25, 41 x 24 = 18-12, 41 x 25 = 18-53, 41 x 26 = 19-40, 41 x 27 = 20-27, 41 x 28 = 21-14, 41 x 29 = 22-1, 41 x 30 = 22-42, 41 x 31 = 23-29, 41 x 32 = 24-16, 41 x 33 = 25-3, 41 x 34 = 25-44, 41 x 35 = 26-31, 41 x 36 = 27-18, 41 x 37 = 28-5, 41 x 38 = 28-46, 41 x 39 = 29-33, 41 x 40 = 30-20, 41 x 41 = 31-7, 41 x 42 = 31-48, 41 x 43 = 32-35, 41 x 44 = 33-22, 41 x 45 = 34-9, 41 x 46 = 34-50, 41 x 47 = 35-37, 41 x 48 = 36-24, 41 x 49 = 37-11, 41 x 50 = 37-52, 41 x 51 = 38-39, 41 x 52 = 39-26, 41 x 53 = 40-13, 
42 x 1 = 0-42, 42 x 2 = 1-30, 42 x 3 = 2-18, 42 x 4 = 3-6, 42 x 5 = 3-48, 42 x 6 = 4-36, 42 x 7 = 5-24, 42 x 8 = 6-12, 42 x 9 = 7-0, 42 x 10 = 7-42, 42 x 11 = 8-30, 42 x 12 = 9-18, 42 x 13 = 10-6, 42 x 14 = 10-48, 42 x 15 = 11-36, 42 x 16 = 12-24, 42 x 17 = 13-12, 42 x 18 = 14-0, 42 x 19 = 14-42, 42 x 20 = 15-30, 42 x 21 = 16-18, 42 x 22 = 17-6, 42 x 23 = 17-48, 42 x 24 = 18-36, 42 x 25 = 19-24, 42 x 26 = 20-12, 42 x 27 = 21-0, 42 x 28 = 21-42, 42 x 29 = 22-30, 42 x 30 = 23-18, 42 x 31 = 24-6, 42 x 32 = 24-48, 42 x 33 = 25-36, 42 x 34 = 26-24, 42 x 35 = 27-12, 42 x 36 = 28-0, 42 x 37 = 28-42, 42 x 38 = 29-30, 42 x 39 = 30-18, 42 x 40 = 31-6, 42 x 41 = 31-48, 42 x 42 = 32-36, 42 x 43 = 33-24, 42 x 44 = 34-12, 42 x 45 = 35-0, 42 x 46 = 35-42, 42 x 47 = 36-30, 42 x 48 = 37-18, 42 x 49 = 38-6, 42 x 50 = 38-48, 42 x 51 = 39-36, 42 x 52 = 40-24, 42 x 53 = 41-12, 
43 x 1 = 0-43, 43 x 2 = 1-32, 43 x 3 = 2-21, 43 x 4 = 3-10, 43 x 5 = 3-53, 43 x 6 = 4-42, 43 x 7 = 5-31, 43 x 8 = 6-20, 43 x 9 = 7-9, 43 x 10 = 7-52, 43 x 11 = 8-41, 43 x 12 = 9-30, 43 x 13 = 10-19, 43 x 14 = 11-8, 43 x 15 = 11-51, 43 x 16 = 12-40, 43 x 17 = 13-29, 43 x 18 = 14-18, 43 x 19 = 15-7, 43 x 20 = 15-50, 43 x 21 = 16-39, 43 x 22 = 17-28, 43 x 23 = 18-17, 43 x 24 = 19-6, 43 x 25 = 19-49, 43 x 26 = 20-38, 43 x 27 = 21-27, 43 x 28 = 22-16, 43 x 29 = 23-5, 43 x 30 = 23-48, 43 x 31 = 24-37, 43 x 32 = 25-26, 43 x 33 = 26-15, 43 x 34 = 27-4, 43 x 35 = 27-47, 43 x 36 = 28-36, 43 x 37 = 29-25, 43 x 38 = 30-14, 43 x 39 = 31-3, 43 x 40 = 31-46, 43 x 41 = 32-35, 43 x 42 = 33-24, 43 x 43 = 34-13, 43 x 44 = 35-2, 43 x 45 = 35-45, 43 x 46 = 36-34, 43 x 47 = 37-23, 43 x 48 = 38-12, 43 x 49 = 39-1, 43 x 50 = 39-44, 43 x 51 = 40-33, 43 x 52 = 41-22, 43 x 53 = 42-11, 
44 x 1 = 0-44, 44 x 2 = 1-34, 44 x 3 = 2-24, 44 x 4 = 3-14, 44 x 5 = 4-4, 44 x 6 = 4-48, 44 x 7 = 5-38, 44 x 8 = 6-28, 44 x 9 = 7-18, 44 x 10 = 8-8, 44 x 11 = 8-52, 44 x 12 = 9-42, 44 x 13 = 10-32, 44 x 14 = 11-22, 44 x 15 = 12-12, 44 x 16 = 13-2, 44 x 17 = 13-46, 44 x 18 = 14-36, 44 x 19 = 15-26, 44 x 20 = 16-16, 44 x 21 = 17-6, 44 x 22 = 17-50, 44 x 23 = 18-40, 44 x 24 = 19-30, 44 x 25 = 20-20, 44 x 26 = 21-10, 44 x 27 = 22-0, 44 x 28 = 22-44, 44 x 29 = 23-34, 44 x 30 = 24-24, 44 x 31 = 25-14, 44 x 32 = 26-4, 44 x 33 = 26-48, 44 x 34 = 27-38, 44 x 35 = 28-28, 44 x 36 = 29-18, 44 x 37 = 30-8, 44 x 38 = 30-52, 44 x 39 = 31-42, 44 x 40 = 32-32, 44 x 41 = 33-22, 44 x 42 = 34-12, 44 x 43 = 35-2, 44 x 44 = 35-46, 44 x 45 = 36-36, 44 x 46 = 37-26, 44 x 47 = 38-16, 44 x 48 = 39-6, 44 x 49 = 39-50, 44 x 50 = 40-40, 44 x 51 = 41-30, 44 x 52 = 42-20, 44 x 53 = 43-10, 
45 x 1 = 0-45, 45 x 2 = 1-36, 45 x 3 = 2-27, 45 x 4 = 3-18, 45 x 5 = 4-9, 45 x 6 = 5-0, 45 x 7 = 5-45, 45 x 8 = 6-36, 45 x 9 = 7-27, 45 x 10 = 8-18, 45 x 11 = 9-9, 45 x 12 = 10-0, 45 x 13 = 10-45, 45 x 14 = 11-36, 45 x 15 = 12-27, 45 x 16 = 13-18, 45 x 17 = 14-9, 45 x 18 = 15-0, 45 x 19 = 15-45, 45 x 20 = 16-36, 45 x 21 = 17-27, 45 x 22 = 18-18, 45 x 23 = 19-9, 45 x 24 = 20-0, 45 x 25 = 20-45, 45 x 26 = 21-36, 45 x 27 = 22-27, 45 x 28 = 23-18, 45 x 29 = 24-9, 45 x 30 = 25-0, 45 x 31 = 25-45, 45 x 32 = 26-36, 45 x 33 = 27-27, 45 x 34 = 28-18, 45 x 35 = 29-9, 45 x 36 = 30-0, 45 x 37 = 30-45, 45 x 38 = 31-36, 45 x 39 = 32-27, 45 x 40 = 33-18, 45 x 41 = 34-9, 45 x 42 = 35-0, 45 x 43 = 35-45, 45 x 44 = 36-36, 45 x 45 = 37-27, 45 x 46 = 38-18, 45 x 47 = 39-9, 45 x 48 = 40-0, 45 x 49 = 40-45, 45 x 50 = 41-36, 45 x 51 = 42-27, 45 x 52 = 43-18, 45 x 53 = 44-9, 
46 x 1 = 0-46, 46 x 2 = 1-38, 46 x 3 = 2-30, 46 x 4 = 3-22, 46 x 5 = 4-14, 46 x 6 = 5-6, 46 x 7 = 5-52, 46 x 8 = 6-44, 46 x 9 = 7-36, 46 x 10 = 8-28, 46 x 11 = 9-20, 46 x 12 = 10-12, 46 x 13 = 11-4, 46 x 14 = 11-50, 46 x 15 = 12-42, 46 x 16 = 13-34, 46 x 17 = 14-26, 46 x 18 = 15-18, 46 x 19 = 16-10, 46 x 20 = 17-2, 46 x 21 = 17-48, 46 x 22 = 18-40, 46 x 23 = 19-32, 46 x 24 = 20-24, 46 x 25 = 21-16, 46 x 26 = 22-8, 46 x 27 = 23-0, 46 x 28 = 23-46, 46 x 29 = 24-38, 46 x 30 = 25-30, 46 x 31 = 26-22, 46 x 32 = 27-14, 46 x 33 = 28-6, 46 x 34 = 28-52, 46 x 35 = 29-44, 46 x 36 = 30-36, 46 x 37 = 31-28, 46 x 38 = 32-20, 46 x 39 = 33-12, 46 x 40 = 34-4, 46 x 41 = 34-50, 46 x 42 = 35-42, 46 x 43 = 36-34, 46 x 44 = 37-26, 46 x 45 = 38-18, 46 x 46 = 39-10, 46 x 47 = 40-2, 46 x 48 = 40-48, 46 x 49 = 41-40, 46 x 50 = 42-32, 46 x 51 = 43-24, 46 x 52 = 44-16, 46 x 53 = 45-8, 
47 x 1 = 0-47, 47 x 2 = 1-40, 47 x 3 = 2-33, 47 x 4 = 3-26, 47 x 5 = 4-19, 47 x 6 = 5-12, 47 x 7 = 6-5, 47 x 8 = 6-52, 47 x 9 = 7-45, 47 x 10 = 8-38, 47 x 11 = 9-31, 47 x 12 = 10-24, 47 x 13 = 11-17, 47 x 14 = 12-10, 47 x 15 = 13-3, 47 x 16 = 13-50, 47 x 17 = 14-43, 47 x 18 = 15-36, 47 x 19 = 16-29, 47 x 20 = 17-22, 47 x 21 = 18-15, 47 x 22 = 19-8, 47 x 23 = 20-1, 47 x 24 = 20-48, 47 x 25 = 21-41, 47 x 26 = 22-34, 47 x 27 = 23-27, 47 x 28 = 24-20, 47 x 29 = 25-13, 47 x 30 = 26-6, 47 x 31 = 26-53, 47 x 32 = 27-46, 47 x 33 = 28-39, 47 x 34 = 29-32, 47 x 35 = 30-25, 47 x 36 = 31-18, 47 x 37 = 32-11, 47 x 38 = 33-4, 47 x 39 = 33-51, 47 x 40 = 34-44, 47 x 41 = 35-37, 47 x 42 = 36-30, 47 x 43 = 37-23, 47 x 44 = 38-16, 47 x 45 = 39-9, 47 x 46 = 40-2, 47 x 47 = 40-49, 47 x 48 = 41-42, 47 x 49 = 42-35, 47 x 50 = 43-28, 47 x 51 = 44-21, 47 x 52 = 45-14, 47 x 53 = 46-7, 
48 x 1 = 0-48, 48 x 2 = 1-42, 48 x 3 = 2-36, 48 x 4 = 3-30, 48 x 5 = 4-24, 48 x 6 = 5-18, 48 x 7 = 6-12, 48 x 8 = 7-6, 48 x 9 = 8-0, 48 x 10 = 8-48, 48 x 11 = 9-42, 48 x 12 = 10-36, 48 x 13 = 11-30, 48 x 14 = 12-24, 48 x 15 = 13-18, 48 x 16 = 14-12, 48 x 17 = 15-6, 48 x 18 = 16-0, 48 x 19 = 16-48, 48 x 20 = 17-42, 48 x 21 = 18-36, 48 x 22 = 19-30, 48 x 23 = 20-24, 48 x 24 = 21-18, 48 x 25 = 22-12, 48 x 26 = 23-6, 48 x 27 = 24-0, 48 x 28 = 24-48, 48 x 29 = 25-42, 48 x 30 = 26-36, 48 x 31 = 27-30, 48 x 32 = 28-24, 48 x 33 = 29-18, 48 x 34 = 30-12, 48 x 35 = 31-6, 48 x 36 = 32-0, 48 x 37 = 32-48, 48 x 38 = 33-42, 48 x 39 = 34-36, 48 x 40 = 35-30, 48 x 41 = 36-24, 48 x 42 = 37-18, 48 x 43 = 38-12, 48 x 44 = 39-6, 48 x 45 = 40-0, 48 x 46 = 40-48, 48 x 47 = 41-42, 48 x 48 = 42-36, 48 x 49 = 43-30, 48 x 50 = 44-24, 48 x 51 = 45-18, 48 x 52 = 46-12, 48 x 53 = 47-6, 
49 x 1 = 0-49, 49 x 2 = 1-44, 49 x 3 = 2-39, 49 x 4 = 3-34, 49 x 5 = 4-29, 49 x 6 = 5-24, 49 x 7 = 6-19, 49 x 8 = 7-14, 49 x 9 = 8-9, 49 x 10 = 9-4, 49 x 11 = 9-53, 49 x 12 = 10-48, 49 x 13 = 11-43, 49 x 14 = 12-38, 49 x 15 = 13-33, 49 x 16 = 14-28, 49 x 17 = 15-23, 49 x 18 = 16-18, 49 x 19 = 17-13, 49 x 20 = 18-8, 49 x 21 = 19-3, 49 x 22 = 19-52, 49 x 23 = 20-47, 49 x 24 = 21-42, 49 x 25 = 22-37, 49 x 26 = 23-32, 49 x 27 = 24-27, 49 x 28 = 25-22, 49 x 29 = 26-17, 49 x 30 = 27-12, 49 x 31 = 28-7, 49 x 32 = 29-2, 49 x 33 = 29-51, 49 x 34 = 30-46, 49 x 35 = 31-41, 49 x 36 = 32-36, 49 x 37 = 33-31, 49 x 38 = 34-26, 49 x 39 = 35-21, 49 x 40 = 36-16, 49 x 41 = 37-11, 49 x 42 = 38-6, 49 x 43 = 39-1, 49 x 44 = 39-50, 49 x 45 = 40-45, 49 x 46 = 41-40, 49 x 47 = 42-35, 49 x 48 = 43-30, 49 x 49 = 44-25, 49 x 50 = 45-20, 49 x 51 = 46-15, 49 x 52 = 47-10, 49 x 53 = 48-5, 
50 x 1 = 0-50, 50 x 2 = 1-46, 50 x 3 = 2-42, 50 x 4 = 3-38, 50 x 5 = 4-34, 50 x 6 = 5-30, 50 x 7 = 6-26, 50 x 8 = 7-22, 50 x 9 = 8-18, 50 x 10 = 9-14, 50 x 11 = 10-10, 50 x 12 = 11-6, 50 x 13 = 12-2, 50 x 14 = 12-52, 50 x 15 = 13-48, 50 x 16 = 14-44, 50 x 17 = 15-40, 50 x 18 = 16-36, 50 x 19 = 17-32, 50 x 20 = 18-28, 50 x 21 = 19-24, 50 x 22 = 20-20, 50 x 23 = 21-16, 50 x 24 = 22-12, 50 x 25 = 23-8, 50 x 26 = 24-4, 50 x 27 = 25-0, 50 x 28 = 25-50, 50 x 29 = 26-46, 50 x 30 = 27-42, 50 x 31 = 28-38, 50 x 32 = 29-34, 50 x 33 = 30-30, 50 x 34 = 31-26, 50 x 35 = 32-22, 50 x 36 = 33-18, 50 x 37 = 34-14, 50 x 38 = 35-10, 50 x 39 = 36-6, 50 x 40 = 37-2, 50 x 41 = 37-52, 50 x 42 = 38-48, 50 x 43 = 39-44, 50 x 44 = 40-40, 50 x 45 = 41-36, 50 x 46 = 42-32, 50 x 47 = 43-28, 50 x 48 = 44-24, 50 x 49 = 45-20, 50 x 50 = 46-16, 50 x 51 = 47-12, 50 x 52 = 48-8, 50 x 53 = 49-4, 
51 x 1 = 0-51, 51 x 2 = 1-48, 51 x 3 = 2-45, 51 x 4 = 3-42, 51 x 5 = 4-39, 51 x 6 = 5-36, 51 x 7 = 6-33, 51 x 8 = 7-30, 51 x 9 = 8-27, 51 x 10 = 9-24, 51 x 11 = 10-21, 51 x 12 = 11-18, 51 x 13 = 12-15, 51 x 14 = 13-12, 51 x 15 = 14-9, 51 x 16 = 15-6, 51 x 17 = 16-3, 51 x 18 = 17-0, 51 x 19 = 17-51, 51 x 20 = 18-48, 51 x 21 = 19-45, 51 x 22 = 20-42, 51 x 23 = 21-39, 51 x 24 = 22-36, 51 x 25 = 23-33, 51 x 26 = 24-30, 51 x 27 = 25-27, 51 x 28 = 26-24, 51 x 29 = 27-21, 51 x 30 = 28-18, 51 x 31 = 29-15, 51 x 32 = 30-12, 51 x 33 = 31-9, 51 x 34 = 32-6, 51 x 35 = 33-3, 51 x 36 = 34-0, 51 x 37 = 34-51, 51 x 38 = 35-48, 51 x 39 = 36-45, 51 x 40 = 37-42, 51 x 41 = 38-39, 51 x 42 = 39-36, 51 x 43 = 40-33, 51 x 44 = 41-30, 51 x 45 = 42-27, 51 x 46 = 43-24, 51 x 47 = 44-21, 51 x 48 = 45-18, 51 x 49 = 46-15, 51 x 50 = 47-12, 51 x 51 = 48-9, 51 x 52 = 49-6, 51 x 53 = 50-3, 
52 x 1 = 0-52, 52 x 2 = 1-50, 52 x 3 = 2-48, 52 x 4 = 3-46, 52 x 5 = 4-44, 52 x 6 = 5-42, 52 x 7 = 6-40, 52 x 8 = 7-38, 52 x 9 = 8-36, 52 x 10 = 9-34, 52 x 11 = 10-32, 52 x 12 = 11-30, 52 x 13 = 12-28, 52 x 14 = 13-26, 52 x 15 = 14-24, 52 x 16 = 15-22, 52 x 17 = 16-20, 52 x 18 = 17-18, 52 x 19 = 18-16, 52 x 20 = 19-14, 52 x 21 = 20-12, 52 x 22 = 21-10, 52 x 23 = 22-8, 52 x 24 = 23-6, 52 x 25 = 24-4, 52 x 26 = 25-2, 52 x 27 = 26-0, 52 x 28 = 26-52, 52 x 29 = 27-50, 52 x 30 = 28-48, 52 x 31 = 29-46, 52 x 32 = 30-44, 52 x 33 = 31-42, 52 x 34 = 32-40, 52 x 35 = 33-38, 52 x 36 = 34-36, 52 x 37 = 35-34, 52 x 38 = 36-32, 52 x 39 = 37-30, 52 x 40 = 38-28, 52 x 41 = 39-26, 52 x 42 = 40-24, 52 x 43 = 41-22, 52 x 44 = 42-20, 52 x 45 = 43-18, 52 x 46 = 44-16, 52 x 47 = 45-14, 52 x 48 = 46-12, 52 x 49 = 47-10, 52 x 50 = 48-8, 52 x 51 = 49-6, 52 x 52 = 50-4, 52 x 53 = 51-2, 
53 x 1 = 0-53, 53 x 2 = 1-52, 53 x 3 = 2-51, 53 x 4 = 3-50, 53 x 5 = 4-49, 53 x 6 = 5-48, 53 x 7 = 6-47, 53 x 8 = 7-46, 53 x 9 = 8-45, 53 x 10 = 9-44, 53 x 11 = 10-43, 53 x 12 = 11-42, 53 x 13 = 12-41, 53 x 14 = 13-40, 53 x 15 = 14-39, 53 x 16 = 15-38, 53 x 17 = 16-37, 53 x 18 = 17-36, 53 x 19 = 18-35, 53 x 20 = 19-34, 53 x 21 = 20-33, 53 x 22 = 21-32, 53 x 23 = 22-31, 53 x 24 = 23-30, 53 x 25 = 24-29, 53 x 26 = 25-28, 53 x 27 = 26-27, 53 x 28 = 27-26, 53 x 29 = 28-25, 53 x 30 = 29-24, 53 x 31 = 30-23, 53 x 32 = 31-22, 53 x 33 = 32-21, 53 x 34 = 33-20, 53 x 35 = 34-19, 53 x 36 = 35-18, 53 x 37 = 36-17, 53 x 38 = 37-16, 53 x 39 = 38-15, 53 x 40 = 39-14, 53 x 41 = 40-13, 53 x 42 = 41-12, 53 x 43 = 42-11, 53 x 44 = 43-10, 53 x 45 = 44-9, 53 x 46 = 45-8, 53 x 47 = 46-7, 53 x 48 = 47-6, 53 x 49 = 48-5, 53 x 50 = 49-4, 53 x 51 = 50-3, 53 x 52 = 51-2, 53 x 53 = 52-1, 
