0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 1-1, 0-11 x 0-7 = 1-12, 0-11 x 0-8 = 1-23, 0-11 x 0-9 = 1-34, 0-11 x 0-10 = 1-45, 0-11 x 0-11 = 1-56, 0-11 x 0-12 = 2-2, 0-11 x 0-13 = 2-13, 0-11 x 0-14 = 2-24, 0-11 x 0-15 = 2-35, 0-11 x 0-16 = 2-46, 0-11 x 0-17 = 2-57, 0-11 x 0-18 = 3-3, 0-11 x 0-19 = 3-14, 0-11 x 0-20 = 3-25, 0-11 x 0-21 = 3-36, 0-11 x 0-22 = 3-47, 0-11 x 0-23 = 3-58, 0-11 x 0-24 = 4-4, 0-11 x 0-25 = 4-15, 0-11 x 0-26 = 4-26, 0-11 x 0-27 = 4-37, 0-11 x 0-28 = 4-48, 0-11 x 0-29 = 4-59, 0-11 x 0-30 = 5-5, 0-11 x 0-31 = 5-16, 0-11 x 0-32 = 5-27, 0-11 x 0-33 = 5-38, 0-11 x 0-34 = 5-49, 0-11 x 0-35 = 5-60, 0-11 x 0-36 = 6-6, 0-11 x 0-37 = 6-17, 0-11 x 0-38 = 6-28, 0-11 x 0-39 = 6-39, 0-11 x 0-40 = 6-50, 0-11 x 0-41 = 6-61, 0-11 x 0-42 = 7-7, 0-11 x 0-43 = 7-18, 0-11 x 0-44 = 7-29, 0-11 x 0-45 = 7-40, 0-11 x 0-46 = 7-51, 0-11 x 0-47 = 7-62, 0-11 x 0-48 = 8-8, 0-11 x 0-49 = 8-19, 0-11 x 0-50 = 8-30, 0-11 x 0-51 = 8-41, 0-11 x 0-52 = 8-52, 0-11 x 0-53 = 8-63, 0-11 x 0-54 = 9-9, 0-11 x 0-55 = 9-20, 0-11 x 0-56 = 9-31, 0-11 x 0-57 = 9-42, 0-11 x 0-58 = 9-53, 0-11 x 0-59 = 9-64, 0-11 x 0-60 = 10-10, 0-11 x 0-61 = 10-21, 0-11 x 0-62 = 10-32, 0-11 x 0-63 = 10-43, 0-11 x 0-64 = 10-54, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 1-7, 0-12 x 0-7 = 1-19, 0-12 x 0-8 = 1-31, 0-12 x 0-9 = 1-43, 0-12 x 0-10 = 1-55, 0-12 x 0-11 = 2-2, 0-12 x 0-12 = 2-14, 0-12 x 0-13 = 2-26, 0-12 x 0-14 = 2-38, 0-12 x 0-15 = 2-50, 0-12 x 0-16 = 2-62, 0-12 x 0-17 = 3-9, 0-12 x 0-18 = 3-21, 0-12 x 0-19 = 3-33, 0-12 x 0-20 = 3-45, 0-12 x 0-21 = 3-57, 0-12 x 0-22 = 4-4, 0-12 x 0-23 = 4-16, 0-12 x 0-24 = 4-28, 0-12 x 0-25 = 4-40, 0-12 x 0-26 = 4-52, 0-12 x 0-27 = 4-64, 0-12 x 0-28 = 5-11, 0-12 x 0-29 = 5-23, 0-12 x 0-30 = 5-35, 0-12 x 0-31 = 5-47, 0-12 x 0-32 = 5-59, 0-12 x 0-33 = 6-6, 0-12 x 0-34 = 6-18, 0-12 x 0-35 = 6-30, 0-12 x 0-36 = 6-42, 0-12 x 0-37 = 6-54, 0-12 x 0-38 = 7-1, 0-12 x 0-39 = 7-13, 0-12 x 0-40 = 7-25, 0-12 x 0-41 = 7-37, 0-12 x 0-42 = 7-49, 0-12 x 0-43 = 7-61, 0-12 x 0-44 = 8-8, 0-12 x 0-45 = 8-20, 0-12 x 0-46 = 8-32, 0-12 x 0-47 = 8-44, 0-12 x 0-48 = 8-56, 0-12 x 0-49 = 9-3, 0-12 x 0-50 = 9-15, 0-12 x 0-51 = 9-27, 0-12 x 0-52 = 9-39, 0-12 x 0-53 = 9-51, 0-12 x 0-54 = 9-63, 0-12 x 0-55 = 10-10, 0-12 x 0-56 = 10-22, 0-12 x 0-57 = 10-34, 0-12 x 0-58 = 10-46, 0-12 x 0-59 = 10-58, 0-12 x 0-60 = 11-5, 0-12 x 0-61 = 11-17, 0-12 x 0-62 = 11-29, 0-12 x 0-63 = 11-41, 0-12 x 0-64 = 11-53, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 1-0, 0-13 x 0-6 = 1-13, 0-13 x 0-7 = 1-26, 0-13 x 0-8 = 1-39, 0-13 x 0-9 = 1-52, 0-13 x 0-10 = 2-0, 0-13 x 0-11 = 2-13, 0-13 x 0-12 = 2-26, 0-13 x 0-13 = 2-39, 0-13 x 0-14 = 2-52, 0-13 x 0-15 = 3-0, 0-13 x 0-16 = 3-13, 0-13 x 0-17 = 3-26, 0-13 x 0-18 = 3-39, 0-13 x 0-19 = 3-52, 0-13 x 0-20 = 4-0, 0-13 x 0-21 = 4-13, 0-13 x 0-22 = 4-26, 0-13 x 0-23 = 4-39, 0-13 x 0-24 = 4-52, 0-13 x 0-25 = 5-0, 0-13 x 0-26 = 5-13, 0-13 x 0-27 = 5-26, 0-13 x 0-28 = 5-39, 0-13 x 0-29 = 5-52, 0-13 x 0-30 = 6-0, 0-13 x 0-31 = 6-13, 0-13 x 0-32 = 6-26, 0-13 x 0-33 = 6-39, 0-13 x 0-34 = 6-52, 0-13 x 0-35 = 7-0, 0-13 x 0-36 = 7-13, 0-13 x 0-37 = 7-26, 0-13 x 0-38 = 7-39, 0-13 x 0-39 = 7-52, 0-13 x 0-40 = 8-0, 0-13 x 0-41 = 8-13, 0-13 x 0-42 = 8-26, 0-13 x 0-43 = 8-39, 0-13 x 0-44 = 8-52, 0-13 x 0-45 = 9-0, 0-13 x 0-46 = 9-13, 0-13 x 0-47 = 9-26, 0-13 x 0-48 = 9-39, 0-13 x 0-49 = 9-52, 0-13 x 0-50 = 10-0, 0-13 x 0-51 = 10-13, 0-13 x 0-52 = 10-26, 0-13 x 0-53 = 10-39, 0-13 x 0-54 = 10-52, 0-13 x 0-55 = 11-0, 0-13 x 0-56 = 11-13, 0-13 x 0-57 = 11-26, 0-13 x 0-58 = 11-39, 0-13 x 0-59 = 11-52, 0-13 x 0-60 = 12-0, 0-13 x 0-61 = 12-13, 0-13 x 0-62 = 12-26, 0-13 x 0-63 = 12-39, 0-13 x 0-64 = 12-52, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 1-5, 0-14 x 0-6 = 1-19, 0-14 x 0-7 = 1-33, 0-14 x 0-8 = 1-47, 0-14 x 0-9 = 1-61, 0-14 x 0-10 = 2-10, 0-14 x 0-11 = 2-24, 0-14 x 0-12 = 2-38, 0-14 x 0-13 = 2-52, 0-14 x 0-14 = 3-1, 0-14 x 0-15 = 3-15, 0-14 x 0-16 = 3-29, 0-14 x 0-17 = 3-43, 0-14 x 0-18 = 3-57, 0-14 x 0-19 = 4-6, 0-14 x 0-20 = 4-20, 0-14 x 0-21 = 4-34, 0-14 x 0-22 = 4-48, 0-14 x 0-23 = 4-62, 0-14 x 0-24 = 5-11, 0-14 x 0-25 = 5-25, 0-14 x 0-26 = 5-39, 0-14 x 0-27 = 5-53, 0-14 x 0-28 = 6-2, 0-14 x 0-29 = 6-16, 0-14 x 0-30 = 6-30, 0-14 x 0-31 = 6-44, 0-14 x 0-32 = 6-58, 0-14 x 0-33 = 7-7, 0-14 x 0-34 = 7-21, 0-14 x 0-35 = 7-35, 0-14 x 0-36 = 7-49, 0-14 x 0-37 = 7-63, 0-14 x 0-38 = 8-12, 0-14 x 0-39 = 8-26, 0-14 x 0-40 = 8-40, 0-14 x 0-41 = 8-54, 0-14 x 0-42 = 9-3, 0-14 x 0-43 = 9-17, 0-14 x 0-44 = 9-31, 0-14 x 0-45 = 9-45, 0-14 x 0-46 = 9-59, 0-14 x 0-47 = 10-8, 0-14 x 0-48 = 10-22, 0-14 x 0-49 = 10-36, 0-14 x 0-50 = 10-50, 0-14 x 0-51 = 10-64, 0-14 x 0-52 = 11-13, 0-14 x 0-53 = 11-27, 0-14 x 0-54 = 11-41, 0-14 x 0-55 = 11-55, 0-14 x 0-56 = 12-4, 0-14 x 0-57 = 12-18, 0-14 x 0-58 = 12-32, 0-14 x 0-59 = 12-46, 0-14 x 0-60 = 12-60, 0-14 x 0-61 = 13-9, 0-14 x 0-62 = 13-23, 0-14 x 0-63 = 13-37, 0-14 x 0-64 = 13-51, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 1-10, 0-15 x 0-6 = 1-25, 0-15 x 0-7 = 1-40, 0-15 x 0-8 = 1-55, 0-15 x 0-9 = 2-5, 0-15 x 0-10 = 2-20, 0-15 x 0-11 = 2-35, 0-15 x 0-12 = 2-50, 0-15 x 0-13 = 3-0, 0-15 x 0-14 = 3-15, 0-15 x 0-15 = 3-30, 0-15 x 0-16 = 3-45, 0-15 x 0-17 = 3-60, 0-15 x 0-18 = 4-10, 0-15 x 0-19 = 4-25, 0-15 x 0-20 = 4-40, 0-15 x 0-21 = 4-55, 0-15 x 0-22 = 5-5, 0-15 x 0-23 = 5-20, 0-15 x 0-24 = 5-35, 0-15 x 0-25 = 5-50, 0-15 x 0-26 = 6-0, 0-15 x 0-27 = 6-15, 0-15 x 0-28 = 6-30, 0-15 x 0-29 = 6-45, 0-15 x 0-30 = 6-60, 0-15 x 0-31 = 7-10, 0-15 x 0-32 = 7-25, 0-15 x 0-33 = 7-40, 0-15 x 0-34 = 7-55, 0-15 x 0-35 = 8-5, 0-15 x 0-36 = 8-20, 0-15 x 0-37 = 8-35, 0-15 x 0-38 = 8-50, 0-15 x 0-39 = 9-0, 0-15 x 0-40 = 9-15, 0-15 x 0-41 = 9-30, 0-15 x 0-42 = 9-45, 0-15 x 0-43 = 9-60, 0-15 x 0-44 = 10-10, 0-15 x 0-45 = 10-25, 0-15 x 0-46 = 10-40, 0-15 x 0-47 = 10-55, 0-15 x 0-48 = 11-5, 0-15 x 0-49 = 11-20, 0-15 x 0-50 = 11-35, 0-15 x 0-51 = 11-50, 0-15 x 0-52 = 12-0, 0-15 x 0-53 = 12-15, 0-15 x 0-54 = 12-30, 0-15 x 0-55 = 12-45, 0-15 x 0-56 = 12-60, 0-15 x 0-57 = 13-10, 0-15 x 0-58 = 13-25, 0-15 x 0-59 = 13-40, 0-15 x 0-60 = 13-55, 0-15 x 0-61 = 14-5, 0-15 x 0-62 = 14-20, 0-15 x 0-63 = 14-35, 0-15 x 0-64 = 14-50, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 0-64, 0-16 x 0-5 = 1-15, 0-16 x 0-6 = 1-31, 0-16 x 0-7 = 1-47, 0-16 x 0-8 = 1-63, 0-16 x 0-9 = 2-14, 0-16 x 0-10 = 2-30, 0-16 x 0-11 = 2-46, 0-16 x 0-12 = 2-62, 0-16 x 0-13 = 3-13, 0-16 x 0-14 = 3-29, 0-16 x 0-15 = 3-45, 0-16 x 0-16 = 3-61, 0-16 x 0-17 = 4-12, 0-16 x 0-18 = 4-28, 0-16 x 0-19 = 4-44, 0-16 x 0-20 = 4-60, 0-16 x 0-21 = 5-11, 0-16 x 0-22 = 5-27, 0-16 x 0-23 = 5-43, 0-16 x 0-24 = 5-59, 0-16 x 0-25 = 6-10, 0-16 x 0-26 = 6-26, 0-16 x 0-27 = 6-42, 0-16 x 0-28 = 6-58, 0-16 x 0-29 = 7-9, 0-16 x 0-30 = 7-25, 0-16 x 0-31 = 7-41, 0-16 x 0-32 = 7-57, 0-16 x 0-33 = 8-8, 0-16 x 0-34 = 8-24, 0-16 x 0-35 = 8-40, 0-16 x 0-36 = 8-56, 0-16 x 0-37 = 9-7, 0-16 x 0-38 = 9-23, 0-16 x 0-39 = 9-39, 0-16 x 0-40 = 9-55, 0-16 x 0-41 = 10-6, 0-16 x 0-42 = 10-22, 0-16 x 0-43 = 10-38, 0-16 x 0-44 = 10-54, 0-16 x 0-45 = 11-5, 0-16 x 0-46 = 11-21, 0-16 x 0-47 = 11-37, 0-16 x 0-48 = 11-53, 0-16 x 0-49 = 12-4, 0-16 x 0-50 = 12-20, 0-16 x 0-51 = 12-36, 0-16 x 0-52 = 12-52, 0-16 x 0-53 = 13-3, 0-16 x 0-54 = 13-19, 0-16 x 0-55 = 13-35, 0-16 x 0-56 = 13-51, 0-16 x 0-57 = 14-2, 0-16 x 0-58 = 14-18, 0-16 x 0-59 = 14-34, 0-16 x 0-60 = 14-50, 0-16 x 0-61 = 15-1, 0-16 x 0-62 = 15-17, 0-16 x 0-63 = 15-33, 0-16 x 0-64 = 15-49, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 1-3, 0-17 x 0-5 = 1-20, 0-17 x 0-6 = 1-37, 0-17 x 0-7 = 1-54, 0-17 x 0-8 = 2-6, 0-17 x 0-9 = 2-23, 0-17 x 0-10 = 2-40, 0-17 x 0-11 = 2-57, 0-17 x 0-12 = 3-9, 0-17 x 0-13 = 3-26, 0-17 x 0-14 = 3-43, 0-17 x 0-15 = 3-60, 0-17 x 0-16 = 4-12, 0-17 x 0-17 = 4-29, 0-17 x 0-18 = 4-46, 0-17 x 0-19 = 4-63, 0-17 x 0-20 = 5-15, 0-17 x 0-21 = 5-32, 0-17 x 0-22 = 5-49, 0-17 x 0-23 = 6-1, 0-17 x 0-24 = 6-18, 0-17 x 0-25 = 6-35, 0-17 x 0-26 = 6-52, 0-17 x 0-27 = 7-4, 0-17 x 0-28 = 7-21, 0-17 x 0-29 = 7-38, 0-17 x 0-30 = 7-55, 0-17 x 0-31 = 8-7, 0-17 x 0-32 = 8-24, 0-17 x 0-33 = 8-41, 0-17 x 0-34 = 8-58, 0-17 x 0-35 = 9-10, 0-17 x 0-36 = 9-27, 0-17 x 0-37 = 9-44, 0-17 x 0-38 = 9-61, 0-17 x 0-39 = 10-13, 0-17 x 0-40 = 10-30, 0-17 x 0-41 = 10-47, 0-17 x 0-42 = 10-64, 0-17 x 0-43 = 11-16, 0-17 x 0-44 = 11-33, 0-17 x 0-45 = 11-50, 0-17 x 0-46 = 12-2, 0-17 x 0-47 = 12-19, 0-17 x 0-48 = 12-36, 0-17 x 0-49 = 12-53, 0-17 x 0-50 = 13-5, 0-17 x 0-51 = 13-22, 0-17 x 0-52 = 13-39, 0-17 x 0-53 = 13-56, 0-17 x 0-54 = 14-8, 0-17 x 0-55 = 14-25, 0-17 x 0-56 = 14-42, 0-17 x 0-57 = 14-59, 0-17 x 0-58 = 15-11, 0-17 x 0-59 = 15-28, 0-17 x 0-60 = 15-45, 0-17 x 0-61 = 15-62, 0-17 x 0-62 = 16-14, 0-17 x 0-63 = 16-31, 0-17 x 0-64 = 16-48, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 1-7, 0-18 x 0-5 = 1-25, 0-18 x 0-6 = 1-43, 0-18 x 0-7 = 1-61, 0-18 x 0-8 = 2-14, 0-18 x 0-9 = 2-32, 0-18 x 0-10 = 2-50, 0-18 x 0-11 = 3-3, 0-18 x 0-12 = 3-21, 0-18 x 0-13 = 3-39, 0-18 x 0-14 = 3-57, 0-18 x 0-15 = 4-10, 0-18 x 0-16 = 4-28, 0-18 x 0-17 = 4-46, 0-18 x 0-18 = 4-64, 0-18 x 0-19 = 5-17, 0-18 x 0-20 = 5-35, 0-18 x 0-21 = 5-53, 0-18 x 0-22 = 6-6, 0-18 x 0-23 = 6-24, 0-18 x 0-24 = 6-42, 0-18 x 0-25 = 6-60, 0-18 x 0-26 = 7-13, 0-18 x 0-27 = 7-31, 0-18 x 0-28 = 7-49, 0-18 x 0-29 = 8-2, 0-18 x 0-30 = 8-20, 0-18 x 0-31 = 8-38, 0-18 x 0-32 = 8-56, 0-18 x 0-33 = 9-9, 0-18 x 0-34 = 9-27, 0-18 x 0-35 = 9-45, 0-18 x 0-36 = 9-63, 0-18 x 0-37 = 10-16, 0-18 x 0-38 = 10-34, 0-18 x 0-39 = 10-52, 0-18 x 0-40 = 11-5, 0-18 x 0-41 = 11-23, 0-18 x 0-42 = 11-41, 0-18 x 0-43 = 11-59, 0-18 x 0-44 = 12-12, 0-18 x 0-45 = 12-30, 0-18 x 0-46 = 12-48, 0-18 x 0-47 = 13-1, 0-18 x 0-48 = 13-19, 0-18 x 0-49 = 13-37, 0-18 x 0-50 = 13-55, 0-18 x 0-51 = 14-8, 0-18 x 0-52 = 14-26, 0-18 x 0-53 = 14-44, 0-18 x 0-54 = 14-62, 0-18 x 0-55 = 15-15, 0-18 x 0-56 = 15-33, 0-18 x 0-57 = 15-51, 0-18 x 0-58 = 16-4, 0-18 x 0-59 = 16-22, 0-18 x 0-60 = 16-40, 0-18 x 0-61 = 16-58, 0-18 x 0-62 = 17-11, 0-18 x 0-63 = 17-29, 0-18 x 0-64 = 17-47, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 1-11, 0-19 x 0-5 = 1-30, 0-19 x 0-6 = 1-49, 0-19 x 0-7 = 2-3, 0-19 x 0-8 = 2-22, 0-19 x 0-9 = 2-41, 0-19 x 0-10 = 2-60, 0-19 x 0-11 = 3-14, 0-19 x 0-12 = 3-33, 0-19 x 0-13 = 3-52, 0-19 x 0-14 = 4-6, 0-19 x 0-15 = 4-25, 0-19 x 0-16 = 4-44, 0-19 x 0-17 = 4-63, 0-19 x 0-18 = 5-17, 0-19 x 0-19 = 5-36, 0-19 x 0-20 = 5-55, 0-19 x 0-21 = 6-9, 0-19 x 0-22 = 6-28, 0-19 x 0-23 = 6-47, 0-19 x 0-24 = 7-1, 0-19 x 0-25 = 7-20, 0-19 x 0-26 = 7-39, 0-19 x 0-27 = 7-58, 0-19 x 0-28 = 8-12, 0-19 x 0-29 = 8-31, 0-19 x 0-30 = 8-50, 0-19 x 0-31 = 9-4, 0-19 x 0-32 = 9-23, 0-19 x 0-33 = 9-42, 0-19 x 0-34 = 9-61, 0-19 x 0-35 = 10-15, 0-19 x 0-36 = 10-34, 0-19 x 0-37 = 10-53, 0-19 x 0-38 = 11-7, 0-19 x 0-39 = 11-26, 0-19 x 0-40 = 11-45, 0-19 x 0-41 = 11-64, 0-19 x 0-42 = 12-18, 0-19 x 0-43 = 12-37, 0-19 x 0-44 = 12-56, 0-19 x 0-45 = 13-10, 0-19 x 0-46 = 13-29, 0-19 x 0-47 = 13-48, 0-19 x 0-48 = 14-2, 0-19 x 0-49 = 14-21, 0-19 x 0-50 = 14-40, 0-19 x 0-51 = 14-59, 0-19 x 0-52 = 15-13, 0-19 x 0-53 = 15-32, 0-19 x 0-54 = 15-51, 0-19 x 0-55 = 16-5, 0-19 x 0-56 = 16-24, 0-19 x 0-57 = 16-43, 0-19 x 0-58 = 16-62, 0-19 x 0-59 = 17-16, 0-19 x 0-60 = 17-35, 0-19 x 0-61 = 17-54, 0-19 x 0-62 = 18-8, 0-19 x 0-63 = 18-27, 0-19 x 0-64 = 18-46, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 1-15, 0-20 x 0-5 = 1-35, 0-20 x 0-6 = 1-55, 0-20 x 0-7 = 2-10, 0-20 x 0-8 = 2-30, 0-20 x 0-9 = 2-50, 0-20 x 0-10 = 3-5, 0-20 x 0-11 = 3-25, 0-20 x 0-12 = 3-45, 0-20 x 0-13 = 4-0, 0-20 x 0-14 = 4-20, 0-20 x 0-15 = 4-40, 0-20 x 0-16 = 4-60, 0-20 x 0-17 = 5-15, 0-20 x 0-18 = 5-35, 0-20 x 0-19 = 5-55, 0-20 x 0-20 = 6-10, 0-20 x 0-21 = 6-30, 0-20 x 0-22 = 6-50, 0-20 x 0-23 = 7-5, 0-20 x 0-24 = 7-25, 0-20 x 0-25 = 7-45, 0-20 x 0-26 = 8-0, 0-20 x 0-27 = 8-20, 0-20 x 0-28 = 8-40, 0-20 x 0-29 = 8-60, 0-20 x 0-30 = 9-15, 0-20 x 0-31 = 9-35, 0-20 x 0-32 = 9-55, 0-20 x 0-33 = 10-10, 0-20 x 0-34 = 10-30, 0-20 x 0-35 = 10-50, 0-20 x 0-36 = 11-5, 0-20 x 0-37 = 11-25, 0-20 x 0-38 = 11-45, 0-20 x 0-39 = 12-0, 0-20 x 0-40 = 12-20, 0-20 x 0-41 = 12-40, 0-20 x 0-42 = 12-60, 0-20 x 0-43 = 13-15, 0-20 x 0-44 = 13-35, 0-20 x 0-45 = 13-55, 0-20 x 0-46 = 14-10, 0-20 x 0-47 = 14-30, 0-20 x 0-48 = 14-50, 0-20 x 0-49 = 15-5, 0-20 x 0-50 = 15-25, 0-20 x 0-51 = 15-45, 0-20 x 0-52 = 16-0, 0-20 x 0-53 = 16-20, 0-20 x 0-54 = 16-40, 0-20 x 0-55 = 16-60, 0-20 x 0-56 = 17-15, 0-20 x 0-57 = 17-35, 0-20 x 0-58 = 17-55, 0-20 x 0-59 = 18-10, 0-20 x 0-60 = 18-30, 0-20 x 0-61 = 18-50, 0-20 x 0-62 = 19-5, 0-20 x 0-63 = 19-25, 0-20 x 0-64 = 19-45, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 0-63, 0-21 x 0-4 = 1-19, 0-21 x 0-5 = 1-40, 0-21 x 0-6 = 1-61, 0-21 x 0-7 = 2-17, 0-21 x 0-8 = 2-38, 0-21 x 0-9 = 2-59, 0-21 x 0-10 = 3-15, 0-21 x 0-11 = 3-36, 0-21 x 0-12 = 3-57, 0-21 x 0-13 = 4-13, 0-21 x 0-14 = 4-34, 0-21 x 0-15 = 4-55, 0-21 x 0-16 = 5-11, 0-21 x 0-17 = 5-32, 0-21 x 0-18 = 5-53, 0-21 x 0-19 = 6-9, 0-21 x 0-20 = 6-30, 0-21 x 0-21 = 6-51, 0-21 x 0-22 = 7-7, 0-21 x 0-23 = 7-28, 0-21 x 0-24 = 7-49, 0-21 x 0-25 = 8-5, 0-21 x 0-26 = 8-26, 0-21 x 0-27 = 8-47, 0-21 x 0-28 = 9-3, 0-21 x 0-29 = 9-24, 0-21 x 0-30 = 9-45, 0-21 x 0-31 = 10-1, 0-21 x 0-32 = 10-22, 0-21 x 0-33 = 10-43, 0-21 x 0-34 = 10-64, 0-21 x 0-35 = 11-20, 0-21 x 0-36 = 11-41, 0-21 x 0-37 = 11-62, 0-21 x 0-38 = 12-18, 0-21 x 0-39 = 12-39, 0-21 x 0-40 = 12-60, 0-21 x 0-41 = 13-16, 0-21 x 0-42 = 13-37, 0-21 x 0-43 = 13-58, 0-21 x 0-44 = 14-14, 0-21 x 0-45 = 14-35, 0-21 x 0-46 = 14-56, 0-21 x 0-47 = 15-12, 0-21 x 0-48 = 15-33, 0-21 x 0-49 = 15-54, 0-21 x 0-50 = 16-10, 0-21 x 0-51 = 16-31, 0-21 x 0-52 = 16-52, 0-21 x 0-53 = 17-8, 0-21 x 0-54 = 17-29, 0-21 x 0-55 = 17-50, 0-21 x 0-56 = 18-6, 0-21 x 0-57 = 18-27, 0-21 x 0-58 = 18-48, 0-21 x 0-59 = 19-4, 0-21 x 0-60 = 19-25, 0-21 x 0-61 = 19-46, 0-21 x 0-62 = 20-2, 0-21 x 0-63 = 20-23, 0-21 x 0-64 = 20-44, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-1, 0-22 x 0-4 = 1-23, 0-22 x 0-5 = 1-45, 0-22 x 0-6 = 2-2, 0-22 x 0-7 = 2-24, 0-22 x 0-8 = 2-46, 0-22 x 0-9 = 3-3, 0-22 x 0-10 = 3-25, 0-22 x 0-11 = 3-47, 0-22 x 0-12 = 4-4, 0-22 x 0-13 = 4-26, 0-22 x 0-14 = 4-48, 0-22 x 0-15 = 5-5, 0-22 x 0-16 = 5-27, 0-22 x 0-17 = 5-49, 0-22 x 0-18 = 6-6, 0-22 x 0-19 = 6-28, 0-22 x 0-20 = 6-50, 0-22 x 0-21 = 7-7, 0-22 x 0-22 = 7-29, 0-22 x 0-23 = 7-51, 0-22 x 0-24 = 8-8, 0-22 x 0-25 = 8-30, 0-22 x 0-26 = 8-52, 0-22 x 0-27 = 9-9, 0-22 x 0-28 = 9-31, 0-22 x 0-29 = 9-53, 0-22 x 0-30 = 10-10, 0-22 x 0-31 = 10-32, 0-22 x 0-32 = 10-54, 0-22 x 0-33 = 11-11, 0-22 x 0-34 = 11-33, 0-22 x 0-35 = 11-55, 0-22 x 0-36 = 12-12, 0-22 x 0-37 = 12-34, 0-22 x 0-38 = 12-56, 0-22 x 0-39 = 13-13, 0-22 x 0-40 = 13-35, 0-22 x 0-41 = 13-57, 0-22 x 0-42 = 14-14, 0-22 x 0-43 = 14-36, 0-22 x 0-44 = 14-58, 0-22 x 0-45 = 15-15, 0-22 x 0-46 = 15-37, 0-22 x 0-47 = 15-59, 0-22 x 0-48 = 16-16, 0-22 x 0-49 = 16-38, 0-22 x 0-50 = 16-60, 0-22 x 0-51 = 17-17, 0-22 x 0-52 = 17-39, 0-22 x 0-53 = 17-61, 0-22 x 0-54 = 18-18, 0-22 x 0-55 = 18-40, 0-22 x 0-56 = 18-62, 0-22 x 0-57 = 19-19, 0-22 x 0-58 = 19-41, 0-22 x 0-59 = 19-63, 0-22 x 0-60 = 20-20, 0-22 x 0-61 = 20-42, 0-22 x 0-62 = 20-64, 0-22 x 0-63 = 21-21, 0-22 x 0-64 = 21-43, 
