0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 1-3, 0-11 x 0-7 = 1-14, 0-11 x 0-8 = 1-25, 0-11 x 0-9 = 1-36, 0-11 x 0-10 = 1-47, 0-11 x 0-11 = 1-58, 0-11 x 0-12 = 2-6, 0-11 x 0-13 = 2-17, 0-11 x 0-14 = 2-28, 0-11 x 0-15 = 2-39, 0-11 x 0-16 = 2-50, 0-11 x 0-17 = 2-61, 0-11 x 0-18 = 3-9, 0-11 x 0-19 = 3-20, 0-11 x 0-20 = 3-31, 0-11 x 0-21 = 3-42, 0-11 x 0-22 = 3-53, 0-11 x 0-23 = 4-1, 0-11 x 0-24 = 4-12, 0-11 x 0-25 = 4-23, 0-11 x 0-26 = 4-34, 0-11 x 0-27 = 4-45, 0-11 x 0-28 = 4-56, 0-11 x 0-29 = 5-4, 0-11 x 0-30 = 5-15, 0-11 x 0-31 = 5-26, 0-11 x 0-32 = 5-37, 0-11 x 0-33 = 5-48, 0-11 x 0-34 = 5-59, 0-11 x 0-35 = 6-7, 0-11 x 0-36 = 6-18, 0-11 x 0-37 = 6-29, 0-11 x 0-38 = 6-40, 0-11 x 0-39 = 6-51, 0-11 x 0-40 = 6-62, 0-11 x 0-41 = 7-10, 0-11 x 0-42 = 7-21, 0-11 x 0-43 = 7-32, 0-11 x 0-44 = 7-43, 0-11 x 0-45 = 7-54, 0-11 x 0-46 = 8-2, 0-11 x 0-47 = 8-13, 0-11 x 0-48 = 8-24, 0-11 x 0-49 = 8-35, 0-11 x 0-50 = 8-46, 0-11 x 0-51 = 8-57, 0-11 x 0-52 = 9-5, 0-11 x 0-53 = 9-16, 0-11 x 0-54 = 9-27, 0-11 x 0-55 = 9-38, 0-11 x 0-56 = 9-49, 0-11 x 0-57 = 9-60, 0-11 x 0-58 = 10-8, 0-11 x 0-59 = 10-19, 0-11 x 0-60 = 10-30, 0-11 x 0-61 = 10-41, 0-11 x 0-62 = 10-52, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 1-9, 0-12 x 0-7 = 1-21, 0-12 x 0-8 = 1-33, 0-12 x 0-9 = 1-45, 0-12 x 0-10 = 1-57, 0-12 x 0-11 = 2-6, 0-12 x 0-12 = 2-18, 0-12 x 0-13 = 2-30, 0-12 x 0-14 = 2-42, 0-12 x 0-15 = 2-54, 0-12 x 0-16 = 3-3, 0-12 x 0-17 = 3-15, 0-12 x 0-18 = 3-27, 0-12 x 0-19 = 3-39, 0-12 x 0-20 = 3-51, 0-12 x 0-21 = 4-0, 0-12 x 0-22 = 4-12, 0-12 x 0-23 = 4-24, 0-12 x 0-24 = 4-36, 0-12 x 0-25 = 4-48, 0-12 x 0-26 = 4-60, 0-12 x 0-27 = 5-9, 0-12 x 0-28 = 5-21, 0-12 x 0-29 = 5-33, 0-12 x 0-30 = 5-45, 0-12 x 0-31 = 5-57, 0-12 x 0-32 = 6-6, 0-12 x 0-33 = 6-18, 0-12 x 0-34 = 6-30, 0-12 x 0-35 = 6-42, 0-12 x 0-36 = 6-54, 0-12 x 0-37 = 7-3, 0-12 x 0-38 = 7-15, 0-12 x 0-39 = 7-27, 0-12 x 0-40 = 7-39, 0-12 x 0-41 = 7-51, 0-12 x 0-42 = 8-0, 0-12 x 0-43 = 8-12, 0-12 x 0-44 = 8-24, 0-12 x 0-45 = 8-36, 0-12 x 0-46 = 8-48, 0-12 x 0-47 = 8-60, 0-12 x 0-48 = 9-9, 0-12 x 0-49 = 9-21, 0-12 x 0-50 = 9-33, 0-12 x 0-51 = 9-45, 0-12 x 0-52 = 9-57, 0-12 x 0-53 = 10-6, 0-12 x 0-54 = 10-18, 0-12 x 0-55 = 10-30, 0-12 x 0-56 = 10-42, 0-12 x 0-57 = 10-54, 0-12 x 0-58 = 11-3, 0-12 x 0-59 = 11-15, 0-12 x 0-60 = 11-27, 0-12 x 0-61 = 11-39, 0-12 x 0-62 = 11-51, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 1-2, 0-13 x 0-6 = 1-15, 0-13 x 0-7 = 1-28, 0-13 x 0-8 = 1-41, 0-13 x 0-9 = 1-54, 0-13 x 0-10 = 2-4, 0-13 x 0-11 = 2-17, 0-13 x 0-12 = 2-30, 0-13 x 0-13 = 2-43, 0-13 x 0-14 = 2-56, 0-13 x 0-15 = 3-6, 0-13 x 0-16 = 3-19, 0-13 x 0-17 = 3-32, 0-13 x 0-18 = 3-45, 0-13 x 0-19 = 3-58, 0-13 x 0-20 = 4-8, 0-13 x 0-21 = 4-21, 0-13 x 0-22 = 4-34, 0-13 x 0-23 = 4-47, 0-13 x 0-24 = 4-60, 0-13 x 0-25 = 5-10, 0-13 x 0-26 = 5-23, 0-13 x 0-27 = 5-36, 0-13 x 0-28 = 5-49, 0-13 x 0-29 = 5-62, 0-13 x 0-30 = 6-12, 0-13 x 0-31 = 6-25, 0-13 x 0-32 = 6-38, 0-13 x 0-33 = 6-51, 0-13 x 0-34 = 7-1, 0-13 x 0-35 = 7-14, 0-13 x 0-36 = 7-27, 0-13 x 0-37 = 7-40, 0-13 x 0-38 = 7-53, 0-13 x 0-39 = 8-3, 0-13 x 0-40 = 8-16, 0-13 x 0-41 = 8-29, 0-13 x 0-42 = 8-42, 0-13 x 0-43 = 8-55, 0-13 x 0-44 = 9-5, 0-13 x 0-45 = 9-18, 0-13 x 0-46 = 9-31, 0-13 x 0-47 = 9-44, 0-13 x 0-48 = 9-57, 0-13 x 0-49 = 10-7, 0-13 x 0-50 = 10-20, 0-13 x 0-51 = 10-33, 0-13 x 0-52 = 10-46, 0-13 x 0-53 = 10-59, 0-13 x 0-54 = 11-9, 0-13 x 0-55 = 11-22, 0-13 x 0-56 = 11-35, 0-13 x 0-57 = 11-48, 0-13 x 0-58 = 11-61, 0-13 x 0-59 = 12-11, 0-13 x 0-60 = 12-24, 0-13 x 0-61 = 12-37, 0-13 x 0-62 = 12-50, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 1-7, 0-14 x 0-6 = 1-21, 0-14 x 0-7 = 1-35, 0-14 x 0-8 = 1-49, 0-14 x 0-9 = 2-0, 0-14 x 0-10 = 2-14, 0-14 x 0-11 = 2-28, 0-14 x 0-12 = 2-42, 0-14 x 0-13 = 2-56, 0-14 x 0-14 = 3-7, 0-14 x 0-15 = 3-21, 0-14 x 0-16 = 3-35, 0-14 x 0-17 = 3-49, 0-14 x 0-18 = 4-0, 0-14 x 0-19 = 4-14, 0-14 x 0-20 = 4-28, 0-14 x 0-21 = 4-42, 0-14 x 0-22 = 4-56, 0-14 x 0-23 = 5-7, 0-14 x 0-24 = 5-21, 0-14 x 0-25 = 5-35, 0-14 x 0-26 = 5-49, 0-14 x 0-27 = 6-0, 0-14 x 0-28 = 6-14, 0-14 x 0-29 = 6-28, 0-14 x 0-30 = 6-42, 0-14 x 0-31 = 6-56, 0-14 x 0-32 = 7-7, 0-14 x 0-33 = 7-21, 0-14 x 0-34 = 7-35, 0-14 x 0-35 = 7-49, 0-14 x 0-36 = 8-0, 0-14 x 0-37 = 8-14, 0-14 x 0-38 = 8-28, 0-14 x 0-39 = 8-42, 0-14 x 0-40 = 8-56, 0-14 x 0-41 = 9-7, 0-14 x 0-42 = 9-21, 0-14 x 0-43 = 9-35, 0-14 x 0-44 = 9-49, 0-14 x 0-45 = 10-0, 0-14 x 0-46 = 10-14, 0-14 x 0-47 = 10-28, 0-14 x 0-48 = 10-42, 0-14 x 0-49 = 10-56, 0-14 x 0-50 = 11-7, 0-14 x 0-51 = 11-21, 0-14 x 0-52 = 11-35, 0-14 x 0-53 = 11-49, 0-14 x 0-54 = 12-0, 0-14 x 0-55 = 12-14, 0-14 x 0-56 = 12-28, 0-14 x 0-57 = 12-42, 0-14 x 0-58 = 12-56, 0-14 x 0-59 = 13-7, 0-14 x 0-60 = 13-21, 0-14 x 0-61 = 13-35, 0-14 x 0-62 = 13-49, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 1-12, 0-15 x 0-6 = 1-27, 0-15 x 0-7 = 1-42, 0-15 x 0-8 = 1-57, 0-15 x 0-9 = 2-9, 0-15 x 0-10 = 2-24, 0-15 x 0-11 = 2-39, 0-15 x 0-12 = 2-54, 0-15 x 0-13 = 3-6, 0-15 x 0-14 = 3-21, 0-15 x 0-15 = 3-36, 0-15 x 0-16 = 3-51, 0-15 x 0-17 = 4-3, 0-15 x 0-18 = 4-18, 0-15 x 0-19 = 4-33, 0-15 x 0-20 = 4-48, 0-15 x 0-21 = 5-0, 0-15 x 0-22 = 5-15, 0-15 x 0-23 = 5-30, 0-15 x 0-24 = 5-45, 0-15 x 0-25 = 5-60, 0-15 x 0-26 = 6-12, 0-15 x 0-27 = 6-27, 0-15 x 0-28 = 6-42, 0-15 x 0-29 = 6-57, 0-15 x 0-30 = 7-9, 0-15 x 0-31 = 7-24, 0-15 x 0-32 = 7-39, 0-15 x 0-33 = 7-54, 0-15 x 0-34 = 8-6, 0-15 x 0-35 = 8-21, 0-15 x 0-36 = 8-36, 0-15 x 0-37 = 8-51, 0-15 x 0-38 = 9-3, 0-15 x 0-39 = 9-18, 0-15 x 0-40 = 9-33, 0-15 x 0-41 = 9-48, 0-15 x 0-42 = 10-0, 0-15 x 0-43 = 10-15, 0-15 x 0-44 = 10-30, 0-15 x 0-45 = 10-45, 0-15 x 0-46 = 10-60, 0-15 x 0-47 = 11-12, 0-15 x 0-48 = 11-27, 0-15 x 0-49 = 11-42, 0-15 x 0-50 = 11-57, 0-15 x 0-51 = 12-9, 0-15 x 0-52 = 12-24, 0-15 x 0-53 = 12-39, 0-15 x 0-54 = 12-54, 0-15 x 0-55 = 13-6, 0-15 x 0-56 = 13-21, 0-15 x 0-57 = 13-36, 0-15 x 0-58 = 13-51, 0-15 x 0-59 = 14-3, 0-15 x 0-60 = 14-18, 0-15 x 0-61 = 14-33, 0-15 x 0-62 = 14-48, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 1-1, 0-16 x 0-5 = 1-17, 0-16 x 0-6 = 1-33, 0-16 x 0-7 = 1-49, 0-16 x 0-8 = 2-2, 0-16 x 0-9 = 2-18, 0-16 x 0-10 = 2-34, 0-16 x 0-11 = 2-50, 0-16 x 0-12 = 3-3, 0-16 x 0-13 = 3-19, 0-16 x 0-14 = 3-35, 0-16 x 0-15 = 3-51, 0-16 x 0-16 = 4-4, 0-16 x 0-17 = 4-20, 0-16 x 0-18 = 4-36, 0-16 x 0-19 = 4-52, 0-16 x 0-20 = 5-5, 0-16 x 0-21 = 5-21, 0-16 x 0-22 = 5-37, 0-16 x 0-23 = 5-53, 0-16 x 0-24 = 6-6, 0-16 x 0-25 = 6-22, 0-16 x 0-26 = 6-38, 0-16 x 0-27 = 6-54, 0-16 x 0-28 = 7-7, 0-16 x 0-29 = 7-23, 0-16 x 0-30 = 7-39, 0-16 x 0-31 = 7-55, 0-16 x 0-32 = 8-8, 0-16 x 0-33 = 8-24, 0-16 x 0-34 = 8-40, 0-16 x 0-35 = 8-56, 0-16 x 0-36 = 9-9, 0-16 x 0-37 = 9-25, 0-16 x 0-38 = 9-41, 0-16 x 0-39 = 9-57, 0-16 x 0-40 = 10-10, 0-16 x 0-41 = 10-26, 0-16 x 0-42 = 10-42, 0-16 x 0-43 = 10-58, 0-16 x 0-44 = 11-11, 0-16 x 0-45 = 11-27, 0-16 x 0-46 = 11-43, 0-16 x 0-47 = 11-59, 0-16 x 0-48 = 12-12, 0-16 x 0-49 = 12-28, 0-16 x 0-50 = 12-44, 0-16 x 0-51 = 12-60, 0-16 x 0-52 = 13-13, 0-16 x 0-53 = 13-29, 0-16 x 0-54 = 13-45, 0-16 x 0-55 = 13-61, 0-16 x 0-56 = 14-14, 0-16 x 0-57 = 14-30, 0-16 x 0-58 = 14-46, 0-16 x 0-59 = 14-62, 0-16 x 0-60 = 15-15, 0-16 x 0-61 = 15-31, 0-16 x 0-62 = 15-47, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 1-5, 0-17 x 0-5 = 1-22, 0-17 x 0-6 = 1-39, 0-17 x 0-7 = 1-56, 0-17 x 0-8 = 2-10, 0-17 x 0-9 = 2-27, 0-17 x 0-10 = 2-44, 0-17 x 0-11 = 2-61, 0-17 x 0-12 = 3-15, 0-17 x 0-13 = 3-32, 0-17 x 0-14 = 3-49, 0-17 x 0-15 = 4-3, 0-17 x 0-16 = 4-20, 0-17 x 0-17 = 4-37, 0-17 x 0-18 = 4-54, 0-17 x 0-19 = 5-8, 0-17 x 0-20 = 5-25, 0-17 x 0-21 = 5-42, 0-17 x 0-22 = 5-59, 0-17 x 0-23 = 6-13, 0-17 x 0-24 = 6-30, 0-17 x 0-25 = 6-47, 0-17 x 0-26 = 7-1, 0-17 x 0-27 = 7-18, 0-17 x 0-28 = 7-35, 0-17 x 0-29 = 7-52, 0-17 x 0-30 = 8-6, 0-17 x 0-31 = 8-23, 0-17 x 0-32 = 8-40, 0-17 x 0-33 = 8-57, 0-17 x 0-34 = 9-11, 0-17 x 0-35 = 9-28, 0-17 x 0-36 = 9-45, 0-17 x 0-37 = 9-62, 0-17 x 0-38 = 10-16, 0-17 x 0-39 = 10-33, 0-17 x 0-40 = 10-50, 0-17 x 0-41 = 11-4, 0-17 x 0-42 = 11-21, 0-17 x 0-43 = 11-38, 0-17 x 0-44 = 11-55, 0-17 x 0-45 = 12-9, 0-17 x 0-46 = 12-26, 0-17 x 0-47 = 12-43, 0-17 x 0-48 = 12-60, 0-17 x 0-49 = 13-14, 0-17 x 0-50 = 13-31, 0-17 x 0-51 = 13-48, 0-17 x 0-52 = 14-2, 0-17 x 0-53 = 14-19, 0-17 x 0-54 = 14-36, 0-17 x 0-55 = 14-53, 0-17 x 0-56 = 15-7, 0-17 x 0-57 = 15-24, 0-17 x 0-58 = 15-41, 0-17 x 0-59 = 15-58, 0-17 x 0-60 = 16-12, 0-17 x 0-61 = 16-29, 0-17 x 0-62 = 16-46, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 1-9, 0-18 x 0-5 = 1-27, 0-18 x 0-6 = 1-45, 0-18 x 0-7 = 2-0, 0-18 x 0-8 = 2-18, 0-18 x 0-9 = 2-36, 0-18 x 0-10 = 2-54, 0-18 x 0-11 = 3-9, 0-18 x 0-12 = 3-27, 0-18 x 0-13 = 3-45, 0-18 x 0-14 = 4-0, 0-18 x 0-15 = 4-18, 0-18 x 0-16 = 4-36, 0-18 x 0-17 = 4-54, 0-18 x 0-18 = 5-9, 0-18 x 0-19 = 5-27, 0-18 x 0-20 = 5-45, 0-18 x 0-21 = 6-0, 0-18 x 0-22 = 6-18, 0-18 x 0-23 = 6-36, 0-18 x 0-24 = 6-54, 0-18 x 0-25 = 7-9, 0-18 x 0-26 = 7-27, 0-18 x 0-27 = 7-45, 0-18 x 0-28 = 8-0, 0-18 x 0-29 = 8-18, 0-18 x 0-30 = 8-36, 0-18 x 0-31 = 8-54, 0-18 x 0-32 = 9-9, 0-18 x 0-33 = 9-27, 0-18 x 0-34 = 9-45, 0-18 x 0-35 = 10-0, 0-18 x 0-36 = 10-18, 0-18 x 0-37 = 10-36, 0-18 x 0-38 = 10-54, 0-18 x 0-39 = 11-9, 0-18 x 0-40 = 11-27, 0-18 x 0-41 = 11-45, 0-18 x 0-42 = 12-0, 0-18 x 0-43 = 12-18, 0-18 x 0-44 = 12-36, 0-18 x 0-45 = 12-54, 0-18 x 0-46 = 13-9, 0-18 x 0-47 = 13-27, 0-18 x 0-48 = 13-45, 0-18 x 0-49 = 14-0, 0-18 x 0-50 = 14-18, 0-18 x 0-51 = 14-36, 0-18 x 0-52 = 14-54, 0-18 x 0-53 = 15-9, 0-18 x 0-54 = 15-27, 0-18 x 0-55 = 15-45, 0-18 x 0-56 = 16-0, 0-18 x 0-57 = 16-18, 0-18 x 0-58 = 16-36, 0-18 x 0-59 = 16-54, 0-18 x 0-60 = 17-9, 0-18 x 0-61 = 17-27, 0-18 x 0-62 = 17-45, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 1-13, 0-19 x 0-5 = 1-32, 0-19 x 0-6 = 1-51, 0-19 x 0-7 = 2-7, 0-19 x 0-8 = 2-26, 0-19 x 0-9 = 2-45, 0-19 x 0-10 = 3-1, 0-19 x 0-11 = 3-20, 0-19 x 0-12 = 3-39, 0-19 x 0-13 = 3-58, 0-19 x 0-14 = 4-14, 0-19 x 0-15 = 4-33, 0-19 x 0-16 = 4-52, 0-19 x 0-17 = 5-8, 0-19 x 0-18 = 5-27, 0-19 x 0-19 = 5-46, 0-19 x 0-20 = 6-2, 0-19 x 0-21 = 6-21, 0-19 x 0-22 = 6-40, 0-19 x 0-23 = 6-59, 0-19 x 0-24 = 7-15, 0-19 x 0-25 = 7-34, 0-19 x 0-26 = 7-53, 0-19 x 0-27 = 8-9, 0-19 x 0-28 = 8-28, 0-19 x 0-29 = 8-47, 0-19 x 0-30 = 9-3, 0-19 x 0-31 = 9-22, 0-19 x 0-32 = 9-41, 0-19 x 0-33 = 9-60, 0-19 x 0-34 = 10-16, 0-19 x 0-35 = 10-35, 0-19 x 0-36 = 10-54, 0-19 x 0-37 = 11-10, 0-19 x 0-38 = 11-29, 0-19 x 0-39 = 11-48, 0-19 x 0-40 = 12-4, 0-19 x 0-41 = 12-23, 0-19 x 0-42 = 12-42, 0-19 x 0-43 = 12-61, 0-19 x 0-44 = 13-17, 0-19 x 0-45 = 13-36, 0-19 x 0-46 = 13-55, 0-19 x 0-47 = 14-11, 0-19 x 0-48 = 14-30, 0-19 x 0-49 = 14-49, 0-19 x 0-50 = 15-5, 0-19 x 0-51 = 15-24, 0-19 x 0-52 = 15-43, 0-19 x 0-53 = 15-62, 0-19 x 0-54 = 16-18, 0-19 x 0-55 = 16-37, 0-19 x 0-56 = 16-56, 0-19 x 0-57 = 17-12, 0-19 x 0-58 = 17-31, 0-19 x 0-59 = 17-50, 0-19 x 0-60 = 18-6, 0-19 x 0-61 = 18-25, 0-19 x 0-62 = 18-44, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 1-17, 0-20 x 0-5 = 1-37, 0-20 x 0-6 = 1-57, 0-20 x 0-7 = 2-14, 0-20 x 0-8 = 2-34, 0-20 x 0-9 = 2-54, 0-20 x 0-10 = 3-11, 0-20 x 0-11 = 3-31, 0-20 x 0-12 = 3-51, 0-20 x 0-13 = 4-8, 0-20 x 0-14 = 4-28, 0-20 x 0-15 = 4-48, 0-20 x 0-16 = 5-5, 0-20 x 0-17 = 5-25, 0-20 x 0-18 = 5-45, 0-20 x 0-19 = 6-2, 0-20 x 0-20 = 6-22, 0-20 x 0-21 = 6-42, 0-20 x 0-22 = 6-62, 0-20 x 0-23 = 7-19, 0-20 x 0-24 = 7-39, 0-20 x 0-25 = 7-59, 0-20 x 0-26 = 8-16, 0-20 x 0-27 = 8-36, 0-20 x 0-28 = 8-56, 0-20 x 0-29 = 9-13, 0-20 x 0-30 = 9-33, 0-20 x 0-31 = 9-53, 0-20 x 0-32 = 10-10, 0-20 x 0-33 = 10-30, 0-20 x 0-34 = 10-50, 0-20 x 0-35 = 11-7, 0-20 x 0-36 = 11-27, 0-20 x 0-37 = 11-47, 0-20 x 0-38 = 12-4, 0-20 x 0-39 = 12-24, 0-20 x 0-40 = 12-44, 0-20 x 0-41 = 13-1, 0-20 x 0-42 = 13-21, 0-20 x 0-43 = 13-41, 0-20 x 0-44 = 13-61, 0-20 x 0-45 = 14-18, 0-20 x 0-46 = 14-38, 0-20 x 0-47 = 14-58, 0-20 x 0-48 = 15-15, 0-20 x 0-49 = 15-35, 0-20 x 0-50 = 15-55, 0-20 x 0-51 = 16-12, 0-20 x 0-52 = 16-32, 0-20 x 0-53 = 16-52, 0-20 x 0-54 = 17-9, 0-20 x 0-55 = 17-29, 0-20 x 0-56 = 17-49, 0-20 x 0-57 = 18-6, 0-20 x 0-58 = 18-26, 0-20 x 0-59 = 18-46, 0-20 x 0-60 = 19-3, 0-20 x 0-61 = 19-23, 0-20 x 0-62 = 19-43, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 1-0, 0-21 x 0-4 = 1-21, 0-21 x 0-5 = 1-42, 0-21 x 0-6 = 2-0, 0-21 x 0-7 = 2-21, 0-21 x 0-8 = 2-42, 0-21 x 0-9 = 3-0, 0-21 x 0-10 = 3-21, 0-21 x 0-11 = 3-42, 0-21 x 0-12 = 4-0, 0-21 x 0-13 = 4-21, 0-21 x 0-14 = 4-42, 0-21 x 0-15 = 5-0, 0-21 x 0-16 = 5-21, 0-21 x 0-17 = 5-42, 0-21 x 0-18 = 6-0, 0-21 x 0-19 = 6-21, 0-21 x 0-20 = 6-42, 0-21 x 0-21 = 7-0, 0-21 x 0-22 = 7-21, 0-21 x 0-23 = 7-42, 0-21 x 0-24 = 8-0, 0-21 x 0-25 = 8-21, 0-21 x 0-26 = 8-42, 0-21 x 0-27 = 9-0, 0-21 x 0-28 = 9-21, 0-21 x 0-29 = 9-42, 0-21 x 0-30 = 10-0, 0-21 x 0-31 = 10-21, 0-21 x 0-32 = 10-42, 0-21 x 0-33 = 11-0, 0-21 x 0-34 = 11-21, 0-21 x 0-35 = 11-42, 0-21 x 0-36 = 12-0, 0-21 x 0-37 = 12-21, 0-21 x 0-38 = 12-42, 0-21 x 0-39 = 13-0, 0-21 x 0-40 = 13-21, 0-21 x 0-41 = 13-42, 0-21 x 0-42 = 14-0, 0-21 x 0-43 = 14-21, 0-21 x 0-44 = 14-42, 0-21 x 0-45 = 15-0, 0-21 x 0-46 = 15-21, 0-21 x 0-47 = 15-42, 0-21 x 0-48 = 16-0, 0-21 x 0-49 = 16-21, 0-21 x 0-50 = 16-42, 0-21 x 0-51 = 17-0, 0-21 x 0-52 = 17-21, 0-21 x 0-53 = 17-42, 0-21 x 0-54 = 18-0, 0-21 x 0-55 = 18-21, 0-21 x 0-56 = 18-42, 0-21 x 0-57 = 19-0, 0-21 x 0-58 = 19-21, 0-21 x 0-59 = 19-42, 0-21 x 0-60 = 20-0, 0-21 x 0-61 = 20-21, 0-21 x 0-62 = 20-42, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-3, 0-22 x 0-4 = 1-25, 0-22 x 0-5 = 1-47, 0-22 x 0-6 = 2-6, 0-22 x 0-7 = 2-28, 0-22 x 0-8 = 2-50, 0-22 x 0-9 = 3-9, 0-22 x 0-10 = 3-31, 0-22 x 0-11 = 3-53, 0-22 x 0-12 = 4-12, 0-22 x 0-13 = 4-34, 0-22 x 0-14 = 4-56, 0-22 x 0-15 = 5-15, 0-22 x 0-16 = 5-37, 0-22 x 0-17 = 5-59, 0-22 x 0-18 = 6-18, 0-22 x 0-19 = 6-40, 0-22 x 0-20 = 6-62, 0-22 x 0-21 = 7-21, 0-22 x 0-22 = 7-43, 0-22 x 0-23 = 8-2, 0-22 x 0-24 = 8-24, 0-22 x 0-25 = 8-46, 0-22 x 0-26 = 9-5, 0-22 x 0-27 = 9-27, 0-22 x 0-28 = 9-49, 0-22 x 0-29 = 10-8, 0-22 x 0-30 = 10-30, 0-22 x 0-31 = 10-52, 0-22 x 0-32 = 11-11, 0-22 x 0-33 = 11-33, 0-22 x 0-34 = 11-55, 0-22 x 0-35 = 12-14, 0-22 x 0-36 = 12-36, 0-22 x 0-37 = 12-58, 0-22 x 0-38 = 13-17, 0-22 x 0-39 = 13-39, 0-22 x 0-40 = 13-61, 0-22 x 0-41 = 14-20, 0-22 x 0-42 = 14-42, 0-22 x 0-43 = 15-1, 0-22 x 0-44 = 15-23, 0-22 x 0-45 = 15-45, 0-22 x 0-46 = 16-4, 0-22 x 0-47 = 16-26, 0-22 x 0-48 = 16-48, 0-22 x 0-49 = 17-7, 0-22 x 0-50 = 17-29, 0-22 x 0-51 = 17-51, 0-22 x 0-52 = 18-10, 0-22 x 0-53 = 18-32, 0-22 x 0-54 = 18-54, 0-22 x 0-55 = 19-13, 0-22 x 0-56 = 19-35, 0-22 x 0-57 = 19-57, 0-22 x 0-58 = 20-16, 0-22 x 0-59 = 20-38, 0-22 x 0-60 = 20-60, 0-22 x 0-61 = 21-19, 0-22 x 0-62 = 21-41, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-6, 0-23 x 0-4 = 1-29, 0-23 x 0-5 = 1-52, 0-23 x 0-6 = 2-12, 0-23 x 0-7 = 2-35, 0-23 x 0-8 = 2-58, 0-23 x 0-9 = 3-18, 0-23 x 0-10 = 3-41, 0-23 x 0-11 = 4-1, 0-23 x 0-12 = 4-24, 0-23 x 0-13 = 4-47, 0-23 x 0-14 = 5-7, 0-23 x 0-15 = 5-30, 0-23 x 0-16 = 5-53, 0-23 x 0-17 = 6-13, 0-23 x 0-18 = 6-36, 0-23 x 0-19 = 6-59, 0-23 x 0-20 = 7-19, 0-23 x 0-21 = 7-42, 0-23 x 0-22 = 8-2, 0-23 x 0-23 = 8-25, 0-23 x 0-24 = 8-48, 0-23 x 0-25 = 9-8, 0-23 x 0-26 = 9-31, 0-23 x 0-27 = 9-54, 0-23 x 0-28 = 10-14, 0-23 x 0-29 = 10-37, 0-23 x 0-30 = 10-60, 0-23 x 0-31 = 11-20, 0-23 x 0-32 = 11-43, 0-23 x 0-33 = 12-3, 0-23 x 0-34 = 12-26, 0-23 x 0-35 = 12-49, 0-23 x 0-36 = 13-9, 0-23 x 0-37 = 13-32, 0-23 x 0-38 = 13-55, 0-23 x 0-39 = 14-15, 0-23 x 0-40 = 14-38, 0-23 x 0-41 = 14-61, 0-23 x 0-42 = 15-21, 0-23 x 0-43 = 15-44, 0-23 x 0-44 = 16-4, 0-23 x 0-45 = 16-27, 0-23 x 0-46 = 16-50, 0-23 x 0-47 = 17-10, 0-23 x 0-48 = 17-33, 0-23 x 0-49 = 17-56, 0-23 x 0-50 = 18-16, 0-23 x 0-51 = 18-39, 0-23 x 0-52 = 18-62, 0-23 x 0-53 = 19-22, 0-23 x 0-54 = 19-45, 0-23 x 0-55 = 20-5, 0-23 x 0-56 = 20-28, 0-23 x 0-57 = 20-51, 0-23 x 0-58 = 21-11, 0-23 x 0-59 = 21-34, 0-23 x 0-60 = 21-57, 0-23 x 0-61 = 22-17, 0-23 x 0-62 = 22-40, 
