0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 1-10, 0-11 x 0-6 = 1-21, 0-11 x 0-7 = 1-32, 0-11 x 0-8 = 1-43, 0-11 x 0-9 = 2-9, 0-11 x 0-10 = 2-20, 0-11 x 0-11 = 2-31, 0-11 x 0-12 = 2-42, 0-11 x 0-13 = 3-8, 0-11 x 0-14 = 3-19, 0-11 x 0-15 = 3-30, 0-11 x 0-16 = 3-41, 0-11 x 0-17 = 4-7, 0-11 x 0-18 = 4-18, 0-11 x 0-19 = 4-29, 0-11 x 0-20 = 4-40, 0-11 x 0-21 = 5-6, 0-11 x 0-22 = 5-17, 0-11 x 0-23 = 5-28, 0-11 x 0-24 = 5-39, 0-11 x 0-25 = 6-5, 0-11 x 0-26 = 6-16, 0-11 x 0-27 = 6-27, 0-11 x 0-28 = 6-38, 0-11 x 0-29 = 7-4, 0-11 x 0-30 = 7-15, 0-11 x 0-31 = 7-26, 0-11 x 0-32 = 7-37, 0-11 x 0-33 = 8-3, 0-11 x 0-34 = 8-14, 0-11 x 0-35 = 8-25, 0-11 x 0-36 = 8-36, 0-11 x 0-37 = 9-2, 0-11 x 0-38 = 9-13, 0-11 x 0-39 = 9-24, 0-11 x 0-40 = 9-35, 0-11 x 0-41 = 10-1, 0-11 x 0-42 = 10-12, 0-11 x 0-43 = 10-23, 0-11 x 0-44 = 10-34, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 1-3, 0-12 x 0-5 = 1-15, 0-12 x 0-6 = 1-27, 0-12 x 0-7 = 1-39, 0-12 x 0-8 = 2-6, 0-12 x 0-9 = 2-18, 0-12 x 0-10 = 2-30, 0-12 x 0-11 = 2-42, 0-12 x 0-12 = 3-9, 0-12 x 0-13 = 3-21, 0-12 x 0-14 = 3-33, 0-12 x 0-15 = 4-0, 0-12 x 0-16 = 4-12, 0-12 x 0-17 = 4-24, 0-12 x 0-18 = 4-36, 0-12 x 0-19 = 5-3, 0-12 x 0-20 = 5-15, 0-12 x 0-21 = 5-27, 0-12 x 0-22 = 5-39, 0-12 x 0-23 = 6-6, 0-12 x 0-24 = 6-18, 0-12 x 0-25 = 6-30, 0-12 x 0-26 = 6-42, 0-12 x 0-27 = 7-9, 0-12 x 0-28 = 7-21, 0-12 x 0-29 = 7-33, 0-12 x 0-30 = 8-0, 0-12 x 0-31 = 8-12, 0-12 x 0-32 = 8-24, 0-12 x 0-33 = 8-36, 0-12 x 0-34 = 9-3, 0-12 x 0-35 = 9-15, 0-12 x 0-36 = 9-27, 0-12 x 0-37 = 9-39, 0-12 x 0-38 = 10-6, 0-12 x 0-39 = 10-18, 0-12 x 0-40 = 10-30, 0-12 x 0-41 = 10-42, 0-12 x 0-42 = 11-9, 0-12 x 0-43 = 11-21, 0-12 x 0-44 = 11-33, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 1-7, 0-13 x 0-5 = 1-20, 0-13 x 0-6 = 1-33, 0-13 x 0-7 = 2-1, 0-13 x 0-8 = 2-14, 0-13 x 0-9 = 2-27, 0-13 x 0-10 = 2-40, 0-13 x 0-11 = 3-8, 0-13 x 0-12 = 3-21, 0-13 x 0-13 = 3-34, 0-13 x 0-14 = 4-2, 0-13 x 0-15 = 4-15, 0-13 x 0-16 = 4-28, 0-13 x 0-17 = 4-41, 0-13 x 0-18 = 5-9, 0-13 x 0-19 = 5-22, 0-13 x 0-20 = 5-35, 0-13 x 0-21 = 6-3, 0-13 x 0-22 = 6-16, 0-13 x 0-23 = 6-29, 0-13 x 0-24 = 6-42, 0-13 x 0-25 = 7-10, 0-13 x 0-26 = 7-23, 0-13 x 0-27 = 7-36, 0-13 x 0-28 = 8-4, 0-13 x 0-29 = 8-17, 0-13 x 0-30 = 8-30, 0-13 x 0-31 = 8-43, 0-13 x 0-32 = 9-11, 0-13 x 0-33 = 9-24, 0-13 x 0-34 = 9-37, 0-13 x 0-35 = 10-5, 0-13 x 0-36 = 10-18, 0-13 x 0-37 = 10-31, 0-13 x 0-38 = 10-44, 0-13 x 0-39 = 11-12, 0-13 x 0-40 = 11-25, 0-13 x 0-41 = 11-38, 0-13 x 0-42 = 12-6, 0-13 x 0-43 = 12-19, 0-13 x 0-44 = 12-32, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 1-11, 0-14 x 0-5 = 1-25, 0-14 x 0-6 = 1-39, 0-14 x 0-7 = 2-8, 0-14 x 0-8 = 2-22, 0-14 x 0-9 = 2-36, 0-14 x 0-10 = 3-5, 0-14 x 0-11 = 3-19, 0-14 x 0-12 = 3-33, 0-14 x 0-13 = 4-2, 0-14 x 0-14 = 4-16, 0-14 x 0-15 = 4-30, 0-14 x 0-16 = 4-44, 0-14 x 0-17 = 5-13, 0-14 x 0-18 = 5-27, 0-14 x 0-19 = 5-41, 0-14 x 0-20 = 6-10, 0-14 x 0-21 = 6-24, 0-14 x 0-22 = 6-38, 0-14 x 0-23 = 7-7, 0-14 x 0-24 = 7-21, 0-14 x 0-25 = 7-35, 0-14 x 0-26 = 8-4, 0-14 x 0-27 = 8-18, 0-14 x 0-28 = 8-32, 0-14 x 0-29 = 9-1, 0-14 x 0-30 = 9-15, 0-14 x 0-31 = 9-29, 0-14 x 0-32 = 9-43, 0-14 x 0-33 = 10-12, 0-14 x 0-34 = 10-26, 0-14 x 0-35 = 10-40, 0-14 x 0-36 = 11-9, 0-14 x 0-37 = 11-23, 0-14 x 0-38 = 11-37, 0-14 x 0-39 = 12-6, 0-14 x 0-40 = 12-20, 0-14 x 0-41 = 12-34, 0-14 x 0-42 = 13-3, 0-14 x 0-43 = 13-17, 0-14 x 0-44 = 13-31, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 1-0, 0-15 x 0-4 = 1-15, 0-15 x 0-5 = 1-30, 0-15 x 0-6 = 2-0, 0-15 x 0-7 = 2-15, 0-15 x 0-8 = 2-30, 0-15 x 0-9 = 3-0, 0-15 x 0-10 = 3-15, 0-15 x 0-11 = 3-30, 0-15 x 0-12 = 4-0, 0-15 x 0-13 = 4-15, 0-15 x 0-14 = 4-30, 0-15 x 0-15 = 5-0, 0-15 x 0-16 = 5-15, 0-15 x 0-17 = 5-30, 0-15 x 0-18 = 6-0, 0-15 x 0-19 = 6-15, 0-15 x 0-20 = 6-30, 0-15 x 0-21 = 7-0, 0-15 x 0-22 = 7-15, 0-15 x 0-23 = 7-30, 0-15 x 0-24 = 8-0, 0-15 x 0-25 = 8-15, 0-15 x 0-26 = 8-30, 0-15 x 0-27 = 9-0, 0-15 x 0-28 = 9-15, 0-15 x 0-29 = 9-30, 0-15 x 0-30 = 10-0, 0-15 x 0-31 = 10-15, 0-15 x 0-32 = 10-30, 0-15 x 0-33 = 11-0, 0-15 x 0-34 = 11-15, 0-15 x 0-35 = 11-30, 0-15 x 0-36 = 12-0, 0-15 x 0-37 = 12-15, 0-15 x 0-38 = 12-30, 0-15 x 0-39 = 13-0, 0-15 x 0-40 = 13-15, 0-15 x 0-41 = 13-30, 0-15 x 0-42 = 14-0, 0-15 x 0-43 = 14-15, 0-15 x 0-44 = 14-30, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 1-3, 0-16 x 0-4 = 1-19, 0-16 x 0-5 = 1-35, 0-16 x 0-6 = 2-6, 0-16 x 0-7 = 2-22, 0-16 x 0-8 = 2-38, 0-16 x 0-9 = 3-9, 0-16 x 0-10 = 3-25, 0-16 x 0-11 = 3-41, 0-16 x 0-12 = 4-12, 0-16 x 0-13 = 4-28, 0-16 x 0-14 = 4-44, 0-16 x 0-15 = 5-15, 0-16 x 0-16 = 5-31, 0-16 x 0-17 = 6-2, 0-16 x 0-18 = 6-18, 0-16 x 0-19 = 6-34, 0-16 x 0-20 = 7-5, 0-16 x 0-21 = 7-21, 0-16 x 0-22 = 7-37, 0-16 x 0-23 = 8-8, 0-16 x 0-24 = 8-24, 0-16 x 0-25 = 8-40, 0-16 x 0-26 = 9-11, 0-16 x 0-27 = 9-27, 0-16 x 0-28 = 9-43, 0-16 x 0-29 = 10-14, 0-16 x 0-30 = 10-30, 0-16 x 0-31 = 11-1, 0-16 x 0-32 = 11-17, 0-16 x 0-33 = 11-33, 0-16 x 0-34 = 12-4, 0-16 x 0-35 = 12-20, 0-16 x 0-36 = 12-36, 0-16 x 0-37 = 13-7, 0-16 x 0-38 = 13-23, 0-16 x 0-39 = 13-39, 0-16 x 0-40 = 14-10, 0-16 x 0-41 = 14-26, 0-16 x 0-42 = 14-42, 0-16 x 0-43 = 15-13, 0-16 x 0-44 = 15-29, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 1-6, 0-17 x 0-4 = 1-23, 0-17 x 0-5 = 1-40, 0-17 x 0-6 = 2-12, 0-17 x 0-7 = 2-29, 0-17 x 0-8 = 3-1, 0-17 x 0-9 = 3-18, 0-17 x 0-10 = 3-35, 0-17 x 0-11 = 4-7, 0-17 x 0-12 = 4-24, 0-17 x 0-13 = 4-41, 0-17 x 0-14 = 5-13, 0-17 x 0-15 = 5-30, 0-17 x 0-16 = 6-2, 0-17 x 0-17 = 6-19, 0-17 x 0-18 = 6-36, 0-17 x 0-19 = 7-8, 0-17 x 0-20 = 7-25, 0-17 x 0-21 = 7-42, 0-17 x 0-22 = 8-14, 0-17 x 0-23 = 8-31, 0-17 x 0-24 = 9-3, 0-17 x 0-25 = 9-20, 0-17 x 0-26 = 9-37, 0-17 x 0-27 = 10-9, 0-17 x 0-28 = 10-26, 0-17 x 0-29 = 10-43, 0-17 x 0-30 = 11-15, 0-17 x 0-31 = 11-32, 0-17 x 0-32 = 12-4, 0-17 x 0-33 = 12-21, 0-17 x 0-34 = 12-38, 0-17 x 0-35 = 13-10, 0-17 x 0-36 = 13-27, 0-17 x 0-37 = 13-44, 0-17 x 0-38 = 14-16, 0-17 x 0-39 = 14-33, 0-17 x 0-40 = 15-5, 0-17 x 0-41 = 15-22, 0-17 x 0-42 = 15-39, 0-17 x 0-43 = 16-11, 0-17 x 0-44 = 16-28, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 1-9, 0-18 x 0-4 = 1-27, 0-18 x 0-5 = 2-0, 0-18 x 0-6 = 2-18, 0-18 x 0-7 = 2-36, 0-18 x 0-8 = 3-9, 0-18 x 0-9 = 3-27, 0-18 x 0-10 = 4-0, 0-18 x 0-11 = 4-18, 0-18 x 0-12 = 4-36, 0-18 x 0-13 = 5-9, 0-18 x 0-14 = 5-27, 0-18 x 0-15 = 6-0, 0-18 x 0-16 = 6-18, 0-18 x 0-17 = 6-36, 0-18 x 0-18 = 7-9, 0-18 x 0-19 = 7-27, 0-18 x 0-20 = 8-0, 0-18 x 0-21 = 8-18, 0-18 x 0-22 = 8-36, 0-18 x 0-23 = 9-9, 0-18 x 0-24 = 9-27, 0-18 x 0-25 = 10-0, 0-18 x 0-26 = 10-18, 0-18 x 0-27 = 10-36, 0-18 x 0-28 = 11-9, 0-18 x 0-29 = 11-27, 0-18 x 0-30 = 12-0, 0-18 x 0-31 = 12-18, 0-18 x 0-32 = 12-36, 0-18 x 0-33 = 13-9, 0-18 x 0-34 = 13-27, 0-18 x 0-35 = 14-0, 0-18 x 0-36 = 14-18, 0-18 x 0-37 = 14-36, 0-18 x 0-38 = 15-9, 0-18 x 0-39 = 15-27, 0-18 x 0-40 = 16-0, 0-18 x 0-41 = 16-18, 0-18 x 0-42 = 16-36, 0-18 x 0-43 = 17-9, 0-18 x 0-44 = 17-27, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 1-12, 0-19 x 0-4 = 1-31, 0-19 x 0-5 = 2-5, 0-19 x 0-6 = 2-24, 0-19 x 0-7 = 2-43, 0-19 x 0-8 = 3-17, 0-19 x 0-9 = 3-36, 0-19 x 0-10 = 4-10, 0-19 x 0-11 = 4-29, 0-19 x 0-12 = 5-3, 0-19 x 0-13 = 5-22, 0-19 x 0-14 = 5-41, 0-19 x 0-15 = 6-15, 0-19 x 0-16 = 6-34, 0-19 x 0-17 = 7-8, 0-19 x 0-18 = 7-27, 0-19 x 0-19 = 8-1, 0-19 x 0-20 = 8-20, 0-19 x 0-21 = 8-39, 0-19 x 0-22 = 9-13, 0-19 x 0-23 = 9-32, 0-19 x 0-24 = 10-6, 0-19 x 0-25 = 10-25, 0-19 x 0-26 = 10-44, 0-19 x 0-27 = 11-18, 0-19 x 0-28 = 11-37, 0-19 x 0-29 = 12-11, 0-19 x 0-30 = 12-30, 0-19 x 0-31 = 13-4, 0-19 x 0-32 = 13-23, 0-19 x 0-33 = 13-42, 0-19 x 0-34 = 14-16, 0-19 x 0-35 = 14-35, 0-19 x 0-36 = 15-9, 0-19 x 0-37 = 15-28, 0-19 x 0-38 = 16-2, 0-19 x 0-39 = 16-21, 0-19 x 0-40 = 16-40, 0-19 x 0-41 = 17-14, 0-19 x 0-42 = 17-33, 0-19 x 0-43 = 18-7, 0-19 x 0-44 = 18-26, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 1-15, 0-20 x 0-4 = 1-35, 0-20 x 0-5 = 2-10, 0-20 x 0-6 = 2-30, 0-20 x 0-7 = 3-5, 0-20 x 0-8 = 3-25, 0-20 x 0-9 = 4-0, 0-20 x 0-10 = 4-20, 0-20 x 0-11 = 4-40, 0-20 x 0-12 = 5-15, 0-20 x 0-13 = 5-35, 0-20 x 0-14 = 6-10, 0-20 x 0-15 = 6-30, 0-20 x 0-16 = 7-5, 0-20 x 0-17 = 7-25, 0-20 x 0-18 = 8-0, 0-20 x 0-19 = 8-20, 0-20 x 0-20 = 8-40, 0-20 x 0-21 = 9-15, 0-20 x 0-22 = 9-35, 0-20 x 0-23 = 10-10, 0-20 x 0-24 = 10-30, 0-20 x 0-25 = 11-5, 0-20 x 0-26 = 11-25, 0-20 x 0-27 = 12-0, 0-20 x 0-28 = 12-20, 0-20 x 0-29 = 12-40, 0-20 x 0-30 = 13-15, 0-20 x 0-31 = 13-35, 0-20 x 0-32 = 14-10, 0-20 x 0-33 = 14-30, 0-20 x 0-34 = 15-5, 0-20 x 0-35 = 15-25, 0-20 x 0-36 = 16-0, 0-20 x 0-37 = 16-20, 0-20 x 0-38 = 16-40, 0-20 x 0-39 = 17-15, 0-20 x 0-40 = 17-35, 0-20 x 0-41 = 18-10, 0-20 x 0-42 = 18-30, 0-20 x 0-43 = 19-5, 0-20 x 0-44 = 19-25, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 1-18, 0-21 x 0-4 = 1-39, 0-21 x 0-5 = 2-15, 0-21 x 0-6 = 2-36, 0-21 x 0-7 = 3-12, 0-21 x 0-8 = 3-33, 0-21 x 0-9 = 4-9, 0-21 x 0-10 = 4-30, 0-21 x 0-11 = 5-6, 0-21 x 0-12 = 5-27, 0-21 x 0-13 = 6-3, 0-21 x 0-14 = 6-24, 0-21 x 0-15 = 7-0, 0-21 x 0-16 = 7-21, 0-21 x 0-17 = 7-42, 0-21 x 0-18 = 8-18, 0-21 x 0-19 = 8-39, 0-21 x 0-20 = 9-15, 0-21 x 0-21 = 9-36, 0-21 x 0-22 = 10-12, 0-21 x 0-23 = 10-33, 0-21 x 0-24 = 11-9, 0-21 x 0-25 = 11-30, 0-21 x 0-26 = 12-6, 0-21 x 0-27 = 12-27, 0-21 x 0-28 = 13-3, 0-21 x 0-29 = 13-24, 0-21 x 0-30 = 14-0, 0-21 x 0-31 = 14-21, 0-21 x 0-32 = 14-42, 0-21 x 0-33 = 15-18, 0-21 x 0-34 = 15-39, 0-21 x 0-35 = 16-15, 0-21 x 0-36 = 16-36, 0-21 x 0-37 = 17-12, 0-21 x 0-38 = 17-33, 0-21 x 0-39 = 18-9, 0-21 x 0-40 = 18-30, 0-21 x 0-41 = 19-6, 0-21 x 0-42 = 19-27, 0-21 x 0-43 = 20-3, 0-21 x 0-44 = 20-24, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-21, 0-22 x 0-4 = 1-43, 0-22 x 0-5 = 2-20, 0-22 x 0-6 = 2-42, 0-22 x 0-7 = 3-19, 0-22 x 0-8 = 3-41, 0-22 x 0-9 = 4-18, 0-22 x 0-10 = 4-40, 0-22 x 0-11 = 5-17, 0-22 x 0-12 = 5-39, 0-22 x 0-13 = 6-16, 0-22 x 0-14 = 6-38, 0-22 x 0-15 = 7-15, 0-22 x 0-16 = 7-37, 0-22 x 0-17 = 8-14, 0-22 x 0-18 = 8-36, 0-22 x 0-19 = 9-13, 0-22 x 0-20 = 9-35, 0-22 x 0-21 = 10-12, 0-22 x 0-22 = 10-34, 0-22 x 0-23 = 11-11, 0-22 x 0-24 = 11-33, 0-22 x 0-25 = 12-10, 0-22 x 0-26 = 12-32, 0-22 x 0-27 = 13-9, 0-22 x 0-28 = 13-31, 0-22 x 0-29 = 14-8, 0-22 x 0-30 = 14-30, 0-22 x 0-31 = 15-7, 0-22 x 0-32 = 15-29, 0-22 x 0-33 = 16-6, 0-22 x 0-34 = 16-28, 0-22 x 0-35 = 17-5, 0-22 x 0-36 = 17-27, 0-22 x 0-37 = 18-4, 0-22 x 0-38 = 18-26, 0-22 x 0-39 = 19-3, 0-22 x 0-40 = 19-25, 0-22 x 0-41 = 20-2, 0-22 x 0-42 = 20-24, 0-22 x 0-43 = 21-1, 0-22 x 0-44 = 21-23, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 1-1, 0-23 x 0-3 = 1-24, 0-23 x 0-4 = 2-2, 0-23 x 0-5 = 2-25, 0-23 x 0-6 = 3-3, 0-23 x 0-7 = 3-26, 0-23 x 0-8 = 4-4, 0-23 x 0-9 = 4-27, 0-23 x 0-10 = 5-5, 0-23 x 0-11 = 5-28, 0-23 x 0-12 = 6-6, 0-23 x 0-13 = 6-29, 0-23 x 0-14 = 7-7, 0-23 x 0-15 = 7-30, 0-23 x 0-16 = 8-8, 0-23 x 0-17 = 8-31, 0-23 x 0-18 = 9-9, 0-23 x 0-19 = 9-32, 0-23 x 0-20 = 10-10, 0-23 x 0-21 = 10-33, 0-23 x 0-22 = 11-11, 0-23 x 0-23 = 11-34, 0-23 x 0-24 = 12-12, 0-23 x 0-25 = 12-35, 0-23 x 0-26 = 13-13, 0-23 x 0-27 = 13-36, 0-23 x 0-28 = 14-14, 0-23 x 0-29 = 14-37, 0-23 x 0-30 = 15-15, 0-23 x 0-31 = 15-38, 0-23 x 0-32 = 16-16, 0-23 x 0-33 = 16-39, 0-23 x 0-34 = 17-17, 0-23 x 0-35 = 17-40, 0-23 x 0-36 = 18-18, 0-23 x 0-37 = 18-41, 0-23 x 0-38 = 19-19, 0-23 x 0-39 = 19-42, 0-23 x 0-40 = 20-20, 0-23 x 0-41 = 20-43, 0-23 x 0-42 = 21-21, 0-23 x 0-43 = 21-44, 0-23 x 0-44 = 22-22, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 1-3, 0-24 x 0-3 = 1-27, 0-24 x 0-4 = 2-6, 0-24 x 0-5 = 2-30, 0-24 x 0-6 = 3-9, 0-24 x 0-7 = 3-33, 0-24 x 0-8 = 4-12, 0-24 x 0-9 = 4-36, 0-24 x 0-10 = 5-15, 0-24 x 0-11 = 5-39, 0-24 x 0-12 = 6-18, 0-24 x 0-13 = 6-42, 0-24 x 0-14 = 7-21, 0-24 x 0-15 = 8-0, 0-24 x 0-16 = 8-24, 0-24 x 0-17 = 9-3, 0-24 x 0-18 = 9-27, 0-24 x 0-19 = 10-6, 0-24 x 0-20 = 10-30, 0-24 x 0-21 = 11-9, 0-24 x 0-22 = 11-33, 0-24 x 0-23 = 12-12, 0-24 x 0-24 = 12-36, 0-24 x 0-25 = 13-15, 0-24 x 0-26 = 13-39, 0-24 x 0-27 = 14-18, 0-24 x 0-28 = 14-42, 0-24 x 0-29 = 15-21, 0-24 x 0-30 = 16-0, 0-24 x 0-31 = 16-24, 0-24 x 0-32 = 17-3, 0-24 x 0-33 = 17-27, 0-24 x 0-34 = 18-6, 0-24 x 0-35 = 18-30, 0-24 x 0-36 = 19-9, 0-24 x 0-37 = 19-33, 0-24 x 0-38 = 20-12, 0-24 x 0-39 = 20-36, 0-24 x 0-40 = 21-15, 0-24 x 0-41 = 21-39, 0-24 x 0-42 = 22-18, 0-24 x 0-43 = 22-42, 0-24 x 0-44 = 23-21, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 1-5, 0-25 x 0-3 = 1-30, 0-25 x 0-4 = 2-10, 0-25 x 0-5 = 2-35, 0-25 x 0-6 = 3-15, 0-25 x 0-7 = 3-40, 0-25 x 0-8 = 4-20, 0-25 x 0-9 = 5-0, 0-25 x 0-10 = 5-25, 0-25 x 0-11 = 6-5, 0-25 x 0-12 = 6-30, 0-25 x 0-13 = 7-10, 0-25 x 0-14 = 7-35, 0-25 x 0-15 = 8-15, 0-25 x 0-16 = 8-40, 0-25 x 0-17 = 9-20, 0-25 x 0-18 = 10-0, 0-25 x 0-19 = 10-25, 0-25 x 0-20 = 11-5, 0-25 x 0-21 = 11-30, 0-25 x 0-22 = 12-10, 0-25 x 0-23 = 12-35, 0-25 x 0-24 = 13-15, 0-25 x 0-25 = 13-40, 0-25 x 0-26 = 14-20, 0-25 x 0-27 = 15-0, 0-25 x 0-28 = 15-25, 0-25 x 0-29 = 16-5, 0-25 x 0-30 = 16-30, 0-25 x 0-31 = 17-10, 0-25 x 0-32 = 17-35, 0-25 x 0-33 = 18-15, 0-25 x 0-34 = 18-40, 0-25 x 0-35 = 19-20, 0-25 x 0-36 = 20-0, 0-25 x 0-37 = 20-25, 0-25 x 0-38 = 21-5, 0-25 x 0-39 = 21-30, 0-25 x 0-40 = 22-10, 0-25 x 0-41 = 22-35, 0-25 x 0-42 = 23-15, 0-25 x 0-43 = 23-40, 0-25 x 0-44 = 24-20, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-7, 0-26 x 0-3 = 1-33, 0-26 x 0-4 = 2-14, 0-26 x 0-5 = 2-40, 0-26 x 0-6 = 3-21, 0-26 x 0-7 = 4-2, 0-26 x 0-8 = 4-28, 0-26 x 0-9 = 5-9, 0-26 x 0-10 = 5-35, 0-26 x 0-11 = 6-16, 0-26 x 0-12 = 6-42, 0-26 x 0-13 = 7-23, 0-26 x 0-14 = 8-4, 0-26 x 0-15 = 8-30, 0-26 x 0-16 = 9-11, 0-26 x 0-17 = 9-37, 0-26 x 0-18 = 10-18, 0-26 x 0-19 = 10-44, 0-26 x 0-20 = 11-25, 0-26 x 0-21 = 12-6, 0-26 x 0-22 = 12-32, 0-26 x 0-23 = 13-13, 0-26 x 0-24 = 13-39, 0-26 x 0-25 = 14-20, 0-26 x 0-26 = 15-1, 0-26 x 0-27 = 15-27, 0-26 x 0-28 = 16-8, 0-26 x 0-29 = 16-34, 0-26 x 0-30 = 17-15, 0-26 x 0-31 = 17-41, 0-26 x 0-32 = 18-22, 0-26 x 0-33 = 19-3, 0-26 x 0-34 = 19-29, 0-26 x 0-35 = 20-10, 0-26 x 0-36 = 20-36, 0-26 x 0-37 = 21-17, 0-26 x 0-38 = 21-43, 0-26 x 0-39 = 22-24, 0-26 x 0-40 = 23-5, 0-26 x 0-41 = 23-31, 0-26 x 0-42 = 24-12, 0-26 x 0-43 = 24-38, 0-26 x 0-44 = 25-19, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-9, 0-27 x 0-3 = 1-36, 0-27 x 0-4 = 2-18, 0-27 x 0-5 = 3-0, 0-27 x 0-6 = 3-27, 0-27 x 0-7 = 4-9, 0-27 x 0-8 = 4-36, 0-27 x 0-9 = 5-18, 0-27 x 0-10 = 6-0, 0-27 x 0-11 = 6-27, 0-27 x 0-12 = 7-9, 0-27 x 0-13 = 7-36, 0-27 x 0-14 = 8-18, 0-27 x 0-15 = 9-0, 0-27 x 0-16 = 9-27, 0-27 x 0-17 = 10-9, 0-27 x 0-18 = 10-36, 0-27 x 0-19 = 11-18, 0-27 x 0-20 = 12-0, 0-27 x 0-21 = 12-27, 0-27 x 0-22 = 13-9, 0-27 x 0-23 = 13-36, 0-27 x 0-24 = 14-18, 0-27 x 0-25 = 15-0, 0-27 x 0-26 = 15-27, 0-27 x 0-27 = 16-9, 0-27 x 0-28 = 16-36, 0-27 x 0-29 = 17-18, 0-27 x 0-30 = 18-0, 0-27 x 0-31 = 18-27, 0-27 x 0-32 = 19-9, 0-27 x 0-33 = 19-36, 0-27 x 0-34 = 20-18, 0-27 x 0-35 = 21-0, 0-27 x 0-36 = 21-27, 0-27 x 0-37 = 22-9, 0-27 x 0-38 = 22-36, 0-27 x 0-39 = 23-18, 0-27 x 0-40 = 24-0, 0-27 x 0-41 = 24-27, 0-27 x 0-42 = 25-9, 0-27 x 0-43 = 25-36, 0-27 x 0-44 = 26-18, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-11, 0-28 x 0-3 = 1-39, 0-28 x 0-4 = 2-22, 0-28 x 0-5 = 3-5, 0-28 x 0-6 = 3-33, 0-28 x 0-7 = 4-16, 0-28 x 0-8 = 4-44, 0-28 x 0-9 = 5-27, 0-28 x 0-10 = 6-10, 0-28 x 0-11 = 6-38, 0-28 x 0-12 = 7-21, 0-28 x 0-13 = 8-4, 0-28 x 0-14 = 8-32, 0-28 x 0-15 = 9-15, 0-28 x 0-16 = 9-43, 0-28 x 0-17 = 10-26, 0-28 x 0-18 = 11-9, 0-28 x 0-19 = 11-37, 0-28 x 0-20 = 12-20, 0-28 x 0-21 = 13-3, 0-28 x 0-22 = 13-31, 0-28 x 0-23 = 14-14, 0-28 x 0-24 = 14-42, 0-28 x 0-25 = 15-25, 0-28 x 0-26 = 16-8, 0-28 x 0-27 = 16-36, 0-28 x 0-28 = 17-19, 0-28 x 0-29 = 18-2, 0-28 x 0-30 = 18-30, 0-28 x 0-31 = 19-13, 0-28 x 0-32 = 19-41, 0-28 x 0-33 = 20-24, 0-28 x 0-34 = 21-7, 0-28 x 0-35 = 21-35, 0-28 x 0-36 = 22-18, 0-28 x 0-37 = 23-1, 0-28 x 0-38 = 23-29, 0-28 x 0-39 = 24-12, 0-28 x 0-40 = 24-40, 0-28 x 0-41 = 25-23, 0-28 x 0-42 = 26-6, 0-28 x 0-43 = 26-34, 0-28 x 0-44 = 27-17, 
