0-21 x 0-1 = 0-21, 0-21 x 0-2 = 1-9, 0-21 x 0-3 = 1-30, 0-21 x 0-4 = 2-18, 0-21 x 0-5 = 3-6, 0-21 x 0-6 = 3-27, 0-21 x 0-7 = 4-15, 0-21 x 0-8 = 5-3, 0-21 x 0-9 = 5-24, 0-21 x 0-10 = 6-12, 0-21 x 0-11 = 7-0, 0-21 x 0-12 = 7-21, 0-21 x 0-13 = 8-9, 0-21 x 0-14 = 8-30, 0-21 x 0-15 = 9-18, 0-21 x 0-16 = 10-6, 0-21 x 0-17 = 10-27, 0-21 x 0-18 = 11-15, 0-21 x 0-19 = 12-3, 0-21 x 0-20 = 12-24, 0-21 x 0-21 = 13-12, 0-21 x 0-22 = 14-0, 0-21 x 0-23 = 14-21, 0-21 x 0-24 = 15-9, 0-21 x 0-25 = 15-30, 0-21 x 0-26 = 16-18, 0-21 x 0-27 = 17-6, 0-21 x 0-28 = 17-27, 0-21 x 0-29 = 18-15, 0-21 x 0-30 = 19-3, 0-21 x 0-31 = 19-24, 0-21 x 0-32 = 20-12, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 1-11, 0-22 x 0-3 = 2-0, 0-22 x 0-4 = 2-22, 0-22 x 0-5 = 3-11, 0-22 x 0-6 = 4-0, 0-22 x 0-7 = 4-22, 0-22 x 0-8 = 5-11, 0-22 x 0-9 = 6-0, 0-22 x 0-10 = 6-22, 0-22 x 0-11 = 7-11, 0-22 x 0-12 = 8-0, 0-22 x 0-13 = 8-22, 0-22 x 0-14 = 9-11, 0-22 x 0-15 = 10-0, 0-22 x 0-16 = 10-22, 0-22 x 0-17 = 11-11, 0-22 x 0-18 = 12-0, 0-22 x 0-19 = 12-22, 0-22 x 0-20 = 13-11, 0-22 x 0-21 = 14-0, 0-22 x 0-22 = 14-22, 0-22 x 0-23 = 15-11, 0-22 x 0-24 = 16-0, 0-22 x 0-25 = 16-22, 0-22 x 0-26 = 17-11, 0-22 x 0-27 = 18-0, 0-22 x 0-28 = 18-22, 0-22 x 0-29 = 19-11, 0-22 x 0-30 = 20-0, 0-22 x 0-31 = 20-22, 0-22 x 0-32 = 21-11, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 1-13, 0-23 x 0-3 = 2-3, 0-23 x 0-4 = 2-26, 0-23 x 0-5 = 3-16, 0-23 x 0-6 = 4-6, 0-23 x 0-7 = 4-29, 0-23 x 0-8 = 5-19, 0-23 x 0-9 = 6-9, 0-23 x 0-10 = 6-32, 0-23 x 0-11 = 7-22, 0-23 x 0-12 = 8-12, 0-23 x 0-13 = 9-2, 0-23 x 0-14 = 9-25, 0-23 x 0-15 = 10-15, 0-23 x 0-16 = 11-5, 0-23 x 0-17 = 11-28, 0-23 x 0-18 = 12-18, 0-23 x 0-19 = 13-8, 0-23 x 0-20 = 13-31, 0-23 x 0-21 = 14-21, 0-23 x 0-22 = 15-11, 0-23 x 0-23 = 16-1, 0-23 x 0-24 = 16-24, 0-23 x 0-25 = 17-14, 0-23 x 0-26 = 18-4, 0-23 x 0-27 = 18-27, 0-23 x 0-28 = 19-17, 0-23 x 0-29 = 20-7, 0-23 x 0-30 = 20-30, 0-23 x 0-31 = 21-20, 0-23 x 0-32 = 22-10, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 1-15, 0-24 x 0-3 = 2-6, 0-24 x 0-4 = 2-30, 0-24 x 0-5 = 3-21, 0-24 x 0-6 = 4-12, 0-24 x 0-7 = 5-3, 0-24 x 0-8 = 5-27, 0-24 x 0-9 = 6-18, 0-24 x 0-10 = 7-9, 0-24 x 0-11 = 8-0, 0-24 x 0-12 = 8-24, 0-24 x 0-13 = 9-15, 0-24 x 0-14 = 10-6, 0-24 x 0-15 = 10-30, 0-24 x 0-16 = 11-21, 0-24 x 0-17 = 12-12, 0-24 x 0-18 = 13-3, 0-24 x 0-19 = 13-27, 0-24 x 0-20 = 14-18, 0-24 x 0-21 = 15-9, 0-24 x 0-22 = 16-0, 0-24 x 0-23 = 16-24, 0-24 x 0-24 = 17-15, 0-24 x 0-25 = 18-6, 0-24 x 0-26 = 18-30, 0-24 x 0-27 = 19-21, 0-24 x 0-28 = 20-12, 0-24 x 0-29 = 21-3, 0-24 x 0-30 = 21-27, 0-24 x 0-31 = 22-18, 0-24 x 0-32 = 23-9, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 1-17, 0-25 x 0-3 = 2-9, 0-25 x 0-4 = 3-1, 0-25 x 0-5 = 3-26, 0-25 x 0-6 = 4-18, 0-25 x 0-7 = 5-10, 0-25 x 0-8 = 6-2, 0-25 x 0-9 = 6-27, 0-25 x 0-10 = 7-19, 0-25 x 0-11 = 8-11, 0-25 x 0-12 = 9-3, 0-25 x 0-13 = 9-28, 0-25 x 0-14 = 10-20, 0-25 x 0-15 = 11-12, 0-25 x 0-16 = 12-4, 0-25 x 0-17 = 12-29, 0-25 x 0-18 = 13-21, 0-25 x 0-19 = 14-13, 0-25 x 0-20 = 15-5, 0-25 x 0-21 = 15-30, 0-25 x 0-22 = 16-22, 0-25 x 0-23 = 17-14, 0-25 x 0-24 = 18-6, 0-25 x 0-25 = 18-31, 0-25 x 0-26 = 19-23, 0-25 x 0-27 = 20-15, 0-25 x 0-28 = 21-7, 0-25 x 0-29 = 21-32, 0-25 x 0-30 = 22-24, 0-25 x 0-31 = 23-16, 0-25 x 0-32 = 24-8, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-19, 0-26 x 0-3 = 2-12, 0-26 x 0-4 = 3-5, 0-26 x 0-5 = 3-31, 0-26 x 0-6 = 4-24, 0-26 x 0-7 = 5-17, 0-26 x 0-8 = 6-10, 0-26 x 0-9 = 7-3, 0-26 x 0-10 = 7-29, 0-26 x 0-11 = 8-22, 0-26 x 0-12 = 9-15, 0-26 x 0-13 = 10-8, 0-26 x 0-14 = 11-1, 0-26 x 0-15 = 11-27, 0-26 x 0-16 = 12-20, 0-26 x 0-17 = 13-13, 0-26 x 0-18 = 14-6, 0-26 x 0-19 = 14-32, 0-26 x 0-20 = 15-25, 0-26 x 0-21 = 16-18, 0-26 x 0-22 = 17-11, 0-26 x 0-23 = 18-4, 0-26 x 0-24 = 18-30, 0-26 x 0-25 = 19-23, 0-26 x 0-26 = 20-16, 0-26 x 0-27 = 21-9, 0-26 x 0-28 = 22-2, 0-26 x 0-29 = 22-28, 0-26 x 0-30 = 23-21, 0-26 x 0-31 = 24-14, 0-26 x 0-32 = 25-7, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-21, 0-27 x 0-3 = 2-15, 0-27 x 0-4 = 3-9, 0-27 x 0-5 = 4-3, 0-27 x 0-6 = 4-30, 0-27 x 0-7 = 5-24, 0-27 x 0-8 = 6-18, 0-27 x 0-9 = 7-12, 0-27 x 0-10 = 8-6, 0-27 x 0-11 = 9-0, 0-27 x 0-12 = 9-27, 0-27 x 0-13 = 10-21, 0-27 x 0-14 = 11-15, 0-27 x 0-15 = 12-9, 0-27 x 0-16 = 13-3, 0-27 x 0-17 = 13-30, 0-27 x 0-18 = 14-24, 0-27 x 0-19 = 15-18, 0-27 x 0-20 = 16-12, 0-27 x 0-21 = 17-6, 0-27 x 0-22 = 18-0, 0-27 x 0-23 = 18-27, 0-27 x 0-24 = 19-21, 0-27 x 0-25 = 20-15, 0-27 x 0-26 = 21-9, 0-27 x 0-27 = 22-3, 0-27 x 0-28 = 22-30, 0-27 x 0-29 = 23-24, 0-27 x 0-30 = 24-18, 0-27 x 0-31 = 25-12, 0-27 x 0-32 = 26-6, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-23, 0-28 x 0-3 = 2-18, 0-28 x 0-4 = 3-13, 0-28 x 0-5 = 4-8, 0-28 x 0-6 = 5-3, 0-28 x 0-7 = 5-31, 0-28 x 0-8 = 6-26, 0-28 x 0-9 = 7-21, 0-28 x 0-10 = 8-16, 0-28 x 0-11 = 9-11, 0-28 x 0-12 = 10-6, 0-28 x 0-13 = 11-1, 0-28 x 0-14 = 11-29, 0-28 x 0-15 = 12-24, 0-28 x 0-16 = 13-19, 0-28 x 0-17 = 14-14, 0-28 x 0-18 = 15-9, 0-28 x 0-19 = 16-4, 0-28 x 0-20 = 16-32, 0-28 x 0-21 = 17-27, 0-28 x 0-22 = 18-22, 0-28 x 0-23 = 19-17, 0-28 x 0-24 = 20-12, 0-28 x 0-25 = 21-7, 0-28 x 0-26 = 22-2, 0-28 x 0-27 = 22-30, 0-28 x 0-28 = 23-25, 0-28 x 0-29 = 24-20, 0-28 x 0-30 = 25-15, 0-28 x 0-31 = 26-10, 0-28 x 0-32 = 27-5, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-25, 0-29 x 0-3 = 2-21, 0-29 x 0-4 = 3-17, 0-29 x 0-5 = 4-13, 0-29 x 0-6 = 5-9, 0-29 x 0-7 = 6-5, 0-29 x 0-8 = 7-1, 0-29 x 0-9 = 7-30, 0-29 x 0-10 = 8-26, 0-29 x 0-11 = 9-22, 0-29 x 0-12 = 10-18, 0-29 x 0-13 = 11-14, 0-29 x 0-14 = 12-10, 0-29 x 0-15 = 13-6, 0-29 x 0-16 = 14-2, 0-29 x 0-17 = 14-31, 0-29 x 0-18 = 15-27, 0-29 x 0-19 = 16-23, 0-29 x 0-20 = 17-19, 0-29 x 0-21 = 18-15, 0-29 x 0-22 = 19-11, 0-29 x 0-23 = 20-7, 0-29 x 0-24 = 21-3, 0-29 x 0-25 = 21-32, 0-29 x 0-26 = 22-28, 0-29 x 0-27 = 23-24, 0-29 x 0-28 = 24-20, 0-29 x 0-29 = 25-16, 0-29 x 0-30 = 26-12, 0-29 x 0-31 = 27-8, 0-29 x 0-32 = 28-4, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-27, 0-30 x 0-3 = 2-24, 0-30 x 0-4 = 3-21, 0-30 x 0-5 = 4-18, 0-30 x 0-6 = 5-15, 0-30 x 0-7 = 6-12, 0-30 x 0-8 = 7-9, 0-30 x 0-9 = 8-6, 0-30 x 0-10 = 9-3, 0-30 x 0-11 = 10-0, 0-30 x 0-12 = 10-30, 0-30 x 0-13 = 11-27, 0-30 x 0-14 = 12-24, 0-30 x 0-15 = 13-21, 0-30 x 0-16 = 14-18, 0-30 x 0-17 = 15-15, 0-30 x 0-18 = 16-12, 0-30 x 0-19 = 17-9, 0-30 x 0-20 = 18-6, 0-30 x 0-21 = 19-3, 0-30 x 0-22 = 20-0, 0-30 x 0-23 = 20-30, 0-30 x 0-24 = 21-27, 0-30 x 0-25 = 22-24, 0-30 x 0-26 = 23-21, 0-30 x 0-27 = 24-18, 0-30 x 0-28 = 25-15, 0-30 x 0-29 = 26-12, 0-30 x 0-30 = 27-9, 0-30 x 0-31 = 28-6, 0-30 x 0-32 = 29-3, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-29, 0-31 x 0-3 = 2-27, 0-31 x 0-4 = 3-25, 0-31 x 0-5 = 4-23, 0-31 x 0-6 = 5-21, 0-31 x 0-7 = 6-19, 0-31 x 0-8 = 7-17, 0-31 x 0-9 = 8-15, 0-31 x 0-10 = 9-13, 0-31 x 0-11 = 10-11, 0-31 x 0-12 = 11-9, 0-31 x 0-13 = 12-7, 0-31 x 0-14 = 13-5, 0-31 x 0-15 = 14-3, 0-31 x 0-16 = 15-1, 0-31 x 0-17 = 15-32, 0-31 x 0-18 = 16-30, 0-31 x 0-19 = 17-28, 0-31 x 0-20 = 18-26, 0-31 x 0-21 = 19-24, 0-31 x 0-22 = 20-22, 0-31 x 0-23 = 21-20, 0-31 x 0-24 = 22-18, 0-31 x 0-25 = 23-16, 0-31 x 0-26 = 24-14, 0-31 x 0-27 = 25-12, 0-31 x 0-28 = 26-10, 0-31 x 0-29 = 27-8, 0-31 x 0-30 = 28-6, 0-31 x 0-31 = 29-4, 0-31 x 0-32 = 30-2, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-31, 0-32 x 0-3 = 2-30, 0-32 x 0-4 = 3-29, 0-32 x 0-5 = 4-28, 0-32 x 0-6 = 5-27, 0-32 x 0-7 = 6-26, 0-32 x 0-8 = 7-25, 0-32 x 0-9 = 8-24, 0-32 x 0-10 = 9-23, 0-32 x 0-11 = 10-22, 0-32 x 0-12 = 11-21, 0-32 x 0-13 = 12-20, 0-32 x 0-14 = 13-19, 0-32 x 0-15 = 14-18, 0-32 x 0-16 = 15-17, 0-32 x 0-17 = 16-16, 0-32 x 0-18 = 17-15, 0-32 x 0-19 = 18-14, 0-32 x 0-20 = 19-13, 0-32 x 0-21 = 20-12, 0-32 x 0-22 = 21-11, 0-32 x 0-23 = 22-10, 0-32 x 0-24 = 23-9, 0-32 x 0-25 = 24-8, 0-32 x 0-26 = 25-7, 0-32 x 0-27 = 26-6, 0-32 x 0-28 = 27-5, 0-32 x 0-29 = 28-4, 0-32 x 0-30 = 29-3, 0-32 x 0-31 = 30-2, 0-32 x 0-32 = 31-1, 
