0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 1-3, 0-11 x 0-6 = 1-14, 0-11 x 0-7 = 1-25, 0-11 x 0-8 = 1-36, 0-11 x 0-9 = 1-47, 0-11 x 0-10 = 2-6, 0-11 x 0-11 = 2-17, 0-11 x 0-12 = 2-28, 0-11 x 0-13 = 2-39, 0-11 x 0-14 = 2-50, 0-11 x 0-15 = 3-9, 0-11 x 0-16 = 3-20, 0-11 x 0-17 = 3-31, 0-11 x 0-18 = 3-42, 0-11 x 0-19 = 4-1, 0-11 x 0-20 = 4-12, 0-11 x 0-21 = 4-23, 0-11 x 0-22 = 4-34, 0-11 x 0-23 = 4-45, 0-11 x 0-24 = 5-4, 0-11 x 0-25 = 5-15, 0-11 x 0-26 = 5-26, 0-11 x 0-27 = 5-37, 0-11 x 0-28 = 5-48, 0-11 x 0-29 = 6-7, 0-11 x 0-30 = 6-18, 0-11 x 0-31 = 6-29, 0-11 x 0-32 = 6-40, 0-11 x 0-33 = 6-51, 0-11 x 0-34 = 7-10, 0-11 x 0-35 = 7-21, 0-11 x 0-36 = 7-32, 0-11 x 0-37 = 7-43, 0-11 x 0-38 = 8-2, 0-11 x 0-39 = 8-13, 0-11 x 0-40 = 8-24, 0-11 x 0-41 = 8-35, 0-11 x 0-42 = 8-46, 0-11 x 0-43 = 9-5, 0-11 x 0-44 = 9-16, 0-11 x 0-45 = 9-27, 0-11 x 0-46 = 9-38, 0-11 x 0-47 = 9-49, 0-11 x 0-48 = 10-8, 0-11 x 0-49 = 10-19, 0-11 x 0-50 = 10-30, 0-11 x 0-51 = 10-41, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 1-8, 0-12 x 0-6 = 1-20, 0-12 x 0-7 = 1-32, 0-12 x 0-8 = 1-44, 0-12 x 0-9 = 2-4, 0-12 x 0-10 = 2-16, 0-12 x 0-11 = 2-28, 0-12 x 0-12 = 2-40, 0-12 x 0-13 = 3-0, 0-12 x 0-14 = 3-12, 0-12 x 0-15 = 3-24, 0-12 x 0-16 = 3-36, 0-12 x 0-17 = 3-48, 0-12 x 0-18 = 4-8, 0-12 x 0-19 = 4-20, 0-12 x 0-20 = 4-32, 0-12 x 0-21 = 4-44, 0-12 x 0-22 = 5-4, 0-12 x 0-23 = 5-16, 0-12 x 0-24 = 5-28, 0-12 x 0-25 = 5-40, 0-12 x 0-26 = 6-0, 0-12 x 0-27 = 6-12, 0-12 x 0-28 = 6-24, 0-12 x 0-29 = 6-36, 0-12 x 0-30 = 6-48, 0-12 x 0-31 = 7-8, 0-12 x 0-32 = 7-20, 0-12 x 0-33 = 7-32, 0-12 x 0-34 = 7-44, 0-12 x 0-35 = 8-4, 0-12 x 0-36 = 8-16, 0-12 x 0-37 = 8-28, 0-12 x 0-38 = 8-40, 0-12 x 0-39 = 9-0, 0-12 x 0-40 = 9-12, 0-12 x 0-41 = 9-24, 0-12 x 0-42 = 9-36, 0-12 x 0-43 = 9-48, 0-12 x 0-44 = 10-8, 0-12 x 0-45 = 10-20, 0-12 x 0-46 = 10-32, 0-12 x 0-47 = 10-44, 0-12 x 0-48 = 11-4, 0-12 x 0-49 = 11-16, 0-12 x 0-50 = 11-28, 0-12 x 0-51 = 11-40, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 1-0, 0-13 x 0-5 = 1-13, 0-13 x 0-6 = 1-26, 0-13 x 0-7 = 1-39, 0-13 x 0-8 = 2-0, 0-13 x 0-9 = 2-13, 0-13 x 0-10 = 2-26, 0-13 x 0-11 = 2-39, 0-13 x 0-12 = 3-0, 0-13 x 0-13 = 3-13, 0-13 x 0-14 = 3-26, 0-13 x 0-15 = 3-39, 0-13 x 0-16 = 4-0, 0-13 x 0-17 = 4-13, 0-13 x 0-18 = 4-26, 0-13 x 0-19 = 4-39, 0-13 x 0-20 = 5-0, 0-13 x 0-21 = 5-13, 0-13 x 0-22 = 5-26, 0-13 x 0-23 = 5-39, 0-13 x 0-24 = 6-0, 0-13 x 0-25 = 6-13, 0-13 x 0-26 = 6-26, 0-13 x 0-27 = 6-39, 0-13 x 0-28 = 7-0, 0-13 x 0-29 = 7-13, 0-13 x 0-30 = 7-26, 0-13 x 0-31 = 7-39, 0-13 x 0-32 = 8-0, 0-13 x 0-33 = 8-13, 0-13 x 0-34 = 8-26, 0-13 x 0-35 = 8-39, 0-13 x 0-36 = 9-0, 0-13 x 0-37 = 9-13, 0-13 x 0-38 = 9-26, 0-13 x 0-39 = 9-39, 0-13 x 0-40 = 10-0, 0-13 x 0-41 = 10-13, 0-13 x 0-42 = 10-26, 0-13 x 0-43 = 10-39, 0-13 x 0-44 = 11-0, 0-13 x 0-45 = 11-13, 0-13 x 0-46 = 11-26, 0-13 x 0-47 = 11-39, 0-13 x 0-48 = 12-0, 0-13 x 0-49 = 12-13, 0-13 x 0-50 = 12-26, 0-13 x 0-51 = 12-39, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 1-4, 0-14 x 0-5 = 1-18, 0-14 x 0-6 = 1-32, 0-14 x 0-7 = 1-46, 0-14 x 0-8 = 2-8, 0-14 x 0-9 = 2-22, 0-14 x 0-10 = 2-36, 0-14 x 0-11 = 2-50, 0-14 x 0-12 = 3-12, 0-14 x 0-13 = 3-26, 0-14 x 0-14 = 3-40, 0-14 x 0-15 = 4-2, 0-14 x 0-16 = 4-16, 0-14 x 0-17 = 4-30, 0-14 x 0-18 = 4-44, 0-14 x 0-19 = 5-6, 0-14 x 0-20 = 5-20, 0-14 x 0-21 = 5-34, 0-14 x 0-22 = 5-48, 0-14 x 0-23 = 6-10, 0-14 x 0-24 = 6-24, 0-14 x 0-25 = 6-38, 0-14 x 0-26 = 7-0, 0-14 x 0-27 = 7-14, 0-14 x 0-28 = 7-28, 0-14 x 0-29 = 7-42, 0-14 x 0-30 = 8-4, 0-14 x 0-31 = 8-18, 0-14 x 0-32 = 8-32, 0-14 x 0-33 = 8-46, 0-14 x 0-34 = 9-8, 0-14 x 0-35 = 9-22, 0-14 x 0-36 = 9-36, 0-14 x 0-37 = 9-50, 0-14 x 0-38 = 10-12, 0-14 x 0-39 = 10-26, 0-14 x 0-40 = 10-40, 0-14 x 0-41 = 11-2, 0-14 x 0-42 = 11-16, 0-14 x 0-43 = 11-30, 0-14 x 0-44 = 11-44, 0-14 x 0-45 = 12-6, 0-14 x 0-46 = 12-20, 0-14 x 0-47 = 12-34, 0-14 x 0-48 = 12-48, 0-14 x 0-49 = 13-10, 0-14 x 0-50 = 13-24, 0-14 x 0-51 = 13-38, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 1-8, 0-15 x 0-5 = 1-23, 0-15 x 0-6 = 1-38, 0-15 x 0-7 = 2-1, 0-15 x 0-8 = 2-16, 0-15 x 0-9 = 2-31, 0-15 x 0-10 = 2-46, 0-15 x 0-11 = 3-9, 0-15 x 0-12 = 3-24, 0-15 x 0-13 = 3-39, 0-15 x 0-14 = 4-2, 0-15 x 0-15 = 4-17, 0-15 x 0-16 = 4-32, 0-15 x 0-17 = 4-47, 0-15 x 0-18 = 5-10, 0-15 x 0-19 = 5-25, 0-15 x 0-20 = 5-40, 0-15 x 0-21 = 6-3, 0-15 x 0-22 = 6-18, 0-15 x 0-23 = 6-33, 0-15 x 0-24 = 6-48, 0-15 x 0-25 = 7-11, 0-15 x 0-26 = 7-26, 0-15 x 0-27 = 7-41, 0-15 x 0-28 = 8-4, 0-15 x 0-29 = 8-19, 0-15 x 0-30 = 8-34, 0-15 x 0-31 = 8-49, 0-15 x 0-32 = 9-12, 0-15 x 0-33 = 9-27, 0-15 x 0-34 = 9-42, 0-15 x 0-35 = 10-5, 0-15 x 0-36 = 10-20, 0-15 x 0-37 = 10-35, 0-15 x 0-38 = 10-50, 0-15 x 0-39 = 11-13, 0-15 x 0-40 = 11-28, 0-15 x 0-41 = 11-43, 0-15 x 0-42 = 12-6, 0-15 x 0-43 = 12-21, 0-15 x 0-44 = 12-36, 0-15 x 0-45 = 12-51, 0-15 x 0-46 = 13-14, 0-15 x 0-47 = 13-29, 0-15 x 0-48 = 13-44, 0-15 x 0-49 = 14-7, 0-15 x 0-50 = 14-22, 0-15 x 0-51 = 14-37, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 1-12, 0-16 x 0-5 = 1-28, 0-16 x 0-6 = 1-44, 0-16 x 0-7 = 2-8, 0-16 x 0-8 = 2-24, 0-16 x 0-9 = 2-40, 0-16 x 0-10 = 3-4, 0-16 x 0-11 = 3-20, 0-16 x 0-12 = 3-36, 0-16 x 0-13 = 4-0, 0-16 x 0-14 = 4-16, 0-16 x 0-15 = 4-32, 0-16 x 0-16 = 4-48, 0-16 x 0-17 = 5-12, 0-16 x 0-18 = 5-28, 0-16 x 0-19 = 5-44, 0-16 x 0-20 = 6-8, 0-16 x 0-21 = 6-24, 0-16 x 0-22 = 6-40, 0-16 x 0-23 = 7-4, 0-16 x 0-24 = 7-20, 0-16 x 0-25 = 7-36, 0-16 x 0-26 = 8-0, 0-16 x 0-27 = 8-16, 0-16 x 0-28 = 8-32, 0-16 x 0-29 = 8-48, 0-16 x 0-30 = 9-12, 0-16 x 0-31 = 9-28, 0-16 x 0-32 = 9-44, 0-16 x 0-33 = 10-8, 0-16 x 0-34 = 10-24, 0-16 x 0-35 = 10-40, 0-16 x 0-36 = 11-4, 0-16 x 0-37 = 11-20, 0-16 x 0-38 = 11-36, 0-16 x 0-39 = 12-0, 0-16 x 0-40 = 12-16, 0-16 x 0-41 = 12-32, 0-16 x 0-42 = 12-48, 0-16 x 0-43 = 13-12, 0-16 x 0-44 = 13-28, 0-16 x 0-45 = 13-44, 0-16 x 0-46 = 14-8, 0-16 x 0-47 = 14-24, 0-16 x 0-48 = 14-40, 0-16 x 0-49 = 15-4, 0-16 x 0-50 = 15-20, 0-16 x 0-51 = 15-36, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 1-16, 0-17 x 0-5 = 1-33, 0-17 x 0-6 = 1-50, 0-17 x 0-7 = 2-15, 0-17 x 0-8 = 2-32, 0-17 x 0-9 = 2-49, 0-17 x 0-10 = 3-14, 0-17 x 0-11 = 3-31, 0-17 x 0-12 = 3-48, 0-17 x 0-13 = 4-13, 0-17 x 0-14 = 4-30, 0-17 x 0-15 = 4-47, 0-17 x 0-16 = 5-12, 0-17 x 0-17 = 5-29, 0-17 x 0-18 = 5-46, 0-17 x 0-19 = 6-11, 0-17 x 0-20 = 6-28, 0-17 x 0-21 = 6-45, 0-17 x 0-22 = 7-10, 0-17 x 0-23 = 7-27, 0-17 x 0-24 = 7-44, 0-17 x 0-25 = 8-9, 0-17 x 0-26 = 8-26, 0-17 x 0-27 = 8-43, 0-17 x 0-28 = 9-8, 0-17 x 0-29 = 9-25, 0-17 x 0-30 = 9-42, 0-17 x 0-31 = 10-7, 0-17 x 0-32 = 10-24, 0-17 x 0-33 = 10-41, 0-17 x 0-34 = 11-6, 0-17 x 0-35 = 11-23, 0-17 x 0-36 = 11-40, 0-17 x 0-37 = 12-5, 0-17 x 0-38 = 12-22, 0-17 x 0-39 = 12-39, 0-17 x 0-40 = 13-4, 0-17 x 0-41 = 13-21, 0-17 x 0-42 = 13-38, 0-17 x 0-43 = 14-3, 0-17 x 0-44 = 14-20, 0-17 x 0-45 = 14-37, 0-17 x 0-46 = 15-2, 0-17 x 0-47 = 15-19, 0-17 x 0-48 = 15-36, 0-17 x 0-49 = 16-1, 0-17 x 0-50 = 16-18, 0-17 x 0-51 = 16-35, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 1-2, 0-18 x 0-4 = 1-20, 0-18 x 0-5 = 1-38, 0-18 x 0-6 = 2-4, 0-18 x 0-7 = 2-22, 0-18 x 0-8 = 2-40, 0-18 x 0-9 = 3-6, 0-18 x 0-10 = 3-24, 0-18 x 0-11 = 3-42, 0-18 x 0-12 = 4-8, 0-18 x 0-13 = 4-26, 0-18 x 0-14 = 4-44, 0-18 x 0-15 = 5-10, 0-18 x 0-16 = 5-28, 0-18 x 0-17 = 5-46, 0-18 x 0-18 = 6-12, 0-18 x 0-19 = 6-30, 0-18 x 0-20 = 6-48, 0-18 x 0-21 = 7-14, 0-18 x 0-22 = 7-32, 0-18 x 0-23 = 7-50, 0-18 x 0-24 = 8-16, 0-18 x 0-25 = 8-34, 0-18 x 0-26 = 9-0, 0-18 x 0-27 = 9-18, 0-18 x 0-28 = 9-36, 0-18 x 0-29 = 10-2, 0-18 x 0-30 = 10-20, 0-18 x 0-31 = 10-38, 0-18 x 0-32 = 11-4, 0-18 x 0-33 = 11-22, 0-18 x 0-34 = 11-40, 0-18 x 0-35 = 12-6, 0-18 x 0-36 = 12-24, 0-18 x 0-37 = 12-42, 0-18 x 0-38 = 13-8, 0-18 x 0-39 = 13-26, 0-18 x 0-40 = 13-44, 0-18 x 0-41 = 14-10, 0-18 x 0-42 = 14-28, 0-18 x 0-43 = 14-46, 0-18 x 0-44 = 15-12, 0-18 x 0-45 = 15-30, 0-18 x 0-46 = 15-48, 0-18 x 0-47 = 16-14, 0-18 x 0-48 = 16-32, 0-18 x 0-49 = 16-50, 0-18 x 0-50 = 17-16, 0-18 x 0-51 = 17-34, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 1-5, 0-19 x 0-4 = 1-24, 0-19 x 0-5 = 1-43, 0-19 x 0-6 = 2-10, 0-19 x 0-7 = 2-29, 0-19 x 0-8 = 2-48, 0-19 x 0-9 = 3-15, 0-19 x 0-10 = 3-34, 0-19 x 0-11 = 4-1, 0-19 x 0-12 = 4-20, 0-19 x 0-13 = 4-39, 0-19 x 0-14 = 5-6, 0-19 x 0-15 = 5-25, 0-19 x 0-16 = 5-44, 0-19 x 0-17 = 6-11, 0-19 x 0-18 = 6-30, 0-19 x 0-19 = 6-49, 0-19 x 0-20 = 7-16, 0-19 x 0-21 = 7-35, 0-19 x 0-22 = 8-2, 0-19 x 0-23 = 8-21, 0-19 x 0-24 = 8-40, 0-19 x 0-25 = 9-7, 0-19 x 0-26 = 9-26, 0-19 x 0-27 = 9-45, 0-19 x 0-28 = 10-12, 0-19 x 0-29 = 10-31, 0-19 x 0-30 = 10-50, 0-19 x 0-31 = 11-17, 0-19 x 0-32 = 11-36, 0-19 x 0-33 = 12-3, 0-19 x 0-34 = 12-22, 0-19 x 0-35 = 12-41, 0-19 x 0-36 = 13-8, 0-19 x 0-37 = 13-27, 0-19 x 0-38 = 13-46, 0-19 x 0-39 = 14-13, 0-19 x 0-40 = 14-32, 0-19 x 0-41 = 14-51, 0-19 x 0-42 = 15-18, 0-19 x 0-43 = 15-37, 0-19 x 0-44 = 16-4, 0-19 x 0-45 = 16-23, 0-19 x 0-46 = 16-42, 0-19 x 0-47 = 17-9, 0-19 x 0-48 = 17-28, 0-19 x 0-49 = 17-47, 0-19 x 0-50 = 18-14, 0-19 x 0-51 = 18-33, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 1-8, 0-20 x 0-4 = 1-28, 0-20 x 0-5 = 1-48, 0-20 x 0-6 = 2-16, 0-20 x 0-7 = 2-36, 0-20 x 0-8 = 3-4, 0-20 x 0-9 = 3-24, 0-20 x 0-10 = 3-44, 0-20 x 0-11 = 4-12, 0-20 x 0-12 = 4-32, 0-20 x 0-13 = 5-0, 0-20 x 0-14 = 5-20, 0-20 x 0-15 = 5-40, 0-20 x 0-16 = 6-8, 0-20 x 0-17 = 6-28, 0-20 x 0-18 = 6-48, 0-20 x 0-19 = 7-16, 0-20 x 0-20 = 7-36, 0-20 x 0-21 = 8-4, 0-20 x 0-22 = 8-24, 0-20 x 0-23 = 8-44, 0-20 x 0-24 = 9-12, 0-20 x 0-25 = 9-32, 0-20 x 0-26 = 10-0, 0-20 x 0-27 = 10-20, 0-20 x 0-28 = 10-40, 0-20 x 0-29 = 11-8, 0-20 x 0-30 = 11-28, 0-20 x 0-31 = 11-48, 0-20 x 0-32 = 12-16, 0-20 x 0-33 = 12-36, 0-20 x 0-34 = 13-4, 0-20 x 0-35 = 13-24, 0-20 x 0-36 = 13-44, 0-20 x 0-37 = 14-12, 0-20 x 0-38 = 14-32, 0-20 x 0-39 = 15-0, 0-20 x 0-40 = 15-20, 0-20 x 0-41 = 15-40, 0-20 x 0-42 = 16-8, 0-20 x 0-43 = 16-28, 0-20 x 0-44 = 16-48, 0-20 x 0-45 = 17-16, 0-20 x 0-46 = 17-36, 0-20 x 0-47 = 18-4, 0-20 x 0-48 = 18-24, 0-20 x 0-49 = 18-44, 0-20 x 0-50 = 19-12, 0-20 x 0-51 = 19-32, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 1-11, 0-21 x 0-4 = 1-32, 0-21 x 0-5 = 2-1, 0-21 x 0-6 = 2-22, 0-21 x 0-7 = 2-43, 0-21 x 0-8 = 3-12, 0-21 x 0-9 = 3-33, 0-21 x 0-10 = 4-2, 0-21 x 0-11 = 4-23, 0-21 x 0-12 = 4-44, 0-21 x 0-13 = 5-13, 0-21 x 0-14 = 5-34, 0-21 x 0-15 = 6-3, 0-21 x 0-16 = 6-24, 0-21 x 0-17 = 6-45, 0-21 x 0-18 = 7-14, 0-21 x 0-19 = 7-35, 0-21 x 0-20 = 8-4, 0-21 x 0-21 = 8-25, 0-21 x 0-22 = 8-46, 0-21 x 0-23 = 9-15, 0-21 x 0-24 = 9-36, 0-21 x 0-25 = 10-5, 0-21 x 0-26 = 10-26, 0-21 x 0-27 = 10-47, 0-21 x 0-28 = 11-16, 0-21 x 0-29 = 11-37, 0-21 x 0-30 = 12-6, 0-21 x 0-31 = 12-27, 0-21 x 0-32 = 12-48, 0-21 x 0-33 = 13-17, 0-21 x 0-34 = 13-38, 0-21 x 0-35 = 14-7, 0-21 x 0-36 = 14-28, 0-21 x 0-37 = 14-49, 0-21 x 0-38 = 15-18, 0-21 x 0-39 = 15-39, 0-21 x 0-40 = 16-8, 0-21 x 0-41 = 16-29, 0-21 x 0-42 = 16-50, 0-21 x 0-43 = 17-19, 0-21 x 0-44 = 17-40, 0-21 x 0-45 = 18-9, 0-21 x 0-46 = 18-30, 0-21 x 0-47 = 18-51, 0-21 x 0-48 = 19-20, 0-21 x 0-49 = 19-41, 0-21 x 0-50 = 20-10, 0-21 x 0-51 = 20-31, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-14, 0-22 x 0-4 = 1-36, 0-22 x 0-5 = 2-6, 0-22 x 0-6 = 2-28, 0-22 x 0-7 = 2-50, 0-22 x 0-8 = 3-20, 0-22 x 0-9 = 3-42, 0-22 x 0-10 = 4-12, 0-22 x 0-11 = 4-34, 0-22 x 0-12 = 5-4, 0-22 x 0-13 = 5-26, 0-22 x 0-14 = 5-48, 0-22 x 0-15 = 6-18, 0-22 x 0-16 = 6-40, 0-22 x 0-17 = 7-10, 0-22 x 0-18 = 7-32, 0-22 x 0-19 = 8-2, 0-22 x 0-20 = 8-24, 0-22 x 0-21 = 8-46, 0-22 x 0-22 = 9-16, 0-22 x 0-23 = 9-38, 0-22 x 0-24 = 10-8, 0-22 x 0-25 = 10-30, 0-22 x 0-26 = 11-0, 0-22 x 0-27 = 11-22, 0-22 x 0-28 = 11-44, 0-22 x 0-29 = 12-14, 0-22 x 0-30 = 12-36, 0-22 x 0-31 = 13-6, 0-22 x 0-32 = 13-28, 0-22 x 0-33 = 13-50, 0-22 x 0-34 = 14-20, 0-22 x 0-35 = 14-42, 0-22 x 0-36 = 15-12, 0-22 x 0-37 = 15-34, 0-22 x 0-38 = 16-4, 0-22 x 0-39 = 16-26, 0-22 x 0-40 = 16-48, 0-22 x 0-41 = 17-18, 0-22 x 0-42 = 17-40, 0-22 x 0-43 = 18-10, 0-22 x 0-44 = 18-32, 0-22 x 0-45 = 19-2, 0-22 x 0-46 = 19-24, 0-22 x 0-47 = 19-46, 0-22 x 0-48 = 20-16, 0-22 x 0-49 = 20-38, 0-22 x 0-50 = 21-8, 0-22 x 0-51 = 21-30, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-17, 0-23 x 0-4 = 1-40, 0-23 x 0-5 = 2-11, 0-23 x 0-6 = 2-34, 0-23 x 0-7 = 3-5, 0-23 x 0-8 = 3-28, 0-23 x 0-9 = 3-51, 0-23 x 0-10 = 4-22, 0-23 x 0-11 = 4-45, 0-23 x 0-12 = 5-16, 0-23 x 0-13 = 5-39, 0-23 x 0-14 = 6-10, 0-23 x 0-15 = 6-33, 0-23 x 0-16 = 7-4, 0-23 x 0-17 = 7-27, 0-23 x 0-18 = 7-50, 0-23 x 0-19 = 8-21, 0-23 x 0-20 = 8-44, 0-23 x 0-21 = 9-15, 0-23 x 0-22 = 9-38, 0-23 x 0-23 = 10-9, 0-23 x 0-24 = 10-32, 0-23 x 0-25 = 11-3, 0-23 x 0-26 = 11-26, 0-23 x 0-27 = 11-49, 0-23 x 0-28 = 12-20, 0-23 x 0-29 = 12-43, 0-23 x 0-30 = 13-14, 0-23 x 0-31 = 13-37, 0-23 x 0-32 = 14-8, 0-23 x 0-33 = 14-31, 0-23 x 0-34 = 15-2, 0-23 x 0-35 = 15-25, 0-23 x 0-36 = 15-48, 0-23 x 0-37 = 16-19, 0-23 x 0-38 = 16-42, 0-23 x 0-39 = 17-13, 0-23 x 0-40 = 17-36, 0-23 x 0-41 = 18-7, 0-23 x 0-42 = 18-30, 0-23 x 0-43 = 19-1, 0-23 x 0-44 = 19-24, 0-23 x 0-45 = 19-47, 0-23 x 0-46 = 20-18, 0-23 x 0-47 = 20-41, 0-23 x 0-48 = 21-12, 0-23 x 0-49 = 21-35, 0-23 x 0-50 = 22-6, 0-23 x 0-51 = 22-29, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 1-20, 0-24 x 0-4 = 1-44, 0-24 x 0-5 = 2-16, 0-24 x 0-6 = 2-40, 0-24 x 0-7 = 3-12, 0-24 x 0-8 = 3-36, 0-24 x 0-9 = 4-8, 0-24 x 0-10 = 4-32, 0-24 x 0-11 = 5-4, 0-24 x 0-12 = 5-28, 0-24 x 0-13 = 6-0, 0-24 x 0-14 = 6-24, 0-24 x 0-15 = 6-48, 0-24 x 0-16 = 7-20, 0-24 x 0-17 = 7-44, 0-24 x 0-18 = 8-16, 0-24 x 0-19 = 8-40, 0-24 x 0-20 = 9-12, 0-24 x 0-21 = 9-36, 0-24 x 0-22 = 10-8, 0-24 x 0-23 = 10-32, 0-24 x 0-24 = 11-4, 0-24 x 0-25 = 11-28, 0-24 x 0-26 = 12-0, 0-24 x 0-27 = 12-24, 0-24 x 0-28 = 12-48, 0-24 x 0-29 = 13-20, 0-24 x 0-30 = 13-44, 0-24 x 0-31 = 14-16, 0-24 x 0-32 = 14-40, 0-24 x 0-33 = 15-12, 0-24 x 0-34 = 15-36, 0-24 x 0-35 = 16-8, 0-24 x 0-36 = 16-32, 0-24 x 0-37 = 17-4, 0-24 x 0-38 = 17-28, 0-24 x 0-39 = 18-0, 0-24 x 0-40 = 18-24, 0-24 x 0-41 = 18-48, 0-24 x 0-42 = 19-20, 0-24 x 0-43 = 19-44, 0-24 x 0-44 = 20-16, 0-24 x 0-45 = 20-40, 0-24 x 0-46 = 21-12, 0-24 x 0-47 = 21-36, 0-24 x 0-48 = 22-8, 0-24 x 0-49 = 22-32, 0-24 x 0-50 = 23-4, 0-24 x 0-51 = 23-28, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 1-23, 0-25 x 0-4 = 1-48, 0-25 x 0-5 = 2-21, 0-25 x 0-6 = 2-46, 0-25 x 0-7 = 3-19, 0-25 x 0-8 = 3-44, 0-25 x 0-9 = 4-17, 0-25 x 0-10 = 4-42, 0-25 x 0-11 = 5-15, 0-25 x 0-12 = 5-40, 0-25 x 0-13 = 6-13, 0-25 x 0-14 = 6-38, 0-25 x 0-15 = 7-11, 0-25 x 0-16 = 7-36, 0-25 x 0-17 = 8-9, 0-25 x 0-18 = 8-34, 0-25 x 0-19 = 9-7, 0-25 x 0-20 = 9-32, 0-25 x 0-21 = 10-5, 0-25 x 0-22 = 10-30, 0-25 x 0-23 = 11-3, 0-25 x 0-24 = 11-28, 0-25 x 0-25 = 12-1, 0-25 x 0-26 = 12-26, 0-25 x 0-27 = 12-51, 0-25 x 0-28 = 13-24, 0-25 x 0-29 = 13-49, 0-25 x 0-30 = 14-22, 0-25 x 0-31 = 14-47, 0-25 x 0-32 = 15-20, 0-25 x 0-33 = 15-45, 0-25 x 0-34 = 16-18, 0-25 x 0-35 = 16-43, 0-25 x 0-36 = 17-16, 0-25 x 0-37 = 17-41, 0-25 x 0-38 = 18-14, 0-25 x 0-39 = 18-39, 0-25 x 0-40 = 19-12, 0-25 x 0-41 = 19-37, 0-25 x 0-42 = 20-10, 0-25 x 0-43 = 20-35, 0-25 x 0-44 = 21-8, 0-25 x 0-45 = 21-33, 0-25 x 0-46 = 22-6, 0-25 x 0-47 = 22-31, 0-25 x 0-48 = 23-4, 0-25 x 0-49 = 23-29, 0-25 x 0-50 = 24-2, 0-25 x 0-51 = 24-27, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-0, 0-26 x 0-3 = 1-26, 0-26 x 0-4 = 2-0, 0-26 x 0-5 = 2-26, 0-26 x 0-6 = 3-0, 0-26 x 0-7 = 3-26, 0-26 x 0-8 = 4-0, 0-26 x 0-9 = 4-26, 0-26 x 0-10 = 5-0, 0-26 x 0-11 = 5-26, 0-26 x 0-12 = 6-0, 0-26 x 0-13 = 6-26, 0-26 x 0-14 = 7-0, 0-26 x 0-15 = 7-26, 0-26 x 0-16 = 8-0, 0-26 x 0-17 = 8-26, 0-26 x 0-18 = 9-0, 0-26 x 0-19 = 9-26, 0-26 x 0-20 = 10-0, 0-26 x 0-21 = 10-26, 0-26 x 0-22 = 11-0, 0-26 x 0-23 = 11-26, 0-26 x 0-24 = 12-0, 0-26 x 0-25 = 12-26, 0-26 x 0-26 = 13-0, 0-26 x 0-27 = 13-26, 0-26 x 0-28 = 14-0, 0-26 x 0-29 = 14-26, 0-26 x 0-30 = 15-0, 0-26 x 0-31 = 15-26, 0-26 x 0-32 = 16-0, 0-26 x 0-33 = 16-26, 0-26 x 0-34 = 17-0, 0-26 x 0-35 = 17-26, 0-26 x 0-36 = 18-0, 0-26 x 0-37 = 18-26, 0-26 x 0-38 = 19-0, 0-26 x 0-39 = 19-26, 0-26 x 0-40 = 20-0, 0-26 x 0-41 = 20-26, 0-26 x 0-42 = 21-0, 0-26 x 0-43 = 21-26, 0-26 x 0-44 = 22-0, 0-26 x 0-45 = 22-26, 0-26 x 0-46 = 23-0, 0-26 x 0-47 = 23-26, 0-26 x 0-48 = 24-0, 0-26 x 0-49 = 24-26, 0-26 x 0-50 = 25-0, 0-26 x 0-51 = 25-26, 
