0-21 x 0-1 = 0-21, 0-21 x 0-2 = 1-2, 0-21 x 0-3 = 1-23, 0-21 x 0-4 = 2-4, 0-21 x 0-5 = 2-25, 0-21 x 0-6 = 3-6, 0-21 x 0-7 = 3-27, 0-21 x 0-8 = 4-8, 0-21 x 0-9 = 4-29, 0-21 x 0-10 = 5-10, 0-21 x 0-11 = 5-31, 0-21 x 0-12 = 6-12, 0-21 x 0-13 = 6-33, 0-21 x 0-14 = 7-14, 0-21 x 0-15 = 7-35, 0-21 x 0-16 = 8-16, 0-21 x 0-17 = 8-37, 0-21 x 0-18 = 9-18, 0-21 x 0-19 = 9-39, 0-21 x 0-20 = 10-20, 0-21 x 0-21 = 11-1, 0-21 x 0-22 = 11-22, 0-21 x 0-23 = 12-3, 0-21 x 0-24 = 12-24, 0-21 x 0-25 = 13-5, 0-21 x 0-26 = 13-26, 0-21 x 0-27 = 14-7, 0-21 x 0-28 = 14-28, 0-21 x 0-29 = 15-9, 0-21 x 0-30 = 15-30, 0-21 x 0-31 = 16-11, 0-21 x 0-32 = 16-32, 0-21 x 0-33 = 17-13, 0-21 x 0-34 = 17-34, 0-21 x 0-35 = 18-15, 0-21 x 0-36 = 18-36, 0-21 x 0-37 = 19-17, 0-21 x 0-38 = 19-38, 0-21 x 0-39 = 20-19, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 1-4, 0-22 x 0-3 = 1-26, 0-22 x 0-4 = 2-8, 0-22 x 0-5 = 2-30, 0-22 x 0-6 = 3-12, 0-22 x 0-7 = 3-34, 0-22 x 0-8 = 4-16, 0-22 x 0-9 = 4-38, 0-22 x 0-10 = 5-20, 0-22 x 0-11 = 6-2, 0-22 x 0-12 = 6-24, 0-22 x 0-13 = 7-6, 0-22 x 0-14 = 7-28, 0-22 x 0-15 = 8-10, 0-22 x 0-16 = 8-32, 0-22 x 0-17 = 9-14, 0-22 x 0-18 = 9-36, 0-22 x 0-19 = 10-18, 0-22 x 0-20 = 11-0, 0-22 x 0-21 = 11-22, 0-22 x 0-22 = 12-4, 0-22 x 0-23 = 12-26, 0-22 x 0-24 = 13-8, 0-22 x 0-25 = 13-30, 0-22 x 0-26 = 14-12, 0-22 x 0-27 = 14-34, 0-22 x 0-28 = 15-16, 0-22 x 0-29 = 15-38, 0-22 x 0-30 = 16-20, 0-22 x 0-31 = 17-2, 0-22 x 0-32 = 17-24, 0-22 x 0-33 = 18-6, 0-22 x 0-34 = 18-28, 0-22 x 0-35 = 19-10, 0-22 x 0-36 = 19-32, 0-22 x 0-37 = 20-14, 0-22 x 0-38 = 20-36, 0-22 x 0-39 = 21-18, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 1-6, 0-23 x 0-3 = 1-29, 0-23 x 0-4 = 2-12, 0-23 x 0-5 = 2-35, 0-23 x 0-6 = 3-18, 0-23 x 0-7 = 4-1, 0-23 x 0-8 = 4-24, 0-23 x 0-9 = 5-7, 0-23 x 0-10 = 5-30, 0-23 x 0-11 = 6-13, 0-23 x 0-12 = 6-36, 0-23 x 0-13 = 7-19, 0-23 x 0-14 = 8-2, 0-23 x 0-15 = 8-25, 0-23 x 0-16 = 9-8, 0-23 x 0-17 = 9-31, 0-23 x 0-18 = 10-14, 0-23 x 0-19 = 10-37, 0-23 x 0-20 = 11-20, 0-23 x 0-21 = 12-3, 0-23 x 0-22 = 12-26, 0-23 x 0-23 = 13-9, 0-23 x 0-24 = 13-32, 0-23 x 0-25 = 14-15, 0-23 x 0-26 = 14-38, 0-23 x 0-27 = 15-21, 0-23 x 0-28 = 16-4, 0-23 x 0-29 = 16-27, 0-23 x 0-30 = 17-10, 0-23 x 0-31 = 17-33, 0-23 x 0-32 = 18-16, 0-23 x 0-33 = 18-39, 0-23 x 0-34 = 19-22, 0-23 x 0-35 = 20-5, 0-23 x 0-36 = 20-28, 0-23 x 0-37 = 21-11, 0-23 x 0-38 = 21-34, 0-23 x 0-39 = 22-17, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 1-8, 0-24 x 0-3 = 1-32, 0-24 x 0-4 = 2-16, 0-24 x 0-5 = 3-0, 0-24 x 0-6 = 3-24, 0-24 x 0-7 = 4-8, 0-24 x 0-8 = 4-32, 0-24 x 0-9 = 5-16, 0-24 x 0-10 = 6-0, 0-24 x 0-11 = 6-24, 0-24 x 0-12 = 7-8, 0-24 x 0-13 = 7-32, 0-24 x 0-14 = 8-16, 0-24 x 0-15 = 9-0, 0-24 x 0-16 = 9-24, 0-24 x 0-17 = 10-8, 0-24 x 0-18 = 10-32, 0-24 x 0-19 = 11-16, 0-24 x 0-20 = 12-0, 0-24 x 0-21 = 12-24, 0-24 x 0-22 = 13-8, 0-24 x 0-23 = 13-32, 0-24 x 0-24 = 14-16, 0-24 x 0-25 = 15-0, 0-24 x 0-26 = 15-24, 0-24 x 0-27 = 16-8, 0-24 x 0-28 = 16-32, 0-24 x 0-29 = 17-16, 0-24 x 0-30 = 18-0, 0-24 x 0-31 = 18-24, 0-24 x 0-32 = 19-8, 0-24 x 0-33 = 19-32, 0-24 x 0-34 = 20-16, 0-24 x 0-35 = 21-0, 0-24 x 0-36 = 21-24, 0-24 x 0-37 = 22-8, 0-24 x 0-38 = 22-32, 0-24 x 0-39 = 23-16, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 1-10, 0-25 x 0-3 = 1-35, 0-25 x 0-4 = 2-20, 0-25 x 0-5 = 3-5, 0-25 x 0-6 = 3-30, 0-25 x 0-7 = 4-15, 0-25 x 0-8 = 5-0, 0-25 x 0-9 = 5-25, 0-25 x 0-10 = 6-10, 0-25 x 0-11 = 6-35, 0-25 x 0-12 = 7-20, 0-25 x 0-13 = 8-5, 0-25 x 0-14 = 8-30, 0-25 x 0-15 = 9-15, 0-25 x 0-16 = 10-0, 0-25 x 0-17 = 10-25, 0-25 x 0-18 = 11-10, 0-25 x 0-19 = 11-35, 0-25 x 0-20 = 12-20, 0-25 x 0-21 = 13-5, 0-25 x 0-22 = 13-30, 0-25 x 0-23 = 14-15, 0-25 x 0-24 = 15-0, 0-25 x 0-25 = 15-25, 0-25 x 0-26 = 16-10, 0-25 x 0-27 = 16-35, 0-25 x 0-28 = 17-20, 0-25 x 0-29 = 18-5, 0-25 x 0-30 = 18-30, 0-25 x 0-31 = 19-15, 0-25 x 0-32 = 20-0, 0-25 x 0-33 = 20-25, 0-25 x 0-34 = 21-10, 0-25 x 0-35 = 21-35, 0-25 x 0-36 = 22-20, 0-25 x 0-37 = 23-5, 0-25 x 0-38 = 23-30, 0-25 x 0-39 = 24-15, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-12, 0-26 x 0-3 = 1-38, 0-26 x 0-4 = 2-24, 0-26 x 0-5 = 3-10, 0-26 x 0-6 = 3-36, 0-26 x 0-7 = 4-22, 0-26 x 0-8 = 5-8, 0-26 x 0-9 = 5-34, 0-26 x 0-10 = 6-20, 0-26 x 0-11 = 7-6, 0-26 x 0-12 = 7-32, 0-26 x 0-13 = 8-18, 0-26 x 0-14 = 9-4, 0-26 x 0-15 = 9-30, 0-26 x 0-16 = 10-16, 0-26 x 0-17 = 11-2, 0-26 x 0-18 = 11-28, 0-26 x 0-19 = 12-14, 0-26 x 0-20 = 13-0, 0-26 x 0-21 = 13-26, 0-26 x 0-22 = 14-12, 0-26 x 0-23 = 14-38, 0-26 x 0-24 = 15-24, 0-26 x 0-25 = 16-10, 0-26 x 0-26 = 16-36, 0-26 x 0-27 = 17-22, 0-26 x 0-28 = 18-8, 0-26 x 0-29 = 18-34, 0-26 x 0-30 = 19-20, 0-26 x 0-31 = 20-6, 0-26 x 0-32 = 20-32, 0-26 x 0-33 = 21-18, 0-26 x 0-34 = 22-4, 0-26 x 0-35 = 22-30, 0-26 x 0-36 = 23-16, 0-26 x 0-37 = 24-2, 0-26 x 0-38 = 24-28, 0-26 x 0-39 = 25-14, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-14, 0-27 x 0-3 = 2-1, 0-27 x 0-4 = 2-28, 0-27 x 0-5 = 3-15, 0-27 x 0-6 = 4-2, 0-27 x 0-7 = 4-29, 0-27 x 0-8 = 5-16, 0-27 x 0-9 = 6-3, 0-27 x 0-10 = 6-30, 0-27 x 0-11 = 7-17, 0-27 x 0-12 = 8-4, 0-27 x 0-13 = 8-31, 0-27 x 0-14 = 9-18, 0-27 x 0-15 = 10-5, 0-27 x 0-16 = 10-32, 0-27 x 0-17 = 11-19, 0-27 x 0-18 = 12-6, 0-27 x 0-19 = 12-33, 0-27 x 0-20 = 13-20, 0-27 x 0-21 = 14-7, 0-27 x 0-22 = 14-34, 0-27 x 0-23 = 15-21, 0-27 x 0-24 = 16-8, 0-27 x 0-25 = 16-35, 0-27 x 0-26 = 17-22, 0-27 x 0-27 = 18-9, 0-27 x 0-28 = 18-36, 0-27 x 0-29 = 19-23, 0-27 x 0-30 = 20-10, 0-27 x 0-31 = 20-37, 0-27 x 0-32 = 21-24, 0-27 x 0-33 = 22-11, 0-27 x 0-34 = 22-38, 0-27 x 0-35 = 23-25, 0-27 x 0-36 = 24-12, 0-27 x 0-37 = 24-39, 0-27 x 0-38 = 25-26, 0-27 x 0-39 = 26-13, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-16, 0-28 x 0-3 = 2-4, 0-28 x 0-4 = 2-32, 0-28 x 0-5 = 3-20, 0-28 x 0-6 = 4-8, 0-28 x 0-7 = 4-36, 0-28 x 0-8 = 5-24, 0-28 x 0-9 = 6-12, 0-28 x 0-10 = 7-0, 0-28 x 0-11 = 7-28, 0-28 x 0-12 = 8-16, 0-28 x 0-13 = 9-4, 0-28 x 0-14 = 9-32, 0-28 x 0-15 = 10-20, 0-28 x 0-16 = 11-8, 0-28 x 0-17 = 11-36, 0-28 x 0-18 = 12-24, 0-28 x 0-19 = 13-12, 0-28 x 0-20 = 14-0, 0-28 x 0-21 = 14-28, 0-28 x 0-22 = 15-16, 0-28 x 0-23 = 16-4, 0-28 x 0-24 = 16-32, 0-28 x 0-25 = 17-20, 0-28 x 0-26 = 18-8, 0-28 x 0-27 = 18-36, 0-28 x 0-28 = 19-24, 0-28 x 0-29 = 20-12, 0-28 x 0-30 = 21-0, 0-28 x 0-31 = 21-28, 0-28 x 0-32 = 22-16, 0-28 x 0-33 = 23-4, 0-28 x 0-34 = 23-32, 0-28 x 0-35 = 24-20, 0-28 x 0-36 = 25-8, 0-28 x 0-37 = 25-36, 0-28 x 0-38 = 26-24, 0-28 x 0-39 = 27-12, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-18, 0-29 x 0-3 = 2-7, 0-29 x 0-4 = 2-36, 0-29 x 0-5 = 3-25, 0-29 x 0-6 = 4-14, 0-29 x 0-7 = 5-3, 0-29 x 0-8 = 5-32, 0-29 x 0-9 = 6-21, 0-29 x 0-10 = 7-10, 0-29 x 0-11 = 7-39, 0-29 x 0-12 = 8-28, 0-29 x 0-13 = 9-17, 0-29 x 0-14 = 10-6, 0-29 x 0-15 = 10-35, 0-29 x 0-16 = 11-24, 0-29 x 0-17 = 12-13, 0-29 x 0-18 = 13-2, 0-29 x 0-19 = 13-31, 0-29 x 0-20 = 14-20, 0-29 x 0-21 = 15-9, 0-29 x 0-22 = 15-38, 0-29 x 0-23 = 16-27, 0-29 x 0-24 = 17-16, 0-29 x 0-25 = 18-5, 0-29 x 0-26 = 18-34, 0-29 x 0-27 = 19-23, 0-29 x 0-28 = 20-12, 0-29 x 0-29 = 21-1, 0-29 x 0-30 = 21-30, 0-29 x 0-31 = 22-19, 0-29 x 0-32 = 23-8, 0-29 x 0-33 = 23-37, 0-29 x 0-34 = 24-26, 0-29 x 0-35 = 25-15, 0-29 x 0-36 = 26-4, 0-29 x 0-37 = 26-33, 0-29 x 0-38 = 27-22, 0-29 x 0-39 = 28-11, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-20, 0-30 x 0-3 = 2-10, 0-30 x 0-4 = 3-0, 0-30 x 0-5 = 3-30, 0-30 x 0-6 = 4-20, 0-30 x 0-7 = 5-10, 0-30 x 0-8 = 6-0, 0-30 x 0-9 = 6-30, 0-30 x 0-10 = 7-20, 0-30 x 0-11 = 8-10, 0-30 x 0-12 = 9-0, 0-30 x 0-13 = 9-30, 0-30 x 0-14 = 10-20, 0-30 x 0-15 = 11-10, 0-30 x 0-16 = 12-0, 0-30 x 0-17 = 12-30, 0-30 x 0-18 = 13-20, 0-30 x 0-19 = 14-10, 0-30 x 0-20 = 15-0, 0-30 x 0-21 = 15-30, 0-30 x 0-22 = 16-20, 0-30 x 0-23 = 17-10, 0-30 x 0-24 = 18-0, 0-30 x 0-25 = 18-30, 0-30 x 0-26 = 19-20, 0-30 x 0-27 = 20-10, 0-30 x 0-28 = 21-0, 0-30 x 0-29 = 21-30, 0-30 x 0-30 = 22-20, 0-30 x 0-31 = 23-10, 0-30 x 0-32 = 24-0, 0-30 x 0-33 = 24-30, 0-30 x 0-34 = 25-20, 0-30 x 0-35 = 26-10, 0-30 x 0-36 = 27-0, 0-30 x 0-37 = 27-30, 0-30 x 0-38 = 28-20, 0-30 x 0-39 = 29-10, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-22, 0-31 x 0-3 = 2-13, 0-31 x 0-4 = 3-4, 0-31 x 0-5 = 3-35, 0-31 x 0-6 = 4-26, 0-31 x 0-7 = 5-17, 0-31 x 0-8 = 6-8, 0-31 x 0-9 = 6-39, 0-31 x 0-10 = 7-30, 0-31 x 0-11 = 8-21, 0-31 x 0-12 = 9-12, 0-31 x 0-13 = 10-3, 0-31 x 0-14 = 10-34, 0-31 x 0-15 = 11-25, 0-31 x 0-16 = 12-16, 0-31 x 0-17 = 13-7, 0-31 x 0-18 = 13-38, 0-31 x 0-19 = 14-29, 0-31 x 0-20 = 15-20, 0-31 x 0-21 = 16-11, 0-31 x 0-22 = 17-2, 0-31 x 0-23 = 17-33, 0-31 x 0-24 = 18-24, 0-31 x 0-25 = 19-15, 0-31 x 0-26 = 20-6, 0-31 x 0-27 = 20-37, 0-31 x 0-28 = 21-28, 0-31 x 0-29 = 22-19, 0-31 x 0-30 = 23-10, 0-31 x 0-31 = 24-1, 0-31 x 0-32 = 24-32, 0-31 x 0-33 = 25-23, 0-31 x 0-34 = 26-14, 0-31 x 0-35 = 27-5, 0-31 x 0-36 = 27-36, 0-31 x 0-37 = 28-27, 0-31 x 0-38 = 29-18, 0-31 x 0-39 = 30-9, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-24, 0-32 x 0-3 = 2-16, 0-32 x 0-4 = 3-8, 0-32 x 0-5 = 4-0, 0-32 x 0-6 = 4-32, 0-32 x 0-7 = 5-24, 0-32 x 0-8 = 6-16, 0-32 x 0-9 = 7-8, 0-32 x 0-10 = 8-0, 0-32 x 0-11 = 8-32, 0-32 x 0-12 = 9-24, 0-32 x 0-13 = 10-16, 0-32 x 0-14 = 11-8, 0-32 x 0-15 = 12-0, 0-32 x 0-16 = 12-32, 0-32 x 0-17 = 13-24, 0-32 x 0-18 = 14-16, 0-32 x 0-19 = 15-8, 0-32 x 0-20 = 16-0, 0-32 x 0-21 = 16-32, 0-32 x 0-22 = 17-24, 0-32 x 0-23 = 18-16, 0-32 x 0-24 = 19-8, 0-32 x 0-25 = 20-0, 0-32 x 0-26 = 20-32, 0-32 x 0-27 = 21-24, 0-32 x 0-28 = 22-16, 0-32 x 0-29 = 23-8, 0-32 x 0-30 = 24-0, 0-32 x 0-31 = 24-32, 0-32 x 0-32 = 25-24, 0-32 x 0-33 = 26-16, 0-32 x 0-34 = 27-8, 0-32 x 0-35 = 28-0, 0-32 x 0-36 = 28-32, 0-32 x 0-37 = 29-24, 0-32 x 0-38 = 30-16, 0-32 x 0-39 = 31-8, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-26, 0-33 x 0-3 = 2-19, 0-33 x 0-4 = 3-12, 0-33 x 0-5 = 4-5, 0-33 x 0-6 = 4-38, 0-33 x 0-7 = 5-31, 0-33 x 0-8 = 6-24, 0-33 x 0-9 = 7-17, 0-33 x 0-10 = 8-10, 0-33 x 0-11 = 9-3, 0-33 x 0-12 = 9-36, 0-33 x 0-13 = 10-29, 0-33 x 0-14 = 11-22, 0-33 x 0-15 = 12-15, 0-33 x 0-16 = 13-8, 0-33 x 0-17 = 14-1, 0-33 x 0-18 = 14-34, 0-33 x 0-19 = 15-27, 0-33 x 0-20 = 16-20, 0-33 x 0-21 = 17-13, 0-33 x 0-22 = 18-6, 0-33 x 0-23 = 18-39, 0-33 x 0-24 = 19-32, 0-33 x 0-25 = 20-25, 0-33 x 0-26 = 21-18, 0-33 x 0-27 = 22-11, 0-33 x 0-28 = 23-4, 0-33 x 0-29 = 23-37, 0-33 x 0-30 = 24-30, 0-33 x 0-31 = 25-23, 0-33 x 0-32 = 26-16, 0-33 x 0-33 = 27-9, 0-33 x 0-34 = 28-2, 0-33 x 0-35 = 28-35, 0-33 x 0-36 = 29-28, 0-33 x 0-37 = 30-21, 0-33 x 0-38 = 31-14, 0-33 x 0-39 = 32-7, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-28, 0-34 x 0-3 = 2-22, 0-34 x 0-4 = 3-16, 0-34 x 0-5 = 4-10, 0-34 x 0-6 = 5-4, 0-34 x 0-7 = 5-38, 0-34 x 0-8 = 6-32, 0-34 x 0-9 = 7-26, 0-34 x 0-10 = 8-20, 0-34 x 0-11 = 9-14, 0-34 x 0-12 = 10-8, 0-34 x 0-13 = 11-2, 0-34 x 0-14 = 11-36, 0-34 x 0-15 = 12-30, 0-34 x 0-16 = 13-24, 0-34 x 0-17 = 14-18, 0-34 x 0-18 = 15-12, 0-34 x 0-19 = 16-6, 0-34 x 0-20 = 17-0, 0-34 x 0-21 = 17-34, 0-34 x 0-22 = 18-28, 0-34 x 0-23 = 19-22, 0-34 x 0-24 = 20-16, 0-34 x 0-25 = 21-10, 0-34 x 0-26 = 22-4, 0-34 x 0-27 = 22-38, 0-34 x 0-28 = 23-32, 0-34 x 0-29 = 24-26, 0-34 x 0-30 = 25-20, 0-34 x 0-31 = 26-14, 0-34 x 0-32 = 27-8, 0-34 x 0-33 = 28-2, 0-34 x 0-34 = 28-36, 0-34 x 0-35 = 29-30, 0-34 x 0-36 = 30-24, 0-34 x 0-37 = 31-18, 0-34 x 0-38 = 32-12, 0-34 x 0-39 = 33-6, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-30, 0-35 x 0-3 = 2-25, 0-35 x 0-4 = 3-20, 0-35 x 0-5 = 4-15, 0-35 x 0-6 = 5-10, 0-35 x 0-7 = 6-5, 0-35 x 0-8 = 7-0, 0-35 x 0-9 = 7-35, 0-35 x 0-10 = 8-30, 0-35 x 0-11 = 9-25, 0-35 x 0-12 = 10-20, 0-35 x 0-13 = 11-15, 0-35 x 0-14 = 12-10, 0-35 x 0-15 = 13-5, 0-35 x 0-16 = 14-0, 0-35 x 0-17 = 14-35, 0-35 x 0-18 = 15-30, 0-35 x 0-19 = 16-25, 0-35 x 0-20 = 17-20, 0-35 x 0-21 = 18-15, 0-35 x 0-22 = 19-10, 0-35 x 0-23 = 20-5, 0-35 x 0-24 = 21-0, 0-35 x 0-25 = 21-35, 0-35 x 0-26 = 22-30, 0-35 x 0-27 = 23-25, 0-35 x 0-28 = 24-20, 0-35 x 0-29 = 25-15, 0-35 x 0-30 = 26-10, 0-35 x 0-31 = 27-5, 0-35 x 0-32 = 28-0, 0-35 x 0-33 = 28-35, 0-35 x 0-34 = 29-30, 0-35 x 0-35 = 30-25, 0-35 x 0-36 = 31-20, 0-35 x 0-37 = 32-15, 0-35 x 0-38 = 33-10, 0-35 x 0-39 = 34-5, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-32, 0-36 x 0-3 = 2-28, 0-36 x 0-4 = 3-24, 0-36 x 0-5 = 4-20, 0-36 x 0-6 = 5-16, 0-36 x 0-7 = 6-12, 0-36 x 0-8 = 7-8, 0-36 x 0-9 = 8-4, 0-36 x 0-10 = 9-0, 0-36 x 0-11 = 9-36, 0-36 x 0-12 = 10-32, 0-36 x 0-13 = 11-28, 0-36 x 0-14 = 12-24, 0-36 x 0-15 = 13-20, 0-36 x 0-16 = 14-16, 0-36 x 0-17 = 15-12, 0-36 x 0-18 = 16-8, 0-36 x 0-19 = 17-4, 0-36 x 0-20 = 18-0, 0-36 x 0-21 = 18-36, 0-36 x 0-22 = 19-32, 0-36 x 0-23 = 20-28, 0-36 x 0-24 = 21-24, 0-36 x 0-25 = 22-20, 0-36 x 0-26 = 23-16, 0-36 x 0-27 = 24-12, 0-36 x 0-28 = 25-8, 0-36 x 0-29 = 26-4, 0-36 x 0-30 = 27-0, 0-36 x 0-31 = 27-36, 0-36 x 0-32 = 28-32, 0-36 x 0-33 = 29-28, 0-36 x 0-34 = 30-24, 0-36 x 0-35 = 31-20, 0-36 x 0-36 = 32-16, 0-36 x 0-37 = 33-12, 0-36 x 0-38 = 34-8, 0-36 x 0-39 = 35-4, 
0-37 x 0-1 = 0-37, 0-37 x 0-2 = 1-34, 0-37 x 0-3 = 2-31, 0-37 x 0-4 = 3-28, 0-37 x 0-5 = 4-25, 0-37 x 0-6 = 5-22, 0-37 x 0-7 = 6-19, 0-37 x 0-8 = 7-16, 0-37 x 0-9 = 8-13, 0-37 x 0-10 = 9-10, 0-37 x 0-11 = 10-7, 0-37 x 0-12 = 11-4, 0-37 x 0-13 = 12-1, 0-37 x 0-14 = 12-38, 0-37 x 0-15 = 13-35, 0-37 x 0-16 = 14-32, 0-37 x 0-17 = 15-29, 0-37 x 0-18 = 16-26, 0-37 x 0-19 = 17-23, 0-37 x 0-20 = 18-20, 0-37 x 0-21 = 19-17, 0-37 x 0-22 = 20-14, 0-37 x 0-23 = 21-11, 0-37 x 0-24 = 22-8, 0-37 x 0-25 = 23-5, 0-37 x 0-26 = 24-2, 0-37 x 0-27 = 24-39, 0-37 x 0-28 = 25-36, 0-37 x 0-29 = 26-33, 0-37 x 0-30 = 27-30, 0-37 x 0-31 = 28-27, 0-37 x 0-32 = 29-24, 0-37 x 0-33 = 30-21, 0-37 x 0-34 = 31-18, 0-37 x 0-35 = 32-15, 0-37 x 0-36 = 33-12, 0-37 x 0-37 = 34-9, 0-37 x 0-38 = 35-6, 0-37 x 0-39 = 36-3, 
0-38 x 0-1 = 0-38, 0-38 x 0-2 = 1-36, 0-38 x 0-3 = 2-34, 0-38 x 0-4 = 3-32, 0-38 x 0-5 = 4-30, 0-38 x 0-6 = 5-28, 0-38 x 0-7 = 6-26, 0-38 x 0-8 = 7-24, 0-38 x 0-9 = 8-22, 0-38 x 0-10 = 9-20, 0-38 x 0-11 = 10-18, 0-38 x 0-12 = 11-16, 0-38 x 0-13 = 12-14, 0-38 x 0-14 = 13-12, 0-38 x 0-15 = 14-10, 0-38 x 0-16 = 15-8, 0-38 x 0-17 = 16-6, 0-38 x 0-18 = 17-4, 0-38 x 0-19 = 18-2, 0-38 x 0-20 = 19-0, 0-38 x 0-21 = 19-38, 0-38 x 0-22 = 20-36, 0-38 x 0-23 = 21-34, 0-38 x 0-24 = 22-32, 0-38 x 0-25 = 23-30, 0-38 x 0-26 = 24-28, 0-38 x 0-27 = 25-26, 0-38 x 0-28 = 26-24, 0-38 x 0-29 = 27-22, 0-38 x 0-30 = 28-20, 0-38 x 0-31 = 29-18, 0-38 x 0-32 = 30-16, 0-38 x 0-33 = 31-14, 0-38 x 0-34 = 32-12, 0-38 x 0-35 = 33-10, 0-38 x 0-36 = 34-8, 0-38 x 0-37 = 35-6, 0-38 x 0-38 = 36-4, 0-38 x 0-39 = 37-2, 
0-39 x 0-1 = 0-39, 0-39 x 0-2 = 1-38, 0-39 x 0-3 = 2-37, 0-39 x 0-4 = 3-36, 0-39 x 0-5 = 4-35, 0-39 x 0-6 = 5-34, 0-39 x 0-7 = 6-33, 0-39 x 0-8 = 7-32, 0-39 x 0-9 = 8-31, 0-39 x 0-10 = 9-30, 0-39 x 0-11 = 10-29, 0-39 x 0-12 = 11-28, 0-39 x 0-13 = 12-27, 0-39 x 0-14 = 13-26, 0-39 x 0-15 = 14-25, 0-39 x 0-16 = 15-24, 0-39 x 0-17 = 16-23, 0-39 x 0-18 = 17-22, 0-39 x 0-19 = 18-21, 0-39 x 0-20 = 19-20, 0-39 x 0-21 = 20-19, 0-39 x 0-22 = 21-18, 0-39 x 0-23 = 22-17, 0-39 x 0-24 = 23-16, 0-39 x 0-25 = 24-15, 0-39 x 0-26 = 25-14, 0-39 x 0-27 = 26-13, 0-39 x 0-28 = 27-12, 0-39 x 0-29 = 28-11, 0-39 x 0-30 = 29-10, 0-39 x 0-31 = 30-9, 0-39 x 0-32 = 31-8, 0-39 x 0-33 = 32-7, 0-39 x 0-34 = 33-6, 0-39 x 0-35 = 34-5, 0-39 x 0-36 = 35-4, 0-39 x 0-37 = 36-3, 0-39 x 0-38 = 37-2, 0-39 x 0-39 = 38-1, 
