0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 0-66, 0-11 x 0-7 = 0-77, 0-11 x 0-8 = 1-5, 0-11 x 0-9 = 1-16, 0-11 x 0-10 = 1-27, 0-11 x 0-11 = 1-38, 0-11 x 0-12 = 1-49, 0-11 x 0-13 = 1-60, 0-11 x 0-14 = 1-71, 0-11 x 0-15 = 1-82, 0-11 x 0-16 = 2-10, 0-11 x 0-17 = 2-21, 0-11 x 0-18 = 2-32, 0-11 x 0-19 = 2-43, 0-11 x 0-20 = 2-54, 0-11 x 0-21 = 2-65, 0-11 x 0-22 = 2-76, 0-11 x 0-23 = 3-4, 0-11 x 0-24 = 3-15, 0-11 x 0-25 = 3-26, 0-11 x 0-26 = 3-37, 0-11 x 0-27 = 3-48, 0-11 x 0-28 = 3-59, 0-11 x 0-29 = 3-70, 0-11 x 0-30 = 3-81, 0-11 x 0-31 = 4-9, 0-11 x 0-32 = 4-20, 0-11 x 0-33 = 4-31, 0-11 x 0-34 = 4-42, 0-11 x 0-35 = 4-53, 0-11 x 0-36 = 4-64, 0-11 x 0-37 = 4-75, 0-11 x 0-38 = 5-3, 0-11 x 0-39 = 5-14, 0-11 x 0-40 = 5-25, 0-11 x 0-41 = 5-36, 0-11 x 0-42 = 5-47, 0-11 x 0-43 = 5-58, 0-11 x 0-44 = 5-69, 0-11 x 0-45 = 5-80, 0-11 x 0-46 = 6-8, 0-11 x 0-47 = 6-19, 0-11 x 0-48 = 6-30, 0-11 x 0-49 = 6-41, 0-11 x 0-50 = 6-52, 0-11 x 0-51 = 6-63, 0-11 x 0-52 = 6-74, 0-11 x 0-53 = 7-2, 0-11 x 0-54 = 7-13, 0-11 x 0-55 = 7-24, 0-11 x 0-56 = 7-35, 0-11 x 0-57 = 7-46, 0-11 x 0-58 = 7-57, 0-11 x 0-59 = 7-68, 0-11 x 0-60 = 7-79, 0-11 x 0-61 = 8-7, 0-11 x 0-62 = 8-18, 0-11 x 0-63 = 8-29, 0-11 x 0-64 = 8-40, 0-11 x 0-65 = 8-51, 0-11 x 0-66 = 8-62, 0-11 x 0-67 = 8-73, 0-11 x 0-68 = 9-1, 0-11 x 0-69 = 9-12, 0-11 x 0-70 = 9-23, 0-11 x 0-71 = 9-34, 0-11 x 0-72 = 9-45, 0-11 x 0-73 = 9-56, 0-11 x 0-74 = 9-67, 0-11 x 0-75 = 9-78, 0-11 x 0-76 = 10-6, 0-11 x 0-77 = 10-17, 0-11 x 0-78 = 10-28, 0-11 x 0-79 = 10-39, 0-11 x 0-80 = 10-50, 0-11 x 0-81 = 10-61, 0-11 x 0-82 = 10-72, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 0-72, 0-12 x 0-7 = 1-1, 0-12 x 0-8 = 1-13, 0-12 x 0-9 = 1-25, 0-12 x 0-10 = 1-37, 0-12 x 0-11 = 1-49, 0-12 x 0-12 = 1-61, 0-12 x 0-13 = 1-73, 0-12 x 0-14 = 2-2, 0-12 x 0-15 = 2-14, 0-12 x 0-16 = 2-26, 0-12 x 0-17 = 2-38, 0-12 x 0-18 = 2-50, 0-12 x 0-19 = 2-62, 0-12 x 0-20 = 2-74, 0-12 x 0-21 = 3-3, 0-12 x 0-22 = 3-15, 0-12 x 0-23 = 3-27, 0-12 x 0-24 = 3-39, 0-12 x 0-25 = 3-51, 0-12 x 0-26 = 3-63, 0-12 x 0-27 = 3-75, 0-12 x 0-28 = 4-4, 0-12 x 0-29 = 4-16, 0-12 x 0-30 = 4-28, 0-12 x 0-31 = 4-40, 0-12 x 0-32 = 4-52, 0-12 x 0-33 = 4-64, 0-12 x 0-34 = 4-76, 0-12 x 0-35 = 5-5, 0-12 x 0-36 = 5-17, 0-12 x 0-37 = 5-29, 0-12 x 0-38 = 5-41, 0-12 x 0-39 = 5-53, 0-12 x 0-40 = 5-65, 0-12 x 0-41 = 5-77, 0-12 x 0-42 = 6-6, 0-12 x 0-43 = 6-18, 0-12 x 0-44 = 6-30, 0-12 x 0-45 = 6-42, 0-12 x 0-46 = 6-54, 0-12 x 0-47 = 6-66, 0-12 x 0-48 = 6-78, 0-12 x 0-49 = 7-7, 0-12 x 0-50 = 7-19, 0-12 x 0-51 = 7-31, 0-12 x 0-52 = 7-43, 0-12 x 0-53 = 7-55, 0-12 x 0-54 = 7-67, 0-12 x 0-55 = 7-79, 0-12 x 0-56 = 8-8, 0-12 x 0-57 = 8-20, 0-12 x 0-58 = 8-32, 0-12 x 0-59 = 8-44, 0-12 x 0-60 = 8-56, 0-12 x 0-61 = 8-68, 0-12 x 0-62 = 8-80, 0-12 x 0-63 = 9-9, 0-12 x 0-64 = 9-21, 0-12 x 0-65 = 9-33, 0-12 x 0-66 = 9-45, 0-12 x 0-67 = 9-57, 0-12 x 0-68 = 9-69, 0-12 x 0-69 = 9-81, 0-12 x 0-70 = 10-10, 0-12 x 0-71 = 10-22, 0-12 x 0-72 = 10-34, 0-12 x 0-73 = 10-46, 0-12 x 0-74 = 10-58, 0-12 x 0-75 = 10-70, 0-12 x 0-76 = 10-82, 0-12 x 0-77 = 11-11, 0-12 x 0-78 = 11-23, 0-12 x 0-79 = 11-35, 0-12 x 0-80 = 11-47, 0-12 x 0-81 = 11-59, 0-12 x 0-82 = 11-71, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 0-65, 0-13 x 0-6 = 0-78, 0-13 x 0-7 = 1-8, 0-13 x 0-8 = 1-21, 0-13 x 0-9 = 1-34, 0-13 x 0-10 = 1-47, 0-13 x 0-11 = 1-60, 0-13 x 0-12 = 1-73, 0-13 x 0-13 = 2-3, 0-13 x 0-14 = 2-16, 0-13 x 0-15 = 2-29, 0-13 x 0-16 = 2-42, 0-13 x 0-17 = 2-55, 0-13 x 0-18 = 2-68, 0-13 x 0-19 = 2-81, 0-13 x 0-20 = 3-11, 0-13 x 0-21 = 3-24, 0-13 x 0-22 = 3-37, 0-13 x 0-23 = 3-50, 0-13 x 0-24 = 3-63, 0-13 x 0-25 = 3-76, 0-13 x 0-26 = 4-6, 0-13 x 0-27 = 4-19, 0-13 x 0-28 = 4-32, 0-13 x 0-29 = 4-45, 0-13 x 0-30 = 4-58, 0-13 x 0-31 = 4-71, 0-13 x 0-32 = 5-1, 0-13 x 0-33 = 5-14, 0-13 x 0-34 = 5-27, 0-13 x 0-35 = 5-40, 0-13 x 0-36 = 5-53, 0-13 x 0-37 = 5-66, 0-13 x 0-38 = 5-79, 0-13 x 0-39 = 6-9, 0-13 x 0-40 = 6-22, 0-13 x 0-41 = 6-35, 0-13 x 0-42 = 6-48, 0-13 x 0-43 = 6-61, 0-13 x 0-44 = 6-74, 0-13 x 0-45 = 7-4, 0-13 x 0-46 = 7-17, 0-13 x 0-47 = 7-30, 0-13 x 0-48 = 7-43, 0-13 x 0-49 = 7-56, 0-13 x 0-50 = 7-69, 0-13 x 0-51 = 7-82, 0-13 x 0-52 = 8-12, 0-13 x 0-53 = 8-25, 0-13 x 0-54 = 8-38, 0-13 x 0-55 = 8-51, 0-13 x 0-56 = 8-64, 0-13 x 0-57 = 8-77, 0-13 x 0-58 = 9-7, 0-13 x 0-59 = 9-20, 0-13 x 0-60 = 9-33, 0-13 x 0-61 = 9-46, 0-13 x 0-62 = 9-59, 0-13 x 0-63 = 9-72, 0-13 x 0-64 = 10-2, 0-13 x 0-65 = 10-15, 0-13 x 0-66 = 10-28, 0-13 x 0-67 = 10-41, 0-13 x 0-68 = 10-54, 0-13 x 0-69 = 10-67, 0-13 x 0-70 = 10-80, 0-13 x 0-71 = 11-10, 0-13 x 0-72 = 11-23, 0-13 x 0-73 = 11-36, 0-13 x 0-74 = 11-49, 0-13 x 0-75 = 11-62, 0-13 x 0-76 = 11-75, 0-13 x 0-77 = 12-5, 0-13 x 0-78 = 12-18, 0-13 x 0-79 = 12-31, 0-13 x 0-80 = 12-44, 0-13 x 0-81 = 12-57, 0-13 x 0-82 = 12-70, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 0-70, 0-14 x 0-6 = 1-1, 0-14 x 0-7 = 1-15, 0-14 x 0-8 = 1-29, 0-14 x 0-9 = 1-43, 0-14 x 0-10 = 1-57, 0-14 x 0-11 = 1-71, 0-14 x 0-12 = 2-2, 0-14 x 0-13 = 2-16, 0-14 x 0-14 = 2-30, 0-14 x 0-15 = 2-44, 0-14 x 0-16 = 2-58, 0-14 x 0-17 = 2-72, 0-14 x 0-18 = 3-3, 0-14 x 0-19 = 3-17, 0-14 x 0-20 = 3-31, 0-14 x 0-21 = 3-45, 0-14 x 0-22 = 3-59, 0-14 x 0-23 = 3-73, 0-14 x 0-24 = 4-4, 0-14 x 0-25 = 4-18, 0-14 x 0-26 = 4-32, 0-14 x 0-27 = 4-46, 0-14 x 0-28 = 4-60, 0-14 x 0-29 = 4-74, 0-14 x 0-30 = 5-5, 0-14 x 0-31 = 5-19, 0-14 x 0-32 = 5-33, 0-14 x 0-33 = 5-47, 0-14 x 0-34 = 5-61, 0-14 x 0-35 = 5-75, 0-14 x 0-36 = 6-6, 0-14 x 0-37 = 6-20, 0-14 x 0-38 = 6-34, 0-14 x 0-39 = 6-48, 0-14 x 0-40 = 6-62, 0-14 x 0-41 = 6-76, 0-14 x 0-42 = 7-7, 0-14 x 0-43 = 7-21, 0-14 x 0-44 = 7-35, 0-14 x 0-45 = 7-49, 0-14 x 0-46 = 7-63, 0-14 x 0-47 = 7-77, 0-14 x 0-48 = 8-8, 0-14 x 0-49 = 8-22, 0-14 x 0-50 = 8-36, 0-14 x 0-51 = 8-50, 0-14 x 0-52 = 8-64, 0-14 x 0-53 = 8-78, 0-14 x 0-54 = 9-9, 0-14 x 0-55 = 9-23, 0-14 x 0-56 = 9-37, 0-14 x 0-57 = 9-51, 0-14 x 0-58 = 9-65, 0-14 x 0-59 = 9-79, 0-14 x 0-60 = 10-10, 0-14 x 0-61 = 10-24, 0-14 x 0-62 = 10-38, 0-14 x 0-63 = 10-52, 0-14 x 0-64 = 10-66, 0-14 x 0-65 = 10-80, 0-14 x 0-66 = 11-11, 0-14 x 0-67 = 11-25, 0-14 x 0-68 = 11-39, 0-14 x 0-69 = 11-53, 0-14 x 0-70 = 11-67, 0-14 x 0-71 = 11-81, 0-14 x 0-72 = 12-12, 0-14 x 0-73 = 12-26, 0-14 x 0-74 = 12-40, 0-14 x 0-75 = 12-54, 0-14 x 0-76 = 12-68, 0-14 x 0-77 = 12-82, 0-14 x 0-78 = 13-13, 0-14 x 0-79 = 13-27, 0-14 x 0-80 = 13-41, 0-14 x 0-81 = 13-55, 0-14 x 0-82 = 13-69, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 0-75, 0-15 x 0-6 = 1-7, 0-15 x 0-7 = 1-22, 0-15 x 0-8 = 1-37, 0-15 x 0-9 = 1-52, 0-15 x 0-10 = 1-67, 0-15 x 0-11 = 1-82, 0-15 x 0-12 = 2-14, 0-15 x 0-13 = 2-29, 0-15 x 0-14 = 2-44, 0-15 x 0-15 = 2-59, 0-15 x 0-16 = 2-74, 0-15 x 0-17 = 3-6, 0-15 x 0-18 = 3-21, 0-15 x 0-19 = 3-36, 0-15 x 0-20 = 3-51, 0-15 x 0-21 = 3-66, 0-15 x 0-22 = 3-81, 0-15 x 0-23 = 4-13, 0-15 x 0-24 = 4-28, 0-15 x 0-25 = 4-43, 0-15 x 0-26 = 4-58, 0-15 x 0-27 = 4-73, 0-15 x 0-28 = 5-5, 0-15 x 0-29 = 5-20, 0-15 x 0-30 = 5-35, 0-15 x 0-31 = 5-50, 0-15 x 0-32 = 5-65, 0-15 x 0-33 = 5-80, 0-15 x 0-34 = 6-12, 0-15 x 0-35 = 6-27, 0-15 x 0-36 = 6-42, 0-15 x 0-37 = 6-57, 0-15 x 0-38 = 6-72, 0-15 x 0-39 = 7-4, 0-15 x 0-40 = 7-19, 0-15 x 0-41 = 7-34, 0-15 x 0-42 = 7-49, 0-15 x 0-43 = 7-64, 0-15 x 0-44 = 7-79, 0-15 x 0-45 = 8-11, 0-15 x 0-46 = 8-26, 0-15 x 0-47 = 8-41, 0-15 x 0-48 = 8-56, 0-15 x 0-49 = 8-71, 0-15 x 0-50 = 9-3, 0-15 x 0-51 = 9-18, 0-15 x 0-52 = 9-33, 0-15 x 0-53 = 9-48, 0-15 x 0-54 = 9-63, 0-15 x 0-55 = 9-78, 0-15 x 0-56 = 10-10, 0-15 x 0-57 = 10-25, 0-15 x 0-58 = 10-40, 0-15 x 0-59 = 10-55, 0-15 x 0-60 = 10-70, 0-15 x 0-61 = 11-2, 0-15 x 0-62 = 11-17, 0-15 x 0-63 = 11-32, 0-15 x 0-64 = 11-47, 0-15 x 0-65 = 11-62, 0-15 x 0-66 = 11-77, 0-15 x 0-67 = 12-9, 0-15 x 0-68 = 12-24, 0-15 x 0-69 = 12-39, 0-15 x 0-70 = 12-54, 0-15 x 0-71 = 12-69, 0-15 x 0-72 = 13-1, 0-15 x 0-73 = 13-16, 0-15 x 0-74 = 13-31, 0-15 x 0-75 = 13-46, 0-15 x 0-76 = 13-61, 0-15 x 0-77 = 13-76, 0-15 x 0-78 = 14-8, 0-15 x 0-79 = 14-23, 0-15 x 0-80 = 14-38, 0-15 x 0-81 = 14-53, 0-15 x 0-82 = 14-68, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 0-64, 0-16 x 0-5 = 0-80, 0-16 x 0-6 = 1-13, 0-16 x 0-7 = 1-29, 0-16 x 0-8 = 1-45, 0-16 x 0-9 = 1-61, 0-16 x 0-10 = 1-77, 0-16 x 0-11 = 2-10, 0-16 x 0-12 = 2-26, 0-16 x 0-13 = 2-42, 0-16 x 0-14 = 2-58, 0-16 x 0-15 = 2-74, 0-16 x 0-16 = 3-7, 0-16 x 0-17 = 3-23, 0-16 x 0-18 = 3-39, 0-16 x 0-19 = 3-55, 0-16 x 0-20 = 3-71, 0-16 x 0-21 = 4-4, 0-16 x 0-22 = 4-20, 0-16 x 0-23 = 4-36, 0-16 x 0-24 = 4-52, 0-16 x 0-25 = 4-68, 0-16 x 0-26 = 5-1, 0-16 x 0-27 = 5-17, 0-16 x 0-28 = 5-33, 0-16 x 0-29 = 5-49, 0-16 x 0-30 = 5-65, 0-16 x 0-31 = 5-81, 0-16 x 0-32 = 6-14, 0-16 x 0-33 = 6-30, 0-16 x 0-34 = 6-46, 0-16 x 0-35 = 6-62, 0-16 x 0-36 = 6-78, 0-16 x 0-37 = 7-11, 0-16 x 0-38 = 7-27, 0-16 x 0-39 = 7-43, 0-16 x 0-40 = 7-59, 0-16 x 0-41 = 7-75, 0-16 x 0-42 = 8-8, 0-16 x 0-43 = 8-24, 0-16 x 0-44 = 8-40, 0-16 x 0-45 = 8-56, 0-16 x 0-46 = 8-72, 0-16 x 0-47 = 9-5, 0-16 x 0-48 = 9-21, 0-16 x 0-49 = 9-37, 0-16 x 0-50 = 9-53, 0-16 x 0-51 = 9-69, 0-16 x 0-52 = 10-2, 0-16 x 0-53 = 10-18, 0-16 x 0-54 = 10-34, 0-16 x 0-55 = 10-50, 0-16 x 0-56 = 10-66, 0-16 x 0-57 = 10-82, 0-16 x 0-58 = 11-15, 0-16 x 0-59 = 11-31, 0-16 x 0-60 = 11-47, 0-16 x 0-61 = 11-63, 0-16 x 0-62 = 11-79, 0-16 x 0-63 = 12-12, 0-16 x 0-64 = 12-28, 0-16 x 0-65 = 12-44, 0-16 x 0-66 = 12-60, 0-16 x 0-67 = 12-76, 0-16 x 0-68 = 13-9, 0-16 x 0-69 = 13-25, 0-16 x 0-70 = 13-41, 0-16 x 0-71 = 13-57, 0-16 x 0-72 = 13-73, 0-16 x 0-73 = 14-6, 0-16 x 0-74 = 14-22, 0-16 x 0-75 = 14-38, 0-16 x 0-76 = 14-54, 0-16 x 0-77 = 14-70, 0-16 x 0-78 = 15-3, 0-16 x 0-79 = 15-19, 0-16 x 0-80 = 15-35, 0-16 x 0-81 = 15-51, 0-16 x 0-82 = 15-67, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 0-68, 0-17 x 0-5 = 1-2, 0-17 x 0-6 = 1-19, 0-17 x 0-7 = 1-36, 0-17 x 0-8 = 1-53, 0-17 x 0-9 = 1-70, 0-17 x 0-10 = 2-4, 0-17 x 0-11 = 2-21, 0-17 x 0-12 = 2-38, 0-17 x 0-13 = 2-55, 0-17 x 0-14 = 2-72, 0-17 x 0-15 = 3-6, 0-17 x 0-16 = 3-23, 0-17 x 0-17 = 3-40, 0-17 x 0-18 = 3-57, 0-17 x 0-19 = 3-74, 0-17 x 0-20 = 4-8, 0-17 x 0-21 = 4-25, 0-17 x 0-22 = 4-42, 0-17 x 0-23 = 4-59, 0-17 x 0-24 = 4-76, 0-17 x 0-25 = 5-10, 0-17 x 0-26 = 5-27, 0-17 x 0-27 = 5-44, 0-17 x 0-28 = 5-61, 0-17 x 0-29 = 5-78, 0-17 x 0-30 = 6-12, 0-17 x 0-31 = 6-29, 0-17 x 0-32 = 6-46, 0-17 x 0-33 = 6-63, 0-17 x 0-34 = 6-80, 0-17 x 0-35 = 7-14, 0-17 x 0-36 = 7-31, 0-17 x 0-37 = 7-48, 0-17 x 0-38 = 7-65, 0-17 x 0-39 = 7-82, 0-17 x 0-40 = 8-16, 0-17 x 0-41 = 8-33, 0-17 x 0-42 = 8-50, 0-17 x 0-43 = 8-67, 0-17 x 0-44 = 9-1, 0-17 x 0-45 = 9-18, 0-17 x 0-46 = 9-35, 0-17 x 0-47 = 9-52, 0-17 x 0-48 = 9-69, 0-17 x 0-49 = 10-3, 0-17 x 0-50 = 10-20, 0-17 x 0-51 = 10-37, 0-17 x 0-52 = 10-54, 0-17 x 0-53 = 10-71, 0-17 x 0-54 = 11-5, 0-17 x 0-55 = 11-22, 0-17 x 0-56 = 11-39, 0-17 x 0-57 = 11-56, 0-17 x 0-58 = 11-73, 0-17 x 0-59 = 12-7, 0-17 x 0-60 = 12-24, 0-17 x 0-61 = 12-41, 0-17 x 0-62 = 12-58, 0-17 x 0-63 = 12-75, 0-17 x 0-64 = 13-9, 0-17 x 0-65 = 13-26, 0-17 x 0-66 = 13-43, 0-17 x 0-67 = 13-60, 0-17 x 0-68 = 13-77, 0-17 x 0-69 = 14-11, 0-17 x 0-70 = 14-28, 0-17 x 0-71 = 14-45, 0-17 x 0-72 = 14-62, 0-17 x 0-73 = 14-79, 0-17 x 0-74 = 15-13, 0-17 x 0-75 = 15-30, 0-17 x 0-76 = 15-47, 0-17 x 0-77 = 15-64, 0-17 x 0-78 = 15-81, 0-17 x 0-79 = 16-15, 0-17 x 0-80 = 16-32, 0-17 x 0-81 = 16-49, 0-17 x 0-82 = 16-66, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 0-72, 0-18 x 0-5 = 1-7, 0-18 x 0-6 = 1-25, 0-18 x 0-7 = 1-43, 0-18 x 0-8 = 1-61, 0-18 x 0-9 = 1-79, 0-18 x 0-10 = 2-14, 0-18 x 0-11 = 2-32, 0-18 x 0-12 = 2-50, 0-18 x 0-13 = 2-68, 0-18 x 0-14 = 3-3, 0-18 x 0-15 = 3-21, 0-18 x 0-16 = 3-39, 0-18 x 0-17 = 3-57, 0-18 x 0-18 = 3-75, 0-18 x 0-19 = 4-10, 0-18 x 0-20 = 4-28, 0-18 x 0-21 = 4-46, 0-18 x 0-22 = 4-64, 0-18 x 0-23 = 4-82, 0-18 x 0-24 = 5-17, 0-18 x 0-25 = 5-35, 0-18 x 0-26 = 5-53, 0-18 x 0-27 = 5-71, 0-18 x 0-28 = 6-6, 0-18 x 0-29 = 6-24, 0-18 x 0-30 = 6-42, 0-18 x 0-31 = 6-60, 0-18 x 0-32 = 6-78, 0-18 x 0-33 = 7-13, 0-18 x 0-34 = 7-31, 0-18 x 0-35 = 7-49, 0-18 x 0-36 = 7-67, 0-18 x 0-37 = 8-2, 0-18 x 0-38 = 8-20, 0-18 x 0-39 = 8-38, 0-18 x 0-40 = 8-56, 0-18 x 0-41 = 8-74, 0-18 x 0-42 = 9-9, 0-18 x 0-43 = 9-27, 0-18 x 0-44 = 9-45, 0-18 x 0-45 = 9-63, 0-18 x 0-46 = 9-81, 0-18 x 0-47 = 10-16, 0-18 x 0-48 = 10-34, 0-18 x 0-49 = 10-52, 0-18 x 0-50 = 10-70, 0-18 x 0-51 = 11-5, 0-18 x 0-52 = 11-23, 0-18 x 0-53 = 11-41, 0-18 x 0-54 = 11-59, 0-18 x 0-55 = 11-77, 0-18 x 0-56 = 12-12, 0-18 x 0-57 = 12-30, 0-18 x 0-58 = 12-48, 0-18 x 0-59 = 12-66, 0-18 x 0-60 = 13-1, 0-18 x 0-61 = 13-19, 0-18 x 0-62 = 13-37, 0-18 x 0-63 = 13-55, 0-18 x 0-64 = 13-73, 0-18 x 0-65 = 14-8, 0-18 x 0-66 = 14-26, 0-18 x 0-67 = 14-44, 0-18 x 0-68 = 14-62, 0-18 x 0-69 = 14-80, 0-18 x 0-70 = 15-15, 0-18 x 0-71 = 15-33, 0-18 x 0-72 = 15-51, 0-18 x 0-73 = 15-69, 0-18 x 0-74 = 16-4, 0-18 x 0-75 = 16-22, 0-18 x 0-76 = 16-40, 0-18 x 0-77 = 16-58, 0-18 x 0-78 = 16-76, 0-18 x 0-79 = 17-11, 0-18 x 0-80 = 17-29, 0-18 x 0-81 = 17-47, 0-18 x 0-82 = 17-65, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 0-76, 0-19 x 0-5 = 1-12, 0-19 x 0-6 = 1-31, 0-19 x 0-7 = 1-50, 0-19 x 0-8 = 1-69, 0-19 x 0-9 = 2-5, 0-19 x 0-10 = 2-24, 0-19 x 0-11 = 2-43, 0-19 x 0-12 = 2-62, 0-19 x 0-13 = 2-81, 0-19 x 0-14 = 3-17, 0-19 x 0-15 = 3-36, 0-19 x 0-16 = 3-55, 0-19 x 0-17 = 3-74, 0-19 x 0-18 = 4-10, 0-19 x 0-19 = 4-29, 0-19 x 0-20 = 4-48, 0-19 x 0-21 = 4-67, 0-19 x 0-22 = 5-3, 0-19 x 0-23 = 5-22, 0-19 x 0-24 = 5-41, 0-19 x 0-25 = 5-60, 0-19 x 0-26 = 5-79, 0-19 x 0-27 = 6-15, 0-19 x 0-28 = 6-34, 0-19 x 0-29 = 6-53, 0-19 x 0-30 = 6-72, 0-19 x 0-31 = 7-8, 0-19 x 0-32 = 7-27, 0-19 x 0-33 = 7-46, 0-19 x 0-34 = 7-65, 0-19 x 0-35 = 8-1, 0-19 x 0-36 = 8-20, 0-19 x 0-37 = 8-39, 0-19 x 0-38 = 8-58, 0-19 x 0-39 = 8-77, 0-19 x 0-40 = 9-13, 0-19 x 0-41 = 9-32, 0-19 x 0-42 = 9-51, 0-19 x 0-43 = 9-70, 0-19 x 0-44 = 10-6, 0-19 x 0-45 = 10-25, 0-19 x 0-46 = 10-44, 0-19 x 0-47 = 10-63, 0-19 x 0-48 = 10-82, 0-19 x 0-49 = 11-18, 0-19 x 0-50 = 11-37, 0-19 x 0-51 = 11-56, 0-19 x 0-52 = 11-75, 0-19 x 0-53 = 12-11, 0-19 x 0-54 = 12-30, 0-19 x 0-55 = 12-49, 0-19 x 0-56 = 12-68, 0-19 x 0-57 = 13-4, 0-19 x 0-58 = 13-23, 0-19 x 0-59 = 13-42, 0-19 x 0-60 = 13-61, 0-19 x 0-61 = 13-80, 0-19 x 0-62 = 14-16, 0-19 x 0-63 = 14-35, 0-19 x 0-64 = 14-54, 0-19 x 0-65 = 14-73, 0-19 x 0-66 = 15-9, 0-19 x 0-67 = 15-28, 0-19 x 0-68 = 15-47, 0-19 x 0-69 = 15-66, 0-19 x 0-70 = 16-2, 0-19 x 0-71 = 16-21, 0-19 x 0-72 = 16-40, 0-19 x 0-73 = 16-59, 0-19 x 0-74 = 16-78, 0-19 x 0-75 = 17-14, 0-19 x 0-76 = 17-33, 0-19 x 0-77 = 17-52, 0-19 x 0-78 = 17-71, 0-19 x 0-79 = 18-7, 0-19 x 0-80 = 18-26, 0-19 x 0-81 = 18-45, 0-19 x 0-82 = 18-64, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 0-80, 0-20 x 0-5 = 1-17, 0-20 x 0-6 = 1-37, 0-20 x 0-7 = 1-57, 0-20 x 0-8 = 1-77, 0-20 x 0-9 = 2-14, 0-20 x 0-10 = 2-34, 0-20 x 0-11 = 2-54, 0-20 x 0-12 = 2-74, 0-20 x 0-13 = 3-11, 0-20 x 0-14 = 3-31, 0-20 x 0-15 = 3-51, 0-20 x 0-16 = 3-71, 0-20 x 0-17 = 4-8, 0-20 x 0-18 = 4-28, 0-20 x 0-19 = 4-48, 0-20 x 0-20 = 4-68, 0-20 x 0-21 = 5-5, 0-20 x 0-22 = 5-25, 0-20 x 0-23 = 5-45, 0-20 x 0-24 = 5-65, 0-20 x 0-25 = 6-2, 0-20 x 0-26 = 6-22, 0-20 x 0-27 = 6-42, 0-20 x 0-28 = 6-62, 0-20 x 0-29 = 6-82, 0-20 x 0-30 = 7-19, 0-20 x 0-31 = 7-39, 0-20 x 0-32 = 7-59, 0-20 x 0-33 = 7-79, 0-20 x 0-34 = 8-16, 0-20 x 0-35 = 8-36, 0-20 x 0-36 = 8-56, 0-20 x 0-37 = 8-76, 0-20 x 0-38 = 9-13, 0-20 x 0-39 = 9-33, 0-20 x 0-40 = 9-53, 0-20 x 0-41 = 9-73, 0-20 x 0-42 = 10-10, 0-20 x 0-43 = 10-30, 0-20 x 0-44 = 10-50, 0-20 x 0-45 = 10-70, 0-20 x 0-46 = 11-7, 0-20 x 0-47 = 11-27, 0-20 x 0-48 = 11-47, 0-20 x 0-49 = 11-67, 0-20 x 0-50 = 12-4, 0-20 x 0-51 = 12-24, 0-20 x 0-52 = 12-44, 0-20 x 0-53 = 12-64, 0-20 x 0-54 = 13-1, 0-20 x 0-55 = 13-21, 0-20 x 0-56 = 13-41, 0-20 x 0-57 = 13-61, 0-20 x 0-58 = 13-81, 0-20 x 0-59 = 14-18, 0-20 x 0-60 = 14-38, 0-20 x 0-61 = 14-58, 0-20 x 0-62 = 14-78, 0-20 x 0-63 = 15-15, 0-20 x 0-64 = 15-35, 0-20 x 0-65 = 15-55, 0-20 x 0-66 = 15-75, 0-20 x 0-67 = 16-12, 0-20 x 0-68 = 16-32, 0-20 x 0-69 = 16-52, 0-20 x 0-70 = 16-72, 0-20 x 0-71 = 17-9, 0-20 x 0-72 = 17-29, 0-20 x 0-73 = 17-49, 0-20 x 0-74 = 17-69, 0-20 x 0-75 = 18-6, 0-20 x 0-76 = 18-26, 0-20 x 0-77 = 18-46, 0-20 x 0-78 = 18-66, 0-20 x 0-79 = 19-3, 0-20 x 0-80 = 19-23, 0-20 x 0-81 = 19-43, 0-20 x 0-82 = 19-63, 
