23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 1-7, 23 x 5 = 1-30, 23 x 6 = 1-53, 23 x 7 = 1-76, 23 x 8 = 2-14, 23 x 9 = 2-37, 23 x 10 = 2-60, 23 x 11 = 2-83, 23 x 12 = 3-21, 23 x 13 = 3-44, 23 x 14 = 3-67, 23 x 15 = 4-5, 23 x 16 = 4-28, 23 x 17 = 4-51, 23 x 18 = 4-74, 23 x 19 = 5-12, 23 x 20 = 5-35, 23 x 21 = 5-58, 23 x 22 = 5-81, 23 x 23 = 6-19, 23 x 24 = 6-42, 23 x 25 = 6-65, 23 x 26 = 7-3, 23 x 27 = 7-26, 23 x 28 = 7-49, 23 x 29 = 7-72, 23 x 30 = 8-10, 23 x 31 = 8-33, 23 x 32 = 8-56, 23 x 33 = 8-79, 23 x 34 = 9-17, 23 x 35 = 9-40, 23 x 36 = 9-63, 23 x 37 = 10-1, 23 x 38 = 10-24, 23 x 39 = 10-47, 23 x 40 = 10-70, 23 x 41 = 11-8, 23 x 42 = 11-31, 23 x 43 = 11-54, 23 x 44 = 11-77, 23 x 45 = 12-15, 23 x 46 = 12-38, 23 x 47 = 12-61, 23 x 48 = 12-84, 23 x 49 = 13-22, 23 x 50 = 13-45, 23 x 51 = 13-68, 23 x 52 = 14-6, 23 x 53 = 14-29, 23 x 54 = 14-52, 23 x 55 = 14-75, 23 x 56 = 15-13, 23 x 57 = 15-36, 23 x 58 = 15-59, 23 x 59 = 15-82, 23 x 60 = 16-20, 23 x 61 = 16-43, 23 x 62 = 16-66, 23 x 63 = 17-4, 23 x 64 = 17-27, 23 x 65 = 17-50, 23 x 66 = 17-73, 23 x 67 = 18-11, 23 x 68 = 18-34, 23 x 69 = 18-57, 23 x 70 = 18-80, 23 x 71 = 19-18, 23 x 72 = 19-41, 23 x 73 = 19-64, 23 x 74 = 20-2, 23 x 75 = 20-25, 23 x 76 = 20-48, 23 x 77 = 20-71, 23 x 78 = 21-9, 23 x 79 = 21-32, 23 x 80 = 21-55, 23 x 81 = 21-78, 23 x 82 = 22-16, 23 x 83 = 22-39, 23 x 84 = 22-62, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 1-11, 24 x 5 = 1-35, 24 x 6 = 1-59, 24 x 7 = 1-83, 24 x 8 = 2-22, 24 x 9 = 2-46, 24 x 10 = 2-70, 24 x 11 = 3-9, 24 x 12 = 3-33, 24 x 13 = 3-57, 24 x 14 = 3-81, 24 x 15 = 4-20, 24 x 16 = 4-44, 24 x 17 = 4-68, 24 x 18 = 5-7, 24 x 19 = 5-31, 24 x 20 = 5-55, 24 x 21 = 5-79, 24 x 22 = 6-18, 24 x 23 = 6-42, 24 x 24 = 6-66, 24 x 25 = 7-5, 24 x 26 = 7-29, 24 x 27 = 7-53, 24 x 28 = 7-77, 24 x 29 = 8-16, 24 x 30 = 8-40, 24 x 31 = 8-64, 24 x 32 = 9-3, 24 x 33 = 9-27, 24 x 34 = 9-51, 24 x 35 = 9-75, 24 x 36 = 10-14, 24 x 37 = 10-38, 24 x 38 = 10-62, 24 x 39 = 11-1, 24 x 40 = 11-25, 24 x 41 = 11-49, 24 x 42 = 11-73, 24 x 43 = 12-12, 24 x 44 = 12-36, 24 x 45 = 12-60, 24 x 46 = 12-84, 24 x 47 = 13-23, 24 x 48 = 13-47, 24 x 49 = 13-71, 24 x 50 = 14-10, 24 x 51 = 14-34, 24 x 52 = 14-58, 24 x 53 = 14-82, 24 x 54 = 15-21, 24 x 55 = 15-45, 24 x 56 = 15-69, 24 x 57 = 16-8, 24 x 58 = 16-32, 24 x 59 = 16-56, 24 x 60 = 16-80, 24 x 61 = 17-19, 24 x 62 = 17-43, 24 x 63 = 17-67, 24 x 64 = 18-6, 24 x 65 = 18-30, 24 x 66 = 18-54, 24 x 67 = 18-78, 24 x 68 = 19-17, 24 x 69 = 19-41, 24 x 70 = 19-65, 24 x 71 = 20-4, 24 x 72 = 20-28, 24 x 73 = 20-52, 24 x 74 = 20-76, 24 x 75 = 21-15, 24 x 76 = 21-39, 24 x 77 = 21-63, 24 x 78 = 22-2, 24 x 79 = 22-26, 24 x 80 = 22-50, 24 x 81 = 22-74, 24 x 82 = 23-13, 24 x 83 = 23-37, 24 x 84 = 23-61, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-15, 25 x 5 = 1-40, 25 x 6 = 1-65, 25 x 7 = 2-5, 25 x 8 = 2-30, 25 x 9 = 2-55, 25 x 10 = 2-80, 25 x 11 = 3-20, 25 x 12 = 3-45, 25 x 13 = 3-70, 25 x 14 = 4-10, 25 x 15 = 4-35, 25 x 16 = 4-60, 25 x 17 = 5-0, 25 x 18 = 5-25, 25 x 19 = 5-50, 25 x 20 = 5-75, 25 x 21 = 6-15, 25 x 22 = 6-40, 25 x 23 = 6-65, 25 x 24 = 7-5, 25 x 25 = 7-30, 25 x 26 = 7-55, 25 x 27 = 7-80, 25 x 28 = 8-20, 25 x 29 = 8-45, 25 x 30 = 8-70, 25 x 31 = 9-10, 25 x 32 = 9-35, 25 x 33 = 9-60, 25 x 34 = 10-0, 25 x 35 = 10-25, 25 x 36 = 10-50, 25 x 37 = 10-75, 25 x 38 = 11-15, 25 x 39 = 11-40, 25 x 40 = 11-65, 25 x 41 = 12-5, 25 x 42 = 12-30, 25 x 43 = 12-55, 25 x 44 = 12-80, 25 x 45 = 13-20, 25 x 46 = 13-45, 25 x 47 = 13-70, 25 x 48 = 14-10, 25 x 49 = 14-35, 25 x 50 = 14-60, 25 x 51 = 15-0, 25 x 52 = 15-25, 25 x 53 = 15-50, 25 x 54 = 15-75, 25 x 55 = 16-15, 25 x 56 = 16-40, 25 x 57 = 16-65, 25 x 58 = 17-5, 25 x 59 = 17-30, 25 x 60 = 17-55, 25 x 61 = 17-80, 25 x 62 = 18-20, 25 x 63 = 18-45, 25 x 64 = 18-70, 25 x 65 = 19-10, 25 x 66 = 19-35, 25 x 67 = 19-60, 25 x 68 = 20-0, 25 x 69 = 20-25, 25 x 70 = 20-50, 25 x 71 = 20-75, 25 x 72 = 21-15, 25 x 73 = 21-40, 25 x 74 = 21-65, 25 x 75 = 22-5, 25 x 76 = 22-30, 25 x 77 = 22-55, 25 x 78 = 22-80, 25 x 79 = 23-20, 25 x 80 = 23-45, 25 x 81 = 23-70, 25 x 82 = 24-10, 25 x 83 = 24-35, 25 x 84 = 24-60, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-19, 26 x 5 = 1-45, 26 x 6 = 1-71, 26 x 7 = 2-12, 26 x 8 = 2-38, 26 x 9 = 2-64, 26 x 10 = 3-5, 26 x 11 = 3-31, 26 x 12 = 3-57, 26 x 13 = 3-83, 26 x 14 = 4-24, 26 x 15 = 4-50, 26 x 16 = 4-76, 26 x 17 = 5-17, 26 x 18 = 5-43, 26 x 19 = 5-69, 26 x 20 = 6-10, 26 x 21 = 6-36, 26 x 22 = 6-62, 26 x 23 = 7-3, 26 x 24 = 7-29, 26 x 25 = 7-55, 26 x 26 = 7-81, 26 x 27 = 8-22, 26 x 28 = 8-48, 26 x 29 = 8-74, 26 x 30 = 9-15, 26 x 31 = 9-41, 26 x 32 = 9-67, 26 x 33 = 10-8, 26 x 34 = 10-34, 26 x 35 = 10-60, 26 x 36 = 11-1, 26 x 37 = 11-27, 26 x 38 = 11-53, 26 x 39 = 11-79, 26 x 40 = 12-20, 26 x 41 = 12-46, 26 x 42 = 12-72, 26 x 43 = 13-13, 26 x 44 = 13-39, 26 x 45 = 13-65, 26 x 46 = 14-6, 26 x 47 = 14-32, 26 x 48 = 14-58, 26 x 49 = 14-84, 26 x 50 = 15-25, 26 x 51 = 15-51, 26 x 52 = 15-77, 26 x 53 = 16-18, 26 x 54 = 16-44, 26 x 55 = 16-70, 26 x 56 = 17-11, 26 x 57 = 17-37, 26 x 58 = 17-63, 26 x 59 = 18-4, 26 x 60 = 18-30, 26 x 61 = 18-56, 26 x 62 = 18-82, 26 x 63 = 19-23, 26 x 64 = 19-49, 26 x 65 = 19-75, 26 x 66 = 20-16, 26 x 67 = 20-42, 26 x 68 = 20-68, 26 x 69 = 21-9, 26 x 70 = 21-35, 26 x 71 = 21-61, 26 x 72 = 22-2, 26 x 73 = 22-28, 26 x 74 = 22-54, 26 x 75 = 22-80, 26 x 76 = 23-21, 26 x 77 = 23-47, 26 x 78 = 23-73, 26 x 79 = 24-14, 26 x 80 = 24-40, 26 x 81 = 24-66, 26 x 82 = 25-7, 26 x 83 = 25-33, 26 x 84 = 25-59, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-23, 27 x 5 = 1-50, 27 x 6 = 1-77, 27 x 7 = 2-19, 27 x 8 = 2-46, 27 x 9 = 2-73, 27 x 10 = 3-15, 27 x 11 = 3-42, 27 x 12 = 3-69, 27 x 13 = 4-11, 27 x 14 = 4-38, 27 x 15 = 4-65, 27 x 16 = 5-7, 27 x 17 = 5-34, 27 x 18 = 5-61, 27 x 19 = 6-3, 27 x 20 = 6-30, 27 x 21 = 6-57, 27 x 22 = 6-84, 27 x 23 = 7-26, 27 x 24 = 7-53, 27 x 25 = 7-80, 27 x 26 = 8-22, 27 x 27 = 8-49, 27 x 28 = 8-76, 27 x 29 = 9-18, 27 x 30 = 9-45, 27 x 31 = 9-72, 27 x 32 = 10-14, 27 x 33 = 10-41, 27 x 34 = 10-68, 27 x 35 = 11-10, 27 x 36 = 11-37, 27 x 37 = 11-64, 27 x 38 = 12-6, 27 x 39 = 12-33, 27 x 40 = 12-60, 27 x 41 = 13-2, 27 x 42 = 13-29, 27 x 43 = 13-56, 27 x 44 = 13-83, 27 x 45 = 14-25, 27 x 46 = 14-52, 27 x 47 = 14-79, 27 x 48 = 15-21, 27 x 49 = 15-48, 27 x 50 = 15-75, 27 x 51 = 16-17, 27 x 52 = 16-44, 27 x 53 = 16-71, 27 x 54 = 17-13, 27 x 55 = 17-40, 27 x 56 = 17-67, 27 x 57 = 18-9, 27 x 58 = 18-36, 27 x 59 = 18-63, 27 x 60 = 19-5, 27 x 61 = 19-32, 27 x 62 = 19-59, 27 x 63 = 20-1, 27 x 64 = 20-28, 27 x 65 = 20-55, 27 x 66 = 20-82, 27 x 67 = 21-24, 27 x 68 = 21-51, 27 x 69 = 21-78, 27 x 70 = 22-20, 27 x 71 = 22-47, 27 x 72 = 22-74, 27 x 73 = 23-16, 27 x 74 = 23-43, 27 x 75 = 23-70, 27 x 76 = 24-12, 27 x 77 = 24-39, 27 x 78 = 24-66, 27 x 79 = 25-8, 27 x 80 = 25-35, 27 x 81 = 25-62, 27 x 82 = 26-4, 27 x 83 = 26-31, 27 x 84 = 26-58, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-27, 28 x 5 = 1-55, 28 x 6 = 1-83, 28 x 7 = 2-26, 28 x 8 = 2-54, 28 x 9 = 2-82, 28 x 10 = 3-25, 28 x 11 = 3-53, 28 x 12 = 3-81, 28 x 13 = 4-24, 28 x 14 = 4-52, 28 x 15 = 4-80, 28 x 16 = 5-23, 28 x 17 = 5-51, 28 x 18 = 5-79, 28 x 19 = 6-22, 28 x 20 = 6-50, 28 x 21 = 6-78, 28 x 22 = 7-21, 28 x 23 = 7-49, 28 x 24 = 7-77, 28 x 25 = 8-20, 28 x 26 = 8-48, 28 x 27 = 8-76, 28 x 28 = 9-19, 28 x 29 = 9-47, 28 x 30 = 9-75, 28 x 31 = 10-18, 28 x 32 = 10-46, 28 x 33 = 10-74, 28 x 34 = 11-17, 28 x 35 = 11-45, 28 x 36 = 11-73, 28 x 37 = 12-16, 28 x 38 = 12-44, 28 x 39 = 12-72, 28 x 40 = 13-15, 28 x 41 = 13-43, 28 x 42 = 13-71, 28 x 43 = 14-14, 28 x 44 = 14-42, 28 x 45 = 14-70, 28 x 46 = 15-13, 28 x 47 = 15-41, 28 x 48 = 15-69, 28 x 49 = 16-12, 28 x 50 = 16-40, 28 x 51 = 16-68, 28 x 52 = 17-11, 28 x 53 = 17-39, 28 x 54 = 17-67, 28 x 55 = 18-10, 28 x 56 = 18-38, 28 x 57 = 18-66, 28 x 58 = 19-9, 28 x 59 = 19-37, 28 x 60 = 19-65, 28 x 61 = 20-8, 28 x 62 = 20-36, 28 x 63 = 20-64, 28 x 64 = 21-7, 28 x 65 = 21-35, 28 x 66 = 21-63, 28 x 67 = 22-6, 28 x 68 = 22-34, 28 x 69 = 22-62, 28 x 70 = 23-5, 28 x 71 = 23-33, 28 x 72 = 23-61, 28 x 73 = 24-4, 28 x 74 = 24-32, 28 x 75 = 24-60, 28 x 76 = 25-3, 28 x 77 = 25-31, 28 x 78 = 25-59, 28 x 79 = 26-2, 28 x 80 = 26-30, 28 x 81 = 26-58, 28 x 82 = 27-1, 28 x 83 = 27-29, 28 x 84 = 27-57, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 1-2, 29 x 4 = 1-31, 29 x 5 = 1-60, 29 x 6 = 2-4, 29 x 7 = 2-33, 29 x 8 = 2-62, 29 x 9 = 3-6, 29 x 10 = 3-35, 29 x 11 = 3-64, 29 x 12 = 4-8, 29 x 13 = 4-37, 29 x 14 = 4-66, 29 x 15 = 5-10, 29 x 16 = 5-39, 29 x 17 = 5-68, 29 x 18 = 6-12, 29 x 19 = 6-41, 29 x 20 = 6-70, 29 x 21 = 7-14, 29 x 22 = 7-43, 29 x 23 = 7-72, 29 x 24 = 8-16, 29 x 25 = 8-45, 29 x 26 = 8-74, 29 x 27 = 9-18, 29 x 28 = 9-47, 29 x 29 = 9-76, 29 x 30 = 10-20, 29 x 31 = 10-49, 29 x 32 = 10-78, 29 x 33 = 11-22, 29 x 34 = 11-51, 29 x 35 = 11-80, 29 x 36 = 12-24, 29 x 37 = 12-53, 29 x 38 = 12-82, 29 x 39 = 13-26, 29 x 40 = 13-55, 29 x 41 = 13-84, 29 x 42 = 14-28, 29 x 43 = 14-57, 29 x 44 = 15-1, 29 x 45 = 15-30, 29 x 46 = 15-59, 29 x 47 = 16-3, 29 x 48 = 16-32, 29 x 49 = 16-61, 29 x 50 = 17-5, 29 x 51 = 17-34, 29 x 52 = 17-63, 29 x 53 = 18-7, 29 x 54 = 18-36, 29 x 55 = 18-65, 29 x 56 = 19-9, 29 x 57 = 19-38, 29 x 58 = 19-67, 29 x 59 = 20-11, 29 x 60 = 20-40, 29 x 61 = 20-69, 29 x 62 = 21-13, 29 x 63 = 21-42, 29 x 64 = 21-71, 29 x 65 = 22-15, 29 x 66 = 22-44, 29 x 67 = 22-73, 29 x 68 = 23-17, 29 x 69 = 23-46, 29 x 70 = 23-75, 29 x 71 = 24-19, 29 x 72 = 24-48, 29 x 73 = 24-77, 29 x 74 = 25-21, 29 x 75 = 25-50, 29 x 76 = 25-79, 29 x 77 = 26-23, 29 x 78 = 26-52, 29 x 79 = 26-81, 29 x 80 = 27-25, 29 x 81 = 27-54, 29 x 82 = 27-83, 29 x 83 = 28-27, 29 x 84 = 28-56, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 1-5, 30 x 4 = 1-35, 30 x 5 = 1-65, 30 x 6 = 2-10, 30 x 7 = 2-40, 30 x 8 = 2-70, 30 x 9 = 3-15, 30 x 10 = 3-45, 30 x 11 = 3-75, 30 x 12 = 4-20, 30 x 13 = 4-50, 30 x 14 = 4-80, 30 x 15 = 5-25, 30 x 16 = 5-55, 30 x 17 = 6-0, 30 x 18 = 6-30, 30 x 19 = 6-60, 30 x 20 = 7-5, 30 x 21 = 7-35, 30 x 22 = 7-65, 30 x 23 = 8-10, 30 x 24 = 8-40, 30 x 25 = 8-70, 30 x 26 = 9-15, 30 x 27 = 9-45, 30 x 28 = 9-75, 30 x 29 = 10-20, 30 x 30 = 10-50, 30 x 31 = 10-80, 30 x 32 = 11-25, 30 x 33 = 11-55, 30 x 34 = 12-0, 30 x 35 = 12-30, 30 x 36 = 12-60, 30 x 37 = 13-5, 30 x 38 = 13-35, 30 x 39 = 13-65, 30 x 40 = 14-10, 30 x 41 = 14-40, 30 x 42 = 14-70, 30 x 43 = 15-15, 30 x 44 = 15-45, 30 x 45 = 15-75, 30 x 46 = 16-20, 30 x 47 = 16-50, 30 x 48 = 16-80, 30 x 49 = 17-25, 30 x 50 = 17-55, 30 x 51 = 18-0, 30 x 52 = 18-30, 30 x 53 = 18-60, 30 x 54 = 19-5, 30 x 55 = 19-35, 30 x 56 = 19-65, 30 x 57 = 20-10, 30 x 58 = 20-40, 30 x 59 = 20-70, 30 x 60 = 21-15, 30 x 61 = 21-45, 30 x 62 = 21-75, 30 x 63 = 22-20, 30 x 64 = 22-50, 30 x 65 = 22-80, 30 x 66 = 23-25, 30 x 67 = 23-55, 30 x 68 = 24-0, 30 x 69 = 24-30, 30 x 70 = 24-60, 30 x 71 = 25-5, 30 x 72 = 25-35, 30 x 73 = 25-65, 30 x 74 = 26-10, 30 x 75 = 26-40, 30 x 76 = 26-70, 30 x 77 = 27-15, 30 x 78 = 27-45, 30 x 79 = 27-75, 30 x 80 = 28-20, 30 x 81 = 28-50, 30 x 82 = 28-80, 30 x 83 = 29-25, 30 x 84 = 29-55, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 1-8, 31 x 4 = 1-39, 31 x 5 = 1-70, 31 x 6 = 2-16, 31 x 7 = 2-47, 31 x 8 = 2-78, 31 x 9 = 3-24, 31 x 10 = 3-55, 31 x 11 = 4-1, 31 x 12 = 4-32, 31 x 13 = 4-63, 31 x 14 = 5-9, 31 x 15 = 5-40, 31 x 16 = 5-71, 31 x 17 = 6-17, 31 x 18 = 6-48, 31 x 19 = 6-79, 31 x 20 = 7-25, 31 x 21 = 7-56, 31 x 22 = 8-2, 31 x 23 = 8-33, 31 x 24 = 8-64, 31 x 25 = 9-10, 31 x 26 = 9-41, 31 x 27 = 9-72, 31 x 28 = 10-18, 31 x 29 = 10-49, 31 x 30 = 10-80, 31 x 31 = 11-26, 31 x 32 = 11-57, 31 x 33 = 12-3, 31 x 34 = 12-34, 31 x 35 = 12-65, 31 x 36 = 13-11, 31 x 37 = 13-42, 31 x 38 = 13-73, 31 x 39 = 14-19, 31 x 40 = 14-50, 31 x 41 = 14-81, 31 x 42 = 15-27, 31 x 43 = 15-58, 31 x 44 = 16-4, 31 x 45 = 16-35, 31 x 46 = 16-66, 31 x 47 = 17-12, 31 x 48 = 17-43, 31 x 49 = 17-74, 31 x 50 = 18-20, 31 x 51 = 18-51, 31 x 52 = 18-82, 31 x 53 = 19-28, 31 x 54 = 19-59, 31 x 55 = 20-5, 31 x 56 = 20-36, 31 x 57 = 20-67, 31 x 58 = 21-13, 31 x 59 = 21-44, 31 x 60 = 21-75, 31 x 61 = 22-21, 31 x 62 = 22-52, 31 x 63 = 22-83, 31 x 64 = 23-29, 31 x 65 = 23-60, 31 x 66 = 24-6, 31 x 67 = 24-37, 31 x 68 = 24-68, 31 x 69 = 25-14, 31 x 70 = 25-45, 31 x 71 = 25-76, 31 x 72 = 26-22, 31 x 73 = 26-53, 31 x 74 = 26-84, 31 x 75 = 27-30, 31 x 76 = 27-61, 31 x 77 = 28-7, 31 x 78 = 28-38, 31 x 79 = 28-69, 31 x 80 = 29-15, 31 x 81 = 29-46, 31 x 82 = 29-77, 31 x 83 = 30-23, 31 x 84 = 30-54, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-11, 32 x 4 = 1-43, 32 x 5 = 1-75, 32 x 6 = 2-22, 32 x 7 = 2-54, 32 x 8 = 3-1, 32 x 9 = 3-33, 32 x 10 = 3-65, 32 x 11 = 4-12, 32 x 12 = 4-44, 32 x 13 = 4-76, 32 x 14 = 5-23, 32 x 15 = 5-55, 32 x 16 = 6-2, 32 x 17 = 6-34, 32 x 18 = 6-66, 32 x 19 = 7-13, 32 x 20 = 7-45, 32 x 21 = 7-77, 32 x 22 = 8-24, 32 x 23 = 8-56, 32 x 24 = 9-3, 32 x 25 = 9-35, 32 x 26 = 9-67, 32 x 27 = 10-14, 32 x 28 = 10-46, 32 x 29 = 10-78, 32 x 30 = 11-25, 32 x 31 = 11-57, 32 x 32 = 12-4, 32 x 33 = 12-36, 32 x 34 = 12-68, 32 x 35 = 13-15, 32 x 36 = 13-47, 32 x 37 = 13-79, 32 x 38 = 14-26, 32 x 39 = 14-58, 32 x 40 = 15-5, 32 x 41 = 15-37, 32 x 42 = 15-69, 32 x 43 = 16-16, 32 x 44 = 16-48, 32 x 45 = 16-80, 32 x 46 = 17-27, 32 x 47 = 17-59, 32 x 48 = 18-6, 32 x 49 = 18-38, 32 x 50 = 18-70, 32 x 51 = 19-17, 32 x 52 = 19-49, 32 x 53 = 19-81, 32 x 54 = 20-28, 32 x 55 = 20-60, 32 x 56 = 21-7, 32 x 57 = 21-39, 32 x 58 = 21-71, 32 x 59 = 22-18, 32 x 60 = 22-50, 32 x 61 = 22-82, 32 x 62 = 23-29, 32 x 63 = 23-61, 32 x 64 = 24-8, 32 x 65 = 24-40, 32 x 66 = 24-72, 32 x 67 = 25-19, 32 x 68 = 25-51, 32 x 69 = 25-83, 32 x 70 = 26-30, 32 x 71 = 26-62, 32 x 72 = 27-9, 32 x 73 = 27-41, 32 x 74 = 27-73, 32 x 75 = 28-20, 32 x 76 = 28-52, 32 x 77 = 28-84, 32 x 78 = 29-31, 32 x 79 = 29-63, 32 x 80 = 30-10, 32 x 81 = 30-42, 32 x 82 = 30-74, 32 x 83 = 31-21, 32 x 84 = 31-53, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-14, 33 x 4 = 1-47, 33 x 5 = 1-80, 33 x 6 = 2-28, 33 x 7 = 2-61, 33 x 8 = 3-9, 33 x 9 = 3-42, 33 x 10 = 3-75, 33 x 11 = 4-23, 33 x 12 = 4-56, 33 x 13 = 5-4, 33 x 14 = 5-37, 33 x 15 = 5-70, 33 x 16 = 6-18, 33 x 17 = 6-51, 33 x 18 = 6-84, 33 x 19 = 7-32, 33 x 20 = 7-65, 33 x 21 = 8-13, 33 x 22 = 8-46, 33 x 23 = 8-79, 33 x 24 = 9-27, 33 x 25 = 9-60, 33 x 26 = 10-8, 33 x 27 = 10-41, 33 x 28 = 10-74, 33 x 29 = 11-22, 33 x 30 = 11-55, 33 x 31 = 12-3, 33 x 32 = 12-36, 33 x 33 = 12-69, 33 x 34 = 13-17, 33 x 35 = 13-50, 33 x 36 = 13-83, 33 x 37 = 14-31, 33 x 38 = 14-64, 33 x 39 = 15-12, 33 x 40 = 15-45, 33 x 41 = 15-78, 33 x 42 = 16-26, 33 x 43 = 16-59, 33 x 44 = 17-7, 33 x 45 = 17-40, 33 x 46 = 17-73, 33 x 47 = 18-21, 33 x 48 = 18-54, 33 x 49 = 19-2, 33 x 50 = 19-35, 33 x 51 = 19-68, 33 x 52 = 20-16, 33 x 53 = 20-49, 33 x 54 = 20-82, 33 x 55 = 21-30, 33 x 56 = 21-63, 33 x 57 = 22-11, 33 x 58 = 22-44, 33 x 59 = 22-77, 33 x 60 = 23-25, 33 x 61 = 23-58, 33 x 62 = 24-6, 33 x 63 = 24-39, 33 x 64 = 24-72, 33 x 65 = 25-20, 33 x 66 = 25-53, 33 x 67 = 26-1, 33 x 68 = 26-34, 33 x 69 = 26-67, 33 x 70 = 27-15, 33 x 71 = 27-48, 33 x 72 = 27-81, 33 x 73 = 28-29, 33 x 74 = 28-62, 33 x 75 = 29-10, 33 x 76 = 29-43, 33 x 77 = 29-76, 33 x 78 = 30-24, 33 x 79 = 30-57, 33 x 80 = 31-5, 33 x 81 = 31-38, 33 x 82 = 31-71, 33 x 83 = 32-19, 33 x 84 = 32-52, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-17, 34 x 4 = 1-51, 34 x 5 = 2-0, 34 x 6 = 2-34, 34 x 7 = 2-68, 34 x 8 = 3-17, 34 x 9 = 3-51, 34 x 10 = 4-0, 34 x 11 = 4-34, 34 x 12 = 4-68, 34 x 13 = 5-17, 34 x 14 = 5-51, 34 x 15 = 6-0, 34 x 16 = 6-34, 34 x 17 = 6-68, 34 x 18 = 7-17, 34 x 19 = 7-51, 34 x 20 = 8-0, 34 x 21 = 8-34, 34 x 22 = 8-68, 34 x 23 = 9-17, 34 x 24 = 9-51, 34 x 25 = 10-0, 34 x 26 = 10-34, 34 x 27 = 10-68, 34 x 28 = 11-17, 34 x 29 = 11-51, 34 x 30 = 12-0, 34 x 31 = 12-34, 34 x 32 = 12-68, 34 x 33 = 13-17, 34 x 34 = 13-51, 34 x 35 = 14-0, 34 x 36 = 14-34, 34 x 37 = 14-68, 34 x 38 = 15-17, 34 x 39 = 15-51, 34 x 40 = 16-0, 34 x 41 = 16-34, 34 x 42 = 16-68, 34 x 43 = 17-17, 34 x 44 = 17-51, 34 x 45 = 18-0, 34 x 46 = 18-34, 34 x 47 = 18-68, 34 x 48 = 19-17, 34 x 49 = 19-51, 34 x 50 = 20-0, 34 x 51 = 20-34, 34 x 52 = 20-68, 34 x 53 = 21-17, 34 x 54 = 21-51, 34 x 55 = 22-0, 34 x 56 = 22-34, 34 x 57 = 22-68, 34 x 58 = 23-17, 34 x 59 = 23-51, 34 x 60 = 24-0, 34 x 61 = 24-34, 34 x 62 = 24-68, 34 x 63 = 25-17, 34 x 64 = 25-51, 34 x 65 = 26-0, 34 x 66 = 26-34, 34 x 67 = 26-68, 34 x 68 = 27-17, 34 x 69 = 27-51, 34 x 70 = 28-0, 34 x 71 = 28-34, 34 x 72 = 28-68, 34 x 73 = 29-17, 34 x 74 = 29-51, 34 x 75 = 30-0, 34 x 76 = 30-34, 34 x 77 = 30-68, 34 x 78 = 31-17, 34 x 79 = 31-51, 34 x 80 = 32-0, 34 x 81 = 32-34, 34 x 82 = 32-68, 34 x 83 = 33-17, 34 x 84 = 33-51, 
