11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 1-3, 11 x 9 = 1-14, 11 x 10 = 1-25, 11 x 11 = 1-36, 11 x 12 = 1-47, 11 x 13 = 1-58, 11 x 14 = 1-69, 11 x 15 = 1-80, 11 x 16 = 2-6, 11 x 17 = 2-17, 11 x 18 = 2-28, 11 x 19 = 2-39, 11 x 20 = 2-50, 11 x 21 = 2-61, 11 x 22 = 2-72, 11 x 23 = 2-83, 11 x 24 = 3-9, 11 x 25 = 3-20, 11 x 26 = 3-31, 11 x 27 = 3-42, 11 x 28 = 3-53, 11 x 29 = 3-64, 11 x 30 = 3-75, 11 x 31 = 4-1, 11 x 32 = 4-12, 11 x 33 = 4-23, 11 x 34 = 4-34, 11 x 35 = 4-45, 11 x 36 = 4-56, 11 x 37 = 4-67, 11 x 38 = 4-78, 11 x 39 = 5-4, 11 x 40 = 5-15, 11 x 41 = 5-26, 11 x 42 = 5-37, 11 x 43 = 5-48, 11 x 44 = 5-59, 11 x 45 = 5-70, 11 x 46 = 5-81, 11 x 47 = 6-7, 11 x 48 = 6-18, 11 x 49 = 6-29, 11 x 50 = 6-40, 11 x 51 = 6-51, 11 x 52 = 6-62, 11 x 53 = 6-73, 11 x 54 = 6-84, 11 x 55 = 7-10, 11 x 56 = 7-21, 11 x 57 = 7-32, 11 x 58 = 7-43, 11 x 59 = 7-54, 11 x 60 = 7-65, 11 x 61 = 7-76, 11 x 62 = 8-2, 11 x 63 = 8-13, 11 x 64 = 8-24, 11 x 65 = 8-35, 11 x 66 = 8-46, 11 x 67 = 8-57, 11 x 68 = 8-68, 11 x 69 = 8-79, 11 x 70 = 9-5, 11 x 71 = 9-16, 11 x 72 = 9-27, 11 x 73 = 9-38, 11 x 74 = 9-49, 11 x 75 = 9-60, 11 x 76 = 9-71, 11 x 77 = 9-82, 11 x 78 = 10-8, 11 x 79 = 10-19, 11 x 80 = 10-30, 11 x 81 = 10-41, 11 x 82 = 10-52, 11 x 83 = 10-63, 11 x 84 = 10-74, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 1-11, 12 x 9 = 1-23, 12 x 10 = 1-35, 12 x 11 = 1-47, 12 x 12 = 1-59, 12 x 13 = 1-71, 12 x 14 = 1-83, 12 x 15 = 2-10, 12 x 16 = 2-22, 12 x 17 = 2-34, 12 x 18 = 2-46, 12 x 19 = 2-58, 12 x 20 = 2-70, 12 x 21 = 2-82, 12 x 22 = 3-9, 12 x 23 = 3-21, 12 x 24 = 3-33, 12 x 25 = 3-45, 12 x 26 = 3-57, 12 x 27 = 3-69, 12 x 28 = 3-81, 12 x 29 = 4-8, 12 x 30 = 4-20, 12 x 31 = 4-32, 12 x 32 = 4-44, 12 x 33 = 4-56, 12 x 34 = 4-68, 12 x 35 = 4-80, 12 x 36 = 5-7, 12 x 37 = 5-19, 12 x 38 = 5-31, 12 x 39 = 5-43, 12 x 40 = 5-55, 12 x 41 = 5-67, 12 x 42 = 5-79, 12 x 43 = 6-6, 12 x 44 = 6-18, 12 x 45 = 6-30, 12 x 46 = 6-42, 12 x 47 = 6-54, 12 x 48 = 6-66, 12 x 49 = 6-78, 12 x 50 = 7-5, 12 x 51 = 7-17, 12 x 52 = 7-29, 12 x 53 = 7-41, 12 x 54 = 7-53, 12 x 55 = 7-65, 12 x 56 = 7-77, 12 x 57 = 8-4, 12 x 58 = 8-16, 12 x 59 = 8-28, 12 x 60 = 8-40, 12 x 61 = 8-52, 12 x 62 = 8-64, 12 x 63 = 8-76, 12 x 64 = 9-3, 12 x 65 = 9-15, 12 x 66 = 9-27, 12 x 67 = 9-39, 12 x 68 = 9-51, 12 x 69 = 9-63, 12 x 70 = 9-75, 12 x 71 = 10-2, 12 x 72 = 10-14, 12 x 73 = 10-26, 12 x 74 = 10-38, 12 x 75 = 10-50, 12 x 76 = 10-62, 12 x 77 = 10-74, 12 x 78 = 11-1, 12 x 79 = 11-13, 12 x 80 = 11-25, 12 x 81 = 11-37, 12 x 82 = 11-49, 12 x 83 = 11-61, 12 x 84 = 11-73, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 1-6, 13 x 8 = 1-19, 13 x 9 = 1-32, 13 x 10 = 1-45, 13 x 11 = 1-58, 13 x 12 = 1-71, 13 x 13 = 1-84, 13 x 14 = 2-12, 13 x 15 = 2-25, 13 x 16 = 2-38, 13 x 17 = 2-51, 13 x 18 = 2-64, 13 x 19 = 2-77, 13 x 20 = 3-5, 13 x 21 = 3-18, 13 x 22 = 3-31, 13 x 23 = 3-44, 13 x 24 = 3-57, 13 x 25 = 3-70, 13 x 26 = 3-83, 13 x 27 = 4-11, 13 x 28 = 4-24, 13 x 29 = 4-37, 13 x 30 = 4-50, 13 x 31 = 4-63, 13 x 32 = 4-76, 13 x 33 = 5-4, 13 x 34 = 5-17, 13 x 35 = 5-30, 13 x 36 = 5-43, 13 x 37 = 5-56, 13 x 38 = 5-69, 13 x 39 = 5-82, 13 x 40 = 6-10, 13 x 41 = 6-23, 13 x 42 = 6-36, 13 x 43 = 6-49, 13 x 44 = 6-62, 13 x 45 = 6-75, 13 x 46 = 7-3, 13 x 47 = 7-16, 13 x 48 = 7-29, 13 x 49 = 7-42, 13 x 50 = 7-55, 13 x 51 = 7-68, 13 x 52 = 7-81, 13 x 53 = 8-9, 13 x 54 = 8-22, 13 x 55 = 8-35, 13 x 56 = 8-48, 13 x 57 = 8-61, 13 x 58 = 8-74, 13 x 59 = 9-2, 13 x 60 = 9-15, 13 x 61 = 9-28, 13 x 62 = 9-41, 13 x 63 = 9-54, 13 x 64 = 9-67, 13 x 65 = 9-80, 13 x 66 = 10-8, 13 x 67 = 10-21, 13 x 68 = 10-34, 13 x 69 = 10-47, 13 x 70 = 10-60, 13 x 71 = 10-73, 13 x 72 = 11-1, 13 x 73 = 11-14, 13 x 74 = 11-27, 13 x 75 = 11-40, 13 x 76 = 11-53, 13 x 77 = 11-66, 13 x 78 = 11-79, 13 x 79 = 12-7, 13 x 80 = 12-20, 13 x 81 = 12-33, 13 x 82 = 12-46, 13 x 83 = 12-59, 13 x 84 = 12-72, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 1-13, 14 x 8 = 1-27, 14 x 9 = 1-41, 14 x 10 = 1-55, 14 x 11 = 1-69, 14 x 12 = 1-83, 14 x 13 = 2-12, 14 x 14 = 2-26, 14 x 15 = 2-40, 14 x 16 = 2-54, 14 x 17 = 2-68, 14 x 18 = 2-82, 14 x 19 = 3-11, 14 x 20 = 3-25, 14 x 21 = 3-39, 14 x 22 = 3-53, 14 x 23 = 3-67, 14 x 24 = 3-81, 14 x 25 = 4-10, 14 x 26 = 4-24, 14 x 27 = 4-38, 14 x 28 = 4-52, 14 x 29 = 4-66, 14 x 30 = 4-80, 14 x 31 = 5-9, 14 x 32 = 5-23, 14 x 33 = 5-37, 14 x 34 = 5-51, 14 x 35 = 5-65, 14 x 36 = 5-79, 14 x 37 = 6-8, 14 x 38 = 6-22, 14 x 39 = 6-36, 14 x 40 = 6-50, 14 x 41 = 6-64, 14 x 42 = 6-78, 14 x 43 = 7-7, 14 x 44 = 7-21, 14 x 45 = 7-35, 14 x 46 = 7-49, 14 x 47 = 7-63, 14 x 48 = 7-77, 14 x 49 = 8-6, 14 x 50 = 8-20, 14 x 51 = 8-34, 14 x 52 = 8-48, 14 x 53 = 8-62, 14 x 54 = 8-76, 14 x 55 = 9-5, 14 x 56 = 9-19, 14 x 57 = 9-33, 14 x 58 = 9-47, 14 x 59 = 9-61, 14 x 60 = 9-75, 14 x 61 = 10-4, 14 x 62 = 10-18, 14 x 63 = 10-32, 14 x 64 = 10-46, 14 x 65 = 10-60, 14 x 66 = 10-74, 14 x 67 = 11-3, 14 x 68 = 11-17, 14 x 69 = 11-31, 14 x 70 = 11-45, 14 x 71 = 11-59, 14 x 72 = 11-73, 14 x 73 = 12-2, 14 x 74 = 12-16, 14 x 75 = 12-30, 14 x 76 = 12-44, 14 x 77 = 12-58, 14 x 78 = 12-72, 14 x 79 = 13-1, 14 x 80 = 13-15, 14 x 81 = 13-29, 14 x 82 = 13-43, 14 x 83 = 13-57, 14 x 84 = 13-71, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 1-5, 15 x 7 = 1-20, 15 x 8 = 1-35, 15 x 9 = 1-50, 15 x 10 = 1-65, 15 x 11 = 1-80, 15 x 12 = 2-10, 15 x 13 = 2-25, 15 x 14 = 2-40, 15 x 15 = 2-55, 15 x 16 = 2-70, 15 x 17 = 3-0, 15 x 18 = 3-15, 15 x 19 = 3-30, 15 x 20 = 3-45, 15 x 21 = 3-60, 15 x 22 = 3-75, 15 x 23 = 4-5, 15 x 24 = 4-20, 15 x 25 = 4-35, 15 x 26 = 4-50, 15 x 27 = 4-65, 15 x 28 = 4-80, 15 x 29 = 5-10, 15 x 30 = 5-25, 15 x 31 = 5-40, 15 x 32 = 5-55, 15 x 33 = 5-70, 15 x 34 = 6-0, 15 x 35 = 6-15, 15 x 36 = 6-30, 15 x 37 = 6-45, 15 x 38 = 6-60, 15 x 39 = 6-75, 15 x 40 = 7-5, 15 x 41 = 7-20, 15 x 42 = 7-35, 15 x 43 = 7-50, 15 x 44 = 7-65, 15 x 45 = 7-80, 15 x 46 = 8-10, 15 x 47 = 8-25, 15 x 48 = 8-40, 15 x 49 = 8-55, 15 x 50 = 8-70, 15 x 51 = 9-0, 15 x 52 = 9-15, 15 x 53 = 9-30, 15 x 54 = 9-45, 15 x 55 = 9-60, 15 x 56 = 9-75, 15 x 57 = 10-5, 15 x 58 = 10-20, 15 x 59 = 10-35, 15 x 60 = 10-50, 15 x 61 = 10-65, 15 x 62 = 10-80, 15 x 63 = 11-10, 15 x 64 = 11-25, 15 x 65 = 11-40, 15 x 66 = 11-55, 15 x 67 = 11-70, 15 x 68 = 12-0, 15 x 69 = 12-15, 15 x 70 = 12-30, 15 x 71 = 12-45, 15 x 72 = 12-60, 15 x 73 = 12-75, 15 x 74 = 13-5, 15 x 75 = 13-20, 15 x 76 = 13-35, 15 x 77 = 13-50, 15 x 78 = 13-65, 15 x 79 = 13-80, 15 x 80 = 14-10, 15 x 81 = 14-25, 15 x 82 = 14-40, 15 x 83 = 14-55, 15 x 84 = 14-70, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 1-11, 16 x 7 = 1-27, 16 x 8 = 1-43, 16 x 9 = 1-59, 16 x 10 = 1-75, 16 x 11 = 2-6, 16 x 12 = 2-22, 16 x 13 = 2-38, 16 x 14 = 2-54, 16 x 15 = 2-70, 16 x 16 = 3-1, 16 x 17 = 3-17, 16 x 18 = 3-33, 16 x 19 = 3-49, 16 x 20 = 3-65, 16 x 21 = 3-81, 16 x 22 = 4-12, 16 x 23 = 4-28, 16 x 24 = 4-44, 16 x 25 = 4-60, 16 x 26 = 4-76, 16 x 27 = 5-7, 16 x 28 = 5-23, 16 x 29 = 5-39, 16 x 30 = 5-55, 16 x 31 = 5-71, 16 x 32 = 6-2, 16 x 33 = 6-18, 16 x 34 = 6-34, 16 x 35 = 6-50, 16 x 36 = 6-66, 16 x 37 = 6-82, 16 x 38 = 7-13, 16 x 39 = 7-29, 16 x 40 = 7-45, 16 x 41 = 7-61, 16 x 42 = 7-77, 16 x 43 = 8-8, 16 x 44 = 8-24, 16 x 45 = 8-40, 16 x 46 = 8-56, 16 x 47 = 8-72, 16 x 48 = 9-3, 16 x 49 = 9-19, 16 x 50 = 9-35, 16 x 51 = 9-51, 16 x 52 = 9-67, 16 x 53 = 9-83, 16 x 54 = 10-14, 16 x 55 = 10-30, 16 x 56 = 10-46, 16 x 57 = 10-62, 16 x 58 = 10-78, 16 x 59 = 11-9, 16 x 60 = 11-25, 16 x 61 = 11-41, 16 x 62 = 11-57, 16 x 63 = 11-73, 16 x 64 = 12-4, 16 x 65 = 12-20, 16 x 66 = 12-36, 16 x 67 = 12-52, 16 x 68 = 12-68, 16 x 69 = 12-84, 16 x 70 = 13-15, 16 x 71 = 13-31, 16 x 72 = 13-47, 16 x 73 = 13-63, 16 x 74 = 13-79, 16 x 75 = 14-10, 16 x 76 = 14-26, 16 x 77 = 14-42, 16 x 78 = 14-58, 16 x 79 = 14-74, 16 x 80 = 15-5, 16 x 81 = 15-21, 16 x 82 = 15-37, 16 x 83 = 15-53, 16 x 84 = 15-69, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 1-0, 17 x 6 = 1-17, 17 x 7 = 1-34, 17 x 8 = 1-51, 17 x 9 = 1-68, 17 x 10 = 2-0, 17 x 11 = 2-17, 17 x 12 = 2-34, 17 x 13 = 2-51, 17 x 14 = 2-68, 17 x 15 = 3-0, 17 x 16 = 3-17, 17 x 17 = 3-34, 17 x 18 = 3-51, 17 x 19 = 3-68, 17 x 20 = 4-0, 17 x 21 = 4-17, 17 x 22 = 4-34, 17 x 23 = 4-51, 17 x 24 = 4-68, 17 x 25 = 5-0, 17 x 26 = 5-17, 17 x 27 = 5-34, 17 x 28 = 5-51, 17 x 29 = 5-68, 17 x 30 = 6-0, 17 x 31 = 6-17, 17 x 32 = 6-34, 17 x 33 = 6-51, 17 x 34 = 6-68, 17 x 35 = 7-0, 17 x 36 = 7-17, 17 x 37 = 7-34, 17 x 38 = 7-51, 17 x 39 = 7-68, 17 x 40 = 8-0, 17 x 41 = 8-17, 17 x 42 = 8-34, 17 x 43 = 8-51, 17 x 44 = 8-68, 17 x 45 = 9-0, 17 x 46 = 9-17, 17 x 47 = 9-34, 17 x 48 = 9-51, 17 x 49 = 9-68, 17 x 50 = 10-0, 17 x 51 = 10-17, 17 x 52 = 10-34, 17 x 53 = 10-51, 17 x 54 = 10-68, 17 x 55 = 11-0, 17 x 56 = 11-17, 17 x 57 = 11-34, 17 x 58 = 11-51, 17 x 59 = 11-68, 17 x 60 = 12-0, 17 x 61 = 12-17, 17 x 62 = 12-34, 17 x 63 = 12-51, 17 x 64 = 12-68, 17 x 65 = 13-0, 17 x 66 = 13-17, 17 x 67 = 13-34, 17 x 68 = 13-51, 17 x 69 = 13-68, 17 x 70 = 14-0, 17 x 71 = 14-17, 17 x 72 = 14-34, 17 x 73 = 14-51, 17 x 74 = 14-68, 17 x 75 = 15-0, 17 x 76 = 15-17, 17 x 77 = 15-34, 17 x 78 = 15-51, 17 x 79 = 15-68, 17 x 80 = 16-0, 17 x 81 = 16-17, 17 x 82 = 16-34, 17 x 83 = 16-51, 17 x 84 = 16-68, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 1-5, 18 x 6 = 1-23, 18 x 7 = 1-41, 18 x 8 = 1-59, 18 x 9 = 1-77, 18 x 10 = 2-10, 18 x 11 = 2-28, 18 x 12 = 2-46, 18 x 13 = 2-64, 18 x 14 = 2-82, 18 x 15 = 3-15, 18 x 16 = 3-33, 18 x 17 = 3-51, 18 x 18 = 3-69, 18 x 19 = 4-2, 18 x 20 = 4-20, 18 x 21 = 4-38, 18 x 22 = 4-56, 18 x 23 = 4-74, 18 x 24 = 5-7, 18 x 25 = 5-25, 18 x 26 = 5-43, 18 x 27 = 5-61, 18 x 28 = 5-79, 18 x 29 = 6-12, 18 x 30 = 6-30, 18 x 31 = 6-48, 18 x 32 = 6-66, 18 x 33 = 6-84, 18 x 34 = 7-17, 18 x 35 = 7-35, 18 x 36 = 7-53, 18 x 37 = 7-71, 18 x 38 = 8-4, 18 x 39 = 8-22, 18 x 40 = 8-40, 18 x 41 = 8-58, 18 x 42 = 8-76, 18 x 43 = 9-9, 18 x 44 = 9-27, 18 x 45 = 9-45, 18 x 46 = 9-63, 18 x 47 = 9-81, 18 x 48 = 10-14, 18 x 49 = 10-32, 18 x 50 = 10-50, 18 x 51 = 10-68, 18 x 52 = 11-1, 18 x 53 = 11-19, 18 x 54 = 11-37, 18 x 55 = 11-55, 18 x 56 = 11-73, 18 x 57 = 12-6, 18 x 58 = 12-24, 18 x 59 = 12-42, 18 x 60 = 12-60, 18 x 61 = 12-78, 18 x 62 = 13-11, 18 x 63 = 13-29, 18 x 64 = 13-47, 18 x 65 = 13-65, 18 x 66 = 13-83, 18 x 67 = 14-16, 18 x 68 = 14-34, 18 x 69 = 14-52, 18 x 70 = 14-70, 18 x 71 = 15-3, 18 x 72 = 15-21, 18 x 73 = 15-39, 18 x 74 = 15-57, 18 x 75 = 15-75, 18 x 76 = 16-8, 18 x 77 = 16-26, 18 x 78 = 16-44, 18 x 79 = 16-62, 18 x 80 = 16-80, 18 x 81 = 17-13, 18 x 82 = 17-31, 18 x 83 = 17-49, 18 x 84 = 17-67, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 1-10, 19 x 6 = 1-29, 19 x 7 = 1-48, 19 x 8 = 1-67, 19 x 9 = 2-1, 19 x 10 = 2-20, 19 x 11 = 2-39, 19 x 12 = 2-58, 19 x 13 = 2-77, 19 x 14 = 3-11, 19 x 15 = 3-30, 19 x 16 = 3-49, 19 x 17 = 3-68, 19 x 18 = 4-2, 19 x 19 = 4-21, 19 x 20 = 4-40, 19 x 21 = 4-59, 19 x 22 = 4-78, 19 x 23 = 5-12, 19 x 24 = 5-31, 19 x 25 = 5-50, 19 x 26 = 5-69, 19 x 27 = 6-3, 19 x 28 = 6-22, 19 x 29 = 6-41, 19 x 30 = 6-60, 19 x 31 = 6-79, 19 x 32 = 7-13, 19 x 33 = 7-32, 19 x 34 = 7-51, 19 x 35 = 7-70, 19 x 36 = 8-4, 19 x 37 = 8-23, 19 x 38 = 8-42, 19 x 39 = 8-61, 19 x 40 = 8-80, 19 x 41 = 9-14, 19 x 42 = 9-33, 19 x 43 = 9-52, 19 x 44 = 9-71, 19 x 45 = 10-5, 19 x 46 = 10-24, 19 x 47 = 10-43, 19 x 48 = 10-62, 19 x 49 = 10-81, 19 x 50 = 11-15, 19 x 51 = 11-34, 19 x 52 = 11-53, 19 x 53 = 11-72, 19 x 54 = 12-6, 19 x 55 = 12-25, 19 x 56 = 12-44, 19 x 57 = 12-63, 19 x 58 = 12-82, 19 x 59 = 13-16, 19 x 60 = 13-35, 19 x 61 = 13-54, 19 x 62 = 13-73, 19 x 63 = 14-7, 19 x 64 = 14-26, 19 x 65 = 14-45, 19 x 66 = 14-64, 19 x 67 = 14-83, 19 x 68 = 15-17, 19 x 69 = 15-36, 19 x 70 = 15-55, 19 x 71 = 15-74, 19 x 72 = 16-8, 19 x 73 = 16-27, 19 x 74 = 16-46, 19 x 75 = 16-65, 19 x 76 = 16-84, 19 x 77 = 17-18, 19 x 78 = 17-37, 19 x 79 = 17-56, 19 x 80 = 17-75, 19 x 81 = 18-9, 19 x 82 = 18-28, 19 x 83 = 18-47, 19 x 84 = 18-66, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 1-15, 20 x 6 = 1-35, 20 x 7 = 1-55, 20 x 8 = 1-75, 20 x 9 = 2-10, 20 x 10 = 2-30, 20 x 11 = 2-50, 20 x 12 = 2-70, 20 x 13 = 3-5, 20 x 14 = 3-25, 20 x 15 = 3-45, 20 x 16 = 3-65, 20 x 17 = 4-0, 20 x 18 = 4-20, 20 x 19 = 4-40, 20 x 20 = 4-60, 20 x 21 = 4-80, 20 x 22 = 5-15, 20 x 23 = 5-35, 20 x 24 = 5-55, 20 x 25 = 5-75, 20 x 26 = 6-10, 20 x 27 = 6-30, 20 x 28 = 6-50, 20 x 29 = 6-70, 20 x 30 = 7-5, 20 x 31 = 7-25, 20 x 32 = 7-45, 20 x 33 = 7-65, 20 x 34 = 8-0, 20 x 35 = 8-20, 20 x 36 = 8-40, 20 x 37 = 8-60, 20 x 38 = 8-80, 20 x 39 = 9-15, 20 x 40 = 9-35, 20 x 41 = 9-55, 20 x 42 = 9-75, 20 x 43 = 10-10, 20 x 44 = 10-30, 20 x 45 = 10-50, 20 x 46 = 10-70, 20 x 47 = 11-5, 20 x 48 = 11-25, 20 x 49 = 11-45, 20 x 50 = 11-65, 20 x 51 = 12-0, 20 x 52 = 12-20, 20 x 53 = 12-40, 20 x 54 = 12-60, 20 x 55 = 12-80, 20 x 56 = 13-15, 20 x 57 = 13-35, 20 x 58 = 13-55, 20 x 59 = 13-75, 20 x 60 = 14-10, 20 x 61 = 14-30, 20 x 62 = 14-50, 20 x 63 = 14-70, 20 x 64 = 15-5, 20 x 65 = 15-25, 20 x 66 = 15-45, 20 x 67 = 15-65, 20 x 68 = 16-0, 20 x 69 = 16-20, 20 x 70 = 16-40, 20 x 71 = 16-60, 20 x 72 = 16-80, 20 x 73 = 17-15, 20 x 74 = 17-35, 20 x 75 = 17-55, 20 x 76 = 17-75, 20 x 77 = 18-10, 20 x 78 = 18-30, 20 x 79 = 18-50, 20 x 80 = 18-70, 20 x 81 = 19-5, 20 x 82 = 19-25, 20 x 83 = 19-45, 20 x 84 = 19-65, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-20, 21 x 6 = 1-41, 21 x 7 = 1-62, 21 x 8 = 1-83, 21 x 9 = 2-19, 21 x 10 = 2-40, 21 x 11 = 2-61, 21 x 12 = 2-82, 21 x 13 = 3-18, 21 x 14 = 3-39, 21 x 15 = 3-60, 21 x 16 = 3-81, 21 x 17 = 4-17, 21 x 18 = 4-38, 21 x 19 = 4-59, 21 x 20 = 4-80, 21 x 21 = 5-16, 21 x 22 = 5-37, 21 x 23 = 5-58, 21 x 24 = 5-79, 21 x 25 = 6-15, 21 x 26 = 6-36, 21 x 27 = 6-57, 21 x 28 = 6-78, 21 x 29 = 7-14, 21 x 30 = 7-35, 21 x 31 = 7-56, 21 x 32 = 7-77, 21 x 33 = 8-13, 21 x 34 = 8-34, 21 x 35 = 8-55, 21 x 36 = 8-76, 21 x 37 = 9-12, 21 x 38 = 9-33, 21 x 39 = 9-54, 21 x 40 = 9-75, 21 x 41 = 10-11, 21 x 42 = 10-32, 21 x 43 = 10-53, 21 x 44 = 10-74, 21 x 45 = 11-10, 21 x 46 = 11-31, 21 x 47 = 11-52, 21 x 48 = 11-73, 21 x 49 = 12-9, 21 x 50 = 12-30, 21 x 51 = 12-51, 21 x 52 = 12-72, 21 x 53 = 13-8, 21 x 54 = 13-29, 21 x 55 = 13-50, 21 x 56 = 13-71, 21 x 57 = 14-7, 21 x 58 = 14-28, 21 x 59 = 14-49, 21 x 60 = 14-70, 21 x 61 = 15-6, 21 x 62 = 15-27, 21 x 63 = 15-48, 21 x 64 = 15-69, 21 x 65 = 16-5, 21 x 66 = 16-26, 21 x 67 = 16-47, 21 x 68 = 16-68, 21 x 69 = 17-4, 21 x 70 = 17-25, 21 x 71 = 17-46, 21 x 72 = 17-67, 21 x 73 = 18-3, 21 x 74 = 18-24, 21 x 75 = 18-45, 21 x 76 = 18-66, 21 x 77 = 19-2, 21 x 78 = 19-23, 21 x 79 = 19-44, 21 x 80 = 19-65, 21 x 81 = 20-1, 21 x 82 = 20-22, 21 x 83 = 20-43, 21 x 84 = 20-64, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 1-3, 22 x 5 = 1-25, 22 x 6 = 1-47, 22 x 7 = 1-69, 22 x 8 = 2-6, 22 x 9 = 2-28, 22 x 10 = 2-50, 22 x 11 = 2-72, 22 x 12 = 3-9, 22 x 13 = 3-31, 22 x 14 = 3-53, 22 x 15 = 3-75, 22 x 16 = 4-12, 22 x 17 = 4-34, 22 x 18 = 4-56, 22 x 19 = 4-78, 22 x 20 = 5-15, 22 x 21 = 5-37, 22 x 22 = 5-59, 22 x 23 = 5-81, 22 x 24 = 6-18, 22 x 25 = 6-40, 22 x 26 = 6-62, 22 x 27 = 6-84, 22 x 28 = 7-21, 22 x 29 = 7-43, 22 x 30 = 7-65, 22 x 31 = 8-2, 22 x 32 = 8-24, 22 x 33 = 8-46, 22 x 34 = 8-68, 22 x 35 = 9-5, 22 x 36 = 9-27, 22 x 37 = 9-49, 22 x 38 = 9-71, 22 x 39 = 10-8, 22 x 40 = 10-30, 22 x 41 = 10-52, 22 x 42 = 10-74, 22 x 43 = 11-11, 22 x 44 = 11-33, 22 x 45 = 11-55, 22 x 46 = 11-77, 22 x 47 = 12-14, 22 x 48 = 12-36, 22 x 49 = 12-58, 22 x 50 = 12-80, 22 x 51 = 13-17, 22 x 52 = 13-39, 22 x 53 = 13-61, 22 x 54 = 13-83, 22 x 55 = 14-20, 22 x 56 = 14-42, 22 x 57 = 14-64, 22 x 58 = 15-1, 22 x 59 = 15-23, 22 x 60 = 15-45, 22 x 61 = 15-67, 22 x 62 = 16-4, 22 x 63 = 16-26, 22 x 64 = 16-48, 22 x 65 = 16-70, 22 x 66 = 17-7, 22 x 67 = 17-29, 22 x 68 = 17-51, 22 x 69 = 17-73, 22 x 70 = 18-10, 22 x 71 = 18-32, 22 x 72 = 18-54, 22 x 73 = 18-76, 22 x 74 = 19-13, 22 x 75 = 19-35, 22 x 76 = 19-57, 22 x 77 = 19-79, 22 x 78 = 20-16, 22 x 79 = 20-38, 22 x 80 = 20-60, 22 x 81 = 20-82, 22 x 82 = 21-19, 22 x 83 = 21-41, 22 x 84 = 21-63, 
