22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 0-88, 22 x 5 = 1-18, 22 x 6 = 1-40, 22 x 7 = 1-62, 22 x 8 = 1-84, 22 x 9 = 2-14, 22 x 10 = 2-36, 22 x 11 = 2-58, 22 x 12 = 2-80, 22 x 13 = 3-10, 22 x 14 = 3-32, 22 x 15 = 3-54, 22 x 16 = 3-76, 22 x 17 = 4-6, 22 x 18 = 4-28, 22 x 19 = 4-50, 22 x 20 = 4-72, 22 x 21 = 5-2, 22 x 22 = 5-24, 22 x 23 = 5-46, 22 x 24 = 5-68, 22 x 25 = 5-90, 22 x 26 = 6-20, 22 x 27 = 6-42, 22 x 28 = 6-64, 22 x 29 = 6-86, 22 x 30 = 7-16, 22 x 31 = 7-38, 22 x 32 = 7-60, 22 x 33 = 7-82, 22 x 34 = 8-12, 22 x 35 = 8-34, 22 x 36 = 8-56, 22 x 37 = 8-78, 22 x 38 = 9-8, 22 x 39 = 9-30, 22 x 40 = 9-52, 22 x 41 = 9-74, 22 x 42 = 10-4, 22 x 43 = 10-26, 22 x 44 = 10-48, 22 x 45 = 10-70, 22 x 46 = 11-0, 22 x 47 = 11-22, 22 x 48 = 11-44, 22 x 49 = 11-66, 22 x 50 = 11-88, 22 x 51 = 12-18, 22 x 52 = 12-40, 22 x 53 = 12-62, 22 x 54 = 12-84, 22 x 55 = 13-14, 22 x 56 = 13-36, 22 x 57 = 13-58, 22 x 58 = 13-80, 22 x 59 = 14-10, 22 x 60 = 14-32, 22 x 61 = 14-54, 22 x 62 = 14-76, 22 x 63 = 15-6, 22 x 64 = 15-28, 22 x 65 = 15-50, 22 x 66 = 15-72, 22 x 67 = 16-2, 22 x 68 = 16-24, 22 x 69 = 16-46, 22 x 70 = 16-68, 22 x 71 = 16-90, 22 x 72 = 17-20, 22 x 73 = 17-42, 22 x 74 = 17-64, 22 x 75 = 17-86, 22 x 76 = 18-16, 22 x 77 = 18-38, 22 x 78 = 18-60, 22 x 79 = 18-82, 22 x 80 = 19-12, 22 x 81 = 19-34, 22 x 82 = 19-56, 22 x 83 = 19-78, 22 x 84 = 20-8, 22 x 85 = 20-30, 22 x 86 = 20-52, 22 x 87 = 20-74, 22 x 88 = 21-4, 22 x 89 = 21-26, 22 x 90 = 21-48, 22 x 91 = 21-70, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 1-0, 23 x 5 = 1-23, 23 x 6 = 1-46, 23 x 7 = 1-69, 23 x 8 = 2-0, 23 x 9 = 2-23, 23 x 10 = 2-46, 23 x 11 = 2-69, 23 x 12 = 3-0, 23 x 13 = 3-23, 23 x 14 = 3-46, 23 x 15 = 3-69, 23 x 16 = 4-0, 23 x 17 = 4-23, 23 x 18 = 4-46, 23 x 19 = 4-69, 23 x 20 = 5-0, 23 x 21 = 5-23, 23 x 22 = 5-46, 23 x 23 = 5-69, 23 x 24 = 6-0, 23 x 25 = 6-23, 23 x 26 = 6-46, 23 x 27 = 6-69, 23 x 28 = 7-0, 23 x 29 = 7-23, 23 x 30 = 7-46, 23 x 31 = 7-69, 23 x 32 = 8-0, 23 x 33 = 8-23, 23 x 34 = 8-46, 23 x 35 = 8-69, 23 x 36 = 9-0, 23 x 37 = 9-23, 23 x 38 = 9-46, 23 x 39 = 9-69, 23 x 40 = 10-0, 23 x 41 = 10-23, 23 x 42 = 10-46, 23 x 43 = 10-69, 23 x 44 = 11-0, 23 x 45 = 11-23, 23 x 46 = 11-46, 23 x 47 = 11-69, 23 x 48 = 12-0, 23 x 49 = 12-23, 23 x 50 = 12-46, 23 x 51 = 12-69, 23 x 52 = 13-0, 23 x 53 = 13-23, 23 x 54 = 13-46, 23 x 55 = 13-69, 23 x 56 = 14-0, 23 x 57 = 14-23, 23 x 58 = 14-46, 23 x 59 = 14-69, 23 x 60 = 15-0, 23 x 61 = 15-23, 23 x 62 = 15-46, 23 x 63 = 15-69, 23 x 64 = 16-0, 23 x 65 = 16-23, 23 x 66 = 16-46, 23 x 67 = 16-69, 23 x 68 = 17-0, 23 x 69 = 17-23, 23 x 70 = 17-46, 23 x 71 = 17-69, 23 x 72 = 18-0, 23 x 73 = 18-23, 23 x 74 = 18-46, 23 x 75 = 18-69, 23 x 76 = 19-0, 23 x 77 = 19-23, 23 x 78 = 19-46, 23 x 79 = 19-69, 23 x 80 = 20-0, 23 x 81 = 20-23, 23 x 82 = 20-46, 23 x 83 = 20-69, 23 x 84 = 21-0, 23 x 85 = 21-23, 23 x 86 = 21-46, 23 x 87 = 21-69, 23 x 88 = 22-0, 23 x 89 = 22-23, 23 x 90 = 22-46, 23 x 91 = 22-69, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 1-4, 24 x 5 = 1-28, 24 x 6 = 1-52, 24 x 7 = 1-76, 24 x 8 = 2-8, 24 x 9 = 2-32, 24 x 10 = 2-56, 24 x 11 = 2-80, 24 x 12 = 3-12, 24 x 13 = 3-36, 24 x 14 = 3-60, 24 x 15 = 3-84, 24 x 16 = 4-16, 24 x 17 = 4-40, 24 x 18 = 4-64, 24 x 19 = 4-88, 24 x 20 = 5-20, 24 x 21 = 5-44, 24 x 22 = 5-68, 24 x 23 = 6-0, 24 x 24 = 6-24, 24 x 25 = 6-48, 24 x 26 = 6-72, 24 x 27 = 7-4, 24 x 28 = 7-28, 24 x 29 = 7-52, 24 x 30 = 7-76, 24 x 31 = 8-8, 24 x 32 = 8-32, 24 x 33 = 8-56, 24 x 34 = 8-80, 24 x 35 = 9-12, 24 x 36 = 9-36, 24 x 37 = 9-60, 24 x 38 = 9-84, 24 x 39 = 10-16, 24 x 40 = 10-40, 24 x 41 = 10-64, 24 x 42 = 10-88, 24 x 43 = 11-20, 24 x 44 = 11-44, 24 x 45 = 11-68, 24 x 46 = 12-0, 24 x 47 = 12-24, 24 x 48 = 12-48, 24 x 49 = 12-72, 24 x 50 = 13-4, 24 x 51 = 13-28, 24 x 52 = 13-52, 24 x 53 = 13-76, 24 x 54 = 14-8, 24 x 55 = 14-32, 24 x 56 = 14-56, 24 x 57 = 14-80, 24 x 58 = 15-12, 24 x 59 = 15-36, 24 x 60 = 15-60, 24 x 61 = 15-84, 24 x 62 = 16-16, 24 x 63 = 16-40, 24 x 64 = 16-64, 24 x 65 = 16-88, 24 x 66 = 17-20, 24 x 67 = 17-44, 24 x 68 = 17-68, 24 x 69 = 18-0, 24 x 70 = 18-24, 24 x 71 = 18-48, 24 x 72 = 18-72, 24 x 73 = 19-4, 24 x 74 = 19-28, 24 x 75 = 19-52, 24 x 76 = 19-76, 24 x 77 = 20-8, 24 x 78 = 20-32, 24 x 79 = 20-56, 24 x 80 = 20-80, 24 x 81 = 21-12, 24 x 82 = 21-36, 24 x 83 = 21-60, 24 x 84 = 21-84, 24 x 85 = 22-16, 24 x 86 = 22-40, 24 x 87 = 22-64, 24 x 88 = 22-88, 24 x 89 = 23-20, 24 x 90 = 23-44, 24 x 91 = 23-68, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-8, 25 x 5 = 1-33, 25 x 6 = 1-58, 25 x 7 = 1-83, 25 x 8 = 2-16, 25 x 9 = 2-41, 25 x 10 = 2-66, 25 x 11 = 2-91, 25 x 12 = 3-24, 25 x 13 = 3-49, 25 x 14 = 3-74, 25 x 15 = 4-7, 25 x 16 = 4-32, 25 x 17 = 4-57, 25 x 18 = 4-82, 25 x 19 = 5-15, 25 x 20 = 5-40, 25 x 21 = 5-65, 25 x 22 = 5-90, 25 x 23 = 6-23, 25 x 24 = 6-48, 25 x 25 = 6-73, 25 x 26 = 7-6, 25 x 27 = 7-31, 25 x 28 = 7-56, 25 x 29 = 7-81, 25 x 30 = 8-14, 25 x 31 = 8-39, 25 x 32 = 8-64, 25 x 33 = 8-89, 25 x 34 = 9-22, 25 x 35 = 9-47, 25 x 36 = 9-72, 25 x 37 = 10-5, 25 x 38 = 10-30, 25 x 39 = 10-55, 25 x 40 = 10-80, 25 x 41 = 11-13, 25 x 42 = 11-38, 25 x 43 = 11-63, 25 x 44 = 11-88, 25 x 45 = 12-21, 25 x 46 = 12-46, 25 x 47 = 12-71, 25 x 48 = 13-4, 25 x 49 = 13-29, 25 x 50 = 13-54, 25 x 51 = 13-79, 25 x 52 = 14-12, 25 x 53 = 14-37, 25 x 54 = 14-62, 25 x 55 = 14-87, 25 x 56 = 15-20, 25 x 57 = 15-45, 25 x 58 = 15-70, 25 x 59 = 16-3, 25 x 60 = 16-28, 25 x 61 = 16-53, 25 x 62 = 16-78, 25 x 63 = 17-11, 25 x 64 = 17-36, 25 x 65 = 17-61, 25 x 66 = 17-86, 25 x 67 = 18-19, 25 x 68 = 18-44, 25 x 69 = 18-69, 25 x 70 = 19-2, 25 x 71 = 19-27, 25 x 72 = 19-52, 25 x 73 = 19-77, 25 x 74 = 20-10, 25 x 75 = 20-35, 25 x 76 = 20-60, 25 x 77 = 20-85, 25 x 78 = 21-18, 25 x 79 = 21-43, 25 x 80 = 21-68, 25 x 81 = 22-1, 25 x 82 = 22-26, 25 x 83 = 22-51, 25 x 84 = 22-76, 25 x 85 = 23-9, 25 x 86 = 23-34, 25 x 87 = 23-59, 25 x 88 = 23-84, 25 x 89 = 24-17, 25 x 90 = 24-42, 25 x 91 = 24-67, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-12, 26 x 5 = 1-38, 26 x 6 = 1-64, 26 x 7 = 1-90, 26 x 8 = 2-24, 26 x 9 = 2-50, 26 x 10 = 2-76, 26 x 11 = 3-10, 26 x 12 = 3-36, 26 x 13 = 3-62, 26 x 14 = 3-88, 26 x 15 = 4-22, 26 x 16 = 4-48, 26 x 17 = 4-74, 26 x 18 = 5-8, 26 x 19 = 5-34, 26 x 20 = 5-60, 26 x 21 = 5-86, 26 x 22 = 6-20, 26 x 23 = 6-46, 26 x 24 = 6-72, 26 x 25 = 7-6, 26 x 26 = 7-32, 26 x 27 = 7-58, 26 x 28 = 7-84, 26 x 29 = 8-18, 26 x 30 = 8-44, 26 x 31 = 8-70, 26 x 32 = 9-4, 26 x 33 = 9-30, 26 x 34 = 9-56, 26 x 35 = 9-82, 26 x 36 = 10-16, 26 x 37 = 10-42, 26 x 38 = 10-68, 26 x 39 = 11-2, 26 x 40 = 11-28, 26 x 41 = 11-54, 26 x 42 = 11-80, 26 x 43 = 12-14, 26 x 44 = 12-40, 26 x 45 = 12-66, 26 x 46 = 13-0, 26 x 47 = 13-26, 26 x 48 = 13-52, 26 x 49 = 13-78, 26 x 50 = 14-12, 26 x 51 = 14-38, 26 x 52 = 14-64, 26 x 53 = 14-90, 26 x 54 = 15-24, 26 x 55 = 15-50, 26 x 56 = 15-76, 26 x 57 = 16-10, 26 x 58 = 16-36, 26 x 59 = 16-62, 26 x 60 = 16-88, 26 x 61 = 17-22, 26 x 62 = 17-48, 26 x 63 = 17-74, 26 x 64 = 18-8, 26 x 65 = 18-34, 26 x 66 = 18-60, 26 x 67 = 18-86, 26 x 68 = 19-20, 26 x 69 = 19-46, 26 x 70 = 19-72, 26 x 71 = 20-6, 26 x 72 = 20-32, 26 x 73 = 20-58, 26 x 74 = 20-84, 26 x 75 = 21-18, 26 x 76 = 21-44, 26 x 77 = 21-70, 26 x 78 = 22-4, 26 x 79 = 22-30, 26 x 80 = 22-56, 26 x 81 = 22-82, 26 x 82 = 23-16, 26 x 83 = 23-42, 26 x 84 = 23-68, 26 x 85 = 24-2, 26 x 86 = 24-28, 26 x 87 = 24-54, 26 x 88 = 24-80, 26 x 89 = 25-14, 26 x 90 = 25-40, 26 x 91 = 25-66, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-16, 27 x 5 = 1-43, 27 x 6 = 1-70, 27 x 7 = 2-5, 27 x 8 = 2-32, 27 x 9 = 2-59, 27 x 10 = 2-86, 27 x 11 = 3-21, 27 x 12 = 3-48, 27 x 13 = 3-75, 27 x 14 = 4-10, 27 x 15 = 4-37, 27 x 16 = 4-64, 27 x 17 = 4-91, 27 x 18 = 5-26, 27 x 19 = 5-53, 27 x 20 = 5-80, 27 x 21 = 6-15, 27 x 22 = 6-42, 27 x 23 = 6-69, 27 x 24 = 7-4, 27 x 25 = 7-31, 27 x 26 = 7-58, 27 x 27 = 7-85, 27 x 28 = 8-20, 27 x 29 = 8-47, 27 x 30 = 8-74, 27 x 31 = 9-9, 27 x 32 = 9-36, 27 x 33 = 9-63, 27 x 34 = 9-90, 27 x 35 = 10-25, 27 x 36 = 10-52, 27 x 37 = 10-79, 27 x 38 = 11-14, 27 x 39 = 11-41, 27 x 40 = 11-68, 27 x 41 = 12-3, 27 x 42 = 12-30, 27 x 43 = 12-57, 27 x 44 = 12-84, 27 x 45 = 13-19, 27 x 46 = 13-46, 27 x 47 = 13-73, 27 x 48 = 14-8, 27 x 49 = 14-35, 27 x 50 = 14-62, 27 x 51 = 14-89, 27 x 52 = 15-24, 27 x 53 = 15-51, 27 x 54 = 15-78, 27 x 55 = 16-13, 27 x 56 = 16-40, 27 x 57 = 16-67, 27 x 58 = 17-2, 27 x 59 = 17-29, 27 x 60 = 17-56, 27 x 61 = 17-83, 27 x 62 = 18-18, 27 x 63 = 18-45, 27 x 64 = 18-72, 27 x 65 = 19-7, 27 x 66 = 19-34, 27 x 67 = 19-61, 27 x 68 = 19-88, 27 x 69 = 20-23, 27 x 70 = 20-50, 27 x 71 = 20-77, 27 x 72 = 21-12, 27 x 73 = 21-39, 27 x 74 = 21-66, 27 x 75 = 22-1, 27 x 76 = 22-28, 27 x 77 = 22-55, 27 x 78 = 22-82, 27 x 79 = 23-17, 27 x 80 = 23-44, 27 x 81 = 23-71, 27 x 82 = 24-6, 27 x 83 = 24-33, 27 x 84 = 24-60, 27 x 85 = 24-87, 27 x 86 = 25-22, 27 x 87 = 25-49, 27 x 88 = 25-76, 27 x 89 = 26-11, 27 x 90 = 26-38, 27 x 91 = 26-65, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-20, 28 x 5 = 1-48, 28 x 6 = 1-76, 28 x 7 = 2-12, 28 x 8 = 2-40, 28 x 9 = 2-68, 28 x 10 = 3-4, 28 x 11 = 3-32, 28 x 12 = 3-60, 28 x 13 = 3-88, 28 x 14 = 4-24, 28 x 15 = 4-52, 28 x 16 = 4-80, 28 x 17 = 5-16, 28 x 18 = 5-44, 28 x 19 = 5-72, 28 x 20 = 6-8, 28 x 21 = 6-36, 28 x 22 = 6-64, 28 x 23 = 7-0, 28 x 24 = 7-28, 28 x 25 = 7-56, 28 x 26 = 7-84, 28 x 27 = 8-20, 28 x 28 = 8-48, 28 x 29 = 8-76, 28 x 30 = 9-12, 28 x 31 = 9-40, 28 x 32 = 9-68, 28 x 33 = 10-4, 28 x 34 = 10-32, 28 x 35 = 10-60, 28 x 36 = 10-88, 28 x 37 = 11-24, 28 x 38 = 11-52, 28 x 39 = 11-80, 28 x 40 = 12-16, 28 x 41 = 12-44, 28 x 42 = 12-72, 28 x 43 = 13-8, 28 x 44 = 13-36, 28 x 45 = 13-64, 28 x 46 = 14-0, 28 x 47 = 14-28, 28 x 48 = 14-56, 28 x 49 = 14-84, 28 x 50 = 15-20, 28 x 51 = 15-48, 28 x 52 = 15-76, 28 x 53 = 16-12, 28 x 54 = 16-40, 28 x 55 = 16-68, 28 x 56 = 17-4, 28 x 57 = 17-32, 28 x 58 = 17-60, 28 x 59 = 17-88, 28 x 60 = 18-24, 28 x 61 = 18-52, 28 x 62 = 18-80, 28 x 63 = 19-16, 28 x 64 = 19-44, 28 x 65 = 19-72, 28 x 66 = 20-8, 28 x 67 = 20-36, 28 x 68 = 20-64, 28 x 69 = 21-0, 28 x 70 = 21-28, 28 x 71 = 21-56, 28 x 72 = 21-84, 28 x 73 = 22-20, 28 x 74 = 22-48, 28 x 75 = 22-76, 28 x 76 = 23-12, 28 x 77 = 23-40, 28 x 78 = 23-68, 28 x 79 = 24-4, 28 x 80 = 24-32, 28 x 81 = 24-60, 28 x 82 = 24-88, 28 x 83 = 25-24, 28 x 84 = 25-52, 28 x 85 = 25-80, 28 x 86 = 26-16, 28 x 87 = 26-44, 28 x 88 = 26-72, 28 x 89 = 27-8, 28 x 90 = 27-36, 28 x 91 = 27-64, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-24, 29 x 5 = 1-53, 29 x 6 = 1-82, 29 x 7 = 2-19, 29 x 8 = 2-48, 29 x 9 = 2-77, 29 x 10 = 3-14, 29 x 11 = 3-43, 29 x 12 = 3-72, 29 x 13 = 4-9, 29 x 14 = 4-38, 29 x 15 = 4-67, 29 x 16 = 5-4, 29 x 17 = 5-33, 29 x 18 = 5-62, 29 x 19 = 5-91, 29 x 20 = 6-28, 29 x 21 = 6-57, 29 x 22 = 6-86, 29 x 23 = 7-23, 29 x 24 = 7-52, 29 x 25 = 7-81, 29 x 26 = 8-18, 29 x 27 = 8-47, 29 x 28 = 8-76, 29 x 29 = 9-13, 29 x 30 = 9-42, 29 x 31 = 9-71, 29 x 32 = 10-8, 29 x 33 = 10-37, 29 x 34 = 10-66, 29 x 35 = 11-3, 29 x 36 = 11-32, 29 x 37 = 11-61, 29 x 38 = 11-90, 29 x 39 = 12-27, 29 x 40 = 12-56, 29 x 41 = 12-85, 29 x 42 = 13-22, 29 x 43 = 13-51, 29 x 44 = 13-80, 29 x 45 = 14-17, 29 x 46 = 14-46, 29 x 47 = 14-75, 29 x 48 = 15-12, 29 x 49 = 15-41, 29 x 50 = 15-70, 29 x 51 = 16-7, 29 x 52 = 16-36, 29 x 53 = 16-65, 29 x 54 = 17-2, 29 x 55 = 17-31, 29 x 56 = 17-60, 29 x 57 = 17-89, 29 x 58 = 18-26, 29 x 59 = 18-55, 29 x 60 = 18-84, 29 x 61 = 19-21, 29 x 62 = 19-50, 29 x 63 = 19-79, 29 x 64 = 20-16, 29 x 65 = 20-45, 29 x 66 = 20-74, 29 x 67 = 21-11, 29 x 68 = 21-40, 29 x 69 = 21-69, 29 x 70 = 22-6, 29 x 71 = 22-35, 29 x 72 = 22-64, 29 x 73 = 23-1, 29 x 74 = 23-30, 29 x 75 = 23-59, 29 x 76 = 23-88, 29 x 77 = 24-25, 29 x 78 = 24-54, 29 x 79 = 24-83, 29 x 80 = 25-20, 29 x 81 = 25-49, 29 x 82 = 25-78, 29 x 83 = 26-15, 29 x 84 = 26-44, 29 x 85 = 26-73, 29 x 86 = 27-10, 29 x 87 = 27-39, 29 x 88 = 27-68, 29 x 89 = 28-5, 29 x 90 = 28-34, 29 x 91 = 28-63, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 0-90, 30 x 4 = 1-28, 30 x 5 = 1-58, 30 x 6 = 1-88, 30 x 7 = 2-26, 30 x 8 = 2-56, 30 x 9 = 2-86, 30 x 10 = 3-24, 30 x 11 = 3-54, 30 x 12 = 3-84, 30 x 13 = 4-22, 30 x 14 = 4-52, 30 x 15 = 4-82, 30 x 16 = 5-20, 30 x 17 = 5-50, 30 x 18 = 5-80, 30 x 19 = 6-18, 30 x 20 = 6-48, 30 x 21 = 6-78, 30 x 22 = 7-16, 30 x 23 = 7-46, 30 x 24 = 7-76, 30 x 25 = 8-14, 30 x 26 = 8-44, 30 x 27 = 8-74, 30 x 28 = 9-12, 30 x 29 = 9-42, 30 x 30 = 9-72, 30 x 31 = 10-10, 30 x 32 = 10-40, 30 x 33 = 10-70, 30 x 34 = 11-8, 30 x 35 = 11-38, 30 x 36 = 11-68, 30 x 37 = 12-6, 30 x 38 = 12-36, 30 x 39 = 12-66, 30 x 40 = 13-4, 30 x 41 = 13-34, 30 x 42 = 13-64, 30 x 43 = 14-2, 30 x 44 = 14-32, 30 x 45 = 14-62, 30 x 46 = 15-0, 30 x 47 = 15-30, 30 x 48 = 15-60, 30 x 49 = 15-90, 30 x 50 = 16-28, 30 x 51 = 16-58, 30 x 52 = 16-88, 30 x 53 = 17-26, 30 x 54 = 17-56, 30 x 55 = 17-86, 30 x 56 = 18-24, 30 x 57 = 18-54, 30 x 58 = 18-84, 30 x 59 = 19-22, 30 x 60 = 19-52, 30 x 61 = 19-82, 30 x 62 = 20-20, 30 x 63 = 20-50, 30 x 64 = 20-80, 30 x 65 = 21-18, 30 x 66 = 21-48, 30 x 67 = 21-78, 30 x 68 = 22-16, 30 x 69 = 22-46, 30 x 70 = 22-76, 30 x 71 = 23-14, 30 x 72 = 23-44, 30 x 73 = 23-74, 30 x 74 = 24-12, 30 x 75 = 24-42, 30 x 76 = 24-72, 30 x 77 = 25-10, 30 x 78 = 25-40, 30 x 79 = 25-70, 30 x 80 = 26-8, 30 x 81 = 26-38, 30 x 82 = 26-68, 30 x 83 = 27-6, 30 x 84 = 27-36, 30 x 85 = 27-66, 30 x 86 = 28-4, 30 x 87 = 28-34, 30 x 88 = 28-64, 30 x 89 = 29-2, 30 x 90 = 29-32, 30 x 91 = 29-62, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 1-1, 31 x 4 = 1-32, 31 x 5 = 1-63, 31 x 6 = 2-2, 31 x 7 = 2-33, 31 x 8 = 2-64, 31 x 9 = 3-3, 31 x 10 = 3-34, 31 x 11 = 3-65, 31 x 12 = 4-4, 31 x 13 = 4-35, 31 x 14 = 4-66, 31 x 15 = 5-5, 31 x 16 = 5-36, 31 x 17 = 5-67, 31 x 18 = 6-6, 31 x 19 = 6-37, 31 x 20 = 6-68, 31 x 21 = 7-7, 31 x 22 = 7-38, 31 x 23 = 7-69, 31 x 24 = 8-8, 31 x 25 = 8-39, 31 x 26 = 8-70, 31 x 27 = 9-9, 31 x 28 = 9-40, 31 x 29 = 9-71, 31 x 30 = 10-10, 31 x 31 = 10-41, 31 x 32 = 10-72, 31 x 33 = 11-11, 31 x 34 = 11-42, 31 x 35 = 11-73, 31 x 36 = 12-12, 31 x 37 = 12-43, 31 x 38 = 12-74, 31 x 39 = 13-13, 31 x 40 = 13-44, 31 x 41 = 13-75, 31 x 42 = 14-14, 31 x 43 = 14-45, 31 x 44 = 14-76, 31 x 45 = 15-15, 31 x 46 = 15-46, 31 x 47 = 15-77, 31 x 48 = 16-16, 31 x 49 = 16-47, 31 x 50 = 16-78, 31 x 51 = 17-17, 31 x 52 = 17-48, 31 x 53 = 17-79, 31 x 54 = 18-18, 31 x 55 = 18-49, 31 x 56 = 18-80, 31 x 57 = 19-19, 31 x 58 = 19-50, 31 x 59 = 19-81, 31 x 60 = 20-20, 31 x 61 = 20-51, 31 x 62 = 20-82, 31 x 63 = 21-21, 31 x 64 = 21-52, 31 x 65 = 21-83, 31 x 66 = 22-22, 31 x 67 = 22-53, 31 x 68 = 22-84, 31 x 69 = 23-23, 31 x 70 = 23-54, 31 x 71 = 23-85, 31 x 72 = 24-24, 31 x 73 = 24-55, 31 x 74 = 24-86, 31 x 75 = 25-25, 31 x 76 = 25-56, 31 x 77 = 25-87, 31 x 78 = 26-26, 31 x 79 = 26-57, 31 x 80 = 26-88, 31 x 81 = 27-27, 31 x 82 = 27-58, 31 x 83 = 27-89, 31 x 84 = 28-28, 31 x 85 = 28-59, 31 x 86 = 28-90, 31 x 87 = 29-29, 31 x 88 = 29-60, 31 x 89 = 29-91, 31 x 90 = 30-30, 31 x 91 = 30-61, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-4, 32 x 4 = 1-36, 32 x 5 = 1-68, 32 x 6 = 2-8, 32 x 7 = 2-40, 32 x 8 = 2-72, 32 x 9 = 3-12, 32 x 10 = 3-44, 32 x 11 = 3-76, 32 x 12 = 4-16, 32 x 13 = 4-48, 32 x 14 = 4-80, 32 x 15 = 5-20, 32 x 16 = 5-52, 32 x 17 = 5-84, 32 x 18 = 6-24, 32 x 19 = 6-56, 32 x 20 = 6-88, 32 x 21 = 7-28, 32 x 22 = 7-60, 32 x 23 = 8-0, 32 x 24 = 8-32, 32 x 25 = 8-64, 32 x 26 = 9-4, 32 x 27 = 9-36, 32 x 28 = 9-68, 32 x 29 = 10-8, 32 x 30 = 10-40, 32 x 31 = 10-72, 32 x 32 = 11-12, 32 x 33 = 11-44, 32 x 34 = 11-76, 32 x 35 = 12-16, 32 x 36 = 12-48, 32 x 37 = 12-80, 32 x 38 = 13-20, 32 x 39 = 13-52, 32 x 40 = 13-84, 32 x 41 = 14-24, 32 x 42 = 14-56, 32 x 43 = 14-88, 32 x 44 = 15-28, 32 x 45 = 15-60, 32 x 46 = 16-0, 32 x 47 = 16-32, 32 x 48 = 16-64, 32 x 49 = 17-4, 32 x 50 = 17-36, 32 x 51 = 17-68, 32 x 52 = 18-8, 32 x 53 = 18-40, 32 x 54 = 18-72, 32 x 55 = 19-12, 32 x 56 = 19-44, 32 x 57 = 19-76, 32 x 58 = 20-16, 32 x 59 = 20-48, 32 x 60 = 20-80, 32 x 61 = 21-20, 32 x 62 = 21-52, 32 x 63 = 21-84, 32 x 64 = 22-24, 32 x 65 = 22-56, 32 x 66 = 22-88, 32 x 67 = 23-28, 32 x 68 = 23-60, 32 x 69 = 24-0, 32 x 70 = 24-32, 32 x 71 = 24-64, 32 x 72 = 25-4, 32 x 73 = 25-36, 32 x 74 = 25-68, 32 x 75 = 26-8, 32 x 76 = 26-40, 32 x 77 = 26-72, 32 x 78 = 27-12, 32 x 79 = 27-44, 32 x 80 = 27-76, 32 x 81 = 28-16, 32 x 82 = 28-48, 32 x 83 = 28-80, 32 x 84 = 29-20, 32 x 85 = 29-52, 32 x 86 = 29-84, 32 x 87 = 30-24, 32 x 88 = 30-56, 32 x 89 = 30-88, 32 x 90 = 31-28, 32 x 91 = 31-60, 
