11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 0-88, 11 x 9 = 1-7, 11 x 10 = 1-18, 11 x 11 = 1-29, 11 x 12 = 1-40, 11 x 13 = 1-51, 11 x 14 = 1-62, 11 x 15 = 1-73, 11 x 16 = 1-84, 11 x 17 = 2-3, 11 x 18 = 2-14, 11 x 19 = 2-25, 11 x 20 = 2-36, 11 x 21 = 2-47, 11 x 22 = 2-58, 11 x 23 = 2-69, 11 x 24 = 2-80, 11 x 25 = 2-91, 11 x 26 = 3-10, 11 x 27 = 3-21, 11 x 28 = 3-32, 11 x 29 = 3-43, 11 x 30 = 3-54, 11 x 31 = 3-65, 11 x 32 = 3-76, 11 x 33 = 3-87, 11 x 34 = 4-6, 11 x 35 = 4-17, 11 x 36 = 4-28, 11 x 37 = 4-39, 11 x 38 = 4-50, 11 x 39 = 4-61, 11 x 40 = 4-72, 11 x 41 = 4-83, 11 x 42 = 5-2, 11 x 43 = 5-13, 11 x 44 = 5-24, 11 x 45 = 5-35, 11 x 46 = 5-46, 11 x 47 = 5-57, 11 x 48 = 5-68, 11 x 49 = 5-79, 11 x 50 = 5-90, 11 x 51 = 6-9, 11 x 52 = 6-20, 11 x 53 = 6-31, 11 x 54 = 6-42, 11 x 55 = 6-53, 11 x 56 = 6-64, 11 x 57 = 6-75, 11 x 58 = 6-86, 11 x 59 = 7-5, 11 x 60 = 7-16, 11 x 61 = 7-27, 11 x 62 = 7-38, 11 x 63 = 7-49, 11 x 64 = 7-60, 11 x 65 = 7-71, 11 x 66 = 7-82, 11 x 67 = 8-1, 11 x 68 = 8-12, 11 x 69 = 8-23, 11 x 70 = 8-34, 11 x 71 = 8-45, 11 x 72 = 8-56, 11 x 73 = 8-67, 11 x 74 = 8-78, 11 x 75 = 8-89, 11 x 76 = 9-8, 11 x 77 = 9-19, 11 x 78 = 9-30, 11 x 79 = 9-41, 11 x 80 = 9-52, 11 x 81 = 9-63, 11 x 82 = 9-74, 11 x 83 = 9-85, 11 x 84 = 10-4, 11 x 85 = 10-15, 11 x 86 = 10-26, 11 x 87 = 10-37, 11 x 88 = 10-48, 11 x 89 = 10-59, 11 x 90 = 10-70, 11 x 91 = 10-81, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 1-4, 12 x 9 = 1-16, 12 x 10 = 1-28, 12 x 11 = 1-40, 12 x 12 = 1-52, 12 x 13 = 1-64, 12 x 14 = 1-76, 12 x 15 = 1-88, 12 x 16 = 2-8, 12 x 17 = 2-20, 12 x 18 = 2-32, 12 x 19 = 2-44, 12 x 20 = 2-56, 12 x 21 = 2-68, 12 x 22 = 2-80, 12 x 23 = 3-0, 12 x 24 = 3-12, 12 x 25 = 3-24, 12 x 26 = 3-36, 12 x 27 = 3-48, 12 x 28 = 3-60, 12 x 29 = 3-72, 12 x 30 = 3-84, 12 x 31 = 4-4, 12 x 32 = 4-16, 12 x 33 = 4-28, 12 x 34 = 4-40, 12 x 35 = 4-52, 12 x 36 = 4-64, 12 x 37 = 4-76, 12 x 38 = 4-88, 12 x 39 = 5-8, 12 x 40 = 5-20, 12 x 41 = 5-32, 12 x 42 = 5-44, 12 x 43 = 5-56, 12 x 44 = 5-68, 12 x 45 = 5-80, 12 x 46 = 6-0, 12 x 47 = 6-12, 12 x 48 = 6-24, 12 x 49 = 6-36, 12 x 50 = 6-48, 12 x 51 = 6-60, 12 x 52 = 6-72, 12 x 53 = 6-84, 12 x 54 = 7-4, 12 x 55 = 7-16, 12 x 56 = 7-28, 12 x 57 = 7-40, 12 x 58 = 7-52, 12 x 59 = 7-64, 12 x 60 = 7-76, 12 x 61 = 7-88, 12 x 62 = 8-8, 12 x 63 = 8-20, 12 x 64 = 8-32, 12 x 65 = 8-44, 12 x 66 = 8-56, 12 x 67 = 8-68, 12 x 68 = 8-80, 12 x 69 = 9-0, 12 x 70 = 9-12, 12 x 71 = 9-24, 12 x 72 = 9-36, 12 x 73 = 9-48, 12 x 74 = 9-60, 12 x 75 = 9-72, 12 x 76 = 9-84, 12 x 77 = 10-4, 12 x 78 = 10-16, 12 x 79 = 10-28, 12 x 80 = 10-40, 12 x 81 = 10-52, 12 x 82 = 10-64, 12 x 83 = 10-76, 12 x 84 = 10-88, 12 x 85 = 11-8, 12 x 86 = 11-20, 12 x 87 = 11-32, 12 x 88 = 11-44, 12 x 89 = 11-56, 12 x 90 = 11-68, 12 x 91 = 11-80, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 0-91, 13 x 8 = 1-12, 13 x 9 = 1-25, 13 x 10 = 1-38, 13 x 11 = 1-51, 13 x 12 = 1-64, 13 x 13 = 1-77, 13 x 14 = 1-90, 13 x 15 = 2-11, 13 x 16 = 2-24, 13 x 17 = 2-37, 13 x 18 = 2-50, 13 x 19 = 2-63, 13 x 20 = 2-76, 13 x 21 = 2-89, 13 x 22 = 3-10, 13 x 23 = 3-23, 13 x 24 = 3-36, 13 x 25 = 3-49, 13 x 26 = 3-62, 13 x 27 = 3-75, 13 x 28 = 3-88, 13 x 29 = 4-9, 13 x 30 = 4-22, 13 x 31 = 4-35, 13 x 32 = 4-48, 13 x 33 = 4-61, 13 x 34 = 4-74, 13 x 35 = 4-87, 13 x 36 = 5-8, 13 x 37 = 5-21, 13 x 38 = 5-34, 13 x 39 = 5-47, 13 x 40 = 5-60, 13 x 41 = 5-73, 13 x 42 = 5-86, 13 x 43 = 6-7, 13 x 44 = 6-20, 13 x 45 = 6-33, 13 x 46 = 6-46, 13 x 47 = 6-59, 13 x 48 = 6-72, 13 x 49 = 6-85, 13 x 50 = 7-6, 13 x 51 = 7-19, 13 x 52 = 7-32, 13 x 53 = 7-45, 13 x 54 = 7-58, 13 x 55 = 7-71, 13 x 56 = 7-84, 13 x 57 = 8-5, 13 x 58 = 8-18, 13 x 59 = 8-31, 13 x 60 = 8-44, 13 x 61 = 8-57, 13 x 62 = 8-70, 13 x 63 = 8-83, 13 x 64 = 9-4, 13 x 65 = 9-17, 13 x 66 = 9-30, 13 x 67 = 9-43, 13 x 68 = 9-56, 13 x 69 = 9-69, 13 x 70 = 9-82, 13 x 71 = 10-3, 13 x 72 = 10-16, 13 x 73 = 10-29, 13 x 74 = 10-42, 13 x 75 = 10-55, 13 x 76 = 10-68, 13 x 77 = 10-81, 13 x 78 = 11-2, 13 x 79 = 11-15, 13 x 80 = 11-28, 13 x 81 = 11-41, 13 x 82 = 11-54, 13 x 83 = 11-67, 13 x 84 = 11-80, 13 x 85 = 12-1, 13 x 86 = 12-14, 13 x 87 = 12-27, 13 x 88 = 12-40, 13 x 89 = 12-53, 13 x 90 = 12-66, 13 x 91 = 12-79, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 1-6, 14 x 8 = 1-20, 14 x 9 = 1-34, 14 x 10 = 1-48, 14 x 11 = 1-62, 14 x 12 = 1-76, 14 x 13 = 1-90, 14 x 14 = 2-12, 14 x 15 = 2-26, 14 x 16 = 2-40, 14 x 17 = 2-54, 14 x 18 = 2-68, 14 x 19 = 2-82, 14 x 20 = 3-4, 14 x 21 = 3-18, 14 x 22 = 3-32, 14 x 23 = 3-46, 14 x 24 = 3-60, 14 x 25 = 3-74, 14 x 26 = 3-88, 14 x 27 = 4-10, 14 x 28 = 4-24, 14 x 29 = 4-38, 14 x 30 = 4-52, 14 x 31 = 4-66, 14 x 32 = 4-80, 14 x 33 = 5-2, 14 x 34 = 5-16, 14 x 35 = 5-30, 14 x 36 = 5-44, 14 x 37 = 5-58, 14 x 38 = 5-72, 14 x 39 = 5-86, 14 x 40 = 6-8, 14 x 41 = 6-22, 14 x 42 = 6-36, 14 x 43 = 6-50, 14 x 44 = 6-64, 14 x 45 = 6-78, 14 x 46 = 7-0, 14 x 47 = 7-14, 14 x 48 = 7-28, 14 x 49 = 7-42, 14 x 50 = 7-56, 14 x 51 = 7-70, 14 x 52 = 7-84, 14 x 53 = 8-6, 14 x 54 = 8-20, 14 x 55 = 8-34, 14 x 56 = 8-48, 14 x 57 = 8-62, 14 x 58 = 8-76, 14 x 59 = 8-90, 14 x 60 = 9-12, 14 x 61 = 9-26, 14 x 62 = 9-40, 14 x 63 = 9-54, 14 x 64 = 9-68, 14 x 65 = 9-82, 14 x 66 = 10-4, 14 x 67 = 10-18, 14 x 68 = 10-32, 14 x 69 = 10-46, 14 x 70 = 10-60, 14 x 71 = 10-74, 14 x 72 = 10-88, 14 x 73 = 11-10, 14 x 74 = 11-24, 14 x 75 = 11-38, 14 x 76 = 11-52, 14 x 77 = 11-66, 14 x 78 = 11-80, 14 x 79 = 12-2, 14 x 80 = 12-16, 14 x 81 = 12-30, 14 x 82 = 12-44, 14 x 83 = 12-58, 14 x 84 = 12-72, 14 x 85 = 12-86, 14 x 86 = 13-8, 14 x 87 = 13-22, 14 x 88 = 13-36, 14 x 89 = 13-50, 14 x 90 = 13-64, 14 x 91 = 13-78, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 0-90, 15 x 7 = 1-13, 15 x 8 = 1-28, 15 x 9 = 1-43, 15 x 10 = 1-58, 15 x 11 = 1-73, 15 x 12 = 1-88, 15 x 13 = 2-11, 15 x 14 = 2-26, 15 x 15 = 2-41, 15 x 16 = 2-56, 15 x 17 = 2-71, 15 x 18 = 2-86, 15 x 19 = 3-9, 15 x 20 = 3-24, 15 x 21 = 3-39, 15 x 22 = 3-54, 15 x 23 = 3-69, 15 x 24 = 3-84, 15 x 25 = 4-7, 15 x 26 = 4-22, 15 x 27 = 4-37, 15 x 28 = 4-52, 15 x 29 = 4-67, 15 x 30 = 4-82, 15 x 31 = 5-5, 15 x 32 = 5-20, 15 x 33 = 5-35, 15 x 34 = 5-50, 15 x 35 = 5-65, 15 x 36 = 5-80, 15 x 37 = 6-3, 15 x 38 = 6-18, 15 x 39 = 6-33, 15 x 40 = 6-48, 15 x 41 = 6-63, 15 x 42 = 6-78, 15 x 43 = 7-1, 15 x 44 = 7-16, 15 x 45 = 7-31, 15 x 46 = 7-46, 15 x 47 = 7-61, 15 x 48 = 7-76, 15 x 49 = 7-91, 15 x 50 = 8-14, 15 x 51 = 8-29, 15 x 52 = 8-44, 15 x 53 = 8-59, 15 x 54 = 8-74, 15 x 55 = 8-89, 15 x 56 = 9-12, 15 x 57 = 9-27, 15 x 58 = 9-42, 15 x 59 = 9-57, 15 x 60 = 9-72, 15 x 61 = 9-87, 15 x 62 = 10-10, 15 x 63 = 10-25, 15 x 64 = 10-40, 15 x 65 = 10-55, 15 x 66 = 10-70, 15 x 67 = 10-85, 15 x 68 = 11-8, 15 x 69 = 11-23, 15 x 70 = 11-38, 15 x 71 = 11-53, 15 x 72 = 11-68, 15 x 73 = 11-83, 15 x 74 = 12-6, 15 x 75 = 12-21, 15 x 76 = 12-36, 15 x 77 = 12-51, 15 x 78 = 12-66, 15 x 79 = 12-81, 15 x 80 = 13-4, 15 x 81 = 13-19, 15 x 82 = 13-34, 15 x 83 = 13-49, 15 x 84 = 13-64, 15 x 85 = 13-79, 15 x 86 = 14-2, 15 x 87 = 14-17, 15 x 88 = 14-32, 15 x 89 = 14-47, 15 x 90 = 14-62, 15 x 91 = 14-77, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 1-4, 16 x 7 = 1-20, 16 x 8 = 1-36, 16 x 9 = 1-52, 16 x 10 = 1-68, 16 x 11 = 1-84, 16 x 12 = 2-8, 16 x 13 = 2-24, 16 x 14 = 2-40, 16 x 15 = 2-56, 16 x 16 = 2-72, 16 x 17 = 2-88, 16 x 18 = 3-12, 16 x 19 = 3-28, 16 x 20 = 3-44, 16 x 21 = 3-60, 16 x 22 = 3-76, 16 x 23 = 4-0, 16 x 24 = 4-16, 16 x 25 = 4-32, 16 x 26 = 4-48, 16 x 27 = 4-64, 16 x 28 = 4-80, 16 x 29 = 5-4, 16 x 30 = 5-20, 16 x 31 = 5-36, 16 x 32 = 5-52, 16 x 33 = 5-68, 16 x 34 = 5-84, 16 x 35 = 6-8, 16 x 36 = 6-24, 16 x 37 = 6-40, 16 x 38 = 6-56, 16 x 39 = 6-72, 16 x 40 = 6-88, 16 x 41 = 7-12, 16 x 42 = 7-28, 16 x 43 = 7-44, 16 x 44 = 7-60, 16 x 45 = 7-76, 16 x 46 = 8-0, 16 x 47 = 8-16, 16 x 48 = 8-32, 16 x 49 = 8-48, 16 x 50 = 8-64, 16 x 51 = 8-80, 16 x 52 = 9-4, 16 x 53 = 9-20, 16 x 54 = 9-36, 16 x 55 = 9-52, 16 x 56 = 9-68, 16 x 57 = 9-84, 16 x 58 = 10-8, 16 x 59 = 10-24, 16 x 60 = 10-40, 16 x 61 = 10-56, 16 x 62 = 10-72, 16 x 63 = 10-88, 16 x 64 = 11-12, 16 x 65 = 11-28, 16 x 66 = 11-44, 16 x 67 = 11-60, 16 x 68 = 11-76, 16 x 69 = 12-0, 16 x 70 = 12-16, 16 x 71 = 12-32, 16 x 72 = 12-48, 16 x 73 = 12-64, 16 x 74 = 12-80, 16 x 75 = 13-4, 16 x 76 = 13-20, 16 x 77 = 13-36, 16 x 78 = 13-52, 16 x 79 = 13-68, 16 x 80 = 13-84, 16 x 81 = 14-8, 16 x 82 = 14-24, 16 x 83 = 14-40, 16 x 84 = 14-56, 16 x 85 = 14-72, 16 x 86 = 14-88, 16 x 87 = 15-12, 16 x 88 = 15-28, 16 x 89 = 15-44, 16 x 90 = 15-60, 16 x 91 = 15-76, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 1-10, 17 x 7 = 1-27, 17 x 8 = 1-44, 17 x 9 = 1-61, 17 x 10 = 1-78, 17 x 11 = 2-3, 17 x 12 = 2-20, 17 x 13 = 2-37, 17 x 14 = 2-54, 17 x 15 = 2-71, 17 x 16 = 2-88, 17 x 17 = 3-13, 17 x 18 = 3-30, 17 x 19 = 3-47, 17 x 20 = 3-64, 17 x 21 = 3-81, 17 x 22 = 4-6, 17 x 23 = 4-23, 17 x 24 = 4-40, 17 x 25 = 4-57, 17 x 26 = 4-74, 17 x 27 = 4-91, 17 x 28 = 5-16, 17 x 29 = 5-33, 17 x 30 = 5-50, 17 x 31 = 5-67, 17 x 32 = 5-84, 17 x 33 = 6-9, 17 x 34 = 6-26, 17 x 35 = 6-43, 17 x 36 = 6-60, 17 x 37 = 6-77, 17 x 38 = 7-2, 17 x 39 = 7-19, 17 x 40 = 7-36, 17 x 41 = 7-53, 17 x 42 = 7-70, 17 x 43 = 7-87, 17 x 44 = 8-12, 17 x 45 = 8-29, 17 x 46 = 8-46, 17 x 47 = 8-63, 17 x 48 = 8-80, 17 x 49 = 9-5, 17 x 50 = 9-22, 17 x 51 = 9-39, 17 x 52 = 9-56, 17 x 53 = 9-73, 17 x 54 = 9-90, 17 x 55 = 10-15, 17 x 56 = 10-32, 17 x 57 = 10-49, 17 x 58 = 10-66, 17 x 59 = 10-83, 17 x 60 = 11-8, 17 x 61 = 11-25, 17 x 62 = 11-42, 17 x 63 = 11-59, 17 x 64 = 11-76, 17 x 65 = 12-1, 17 x 66 = 12-18, 17 x 67 = 12-35, 17 x 68 = 12-52, 17 x 69 = 12-69, 17 x 70 = 12-86, 17 x 71 = 13-11, 17 x 72 = 13-28, 17 x 73 = 13-45, 17 x 74 = 13-62, 17 x 75 = 13-79, 17 x 76 = 14-4, 17 x 77 = 14-21, 17 x 78 = 14-38, 17 x 79 = 14-55, 17 x 80 = 14-72, 17 x 81 = 14-89, 17 x 82 = 15-14, 17 x 83 = 15-31, 17 x 84 = 15-48, 17 x 85 = 15-65, 17 x 86 = 15-82, 17 x 87 = 16-7, 17 x 88 = 16-24, 17 x 89 = 16-41, 17 x 90 = 16-58, 17 x 91 = 16-75, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 0-90, 18 x 6 = 1-16, 18 x 7 = 1-34, 18 x 8 = 1-52, 18 x 9 = 1-70, 18 x 10 = 1-88, 18 x 11 = 2-14, 18 x 12 = 2-32, 18 x 13 = 2-50, 18 x 14 = 2-68, 18 x 15 = 2-86, 18 x 16 = 3-12, 18 x 17 = 3-30, 18 x 18 = 3-48, 18 x 19 = 3-66, 18 x 20 = 3-84, 18 x 21 = 4-10, 18 x 22 = 4-28, 18 x 23 = 4-46, 18 x 24 = 4-64, 18 x 25 = 4-82, 18 x 26 = 5-8, 18 x 27 = 5-26, 18 x 28 = 5-44, 18 x 29 = 5-62, 18 x 30 = 5-80, 18 x 31 = 6-6, 18 x 32 = 6-24, 18 x 33 = 6-42, 18 x 34 = 6-60, 18 x 35 = 6-78, 18 x 36 = 7-4, 18 x 37 = 7-22, 18 x 38 = 7-40, 18 x 39 = 7-58, 18 x 40 = 7-76, 18 x 41 = 8-2, 18 x 42 = 8-20, 18 x 43 = 8-38, 18 x 44 = 8-56, 18 x 45 = 8-74, 18 x 46 = 9-0, 18 x 47 = 9-18, 18 x 48 = 9-36, 18 x 49 = 9-54, 18 x 50 = 9-72, 18 x 51 = 9-90, 18 x 52 = 10-16, 18 x 53 = 10-34, 18 x 54 = 10-52, 18 x 55 = 10-70, 18 x 56 = 10-88, 18 x 57 = 11-14, 18 x 58 = 11-32, 18 x 59 = 11-50, 18 x 60 = 11-68, 18 x 61 = 11-86, 18 x 62 = 12-12, 18 x 63 = 12-30, 18 x 64 = 12-48, 18 x 65 = 12-66, 18 x 66 = 12-84, 18 x 67 = 13-10, 18 x 68 = 13-28, 18 x 69 = 13-46, 18 x 70 = 13-64, 18 x 71 = 13-82, 18 x 72 = 14-8, 18 x 73 = 14-26, 18 x 74 = 14-44, 18 x 75 = 14-62, 18 x 76 = 14-80, 18 x 77 = 15-6, 18 x 78 = 15-24, 18 x 79 = 15-42, 18 x 80 = 15-60, 18 x 81 = 15-78, 18 x 82 = 16-4, 18 x 83 = 16-22, 18 x 84 = 16-40, 18 x 85 = 16-58, 18 x 86 = 16-76, 18 x 87 = 17-2, 18 x 88 = 17-20, 18 x 89 = 17-38, 18 x 90 = 17-56, 18 x 91 = 17-74, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 1-3, 19 x 6 = 1-22, 19 x 7 = 1-41, 19 x 8 = 1-60, 19 x 9 = 1-79, 19 x 10 = 2-6, 19 x 11 = 2-25, 19 x 12 = 2-44, 19 x 13 = 2-63, 19 x 14 = 2-82, 19 x 15 = 3-9, 19 x 16 = 3-28, 19 x 17 = 3-47, 19 x 18 = 3-66, 19 x 19 = 3-85, 19 x 20 = 4-12, 19 x 21 = 4-31, 19 x 22 = 4-50, 19 x 23 = 4-69, 19 x 24 = 4-88, 19 x 25 = 5-15, 19 x 26 = 5-34, 19 x 27 = 5-53, 19 x 28 = 5-72, 19 x 29 = 5-91, 19 x 30 = 6-18, 19 x 31 = 6-37, 19 x 32 = 6-56, 19 x 33 = 6-75, 19 x 34 = 7-2, 19 x 35 = 7-21, 19 x 36 = 7-40, 19 x 37 = 7-59, 19 x 38 = 7-78, 19 x 39 = 8-5, 19 x 40 = 8-24, 19 x 41 = 8-43, 19 x 42 = 8-62, 19 x 43 = 8-81, 19 x 44 = 9-8, 19 x 45 = 9-27, 19 x 46 = 9-46, 19 x 47 = 9-65, 19 x 48 = 9-84, 19 x 49 = 10-11, 19 x 50 = 10-30, 19 x 51 = 10-49, 19 x 52 = 10-68, 19 x 53 = 10-87, 19 x 54 = 11-14, 19 x 55 = 11-33, 19 x 56 = 11-52, 19 x 57 = 11-71, 19 x 58 = 11-90, 19 x 59 = 12-17, 19 x 60 = 12-36, 19 x 61 = 12-55, 19 x 62 = 12-74, 19 x 63 = 13-1, 19 x 64 = 13-20, 19 x 65 = 13-39, 19 x 66 = 13-58, 19 x 67 = 13-77, 19 x 68 = 14-4, 19 x 69 = 14-23, 19 x 70 = 14-42, 19 x 71 = 14-61, 19 x 72 = 14-80, 19 x 73 = 15-7, 19 x 74 = 15-26, 19 x 75 = 15-45, 19 x 76 = 15-64, 19 x 77 = 15-83, 19 x 78 = 16-10, 19 x 79 = 16-29, 19 x 80 = 16-48, 19 x 81 = 16-67, 19 x 82 = 16-86, 19 x 83 = 17-13, 19 x 84 = 17-32, 19 x 85 = 17-51, 19 x 86 = 17-70, 19 x 87 = 17-89, 19 x 88 = 18-16, 19 x 89 = 18-35, 19 x 90 = 18-54, 19 x 91 = 18-73, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 1-8, 20 x 6 = 1-28, 20 x 7 = 1-48, 20 x 8 = 1-68, 20 x 9 = 1-88, 20 x 10 = 2-16, 20 x 11 = 2-36, 20 x 12 = 2-56, 20 x 13 = 2-76, 20 x 14 = 3-4, 20 x 15 = 3-24, 20 x 16 = 3-44, 20 x 17 = 3-64, 20 x 18 = 3-84, 20 x 19 = 4-12, 20 x 20 = 4-32, 20 x 21 = 4-52, 20 x 22 = 4-72, 20 x 23 = 5-0, 20 x 24 = 5-20, 20 x 25 = 5-40, 20 x 26 = 5-60, 20 x 27 = 5-80, 20 x 28 = 6-8, 20 x 29 = 6-28, 20 x 30 = 6-48, 20 x 31 = 6-68, 20 x 32 = 6-88, 20 x 33 = 7-16, 20 x 34 = 7-36, 20 x 35 = 7-56, 20 x 36 = 7-76, 20 x 37 = 8-4, 20 x 38 = 8-24, 20 x 39 = 8-44, 20 x 40 = 8-64, 20 x 41 = 8-84, 20 x 42 = 9-12, 20 x 43 = 9-32, 20 x 44 = 9-52, 20 x 45 = 9-72, 20 x 46 = 10-0, 20 x 47 = 10-20, 20 x 48 = 10-40, 20 x 49 = 10-60, 20 x 50 = 10-80, 20 x 51 = 11-8, 20 x 52 = 11-28, 20 x 53 = 11-48, 20 x 54 = 11-68, 20 x 55 = 11-88, 20 x 56 = 12-16, 20 x 57 = 12-36, 20 x 58 = 12-56, 20 x 59 = 12-76, 20 x 60 = 13-4, 20 x 61 = 13-24, 20 x 62 = 13-44, 20 x 63 = 13-64, 20 x 64 = 13-84, 20 x 65 = 14-12, 20 x 66 = 14-32, 20 x 67 = 14-52, 20 x 68 = 14-72, 20 x 69 = 15-0, 20 x 70 = 15-20, 20 x 71 = 15-40, 20 x 72 = 15-60, 20 x 73 = 15-80, 20 x 74 = 16-8, 20 x 75 = 16-28, 20 x 76 = 16-48, 20 x 77 = 16-68, 20 x 78 = 16-88, 20 x 79 = 17-16, 20 x 80 = 17-36, 20 x 81 = 17-56, 20 x 82 = 17-76, 20 x 83 = 18-4, 20 x 84 = 18-24, 20 x 85 = 18-44, 20 x 86 = 18-64, 20 x 87 = 18-84, 20 x 88 = 19-12, 20 x 89 = 19-32, 20 x 90 = 19-52, 20 x 91 = 19-72, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-13, 21 x 6 = 1-34, 21 x 7 = 1-55, 21 x 8 = 1-76, 21 x 9 = 2-5, 21 x 10 = 2-26, 21 x 11 = 2-47, 21 x 12 = 2-68, 21 x 13 = 2-89, 21 x 14 = 3-18, 21 x 15 = 3-39, 21 x 16 = 3-60, 21 x 17 = 3-81, 21 x 18 = 4-10, 21 x 19 = 4-31, 21 x 20 = 4-52, 21 x 21 = 4-73, 21 x 22 = 5-2, 21 x 23 = 5-23, 21 x 24 = 5-44, 21 x 25 = 5-65, 21 x 26 = 5-86, 21 x 27 = 6-15, 21 x 28 = 6-36, 21 x 29 = 6-57, 21 x 30 = 6-78, 21 x 31 = 7-7, 21 x 32 = 7-28, 21 x 33 = 7-49, 21 x 34 = 7-70, 21 x 35 = 7-91, 21 x 36 = 8-20, 21 x 37 = 8-41, 21 x 38 = 8-62, 21 x 39 = 8-83, 21 x 40 = 9-12, 21 x 41 = 9-33, 21 x 42 = 9-54, 21 x 43 = 9-75, 21 x 44 = 10-4, 21 x 45 = 10-25, 21 x 46 = 10-46, 21 x 47 = 10-67, 21 x 48 = 10-88, 21 x 49 = 11-17, 21 x 50 = 11-38, 21 x 51 = 11-59, 21 x 52 = 11-80, 21 x 53 = 12-9, 21 x 54 = 12-30, 21 x 55 = 12-51, 21 x 56 = 12-72, 21 x 57 = 13-1, 21 x 58 = 13-22, 21 x 59 = 13-43, 21 x 60 = 13-64, 21 x 61 = 13-85, 21 x 62 = 14-14, 21 x 63 = 14-35, 21 x 64 = 14-56, 21 x 65 = 14-77, 21 x 66 = 15-6, 21 x 67 = 15-27, 21 x 68 = 15-48, 21 x 69 = 15-69, 21 x 70 = 15-90, 21 x 71 = 16-19, 21 x 72 = 16-40, 21 x 73 = 16-61, 21 x 74 = 16-82, 21 x 75 = 17-11, 21 x 76 = 17-32, 21 x 77 = 17-53, 21 x 78 = 17-74, 21 x 79 = 18-3, 21 x 80 = 18-24, 21 x 81 = 18-45, 21 x 82 = 18-66, 21 x 83 = 18-87, 21 x 84 = 19-16, 21 x 85 = 19-37, 21 x 86 = 19-58, 21 x 87 = 19-79, 21 x 88 = 20-8, 21 x 89 = 20-29, 21 x 90 = 20-50, 21 x 91 = 20-71, 
