0-21 x 0-1 = 0-21, 0-21 x 0-2 = 1-5, 0-21 x 0-3 = 1-26, 0-21 x 0-4 = 2-10, 0-21 x 0-5 = 2-31, 0-21 x 0-6 = 3-15, 0-21 x 0-7 = 3-36, 0-21 x 0-8 = 4-20, 0-21 x 0-9 = 5-4, 0-21 x 0-10 = 5-25, 0-21 x 0-11 = 6-9, 0-21 x 0-12 = 6-30, 0-21 x 0-13 = 7-14, 0-21 x 0-14 = 7-35, 0-21 x 0-15 = 8-19, 0-21 x 0-16 = 9-3, 0-21 x 0-17 = 9-24, 0-21 x 0-18 = 10-8, 0-21 x 0-19 = 10-29, 0-21 x 0-20 = 11-13, 0-21 x 0-21 = 11-34, 0-21 x 0-22 = 12-18, 0-21 x 0-23 = 13-2, 0-21 x 0-24 = 13-23, 0-21 x 0-25 = 14-7, 0-21 x 0-26 = 14-28, 0-21 x 0-27 = 15-12, 0-21 x 0-28 = 15-33, 0-21 x 0-29 = 16-17, 0-21 x 0-30 = 17-1, 0-21 x 0-31 = 17-22, 0-21 x 0-32 = 18-6, 0-21 x 0-33 = 18-27, 0-21 x 0-34 = 19-11, 0-21 x 0-35 = 19-32, 0-21 x 0-36 = 20-16, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 1-7, 0-22 x 0-3 = 1-29, 0-22 x 0-4 = 2-14, 0-22 x 0-5 = 2-36, 0-22 x 0-6 = 3-21, 0-22 x 0-7 = 4-6, 0-22 x 0-8 = 4-28, 0-22 x 0-9 = 5-13, 0-22 x 0-10 = 5-35, 0-22 x 0-11 = 6-20, 0-22 x 0-12 = 7-5, 0-22 x 0-13 = 7-27, 0-22 x 0-14 = 8-12, 0-22 x 0-15 = 8-34, 0-22 x 0-16 = 9-19, 0-22 x 0-17 = 10-4, 0-22 x 0-18 = 10-26, 0-22 x 0-19 = 11-11, 0-22 x 0-20 = 11-33, 0-22 x 0-21 = 12-18, 0-22 x 0-22 = 13-3, 0-22 x 0-23 = 13-25, 0-22 x 0-24 = 14-10, 0-22 x 0-25 = 14-32, 0-22 x 0-26 = 15-17, 0-22 x 0-27 = 16-2, 0-22 x 0-28 = 16-24, 0-22 x 0-29 = 17-9, 0-22 x 0-30 = 17-31, 0-22 x 0-31 = 18-16, 0-22 x 0-32 = 19-1, 0-22 x 0-33 = 19-23, 0-22 x 0-34 = 20-8, 0-22 x 0-35 = 20-30, 0-22 x 0-36 = 21-15, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 1-9, 0-23 x 0-3 = 1-32, 0-23 x 0-4 = 2-18, 0-23 x 0-5 = 3-4, 0-23 x 0-6 = 3-27, 0-23 x 0-7 = 4-13, 0-23 x 0-8 = 4-36, 0-23 x 0-9 = 5-22, 0-23 x 0-10 = 6-8, 0-23 x 0-11 = 6-31, 0-23 x 0-12 = 7-17, 0-23 x 0-13 = 8-3, 0-23 x 0-14 = 8-26, 0-23 x 0-15 = 9-12, 0-23 x 0-16 = 9-35, 0-23 x 0-17 = 10-21, 0-23 x 0-18 = 11-7, 0-23 x 0-19 = 11-30, 0-23 x 0-20 = 12-16, 0-23 x 0-21 = 13-2, 0-23 x 0-22 = 13-25, 0-23 x 0-23 = 14-11, 0-23 x 0-24 = 14-34, 0-23 x 0-25 = 15-20, 0-23 x 0-26 = 16-6, 0-23 x 0-27 = 16-29, 0-23 x 0-28 = 17-15, 0-23 x 0-29 = 18-1, 0-23 x 0-30 = 18-24, 0-23 x 0-31 = 19-10, 0-23 x 0-32 = 19-33, 0-23 x 0-33 = 20-19, 0-23 x 0-34 = 21-5, 0-23 x 0-35 = 21-28, 0-23 x 0-36 = 22-14, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 1-11, 0-24 x 0-3 = 1-35, 0-24 x 0-4 = 2-22, 0-24 x 0-5 = 3-9, 0-24 x 0-6 = 3-33, 0-24 x 0-7 = 4-20, 0-24 x 0-8 = 5-7, 0-24 x 0-9 = 5-31, 0-24 x 0-10 = 6-18, 0-24 x 0-11 = 7-5, 0-24 x 0-12 = 7-29, 0-24 x 0-13 = 8-16, 0-24 x 0-14 = 9-3, 0-24 x 0-15 = 9-27, 0-24 x 0-16 = 10-14, 0-24 x 0-17 = 11-1, 0-24 x 0-18 = 11-25, 0-24 x 0-19 = 12-12, 0-24 x 0-20 = 12-36, 0-24 x 0-21 = 13-23, 0-24 x 0-22 = 14-10, 0-24 x 0-23 = 14-34, 0-24 x 0-24 = 15-21, 0-24 x 0-25 = 16-8, 0-24 x 0-26 = 16-32, 0-24 x 0-27 = 17-19, 0-24 x 0-28 = 18-6, 0-24 x 0-29 = 18-30, 0-24 x 0-30 = 19-17, 0-24 x 0-31 = 20-4, 0-24 x 0-32 = 20-28, 0-24 x 0-33 = 21-15, 0-24 x 0-34 = 22-2, 0-24 x 0-35 = 22-26, 0-24 x 0-36 = 23-13, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 1-13, 0-25 x 0-3 = 2-1, 0-25 x 0-4 = 2-26, 0-25 x 0-5 = 3-14, 0-25 x 0-6 = 4-2, 0-25 x 0-7 = 4-27, 0-25 x 0-8 = 5-15, 0-25 x 0-9 = 6-3, 0-25 x 0-10 = 6-28, 0-25 x 0-11 = 7-16, 0-25 x 0-12 = 8-4, 0-25 x 0-13 = 8-29, 0-25 x 0-14 = 9-17, 0-25 x 0-15 = 10-5, 0-25 x 0-16 = 10-30, 0-25 x 0-17 = 11-18, 0-25 x 0-18 = 12-6, 0-25 x 0-19 = 12-31, 0-25 x 0-20 = 13-19, 0-25 x 0-21 = 14-7, 0-25 x 0-22 = 14-32, 0-25 x 0-23 = 15-20, 0-25 x 0-24 = 16-8, 0-25 x 0-25 = 16-33, 0-25 x 0-26 = 17-21, 0-25 x 0-27 = 18-9, 0-25 x 0-28 = 18-34, 0-25 x 0-29 = 19-22, 0-25 x 0-30 = 20-10, 0-25 x 0-31 = 20-35, 0-25 x 0-32 = 21-23, 0-25 x 0-33 = 22-11, 0-25 x 0-34 = 22-36, 0-25 x 0-35 = 23-24, 0-25 x 0-36 = 24-12, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-15, 0-26 x 0-3 = 2-4, 0-26 x 0-4 = 2-30, 0-26 x 0-5 = 3-19, 0-26 x 0-6 = 4-8, 0-26 x 0-7 = 4-34, 0-26 x 0-8 = 5-23, 0-26 x 0-9 = 6-12, 0-26 x 0-10 = 7-1, 0-26 x 0-11 = 7-27, 0-26 x 0-12 = 8-16, 0-26 x 0-13 = 9-5, 0-26 x 0-14 = 9-31, 0-26 x 0-15 = 10-20, 0-26 x 0-16 = 11-9, 0-26 x 0-17 = 11-35, 0-26 x 0-18 = 12-24, 0-26 x 0-19 = 13-13, 0-26 x 0-20 = 14-2, 0-26 x 0-21 = 14-28, 0-26 x 0-22 = 15-17, 0-26 x 0-23 = 16-6, 0-26 x 0-24 = 16-32, 0-26 x 0-25 = 17-21, 0-26 x 0-26 = 18-10, 0-26 x 0-27 = 18-36, 0-26 x 0-28 = 19-25, 0-26 x 0-29 = 20-14, 0-26 x 0-30 = 21-3, 0-26 x 0-31 = 21-29, 0-26 x 0-32 = 22-18, 0-26 x 0-33 = 23-7, 0-26 x 0-34 = 23-33, 0-26 x 0-35 = 24-22, 0-26 x 0-36 = 25-11, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-17, 0-27 x 0-3 = 2-7, 0-27 x 0-4 = 2-34, 0-27 x 0-5 = 3-24, 0-27 x 0-6 = 4-14, 0-27 x 0-7 = 5-4, 0-27 x 0-8 = 5-31, 0-27 x 0-9 = 6-21, 0-27 x 0-10 = 7-11, 0-27 x 0-11 = 8-1, 0-27 x 0-12 = 8-28, 0-27 x 0-13 = 9-18, 0-27 x 0-14 = 10-8, 0-27 x 0-15 = 10-35, 0-27 x 0-16 = 11-25, 0-27 x 0-17 = 12-15, 0-27 x 0-18 = 13-5, 0-27 x 0-19 = 13-32, 0-27 x 0-20 = 14-22, 0-27 x 0-21 = 15-12, 0-27 x 0-22 = 16-2, 0-27 x 0-23 = 16-29, 0-27 x 0-24 = 17-19, 0-27 x 0-25 = 18-9, 0-27 x 0-26 = 18-36, 0-27 x 0-27 = 19-26, 0-27 x 0-28 = 20-16, 0-27 x 0-29 = 21-6, 0-27 x 0-30 = 21-33, 0-27 x 0-31 = 22-23, 0-27 x 0-32 = 23-13, 0-27 x 0-33 = 24-3, 0-27 x 0-34 = 24-30, 0-27 x 0-35 = 25-20, 0-27 x 0-36 = 26-10, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-19, 0-28 x 0-3 = 2-10, 0-28 x 0-4 = 3-1, 0-28 x 0-5 = 3-29, 0-28 x 0-6 = 4-20, 0-28 x 0-7 = 5-11, 0-28 x 0-8 = 6-2, 0-28 x 0-9 = 6-30, 0-28 x 0-10 = 7-21, 0-28 x 0-11 = 8-12, 0-28 x 0-12 = 9-3, 0-28 x 0-13 = 9-31, 0-28 x 0-14 = 10-22, 0-28 x 0-15 = 11-13, 0-28 x 0-16 = 12-4, 0-28 x 0-17 = 12-32, 0-28 x 0-18 = 13-23, 0-28 x 0-19 = 14-14, 0-28 x 0-20 = 15-5, 0-28 x 0-21 = 15-33, 0-28 x 0-22 = 16-24, 0-28 x 0-23 = 17-15, 0-28 x 0-24 = 18-6, 0-28 x 0-25 = 18-34, 0-28 x 0-26 = 19-25, 0-28 x 0-27 = 20-16, 0-28 x 0-28 = 21-7, 0-28 x 0-29 = 21-35, 0-28 x 0-30 = 22-26, 0-28 x 0-31 = 23-17, 0-28 x 0-32 = 24-8, 0-28 x 0-33 = 24-36, 0-28 x 0-34 = 25-27, 0-28 x 0-35 = 26-18, 0-28 x 0-36 = 27-9, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-21, 0-29 x 0-3 = 2-13, 0-29 x 0-4 = 3-5, 0-29 x 0-5 = 3-34, 0-29 x 0-6 = 4-26, 0-29 x 0-7 = 5-18, 0-29 x 0-8 = 6-10, 0-29 x 0-9 = 7-2, 0-29 x 0-10 = 7-31, 0-29 x 0-11 = 8-23, 0-29 x 0-12 = 9-15, 0-29 x 0-13 = 10-7, 0-29 x 0-14 = 10-36, 0-29 x 0-15 = 11-28, 0-29 x 0-16 = 12-20, 0-29 x 0-17 = 13-12, 0-29 x 0-18 = 14-4, 0-29 x 0-19 = 14-33, 0-29 x 0-20 = 15-25, 0-29 x 0-21 = 16-17, 0-29 x 0-22 = 17-9, 0-29 x 0-23 = 18-1, 0-29 x 0-24 = 18-30, 0-29 x 0-25 = 19-22, 0-29 x 0-26 = 20-14, 0-29 x 0-27 = 21-6, 0-29 x 0-28 = 21-35, 0-29 x 0-29 = 22-27, 0-29 x 0-30 = 23-19, 0-29 x 0-31 = 24-11, 0-29 x 0-32 = 25-3, 0-29 x 0-33 = 25-32, 0-29 x 0-34 = 26-24, 0-29 x 0-35 = 27-16, 0-29 x 0-36 = 28-8, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-23, 0-30 x 0-3 = 2-16, 0-30 x 0-4 = 3-9, 0-30 x 0-5 = 4-2, 0-30 x 0-6 = 4-32, 0-30 x 0-7 = 5-25, 0-30 x 0-8 = 6-18, 0-30 x 0-9 = 7-11, 0-30 x 0-10 = 8-4, 0-30 x 0-11 = 8-34, 0-30 x 0-12 = 9-27, 0-30 x 0-13 = 10-20, 0-30 x 0-14 = 11-13, 0-30 x 0-15 = 12-6, 0-30 x 0-16 = 12-36, 0-30 x 0-17 = 13-29, 0-30 x 0-18 = 14-22, 0-30 x 0-19 = 15-15, 0-30 x 0-20 = 16-8, 0-30 x 0-21 = 17-1, 0-30 x 0-22 = 17-31, 0-30 x 0-23 = 18-24, 0-30 x 0-24 = 19-17, 0-30 x 0-25 = 20-10, 0-30 x 0-26 = 21-3, 0-30 x 0-27 = 21-33, 0-30 x 0-28 = 22-26, 0-30 x 0-29 = 23-19, 0-30 x 0-30 = 24-12, 0-30 x 0-31 = 25-5, 0-30 x 0-32 = 25-35, 0-30 x 0-33 = 26-28, 0-30 x 0-34 = 27-21, 0-30 x 0-35 = 28-14, 0-30 x 0-36 = 29-7, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-25, 0-31 x 0-3 = 2-19, 0-31 x 0-4 = 3-13, 0-31 x 0-5 = 4-7, 0-31 x 0-6 = 5-1, 0-31 x 0-7 = 5-32, 0-31 x 0-8 = 6-26, 0-31 x 0-9 = 7-20, 0-31 x 0-10 = 8-14, 0-31 x 0-11 = 9-8, 0-31 x 0-12 = 10-2, 0-31 x 0-13 = 10-33, 0-31 x 0-14 = 11-27, 0-31 x 0-15 = 12-21, 0-31 x 0-16 = 13-15, 0-31 x 0-17 = 14-9, 0-31 x 0-18 = 15-3, 0-31 x 0-19 = 15-34, 0-31 x 0-20 = 16-28, 0-31 x 0-21 = 17-22, 0-31 x 0-22 = 18-16, 0-31 x 0-23 = 19-10, 0-31 x 0-24 = 20-4, 0-31 x 0-25 = 20-35, 0-31 x 0-26 = 21-29, 0-31 x 0-27 = 22-23, 0-31 x 0-28 = 23-17, 0-31 x 0-29 = 24-11, 0-31 x 0-30 = 25-5, 0-31 x 0-31 = 25-36, 0-31 x 0-32 = 26-30, 0-31 x 0-33 = 27-24, 0-31 x 0-34 = 28-18, 0-31 x 0-35 = 29-12, 0-31 x 0-36 = 30-6, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-27, 0-32 x 0-3 = 2-22, 0-32 x 0-4 = 3-17, 0-32 x 0-5 = 4-12, 0-32 x 0-6 = 5-7, 0-32 x 0-7 = 6-2, 0-32 x 0-8 = 6-34, 0-32 x 0-9 = 7-29, 0-32 x 0-10 = 8-24, 0-32 x 0-11 = 9-19, 0-32 x 0-12 = 10-14, 0-32 x 0-13 = 11-9, 0-32 x 0-14 = 12-4, 0-32 x 0-15 = 12-36, 0-32 x 0-16 = 13-31, 0-32 x 0-17 = 14-26, 0-32 x 0-18 = 15-21, 0-32 x 0-19 = 16-16, 0-32 x 0-20 = 17-11, 0-32 x 0-21 = 18-6, 0-32 x 0-22 = 19-1, 0-32 x 0-23 = 19-33, 0-32 x 0-24 = 20-28, 0-32 x 0-25 = 21-23, 0-32 x 0-26 = 22-18, 0-32 x 0-27 = 23-13, 0-32 x 0-28 = 24-8, 0-32 x 0-29 = 25-3, 0-32 x 0-30 = 25-35, 0-32 x 0-31 = 26-30, 0-32 x 0-32 = 27-25, 0-32 x 0-33 = 28-20, 0-32 x 0-34 = 29-15, 0-32 x 0-35 = 30-10, 0-32 x 0-36 = 31-5, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-29, 0-33 x 0-3 = 2-25, 0-33 x 0-4 = 3-21, 0-33 x 0-5 = 4-17, 0-33 x 0-6 = 5-13, 0-33 x 0-7 = 6-9, 0-33 x 0-8 = 7-5, 0-33 x 0-9 = 8-1, 0-33 x 0-10 = 8-34, 0-33 x 0-11 = 9-30, 0-33 x 0-12 = 10-26, 0-33 x 0-13 = 11-22, 0-33 x 0-14 = 12-18, 0-33 x 0-15 = 13-14, 0-33 x 0-16 = 14-10, 0-33 x 0-17 = 15-6, 0-33 x 0-18 = 16-2, 0-33 x 0-19 = 16-35, 0-33 x 0-20 = 17-31, 0-33 x 0-21 = 18-27, 0-33 x 0-22 = 19-23, 0-33 x 0-23 = 20-19, 0-33 x 0-24 = 21-15, 0-33 x 0-25 = 22-11, 0-33 x 0-26 = 23-7, 0-33 x 0-27 = 24-3, 0-33 x 0-28 = 24-36, 0-33 x 0-29 = 25-32, 0-33 x 0-30 = 26-28, 0-33 x 0-31 = 27-24, 0-33 x 0-32 = 28-20, 0-33 x 0-33 = 29-16, 0-33 x 0-34 = 30-12, 0-33 x 0-35 = 31-8, 0-33 x 0-36 = 32-4, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-31, 0-34 x 0-3 = 2-28, 0-34 x 0-4 = 3-25, 0-34 x 0-5 = 4-22, 0-34 x 0-6 = 5-19, 0-34 x 0-7 = 6-16, 0-34 x 0-8 = 7-13, 0-34 x 0-9 = 8-10, 0-34 x 0-10 = 9-7, 0-34 x 0-11 = 10-4, 0-34 x 0-12 = 11-1, 0-34 x 0-13 = 11-35, 0-34 x 0-14 = 12-32, 0-34 x 0-15 = 13-29, 0-34 x 0-16 = 14-26, 0-34 x 0-17 = 15-23, 0-34 x 0-18 = 16-20, 0-34 x 0-19 = 17-17, 0-34 x 0-20 = 18-14, 0-34 x 0-21 = 19-11, 0-34 x 0-22 = 20-8, 0-34 x 0-23 = 21-5, 0-34 x 0-24 = 22-2, 0-34 x 0-25 = 22-36, 0-34 x 0-26 = 23-33, 0-34 x 0-27 = 24-30, 0-34 x 0-28 = 25-27, 0-34 x 0-29 = 26-24, 0-34 x 0-30 = 27-21, 0-34 x 0-31 = 28-18, 0-34 x 0-32 = 29-15, 0-34 x 0-33 = 30-12, 0-34 x 0-34 = 31-9, 0-34 x 0-35 = 32-6, 0-34 x 0-36 = 33-3, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-33, 0-35 x 0-3 = 2-31, 0-35 x 0-4 = 3-29, 0-35 x 0-5 = 4-27, 0-35 x 0-6 = 5-25, 0-35 x 0-7 = 6-23, 0-35 x 0-8 = 7-21, 0-35 x 0-9 = 8-19, 0-35 x 0-10 = 9-17, 0-35 x 0-11 = 10-15, 0-35 x 0-12 = 11-13, 0-35 x 0-13 = 12-11, 0-35 x 0-14 = 13-9, 0-35 x 0-15 = 14-7, 0-35 x 0-16 = 15-5, 0-35 x 0-17 = 16-3, 0-35 x 0-18 = 17-1, 0-35 x 0-19 = 17-36, 0-35 x 0-20 = 18-34, 0-35 x 0-21 = 19-32, 0-35 x 0-22 = 20-30, 0-35 x 0-23 = 21-28, 0-35 x 0-24 = 22-26, 0-35 x 0-25 = 23-24, 0-35 x 0-26 = 24-22, 0-35 x 0-27 = 25-20, 0-35 x 0-28 = 26-18, 0-35 x 0-29 = 27-16, 0-35 x 0-30 = 28-14, 0-35 x 0-31 = 29-12, 0-35 x 0-32 = 30-10, 0-35 x 0-33 = 31-8, 0-35 x 0-34 = 32-6, 0-35 x 0-35 = 33-4, 0-35 x 0-36 = 34-2, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-35, 0-36 x 0-3 = 2-34, 0-36 x 0-4 = 3-33, 0-36 x 0-5 = 4-32, 0-36 x 0-6 = 5-31, 0-36 x 0-7 = 6-30, 0-36 x 0-8 = 7-29, 0-36 x 0-9 = 8-28, 0-36 x 0-10 = 9-27, 0-36 x 0-11 = 10-26, 0-36 x 0-12 = 11-25, 0-36 x 0-13 = 12-24, 0-36 x 0-14 = 13-23, 0-36 x 0-15 = 14-22, 0-36 x 0-16 = 15-21, 0-36 x 0-17 = 16-20, 0-36 x 0-18 = 17-19, 0-36 x 0-19 = 18-18, 0-36 x 0-20 = 19-17, 0-36 x 0-21 = 20-16, 0-36 x 0-22 = 21-15, 0-36 x 0-23 = 22-14, 0-36 x 0-24 = 23-13, 0-36 x 0-25 = 24-12, 0-36 x 0-26 = 25-11, 0-36 x 0-27 = 26-10, 0-36 x 0-28 = 27-9, 0-36 x 0-29 = 28-8, 0-36 x 0-30 = 29-7, 0-36 x 0-31 = 30-6, 0-36 x 0-32 = 31-5, 0-36 x 0-33 = 32-4, 0-36 x 0-34 = 33-3, 0-36 x 0-35 = 34-2, 0-36 x 0-36 = 35-1, 
