21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 1-15, 21 x 4 = 1-36, 21 x 5 = 2-9, 21 x 6 = 2-30, 21 x 7 = 3-3, 21 x 8 = 3-24, 21 x 9 = 3-45, 21 x 10 = 4-18, 21 x 11 = 4-39, 21 x 12 = 5-12, 21 x 13 = 5-33, 21 x 14 = 6-6, 21 x 15 = 6-27, 21 x 16 = 7-0, 21 x 17 = 7-21, 21 x 18 = 7-42, 21 x 19 = 8-15, 21 x 20 = 8-36, 21 x 21 = 9-9, 21 x 22 = 9-30, 21 x 23 = 10-3, 21 x 24 = 10-24, 21 x 25 = 10-45, 21 x 26 = 11-18, 21 x 27 = 11-39, 21 x 28 = 12-12, 21 x 29 = 12-33, 21 x 30 = 13-6, 21 x 31 = 13-27, 21 x 32 = 14-0, 21 x 33 = 14-21, 21 x 34 = 14-42, 21 x 35 = 15-15, 21 x 36 = 15-36, 21 x 37 = 16-9, 21 x 38 = 16-30, 21 x 39 = 17-3, 21 x 40 = 17-24, 21 x 41 = 17-45, 21 x 42 = 18-18, 21 x 43 = 18-39, 21 x 44 = 19-12, 21 x 45 = 19-33, 21 x 46 = 20-6, 21 x 47 = 20-27, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 1-18, 22 x 4 = 1-40, 22 x 5 = 2-14, 22 x 6 = 2-36, 22 x 7 = 3-10, 22 x 8 = 3-32, 22 x 9 = 4-6, 22 x 10 = 4-28, 22 x 11 = 5-2, 22 x 12 = 5-24, 22 x 13 = 5-46, 22 x 14 = 6-20, 22 x 15 = 6-42, 22 x 16 = 7-16, 22 x 17 = 7-38, 22 x 18 = 8-12, 22 x 19 = 8-34, 22 x 20 = 9-8, 22 x 21 = 9-30, 22 x 22 = 10-4, 22 x 23 = 10-26, 22 x 24 = 11-0, 22 x 25 = 11-22, 22 x 26 = 11-44, 22 x 27 = 12-18, 22 x 28 = 12-40, 22 x 29 = 13-14, 22 x 30 = 13-36, 22 x 31 = 14-10, 22 x 32 = 14-32, 22 x 33 = 15-6, 22 x 34 = 15-28, 22 x 35 = 16-2, 22 x 36 = 16-24, 22 x 37 = 16-46, 22 x 38 = 17-20, 22 x 39 = 17-42, 22 x 40 = 18-16, 22 x 41 = 18-38, 22 x 42 = 19-12, 22 x 43 = 19-34, 22 x 44 = 20-8, 22 x 45 = 20-30, 22 x 46 = 21-4, 22 x 47 = 21-26, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 1-21, 23 x 4 = 1-44, 23 x 5 = 2-19, 23 x 6 = 2-42, 23 x 7 = 3-17, 23 x 8 = 3-40, 23 x 9 = 4-15, 23 x 10 = 4-38, 23 x 11 = 5-13, 23 x 12 = 5-36, 23 x 13 = 6-11, 23 x 14 = 6-34, 23 x 15 = 7-9, 23 x 16 = 7-32, 23 x 17 = 8-7, 23 x 18 = 8-30, 23 x 19 = 9-5, 23 x 20 = 9-28, 23 x 21 = 10-3, 23 x 22 = 10-26, 23 x 23 = 11-1, 23 x 24 = 11-24, 23 x 25 = 11-47, 23 x 26 = 12-22, 23 x 27 = 12-45, 23 x 28 = 13-20, 23 x 29 = 13-43, 23 x 30 = 14-18, 23 x 31 = 14-41, 23 x 32 = 15-16, 23 x 33 = 15-39, 23 x 34 = 16-14, 23 x 35 = 16-37, 23 x 36 = 17-12, 23 x 37 = 17-35, 23 x 38 = 18-10, 23 x 39 = 18-33, 23 x 40 = 19-8, 23 x 41 = 19-31, 23 x 42 = 20-6, 23 x 43 = 20-29, 23 x 44 = 21-4, 23 x 45 = 21-27, 23 x 46 = 22-2, 23 x 47 = 22-25, 
24 x 1 = 0-24, 24 x 2 = 1-0, 24 x 3 = 1-24, 24 x 4 = 2-0, 24 x 5 = 2-24, 24 x 6 = 3-0, 24 x 7 = 3-24, 24 x 8 = 4-0, 24 x 9 = 4-24, 24 x 10 = 5-0, 24 x 11 = 5-24, 24 x 12 = 6-0, 24 x 13 = 6-24, 24 x 14 = 7-0, 24 x 15 = 7-24, 24 x 16 = 8-0, 24 x 17 = 8-24, 24 x 18 = 9-0, 24 x 19 = 9-24, 24 x 20 = 10-0, 24 x 21 = 10-24, 24 x 22 = 11-0, 24 x 23 = 11-24, 24 x 24 = 12-0, 24 x 25 = 12-24, 24 x 26 = 13-0, 24 x 27 = 13-24, 24 x 28 = 14-0, 24 x 29 = 14-24, 24 x 30 = 15-0, 24 x 31 = 15-24, 24 x 32 = 16-0, 24 x 33 = 16-24, 24 x 34 = 17-0, 24 x 35 = 17-24, 24 x 36 = 18-0, 24 x 37 = 18-24, 24 x 38 = 19-0, 24 x 39 = 19-24, 24 x 40 = 20-0, 24 x 41 = 20-24, 24 x 42 = 21-0, 24 x 43 = 21-24, 24 x 44 = 22-0, 24 x 45 = 22-24, 24 x 46 = 23-0, 24 x 47 = 23-24, 
25 x 1 = 0-25, 25 x 2 = 1-2, 25 x 3 = 1-27, 25 x 4 = 2-4, 25 x 5 = 2-29, 25 x 6 = 3-6, 25 x 7 = 3-31, 25 x 8 = 4-8, 25 x 9 = 4-33, 25 x 10 = 5-10, 25 x 11 = 5-35, 25 x 12 = 6-12, 25 x 13 = 6-37, 25 x 14 = 7-14, 25 x 15 = 7-39, 25 x 16 = 8-16, 25 x 17 = 8-41, 25 x 18 = 9-18, 25 x 19 = 9-43, 25 x 20 = 10-20, 25 x 21 = 10-45, 25 x 22 = 11-22, 25 x 23 = 11-47, 25 x 24 = 12-24, 25 x 25 = 13-1, 25 x 26 = 13-26, 25 x 27 = 14-3, 25 x 28 = 14-28, 25 x 29 = 15-5, 25 x 30 = 15-30, 25 x 31 = 16-7, 25 x 32 = 16-32, 25 x 33 = 17-9, 25 x 34 = 17-34, 25 x 35 = 18-11, 25 x 36 = 18-36, 25 x 37 = 19-13, 25 x 38 = 19-38, 25 x 39 = 20-15, 25 x 40 = 20-40, 25 x 41 = 21-17, 25 x 42 = 21-42, 25 x 43 = 22-19, 25 x 44 = 22-44, 25 x 45 = 23-21, 25 x 46 = 23-46, 25 x 47 = 24-23, 
26 x 1 = 0-26, 26 x 2 = 1-4, 26 x 3 = 1-30, 26 x 4 = 2-8, 26 x 5 = 2-34, 26 x 6 = 3-12, 26 x 7 = 3-38, 26 x 8 = 4-16, 26 x 9 = 4-42, 26 x 10 = 5-20, 26 x 11 = 5-46, 26 x 12 = 6-24, 26 x 13 = 7-2, 26 x 14 = 7-28, 26 x 15 = 8-6, 26 x 16 = 8-32, 26 x 17 = 9-10, 26 x 18 = 9-36, 26 x 19 = 10-14, 26 x 20 = 10-40, 26 x 21 = 11-18, 26 x 22 = 11-44, 26 x 23 = 12-22, 26 x 24 = 13-0, 26 x 25 = 13-26, 26 x 26 = 14-4, 26 x 27 = 14-30, 26 x 28 = 15-8, 26 x 29 = 15-34, 26 x 30 = 16-12, 26 x 31 = 16-38, 26 x 32 = 17-16, 26 x 33 = 17-42, 26 x 34 = 18-20, 26 x 35 = 18-46, 26 x 36 = 19-24, 26 x 37 = 20-2, 26 x 38 = 20-28, 26 x 39 = 21-6, 26 x 40 = 21-32, 26 x 41 = 22-10, 26 x 42 = 22-36, 26 x 43 = 23-14, 26 x 44 = 23-40, 26 x 45 = 24-18, 26 x 46 = 24-44, 26 x 47 = 25-22, 
27 x 1 = 0-27, 27 x 2 = 1-6, 27 x 3 = 1-33, 27 x 4 = 2-12, 27 x 5 = 2-39, 27 x 6 = 3-18, 27 x 7 = 3-45, 27 x 8 = 4-24, 27 x 9 = 5-3, 27 x 10 = 5-30, 27 x 11 = 6-9, 27 x 12 = 6-36, 27 x 13 = 7-15, 27 x 14 = 7-42, 27 x 15 = 8-21, 27 x 16 = 9-0, 27 x 17 = 9-27, 27 x 18 = 10-6, 27 x 19 = 10-33, 27 x 20 = 11-12, 27 x 21 = 11-39, 27 x 22 = 12-18, 27 x 23 = 12-45, 27 x 24 = 13-24, 27 x 25 = 14-3, 27 x 26 = 14-30, 27 x 27 = 15-9, 27 x 28 = 15-36, 27 x 29 = 16-15, 27 x 30 = 16-42, 27 x 31 = 17-21, 27 x 32 = 18-0, 27 x 33 = 18-27, 27 x 34 = 19-6, 27 x 35 = 19-33, 27 x 36 = 20-12, 27 x 37 = 20-39, 27 x 38 = 21-18, 27 x 39 = 21-45, 27 x 40 = 22-24, 27 x 41 = 23-3, 27 x 42 = 23-30, 27 x 43 = 24-9, 27 x 44 = 24-36, 27 x 45 = 25-15, 27 x 46 = 25-42, 27 x 47 = 26-21, 
28 x 1 = 0-28, 28 x 2 = 1-8, 28 x 3 = 1-36, 28 x 4 = 2-16, 28 x 5 = 2-44, 28 x 6 = 3-24, 28 x 7 = 4-4, 28 x 8 = 4-32, 28 x 9 = 5-12, 28 x 10 = 5-40, 28 x 11 = 6-20, 28 x 12 = 7-0, 28 x 13 = 7-28, 28 x 14 = 8-8, 28 x 15 = 8-36, 28 x 16 = 9-16, 28 x 17 = 9-44, 28 x 18 = 10-24, 28 x 19 = 11-4, 28 x 20 = 11-32, 28 x 21 = 12-12, 28 x 22 = 12-40, 28 x 23 = 13-20, 28 x 24 = 14-0, 28 x 25 = 14-28, 28 x 26 = 15-8, 28 x 27 = 15-36, 28 x 28 = 16-16, 28 x 29 = 16-44, 28 x 30 = 17-24, 28 x 31 = 18-4, 28 x 32 = 18-32, 28 x 33 = 19-12, 28 x 34 = 19-40, 28 x 35 = 20-20, 28 x 36 = 21-0, 28 x 37 = 21-28, 28 x 38 = 22-8, 28 x 39 = 22-36, 28 x 40 = 23-16, 28 x 41 = 23-44, 28 x 42 = 24-24, 28 x 43 = 25-4, 28 x 44 = 25-32, 28 x 45 = 26-12, 28 x 46 = 26-40, 28 x 47 = 27-20, 
29 x 1 = 0-29, 29 x 2 = 1-10, 29 x 3 = 1-39, 29 x 4 = 2-20, 29 x 5 = 3-1, 29 x 6 = 3-30, 29 x 7 = 4-11, 29 x 8 = 4-40, 29 x 9 = 5-21, 29 x 10 = 6-2, 29 x 11 = 6-31, 29 x 12 = 7-12, 29 x 13 = 7-41, 29 x 14 = 8-22, 29 x 15 = 9-3, 29 x 16 = 9-32, 29 x 17 = 10-13, 29 x 18 = 10-42, 29 x 19 = 11-23, 29 x 20 = 12-4, 29 x 21 = 12-33, 29 x 22 = 13-14, 29 x 23 = 13-43, 29 x 24 = 14-24, 29 x 25 = 15-5, 29 x 26 = 15-34, 29 x 27 = 16-15, 29 x 28 = 16-44, 29 x 29 = 17-25, 29 x 30 = 18-6, 29 x 31 = 18-35, 29 x 32 = 19-16, 29 x 33 = 19-45, 29 x 34 = 20-26, 29 x 35 = 21-7, 29 x 36 = 21-36, 29 x 37 = 22-17, 29 x 38 = 22-46, 29 x 39 = 23-27, 29 x 40 = 24-8, 29 x 41 = 24-37, 29 x 42 = 25-18, 29 x 43 = 25-47, 29 x 44 = 26-28, 29 x 45 = 27-9, 29 x 46 = 27-38, 29 x 47 = 28-19, 
30 x 1 = 0-30, 30 x 2 = 1-12, 30 x 3 = 1-42, 30 x 4 = 2-24, 30 x 5 = 3-6, 30 x 6 = 3-36, 30 x 7 = 4-18, 30 x 8 = 5-0, 30 x 9 = 5-30, 30 x 10 = 6-12, 30 x 11 = 6-42, 30 x 12 = 7-24, 30 x 13 = 8-6, 30 x 14 = 8-36, 30 x 15 = 9-18, 30 x 16 = 10-0, 30 x 17 = 10-30, 30 x 18 = 11-12, 30 x 19 = 11-42, 30 x 20 = 12-24, 30 x 21 = 13-6, 30 x 22 = 13-36, 30 x 23 = 14-18, 30 x 24 = 15-0, 30 x 25 = 15-30, 30 x 26 = 16-12, 30 x 27 = 16-42, 30 x 28 = 17-24, 30 x 29 = 18-6, 30 x 30 = 18-36, 30 x 31 = 19-18, 30 x 32 = 20-0, 30 x 33 = 20-30, 30 x 34 = 21-12, 30 x 35 = 21-42, 30 x 36 = 22-24, 30 x 37 = 23-6, 30 x 38 = 23-36, 30 x 39 = 24-18, 30 x 40 = 25-0, 30 x 41 = 25-30, 30 x 42 = 26-12, 30 x 43 = 26-42, 30 x 44 = 27-24, 30 x 45 = 28-6, 30 x 46 = 28-36, 30 x 47 = 29-18, 
31 x 1 = 0-31, 31 x 2 = 1-14, 31 x 3 = 1-45, 31 x 4 = 2-28, 31 x 5 = 3-11, 31 x 6 = 3-42, 31 x 7 = 4-25, 31 x 8 = 5-8, 31 x 9 = 5-39, 31 x 10 = 6-22, 31 x 11 = 7-5, 31 x 12 = 7-36, 31 x 13 = 8-19, 31 x 14 = 9-2, 31 x 15 = 9-33, 31 x 16 = 10-16, 31 x 17 = 10-47, 31 x 18 = 11-30, 31 x 19 = 12-13, 31 x 20 = 12-44, 31 x 21 = 13-27, 31 x 22 = 14-10, 31 x 23 = 14-41, 31 x 24 = 15-24, 31 x 25 = 16-7, 31 x 26 = 16-38, 31 x 27 = 17-21, 31 x 28 = 18-4, 31 x 29 = 18-35, 31 x 30 = 19-18, 31 x 31 = 20-1, 31 x 32 = 20-32, 31 x 33 = 21-15, 31 x 34 = 21-46, 31 x 35 = 22-29, 31 x 36 = 23-12, 31 x 37 = 23-43, 31 x 38 = 24-26, 31 x 39 = 25-9, 31 x 40 = 25-40, 31 x 41 = 26-23, 31 x 42 = 27-6, 31 x 43 = 27-37, 31 x 44 = 28-20, 31 x 45 = 29-3, 31 x 46 = 29-34, 31 x 47 = 30-17, 
32 x 1 = 0-32, 32 x 2 = 1-16, 32 x 3 = 2-0, 32 x 4 = 2-32, 32 x 5 = 3-16, 32 x 6 = 4-0, 32 x 7 = 4-32, 32 x 8 = 5-16, 32 x 9 = 6-0, 32 x 10 = 6-32, 32 x 11 = 7-16, 32 x 12 = 8-0, 32 x 13 = 8-32, 32 x 14 = 9-16, 32 x 15 = 10-0, 32 x 16 = 10-32, 32 x 17 = 11-16, 32 x 18 = 12-0, 32 x 19 = 12-32, 32 x 20 = 13-16, 32 x 21 = 14-0, 32 x 22 = 14-32, 32 x 23 = 15-16, 32 x 24 = 16-0, 32 x 25 = 16-32, 32 x 26 = 17-16, 32 x 27 = 18-0, 32 x 28 = 18-32, 32 x 29 = 19-16, 32 x 30 = 20-0, 32 x 31 = 20-32, 32 x 32 = 21-16, 32 x 33 = 22-0, 32 x 34 = 22-32, 32 x 35 = 23-16, 32 x 36 = 24-0, 32 x 37 = 24-32, 32 x 38 = 25-16, 32 x 39 = 26-0, 32 x 40 = 26-32, 32 x 41 = 27-16, 32 x 42 = 28-0, 32 x 43 = 28-32, 32 x 44 = 29-16, 32 x 45 = 30-0, 32 x 46 = 30-32, 32 x 47 = 31-16, 
33 x 1 = 0-33, 33 x 2 = 1-18, 33 x 3 = 2-3, 33 x 4 = 2-36, 33 x 5 = 3-21, 33 x 6 = 4-6, 33 x 7 = 4-39, 33 x 8 = 5-24, 33 x 9 = 6-9, 33 x 10 = 6-42, 33 x 11 = 7-27, 33 x 12 = 8-12, 33 x 13 = 8-45, 33 x 14 = 9-30, 33 x 15 = 10-15, 33 x 16 = 11-0, 33 x 17 = 11-33, 33 x 18 = 12-18, 33 x 19 = 13-3, 33 x 20 = 13-36, 33 x 21 = 14-21, 33 x 22 = 15-6, 33 x 23 = 15-39, 33 x 24 = 16-24, 33 x 25 = 17-9, 33 x 26 = 17-42, 33 x 27 = 18-27, 33 x 28 = 19-12, 33 x 29 = 19-45, 33 x 30 = 20-30, 33 x 31 = 21-15, 33 x 32 = 22-0, 33 x 33 = 22-33, 33 x 34 = 23-18, 33 x 35 = 24-3, 33 x 36 = 24-36, 33 x 37 = 25-21, 33 x 38 = 26-6, 33 x 39 = 26-39, 33 x 40 = 27-24, 33 x 41 = 28-9, 33 x 42 = 28-42, 33 x 43 = 29-27, 33 x 44 = 30-12, 33 x 45 = 30-45, 33 x 46 = 31-30, 33 x 47 = 32-15, 
34 x 1 = 0-34, 34 x 2 = 1-20, 34 x 3 = 2-6, 34 x 4 = 2-40, 34 x 5 = 3-26, 34 x 6 = 4-12, 34 x 7 = 4-46, 34 x 8 = 5-32, 34 x 9 = 6-18, 34 x 10 = 7-4, 34 x 11 = 7-38, 34 x 12 = 8-24, 34 x 13 = 9-10, 34 x 14 = 9-44, 34 x 15 = 10-30, 34 x 16 = 11-16, 34 x 17 = 12-2, 34 x 18 = 12-36, 34 x 19 = 13-22, 34 x 20 = 14-8, 34 x 21 = 14-42, 34 x 22 = 15-28, 34 x 23 = 16-14, 34 x 24 = 17-0, 34 x 25 = 17-34, 34 x 26 = 18-20, 34 x 27 = 19-6, 34 x 28 = 19-40, 34 x 29 = 20-26, 34 x 30 = 21-12, 34 x 31 = 21-46, 34 x 32 = 22-32, 34 x 33 = 23-18, 34 x 34 = 24-4, 34 x 35 = 24-38, 34 x 36 = 25-24, 34 x 37 = 26-10, 34 x 38 = 26-44, 34 x 39 = 27-30, 34 x 40 = 28-16, 34 x 41 = 29-2, 34 x 42 = 29-36, 34 x 43 = 30-22, 34 x 44 = 31-8, 34 x 45 = 31-42, 34 x 46 = 32-28, 34 x 47 = 33-14, 
35 x 1 = 0-35, 35 x 2 = 1-22, 35 x 3 = 2-9, 35 x 4 = 2-44, 35 x 5 = 3-31, 35 x 6 = 4-18, 35 x 7 = 5-5, 35 x 8 = 5-40, 35 x 9 = 6-27, 35 x 10 = 7-14, 35 x 11 = 8-1, 35 x 12 = 8-36, 35 x 13 = 9-23, 35 x 14 = 10-10, 35 x 15 = 10-45, 35 x 16 = 11-32, 35 x 17 = 12-19, 35 x 18 = 13-6, 35 x 19 = 13-41, 35 x 20 = 14-28, 35 x 21 = 15-15, 35 x 22 = 16-2, 35 x 23 = 16-37, 35 x 24 = 17-24, 35 x 25 = 18-11, 35 x 26 = 18-46, 35 x 27 = 19-33, 35 x 28 = 20-20, 35 x 29 = 21-7, 35 x 30 = 21-42, 35 x 31 = 22-29, 35 x 32 = 23-16, 35 x 33 = 24-3, 35 x 34 = 24-38, 35 x 35 = 25-25, 35 x 36 = 26-12, 35 x 37 = 26-47, 35 x 38 = 27-34, 35 x 39 = 28-21, 35 x 40 = 29-8, 35 x 41 = 29-43, 35 x 42 = 30-30, 35 x 43 = 31-17, 35 x 44 = 32-4, 35 x 45 = 32-39, 35 x 46 = 33-26, 35 x 47 = 34-13, 
36 x 1 = 0-36, 36 x 2 = 1-24, 36 x 3 = 2-12, 36 x 4 = 3-0, 36 x 5 = 3-36, 36 x 6 = 4-24, 36 x 7 = 5-12, 36 x 8 = 6-0, 36 x 9 = 6-36, 36 x 10 = 7-24, 36 x 11 = 8-12, 36 x 12 = 9-0, 36 x 13 = 9-36, 36 x 14 = 10-24, 36 x 15 = 11-12, 36 x 16 = 12-0, 36 x 17 = 12-36, 36 x 18 = 13-24, 36 x 19 = 14-12, 36 x 20 = 15-0, 36 x 21 = 15-36, 36 x 22 = 16-24, 36 x 23 = 17-12, 36 x 24 = 18-0, 36 x 25 = 18-36, 36 x 26 = 19-24, 36 x 27 = 20-12, 36 x 28 = 21-0, 36 x 29 = 21-36, 36 x 30 = 22-24, 36 x 31 = 23-12, 36 x 32 = 24-0, 36 x 33 = 24-36, 36 x 34 = 25-24, 36 x 35 = 26-12, 36 x 36 = 27-0, 36 x 37 = 27-36, 36 x 38 = 28-24, 36 x 39 = 29-12, 36 x 40 = 30-0, 36 x 41 = 30-36, 36 x 42 = 31-24, 36 x 43 = 32-12, 36 x 44 = 33-0, 36 x 45 = 33-36, 36 x 46 = 34-24, 36 x 47 = 35-12, 
37 x 1 = 0-37, 37 x 2 = 1-26, 37 x 3 = 2-15, 37 x 4 = 3-4, 37 x 5 = 3-41, 37 x 6 = 4-30, 37 x 7 = 5-19, 37 x 8 = 6-8, 37 x 9 = 6-45, 37 x 10 = 7-34, 37 x 11 = 8-23, 37 x 12 = 9-12, 37 x 13 = 10-1, 37 x 14 = 10-38, 37 x 15 = 11-27, 37 x 16 = 12-16, 37 x 17 = 13-5, 37 x 18 = 13-42, 37 x 19 = 14-31, 37 x 20 = 15-20, 37 x 21 = 16-9, 37 x 22 = 16-46, 37 x 23 = 17-35, 37 x 24 = 18-24, 37 x 25 = 19-13, 37 x 26 = 20-2, 37 x 27 = 20-39, 37 x 28 = 21-28, 37 x 29 = 22-17, 37 x 30 = 23-6, 37 x 31 = 23-43, 37 x 32 = 24-32, 37 x 33 = 25-21, 37 x 34 = 26-10, 37 x 35 = 26-47, 37 x 36 = 27-36, 37 x 37 = 28-25, 37 x 38 = 29-14, 37 x 39 = 30-3, 37 x 40 = 30-40, 37 x 41 = 31-29, 37 x 42 = 32-18, 37 x 43 = 33-7, 37 x 44 = 33-44, 37 x 45 = 34-33, 37 x 46 = 35-22, 37 x 47 = 36-11, 
38 x 1 = 0-38, 38 x 2 = 1-28, 38 x 3 = 2-18, 38 x 4 = 3-8, 38 x 5 = 3-46, 38 x 6 = 4-36, 38 x 7 = 5-26, 38 x 8 = 6-16, 38 x 9 = 7-6, 38 x 10 = 7-44, 38 x 11 = 8-34, 38 x 12 = 9-24, 38 x 13 = 10-14, 38 x 14 = 11-4, 38 x 15 = 11-42, 38 x 16 = 12-32, 38 x 17 = 13-22, 38 x 18 = 14-12, 38 x 19 = 15-2, 38 x 20 = 15-40, 38 x 21 = 16-30, 38 x 22 = 17-20, 38 x 23 = 18-10, 38 x 24 = 19-0, 38 x 25 = 19-38, 38 x 26 = 20-28, 38 x 27 = 21-18, 38 x 28 = 22-8, 38 x 29 = 22-46, 38 x 30 = 23-36, 38 x 31 = 24-26, 38 x 32 = 25-16, 38 x 33 = 26-6, 38 x 34 = 26-44, 38 x 35 = 27-34, 38 x 36 = 28-24, 38 x 37 = 29-14, 38 x 38 = 30-4, 38 x 39 = 30-42, 38 x 40 = 31-32, 38 x 41 = 32-22, 38 x 42 = 33-12, 38 x 43 = 34-2, 38 x 44 = 34-40, 38 x 45 = 35-30, 38 x 46 = 36-20, 38 x 47 = 37-10, 
39 x 1 = 0-39, 39 x 2 = 1-30, 39 x 3 = 2-21, 39 x 4 = 3-12, 39 x 5 = 4-3, 39 x 6 = 4-42, 39 x 7 = 5-33, 39 x 8 = 6-24, 39 x 9 = 7-15, 39 x 10 = 8-6, 39 x 11 = 8-45, 39 x 12 = 9-36, 39 x 13 = 10-27, 39 x 14 = 11-18, 39 x 15 = 12-9, 39 x 16 = 13-0, 39 x 17 = 13-39, 39 x 18 = 14-30, 39 x 19 = 15-21, 39 x 20 = 16-12, 39 x 21 = 17-3, 39 x 22 = 17-42, 39 x 23 = 18-33, 39 x 24 = 19-24, 39 x 25 = 20-15, 39 x 26 = 21-6, 39 x 27 = 21-45, 39 x 28 = 22-36, 39 x 29 = 23-27, 39 x 30 = 24-18, 39 x 31 = 25-9, 39 x 32 = 26-0, 39 x 33 = 26-39, 39 x 34 = 27-30, 39 x 35 = 28-21, 39 x 36 = 29-12, 39 x 37 = 30-3, 39 x 38 = 30-42, 39 x 39 = 31-33, 39 x 40 = 32-24, 39 x 41 = 33-15, 39 x 42 = 34-6, 39 x 43 = 34-45, 39 x 44 = 35-36, 39 x 45 = 36-27, 39 x 46 = 37-18, 39 x 47 = 38-9, 
40 x 1 = 0-40, 40 x 2 = 1-32, 40 x 3 = 2-24, 40 x 4 = 3-16, 40 x 5 = 4-8, 40 x 6 = 5-0, 40 x 7 = 5-40, 40 x 8 = 6-32, 40 x 9 = 7-24, 40 x 10 = 8-16, 40 x 11 = 9-8, 40 x 12 = 10-0, 40 x 13 = 10-40, 40 x 14 = 11-32, 40 x 15 = 12-24, 40 x 16 = 13-16, 40 x 17 = 14-8, 40 x 18 = 15-0, 40 x 19 = 15-40, 40 x 20 = 16-32, 40 x 21 = 17-24, 40 x 22 = 18-16, 40 x 23 = 19-8, 40 x 24 = 20-0, 40 x 25 = 20-40, 40 x 26 = 21-32, 40 x 27 = 22-24, 40 x 28 = 23-16, 40 x 29 = 24-8, 40 x 30 = 25-0, 40 x 31 = 25-40, 40 x 32 = 26-32, 40 x 33 = 27-24, 40 x 34 = 28-16, 40 x 35 = 29-8, 40 x 36 = 30-0, 40 x 37 = 30-40, 40 x 38 = 31-32, 40 x 39 = 32-24, 40 x 40 = 33-16, 40 x 41 = 34-8, 40 x 42 = 35-0, 40 x 43 = 35-40, 40 x 44 = 36-32, 40 x 45 = 37-24, 40 x 46 = 38-16, 40 x 47 = 39-8, 
41 x 1 = 0-41, 41 x 2 = 1-34, 41 x 3 = 2-27, 41 x 4 = 3-20, 41 x 5 = 4-13, 41 x 6 = 5-6, 41 x 7 = 5-47, 41 x 8 = 6-40, 41 x 9 = 7-33, 41 x 10 = 8-26, 41 x 11 = 9-19, 41 x 12 = 10-12, 41 x 13 = 11-5, 41 x 14 = 11-46, 41 x 15 = 12-39, 41 x 16 = 13-32, 41 x 17 = 14-25, 41 x 18 = 15-18, 41 x 19 = 16-11, 41 x 20 = 17-4, 41 x 21 = 17-45, 41 x 22 = 18-38, 41 x 23 = 19-31, 41 x 24 = 20-24, 41 x 25 = 21-17, 41 x 26 = 22-10, 41 x 27 = 23-3, 41 x 28 = 23-44, 41 x 29 = 24-37, 41 x 30 = 25-30, 41 x 31 = 26-23, 41 x 32 = 27-16, 41 x 33 = 28-9, 41 x 34 = 29-2, 41 x 35 = 29-43, 41 x 36 = 30-36, 41 x 37 = 31-29, 41 x 38 = 32-22, 41 x 39 = 33-15, 41 x 40 = 34-8, 41 x 41 = 35-1, 41 x 42 = 35-42, 41 x 43 = 36-35, 41 x 44 = 37-28, 41 x 45 = 38-21, 41 x 46 = 39-14, 41 x 47 = 40-7, 
42 x 1 = 0-42, 42 x 2 = 1-36, 42 x 3 = 2-30, 42 x 4 = 3-24, 42 x 5 = 4-18, 42 x 6 = 5-12, 42 x 7 = 6-6, 42 x 8 = 7-0, 42 x 9 = 7-42, 42 x 10 = 8-36, 42 x 11 = 9-30, 42 x 12 = 10-24, 42 x 13 = 11-18, 42 x 14 = 12-12, 42 x 15 = 13-6, 42 x 16 = 14-0, 42 x 17 = 14-42, 42 x 18 = 15-36, 42 x 19 = 16-30, 42 x 20 = 17-24, 42 x 21 = 18-18, 42 x 22 = 19-12, 42 x 23 = 20-6, 42 x 24 = 21-0, 42 x 25 = 21-42, 42 x 26 = 22-36, 42 x 27 = 23-30, 42 x 28 = 24-24, 42 x 29 = 25-18, 42 x 30 = 26-12, 42 x 31 = 27-6, 42 x 32 = 28-0, 42 x 33 = 28-42, 42 x 34 = 29-36, 42 x 35 = 30-30, 42 x 36 = 31-24, 42 x 37 = 32-18, 42 x 38 = 33-12, 42 x 39 = 34-6, 42 x 40 = 35-0, 42 x 41 = 35-42, 42 x 42 = 36-36, 42 x 43 = 37-30, 42 x 44 = 38-24, 42 x 45 = 39-18, 42 x 46 = 40-12, 42 x 47 = 41-6, 
