0-21 x 0-1 = 0-21, 0-21 x 0-2 = 1-1, 0-21 x 0-3 = 1-22, 0-21 x 0-4 = 2-2, 0-21 x 0-5 = 2-23, 0-21 x 0-6 = 3-3, 0-21 x 0-7 = 3-24, 0-21 x 0-8 = 4-4, 0-21 x 0-9 = 4-25, 0-21 x 0-10 = 5-5, 0-21 x 0-11 = 5-26, 0-21 x 0-12 = 6-6, 0-21 x 0-13 = 6-27, 0-21 x 0-14 = 7-7, 0-21 x 0-15 = 7-28, 0-21 x 0-16 = 8-8, 0-21 x 0-17 = 8-29, 0-21 x 0-18 = 9-9, 0-21 x 0-19 = 9-30, 0-21 x 0-20 = 10-10, 0-21 x 0-21 = 10-31, 0-21 x 0-22 = 11-11, 0-21 x 0-23 = 11-32, 0-21 x 0-24 = 12-12, 0-21 x 0-25 = 12-33, 0-21 x 0-26 = 13-13, 0-21 x 0-27 = 13-34, 0-21 x 0-28 = 14-14, 0-21 x 0-29 = 14-35, 0-21 x 0-30 = 15-15, 0-21 x 0-31 = 15-36, 0-21 x 0-32 = 16-16, 0-21 x 0-33 = 16-37, 0-21 x 0-34 = 17-17, 0-21 x 0-35 = 17-38, 0-21 x 0-36 = 18-18, 0-21 x 0-37 = 18-39, 0-21 x 0-38 = 19-19, 0-21 x 0-39 = 19-40, 0-21 x 0-40 = 20-20, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 1-3, 0-22 x 0-3 = 1-25, 0-22 x 0-4 = 2-6, 0-22 x 0-5 = 2-28, 0-22 x 0-6 = 3-9, 0-22 x 0-7 = 3-31, 0-22 x 0-8 = 4-12, 0-22 x 0-9 = 4-34, 0-22 x 0-10 = 5-15, 0-22 x 0-11 = 5-37, 0-22 x 0-12 = 6-18, 0-22 x 0-13 = 6-40, 0-22 x 0-14 = 7-21, 0-22 x 0-15 = 8-2, 0-22 x 0-16 = 8-24, 0-22 x 0-17 = 9-5, 0-22 x 0-18 = 9-27, 0-22 x 0-19 = 10-8, 0-22 x 0-20 = 10-30, 0-22 x 0-21 = 11-11, 0-22 x 0-22 = 11-33, 0-22 x 0-23 = 12-14, 0-22 x 0-24 = 12-36, 0-22 x 0-25 = 13-17, 0-22 x 0-26 = 13-39, 0-22 x 0-27 = 14-20, 0-22 x 0-28 = 15-1, 0-22 x 0-29 = 15-23, 0-22 x 0-30 = 16-4, 0-22 x 0-31 = 16-26, 0-22 x 0-32 = 17-7, 0-22 x 0-33 = 17-29, 0-22 x 0-34 = 18-10, 0-22 x 0-35 = 18-32, 0-22 x 0-36 = 19-13, 0-22 x 0-37 = 19-35, 0-22 x 0-38 = 20-16, 0-22 x 0-39 = 20-38, 0-22 x 0-40 = 21-19, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 1-5, 0-23 x 0-3 = 1-28, 0-23 x 0-4 = 2-10, 0-23 x 0-5 = 2-33, 0-23 x 0-6 = 3-15, 0-23 x 0-7 = 3-38, 0-23 x 0-8 = 4-20, 0-23 x 0-9 = 5-2, 0-23 x 0-10 = 5-25, 0-23 x 0-11 = 6-7, 0-23 x 0-12 = 6-30, 0-23 x 0-13 = 7-12, 0-23 x 0-14 = 7-35, 0-23 x 0-15 = 8-17, 0-23 x 0-16 = 8-40, 0-23 x 0-17 = 9-22, 0-23 x 0-18 = 10-4, 0-23 x 0-19 = 10-27, 0-23 x 0-20 = 11-9, 0-23 x 0-21 = 11-32, 0-23 x 0-22 = 12-14, 0-23 x 0-23 = 12-37, 0-23 x 0-24 = 13-19, 0-23 x 0-25 = 14-1, 0-23 x 0-26 = 14-24, 0-23 x 0-27 = 15-6, 0-23 x 0-28 = 15-29, 0-23 x 0-29 = 16-11, 0-23 x 0-30 = 16-34, 0-23 x 0-31 = 17-16, 0-23 x 0-32 = 17-39, 0-23 x 0-33 = 18-21, 0-23 x 0-34 = 19-3, 0-23 x 0-35 = 19-26, 0-23 x 0-36 = 20-8, 0-23 x 0-37 = 20-31, 0-23 x 0-38 = 21-13, 0-23 x 0-39 = 21-36, 0-23 x 0-40 = 22-18, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 1-7, 0-24 x 0-3 = 1-31, 0-24 x 0-4 = 2-14, 0-24 x 0-5 = 2-38, 0-24 x 0-6 = 3-21, 0-24 x 0-7 = 4-4, 0-24 x 0-8 = 4-28, 0-24 x 0-9 = 5-11, 0-24 x 0-10 = 5-35, 0-24 x 0-11 = 6-18, 0-24 x 0-12 = 7-1, 0-24 x 0-13 = 7-25, 0-24 x 0-14 = 8-8, 0-24 x 0-15 = 8-32, 0-24 x 0-16 = 9-15, 0-24 x 0-17 = 9-39, 0-24 x 0-18 = 10-22, 0-24 x 0-19 = 11-5, 0-24 x 0-20 = 11-29, 0-24 x 0-21 = 12-12, 0-24 x 0-22 = 12-36, 0-24 x 0-23 = 13-19, 0-24 x 0-24 = 14-2, 0-24 x 0-25 = 14-26, 0-24 x 0-26 = 15-9, 0-24 x 0-27 = 15-33, 0-24 x 0-28 = 16-16, 0-24 x 0-29 = 16-40, 0-24 x 0-30 = 17-23, 0-24 x 0-31 = 18-6, 0-24 x 0-32 = 18-30, 0-24 x 0-33 = 19-13, 0-24 x 0-34 = 19-37, 0-24 x 0-35 = 20-20, 0-24 x 0-36 = 21-3, 0-24 x 0-37 = 21-27, 0-24 x 0-38 = 22-10, 0-24 x 0-39 = 22-34, 0-24 x 0-40 = 23-17, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 1-9, 0-25 x 0-3 = 1-34, 0-25 x 0-4 = 2-18, 0-25 x 0-5 = 3-2, 0-25 x 0-6 = 3-27, 0-25 x 0-7 = 4-11, 0-25 x 0-8 = 4-36, 0-25 x 0-9 = 5-20, 0-25 x 0-10 = 6-4, 0-25 x 0-11 = 6-29, 0-25 x 0-12 = 7-13, 0-25 x 0-13 = 7-38, 0-25 x 0-14 = 8-22, 0-25 x 0-15 = 9-6, 0-25 x 0-16 = 9-31, 0-25 x 0-17 = 10-15, 0-25 x 0-18 = 10-40, 0-25 x 0-19 = 11-24, 0-25 x 0-20 = 12-8, 0-25 x 0-21 = 12-33, 0-25 x 0-22 = 13-17, 0-25 x 0-23 = 14-1, 0-25 x 0-24 = 14-26, 0-25 x 0-25 = 15-10, 0-25 x 0-26 = 15-35, 0-25 x 0-27 = 16-19, 0-25 x 0-28 = 17-3, 0-25 x 0-29 = 17-28, 0-25 x 0-30 = 18-12, 0-25 x 0-31 = 18-37, 0-25 x 0-32 = 19-21, 0-25 x 0-33 = 20-5, 0-25 x 0-34 = 20-30, 0-25 x 0-35 = 21-14, 0-25 x 0-36 = 21-39, 0-25 x 0-37 = 22-23, 0-25 x 0-38 = 23-7, 0-25 x 0-39 = 23-32, 0-25 x 0-40 = 24-16, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-11, 0-26 x 0-3 = 1-37, 0-26 x 0-4 = 2-22, 0-26 x 0-5 = 3-7, 0-26 x 0-6 = 3-33, 0-26 x 0-7 = 4-18, 0-26 x 0-8 = 5-3, 0-26 x 0-9 = 5-29, 0-26 x 0-10 = 6-14, 0-26 x 0-11 = 6-40, 0-26 x 0-12 = 7-25, 0-26 x 0-13 = 8-10, 0-26 x 0-14 = 8-36, 0-26 x 0-15 = 9-21, 0-26 x 0-16 = 10-6, 0-26 x 0-17 = 10-32, 0-26 x 0-18 = 11-17, 0-26 x 0-19 = 12-2, 0-26 x 0-20 = 12-28, 0-26 x 0-21 = 13-13, 0-26 x 0-22 = 13-39, 0-26 x 0-23 = 14-24, 0-26 x 0-24 = 15-9, 0-26 x 0-25 = 15-35, 0-26 x 0-26 = 16-20, 0-26 x 0-27 = 17-5, 0-26 x 0-28 = 17-31, 0-26 x 0-29 = 18-16, 0-26 x 0-30 = 19-1, 0-26 x 0-31 = 19-27, 0-26 x 0-32 = 20-12, 0-26 x 0-33 = 20-38, 0-26 x 0-34 = 21-23, 0-26 x 0-35 = 22-8, 0-26 x 0-36 = 22-34, 0-26 x 0-37 = 23-19, 0-26 x 0-38 = 24-4, 0-26 x 0-39 = 24-30, 0-26 x 0-40 = 25-15, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-13, 0-27 x 0-3 = 1-40, 0-27 x 0-4 = 2-26, 0-27 x 0-5 = 3-12, 0-27 x 0-6 = 3-39, 0-27 x 0-7 = 4-25, 0-27 x 0-8 = 5-11, 0-27 x 0-9 = 5-38, 0-27 x 0-10 = 6-24, 0-27 x 0-11 = 7-10, 0-27 x 0-12 = 7-37, 0-27 x 0-13 = 8-23, 0-27 x 0-14 = 9-9, 0-27 x 0-15 = 9-36, 0-27 x 0-16 = 10-22, 0-27 x 0-17 = 11-8, 0-27 x 0-18 = 11-35, 0-27 x 0-19 = 12-21, 0-27 x 0-20 = 13-7, 0-27 x 0-21 = 13-34, 0-27 x 0-22 = 14-20, 0-27 x 0-23 = 15-6, 0-27 x 0-24 = 15-33, 0-27 x 0-25 = 16-19, 0-27 x 0-26 = 17-5, 0-27 x 0-27 = 17-32, 0-27 x 0-28 = 18-18, 0-27 x 0-29 = 19-4, 0-27 x 0-30 = 19-31, 0-27 x 0-31 = 20-17, 0-27 x 0-32 = 21-3, 0-27 x 0-33 = 21-30, 0-27 x 0-34 = 22-16, 0-27 x 0-35 = 23-2, 0-27 x 0-36 = 23-29, 0-27 x 0-37 = 24-15, 0-27 x 0-38 = 25-1, 0-27 x 0-39 = 25-28, 0-27 x 0-40 = 26-14, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-15, 0-28 x 0-3 = 2-2, 0-28 x 0-4 = 2-30, 0-28 x 0-5 = 3-17, 0-28 x 0-6 = 4-4, 0-28 x 0-7 = 4-32, 0-28 x 0-8 = 5-19, 0-28 x 0-9 = 6-6, 0-28 x 0-10 = 6-34, 0-28 x 0-11 = 7-21, 0-28 x 0-12 = 8-8, 0-28 x 0-13 = 8-36, 0-28 x 0-14 = 9-23, 0-28 x 0-15 = 10-10, 0-28 x 0-16 = 10-38, 0-28 x 0-17 = 11-25, 0-28 x 0-18 = 12-12, 0-28 x 0-19 = 12-40, 0-28 x 0-20 = 13-27, 0-28 x 0-21 = 14-14, 0-28 x 0-22 = 15-1, 0-28 x 0-23 = 15-29, 0-28 x 0-24 = 16-16, 0-28 x 0-25 = 17-3, 0-28 x 0-26 = 17-31, 0-28 x 0-27 = 18-18, 0-28 x 0-28 = 19-5, 0-28 x 0-29 = 19-33, 0-28 x 0-30 = 20-20, 0-28 x 0-31 = 21-7, 0-28 x 0-32 = 21-35, 0-28 x 0-33 = 22-22, 0-28 x 0-34 = 23-9, 0-28 x 0-35 = 23-37, 0-28 x 0-36 = 24-24, 0-28 x 0-37 = 25-11, 0-28 x 0-38 = 25-39, 0-28 x 0-39 = 26-26, 0-28 x 0-40 = 27-13, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-17, 0-29 x 0-3 = 2-5, 0-29 x 0-4 = 2-34, 0-29 x 0-5 = 3-22, 0-29 x 0-6 = 4-10, 0-29 x 0-7 = 4-39, 0-29 x 0-8 = 5-27, 0-29 x 0-9 = 6-15, 0-29 x 0-10 = 7-3, 0-29 x 0-11 = 7-32, 0-29 x 0-12 = 8-20, 0-29 x 0-13 = 9-8, 0-29 x 0-14 = 9-37, 0-29 x 0-15 = 10-25, 0-29 x 0-16 = 11-13, 0-29 x 0-17 = 12-1, 0-29 x 0-18 = 12-30, 0-29 x 0-19 = 13-18, 0-29 x 0-20 = 14-6, 0-29 x 0-21 = 14-35, 0-29 x 0-22 = 15-23, 0-29 x 0-23 = 16-11, 0-29 x 0-24 = 16-40, 0-29 x 0-25 = 17-28, 0-29 x 0-26 = 18-16, 0-29 x 0-27 = 19-4, 0-29 x 0-28 = 19-33, 0-29 x 0-29 = 20-21, 0-29 x 0-30 = 21-9, 0-29 x 0-31 = 21-38, 0-29 x 0-32 = 22-26, 0-29 x 0-33 = 23-14, 0-29 x 0-34 = 24-2, 0-29 x 0-35 = 24-31, 0-29 x 0-36 = 25-19, 0-29 x 0-37 = 26-7, 0-29 x 0-38 = 26-36, 0-29 x 0-39 = 27-24, 0-29 x 0-40 = 28-12, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-19, 0-30 x 0-3 = 2-8, 0-30 x 0-4 = 2-38, 0-30 x 0-5 = 3-27, 0-30 x 0-6 = 4-16, 0-30 x 0-7 = 5-5, 0-30 x 0-8 = 5-35, 0-30 x 0-9 = 6-24, 0-30 x 0-10 = 7-13, 0-30 x 0-11 = 8-2, 0-30 x 0-12 = 8-32, 0-30 x 0-13 = 9-21, 0-30 x 0-14 = 10-10, 0-30 x 0-15 = 10-40, 0-30 x 0-16 = 11-29, 0-30 x 0-17 = 12-18, 0-30 x 0-18 = 13-7, 0-30 x 0-19 = 13-37, 0-30 x 0-20 = 14-26, 0-30 x 0-21 = 15-15, 0-30 x 0-22 = 16-4, 0-30 x 0-23 = 16-34, 0-30 x 0-24 = 17-23, 0-30 x 0-25 = 18-12, 0-30 x 0-26 = 19-1, 0-30 x 0-27 = 19-31, 0-30 x 0-28 = 20-20, 0-30 x 0-29 = 21-9, 0-30 x 0-30 = 21-39, 0-30 x 0-31 = 22-28, 0-30 x 0-32 = 23-17, 0-30 x 0-33 = 24-6, 0-30 x 0-34 = 24-36, 0-30 x 0-35 = 25-25, 0-30 x 0-36 = 26-14, 0-30 x 0-37 = 27-3, 0-30 x 0-38 = 27-33, 0-30 x 0-39 = 28-22, 0-30 x 0-40 = 29-11, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-21, 0-31 x 0-3 = 2-11, 0-31 x 0-4 = 3-1, 0-31 x 0-5 = 3-32, 0-31 x 0-6 = 4-22, 0-31 x 0-7 = 5-12, 0-31 x 0-8 = 6-2, 0-31 x 0-9 = 6-33, 0-31 x 0-10 = 7-23, 0-31 x 0-11 = 8-13, 0-31 x 0-12 = 9-3, 0-31 x 0-13 = 9-34, 0-31 x 0-14 = 10-24, 0-31 x 0-15 = 11-14, 0-31 x 0-16 = 12-4, 0-31 x 0-17 = 12-35, 0-31 x 0-18 = 13-25, 0-31 x 0-19 = 14-15, 0-31 x 0-20 = 15-5, 0-31 x 0-21 = 15-36, 0-31 x 0-22 = 16-26, 0-31 x 0-23 = 17-16, 0-31 x 0-24 = 18-6, 0-31 x 0-25 = 18-37, 0-31 x 0-26 = 19-27, 0-31 x 0-27 = 20-17, 0-31 x 0-28 = 21-7, 0-31 x 0-29 = 21-38, 0-31 x 0-30 = 22-28, 0-31 x 0-31 = 23-18, 0-31 x 0-32 = 24-8, 0-31 x 0-33 = 24-39, 0-31 x 0-34 = 25-29, 0-31 x 0-35 = 26-19, 0-31 x 0-36 = 27-9, 0-31 x 0-37 = 27-40, 0-31 x 0-38 = 28-30, 0-31 x 0-39 = 29-20, 0-31 x 0-40 = 30-10, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-23, 0-32 x 0-3 = 2-14, 0-32 x 0-4 = 3-5, 0-32 x 0-5 = 3-37, 0-32 x 0-6 = 4-28, 0-32 x 0-7 = 5-19, 0-32 x 0-8 = 6-10, 0-32 x 0-9 = 7-1, 0-32 x 0-10 = 7-33, 0-32 x 0-11 = 8-24, 0-32 x 0-12 = 9-15, 0-32 x 0-13 = 10-6, 0-32 x 0-14 = 10-38, 0-32 x 0-15 = 11-29, 0-32 x 0-16 = 12-20, 0-32 x 0-17 = 13-11, 0-32 x 0-18 = 14-2, 0-32 x 0-19 = 14-34, 0-32 x 0-20 = 15-25, 0-32 x 0-21 = 16-16, 0-32 x 0-22 = 17-7, 0-32 x 0-23 = 17-39, 0-32 x 0-24 = 18-30, 0-32 x 0-25 = 19-21, 0-32 x 0-26 = 20-12, 0-32 x 0-27 = 21-3, 0-32 x 0-28 = 21-35, 0-32 x 0-29 = 22-26, 0-32 x 0-30 = 23-17, 0-32 x 0-31 = 24-8, 0-32 x 0-32 = 24-40, 0-32 x 0-33 = 25-31, 0-32 x 0-34 = 26-22, 0-32 x 0-35 = 27-13, 0-32 x 0-36 = 28-4, 0-32 x 0-37 = 28-36, 0-32 x 0-38 = 29-27, 0-32 x 0-39 = 30-18, 0-32 x 0-40 = 31-9, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-25, 0-33 x 0-3 = 2-17, 0-33 x 0-4 = 3-9, 0-33 x 0-5 = 4-1, 0-33 x 0-6 = 4-34, 0-33 x 0-7 = 5-26, 0-33 x 0-8 = 6-18, 0-33 x 0-9 = 7-10, 0-33 x 0-10 = 8-2, 0-33 x 0-11 = 8-35, 0-33 x 0-12 = 9-27, 0-33 x 0-13 = 10-19, 0-33 x 0-14 = 11-11, 0-33 x 0-15 = 12-3, 0-33 x 0-16 = 12-36, 0-33 x 0-17 = 13-28, 0-33 x 0-18 = 14-20, 0-33 x 0-19 = 15-12, 0-33 x 0-20 = 16-4, 0-33 x 0-21 = 16-37, 0-33 x 0-22 = 17-29, 0-33 x 0-23 = 18-21, 0-33 x 0-24 = 19-13, 0-33 x 0-25 = 20-5, 0-33 x 0-26 = 20-38, 0-33 x 0-27 = 21-30, 0-33 x 0-28 = 22-22, 0-33 x 0-29 = 23-14, 0-33 x 0-30 = 24-6, 0-33 x 0-31 = 24-39, 0-33 x 0-32 = 25-31, 0-33 x 0-33 = 26-23, 0-33 x 0-34 = 27-15, 0-33 x 0-35 = 28-7, 0-33 x 0-36 = 28-40, 0-33 x 0-37 = 29-32, 0-33 x 0-38 = 30-24, 0-33 x 0-39 = 31-16, 0-33 x 0-40 = 32-8, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-27, 0-34 x 0-3 = 2-20, 0-34 x 0-4 = 3-13, 0-34 x 0-5 = 4-6, 0-34 x 0-6 = 4-40, 0-34 x 0-7 = 5-33, 0-34 x 0-8 = 6-26, 0-34 x 0-9 = 7-19, 0-34 x 0-10 = 8-12, 0-34 x 0-11 = 9-5, 0-34 x 0-12 = 9-39, 0-34 x 0-13 = 10-32, 0-34 x 0-14 = 11-25, 0-34 x 0-15 = 12-18, 0-34 x 0-16 = 13-11, 0-34 x 0-17 = 14-4, 0-34 x 0-18 = 14-38, 0-34 x 0-19 = 15-31, 0-34 x 0-20 = 16-24, 0-34 x 0-21 = 17-17, 0-34 x 0-22 = 18-10, 0-34 x 0-23 = 19-3, 0-34 x 0-24 = 19-37, 0-34 x 0-25 = 20-30, 0-34 x 0-26 = 21-23, 0-34 x 0-27 = 22-16, 0-34 x 0-28 = 23-9, 0-34 x 0-29 = 24-2, 0-34 x 0-30 = 24-36, 0-34 x 0-31 = 25-29, 0-34 x 0-32 = 26-22, 0-34 x 0-33 = 27-15, 0-34 x 0-34 = 28-8, 0-34 x 0-35 = 29-1, 0-34 x 0-36 = 29-35, 0-34 x 0-37 = 30-28, 0-34 x 0-38 = 31-21, 0-34 x 0-39 = 32-14, 0-34 x 0-40 = 33-7, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-29, 0-35 x 0-3 = 2-23, 0-35 x 0-4 = 3-17, 0-35 x 0-5 = 4-11, 0-35 x 0-6 = 5-5, 0-35 x 0-7 = 5-40, 0-35 x 0-8 = 6-34, 0-35 x 0-9 = 7-28, 0-35 x 0-10 = 8-22, 0-35 x 0-11 = 9-16, 0-35 x 0-12 = 10-10, 0-35 x 0-13 = 11-4, 0-35 x 0-14 = 11-39, 0-35 x 0-15 = 12-33, 0-35 x 0-16 = 13-27, 0-35 x 0-17 = 14-21, 0-35 x 0-18 = 15-15, 0-35 x 0-19 = 16-9, 0-35 x 0-20 = 17-3, 0-35 x 0-21 = 17-38, 0-35 x 0-22 = 18-32, 0-35 x 0-23 = 19-26, 0-35 x 0-24 = 20-20, 0-35 x 0-25 = 21-14, 0-35 x 0-26 = 22-8, 0-35 x 0-27 = 23-2, 0-35 x 0-28 = 23-37, 0-35 x 0-29 = 24-31, 0-35 x 0-30 = 25-25, 0-35 x 0-31 = 26-19, 0-35 x 0-32 = 27-13, 0-35 x 0-33 = 28-7, 0-35 x 0-34 = 29-1, 0-35 x 0-35 = 29-36, 0-35 x 0-36 = 30-30, 0-35 x 0-37 = 31-24, 0-35 x 0-38 = 32-18, 0-35 x 0-39 = 33-12, 0-35 x 0-40 = 34-6, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-31, 0-36 x 0-3 = 2-26, 0-36 x 0-4 = 3-21, 0-36 x 0-5 = 4-16, 0-36 x 0-6 = 5-11, 0-36 x 0-7 = 6-6, 0-36 x 0-8 = 7-1, 0-36 x 0-9 = 7-37, 0-36 x 0-10 = 8-32, 0-36 x 0-11 = 9-27, 0-36 x 0-12 = 10-22, 0-36 x 0-13 = 11-17, 0-36 x 0-14 = 12-12, 0-36 x 0-15 = 13-7, 0-36 x 0-16 = 14-2, 0-36 x 0-17 = 14-38, 0-36 x 0-18 = 15-33, 0-36 x 0-19 = 16-28, 0-36 x 0-20 = 17-23, 0-36 x 0-21 = 18-18, 0-36 x 0-22 = 19-13, 0-36 x 0-23 = 20-8, 0-36 x 0-24 = 21-3, 0-36 x 0-25 = 21-39, 0-36 x 0-26 = 22-34, 0-36 x 0-27 = 23-29, 0-36 x 0-28 = 24-24, 0-36 x 0-29 = 25-19, 0-36 x 0-30 = 26-14, 0-36 x 0-31 = 27-9, 0-36 x 0-32 = 28-4, 0-36 x 0-33 = 28-40, 0-36 x 0-34 = 29-35, 0-36 x 0-35 = 30-30, 0-36 x 0-36 = 31-25, 0-36 x 0-37 = 32-20, 0-36 x 0-38 = 33-15, 0-36 x 0-39 = 34-10, 0-36 x 0-40 = 35-5, 
0-37 x 0-1 = 0-37, 0-37 x 0-2 = 1-33, 0-37 x 0-3 = 2-29, 0-37 x 0-4 = 3-25, 0-37 x 0-5 = 4-21, 0-37 x 0-6 = 5-17, 0-37 x 0-7 = 6-13, 0-37 x 0-8 = 7-9, 0-37 x 0-9 = 8-5, 0-37 x 0-10 = 9-1, 0-37 x 0-11 = 9-38, 0-37 x 0-12 = 10-34, 0-37 x 0-13 = 11-30, 0-37 x 0-14 = 12-26, 0-37 x 0-15 = 13-22, 0-37 x 0-16 = 14-18, 0-37 x 0-17 = 15-14, 0-37 x 0-18 = 16-10, 0-37 x 0-19 = 17-6, 0-37 x 0-20 = 18-2, 0-37 x 0-21 = 18-39, 0-37 x 0-22 = 19-35, 0-37 x 0-23 = 20-31, 0-37 x 0-24 = 21-27, 0-37 x 0-25 = 22-23, 0-37 x 0-26 = 23-19, 0-37 x 0-27 = 24-15, 0-37 x 0-28 = 25-11, 0-37 x 0-29 = 26-7, 0-37 x 0-30 = 27-3, 0-37 x 0-31 = 27-40, 0-37 x 0-32 = 28-36, 0-37 x 0-33 = 29-32, 0-37 x 0-34 = 30-28, 0-37 x 0-35 = 31-24, 0-37 x 0-36 = 32-20, 0-37 x 0-37 = 33-16, 0-37 x 0-38 = 34-12, 0-37 x 0-39 = 35-8, 0-37 x 0-40 = 36-4, 
0-38 x 0-1 = 0-38, 0-38 x 0-2 = 1-35, 0-38 x 0-3 = 2-32, 0-38 x 0-4 = 3-29, 0-38 x 0-5 = 4-26, 0-38 x 0-6 = 5-23, 0-38 x 0-7 = 6-20, 0-38 x 0-8 = 7-17, 0-38 x 0-9 = 8-14, 0-38 x 0-10 = 9-11, 0-38 x 0-11 = 10-8, 0-38 x 0-12 = 11-5, 0-38 x 0-13 = 12-2, 0-38 x 0-14 = 12-40, 0-38 x 0-15 = 13-37, 0-38 x 0-16 = 14-34, 0-38 x 0-17 = 15-31, 0-38 x 0-18 = 16-28, 0-38 x 0-19 = 17-25, 0-38 x 0-20 = 18-22, 0-38 x 0-21 = 19-19, 0-38 x 0-22 = 20-16, 0-38 x 0-23 = 21-13, 0-38 x 0-24 = 22-10, 0-38 x 0-25 = 23-7, 0-38 x 0-26 = 24-4, 0-38 x 0-27 = 25-1, 0-38 x 0-28 = 25-39, 0-38 x 0-29 = 26-36, 0-38 x 0-30 = 27-33, 0-38 x 0-31 = 28-30, 0-38 x 0-32 = 29-27, 0-38 x 0-33 = 30-24, 0-38 x 0-34 = 31-21, 0-38 x 0-35 = 32-18, 0-38 x 0-36 = 33-15, 0-38 x 0-37 = 34-12, 0-38 x 0-38 = 35-9, 0-38 x 0-39 = 36-6, 0-38 x 0-40 = 37-3, 
0-39 x 0-1 = 0-39, 0-39 x 0-2 = 1-37, 0-39 x 0-3 = 2-35, 0-39 x 0-4 = 3-33, 0-39 x 0-5 = 4-31, 0-39 x 0-6 = 5-29, 0-39 x 0-7 = 6-27, 0-39 x 0-8 = 7-25, 0-39 x 0-9 = 8-23, 0-39 x 0-10 = 9-21, 0-39 x 0-11 = 10-19, 0-39 x 0-12 = 11-17, 0-39 x 0-13 = 12-15, 0-39 x 0-14 = 13-13, 0-39 x 0-15 = 14-11, 0-39 x 0-16 = 15-9, 0-39 x 0-17 = 16-7, 0-39 x 0-18 = 17-5, 0-39 x 0-19 = 18-3, 0-39 x 0-20 = 19-1, 0-39 x 0-21 = 19-40, 0-39 x 0-22 = 20-38, 0-39 x 0-23 = 21-36, 0-39 x 0-24 = 22-34, 0-39 x 0-25 = 23-32, 0-39 x 0-26 = 24-30, 0-39 x 0-27 = 25-28, 0-39 x 0-28 = 26-26, 0-39 x 0-29 = 27-24, 0-39 x 0-30 = 28-22, 0-39 x 0-31 = 29-20, 0-39 x 0-32 = 30-18, 0-39 x 0-33 = 31-16, 0-39 x 0-34 = 32-14, 0-39 x 0-35 = 33-12, 0-39 x 0-36 = 34-10, 0-39 x 0-37 = 35-8, 0-39 x 0-38 = 36-6, 0-39 x 0-39 = 37-4, 0-39 x 0-40 = 38-2, 
0-40 x 0-1 = 0-40, 0-40 x 0-2 = 1-39, 0-40 x 0-3 = 2-38, 0-40 x 0-4 = 3-37, 0-40 x 0-5 = 4-36, 0-40 x 0-6 = 5-35, 0-40 x 0-7 = 6-34, 0-40 x 0-8 = 7-33, 0-40 x 0-9 = 8-32, 0-40 x 0-10 = 9-31, 0-40 x 0-11 = 10-30, 0-40 x 0-12 = 11-29, 0-40 x 0-13 = 12-28, 0-40 x 0-14 = 13-27, 0-40 x 0-15 = 14-26, 0-40 x 0-16 = 15-25, 0-40 x 0-17 = 16-24, 0-40 x 0-18 = 17-23, 0-40 x 0-19 = 18-22, 0-40 x 0-20 = 19-21, 0-40 x 0-21 = 20-20, 0-40 x 0-22 = 21-19, 0-40 x 0-23 = 22-18, 0-40 x 0-24 = 23-17, 0-40 x 0-25 = 24-16, 0-40 x 0-26 = 25-15, 0-40 x 0-27 = 26-14, 0-40 x 0-28 = 27-13, 0-40 x 0-29 = 28-12, 0-40 x 0-30 = 29-11, 0-40 x 0-31 = 30-10, 0-40 x 0-32 = 31-9, 0-40 x 0-33 = 32-8, 0-40 x 0-34 = 33-7, 0-40 x 0-35 = 34-6, 0-40 x 0-36 = 35-5, 0-40 x 0-37 = 36-4, 0-40 x 0-38 = 37-3, 0-40 x 0-39 = 38-2, 0-40 x 0-40 = 39-1, 
