11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 1-2, 11 x 8 = 1-13, 11 x 9 = 1-24, 11 x 10 = 1-35, 11 x 11 = 1-46, 11 x 12 = 1-57, 11 x 13 = 1-68, 11 x 14 = 2-4, 11 x 15 = 2-15, 11 x 16 = 2-26, 11 x 17 = 2-37, 11 x 18 = 2-48, 11 x 19 = 2-59, 11 x 20 = 2-70, 11 x 21 = 3-6, 11 x 22 = 3-17, 11 x 23 = 3-28, 11 x 24 = 3-39, 11 x 25 = 3-50, 11 x 26 = 3-61, 11 x 27 = 3-72, 11 x 28 = 4-8, 11 x 29 = 4-19, 11 x 30 = 4-30, 11 x 31 = 4-41, 11 x 32 = 4-52, 11 x 33 = 4-63, 11 x 34 = 4-74, 11 x 35 = 5-10, 11 x 36 = 5-21, 11 x 37 = 5-32, 11 x 38 = 5-43, 11 x 39 = 5-54, 11 x 40 = 5-65, 11 x 41 = 6-1, 11 x 42 = 6-12, 11 x 43 = 6-23, 11 x 44 = 6-34, 11 x 45 = 6-45, 11 x 46 = 6-56, 11 x 47 = 6-67, 11 x 48 = 7-3, 11 x 49 = 7-14, 11 x 50 = 7-25, 11 x 51 = 7-36, 11 x 52 = 7-47, 11 x 53 = 7-58, 11 x 54 = 7-69, 11 x 55 = 8-5, 11 x 56 = 8-16, 11 x 57 = 8-27, 11 x 58 = 8-38, 11 x 59 = 8-49, 11 x 60 = 8-60, 11 x 61 = 8-71, 11 x 62 = 9-7, 11 x 63 = 9-18, 11 x 64 = 9-29, 11 x 65 = 9-40, 11 x 66 = 9-51, 11 x 67 = 9-62, 11 x 68 = 9-73, 11 x 69 = 10-9, 11 x 70 = 10-20, 11 x 71 = 10-31, 11 x 72 = 10-42, 11 x 73 = 10-53, 11 x 74 = 10-64, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 1-9, 12 x 8 = 1-21, 12 x 9 = 1-33, 12 x 10 = 1-45, 12 x 11 = 1-57, 12 x 12 = 1-69, 12 x 13 = 2-6, 12 x 14 = 2-18, 12 x 15 = 2-30, 12 x 16 = 2-42, 12 x 17 = 2-54, 12 x 18 = 2-66, 12 x 19 = 3-3, 12 x 20 = 3-15, 12 x 21 = 3-27, 12 x 22 = 3-39, 12 x 23 = 3-51, 12 x 24 = 3-63, 12 x 25 = 4-0, 12 x 26 = 4-12, 12 x 27 = 4-24, 12 x 28 = 4-36, 12 x 29 = 4-48, 12 x 30 = 4-60, 12 x 31 = 4-72, 12 x 32 = 5-9, 12 x 33 = 5-21, 12 x 34 = 5-33, 12 x 35 = 5-45, 12 x 36 = 5-57, 12 x 37 = 5-69, 12 x 38 = 6-6, 12 x 39 = 6-18, 12 x 40 = 6-30, 12 x 41 = 6-42, 12 x 42 = 6-54, 12 x 43 = 6-66, 12 x 44 = 7-3, 12 x 45 = 7-15, 12 x 46 = 7-27, 12 x 47 = 7-39, 12 x 48 = 7-51, 12 x 49 = 7-63, 12 x 50 = 8-0, 12 x 51 = 8-12, 12 x 52 = 8-24, 12 x 53 = 8-36, 12 x 54 = 8-48, 12 x 55 = 8-60, 12 x 56 = 8-72, 12 x 57 = 9-9, 12 x 58 = 9-21, 12 x 59 = 9-33, 12 x 60 = 9-45, 12 x 61 = 9-57, 12 x 62 = 9-69, 12 x 63 = 10-6, 12 x 64 = 10-18, 12 x 65 = 10-30, 12 x 66 = 10-42, 12 x 67 = 10-54, 12 x 68 = 10-66, 12 x 69 = 11-3, 12 x 70 = 11-15, 12 x 71 = 11-27, 12 x 72 = 11-39, 12 x 73 = 11-51, 12 x 74 = 11-63, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 1-3, 13 x 7 = 1-16, 13 x 8 = 1-29, 13 x 9 = 1-42, 13 x 10 = 1-55, 13 x 11 = 1-68, 13 x 12 = 2-6, 13 x 13 = 2-19, 13 x 14 = 2-32, 13 x 15 = 2-45, 13 x 16 = 2-58, 13 x 17 = 2-71, 13 x 18 = 3-9, 13 x 19 = 3-22, 13 x 20 = 3-35, 13 x 21 = 3-48, 13 x 22 = 3-61, 13 x 23 = 3-74, 13 x 24 = 4-12, 13 x 25 = 4-25, 13 x 26 = 4-38, 13 x 27 = 4-51, 13 x 28 = 4-64, 13 x 29 = 5-2, 13 x 30 = 5-15, 13 x 31 = 5-28, 13 x 32 = 5-41, 13 x 33 = 5-54, 13 x 34 = 5-67, 13 x 35 = 6-5, 13 x 36 = 6-18, 13 x 37 = 6-31, 13 x 38 = 6-44, 13 x 39 = 6-57, 13 x 40 = 6-70, 13 x 41 = 7-8, 13 x 42 = 7-21, 13 x 43 = 7-34, 13 x 44 = 7-47, 13 x 45 = 7-60, 13 x 46 = 7-73, 13 x 47 = 8-11, 13 x 48 = 8-24, 13 x 49 = 8-37, 13 x 50 = 8-50, 13 x 51 = 8-63, 13 x 52 = 9-1, 13 x 53 = 9-14, 13 x 54 = 9-27, 13 x 55 = 9-40, 13 x 56 = 9-53, 13 x 57 = 9-66, 13 x 58 = 10-4, 13 x 59 = 10-17, 13 x 60 = 10-30, 13 x 61 = 10-43, 13 x 62 = 10-56, 13 x 63 = 10-69, 13 x 64 = 11-7, 13 x 65 = 11-20, 13 x 66 = 11-33, 13 x 67 = 11-46, 13 x 68 = 11-59, 13 x 69 = 11-72, 13 x 70 = 12-10, 13 x 71 = 12-23, 13 x 72 = 12-36, 13 x 73 = 12-49, 13 x 74 = 12-62, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 1-9, 14 x 7 = 1-23, 14 x 8 = 1-37, 14 x 9 = 1-51, 14 x 10 = 1-65, 14 x 11 = 2-4, 14 x 12 = 2-18, 14 x 13 = 2-32, 14 x 14 = 2-46, 14 x 15 = 2-60, 14 x 16 = 2-74, 14 x 17 = 3-13, 14 x 18 = 3-27, 14 x 19 = 3-41, 14 x 20 = 3-55, 14 x 21 = 3-69, 14 x 22 = 4-8, 14 x 23 = 4-22, 14 x 24 = 4-36, 14 x 25 = 4-50, 14 x 26 = 4-64, 14 x 27 = 5-3, 14 x 28 = 5-17, 14 x 29 = 5-31, 14 x 30 = 5-45, 14 x 31 = 5-59, 14 x 32 = 5-73, 14 x 33 = 6-12, 14 x 34 = 6-26, 14 x 35 = 6-40, 14 x 36 = 6-54, 14 x 37 = 6-68, 14 x 38 = 7-7, 14 x 39 = 7-21, 14 x 40 = 7-35, 14 x 41 = 7-49, 14 x 42 = 7-63, 14 x 43 = 8-2, 14 x 44 = 8-16, 14 x 45 = 8-30, 14 x 46 = 8-44, 14 x 47 = 8-58, 14 x 48 = 8-72, 14 x 49 = 9-11, 14 x 50 = 9-25, 14 x 51 = 9-39, 14 x 52 = 9-53, 14 x 53 = 9-67, 14 x 54 = 10-6, 14 x 55 = 10-20, 14 x 56 = 10-34, 14 x 57 = 10-48, 14 x 58 = 10-62, 14 x 59 = 11-1, 14 x 60 = 11-15, 14 x 61 = 11-29, 14 x 62 = 11-43, 14 x 63 = 11-57, 14 x 64 = 11-71, 14 x 65 = 12-10, 14 x 66 = 12-24, 14 x 67 = 12-38, 14 x 68 = 12-52, 14 x 69 = 12-66, 14 x 70 = 13-5, 14 x 71 = 13-19, 14 x 72 = 13-33, 14 x 73 = 13-47, 14 x 74 = 13-61, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 1-0, 15 x 6 = 1-15, 15 x 7 = 1-30, 15 x 8 = 1-45, 15 x 9 = 1-60, 15 x 10 = 2-0, 15 x 11 = 2-15, 15 x 12 = 2-30, 15 x 13 = 2-45, 15 x 14 = 2-60, 15 x 15 = 3-0, 15 x 16 = 3-15, 15 x 17 = 3-30, 15 x 18 = 3-45, 15 x 19 = 3-60, 15 x 20 = 4-0, 15 x 21 = 4-15, 15 x 22 = 4-30, 15 x 23 = 4-45, 15 x 24 = 4-60, 15 x 25 = 5-0, 15 x 26 = 5-15, 15 x 27 = 5-30, 15 x 28 = 5-45, 15 x 29 = 5-60, 15 x 30 = 6-0, 15 x 31 = 6-15, 15 x 32 = 6-30, 15 x 33 = 6-45, 15 x 34 = 6-60, 15 x 35 = 7-0, 15 x 36 = 7-15, 15 x 37 = 7-30, 15 x 38 = 7-45, 15 x 39 = 7-60, 15 x 40 = 8-0, 15 x 41 = 8-15, 15 x 42 = 8-30, 15 x 43 = 8-45, 15 x 44 = 8-60, 15 x 45 = 9-0, 15 x 46 = 9-15, 15 x 47 = 9-30, 15 x 48 = 9-45, 15 x 49 = 9-60, 15 x 50 = 10-0, 15 x 51 = 10-15, 15 x 52 = 10-30, 15 x 53 = 10-45, 15 x 54 = 10-60, 15 x 55 = 11-0, 15 x 56 = 11-15, 15 x 57 = 11-30, 15 x 58 = 11-45, 15 x 59 = 11-60, 15 x 60 = 12-0, 15 x 61 = 12-15, 15 x 62 = 12-30, 15 x 63 = 12-45, 15 x 64 = 12-60, 15 x 65 = 13-0, 15 x 66 = 13-15, 15 x 67 = 13-30, 15 x 68 = 13-45, 15 x 69 = 13-60, 15 x 70 = 14-0, 15 x 71 = 14-15, 15 x 72 = 14-30, 15 x 73 = 14-45, 15 x 74 = 14-60, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 1-5, 16 x 6 = 1-21, 16 x 7 = 1-37, 16 x 8 = 1-53, 16 x 9 = 1-69, 16 x 10 = 2-10, 16 x 11 = 2-26, 16 x 12 = 2-42, 16 x 13 = 2-58, 16 x 14 = 2-74, 16 x 15 = 3-15, 16 x 16 = 3-31, 16 x 17 = 3-47, 16 x 18 = 3-63, 16 x 19 = 4-4, 16 x 20 = 4-20, 16 x 21 = 4-36, 16 x 22 = 4-52, 16 x 23 = 4-68, 16 x 24 = 5-9, 16 x 25 = 5-25, 16 x 26 = 5-41, 16 x 27 = 5-57, 16 x 28 = 5-73, 16 x 29 = 6-14, 16 x 30 = 6-30, 16 x 31 = 6-46, 16 x 32 = 6-62, 16 x 33 = 7-3, 16 x 34 = 7-19, 16 x 35 = 7-35, 16 x 36 = 7-51, 16 x 37 = 7-67, 16 x 38 = 8-8, 16 x 39 = 8-24, 16 x 40 = 8-40, 16 x 41 = 8-56, 16 x 42 = 8-72, 16 x 43 = 9-13, 16 x 44 = 9-29, 16 x 45 = 9-45, 16 x 46 = 9-61, 16 x 47 = 10-2, 16 x 48 = 10-18, 16 x 49 = 10-34, 16 x 50 = 10-50, 16 x 51 = 10-66, 16 x 52 = 11-7, 16 x 53 = 11-23, 16 x 54 = 11-39, 16 x 55 = 11-55, 16 x 56 = 11-71, 16 x 57 = 12-12, 16 x 58 = 12-28, 16 x 59 = 12-44, 16 x 60 = 12-60, 16 x 61 = 13-1, 16 x 62 = 13-17, 16 x 63 = 13-33, 16 x 64 = 13-49, 16 x 65 = 13-65, 16 x 66 = 14-6, 16 x 67 = 14-22, 16 x 68 = 14-38, 16 x 69 = 14-54, 16 x 70 = 14-70, 16 x 71 = 15-11, 16 x 72 = 15-27, 16 x 73 = 15-43, 16 x 74 = 15-59, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 1-10, 17 x 6 = 1-27, 17 x 7 = 1-44, 17 x 8 = 1-61, 17 x 9 = 2-3, 17 x 10 = 2-20, 17 x 11 = 2-37, 17 x 12 = 2-54, 17 x 13 = 2-71, 17 x 14 = 3-13, 17 x 15 = 3-30, 17 x 16 = 3-47, 17 x 17 = 3-64, 17 x 18 = 4-6, 17 x 19 = 4-23, 17 x 20 = 4-40, 17 x 21 = 4-57, 17 x 22 = 4-74, 17 x 23 = 5-16, 17 x 24 = 5-33, 17 x 25 = 5-50, 17 x 26 = 5-67, 17 x 27 = 6-9, 17 x 28 = 6-26, 17 x 29 = 6-43, 17 x 30 = 6-60, 17 x 31 = 7-2, 17 x 32 = 7-19, 17 x 33 = 7-36, 17 x 34 = 7-53, 17 x 35 = 7-70, 17 x 36 = 8-12, 17 x 37 = 8-29, 17 x 38 = 8-46, 17 x 39 = 8-63, 17 x 40 = 9-5, 17 x 41 = 9-22, 17 x 42 = 9-39, 17 x 43 = 9-56, 17 x 44 = 9-73, 17 x 45 = 10-15, 17 x 46 = 10-32, 17 x 47 = 10-49, 17 x 48 = 10-66, 17 x 49 = 11-8, 17 x 50 = 11-25, 17 x 51 = 11-42, 17 x 52 = 11-59, 17 x 53 = 12-1, 17 x 54 = 12-18, 17 x 55 = 12-35, 17 x 56 = 12-52, 17 x 57 = 12-69, 17 x 58 = 13-11, 17 x 59 = 13-28, 17 x 60 = 13-45, 17 x 61 = 13-62, 17 x 62 = 14-4, 17 x 63 = 14-21, 17 x 64 = 14-38, 17 x 65 = 14-55, 17 x 66 = 14-72, 17 x 67 = 15-14, 17 x 68 = 15-31, 17 x 69 = 15-48, 17 x 70 = 15-65, 17 x 71 = 16-7, 17 x 72 = 16-24, 17 x 73 = 16-41, 17 x 74 = 16-58, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 1-15, 18 x 6 = 1-33, 18 x 7 = 1-51, 18 x 8 = 1-69, 18 x 9 = 2-12, 18 x 10 = 2-30, 18 x 11 = 2-48, 18 x 12 = 2-66, 18 x 13 = 3-9, 18 x 14 = 3-27, 18 x 15 = 3-45, 18 x 16 = 3-63, 18 x 17 = 4-6, 18 x 18 = 4-24, 18 x 19 = 4-42, 18 x 20 = 4-60, 18 x 21 = 5-3, 18 x 22 = 5-21, 18 x 23 = 5-39, 18 x 24 = 5-57, 18 x 25 = 6-0, 18 x 26 = 6-18, 18 x 27 = 6-36, 18 x 28 = 6-54, 18 x 29 = 6-72, 18 x 30 = 7-15, 18 x 31 = 7-33, 18 x 32 = 7-51, 18 x 33 = 7-69, 18 x 34 = 8-12, 18 x 35 = 8-30, 18 x 36 = 8-48, 18 x 37 = 8-66, 18 x 38 = 9-9, 18 x 39 = 9-27, 18 x 40 = 9-45, 18 x 41 = 9-63, 18 x 42 = 10-6, 18 x 43 = 10-24, 18 x 44 = 10-42, 18 x 45 = 10-60, 18 x 46 = 11-3, 18 x 47 = 11-21, 18 x 48 = 11-39, 18 x 49 = 11-57, 18 x 50 = 12-0, 18 x 51 = 12-18, 18 x 52 = 12-36, 18 x 53 = 12-54, 18 x 54 = 12-72, 18 x 55 = 13-15, 18 x 56 = 13-33, 18 x 57 = 13-51, 18 x 58 = 13-69, 18 x 59 = 14-12, 18 x 60 = 14-30, 18 x 61 = 14-48, 18 x 62 = 14-66, 18 x 63 = 15-9, 18 x 64 = 15-27, 18 x 65 = 15-45, 18 x 66 = 15-63, 18 x 67 = 16-6, 18 x 68 = 16-24, 18 x 69 = 16-42, 18 x 70 = 16-60, 18 x 71 = 17-3, 18 x 72 = 17-21, 18 x 73 = 17-39, 18 x 74 = 17-57, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 1-1, 19 x 5 = 1-20, 19 x 6 = 1-39, 19 x 7 = 1-58, 19 x 8 = 2-2, 19 x 9 = 2-21, 19 x 10 = 2-40, 19 x 11 = 2-59, 19 x 12 = 3-3, 19 x 13 = 3-22, 19 x 14 = 3-41, 19 x 15 = 3-60, 19 x 16 = 4-4, 19 x 17 = 4-23, 19 x 18 = 4-42, 19 x 19 = 4-61, 19 x 20 = 5-5, 19 x 21 = 5-24, 19 x 22 = 5-43, 19 x 23 = 5-62, 19 x 24 = 6-6, 19 x 25 = 6-25, 19 x 26 = 6-44, 19 x 27 = 6-63, 19 x 28 = 7-7, 19 x 29 = 7-26, 19 x 30 = 7-45, 19 x 31 = 7-64, 19 x 32 = 8-8, 19 x 33 = 8-27, 19 x 34 = 8-46, 19 x 35 = 8-65, 19 x 36 = 9-9, 19 x 37 = 9-28, 19 x 38 = 9-47, 19 x 39 = 9-66, 19 x 40 = 10-10, 19 x 41 = 10-29, 19 x 42 = 10-48, 19 x 43 = 10-67, 19 x 44 = 11-11, 19 x 45 = 11-30, 19 x 46 = 11-49, 19 x 47 = 11-68, 19 x 48 = 12-12, 19 x 49 = 12-31, 19 x 50 = 12-50, 19 x 51 = 12-69, 19 x 52 = 13-13, 19 x 53 = 13-32, 19 x 54 = 13-51, 19 x 55 = 13-70, 19 x 56 = 14-14, 19 x 57 = 14-33, 19 x 58 = 14-52, 19 x 59 = 14-71, 19 x 60 = 15-15, 19 x 61 = 15-34, 19 x 62 = 15-53, 19 x 63 = 15-72, 19 x 64 = 16-16, 19 x 65 = 16-35, 19 x 66 = 16-54, 19 x 67 = 16-73, 19 x 68 = 17-17, 19 x 69 = 17-36, 19 x 70 = 17-55, 19 x 71 = 17-74, 19 x 72 = 18-18, 19 x 73 = 18-37, 19 x 74 = 18-56, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 1-5, 20 x 5 = 1-25, 20 x 6 = 1-45, 20 x 7 = 1-65, 20 x 8 = 2-10, 20 x 9 = 2-30, 20 x 10 = 2-50, 20 x 11 = 2-70, 20 x 12 = 3-15, 20 x 13 = 3-35, 20 x 14 = 3-55, 20 x 15 = 4-0, 20 x 16 = 4-20, 20 x 17 = 4-40, 20 x 18 = 4-60, 20 x 19 = 5-5, 20 x 20 = 5-25, 20 x 21 = 5-45, 20 x 22 = 5-65, 20 x 23 = 6-10, 20 x 24 = 6-30, 20 x 25 = 6-50, 20 x 26 = 6-70, 20 x 27 = 7-15, 20 x 28 = 7-35, 20 x 29 = 7-55, 20 x 30 = 8-0, 20 x 31 = 8-20, 20 x 32 = 8-40, 20 x 33 = 8-60, 20 x 34 = 9-5, 20 x 35 = 9-25, 20 x 36 = 9-45, 20 x 37 = 9-65, 20 x 38 = 10-10, 20 x 39 = 10-30, 20 x 40 = 10-50, 20 x 41 = 10-70, 20 x 42 = 11-15, 20 x 43 = 11-35, 20 x 44 = 11-55, 20 x 45 = 12-0, 20 x 46 = 12-20, 20 x 47 = 12-40, 20 x 48 = 12-60, 20 x 49 = 13-5, 20 x 50 = 13-25, 20 x 51 = 13-45, 20 x 52 = 13-65, 20 x 53 = 14-10, 20 x 54 = 14-30, 20 x 55 = 14-50, 20 x 56 = 14-70, 20 x 57 = 15-15, 20 x 58 = 15-35, 20 x 59 = 15-55, 20 x 60 = 16-0, 20 x 61 = 16-20, 20 x 62 = 16-40, 20 x 63 = 16-60, 20 x 64 = 17-5, 20 x 65 = 17-25, 20 x 66 = 17-45, 20 x 67 = 17-65, 20 x 68 = 18-10, 20 x 69 = 18-30, 20 x 70 = 18-50, 20 x 71 = 18-70, 20 x 72 = 19-15, 20 x 73 = 19-35, 20 x 74 = 19-55, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 1-9, 21 x 5 = 1-30, 21 x 6 = 1-51, 21 x 7 = 1-72, 21 x 8 = 2-18, 21 x 9 = 2-39, 21 x 10 = 2-60, 21 x 11 = 3-6, 21 x 12 = 3-27, 21 x 13 = 3-48, 21 x 14 = 3-69, 21 x 15 = 4-15, 21 x 16 = 4-36, 21 x 17 = 4-57, 21 x 18 = 5-3, 21 x 19 = 5-24, 21 x 20 = 5-45, 21 x 21 = 5-66, 21 x 22 = 6-12, 21 x 23 = 6-33, 21 x 24 = 6-54, 21 x 25 = 7-0, 21 x 26 = 7-21, 21 x 27 = 7-42, 21 x 28 = 7-63, 21 x 29 = 8-9, 21 x 30 = 8-30, 21 x 31 = 8-51, 21 x 32 = 8-72, 21 x 33 = 9-18, 21 x 34 = 9-39, 21 x 35 = 9-60, 21 x 36 = 10-6, 21 x 37 = 10-27, 21 x 38 = 10-48, 21 x 39 = 10-69, 21 x 40 = 11-15, 21 x 41 = 11-36, 21 x 42 = 11-57, 21 x 43 = 12-3, 21 x 44 = 12-24, 21 x 45 = 12-45, 21 x 46 = 12-66, 21 x 47 = 13-12, 21 x 48 = 13-33, 21 x 49 = 13-54, 21 x 50 = 14-0, 21 x 51 = 14-21, 21 x 52 = 14-42, 21 x 53 = 14-63, 21 x 54 = 15-9, 21 x 55 = 15-30, 21 x 56 = 15-51, 21 x 57 = 15-72, 21 x 58 = 16-18, 21 x 59 = 16-39, 21 x 60 = 16-60, 21 x 61 = 17-6, 21 x 62 = 17-27, 21 x 63 = 17-48, 21 x 64 = 17-69, 21 x 65 = 18-15, 21 x 66 = 18-36, 21 x 67 = 18-57, 21 x 68 = 19-3, 21 x 69 = 19-24, 21 x 70 = 19-45, 21 x 71 = 19-66, 21 x 72 = 20-12, 21 x 73 = 20-33, 21 x 74 = 20-54, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 1-13, 22 x 5 = 1-35, 22 x 6 = 1-57, 22 x 7 = 2-4, 22 x 8 = 2-26, 22 x 9 = 2-48, 22 x 10 = 2-70, 22 x 11 = 3-17, 22 x 12 = 3-39, 22 x 13 = 3-61, 22 x 14 = 4-8, 22 x 15 = 4-30, 22 x 16 = 4-52, 22 x 17 = 4-74, 22 x 18 = 5-21, 22 x 19 = 5-43, 22 x 20 = 5-65, 22 x 21 = 6-12, 22 x 22 = 6-34, 22 x 23 = 6-56, 22 x 24 = 7-3, 22 x 25 = 7-25, 22 x 26 = 7-47, 22 x 27 = 7-69, 22 x 28 = 8-16, 22 x 29 = 8-38, 22 x 30 = 8-60, 22 x 31 = 9-7, 22 x 32 = 9-29, 22 x 33 = 9-51, 22 x 34 = 9-73, 22 x 35 = 10-20, 22 x 36 = 10-42, 22 x 37 = 10-64, 22 x 38 = 11-11, 22 x 39 = 11-33, 22 x 40 = 11-55, 22 x 41 = 12-2, 22 x 42 = 12-24, 22 x 43 = 12-46, 22 x 44 = 12-68, 22 x 45 = 13-15, 22 x 46 = 13-37, 22 x 47 = 13-59, 22 x 48 = 14-6, 22 x 49 = 14-28, 22 x 50 = 14-50, 22 x 51 = 14-72, 22 x 52 = 15-19, 22 x 53 = 15-41, 22 x 54 = 15-63, 22 x 55 = 16-10, 22 x 56 = 16-32, 22 x 57 = 16-54, 22 x 58 = 17-1, 22 x 59 = 17-23, 22 x 60 = 17-45, 22 x 61 = 17-67, 22 x 62 = 18-14, 22 x 63 = 18-36, 22 x 64 = 18-58, 22 x 65 = 19-5, 22 x 66 = 19-27, 22 x 67 = 19-49, 22 x 68 = 19-71, 22 x 69 = 20-18, 22 x 70 = 20-40, 22 x 71 = 20-62, 22 x 72 = 21-9, 22 x 73 = 21-31, 22 x 74 = 21-53, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 1-17, 23 x 5 = 1-40, 23 x 6 = 1-63, 23 x 7 = 2-11, 23 x 8 = 2-34, 23 x 9 = 2-57, 23 x 10 = 3-5, 23 x 11 = 3-28, 23 x 12 = 3-51, 23 x 13 = 3-74, 23 x 14 = 4-22, 23 x 15 = 4-45, 23 x 16 = 4-68, 23 x 17 = 5-16, 23 x 18 = 5-39, 23 x 19 = 5-62, 23 x 20 = 6-10, 23 x 21 = 6-33, 23 x 22 = 6-56, 23 x 23 = 7-4, 23 x 24 = 7-27, 23 x 25 = 7-50, 23 x 26 = 7-73, 23 x 27 = 8-21, 23 x 28 = 8-44, 23 x 29 = 8-67, 23 x 30 = 9-15, 23 x 31 = 9-38, 23 x 32 = 9-61, 23 x 33 = 10-9, 23 x 34 = 10-32, 23 x 35 = 10-55, 23 x 36 = 11-3, 23 x 37 = 11-26, 23 x 38 = 11-49, 23 x 39 = 11-72, 23 x 40 = 12-20, 23 x 41 = 12-43, 23 x 42 = 12-66, 23 x 43 = 13-14, 23 x 44 = 13-37, 23 x 45 = 13-60, 23 x 46 = 14-8, 23 x 47 = 14-31, 23 x 48 = 14-54, 23 x 49 = 15-2, 23 x 50 = 15-25, 23 x 51 = 15-48, 23 x 52 = 15-71, 23 x 53 = 16-19, 23 x 54 = 16-42, 23 x 55 = 16-65, 23 x 56 = 17-13, 23 x 57 = 17-36, 23 x 58 = 17-59, 23 x 59 = 18-7, 23 x 60 = 18-30, 23 x 61 = 18-53, 23 x 62 = 19-1, 23 x 63 = 19-24, 23 x 64 = 19-47, 23 x 65 = 19-70, 23 x 66 = 20-18, 23 x 67 = 20-41, 23 x 68 = 20-64, 23 x 69 = 21-12, 23 x 70 = 21-35, 23 x 71 = 21-58, 23 x 72 = 22-6, 23 x 73 = 22-29, 23 x 74 = 22-52, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 1-21, 24 x 5 = 1-45, 24 x 6 = 1-69, 24 x 7 = 2-18, 24 x 8 = 2-42, 24 x 9 = 2-66, 24 x 10 = 3-15, 24 x 11 = 3-39, 24 x 12 = 3-63, 24 x 13 = 4-12, 24 x 14 = 4-36, 24 x 15 = 4-60, 24 x 16 = 5-9, 24 x 17 = 5-33, 24 x 18 = 5-57, 24 x 19 = 6-6, 24 x 20 = 6-30, 24 x 21 = 6-54, 24 x 22 = 7-3, 24 x 23 = 7-27, 24 x 24 = 7-51, 24 x 25 = 8-0, 24 x 26 = 8-24, 24 x 27 = 8-48, 24 x 28 = 8-72, 24 x 29 = 9-21, 24 x 30 = 9-45, 24 x 31 = 9-69, 24 x 32 = 10-18, 24 x 33 = 10-42, 24 x 34 = 10-66, 24 x 35 = 11-15, 24 x 36 = 11-39, 24 x 37 = 11-63, 24 x 38 = 12-12, 24 x 39 = 12-36, 24 x 40 = 12-60, 24 x 41 = 13-9, 24 x 42 = 13-33, 24 x 43 = 13-57, 24 x 44 = 14-6, 24 x 45 = 14-30, 24 x 46 = 14-54, 24 x 47 = 15-3, 24 x 48 = 15-27, 24 x 49 = 15-51, 24 x 50 = 16-0, 24 x 51 = 16-24, 24 x 52 = 16-48, 24 x 53 = 16-72, 24 x 54 = 17-21, 24 x 55 = 17-45, 24 x 56 = 17-69, 24 x 57 = 18-18, 24 x 58 = 18-42, 24 x 59 = 18-66, 24 x 60 = 19-15, 24 x 61 = 19-39, 24 x 62 = 19-63, 24 x 63 = 20-12, 24 x 64 = 20-36, 24 x 65 = 20-60, 24 x 66 = 21-9, 24 x 67 = 21-33, 24 x 68 = 21-57, 24 x 69 = 22-6, 24 x 70 = 22-30, 24 x 71 = 22-54, 24 x 72 = 23-3, 24 x 73 = 23-27, 24 x 74 = 23-51, 
