25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 1-0, 25 x 4 = 1-25, 25 x 5 = 1-50, 25 x 6 = 2-0, 25 x 7 = 2-25, 25 x 8 = 2-50, 25 x 9 = 3-0, 25 x 10 = 3-25, 25 x 11 = 3-50, 25 x 12 = 4-0, 25 x 13 = 4-25, 25 x 14 = 4-50, 25 x 15 = 5-0, 25 x 16 = 5-25, 25 x 17 = 5-50, 25 x 18 = 6-0, 25 x 19 = 6-25, 25 x 20 = 6-50, 25 x 21 = 7-0, 25 x 22 = 7-25, 25 x 23 = 7-50, 25 x 24 = 8-0, 25 x 25 = 8-25, 25 x 26 = 8-50, 25 x 27 = 9-0, 25 x 28 = 9-25, 25 x 29 = 9-50, 25 x 30 = 10-0, 25 x 31 = 10-25, 25 x 32 = 10-50, 25 x 33 = 11-0, 25 x 34 = 11-25, 25 x 35 = 11-50, 25 x 36 = 12-0, 25 x 37 = 12-25, 25 x 38 = 12-50, 25 x 39 = 13-0, 25 x 40 = 13-25, 25 x 41 = 13-50, 25 x 42 = 14-0, 25 x 43 = 14-25, 25 x 44 = 14-50, 25 x 45 = 15-0, 25 x 46 = 15-25, 25 x 47 = 15-50, 25 x 48 = 16-0, 25 x 49 = 16-25, 25 x 50 = 16-50, 25 x 51 = 17-0, 25 x 52 = 17-25, 25 x 53 = 17-50, 25 x 54 = 18-0, 25 x 55 = 18-25, 25 x 56 = 18-50, 25 x 57 = 19-0, 25 x 58 = 19-25, 25 x 59 = 19-50, 25 x 60 = 20-0, 25 x 61 = 20-25, 25 x 62 = 20-50, 25 x 63 = 21-0, 25 x 64 = 21-25, 25 x 65 = 21-50, 25 x 66 = 22-0, 25 x 67 = 22-25, 25 x 68 = 22-50, 25 x 69 = 23-0, 25 x 70 = 23-25, 25 x 71 = 23-50, 25 x 72 = 24-0, 25 x 73 = 24-25, 25 x 74 = 24-50, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 1-3, 26 x 4 = 1-29, 26 x 5 = 1-55, 26 x 6 = 2-6, 26 x 7 = 2-32, 26 x 8 = 2-58, 26 x 9 = 3-9, 26 x 10 = 3-35, 26 x 11 = 3-61, 26 x 12 = 4-12, 26 x 13 = 4-38, 26 x 14 = 4-64, 26 x 15 = 5-15, 26 x 16 = 5-41, 26 x 17 = 5-67, 26 x 18 = 6-18, 26 x 19 = 6-44, 26 x 20 = 6-70, 26 x 21 = 7-21, 26 x 22 = 7-47, 26 x 23 = 7-73, 26 x 24 = 8-24, 26 x 25 = 8-50, 26 x 26 = 9-1, 26 x 27 = 9-27, 26 x 28 = 9-53, 26 x 29 = 10-4, 26 x 30 = 10-30, 26 x 31 = 10-56, 26 x 32 = 11-7, 26 x 33 = 11-33, 26 x 34 = 11-59, 26 x 35 = 12-10, 26 x 36 = 12-36, 26 x 37 = 12-62, 26 x 38 = 13-13, 26 x 39 = 13-39, 26 x 40 = 13-65, 26 x 41 = 14-16, 26 x 42 = 14-42, 26 x 43 = 14-68, 26 x 44 = 15-19, 26 x 45 = 15-45, 26 x 46 = 15-71, 26 x 47 = 16-22, 26 x 48 = 16-48, 26 x 49 = 16-74, 26 x 50 = 17-25, 26 x 51 = 17-51, 26 x 52 = 18-2, 26 x 53 = 18-28, 26 x 54 = 18-54, 26 x 55 = 19-5, 26 x 56 = 19-31, 26 x 57 = 19-57, 26 x 58 = 20-8, 26 x 59 = 20-34, 26 x 60 = 20-60, 26 x 61 = 21-11, 26 x 62 = 21-37, 26 x 63 = 21-63, 26 x 64 = 22-14, 26 x 65 = 22-40, 26 x 66 = 22-66, 26 x 67 = 23-17, 26 x 68 = 23-43, 26 x 69 = 23-69, 26 x 70 = 24-20, 26 x 71 = 24-46, 26 x 72 = 24-72, 26 x 73 = 25-23, 26 x 74 = 25-49, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 1-6, 27 x 4 = 1-33, 27 x 5 = 1-60, 27 x 6 = 2-12, 27 x 7 = 2-39, 27 x 8 = 2-66, 27 x 9 = 3-18, 27 x 10 = 3-45, 27 x 11 = 3-72, 27 x 12 = 4-24, 27 x 13 = 4-51, 27 x 14 = 5-3, 27 x 15 = 5-30, 27 x 16 = 5-57, 27 x 17 = 6-9, 27 x 18 = 6-36, 27 x 19 = 6-63, 27 x 20 = 7-15, 27 x 21 = 7-42, 27 x 22 = 7-69, 27 x 23 = 8-21, 27 x 24 = 8-48, 27 x 25 = 9-0, 27 x 26 = 9-27, 27 x 27 = 9-54, 27 x 28 = 10-6, 27 x 29 = 10-33, 27 x 30 = 10-60, 27 x 31 = 11-12, 27 x 32 = 11-39, 27 x 33 = 11-66, 27 x 34 = 12-18, 27 x 35 = 12-45, 27 x 36 = 12-72, 27 x 37 = 13-24, 27 x 38 = 13-51, 27 x 39 = 14-3, 27 x 40 = 14-30, 27 x 41 = 14-57, 27 x 42 = 15-9, 27 x 43 = 15-36, 27 x 44 = 15-63, 27 x 45 = 16-15, 27 x 46 = 16-42, 27 x 47 = 16-69, 27 x 48 = 17-21, 27 x 49 = 17-48, 27 x 50 = 18-0, 27 x 51 = 18-27, 27 x 52 = 18-54, 27 x 53 = 19-6, 27 x 54 = 19-33, 27 x 55 = 19-60, 27 x 56 = 20-12, 27 x 57 = 20-39, 27 x 58 = 20-66, 27 x 59 = 21-18, 27 x 60 = 21-45, 27 x 61 = 21-72, 27 x 62 = 22-24, 27 x 63 = 22-51, 27 x 64 = 23-3, 27 x 65 = 23-30, 27 x 66 = 23-57, 27 x 67 = 24-9, 27 x 68 = 24-36, 27 x 69 = 24-63, 27 x 70 = 25-15, 27 x 71 = 25-42, 27 x 72 = 25-69, 27 x 73 = 26-21, 27 x 74 = 26-48, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 1-9, 28 x 4 = 1-37, 28 x 5 = 1-65, 28 x 6 = 2-18, 28 x 7 = 2-46, 28 x 8 = 2-74, 28 x 9 = 3-27, 28 x 10 = 3-55, 28 x 11 = 4-8, 28 x 12 = 4-36, 28 x 13 = 4-64, 28 x 14 = 5-17, 28 x 15 = 5-45, 28 x 16 = 5-73, 28 x 17 = 6-26, 28 x 18 = 6-54, 28 x 19 = 7-7, 28 x 20 = 7-35, 28 x 21 = 7-63, 28 x 22 = 8-16, 28 x 23 = 8-44, 28 x 24 = 8-72, 28 x 25 = 9-25, 28 x 26 = 9-53, 28 x 27 = 10-6, 28 x 28 = 10-34, 28 x 29 = 10-62, 28 x 30 = 11-15, 28 x 31 = 11-43, 28 x 32 = 11-71, 28 x 33 = 12-24, 28 x 34 = 12-52, 28 x 35 = 13-5, 28 x 36 = 13-33, 28 x 37 = 13-61, 28 x 38 = 14-14, 28 x 39 = 14-42, 28 x 40 = 14-70, 28 x 41 = 15-23, 28 x 42 = 15-51, 28 x 43 = 16-4, 28 x 44 = 16-32, 28 x 45 = 16-60, 28 x 46 = 17-13, 28 x 47 = 17-41, 28 x 48 = 17-69, 28 x 49 = 18-22, 28 x 50 = 18-50, 28 x 51 = 19-3, 28 x 52 = 19-31, 28 x 53 = 19-59, 28 x 54 = 20-12, 28 x 55 = 20-40, 28 x 56 = 20-68, 28 x 57 = 21-21, 28 x 58 = 21-49, 28 x 59 = 22-2, 28 x 60 = 22-30, 28 x 61 = 22-58, 28 x 62 = 23-11, 28 x 63 = 23-39, 28 x 64 = 23-67, 28 x 65 = 24-20, 28 x 66 = 24-48, 28 x 67 = 25-1, 28 x 68 = 25-29, 28 x 69 = 25-57, 28 x 70 = 26-10, 28 x 71 = 26-38, 28 x 72 = 26-66, 28 x 73 = 27-19, 28 x 74 = 27-47, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 1-12, 29 x 4 = 1-41, 29 x 5 = 1-70, 29 x 6 = 2-24, 29 x 7 = 2-53, 29 x 8 = 3-7, 29 x 9 = 3-36, 29 x 10 = 3-65, 29 x 11 = 4-19, 29 x 12 = 4-48, 29 x 13 = 5-2, 29 x 14 = 5-31, 29 x 15 = 5-60, 29 x 16 = 6-14, 29 x 17 = 6-43, 29 x 18 = 6-72, 29 x 19 = 7-26, 29 x 20 = 7-55, 29 x 21 = 8-9, 29 x 22 = 8-38, 29 x 23 = 8-67, 29 x 24 = 9-21, 29 x 25 = 9-50, 29 x 26 = 10-4, 29 x 27 = 10-33, 29 x 28 = 10-62, 29 x 29 = 11-16, 29 x 30 = 11-45, 29 x 31 = 11-74, 29 x 32 = 12-28, 29 x 33 = 12-57, 29 x 34 = 13-11, 29 x 35 = 13-40, 29 x 36 = 13-69, 29 x 37 = 14-23, 29 x 38 = 14-52, 29 x 39 = 15-6, 29 x 40 = 15-35, 29 x 41 = 15-64, 29 x 42 = 16-18, 29 x 43 = 16-47, 29 x 44 = 17-1, 29 x 45 = 17-30, 29 x 46 = 17-59, 29 x 47 = 18-13, 29 x 48 = 18-42, 29 x 49 = 18-71, 29 x 50 = 19-25, 29 x 51 = 19-54, 29 x 52 = 20-8, 29 x 53 = 20-37, 29 x 54 = 20-66, 29 x 55 = 21-20, 29 x 56 = 21-49, 29 x 57 = 22-3, 29 x 58 = 22-32, 29 x 59 = 22-61, 29 x 60 = 23-15, 29 x 61 = 23-44, 29 x 62 = 23-73, 29 x 63 = 24-27, 29 x 64 = 24-56, 29 x 65 = 25-10, 29 x 66 = 25-39, 29 x 67 = 25-68, 29 x 68 = 26-22, 29 x 69 = 26-51, 29 x 70 = 27-5, 29 x 71 = 27-34, 29 x 72 = 27-63, 29 x 73 = 28-17, 29 x 74 = 28-46, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 1-15, 30 x 4 = 1-45, 30 x 5 = 2-0, 30 x 6 = 2-30, 30 x 7 = 2-60, 30 x 8 = 3-15, 30 x 9 = 3-45, 30 x 10 = 4-0, 30 x 11 = 4-30, 30 x 12 = 4-60, 30 x 13 = 5-15, 30 x 14 = 5-45, 30 x 15 = 6-0, 30 x 16 = 6-30, 30 x 17 = 6-60, 30 x 18 = 7-15, 30 x 19 = 7-45, 30 x 20 = 8-0, 30 x 21 = 8-30, 30 x 22 = 8-60, 30 x 23 = 9-15, 30 x 24 = 9-45, 30 x 25 = 10-0, 30 x 26 = 10-30, 30 x 27 = 10-60, 30 x 28 = 11-15, 30 x 29 = 11-45, 30 x 30 = 12-0, 30 x 31 = 12-30, 30 x 32 = 12-60, 30 x 33 = 13-15, 30 x 34 = 13-45, 30 x 35 = 14-0, 30 x 36 = 14-30, 30 x 37 = 14-60, 30 x 38 = 15-15, 30 x 39 = 15-45, 30 x 40 = 16-0, 30 x 41 = 16-30, 30 x 42 = 16-60, 30 x 43 = 17-15, 30 x 44 = 17-45, 30 x 45 = 18-0, 30 x 46 = 18-30, 30 x 47 = 18-60, 30 x 48 = 19-15, 30 x 49 = 19-45, 30 x 50 = 20-0, 30 x 51 = 20-30, 30 x 52 = 20-60, 30 x 53 = 21-15, 30 x 54 = 21-45, 30 x 55 = 22-0, 30 x 56 = 22-30, 30 x 57 = 22-60, 30 x 58 = 23-15, 30 x 59 = 23-45, 30 x 60 = 24-0, 30 x 61 = 24-30, 30 x 62 = 24-60, 30 x 63 = 25-15, 30 x 64 = 25-45, 30 x 65 = 26-0, 30 x 66 = 26-30, 30 x 67 = 26-60, 30 x 68 = 27-15, 30 x 69 = 27-45, 30 x 70 = 28-0, 30 x 71 = 28-30, 30 x 72 = 28-60, 30 x 73 = 29-15, 30 x 74 = 29-45, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 1-18, 31 x 4 = 1-49, 31 x 5 = 2-5, 31 x 6 = 2-36, 31 x 7 = 2-67, 31 x 8 = 3-23, 31 x 9 = 3-54, 31 x 10 = 4-10, 31 x 11 = 4-41, 31 x 12 = 4-72, 31 x 13 = 5-28, 31 x 14 = 5-59, 31 x 15 = 6-15, 31 x 16 = 6-46, 31 x 17 = 7-2, 31 x 18 = 7-33, 31 x 19 = 7-64, 31 x 20 = 8-20, 31 x 21 = 8-51, 31 x 22 = 9-7, 31 x 23 = 9-38, 31 x 24 = 9-69, 31 x 25 = 10-25, 31 x 26 = 10-56, 31 x 27 = 11-12, 31 x 28 = 11-43, 31 x 29 = 11-74, 31 x 30 = 12-30, 31 x 31 = 12-61, 31 x 32 = 13-17, 31 x 33 = 13-48, 31 x 34 = 14-4, 31 x 35 = 14-35, 31 x 36 = 14-66, 31 x 37 = 15-22, 31 x 38 = 15-53, 31 x 39 = 16-9, 31 x 40 = 16-40, 31 x 41 = 16-71, 31 x 42 = 17-27, 31 x 43 = 17-58, 31 x 44 = 18-14, 31 x 45 = 18-45, 31 x 46 = 19-1, 31 x 47 = 19-32, 31 x 48 = 19-63, 31 x 49 = 20-19, 31 x 50 = 20-50, 31 x 51 = 21-6, 31 x 52 = 21-37, 31 x 53 = 21-68, 31 x 54 = 22-24, 31 x 55 = 22-55, 31 x 56 = 23-11, 31 x 57 = 23-42, 31 x 58 = 23-73, 31 x 59 = 24-29, 31 x 60 = 24-60, 31 x 61 = 25-16, 31 x 62 = 25-47, 31 x 63 = 26-3, 31 x 64 = 26-34, 31 x 65 = 26-65, 31 x 66 = 27-21, 31 x 67 = 27-52, 31 x 68 = 28-8, 31 x 69 = 28-39, 31 x 70 = 28-70, 31 x 71 = 29-26, 31 x 72 = 29-57, 31 x 73 = 30-13, 31 x 74 = 30-44, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-21, 32 x 4 = 1-53, 32 x 5 = 2-10, 32 x 6 = 2-42, 32 x 7 = 2-74, 32 x 8 = 3-31, 32 x 9 = 3-63, 32 x 10 = 4-20, 32 x 11 = 4-52, 32 x 12 = 5-9, 32 x 13 = 5-41, 32 x 14 = 5-73, 32 x 15 = 6-30, 32 x 16 = 6-62, 32 x 17 = 7-19, 32 x 18 = 7-51, 32 x 19 = 8-8, 32 x 20 = 8-40, 32 x 21 = 8-72, 32 x 22 = 9-29, 32 x 23 = 9-61, 32 x 24 = 10-18, 32 x 25 = 10-50, 32 x 26 = 11-7, 32 x 27 = 11-39, 32 x 28 = 11-71, 32 x 29 = 12-28, 32 x 30 = 12-60, 32 x 31 = 13-17, 32 x 32 = 13-49, 32 x 33 = 14-6, 32 x 34 = 14-38, 32 x 35 = 14-70, 32 x 36 = 15-27, 32 x 37 = 15-59, 32 x 38 = 16-16, 32 x 39 = 16-48, 32 x 40 = 17-5, 32 x 41 = 17-37, 32 x 42 = 17-69, 32 x 43 = 18-26, 32 x 44 = 18-58, 32 x 45 = 19-15, 32 x 46 = 19-47, 32 x 47 = 20-4, 32 x 48 = 20-36, 32 x 49 = 20-68, 32 x 50 = 21-25, 32 x 51 = 21-57, 32 x 52 = 22-14, 32 x 53 = 22-46, 32 x 54 = 23-3, 32 x 55 = 23-35, 32 x 56 = 23-67, 32 x 57 = 24-24, 32 x 58 = 24-56, 32 x 59 = 25-13, 32 x 60 = 25-45, 32 x 61 = 26-2, 32 x 62 = 26-34, 32 x 63 = 26-66, 32 x 64 = 27-23, 32 x 65 = 27-55, 32 x 66 = 28-12, 32 x 67 = 28-44, 32 x 68 = 29-1, 32 x 69 = 29-33, 32 x 70 = 29-65, 32 x 71 = 30-22, 32 x 72 = 30-54, 32 x 73 = 31-11, 32 x 74 = 31-43, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-24, 33 x 4 = 1-57, 33 x 5 = 2-15, 33 x 6 = 2-48, 33 x 7 = 3-6, 33 x 8 = 3-39, 33 x 9 = 3-72, 33 x 10 = 4-30, 33 x 11 = 4-63, 33 x 12 = 5-21, 33 x 13 = 5-54, 33 x 14 = 6-12, 33 x 15 = 6-45, 33 x 16 = 7-3, 33 x 17 = 7-36, 33 x 18 = 7-69, 33 x 19 = 8-27, 33 x 20 = 8-60, 33 x 21 = 9-18, 33 x 22 = 9-51, 33 x 23 = 10-9, 33 x 24 = 10-42, 33 x 25 = 11-0, 33 x 26 = 11-33, 33 x 27 = 11-66, 33 x 28 = 12-24, 33 x 29 = 12-57, 33 x 30 = 13-15, 33 x 31 = 13-48, 33 x 32 = 14-6, 33 x 33 = 14-39, 33 x 34 = 14-72, 33 x 35 = 15-30, 33 x 36 = 15-63, 33 x 37 = 16-21, 33 x 38 = 16-54, 33 x 39 = 17-12, 33 x 40 = 17-45, 33 x 41 = 18-3, 33 x 42 = 18-36, 33 x 43 = 18-69, 33 x 44 = 19-27, 33 x 45 = 19-60, 33 x 46 = 20-18, 33 x 47 = 20-51, 33 x 48 = 21-9, 33 x 49 = 21-42, 33 x 50 = 22-0, 33 x 51 = 22-33, 33 x 52 = 22-66, 33 x 53 = 23-24, 33 x 54 = 23-57, 33 x 55 = 24-15, 33 x 56 = 24-48, 33 x 57 = 25-6, 33 x 58 = 25-39, 33 x 59 = 25-72, 33 x 60 = 26-30, 33 x 61 = 26-63, 33 x 62 = 27-21, 33 x 63 = 27-54, 33 x 64 = 28-12, 33 x 65 = 28-45, 33 x 66 = 29-3, 33 x 67 = 29-36, 33 x 68 = 29-69, 33 x 69 = 30-27, 33 x 70 = 30-60, 33 x 71 = 31-18, 33 x 72 = 31-51, 33 x 73 = 32-9, 33 x 74 = 32-42, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-27, 34 x 4 = 1-61, 34 x 5 = 2-20, 34 x 6 = 2-54, 34 x 7 = 3-13, 34 x 8 = 3-47, 34 x 9 = 4-6, 34 x 10 = 4-40, 34 x 11 = 4-74, 34 x 12 = 5-33, 34 x 13 = 5-67, 34 x 14 = 6-26, 34 x 15 = 6-60, 34 x 16 = 7-19, 34 x 17 = 7-53, 34 x 18 = 8-12, 34 x 19 = 8-46, 34 x 20 = 9-5, 34 x 21 = 9-39, 34 x 22 = 9-73, 34 x 23 = 10-32, 34 x 24 = 10-66, 34 x 25 = 11-25, 34 x 26 = 11-59, 34 x 27 = 12-18, 34 x 28 = 12-52, 34 x 29 = 13-11, 34 x 30 = 13-45, 34 x 31 = 14-4, 34 x 32 = 14-38, 34 x 33 = 14-72, 34 x 34 = 15-31, 34 x 35 = 15-65, 34 x 36 = 16-24, 34 x 37 = 16-58, 34 x 38 = 17-17, 34 x 39 = 17-51, 34 x 40 = 18-10, 34 x 41 = 18-44, 34 x 42 = 19-3, 34 x 43 = 19-37, 34 x 44 = 19-71, 34 x 45 = 20-30, 34 x 46 = 20-64, 34 x 47 = 21-23, 34 x 48 = 21-57, 34 x 49 = 22-16, 34 x 50 = 22-50, 34 x 51 = 23-9, 34 x 52 = 23-43, 34 x 53 = 24-2, 34 x 54 = 24-36, 34 x 55 = 24-70, 34 x 56 = 25-29, 34 x 57 = 25-63, 34 x 58 = 26-22, 34 x 59 = 26-56, 34 x 60 = 27-15, 34 x 61 = 27-49, 34 x 62 = 28-8, 34 x 63 = 28-42, 34 x 64 = 29-1, 34 x 65 = 29-35, 34 x 66 = 29-69, 34 x 67 = 30-28, 34 x 68 = 30-62, 34 x 69 = 31-21, 34 x 70 = 31-55, 34 x 71 = 32-14, 34 x 72 = 32-48, 34 x 73 = 33-7, 34 x 74 = 33-41, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-30, 35 x 4 = 1-65, 35 x 5 = 2-25, 35 x 6 = 2-60, 35 x 7 = 3-20, 35 x 8 = 3-55, 35 x 9 = 4-15, 35 x 10 = 4-50, 35 x 11 = 5-10, 35 x 12 = 5-45, 35 x 13 = 6-5, 35 x 14 = 6-40, 35 x 15 = 7-0, 35 x 16 = 7-35, 35 x 17 = 7-70, 35 x 18 = 8-30, 35 x 19 = 8-65, 35 x 20 = 9-25, 35 x 21 = 9-60, 35 x 22 = 10-20, 35 x 23 = 10-55, 35 x 24 = 11-15, 35 x 25 = 11-50, 35 x 26 = 12-10, 35 x 27 = 12-45, 35 x 28 = 13-5, 35 x 29 = 13-40, 35 x 30 = 14-0, 35 x 31 = 14-35, 35 x 32 = 14-70, 35 x 33 = 15-30, 35 x 34 = 15-65, 35 x 35 = 16-25, 35 x 36 = 16-60, 35 x 37 = 17-20, 35 x 38 = 17-55, 35 x 39 = 18-15, 35 x 40 = 18-50, 35 x 41 = 19-10, 35 x 42 = 19-45, 35 x 43 = 20-5, 35 x 44 = 20-40, 35 x 45 = 21-0, 35 x 46 = 21-35, 35 x 47 = 21-70, 35 x 48 = 22-30, 35 x 49 = 22-65, 35 x 50 = 23-25, 35 x 51 = 23-60, 35 x 52 = 24-20, 35 x 53 = 24-55, 35 x 54 = 25-15, 35 x 55 = 25-50, 35 x 56 = 26-10, 35 x 57 = 26-45, 35 x 58 = 27-5, 35 x 59 = 27-40, 35 x 60 = 28-0, 35 x 61 = 28-35, 35 x 62 = 28-70, 35 x 63 = 29-30, 35 x 64 = 29-65, 35 x 65 = 30-25, 35 x 66 = 30-60, 35 x 67 = 31-20, 35 x 68 = 31-55, 35 x 69 = 32-15, 35 x 70 = 32-50, 35 x 71 = 33-10, 35 x 72 = 33-45, 35 x 73 = 34-5, 35 x 74 = 34-40, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-33, 36 x 4 = 1-69, 36 x 5 = 2-30, 36 x 6 = 2-66, 36 x 7 = 3-27, 36 x 8 = 3-63, 36 x 9 = 4-24, 36 x 10 = 4-60, 36 x 11 = 5-21, 36 x 12 = 5-57, 36 x 13 = 6-18, 36 x 14 = 6-54, 36 x 15 = 7-15, 36 x 16 = 7-51, 36 x 17 = 8-12, 36 x 18 = 8-48, 36 x 19 = 9-9, 36 x 20 = 9-45, 36 x 21 = 10-6, 36 x 22 = 10-42, 36 x 23 = 11-3, 36 x 24 = 11-39, 36 x 25 = 12-0, 36 x 26 = 12-36, 36 x 27 = 12-72, 36 x 28 = 13-33, 36 x 29 = 13-69, 36 x 30 = 14-30, 36 x 31 = 14-66, 36 x 32 = 15-27, 36 x 33 = 15-63, 36 x 34 = 16-24, 36 x 35 = 16-60, 36 x 36 = 17-21, 36 x 37 = 17-57, 36 x 38 = 18-18, 36 x 39 = 18-54, 36 x 40 = 19-15, 36 x 41 = 19-51, 36 x 42 = 20-12, 36 x 43 = 20-48, 36 x 44 = 21-9, 36 x 45 = 21-45, 36 x 46 = 22-6, 36 x 47 = 22-42, 36 x 48 = 23-3, 36 x 49 = 23-39, 36 x 50 = 24-0, 36 x 51 = 24-36, 36 x 52 = 24-72, 36 x 53 = 25-33, 36 x 54 = 25-69, 36 x 55 = 26-30, 36 x 56 = 26-66, 36 x 57 = 27-27, 36 x 58 = 27-63, 36 x 59 = 28-24, 36 x 60 = 28-60, 36 x 61 = 29-21, 36 x 62 = 29-57, 36 x 63 = 30-18, 36 x 64 = 30-54, 36 x 65 = 31-15, 36 x 66 = 31-51, 36 x 67 = 32-12, 36 x 68 = 32-48, 36 x 69 = 33-9, 36 x 70 = 33-45, 36 x 71 = 34-6, 36 x 72 = 34-42, 36 x 73 = 35-3, 36 x 74 = 35-39, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-36, 37 x 4 = 1-73, 37 x 5 = 2-35, 37 x 6 = 2-72, 37 x 7 = 3-34, 37 x 8 = 3-71, 37 x 9 = 4-33, 37 x 10 = 4-70, 37 x 11 = 5-32, 37 x 12 = 5-69, 37 x 13 = 6-31, 37 x 14 = 6-68, 37 x 15 = 7-30, 37 x 16 = 7-67, 37 x 17 = 8-29, 37 x 18 = 8-66, 37 x 19 = 9-28, 37 x 20 = 9-65, 37 x 21 = 10-27, 37 x 22 = 10-64, 37 x 23 = 11-26, 37 x 24 = 11-63, 37 x 25 = 12-25, 37 x 26 = 12-62, 37 x 27 = 13-24, 37 x 28 = 13-61, 37 x 29 = 14-23, 37 x 30 = 14-60, 37 x 31 = 15-22, 37 x 32 = 15-59, 37 x 33 = 16-21, 37 x 34 = 16-58, 37 x 35 = 17-20, 37 x 36 = 17-57, 37 x 37 = 18-19, 37 x 38 = 18-56, 37 x 39 = 19-18, 37 x 40 = 19-55, 37 x 41 = 20-17, 37 x 42 = 20-54, 37 x 43 = 21-16, 37 x 44 = 21-53, 37 x 45 = 22-15, 37 x 46 = 22-52, 37 x 47 = 23-14, 37 x 48 = 23-51, 37 x 49 = 24-13, 37 x 50 = 24-50, 37 x 51 = 25-12, 37 x 52 = 25-49, 37 x 53 = 26-11, 37 x 54 = 26-48, 37 x 55 = 27-10, 37 x 56 = 27-47, 37 x 57 = 28-9, 37 x 58 = 28-46, 37 x 59 = 29-8, 37 x 60 = 29-45, 37 x 61 = 30-7, 37 x 62 = 30-44, 37 x 63 = 31-6, 37 x 64 = 31-43, 37 x 65 = 32-5, 37 x 66 = 32-42, 37 x 67 = 33-4, 37 x 68 = 33-41, 37 x 69 = 34-3, 37 x 70 = 34-40, 37 x 71 = 35-2, 37 x 72 = 35-39, 37 x 73 = 36-1, 37 x 74 = 36-38, 
38 x 1 = 0-38, 38 x 2 = 1-1, 38 x 3 = 1-39, 38 x 4 = 2-2, 38 x 5 = 2-40, 38 x 6 = 3-3, 38 x 7 = 3-41, 38 x 8 = 4-4, 38 x 9 = 4-42, 38 x 10 = 5-5, 38 x 11 = 5-43, 38 x 12 = 6-6, 38 x 13 = 6-44, 38 x 14 = 7-7, 38 x 15 = 7-45, 38 x 16 = 8-8, 38 x 17 = 8-46, 38 x 18 = 9-9, 38 x 19 = 9-47, 38 x 20 = 10-10, 38 x 21 = 10-48, 38 x 22 = 11-11, 38 x 23 = 11-49, 38 x 24 = 12-12, 38 x 25 = 12-50, 38 x 26 = 13-13, 38 x 27 = 13-51, 38 x 28 = 14-14, 38 x 29 = 14-52, 38 x 30 = 15-15, 38 x 31 = 15-53, 38 x 32 = 16-16, 38 x 33 = 16-54, 38 x 34 = 17-17, 38 x 35 = 17-55, 38 x 36 = 18-18, 38 x 37 = 18-56, 38 x 38 = 19-19, 38 x 39 = 19-57, 38 x 40 = 20-20, 38 x 41 = 20-58, 38 x 42 = 21-21, 38 x 43 = 21-59, 38 x 44 = 22-22, 38 x 45 = 22-60, 38 x 46 = 23-23, 38 x 47 = 23-61, 38 x 48 = 24-24, 38 x 49 = 24-62, 38 x 50 = 25-25, 38 x 51 = 25-63, 38 x 52 = 26-26, 38 x 53 = 26-64, 38 x 54 = 27-27, 38 x 55 = 27-65, 38 x 56 = 28-28, 38 x 57 = 28-66, 38 x 58 = 29-29, 38 x 59 = 29-67, 38 x 60 = 30-30, 38 x 61 = 30-68, 38 x 62 = 31-31, 38 x 63 = 31-69, 38 x 64 = 32-32, 38 x 65 = 32-70, 38 x 66 = 33-33, 38 x 67 = 33-71, 38 x 68 = 34-34, 38 x 69 = 34-72, 38 x 70 = 35-35, 38 x 71 = 35-73, 38 x 72 = 36-36, 38 x 73 = 36-74, 38 x 74 = 37-37, 
