21 x 1 = 0-21, 21 x 2 = 1-4, 21 x 3 = 1-25, 21 x 4 = 2-8, 21 x 5 = 2-29, 21 x 6 = 3-12, 21 x 7 = 3-33, 21 x 8 = 4-16, 21 x 9 = 4-37, 21 x 10 = 5-20, 21 x 11 = 6-3, 21 x 12 = 6-24, 21 x 13 = 7-7, 21 x 14 = 7-28, 21 x 15 = 8-11, 21 x 16 = 8-32, 21 x 17 = 9-15, 21 x 18 = 9-36, 21 x 19 = 10-19, 21 x 20 = 11-2, 21 x 21 = 11-23, 21 x 22 = 12-6, 21 x 23 = 12-27, 21 x 24 = 13-10, 21 x 25 = 13-31, 21 x 26 = 14-14, 21 x 27 = 14-35, 21 x 28 = 15-18, 21 x 29 = 16-1, 21 x 30 = 16-22, 21 x 31 = 17-5, 21 x 32 = 17-26, 21 x 33 = 18-9, 21 x 34 = 18-30, 21 x 35 = 19-13, 21 x 36 = 19-34, 21 x 37 = 20-17, 
22 x 1 = 0-22, 22 x 2 = 1-6, 22 x 3 = 1-28, 22 x 4 = 2-12, 22 x 5 = 2-34, 22 x 6 = 3-18, 22 x 7 = 4-2, 22 x 8 = 4-24, 22 x 9 = 5-8, 22 x 10 = 5-30, 22 x 11 = 6-14, 22 x 12 = 6-36, 22 x 13 = 7-20, 22 x 14 = 8-4, 22 x 15 = 8-26, 22 x 16 = 9-10, 22 x 17 = 9-32, 22 x 18 = 10-16, 22 x 19 = 11-0, 22 x 20 = 11-22, 22 x 21 = 12-6, 22 x 22 = 12-28, 22 x 23 = 13-12, 22 x 24 = 13-34, 22 x 25 = 14-18, 22 x 26 = 15-2, 22 x 27 = 15-24, 22 x 28 = 16-8, 22 x 29 = 16-30, 22 x 30 = 17-14, 22 x 31 = 17-36, 22 x 32 = 18-20, 22 x 33 = 19-4, 22 x 34 = 19-26, 22 x 35 = 20-10, 22 x 36 = 20-32, 22 x 37 = 21-16, 
23 x 1 = 0-23, 23 x 2 = 1-8, 23 x 3 = 1-31, 23 x 4 = 2-16, 23 x 5 = 3-1, 23 x 6 = 3-24, 23 x 7 = 4-9, 23 x 8 = 4-32, 23 x 9 = 5-17, 23 x 10 = 6-2, 23 x 11 = 6-25, 23 x 12 = 7-10, 23 x 13 = 7-33, 23 x 14 = 8-18, 23 x 15 = 9-3, 23 x 16 = 9-26, 23 x 17 = 10-11, 23 x 18 = 10-34, 23 x 19 = 11-19, 23 x 20 = 12-4, 23 x 21 = 12-27, 23 x 22 = 13-12, 23 x 23 = 13-35, 23 x 24 = 14-20, 23 x 25 = 15-5, 23 x 26 = 15-28, 23 x 27 = 16-13, 23 x 28 = 16-36, 23 x 29 = 17-21, 23 x 30 = 18-6, 23 x 31 = 18-29, 23 x 32 = 19-14, 23 x 33 = 19-37, 23 x 34 = 20-22, 23 x 35 = 21-7, 23 x 36 = 21-30, 23 x 37 = 22-15, 
24 x 1 = 0-24, 24 x 2 = 1-10, 24 x 3 = 1-34, 24 x 4 = 2-20, 24 x 5 = 3-6, 24 x 6 = 3-30, 24 x 7 = 4-16, 24 x 8 = 5-2, 24 x 9 = 5-26, 24 x 10 = 6-12, 24 x 11 = 6-36, 24 x 12 = 7-22, 24 x 13 = 8-8, 24 x 14 = 8-32, 24 x 15 = 9-18, 24 x 16 = 10-4, 24 x 17 = 10-28, 24 x 18 = 11-14, 24 x 19 = 12-0, 24 x 20 = 12-24, 24 x 21 = 13-10, 24 x 22 = 13-34, 24 x 23 = 14-20, 24 x 24 = 15-6, 24 x 25 = 15-30, 24 x 26 = 16-16, 24 x 27 = 17-2, 24 x 28 = 17-26, 24 x 29 = 18-12, 24 x 30 = 18-36, 24 x 31 = 19-22, 24 x 32 = 20-8, 24 x 33 = 20-32, 24 x 34 = 21-18, 24 x 35 = 22-4, 24 x 36 = 22-28, 24 x 37 = 23-14, 
25 x 1 = 0-25, 25 x 2 = 1-12, 25 x 3 = 1-37, 25 x 4 = 2-24, 25 x 5 = 3-11, 25 x 6 = 3-36, 25 x 7 = 4-23, 25 x 8 = 5-10, 25 x 9 = 5-35, 25 x 10 = 6-22, 25 x 11 = 7-9, 25 x 12 = 7-34, 25 x 13 = 8-21, 25 x 14 = 9-8, 25 x 15 = 9-33, 25 x 16 = 10-20, 25 x 17 = 11-7, 25 x 18 = 11-32, 25 x 19 = 12-19, 25 x 20 = 13-6, 25 x 21 = 13-31, 25 x 22 = 14-18, 25 x 23 = 15-5, 25 x 24 = 15-30, 25 x 25 = 16-17, 25 x 26 = 17-4, 25 x 27 = 17-29, 25 x 28 = 18-16, 25 x 29 = 19-3, 25 x 30 = 19-28, 25 x 31 = 20-15, 25 x 32 = 21-2, 25 x 33 = 21-27, 25 x 34 = 22-14, 25 x 35 = 23-1, 25 x 36 = 23-26, 25 x 37 = 24-13, 
26 x 1 = 0-26, 26 x 2 = 1-14, 26 x 3 = 2-2, 26 x 4 = 2-28, 26 x 5 = 3-16, 26 x 6 = 4-4, 26 x 7 = 4-30, 26 x 8 = 5-18, 26 x 9 = 6-6, 26 x 10 = 6-32, 26 x 11 = 7-20, 26 x 12 = 8-8, 26 x 13 = 8-34, 26 x 14 = 9-22, 26 x 15 = 10-10, 26 x 16 = 10-36, 26 x 17 = 11-24, 26 x 18 = 12-12, 26 x 19 = 13-0, 26 x 20 = 13-26, 26 x 21 = 14-14, 26 x 22 = 15-2, 26 x 23 = 15-28, 26 x 24 = 16-16, 26 x 25 = 17-4, 26 x 26 = 17-30, 26 x 27 = 18-18, 26 x 28 = 19-6, 26 x 29 = 19-32, 26 x 30 = 20-20, 26 x 31 = 21-8, 26 x 32 = 21-34, 26 x 33 = 22-22, 26 x 34 = 23-10, 26 x 35 = 23-36, 26 x 36 = 24-24, 26 x 37 = 25-12, 
27 x 1 = 0-27, 27 x 2 = 1-16, 27 x 3 = 2-5, 27 x 4 = 2-32, 27 x 5 = 3-21, 27 x 6 = 4-10, 27 x 7 = 4-37, 27 x 8 = 5-26, 27 x 9 = 6-15, 27 x 10 = 7-4, 27 x 11 = 7-31, 27 x 12 = 8-20, 27 x 13 = 9-9, 27 x 14 = 9-36, 27 x 15 = 10-25, 27 x 16 = 11-14, 27 x 17 = 12-3, 27 x 18 = 12-30, 27 x 19 = 13-19, 27 x 20 = 14-8, 27 x 21 = 14-35, 27 x 22 = 15-24, 27 x 23 = 16-13, 27 x 24 = 17-2, 27 x 25 = 17-29, 27 x 26 = 18-18, 27 x 27 = 19-7, 27 x 28 = 19-34, 27 x 29 = 20-23, 27 x 30 = 21-12, 27 x 31 = 22-1, 27 x 32 = 22-28, 27 x 33 = 23-17, 27 x 34 = 24-6, 27 x 35 = 24-33, 27 x 36 = 25-22, 27 x 37 = 26-11, 
28 x 1 = 0-28, 28 x 2 = 1-18, 28 x 3 = 2-8, 28 x 4 = 2-36, 28 x 5 = 3-26, 28 x 6 = 4-16, 28 x 7 = 5-6, 28 x 8 = 5-34, 28 x 9 = 6-24, 28 x 10 = 7-14, 28 x 11 = 8-4, 28 x 12 = 8-32, 28 x 13 = 9-22, 28 x 14 = 10-12, 28 x 15 = 11-2, 28 x 16 = 11-30, 28 x 17 = 12-20, 28 x 18 = 13-10, 28 x 19 = 14-0, 28 x 20 = 14-28, 28 x 21 = 15-18, 28 x 22 = 16-8, 28 x 23 = 16-36, 28 x 24 = 17-26, 28 x 25 = 18-16, 28 x 26 = 19-6, 28 x 27 = 19-34, 28 x 28 = 20-24, 28 x 29 = 21-14, 28 x 30 = 22-4, 28 x 31 = 22-32, 28 x 32 = 23-22, 28 x 33 = 24-12, 28 x 34 = 25-2, 28 x 35 = 25-30, 28 x 36 = 26-20, 28 x 37 = 27-10, 
29 x 1 = 0-29, 29 x 2 = 1-20, 29 x 3 = 2-11, 29 x 4 = 3-2, 29 x 5 = 3-31, 29 x 6 = 4-22, 29 x 7 = 5-13, 29 x 8 = 6-4, 29 x 9 = 6-33, 29 x 10 = 7-24, 29 x 11 = 8-15, 29 x 12 = 9-6, 29 x 13 = 9-35, 29 x 14 = 10-26, 29 x 15 = 11-17, 29 x 16 = 12-8, 29 x 17 = 12-37, 29 x 18 = 13-28, 29 x 19 = 14-19, 29 x 20 = 15-10, 29 x 21 = 16-1, 29 x 22 = 16-30, 29 x 23 = 17-21, 29 x 24 = 18-12, 29 x 25 = 19-3, 29 x 26 = 19-32, 29 x 27 = 20-23, 29 x 28 = 21-14, 29 x 29 = 22-5, 29 x 30 = 22-34, 29 x 31 = 23-25, 29 x 32 = 24-16, 29 x 33 = 25-7, 29 x 34 = 25-36, 29 x 35 = 26-27, 29 x 36 = 27-18, 29 x 37 = 28-9, 
30 x 1 = 0-30, 30 x 2 = 1-22, 30 x 3 = 2-14, 30 x 4 = 3-6, 30 x 5 = 3-36, 30 x 6 = 4-28, 30 x 7 = 5-20, 30 x 8 = 6-12, 30 x 9 = 7-4, 30 x 10 = 7-34, 30 x 11 = 8-26, 30 x 12 = 9-18, 30 x 13 = 10-10, 30 x 14 = 11-2, 30 x 15 = 11-32, 30 x 16 = 12-24, 30 x 17 = 13-16, 30 x 18 = 14-8, 30 x 19 = 15-0, 30 x 20 = 15-30, 30 x 21 = 16-22, 30 x 22 = 17-14, 30 x 23 = 18-6, 30 x 24 = 18-36, 30 x 25 = 19-28, 30 x 26 = 20-20, 30 x 27 = 21-12, 30 x 28 = 22-4, 30 x 29 = 22-34, 30 x 30 = 23-26, 30 x 31 = 24-18, 30 x 32 = 25-10, 30 x 33 = 26-2, 30 x 34 = 26-32, 30 x 35 = 27-24, 30 x 36 = 28-16, 30 x 37 = 29-8, 
31 x 1 = 0-31, 31 x 2 = 1-24, 31 x 3 = 2-17, 31 x 4 = 3-10, 31 x 5 = 4-3, 31 x 6 = 4-34, 31 x 7 = 5-27, 31 x 8 = 6-20, 31 x 9 = 7-13, 31 x 10 = 8-6, 31 x 11 = 8-37, 31 x 12 = 9-30, 31 x 13 = 10-23, 31 x 14 = 11-16, 31 x 15 = 12-9, 31 x 16 = 13-2, 31 x 17 = 13-33, 31 x 18 = 14-26, 31 x 19 = 15-19, 31 x 20 = 16-12, 31 x 21 = 17-5, 31 x 22 = 17-36, 31 x 23 = 18-29, 31 x 24 = 19-22, 31 x 25 = 20-15, 31 x 26 = 21-8, 31 x 27 = 22-1, 31 x 28 = 22-32, 31 x 29 = 23-25, 31 x 30 = 24-18, 31 x 31 = 25-11, 31 x 32 = 26-4, 31 x 33 = 26-35, 31 x 34 = 27-28, 31 x 35 = 28-21, 31 x 36 = 29-14, 31 x 37 = 30-7, 
32 x 1 = 0-32, 32 x 2 = 1-26, 32 x 3 = 2-20, 32 x 4 = 3-14, 32 x 5 = 4-8, 32 x 6 = 5-2, 32 x 7 = 5-34, 32 x 8 = 6-28, 32 x 9 = 7-22, 32 x 10 = 8-16, 32 x 11 = 9-10, 32 x 12 = 10-4, 32 x 13 = 10-36, 32 x 14 = 11-30, 32 x 15 = 12-24, 32 x 16 = 13-18, 32 x 17 = 14-12, 32 x 18 = 15-6, 32 x 19 = 16-0, 32 x 20 = 16-32, 32 x 21 = 17-26, 32 x 22 = 18-20, 32 x 23 = 19-14, 32 x 24 = 20-8, 32 x 25 = 21-2, 32 x 26 = 21-34, 32 x 27 = 22-28, 32 x 28 = 23-22, 32 x 29 = 24-16, 32 x 30 = 25-10, 32 x 31 = 26-4, 32 x 32 = 26-36, 32 x 33 = 27-30, 32 x 34 = 28-24, 32 x 35 = 29-18, 32 x 36 = 30-12, 32 x 37 = 31-6, 
33 x 1 = 0-33, 33 x 2 = 1-28, 33 x 3 = 2-23, 33 x 4 = 3-18, 33 x 5 = 4-13, 33 x 6 = 5-8, 33 x 7 = 6-3, 33 x 8 = 6-36, 33 x 9 = 7-31, 33 x 10 = 8-26, 33 x 11 = 9-21, 33 x 12 = 10-16, 33 x 13 = 11-11, 33 x 14 = 12-6, 33 x 15 = 13-1, 33 x 16 = 13-34, 33 x 17 = 14-29, 33 x 18 = 15-24, 33 x 19 = 16-19, 33 x 20 = 17-14, 33 x 21 = 18-9, 33 x 22 = 19-4, 33 x 23 = 19-37, 33 x 24 = 20-32, 33 x 25 = 21-27, 33 x 26 = 22-22, 33 x 27 = 23-17, 33 x 28 = 24-12, 33 x 29 = 25-7, 33 x 30 = 26-2, 33 x 31 = 26-35, 33 x 32 = 27-30, 33 x 33 = 28-25, 33 x 34 = 29-20, 33 x 35 = 30-15, 33 x 36 = 31-10, 33 x 37 = 32-5, 
34 x 1 = 0-34, 34 x 2 = 1-30, 34 x 3 = 2-26, 34 x 4 = 3-22, 34 x 5 = 4-18, 34 x 6 = 5-14, 34 x 7 = 6-10, 34 x 8 = 7-6, 34 x 9 = 8-2, 34 x 10 = 8-36, 34 x 11 = 9-32, 34 x 12 = 10-28, 34 x 13 = 11-24, 34 x 14 = 12-20, 34 x 15 = 13-16, 34 x 16 = 14-12, 34 x 17 = 15-8, 34 x 18 = 16-4, 34 x 19 = 17-0, 34 x 20 = 17-34, 34 x 21 = 18-30, 34 x 22 = 19-26, 34 x 23 = 20-22, 34 x 24 = 21-18, 34 x 25 = 22-14, 34 x 26 = 23-10, 34 x 27 = 24-6, 34 x 28 = 25-2, 34 x 29 = 25-36, 34 x 30 = 26-32, 34 x 31 = 27-28, 34 x 32 = 28-24, 34 x 33 = 29-20, 34 x 34 = 30-16, 34 x 35 = 31-12, 34 x 36 = 32-8, 34 x 37 = 33-4, 
35 x 1 = 0-35, 35 x 2 = 1-32, 35 x 3 = 2-29, 35 x 4 = 3-26, 35 x 5 = 4-23, 35 x 6 = 5-20, 35 x 7 = 6-17, 35 x 8 = 7-14, 35 x 9 = 8-11, 35 x 10 = 9-8, 35 x 11 = 10-5, 35 x 12 = 11-2, 35 x 13 = 11-37, 35 x 14 = 12-34, 35 x 15 = 13-31, 35 x 16 = 14-28, 35 x 17 = 15-25, 35 x 18 = 16-22, 35 x 19 = 17-19, 35 x 20 = 18-16, 35 x 21 = 19-13, 35 x 22 = 20-10, 35 x 23 = 21-7, 35 x 24 = 22-4, 35 x 25 = 23-1, 35 x 26 = 23-36, 35 x 27 = 24-33, 35 x 28 = 25-30, 35 x 29 = 26-27, 35 x 30 = 27-24, 35 x 31 = 28-21, 35 x 32 = 29-18, 35 x 33 = 30-15, 35 x 34 = 31-12, 35 x 35 = 32-9, 35 x 36 = 33-6, 35 x 37 = 34-3, 
36 x 1 = 0-36, 36 x 2 = 1-34, 36 x 3 = 2-32, 36 x 4 = 3-30, 36 x 5 = 4-28, 36 x 6 = 5-26, 36 x 7 = 6-24, 36 x 8 = 7-22, 36 x 9 = 8-20, 36 x 10 = 9-18, 36 x 11 = 10-16, 36 x 12 = 11-14, 36 x 13 = 12-12, 36 x 14 = 13-10, 36 x 15 = 14-8, 36 x 16 = 15-6, 36 x 17 = 16-4, 36 x 18 = 17-2, 36 x 19 = 18-0, 36 x 20 = 18-36, 36 x 21 = 19-34, 36 x 22 = 20-32, 36 x 23 = 21-30, 36 x 24 = 22-28, 36 x 25 = 23-26, 36 x 26 = 24-24, 36 x 27 = 25-22, 36 x 28 = 26-20, 36 x 29 = 27-18, 36 x 30 = 28-16, 36 x 31 = 29-14, 36 x 32 = 30-12, 36 x 33 = 31-10, 36 x 34 = 32-8, 36 x 35 = 33-6, 36 x 36 = 34-4, 36 x 37 = 35-2, 
37 x 1 = 0-37, 37 x 2 = 1-36, 37 x 3 = 2-35, 37 x 4 = 3-34, 37 x 5 = 4-33, 37 x 6 = 5-32, 37 x 7 = 6-31, 37 x 8 = 7-30, 37 x 9 = 8-29, 37 x 10 = 9-28, 37 x 11 = 10-27, 37 x 12 = 11-26, 37 x 13 = 12-25, 37 x 14 = 13-24, 37 x 15 = 14-23, 37 x 16 = 15-22, 37 x 17 = 16-21, 37 x 18 = 17-20, 37 x 19 = 18-19, 37 x 20 = 19-18, 37 x 21 = 20-17, 37 x 22 = 21-16, 37 x 23 = 22-15, 37 x 24 = 23-14, 37 x 25 = 24-13, 37 x 26 = 25-12, 37 x 27 = 26-11, 37 x 28 = 27-10, 37 x 29 = 28-9, 37 x 30 = 29-8, 37 x 31 = 30-7, 37 x 32 = 31-6, 37 x 33 = 32-5, 37 x 34 = 33-4, 37 x 35 = 34-3, 37 x 36 = 35-2, 37 x 37 = 36-1, 
