0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 0-66, 0-11 x 0-7 = 1-3, 0-11 x 0-8 = 1-14, 0-11 x 0-9 = 1-25, 0-11 x 0-10 = 1-36, 0-11 x 0-11 = 1-47, 0-11 x 0-12 = 1-58, 0-11 x 0-13 = 1-69, 0-11 x 0-14 = 2-6, 0-11 x 0-15 = 2-17, 0-11 x 0-16 = 2-28, 0-11 x 0-17 = 2-39, 0-11 x 0-18 = 2-50, 0-11 x 0-19 = 2-61, 0-11 x 0-20 = 2-72, 0-11 x 0-21 = 3-9, 0-11 x 0-22 = 3-20, 0-11 x 0-23 = 3-31, 0-11 x 0-24 = 3-42, 0-11 x 0-25 = 3-53, 0-11 x 0-26 = 3-64, 0-11 x 0-27 = 4-1, 0-11 x 0-28 = 4-12, 0-11 x 0-29 = 4-23, 0-11 x 0-30 = 4-34, 0-11 x 0-31 = 4-45, 0-11 x 0-32 = 4-56, 0-11 x 0-33 = 4-67, 0-11 x 0-34 = 5-4, 0-11 x 0-35 = 5-15, 0-11 x 0-36 = 5-26, 0-11 x 0-37 = 5-37, 0-11 x 0-38 = 5-48, 0-11 x 0-39 = 5-59, 0-11 x 0-40 = 5-70, 0-11 x 0-41 = 6-7, 0-11 x 0-42 = 6-18, 0-11 x 0-43 = 6-29, 0-11 x 0-44 = 6-40, 0-11 x 0-45 = 6-51, 0-11 x 0-46 = 6-62, 0-11 x 0-47 = 6-73, 0-11 x 0-48 = 7-10, 0-11 x 0-49 = 7-21, 0-11 x 0-50 = 7-32, 0-11 x 0-51 = 7-43, 0-11 x 0-52 = 7-54, 0-11 x 0-53 = 7-65, 0-11 x 0-54 = 8-2, 0-11 x 0-55 = 8-13, 0-11 x 0-56 = 8-24, 0-11 x 0-57 = 8-35, 0-11 x 0-58 = 8-46, 0-11 x 0-59 = 8-57, 0-11 x 0-60 = 8-68, 0-11 x 0-61 = 9-5, 0-11 x 0-62 = 9-16, 0-11 x 0-63 = 9-27, 0-11 x 0-64 = 9-38, 0-11 x 0-65 = 9-49, 0-11 x 0-66 = 9-60, 0-11 x 0-67 = 9-71, 0-11 x 0-68 = 10-8, 0-11 x 0-69 = 10-19, 0-11 x 0-70 = 10-30, 0-11 x 0-71 = 10-41, 0-11 x 0-72 = 10-52, 0-11 x 0-73 = 10-63, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 0-72, 0-12 x 0-7 = 1-10, 0-12 x 0-8 = 1-22, 0-12 x 0-9 = 1-34, 0-12 x 0-10 = 1-46, 0-12 x 0-11 = 1-58, 0-12 x 0-12 = 1-70, 0-12 x 0-13 = 2-8, 0-12 x 0-14 = 2-20, 0-12 x 0-15 = 2-32, 0-12 x 0-16 = 2-44, 0-12 x 0-17 = 2-56, 0-12 x 0-18 = 2-68, 0-12 x 0-19 = 3-6, 0-12 x 0-20 = 3-18, 0-12 x 0-21 = 3-30, 0-12 x 0-22 = 3-42, 0-12 x 0-23 = 3-54, 0-12 x 0-24 = 3-66, 0-12 x 0-25 = 4-4, 0-12 x 0-26 = 4-16, 0-12 x 0-27 = 4-28, 0-12 x 0-28 = 4-40, 0-12 x 0-29 = 4-52, 0-12 x 0-30 = 4-64, 0-12 x 0-31 = 5-2, 0-12 x 0-32 = 5-14, 0-12 x 0-33 = 5-26, 0-12 x 0-34 = 5-38, 0-12 x 0-35 = 5-50, 0-12 x 0-36 = 5-62, 0-12 x 0-37 = 6-0, 0-12 x 0-38 = 6-12, 0-12 x 0-39 = 6-24, 0-12 x 0-40 = 6-36, 0-12 x 0-41 = 6-48, 0-12 x 0-42 = 6-60, 0-12 x 0-43 = 6-72, 0-12 x 0-44 = 7-10, 0-12 x 0-45 = 7-22, 0-12 x 0-46 = 7-34, 0-12 x 0-47 = 7-46, 0-12 x 0-48 = 7-58, 0-12 x 0-49 = 7-70, 0-12 x 0-50 = 8-8, 0-12 x 0-51 = 8-20, 0-12 x 0-52 = 8-32, 0-12 x 0-53 = 8-44, 0-12 x 0-54 = 8-56, 0-12 x 0-55 = 8-68, 0-12 x 0-56 = 9-6, 0-12 x 0-57 = 9-18, 0-12 x 0-58 = 9-30, 0-12 x 0-59 = 9-42, 0-12 x 0-60 = 9-54, 0-12 x 0-61 = 9-66, 0-12 x 0-62 = 10-4, 0-12 x 0-63 = 10-16, 0-12 x 0-64 = 10-28, 0-12 x 0-65 = 10-40, 0-12 x 0-66 = 10-52, 0-12 x 0-67 = 10-64, 0-12 x 0-68 = 11-2, 0-12 x 0-69 = 11-14, 0-12 x 0-70 = 11-26, 0-12 x 0-71 = 11-38, 0-12 x 0-72 = 11-50, 0-12 x 0-73 = 11-62, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 0-65, 0-13 x 0-6 = 1-4, 0-13 x 0-7 = 1-17, 0-13 x 0-8 = 1-30, 0-13 x 0-9 = 1-43, 0-13 x 0-10 = 1-56, 0-13 x 0-11 = 1-69, 0-13 x 0-12 = 2-8, 0-13 x 0-13 = 2-21, 0-13 x 0-14 = 2-34, 0-13 x 0-15 = 2-47, 0-13 x 0-16 = 2-60, 0-13 x 0-17 = 2-73, 0-13 x 0-18 = 3-12, 0-13 x 0-19 = 3-25, 0-13 x 0-20 = 3-38, 0-13 x 0-21 = 3-51, 0-13 x 0-22 = 3-64, 0-13 x 0-23 = 4-3, 0-13 x 0-24 = 4-16, 0-13 x 0-25 = 4-29, 0-13 x 0-26 = 4-42, 0-13 x 0-27 = 4-55, 0-13 x 0-28 = 4-68, 0-13 x 0-29 = 5-7, 0-13 x 0-30 = 5-20, 0-13 x 0-31 = 5-33, 0-13 x 0-32 = 5-46, 0-13 x 0-33 = 5-59, 0-13 x 0-34 = 5-72, 0-13 x 0-35 = 6-11, 0-13 x 0-36 = 6-24, 0-13 x 0-37 = 6-37, 0-13 x 0-38 = 6-50, 0-13 x 0-39 = 6-63, 0-13 x 0-40 = 7-2, 0-13 x 0-41 = 7-15, 0-13 x 0-42 = 7-28, 0-13 x 0-43 = 7-41, 0-13 x 0-44 = 7-54, 0-13 x 0-45 = 7-67, 0-13 x 0-46 = 8-6, 0-13 x 0-47 = 8-19, 0-13 x 0-48 = 8-32, 0-13 x 0-49 = 8-45, 0-13 x 0-50 = 8-58, 0-13 x 0-51 = 8-71, 0-13 x 0-52 = 9-10, 0-13 x 0-53 = 9-23, 0-13 x 0-54 = 9-36, 0-13 x 0-55 = 9-49, 0-13 x 0-56 = 9-62, 0-13 x 0-57 = 10-1, 0-13 x 0-58 = 10-14, 0-13 x 0-59 = 10-27, 0-13 x 0-60 = 10-40, 0-13 x 0-61 = 10-53, 0-13 x 0-62 = 10-66, 0-13 x 0-63 = 11-5, 0-13 x 0-64 = 11-18, 0-13 x 0-65 = 11-31, 0-13 x 0-66 = 11-44, 0-13 x 0-67 = 11-57, 0-13 x 0-68 = 11-70, 0-13 x 0-69 = 12-9, 0-13 x 0-70 = 12-22, 0-13 x 0-71 = 12-35, 0-13 x 0-72 = 12-48, 0-13 x 0-73 = 12-61, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 0-70, 0-14 x 0-6 = 1-10, 0-14 x 0-7 = 1-24, 0-14 x 0-8 = 1-38, 0-14 x 0-9 = 1-52, 0-14 x 0-10 = 1-66, 0-14 x 0-11 = 2-6, 0-14 x 0-12 = 2-20, 0-14 x 0-13 = 2-34, 0-14 x 0-14 = 2-48, 0-14 x 0-15 = 2-62, 0-14 x 0-16 = 3-2, 0-14 x 0-17 = 3-16, 0-14 x 0-18 = 3-30, 0-14 x 0-19 = 3-44, 0-14 x 0-20 = 3-58, 0-14 x 0-21 = 3-72, 0-14 x 0-22 = 4-12, 0-14 x 0-23 = 4-26, 0-14 x 0-24 = 4-40, 0-14 x 0-25 = 4-54, 0-14 x 0-26 = 4-68, 0-14 x 0-27 = 5-8, 0-14 x 0-28 = 5-22, 0-14 x 0-29 = 5-36, 0-14 x 0-30 = 5-50, 0-14 x 0-31 = 5-64, 0-14 x 0-32 = 6-4, 0-14 x 0-33 = 6-18, 0-14 x 0-34 = 6-32, 0-14 x 0-35 = 6-46, 0-14 x 0-36 = 6-60, 0-14 x 0-37 = 7-0, 0-14 x 0-38 = 7-14, 0-14 x 0-39 = 7-28, 0-14 x 0-40 = 7-42, 0-14 x 0-41 = 7-56, 0-14 x 0-42 = 7-70, 0-14 x 0-43 = 8-10, 0-14 x 0-44 = 8-24, 0-14 x 0-45 = 8-38, 0-14 x 0-46 = 8-52, 0-14 x 0-47 = 8-66, 0-14 x 0-48 = 9-6, 0-14 x 0-49 = 9-20, 0-14 x 0-50 = 9-34, 0-14 x 0-51 = 9-48, 0-14 x 0-52 = 9-62, 0-14 x 0-53 = 10-2, 0-14 x 0-54 = 10-16, 0-14 x 0-55 = 10-30, 0-14 x 0-56 = 10-44, 0-14 x 0-57 = 10-58, 0-14 x 0-58 = 10-72, 0-14 x 0-59 = 11-12, 0-14 x 0-60 = 11-26, 0-14 x 0-61 = 11-40, 0-14 x 0-62 = 11-54, 0-14 x 0-63 = 11-68, 0-14 x 0-64 = 12-8, 0-14 x 0-65 = 12-22, 0-14 x 0-66 = 12-36, 0-14 x 0-67 = 12-50, 0-14 x 0-68 = 12-64, 0-14 x 0-69 = 13-4, 0-14 x 0-70 = 13-18, 0-14 x 0-71 = 13-32, 0-14 x 0-72 = 13-46, 0-14 x 0-73 = 13-60, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 1-1, 0-15 x 0-6 = 1-16, 0-15 x 0-7 = 1-31, 0-15 x 0-8 = 1-46, 0-15 x 0-9 = 1-61, 0-15 x 0-10 = 2-2, 0-15 x 0-11 = 2-17, 0-15 x 0-12 = 2-32, 0-15 x 0-13 = 2-47, 0-15 x 0-14 = 2-62, 0-15 x 0-15 = 3-3, 0-15 x 0-16 = 3-18, 0-15 x 0-17 = 3-33, 0-15 x 0-18 = 3-48, 0-15 x 0-19 = 3-63, 0-15 x 0-20 = 4-4, 0-15 x 0-21 = 4-19, 0-15 x 0-22 = 4-34, 0-15 x 0-23 = 4-49, 0-15 x 0-24 = 4-64, 0-15 x 0-25 = 5-5, 0-15 x 0-26 = 5-20, 0-15 x 0-27 = 5-35, 0-15 x 0-28 = 5-50, 0-15 x 0-29 = 5-65, 0-15 x 0-30 = 6-6, 0-15 x 0-31 = 6-21, 0-15 x 0-32 = 6-36, 0-15 x 0-33 = 6-51, 0-15 x 0-34 = 6-66, 0-15 x 0-35 = 7-7, 0-15 x 0-36 = 7-22, 0-15 x 0-37 = 7-37, 0-15 x 0-38 = 7-52, 0-15 x 0-39 = 7-67, 0-15 x 0-40 = 8-8, 0-15 x 0-41 = 8-23, 0-15 x 0-42 = 8-38, 0-15 x 0-43 = 8-53, 0-15 x 0-44 = 8-68, 0-15 x 0-45 = 9-9, 0-15 x 0-46 = 9-24, 0-15 x 0-47 = 9-39, 0-15 x 0-48 = 9-54, 0-15 x 0-49 = 9-69, 0-15 x 0-50 = 10-10, 0-15 x 0-51 = 10-25, 0-15 x 0-52 = 10-40, 0-15 x 0-53 = 10-55, 0-15 x 0-54 = 10-70, 0-15 x 0-55 = 11-11, 0-15 x 0-56 = 11-26, 0-15 x 0-57 = 11-41, 0-15 x 0-58 = 11-56, 0-15 x 0-59 = 11-71, 0-15 x 0-60 = 12-12, 0-15 x 0-61 = 12-27, 0-15 x 0-62 = 12-42, 0-15 x 0-63 = 12-57, 0-15 x 0-64 = 12-72, 0-15 x 0-65 = 13-13, 0-15 x 0-66 = 13-28, 0-15 x 0-67 = 13-43, 0-15 x 0-68 = 13-58, 0-15 x 0-69 = 13-73, 0-15 x 0-70 = 14-14, 0-15 x 0-71 = 14-29, 0-15 x 0-72 = 14-44, 0-15 x 0-73 = 14-59, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 0-64, 0-16 x 0-5 = 1-6, 0-16 x 0-6 = 1-22, 0-16 x 0-7 = 1-38, 0-16 x 0-8 = 1-54, 0-16 x 0-9 = 1-70, 0-16 x 0-10 = 2-12, 0-16 x 0-11 = 2-28, 0-16 x 0-12 = 2-44, 0-16 x 0-13 = 2-60, 0-16 x 0-14 = 3-2, 0-16 x 0-15 = 3-18, 0-16 x 0-16 = 3-34, 0-16 x 0-17 = 3-50, 0-16 x 0-18 = 3-66, 0-16 x 0-19 = 4-8, 0-16 x 0-20 = 4-24, 0-16 x 0-21 = 4-40, 0-16 x 0-22 = 4-56, 0-16 x 0-23 = 4-72, 0-16 x 0-24 = 5-14, 0-16 x 0-25 = 5-30, 0-16 x 0-26 = 5-46, 0-16 x 0-27 = 5-62, 0-16 x 0-28 = 6-4, 0-16 x 0-29 = 6-20, 0-16 x 0-30 = 6-36, 0-16 x 0-31 = 6-52, 0-16 x 0-32 = 6-68, 0-16 x 0-33 = 7-10, 0-16 x 0-34 = 7-26, 0-16 x 0-35 = 7-42, 0-16 x 0-36 = 7-58, 0-16 x 0-37 = 8-0, 0-16 x 0-38 = 8-16, 0-16 x 0-39 = 8-32, 0-16 x 0-40 = 8-48, 0-16 x 0-41 = 8-64, 0-16 x 0-42 = 9-6, 0-16 x 0-43 = 9-22, 0-16 x 0-44 = 9-38, 0-16 x 0-45 = 9-54, 0-16 x 0-46 = 9-70, 0-16 x 0-47 = 10-12, 0-16 x 0-48 = 10-28, 0-16 x 0-49 = 10-44, 0-16 x 0-50 = 10-60, 0-16 x 0-51 = 11-2, 0-16 x 0-52 = 11-18, 0-16 x 0-53 = 11-34, 0-16 x 0-54 = 11-50, 0-16 x 0-55 = 11-66, 0-16 x 0-56 = 12-8, 0-16 x 0-57 = 12-24, 0-16 x 0-58 = 12-40, 0-16 x 0-59 = 12-56, 0-16 x 0-60 = 12-72, 0-16 x 0-61 = 13-14, 0-16 x 0-62 = 13-30, 0-16 x 0-63 = 13-46, 0-16 x 0-64 = 13-62, 0-16 x 0-65 = 14-4, 0-16 x 0-66 = 14-20, 0-16 x 0-67 = 14-36, 0-16 x 0-68 = 14-52, 0-16 x 0-69 = 14-68, 0-16 x 0-70 = 15-10, 0-16 x 0-71 = 15-26, 0-16 x 0-72 = 15-42, 0-16 x 0-73 = 15-58, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 0-68, 0-17 x 0-5 = 1-11, 0-17 x 0-6 = 1-28, 0-17 x 0-7 = 1-45, 0-17 x 0-8 = 1-62, 0-17 x 0-9 = 2-5, 0-17 x 0-10 = 2-22, 0-17 x 0-11 = 2-39, 0-17 x 0-12 = 2-56, 0-17 x 0-13 = 2-73, 0-17 x 0-14 = 3-16, 0-17 x 0-15 = 3-33, 0-17 x 0-16 = 3-50, 0-17 x 0-17 = 3-67, 0-17 x 0-18 = 4-10, 0-17 x 0-19 = 4-27, 0-17 x 0-20 = 4-44, 0-17 x 0-21 = 4-61, 0-17 x 0-22 = 5-4, 0-17 x 0-23 = 5-21, 0-17 x 0-24 = 5-38, 0-17 x 0-25 = 5-55, 0-17 x 0-26 = 5-72, 0-17 x 0-27 = 6-15, 0-17 x 0-28 = 6-32, 0-17 x 0-29 = 6-49, 0-17 x 0-30 = 6-66, 0-17 x 0-31 = 7-9, 0-17 x 0-32 = 7-26, 0-17 x 0-33 = 7-43, 0-17 x 0-34 = 7-60, 0-17 x 0-35 = 8-3, 0-17 x 0-36 = 8-20, 0-17 x 0-37 = 8-37, 0-17 x 0-38 = 8-54, 0-17 x 0-39 = 8-71, 0-17 x 0-40 = 9-14, 0-17 x 0-41 = 9-31, 0-17 x 0-42 = 9-48, 0-17 x 0-43 = 9-65, 0-17 x 0-44 = 10-8, 0-17 x 0-45 = 10-25, 0-17 x 0-46 = 10-42, 0-17 x 0-47 = 10-59, 0-17 x 0-48 = 11-2, 0-17 x 0-49 = 11-19, 0-17 x 0-50 = 11-36, 0-17 x 0-51 = 11-53, 0-17 x 0-52 = 11-70, 0-17 x 0-53 = 12-13, 0-17 x 0-54 = 12-30, 0-17 x 0-55 = 12-47, 0-17 x 0-56 = 12-64, 0-17 x 0-57 = 13-7, 0-17 x 0-58 = 13-24, 0-17 x 0-59 = 13-41, 0-17 x 0-60 = 13-58, 0-17 x 0-61 = 14-1, 0-17 x 0-62 = 14-18, 0-17 x 0-63 = 14-35, 0-17 x 0-64 = 14-52, 0-17 x 0-65 = 14-69, 0-17 x 0-66 = 15-12, 0-17 x 0-67 = 15-29, 0-17 x 0-68 = 15-46, 0-17 x 0-69 = 15-63, 0-17 x 0-70 = 16-6, 0-17 x 0-71 = 16-23, 0-17 x 0-72 = 16-40, 0-17 x 0-73 = 16-57, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 0-72, 0-18 x 0-5 = 1-16, 0-18 x 0-6 = 1-34, 0-18 x 0-7 = 1-52, 0-18 x 0-8 = 1-70, 0-18 x 0-9 = 2-14, 0-18 x 0-10 = 2-32, 0-18 x 0-11 = 2-50, 0-18 x 0-12 = 2-68, 0-18 x 0-13 = 3-12, 0-18 x 0-14 = 3-30, 0-18 x 0-15 = 3-48, 0-18 x 0-16 = 3-66, 0-18 x 0-17 = 4-10, 0-18 x 0-18 = 4-28, 0-18 x 0-19 = 4-46, 0-18 x 0-20 = 4-64, 0-18 x 0-21 = 5-8, 0-18 x 0-22 = 5-26, 0-18 x 0-23 = 5-44, 0-18 x 0-24 = 5-62, 0-18 x 0-25 = 6-6, 0-18 x 0-26 = 6-24, 0-18 x 0-27 = 6-42, 0-18 x 0-28 = 6-60, 0-18 x 0-29 = 7-4, 0-18 x 0-30 = 7-22, 0-18 x 0-31 = 7-40, 0-18 x 0-32 = 7-58, 0-18 x 0-33 = 8-2, 0-18 x 0-34 = 8-20, 0-18 x 0-35 = 8-38, 0-18 x 0-36 = 8-56, 0-18 x 0-37 = 9-0, 0-18 x 0-38 = 9-18, 0-18 x 0-39 = 9-36, 0-18 x 0-40 = 9-54, 0-18 x 0-41 = 9-72, 0-18 x 0-42 = 10-16, 0-18 x 0-43 = 10-34, 0-18 x 0-44 = 10-52, 0-18 x 0-45 = 10-70, 0-18 x 0-46 = 11-14, 0-18 x 0-47 = 11-32, 0-18 x 0-48 = 11-50, 0-18 x 0-49 = 11-68, 0-18 x 0-50 = 12-12, 0-18 x 0-51 = 12-30, 0-18 x 0-52 = 12-48, 0-18 x 0-53 = 12-66, 0-18 x 0-54 = 13-10, 0-18 x 0-55 = 13-28, 0-18 x 0-56 = 13-46, 0-18 x 0-57 = 13-64, 0-18 x 0-58 = 14-8, 0-18 x 0-59 = 14-26, 0-18 x 0-60 = 14-44, 0-18 x 0-61 = 14-62, 0-18 x 0-62 = 15-6, 0-18 x 0-63 = 15-24, 0-18 x 0-64 = 15-42, 0-18 x 0-65 = 15-60, 0-18 x 0-66 = 16-4, 0-18 x 0-67 = 16-22, 0-18 x 0-68 = 16-40, 0-18 x 0-69 = 16-58, 0-18 x 0-70 = 17-2, 0-18 x 0-71 = 17-20, 0-18 x 0-72 = 17-38, 0-18 x 0-73 = 17-56, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 1-2, 0-19 x 0-5 = 1-21, 0-19 x 0-6 = 1-40, 0-19 x 0-7 = 1-59, 0-19 x 0-8 = 2-4, 0-19 x 0-9 = 2-23, 0-19 x 0-10 = 2-42, 0-19 x 0-11 = 2-61, 0-19 x 0-12 = 3-6, 0-19 x 0-13 = 3-25, 0-19 x 0-14 = 3-44, 0-19 x 0-15 = 3-63, 0-19 x 0-16 = 4-8, 0-19 x 0-17 = 4-27, 0-19 x 0-18 = 4-46, 0-19 x 0-19 = 4-65, 0-19 x 0-20 = 5-10, 0-19 x 0-21 = 5-29, 0-19 x 0-22 = 5-48, 0-19 x 0-23 = 5-67, 0-19 x 0-24 = 6-12, 0-19 x 0-25 = 6-31, 0-19 x 0-26 = 6-50, 0-19 x 0-27 = 6-69, 0-19 x 0-28 = 7-14, 0-19 x 0-29 = 7-33, 0-19 x 0-30 = 7-52, 0-19 x 0-31 = 7-71, 0-19 x 0-32 = 8-16, 0-19 x 0-33 = 8-35, 0-19 x 0-34 = 8-54, 0-19 x 0-35 = 8-73, 0-19 x 0-36 = 9-18, 0-19 x 0-37 = 9-37, 0-19 x 0-38 = 9-56, 0-19 x 0-39 = 10-1, 0-19 x 0-40 = 10-20, 0-19 x 0-41 = 10-39, 0-19 x 0-42 = 10-58, 0-19 x 0-43 = 11-3, 0-19 x 0-44 = 11-22, 0-19 x 0-45 = 11-41, 0-19 x 0-46 = 11-60, 0-19 x 0-47 = 12-5, 0-19 x 0-48 = 12-24, 0-19 x 0-49 = 12-43, 0-19 x 0-50 = 12-62, 0-19 x 0-51 = 13-7, 0-19 x 0-52 = 13-26, 0-19 x 0-53 = 13-45, 0-19 x 0-54 = 13-64, 0-19 x 0-55 = 14-9, 0-19 x 0-56 = 14-28, 0-19 x 0-57 = 14-47, 0-19 x 0-58 = 14-66, 0-19 x 0-59 = 15-11, 0-19 x 0-60 = 15-30, 0-19 x 0-61 = 15-49, 0-19 x 0-62 = 15-68, 0-19 x 0-63 = 16-13, 0-19 x 0-64 = 16-32, 0-19 x 0-65 = 16-51, 0-19 x 0-66 = 16-70, 0-19 x 0-67 = 17-15, 0-19 x 0-68 = 17-34, 0-19 x 0-69 = 17-53, 0-19 x 0-70 = 17-72, 0-19 x 0-71 = 18-17, 0-19 x 0-72 = 18-36, 0-19 x 0-73 = 18-55, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 1-6, 0-20 x 0-5 = 1-26, 0-20 x 0-6 = 1-46, 0-20 x 0-7 = 1-66, 0-20 x 0-8 = 2-12, 0-20 x 0-9 = 2-32, 0-20 x 0-10 = 2-52, 0-20 x 0-11 = 2-72, 0-20 x 0-12 = 3-18, 0-20 x 0-13 = 3-38, 0-20 x 0-14 = 3-58, 0-20 x 0-15 = 4-4, 0-20 x 0-16 = 4-24, 0-20 x 0-17 = 4-44, 0-20 x 0-18 = 4-64, 0-20 x 0-19 = 5-10, 0-20 x 0-20 = 5-30, 0-20 x 0-21 = 5-50, 0-20 x 0-22 = 5-70, 0-20 x 0-23 = 6-16, 0-20 x 0-24 = 6-36, 0-20 x 0-25 = 6-56, 0-20 x 0-26 = 7-2, 0-20 x 0-27 = 7-22, 0-20 x 0-28 = 7-42, 0-20 x 0-29 = 7-62, 0-20 x 0-30 = 8-8, 0-20 x 0-31 = 8-28, 0-20 x 0-32 = 8-48, 0-20 x 0-33 = 8-68, 0-20 x 0-34 = 9-14, 0-20 x 0-35 = 9-34, 0-20 x 0-36 = 9-54, 0-20 x 0-37 = 10-0, 0-20 x 0-38 = 10-20, 0-20 x 0-39 = 10-40, 0-20 x 0-40 = 10-60, 0-20 x 0-41 = 11-6, 0-20 x 0-42 = 11-26, 0-20 x 0-43 = 11-46, 0-20 x 0-44 = 11-66, 0-20 x 0-45 = 12-12, 0-20 x 0-46 = 12-32, 0-20 x 0-47 = 12-52, 0-20 x 0-48 = 12-72, 0-20 x 0-49 = 13-18, 0-20 x 0-50 = 13-38, 0-20 x 0-51 = 13-58, 0-20 x 0-52 = 14-4, 0-20 x 0-53 = 14-24, 0-20 x 0-54 = 14-44, 0-20 x 0-55 = 14-64, 0-20 x 0-56 = 15-10, 0-20 x 0-57 = 15-30, 0-20 x 0-58 = 15-50, 0-20 x 0-59 = 15-70, 0-20 x 0-60 = 16-16, 0-20 x 0-61 = 16-36, 0-20 x 0-62 = 16-56, 0-20 x 0-63 = 17-2, 0-20 x 0-64 = 17-22, 0-20 x 0-65 = 17-42, 0-20 x 0-66 = 17-62, 0-20 x 0-67 = 18-8, 0-20 x 0-68 = 18-28, 0-20 x 0-69 = 18-48, 0-20 x 0-70 = 18-68, 0-20 x 0-71 = 19-14, 0-20 x 0-72 = 19-34, 0-20 x 0-73 = 19-54, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 0-63, 0-21 x 0-4 = 1-10, 0-21 x 0-5 = 1-31, 0-21 x 0-6 = 1-52, 0-21 x 0-7 = 1-73, 0-21 x 0-8 = 2-20, 0-21 x 0-9 = 2-41, 0-21 x 0-10 = 2-62, 0-21 x 0-11 = 3-9, 0-21 x 0-12 = 3-30, 0-21 x 0-13 = 3-51, 0-21 x 0-14 = 3-72, 0-21 x 0-15 = 4-19, 0-21 x 0-16 = 4-40, 0-21 x 0-17 = 4-61, 0-21 x 0-18 = 5-8, 0-21 x 0-19 = 5-29, 0-21 x 0-20 = 5-50, 0-21 x 0-21 = 5-71, 0-21 x 0-22 = 6-18, 0-21 x 0-23 = 6-39, 0-21 x 0-24 = 6-60, 0-21 x 0-25 = 7-7, 0-21 x 0-26 = 7-28, 0-21 x 0-27 = 7-49, 0-21 x 0-28 = 7-70, 0-21 x 0-29 = 8-17, 0-21 x 0-30 = 8-38, 0-21 x 0-31 = 8-59, 0-21 x 0-32 = 9-6, 0-21 x 0-33 = 9-27, 0-21 x 0-34 = 9-48, 0-21 x 0-35 = 9-69, 0-21 x 0-36 = 10-16, 0-21 x 0-37 = 10-37, 0-21 x 0-38 = 10-58, 0-21 x 0-39 = 11-5, 0-21 x 0-40 = 11-26, 0-21 x 0-41 = 11-47, 0-21 x 0-42 = 11-68, 0-21 x 0-43 = 12-15, 0-21 x 0-44 = 12-36, 0-21 x 0-45 = 12-57, 0-21 x 0-46 = 13-4, 0-21 x 0-47 = 13-25, 0-21 x 0-48 = 13-46, 0-21 x 0-49 = 13-67, 0-21 x 0-50 = 14-14, 0-21 x 0-51 = 14-35, 0-21 x 0-52 = 14-56, 0-21 x 0-53 = 15-3, 0-21 x 0-54 = 15-24, 0-21 x 0-55 = 15-45, 0-21 x 0-56 = 15-66, 0-21 x 0-57 = 16-13, 0-21 x 0-58 = 16-34, 0-21 x 0-59 = 16-55, 0-21 x 0-60 = 17-2, 0-21 x 0-61 = 17-23, 0-21 x 0-62 = 17-44, 0-21 x 0-63 = 17-65, 0-21 x 0-64 = 18-12, 0-21 x 0-65 = 18-33, 0-21 x 0-66 = 18-54, 0-21 x 0-67 = 19-1, 0-21 x 0-68 = 19-22, 0-21 x 0-69 = 19-43, 0-21 x 0-70 = 19-64, 0-21 x 0-71 = 20-11, 0-21 x 0-72 = 20-32, 0-21 x 0-73 = 20-53, 
