0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 0-66, 0-11 x 0-7 = 0-77, 0-11 x 0-8 = 1-7, 0-11 x 0-9 = 1-18, 0-11 x 0-10 = 1-29, 0-11 x 0-11 = 1-40, 0-11 x 0-12 = 1-51, 0-11 x 0-13 = 1-62, 0-11 x 0-14 = 1-73, 0-11 x 0-15 = 2-3, 0-11 x 0-16 = 2-14, 0-11 x 0-17 = 2-25, 0-11 x 0-18 = 2-36, 0-11 x 0-19 = 2-47, 0-11 x 0-20 = 2-58, 0-11 x 0-21 = 2-69, 0-11 x 0-22 = 2-80, 0-11 x 0-23 = 3-10, 0-11 x 0-24 = 3-21, 0-11 x 0-25 = 3-32, 0-11 x 0-26 = 3-43, 0-11 x 0-27 = 3-54, 0-11 x 0-28 = 3-65, 0-11 x 0-29 = 3-76, 0-11 x 0-30 = 4-6, 0-11 x 0-31 = 4-17, 0-11 x 0-32 = 4-28, 0-11 x 0-33 = 4-39, 0-11 x 0-34 = 4-50, 0-11 x 0-35 = 4-61, 0-11 x 0-36 = 4-72, 0-11 x 0-37 = 5-2, 0-11 x 0-38 = 5-13, 0-11 x 0-39 = 5-24, 0-11 x 0-40 = 5-35, 0-11 x 0-41 = 5-46, 0-11 x 0-42 = 5-57, 0-11 x 0-43 = 5-68, 0-11 x 0-44 = 5-79, 0-11 x 0-45 = 6-9, 0-11 x 0-46 = 6-20, 0-11 x 0-47 = 6-31, 0-11 x 0-48 = 6-42, 0-11 x 0-49 = 6-53, 0-11 x 0-50 = 6-64, 0-11 x 0-51 = 6-75, 0-11 x 0-52 = 7-5, 0-11 x 0-53 = 7-16, 0-11 x 0-54 = 7-27, 0-11 x 0-55 = 7-38, 0-11 x 0-56 = 7-49, 0-11 x 0-57 = 7-60, 0-11 x 0-58 = 7-71, 0-11 x 0-59 = 8-1, 0-11 x 0-60 = 8-12, 0-11 x 0-61 = 8-23, 0-11 x 0-62 = 8-34, 0-11 x 0-63 = 8-45, 0-11 x 0-64 = 8-56, 0-11 x 0-65 = 8-67, 0-11 x 0-66 = 8-78, 0-11 x 0-67 = 9-8, 0-11 x 0-68 = 9-19, 0-11 x 0-69 = 9-30, 0-11 x 0-70 = 9-41, 0-11 x 0-71 = 9-52, 0-11 x 0-72 = 9-63, 0-11 x 0-73 = 9-74, 0-11 x 0-74 = 10-4, 0-11 x 0-75 = 10-15, 0-11 x 0-76 = 10-26, 0-11 x 0-77 = 10-37, 0-11 x 0-78 = 10-48, 0-11 x 0-79 = 10-59, 0-11 x 0-80 = 10-70, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 0-72, 0-12 x 0-7 = 1-3, 0-12 x 0-8 = 1-15, 0-12 x 0-9 = 1-27, 0-12 x 0-10 = 1-39, 0-12 x 0-11 = 1-51, 0-12 x 0-12 = 1-63, 0-12 x 0-13 = 1-75, 0-12 x 0-14 = 2-6, 0-12 x 0-15 = 2-18, 0-12 x 0-16 = 2-30, 0-12 x 0-17 = 2-42, 0-12 x 0-18 = 2-54, 0-12 x 0-19 = 2-66, 0-12 x 0-20 = 2-78, 0-12 x 0-21 = 3-9, 0-12 x 0-22 = 3-21, 0-12 x 0-23 = 3-33, 0-12 x 0-24 = 3-45, 0-12 x 0-25 = 3-57, 0-12 x 0-26 = 3-69, 0-12 x 0-27 = 4-0, 0-12 x 0-28 = 4-12, 0-12 x 0-29 = 4-24, 0-12 x 0-30 = 4-36, 0-12 x 0-31 = 4-48, 0-12 x 0-32 = 4-60, 0-12 x 0-33 = 4-72, 0-12 x 0-34 = 5-3, 0-12 x 0-35 = 5-15, 0-12 x 0-36 = 5-27, 0-12 x 0-37 = 5-39, 0-12 x 0-38 = 5-51, 0-12 x 0-39 = 5-63, 0-12 x 0-40 = 5-75, 0-12 x 0-41 = 6-6, 0-12 x 0-42 = 6-18, 0-12 x 0-43 = 6-30, 0-12 x 0-44 = 6-42, 0-12 x 0-45 = 6-54, 0-12 x 0-46 = 6-66, 0-12 x 0-47 = 6-78, 0-12 x 0-48 = 7-9, 0-12 x 0-49 = 7-21, 0-12 x 0-50 = 7-33, 0-12 x 0-51 = 7-45, 0-12 x 0-52 = 7-57, 0-12 x 0-53 = 7-69, 0-12 x 0-54 = 8-0, 0-12 x 0-55 = 8-12, 0-12 x 0-56 = 8-24, 0-12 x 0-57 = 8-36, 0-12 x 0-58 = 8-48, 0-12 x 0-59 = 8-60, 0-12 x 0-60 = 8-72, 0-12 x 0-61 = 9-3, 0-12 x 0-62 = 9-15, 0-12 x 0-63 = 9-27, 0-12 x 0-64 = 9-39, 0-12 x 0-65 = 9-51, 0-12 x 0-66 = 9-63, 0-12 x 0-67 = 9-75, 0-12 x 0-68 = 10-6, 0-12 x 0-69 = 10-18, 0-12 x 0-70 = 10-30, 0-12 x 0-71 = 10-42, 0-12 x 0-72 = 10-54, 0-12 x 0-73 = 10-66, 0-12 x 0-74 = 10-78, 0-12 x 0-75 = 11-9, 0-12 x 0-76 = 11-21, 0-12 x 0-77 = 11-33, 0-12 x 0-78 = 11-45, 0-12 x 0-79 = 11-57, 0-12 x 0-80 = 11-69, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 0-65, 0-13 x 0-6 = 0-78, 0-13 x 0-7 = 1-10, 0-13 x 0-8 = 1-23, 0-13 x 0-9 = 1-36, 0-13 x 0-10 = 1-49, 0-13 x 0-11 = 1-62, 0-13 x 0-12 = 1-75, 0-13 x 0-13 = 2-7, 0-13 x 0-14 = 2-20, 0-13 x 0-15 = 2-33, 0-13 x 0-16 = 2-46, 0-13 x 0-17 = 2-59, 0-13 x 0-18 = 2-72, 0-13 x 0-19 = 3-4, 0-13 x 0-20 = 3-17, 0-13 x 0-21 = 3-30, 0-13 x 0-22 = 3-43, 0-13 x 0-23 = 3-56, 0-13 x 0-24 = 3-69, 0-13 x 0-25 = 4-1, 0-13 x 0-26 = 4-14, 0-13 x 0-27 = 4-27, 0-13 x 0-28 = 4-40, 0-13 x 0-29 = 4-53, 0-13 x 0-30 = 4-66, 0-13 x 0-31 = 4-79, 0-13 x 0-32 = 5-11, 0-13 x 0-33 = 5-24, 0-13 x 0-34 = 5-37, 0-13 x 0-35 = 5-50, 0-13 x 0-36 = 5-63, 0-13 x 0-37 = 5-76, 0-13 x 0-38 = 6-8, 0-13 x 0-39 = 6-21, 0-13 x 0-40 = 6-34, 0-13 x 0-41 = 6-47, 0-13 x 0-42 = 6-60, 0-13 x 0-43 = 6-73, 0-13 x 0-44 = 7-5, 0-13 x 0-45 = 7-18, 0-13 x 0-46 = 7-31, 0-13 x 0-47 = 7-44, 0-13 x 0-48 = 7-57, 0-13 x 0-49 = 7-70, 0-13 x 0-50 = 8-2, 0-13 x 0-51 = 8-15, 0-13 x 0-52 = 8-28, 0-13 x 0-53 = 8-41, 0-13 x 0-54 = 8-54, 0-13 x 0-55 = 8-67, 0-13 x 0-56 = 8-80, 0-13 x 0-57 = 9-12, 0-13 x 0-58 = 9-25, 0-13 x 0-59 = 9-38, 0-13 x 0-60 = 9-51, 0-13 x 0-61 = 9-64, 0-13 x 0-62 = 9-77, 0-13 x 0-63 = 10-9, 0-13 x 0-64 = 10-22, 0-13 x 0-65 = 10-35, 0-13 x 0-66 = 10-48, 0-13 x 0-67 = 10-61, 0-13 x 0-68 = 10-74, 0-13 x 0-69 = 11-6, 0-13 x 0-70 = 11-19, 0-13 x 0-71 = 11-32, 0-13 x 0-72 = 11-45, 0-13 x 0-73 = 11-58, 0-13 x 0-74 = 11-71, 0-13 x 0-75 = 12-3, 0-13 x 0-76 = 12-16, 0-13 x 0-77 = 12-29, 0-13 x 0-78 = 12-42, 0-13 x 0-79 = 12-55, 0-13 x 0-80 = 12-68, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 0-70, 0-14 x 0-6 = 1-3, 0-14 x 0-7 = 1-17, 0-14 x 0-8 = 1-31, 0-14 x 0-9 = 1-45, 0-14 x 0-10 = 1-59, 0-14 x 0-11 = 1-73, 0-14 x 0-12 = 2-6, 0-14 x 0-13 = 2-20, 0-14 x 0-14 = 2-34, 0-14 x 0-15 = 2-48, 0-14 x 0-16 = 2-62, 0-14 x 0-17 = 2-76, 0-14 x 0-18 = 3-9, 0-14 x 0-19 = 3-23, 0-14 x 0-20 = 3-37, 0-14 x 0-21 = 3-51, 0-14 x 0-22 = 3-65, 0-14 x 0-23 = 3-79, 0-14 x 0-24 = 4-12, 0-14 x 0-25 = 4-26, 0-14 x 0-26 = 4-40, 0-14 x 0-27 = 4-54, 0-14 x 0-28 = 4-68, 0-14 x 0-29 = 5-1, 0-14 x 0-30 = 5-15, 0-14 x 0-31 = 5-29, 0-14 x 0-32 = 5-43, 0-14 x 0-33 = 5-57, 0-14 x 0-34 = 5-71, 0-14 x 0-35 = 6-4, 0-14 x 0-36 = 6-18, 0-14 x 0-37 = 6-32, 0-14 x 0-38 = 6-46, 0-14 x 0-39 = 6-60, 0-14 x 0-40 = 6-74, 0-14 x 0-41 = 7-7, 0-14 x 0-42 = 7-21, 0-14 x 0-43 = 7-35, 0-14 x 0-44 = 7-49, 0-14 x 0-45 = 7-63, 0-14 x 0-46 = 7-77, 0-14 x 0-47 = 8-10, 0-14 x 0-48 = 8-24, 0-14 x 0-49 = 8-38, 0-14 x 0-50 = 8-52, 0-14 x 0-51 = 8-66, 0-14 x 0-52 = 8-80, 0-14 x 0-53 = 9-13, 0-14 x 0-54 = 9-27, 0-14 x 0-55 = 9-41, 0-14 x 0-56 = 9-55, 0-14 x 0-57 = 9-69, 0-14 x 0-58 = 10-2, 0-14 x 0-59 = 10-16, 0-14 x 0-60 = 10-30, 0-14 x 0-61 = 10-44, 0-14 x 0-62 = 10-58, 0-14 x 0-63 = 10-72, 0-14 x 0-64 = 11-5, 0-14 x 0-65 = 11-19, 0-14 x 0-66 = 11-33, 0-14 x 0-67 = 11-47, 0-14 x 0-68 = 11-61, 0-14 x 0-69 = 11-75, 0-14 x 0-70 = 12-8, 0-14 x 0-71 = 12-22, 0-14 x 0-72 = 12-36, 0-14 x 0-73 = 12-50, 0-14 x 0-74 = 12-64, 0-14 x 0-75 = 12-78, 0-14 x 0-76 = 13-11, 0-14 x 0-77 = 13-25, 0-14 x 0-78 = 13-39, 0-14 x 0-79 = 13-53, 0-14 x 0-80 = 13-67, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 0-75, 0-15 x 0-6 = 1-9, 0-15 x 0-7 = 1-24, 0-15 x 0-8 = 1-39, 0-15 x 0-9 = 1-54, 0-15 x 0-10 = 1-69, 0-15 x 0-11 = 2-3, 0-15 x 0-12 = 2-18, 0-15 x 0-13 = 2-33, 0-15 x 0-14 = 2-48, 0-15 x 0-15 = 2-63, 0-15 x 0-16 = 2-78, 0-15 x 0-17 = 3-12, 0-15 x 0-18 = 3-27, 0-15 x 0-19 = 3-42, 0-15 x 0-20 = 3-57, 0-15 x 0-21 = 3-72, 0-15 x 0-22 = 4-6, 0-15 x 0-23 = 4-21, 0-15 x 0-24 = 4-36, 0-15 x 0-25 = 4-51, 0-15 x 0-26 = 4-66, 0-15 x 0-27 = 5-0, 0-15 x 0-28 = 5-15, 0-15 x 0-29 = 5-30, 0-15 x 0-30 = 5-45, 0-15 x 0-31 = 5-60, 0-15 x 0-32 = 5-75, 0-15 x 0-33 = 6-9, 0-15 x 0-34 = 6-24, 0-15 x 0-35 = 6-39, 0-15 x 0-36 = 6-54, 0-15 x 0-37 = 6-69, 0-15 x 0-38 = 7-3, 0-15 x 0-39 = 7-18, 0-15 x 0-40 = 7-33, 0-15 x 0-41 = 7-48, 0-15 x 0-42 = 7-63, 0-15 x 0-43 = 7-78, 0-15 x 0-44 = 8-12, 0-15 x 0-45 = 8-27, 0-15 x 0-46 = 8-42, 0-15 x 0-47 = 8-57, 0-15 x 0-48 = 8-72, 0-15 x 0-49 = 9-6, 0-15 x 0-50 = 9-21, 0-15 x 0-51 = 9-36, 0-15 x 0-52 = 9-51, 0-15 x 0-53 = 9-66, 0-15 x 0-54 = 10-0, 0-15 x 0-55 = 10-15, 0-15 x 0-56 = 10-30, 0-15 x 0-57 = 10-45, 0-15 x 0-58 = 10-60, 0-15 x 0-59 = 10-75, 0-15 x 0-60 = 11-9, 0-15 x 0-61 = 11-24, 0-15 x 0-62 = 11-39, 0-15 x 0-63 = 11-54, 0-15 x 0-64 = 11-69, 0-15 x 0-65 = 12-3, 0-15 x 0-66 = 12-18, 0-15 x 0-67 = 12-33, 0-15 x 0-68 = 12-48, 0-15 x 0-69 = 12-63, 0-15 x 0-70 = 12-78, 0-15 x 0-71 = 13-12, 0-15 x 0-72 = 13-27, 0-15 x 0-73 = 13-42, 0-15 x 0-74 = 13-57, 0-15 x 0-75 = 13-72, 0-15 x 0-76 = 14-6, 0-15 x 0-77 = 14-21, 0-15 x 0-78 = 14-36, 0-15 x 0-79 = 14-51, 0-15 x 0-80 = 14-66, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 0-64, 0-16 x 0-5 = 0-80, 0-16 x 0-6 = 1-15, 0-16 x 0-7 = 1-31, 0-16 x 0-8 = 1-47, 0-16 x 0-9 = 1-63, 0-16 x 0-10 = 1-79, 0-16 x 0-11 = 2-14, 0-16 x 0-12 = 2-30, 0-16 x 0-13 = 2-46, 0-16 x 0-14 = 2-62, 0-16 x 0-15 = 2-78, 0-16 x 0-16 = 3-13, 0-16 x 0-17 = 3-29, 0-16 x 0-18 = 3-45, 0-16 x 0-19 = 3-61, 0-16 x 0-20 = 3-77, 0-16 x 0-21 = 4-12, 0-16 x 0-22 = 4-28, 0-16 x 0-23 = 4-44, 0-16 x 0-24 = 4-60, 0-16 x 0-25 = 4-76, 0-16 x 0-26 = 5-11, 0-16 x 0-27 = 5-27, 0-16 x 0-28 = 5-43, 0-16 x 0-29 = 5-59, 0-16 x 0-30 = 5-75, 0-16 x 0-31 = 6-10, 0-16 x 0-32 = 6-26, 0-16 x 0-33 = 6-42, 0-16 x 0-34 = 6-58, 0-16 x 0-35 = 6-74, 0-16 x 0-36 = 7-9, 0-16 x 0-37 = 7-25, 0-16 x 0-38 = 7-41, 0-16 x 0-39 = 7-57, 0-16 x 0-40 = 7-73, 0-16 x 0-41 = 8-8, 0-16 x 0-42 = 8-24, 0-16 x 0-43 = 8-40, 0-16 x 0-44 = 8-56, 0-16 x 0-45 = 8-72, 0-16 x 0-46 = 9-7, 0-16 x 0-47 = 9-23, 0-16 x 0-48 = 9-39, 0-16 x 0-49 = 9-55, 0-16 x 0-50 = 9-71, 0-16 x 0-51 = 10-6, 0-16 x 0-52 = 10-22, 0-16 x 0-53 = 10-38, 0-16 x 0-54 = 10-54, 0-16 x 0-55 = 10-70, 0-16 x 0-56 = 11-5, 0-16 x 0-57 = 11-21, 0-16 x 0-58 = 11-37, 0-16 x 0-59 = 11-53, 0-16 x 0-60 = 11-69, 0-16 x 0-61 = 12-4, 0-16 x 0-62 = 12-20, 0-16 x 0-63 = 12-36, 0-16 x 0-64 = 12-52, 0-16 x 0-65 = 12-68, 0-16 x 0-66 = 13-3, 0-16 x 0-67 = 13-19, 0-16 x 0-68 = 13-35, 0-16 x 0-69 = 13-51, 0-16 x 0-70 = 13-67, 0-16 x 0-71 = 14-2, 0-16 x 0-72 = 14-18, 0-16 x 0-73 = 14-34, 0-16 x 0-74 = 14-50, 0-16 x 0-75 = 14-66, 0-16 x 0-76 = 15-1, 0-16 x 0-77 = 15-17, 0-16 x 0-78 = 15-33, 0-16 x 0-79 = 15-49, 0-16 x 0-80 = 15-65, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 0-68, 0-17 x 0-5 = 1-4, 0-17 x 0-6 = 1-21, 0-17 x 0-7 = 1-38, 0-17 x 0-8 = 1-55, 0-17 x 0-9 = 1-72, 0-17 x 0-10 = 2-8, 0-17 x 0-11 = 2-25, 0-17 x 0-12 = 2-42, 0-17 x 0-13 = 2-59, 0-17 x 0-14 = 2-76, 0-17 x 0-15 = 3-12, 0-17 x 0-16 = 3-29, 0-17 x 0-17 = 3-46, 0-17 x 0-18 = 3-63, 0-17 x 0-19 = 3-80, 0-17 x 0-20 = 4-16, 0-17 x 0-21 = 4-33, 0-17 x 0-22 = 4-50, 0-17 x 0-23 = 4-67, 0-17 x 0-24 = 5-3, 0-17 x 0-25 = 5-20, 0-17 x 0-26 = 5-37, 0-17 x 0-27 = 5-54, 0-17 x 0-28 = 5-71, 0-17 x 0-29 = 6-7, 0-17 x 0-30 = 6-24, 0-17 x 0-31 = 6-41, 0-17 x 0-32 = 6-58, 0-17 x 0-33 = 6-75, 0-17 x 0-34 = 7-11, 0-17 x 0-35 = 7-28, 0-17 x 0-36 = 7-45, 0-17 x 0-37 = 7-62, 0-17 x 0-38 = 7-79, 0-17 x 0-39 = 8-15, 0-17 x 0-40 = 8-32, 0-17 x 0-41 = 8-49, 0-17 x 0-42 = 8-66, 0-17 x 0-43 = 9-2, 0-17 x 0-44 = 9-19, 0-17 x 0-45 = 9-36, 0-17 x 0-46 = 9-53, 0-17 x 0-47 = 9-70, 0-17 x 0-48 = 10-6, 0-17 x 0-49 = 10-23, 0-17 x 0-50 = 10-40, 0-17 x 0-51 = 10-57, 0-17 x 0-52 = 10-74, 0-17 x 0-53 = 11-10, 0-17 x 0-54 = 11-27, 0-17 x 0-55 = 11-44, 0-17 x 0-56 = 11-61, 0-17 x 0-57 = 11-78, 0-17 x 0-58 = 12-14, 0-17 x 0-59 = 12-31, 0-17 x 0-60 = 12-48, 0-17 x 0-61 = 12-65, 0-17 x 0-62 = 13-1, 0-17 x 0-63 = 13-18, 0-17 x 0-64 = 13-35, 0-17 x 0-65 = 13-52, 0-17 x 0-66 = 13-69, 0-17 x 0-67 = 14-5, 0-17 x 0-68 = 14-22, 0-17 x 0-69 = 14-39, 0-17 x 0-70 = 14-56, 0-17 x 0-71 = 14-73, 0-17 x 0-72 = 15-9, 0-17 x 0-73 = 15-26, 0-17 x 0-74 = 15-43, 0-17 x 0-75 = 15-60, 0-17 x 0-76 = 15-77, 0-17 x 0-77 = 16-13, 0-17 x 0-78 = 16-30, 0-17 x 0-79 = 16-47, 0-17 x 0-80 = 16-64, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 0-72, 0-18 x 0-5 = 1-9, 0-18 x 0-6 = 1-27, 0-18 x 0-7 = 1-45, 0-18 x 0-8 = 1-63, 0-18 x 0-9 = 2-0, 0-18 x 0-10 = 2-18, 0-18 x 0-11 = 2-36, 0-18 x 0-12 = 2-54, 0-18 x 0-13 = 2-72, 0-18 x 0-14 = 3-9, 0-18 x 0-15 = 3-27, 0-18 x 0-16 = 3-45, 0-18 x 0-17 = 3-63, 0-18 x 0-18 = 4-0, 0-18 x 0-19 = 4-18, 0-18 x 0-20 = 4-36, 0-18 x 0-21 = 4-54, 0-18 x 0-22 = 4-72, 0-18 x 0-23 = 5-9, 0-18 x 0-24 = 5-27, 0-18 x 0-25 = 5-45, 0-18 x 0-26 = 5-63, 0-18 x 0-27 = 6-0, 0-18 x 0-28 = 6-18, 0-18 x 0-29 = 6-36, 0-18 x 0-30 = 6-54, 0-18 x 0-31 = 6-72, 0-18 x 0-32 = 7-9, 0-18 x 0-33 = 7-27, 0-18 x 0-34 = 7-45, 0-18 x 0-35 = 7-63, 0-18 x 0-36 = 8-0, 0-18 x 0-37 = 8-18, 0-18 x 0-38 = 8-36, 0-18 x 0-39 = 8-54, 0-18 x 0-40 = 8-72, 0-18 x 0-41 = 9-9, 0-18 x 0-42 = 9-27, 0-18 x 0-43 = 9-45, 0-18 x 0-44 = 9-63, 0-18 x 0-45 = 10-0, 0-18 x 0-46 = 10-18, 0-18 x 0-47 = 10-36, 0-18 x 0-48 = 10-54, 0-18 x 0-49 = 10-72, 0-18 x 0-50 = 11-9, 0-18 x 0-51 = 11-27, 0-18 x 0-52 = 11-45, 0-18 x 0-53 = 11-63, 0-18 x 0-54 = 12-0, 0-18 x 0-55 = 12-18, 0-18 x 0-56 = 12-36, 0-18 x 0-57 = 12-54, 0-18 x 0-58 = 12-72, 0-18 x 0-59 = 13-9, 0-18 x 0-60 = 13-27, 0-18 x 0-61 = 13-45, 0-18 x 0-62 = 13-63, 0-18 x 0-63 = 14-0, 0-18 x 0-64 = 14-18, 0-18 x 0-65 = 14-36, 0-18 x 0-66 = 14-54, 0-18 x 0-67 = 14-72, 0-18 x 0-68 = 15-9, 0-18 x 0-69 = 15-27, 0-18 x 0-70 = 15-45, 0-18 x 0-71 = 15-63, 0-18 x 0-72 = 16-0, 0-18 x 0-73 = 16-18, 0-18 x 0-74 = 16-36, 0-18 x 0-75 = 16-54, 0-18 x 0-76 = 16-72, 0-18 x 0-77 = 17-9, 0-18 x 0-78 = 17-27, 0-18 x 0-79 = 17-45, 0-18 x 0-80 = 17-63, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 0-76, 0-19 x 0-5 = 1-14, 0-19 x 0-6 = 1-33, 0-19 x 0-7 = 1-52, 0-19 x 0-8 = 1-71, 0-19 x 0-9 = 2-9, 0-19 x 0-10 = 2-28, 0-19 x 0-11 = 2-47, 0-19 x 0-12 = 2-66, 0-19 x 0-13 = 3-4, 0-19 x 0-14 = 3-23, 0-19 x 0-15 = 3-42, 0-19 x 0-16 = 3-61, 0-19 x 0-17 = 3-80, 0-19 x 0-18 = 4-18, 0-19 x 0-19 = 4-37, 0-19 x 0-20 = 4-56, 0-19 x 0-21 = 4-75, 0-19 x 0-22 = 5-13, 0-19 x 0-23 = 5-32, 0-19 x 0-24 = 5-51, 0-19 x 0-25 = 5-70, 0-19 x 0-26 = 6-8, 0-19 x 0-27 = 6-27, 0-19 x 0-28 = 6-46, 0-19 x 0-29 = 6-65, 0-19 x 0-30 = 7-3, 0-19 x 0-31 = 7-22, 0-19 x 0-32 = 7-41, 0-19 x 0-33 = 7-60, 0-19 x 0-34 = 7-79, 0-19 x 0-35 = 8-17, 0-19 x 0-36 = 8-36, 0-19 x 0-37 = 8-55, 0-19 x 0-38 = 8-74, 0-19 x 0-39 = 9-12, 0-19 x 0-40 = 9-31, 0-19 x 0-41 = 9-50, 0-19 x 0-42 = 9-69, 0-19 x 0-43 = 10-7, 0-19 x 0-44 = 10-26, 0-19 x 0-45 = 10-45, 0-19 x 0-46 = 10-64, 0-19 x 0-47 = 11-2, 0-19 x 0-48 = 11-21, 0-19 x 0-49 = 11-40, 0-19 x 0-50 = 11-59, 0-19 x 0-51 = 11-78, 0-19 x 0-52 = 12-16, 0-19 x 0-53 = 12-35, 0-19 x 0-54 = 12-54, 0-19 x 0-55 = 12-73, 0-19 x 0-56 = 13-11, 0-19 x 0-57 = 13-30, 0-19 x 0-58 = 13-49, 0-19 x 0-59 = 13-68, 0-19 x 0-60 = 14-6, 0-19 x 0-61 = 14-25, 0-19 x 0-62 = 14-44, 0-19 x 0-63 = 14-63, 0-19 x 0-64 = 15-1, 0-19 x 0-65 = 15-20, 0-19 x 0-66 = 15-39, 0-19 x 0-67 = 15-58, 0-19 x 0-68 = 15-77, 0-19 x 0-69 = 16-15, 0-19 x 0-70 = 16-34, 0-19 x 0-71 = 16-53, 0-19 x 0-72 = 16-72, 0-19 x 0-73 = 17-10, 0-19 x 0-74 = 17-29, 0-19 x 0-75 = 17-48, 0-19 x 0-76 = 17-67, 0-19 x 0-77 = 18-5, 0-19 x 0-78 = 18-24, 0-19 x 0-79 = 18-43, 0-19 x 0-80 = 18-62, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 0-80, 0-20 x 0-5 = 1-19, 0-20 x 0-6 = 1-39, 0-20 x 0-7 = 1-59, 0-20 x 0-8 = 1-79, 0-20 x 0-9 = 2-18, 0-20 x 0-10 = 2-38, 0-20 x 0-11 = 2-58, 0-20 x 0-12 = 2-78, 0-20 x 0-13 = 3-17, 0-20 x 0-14 = 3-37, 0-20 x 0-15 = 3-57, 0-20 x 0-16 = 3-77, 0-20 x 0-17 = 4-16, 0-20 x 0-18 = 4-36, 0-20 x 0-19 = 4-56, 0-20 x 0-20 = 4-76, 0-20 x 0-21 = 5-15, 0-20 x 0-22 = 5-35, 0-20 x 0-23 = 5-55, 0-20 x 0-24 = 5-75, 0-20 x 0-25 = 6-14, 0-20 x 0-26 = 6-34, 0-20 x 0-27 = 6-54, 0-20 x 0-28 = 6-74, 0-20 x 0-29 = 7-13, 0-20 x 0-30 = 7-33, 0-20 x 0-31 = 7-53, 0-20 x 0-32 = 7-73, 0-20 x 0-33 = 8-12, 0-20 x 0-34 = 8-32, 0-20 x 0-35 = 8-52, 0-20 x 0-36 = 8-72, 0-20 x 0-37 = 9-11, 0-20 x 0-38 = 9-31, 0-20 x 0-39 = 9-51, 0-20 x 0-40 = 9-71, 0-20 x 0-41 = 10-10, 0-20 x 0-42 = 10-30, 0-20 x 0-43 = 10-50, 0-20 x 0-44 = 10-70, 0-20 x 0-45 = 11-9, 0-20 x 0-46 = 11-29, 0-20 x 0-47 = 11-49, 0-20 x 0-48 = 11-69, 0-20 x 0-49 = 12-8, 0-20 x 0-50 = 12-28, 0-20 x 0-51 = 12-48, 0-20 x 0-52 = 12-68, 0-20 x 0-53 = 13-7, 0-20 x 0-54 = 13-27, 0-20 x 0-55 = 13-47, 0-20 x 0-56 = 13-67, 0-20 x 0-57 = 14-6, 0-20 x 0-58 = 14-26, 0-20 x 0-59 = 14-46, 0-20 x 0-60 = 14-66, 0-20 x 0-61 = 15-5, 0-20 x 0-62 = 15-25, 0-20 x 0-63 = 15-45, 0-20 x 0-64 = 15-65, 0-20 x 0-65 = 16-4, 0-20 x 0-66 = 16-24, 0-20 x 0-67 = 16-44, 0-20 x 0-68 = 16-64, 0-20 x 0-69 = 17-3, 0-20 x 0-70 = 17-23, 0-20 x 0-71 = 17-43, 0-20 x 0-72 = 17-63, 0-20 x 0-73 = 18-2, 0-20 x 0-74 = 18-22, 0-20 x 0-75 = 18-42, 0-20 x 0-76 = 18-62, 0-20 x 0-77 = 19-1, 0-20 x 0-78 = 19-21, 0-20 x 0-79 = 19-41, 0-20 x 0-80 = 19-61, 
