0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 0-66, 0-11 x 0-7 = 0-77, 0-11 x 0-8 = 1-9, 0-11 x 0-9 = 1-20, 0-11 x 0-10 = 1-31, 0-11 x 0-11 = 1-42, 0-11 x 0-12 = 1-53, 0-11 x 0-13 = 1-64, 0-11 x 0-14 = 1-75, 0-11 x 0-15 = 2-7, 0-11 x 0-16 = 2-18, 0-11 x 0-17 = 2-29, 0-11 x 0-18 = 2-40, 0-11 x 0-19 = 2-51, 0-11 x 0-20 = 2-62, 0-11 x 0-21 = 2-73, 0-11 x 0-22 = 3-5, 0-11 x 0-23 = 3-16, 0-11 x 0-24 = 3-27, 0-11 x 0-25 = 3-38, 0-11 x 0-26 = 3-49, 0-11 x 0-27 = 3-60, 0-11 x 0-28 = 3-71, 0-11 x 0-29 = 4-3, 0-11 x 0-30 = 4-14, 0-11 x 0-31 = 4-25, 0-11 x 0-32 = 4-36, 0-11 x 0-33 = 4-47, 0-11 x 0-34 = 4-58, 0-11 x 0-35 = 4-69, 0-11 x 0-36 = 5-1, 0-11 x 0-37 = 5-12, 0-11 x 0-38 = 5-23, 0-11 x 0-39 = 5-34, 0-11 x 0-40 = 5-45, 0-11 x 0-41 = 5-56, 0-11 x 0-42 = 5-67, 0-11 x 0-43 = 5-78, 0-11 x 0-44 = 6-10, 0-11 x 0-45 = 6-21, 0-11 x 0-46 = 6-32, 0-11 x 0-47 = 6-43, 0-11 x 0-48 = 6-54, 0-11 x 0-49 = 6-65, 0-11 x 0-50 = 6-76, 0-11 x 0-51 = 7-8, 0-11 x 0-52 = 7-19, 0-11 x 0-53 = 7-30, 0-11 x 0-54 = 7-41, 0-11 x 0-55 = 7-52, 0-11 x 0-56 = 7-63, 0-11 x 0-57 = 7-74, 0-11 x 0-58 = 8-6, 0-11 x 0-59 = 8-17, 0-11 x 0-60 = 8-28, 0-11 x 0-61 = 8-39, 0-11 x 0-62 = 8-50, 0-11 x 0-63 = 8-61, 0-11 x 0-64 = 8-72, 0-11 x 0-65 = 9-4, 0-11 x 0-66 = 9-15, 0-11 x 0-67 = 9-26, 0-11 x 0-68 = 9-37, 0-11 x 0-69 = 9-48, 0-11 x 0-70 = 9-59, 0-11 x 0-71 = 9-70, 0-11 x 0-72 = 10-2, 0-11 x 0-73 = 10-13, 0-11 x 0-74 = 10-24, 0-11 x 0-75 = 10-35, 0-11 x 0-76 = 10-46, 0-11 x 0-77 = 10-57, 0-11 x 0-78 = 10-68, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 0-72, 0-12 x 0-7 = 1-5, 0-12 x 0-8 = 1-17, 0-12 x 0-9 = 1-29, 0-12 x 0-10 = 1-41, 0-12 x 0-11 = 1-53, 0-12 x 0-12 = 1-65, 0-12 x 0-13 = 1-77, 0-12 x 0-14 = 2-10, 0-12 x 0-15 = 2-22, 0-12 x 0-16 = 2-34, 0-12 x 0-17 = 2-46, 0-12 x 0-18 = 2-58, 0-12 x 0-19 = 2-70, 0-12 x 0-20 = 3-3, 0-12 x 0-21 = 3-15, 0-12 x 0-22 = 3-27, 0-12 x 0-23 = 3-39, 0-12 x 0-24 = 3-51, 0-12 x 0-25 = 3-63, 0-12 x 0-26 = 3-75, 0-12 x 0-27 = 4-8, 0-12 x 0-28 = 4-20, 0-12 x 0-29 = 4-32, 0-12 x 0-30 = 4-44, 0-12 x 0-31 = 4-56, 0-12 x 0-32 = 4-68, 0-12 x 0-33 = 5-1, 0-12 x 0-34 = 5-13, 0-12 x 0-35 = 5-25, 0-12 x 0-36 = 5-37, 0-12 x 0-37 = 5-49, 0-12 x 0-38 = 5-61, 0-12 x 0-39 = 5-73, 0-12 x 0-40 = 6-6, 0-12 x 0-41 = 6-18, 0-12 x 0-42 = 6-30, 0-12 x 0-43 = 6-42, 0-12 x 0-44 = 6-54, 0-12 x 0-45 = 6-66, 0-12 x 0-46 = 6-78, 0-12 x 0-47 = 7-11, 0-12 x 0-48 = 7-23, 0-12 x 0-49 = 7-35, 0-12 x 0-50 = 7-47, 0-12 x 0-51 = 7-59, 0-12 x 0-52 = 7-71, 0-12 x 0-53 = 8-4, 0-12 x 0-54 = 8-16, 0-12 x 0-55 = 8-28, 0-12 x 0-56 = 8-40, 0-12 x 0-57 = 8-52, 0-12 x 0-58 = 8-64, 0-12 x 0-59 = 8-76, 0-12 x 0-60 = 9-9, 0-12 x 0-61 = 9-21, 0-12 x 0-62 = 9-33, 0-12 x 0-63 = 9-45, 0-12 x 0-64 = 9-57, 0-12 x 0-65 = 9-69, 0-12 x 0-66 = 10-2, 0-12 x 0-67 = 10-14, 0-12 x 0-68 = 10-26, 0-12 x 0-69 = 10-38, 0-12 x 0-70 = 10-50, 0-12 x 0-71 = 10-62, 0-12 x 0-72 = 10-74, 0-12 x 0-73 = 11-7, 0-12 x 0-74 = 11-19, 0-12 x 0-75 = 11-31, 0-12 x 0-76 = 11-43, 0-12 x 0-77 = 11-55, 0-12 x 0-78 = 11-67, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 0-65, 0-13 x 0-6 = 0-78, 0-13 x 0-7 = 1-12, 0-13 x 0-8 = 1-25, 0-13 x 0-9 = 1-38, 0-13 x 0-10 = 1-51, 0-13 x 0-11 = 1-64, 0-13 x 0-12 = 1-77, 0-13 x 0-13 = 2-11, 0-13 x 0-14 = 2-24, 0-13 x 0-15 = 2-37, 0-13 x 0-16 = 2-50, 0-13 x 0-17 = 2-63, 0-13 x 0-18 = 2-76, 0-13 x 0-19 = 3-10, 0-13 x 0-20 = 3-23, 0-13 x 0-21 = 3-36, 0-13 x 0-22 = 3-49, 0-13 x 0-23 = 3-62, 0-13 x 0-24 = 3-75, 0-13 x 0-25 = 4-9, 0-13 x 0-26 = 4-22, 0-13 x 0-27 = 4-35, 0-13 x 0-28 = 4-48, 0-13 x 0-29 = 4-61, 0-13 x 0-30 = 4-74, 0-13 x 0-31 = 5-8, 0-13 x 0-32 = 5-21, 0-13 x 0-33 = 5-34, 0-13 x 0-34 = 5-47, 0-13 x 0-35 = 5-60, 0-13 x 0-36 = 5-73, 0-13 x 0-37 = 6-7, 0-13 x 0-38 = 6-20, 0-13 x 0-39 = 6-33, 0-13 x 0-40 = 6-46, 0-13 x 0-41 = 6-59, 0-13 x 0-42 = 6-72, 0-13 x 0-43 = 7-6, 0-13 x 0-44 = 7-19, 0-13 x 0-45 = 7-32, 0-13 x 0-46 = 7-45, 0-13 x 0-47 = 7-58, 0-13 x 0-48 = 7-71, 0-13 x 0-49 = 8-5, 0-13 x 0-50 = 8-18, 0-13 x 0-51 = 8-31, 0-13 x 0-52 = 8-44, 0-13 x 0-53 = 8-57, 0-13 x 0-54 = 8-70, 0-13 x 0-55 = 9-4, 0-13 x 0-56 = 9-17, 0-13 x 0-57 = 9-30, 0-13 x 0-58 = 9-43, 0-13 x 0-59 = 9-56, 0-13 x 0-60 = 9-69, 0-13 x 0-61 = 10-3, 0-13 x 0-62 = 10-16, 0-13 x 0-63 = 10-29, 0-13 x 0-64 = 10-42, 0-13 x 0-65 = 10-55, 0-13 x 0-66 = 10-68, 0-13 x 0-67 = 11-2, 0-13 x 0-68 = 11-15, 0-13 x 0-69 = 11-28, 0-13 x 0-70 = 11-41, 0-13 x 0-71 = 11-54, 0-13 x 0-72 = 11-67, 0-13 x 0-73 = 12-1, 0-13 x 0-74 = 12-14, 0-13 x 0-75 = 12-27, 0-13 x 0-76 = 12-40, 0-13 x 0-77 = 12-53, 0-13 x 0-78 = 12-66, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 0-70, 0-14 x 0-6 = 1-5, 0-14 x 0-7 = 1-19, 0-14 x 0-8 = 1-33, 0-14 x 0-9 = 1-47, 0-14 x 0-10 = 1-61, 0-14 x 0-11 = 1-75, 0-14 x 0-12 = 2-10, 0-14 x 0-13 = 2-24, 0-14 x 0-14 = 2-38, 0-14 x 0-15 = 2-52, 0-14 x 0-16 = 2-66, 0-14 x 0-17 = 3-1, 0-14 x 0-18 = 3-15, 0-14 x 0-19 = 3-29, 0-14 x 0-20 = 3-43, 0-14 x 0-21 = 3-57, 0-14 x 0-22 = 3-71, 0-14 x 0-23 = 4-6, 0-14 x 0-24 = 4-20, 0-14 x 0-25 = 4-34, 0-14 x 0-26 = 4-48, 0-14 x 0-27 = 4-62, 0-14 x 0-28 = 4-76, 0-14 x 0-29 = 5-11, 0-14 x 0-30 = 5-25, 0-14 x 0-31 = 5-39, 0-14 x 0-32 = 5-53, 0-14 x 0-33 = 5-67, 0-14 x 0-34 = 6-2, 0-14 x 0-35 = 6-16, 0-14 x 0-36 = 6-30, 0-14 x 0-37 = 6-44, 0-14 x 0-38 = 6-58, 0-14 x 0-39 = 6-72, 0-14 x 0-40 = 7-7, 0-14 x 0-41 = 7-21, 0-14 x 0-42 = 7-35, 0-14 x 0-43 = 7-49, 0-14 x 0-44 = 7-63, 0-14 x 0-45 = 7-77, 0-14 x 0-46 = 8-12, 0-14 x 0-47 = 8-26, 0-14 x 0-48 = 8-40, 0-14 x 0-49 = 8-54, 0-14 x 0-50 = 8-68, 0-14 x 0-51 = 9-3, 0-14 x 0-52 = 9-17, 0-14 x 0-53 = 9-31, 0-14 x 0-54 = 9-45, 0-14 x 0-55 = 9-59, 0-14 x 0-56 = 9-73, 0-14 x 0-57 = 10-8, 0-14 x 0-58 = 10-22, 0-14 x 0-59 = 10-36, 0-14 x 0-60 = 10-50, 0-14 x 0-61 = 10-64, 0-14 x 0-62 = 10-78, 0-14 x 0-63 = 11-13, 0-14 x 0-64 = 11-27, 0-14 x 0-65 = 11-41, 0-14 x 0-66 = 11-55, 0-14 x 0-67 = 11-69, 0-14 x 0-68 = 12-4, 0-14 x 0-69 = 12-18, 0-14 x 0-70 = 12-32, 0-14 x 0-71 = 12-46, 0-14 x 0-72 = 12-60, 0-14 x 0-73 = 12-74, 0-14 x 0-74 = 13-9, 0-14 x 0-75 = 13-23, 0-14 x 0-76 = 13-37, 0-14 x 0-77 = 13-51, 0-14 x 0-78 = 13-65, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 0-75, 0-15 x 0-6 = 1-11, 0-15 x 0-7 = 1-26, 0-15 x 0-8 = 1-41, 0-15 x 0-9 = 1-56, 0-15 x 0-10 = 1-71, 0-15 x 0-11 = 2-7, 0-15 x 0-12 = 2-22, 0-15 x 0-13 = 2-37, 0-15 x 0-14 = 2-52, 0-15 x 0-15 = 2-67, 0-15 x 0-16 = 3-3, 0-15 x 0-17 = 3-18, 0-15 x 0-18 = 3-33, 0-15 x 0-19 = 3-48, 0-15 x 0-20 = 3-63, 0-15 x 0-21 = 3-78, 0-15 x 0-22 = 4-14, 0-15 x 0-23 = 4-29, 0-15 x 0-24 = 4-44, 0-15 x 0-25 = 4-59, 0-15 x 0-26 = 4-74, 0-15 x 0-27 = 5-10, 0-15 x 0-28 = 5-25, 0-15 x 0-29 = 5-40, 0-15 x 0-30 = 5-55, 0-15 x 0-31 = 5-70, 0-15 x 0-32 = 6-6, 0-15 x 0-33 = 6-21, 0-15 x 0-34 = 6-36, 0-15 x 0-35 = 6-51, 0-15 x 0-36 = 6-66, 0-15 x 0-37 = 7-2, 0-15 x 0-38 = 7-17, 0-15 x 0-39 = 7-32, 0-15 x 0-40 = 7-47, 0-15 x 0-41 = 7-62, 0-15 x 0-42 = 7-77, 0-15 x 0-43 = 8-13, 0-15 x 0-44 = 8-28, 0-15 x 0-45 = 8-43, 0-15 x 0-46 = 8-58, 0-15 x 0-47 = 8-73, 0-15 x 0-48 = 9-9, 0-15 x 0-49 = 9-24, 0-15 x 0-50 = 9-39, 0-15 x 0-51 = 9-54, 0-15 x 0-52 = 9-69, 0-15 x 0-53 = 10-5, 0-15 x 0-54 = 10-20, 0-15 x 0-55 = 10-35, 0-15 x 0-56 = 10-50, 0-15 x 0-57 = 10-65, 0-15 x 0-58 = 11-1, 0-15 x 0-59 = 11-16, 0-15 x 0-60 = 11-31, 0-15 x 0-61 = 11-46, 0-15 x 0-62 = 11-61, 0-15 x 0-63 = 11-76, 0-15 x 0-64 = 12-12, 0-15 x 0-65 = 12-27, 0-15 x 0-66 = 12-42, 0-15 x 0-67 = 12-57, 0-15 x 0-68 = 12-72, 0-15 x 0-69 = 13-8, 0-15 x 0-70 = 13-23, 0-15 x 0-71 = 13-38, 0-15 x 0-72 = 13-53, 0-15 x 0-73 = 13-68, 0-15 x 0-74 = 14-4, 0-15 x 0-75 = 14-19, 0-15 x 0-76 = 14-34, 0-15 x 0-77 = 14-49, 0-15 x 0-78 = 14-64, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 0-64, 0-16 x 0-5 = 1-1, 0-16 x 0-6 = 1-17, 0-16 x 0-7 = 1-33, 0-16 x 0-8 = 1-49, 0-16 x 0-9 = 1-65, 0-16 x 0-10 = 2-2, 0-16 x 0-11 = 2-18, 0-16 x 0-12 = 2-34, 0-16 x 0-13 = 2-50, 0-16 x 0-14 = 2-66, 0-16 x 0-15 = 3-3, 0-16 x 0-16 = 3-19, 0-16 x 0-17 = 3-35, 0-16 x 0-18 = 3-51, 0-16 x 0-19 = 3-67, 0-16 x 0-20 = 4-4, 0-16 x 0-21 = 4-20, 0-16 x 0-22 = 4-36, 0-16 x 0-23 = 4-52, 0-16 x 0-24 = 4-68, 0-16 x 0-25 = 5-5, 0-16 x 0-26 = 5-21, 0-16 x 0-27 = 5-37, 0-16 x 0-28 = 5-53, 0-16 x 0-29 = 5-69, 0-16 x 0-30 = 6-6, 0-16 x 0-31 = 6-22, 0-16 x 0-32 = 6-38, 0-16 x 0-33 = 6-54, 0-16 x 0-34 = 6-70, 0-16 x 0-35 = 7-7, 0-16 x 0-36 = 7-23, 0-16 x 0-37 = 7-39, 0-16 x 0-38 = 7-55, 0-16 x 0-39 = 7-71, 0-16 x 0-40 = 8-8, 0-16 x 0-41 = 8-24, 0-16 x 0-42 = 8-40, 0-16 x 0-43 = 8-56, 0-16 x 0-44 = 8-72, 0-16 x 0-45 = 9-9, 0-16 x 0-46 = 9-25, 0-16 x 0-47 = 9-41, 0-16 x 0-48 = 9-57, 0-16 x 0-49 = 9-73, 0-16 x 0-50 = 10-10, 0-16 x 0-51 = 10-26, 0-16 x 0-52 = 10-42, 0-16 x 0-53 = 10-58, 0-16 x 0-54 = 10-74, 0-16 x 0-55 = 11-11, 0-16 x 0-56 = 11-27, 0-16 x 0-57 = 11-43, 0-16 x 0-58 = 11-59, 0-16 x 0-59 = 11-75, 0-16 x 0-60 = 12-12, 0-16 x 0-61 = 12-28, 0-16 x 0-62 = 12-44, 0-16 x 0-63 = 12-60, 0-16 x 0-64 = 12-76, 0-16 x 0-65 = 13-13, 0-16 x 0-66 = 13-29, 0-16 x 0-67 = 13-45, 0-16 x 0-68 = 13-61, 0-16 x 0-69 = 13-77, 0-16 x 0-70 = 14-14, 0-16 x 0-71 = 14-30, 0-16 x 0-72 = 14-46, 0-16 x 0-73 = 14-62, 0-16 x 0-74 = 14-78, 0-16 x 0-75 = 15-15, 0-16 x 0-76 = 15-31, 0-16 x 0-77 = 15-47, 0-16 x 0-78 = 15-63, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 0-68, 0-17 x 0-5 = 1-6, 0-17 x 0-6 = 1-23, 0-17 x 0-7 = 1-40, 0-17 x 0-8 = 1-57, 0-17 x 0-9 = 1-74, 0-17 x 0-10 = 2-12, 0-17 x 0-11 = 2-29, 0-17 x 0-12 = 2-46, 0-17 x 0-13 = 2-63, 0-17 x 0-14 = 3-1, 0-17 x 0-15 = 3-18, 0-17 x 0-16 = 3-35, 0-17 x 0-17 = 3-52, 0-17 x 0-18 = 3-69, 0-17 x 0-19 = 4-7, 0-17 x 0-20 = 4-24, 0-17 x 0-21 = 4-41, 0-17 x 0-22 = 4-58, 0-17 x 0-23 = 4-75, 0-17 x 0-24 = 5-13, 0-17 x 0-25 = 5-30, 0-17 x 0-26 = 5-47, 0-17 x 0-27 = 5-64, 0-17 x 0-28 = 6-2, 0-17 x 0-29 = 6-19, 0-17 x 0-30 = 6-36, 0-17 x 0-31 = 6-53, 0-17 x 0-32 = 6-70, 0-17 x 0-33 = 7-8, 0-17 x 0-34 = 7-25, 0-17 x 0-35 = 7-42, 0-17 x 0-36 = 7-59, 0-17 x 0-37 = 7-76, 0-17 x 0-38 = 8-14, 0-17 x 0-39 = 8-31, 0-17 x 0-40 = 8-48, 0-17 x 0-41 = 8-65, 0-17 x 0-42 = 9-3, 0-17 x 0-43 = 9-20, 0-17 x 0-44 = 9-37, 0-17 x 0-45 = 9-54, 0-17 x 0-46 = 9-71, 0-17 x 0-47 = 10-9, 0-17 x 0-48 = 10-26, 0-17 x 0-49 = 10-43, 0-17 x 0-50 = 10-60, 0-17 x 0-51 = 10-77, 0-17 x 0-52 = 11-15, 0-17 x 0-53 = 11-32, 0-17 x 0-54 = 11-49, 0-17 x 0-55 = 11-66, 0-17 x 0-56 = 12-4, 0-17 x 0-57 = 12-21, 0-17 x 0-58 = 12-38, 0-17 x 0-59 = 12-55, 0-17 x 0-60 = 12-72, 0-17 x 0-61 = 13-10, 0-17 x 0-62 = 13-27, 0-17 x 0-63 = 13-44, 0-17 x 0-64 = 13-61, 0-17 x 0-65 = 13-78, 0-17 x 0-66 = 14-16, 0-17 x 0-67 = 14-33, 0-17 x 0-68 = 14-50, 0-17 x 0-69 = 14-67, 0-17 x 0-70 = 15-5, 0-17 x 0-71 = 15-22, 0-17 x 0-72 = 15-39, 0-17 x 0-73 = 15-56, 0-17 x 0-74 = 15-73, 0-17 x 0-75 = 16-11, 0-17 x 0-76 = 16-28, 0-17 x 0-77 = 16-45, 0-17 x 0-78 = 16-62, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 0-72, 0-18 x 0-5 = 1-11, 0-18 x 0-6 = 1-29, 0-18 x 0-7 = 1-47, 0-18 x 0-8 = 1-65, 0-18 x 0-9 = 2-4, 0-18 x 0-10 = 2-22, 0-18 x 0-11 = 2-40, 0-18 x 0-12 = 2-58, 0-18 x 0-13 = 2-76, 0-18 x 0-14 = 3-15, 0-18 x 0-15 = 3-33, 0-18 x 0-16 = 3-51, 0-18 x 0-17 = 3-69, 0-18 x 0-18 = 4-8, 0-18 x 0-19 = 4-26, 0-18 x 0-20 = 4-44, 0-18 x 0-21 = 4-62, 0-18 x 0-22 = 5-1, 0-18 x 0-23 = 5-19, 0-18 x 0-24 = 5-37, 0-18 x 0-25 = 5-55, 0-18 x 0-26 = 5-73, 0-18 x 0-27 = 6-12, 0-18 x 0-28 = 6-30, 0-18 x 0-29 = 6-48, 0-18 x 0-30 = 6-66, 0-18 x 0-31 = 7-5, 0-18 x 0-32 = 7-23, 0-18 x 0-33 = 7-41, 0-18 x 0-34 = 7-59, 0-18 x 0-35 = 7-77, 0-18 x 0-36 = 8-16, 0-18 x 0-37 = 8-34, 0-18 x 0-38 = 8-52, 0-18 x 0-39 = 8-70, 0-18 x 0-40 = 9-9, 0-18 x 0-41 = 9-27, 0-18 x 0-42 = 9-45, 0-18 x 0-43 = 9-63, 0-18 x 0-44 = 10-2, 0-18 x 0-45 = 10-20, 0-18 x 0-46 = 10-38, 0-18 x 0-47 = 10-56, 0-18 x 0-48 = 10-74, 0-18 x 0-49 = 11-13, 0-18 x 0-50 = 11-31, 0-18 x 0-51 = 11-49, 0-18 x 0-52 = 11-67, 0-18 x 0-53 = 12-6, 0-18 x 0-54 = 12-24, 0-18 x 0-55 = 12-42, 0-18 x 0-56 = 12-60, 0-18 x 0-57 = 12-78, 0-18 x 0-58 = 13-17, 0-18 x 0-59 = 13-35, 0-18 x 0-60 = 13-53, 0-18 x 0-61 = 13-71, 0-18 x 0-62 = 14-10, 0-18 x 0-63 = 14-28, 0-18 x 0-64 = 14-46, 0-18 x 0-65 = 14-64, 0-18 x 0-66 = 15-3, 0-18 x 0-67 = 15-21, 0-18 x 0-68 = 15-39, 0-18 x 0-69 = 15-57, 0-18 x 0-70 = 15-75, 0-18 x 0-71 = 16-14, 0-18 x 0-72 = 16-32, 0-18 x 0-73 = 16-50, 0-18 x 0-74 = 16-68, 0-18 x 0-75 = 17-7, 0-18 x 0-76 = 17-25, 0-18 x 0-77 = 17-43, 0-18 x 0-78 = 17-61, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 0-76, 0-19 x 0-5 = 1-16, 0-19 x 0-6 = 1-35, 0-19 x 0-7 = 1-54, 0-19 x 0-8 = 1-73, 0-19 x 0-9 = 2-13, 0-19 x 0-10 = 2-32, 0-19 x 0-11 = 2-51, 0-19 x 0-12 = 2-70, 0-19 x 0-13 = 3-10, 0-19 x 0-14 = 3-29, 0-19 x 0-15 = 3-48, 0-19 x 0-16 = 3-67, 0-19 x 0-17 = 4-7, 0-19 x 0-18 = 4-26, 0-19 x 0-19 = 4-45, 0-19 x 0-20 = 4-64, 0-19 x 0-21 = 5-4, 0-19 x 0-22 = 5-23, 0-19 x 0-23 = 5-42, 0-19 x 0-24 = 5-61, 0-19 x 0-25 = 6-1, 0-19 x 0-26 = 6-20, 0-19 x 0-27 = 6-39, 0-19 x 0-28 = 6-58, 0-19 x 0-29 = 6-77, 0-19 x 0-30 = 7-17, 0-19 x 0-31 = 7-36, 0-19 x 0-32 = 7-55, 0-19 x 0-33 = 7-74, 0-19 x 0-34 = 8-14, 0-19 x 0-35 = 8-33, 0-19 x 0-36 = 8-52, 0-19 x 0-37 = 8-71, 0-19 x 0-38 = 9-11, 0-19 x 0-39 = 9-30, 0-19 x 0-40 = 9-49, 0-19 x 0-41 = 9-68, 0-19 x 0-42 = 10-8, 0-19 x 0-43 = 10-27, 0-19 x 0-44 = 10-46, 0-19 x 0-45 = 10-65, 0-19 x 0-46 = 11-5, 0-19 x 0-47 = 11-24, 0-19 x 0-48 = 11-43, 0-19 x 0-49 = 11-62, 0-19 x 0-50 = 12-2, 0-19 x 0-51 = 12-21, 0-19 x 0-52 = 12-40, 0-19 x 0-53 = 12-59, 0-19 x 0-54 = 12-78, 0-19 x 0-55 = 13-18, 0-19 x 0-56 = 13-37, 0-19 x 0-57 = 13-56, 0-19 x 0-58 = 13-75, 0-19 x 0-59 = 14-15, 0-19 x 0-60 = 14-34, 0-19 x 0-61 = 14-53, 0-19 x 0-62 = 14-72, 0-19 x 0-63 = 15-12, 0-19 x 0-64 = 15-31, 0-19 x 0-65 = 15-50, 0-19 x 0-66 = 15-69, 0-19 x 0-67 = 16-9, 0-19 x 0-68 = 16-28, 0-19 x 0-69 = 16-47, 0-19 x 0-70 = 16-66, 0-19 x 0-71 = 17-6, 0-19 x 0-72 = 17-25, 0-19 x 0-73 = 17-44, 0-19 x 0-74 = 17-63, 0-19 x 0-75 = 18-3, 0-19 x 0-76 = 18-22, 0-19 x 0-77 = 18-41, 0-19 x 0-78 = 18-60, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 1-1, 0-20 x 0-5 = 1-21, 0-20 x 0-6 = 1-41, 0-20 x 0-7 = 1-61, 0-20 x 0-8 = 2-2, 0-20 x 0-9 = 2-22, 0-20 x 0-10 = 2-42, 0-20 x 0-11 = 2-62, 0-20 x 0-12 = 3-3, 0-20 x 0-13 = 3-23, 0-20 x 0-14 = 3-43, 0-20 x 0-15 = 3-63, 0-20 x 0-16 = 4-4, 0-20 x 0-17 = 4-24, 0-20 x 0-18 = 4-44, 0-20 x 0-19 = 4-64, 0-20 x 0-20 = 5-5, 0-20 x 0-21 = 5-25, 0-20 x 0-22 = 5-45, 0-20 x 0-23 = 5-65, 0-20 x 0-24 = 6-6, 0-20 x 0-25 = 6-26, 0-20 x 0-26 = 6-46, 0-20 x 0-27 = 6-66, 0-20 x 0-28 = 7-7, 0-20 x 0-29 = 7-27, 0-20 x 0-30 = 7-47, 0-20 x 0-31 = 7-67, 0-20 x 0-32 = 8-8, 0-20 x 0-33 = 8-28, 0-20 x 0-34 = 8-48, 0-20 x 0-35 = 8-68, 0-20 x 0-36 = 9-9, 0-20 x 0-37 = 9-29, 0-20 x 0-38 = 9-49, 0-20 x 0-39 = 9-69, 0-20 x 0-40 = 10-10, 0-20 x 0-41 = 10-30, 0-20 x 0-42 = 10-50, 0-20 x 0-43 = 10-70, 0-20 x 0-44 = 11-11, 0-20 x 0-45 = 11-31, 0-20 x 0-46 = 11-51, 0-20 x 0-47 = 11-71, 0-20 x 0-48 = 12-12, 0-20 x 0-49 = 12-32, 0-20 x 0-50 = 12-52, 0-20 x 0-51 = 12-72, 0-20 x 0-52 = 13-13, 0-20 x 0-53 = 13-33, 0-20 x 0-54 = 13-53, 0-20 x 0-55 = 13-73, 0-20 x 0-56 = 14-14, 0-20 x 0-57 = 14-34, 0-20 x 0-58 = 14-54, 0-20 x 0-59 = 14-74, 0-20 x 0-60 = 15-15, 0-20 x 0-61 = 15-35, 0-20 x 0-62 = 15-55, 0-20 x 0-63 = 15-75, 0-20 x 0-64 = 16-16, 0-20 x 0-65 = 16-36, 0-20 x 0-66 = 16-56, 0-20 x 0-67 = 16-76, 0-20 x 0-68 = 17-17, 0-20 x 0-69 = 17-37, 0-20 x 0-70 = 17-57, 0-20 x 0-71 = 17-77, 0-20 x 0-72 = 18-18, 0-20 x 0-73 = 18-38, 0-20 x 0-74 = 18-58, 0-20 x 0-75 = 18-78, 0-20 x 0-76 = 19-19, 0-20 x 0-77 = 19-39, 0-20 x 0-78 = 19-59, 
