11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 1-0, 11 x 6 = 1-11, 11 x 7 = 1-22, 11 x 8 = 1-33, 11 x 9 = 1-44, 11 x 10 = 2-0, 11 x 11 = 2-11, 11 x 12 = 2-22, 11 x 13 = 2-33, 11 x 14 = 2-44, 11 x 15 = 3-0, 11 x 16 = 3-11, 11 x 17 = 3-22, 11 x 18 = 3-33, 11 x 19 = 3-44, 11 x 20 = 4-0, 11 x 21 = 4-11, 11 x 22 = 4-22, 11 x 23 = 4-33, 11 x 24 = 4-44, 11 x 25 = 5-0, 11 x 26 = 5-11, 11 x 27 = 5-22, 11 x 28 = 5-33, 11 x 29 = 5-44, 11 x 30 = 6-0, 11 x 31 = 6-11, 11 x 32 = 6-22, 11 x 33 = 6-33, 11 x 34 = 6-44, 11 x 35 = 7-0, 11 x 36 = 7-11, 11 x 37 = 7-22, 11 x 38 = 7-33, 11 x 39 = 7-44, 11 x 40 = 8-0, 11 x 41 = 8-11, 11 x 42 = 8-22, 11 x 43 = 8-33, 11 x 44 = 8-44, 11 x 45 = 9-0, 11 x 46 = 9-11, 11 x 47 = 9-22, 11 x 48 = 9-33, 11 x 49 = 9-44, 11 x 50 = 10-0, 11 x 51 = 10-11, 11 x 52 = 10-22, 11 x 53 = 10-33, 11 x 54 = 10-44, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 1-5, 12 x 6 = 1-17, 12 x 7 = 1-29, 12 x 8 = 1-41, 12 x 9 = 1-53, 12 x 10 = 2-10, 12 x 11 = 2-22, 12 x 12 = 2-34, 12 x 13 = 2-46, 12 x 14 = 3-3, 12 x 15 = 3-15, 12 x 16 = 3-27, 12 x 17 = 3-39, 12 x 18 = 3-51, 12 x 19 = 4-8, 12 x 20 = 4-20, 12 x 21 = 4-32, 12 x 22 = 4-44, 12 x 23 = 5-1, 12 x 24 = 5-13, 12 x 25 = 5-25, 12 x 26 = 5-37, 12 x 27 = 5-49, 12 x 28 = 6-6, 12 x 29 = 6-18, 12 x 30 = 6-30, 12 x 31 = 6-42, 12 x 32 = 6-54, 12 x 33 = 7-11, 12 x 34 = 7-23, 12 x 35 = 7-35, 12 x 36 = 7-47, 12 x 37 = 8-4, 12 x 38 = 8-16, 12 x 39 = 8-28, 12 x 40 = 8-40, 12 x 41 = 8-52, 12 x 42 = 9-9, 12 x 43 = 9-21, 12 x 44 = 9-33, 12 x 45 = 9-45, 12 x 46 = 10-2, 12 x 47 = 10-14, 12 x 48 = 10-26, 12 x 49 = 10-38, 12 x 50 = 10-50, 12 x 51 = 11-7, 12 x 52 = 11-19, 12 x 53 = 11-31, 12 x 54 = 11-43, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 1-10, 13 x 6 = 1-23, 13 x 7 = 1-36, 13 x 8 = 1-49, 13 x 9 = 2-7, 13 x 10 = 2-20, 13 x 11 = 2-33, 13 x 12 = 2-46, 13 x 13 = 3-4, 13 x 14 = 3-17, 13 x 15 = 3-30, 13 x 16 = 3-43, 13 x 17 = 4-1, 13 x 18 = 4-14, 13 x 19 = 4-27, 13 x 20 = 4-40, 13 x 21 = 4-53, 13 x 22 = 5-11, 13 x 23 = 5-24, 13 x 24 = 5-37, 13 x 25 = 5-50, 13 x 26 = 6-8, 13 x 27 = 6-21, 13 x 28 = 6-34, 13 x 29 = 6-47, 13 x 30 = 7-5, 13 x 31 = 7-18, 13 x 32 = 7-31, 13 x 33 = 7-44, 13 x 34 = 8-2, 13 x 35 = 8-15, 13 x 36 = 8-28, 13 x 37 = 8-41, 13 x 38 = 8-54, 13 x 39 = 9-12, 13 x 40 = 9-25, 13 x 41 = 9-38, 13 x 42 = 9-51, 13 x 43 = 10-9, 13 x 44 = 10-22, 13 x 45 = 10-35, 13 x 46 = 10-48, 13 x 47 = 11-6, 13 x 48 = 11-19, 13 x 49 = 11-32, 13 x 50 = 11-45, 13 x 51 = 12-3, 13 x 52 = 12-16, 13 x 53 = 12-29, 13 x 54 = 12-42, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 1-1, 14 x 5 = 1-15, 14 x 6 = 1-29, 14 x 7 = 1-43, 14 x 8 = 2-2, 14 x 9 = 2-16, 14 x 10 = 2-30, 14 x 11 = 2-44, 14 x 12 = 3-3, 14 x 13 = 3-17, 14 x 14 = 3-31, 14 x 15 = 3-45, 14 x 16 = 4-4, 14 x 17 = 4-18, 14 x 18 = 4-32, 14 x 19 = 4-46, 14 x 20 = 5-5, 14 x 21 = 5-19, 14 x 22 = 5-33, 14 x 23 = 5-47, 14 x 24 = 6-6, 14 x 25 = 6-20, 14 x 26 = 6-34, 14 x 27 = 6-48, 14 x 28 = 7-7, 14 x 29 = 7-21, 14 x 30 = 7-35, 14 x 31 = 7-49, 14 x 32 = 8-8, 14 x 33 = 8-22, 14 x 34 = 8-36, 14 x 35 = 8-50, 14 x 36 = 9-9, 14 x 37 = 9-23, 14 x 38 = 9-37, 14 x 39 = 9-51, 14 x 40 = 10-10, 14 x 41 = 10-24, 14 x 42 = 10-38, 14 x 43 = 10-52, 14 x 44 = 11-11, 14 x 45 = 11-25, 14 x 46 = 11-39, 14 x 47 = 11-53, 14 x 48 = 12-12, 14 x 49 = 12-26, 14 x 50 = 12-40, 14 x 51 = 12-54, 14 x 52 = 13-13, 14 x 53 = 13-27, 14 x 54 = 13-41, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 1-5, 15 x 5 = 1-20, 15 x 6 = 1-35, 15 x 7 = 1-50, 15 x 8 = 2-10, 15 x 9 = 2-25, 15 x 10 = 2-40, 15 x 11 = 3-0, 15 x 12 = 3-15, 15 x 13 = 3-30, 15 x 14 = 3-45, 15 x 15 = 4-5, 15 x 16 = 4-20, 15 x 17 = 4-35, 15 x 18 = 4-50, 15 x 19 = 5-10, 15 x 20 = 5-25, 15 x 21 = 5-40, 15 x 22 = 6-0, 15 x 23 = 6-15, 15 x 24 = 6-30, 15 x 25 = 6-45, 15 x 26 = 7-5, 15 x 27 = 7-20, 15 x 28 = 7-35, 15 x 29 = 7-50, 15 x 30 = 8-10, 15 x 31 = 8-25, 15 x 32 = 8-40, 15 x 33 = 9-0, 15 x 34 = 9-15, 15 x 35 = 9-30, 15 x 36 = 9-45, 15 x 37 = 10-5, 15 x 38 = 10-20, 15 x 39 = 10-35, 15 x 40 = 10-50, 15 x 41 = 11-10, 15 x 42 = 11-25, 15 x 43 = 11-40, 15 x 44 = 12-0, 15 x 45 = 12-15, 15 x 46 = 12-30, 15 x 47 = 12-45, 15 x 48 = 13-5, 15 x 49 = 13-20, 15 x 50 = 13-35, 15 x 51 = 13-50, 15 x 52 = 14-10, 15 x 53 = 14-25, 15 x 54 = 14-40, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 1-9, 16 x 5 = 1-25, 16 x 6 = 1-41, 16 x 7 = 2-2, 16 x 8 = 2-18, 16 x 9 = 2-34, 16 x 10 = 2-50, 16 x 11 = 3-11, 16 x 12 = 3-27, 16 x 13 = 3-43, 16 x 14 = 4-4, 16 x 15 = 4-20, 16 x 16 = 4-36, 16 x 17 = 4-52, 16 x 18 = 5-13, 16 x 19 = 5-29, 16 x 20 = 5-45, 16 x 21 = 6-6, 16 x 22 = 6-22, 16 x 23 = 6-38, 16 x 24 = 6-54, 16 x 25 = 7-15, 16 x 26 = 7-31, 16 x 27 = 7-47, 16 x 28 = 8-8, 16 x 29 = 8-24, 16 x 30 = 8-40, 16 x 31 = 9-1, 16 x 32 = 9-17, 16 x 33 = 9-33, 16 x 34 = 9-49, 16 x 35 = 10-10, 16 x 36 = 10-26, 16 x 37 = 10-42, 16 x 38 = 11-3, 16 x 39 = 11-19, 16 x 40 = 11-35, 16 x 41 = 11-51, 16 x 42 = 12-12, 16 x 43 = 12-28, 16 x 44 = 12-44, 16 x 45 = 13-5, 16 x 46 = 13-21, 16 x 47 = 13-37, 16 x 48 = 13-53, 16 x 49 = 14-14, 16 x 50 = 14-30, 16 x 51 = 14-46, 16 x 52 = 15-7, 16 x 53 = 15-23, 16 x 54 = 15-39, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 1-13, 17 x 5 = 1-30, 17 x 6 = 1-47, 17 x 7 = 2-9, 17 x 8 = 2-26, 17 x 9 = 2-43, 17 x 10 = 3-5, 17 x 11 = 3-22, 17 x 12 = 3-39, 17 x 13 = 4-1, 17 x 14 = 4-18, 17 x 15 = 4-35, 17 x 16 = 4-52, 17 x 17 = 5-14, 17 x 18 = 5-31, 17 x 19 = 5-48, 17 x 20 = 6-10, 17 x 21 = 6-27, 17 x 22 = 6-44, 17 x 23 = 7-6, 17 x 24 = 7-23, 17 x 25 = 7-40, 17 x 26 = 8-2, 17 x 27 = 8-19, 17 x 28 = 8-36, 17 x 29 = 8-53, 17 x 30 = 9-15, 17 x 31 = 9-32, 17 x 32 = 9-49, 17 x 33 = 10-11, 17 x 34 = 10-28, 17 x 35 = 10-45, 17 x 36 = 11-7, 17 x 37 = 11-24, 17 x 38 = 11-41, 17 x 39 = 12-3, 17 x 40 = 12-20, 17 x 41 = 12-37, 17 x 42 = 12-54, 17 x 43 = 13-16, 17 x 44 = 13-33, 17 x 45 = 13-50, 17 x 46 = 14-12, 17 x 47 = 14-29, 17 x 48 = 14-46, 17 x 49 = 15-8, 17 x 50 = 15-25, 17 x 51 = 15-42, 17 x 52 = 16-4, 17 x 53 = 16-21, 17 x 54 = 16-38, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 1-17, 18 x 5 = 1-35, 18 x 6 = 1-53, 18 x 7 = 2-16, 18 x 8 = 2-34, 18 x 9 = 2-52, 18 x 10 = 3-15, 18 x 11 = 3-33, 18 x 12 = 3-51, 18 x 13 = 4-14, 18 x 14 = 4-32, 18 x 15 = 4-50, 18 x 16 = 5-13, 18 x 17 = 5-31, 18 x 18 = 5-49, 18 x 19 = 6-12, 18 x 20 = 6-30, 18 x 21 = 6-48, 18 x 22 = 7-11, 18 x 23 = 7-29, 18 x 24 = 7-47, 18 x 25 = 8-10, 18 x 26 = 8-28, 18 x 27 = 8-46, 18 x 28 = 9-9, 18 x 29 = 9-27, 18 x 30 = 9-45, 18 x 31 = 10-8, 18 x 32 = 10-26, 18 x 33 = 10-44, 18 x 34 = 11-7, 18 x 35 = 11-25, 18 x 36 = 11-43, 18 x 37 = 12-6, 18 x 38 = 12-24, 18 x 39 = 12-42, 18 x 40 = 13-5, 18 x 41 = 13-23, 18 x 42 = 13-41, 18 x 43 = 14-4, 18 x 44 = 14-22, 18 x 45 = 14-40, 18 x 46 = 15-3, 18 x 47 = 15-21, 18 x 48 = 15-39, 18 x 49 = 16-2, 18 x 50 = 16-20, 18 x 51 = 16-38, 18 x 52 = 17-1, 18 x 53 = 17-19, 18 x 54 = 17-37, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 1-2, 19 x 4 = 1-21, 19 x 5 = 1-40, 19 x 6 = 2-4, 19 x 7 = 2-23, 19 x 8 = 2-42, 19 x 9 = 3-6, 19 x 10 = 3-25, 19 x 11 = 3-44, 19 x 12 = 4-8, 19 x 13 = 4-27, 19 x 14 = 4-46, 19 x 15 = 5-10, 19 x 16 = 5-29, 19 x 17 = 5-48, 19 x 18 = 6-12, 19 x 19 = 6-31, 19 x 20 = 6-50, 19 x 21 = 7-14, 19 x 22 = 7-33, 19 x 23 = 7-52, 19 x 24 = 8-16, 19 x 25 = 8-35, 19 x 26 = 8-54, 19 x 27 = 9-18, 19 x 28 = 9-37, 19 x 29 = 10-1, 19 x 30 = 10-20, 19 x 31 = 10-39, 19 x 32 = 11-3, 19 x 33 = 11-22, 19 x 34 = 11-41, 19 x 35 = 12-5, 19 x 36 = 12-24, 19 x 37 = 12-43, 19 x 38 = 13-7, 19 x 39 = 13-26, 19 x 40 = 13-45, 19 x 41 = 14-9, 19 x 42 = 14-28, 19 x 43 = 14-47, 19 x 44 = 15-11, 19 x 45 = 15-30, 19 x 46 = 15-49, 19 x 47 = 16-13, 19 x 48 = 16-32, 19 x 49 = 16-51, 19 x 50 = 17-15, 19 x 51 = 17-34, 19 x 52 = 17-53, 19 x 53 = 18-17, 19 x 54 = 18-36, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 1-5, 20 x 4 = 1-25, 20 x 5 = 1-45, 20 x 6 = 2-10, 20 x 7 = 2-30, 20 x 8 = 2-50, 20 x 9 = 3-15, 20 x 10 = 3-35, 20 x 11 = 4-0, 20 x 12 = 4-20, 20 x 13 = 4-40, 20 x 14 = 5-5, 20 x 15 = 5-25, 20 x 16 = 5-45, 20 x 17 = 6-10, 20 x 18 = 6-30, 20 x 19 = 6-50, 20 x 20 = 7-15, 20 x 21 = 7-35, 20 x 22 = 8-0, 20 x 23 = 8-20, 20 x 24 = 8-40, 20 x 25 = 9-5, 20 x 26 = 9-25, 20 x 27 = 9-45, 20 x 28 = 10-10, 20 x 29 = 10-30, 20 x 30 = 10-50, 20 x 31 = 11-15, 20 x 32 = 11-35, 20 x 33 = 12-0, 20 x 34 = 12-20, 20 x 35 = 12-40, 20 x 36 = 13-5, 20 x 37 = 13-25, 20 x 38 = 13-45, 20 x 39 = 14-10, 20 x 40 = 14-30, 20 x 41 = 14-50, 20 x 42 = 15-15, 20 x 43 = 15-35, 20 x 44 = 16-0, 20 x 45 = 16-20, 20 x 46 = 16-40, 20 x 47 = 17-5, 20 x 48 = 17-25, 20 x 49 = 17-45, 20 x 50 = 18-10, 20 x 51 = 18-30, 20 x 52 = 18-50, 20 x 53 = 19-15, 20 x 54 = 19-35, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 1-8, 21 x 4 = 1-29, 21 x 5 = 1-50, 21 x 6 = 2-16, 21 x 7 = 2-37, 21 x 8 = 3-3, 21 x 9 = 3-24, 21 x 10 = 3-45, 21 x 11 = 4-11, 21 x 12 = 4-32, 21 x 13 = 4-53, 21 x 14 = 5-19, 21 x 15 = 5-40, 21 x 16 = 6-6, 21 x 17 = 6-27, 21 x 18 = 6-48, 21 x 19 = 7-14, 21 x 20 = 7-35, 21 x 21 = 8-1, 21 x 22 = 8-22, 21 x 23 = 8-43, 21 x 24 = 9-9, 21 x 25 = 9-30, 21 x 26 = 9-51, 21 x 27 = 10-17, 21 x 28 = 10-38, 21 x 29 = 11-4, 21 x 30 = 11-25, 21 x 31 = 11-46, 21 x 32 = 12-12, 21 x 33 = 12-33, 21 x 34 = 12-54, 21 x 35 = 13-20, 21 x 36 = 13-41, 21 x 37 = 14-7, 21 x 38 = 14-28, 21 x 39 = 14-49, 21 x 40 = 15-15, 21 x 41 = 15-36, 21 x 42 = 16-2, 21 x 43 = 16-23, 21 x 44 = 16-44, 21 x 45 = 17-10, 21 x 46 = 17-31, 21 x 47 = 17-52, 21 x 48 = 18-18, 21 x 49 = 18-39, 21 x 50 = 19-5, 21 x 51 = 19-26, 21 x 52 = 19-47, 21 x 53 = 20-13, 21 x 54 = 20-34, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 1-11, 22 x 4 = 1-33, 22 x 5 = 2-0, 22 x 6 = 2-22, 22 x 7 = 2-44, 22 x 8 = 3-11, 22 x 9 = 3-33, 22 x 10 = 4-0, 22 x 11 = 4-22, 22 x 12 = 4-44, 22 x 13 = 5-11, 22 x 14 = 5-33, 22 x 15 = 6-0, 22 x 16 = 6-22, 22 x 17 = 6-44, 22 x 18 = 7-11, 22 x 19 = 7-33, 22 x 20 = 8-0, 22 x 21 = 8-22, 22 x 22 = 8-44, 22 x 23 = 9-11, 22 x 24 = 9-33, 22 x 25 = 10-0, 22 x 26 = 10-22, 22 x 27 = 10-44, 22 x 28 = 11-11, 22 x 29 = 11-33, 22 x 30 = 12-0, 22 x 31 = 12-22, 22 x 32 = 12-44, 22 x 33 = 13-11, 22 x 34 = 13-33, 22 x 35 = 14-0, 22 x 36 = 14-22, 22 x 37 = 14-44, 22 x 38 = 15-11, 22 x 39 = 15-33, 22 x 40 = 16-0, 22 x 41 = 16-22, 22 x 42 = 16-44, 22 x 43 = 17-11, 22 x 44 = 17-33, 22 x 45 = 18-0, 22 x 46 = 18-22, 22 x 47 = 18-44, 22 x 48 = 19-11, 22 x 49 = 19-33, 22 x 50 = 20-0, 22 x 51 = 20-22, 22 x 52 = 20-44, 22 x 53 = 21-11, 22 x 54 = 21-33, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 1-14, 23 x 4 = 1-37, 23 x 5 = 2-5, 23 x 6 = 2-28, 23 x 7 = 2-51, 23 x 8 = 3-19, 23 x 9 = 3-42, 23 x 10 = 4-10, 23 x 11 = 4-33, 23 x 12 = 5-1, 23 x 13 = 5-24, 23 x 14 = 5-47, 23 x 15 = 6-15, 23 x 16 = 6-38, 23 x 17 = 7-6, 23 x 18 = 7-29, 23 x 19 = 7-52, 23 x 20 = 8-20, 23 x 21 = 8-43, 23 x 22 = 9-11, 23 x 23 = 9-34, 23 x 24 = 10-2, 23 x 25 = 10-25, 23 x 26 = 10-48, 23 x 27 = 11-16, 23 x 28 = 11-39, 23 x 29 = 12-7, 23 x 30 = 12-30, 23 x 31 = 12-53, 23 x 32 = 13-21, 23 x 33 = 13-44, 23 x 34 = 14-12, 23 x 35 = 14-35, 23 x 36 = 15-3, 23 x 37 = 15-26, 23 x 38 = 15-49, 23 x 39 = 16-17, 23 x 40 = 16-40, 23 x 41 = 17-8, 23 x 42 = 17-31, 23 x 43 = 17-54, 23 x 44 = 18-22, 23 x 45 = 18-45, 23 x 46 = 19-13, 23 x 47 = 19-36, 23 x 48 = 20-4, 23 x 49 = 20-27, 23 x 50 = 20-50, 23 x 51 = 21-18, 23 x 52 = 21-41, 23 x 53 = 22-9, 23 x 54 = 22-32, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 1-17, 24 x 4 = 1-41, 24 x 5 = 2-10, 24 x 6 = 2-34, 24 x 7 = 3-3, 24 x 8 = 3-27, 24 x 9 = 3-51, 24 x 10 = 4-20, 24 x 11 = 4-44, 24 x 12 = 5-13, 24 x 13 = 5-37, 24 x 14 = 6-6, 24 x 15 = 6-30, 24 x 16 = 6-54, 24 x 17 = 7-23, 24 x 18 = 7-47, 24 x 19 = 8-16, 24 x 20 = 8-40, 24 x 21 = 9-9, 24 x 22 = 9-33, 24 x 23 = 10-2, 24 x 24 = 10-26, 24 x 25 = 10-50, 24 x 26 = 11-19, 24 x 27 = 11-43, 24 x 28 = 12-12, 24 x 29 = 12-36, 24 x 30 = 13-5, 24 x 31 = 13-29, 24 x 32 = 13-53, 24 x 33 = 14-22, 24 x 34 = 14-46, 24 x 35 = 15-15, 24 x 36 = 15-39, 24 x 37 = 16-8, 24 x 38 = 16-32, 24 x 39 = 17-1, 24 x 40 = 17-25, 24 x 41 = 17-49, 24 x 42 = 18-18, 24 x 43 = 18-42, 24 x 44 = 19-11, 24 x 45 = 19-35, 24 x 46 = 20-4, 24 x 47 = 20-28, 24 x 48 = 20-52, 24 x 49 = 21-21, 24 x 50 = 21-45, 24 x 51 = 22-14, 24 x 52 = 22-38, 24 x 53 = 23-7, 24 x 54 = 23-31, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 1-20, 25 x 4 = 1-45, 25 x 5 = 2-15, 25 x 6 = 2-40, 25 x 7 = 3-10, 25 x 8 = 3-35, 25 x 9 = 4-5, 25 x 10 = 4-30, 25 x 11 = 5-0, 25 x 12 = 5-25, 25 x 13 = 5-50, 25 x 14 = 6-20, 25 x 15 = 6-45, 25 x 16 = 7-15, 25 x 17 = 7-40, 25 x 18 = 8-10, 25 x 19 = 8-35, 25 x 20 = 9-5, 25 x 21 = 9-30, 25 x 22 = 10-0, 25 x 23 = 10-25, 25 x 24 = 10-50, 25 x 25 = 11-20, 25 x 26 = 11-45, 25 x 27 = 12-15, 25 x 28 = 12-40, 25 x 29 = 13-10, 25 x 30 = 13-35, 25 x 31 = 14-5, 25 x 32 = 14-30, 25 x 33 = 15-0, 25 x 34 = 15-25, 25 x 35 = 15-50, 25 x 36 = 16-20, 25 x 37 = 16-45, 25 x 38 = 17-15, 25 x 39 = 17-40, 25 x 40 = 18-10, 25 x 41 = 18-35, 25 x 42 = 19-5, 25 x 43 = 19-30, 25 x 44 = 20-0, 25 x 45 = 20-25, 25 x 46 = 20-50, 25 x 47 = 21-20, 25 x 48 = 21-45, 25 x 49 = 22-15, 25 x 50 = 22-40, 25 x 51 = 23-10, 25 x 52 = 23-35, 25 x 53 = 24-5, 25 x 54 = 24-30, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 1-23, 26 x 4 = 1-49, 26 x 5 = 2-20, 26 x 6 = 2-46, 26 x 7 = 3-17, 26 x 8 = 3-43, 26 x 9 = 4-14, 26 x 10 = 4-40, 26 x 11 = 5-11, 26 x 12 = 5-37, 26 x 13 = 6-8, 26 x 14 = 6-34, 26 x 15 = 7-5, 26 x 16 = 7-31, 26 x 17 = 8-2, 26 x 18 = 8-28, 26 x 19 = 8-54, 26 x 20 = 9-25, 26 x 21 = 9-51, 26 x 22 = 10-22, 26 x 23 = 10-48, 26 x 24 = 11-19, 26 x 25 = 11-45, 26 x 26 = 12-16, 26 x 27 = 12-42, 26 x 28 = 13-13, 26 x 29 = 13-39, 26 x 30 = 14-10, 26 x 31 = 14-36, 26 x 32 = 15-7, 26 x 33 = 15-33, 26 x 34 = 16-4, 26 x 35 = 16-30, 26 x 36 = 17-1, 26 x 37 = 17-27, 26 x 38 = 17-53, 26 x 39 = 18-24, 26 x 40 = 18-50, 26 x 41 = 19-21, 26 x 42 = 19-47, 26 x 43 = 20-18, 26 x 44 = 20-44, 26 x 45 = 21-15, 26 x 46 = 21-41, 26 x 47 = 22-12, 26 x 48 = 22-38, 26 x 49 = 23-9, 26 x 50 = 23-35, 26 x 51 = 24-6, 26 x 52 = 24-32, 26 x 53 = 25-3, 26 x 54 = 25-29, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 1-26, 27 x 4 = 1-53, 27 x 5 = 2-25, 27 x 6 = 2-52, 27 x 7 = 3-24, 27 x 8 = 3-51, 27 x 9 = 4-23, 27 x 10 = 4-50, 27 x 11 = 5-22, 27 x 12 = 5-49, 27 x 13 = 6-21, 27 x 14 = 6-48, 27 x 15 = 7-20, 27 x 16 = 7-47, 27 x 17 = 8-19, 27 x 18 = 8-46, 27 x 19 = 9-18, 27 x 20 = 9-45, 27 x 21 = 10-17, 27 x 22 = 10-44, 27 x 23 = 11-16, 27 x 24 = 11-43, 27 x 25 = 12-15, 27 x 26 = 12-42, 27 x 27 = 13-14, 27 x 28 = 13-41, 27 x 29 = 14-13, 27 x 30 = 14-40, 27 x 31 = 15-12, 27 x 32 = 15-39, 27 x 33 = 16-11, 27 x 34 = 16-38, 27 x 35 = 17-10, 27 x 36 = 17-37, 27 x 37 = 18-9, 27 x 38 = 18-36, 27 x 39 = 19-8, 27 x 40 = 19-35, 27 x 41 = 20-7, 27 x 42 = 20-34, 27 x 43 = 21-6, 27 x 44 = 21-33, 27 x 45 = 22-5, 27 x 46 = 22-32, 27 x 47 = 23-4, 27 x 48 = 23-31, 27 x 49 = 24-3, 27 x 50 = 24-30, 27 x 51 = 25-2, 27 x 52 = 25-29, 27 x 53 = 26-1, 27 x 54 = 26-28, 
28 x 1 = 0-28, 28 x 2 = 1-1, 28 x 3 = 1-29, 28 x 4 = 2-2, 28 x 5 = 2-30, 28 x 6 = 3-3, 28 x 7 = 3-31, 28 x 8 = 4-4, 28 x 9 = 4-32, 28 x 10 = 5-5, 28 x 11 = 5-33, 28 x 12 = 6-6, 28 x 13 = 6-34, 28 x 14 = 7-7, 28 x 15 = 7-35, 28 x 16 = 8-8, 28 x 17 = 8-36, 28 x 18 = 9-9, 28 x 19 = 9-37, 28 x 20 = 10-10, 28 x 21 = 10-38, 28 x 22 = 11-11, 28 x 23 = 11-39, 28 x 24 = 12-12, 28 x 25 = 12-40, 28 x 26 = 13-13, 28 x 27 = 13-41, 28 x 28 = 14-14, 28 x 29 = 14-42, 28 x 30 = 15-15, 28 x 31 = 15-43, 28 x 32 = 16-16, 28 x 33 = 16-44, 28 x 34 = 17-17, 28 x 35 = 17-45, 28 x 36 = 18-18, 28 x 37 = 18-46, 28 x 38 = 19-19, 28 x 39 = 19-47, 28 x 40 = 20-20, 28 x 41 = 20-48, 28 x 42 = 21-21, 28 x 43 = 21-49, 28 x 44 = 22-22, 28 x 45 = 22-50, 28 x 46 = 23-23, 28 x 47 = 23-51, 28 x 48 = 24-24, 28 x 49 = 24-52, 28 x 50 = 25-25, 28 x 51 = 25-53, 28 x 52 = 26-26, 28 x 53 = 26-54, 28 x 54 = 27-27, 
29 x 1 = 0-29, 29 x 2 = 1-3, 29 x 3 = 1-32, 29 x 4 = 2-6, 29 x 5 = 2-35, 29 x 6 = 3-9, 29 x 7 = 3-38, 29 x 8 = 4-12, 29 x 9 = 4-41, 29 x 10 = 5-15, 29 x 11 = 5-44, 29 x 12 = 6-18, 29 x 13 = 6-47, 29 x 14 = 7-21, 29 x 15 = 7-50, 29 x 16 = 8-24, 29 x 17 = 8-53, 29 x 18 = 9-27, 29 x 19 = 10-1, 29 x 20 = 10-30, 29 x 21 = 11-4, 29 x 22 = 11-33, 29 x 23 = 12-7, 29 x 24 = 12-36, 29 x 25 = 13-10, 29 x 26 = 13-39, 29 x 27 = 14-13, 29 x 28 = 14-42, 29 x 29 = 15-16, 29 x 30 = 15-45, 29 x 31 = 16-19, 29 x 32 = 16-48, 29 x 33 = 17-22, 29 x 34 = 17-51, 29 x 35 = 18-25, 29 x 36 = 18-54, 29 x 37 = 19-28, 29 x 38 = 20-2, 29 x 39 = 20-31, 29 x 40 = 21-5, 29 x 41 = 21-34, 29 x 42 = 22-8, 29 x 43 = 22-37, 29 x 44 = 23-11, 29 x 45 = 23-40, 29 x 46 = 24-14, 29 x 47 = 24-43, 29 x 48 = 25-17, 29 x 49 = 25-46, 29 x 50 = 26-20, 29 x 51 = 26-49, 29 x 52 = 27-23, 29 x 53 = 27-52, 29 x 54 = 28-26, 
