30 x 1 = 0-30, 30 x 2 = 1-5, 30 x 3 = 1-35, 30 x 4 = 2-10, 30 x 5 = 2-40, 30 x 6 = 3-15, 30 x 7 = 3-45, 30 x 8 = 4-20, 30 x 9 = 4-50, 30 x 10 = 5-25, 30 x 11 = 6-0, 30 x 12 = 6-30, 30 x 13 = 7-5, 30 x 14 = 7-35, 30 x 15 = 8-10, 30 x 16 = 8-40, 30 x 17 = 9-15, 30 x 18 = 9-45, 30 x 19 = 10-20, 30 x 20 = 10-50, 30 x 21 = 11-25, 30 x 22 = 12-0, 30 x 23 = 12-30, 30 x 24 = 13-5, 30 x 25 = 13-35, 30 x 26 = 14-10, 30 x 27 = 14-40, 30 x 28 = 15-15, 30 x 29 = 15-45, 30 x 30 = 16-20, 30 x 31 = 16-50, 30 x 32 = 17-25, 30 x 33 = 18-0, 30 x 34 = 18-30, 30 x 35 = 19-5, 30 x 36 = 19-35, 30 x 37 = 20-10, 30 x 38 = 20-40, 30 x 39 = 21-15, 30 x 40 = 21-45, 30 x 41 = 22-20, 30 x 42 = 22-50, 30 x 43 = 23-25, 30 x 44 = 24-0, 30 x 45 = 24-30, 30 x 46 = 25-5, 30 x 47 = 25-35, 30 x 48 = 26-10, 30 x 49 = 26-40, 30 x 50 = 27-15, 30 x 51 = 27-45, 30 x 52 = 28-20, 30 x 53 = 28-50, 30 x 54 = 29-25, 
31 x 1 = 0-31, 31 x 2 = 1-7, 31 x 3 = 1-38, 31 x 4 = 2-14, 31 x 5 = 2-45, 31 x 6 = 3-21, 31 x 7 = 3-52, 31 x 8 = 4-28, 31 x 9 = 5-4, 31 x 10 = 5-35, 31 x 11 = 6-11, 31 x 12 = 6-42, 31 x 13 = 7-18, 31 x 14 = 7-49, 31 x 15 = 8-25, 31 x 16 = 9-1, 31 x 17 = 9-32, 31 x 18 = 10-8, 31 x 19 = 10-39, 31 x 20 = 11-15, 31 x 21 = 11-46, 31 x 22 = 12-22, 31 x 23 = 12-53, 31 x 24 = 13-29, 31 x 25 = 14-5, 31 x 26 = 14-36, 31 x 27 = 15-12, 31 x 28 = 15-43, 31 x 29 = 16-19, 31 x 30 = 16-50, 31 x 31 = 17-26, 31 x 32 = 18-2, 31 x 33 = 18-33, 31 x 34 = 19-9, 31 x 35 = 19-40, 31 x 36 = 20-16, 31 x 37 = 20-47, 31 x 38 = 21-23, 31 x 39 = 21-54, 31 x 40 = 22-30, 31 x 41 = 23-6, 31 x 42 = 23-37, 31 x 43 = 24-13, 31 x 44 = 24-44, 31 x 45 = 25-20, 31 x 46 = 25-51, 31 x 47 = 26-27, 31 x 48 = 27-3, 31 x 49 = 27-34, 31 x 50 = 28-10, 31 x 51 = 28-41, 31 x 52 = 29-17, 31 x 53 = 29-48, 31 x 54 = 30-24, 
32 x 1 = 0-32, 32 x 2 = 1-9, 32 x 3 = 1-41, 32 x 4 = 2-18, 32 x 5 = 2-50, 32 x 6 = 3-27, 32 x 7 = 4-4, 32 x 8 = 4-36, 32 x 9 = 5-13, 32 x 10 = 5-45, 32 x 11 = 6-22, 32 x 12 = 6-54, 32 x 13 = 7-31, 32 x 14 = 8-8, 32 x 15 = 8-40, 32 x 16 = 9-17, 32 x 17 = 9-49, 32 x 18 = 10-26, 32 x 19 = 11-3, 32 x 20 = 11-35, 32 x 21 = 12-12, 32 x 22 = 12-44, 32 x 23 = 13-21, 32 x 24 = 13-53, 32 x 25 = 14-30, 32 x 26 = 15-7, 32 x 27 = 15-39, 32 x 28 = 16-16, 32 x 29 = 16-48, 32 x 30 = 17-25, 32 x 31 = 18-2, 32 x 32 = 18-34, 32 x 33 = 19-11, 32 x 34 = 19-43, 32 x 35 = 20-20, 32 x 36 = 20-52, 32 x 37 = 21-29, 32 x 38 = 22-6, 32 x 39 = 22-38, 32 x 40 = 23-15, 32 x 41 = 23-47, 32 x 42 = 24-24, 32 x 43 = 25-1, 32 x 44 = 25-33, 32 x 45 = 26-10, 32 x 46 = 26-42, 32 x 47 = 27-19, 32 x 48 = 27-51, 32 x 49 = 28-28, 32 x 50 = 29-5, 32 x 51 = 29-37, 32 x 52 = 30-14, 32 x 53 = 30-46, 32 x 54 = 31-23, 
33 x 1 = 0-33, 33 x 2 = 1-11, 33 x 3 = 1-44, 33 x 4 = 2-22, 33 x 5 = 3-0, 33 x 6 = 3-33, 33 x 7 = 4-11, 33 x 8 = 4-44, 33 x 9 = 5-22, 33 x 10 = 6-0, 33 x 11 = 6-33, 33 x 12 = 7-11, 33 x 13 = 7-44, 33 x 14 = 8-22, 33 x 15 = 9-0, 33 x 16 = 9-33, 33 x 17 = 10-11, 33 x 18 = 10-44, 33 x 19 = 11-22, 33 x 20 = 12-0, 33 x 21 = 12-33, 33 x 22 = 13-11, 33 x 23 = 13-44, 33 x 24 = 14-22, 33 x 25 = 15-0, 33 x 26 = 15-33, 33 x 27 = 16-11, 33 x 28 = 16-44, 33 x 29 = 17-22, 33 x 30 = 18-0, 33 x 31 = 18-33, 33 x 32 = 19-11, 33 x 33 = 19-44, 33 x 34 = 20-22, 33 x 35 = 21-0, 33 x 36 = 21-33, 33 x 37 = 22-11, 33 x 38 = 22-44, 33 x 39 = 23-22, 33 x 40 = 24-0, 33 x 41 = 24-33, 33 x 42 = 25-11, 33 x 43 = 25-44, 33 x 44 = 26-22, 33 x 45 = 27-0, 33 x 46 = 27-33, 33 x 47 = 28-11, 33 x 48 = 28-44, 33 x 49 = 29-22, 33 x 50 = 30-0, 33 x 51 = 30-33, 33 x 52 = 31-11, 33 x 53 = 31-44, 33 x 54 = 32-22, 
34 x 1 = 0-34, 34 x 2 = 1-13, 34 x 3 = 1-47, 34 x 4 = 2-26, 34 x 5 = 3-5, 34 x 6 = 3-39, 34 x 7 = 4-18, 34 x 8 = 4-52, 34 x 9 = 5-31, 34 x 10 = 6-10, 34 x 11 = 6-44, 34 x 12 = 7-23, 34 x 13 = 8-2, 34 x 14 = 8-36, 34 x 15 = 9-15, 34 x 16 = 9-49, 34 x 17 = 10-28, 34 x 18 = 11-7, 34 x 19 = 11-41, 34 x 20 = 12-20, 34 x 21 = 12-54, 34 x 22 = 13-33, 34 x 23 = 14-12, 34 x 24 = 14-46, 34 x 25 = 15-25, 34 x 26 = 16-4, 34 x 27 = 16-38, 34 x 28 = 17-17, 34 x 29 = 17-51, 34 x 30 = 18-30, 34 x 31 = 19-9, 34 x 32 = 19-43, 34 x 33 = 20-22, 34 x 34 = 21-1, 34 x 35 = 21-35, 34 x 36 = 22-14, 34 x 37 = 22-48, 34 x 38 = 23-27, 34 x 39 = 24-6, 34 x 40 = 24-40, 34 x 41 = 25-19, 34 x 42 = 25-53, 34 x 43 = 26-32, 34 x 44 = 27-11, 34 x 45 = 27-45, 34 x 46 = 28-24, 34 x 47 = 29-3, 34 x 48 = 29-37, 34 x 49 = 30-16, 34 x 50 = 30-50, 34 x 51 = 31-29, 34 x 52 = 32-8, 34 x 53 = 32-42, 34 x 54 = 33-21, 
35 x 1 = 0-35, 35 x 2 = 1-15, 35 x 3 = 1-50, 35 x 4 = 2-30, 35 x 5 = 3-10, 35 x 6 = 3-45, 35 x 7 = 4-25, 35 x 8 = 5-5, 35 x 9 = 5-40, 35 x 10 = 6-20, 35 x 11 = 7-0, 35 x 12 = 7-35, 35 x 13 = 8-15, 35 x 14 = 8-50, 35 x 15 = 9-30, 35 x 16 = 10-10, 35 x 17 = 10-45, 35 x 18 = 11-25, 35 x 19 = 12-5, 35 x 20 = 12-40, 35 x 21 = 13-20, 35 x 22 = 14-0, 35 x 23 = 14-35, 35 x 24 = 15-15, 35 x 25 = 15-50, 35 x 26 = 16-30, 35 x 27 = 17-10, 35 x 28 = 17-45, 35 x 29 = 18-25, 35 x 30 = 19-5, 35 x 31 = 19-40, 35 x 32 = 20-20, 35 x 33 = 21-0, 35 x 34 = 21-35, 35 x 35 = 22-15, 35 x 36 = 22-50, 35 x 37 = 23-30, 35 x 38 = 24-10, 35 x 39 = 24-45, 35 x 40 = 25-25, 35 x 41 = 26-5, 35 x 42 = 26-40, 35 x 43 = 27-20, 35 x 44 = 28-0, 35 x 45 = 28-35, 35 x 46 = 29-15, 35 x 47 = 29-50, 35 x 48 = 30-30, 35 x 49 = 31-10, 35 x 50 = 31-45, 35 x 51 = 32-25, 35 x 52 = 33-5, 35 x 53 = 33-40, 35 x 54 = 34-20, 
36 x 1 = 0-36, 36 x 2 = 1-17, 36 x 3 = 1-53, 36 x 4 = 2-34, 36 x 5 = 3-15, 36 x 6 = 3-51, 36 x 7 = 4-32, 36 x 8 = 5-13, 36 x 9 = 5-49, 36 x 10 = 6-30, 36 x 11 = 7-11, 36 x 12 = 7-47, 36 x 13 = 8-28, 36 x 14 = 9-9, 36 x 15 = 9-45, 36 x 16 = 10-26, 36 x 17 = 11-7, 36 x 18 = 11-43, 36 x 19 = 12-24, 36 x 20 = 13-5, 36 x 21 = 13-41, 36 x 22 = 14-22, 36 x 23 = 15-3, 36 x 24 = 15-39, 36 x 25 = 16-20, 36 x 26 = 17-1, 36 x 27 = 17-37, 36 x 28 = 18-18, 36 x 29 = 18-54, 36 x 30 = 19-35, 36 x 31 = 20-16, 36 x 32 = 20-52, 36 x 33 = 21-33, 36 x 34 = 22-14, 36 x 35 = 22-50, 36 x 36 = 23-31, 36 x 37 = 24-12, 36 x 38 = 24-48, 36 x 39 = 25-29, 36 x 40 = 26-10, 36 x 41 = 26-46, 36 x 42 = 27-27, 36 x 43 = 28-8, 36 x 44 = 28-44, 36 x 45 = 29-25, 36 x 46 = 30-6, 36 x 47 = 30-42, 36 x 48 = 31-23, 36 x 49 = 32-4, 36 x 50 = 32-40, 36 x 51 = 33-21, 36 x 52 = 34-2, 36 x 53 = 34-38, 36 x 54 = 35-19, 
37 x 1 = 0-37, 37 x 2 = 1-19, 37 x 3 = 2-1, 37 x 4 = 2-38, 37 x 5 = 3-20, 37 x 6 = 4-2, 37 x 7 = 4-39, 37 x 8 = 5-21, 37 x 9 = 6-3, 37 x 10 = 6-40, 37 x 11 = 7-22, 37 x 12 = 8-4, 37 x 13 = 8-41, 37 x 14 = 9-23, 37 x 15 = 10-5, 37 x 16 = 10-42, 37 x 17 = 11-24, 37 x 18 = 12-6, 37 x 19 = 12-43, 37 x 20 = 13-25, 37 x 21 = 14-7, 37 x 22 = 14-44, 37 x 23 = 15-26, 37 x 24 = 16-8, 37 x 25 = 16-45, 37 x 26 = 17-27, 37 x 27 = 18-9, 37 x 28 = 18-46, 37 x 29 = 19-28, 37 x 30 = 20-10, 37 x 31 = 20-47, 37 x 32 = 21-29, 37 x 33 = 22-11, 37 x 34 = 22-48, 37 x 35 = 23-30, 37 x 36 = 24-12, 37 x 37 = 24-49, 37 x 38 = 25-31, 37 x 39 = 26-13, 37 x 40 = 26-50, 37 x 41 = 27-32, 37 x 42 = 28-14, 37 x 43 = 28-51, 37 x 44 = 29-33, 37 x 45 = 30-15, 37 x 46 = 30-52, 37 x 47 = 31-34, 37 x 48 = 32-16, 37 x 49 = 32-53, 37 x 50 = 33-35, 37 x 51 = 34-17, 37 x 52 = 34-54, 37 x 53 = 35-36, 37 x 54 = 36-18, 
38 x 1 = 0-38, 38 x 2 = 1-21, 38 x 3 = 2-4, 38 x 4 = 2-42, 38 x 5 = 3-25, 38 x 6 = 4-8, 38 x 7 = 4-46, 38 x 8 = 5-29, 38 x 9 = 6-12, 38 x 10 = 6-50, 38 x 11 = 7-33, 38 x 12 = 8-16, 38 x 13 = 8-54, 38 x 14 = 9-37, 38 x 15 = 10-20, 38 x 16 = 11-3, 38 x 17 = 11-41, 38 x 18 = 12-24, 38 x 19 = 13-7, 38 x 20 = 13-45, 38 x 21 = 14-28, 38 x 22 = 15-11, 38 x 23 = 15-49, 38 x 24 = 16-32, 38 x 25 = 17-15, 38 x 26 = 17-53, 38 x 27 = 18-36, 38 x 28 = 19-19, 38 x 29 = 20-2, 38 x 30 = 20-40, 38 x 31 = 21-23, 38 x 32 = 22-6, 38 x 33 = 22-44, 38 x 34 = 23-27, 38 x 35 = 24-10, 38 x 36 = 24-48, 38 x 37 = 25-31, 38 x 38 = 26-14, 38 x 39 = 26-52, 38 x 40 = 27-35, 38 x 41 = 28-18, 38 x 42 = 29-1, 38 x 43 = 29-39, 38 x 44 = 30-22, 38 x 45 = 31-5, 38 x 46 = 31-43, 38 x 47 = 32-26, 38 x 48 = 33-9, 38 x 49 = 33-47, 38 x 50 = 34-30, 38 x 51 = 35-13, 38 x 52 = 35-51, 38 x 53 = 36-34, 38 x 54 = 37-17, 
39 x 1 = 0-39, 39 x 2 = 1-23, 39 x 3 = 2-7, 39 x 4 = 2-46, 39 x 5 = 3-30, 39 x 6 = 4-14, 39 x 7 = 4-53, 39 x 8 = 5-37, 39 x 9 = 6-21, 39 x 10 = 7-5, 39 x 11 = 7-44, 39 x 12 = 8-28, 39 x 13 = 9-12, 39 x 14 = 9-51, 39 x 15 = 10-35, 39 x 16 = 11-19, 39 x 17 = 12-3, 39 x 18 = 12-42, 39 x 19 = 13-26, 39 x 20 = 14-10, 39 x 21 = 14-49, 39 x 22 = 15-33, 39 x 23 = 16-17, 39 x 24 = 17-1, 39 x 25 = 17-40, 39 x 26 = 18-24, 39 x 27 = 19-8, 39 x 28 = 19-47, 39 x 29 = 20-31, 39 x 30 = 21-15, 39 x 31 = 21-54, 39 x 32 = 22-38, 39 x 33 = 23-22, 39 x 34 = 24-6, 39 x 35 = 24-45, 39 x 36 = 25-29, 39 x 37 = 26-13, 39 x 38 = 26-52, 39 x 39 = 27-36, 39 x 40 = 28-20, 39 x 41 = 29-4, 39 x 42 = 29-43, 39 x 43 = 30-27, 39 x 44 = 31-11, 39 x 45 = 31-50, 39 x 46 = 32-34, 39 x 47 = 33-18, 39 x 48 = 34-2, 39 x 49 = 34-41, 39 x 50 = 35-25, 39 x 51 = 36-9, 39 x 52 = 36-48, 39 x 53 = 37-32, 39 x 54 = 38-16, 
40 x 1 = 0-40, 40 x 2 = 1-25, 40 x 3 = 2-10, 40 x 4 = 2-50, 40 x 5 = 3-35, 40 x 6 = 4-20, 40 x 7 = 5-5, 40 x 8 = 5-45, 40 x 9 = 6-30, 40 x 10 = 7-15, 40 x 11 = 8-0, 40 x 12 = 8-40, 40 x 13 = 9-25, 40 x 14 = 10-10, 40 x 15 = 10-50, 40 x 16 = 11-35, 40 x 17 = 12-20, 40 x 18 = 13-5, 40 x 19 = 13-45, 40 x 20 = 14-30, 40 x 21 = 15-15, 40 x 22 = 16-0, 40 x 23 = 16-40, 40 x 24 = 17-25, 40 x 25 = 18-10, 40 x 26 = 18-50, 40 x 27 = 19-35, 40 x 28 = 20-20, 40 x 29 = 21-5, 40 x 30 = 21-45, 40 x 31 = 22-30, 40 x 32 = 23-15, 40 x 33 = 24-0, 40 x 34 = 24-40, 40 x 35 = 25-25, 40 x 36 = 26-10, 40 x 37 = 26-50, 40 x 38 = 27-35, 40 x 39 = 28-20, 40 x 40 = 29-5, 40 x 41 = 29-45, 40 x 42 = 30-30, 40 x 43 = 31-15, 40 x 44 = 32-0, 40 x 45 = 32-40, 40 x 46 = 33-25, 40 x 47 = 34-10, 40 x 48 = 34-50, 40 x 49 = 35-35, 40 x 50 = 36-20, 40 x 51 = 37-5, 40 x 52 = 37-45, 40 x 53 = 38-30, 40 x 54 = 39-15, 
41 x 1 = 0-41, 41 x 2 = 1-27, 41 x 3 = 2-13, 41 x 4 = 2-54, 41 x 5 = 3-40, 41 x 6 = 4-26, 41 x 7 = 5-12, 41 x 8 = 5-53, 41 x 9 = 6-39, 41 x 10 = 7-25, 41 x 11 = 8-11, 41 x 12 = 8-52, 41 x 13 = 9-38, 41 x 14 = 10-24, 41 x 15 = 11-10, 41 x 16 = 11-51, 41 x 17 = 12-37, 41 x 18 = 13-23, 41 x 19 = 14-9, 41 x 20 = 14-50, 41 x 21 = 15-36, 41 x 22 = 16-22, 41 x 23 = 17-8, 41 x 24 = 17-49, 41 x 25 = 18-35, 41 x 26 = 19-21, 41 x 27 = 20-7, 41 x 28 = 20-48, 41 x 29 = 21-34, 41 x 30 = 22-20, 41 x 31 = 23-6, 41 x 32 = 23-47, 41 x 33 = 24-33, 41 x 34 = 25-19, 41 x 35 = 26-5, 41 x 36 = 26-46, 41 x 37 = 27-32, 41 x 38 = 28-18, 41 x 39 = 29-4, 41 x 40 = 29-45, 41 x 41 = 30-31, 41 x 42 = 31-17, 41 x 43 = 32-3, 41 x 44 = 32-44, 41 x 45 = 33-30, 41 x 46 = 34-16, 41 x 47 = 35-2, 41 x 48 = 35-43, 41 x 49 = 36-29, 41 x 50 = 37-15, 41 x 51 = 38-1, 41 x 52 = 38-42, 41 x 53 = 39-28, 41 x 54 = 40-14, 
42 x 1 = 0-42, 42 x 2 = 1-29, 42 x 3 = 2-16, 42 x 4 = 3-3, 42 x 5 = 3-45, 42 x 6 = 4-32, 42 x 7 = 5-19, 42 x 8 = 6-6, 42 x 9 = 6-48, 42 x 10 = 7-35, 42 x 11 = 8-22, 42 x 12 = 9-9, 42 x 13 = 9-51, 42 x 14 = 10-38, 42 x 15 = 11-25, 42 x 16 = 12-12, 42 x 17 = 12-54, 42 x 18 = 13-41, 42 x 19 = 14-28, 42 x 20 = 15-15, 42 x 21 = 16-2, 42 x 22 = 16-44, 42 x 23 = 17-31, 42 x 24 = 18-18, 42 x 25 = 19-5, 42 x 26 = 19-47, 42 x 27 = 20-34, 42 x 28 = 21-21, 42 x 29 = 22-8, 42 x 30 = 22-50, 42 x 31 = 23-37, 42 x 32 = 24-24, 42 x 33 = 25-11, 42 x 34 = 25-53, 42 x 35 = 26-40, 42 x 36 = 27-27, 42 x 37 = 28-14, 42 x 38 = 29-1, 42 x 39 = 29-43, 42 x 40 = 30-30, 42 x 41 = 31-17, 42 x 42 = 32-4, 42 x 43 = 32-46, 42 x 44 = 33-33, 42 x 45 = 34-20, 42 x 46 = 35-7, 42 x 47 = 35-49, 42 x 48 = 36-36, 42 x 49 = 37-23, 42 x 50 = 38-10, 42 x 51 = 38-52, 42 x 52 = 39-39, 42 x 53 = 40-26, 42 x 54 = 41-13, 
43 x 1 = 0-43, 43 x 2 = 1-31, 43 x 3 = 2-19, 43 x 4 = 3-7, 43 x 5 = 3-50, 43 x 6 = 4-38, 43 x 7 = 5-26, 43 x 8 = 6-14, 43 x 9 = 7-2, 43 x 10 = 7-45, 43 x 11 = 8-33, 43 x 12 = 9-21, 43 x 13 = 10-9, 43 x 14 = 10-52, 43 x 15 = 11-40, 43 x 16 = 12-28, 43 x 17 = 13-16, 43 x 18 = 14-4, 43 x 19 = 14-47, 43 x 20 = 15-35, 43 x 21 = 16-23, 43 x 22 = 17-11, 43 x 23 = 17-54, 43 x 24 = 18-42, 43 x 25 = 19-30, 43 x 26 = 20-18, 43 x 27 = 21-6, 43 x 28 = 21-49, 43 x 29 = 22-37, 43 x 30 = 23-25, 43 x 31 = 24-13, 43 x 32 = 25-1, 43 x 33 = 25-44, 43 x 34 = 26-32, 43 x 35 = 27-20, 43 x 36 = 28-8, 43 x 37 = 28-51, 43 x 38 = 29-39, 43 x 39 = 30-27, 43 x 40 = 31-15, 43 x 41 = 32-3, 43 x 42 = 32-46, 43 x 43 = 33-34, 43 x 44 = 34-22, 43 x 45 = 35-10, 43 x 46 = 35-53, 43 x 47 = 36-41, 43 x 48 = 37-29, 43 x 49 = 38-17, 43 x 50 = 39-5, 43 x 51 = 39-48, 43 x 52 = 40-36, 43 x 53 = 41-24, 43 x 54 = 42-12, 
44 x 1 = 0-44, 44 x 2 = 1-33, 44 x 3 = 2-22, 44 x 4 = 3-11, 44 x 5 = 4-0, 44 x 6 = 4-44, 44 x 7 = 5-33, 44 x 8 = 6-22, 44 x 9 = 7-11, 44 x 10 = 8-0, 44 x 11 = 8-44, 44 x 12 = 9-33, 44 x 13 = 10-22, 44 x 14 = 11-11, 44 x 15 = 12-0, 44 x 16 = 12-44, 44 x 17 = 13-33, 44 x 18 = 14-22, 44 x 19 = 15-11, 44 x 20 = 16-0, 44 x 21 = 16-44, 44 x 22 = 17-33, 44 x 23 = 18-22, 44 x 24 = 19-11, 44 x 25 = 20-0, 44 x 26 = 20-44, 44 x 27 = 21-33, 44 x 28 = 22-22, 44 x 29 = 23-11, 44 x 30 = 24-0, 44 x 31 = 24-44, 44 x 32 = 25-33, 44 x 33 = 26-22, 44 x 34 = 27-11, 44 x 35 = 28-0, 44 x 36 = 28-44, 44 x 37 = 29-33, 44 x 38 = 30-22, 44 x 39 = 31-11, 44 x 40 = 32-0, 44 x 41 = 32-44, 44 x 42 = 33-33, 44 x 43 = 34-22, 44 x 44 = 35-11, 44 x 45 = 36-0, 44 x 46 = 36-44, 44 x 47 = 37-33, 44 x 48 = 38-22, 44 x 49 = 39-11, 44 x 50 = 40-0, 44 x 51 = 40-44, 44 x 52 = 41-33, 44 x 53 = 42-22, 44 x 54 = 43-11, 
45 x 1 = 0-45, 45 x 2 = 1-35, 45 x 3 = 2-25, 45 x 4 = 3-15, 45 x 5 = 4-5, 45 x 6 = 4-50, 45 x 7 = 5-40, 45 x 8 = 6-30, 45 x 9 = 7-20, 45 x 10 = 8-10, 45 x 11 = 9-0, 45 x 12 = 9-45, 45 x 13 = 10-35, 45 x 14 = 11-25, 45 x 15 = 12-15, 45 x 16 = 13-5, 45 x 17 = 13-50, 45 x 18 = 14-40, 45 x 19 = 15-30, 45 x 20 = 16-20, 45 x 21 = 17-10, 45 x 22 = 18-0, 45 x 23 = 18-45, 45 x 24 = 19-35, 45 x 25 = 20-25, 45 x 26 = 21-15, 45 x 27 = 22-5, 45 x 28 = 22-50, 45 x 29 = 23-40, 45 x 30 = 24-30, 45 x 31 = 25-20, 45 x 32 = 26-10, 45 x 33 = 27-0, 45 x 34 = 27-45, 45 x 35 = 28-35, 45 x 36 = 29-25, 45 x 37 = 30-15, 45 x 38 = 31-5, 45 x 39 = 31-50, 45 x 40 = 32-40, 45 x 41 = 33-30, 45 x 42 = 34-20, 45 x 43 = 35-10, 45 x 44 = 36-0, 45 x 45 = 36-45, 45 x 46 = 37-35, 45 x 47 = 38-25, 45 x 48 = 39-15, 45 x 49 = 40-5, 45 x 50 = 40-50, 45 x 51 = 41-40, 45 x 52 = 42-30, 45 x 53 = 43-20, 45 x 54 = 44-10, 
46 x 1 = 0-46, 46 x 2 = 1-37, 46 x 3 = 2-28, 46 x 4 = 3-19, 46 x 5 = 4-10, 46 x 6 = 5-1, 46 x 7 = 5-47, 46 x 8 = 6-38, 46 x 9 = 7-29, 46 x 10 = 8-20, 46 x 11 = 9-11, 46 x 12 = 10-2, 46 x 13 = 10-48, 46 x 14 = 11-39, 46 x 15 = 12-30, 46 x 16 = 13-21, 46 x 17 = 14-12, 46 x 18 = 15-3, 46 x 19 = 15-49, 46 x 20 = 16-40, 46 x 21 = 17-31, 46 x 22 = 18-22, 46 x 23 = 19-13, 46 x 24 = 20-4, 46 x 25 = 20-50, 46 x 26 = 21-41, 46 x 27 = 22-32, 46 x 28 = 23-23, 46 x 29 = 24-14, 46 x 30 = 25-5, 46 x 31 = 25-51, 46 x 32 = 26-42, 46 x 33 = 27-33, 46 x 34 = 28-24, 46 x 35 = 29-15, 46 x 36 = 30-6, 46 x 37 = 30-52, 46 x 38 = 31-43, 46 x 39 = 32-34, 46 x 40 = 33-25, 46 x 41 = 34-16, 46 x 42 = 35-7, 46 x 43 = 35-53, 46 x 44 = 36-44, 46 x 45 = 37-35, 46 x 46 = 38-26, 46 x 47 = 39-17, 46 x 48 = 40-8, 46 x 49 = 40-54, 46 x 50 = 41-45, 46 x 51 = 42-36, 46 x 52 = 43-27, 46 x 53 = 44-18, 46 x 54 = 45-9, 
47 x 1 = 0-47, 47 x 2 = 1-39, 47 x 3 = 2-31, 47 x 4 = 3-23, 47 x 5 = 4-15, 47 x 6 = 5-7, 47 x 7 = 5-54, 47 x 8 = 6-46, 47 x 9 = 7-38, 47 x 10 = 8-30, 47 x 11 = 9-22, 47 x 12 = 10-14, 47 x 13 = 11-6, 47 x 14 = 11-53, 47 x 15 = 12-45, 47 x 16 = 13-37, 47 x 17 = 14-29, 47 x 18 = 15-21, 47 x 19 = 16-13, 47 x 20 = 17-5, 47 x 21 = 17-52, 47 x 22 = 18-44, 47 x 23 = 19-36, 47 x 24 = 20-28, 47 x 25 = 21-20, 47 x 26 = 22-12, 47 x 27 = 23-4, 47 x 28 = 23-51, 47 x 29 = 24-43, 47 x 30 = 25-35, 47 x 31 = 26-27, 47 x 32 = 27-19, 47 x 33 = 28-11, 47 x 34 = 29-3, 47 x 35 = 29-50, 47 x 36 = 30-42, 47 x 37 = 31-34, 47 x 38 = 32-26, 47 x 39 = 33-18, 47 x 40 = 34-10, 47 x 41 = 35-2, 47 x 42 = 35-49, 47 x 43 = 36-41, 47 x 44 = 37-33, 47 x 45 = 38-25, 47 x 46 = 39-17, 47 x 47 = 40-9, 47 x 48 = 41-1, 47 x 49 = 41-48, 47 x 50 = 42-40, 47 x 51 = 43-32, 47 x 52 = 44-24, 47 x 53 = 45-16, 47 x 54 = 46-8, 
48 x 1 = 0-48, 48 x 2 = 1-41, 48 x 3 = 2-34, 48 x 4 = 3-27, 48 x 5 = 4-20, 48 x 6 = 5-13, 48 x 7 = 6-6, 48 x 8 = 6-54, 48 x 9 = 7-47, 48 x 10 = 8-40, 48 x 11 = 9-33, 48 x 12 = 10-26, 48 x 13 = 11-19, 48 x 14 = 12-12, 48 x 15 = 13-5, 48 x 16 = 13-53, 48 x 17 = 14-46, 48 x 18 = 15-39, 48 x 19 = 16-32, 48 x 20 = 17-25, 48 x 21 = 18-18, 48 x 22 = 19-11, 48 x 23 = 20-4, 48 x 24 = 20-52, 48 x 25 = 21-45, 48 x 26 = 22-38, 48 x 27 = 23-31, 48 x 28 = 24-24, 48 x 29 = 25-17, 48 x 30 = 26-10, 48 x 31 = 27-3, 48 x 32 = 27-51, 48 x 33 = 28-44, 48 x 34 = 29-37, 48 x 35 = 30-30, 48 x 36 = 31-23, 48 x 37 = 32-16, 48 x 38 = 33-9, 48 x 39 = 34-2, 48 x 40 = 34-50, 48 x 41 = 35-43, 48 x 42 = 36-36, 48 x 43 = 37-29, 48 x 44 = 38-22, 48 x 45 = 39-15, 48 x 46 = 40-8, 48 x 47 = 41-1, 48 x 48 = 41-49, 48 x 49 = 42-42, 48 x 50 = 43-35, 48 x 51 = 44-28, 48 x 52 = 45-21, 48 x 53 = 46-14, 48 x 54 = 47-7, 
