0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 1-4, 0-11 x 0-6 = 1-15, 0-11 x 0-7 = 1-26, 0-11 x 0-8 = 1-37, 0-11 x 0-9 = 1-48, 0-11 x 0-10 = 2-8, 0-11 x 0-11 = 2-19, 0-11 x 0-12 = 2-30, 0-11 x 0-13 = 2-41, 0-11 x 0-14 = 3-1, 0-11 x 0-15 = 3-12, 0-11 x 0-16 = 3-23, 0-11 x 0-17 = 3-34, 0-11 x 0-18 = 3-45, 0-11 x 0-19 = 4-5, 0-11 x 0-20 = 4-16, 0-11 x 0-21 = 4-27, 0-11 x 0-22 = 4-38, 0-11 x 0-23 = 4-49, 0-11 x 0-24 = 5-9, 0-11 x 0-25 = 5-20, 0-11 x 0-26 = 5-31, 0-11 x 0-27 = 5-42, 0-11 x 0-28 = 6-2, 0-11 x 0-29 = 6-13, 0-11 x 0-30 = 6-24, 0-11 x 0-31 = 6-35, 0-11 x 0-32 = 6-46, 0-11 x 0-33 = 7-6, 0-11 x 0-34 = 7-17, 0-11 x 0-35 = 7-28, 0-11 x 0-36 = 7-39, 0-11 x 0-37 = 7-50, 0-11 x 0-38 = 8-10, 0-11 x 0-39 = 8-21, 0-11 x 0-40 = 8-32, 0-11 x 0-41 = 8-43, 0-11 x 0-42 = 9-3, 0-11 x 0-43 = 9-14, 0-11 x 0-44 = 9-25, 0-11 x 0-45 = 9-36, 0-11 x 0-46 = 9-47, 0-11 x 0-47 = 10-7, 0-11 x 0-48 = 10-18, 0-11 x 0-49 = 10-29, 0-11 x 0-50 = 10-40, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 1-9, 0-12 x 0-6 = 1-21, 0-12 x 0-7 = 1-33, 0-12 x 0-8 = 1-45, 0-12 x 0-9 = 2-6, 0-12 x 0-10 = 2-18, 0-12 x 0-11 = 2-30, 0-12 x 0-12 = 2-42, 0-12 x 0-13 = 3-3, 0-12 x 0-14 = 3-15, 0-12 x 0-15 = 3-27, 0-12 x 0-16 = 3-39, 0-12 x 0-17 = 4-0, 0-12 x 0-18 = 4-12, 0-12 x 0-19 = 4-24, 0-12 x 0-20 = 4-36, 0-12 x 0-21 = 4-48, 0-12 x 0-22 = 5-9, 0-12 x 0-23 = 5-21, 0-12 x 0-24 = 5-33, 0-12 x 0-25 = 5-45, 0-12 x 0-26 = 6-6, 0-12 x 0-27 = 6-18, 0-12 x 0-28 = 6-30, 0-12 x 0-29 = 6-42, 0-12 x 0-30 = 7-3, 0-12 x 0-31 = 7-15, 0-12 x 0-32 = 7-27, 0-12 x 0-33 = 7-39, 0-12 x 0-34 = 8-0, 0-12 x 0-35 = 8-12, 0-12 x 0-36 = 8-24, 0-12 x 0-37 = 8-36, 0-12 x 0-38 = 8-48, 0-12 x 0-39 = 9-9, 0-12 x 0-40 = 9-21, 0-12 x 0-41 = 9-33, 0-12 x 0-42 = 9-45, 0-12 x 0-43 = 10-6, 0-12 x 0-44 = 10-18, 0-12 x 0-45 = 10-30, 0-12 x 0-46 = 10-42, 0-12 x 0-47 = 11-3, 0-12 x 0-48 = 11-15, 0-12 x 0-49 = 11-27, 0-12 x 0-50 = 11-39, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 1-1, 0-13 x 0-5 = 1-14, 0-13 x 0-6 = 1-27, 0-13 x 0-7 = 1-40, 0-13 x 0-8 = 2-2, 0-13 x 0-9 = 2-15, 0-13 x 0-10 = 2-28, 0-13 x 0-11 = 2-41, 0-13 x 0-12 = 3-3, 0-13 x 0-13 = 3-16, 0-13 x 0-14 = 3-29, 0-13 x 0-15 = 3-42, 0-13 x 0-16 = 4-4, 0-13 x 0-17 = 4-17, 0-13 x 0-18 = 4-30, 0-13 x 0-19 = 4-43, 0-13 x 0-20 = 5-5, 0-13 x 0-21 = 5-18, 0-13 x 0-22 = 5-31, 0-13 x 0-23 = 5-44, 0-13 x 0-24 = 6-6, 0-13 x 0-25 = 6-19, 0-13 x 0-26 = 6-32, 0-13 x 0-27 = 6-45, 0-13 x 0-28 = 7-7, 0-13 x 0-29 = 7-20, 0-13 x 0-30 = 7-33, 0-13 x 0-31 = 7-46, 0-13 x 0-32 = 8-8, 0-13 x 0-33 = 8-21, 0-13 x 0-34 = 8-34, 0-13 x 0-35 = 8-47, 0-13 x 0-36 = 9-9, 0-13 x 0-37 = 9-22, 0-13 x 0-38 = 9-35, 0-13 x 0-39 = 9-48, 0-13 x 0-40 = 10-10, 0-13 x 0-41 = 10-23, 0-13 x 0-42 = 10-36, 0-13 x 0-43 = 10-49, 0-13 x 0-44 = 11-11, 0-13 x 0-45 = 11-24, 0-13 x 0-46 = 11-37, 0-13 x 0-47 = 11-50, 0-13 x 0-48 = 12-12, 0-13 x 0-49 = 12-25, 0-13 x 0-50 = 12-38, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 1-5, 0-14 x 0-5 = 1-19, 0-14 x 0-6 = 1-33, 0-14 x 0-7 = 1-47, 0-14 x 0-8 = 2-10, 0-14 x 0-9 = 2-24, 0-14 x 0-10 = 2-38, 0-14 x 0-11 = 3-1, 0-14 x 0-12 = 3-15, 0-14 x 0-13 = 3-29, 0-14 x 0-14 = 3-43, 0-14 x 0-15 = 4-6, 0-14 x 0-16 = 4-20, 0-14 x 0-17 = 4-34, 0-14 x 0-18 = 4-48, 0-14 x 0-19 = 5-11, 0-14 x 0-20 = 5-25, 0-14 x 0-21 = 5-39, 0-14 x 0-22 = 6-2, 0-14 x 0-23 = 6-16, 0-14 x 0-24 = 6-30, 0-14 x 0-25 = 6-44, 0-14 x 0-26 = 7-7, 0-14 x 0-27 = 7-21, 0-14 x 0-28 = 7-35, 0-14 x 0-29 = 7-49, 0-14 x 0-30 = 8-12, 0-14 x 0-31 = 8-26, 0-14 x 0-32 = 8-40, 0-14 x 0-33 = 9-3, 0-14 x 0-34 = 9-17, 0-14 x 0-35 = 9-31, 0-14 x 0-36 = 9-45, 0-14 x 0-37 = 10-8, 0-14 x 0-38 = 10-22, 0-14 x 0-39 = 10-36, 0-14 x 0-40 = 10-50, 0-14 x 0-41 = 11-13, 0-14 x 0-42 = 11-27, 0-14 x 0-43 = 11-41, 0-14 x 0-44 = 12-4, 0-14 x 0-45 = 12-18, 0-14 x 0-46 = 12-32, 0-14 x 0-47 = 12-46, 0-14 x 0-48 = 13-9, 0-14 x 0-49 = 13-23, 0-14 x 0-50 = 13-37, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 1-9, 0-15 x 0-5 = 1-24, 0-15 x 0-6 = 1-39, 0-15 x 0-7 = 2-3, 0-15 x 0-8 = 2-18, 0-15 x 0-9 = 2-33, 0-15 x 0-10 = 2-48, 0-15 x 0-11 = 3-12, 0-15 x 0-12 = 3-27, 0-15 x 0-13 = 3-42, 0-15 x 0-14 = 4-6, 0-15 x 0-15 = 4-21, 0-15 x 0-16 = 4-36, 0-15 x 0-17 = 5-0, 0-15 x 0-18 = 5-15, 0-15 x 0-19 = 5-30, 0-15 x 0-20 = 5-45, 0-15 x 0-21 = 6-9, 0-15 x 0-22 = 6-24, 0-15 x 0-23 = 6-39, 0-15 x 0-24 = 7-3, 0-15 x 0-25 = 7-18, 0-15 x 0-26 = 7-33, 0-15 x 0-27 = 7-48, 0-15 x 0-28 = 8-12, 0-15 x 0-29 = 8-27, 0-15 x 0-30 = 8-42, 0-15 x 0-31 = 9-6, 0-15 x 0-32 = 9-21, 0-15 x 0-33 = 9-36, 0-15 x 0-34 = 10-0, 0-15 x 0-35 = 10-15, 0-15 x 0-36 = 10-30, 0-15 x 0-37 = 10-45, 0-15 x 0-38 = 11-9, 0-15 x 0-39 = 11-24, 0-15 x 0-40 = 11-39, 0-15 x 0-41 = 12-3, 0-15 x 0-42 = 12-18, 0-15 x 0-43 = 12-33, 0-15 x 0-44 = 12-48, 0-15 x 0-45 = 13-12, 0-15 x 0-46 = 13-27, 0-15 x 0-47 = 13-42, 0-15 x 0-48 = 14-6, 0-15 x 0-49 = 14-21, 0-15 x 0-50 = 14-36, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 1-13, 0-16 x 0-5 = 1-29, 0-16 x 0-6 = 1-45, 0-16 x 0-7 = 2-10, 0-16 x 0-8 = 2-26, 0-16 x 0-9 = 2-42, 0-16 x 0-10 = 3-7, 0-16 x 0-11 = 3-23, 0-16 x 0-12 = 3-39, 0-16 x 0-13 = 4-4, 0-16 x 0-14 = 4-20, 0-16 x 0-15 = 4-36, 0-16 x 0-16 = 5-1, 0-16 x 0-17 = 5-17, 0-16 x 0-18 = 5-33, 0-16 x 0-19 = 5-49, 0-16 x 0-20 = 6-14, 0-16 x 0-21 = 6-30, 0-16 x 0-22 = 6-46, 0-16 x 0-23 = 7-11, 0-16 x 0-24 = 7-27, 0-16 x 0-25 = 7-43, 0-16 x 0-26 = 8-8, 0-16 x 0-27 = 8-24, 0-16 x 0-28 = 8-40, 0-16 x 0-29 = 9-5, 0-16 x 0-30 = 9-21, 0-16 x 0-31 = 9-37, 0-16 x 0-32 = 10-2, 0-16 x 0-33 = 10-18, 0-16 x 0-34 = 10-34, 0-16 x 0-35 = 10-50, 0-16 x 0-36 = 11-15, 0-16 x 0-37 = 11-31, 0-16 x 0-38 = 11-47, 0-16 x 0-39 = 12-12, 0-16 x 0-40 = 12-28, 0-16 x 0-41 = 12-44, 0-16 x 0-42 = 13-9, 0-16 x 0-43 = 13-25, 0-16 x 0-44 = 13-41, 0-16 x 0-45 = 14-6, 0-16 x 0-46 = 14-22, 0-16 x 0-47 = 14-38, 0-16 x 0-48 = 15-3, 0-16 x 0-49 = 15-19, 0-16 x 0-50 = 15-35, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 1-0, 0-17 x 0-4 = 1-17, 0-17 x 0-5 = 1-34, 0-17 x 0-6 = 2-0, 0-17 x 0-7 = 2-17, 0-17 x 0-8 = 2-34, 0-17 x 0-9 = 3-0, 0-17 x 0-10 = 3-17, 0-17 x 0-11 = 3-34, 0-17 x 0-12 = 4-0, 0-17 x 0-13 = 4-17, 0-17 x 0-14 = 4-34, 0-17 x 0-15 = 5-0, 0-17 x 0-16 = 5-17, 0-17 x 0-17 = 5-34, 0-17 x 0-18 = 6-0, 0-17 x 0-19 = 6-17, 0-17 x 0-20 = 6-34, 0-17 x 0-21 = 7-0, 0-17 x 0-22 = 7-17, 0-17 x 0-23 = 7-34, 0-17 x 0-24 = 8-0, 0-17 x 0-25 = 8-17, 0-17 x 0-26 = 8-34, 0-17 x 0-27 = 9-0, 0-17 x 0-28 = 9-17, 0-17 x 0-29 = 9-34, 0-17 x 0-30 = 10-0, 0-17 x 0-31 = 10-17, 0-17 x 0-32 = 10-34, 0-17 x 0-33 = 11-0, 0-17 x 0-34 = 11-17, 0-17 x 0-35 = 11-34, 0-17 x 0-36 = 12-0, 0-17 x 0-37 = 12-17, 0-17 x 0-38 = 12-34, 0-17 x 0-39 = 13-0, 0-17 x 0-40 = 13-17, 0-17 x 0-41 = 13-34, 0-17 x 0-42 = 14-0, 0-17 x 0-43 = 14-17, 0-17 x 0-44 = 14-34, 0-17 x 0-45 = 15-0, 0-17 x 0-46 = 15-17, 0-17 x 0-47 = 15-34, 0-17 x 0-48 = 16-0, 0-17 x 0-49 = 16-17, 0-17 x 0-50 = 16-34, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 1-3, 0-18 x 0-4 = 1-21, 0-18 x 0-5 = 1-39, 0-18 x 0-6 = 2-6, 0-18 x 0-7 = 2-24, 0-18 x 0-8 = 2-42, 0-18 x 0-9 = 3-9, 0-18 x 0-10 = 3-27, 0-18 x 0-11 = 3-45, 0-18 x 0-12 = 4-12, 0-18 x 0-13 = 4-30, 0-18 x 0-14 = 4-48, 0-18 x 0-15 = 5-15, 0-18 x 0-16 = 5-33, 0-18 x 0-17 = 6-0, 0-18 x 0-18 = 6-18, 0-18 x 0-19 = 6-36, 0-18 x 0-20 = 7-3, 0-18 x 0-21 = 7-21, 0-18 x 0-22 = 7-39, 0-18 x 0-23 = 8-6, 0-18 x 0-24 = 8-24, 0-18 x 0-25 = 8-42, 0-18 x 0-26 = 9-9, 0-18 x 0-27 = 9-27, 0-18 x 0-28 = 9-45, 0-18 x 0-29 = 10-12, 0-18 x 0-30 = 10-30, 0-18 x 0-31 = 10-48, 0-18 x 0-32 = 11-15, 0-18 x 0-33 = 11-33, 0-18 x 0-34 = 12-0, 0-18 x 0-35 = 12-18, 0-18 x 0-36 = 12-36, 0-18 x 0-37 = 13-3, 0-18 x 0-38 = 13-21, 0-18 x 0-39 = 13-39, 0-18 x 0-40 = 14-6, 0-18 x 0-41 = 14-24, 0-18 x 0-42 = 14-42, 0-18 x 0-43 = 15-9, 0-18 x 0-44 = 15-27, 0-18 x 0-45 = 15-45, 0-18 x 0-46 = 16-12, 0-18 x 0-47 = 16-30, 0-18 x 0-48 = 16-48, 0-18 x 0-49 = 17-15, 0-18 x 0-50 = 17-33, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 1-6, 0-19 x 0-4 = 1-25, 0-19 x 0-5 = 1-44, 0-19 x 0-6 = 2-12, 0-19 x 0-7 = 2-31, 0-19 x 0-8 = 2-50, 0-19 x 0-9 = 3-18, 0-19 x 0-10 = 3-37, 0-19 x 0-11 = 4-5, 0-19 x 0-12 = 4-24, 0-19 x 0-13 = 4-43, 0-19 x 0-14 = 5-11, 0-19 x 0-15 = 5-30, 0-19 x 0-16 = 5-49, 0-19 x 0-17 = 6-17, 0-19 x 0-18 = 6-36, 0-19 x 0-19 = 7-4, 0-19 x 0-20 = 7-23, 0-19 x 0-21 = 7-42, 0-19 x 0-22 = 8-10, 0-19 x 0-23 = 8-29, 0-19 x 0-24 = 8-48, 0-19 x 0-25 = 9-16, 0-19 x 0-26 = 9-35, 0-19 x 0-27 = 10-3, 0-19 x 0-28 = 10-22, 0-19 x 0-29 = 10-41, 0-19 x 0-30 = 11-9, 0-19 x 0-31 = 11-28, 0-19 x 0-32 = 11-47, 0-19 x 0-33 = 12-15, 0-19 x 0-34 = 12-34, 0-19 x 0-35 = 13-2, 0-19 x 0-36 = 13-21, 0-19 x 0-37 = 13-40, 0-19 x 0-38 = 14-8, 0-19 x 0-39 = 14-27, 0-19 x 0-40 = 14-46, 0-19 x 0-41 = 15-14, 0-19 x 0-42 = 15-33, 0-19 x 0-43 = 16-1, 0-19 x 0-44 = 16-20, 0-19 x 0-45 = 16-39, 0-19 x 0-46 = 17-7, 0-19 x 0-47 = 17-26, 0-19 x 0-48 = 17-45, 0-19 x 0-49 = 18-13, 0-19 x 0-50 = 18-32, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 1-9, 0-20 x 0-4 = 1-29, 0-20 x 0-5 = 1-49, 0-20 x 0-6 = 2-18, 0-20 x 0-7 = 2-38, 0-20 x 0-8 = 3-7, 0-20 x 0-9 = 3-27, 0-20 x 0-10 = 3-47, 0-20 x 0-11 = 4-16, 0-20 x 0-12 = 4-36, 0-20 x 0-13 = 5-5, 0-20 x 0-14 = 5-25, 0-20 x 0-15 = 5-45, 0-20 x 0-16 = 6-14, 0-20 x 0-17 = 6-34, 0-20 x 0-18 = 7-3, 0-20 x 0-19 = 7-23, 0-20 x 0-20 = 7-43, 0-20 x 0-21 = 8-12, 0-20 x 0-22 = 8-32, 0-20 x 0-23 = 9-1, 0-20 x 0-24 = 9-21, 0-20 x 0-25 = 9-41, 0-20 x 0-26 = 10-10, 0-20 x 0-27 = 10-30, 0-20 x 0-28 = 10-50, 0-20 x 0-29 = 11-19, 0-20 x 0-30 = 11-39, 0-20 x 0-31 = 12-8, 0-20 x 0-32 = 12-28, 0-20 x 0-33 = 12-48, 0-20 x 0-34 = 13-17, 0-20 x 0-35 = 13-37, 0-20 x 0-36 = 14-6, 0-20 x 0-37 = 14-26, 0-20 x 0-38 = 14-46, 0-20 x 0-39 = 15-15, 0-20 x 0-40 = 15-35, 0-20 x 0-41 = 16-4, 0-20 x 0-42 = 16-24, 0-20 x 0-43 = 16-44, 0-20 x 0-44 = 17-13, 0-20 x 0-45 = 17-33, 0-20 x 0-46 = 18-2, 0-20 x 0-47 = 18-22, 0-20 x 0-48 = 18-42, 0-20 x 0-49 = 19-11, 0-20 x 0-50 = 19-31, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 1-12, 0-21 x 0-4 = 1-33, 0-21 x 0-5 = 2-3, 0-21 x 0-6 = 2-24, 0-21 x 0-7 = 2-45, 0-21 x 0-8 = 3-15, 0-21 x 0-9 = 3-36, 0-21 x 0-10 = 4-6, 0-21 x 0-11 = 4-27, 0-21 x 0-12 = 4-48, 0-21 x 0-13 = 5-18, 0-21 x 0-14 = 5-39, 0-21 x 0-15 = 6-9, 0-21 x 0-16 = 6-30, 0-21 x 0-17 = 7-0, 0-21 x 0-18 = 7-21, 0-21 x 0-19 = 7-42, 0-21 x 0-20 = 8-12, 0-21 x 0-21 = 8-33, 0-21 x 0-22 = 9-3, 0-21 x 0-23 = 9-24, 0-21 x 0-24 = 9-45, 0-21 x 0-25 = 10-15, 0-21 x 0-26 = 10-36, 0-21 x 0-27 = 11-6, 0-21 x 0-28 = 11-27, 0-21 x 0-29 = 11-48, 0-21 x 0-30 = 12-18, 0-21 x 0-31 = 12-39, 0-21 x 0-32 = 13-9, 0-21 x 0-33 = 13-30, 0-21 x 0-34 = 14-0, 0-21 x 0-35 = 14-21, 0-21 x 0-36 = 14-42, 0-21 x 0-37 = 15-12, 0-21 x 0-38 = 15-33, 0-21 x 0-39 = 16-3, 0-21 x 0-40 = 16-24, 0-21 x 0-41 = 16-45, 0-21 x 0-42 = 17-15, 0-21 x 0-43 = 17-36, 0-21 x 0-44 = 18-6, 0-21 x 0-45 = 18-27, 0-21 x 0-46 = 18-48, 0-21 x 0-47 = 19-18, 0-21 x 0-48 = 19-39, 0-21 x 0-49 = 20-9, 0-21 x 0-50 = 20-30, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-15, 0-22 x 0-4 = 1-37, 0-22 x 0-5 = 2-8, 0-22 x 0-6 = 2-30, 0-22 x 0-7 = 3-1, 0-22 x 0-8 = 3-23, 0-22 x 0-9 = 3-45, 0-22 x 0-10 = 4-16, 0-22 x 0-11 = 4-38, 0-22 x 0-12 = 5-9, 0-22 x 0-13 = 5-31, 0-22 x 0-14 = 6-2, 0-22 x 0-15 = 6-24, 0-22 x 0-16 = 6-46, 0-22 x 0-17 = 7-17, 0-22 x 0-18 = 7-39, 0-22 x 0-19 = 8-10, 0-22 x 0-20 = 8-32, 0-22 x 0-21 = 9-3, 0-22 x 0-22 = 9-25, 0-22 x 0-23 = 9-47, 0-22 x 0-24 = 10-18, 0-22 x 0-25 = 10-40, 0-22 x 0-26 = 11-11, 0-22 x 0-27 = 11-33, 0-22 x 0-28 = 12-4, 0-22 x 0-29 = 12-26, 0-22 x 0-30 = 12-48, 0-22 x 0-31 = 13-19, 0-22 x 0-32 = 13-41, 0-22 x 0-33 = 14-12, 0-22 x 0-34 = 14-34, 0-22 x 0-35 = 15-5, 0-22 x 0-36 = 15-27, 0-22 x 0-37 = 15-49, 0-22 x 0-38 = 16-20, 0-22 x 0-39 = 16-42, 0-22 x 0-40 = 17-13, 0-22 x 0-41 = 17-35, 0-22 x 0-42 = 18-6, 0-22 x 0-43 = 18-28, 0-22 x 0-44 = 18-50, 0-22 x 0-45 = 19-21, 0-22 x 0-46 = 19-43, 0-22 x 0-47 = 20-14, 0-22 x 0-48 = 20-36, 0-22 x 0-49 = 21-7, 0-22 x 0-50 = 21-29, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-18, 0-23 x 0-4 = 1-41, 0-23 x 0-5 = 2-13, 0-23 x 0-6 = 2-36, 0-23 x 0-7 = 3-8, 0-23 x 0-8 = 3-31, 0-23 x 0-9 = 4-3, 0-23 x 0-10 = 4-26, 0-23 x 0-11 = 4-49, 0-23 x 0-12 = 5-21, 0-23 x 0-13 = 5-44, 0-23 x 0-14 = 6-16, 0-23 x 0-15 = 6-39, 0-23 x 0-16 = 7-11, 0-23 x 0-17 = 7-34, 0-23 x 0-18 = 8-6, 0-23 x 0-19 = 8-29, 0-23 x 0-20 = 9-1, 0-23 x 0-21 = 9-24, 0-23 x 0-22 = 9-47, 0-23 x 0-23 = 10-19, 0-23 x 0-24 = 10-42, 0-23 x 0-25 = 11-14, 0-23 x 0-26 = 11-37, 0-23 x 0-27 = 12-9, 0-23 x 0-28 = 12-32, 0-23 x 0-29 = 13-4, 0-23 x 0-30 = 13-27, 0-23 x 0-31 = 13-50, 0-23 x 0-32 = 14-22, 0-23 x 0-33 = 14-45, 0-23 x 0-34 = 15-17, 0-23 x 0-35 = 15-40, 0-23 x 0-36 = 16-12, 0-23 x 0-37 = 16-35, 0-23 x 0-38 = 17-7, 0-23 x 0-39 = 17-30, 0-23 x 0-40 = 18-2, 0-23 x 0-41 = 18-25, 0-23 x 0-42 = 18-48, 0-23 x 0-43 = 19-20, 0-23 x 0-44 = 19-43, 0-23 x 0-45 = 20-15, 0-23 x 0-46 = 20-38, 0-23 x 0-47 = 21-10, 0-23 x 0-48 = 21-33, 0-23 x 0-49 = 22-5, 0-23 x 0-50 = 22-28, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 1-21, 0-24 x 0-4 = 1-45, 0-24 x 0-5 = 2-18, 0-24 x 0-6 = 2-42, 0-24 x 0-7 = 3-15, 0-24 x 0-8 = 3-39, 0-24 x 0-9 = 4-12, 0-24 x 0-10 = 4-36, 0-24 x 0-11 = 5-9, 0-24 x 0-12 = 5-33, 0-24 x 0-13 = 6-6, 0-24 x 0-14 = 6-30, 0-24 x 0-15 = 7-3, 0-24 x 0-16 = 7-27, 0-24 x 0-17 = 8-0, 0-24 x 0-18 = 8-24, 0-24 x 0-19 = 8-48, 0-24 x 0-20 = 9-21, 0-24 x 0-21 = 9-45, 0-24 x 0-22 = 10-18, 0-24 x 0-23 = 10-42, 0-24 x 0-24 = 11-15, 0-24 x 0-25 = 11-39, 0-24 x 0-26 = 12-12, 0-24 x 0-27 = 12-36, 0-24 x 0-28 = 13-9, 0-24 x 0-29 = 13-33, 0-24 x 0-30 = 14-6, 0-24 x 0-31 = 14-30, 0-24 x 0-32 = 15-3, 0-24 x 0-33 = 15-27, 0-24 x 0-34 = 16-0, 0-24 x 0-35 = 16-24, 0-24 x 0-36 = 16-48, 0-24 x 0-37 = 17-21, 0-24 x 0-38 = 17-45, 0-24 x 0-39 = 18-18, 0-24 x 0-40 = 18-42, 0-24 x 0-41 = 19-15, 0-24 x 0-42 = 19-39, 0-24 x 0-43 = 20-12, 0-24 x 0-44 = 20-36, 0-24 x 0-45 = 21-9, 0-24 x 0-46 = 21-33, 0-24 x 0-47 = 22-6, 0-24 x 0-48 = 22-30, 0-24 x 0-49 = 23-3, 0-24 x 0-50 = 23-27, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 1-24, 0-25 x 0-4 = 1-49, 0-25 x 0-5 = 2-23, 0-25 x 0-6 = 2-48, 0-25 x 0-7 = 3-22, 0-25 x 0-8 = 3-47, 0-25 x 0-9 = 4-21, 0-25 x 0-10 = 4-46, 0-25 x 0-11 = 5-20, 0-25 x 0-12 = 5-45, 0-25 x 0-13 = 6-19, 0-25 x 0-14 = 6-44, 0-25 x 0-15 = 7-18, 0-25 x 0-16 = 7-43, 0-25 x 0-17 = 8-17, 0-25 x 0-18 = 8-42, 0-25 x 0-19 = 9-16, 0-25 x 0-20 = 9-41, 0-25 x 0-21 = 10-15, 0-25 x 0-22 = 10-40, 0-25 x 0-23 = 11-14, 0-25 x 0-24 = 11-39, 0-25 x 0-25 = 12-13, 0-25 x 0-26 = 12-38, 0-25 x 0-27 = 13-12, 0-25 x 0-28 = 13-37, 0-25 x 0-29 = 14-11, 0-25 x 0-30 = 14-36, 0-25 x 0-31 = 15-10, 0-25 x 0-32 = 15-35, 0-25 x 0-33 = 16-9, 0-25 x 0-34 = 16-34, 0-25 x 0-35 = 17-8, 0-25 x 0-36 = 17-33, 0-25 x 0-37 = 18-7, 0-25 x 0-38 = 18-32, 0-25 x 0-39 = 19-6, 0-25 x 0-40 = 19-31, 0-25 x 0-41 = 20-5, 0-25 x 0-42 = 20-30, 0-25 x 0-43 = 21-4, 0-25 x 0-44 = 21-29, 0-25 x 0-45 = 22-3, 0-25 x 0-46 = 22-28, 0-25 x 0-47 = 23-2, 0-25 x 0-48 = 23-27, 0-25 x 0-49 = 24-1, 0-25 x 0-50 = 24-26, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-1, 0-26 x 0-3 = 1-27, 0-26 x 0-4 = 2-2, 0-26 x 0-5 = 2-28, 0-26 x 0-6 = 3-3, 0-26 x 0-7 = 3-29, 0-26 x 0-8 = 4-4, 0-26 x 0-9 = 4-30, 0-26 x 0-10 = 5-5, 0-26 x 0-11 = 5-31, 0-26 x 0-12 = 6-6, 0-26 x 0-13 = 6-32, 0-26 x 0-14 = 7-7, 0-26 x 0-15 = 7-33, 0-26 x 0-16 = 8-8, 0-26 x 0-17 = 8-34, 0-26 x 0-18 = 9-9, 0-26 x 0-19 = 9-35, 0-26 x 0-20 = 10-10, 0-26 x 0-21 = 10-36, 0-26 x 0-22 = 11-11, 0-26 x 0-23 = 11-37, 0-26 x 0-24 = 12-12, 0-26 x 0-25 = 12-38, 0-26 x 0-26 = 13-13, 0-26 x 0-27 = 13-39, 0-26 x 0-28 = 14-14, 0-26 x 0-29 = 14-40, 0-26 x 0-30 = 15-15, 0-26 x 0-31 = 15-41, 0-26 x 0-32 = 16-16, 0-26 x 0-33 = 16-42, 0-26 x 0-34 = 17-17, 0-26 x 0-35 = 17-43, 0-26 x 0-36 = 18-18, 0-26 x 0-37 = 18-44, 0-26 x 0-38 = 19-19, 0-26 x 0-39 = 19-45, 0-26 x 0-40 = 20-20, 0-26 x 0-41 = 20-46, 0-26 x 0-42 = 21-21, 0-26 x 0-43 = 21-47, 0-26 x 0-44 = 22-22, 0-26 x 0-45 = 22-48, 0-26 x 0-46 = 23-23, 0-26 x 0-47 = 23-49, 0-26 x 0-48 = 24-24, 0-26 x 0-49 = 24-50, 0-26 x 0-50 = 25-25, 
