0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 1-0, 0-11 x 0-7 = 1-11, 0-11 x 0-8 = 1-22, 0-11 x 0-9 = 1-33, 0-11 x 0-10 = 1-44, 0-11 x 0-11 = 1-55, 0-11 x 0-12 = 2-0, 0-11 x 0-13 = 2-11, 0-11 x 0-14 = 2-22, 0-11 x 0-15 = 2-33, 0-11 x 0-16 = 2-44, 0-11 x 0-17 = 2-55, 0-11 x 0-18 = 3-0, 0-11 x 0-19 = 3-11, 0-11 x 0-20 = 3-22, 0-11 x 0-21 = 3-33, 0-11 x 0-22 = 3-44, 0-11 x 0-23 = 3-55, 0-11 x 0-24 = 4-0, 0-11 x 0-25 = 4-11, 0-11 x 0-26 = 4-22, 0-11 x 0-27 = 4-33, 0-11 x 0-28 = 4-44, 0-11 x 0-29 = 4-55, 0-11 x 0-30 = 5-0, 0-11 x 0-31 = 5-11, 0-11 x 0-32 = 5-22, 0-11 x 0-33 = 5-33, 0-11 x 0-34 = 5-44, 0-11 x 0-35 = 5-55, 0-11 x 0-36 = 6-0, 0-11 x 0-37 = 6-11, 0-11 x 0-38 = 6-22, 0-11 x 0-39 = 6-33, 0-11 x 0-40 = 6-44, 0-11 x 0-41 = 6-55, 0-11 x 0-42 = 7-0, 0-11 x 0-43 = 7-11, 0-11 x 0-44 = 7-22, 0-11 x 0-45 = 7-33, 0-11 x 0-46 = 7-44, 0-11 x 0-47 = 7-55, 0-11 x 0-48 = 8-0, 0-11 x 0-49 = 8-11, 0-11 x 0-50 = 8-22, 0-11 x 0-51 = 8-33, 0-11 x 0-52 = 8-44, 0-11 x 0-53 = 8-55, 0-11 x 0-54 = 9-0, 0-11 x 0-55 = 9-11, 0-11 x 0-56 = 9-22, 0-11 x 0-57 = 9-33, 0-11 x 0-58 = 9-44, 0-11 x 0-59 = 9-55, 0-11 x 0-60 = 10-0, 0-11 x 0-61 = 10-11, 0-11 x 0-62 = 10-22, 0-11 x 0-63 = 10-33, 0-11 x 0-64 = 10-44, 0-11 x 0-65 = 10-55, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 1-6, 0-12 x 0-7 = 1-18, 0-12 x 0-8 = 1-30, 0-12 x 0-9 = 1-42, 0-12 x 0-10 = 1-54, 0-12 x 0-11 = 2-0, 0-12 x 0-12 = 2-12, 0-12 x 0-13 = 2-24, 0-12 x 0-14 = 2-36, 0-12 x 0-15 = 2-48, 0-12 x 0-16 = 2-60, 0-12 x 0-17 = 3-6, 0-12 x 0-18 = 3-18, 0-12 x 0-19 = 3-30, 0-12 x 0-20 = 3-42, 0-12 x 0-21 = 3-54, 0-12 x 0-22 = 4-0, 0-12 x 0-23 = 4-12, 0-12 x 0-24 = 4-24, 0-12 x 0-25 = 4-36, 0-12 x 0-26 = 4-48, 0-12 x 0-27 = 4-60, 0-12 x 0-28 = 5-6, 0-12 x 0-29 = 5-18, 0-12 x 0-30 = 5-30, 0-12 x 0-31 = 5-42, 0-12 x 0-32 = 5-54, 0-12 x 0-33 = 6-0, 0-12 x 0-34 = 6-12, 0-12 x 0-35 = 6-24, 0-12 x 0-36 = 6-36, 0-12 x 0-37 = 6-48, 0-12 x 0-38 = 6-60, 0-12 x 0-39 = 7-6, 0-12 x 0-40 = 7-18, 0-12 x 0-41 = 7-30, 0-12 x 0-42 = 7-42, 0-12 x 0-43 = 7-54, 0-12 x 0-44 = 8-0, 0-12 x 0-45 = 8-12, 0-12 x 0-46 = 8-24, 0-12 x 0-47 = 8-36, 0-12 x 0-48 = 8-48, 0-12 x 0-49 = 8-60, 0-12 x 0-50 = 9-6, 0-12 x 0-51 = 9-18, 0-12 x 0-52 = 9-30, 0-12 x 0-53 = 9-42, 0-12 x 0-54 = 9-54, 0-12 x 0-55 = 10-0, 0-12 x 0-56 = 10-12, 0-12 x 0-57 = 10-24, 0-12 x 0-58 = 10-36, 0-12 x 0-59 = 10-48, 0-12 x 0-60 = 10-60, 0-12 x 0-61 = 11-6, 0-12 x 0-62 = 11-18, 0-12 x 0-63 = 11-30, 0-12 x 0-64 = 11-42, 0-12 x 0-65 = 11-54, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 0-65, 0-13 x 0-6 = 1-12, 0-13 x 0-7 = 1-25, 0-13 x 0-8 = 1-38, 0-13 x 0-9 = 1-51, 0-13 x 0-10 = 1-64, 0-13 x 0-11 = 2-11, 0-13 x 0-12 = 2-24, 0-13 x 0-13 = 2-37, 0-13 x 0-14 = 2-50, 0-13 x 0-15 = 2-63, 0-13 x 0-16 = 3-10, 0-13 x 0-17 = 3-23, 0-13 x 0-18 = 3-36, 0-13 x 0-19 = 3-49, 0-13 x 0-20 = 3-62, 0-13 x 0-21 = 4-9, 0-13 x 0-22 = 4-22, 0-13 x 0-23 = 4-35, 0-13 x 0-24 = 4-48, 0-13 x 0-25 = 4-61, 0-13 x 0-26 = 5-8, 0-13 x 0-27 = 5-21, 0-13 x 0-28 = 5-34, 0-13 x 0-29 = 5-47, 0-13 x 0-30 = 5-60, 0-13 x 0-31 = 6-7, 0-13 x 0-32 = 6-20, 0-13 x 0-33 = 6-33, 0-13 x 0-34 = 6-46, 0-13 x 0-35 = 6-59, 0-13 x 0-36 = 7-6, 0-13 x 0-37 = 7-19, 0-13 x 0-38 = 7-32, 0-13 x 0-39 = 7-45, 0-13 x 0-40 = 7-58, 0-13 x 0-41 = 8-5, 0-13 x 0-42 = 8-18, 0-13 x 0-43 = 8-31, 0-13 x 0-44 = 8-44, 0-13 x 0-45 = 8-57, 0-13 x 0-46 = 9-4, 0-13 x 0-47 = 9-17, 0-13 x 0-48 = 9-30, 0-13 x 0-49 = 9-43, 0-13 x 0-50 = 9-56, 0-13 x 0-51 = 10-3, 0-13 x 0-52 = 10-16, 0-13 x 0-53 = 10-29, 0-13 x 0-54 = 10-42, 0-13 x 0-55 = 10-55, 0-13 x 0-56 = 11-2, 0-13 x 0-57 = 11-15, 0-13 x 0-58 = 11-28, 0-13 x 0-59 = 11-41, 0-13 x 0-60 = 11-54, 0-13 x 0-61 = 12-1, 0-13 x 0-62 = 12-14, 0-13 x 0-63 = 12-27, 0-13 x 0-64 = 12-40, 0-13 x 0-65 = 12-53, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 1-4, 0-14 x 0-6 = 1-18, 0-14 x 0-7 = 1-32, 0-14 x 0-8 = 1-46, 0-14 x 0-9 = 1-60, 0-14 x 0-10 = 2-8, 0-14 x 0-11 = 2-22, 0-14 x 0-12 = 2-36, 0-14 x 0-13 = 2-50, 0-14 x 0-14 = 2-64, 0-14 x 0-15 = 3-12, 0-14 x 0-16 = 3-26, 0-14 x 0-17 = 3-40, 0-14 x 0-18 = 3-54, 0-14 x 0-19 = 4-2, 0-14 x 0-20 = 4-16, 0-14 x 0-21 = 4-30, 0-14 x 0-22 = 4-44, 0-14 x 0-23 = 4-58, 0-14 x 0-24 = 5-6, 0-14 x 0-25 = 5-20, 0-14 x 0-26 = 5-34, 0-14 x 0-27 = 5-48, 0-14 x 0-28 = 5-62, 0-14 x 0-29 = 6-10, 0-14 x 0-30 = 6-24, 0-14 x 0-31 = 6-38, 0-14 x 0-32 = 6-52, 0-14 x 0-33 = 7-0, 0-14 x 0-34 = 7-14, 0-14 x 0-35 = 7-28, 0-14 x 0-36 = 7-42, 0-14 x 0-37 = 7-56, 0-14 x 0-38 = 8-4, 0-14 x 0-39 = 8-18, 0-14 x 0-40 = 8-32, 0-14 x 0-41 = 8-46, 0-14 x 0-42 = 8-60, 0-14 x 0-43 = 9-8, 0-14 x 0-44 = 9-22, 0-14 x 0-45 = 9-36, 0-14 x 0-46 = 9-50, 0-14 x 0-47 = 9-64, 0-14 x 0-48 = 10-12, 0-14 x 0-49 = 10-26, 0-14 x 0-50 = 10-40, 0-14 x 0-51 = 10-54, 0-14 x 0-52 = 11-2, 0-14 x 0-53 = 11-16, 0-14 x 0-54 = 11-30, 0-14 x 0-55 = 11-44, 0-14 x 0-56 = 11-58, 0-14 x 0-57 = 12-6, 0-14 x 0-58 = 12-20, 0-14 x 0-59 = 12-34, 0-14 x 0-60 = 12-48, 0-14 x 0-61 = 12-62, 0-14 x 0-62 = 13-10, 0-14 x 0-63 = 13-24, 0-14 x 0-64 = 13-38, 0-14 x 0-65 = 13-52, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 1-9, 0-15 x 0-6 = 1-24, 0-15 x 0-7 = 1-39, 0-15 x 0-8 = 1-54, 0-15 x 0-9 = 2-3, 0-15 x 0-10 = 2-18, 0-15 x 0-11 = 2-33, 0-15 x 0-12 = 2-48, 0-15 x 0-13 = 2-63, 0-15 x 0-14 = 3-12, 0-15 x 0-15 = 3-27, 0-15 x 0-16 = 3-42, 0-15 x 0-17 = 3-57, 0-15 x 0-18 = 4-6, 0-15 x 0-19 = 4-21, 0-15 x 0-20 = 4-36, 0-15 x 0-21 = 4-51, 0-15 x 0-22 = 5-0, 0-15 x 0-23 = 5-15, 0-15 x 0-24 = 5-30, 0-15 x 0-25 = 5-45, 0-15 x 0-26 = 5-60, 0-15 x 0-27 = 6-9, 0-15 x 0-28 = 6-24, 0-15 x 0-29 = 6-39, 0-15 x 0-30 = 6-54, 0-15 x 0-31 = 7-3, 0-15 x 0-32 = 7-18, 0-15 x 0-33 = 7-33, 0-15 x 0-34 = 7-48, 0-15 x 0-35 = 7-63, 0-15 x 0-36 = 8-12, 0-15 x 0-37 = 8-27, 0-15 x 0-38 = 8-42, 0-15 x 0-39 = 8-57, 0-15 x 0-40 = 9-6, 0-15 x 0-41 = 9-21, 0-15 x 0-42 = 9-36, 0-15 x 0-43 = 9-51, 0-15 x 0-44 = 10-0, 0-15 x 0-45 = 10-15, 0-15 x 0-46 = 10-30, 0-15 x 0-47 = 10-45, 0-15 x 0-48 = 10-60, 0-15 x 0-49 = 11-9, 0-15 x 0-50 = 11-24, 0-15 x 0-51 = 11-39, 0-15 x 0-52 = 11-54, 0-15 x 0-53 = 12-3, 0-15 x 0-54 = 12-18, 0-15 x 0-55 = 12-33, 0-15 x 0-56 = 12-48, 0-15 x 0-57 = 12-63, 0-15 x 0-58 = 13-12, 0-15 x 0-59 = 13-27, 0-15 x 0-60 = 13-42, 0-15 x 0-61 = 13-57, 0-15 x 0-62 = 14-6, 0-15 x 0-63 = 14-21, 0-15 x 0-64 = 14-36, 0-15 x 0-65 = 14-51, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 0-64, 0-16 x 0-5 = 1-14, 0-16 x 0-6 = 1-30, 0-16 x 0-7 = 1-46, 0-16 x 0-8 = 1-62, 0-16 x 0-9 = 2-12, 0-16 x 0-10 = 2-28, 0-16 x 0-11 = 2-44, 0-16 x 0-12 = 2-60, 0-16 x 0-13 = 3-10, 0-16 x 0-14 = 3-26, 0-16 x 0-15 = 3-42, 0-16 x 0-16 = 3-58, 0-16 x 0-17 = 4-8, 0-16 x 0-18 = 4-24, 0-16 x 0-19 = 4-40, 0-16 x 0-20 = 4-56, 0-16 x 0-21 = 5-6, 0-16 x 0-22 = 5-22, 0-16 x 0-23 = 5-38, 0-16 x 0-24 = 5-54, 0-16 x 0-25 = 6-4, 0-16 x 0-26 = 6-20, 0-16 x 0-27 = 6-36, 0-16 x 0-28 = 6-52, 0-16 x 0-29 = 7-2, 0-16 x 0-30 = 7-18, 0-16 x 0-31 = 7-34, 0-16 x 0-32 = 7-50, 0-16 x 0-33 = 8-0, 0-16 x 0-34 = 8-16, 0-16 x 0-35 = 8-32, 0-16 x 0-36 = 8-48, 0-16 x 0-37 = 8-64, 0-16 x 0-38 = 9-14, 0-16 x 0-39 = 9-30, 0-16 x 0-40 = 9-46, 0-16 x 0-41 = 9-62, 0-16 x 0-42 = 10-12, 0-16 x 0-43 = 10-28, 0-16 x 0-44 = 10-44, 0-16 x 0-45 = 10-60, 0-16 x 0-46 = 11-10, 0-16 x 0-47 = 11-26, 0-16 x 0-48 = 11-42, 0-16 x 0-49 = 11-58, 0-16 x 0-50 = 12-8, 0-16 x 0-51 = 12-24, 0-16 x 0-52 = 12-40, 0-16 x 0-53 = 12-56, 0-16 x 0-54 = 13-6, 0-16 x 0-55 = 13-22, 0-16 x 0-56 = 13-38, 0-16 x 0-57 = 13-54, 0-16 x 0-58 = 14-4, 0-16 x 0-59 = 14-20, 0-16 x 0-60 = 14-36, 0-16 x 0-61 = 14-52, 0-16 x 0-62 = 15-2, 0-16 x 0-63 = 15-18, 0-16 x 0-64 = 15-34, 0-16 x 0-65 = 15-50, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 1-2, 0-17 x 0-5 = 1-19, 0-17 x 0-6 = 1-36, 0-17 x 0-7 = 1-53, 0-17 x 0-8 = 2-4, 0-17 x 0-9 = 2-21, 0-17 x 0-10 = 2-38, 0-17 x 0-11 = 2-55, 0-17 x 0-12 = 3-6, 0-17 x 0-13 = 3-23, 0-17 x 0-14 = 3-40, 0-17 x 0-15 = 3-57, 0-17 x 0-16 = 4-8, 0-17 x 0-17 = 4-25, 0-17 x 0-18 = 4-42, 0-17 x 0-19 = 4-59, 0-17 x 0-20 = 5-10, 0-17 x 0-21 = 5-27, 0-17 x 0-22 = 5-44, 0-17 x 0-23 = 5-61, 0-17 x 0-24 = 6-12, 0-17 x 0-25 = 6-29, 0-17 x 0-26 = 6-46, 0-17 x 0-27 = 6-63, 0-17 x 0-28 = 7-14, 0-17 x 0-29 = 7-31, 0-17 x 0-30 = 7-48, 0-17 x 0-31 = 7-65, 0-17 x 0-32 = 8-16, 0-17 x 0-33 = 8-33, 0-17 x 0-34 = 8-50, 0-17 x 0-35 = 9-1, 0-17 x 0-36 = 9-18, 0-17 x 0-37 = 9-35, 0-17 x 0-38 = 9-52, 0-17 x 0-39 = 10-3, 0-17 x 0-40 = 10-20, 0-17 x 0-41 = 10-37, 0-17 x 0-42 = 10-54, 0-17 x 0-43 = 11-5, 0-17 x 0-44 = 11-22, 0-17 x 0-45 = 11-39, 0-17 x 0-46 = 11-56, 0-17 x 0-47 = 12-7, 0-17 x 0-48 = 12-24, 0-17 x 0-49 = 12-41, 0-17 x 0-50 = 12-58, 0-17 x 0-51 = 13-9, 0-17 x 0-52 = 13-26, 0-17 x 0-53 = 13-43, 0-17 x 0-54 = 13-60, 0-17 x 0-55 = 14-11, 0-17 x 0-56 = 14-28, 0-17 x 0-57 = 14-45, 0-17 x 0-58 = 14-62, 0-17 x 0-59 = 15-13, 0-17 x 0-60 = 15-30, 0-17 x 0-61 = 15-47, 0-17 x 0-62 = 15-64, 0-17 x 0-63 = 16-15, 0-17 x 0-64 = 16-32, 0-17 x 0-65 = 16-49, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 1-6, 0-18 x 0-5 = 1-24, 0-18 x 0-6 = 1-42, 0-18 x 0-7 = 1-60, 0-18 x 0-8 = 2-12, 0-18 x 0-9 = 2-30, 0-18 x 0-10 = 2-48, 0-18 x 0-11 = 3-0, 0-18 x 0-12 = 3-18, 0-18 x 0-13 = 3-36, 0-18 x 0-14 = 3-54, 0-18 x 0-15 = 4-6, 0-18 x 0-16 = 4-24, 0-18 x 0-17 = 4-42, 0-18 x 0-18 = 4-60, 0-18 x 0-19 = 5-12, 0-18 x 0-20 = 5-30, 0-18 x 0-21 = 5-48, 0-18 x 0-22 = 6-0, 0-18 x 0-23 = 6-18, 0-18 x 0-24 = 6-36, 0-18 x 0-25 = 6-54, 0-18 x 0-26 = 7-6, 0-18 x 0-27 = 7-24, 0-18 x 0-28 = 7-42, 0-18 x 0-29 = 7-60, 0-18 x 0-30 = 8-12, 0-18 x 0-31 = 8-30, 0-18 x 0-32 = 8-48, 0-18 x 0-33 = 9-0, 0-18 x 0-34 = 9-18, 0-18 x 0-35 = 9-36, 0-18 x 0-36 = 9-54, 0-18 x 0-37 = 10-6, 0-18 x 0-38 = 10-24, 0-18 x 0-39 = 10-42, 0-18 x 0-40 = 10-60, 0-18 x 0-41 = 11-12, 0-18 x 0-42 = 11-30, 0-18 x 0-43 = 11-48, 0-18 x 0-44 = 12-0, 0-18 x 0-45 = 12-18, 0-18 x 0-46 = 12-36, 0-18 x 0-47 = 12-54, 0-18 x 0-48 = 13-6, 0-18 x 0-49 = 13-24, 0-18 x 0-50 = 13-42, 0-18 x 0-51 = 13-60, 0-18 x 0-52 = 14-12, 0-18 x 0-53 = 14-30, 0-18 x 0-54 = 14-48, 0-18 x 0-55 = 15-0, 0-18 x 0-56 = 15-18, 0-18 x 0-57 = 15-36, 0-18 x 0-58 = 15-54, 0-18 x 0-59 = 16-6, 0-18 x 0-60 = 16-24, 0-18 x 0-61 = 16-42, 0-18 x 0-62 = 16-60, 0-18 x 0-63 = 17-12, 0-18 x 0-64 = 17-30, 0-18 x 0-65 = 17-48, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 1-10, 0-19 x 0-5 = 1-29, 0-19 x 0-6 = 1-48, 0-19 x 0-7 = 2-1, 0-19 x 0-8 = 2-20, 0-19 x 0-9 = 2-39, 0-19 x 0-10 = 2-58, 0-19 x 0-11 = 3-11, 0-19 x 0-12 = 3-30, 0-19 x 0-13 = 3-49, 0-19 x 0-14 = 4-2, 0-19 x 0-15 = 4-21, 0-19 x 0-16 = 4-40, 0-19 x 0-17 = 4-59, 0-19 x 0-18 = 5-12, 0-19 x 0-19 = 5-31, 0-19 x 0-20 = 5-50, 0-19 x 0-21 = 6-3, 0-19 x 0-22 = 6-22, 0-19 x 0-23 = 6-41, 0-19 x 0-24 = 6-60, 0-19 x 0-25 = 7-13, 0-19 x 0-26 = 7-32, 0-19 x 0-27 = 7-51, 0-19 x 0-28 = 8-4, 0-19 x 0-29 = 8-23, 0-19 x 0-30 = 8-42, 0-19 x 0-31 = 8-61, 0-19 x 0-32 = 9-14, 0-19 x 0-33 = 9-33, 0-19 x 0-34 = 9-52, 0-19 x 0-35 = 10-5, 0-19 x 0-36 = 10-24, 0-19 x 0-37 = 10-43, 0-19 x 0-38 = 10-62, 0-19 x 0-39 = 11-15, 0-19 x 0-40 = 11-34, 0-19 x 0-41 = 11-53, 0-19 x 0-42 = 12-6, 0-19 x 0-43 = 12-25, 0-19 x 0-44 = 12-44, 0-19 x 0-45 = 12-63, 0-19 x 0-46 = 13-16, 0-19 x 0-47 = 13-35, 0-19 x 0-48 = 13-54, 0-19 x 0-49 = 14-7, 0-19 x 0-50 = 14-26, 0-19 x 0-51 = 14-45, 0-19 x 0-52 = 14-64, 0-19 x 0-53 = 15-17, 0-19 x 0-54 = 15-36, 0-19 x 0-55 = 15-55, 0-19 x 0-56 = 16-8, 0-19 x 0-57 = 16-27, 0-19 x 0-58 = 16-46, 0-19 x 0-59 = 16-65, 0-19 x 0-60 = 17-18, 0-19 x 0-61 = 17-37, 0-19 x 0-62 = 17-56, 0-19 x 0-63 = 18-9, 0-19 x 0-64 = 18-28, 0-19 x 0-65 = 18-47, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 1-14, 0-20 x 0-5 = 1-34, 0-20 x 0-6 = 1-54, 0-20 x 0-7 = 2-8, 0-20 x 0-8 = 2-28, 0-20 x 0-9 = 2-48, 0-20 x 0-10 = 3-2, 0-20 x 0-11 = 3-22, 0-20 x 0-12 = 3-42, 0-20 x 0-13 = 3-62, 0-20 x 0-14 = 4-16, 0-20 x 0-15 = 4-36, 0-20 x 0-16 = 4-56, 0-20 x 0-17 = 5-10, 0-20 x 0-18 = 5-30, 0-20 x 0-19 = 5-50, 0-20 x 0-20 = 6-4, 0-20 x 0-21 = 6-24, 0-20 x 0-22 = 6-44, 0-20 x 0-23 = 6-64, 0-20 x 0-24 = 7-18, 0-20 x 0-25 = 7-38, 0-20 x 0-26 = 7-58, 0-20 x 0-27 = 8-12, 0-20 x 0-28 = 8-32, 0-20 x 0-29 = 8-52, 0-20 x 0-30 = 9-6, 0-20 x 0-31 = 9-26, 0-20 x 0-32 = 9-46, 0-20 x 0-33 = 10-0, 0-20 x 0-34 = 10-20, 0-20 x 0-35 = 10-40, 0-20 x 0-36 = 10-60, 0-20 x 0-37 = 11-14, 0-20 x 0-38 = 11-34, 0-20 x 0-39 = 11-54, 0-20 x 0-40 = 12-8, 0-20 x 0-41 = 12-28, 0-20 x 0-42 = 12-48, 0-20 x 0-43 = 13-2, 0-20 x 0-44 = 13-22, 0-20 x 0-45 = 13-42, 0-20 x 0-46 = 13-62, 0-20 x 0-47 = 14-16, 0-20 x 0-48 = 14-36, 0-20 x 0-49 = 14-56, 0-20 x 0-50 = 15-10, 0-20 x 0-51 = 15-30, 0-20 x 0-52 = 15-50, 0-20 x 0-53 = 16-4, 0-20 x 0-54 = 16-24, 0-20 x 0-55 = 16-44, 0-20 x 0-56 = 16-64, 0-20 x 0-57 = 17-18, 0-20 x 0-58 = 17-38, 0-20 x 0-59 = 17-58, 0-20 x 0-60 = 18-12, 0-20 x 0-61 = 18-32, 0-20 x 0-62 = 18-52, 0-20 x 0-63 = 19-6, 0-20 x 0-64 = 19-26, 0-20 x 0-65 = 19-46, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 0-63, 0-21 x 0-4 = 1-18, 0-21 x 0-5 = 1-39, 0-21 x 0-6 = 1-60, 0-21 x 0-7 = 2-15, 0-21 x 0-8 = 2-36, 0-21 x 0-9 = 2-57, 0-21 x 0-10 = 3-12, 0-21 x 0-11 = 3-33, 0-21 x 0-12 = 3-54, 0-21 x 0-13 = 4-9, 0-21 x 0-14 = 4-30, 0-21 x 0-15 = 4-51, 0-21 x 0-16 = 5-6, 0-21 x 0-17 = 5-27, 0-21 x 0-18 = 5-48, 0-21 x 0-19 = 6-3, 0-21 x 0-20 = 6-24, 0-21 x 0-21 = 6-45, 0-21 x 0-22 = 7-0, 0-21 x 0-23 = 7-21, 0-21 x 0-24 = 7-42, 0-21 x 0-25 = 7-63, 0-21 x 0-26 = 8-18, 0-21 x 0-27 = 8-39, 0-21 x 0-28 = 8-60, 0-21 x 0-29 = 9-15, 0-21 x 0-30 = 9-36, 0-21 x 0-31 = 9-57, 0-21 x 0-32 = 10-12, 0-21 x 0-33 = 10-33, 0-21 x 0-34 = 10-54, 0-21 x 0-35 = 11-9, 0-21 x 0-36 = 11-30, 0-21 x 0-37 = 11-51, 0-21 x 0-38 = 12-6, 0-21 x 0-39 = 12-27, 0-21 x 0-40 = 12-48, 0-21 x 0-41 = 13-3, 0-21 x 0-42 = 13-24, 0-21 x 0-43 = 13-45, 0-21 x 0-44 = 14-0, 0-21 x 0-45 = 14-21, 0-21 x 0-46 = 14-42, 0-21 x 0-47 = 14-63, 0-21 x 0-48 = 15-18, 0-21 x 0-49 = 15-39, 0-21 x 0-50 = 15-60, 0-21 x 0-51 = 16-15, 0-21 x 0-52 = 16-36, 0-21 x 0-53 = 16-57, 0-21 x 0-54 = 17-12, 0-21 x 0-55 = 17-33, 0-21 x 0-56 = 17-54, 0-21 x 0-57 = 18-9, 0-21 x 0-58 = 18-30, 0-21 x 0-59 = 18-51, 0-21 x 0-60 = 19-6, 0-21 x 0-61 = 19-27, 0-21 x 0-62 = 19-48, 0-21 x 0-63 = 20-3, 0-21 x 0-64 = 20-24, 0-21 x 0-65 = 20-45, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-0, 0-22 x 0-4 = 1-22, 0-22 x 0-5 = 1-44, 0-22 x 0-6 = 2-0, 0-22 x 0-7 = 2-22, 0-22 x 0-8 = 2-44, 0-22 x 0-9 = 3-0, 0-22 x 0-10 = 3-22, 0-22 x 0-11 = 3-44, 0-22 x 0-12 = 4-0, 0-22 x 0-13 = 4-22, 0-22 x 0-14 = 4-44, 0-22 x 0-15 = 5-0, 0-22 x 0-16 = 5-22, 0-22 x 0-17 = 5-44, 0-22 x 0-18 = 6-0, 0-22 x 0-19 = 6-22, 0-22 x 0-20 = 6-44, 0-22 x 0-21 = 7-0, 0-22 x 0-22 = 7-22, 0-22 x 0-23 = 7-44, 0-22 x 0-24 = 8-0, 0-22 x 0-25 = 8-22, 0-22 x 0-26 = 8-44, 0-22 x 0-27 = 9-0, 0-22 x 0-28 = 9-22, 0-22 x 0-29 = 9-44, 0-22 x 0-30 = 10-0, 0-22 x 0-31 = 10-22, 0-22 x 0-32 = 10-44, 0-22 x 0-33 = 11-0, 0-22 x 0-34 = 11-22, 0-22 x 0-35 = 11-44, 0-22 x 0-36 = 12-0, 0-22 x 0-37 = 12-22, 0-22 x 0-38 = 12-44, 0-22 x 0-39 = 13-0, 0-22 x 0-40 = 13-22, 0-22 x 0-41 = 13-44, 0-22 x 0-42 = 14-0, 0-22 x 0-43 = 14-22, 0-22 x 0-44 = 14-44, 0-22 x 0-45 = 15-0, 0-22 x 0-46 = 15-22, 0-22 x 0-47 = 15-44, 0-22 x 0-48 = 16-0, 0-22 x 0-49 = 16-22, 0-22 x 0-50 = 16-44, 0-22 x 0-51 = 17-0, 0-22 x 0-52 = 17-22, 0-22 x 0-53 = 17-44, 0-22 x 0-54 = 18-0, 0-22 x 0-55 = 18-22, 0-22 x 0-56 = 18-44, 0-22 x 0-57 = 19-0, 0-22 x 0-58 = 19-22, 0-22 x 0-59 = 19-44, 0-22 x 0-60 = 20-0, 0-22 x 0-61 = 20-22, 0-22 x 0-62 = 20-44, 0-22 x 0-63 = 21-0, 0-22 x 0-64 = 21-22, 0-22 x 0-65 = 21-44, 
