0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 1-0, 0-11 x 0-5 = 1-11, 0-11 x 0-6 = 1-22, 0-11 x 0-7 = 1-33, 0-11 x 0-8 = 2-0, 0-11 x 0-9 = 2-11, 0-11 x 0-10 = 2-22, 0-11 x 0-11 = 2-33, 0-11 x 0-12 = 3-0, 0-11 x 0-13 = 3-11, 0-11 x 0-14 = 3-22, 0-11 x 0-15 = 3-33, 0-11 x 0-16 = 4-0, 0-11 x 0-17 = 4-11, 0-11 x 0-18 = 4-22, 0-11 x 0-19 = 4-33, 0-11 x 0-20 = 5-0, 0-11 x 0-21 = 5-11, 0-11 x 0-22 = 5-22, 0-11 x 0-23 = 5-33, 0-11 x 0-24 = 6-0, 0-11 x 0-25 = 6-11, 0-11 x 0-26 = 6-22, 0-11 x 0-27 = 6-33, 0-11 x 0-28 = 7-0, 0-11 x 0-29 = 7-11, 0-11 x 0-30 = 7-22, 0-11 x 0-31 = 7-33, 0-11 x 0-32 = 8-0, 0-11 x 0-33 = 8-11, 0-11 x 0-34 = 8-22, 0-11 x 0-35 = 8-33, 0-11 x 0-36 = 9-0, 0-11 x 0-37 = 9-11, 0-11 x 0-38 = 9-22, 0-11 x 0-39 = 9-33, 0-11 x 0-40 = 10-0, 0-11 x 0-41 = 10-11, 0-11 x 0-42 = 10-22, 0-11 x 0-43 = 10-33, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 1-4, 0-12 x 0-5 = 1-16, 0-12 x 0-6 = 1-28, 0-12 x 0-7 = 1-40, 0-12 x 0-8 = 2-8, 0-12 x 0-9 = 2-20, 0-12 x 0-10 = 2-32, 0-12 x 0-11 = 3-0, 0-12 x 0-12 = 3-12, 0-12 x 0-13 = 3-24, 0-12 x 0-14 = 3-36, 0-12 x 0-15 = 4-4, 0-12 x 0-16 = 4-16, 0-12 x 0-17 = 4-28, 0-12 x 0-18 = 4-40, 0-12 x 0-19 = 5-8, 0-12 x 0-20 = 5-20, 0-12 x 0-21 = 5-32, 0-12 x 0-22 = 6-0, 0-12 x 0-23 = 6-12, 0-12 x 0-24 = 6-24, 0-12 x 0-25 = 6-36, 0-12 x 0-26 = 7-4, 0-12 x 0-27 = 7-16, 0-12 x 0-28 = 7-28, 0-12 x 0-29 = 7-40, 0-12 x 0-30 = 8-8, 0-12 x 0-31 = 8-20, 0-12 x 0-32 = 8-32, 0-12 x 0-33 = 9-0, 0-12 x 0-34 = 9-12, 0-12 x 0-35 = 9-24, 0-12 x 0-36 = 9-36, 0-12 x 0-37 = 10-4, 0-12 x 0-38 = 10-16, 0-12 x 0-39 = 10-28, 0-12 x 0-40 = 10-40, 0-12 x 0-41 = 11-8, 0-12 x 0-42 = 11-20, 0-12 x 0-43 = 11-32, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 1-8, 0-13 x 0-5 = 1-21, 0-13 x 0-6 = 1-34, 0-13 x 0-7 = 2-3, 0-13 x 0-8 = 2-16, 0-13 x 0-9 = 2-29, 0-13 x 0-10 = 2-42, 0-13 x 0-11 = 3-11, 0-13 x 0-12 = 3-24, 0-13 x 0-13 = 3-37, 0-13 x 0-14 = 4-6, 0-13 x 0-15 = 4-19, 0-13 x 0-16 = 4-32, 0-13 x 0-17 = 5-1, 0-13 x 0-18 = 5-14, 0-13 x 0-19 = 5-27, 0-13 x 0-20 = 5-40, 0-13 x 0-21 = 6-9, 0-13 x 0-22 = 6-22, 0-13 x 0-23 = 6-35, 0-13 x 0-24 = 7-4, 0-13 x 0-25 = 7-17, 0-13 x 0-26 = 7-30, 0-13 x 0-27 = 7-43, 0-13 x 0-28 = 8-12, 0-13 x 0-29 = 8-25, 0-13 x 0-30 = 8-38, 0-13 x 0-31 = 9-7, 0-13 x 0-32 = 9-20, 0-13 x 0-33 = 9-33, 0-13 x 0-34 = 10-2, 0-13 x 0-35 = 10-15, 0-13 x 0-36 = 10-28, 0-13 x 0-37 = 10-41, 0-13 x 0-38 = 11-10, 0-13 x 0-39 = 11-23, 0-13 x 0-40 = 11-36, 0-13 x 0-41 = 12-5, 0-13 x 0-42 = 12-18, 0-13 x 0-43 = 12-31, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 1-12, 0-14 x 0-5 = 1-26, 0-14 x 0-6 = 1-40, 0-14 x 0-7 = 2-10, 0-14 x 0-8 = 2-24, 0-14 x 0-9 = 2-38, 0-14 x 0-10 = 3-8, 0-14 x 0-11 = 3-22, 0-14 x 0-12 = 3-36, 0-14 x 0-13 = 4-6, 0-14 x 0-14 = 4-20, 0-14 x 0-15 = 4-34, 0-14 x 0-16 = 5-4, 0-14 x 0-17 = 5-18, 0-14 x 0-18 = 5-32, 0-14 x 0-19 = 6-2, 0-14 x 0-20 = 6-16, 0-14 x 0-21 = 6-30, 0-14 x 0-22 = 7-0, 0-14 x 0-23 = 7-14, 0-14 x 0-24 = 7-28, 0-14 x 0-25 = 7-42, 0-14 x 0-26 = 8-12, 0-14 x 0-27 = 8-26, 0-14 x 0-28 = 8-40, 0-14 x 0-29 = 9-10, 0-14 x 0-30 = 9-24, 0-14 x 0-31 = 9-38, 0-14 x 0-32 = 10-8, 0-14 x 0-33 = 10-22, 0-14 x 0-34 = 10-36, 0-14 x 0-35 = 11-6, 0-14 x 0-36 = 11-20, 0-14 x 0-37 = 11-34, 0-14 x 0-38 = 12-4, 0-14 x 0-39 = 12-18, 0-14 x 0-40 = 12-32, 0-14 x 0-41 = 13-2, 0-14 x 0-42 = 13-16, 0-14 x 0-43 = 13-30, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 1-1, 0-15 x 0-4 = 1-16, 0-15 x 0-5 = 1-31, 0-15 x 0-6 = 2-2, 0-15 x 0-7 = 2-17, 0-15 x 0-8 = 2-32, 0-15 x 0-9 = 3-3, 0-15 x 0-10 = 3-18, 0-15 x 0-11 = 3-33, 0-15 x 0-12 = 4-4, 0-15 x 0-13 = 4-19, 0-15 x 0-14 = 4-34, 0-15 x 0-15 = 5-5, 0-15 x 0-16 = 5-20, 0-15 x 0-17 = 5-35, 0-15 x 0-18 = 6-6, 0-15 x 0-19 = 6-21, 0-15 x 0-20 = 6-36, 0-15 x 0-21 = 7-7, 0-15 x 0-22 = 7-22, 0-15 x 0-23 = 7-37, 0-15 x 0-24 = 8-8, 0-15 x 0-25 = 8-23, 0-15 x 0-26 = 8-38, 0-15 x 0-27 = 9-9, 0-15 x 0-28 = 9-24, 0-15 x 0-29 = 9-39, 0-15 x 0-30 = 10-10, 0-15 x 0-31 = 10-25, 0-15 x 0-32 = 10-40, 0-15 x 0-33 = 11-11, 0-15 x 0-34 = 11-26, 0-15 x 0-35 = 11-41, 0-15 x 0-36 = 12-12, 0-15 x 0-37 = 12-27, 0-15 x 0-38 = 12-42, 0-15 x 0-39 = 13-13, 0-15 x 0-40 = 13-28, 0-15 x 0-41 = 13-43, 0-15 x 0-42 = 14-14, 0-15 x 0-43 = 14-29, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 1-4, 0-16 x 0-4 = 1-20, 0-16 x 0-5 = 1-36, 0-16 x 0-6 = 2-8, 0-16 x 0-7 = 2-24, 0-16 x 0-8 = 2-40, 0-16 x 0-9 = 3-12, 0-16 x 0-10 = 3-28, 0-16 x 0-11 = 4-0, 0-16 x 0-12 = 4-16, 0-16 x 0-13 = 4-32, 0-16 x 0-14 = 5-4, 0-16 x 0-15 = 5-20, 0-16 x 0-16 = 5-36, 0-16 x 0-17 = 6-8, 0-16 x 0-18 = 6-24, 0-16 x 0-19 = 6-40, 0-16 x 0-20 = 7-12, 0-16 x 0-21 = 7-28, 0-16 x 0-22 = 8-0, 0-16 x 0-23 = 8-16, 0-16 x 0-24 = 8-32, 0-16 x 0-25 = 9-4, 0-16 x 0-26 = 9-20, 0-16 x 0-27 = 9-36, 0-16 x 0-28 = 10-8, 0-16 x 0-29 = 10-24, 0-16 x 0-30 = 10-40, 0-16 x 0-31 = 11-12, 0-16 x 0-32 = 11-28, 0-16 x 0-33 = 12-0, 0-16 x 0-34 = 12-16, 0-16 x 0-35 = 12-32, 0-16 x 0-36 = 13-4, 0-16 x 0-37 = 13-20, 0-16 x 0-38 = 13-36, 0-16 x 0-39 = 14-8, 0-16 x 0-40 = 14-24, 0-16 x 0-41 = 14-40, 0-16 x 0-42 = 15-12, 0-16 x 0-43 = 15-28, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 1-7, 0-17 x 0-4 = 1-24, 0-17 x 0-5 = 1-41, 0-17 x 0-6 = 2-14, 0-17 x 0-7 = 2-31, 0-17 x 0-8 = 3-4, 0-17 x 0-9 = 3-21, 0-17 x 0-10 = 3-38, 0-17 x 0-11 = 4-11, 0-17 x 0-12 = 4-28, 0-17 x 0-13 = 5-1, 0-17 x 0-14 = 5-18, 0-17 x 0-15 = 5-35, 0-17 x 0-16 = 6-8, 0-17 x 0-17 = 6-25, 0-17 x 0-18 = 6-42, 0-17 x 0-19 = 7-15, 0-17 x 0-20 = 7-32, 0-17 x 0-21 = 8-5, 0-17 x 0-22 = 8-22, 0-17 x 0-23 = 8-39, 0-17 x 0-24 = 9-12, 0-17 x 0-25 = 9-29, 0-17 x 0-26 = 10-2, 0-17 x 0-27 = 10-19, 0-17 x 0-28 = 10-36, 0-17 x 0-29 = 11-9, 0-17 x 0-30 = 11-26, 0-17 x 0-31 = 11-43, 0-17 x 0-32 = 12-16, 0-17 x 0-33 = 12-33, 0-17 x 0-34 = 13-6, 0-17 x 0-35 = 13-23, 0-17 x 0-36 = 13-40, 0-17 x 0-37 = 14-13, 0-17 x 0-38 = 14-30, 0-17 x 0-39 = 15-3, 0-17 x 0-40 = 15-20, 0-17 x 0-41 = 15-37, 0-17 x 0-42 = 16-10, 0-17 x 0-43 = 16-27, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 1-10, 0-18 x 0-4 = 1-28, 0-18 x 0-5 = 2-2, 0-18 x 0-6 = 2-20, 0-18 x 0-7 = 2-38, 0-18 x 0-8 = 3-12, 0-18 x 0-9 = 3-30, 0-18 x 0-10 = 4-4, 0-18 x 0-11 = 4-22, 0-18 x 0-12 = 4-40, 0-18 x 0-13 = 5-14, 0-18 x 0-14 = 5-32, 0-18 x 0-15 = 6-6, 0-18 x 0-16 = 6-24, 0-18 x 0-17 = 6-42, 0-18 x 0-18 = 7-16, 0-18 x 0-19 = 7-34, 0-18 x 0-20 = 8-8, 0-18 x 0-21 = 8-26, 0-18 x 0-22 = 9-0, 0-18 x 0-23 = 9-18, 0-18 x 0-24 = 9-36, 0-18 x 0-25 = 10-10, 0-18 x 0-26 = 10-28, 0-18 x 0-27 = 11-2, 0-18 x 0-28 = 11-20, 0-18 x 0-29 = 11-38, 0-18 x 0-30 = 12-12, 0-18 x 0-31 = 12-30, 0-18 x 0-32 = 13-4, 0-18 x 0-33 = 13-22, 0-18 x 0-34 = 13-40, 0-18 x 0-35 = 14-14, 0-18 x 0-36 = 14-32, 0-18 x 0-37 = 15-6, 0-18 x 0-38 = 15-24, 0-18 x 0-39 = 15-42, 0-18 x 0-40 = 16-16, 0-18 x 0-41 = 16-34, 0-18 x 0-42 = 17-8, 0-18 x 0-43 = 17-26, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 1-13, 0-19 x 0-4 = 1-32, 0-19 x 0-5 = 2-7, 0-19 x 0-6 = 2-26, 0-19 x 0-7 = 3-1, 0-19 x 0-8 = 3-20, 0-19 x 0-9 = 3-39, 0-19 x 0-10 = 4-14, 0-19 x 0-11 = 4-33, 0-19 x 0-12 = 5-8, 0-19 x 0-13 = 5-27, 0-19 x 0-14 = 6-2, 0-19 x 0-15 = 6-21, 0-19 x 0-16 = 6-40, 0-19 x 0-17 = 7-15, 0-19 x 0-18 = 7-34, 0-19 x 0-19 = 8-9, 0-19 x 0-20 = 8-28, 0-19 x 0-21 = 9-3, 0-19 x 0-22 = 9-22, 0-19 x 0-23 = 9-41, 0-19 x 0-24 = 10-16, 0-19 x 0-25 = 10-35, 0-19 x 0-26 = 11-10, 0-19 x 0-27 = 11-29, 0-19 x 0-28 = 12-4, 0-19 x 0-29 = 12-23, 0-19 x 0-30 = 12-42, 0-19 x 0-31 = 13-17, 0-19 x 0-32 = 13-36, 0-19 x 0-33 = 14-11, 0-19 x 0-34 = 14-30, 0-19 x 0-35 = 15-5, 0-19 x 0-36 = 15-24, 0-19 x 0-37 = 15-43, 0-19 x 0-38 = 16-18, 0-19 x 0-39 = 16-37, 0-19 x 0-40 = 17-12, 0-19 x 0-41 = 17-31, 0-19 x 0-42 = 18-6, 0-19 x 0-43 = 18-25, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 1-16, 0-20 x 0-4 = 1-36, 0-20 x 0-5 = 2-12, 0-20 x 0-6 = 2-32, 0-20 x 0-7 = 3-8, 0-20 x 0-8 = 3-28, 0-20 x 0-9 = 4-4, 0-20 x 0-10 = 4-24, 0-20 x 0-11 = 5-0, 0-20 x 0-12 = 5-20, 0-20 x 0-13 = 5-40, 0-20 x 0-14 = 6-16, 0-20 x 0-15 = 6-36, 0-20 x 0-16 = 7-12, 0-20 x 0-17 = 7-32, 0-20 x 0-18 = 8-8, 0-20 x 0-19 = 8-28, 0-20 x 0-20 = 9-4, 0-20 x 0-21 = 9-24, 0-20 x 0-22 = 10-0, 0-20 x 0-23 = 10-20, 0-20 x 0-24 = 10-40, 0-20 x 0-25 = 11-16, 0-20 x 0-26 = 11-36, 0-20 x 0-27 = 12-12, 0-20 x 0-28 = 12-32, 0-20 x 0-29 = 13-8, 0-20 x 0-30 = 13-28, 0-20 x 0-31 = 14-4, 0-20 x 0-32 = 14-24, 0-20 x 0-33 = 15-0, 0-20 x 0-34 = 15-20, 0-20 x 0-35 = 15-40, 0-20 x 0-36 = 16-16, 0-20 x 0-37 = 16-36, 0-20 x 0-38 = 17-12, 0-20 x 0-39 = 17-32, 0-20 x 0-40 = 18-8, 0-20 x 0-41 = 18-28, 0-20 x 0-42 = 19-4, 0-20 x 0-43 = 19-24, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 1-19, 0-21 x 0-4 = 1-40, 0-21 x 0-5 = 2-17, 0-21 x 0-6 = 2-38, 0-21 x 0-7 = 3-15, 0-21 x 0-8 = 3-36, 0-21 x 0-9 = 4-13, 0-21 x 0-10 = 4-34, 0-21 x 0-11 = 5-11, 0-21 x 0-12 = 5-32, 0-21 x 0-13 = 6-9, 0-21 x 0-14 = 6-30, 0-21 x 0-15 = 7-7, 0-21 x 0-16 = 7-28, 0-21 x 0-17 = 8-5, 0-21 x 0-18 = 8-26, 0-21 x 0-19 = 9-3, 0-21 x 0-20 = 9-24, 0-21 x 0-21 = 10-1, 0-21 x 0-22 = 10-22, 0-21 x 0-23 = 10-43, 0-21 x 0-24 = 11-20, 0-21 x 0-25 = 11-41, 0-21 x 0-26 = 12-18, 0-21 x 0-27 = 12-39, 0-21 x 0-28 = 13-16, 0-21 x 0-29 = 13-37, 0-21 x 0-30 = 14-14, 0-21 x 0-31 = 14-35, 0-21 x 0-32 = 15-12, 0-21 x 0-33 = 15-33, 0-21 x 0-34 = 16-10, 0-21 x 0-35 = 16-31, 0-21 x 0-36 = 17-8, 0-21 x 0-37 = 17-29, 0-21 x 0-38 = 18-6, 0-21 x 0-39 = 18-27, 0-21 x 0-40 = 19-4, 0-21 x 0-41 = 19-25, 0-21 x 0-42 = 20-2, 0-21 x 0-43 = 20-23, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 1-0, 0-22 x 0-3 = 1-22, 0-22 x 0-4 = 2-0, 0-22 x 0-5 = 2-22, 0-22 x 0-6 = 3-0, 0-22 x 0-7 = 3-22, 0-22 x 0-8 = 4-0, 0-22 x 0-9 = 4-22, 0-22 x 0-10 = 5-0, 0-22 x 0-11 = 5-22, 0-22 x 0-12 = 6-0, 0-22 x 0-13 = 6-22, 0-22 x 0-14 = 7-0, 0-22 x 0-15 = 7-22, 0-22 x 0-16 = 8-0, 0-22 x 0-17 = 8-22, 0-22 x 0-18 = 9-0, 0-22 x 0-19 = 9-22, 0-22 x 0-20 = 10-0, 0-22 x 0-21 = 10-22, 0-22 x 0-22 = 11-0, 0-22 x 0-23 = 11-22, 0-22 x 0-24 = 12-0, 0-22 x 0-25 = 12-22, 0-22 x 0-26 = 13-0, 0-22 x 0-27 = 13-22, 0-22 x 0-28 = 14-0, 0-22 x 0-29 = 14-22, 0-22 x 0-30 = 15-0, 0-22 x 0-31 = 15-22, 0-22 x 0-32 = 16-0, 0-22 x 0-33 = 16-22, 0-22 x 0-34 = 17-0, 0-22 x 0-35 = 17-22, 0-22 x 0-36 = 18-0, 0-22 x 0-37 = 18-22, 0-22 x 0-38 = 19-0, 0-22 x 0-39 = 19-22, 0-22 x 0-40 = 20-0, 0-22 x 0-41 = 20-22, 0-22 x 0-42 = 21-0, 0-22 x 0-43 = 21-22, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 1-2, 0-23 x 0-3 = 1-25, 0-23 x 0-4 = 2-4, 0-23 x 0-5 = 2-27, 0-23 x 0-6 = 3-6, 0-23 x 0-7 = 3-29, 0-23 x 0-8 = 4-8, 0-23 x 0-9 = 4-31, 0-23 x 0-10 = 5-10, 0-23 x 0-11 = 5-33, 0-23 x 0-12 = 6-12, 0-23 x 0-13 = 6-35, 0-23 x 0-14 = 7-14, 0-23 x 0-15 = 7-37, 0-23 x 0-16 = 8-16, 0-23 x 0-17 = 8-39, 0-23 x 0-18 = 9-18, 0-23 x 0-19 = 9-41, 0-23 x 0-20 = 10-20, 0-23 x 0-21 = 10-43, 0-23 x 0-22 = 11-22, 0-23 x 0-23 = 12-1, 0-23 x 0-24 = 12-24, 0-23 x 0-25 = 13-3, 0-23 x 0-26 = 13-26, 0-23 x 0-27 = 14-5, 0-23 x 0-28 = 14-28, 0-23 x 0-29 = 15-7, 0-23 x 0-30 = 15-30, 0-23 x 0-31 = 16-9, 0-23 x 0-32 = 16-32, 0-23 x 0-33 = 17-11, 0-23 x 0-34 = 17-34, 0-23 x 0-35 = 18-13, 0-23 x 0-36 = 18-36, 0-23 x 0-37 = 19-15, 0-23 x 0-38 = 19-38, 0-23 x 0-39 = 20-17, 0-23 x 0-40 = 20-40, 0-23 x 0-41 = 21-19, 0-23 x 0-42 = 21-42, 0-23 x 0-43 = 22-21, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 1-4, 0-24 x 0-3 = 1-28, 0-24 x 0-4 = 2-8, 0-24 x 0-5 = 2-32, 0-24 x 0-6 = 3-12, 0-24 x 0-7 = 3-36, 0-24 x 0-8 = 4-16, 0-24 x 0-9 = 4-40, 0-24 x 0-10 = 5-20, 0-24 x 0-11 = 6-0, 0-24 x 0-12 = 6-24, 0-24 x 0-13 = 7-4, 0-24 x 0-14 = 7-28, 0-24 x 0-15 = 8-8, 0-24 x 0-16 = 8-32, 0-24 x 0-17 = 9-12, 0-24 x 0-18 = 9-36, 0-24 x 0-19 = 10-16, 0-24 x 0-20 = 10-40, 0-24 x 0-21 = 11-20, 0-24 x 0-22 = 12-0, 0-24 x 0-23 = 12-24, 0-24 x 0-24 = 13-4, 0-24 x 0-25 = 13-28, 0-24 x 0-26 = 14-8, 0-24 x 0-27 = 14-32, 0-24 x 0-28 = 15-12, 0-24 x 0-29 = 15-36, 0-24 x 0-30 = 16-16, 0-24 x 0-31 = 16-40, 0-24 x 0-32 = 17-20, 0-24 x 0-33 = 18-0, 0-24 x 0-34 = 18-24, 0-24 x 0-35 = 19-4, 0-24 x 0-36 = 19-28, 0-24 x 0-37 = 20-8, 0-24 x 0-38 = 20-32, 0-24 x 0-39 = 21-12, 0-24 x 0-40 = 21-36, 0-24 x 0-41 = 22-16, 0-24 x 0-42 = 22-40, 0-24 x 0-43 = 23-20, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 1-6, 0-25 x 0-3 = 1-31, 0-25 x 0-4 = 2-12, 0-25 x 0-5 = 2-37, 0-25 x 0-6 = 3-18, 0-25 x 0-7 = 3-43, 0-25 x 0-8 = 4-24, 0-25 x 0-9 = 5-5, 0-25 x 0-10 = 5-30, 0-25 x 0-11 = 6-11, 0-25 x 0-12 = 6-36, 0-25 x 0-13 = 7-17, 0-25 x 0-14 = 7-42, 0-25 x 0-15 = 8-23, 0-25 x 0-16 = 9-4, 0-25 x 0-17 = 9-29, 0-25 x 0-18 = 10-10, 0-25 x 0-19 = 10-35, 0-25 x 0-20 = 11-16, 0-25 x 0-21 = 11-41, 0-25 x 0-22 = 12-22, 0-25 x 0-23 = 13-3, 0-25 x 0-24 = 13-28, 0-25 x 0-25 = 14-9, 0-25 x 0-26 = 14-34, 0-25 x 0-27 = 15-15, 0-25 x 0-28 = 15-40, 0-25 x 0-29 = 16-21, 0-25 x 0-30 = 17-2, 0-25 x 0-31 = 17-27, 0-25 x 0-32 = 18-8, 0-25 x 0-33 = 18-33, 0-25 x 0-34 = 19-14, 0-25 x 0-35 = 19-39, 0-25 x 0-36 = 20-20, 0-25 x 0-37 = 21-1, 0-25 x 0-38 = 21-26, 0-25 x 0-39 = 22-7, 0-25 x 0-40 = 22-32, 0-25 x 0-41 = 23-13, 0-25 x 0-42 = 23-38, 0-25 x 0-43 = 24-19, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-8, 0-26 x 0-3 = 1-34, 0-26 x 0-4 = 2-16, 0-26 x 0-5 = 2-42, 0-26 x 0-6 = 3-24, 0-26 x 0-7 = 4-6, 0-26 x 0-8 = 4-32, 0-26 x 0-9 = 5-14, 0-26 x 0-10 = 5-40, 0-26 x 0-11 = 6-22, 0-26 x 0-12 = 7-4, 0-26 x 0-13 = 7-30, 0-26 x 0-14 = 8-12, 0-26 x 0-15 = 8-38, 0-26 x 0-16 = 9-20, 0-26 x 0-17 = 10-2, 0-26 x 0-18 = 10-28, 0-26 x 0-19 = 11-10, 0-26 x 0-20 = 11-36, 0-26 x 0-21 = 12-18, 0-26 x 0-22 = 13-0, 0-26 x 0-23 = 13-26, 0-26 x 0-24 = 14-8, 0-26 x 0-25 = 14-34, 0-26 x 0-26 = 15-16, 0-26 x 0-27 = 15-42, 0-26 x 0-28 = 16-24, 0-26 x 0-29 = 17-6, 0-26 x 0-30 = 17-32, 0-26 x 0-31 = 18-14, 0-26 x 0-32 = 18-40, 0-26 x 0-33 = 19-22, 0-26 x 0-34 = 20-4, 0-26 x 0-35 = 20-30, 0-26 x 0-36 = 21-12, 0-26 x 0-37 = 21-38, 0-26 x 0-38 = 22-20, 0-26 x 0-39 = 23-2, 0-26 x 0-40 = 23-28, 0-26 x 0-41 = 24-10, 0-26 x 0-42 = 24-36, 0-26 x 0-43 = 25-18, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-10, 0-27 x 0-3 = 1-37, 0-27 x 0-4 = 2-20, 0-27 x 0-5 = 3-3, 0-27 x 0-6 = 3-30, 0-27 x 0-7 = 4-13, 0-27 x 0-8 = 4-40, 0-27 x 0-9 = 5-23, 0-27 x 0-10 = 6-6, 0-27 x 0-11 = 6-33, 0-27 x 0-12 = 7-16, 0-27 x 0-13 = 7-43, 0-27 x 0-14 = 8-26, 0-27 x 0-15 = 9-9, 0-27 x 0-16 = 9-36, 0-27 x 0-17 = 10-19, 0-27 x 0-18 = 11-2, 0-27 x 0-19 = 11-29, 0-27 x 0-20 = 12-12, 0-27 x 0-21 = 12-39, 0-27 x 0-22 = 13-22, 0-27 x 0-23 = 14-5, 0-27 x 0-24 = 14-32, 0-27 x 0-25 = 15-15, 0-27 x 0-26 = 15-42, 0-27 x 0-27 = 16-25, 0-27 x 0-28 = 17-8, 0-27 x 0-29 = 17-35, 0-27 x 0-30 = 18-18, 0-27 x 0-31 = 19-1, 0-27 x 0-32 = 19-28, 0-27 x 0-33 = 20-11, 0-27 x 0-34 = 20-38, 0-27 x 0-35 = 21-21, 0-27 x 0-36 = 22-4, 0-27 x 0-37 = 22-31, 0-27 x 0-38 = 23-14, 0-27 x 0-39 = 23-41, 0-27 x 0-40 = 24-24, 0-27 x 0-41 = 25-7, 0-27 x 0-42 = 25-34, 0-27 x 0-43 = 26-17, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-12, 0-28 x 0-3 = 1-40, 0-28 x 0-4 = 2-24, 0-28 x 0-5 = 3-8, 0-28 x 0-6 = 3-36, 0-28 x 0-7 = 4-20, 0-28 x 0-8 = 5-4, 0-28 x 0-9 = 5-32, 0-28 x 0-10 = 6-16, 0-28 x 0-11 = 7-0, 0-28 x 0-12 = 7-28, 0-28 x 0-13 = 8-12, 0-28 x 0-14 = 8-40, 0-28 x 0-15 = 9-24, 0-28 x 0-16 = 10-8, 0-28 x 0-17 = 10-36, 0-28 x 0-18 = 11-20, 0-28 x 0-19 = 12-4, 0-28 x 0-20 = 12-32, 0-28 x 0-21 = 13-16, 0-28 x 0-22 = 14-0, 0-28 x 0-23 = 14-28, 0-28 x 0-24 = 15-12, 0-28 x 0-25 = 15-40, 0-28 x 0-26 = 16-24, 0-28 x 0-27 = 17-8, 0-28 x 0-28 = 17-36, 0-28 x 0-29 = 18-20, 0-28 x 0-30 = 19-4, 0-28 x 0-31 = 19-32, 0-28 x 0-32 = 20-16, 0-28 x 0-33 = 21-0, 0-28 x 0-34 = 21-28, 0-28 x 0-35 = 22-12, 0-28 x 0-36 = 22-40, 0-28 x 0-37 = 23-24, 0-28 x 0-38 = 24-8, 0-28 x 0-39 = 24-36, 0-28 x 0-40 = 25-20, 0-28 x 0-41 = 26-4, 0-28 x 0-42 = 26-32, 0-28 x 0-43 = 27-16, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-14, 0-29 x 0-3 = 1-43, 0-29 x 0-4 = 2-28, 0-29 x 0-5 = 3-13, 0-29 x 0-6 = 3-42, 0-29 x 0-7 = 4-27, 0-29 x 0-8 = 5-12, 0-29 x 0-9 = 5-41, 0-29 x 0-10 = 6-26, 0-29 x 0-11 = 7-11, 0-29 x 0-12 = 7-40, 0-29 x 0-13 = 8-25, 0-29 x 0-14 = 9-10, 0-29 x 0-15 = 9-39, 0-29 x 0-16 = 10-24, 0-29 x 0-17 = 11-9, 0-29 x 0-18 = 11-38, 0-29 x 0-19 = 12-23, 0-29 x 0-20 = 13-8, 0-29 x 0-21 = 13-37, 0-29 x 0-22 = 14-22, 0-29 x 0-23 = 15-7, 0-29 x 0-24 = 15-36, 0-29 x 0-25 = 16-21, 0-29 x 0-26 = 17-6, 0-29 x 0-27 = 17-35, 0-29 x 0-28 = 18-20, 0-29 x 0-29 = 19-5, 0-29 x 0-30 = 19-34, 0-29 x 0-31 = 20-19, 0-29 x 0-32 = 21-4, 0-29 x 0-33 = 21-33, 0-29 x 0-34 = 22-18, 0-29 x 0-35 = 23-3, 0-29 x 0-36 = 23-32, 0-29 x 0-37 = 24-17, 0-29 x 0-38 = 25-2, 0-29 x 0-39 = 25-31, 0-29 x 0-40 = 26-16, 0-29 x 0-41 = 27-1, 0-29 x 0-42 = 27-30, 0-29 x 0-43 = 28-15, 
