12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 1-10, 12 x 7 = 1-22, 12 x 8 = 1-34, 12 x 9 = 1-46, 12 x 10 = 1-58, 12 x 11 = 2-8, 12 x 12 = 2-20, 12 x 13 = 2-32, 12 x 14 = 2-44, 12 x 15 = 2-56, 12 x 16 = 3-6, 12 x 17 = 3-18, 12 x 18 = 3-30, 12 x 19 = 3-42, 12 x 20 = 3-54, 12 x 21 = 4-4, 12 x 22 = 4-16, 12 x 23 = 4-28, 12 x 24 = 4-40, 12 x 25 = 4-52, 12 x 26 = 5-2, 12 x 27 = 5-14, 12 x 28 = 5-26, 12 x 29 = 5-38, 12 x 30 = 5-50, 12 x 31 = 6-0, 12 x 32 = 6-12, 12 x 33 = 6-24, 12 x 34 = 6-36, 12 x 35 = 6-48, 12 x 36 = 6-60, 12 x 37 = 7-10, 12 x 38 = 7-22, 12 x 39 = 7-34, 12 x 40 = 7-46, 12 x 41 = 7-58, 12 x 42 = 8-8, 12 x 43 = 8-20, 12 x 44 = 8-32, 12 x 45 = 8-44, 12 x 46 = 8-56, 12 x 47 = 9-6, 12 x 48 = 9-18, 12 x 49 = 9-30, 12 x 50 = 9-42, 12 x 51 = 9-54, 12 x 52 = 10-4, 12 x 53 = 10-16, 12 x 54 = 10-28, 12 x 55 = 10-40, 12 x 56 = 10-52, 12 x 57 = 11-2, 12 x 58 = 11-14, 12 x 59 = 11-26, 12 x 60 = 11-38, 12 x 61 = 11-50, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 1-3, 13 x 6 = 1-16, 13 x 7 = 1-29, 13 x 8 = 1-42, 13 x 9 = 1-55, 13 x 10 = 2-6, 13 x 11 = 2-19, 13 x 12 = 2-32, 13 x 13 = 2-45, 13 x 14 = 2-58, 13 x 15 = 3-9, 13 x 16 = 3-22, 13 x 17 = 3-35, 13 x 18 = 3-48, 13 x 19 = 3-61, 13 x 20 = 4-12, 13 x 21 = 4-25, 13 x 22 = 4-38, 13 x 23 = 4-51, 13 x 24 = 5-2, 13 x 25 = 5-15, 13 x 26 = 5-28, 13 x 27 = 5-41, 13 x 28 = 5-54, 13 x 29 = 6-5, 13 x 30 = 6-18, 13 x 31 = 6-31, 13 x 32 = 6-44, 13 x 33 = 6-57, 13 x 34 = 7-8, 13 x 35 = 7-21, 13 x 36 = 7-34, 13 x 37 = 7-47, 13 x 38 = 7-60, 13 x 39 = 8-11, 13 x 40 = 8-24, 13 x 41 = 8-37, 13 x 42 = 8-50, 13 x 43 = 9-1, 13 x 44 = 9-14, 13 x 45 = 9-27, 13 x 46 = 9-40, 13 x 47 = 9-53, 13 x 48 = 10-4, 13 x 49 = 10-17, 13 x 50 = 10-30, 13 x 51 = 10-43, 13 x 52 = 10-56, 13 x 53 = 11-7, 13 x 54 = 11-20, 13 x 55 = 11-33, 13 x 56 = 11-46, 13 x 57 = 11-59, 13 x 58 = 12-10, 13 x 59 = 12-23, 13 x 60 = 12-36, 13 x 61 = 12-49, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 1-8, 14 x 6 = 1-22, 14 x 7 = 1-36, 14 x 8 = 1-50, 14 x 9 = 2-2, 14 x 10 = 2-16, 14 x 11 = 2-30, 14 x 12 = 2-44, 14 x 13 = 2-58, 14 x 14 = 3-10, 14 x 15 = 3-24, 14 x 16 = 3-38, 14 x 17 = 3-52, 14 x 18 = 4-4, 14 x 19 = 4-18, 14 x 20 = 4-32, 14 x 21 = 4-46, 14 x 22 = 4-60, 14 x 23 = 5-12, 14 x 24 = 5-26, 14 x 25 = 5-40, 14 x 26 = 5-54, 14 x 27 = 6-6, 14 x 28 = 6-20, 14 x 29 = 6-34, 14 x 30 = 6-48, 14 x 31 = 7-0, 14 x 32 = 7-14, 14 x 33 = 7-28, 14 x 34 = 7-42, 14 x 35 = 7-56, 14 x 36 = 8-8, 14 x 37 = 8-22, 14 x 38 = 8-36, 14 x 39 = 8-50, 14 x 40 = 9-2, 14 x 41 = 9-16, 14 x 42 = 9-30, 14 x 43 = 9-44, 14 x 44 = 9-58, 14 x 45 = 10-10, 14 x 46 = 10-24, 14 x 47 = 10-38, 14 x 48 = 10-52, 14 x 49 = 11-4, 14 x 50 = 11-18, 14 x 51 = 11-32, 14 x 52 = 11-46, 14 x 53 = 11-60, 14 x 54 = 12-12, 14 x 55 = 12-26, 14 x 56 = 12-40, 14 x 57 = 12-54, 14 x 58 = 13-6, 14 x 59 = 13-20, 14 x 60 = 13-34, 14 x 61 = 13-48, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 1-13, 15 x 6 = 1-28, 15 x 7 = 1-43, 15 x 8 = 1-58, 15 x 9 = 2-11, 15 x 10 = 2-26, 15 x 11 = 2-41, 15 x 12 = 2-56, 15 x 13 = 3-9, 15 x 14 = 3-24, 15 x 15 = 3-39, 15 x 16 = 3-54, 15 x 17 = 4-7, 15 x 18 = 4-22, 15 x 19 = 4-37, 15 x 20 = 4-52, 15 x 21 = 5-5, 15 x 22 = 5-20, 15 x 23 = 5-35, 15 x 24 = 5-50, 15 x 25 = 6-3, 15 x 26 = 6-18, 15 x 27 = 6-33, 15 x 28 = 6-48, 15 x 29 = 7-1, 15 x 30 = 7-16, 15 x 31 = 7-31, 15 x 32 = 7-46, 15 x 33 = 7-61, 15 x 34 = 8-14, 15 x 35 = 8-29, 15 x 36 = 8-44, 15 x 37 = 8-59, 15 x 38 = 9-12, 15 x 39 = 9-27, 15 x 40 = 9-42, 15 x 41 = 9-57, 15 x 42 = 10-10, 15 x 43 = 10-25, 15 x 44 = 10-40, 15 x 45 = 10-55, 15 x 46 = 11-8, 15 x 47 = 11-23, 15 x 48 = 11-38, 15 x 49 = 11-53, 15 x 50 = 12-6, 15 x 51 = 12-21, 15 x 52 = 12-36, 15 x 53 = 12-51, 15 x 54 = 13-4, 15 x 55 = 13-19, 15 x 56 = 13-34, 15 x 57 = 13-49, 15 x 58 = 14-2, 15 x 59 = 14-17, 15 x 60 = 14-32, 15 x 61 = 14-47, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 1-2, 16 x 5 = 1-18, 16 x 6 = 1-34, 16 x 7 = 1-50, 16 x 8 = 2-4, 16 x 9 = 2-20, 16 x 10 = 2-36, 16 x 11 = 2-52, 16 x 12 = 3-6, 16 x 13 = 3-22, 16 x 14 = 3-38, 16 x 15 = 3-54, 16 x 16 = 4-8, 16 x 17 = 4-24, 16 x 18 = 4-40, 16 x 19 = 4-56, 16 x 20 = 5-10, 16 x 21 = 5-26, 16 x 22 = 5-42, 16 x 23 = 5-58, 16 x 24 = 6-12, 16 x 25 = 6-28, 16 x 26 = 6-44, 16 x 27 = 6-60, 16 x 28 = 7-14, 16 x 29 = 7-30, 16 x 30 = 7-46, 16 x 31 = 8-0, 16 x 32 = 8-16, 16 x 33 = 8-32, 16 x 34 = 8-48, 16 x 35 = 9-2, 16 x 36 = 9-18, 16 x 37 = 9-34, 16 x 38 = 9-50, 16 x 39 = 10-4, 16 x 40 = 10-20, 16 x 41 = 10-36, 16 x 42 = 10-52, 16 x 43 = 11-6, 16 x 44 = 11-22, 16 x 45 = 11-38, 16 x 46 = 11-54, 16 x 47 = 12-8, 16 x 48 = 12-24, 16 x 49 = 12-40, 16 x 50 = 12-56, 16 x 51 = 13-10, 16 x 52 = 13-26, 16 x 53 = 13-42, 16 x 54 = 13-58, 16 x 55 = 14-12, 16 x 56 = 14-28, 16 x 57 = 14-44, 16 x 58 = 14-60, 16 x 59 = 15-14, 16 x 60 = 15-30, 16 x 61 = 15-46, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 1-6, 17 x 5 = 1-23, 17 x 6 = 1-40, 17 x 7 = 1-57, 17 x 8 = 2-12, 17 x 9 = 2-29, 17 x 10 = 2-46, 17 x 11 = 3-1, 17 x 12 = 3-18, 17 x 13 = 3-35, 17 x 14 = 3-52, 17 x 15 = 4-7, 17 x 16 = 4-24, 17 x 17 = 4-41, 17 x 18 = 4-58, 17 x 19 = 5-13, 17 x 20 = 5-30, 17 x 21 = 5-47, 17 x 22 = 6-2, 17 x 23 = 6-19, 17 x 24 = 6-36, 17 x 25 = 6-53, 17 x 26 = 7-8, 17 x 27 = 7-25, 17 x 28 = 7-42, 17 x 29 = 7-59, 17 x 30 = 8-14, 17 x 31 = 8-31, 17 x 32 = 8-48, 17 x 33 = 9-3, 17 x 34 = 9-20, 17 x 35 = 9-37, 17 x 36 = 9-54, 17 x 37 = 10-9, 17 x 38 = 10-26, 17 x 39 = 10-43, 17 x 40 = 10-60, 17 x 41 = 11-15, 17 x 42 = 11-32, 17 x 43 = 11-49, 17 x 44 = 12-4, 17 x 45 = 12-21, 17 x 46 = 12-38, 17 x 47 = 12-55, 17 x 48 = 13-10, 17 x 49 = 13-27, 17 x 50 = 13-44, 17 x 51 = 13-61, 17 x 52 = 14-16, 17 x 53 = 14-33, 17 x 54 = 14-50, 17 x 55 = 15-5, 17 x 56 = 15-22, 17 x 57 = 15-39, 17 x 58 = 15-56, 17 x 59 = 16-11, 17 x 60 = 16-28, 17 x 61 = 16-45, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 1-10, 18 x 5 = 1-28, 18 x 6 = 1-46, 18 x 7 = 2-2, 18 x 8 = 2-20, 18 x 9 = 2-38, 18 x 10 = 2-56, 18 x 11 = 3-12, 18 x 12 = 3-30, 18 x 13 = 3-48, 18 x 14 = 4-4, 18 x 15 = 4-22, 18 x 16 = 4-40, 18 x 17 = 4-58, 18 x 18 = 5-14, 18 x 19 = 5-32, 18 x 20 = 5-50, 18 x 21 = 6-6, 18 x 22 = 6-24, 18 x 23 = 6-42, 18 x 24 = 6-60, 18 x 25 = 7-16, 18 x 26 = 7-34, 18 x 27 = 7-52, 18 x 28 = 8-8, 18 x 29 = 8-26, 18 x 30 = 8-44, 18 x 31 = 9-0, 18 x 32 = 9-18, 18 x 33 = 9-36, 18 x 34 = 9-54, 18 x 35 = 10-10, 18 x 36 = 10-28, 18 x 37 = 10-46, 18 x 38 = 11-2, 18 x 39 = 11-20, 18 x 40 = 11-38, 18 x 41 = 11-56, 18 x 42 = 12-12, 18 x 43 = 12-30, 18 x 44 = 12-48, 18 x 45 = 13-4, 18 x 46 = 13-22, 18 x 47 = 13-40, 18 x 48 = 13-58, 18 x 49 = 14-14, 18 x 50 = 14-32, 18 x 51 = 14-50, 18 x 52 = 15-6, 18 x 53 = 15-24, 18 x 54 = 15-42, 18 x 55 = 15-60, 18 x 56 = 16-16, 18 x 57 = 16-34, 18 x 58 = 16-52, 18 x 59 = 17-8, 18 x 60 = 17-26, 18 x 61 = 17-44, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 1-14, 19 x 5 = 1-33, 19 x 6 = 1-52, 19 x 7 = 2-9, 19 x 8 = 2-28, 19 x 9 = 2-47, 19 x 10 = 3-4, 19 x 11 = 3-23, 19 x 12 = 3-42, 19 x 13 = 3-61, 19 x 14 = 4-18, 19 x 15 = 4-37, 19 x 16 = 4-56, 19 x 17 = 5-13, 19 x 18 = 5-32, 19 x 19 = 5-51, 19 x 20 = 6-8, 19 x 21 = 6-27, 19 x 22 = 6-46, 19 x 23 = 7-3, 19 x 24 = 7-22, 19 x 25 = 7-41, 19 x 26 = 7-60, 19 x 27 = 8-17, 19 x 28 = 8-36, 19 x 29 = 8-55, 19 x 30 = 9-12, 19 x 31 = 9-31, 19 x 32 = 9-50, 19 x 33 = 10-7, 19 x 34 = 10-26, 19 x 35 = 10-45, 19 x 36 = 11-2, 19 x 37 = 11-21, 19 x 38 = 11-40, 19 x 39 = 11-59, 19 x 40 = 12-16, 19 x 41 = 12-35, 19 x 42 = 12-54, 19 x 43 = 13-11, 19 x 44 = 13-30, 19 x 45 = 13-49, 19 x 46 = 14-6, 19 x 47 = 14-25, 19 x 48 = 14-44, 19 x 49 = 15-1, 19 x 50 = 15-20, 19 x 51 = 15-39, 19 x 52 = 15-58, 19 x 53 = 16-15, 19 x 54 = 16-34, 19 x 55 = 16-53, 19 x 56 = 17-10, 19 x 57 = 17-29, 19 x 58 = 17-48, 19 x 59 = 18-5, 19 x 60 = 18-24, 19 x 61 = 18-43, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 1-18, 20 x 5 = 1-38, 20 x 6 = 1-58, 20 x 7 = 2-16, 20 x 8 = 2-36, 20 x 9 = 2-56, 20 x 10 = 3-14, 20 x 11 = 3-34, 20 x 12 = 3-54, 20 x 13 = 4-12, 20 x 14 = 4-32, 20 x 15 = 4-52, 20 x 16 = 5-10, 20 x 17 = 5-30, 20 x 18 = 5-50, 20 x 19 = 6-8, 20 x 20 = 6-28, 20 x 21 = 6-48, 20 x 22 = 7-6, 20 x 23 = 7-26, 20 x 24 = 7-46, 20 x 25 = 8-4, 20 x 26 = 8-24, 20 x 27 = 8-44, 20 x 28 = 9-2, 20 x 29 = 9-22, 20 x 30 = 9-42, 20 x 31 = 10-0, 20 x 32 = 10-20, 20 x 33 = 10-40, 20 x 34 = 10-60, 20 x 35 = 11-18, 20 x 36 = 11-38, 20 x 37 = 11-58, 20 x 38 = 12-16, 20 x 39 = 12-36, 20 x 40 = 12-56, 20 x 41 = 13-14, 20 x 42 = 13-34, 20 x 43 = 13-54, 20 x 44 = 14-12, 20 x 45 = 14-32, 20 x 46 = 14-52, 20 x 47 = 15-10, 20 x 48 = 15-30, 20 x 49 = 15-50, 20 x 50 = 16-8, 20 x 51 = 16-28, 20 x 52 = 16-48, 20 x 53 = 17-6, 20 x 54 = 17-26, 20 x 55 = 17-46, 20 x 56 = 18-4, 20 x 57 = 18-24, 20 x 58 = 18-44, 20 x 59 = 19-2, 20 x 60 = 19-22, 20 x 61 = 19-42, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 1-1, 21 x 4 = 1-22, 21 x 5 = 1-43, 21 x 6 = 2-2, 21 x 7 = 2-23, 21 x 8 = 2-44, 21 x 9 = 3-3, 21 x 10 = 3-24, 21 x 11 = 3-45, 21 x 12 = 4-4, 21 x 13 = 4-25, 21 x 14 = 4-46, 21 x 15 = 5-5, 21 x 16 = 5-26, 21 x 17 = 5-47, 21 x 18 = 6-6, 21 x 19 = 6-27, 21 x 20 = 6-48, 21 x 21 = 7-7, 21 x 22 = 7-28, 21 x 23 = 7-49, 21 x 24 = 8-8, 21 x 25 = 8-29, 21 x 26 = 8-50, 21 x 27 = 9-9, 21 x 28 = 9-30, 21 x 29 = 9-51, 21 x 30 = 10-10, 21 x 31 = 10-31, 21 x 32 = 10-52, 21 x 33 = 11-11, 21 x 34 = 11-32, 21 x 35 = 11-53, 21 x 36 = 12-12, 21 x 37 = 12-33, 21 x 38 = 12-54, 21 x 39 = 13-13, 21 x 40 = 13-34, 21 x 41 = 13-55, 21 x 42 = 14-14, 21 x 43 = 14-35, 21 x 44 = 14-56, 21 x 45 = 15-15, 21 x 46 = 15-36, 21 x 47 = 15-57, 21 x 48 = 16-16, 21 x 49 = 16-37, 21 x 50 = 16-58, 21 x 51 = 17-17, 21 x 52 = 17-38, 21 x 53 = 17-59, 21 x 54 = 18-18, 21 x 55 = 18-39, 21 x 56 = 18-60, 21 x 57 = 19-19, 21 x 58 = 19-40, 21 x 59 = 19-61, 21 x 60 = 20-20, 21 x 61 = 20-41, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 1-4, 22 x 4 = 1-26, 22 x 5 = 1-48, 22 x 6 = 2-8, 22 x 7 = 2-30, 22 x 8 = 2-52, 22 x 9 = 3-12, 22 x 10 = 3-34, 22 x 11 = 3-56, 22 x 12 = 4-16, 22 x 13 = 4-38, 22 x 14 = 4-60, 22 x 15 = 5-20, 22 x 16 = 5-42, 22 x 17 = 6-2, 22 x 18 = 6-24, 22 x 19 = 6-46, 22 x 20 = 7-6, 22 x 21 = 7-28, 22 x 22 = 7-50, 22 x 23 = 8-10, 22 x 24 = 8-32, 22 x 25 = 8-54, 22 x 26 = 9-14, 22 x 27 = 9-36, 22 x 28 = 9-58, 22 x 29 = 10-18, 22 x 30 = 10-40, 22 x 31 = 11-0, 22 x 32 = 11-22, 22 x 33 = 11-44, 22 x 34 = 12-4, 22 x 35 = 12-26, 22 x 36 = 12-48, 22 x 37 = 13-8, 22 x 38 = 13-30, 22 x 39 = 13-52, 22 x 40 = 14-12, 22 x 41 = 14-34, 22 x 42 = 14-56, 22 x 43 = 15-16, 22 x 44 = 15-38, 22 x 45 = 15-60, 22 x 46 = 16-20, 22 x 47 = 16-42, 22 x 48 = 17-2, 22 x 49 = 17-24, 22 x 50 = 17-46, 22 x 51 = 18-6, 22 x 52 = 18-28, 22 x 53 = 18-50, 22 x 54 = 19-10, 22 x 55 = 19-32, 22 x 56 = 19-54, 22 x 57 = 20-14, 22 x 58 = 20-36, 22 x 59 = 20-58, 22 x 60 = 21-18, 22 x 61 = 21-40, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 1-7, 23 x 4 = 1-30, 23 x 5 = 1-53, 23 x 6 = 2-14, 23 x 7 = 2-37, 23 x 8 = 2-60, 23 x 9 = 3-21, 23 x 10 = 3-44, 23 x 11 = 4-5, 23 x 12 = 4-28, 23 x 13 = 4-51, 23 x 14 = 5-12, 23 x 15 = 5-35, 23 x 16 = 5-58, 23 x 17 = 6-19, 23 x 18 = 6-42, 23 x 19 = 7-3, 23 x 20 = 7-26, 23 x 21 = 7-49, 23 x 22 = 8-10, 23 x 23 = 8-33, 23 x 24 = 8-56, 23 x 25 = 9-17, 23 x 26 = 9-40, 23 x 27 = 10-1, 23 x 28 = 10-24, 23 x 29 = 10-47, 23 x 30 = 11-8, 23 x 31 = 11-31, 23 x 32 = 11-54, 23 x 33 = 12-15, 23 x 34 = 12-38, 23 x 35 = 12-61, 23 x 36 = 13-22, 23 x 37 = 13-45, 23 x 38 = 14-6, 23 x 39 = 14-29, 23 x 40 = 14-52, 23 x 41 = 15-13, 23 x 42 = 15-36, 23 x 43 = 15-59, 23 x 44 = 16-20, 23 x 45 = 16-43, 23 x 46 = 17-4, 23 x 47 = 17-27, 23 x 48 = 17-50, 23 x 49 = 18-11, 23 x 50 = 18-34, 23 x 51 = 18-57, 23 x 52 = 19-18, 23 x 53 = 19-41, 23 x 54 = 20-2, 23 x 55 = 20-25, 23 x 56 = 20-48, 23 x 57 = 21-9, 23 x 58 = 21-32, 23 x 59 = 21-55, 23 x 60 = 22-16, 23 x 61 = 22-39, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 1-10, 24 x 4 = 1-34, 24 x 5 = 1-58, 24 x 6 = 2-20, 24 x 7 = 2-44, 24 x 8 = 3-6, 24 x 9 = 3-30, 24 x 10 = 3-54, 24 x 11 = 4-16, 24 x 12 = 4-40, 24 x 13 = 5-2, 24 x 14 = 5-26, 24 x 15 = 5-50, 24 x 16 = 6-12, 24 x 17 = 6-36, 24 x 18 = 6-60, 24 x 19 = 7-22, 24 x 20 = 7-46, 24 x 21 = 8-8, 24 x 22 = 8-32, 24 x 23 = 8-56, 24 x 24 = 9-18, 24 x 25 = 9-42, 24 x 26 = 10-4, 24 x 27 = 10-28, 24 x 28 = 10-52, 24 x 29 = 11-14, 24 x 30 = 11-38, 24 x 31 = 12-0, 24 x 32 = 12-24, 24 x 33 = 12-48, 24 x 34 = 13-10, 24 x 35 = 13-34, 24 x 36 = 13-58, 24 x 37 = 14-20, 24 x 38 = 14-44, 24 x 39 = 15-6, 24 x 40 = 15-30, 24 x 41 = 15-54, 24 x 42 = 16-16, 24 x 43 = 16-40, 24 x 44 = 17-2, 24 x 45 = 17-26, 24 x 46 = 17-50, 24 x 47 = 18-12, 24 x 48 = 18-36, 24 x 49 = 18-60, 24 x 50 = 19-22, 24 x 51 = 19-46, 24 x 52 = 20-8, 24 x 53 = 20-32, 24 x 54 = 20-56, 24 x 55 = 21-18, 24 x 56 = 21-42, 24 x 57 = 22-4, 24 x 58 = 22-28, 24 x 59 = 22-52, 24 x 60 = 23-14, 24 x 61 = 23-38, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 1-13, 25 x 4 = 1-38, 25 x 5 = 2-1, 25 x 6 = 2-26, 25 x 7 = 2-51, 25 x 8 = 3-14, 25 x 9 = 3-39, 25 x 10 = 4-2, 25 x 11 = 4-27, 25 x 12 = 4-52, 25 x 13 = 5-15, 25 x 14 = 5-40, 25 x 15 = 6-3, 25 x 16 = 6-28, 25 x 17 = 6-53, 25 x 18 = 7-16, 25 x 19 = 7-41, 25 x 20 = 8-4, 25 x 21 = 8-29, 25 x 22 = 8-54, 25 x 23 = 9-17, 25 x 24 = 9-42, 25 x 25 = 10-5, 25 x 26 = 10-30, 25 x 27 = 10-55, 25 x 28 = 11-18, 25 x 29 = 11-43, 25 x 30 = 12-6, 25 x 31 = 12-31, 25 x 32 = 12-56, 25 x 33 = 13-19, 25 x 34 = 13-44, 25 x 35 = 14-7, 25 x 36 = 14-32, 25 x 37 = 14-57, 25 x 38 = 15-20, 25 x 39 = 15-45, 25 x 40 = 16-8, 25 x 41 = 16-33, 25 x 42 = 16-58, 25 x 43 = 17-21, 25 x 44 = 17-46, 25 x 45 = 18-9, 25 x 46 = 18-34, 25 x 47 = 18-59, 25 x 48 = 19-22, 25 x 49 = 19-47, 25 x 50 = 20-10, 25 x 51 = 20-35, 25 x 52 = 20-60, 25 x 53 = 21-23, 25 x 54 = 21-48, 25 x 55 = 22-11, 25 x 56 = 22-36, 25 x 57 = 22-61, 25 x 58 = 23-24, 25 x 59 = 23-49, 25 x 60 = 24-12, 25 x 61 = 24-37, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 1-16, 26 x 4 = 1-42, 26 x 5 = 2-6, 26 x 6 = 2-32, 26 x 7 = 2-58, 26 x 8 = 3-22, 26 x 9 = 3-48, 26 x 10 = 4-12, 26 x 11 = 4-38, 26 x 12 = 5-2, 26 x 13 = 5-28, 26 x 14 = 5-54, 26 x 15 = 6-18, 26 x 16 = 6-44, 26 x 17 = 7-8, 26 x 18 = 7-34, 26 x 19 = 7-60, 26 x 20 = 8-24, 26 x 21 = 8-50, 26 x 22 = 9-14, 26 x 23 = 9-40, 26 x 24 = 10-4, 26 x 25 = 10-30, 26 x 26 = 10-56, 26 x 27 = 11-20, 26 x 28 = 11-46, 26 x 29 = 12-10, 26 x 30 = 12-36, 26 x 31 = 13-0, 26 x 32 = 13-26, 26 x 33 = 13-52, 26 x 34 = 14-16, 26 x 35 = 14-42, 26 x 36 = 15-6, 26 x 37 = 15-32, 26 x 38 = 15-58, 26 x 39 = 16-22, 26 x 40 = 16-48, 26 x 41 = 17-12, 26 x 42 = 17-38, 26 x 43 = 18-2, 26 x 44 = 18-28, 26 x 45 = 18-54, 26 x 46 = 19-18, 26 x 47 = 19-44, 26 x 48 = 20-8, 26 x 49 = 20-34, 26 x 50 = 20-60, 26 x 51 = 21-24, 26 x 52 = 21-50, 26 x 53 = 22-14, 26 x 54 = 22-40, 26 x 55 = 23-4, 26 x 56 = 23-30, 26 x 57 = 23-56, 26 x 58 = 24-20, 26 x 59 = 24-46, 26 x 60 = 25-10, 26 x 61 = 25-36, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 1-19, 27 x 4 = 1-46, 27 x 5 = 2-11, 27 x 6 = 2-38, 27 x 7 = 3-3, 27 x 8 = 3-30, 27 x 9 = 3-57, 27 x 10 = 4-22, 27 x 11 = 4-49, 27 x 12 = 5-14, 27 x 13 = 5-41, 27 x 14 = 6-6, 27 x 15 = 6-33, 27 x 16 = 6-60, 27 x 17 = 7-25, 27 x 18 = 7-52, 27 x 19 = 8-17, 27 x 20 = 8-44, 27 x 21 = 9-9, 27 x 22 = 9-36, 27 x 23 = 10-1, 27 x 24 = 10-28, 27 x 25 = 10-55, 27 x 26 = 11-20, 27 x 27 = 11-47, 27 x 28 = 12-12, 27 x 29 = 12-39, 27 x 30 = 13-4, 27 x 31 = 13-31, 27 x 32 = 13-58, 27 x 33 = 14-23, 27 x 34 = 14-50, 27 x 35 = 15-15, 27 x 36 = 15-42, 27 x 37 = 16-7, 27 x 38 = 16-34, 27 x 39 = 16-61, 27 x 40 = 17-26, 27 x 41 = 17-53, 27 x 42 = 18-18, 27 x 43 = 18-45, 27 x 44 = 19-10, 27 x 45 = 19-37, 27 x 46 = 20-2, 27 x 47 = 20-29, 27 x 48 = 20-56, 27 x 49 = 21-21, 27 x 50 = 21-48, 27 x 51 = 22-13, 27 x 52 = 22-40, 27 x 53 = 23-5, 27 x 54 = 23-32, 27 x 55 = 23-59, 27 x 56 = 24-24, 27 x 57 = 24-51, 27 x 58 = 25-16, 27 x 59 = 25-43, 27 x 60 = 26-8, 27 x 61 = 26-35, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 1-22, 28 x 4 = 1-50, 28 x 5 = 2-16, 28 x 6 = 2-44, 28 x 7 = 3-10, 28 x 8 = 3-38, 28 x 9 = 4-4, 28 x 10 = 4-32, 28 x 11 = 4-60, 28 x 12 = 5-26, 28 x 13 = 5-54, 28 x 14 = 6-20, 28 x 15 = 6-48, 28 x 16 = 7-14, 28 x 17 = 7-42, 28 x 18 = 8-8, 28 x 19 = 8-36, 28 x 20 = 9-2, 28 x 21 = 9-30, 28 x 22 = 9-58, 28 x 23 = 10-24, 28 x 24 = 10-52, 28 x 25 = 11-18, 28 x 26 = 11-46, 28 x 27 = 12-12, 28 x 28 = 12-40, 28 x 29 = 13-6, 28 x 30 = 13-34, 28 x 31 = 14-0, 28 x 32 = 14-28, 28 x 33 = 14-56, 28 x 34 = 15-22, 28 x 35 = 15-50, 28 x 36 = 16-16, 28 x 37 = 16-44, 28 x 38 = 17-10, 28 x 39 = 17-38, 28 x 40 = 18-4, 28 x 41 = 18-32, 28 x 42 = 18-60, 28 x 43 = 19-26, 28 x 44 = 19-54, 28 x 45 = 20-20, 28 x 46 = 20-48, 28 x 47 = 21-14, 28 x 48 = 21-42, 28 x 49 = 22-8, 28 x 50 = 22-36, 28 x 51 = 23-2, 28 x 52 = 23-30, 28 x 53 = 23-58, 28 x 54 = 24-24, 28 x 55 = 24-52, 28 x 56 = 25-18, 28 x 57 = 25-46, 28 x 58 = 26-12, 28 x 59 = 26-40, 28 x 60 = 27-6, 28 x 61 = 27-34, 
