29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 1-25, 29 x 4 = 1-54, 29 x 5 = 2-21, 29 x 6 = 2-50, 29 x 7 = 3-17, 29 x 8 = 3-46, 29 x 9 = 4-13, 29 x 10 = 4-42, 29 x 11 = 5-9, 29 x 12 = 5-38, 29 x 13 = 6-5, 29 x 14 = 6-34, 29 x 15 = 7-1, 29 x 16 = 7-30, 29 x 17 = 7-59, 29 x 18 = 8-26, 29 x 19 = 8-55, 29 x 20 = 9-22, 29 x 21 = 9-51, 29 x 22 = 10-18, 29 x 23 = 10-47, 29 x 24 = 11-14, 29 x 25 = 11-43, 29 x 26 = 12-10, 29 x 27 = 12-39, 29 x 28 = 13-6, 29 x 29 = 13-35, 29 x 30 = 14-2, 29 x 31 = 14-31, 29 x 32 = 14-60, 29 x 33 = 15-27, 29 x 34 = 15-56, 29 x 35 = 16-23, 29 x 36 = 16-52, 29 x 37 = 17-19, 29 x 38 = 17-48, 29 x 39 = 18-15, 29 x 40 = 18-44, 29 x 41 = 19-11, 29 x 42 = 19-40, 29 x 43 = 20-7, 29 x 44 = 20-36, 29 x 45 = 21-3, 29 x 46 = 21-32, 29 x 47 = 21-61, 29 x 48 = 22-28, 29 x 49 = 22-57, 29 x 50 = 23-24, 29 x 51 = 23-53, 29 x 52 = 24-20, 29 x 53 = 24-49, 29 x 54 = 25-16, 29 x 55 = 25-45, 29 x 56 = 26-12, 29 x 57 = 26-41, 29 x 58 = 27-8, 29 x 59 = 27-37, 29 x 60 = 28-4, 29 x 61 = 28-33, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 1-28, 30 x 4 = 1-58, 30 x 5 = 2-26, 30 x 6 = 2-56, 30 x 7 = 3-24, 30 x 8 = 3-54, 30 x 9 = 4-22, 30 x 10 = 4-52, 30 x 11 = 5-20, 30 x 12 = 5-50, 30 x 13 = 6-18, 30 x 14 = 6-48, 30 x 15 = 7-16, 30 x 16 = 7-46, 30 x 17 = 8-14, 30 x 18 = 8-44, 30 x 19 = 9-12, 30 x 20 = 9-42, 30 x 21 = 10-10, 30 x 22 = 10-40, 30 x 23 = 11-8, 30 x 24 = 11-38, 30 x 25 = 12-6, 30 x 26 = 12-36, 30 x 27 = 13-4, 30 x 28 = 13-34, 30 x 29 = 14-2, 30 x 30 = 14-32, 30 x 31 = 15-0, 30 x 32 = 15-30, 30 x 33 = 15-60, 30 x 34 = 16-28, 30 x 35 = 16-58, 30 x 36 = 17-26, 30 x 37 = 17-56, 30 x 38 = 18-24, 30 x 39 = 18-54, 30 x 40 = 19-22, 30 x 41 = 19-52, 30 x 42 = 20-20, 30 x 43 = 20-50, 30 x 44 = 21-18, 30 x 45 = 21-48, 30 x 46 = 22-16, 30 x 47 = 22-46, 30 x 48 = 23-14, 30 x 49 = 23-44, 30 x 50 = 24-12, 30 x 51 = 24-42, 30 x 52 = 25-10, 30 x 53 = 25-40, 30 x 54 = 26-8, 30 x 55 = 26-38, 30 x 56 = 27-6, 30 x 57 = 27-36, 30 x 58 = 28-4, 30 x 59 = 28-34, 30 x 60 = 29-2, 30 x 61 = 29-32, 
31 x 1 = 0-31, 31 x 2 = 1-0, 31 x 3 = 1-31, 31 x 4 = 2-0, 31 x 5 = 2-31, 31 x 6 = 3-0, 31 x 7 = 3-31, 31 x 8 = 4-0, 31 x 9 = 4-31, 31 x 10 = 5-0, 31 x 11 = 5-31, 31 x 12 = 6-0, 31 x 13 = 6-31, 31 x 14 = 7-0, 31 x 15 = 7-31, 31 x 16 = 8-0, 31 x 17 = 8-31, 31 x 18 = 9-0, 31 x 19 = 9-31, 31 x 20 = 10-0, 31 x 21 = 10-31, 31 x 22 = 11-0, 31 x 23 = 11-31, 31 x 24 = 12-0, 31 x 25 = 12-31, 31 x 26 = 13-0, 31 x 27 = 13-31, 31 x 28 = 14-0, 31 x 29 = 14-31, 31 x 30 = 15-0, 31 x 31 = 15-31, 31 x 32 = 16-0, 31 x 33 = 16-31, 31 x 34 = 17-0, 31 x 35 = 17-31, 31 x 36 = 18-0, 31 x 37 = 18-31, 31 x 38 = 19-0, 31 x 39 = 19-31, 31 x 40 = 20-0, 31 x 41 = 20-31, 31 x 42 = 21-0, 31 x 43 = 21-31, 31 x 44 = 22-0, 31 x 45 = 22-31, 31 x 46 = 23-0, 31 x 47 = 23-31, 31 x 48 = 24-0, 31 x 49 = 24-31, 31 x 50 = 25-0, 31 x 51 = 25-31, 31 x 52 = 26-0, 31 x 53 = 26-31, 31 x 54 = 27-0, 31 x 55 = 27-31, 31 x 56 = 28-0, 31 x 57 = 28-31, 31 x 58 = 29-0, 31 x 59 = 29-31, 31 x 60 = 30-0, 31 x 61 = 30-31, 
32 x 1 = 0-32, 32 x 2 = 1-2, 32 x 3 = 1-34, 32 x 4 = 2-4, 32 x 5 = 2-36, 32 x 6 = 3-6, 32 x 7 = 3-38, 32 x 8 = 4-8, 32 x 9 = 4-40, 32 x 10 = 5-10, 32 x 11 = 5-42, 32 x 12 = 6-12, 32 x 13 = 6-44, 32 x 14 = 7-14, 32 x 15 = 7-46, 32 x 16 = 8-16, 32 x 17 = 8-48, 32 x 18 = 9-18, 32 x 19 = 9-50, 32 x 20 = 10-20, 32 x 21 = 10-52, 32 x 22 = 11-22, 32 x 23 = 11-54, 32 x 24 = 12-24, 32 x 25 = 12-56, 32 x 26 = 13-26, 32 x 27 = 13-58, 32 x 28 = 14-28, 32 x 29 = 14-60, 32 x 30 = 15-30, 32 x 31 = 16-0, 32 x 32 = 16-32, 32 x 33 = 17-2, 32 x 34 = 17-34, 32 x 35 = 18-4, 32 x 36 = 18-36, 32 x 37 = 19-6, 32 x 38 = 19-38, 32 x 39 = 20-8, 32 x 40 = 20-40, 32 x 41 = 21-10, 32 x 42 = 21-42, 32 x 43 = 22-12, 32 x 44 = 22-44, 32 x 45 = 23-14, 32 x 46 = 23-46, 32 x 47 = 24-16, 32 x 48 = 24-48, 32 x 49 = 25-18, 32 x 50 = 25-50, 32 x 51 = 26-20, 32 x 52 = 26-52, 32 x 53 = 27-22, 32 x 54 = 27-54, 32 x 55 = 28-24, 32 x 56 = 28-56, 32 x 57 = 29-26, 32 x 58 = 29-58, 32 x 59 = 30-28, 32 x 60 = 30-60, 32 x 61 = 31-30, 
33 x 1 = 0-33, 33 x 2 = 1-4, 33 x 3 = 1-37, 33 x 4 = 2-8, 33 x 5 = 2-41, 33 x 6 = 3-12, 33 x 7 = 3-45, 33 x 8 = 4-16, 33 x 9 = 4-49, 33 x 10 = 5-20, 33 x 11 = 5-53, 33 x 12 = 6-24, 33 x 13 = 6-57, 33 x 14 = 7-28, 33 x 15 = 7-61, 33 x 16 = 8-32, 33 x 17 = 9-3, 33 x 18 = 9-36, 33 x 19 = 10-7, 33 x 20 = 10-40, 33 x 21 = 11-11, 33 x 22 = 11-44, 33 x 23 = 12-15, 33 x 24 = 12-48, 33 x 25 = 13-19, 33 x 26 = 13-52, 33 x 27 = 14-23, 33 x 28 = 14-56, 33 x 29 = 15-27, 33 x 30 = 15-60, 33 x 31 = 16-31, 33 x 32 = 17-2, 33 x 33 = 17-35, 33 x 34 = 18-6, 33 x 35 = 18-39, 33 x 36 = 19-10, 33 x 37 = 19-43, 33 x 38 = 20-14, 33 x 39 = 20-47, 33 x 40 = 21-18, 33 x 41 = 21-51, 33 x 42 = 22-22, 33 x 43 = 22-55, 33 x 44 = 23-26, 33 x 45 = 23-59, 33 x 46 = 24-30, 33 x 47 = 25-1, 33 x 48 = 25-34, 33 x 49 = 26-5, 33 x 50 = 26-38, 33 x 51 = 27-9, 33 x 52 = 27-42, 33 x 53 = 28-13, 33 x 54 = 28-46, 33 x 55 = 29-17, 33 x 56 = 29-50, 33 x 57 = 30-21, 33 x 58 = 30-54, 33 x 59 = 31-25, 33 x 60 = 31-58, 33 x 61 = 32-29, 
34 x 1 = 0-34, 34 x 2 = 1-6, 34 x 3 = 1-40, 34 x 4 = 2-12, 34 x 5 = 2-46, 34 x 6 = 3-18, 34 x 7 = 3-52, 34 x 8 = 4-24, 34 x 9 = 4-58, 34 x 10 = 5-30, 34 x 11 = 6-2, 34 x 12 = 6-36, 34 x 13 = 7-8, 34 x 14 = 7-42, 34 x 15 = 8-14, 34 x 16 = 8-48, 34 x 17 = 9-20, 34 x 18 = 9-54, 34 x 19 = 10-26, 34 x 20 = 10-60, 34 x 21 = 11-32, 34 x 22 = 12-4, 34 x 23 = 12-38, 34 x 24 = 13-10, 34 x 25 = 13-44, 34 x 26 = 14-16, 34 x 27 = 14-50, 34 x 28 = 15-22, 34 x 29 = 15-56, 34 x 30 = 16-28, 34 x 31 = 17-0, 34 x 32 = 17-34, 34 x 33 = 18-6, 34 x 34 = 18-40, 34 x 35 = 19-12, 34 x 36 = 19-46, 34 x 37 = 20-18, 34 x 38 = 20-52, 34 x 39 = 21-24, 34 x 40 = 21-58, 34 x 41 = 22-30, 34 x 42 = 23-2, 34 x 43 = 23-36, 34 x 44 = 24-8, 34 x 45 = 24-42, 34 x 46 = 25-14, 34 x 47 = 25-48, 34 x 48 = 26-20, 34 x 49 = 26-54, 34 x 50 = 27-26, 34 x 51 = 27-60, 34 x 52 = 28-32, 34 x 53 = 29-4, 34 x 54 = 29-38, 34 x 55 = 30-10, 34 x 56 = 30-44, 34 x 57 = 31-16, 34 x 58 = 31-50, 34 x 59 = 32-22, 34 x 60 = 32-56, 34 x 61 = 33-28, 
35 x 1 = 0-35, 35 x 2 = 1-8, 35 x 3 = 1-43, 35 x 4 = 2-16, 35 x 5 = 2-51, 35 x 6 = 3-24, 35 x 7 = 3-59, 35 x 8 = 4-32, 35 x 9 = 5-5, 35 x 10 = 5-40, 35 x 11 = 6-13, 35 x 12 = 6-48, 35 x 13 = 7-21, 35 x 14 = 7-56, 35 x 15 = 8-29, 35 x 16 = 9-2, 35 x 17 = 9-37, 35 x 18 = 10-10, 35 x 19 = 10-45, 35 x 20 = 11-18, 35 x 21 = 11-53, 35 x 22 = 12-26, 35 x 23 = 12-61, 35 x 24 = 13-34, 35 x 25 = 14-7, 35 x 26 = 14-42, 35 x 27 = 15-15, 35 x 28 = 15-50, 35 x 29 = 16-23, 35 x 30 = 16-58, 35 x 31 = 17-31, 35 x 32 = 18-4, 35 x 33 = 18-39, 35 x 34 = 19-12, 35 x 35 = 19-47, 35 x 36 = 20-20, 35 x 37 = 20-55, 35 x 38 = 21-28, 35 x 39 = 22-1, 35 x 40 = 22-36, 35 x 41 = 23-9, 35 x 42 = 23-44, 35 x 43 = 24-17, 35 x 44 = 24-52, 35 x 45 = 25-25, 35 x 46 = 25-60, 35 x 47 = 26-33, 35 x 48 = 27-6, 35 x 49 = 27-41, 35 x 50 = 28-14, 35 x 51 = 28-49, 35 x 52 = 29-22, 35 x 53 = 29-57, 35 x 54 = 30-30, 35 x 55 = 31-3, 35 x 56 = 31-38, 35 x 57 = 32-11, 35 x 58 = 32-46, 35 x 59 = 33-19, 35 x 60 = 33-54, 35 x 61 = 34-27, 
36 x 1 = 0-36, 36 x 2 = 1-10, 36 x 3 = 1-46, 36 x 4 = 2-20, 36 x 5 = 2-56, 36 x 6 = 3-30, 36 x 7 = 4-4, 36 x 8 = 4-40, 36 x 9 = 5-14, 36 x 10 = 5-50, 36 x 11 = 6-24, 36 x 12 = 6-60, 36 x 13 = 7-34, 36 x 14 = 8-8, 36 x 15 = 8-44, 36 x 16 = 9-18, 36 x 17 = 9-54, 36 x 18 = 10-28, 36 x 19 = 11-2, 36 x 20 = 11-38, 36 x 21 = 12-12, 36 x 22 = 12-48, 36 x 23 = 13-22, 36 x 24 = 13-58, 36 x 25 = 14-32, 36 x 26 = 15-6, 36 x 27 = 15-42, 36 x 28 = 16-16, 36 x 29 = 16-52, 36 x 30 = 17-26, 36 x 31 = 18-0, 36 x 32 = 18-36, 36 x 33 = 19-10, 36 x 34 = 19-46, 36 x 35 = 20-20, 36 x 36 = 20-56, 36 x 37 = 21-30, 36 x 38 = 22-4, 36 x 39 = 22-40, 36 x 40 = 23-14, 36 x 41 = 23-50, 36 x 42 = 24-24, 36 x 43 = 24-60, 36 x 44 = 25-34, 36 x 45 = 26-8, 36 x 46 = 26-44, 36 x 47 = 27-18, 36 x 48 = 27-54, 36 x 49 = 28-28, 36 x 50 = 29-2, 36 x 51 = 29-38, 36 x 52 = 30-12, 36 x 53 = 30-48, 36 x 54 = 31-22, 36 x 55 = 31-58, 36 x 56 = 32-32, 36 x 57 = 33-6, 36 x 58 = 33-42, 36 x 59 = 34-16, 36 x 60 = 34-52, 36 x 61 = 35-26, 
37 x 1 = 0-37, 37 x 2 = 1-12, 37 x 3 = 1-49, 37 x 4 = 2-24, 37 x 5 = 2-61, 37 x 6 = 3-36, 37 x 7 = 4-11, 37 x 8 = 4-48, 37 x 9 = 5-23, 37 x 10 = 5-60, 37 x 11 = 6-35, 37 x 12 = 7-10, 37 x 13 = 7-47, 37 x 14 = 8-22, 37 x 15 = 8-59, 37 x 16 = 9-34, 37 x 17 = 10-9, 37 x 18 = 10-46, 37 x 19 = 11-21, 37 x 20 = 11-58, 37 x 21 = 12-33, 37 x 22 = 13-8, 37 x 23 = 13-45, 37 x 24 = 14-20, 37 x 25 = 14-57, 37 x 26 = 15-32, 37 x 27 = 16-7, 37 x 28 = 16-44, 37 x 29 = 17-19, 37 x 30 = 17-56, 37 x 31 = 18-31, 37 x 32 = 19-6, 37 x 33 = 19-43, 37 x 34 = 20-18, 37 x 35 = 20-55, 37 x 36 = 21-30, 37 x 37 = 22-5, 37 x 38 = 22-42, 37 x 39 = 23-17, 37 x 40 = 23-54, 37 x 41 = 24-29, 37 x 42 = 25-4, 37 x 43 = 25-41, 37 x 44 = 26-16, 37 x 45 = 26-53, 37 x 46 = 27-28, 37 x 47 = 28-3, 37 x 48 = 28-40, 37 x 49 = 29-15, 37 x 50 = 29-52, 37 x 51 = 30-27, 37 x 52 = 31-2, 37 x 53 = 31-39, 37 x 54 = 32-14, 37 x 55 = 32-51, 37 x 56 = 33-26, 37 x 57 = 34-1, 37 x 58 = 34-38, 37 x 59 = 35-13, 37 x 60 = 35-50, 37 x 61 = 36-25, 
38 x 1 = 0-38, 38 x 2 = 1-14, 38 x 3 = 1-52, 38 x 4 = 2-28, 38 x 5 = 3-4, 38 x 6 = 3-42, 38 x 7 = 4-18, 38 x 8 = 4-56, 38 x 9 = 5-32, 38 x 10 = 6-8, 38 x 11 = 6-46, 38 x 12 = 7-22, 38 x 13 = 7-60, 38 x 14 = 8-36, 38 x 15 = 9-12, 38 x 16 = 9-50, 38 x 17 = 10-26, 38 x 18 = 11-2, 38 x 19 = 11-40, 38 x 20 = 12-16, 38 x 21 = 12-54, 38 x 22 = 13-30, 38 x 23 = 14-6, 38 x 24 = 14-44, 38 x 25 = 15-20, 38 x 26 = 15-58, 38 x 27 = 16-34, 38 x 28 = 17-10, 38 x 29 = 17-48, 38 x 30 = 18-24, 38 x 31 = 19-0, 38 x 32 = 19-38, 38 x 33 = 20-14, 38 x 34 = 20-52, 38 x 35 = 21-28, 38 x 36 = 22-4, 38 x 37 = 22-42, 38 x 38 = 23-18, 38 x 39 = 23-56, 38 x 40 = 24-32, 38 x 41 = 25-8, 38 x 42 = 25-46, 38 x 43 = 26-22, 38 x 44 = 26-60, 38 x 45 = 27-36, 38 x 46 = 28-12, 38 x 47 = 28-50, 38 x 48 = 29-26, 38 x 49 = 30-2, 38 x 50 = 30-40, 38 x 51 = 31-16, 38 x 52 = 31-54, 38 x 53 = 32-30, 38 x 54 = 33-6, 38 x 55 = 33-44, 38 x 56 = 34-20, 38 x 57 = 34-58, 38 x 58 = 35-34, 38 x 59 = 36-10, 38 x 60 = 36-48, 38 x 61 = 37-24, 
39 x 1 = 0-39, 39 x 2 = 1-16, 39 x 3 = 1-55, 39 x 4 = 2-32, 39 x 5 = 3-9, 39 x 6 = 3-48, 39 x 7 = 4-25, 39 x 8 = 5-2, 39 x 9 = 5-41, 39 x 10 = 6-18, 39 x 11 = 6-57, 39 x 12 = 7-34, 39 x 13 = 8-11, 39 x 14 = 8-50, 39 x 15 = 9-27, 39 x 16 = 10-4, 39 x 17 = 10-43, 39 x 18 = 11-20, 39 x 19 = 11-59, 39 x 20 = 12-36, 39 x 21 = 13-13, 39 x 22 = 13-52, 39 x 23 = 14-29, 39 x 24 = 15-6, 39 x 25 = 15-45, 39 x 26 = 16-22, 39 x 27 = 16-61, 39 x 28 = 17-38, 39 x 29 = 18-15, 39 x 30 = 18-54, 39 x 31 = 19-31, 39 x 32 = 20-8, 39 x 33 = 20-47, 39 x 34 = 21-24, 39 x 35 = 22-1, 39 x 36 = 22-40, 39 x 37 = 23-17, 39 x 38 = 23-56, 39 x 39 = 24-33, 39 x 40 = 25-10, 39 x 41 = 25-49, 39 x 42 = 26-26, 39 x 43 = 27-3, 39 x 44 = 27-42, 39 x 45 = 28-19, 39 x 46 = 28-58, 39 x 47 = 29-35, 39 x 48 = 30-12, 39 x 49 = 30-51, 39 x 50 = 31-28, 39 x 51 = 32-5, 39 x 52 = 32-44, 39 x 53 = 33-21, 39 x 54 = 33-60, 39 x 55 = 34-37, 39 x 56 = 35-14, 39 x 57 = 35-53, 39 x 58 = 36-30, 39 x 59 = 37-7, 39 x 60 = 37-46, 39 x 61 = 38-23, 
40 x 1 = 0-40, 40 x 2 = 1-18, 40 x 3 = 1-58, 40 x 4 = 2-36, 40 x 5 = 3-14, 40 x 6 = 3-54, 40 x 7 = 4-32, 40 x 8 = 5-10, 40 x 9 = 5-50, 40 x 10 = 6-28, 40 x 11 = 7-6, 40 x 12 = 7-46, 40 x 13 = 8-24, 40 x 14 = 9-2, 40 x 15 = 9-42, 40 x 16 = 10-20, 40 x 17 = 10-60, 40 x 18 = 11-38, 40 x 19 = 12-16, 40 x 20 = 12-56, 40 x 21 = 13-34, 40 x 22 = 14-12, 40 x 23 = 14-52, 40 x 24 = 15-30, 40 x 25 = 16-8, 40 x 26 = 16-48, 40 x 27 = 17-26, 40 x 28 = 18-4, 40 x 29 = 18-44, 40 x 30 = 19-22, 40 x 31 = 20-0, 40 x 32 = 20-40, 40 x 33 = 21-18, 40 x 34 = 21-58, 40 x 35 = 22-36, 40 x 36 = 23-14, 40 x 37 = 23-54, 40 x 38 = 24-32, 40 x 39 = 25-10, 40 x 40 = 25-50, 40 x 41 = 26-28, 40 x 42 = 27-6, 40 x 43 = 27-46, 40 x 44 = 28-24, 40 x 45 = 29-2, 40 x 46 = 29-42, 40 x 47 = 30-20, 40 x 48 = 30-60, 40 x 49 = 31-38, 40 x 50 = 32-16, 40 x 51 = 32-56, 40 x 52 = 33-34, 40 x 53 = 34-12, 40 x 54 = 34-52, 40 x 55 = 35-30, 40 x 56 = 36-8, 40 x 57 = 36-48, 40 x 58 = 37-26, 40 x 59 = 38-4, 40 x 60 = 38-44, 40 x 61 = 39-22, 
41 x 1 = 0-41, 41 x 2 = 1-20, 41 x 3 = 1-61, 41 x 4 = 2-40, 41 x 5 = 3-19, 41 x 6 = 3-60, 41 x 7 = 4-39, 41 x 8 = 5-18, 41 x 9 = 5-59, 41 x 10 = 6-38, 41 x 11 = 7-17, 41 x 12 = 7-58, 41 x 13 = 8-37, 41 x 14 = 9-16, 41 x 15 = 9-57, 41 x 16 = 10-36, 41 x 17 = 11-15, 41 x 18 = 11-56, 41 x 19 = 12-35, 41 x 20 = 13-14, 41 x 21 = 13-55, 41 x 22 = 14-34, 41 x 23 = 15-13, 41 x 24 = 15-54, 41 x 25 = 16-33, 41 x 26 = 17-12, 41 x 27 = 17-53, 41 x 28 = 18-32, 41 x 29 = 19-11, 41 x 30 = 19-52, 41 x 31 = 20-31, 41 x 32 = 21-10, 41 x 33 = 21-51, 41 x 34 = 22-30, 41 x 35 = 23-9, 41 x 36 = 23-50, 41 x 37 = 24-29, 41 x 38 = 25-8, 41 x 39 = 25-49, 41 x 40 = 26-28, 41 x 41 = 27-7, 41 x 42 = 27-48, 41 x 43 = 28-27, 41 x 44 = 29-6, 41 x 45 = 29-47, 41 x 46 = 30-26, 41 x 47 = 31-5, 41 x 48 = 31-46, 41 x 49 = 32-25, 41 x 50 = 33-4, 41 x 51 = 33-45, 41 x 52 = 34-24, 41 x 53 = 35-3, 41 x 54 = 35-44, 41 x 55 = 36-23, 41 x 56 = 37-2, 41 x 57 = 37-43, 41 x 58 = 38-22, 41 x 59 = 39-1, 41 x 60 = 39-42, 41 x 61 = 40-21, 
42 x 1 = 0-42, 42 x 2 = 1-22, 42 x 3 = 2-2, 42 x 4 = 2-44, 42 x 5 = 3-24, 42 x 6 = 4-4, 42 x 7 = 4-46, 42 x 8 = 5-26, 42 x 9 = 6-6, 42 x 10 = 6-48, 42 x 11 = 7-28, 42 x 12 = 8-8, 42 x 13 = 8-50, 42 x 14 = 9-30, 42 x 15 = 10-10, 42 x 16 = 10-52, 42 x 17 = 11-32, 42 x 18 = 12-12, 42 x 19 = 12-54, 42 x 20 = 13-34, 42 x 21 = 14-14, 42 x 22 = 14-56, 42 x 23 = 15-36, 42 x 24 = 16-16, 42 x 25 = 16-58, 42 x 26 = 17-38, 42 x 27 = 18-18, 42 x 28 = 18-60, 42 x 29 = 19-40, 42 x 30 = 20-20, 42 x 31 = 21-0, 42 x 32 = 21-42, 42 x 33 = 22-22, 42 x 34 = 23-2, 42 x 35 = 23-44, 42 x 36 = 24-24, 42 x 37 = 25-4, 42 x 38 = 25-46, 42 x 39 = 26-26, 42 x 40 = 27-6, 42 x 41 = 27-48, 42 x 42 = 28-28, 42 x 43 = 29-8, 42 x 44 = 29-50, 42 x 45 = 30-30, 42 x 46 = 31-10, 42 x 47 = 31-52, 42 x 48 = 32-32, 42 x 49 = 33-12, 42 x 50 = 33-54, 42 x 51 = 34-34, 42 x 52 = 35-14, 42 x 53 = 35-56, 42 x 54 = 36-36, 42 x 55 = 37-16, 42 x 56 = 37-58, 42 x 57 = 38-38, 42 x 58 = 39-18, 42 x 59 = 39-60, 42 x 60 = 40-40, 42 x 61 = 41-20, 
43 x 1 = 0-43, 43 x 2 = 1-24, 43 x 3 = 2-5, 43 x 4 = 2-48, 43 x 5 = 3-29, 43 x 6 = 4-10, 43 x 7 = 4-53, 43 x 8 = 5-34, 43 x 9 = 6-15, 43 x 10 = 6-58, 43 x 11 = 7-39, 43 x 12 = 8-20, 43 x 13 = 9-1, 43 x 14 = 9-44, 43 x 15 = 10-25, 43 x 16 = 11-6, 43 x 17 = 11-49, 43 x 18 = 12-30, 43 x 19 = 13-11, 43 x 20 = 13-54, 43 x 21 = 14-35, 43 x 22 = 15-16, 43 x 23 = 15-59, 43 x 24 = 16-40, 43 x 25 = 17-21, 43 x 26 = 18-2, 43 x 27 = 18-45, 43 x 28 = 19-26, 43 x 29 = 20-7, 43 x 30 = 20-50, 43 x 31 = 21-31, 43 x 32 = 22-12, 43 x 33 = 22-55, 43 x 34 = 23-36, 43 x 35 = 24-17, 43 x 36 = 24-60, 43 x 37 = 25-41, 43 x 38 = 26-22, 43 x 39 = 27-3, 43 x 40 = 27-46, 43 x 41 = 28-27, 43 x 42 = 29-8, 43 x 43 = 29-51, 43 x 44 = 30-32, 43 x 45 = 31-13, 43 x 46 = 31-56, 43 x 47 = 32-37, 43 x 48 = 33-18, 43 x 49 = 33-61, 43 x 50 = 34-42, 43 x 51 = 35-23, 43 x 52 = 36-4, 43 x 53 = 36-47, 43 x 54 = 37-28, 43 x 55 = 38-9, 43 x 56 = 38-52, 43 x 57 = 39-33, 43 x 58 = 40-14, 43 x 59 = 40-57, 43 x 60 = 41-38, 43 x 61 = 42-19, 
44 x 1 = 0-44, 44 x 2 = 1-26, 44 x 3 = 2-8, 44 x 4 = 2-52, 44 x 5 = 3-34, 44 x 6 = 4-16, 44 x 7 = 4-60, 44 x 8 = 5-42, 44 x 9 = 6-24, 44 x 10 = 7-6, 44 x 11 = 7-50, 44 x 12 = 8-32, 44 x 13 = 9-14, 44 x 14 = 9-58, 44 x 15 = 10-40, 44 x 16 = 11-22, 44 x 17 = 12-4, 44 x 18 = 12-48, 44 x 19 = 13-30, 44 x 20 = 14-12, 44 x 21 = 14-56, 44 x 22 = 15-38, 44 x 23 = 16-20, 44 x 24 = 17-2, 44 x 25 = 17-46, 44 x 26 = 18-28, 44 x 27 = 19-10, 44 x 28 = 19-54, 44 x 29 = 20-36, 44 x 30 = 21-18, 44 x 31 = 22-0, 44 x 32 = 22-44, 44 x 33 = 23-26, 44 x 34 = 24-8, 44 x 35 = 24-52, 44 x 36 = 25-34, 44 x 37 = 26-16, 44 x 38 = 26-60, 44 x 39 = 27-42, 44 x 40 = 28-24, 44 x 41 = 29-6, 44 x 42 = 29-50, 44 x 43 = 30-32, 44 x 44 = 31-14, 44 x 45 = 31-58, 44 x 46 = 32-40, 44 x 47 = 33-22, 44 x 48 = 34-4, 44 x 49 = 34-48, 44 x 50 = 35-30, 44 x 51 = 36-12, 44 x 52 = 36-56, 44 x 53 = 37-38, 44 x 54 = 38-20, 44 x 55 = 39-2, 44 x 56 = 39-46, 44 x 57 = 40-28, 44 x 58 = 41-10, 44 x 59 = 41-54, 44 x 60 = 42-36, 44 x 61 = 43-18, 
45 x 1 = 0-45, 45 x 2 = 1-28, 45 x 3 = 2-11, 45 x 4 = 2-56, 45 x 5 = 3-39, 45 x 6 = 4-22, 45 x 7 = 5-5, 45 x 8 = 5-50, 45 x 9 = 6-33, 45 x 10 = 7-16, 45 x 11 = 7-61, 45 x 12 = 8-44, 45 x 13 = 9-27, 45 x 14 = 10-10, 45 x 15 = 10-55, 45 x 16 = 11-38, 45 x 17 = 12-21, 45 x 18 = 13-4, 45 x 19 = 13-49, 45 x 20 = 14-32, 45 x 21 = 15-15, 45 x 22 = 15-60, 45 x 23 = 16-43, 45 x 24 = 17-26, 45 x 25 = 18-9, 45 x 26 = 18-54, 45 x 27 = 19-37, 45 x 28 = 20-20, 45 x 29 = 21-3, 45 x 30 = 21-48, 45 x 31 = 22-31, 45 x 32 = 23-14, 45 x 33 = 23-59, 45 x 34 = 24-42, 45 x 35 = 25-25, 45 x 36 = 26-8, 45 x 37 = 26-53, 45 x 38 = 27-36, 45 x 39 = 28-19, 45 x 40 = 29-2, 45 x 41 = 29-47, 45 x 42 = 30-30, 45 x 43 = 31-13, 45 x 44 = 31-58, 45 x 45 = 32-41, 45 x 46 = 33-24, 45 x 47 = 34-7, 45 x 48 = 34-52, 45 x 49 = 35-35, 45 x 50 = 36-18, 45 x 51 = 37-1, 45 x 52 = 37-46, 45 x 53 = 38-29, 45 x 54 = 39-12, 45 x 55 = 39-57, 45 x 56 = 40-40, 45 x 57 = 41-23, 45 x 58 = 42-6, 45 x 59 = 42-51, 45 x 60 = 43-34, 45 x 61 = 44-17, 
