0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 1-9, 0-11 x 0-6 = 1-20, 0-11 x 0-7 = 1-31, 0-11 x 0-8 = 1-42, 0-11 x 0-9 = 2-7, 0-11 x 0-10 = 2-18, 0-11 x 0-11 = 2-29, 0-11 x 0-12 = 2-40, 0-11 x 0-13 = 3-5, 0-11 x 0-14 = 3-16, 0-11 x 0-15 = 3-27, 0-11 x 0-16 = 3-38, 0-11 x 0-17 = 4-3, 0-11 x 0-18 = 4-14, 0-11 x 0-19 = 4-25, 0-11 x 0-20 = 4-36, 0-11 x 0-21 = 5-1, 0-11 x 0-22 = 5-12, 0-11 x 0-23 = 5-23, 0-11 x 0-24 = 5-34, 0-11 x 0-25 = 5-45, 0-11 x 0-26 = 6-10, 0-11 x 0-27 = 6-21, 0-11 x 0-28 = 6-32, 0-11 x 0-29 = 6-43, 0-11 x 0-30 = 7-8, 0-11 x 0-31 = 7-19, 0-11 x 0-32 = 7-30, 0-11 x 0-33 = 7-41, 0-11 x 0-34 = 8-6, 0-11 x 0-35 = 8-17, 0-11 x 0-36 = 8-28, 0-11 x 0-37 = 8-39, 0-11 x 0-38 = 9-4, 0-11 x 0-39 = 9-15, 0-11 x 0-40 = 9-26, 0-11 x 0-41 = 9-37, 0-11 x 0-42 = 10-2, 0-11 x 0-43 = 10-13, 0-11 x 0-44 = 10-24, 0-11 x 0-45 = 10-35, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 1-2, 0-12 x 0-5 = 1-14, 0-12 x 0-6 = 1-26, 0-12 x 0-7 = 1-38, 0-12 x 0-8 = 2-4, 0-12 x 0-9 = 2-16, 0-12 x 0-10 = 2-28, 0-12 x 0-11 = 2-40, 0-12 x 0-12 = 3-6, 0-12 x 0-13 = 3-18, 0-12 x 0-14 = 3-30, 0-12 x 0-15 = 3-42, 0-12 x 0-16 = 4-8, 0-12 x 0-17 = 4-20, 0-12 x 0-18 = 4-32, 0-12 x 0-19 = 4-44, 0-12 x 0-20 = 5-10, 0-12 x 0-21 = 5-22, 0-12 x 0-22 = 5-34, 0-12 x 0-23 = 6-0, 0-12 x 0-24 = 6-12, 0-12 x 0-25 = 6-24, 0-12 x 0-26 = 6-36, 0-12 x 0-27 = 7-2, 0-12 x 0-28 = 7-14, 0-12 x 0-29 = 7-26, 0-12 x 0-30 = 7-38, 0-12 x 0-31 = 8-4, 0-12 x 0-32 = 8-16, 0-12 x 0-33 = 8-28, 0-12 x 0-34 = 8-40, 0-12 x 0-35 = 9-6, 0-12 x 0-36 = 9-18, 0-12 x 0-37 = 9-30, 0-12 x 0-38 = 9-42, 0-12 x 0-39 = 10-8, 0-12 x 0-40 = 10-20, 0-12 x 0-41 = 10-32, 0-12 x 0-42 = 10-44, 0-12 x 0-43 = 11-10, 0-12 x 0-44 = 11-22, 0-12 x 0-45 = 11-34, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 1-6, 0-13 x 0-5 = 1-19, 0-13 x 0-6 = 1-32, 0-13 x 0-7 = 1-45, 0-13 x 0-8 = 2-12, 0-13 x 0-9 = 2-25, 0-13 x 0-10 = 2-38, 0-13 x 0-11 = 3-5, 0-13 x 0-12 = 3-18, 0-13 x 0-13 = 3-31, 0-13 x 0-14 = 3-44, 0-13 x 0-15 = 4-11, 0-13 x 0-16 = 4-24, 0-13 x 0-17 = 4-37, 0-13 x 0-18 = 5-4, 0-13 x 0-19 = 5-17, 0-13 x 0-20 = 5-30, 0-13 x 0-21 = 5-43, 0-13 x 0-22 = 6-10, 0-13 x 0-23 = 6-23, 0-13 x 0-24 = 6-36, 0-13 x 0-25 = 7-3, 0-13 x 0-26 = 7-16, 0-13 x 0-27 = 7-29, 0-13 x 0-28 = 7-42, 0-13 x 0-29 = 8-9, 0-13 x 0-30 = 8-22, 0-13 x 0-31 = 8-35, 0-13 x 0-32 = 9-2, 0-13 x 0-33 = 9-15, 0-13 x 0-34 = 9-28, 0-13 x 0-35 = 9-41, 0-13 x 0-36 = 10-8, 0-13 x 0-37 = 10-21, 0-13 x 0-38 = 10-34, 0-13 x 0-39 = 11-1, 0-13 x 0-40 = 11-14, 0-13 x 0-41 = 11-27, 0-13 x 0-42 = 11-40, 0-13 x 0-43 = 12-7, 0-13 x 0-44 = 12-20, 0-13 x 0-45 = 12-33, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 1-10, 0-14 x 0-5 = 1-24, 0-14 x 0-6 = 1-38, 0-14 x 0-7 = 2-6, 0-14 x 0-8 = 2-20, 0-14 x 0-9 = 2-34, 0-14 x 0-10 = 3-2, 0-14 x 0-11 = 3-16, 0-14 x 0-12 = 3-30, 0-14 x 0-13 = 3-44, 0-14 x 0-14 = 4-12, 0-14 x 0-15 = 4-26, 0-14 x 0-16 = 4-40, 0-14 x 0-17 = 5-8, 0-14 x 0-18 = 5-22, 0-14 x 0-19 = 5-36, 0-14 x 0-20 = 6-4, 0-14 x 0-21 = 6-18, 0-14 x 0-22 = 6-32, 0-14 x 0-23 = 7-0, 0-14 x 0-24 = 7-14, 0-14 x 0-25 = 7-28, 0-14 x 0-26 = 7-42, 0-14 x 0-27 = 8-10, 0-14 x 0-28 = 8-24, 0-14 x 0-29 = 8-38, 0-14 x 0-30 = 9-6, 0-14 x 0-31 = 9-20, 0-14 x 0-32 = 9-34, 0-14 x 0-33 = 10-2, 0-14 x 0-34 = 10-16, 0-14 x 0-35 = 10-30, 0-14 x 0-36 = 10-44, 0-14 x 0-37 = 11-12, 0-14 x 0-38 = 11-26, 0-14 x 0-39 = 11-40, 0-14 x 0-40 = 12-8, 0-14 x 0-41 = 12-22, 0-14 x 0-42 = 12-36, 0-14 x 0-43 = 13-4, 0-14 x 0-44 = 13-18, 0-14 x 0-45 = 13-32, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 1-14, 0-15 x 0-5 = 1-29, 0-15 x 0-6 = 1-44, 0-15 x 0-7 = 2-13, 0-15 x 0-8 = 2-28, 0-15 x 0-9 = 2-43, 0-15 x 0-10 = 3-12, 0-15 x 0-11 = 3-27, 0-15 x 0-12 = 3-42, 0-15 x 0-13 = 4-11, 0-15 x 0-14 = 4-26, 0-15 x 0-15 = 4-41, 0-15 x 0-16 = 5-10, 0-15 x 0-17 = 5-25, 0-15 x 0-18 = 5-40, 0-15 x 0-19 = 6-9, 0-15 x 0-20 = 6-24, 0-15 x 0-21 = 6-39, 0-15 x 0-22 = 7-8, 0-15 x 0-23 = 7-23, 0-15 x 0-24 = 7-38, 0-15 x 0-25 = 8-7, 0-15 x 0-26 = 8-22, 0-15 x 0-27 = 8-37, 0-15 x 0-28 = 9-6, 0-15 x 0-29 = 9-21, 0-15 x 0-30 = 9-36, 0-15 x 0-31 = 10-5, 0-15 x 0-32 = 10-20, 0-15 x 0-33 = 10-35, 0-15 x 0-34 = 11-4, 0-15 x 0-35 = 11-19, 0-15 x 0-36 = 11-34, 0-15 x 0-37 = 12-3, 0-15 x 0-38 = 12-18, 0-15 x 0-39 = 12-33, 0-15 x 0-40 = 13-2, 0-15 x 0-41 = 13-17, 0-15 x 0-42 = 13-32, 0-15 x 0-43 = 14-1, 0-15 x 0-44 = 14-16, 0-15 x 0-45 = 14-31, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 1-2, 0-16 x 0-4 = 1-18, 0-16 x 0-5 = 1-34, 0-16 x 0-6 = 2-4, 0-16 x 0-7 = 2-20, 0-16 x 0-8 = 2-36, 0-16 x 0-9 = 3-6, 0-16 x 0-10 = 3-22, 0-16 x 0-11 = 3-38, 0-16 x 0-12 = 4-8, 0-16 x 0-13 = 4-24, 0-16 x 0-14 = 4-40, 0-16 x 0-15 = 5-10, 0-16 x 0-16 = 5-26, 0-16 x 0-17 = 5-42, 0-16 x 0-18 = 6-12, 0-16 x 0-19 = 6-28, 0-16 x 0-20 = 6-44, 0-16 x 0-21 = 7-14, 0-16 x 0-22 = 7-30, 0-16 x 0-23 = 8-0, 0-16 x 0-24 = 8-16, 0-16 x 0-25 = 8-32, 0-16 x 0-26 = 9-2, 0-16 x 0-27 = 9-18, 0-16 x 0-28 = 9-34, 0-16 x 0-29 = 10-4, 0-16 x 0-30 = 10-20, 0-16 x 0-31 = 10-36, 0-16 x 0-32 = 11-6, 0-16 x 0-33 = 11-22, 0-16 x 0-34 = 11-38, 0-16 x 0-35 = 12-8, 0-16 x 0-36 = 12-24, 0-16 x 0-37 = 12-40, 0-16 x 0-38 = 13-10, 0-16 x 0-39 = 13-26, 0-16 x 0-40 = 13-42, 0-16 x 0-41 = 14-12, 0-16 x 0-42 = 14-28, 0-16 x 0-43 = 14-44, 0-16 x 0-44 = 15-14, 0-16 x 0-45 = 15-30, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 1-5, 0-17 x 0-4 = 1-22, 0-17 x 0-5 = 1-39, 0-17 x 0-6 = 2-10, 0-17 x 0-7 = 2-27, 0-17 x 0-8 = 2-44, 0-17 x 0-9 = 3-15, 0-17 x 0-10 = 3-32, 0-17 x 0-11 = 4-3, 0-17 x 0-12 = 4-20, 0-17 x 0-13 = 4-37, 0-17 x 0-14 = 5-8, 0-17 x 0-15 = 5-25, 0-17 x 0-16 = 5-42, 0-17 x 0-17 = 6-13, 0-17 x 0-18 = 6-30, 0-17 x 0-19 = 7-1, 0-17 x 0-20 = 7-18, 0-17 x 0-21 = 7-35, 0-17 x 0-22 = 8-6, 0-17 x 0-23 = 8-23, 0-17 x 0-24 = 8-40, 0-17 x 0-25 = 9-11, 0-17 x 0-26 = 9-28, 0-17 x 0-27 = 9-45, 0-17 x 0-28 = 10-16, 0-17 x 0-29 = 10-33, 0-17 x 0-30 = 11-4, 0-17 x 0-31 = 11-21, 0-17 x 0-32 = 11-38, 0-17 x 0-33 = 12-9, 0-17 x 0-34 = 12-26, 0-17 x 0-35 = 12-43, 0-17 x 0-36 = 13-14, 0-17 x 0-37 = 13-31, 0-17 x 0-38 = 14-2, 0-17 x 0-39 = 14-19, 0-17 x 0-40 = 14-36, 0-17 x 0-41 = 15-7, 0-17 x 0-42 = 15-24, 0-17 x 0-43 = 15-41, 0-17 x 0-44 = 16-12, 0-17 x 0-45 = 16-29, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 1-8, 0-18 x 0-4 = 1-26, 0-18 x 0-5 = 1-44, 0-18 x 0-6 = 2-16, 0-18 x 0-7 = 2-34, 0-18 x 0-8 = 3-6, 0-18 x 0-9 = 3-24, 0-18 x 0-10 = 3-42, 0-18 x 0-11 = 4-14, 0-18 x 0-12 = 4-32, 0-18 x 0-13 = 5-4, 0-18 x 0-14 = 5-22, 0-18 x 0-15 = 5-40, 0-18 x 0-16 = 6-12, 0-18 x 0-17 = 6-30, 0-18 x 0-18 = 7-2, 0-18 x 0-19 = 7-20, 0-18 x 0-20 = 7-38, 0-18 x 0-21 = 8-10, 0-18 x 0-22 = 8-28, 0-18 x 0-23 = 9-0, 0-18 x 0-24 = 9-18, 0-18 x 0-25 = 9-36, 0-18 x 0-26 = 10-8, 0-18 x 0-27 = 10-26, 0-18 x 0-28 = 10-44, 0-18 x 0-29 = 11-16, 0-18 x 0-30 = 11-34, 0-18 x 0-31 = 12-6, 0-18 x 0-32 = 12-24, 0-18 x 0-33 = 12-42, 0-18 x 0-34 = 13-14, 0-18 x 0-35 = 13-32, 0-18 x 0-36 = 14-4, 0-18 x 0-37 = 14-22, 0-18 x 0-38 = 14-40, 0-18 x 0-39 = 15-12, 0-18 x 0-40 = 15-30, 0-18 x 0-41 = 16-2, 0-18 x 0-42 = 16-20, 0-18 x 0-43 = 16-38, 0-18 x 0-44 = 17-10, 0-18 x 0-45 = 17-28, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 1-11, 0-19 x 0-4 = 1-30, 0-19 x 0-5 = 2-3, 0-19 x 0-6 = 2-22, 0-19 x 0-7 = 2-41, 0-19 x 0-8 = 3-14, 0-19 x 0-9 = 3-33, 0-19 x 0-10 = 4-6, 0-19 x 0-11 = 4-25, 0-19 x 0-12 = 4-44, 0-19 x 0-13 = 5-17, 0-19 x 0-14 = 5-36, 0-19 x 0-15 = 6-9, 0-19 x 0-16 = 6-28, 0-19 x 0-17 = 7-1, 0-19 x 0-18 = 7-20, 0-19 x 0-19 = 7-39, 0-19 x 0-20 = 8-12, 0-19 x 0-21 = 8-31, 0-19 x 0-22 = 9-4, 0-19 x 0-23 = 9-23, 0-19 x 0-24 = 9-42, 0-19 x 0-25 = 10-15, 0-19 x 0-26 = 10-34, 0-19 x 0-27 = 11-7, 0-19 x 0-28 = 11-26, 0-19 x 0-29 = 11-45, 0-19 x 0-30 = 12-18, 0-19 x 0-31 = 12-37, 0-19 x 0-32 = 13-10, 0-19 x 0-33 = 13-29, 0-19 x 0-34 = 14-2, 0-19 x 0-35 = 14-21, 0-19 x 0-36 = 14-40, 0-19 x 0-37 = 15-13, 0-19 x 0-38 = 15-32, 0-19 x 0-39 = 16-5, 0-19 x 0-40 = 16-24, 0-19 x 0-41 = 16-43, 0-19 x 0-42 = 17-16, 0-19 x 0-43 = 17-35, 0-19 x 0-44 = 18-8, 0-19 x 0-45 = 18-27, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 1-14, 0-20 x 0-4 = 1-34, 0-20 x 0-5 = 2-8, 0-20 x 0-6 = 2-28, 0-20 x 0-7 = 3-2, 0-20 x 0-8 = 3-22, 0-20 x 0-9 = 3-42, 0-20 x 0-10 = 4-16, 0-20 x 0-11 = 4-36, 0-20 x 0-12 = 5-10, 0-20 x 0-13 = 5-30, 0-20 x 0-14 = 6-4, 0-20 x 0-15 = 6-24, 0-20 x 0-16 = 6-44, 0-20 x 0-17 = 7-18, 0-20 x 0-18 = 7-38, 0-20 x 0-19 = 8-12, 0-20 x 0-20 = 8-32, 0-20 x 0-21 = 9-6, 0-20 x 0-22 = 9-26, 0-20 x 0-23 = 10-0, 0-20 x 0-24 = 10-20, 0-20 x 0-25 = 10-40, 0-20 x 0-26 = 11-14, 0-20 x 0-27 = 11-34, 0-20 x 0-28 = 12-8, 0-20 x 0-29 = 12-28, 0-20 x 0-30 = 13-2, 0-20 x 0-31 = 13-22, 0-20 x 0-32 = 13-42, 0-20 x 0-33 = 14-16, 0-20 x 0-34 = 14-36, 0-20 x 0-35 = 15-10, 0-20 x 0-36 = 15-30, 0-20 x 0-37 = 16-4, 0-20 x 0-38 = 16-24, 0-20 x 0-39 = 16-44, 0-20 x 0-40 = 17-18, 0-20 x 0-41 = 17-38, 0-20 x 0-42 = 18-12, 0-20 x 0-43 = 18-32, 0-20 x 0-44 = 19-6, 0-20 x 0-45 = 19-26, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 1-17, 0-21 x 0-4 = 1-38, 0-21 x 0-5 = 2-13, 0-21 x 0-6 = 2-34, 0-21 x 0-7 = 3-9, 0-21 x 0-8 = 3-30, 0-21 x 0-9 = 4-5, 0-21 x 0-10 = 4-26, 0-21 x 0-11 = 5-1, 0-21 x 0-12 = 5-22, 0-21 x 0-13 = 5-43, 0-21 x 0-14 = 6-18, 0-21 x 0-15 = 6-39, 0-21 x 0-16 = 7-14, 0-21 x 0-17 = 7-35, 0-21 x 0-18 = 8-10, 0-21 x 0-19 = 8-31, 0-21 x 0-20 = 9-6, 0-21 x 0-21 = 9-27, 0-21 x 0-22 = 10-2, 0-21 x 0-23 = 10-23, 0-21 x 0-24 = 10-44, 0-21 x 0-25 = 11-19, 0-21 x 0-26 = 11-40, 0-21 x 0-27 = 12-15, 0-21 x 0-28 = 12-36, 0-21 x 0-29 = 13-11, 0-21 x 0-30 = 13-32, 0-21 x 0-31 = 14-7, 0-21 x 0-32 = 14-28, 0-21 x 0-33 = 15-3, 0-21 x 0-34 = 15-24, 0-21 x 0-35 = 15-45, 0-21 x 0-36 = 16-20, 0-21 x 0-37 = 16-41, 0-21 x 0-38 = 17-16, 0-21 x 0-39 = 17-37, 0-21 x 0-40 = 18-12, 0-21 x 0-41 = 18-33, 0-21 x 0-42 = 19-8, 0-21 x 0-43 = 19-29, 0-21 x 0-44 = 20-4, 0-21 x 0-45 = 20-25, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-20, 0-22 x 0-4 = 1-42, 0-22 x 0-5 = 2-18, 0-22 x 0-6 = 2-40, 0-22 x 0-7 = 3-16, 0-22 x 0-8 = 3-38, 0-22 x 0-9 = 4-14, 0-22 x 0-10 = 4-36, 0-22 x 0-11 = 5-12, 0-22 x 0-12 = 5-34, 0-22 x 0-13 = 6-10, 0-22 x 0-14 = 6-32, 0-22 x 0-15 = 7-8, 0-22 x 0-16 = 7-30, 0-22 x 0-17 = 8-6, 0-22 x 0-18 = 8-28, 0-22 x 0-19 = 9-4, 0-22 x 0-20 = 9-26, 0-22 x 0-21 = 10-2, 0-22 x 0-22 = 10-24, 0-22 x 0-23 = 11-0, 0-22 x 0-24 = 11-22, 0-22 x 0-25 = 11-44, 0-22 x 0-26 = 12-20, 0-22 x 0-27 = 12-42, 0-22 x 0-28 = 13-18, 0-22 x 0-29 = 13-40, 0-22 x 0-30 = 14-16, 0-22 x 0-31 = 14-38, 0-22 x 0-32 = 15-14, 0-22 x 0-33 = 15-36, 0-22 x 0-34 = 16-12, 0-22 x 0-35 = 16-34, 0-22 x 0-36 = 17-10, 0-22 x 0-37 = 17-32, 0-22 x 0-38 = 18-8, 0-22 x 0-39 = 18-30, 0-22 x 0-40 = 19-6, 0-22 x 0-41 = 19-28, 0-22 x 0-42 = 20-4, 0-22 x 0-43 = 20-26, 0-22 x 0-44 = 21-2, 0-22 x 0-45 = 21-24, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 1-0, 0-23 x 0-3 = 1-23, 0-23 x 0-4 = 2-0, 0-23 x 0-5 = 2-23, 0-23 x 0-6 = 3-0, 0-23 x 0-7 = 3-23, 0-23 x 0-8 = 4-0, 0-23 x 0-9 = 4-23, 0-23 x 0-10 = 5-0, 0-23 x 0-11 = 5-23, 0-23 x 0-12 = 6-0, 0-23 x 0-13 = 6-23, 0-23 x 0-14 = 7-0, 0-23 x 0-15 = 7-23, 0-23 x 0-16 = 8-0, 0-23 x 0-17 = 8-23, 0-23 x 0-18 = 9-0, 0-23 x 0-19 = 9-23, 0-23 x 0-20 = 10-0, 0-23 x 0-21 = 10-23, 0-23 x 0-22 = 11-0, 0-23 x 0-23 = 11-23, 0-23 x 0-24 = 12-0, 0-23 x 0-25 = 12-23, 0-23 x 0-26 = 13-0, 0-23 x 0-27 = 13-23, 0-23 x 0-28 = 14-0, 0-23 x 0-29 = 14-23, 0-23 x 0-30 = 15-0, 0-23 x 0-31 = 15-23, 0-23 x 0-32 = 16-0, 0-23 x 0-33 = 16-23, 0-23 x 0-34 = 17-0, 0-23 x 0-35 = 17-23, 0-23 x 0-36 = 18-0, 0-23 x 0-37 = 18-23, 0-23 x 0-38 = 19-0, 0-23 x 0-39 = 19-23, 0-23 x 0-40 = 20-0, 0-23 x 0-41 = 20-23, 0-23 x 0-42 = 21-0, 0-23 x 0-43 = 21-23, 0-23 x 0-44 = 22-0, 0-23 x 0-45 = 22-23, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 1-2, 0-24 x 0-3 = 1-26, 0-24 x 0-4 = 2-4, 0-24 x 0-5 = 2-28, 0-24 x 0-6 = 3-6, 0-24 x 0-7 = 3-30, 0-24 x 0-8 = 4-8, 0-24 x 0-9 = 4-32, 0-24 x 0-10 = 5-10, 0-24 x 0-11 = 5-34, 0-24 x 0-12 = 6-12, 0-24 x 0-13 = 6-36, 0-24 x 0-14 = 7-14, 0-24 x 0-15 = 7-38, 0-24 x 0-16 = 8-16, 0-24 x 0-17 = 8-40, 0-24 x 0-18 = 9-18, 0-24 x 0-19 = 9-42, 0-24 x 0-20 = 10-20, 0-24 x 0-21 = 10-44, 0-24 x 0-22 = 11-22, 0-24 x 0-23 = 12-0, 0-24 x 0-24 = 12-24, 0-24 x 0-25 = 13-2, 0-24 x 0-26 = 13-26, 0-24 x 0-27 = 14-4, 0-24 x 0-28 = 14-28, 0-24 x 0-29 = 15-6, 0-24 x 0-30 = 15-30, 0-24 x 0-31 = 16-8, 0-24 x 0-32 = 16-32, 0-24 x 0-33 = 17-10, 0-24 x 0-34 = 17-34, 0-24 x 0-35 = 18-12, 0-24 x 0-36 = 18-36, 0-24 x 0-37 = 19-14, 0-24 x 0-38 = 19-38, 0-24 x 0-39 = 20-16, 0-24 x 0-40 = 20-40, 0-24 x 0-41 = 21-18, 0-24 x 0-42 = 21-42, 0-24 x 0-43 = 22-20, 0-24 x 0-44 = 22-44, 0-24 x 0-45 = 23-22, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 1-4, 0-25 x 0-3 = 1-29, 0-25 x 0-4 = 2-8, 0-25 x 0-5 = 2-33, 0-25 x 0-6 = 3-12, 0-25 x 0-7 = 3-37, 0-25 x 0-8 = 4-16, 0-25 x 0-9 = 4-41, 0-25 x 0-10 = 5-20, 0-25 x 0-11 = 5-45, 0-25 x 0-12 = 6-24, 0-25 x 0-13 = 7-3, 0-25 x 0-14 = 7-28, 0-25 x 0-15 = 8-7, 0-25 x 0-16 = 8-32, 0-25 x 0-17 = 9-11, 0-25 x 0-18 = 9-36, 0-25 x 0-19 = 10-15, 0-25 x 0-20 = 10-40, 0-25 x 0-21 = 11-19, 0-25 x 0-22 = 11-44, 0-25 x 0-23 = 12-23, 0-25 x 0-24 = 13-2, 0-25 x 0-25 = 13-27, 0-25 x 0-26 = 14-6, 0-25 x 0-27 = 14-31, 0-25 x 0-28 = 15-10, 0-25 x 0-29 = 15-35, 0-25 x 0-30 = 16-14, 0-25 x 0-31 = 16-39, 0-25 x 0-32 = 17-18, 0-25 x 0-33 = 17-43, 0-25 x 0-34 = 18-22, 0-25 x 0-35 = 19-1, 0-25 x 0-36 = 19-26, 0-25 x 0-37 = 20-5, 0-25 x 0-38 = 20-30, 0-25 x 0-39 = 21-9, 0-25 x 0-40 = 21-34, 0-25 x 0-41 = 22-13, 0-25 x 0-42 = 22-38, 0-25 x 0-43 = 23-17, 0-25 x 0-44 = 23-42, 0-25 x 0-45 = 24-21, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-6, 0-26 x 0-3 = 1-32, 0-26 x 0-4 = 2-12, 0-26 x 0-5 = 2-38, 0-26 x 0-6 = 3-18, 0-26 x 0-7 = 3-44, 0-26 x 0-8 = 4-24, 0-26 x 0-9 = 5-4, 0-26 x 0-10 = 5-30, 0-26 x 0-11 = 6-10, 0-26 x 0-12 = 6-36, 0-26 x 0-13 = 7-16, 0-26 x 0-14 = 7-42, 0-26 x 0-15 = 8-22, 0-26 x 0-16 = 9-2, 0-26 x 0-17 = 9-28, 0-26 x 0-18 = 10-8, 0-26 x 0-19 = 10-34, 0-26 x 0-20 = 11-14, 0-26 x 0-21 = 11-40, 0-26 x 0-22 = 12-20, 0-26 x 0-23 = 13-0, 0-26 x 0-24 = 13-26, 0-26 x 0-25 = 14-6, 0-26 x 0-26 = 14-32, 0-26 x 0-27 = 15-12, 0-26 x 0-28 = 15-38, 0-26 x 0-29 = 16-18, 0-26 x 0-30 = 16-44, 0-26 x 0-31 = 17-24, 0-26 x 0-32 = 18-4, 0-26 x 0-33 = 18-30, 0-26 x 0-34 = 19-10, 0-26 x 0-35 = 19-36, 0-26 x 0-36 = 20-16, 0-26 x 0-37 = 20-42, 0-26 x 0-38 = 21-22, 0-26 x 0-39 = 22-2, 0-26 x 0-40 = 22-28, 0-26 x 0-41 = 23-8, 0-26 x 0-42 = 23-34, 0-26 x 0-43 = 24-14, 0-26 x 0-44 = 24-40, 0-26 x 0-45 = 25-20, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-8, 0-27 x 0-3 = 1-35, 0-27 x 0-4 = 2-16, 0-27 x 0-5 = 2-43, 0-27 x 0-6 = 3-24, 0-27 x 0-7 = 4-5, 0-27 x 0-8 = 4-32, 0-27 x 0-9 = 5-13, 0-27 x 0-10 = 5-40, 0-27 x 0-11 = 6-21, 0-27 x 0-12 = 7-2, 0-27 x 0-13 = 7-29, 0-27 x 0-14 = 8-10, 0-27 x 0-15 = 8-37, 0-27 x 0-16 = 9-18, 0-27 x 0-17 = 9-45, 0-27 x 0-18 = 10-26, 0-27 x 0-19 = 11-7, 0-27 x 0-20 = 11-34, 0-27 x 0-21 = 12-15, 0-27 x 0-22 = 12-42, 0-27 x 0-23 = 13-23, 0-27 x 0-24 = 14-4, 0-27 x 0-25 = 14-31, 0-27 x 0-26 = 15-12, 0-27 x 0-27 = 15-39, 0-27 x 0-28 = 16-20, 0-27 x 0-29 = 17-1, 0-27 x 0-30 = 17-28, 0-27 x 0-31 = 18-9, 0-27 x 0-32 = 18-36, 0-27 x 0-33 = 19-17, 0-27 x 0-34 = 19-44, 0-27 x 0-35 = 20-25, 0-27 x 0-36 = 21-6, 0-27 x 0-37 = 21-33, 0-27 x 0-38 = 22-14, 0-27 x 0-39 = 22-41, 0-27 x 0-40 = 23-22, 0-27 x 0-41 = 24-3, 0-27 x 0-42 = 24-30, 0-27 x 0-43 = 25-11, 0-27 x 0-44 = 25-38, 0-27 x 0-45 = 26-19, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-10, 0-28 x 0-3 = 1-38, 0-28 x 0-4 = 2-20, 0-28 x 0-5 = 3-2, 0-28 x 0-6 = 3-30, 0-28 x 0-7 = 4-12, 0-28 x 0-8 = 4-40, 0-28 x 0-9 = 5-22, 0-28 x 0-10 = 6-4, 0-28 x 0-11 = 6-32, 0-28 x 0-12 = 7-14, 0-28 x 0-13 = 7-42, 0-28 x 0-14 = 8-24, 0-28 x 0-15 = 9-6, 0-28 x 0-16 = 9-34, 0-28 x 0-17 = 10-16, 0-28 x 0-18 = 10-44, 0-28 x 0-19 = 11-26, 0-28 x 0-20 = 12-8, 0-28 x 0-21 = 12-36, 0-28 x 0-22 = 13-18, 0-28 x 0-23 = 14-0, 0-28 x 0-24 = 14-28, 0-28 x 0-25 = 15-10, 0-28 x 0-26 = 15-38, 0-28 x 0-27 = 16-20, 0-28 x 0-28 = 17-2, 0-28 x 0-29 = 17-30, 0-28 x 0-30 = 18-12, 0-28 x 0-31 = 18-40, 0-28 x 0-32 = 19-22, 0-28 x 0-33 = 20-4, 0-28 x 0-34 = 20-32, 0-28 x 0-35 = 21-14, 0-28 x 0-36 = 21-42, 0-28 x 0-37 = 22-24, 0-28 x 0-38 = 23-6, 0-28 x 0-39 = 23-34, 0-28 x 0-40 = 24-16, 0-28 x 0-41 = 24-44, 0-28 x 0-42 = 25-26, 0-28 x 0-43 = 26-8, 0-28 x 0-44 = 26-36, 0-28 x 0-45 = 27-18, 
