57 x 1 = 0-57, 57 x 2 = 1-6, 57 x 3 = 1-63, 57 x 4 = 2-12, 57 x 5 = 2-69, 57 x 6 = 3-18, 57 x 7 = 3-75, 57 x 8 = 4-24, 57 x 9 = 4-81, 57 x 10 = 5-30, 57 x 11 = 5-87, 57 x 12 = 6-36, 57 x 13 = 6-93, 57 x 14 = 7-42, 57 x 15 = 7-99, 57 x 16 = 8-48, 57 x 17 = 8-105, 57 x 18 = 9-54, 57 x 19 = 10-3, 57 x 20 = 10-60, 57 x 21 = 11-9, 57 x 22 = 11-66, 57 x 23 = 12-15, 57 x 24 = 12-72, 57 x 25 = 13-21, 57 x 26 = 13-78, 57 x 27 = 14-27, 57 x 28 = 14-84, 57 x 29 = 15-33, 57 x 30 = 15-90, 57 x 31 = 16-39, 57 x 32 = 16-96, 57 x 33 = 17-45, 57 x 34 = 17-102, 57 x 35 = 18-51, 57 x 36 = 19-0, 57 x 37 = 19-57, 57 x 38 = 20-6, 57 x 39 = 20-63, 57 x 40 = 21-12, 57 x 41 = 21-69, 57 x 42 = 22-18, 57 x 43 = 22-75, 57 x 44 = 23-24, 57 x 45 = 23-81, 57 x 46 = 24-30, 57 x 47 = 24-87, 57 x 48 = 25-36, 57 x 49 = 25-93, 57 x 50 = 26-42, 57 x 51 = 26-99, 57 x 52 = 27-48, 57 x 53 = 27-105, 57 x 54 = 28-54, 57 x 55 = 29-3, 57 x 56 = 29-60, 57 x 57 = 30-9, 57 x 58 = 30-66, 57 x 59 = 31-15, 57 x 60 = 31-72, 57 x 61 = 32-21, 57 x 62 = 32-78, 57 x 63 = 33-27, 57 x 64 = 33-84, 57 x 65 = 34-33, 57 x 66 = 34-90, 57 x 67 = 35-39, 57 x 68 = 35-96, 57 x 69 = 36-45, 57 x 70 = 36-102, 57 x 71 = 37-51, 57 x 72 = 38-0, 57 x 73 = 38-57, 57 x 74 = 39-6, 57 x 75 = 39-63, 57 x 76 = 40-12, 57 x 77 = 40-69, 57 x 78 = 41-18, 57 x 79 = 41-75, 57 x 80 = 42-24, 57 x 81 = 42-81, 57 x 82 = 43-30, 57 x 83 = 43-87, 57 x 84 = 44-36, 57 x 85 = 44-93, 57 x 86 = 45-42, 57 x 87 = 45-99, 57 x 88 = 46-48, 57 x 89 = 46-105, 57 x 90 = 47-54, 57 x 91 = 48-3, 57 x 92 = 48-60, 57 x 93 = 49-9, 57 x 94 = 49-66, 57 x 95 = 50-15, 57 x 96 = 50-72, 57 x 97 = 51-21, 57 x 98 = 51-78, 57 x 99 = 52-27, 57 x 100 = 52-84, 57 x 101 = 53-33, 57 x 102 = 53-90, 57 x 103 = 54-39, 57 x 104 = 54-96, 57 x 105 = 55-45, 57 x 106 = 55-102, 57 x 107 = 56-51, 
58 x 1 = 0-58, 58 x 2 = 1-8, 58 x 3 = 1-66, 58 x 4 = 2-16, 58 x 5 = 2-74, 58 x 6 = 3-24, 58 x 7 = 3-82, 58 x 8 = 4-32, 58 x 9 = 4-90, 58 x 10 = 5-40, 58 x 11 = 5-98, 58 x 12 = 6-48, 58 x 13 = 6-106, 58 x 14 = 7-56, 58 x 15 = 8-6, 58 x 16 = 8-64, 58 x 17 = 9-14, 58 x 18 = 9-72, 58 x 19 = 10-22, 58 x 20 = 10-80, 58 x 21 = 11-30, 58 x 22 = 11-88, 58 x 23 = 12-38, 58 x 24 = 12-96, 58 x 25 = 13-46, 58 x 26 = 13-104, 58 x 27 = 14-54, 58 x 28 = 15-4, 58 x 29 = 15-62, 58 x 30 = 16-12, 58 x 31 = 16-70, 58 x 32 = 17-20, 58 x 33 = 17-78, 58 x 34 = 18-28, 58 x 35 = 18-86, 58 x 36 = 19-36, 58 x 37 = 19-94, 58 x 38 = 20-44, 58 x 39 = 20-102, 58 x 40 = 21-52, 58 x 41 = 22-2, 58 x 42 = 22-60, 58 x 43 = 23-10, 58 x 44 = 23-68, 58 x 45 = 24-18, 58 x 46 = 24-76, 58 x 47 = 25-26, 58 x 48 = 25-84, 58 x 49 = 26-34, 58 x 50 = 26-92, 58 x 51 = 27-42, 58 x 52 = 27-100, 58 x 53 = 28-50, 58 x 54 = 29-0, 58 x 55 = 29-58, 58 x 56 = 30-8, 58 x 57 = 30-66, 58 x 58 = 31-16, 58 x 59 = 31-74, 58 x 60 = 32-24, 58 x 61 = 32-82, 58 x 62 = 33-32, 58 x 63 = 33-90, 58 x 64 = 34-40, 58 x 65 = 34-98, 58 x 66 = 35-48, 58 x 67 = 35-106, 58 x 68 = 36-56, 58 x 69 = 37-6, 58 x 70 = 37-64, 58 x 71 = 38-14, 58 x 72 = 38-72, 58 x 73 = 39-22, 58 x 74 = 39-80, 58 x 75 = 40-30, 58 x 76 = 40-88, 58 x 77 = 41-38, 58 x 78 = 41-96, 58 x 79 = 42-46, 58 x 80 = 42-104, 58 x 81 = 43-54, 58 x 82 = 44-4, 58 x 83 = 44-62, 58 x 84 = 45-12, 58 x 85 = 45-70, 58 x 86 = 46-20, 58 x 87 = 46-78, 58 x 88 = 47-28, 58 x 89 = 47-86, 58 x 90 = 48-36, 58 x 91 = 48-94, 58 x 92 = 49-44, 58 x 93 = 49-102, 58 x 94 = 50-52, 58 x 95 = 51-2, 58 x 96 = 51-60, 58 x 97 = 52-10, 58 x 98 = 52-68, 58 x 99 = 53-18, 58 x 100 = 53-76, 58 x 101 = 54-26, 58 x 102 = 54-84, 58 x 103 = 55-34, 58 x 104 = 55-92, 58 x 105 = 56-42, 58 x 106 = 56-100, 58 x 107 = 57-50, 
59 x 1 = 0-59, 59 x 2 = 1-10, 59 x 3 = 1-69, 59 x 4 = 2-20, 59 x 5 = 2-79, 59 x 6 = 3-30, 59 x 7 = 3-89, 59 x 8 = 4-40, 59 x 9 = 4-99, 59 x 10 = 5-50, 59 x 11 = 6-1, 59 x 12 = 6-60, 59 x 13 = 7-11, 59 x 14 = 7-70, 59 x 15 = 8-21, 59 x 16 = 8-80, 59 x 17 = 9-31, 59 x 18 = 9-90, 59 x 19 = 10-41, 59 x 20 = 10-100, 59 x 21 = 11-51, 59 x 22 = 12-2, 59 x 23 = 12-61, 59 x 24 = 13-12, 59 x 25 = 13-71, 59 x 26 = 14-22, 59 x 27 = 14-81, 59 x 28 = 15-32, 59 x 29 = 15-91, 59 x 30 = 16-42, 59 x 31 = 16-101, 59 x 32 = 17-52, 59 x 33 = 18-3, 59 x 34 = 18-62, 59 x 35 = 19-13, 59 x 36 = 19-72, 59 x 37 = 20-23, 59 x 38 = 20-82, 59 x 39 = 21-33, 59 x 40 = 21-92, 59 x 41 = 22-43, 59 x 42 = 22-102, 59 x 43 = 23-53, 59 x 44 = 24-4, 59 x 45 = 24-63, 59 x 46 = 25-14, 59 x 47 = 25-73, 59 x 48 = 26-24, 59 x 49 = 26-83, 59 x 50 = 27-34, 59 x 51 = 27-93, 59 x 52 = 28-44, 59 x 53 = 28-103, 59 x 54 = 29-54, 59 x 55 = 30-5, 59 x 56 = 30-64, 59 x 57 = 31-15, 59 x 58 = 31-74, 59 x 59 = 32-25, 59 x 60 = 32-84, 59 x 61 = 33-35, 59 x 62 = 33-94, 59 x 63 = 34-45, 59 x 64 = 34-104, 59 x 65 = 35-55, 59 x 66 = 36-6, 59 x 67 = 36-65, 59 x 68 = 37-16, 59 x 69 = 37-75, 59 x 70 = 38-26, 59 x 71 = 38-85, 59 x 72 = 39-36, 59 x 73 = 39-95, 59 x 74 = 40-46, 59 x 75 = 40-105, 59 x 76 = 41-56, 59 x 77 = 42-7, 59 x 78 = 42-66, 59 x 79 = 43-17, 59 x 80 = 43-76, 59 x 81 = 44-27, 59 x 82 = 44-86, 59 x 83 = 45-37, 59 x 84 = 45-96, 59 x 85 = 46-47, 59 x 86 = 46-106, 59 x 87 = 47-57, 59 x 88 = 48-8, 59 x 89 = 48-67, 59 x 90 = 49-18, 59 x 91 = 49-77, 59 x 92 = 50-28, 59 x 93 = 50-87, 59 x 94 = 51-38, 59 x 95 = 51-97, 59 x 96 = 52-48, 59 x 97 = 52-107, 59 x 98 = 53-58, 59 x 99 = 54-9, 59 x 100 = 54-68, 59 x 101 = 55-19, 59 x 102 = 55-78, 59 x 103 = 56-29, 59 x 104 = 56-88, 59 x 105 = 57-39, 59 x 106 = 57-98, 59 x 107 = 58-49, 
60 x 1 = 0-60, 60 x 2 = 1-12, 60 x 3 = 1-72, 60 x 4 = 2-24, 60 x 5 = 2-84, 60 x 6 = 3-36, 60 x 7 = 3-96, 60 x 8 = 4-48, 60 x 9 = 5-0, 60 x 10 = 5-60, 60 x 11 = 6-12, 60 x 12 = 6-72, 60 x 13 = 7-24, 60 x 14 = 7-84, 60 x 15 = 8-36, 60 x 16 = 8-96, 60 x 17 = 9-48, 60 x 18 = 10-0, 60 x 19 = 10-60, 60 x 20 = 11-12, 60 x 21 = 11-72, 60 x 22 = 12-24, 60 x 23 = 12-84, 60 x 24 = 13-36, 60 x 25 = 13-96, 60 x 26 = 14-48, 60 x 27 = 15-0, 60 x 28 = 15-60, 60 x 29 = 16-12, 60 x 30 = 16-72, 60 x 31 = 17-24, 60 x 32 = 17-84, 60 x 33 = 18-36, 60 x 34 = 18-96, 60 x 35 = 19-48, 60 x 36 = 20-0, 60 x 37 = 20-60, 60 x 38 = 21-12, 60 x 39 = 21-72, 60 x 40 = 22-24, 60 x 41 = 22-84, 60 x 42 = 23-36, 60 x 43 = 23-96, 60 x 44 = 24-48, 60 x 45 = 25-0, 60 x 46 = 25-60, 60 x 47 = 26-12, 60 x 48 = 26-72, 60 x 49 = 27-24, 60 x 50 = 27-84, 60 x 51 = 28-36, 60 x 52 = 28-96, 60 x 53 = 29-48, 60 x 54 = 30-0, 60 x 55 = 30-60, 60 x 56 = 31-12, 60 x 57 = 31-72, 60 x 58 = 32-24, 60 x 59 = 32-84, 60 x 60 = 33-36, 60 x 61 = 33-96, 60 x 62 = 34-48, 60 x 63 = 35-0, 60 x 64 = 35-60, 60 x 65 = 36-12, 60 x 66 = 36-72, 60 x 67 = 37-24, 60 x 68 = 37-84, 60 x 69 = 38-36, 60 x 70 = 38-96, 60 x 71 = 39-48, 60 x 72 = 40-0, 60 x 73 = 40-60, 60 x 74 = 41-12, 60 x 75 = 41-72, 60 x 76 = 42-24, 60 x 77 = 42-84, 60 x 78 = 43-36, 60 x 79 = 43-96, 60 x 80 = 44-48, 60 x 81 = 45-0, 60 x 82 = 45-60, 60 x 83 = 46-12, 60 x 84 = 46-72, 60 x 85 = 47-24, 60 x 86 = 47-84, 60 x 87 = 48-36, 60 x 88 = 48-96, 60 x 89 = 49-48, 60 x 90 = 50-0, 60 x 91 = 50-60, 60 x 92 = 51-12, 60 x 93 = 51-72, 60 x 94 = 52-24, 60 x 95 = 52-84, 60 x 96 = 53-36, 60 x 97 = 53-96, 60 x 98 = 54-48, 60 x 99 = 55-0, 60 x 100 = 55-60, 60 x 101 = 56-12, 60 x 102 = 56-72, 60 x 103 = 57-24, 60 x 104 = 57-84, 60 x 105 = 58-36, 60 x 106 = 58-96, 60 x 107 = 59-48, 
61 x 1 = 0-61, 61 x 2 = 1-14, 61 x 3 = 1-75, 61 x 4 = 2-28, 61 x 5 = 2-89, 61 x 6 = 3-42, 61 x 7 = 3-103, 61 x 8 = 4-56, 61 x 9 = 5-9, 61 x 10 = 5-70, 61 x 11 = 6-23, 61 x 12 = 6-84, 61 x 13 = 7-37, 61 x 14 = 7-98, 61 x 15 = 8-51, 61 x 16 = 9-4, 61 x 17 = 9-65, 61 x 18 = 10-18, 61 x 19 = 10-79, 61 x 20 = 11-32, 61 x 21 = 11-93, 61 x 22 = 12-46, 61 x 23 = 12-107, 61 x 24 = 13-60, 61 x 25 = 14-13, 61 x 26 = 14-74, 61 x 27 = 15-27, 61 x 28 = 15-88, 61 x 29 = 16-41, 61 x 30 = 16-102, 61 x 31 = 17-55, 61 x 32 = 18-8, 61 x 33 = 18-69, 61 x 34 = 19-22, 61 x 35 = 19-83, 61 x 36 = 20-36, 61 x 37 = 20-97, 61 x 38 = 21-50, 61 x 39 = 22-3, 61 x 40 = 22-64, 61 x 41 = 23-17, 61 x 42 = 23-78, 61 x 43 = 24-31, 61 x 44 = 24-92, 61 x 45 = 25-45, 61 x 46 = 25-106, 61 x 47 = 26-59, 61 x 48 = 27-12, 61 x 49 = 27-73, 61 x 50 = 28-26, 61 x 51 = 28-87, 61 x 52 = 29-40, 61 x 53 = 29-101, 61 x 54 = 30-54, 61 x 55 = 31-7, 61 x 56 = 31-68, 61 x 57 = 32-21, 61 x 58 = 32-82, 61 x 59 = 33-35, 61 x 60 = 33-96, 61 x 61 = 34-49, 61 x 62 = 35-2, 61 x 63 = 35-63, 61 x 64 = 36-16, 61 x 65 = 36-77, 61 x 66 = 37-30, 61 x 67 = 37-91, 61 x 68 = 38-44, 61 x 69 = 38-105, 61 x 70 = 39-58, 61 x 71 = 40-11, 61 x 72 = 40-72, 61 x 73 = 41-25, 61 x 74 = 41-86, 61 x 75 = 42-39, 61 x 76 = 42-100, 61 x 77 = 43-53, 61 x 78 = 44-6, 61 x 79 = 44-67, 61 x 80 = 45-20, 61 x 81 = 45-81, 61 x 82 = 46-34, 61 x 83 = 46-95, 61 x 84 = 47-48, 61 x 85 = 48-1, 61 x 86 = 48-62, 61 x 87 = 49-15, 61 x 88 = 49-76, 61 x 89 = 50-29, 61 x 90 = 50-90, 61 x 91 = 51-43, 61 x 92 = 51-104, 61 x 93 = 52-57, 61 x 94 = 53-10, 61 x 95 = 53-71, 61 x 96 = 54-24, 61 x 97 = 54-85, 61 x 98 = 55-38, 61 x 99 = 55-99, 61 x 100 = 56-52, 61 x 101 = 57-5, 61 x 102 = 57-66, 61 x 103 = 58-19, 61 x 104 = 58-80, 61 x 105 = 59-33, 61 x 106 = 59-94, 61 x 107 = 60-47, 
62 x 1 = 0-62, 62 x 2 = 1-16, 62 x 3 = 1-78, 62 x 4 = 2-32, 62 x 5 = 2-94, 62 x 6 = 3-48, 62 x 7 = 4-2, 62 x 8 = 4-64, 62 x 9 = 5-18, 62 x 10 = 5-80, 62 x 11 = 6-34, 62 x 12 = 6-96, 62 x 13 = 7-50, 62 x 14 = 8-4, 62 x 15 = 8-66, 62 x 16 = 9-20, 62 x 17 = 9-82, 62 x 18 = 10-36, 62 x 19 = 10-98, 62 x 20 = 11-52, 62 x 21 = 12-6, 62 x 22 = 12-68, 62 x 23 = 13-22, 62 x 24 = 13-84, 62 x 25 = 14-38, 62 x 26 = 14-100, 62 x 27 = 15-54, 62 x 28 = 16-8, 62 x 29 = 16-70, 62 x 30 = 17-24, 62 x 31 = 17-86, 62 x 32 = 18-40, 62 x 33 = 18-102, 62 x 34 = 19-56, 62 x 35 = 20-10, 62 x 36 = 20-72, 62 x 37 = 21-26, 62 x 38 = 21-88, 62 x 39 = 22-42, 62 x 40 = 22-104, 62 x 41 = 23-58, 62 x 42 = 24-12, 62 x 43 = 24-74, 62 x 44 = 25-28, 62 x 45 = 25-90, 62 x 46 = 26-44, 62 x 47 = 26-106, 62 x 48 = 27-60, 62 x 49 = 28-14, 62 x 50 = 28-76, 62 x 51 = 29-30, 62 x 52 = 29-92, 62 x 53 = 30-46, 62 x 54 = 31-0, 62 x 55 = 31-62, 62 x 56 = 32-16, 62 x 57 = 32-78, 62 x 58 = 33-32, 62 x 59 = 33-94, 62 x 60 = 34-48, 62 x 61 = 35-2, 62 x 62 = 35-64, 62 x 63 = 36-18, 62 x 64 = 36-80, 62 x 65 = 37-34, 62 x 66 = 37-96, 62 x 67 = 38-50, 62 x 68 = 39-4, 62 x 69 = 39-66, 62 x 70 = 40-20, 62 x 71 = 40-82, 62 x 72 = 41-36, 62 x 73 = 41-98, 62 x 74 = 42-52, 62 x 75 = 43-6, 62 x 76 = 43-68, 62 x 77 = 44-22, 62 x 78 = 44-84, 62 x 79 = 45-38, 62 x 80 = 45-100, 62 x 81 = 46-54, 62 x 82 = 47-8, 62 x 83 = 47-70, 62 x 84 = 48-24, 62 x 85 = 48-86, 62 x 86 = 49-40, 62 x 87 = 49-102, 62 x 88 = 50-56, 62 x 89 = 51-10, 62 x 90 = 51-72, 62 x 91 = 52-26, 62 x 92 = 52-88, 62 x 93 = 53-42, 62 x 94 = 53-104, 62 x 95 = 54-58, 62 x 96 = 55-12, 62 x 97 = 55-74, 62 x 98 = 56-28, 62 x 99 = 56-90, 62 x 100 = 57-44, 62 x 101 = 57-106, 62 x 102 = 58-60, 62 x 103 = 59-14, 62 x 104 = 59-76, 62 x 105 = 60-30, 62 x 106 = 60-92, 62 x 107 = 61-46, 
63 x 1 = 0-63, 63 x 2 = 1-18, 63 x 3 = 1-81, 63 x 4 = 2-36, 63 x 5 = 2-99, 63 x 6 = 3-54, 63 x 7 = 4-9, 63 x 8 = 4-72, 63 x 9 = 5-27, 63 x 10 = 5-90, 63 x 11 = 6-45, 63 x 12 = 7-0, 63 x 13 = 7-63, 63 x 14 = 8-18, 63 x 15 = 8-81, 63 x 16 = 9-36, 63 x 17 = 9-99, 63 x 18 = 10-54, 63 x 19 = 11-9, 63 x 20 = 11-72, 63 x 21 = 12-27, 63 x 22 = 12-90, 63 x 23 = 13-45, 63 x 24 = 14-0, 63 x 25 = 14-63, 63 x 26 = 15-18, 63 x 27 = 15-81, 63 x 28 = 16-36, 63 x 29 = 16-99, 63 x 30 = 17-54, 63 x 31 = 18-9, 63 x 32 = 18-72, 63 x 33 = 19-27, 63 x 34 = 19-90, 63 x 35 = 20-45, 63 x 36 = 21-0, 63 x 37 = 21-63, 63 x 38 = 22-18, 63 x 39 = 22-81, 63 x 40 = 23-36, 63 x 41 = 23-99, 63 x 42 = 24-54, 63 x 43 = 25-9, 63 x 44 = 25-72, 63 x 45 = 26-27, 63 x 46 = 26-90, 63 x 47 = 27-45, 63 x 48 = 28-0, 63 x 49 = 28-63, 63 x 50 = 29-18, 63 x 51 = 29-81, 63 x 52 = 30-36, 63 x 53 = 30-99, 63 x 54 = 31-54, 63 x 55 = 32-9, 63 x 56 = 32-72, 63 x 57 = 33-27, 63 x 58 = 33-90, 63 x 59 = 34-45, 63 x 60 = 35-0, 63 x 61 = 35-63, 63 x 62 = 36-18, 63 x 63 = 36-81, 63 x 64 = 37-36, 63 x 65 = 37-99, 63 x 66 = 38-54, 63 x 67 = 39-9, 63 x 68 = 39-72, 63 x 69 = 40-27, 63 x 70 = 40-90, 63 x 71 = 41-45, 63 x 72 = 42-0, 63 x 73 = 42-63, 63 x 74 = 43-18, 63 x 75 = 43-81, 63 x 76 = 44-36, 63 x 77 = 44-99, 63 x 78 = 45-54, 63 x 79 = 46-9, 63 x 80 = 46-72, 63 x 81 = 47-27, 63 x 82 = 47-90, 63 x 83 = 48-45, 63 x 84 = 49-0, 63 x 85 = 49-63, 63 x 86 = 50-18, 63 x 87 = 50-81, 63 x 88 = 51-36, 63 x 89 = 51-99, 63 x 90 = 52-54, 63 x 91 = 53-9, 63 x 92 = 53-72, 63 x 93 = 54-27, 63 x 94 = 54-90, 63 x 95 = 55-45, 63 x 96 = 56-0, 63 x 97 = 56-63, 63 x 98 = 57-18, 63 x 99 = 57-81, 63 x 100 = 58-36, 63 x 101 = 58-99, 63 x 102 = 59-54, 63 x 103 = 60-9, 63 x 104 = 60-72, 63 x 105 = 61-27, 63 x 106 = 61-90, 63 x 107 = 62-45, 
64 x 1 = 0-64, 64 x 2 = 1-20, 64 x 3 = 1-84, 64 x 4 = 2-40, 64 x 5 = 2-104, 64 x 6 = 3-60, 64 x 7 = 4-16, 64 x 8 = 4-80, 64 x 9 = 5-36, 64 x 10 = 5-100, 64 x 11 = 6-56, 64 x 12 = 7-12, 64 x 13 = 7-76, 64 x 14 = 8-32, 64 x 15 = 8-96, 64 x 16 = 9-52, 64 x 17 = 10-8, 64 x 18 = 10-72, 64 x 19 = 11-28, 64 x 20 = 11-92, 64 x 21 = 12-48, 64 x 22 = 13-4, 64 x 23 = 13-68, 64 x 24 = 14-24, 64 x 25 = 14-88, 64 x 26 = 15-44, 64 x 27 = 16-0, 64 x 28 = 16-64, 64 x 29 = 17-20, 64 x 30 = 17-84, 64 x 31 = 18-40, 64 x 32 = 18-104, 64 x 33 = 19-60, 64 x 34 = 20-16, 64 x 35 = 20-80, 64 x 36 = 21-36, 64 x 37 = 21-100, 64 x 38 = 22-56, 64 x 39 = 23-12, 64 x 40 = 23-76, 64 x 41 = 24-32, 64 x 42 = 24-96, 64 x 43 = 25-52, 64 x 44 = 26-8, 64 x 45 = 26-72, 64 x 46 = 27-28, 64 x 47 = 27-92, 64 x 48 = 28-48, 64 x 49 = 29-4, 64 x 50 = 29-68, 64 x 51 = 30-24, 64 x 52 = 30-88, 64 x 53 = 31-44, 64 x 54 = 32-0, 64 x 55 = 32-64, 64 x 56 = 33-20, 64 x 57 = 33-84, 64 x 58 = 34-40, 64 x 59 = 34-104, 64 x 60 = 35-60, 64 x 61 = 36-16, 64 x 62 = 36-80, 64 x 63 = 37-36, 64 x 64 = 37-100, 64 x 65 = 38-56, 64 x 66 = 39-12, 64 x 67 = 39-76, 64 x 68 = 40-32, 64 x 69 = 40-96, 64 x 70 = 41-52, 64 x 71 = 42-8, 64 x 72 = 42-72, 64 x 73 = 43-28, 64 x 74 = 43-92, 64 x 75 = 44-48, 64 x 76 = 45-4, 64 x 77 = 45-68, 64 x 78 = 46-24, 64 x 79 = 46-88, 64 x 80 = 47-44, 64 x 81 = 48-0, 64 x 82 = 48-64, 64 x 83 = 49-20, 64 x 84 = 49-84, 64 x 85 = 50-40, 64 x 86 = 50-104, 64 x 87 = 51-60, 64 x 88 = 52-16, 64 x 89 = 52-80, 64 x 90 = 53-36, 64 x 91 = 53-100, 64 x 92 = 54-56, 64 x 93 = 55-12, 64 x 94 = 55-76, 64 x 95 = 56-32, 64 x 96 = 56-96, 64 x 97 = 57-52, 64 x 98 = 58-8, 64 x 99 = 58-72, 64 x 100 = 59-28, 64 x 101 = 59-92, 64 x 102 = 60-48, 64 x 103 = 61-4, 64 x 104 = 61-68, 64 x 105 = 62-24, 64 x 106 = 62-88, 64 x 107 = 63-44, 
65 x 1 = 0-65, 65 x 2 = 1-22, 65 x 3 = 1-87, 65 x 4 = 2-44, 65 x 5 = 3-1, 65 x 6 = 3-66, 65 x 7 = 4-23, 65 x 8 = 4-88, 65 x 9 = 5-45, 65 x 10 = 6-2, 65 x 11 = 6-67, 65 x 12 = 7-24, 65 x 13 = 7-89, 65 x 14 = 8-46, 65 x 15 = 9-3, 65 x 16 = 9-68, 65 x 17 = 10-25, 65 x 18 = 10-90, 65 x 19 = 11-47, 65 x 20 = 12-4, 65 x 21 = 12-69, 65 x 22 = 13-26, 65 x 23 = 13-91, 65 x 24 = 14-48, 65 x 25 = 15-5, 65 x 26 = 15-70, 65 x 27 = 16-27, 65 x 28 = 16-92, 65 x 29 = 17-49, 65 x 30 = 18-6, 65 x 31 = 18-71, 65 x 32 = 19-28, 65 x 33 = 19-93, 65 x 34 = 20-50, 65 x 35 = 21-7, 65 x 36 = 21-72, 65 x 37 = 22-29, 65 x 38 = 22-94, 65 x 39 = 23-51, 65 x 40 = 24-8, 65 x 41 = 24-73, 65 x 42 = 25-30, 65 x 43 = 25-95, 65 x 44 = 26-52, 65 x 45 = 27-9, 65 x 46 = 27-74, 65 x 47 = 28-31, 65 x 48 = 28-96, 65 x 49 = 29-53, 65 x 50 = 30-10, 65 x 51 = 30-75, 65 x 52 = 31-32, 65 x 53 = 31-97, 65 x 54 = 32-54, 65 x 55 = 33-11, 65 x 56 = 33-76, 65 x 57 = 34-33, 65 x 58 = 34-98, 65 x 59 = 35-55, 65 x 60 = 36-12, 65 x 61 = 36-77, 65 x 62 = 37-34, 65 x 63 = 37-99, 65 x 64 = 38-56, 65 x 65 = 39-13, 65 x 66 = 39-78, 65 x 67 = 40-35, 65 x 68 = 40-100, 65 x 69 = 41-57, 65 x 70 = 42-14, 65 x 71 = 42-79, 65 x 72 = 43-36, 65 x 73 = 43-101, 65 x 74 = 44-58, 65 x 75 = 45-15, 65 x 76 = 45-80, 65 x 77 = 46-37, 65 x 78 = 46-102, 65 x 79 = 47-59, 65 x 80 = 48-16, 65 x 81 = 48-81, 65 x 82 = 49-38, 65 x 83 = 49-103, 65 x 84 = 50-60, 65 x 85 = 51-17, 65 x 86 = 51-82, 65 x 87 = 52-39, 65 x 88 = 52-104, 65 x 89 = 53-61, 65 x 90 = 54-18, 65 x 91 = 54-83, 65 x 92 = 55-40, 65 x 93 = 55-105, 65 x 94 = 56-62, 65 x 95 = 57-19, 65 x 96 = 57-84, 65 x 97 = 58-41, 65 x 98 = 58-106, 65 x 99 = 59-63, 65 x 100 = 60-20, 65 x 101 = 60-85, 65 x 102 = 61-42, 65 x 103 = 61-107, 65 x 104 = 62-64, 65 x 105 = 63-21, 65 x 106 = 63-86, 65 x 107 = 64-43, 
66 x 1 = 0-66, 66 x 2 = 1-24, 66 x 3 = 1-90, 66 x 4 = 2-48, 66 x 5 = 3-6, 66 x 6 = 3-72, 66 x 7 = 4-30, 66 x 8 = 4-96, 66 x 9 = 5-54, 66 x 10 = 6-12, 66 x 11 = 6-78, 66 x 12 = 7-36, 66 x 13 = 7-102, 66 x 14 = 8-60, 66 x 15 = 9-18, 66 x 16 = 9-84, 66 x 17 = 10-42, 66 x 18 = 11-0, 66 x 19 = 11-66, 66 x 20 = 12-24, 66 x 21 = 12-90, 66 x 22 = 13-48, 66 x 23 = 14-6, 66 x 24 = 14-72, 66 x 25 = 15-30, 66 x 26 = 15-96, 66 x 27 = 16-54, 66 x 28 = 17-12, 66 x 29 = 17-78, 66 x 30 = 18-36, 66 x 31 = 18-102, 66 x 32 = 19-60, 66 x 33 = 20-18, 66 x 34 = 20-84, 66 x 35 = 21-42, 66 x 36 = 22-0, 66 x 37 = 22-66, 66 x 38 = 23-24, 66 x 39 = 23-90, 66 x 40 = 24-48, 66 x 41 = 25-6, 66 x 42 = 25-72, 66 x 43 = 26-30, 66 x 44 = 26-96, 66 x 45 = 27-54, 66 x 46 = 28-12, 66 x 47 = 28-78, 66 x 48 = 29-36, 66 x 49 = 29-102, 66 x 50 = 30-60, 66 x 51 = 31-18, 66 x 52 = 31-84, 66 x 53 = 32-42, 66 x 54 = 33-0, 66 x 55 = 33-66, 66 x 56 = 34-24, 66 x 57 = 34-90, 66 x 58 = 35-48, 66 x 59 = 36-6, 66 x 60 = 36-72, 66 x 61 = 37-30, 66 x 62 = 37-96, 66 x 63 = 38-54, 66 x 64 = 39-12, 66 x 65 = 39-78, 66 x 66 = 40-36, 66 x 67 = 40-102, 66 x 68 = 41-60, 66 x 69 = 42-18, 66 x 70 = 42-84, 66 x 71 = 43-42, 66 x 72 = 44-0, 66 x 73 = 44-66, 66 x 74 = 45-24, 66 x 75 = 45-90, 66 x 76 = 46-48, 66 x 77 = 47-6, 66 x 78 = 47-72, 66 x 79 = 48-30, 66 x 80 = 48-96, 66 x 81 = 49-54, 66 x 82 = 50-12, 66 x 83 = 50-78, 66 x 84 = 51-36, 66 x 85 = 51-102, 66 x 86 = 52-60, 66 x 87 = 53-18, 66 x 88 = 53-84, 66 x 89 = 54-42, 66 x 90 = 55-0, 66 x 91 = 55-66, 66 x 92 = 56-24, 66 x 93 = 56-90, 66 x 94 = 57-48, 66 x 95 = 58-6, 66 x 96 = 58-72, 66 x 97 = 59-30, 66 x 98 = 59-96, 66 x 99 = 60-54, 66 x 100 = 61-12, 66 x 101 = 61-78, 66 x 102 = 62-36, 66 x 103 = 62-102, 66 x 104 = 63-60, 66 x 105 = 64-18, 66 x 106 = 64-84, 66 x 107 = 65-42, 
