29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-8, 29 x 5 = 1-37, 29 x 6 = 1-66, 29 x 7 = 1-95, 29 x 8 = 2-16, 29 x 9 = 2-45, 29 x 10 = 2-74, 29 x 11 = 2-103, 29 x 12 = 3-24, 29 x 13 = 3-53, 29 x 14 = 3-82, 29 x 15 = 4-3, 29 x 16 = 4-32, 29 x 17 = 4-61, 29 x 18 = 4-90, 29 x 19 = 5-11, 29 x 20 = 5-40, 29 x 21 = 5-69, 29 x 22 = 5-98, 29 x 23 = 6-19, 29 x 24 = 6-48, 29 x 25 = 6-77, 29 x 26 = 6-106, 29 x 27 = 7-27, 29 x 28 = 7-56, 29 x 29 = 7-85, 29 x 30 = 8-6, 29 x 31 = 8-35, 29 x 32 = 8-64, 29 x 33 = 8-93, 29 x 34 = 9-14, 29 x 35 = 9-43, 29 x 36 = 9-72, 29 x 37 = 9-101, 29 x 38 = 10-22, 29 x 39 = 10-51, 29 x 40 = 10-80, 29 x 41 = 11-1, 29 x 42 = 11-30, 29 x 43 = 11-59, 29 x 44 = 11-88, 29 x 45 = 12-9, 29 x 46 = 12-38, 29 x 47 = 12-67, 29 x 48 = 12-96, 29 x 49 = 13-17, 29 x 50 = 13-46, 29 x 51 = 13-75, 29 x 52 = 13-104, 29 x 53 = 14-25, 29 x 54 = 14-54, 29 x 55 = 14-83, 29 x 56 = 15-4, 29 x 57 = 15-33, 29 x 58 = 15-62, 29 x 59 = 15-91, 29 x 60 = 16-12, 29 x 61 = 16-41, 29 x 62 = 16-70, 29 x 63 = 16-99, 29 x 64 = 17-20, 29 x 65 = 17-49, 29 x 66 = 17-78, 29 x 67 = 17-107, 29 x 68 = 18-28, 29 x 69 = 18-57, 29 x 70 = 18-86, 29 x 71 = 19-7, 29 x 72 = 19-36, 29 x 73 = 19-65, 29 x 74 = 19-94, 29 x 75 = 20-15, 29 x 76 = 20-44, 29 x 77 = 20-73, 29 x 78 = 20-102, 29 x 79 = 21-23, 29 x 80 = 21-52, 29 x 81 = 21-81, 29 x 82 = 22-2, 29 x 83 = 22-31, 29 x 84 = 22-60, 29 x 85 = 22-89, 29 x 86 = 23-10, 29 x 87 = 23-39, 29 x 88 = 23-68, 29 x 89 = 23-97, 29 x 90 = 24-18, 29 x 91 = 24-47, 29 x 92 = 24-76, 29 x 93 = 24-105, 29 x 94 = 25-26, 29 x 95 = 25-55, 29 x 96 = 25-84, 29 x 97 = 26-5, 29 x 98 = 26-34, 29 x 99 = 26-63, 29 x 100 = 26-92, 29 x 101 = 27-13, 29 x 102 = 27-42, 29 x 103 = 27-71, 29 x 104 = 27-100, 29 x 105 = 28-21, 29 x 106 = 28-50, 29 x 107 = 28-79, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 0-90, 30 x 4 = 1-12, 30 x 5 = 1-42, 30 x 6 = 1-72, 30 x 7 = 1-102, 30 x 8 = 2-24, 30 x 9 = 2-54, 30 x 10 = 2-84, 30 x 11 = 3-6, 30 x 12 = 3-36, 30 x 13 = 3-66, 30 x 14 = 3-96, 30 x 15 = 4-18, 30 x 16 = 4-48, 30 x 17 = 4-78, 30 x 18 = 5-0, 30 x 19 = 5-30, 30 x 20 = 5-60, 30 x 21 = 5-90, 30 x 22 = 6-12, 30 x 23 = 6-42, 30 x 24 = 6-72, 30 x 25 = 6-102, 30 x 26 = 7-24, 30 x 27 = 7-54, 30 x 28 = 7-84, 30 x 29 = 8-6, 30 x 30 = 8-36, 30 x 31 = 8-66, 30 x 32 = 8-96, 30 x 33 = 9-18, 30 x 34 = 9-48, 30 x 35 = 9-78, 30 x 36 = 10-0, 30 x 37 = 10-30, 30 x 38 = 10-60, 30 x 39 = 10-90, 30 x 40 = 11-12, 30 x 41 = 11-42, 30 x 42 = 11-72, 30 x 43 = 11-102, 30 x 44 = 12-24, 30 x 45 = 12-54, 30 x 46 = 12-84, 30 x 47 = 13-6, 30 x 48 = 13-36, 30 x 49 = 13-66, 30 x 50 = 13-96, 30 x 51 = 14-18, 30 x 52 = 14-48, 30 x 53 = 14-78, 30 x 54 = 15-0, 30 x 55 = 15-30, 30 x 56 = 15-60, 30 x 57 = 15-90, 30 x 58 = 16-12, 30 x 59 = 16-42, 30 x 60 = 16-72, 30 x 61 = 16-102, 30 x 62 = 17-24, 30 x 63 = 17-54, 30 x 64 = 17-84, 30 x 65 = 18-6, 30 x 66 = 18-36, 30 x 67 = 18-66, 30 x 68 = 18-96, 30 x 69 = 19-18, 30 x 70 = 19-48, 30 x 71 = 19-78, 30 x 72 = 20-0, 30 x 73 = 20-30, 30 x 74 = 20-60, 30 x 75 = 20-90, 30 x 76 = 21-12, 30 x 77 = 21-42, 30 x 78 = 21-72, 30 x 79 = 21-102, 30 x 80 = 22-24, 30 x 81 = 22-54, 30 x 82 = 22-84, 30 x 83 = 23-6, 30 x 84 = 23-36, 30 x 85 = 23-66, 30 x 86 = 23-96, 30 x 87 = 24-18, 30 x 88 = 24-48, 30 x 89 = 24-78, 30 x 90 = 25-0, 30 x 91 = 25-30, 30 x 92 = 25-60, 30 x 93 = 25-90, 30 x 94 = 26-12, 30 x 95 = 26-42, 30 x 96 = 26-72, 30 x 97 = 26-102, 30 x 98 = 27-24, 30 x 99 = 27-54, 30 x 100 = 27-84, 30 x 101 = 28-6, 30 x 102 = 28-36, 30 x 103 = 28-66, 30 x 104 = 28-96, 30 x 105 = 29-18, 30 x 106 = 29-48, 30 x 107 = 29-78, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 0-93, 31 x 4 = 1-16, 31 x 5 = 1-47, 31 x 6 = 1-78, 31 x 7 = 2-1, 31 x 8 = 2-32, 31 x 9 = 2-63, 31 x 10 = 2-94, 31 x 11 = 3-17, 31 x 12 = 3-48, 31 x 13 = 3-79, 31 x 14 = 4-2, 31 x 15 = 4-33, 31 x 16 = 4-64, 31 x 17 = 4-95, 31 x 18 = 5-18, 31 x 19 = 5-49, 31 x 20 = 5-80, 31 x 21 = 6-3, 31 x 22 = 6-34, 31 x 23 = 6-65, 31 x 24 = 6-96, 31 x 25 = 7-19, 31 x 26 = 7-50, 31 x 27 = 7-81, 31 x 28 = 8-4, 31 x 29 = 8-35, 31 x 30 = 8-66, 31 x 31 = 8-97, 31 x 32 = 9-20, 31 x 33 = 9-51, 31 x 34 = 9-82, 31 x 35 = 10-5, 31 x 36 = 10-36, 31 x 37 = 10-67, 31 x 38 = 10-98, 31 x 39 = 11-21, 31 x 40 = 11-52, 31 x 41 = 11-83, 31 x 42 = 12-6, 31 x 43 = 12-37, 31 x 44 = 12-68, 31 x 45 = 12-99, 31 x 46 = 13-22, 31 x 47 = 13-53, 31 x 48 = 13-84, 31 x 49 = 14-7, 31 x 50 = 14-38, 31 x 51 = 14-69, 31 x 52 = 14-100, 31 x 53 = 15-23, 31 x 54 = 15-54, 31 x 55 = 15-85, 31 x 56 = 16-8, 31 x 57 = 16-39, 31 x 58 = 16-70, 31 x 59 = 16-101, 31 x 60 = 17-24, 31 x 61 = 17-55, 31 x 62 = 17-86, 31 x 63 = 18-9, 31 x 64 = 18-40, 31 x 65 = 18-71, 31 x 66 = 18-102, 31 x 67 = 19-25, 31 x 68 = 19-56, 31 x 69 = 19-87, 31 x 70 = 20-10, 31 x 71 = 20-41, 31 x 72 = 20-72, 31 x 73 = 20-103, 31 x 74 = 21-26, 31 x 75 = 21-57, 31 x 76 = 21-88, 31 x 77 = 22-11, 31 x 78 = 22-42, 31 x 79 = 22-73, 31 x 80 = 22-104, 31 x 81 = 23-27, 31 x 82 = 23-58, 31 x 83 = 23-89, 31 x 84 = 24-12, 31 x 85 = 24-43, 31 x 86 = 24-74, 31 x 87 = 24-105, 31 x 88 = 25-28, 31 x 89 = 25-59, 31 x 90 = 25-90, 31 x 91 = 26-13, 31 x 92 = 26-44, 31 x 93 = 26-75, 31 x 94 = 26-106, 31 x 95 = 27-29, 31 x 96 = 27-60, 31 x 97 = 27-91, 31 x 98 = 28-14, 31 x 99 = 28-45, 31 x 100 = 28-76, 31 x 101 = 28-107, 31 x 102 = 29-30, 31 x 103 = 29-61, 31 x 104 = 29-92, 31 x 105 = 30-15, 31 x 106 = 30-46, 31 x 107 = 30-77, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 0-96, 32 x 4 = 1-20, 32 x 5 = 1-52, 32 x 6 = 1-84, 32 x 7 = 2-8, 32 x 8 = 2-40, 32 x 9 = 2-72, 32 x 10 = 2-104, 32 x 11 = 3-28, 32 x 12 = 3-60, 32 x 13 = 3-92, 32 x 14 = 4-16, 32 x 15 = 4-48, 32 x 16 = 4-80, 32 x 17 = 5-4, 32 x 18 = 5-36, 32 x 19 = 5-68, 32 x 20 = 5-100, 32 x 21 = 6-24, 32 x 22 = 6-56, 32 x 23 = 6-88, 32 x 24 = 7-12, 32 x 25 = 7-44, 32 x 26 = 7-76, 32 x 27 = 8-0, 32 x 28 = 8-32, 32 x 29 = 8-64, 32 x 30 = 8-96, 32 x 31 = 9-20, 32 x 32 = 9-52, 32 x 33 = 9-84, 32 x 34 = 10-8, 32 x 35 = 10-40, 32 x 36 = 10-72, 32 x 37 = 10-104, 32 x 38 = 11-28, 32 x 39 = 11-60, 32 x 40 = 11-92, 32 x 41 = 12-16, 32 x 42 = 12-48, 32 x 43 = 12-80, 32 x 44 = 13-4, 32 x 45 = 13-36, 32 x 46 = 13-68, 32 x 47 = 13-100, 32 x 48 = 14-24, 32 x 49 = 14-56, 32 x 50 = 14-88, 32 x 51 = 15-12, 32 x 52 = 15-44, 32 x 53 = 15-76, 32 x 54 = 16-0, 32 x 55 = 16-32, 32 x 56 = 16-64, 32 x 57 = 16-96, 32 x 58 = 17-20, 32 x 59 = 17-52, 32 x 60 = 17-84, 32 x 61 = 18-8, 32 x 62 = 18-40, 32 x 63 = 18-72, 32 x 64 = 18-104, 32 x 65 = 19-28, 32 x 66 = 19-60, 32 x 67 = 19-92, 32 x 68 = 20-16, 32 x 69 = 20-48, 32 x 70 = 20-80, 32 x 71 = 21-4, 32 x 72 = 21-36, 32 x 73 = 21-68, 32 x 74 = 21-100, 32 x 75 = 22-24, 32 x 76 = 22-56, 32 x 77 = 22-88, 32 x 78 = 23-12, 32 x 79 = 23-44, 32 x 80 = 23-76, 32 x 81 = 24-0, 32 x 82 = 24-32, 32 x 83 = 24-64, 32 x 84 = 24-96, 32 x 85 = 25-20, 32 x 86 = 25-52, 32 x 87 = 25-84, 32 x 88 = 26-8, 32 x 89 = 26-40, 32 x 90 = 26-72, 32 x 91 = 26-104, 32 x 92 = 27-28, 32 x 93 = 27-60, 32 x 94 = 27-92, 32 x 95 = 28-16, 32 x 96 = 28-48, 32 x 97 = 28-80, 32 x 98 = 29-4, 32 x 99 = 29-36, 32 x 100 = 29-68, 32 x 101 = 29-100, 32 x 102 = 30-24, 32 x 103 = 30-56, 32 x 104 = 30-88, 32 x 105 = 31-12, 32 x 106 = 31-44, 32 x 107 = 31-76, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 0-99, 33 x 4 = 1-24, 33 x 5 = 1-57, 33 x 6 = 1-90, 33 x 7 = 2-15, 33 x 8 = 2-48, 33 x 9 = 2-81, 33 x 10 = 3-6, 33 x 11 = 3-39, 33 x 12 = 3-72, 33 x 13 = 3-105, 33 x 14 = 4-30, 33 x 15 = 4-63, 33 x 16 = 4-96, 33 x 17 = 5-21, 33 x 18 = 5-54, 33 x 19 = 5-87, 33 x 20 = 6-12, 33 x 21 = 6-45, 33 x 22 = 6-78, 33 x 23 = 7-3, 33 x 24 = 7-36, 33 x 25 = 7-69, 33 x 26 = 7-102, 33 x 27 = 8-27, 33 x 28 = 8-60, 33 x 29 = 8-93, 33 x 30 = 9-18, 33 x 31 = 9-51, 33 x 32 = 9-84, 33 x 33 = 10-9, 33 x 34 = 10-42, 33 x 35 = 10-75, 33 x 36 = 11-0, 33 x 37 = 11-33, 33 x 38 = 11-66, 33 x 39 = 11-99, 33 x 40 = 12-24, 33 x 41 = 12-57, 33 x 42 = 12-90, 33 x 43 = 13-15, 33 x 44 = 13-48, 33 x 45 = 13-81, 33 x 46 = 14-6, 33 x 47 = 14-39, 33 x 48 = 14-72, 33 x 49 = 14-105, 33 x 50 = 15-30, 33 x 51 = 15-63, 33 x 52 = 15-96, 33 x 53 = 16-21, 33 x 54 = 16-54, 33 x 55 = 16-87, 33 x 56 = 17-12, 33 x 57 = 17-45, 33 x 58 = 17-78, 33 x 59 = 18-3, 33 x 60 = 18-36, 33 x 61 = 18-69, 33 x 62 = 18-102, 33 x 63 = 19-27, 33 x 64 = 19-60, 33 x 65 = 19-93, 33 x 66 = 20-18, 33 x 67 = 20-51, 33 x 68 = 20-84, 33 x 69 = 21-9, 33 x 70 = 21-42, 33 x 71 = 21-75, 33 x 72 = 22-0, 33 x 73 = 22-33, 33 x 74 = 22-66, 33 x 75 = 22-99, 33 x 76 = 23-24, 33 x 77 = 23-57, 33 x 78 = 23-90, 33 x 79 = 24-15, 33 x 80 = 24-48, 33 x 81 = 24-81, 33 x 82 = 25-6, 33 x 83 = 25-39, 33 x 84 = 25-72, 33 x 85 = 25-105, 33 x 86 = 26-30, 33 x 87 = 26-63, 33 x 88 = 26-96, 33 x 89 = 27-21, 33 x 90 = 27-54, 33 x 91 = 27-87, 33 x 92 = 28-12, 33 x 93 = 28-45, 33 x 94 = 28-78, 33 x 95 = 29-3, 33 x 96 = 29-36, 33 x 97 = 29-69, 33 x 98 = 29-102, 33 x 99 = 30-27, 33 x 100 = 30-60, 33 x 101 = 30-93, 33 x 102 = 31-18, 33 x 103 = 31-51, 33 x 104 = 31-84, 33 x 105 = 32-9, 33 x 106 = 32-42, 33 x 107 = 32-75, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 0-102, 34 x 4 = 1-28, 34 x 5 = 1-62, 34 x 6 = 1-96, 34 x 7 = 2-22, 34 x 8 = 2-56, 34 x 9 = 2-90, 34 x 10 = 3-16, 34 x 11 = 3-50, 34 x 12 = 3-84, 34 x 13 = 4-10, 34 x 14 = 4-44, 34 x 15 = 4-78, 34 x 16 = 5-4, 34 x 17 = 5-38, 34 x 18 = 5-72, 34 x 19 = 5-106, 34 x 20 = 6-32, 34 x 21 = 6-66, 34 x 22 = 6-100, 34 x 23 = 7-26, 34 x 24 = 7-60, 34 x 25 = 7-94, 34 x 26 = 8-20, 34 x 27 = 8-54, 34 x 28 = 8-88, 34 x 29 = 9-14, 34 x 30 = 9-48, 34 x 31 = 9-82, 34 x 32 = 10-8, 34 x 33 = 10-42, 34 x 34 = 10-76, 34 x 35 = 11-2, 34 x 36 = 11-36, 34 x 37 = 11-70, 34 x 38 = 11-104, 34 x 39 = 12-30, 34 x 40 = 12-64, 34 x 41 = 12-98, 34 x 42 = 13-24, 34 x 43 = 13-58, 34 x 44 = 13-92, 34 x 45 = 14-18, 34 x 46 = 14-52, 34 x 47 = 14-86, 34 x 48 = 15-12, 34 x 49 = 15-46, 34 x 50 = 15-80, 34 x 51 = 16-6, 34 x 52 = 16-40, 34 x 53 = 16-74, 34 x 54 = 17-0, 34 x 55 = 17-34, 34 x 56 = 17-68, 34 x 57 = 17-102, 34 x 58 = 18-28, 34 x 59 = 18-62, 34 x 60 = 18-96, 34 x 61 = 19-22, 34 x 62 = 19-56, 34 x 63 = 19-90, 34 x 64 = 20-16, 34 x 65 = 20-50, 34 x 66 = 20-84, 34 x 67 = 21-10, 34 x 68 = 21-44, 34 x 69 = 21-78, 34 x 70 = 22-4, 34 x 71 = 22-38, 34 x 72 = 22-72, 34 x 73 = 22-106, 34 x 74 = 23-32, 34 x 75 = 23-66, 34 x 76 = 23-100, 34 x 77 = 24-26, 34 x 78 = 24-60, 34 x 79 = 24-94, 34 x 80 = 25-20, 34 x 81 = 25-54, 34 x 82 = 25-88, 34 x 83 = 26-14, 34 x 84 = 26-48, 34 x 85 = 26-82, 34 x 86 = 27-8, 34 x 87 = 27-42, 34 x 88 = 27-76, 34 x 89 = 28-2, 34 x 90 = 28-36, 34 x 91 = 28-70, 34 x 92 = 28-104, 34 x 93 = 29-30, 34 x 94 = 29-64, 34 x 95 = 29-98, 34 x 96 = 30-24, 34 x 97 = 30-58, 34 x 98 = 30-92, 34 x 99 = 31-18, 34 x 100 = 31-52, 34 x 101 = 31-86, 34 x 102 = 32-12, 34 x 103 = 32-46, 34 x 104 = 32-80, 34 x 105 = 33-6, 34 x 106 = 33-40, 34 x 107 = 33-74, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 0-105, 35 x 4 = 1-32, 35 x 5 = 1-67, 35 x 6 = 1-102, 35 x 7 = 2-29, 35 x 8 = 2-64, 35 x 9 = 2-99, 35 x 10 = 3-26, 35 x 11 = 3-61, 35 x 12 = 3-96, 35 x 13 = 4-23, 35 x 14 = 4-58, 35 x 15 = 4-93, 35 x 16 = 5-20, 35 x 17 = 5-55, 35 x 18 = 5-90, 35 x 19 = 6-17, 35 x 20 = 6-52, 35 x 21 = 6-87, 35 x 22 = 7-14, 35 x 23 = 7-49, 35 x 24 = 7-84, 35 x 25 = 8-11, 35 x 26 = 8-46, 35 x 27 = 8-81, 35 x 28 = 9-8, 35 x 29 = 9-43, 35 x 30 = 9-78, 35 x 31 = 10-5, 35 x 32 = 10-40, 35 x 33 = 10-75, 35 x 34 = 11-2, 35 x 35 = 11-37, 35 x 36 = 11-72, 35 x 37 = 11-107, 35 x 38 = 12-34, 35 x 39 = 12-69, 35 x 40 = 12-104, 35 x 41 = 13-31, 35 x 42 = 13-66, 35 x 43 = 13-101, 35 x 44 = 14-28, 35 x 45 = 14-63, 35 x 46 = 14-98, 35 x 47 = 15-25, 35 x 48 = 15-60, 35 x 49 = 15-95, 35 x 50 = 16-22, 35 x 51 = 16-57, 35 x 52 = 16-92, 35 x 53 = 17-19, 35 x 54 = 17-54, 35 x 55 = 17-89, 35 x 56 = 18-16, 35 x 57 = 18-51, 35 x 58 = 18-86, 35 x 59 = 19-13, 35 x 60 = 19-48, 35 x 61 = 19-83, 35 x 62 = 20-10, 35 x 63 = 20-45, 35 x 64 = 20-80, 35 x 65 = 21-7, 35 x 66 = 21-42, 35 x 67 = 21-77, 35 x 68 = 22-4, 35 x 69 = 22-39, 35 x 70 = 22-74, 35 x 71 = 23-1, 35 x 72 = 23-36, 35 x 73 = 23-71, 35 x 74 = 23-106, 35 x 75 = 24-33, 35 x 76 = 24-68, 35 x 77 = 24-103, 35 x 78 = 25-30, 35 x 79 = 25-65, 35 x 80 = 25-100, 35 x 81 = 26-27, 35 x 82 = 26-62, 35 x 83 = 26-97, 35 x 84 = 27-24, 35 x 85 = 27-59, 35 x 86 = 27-94, 35 x 87 = 28-21, 35 x 88 = 28-56, 35 x 89 = 28-91, 35 x 90 = 29-18, 35 x 91 = 29-53, 35 x 92 = 29-88, 35 x 93 = 30-15, 35 x 94 = 30-50, 35 x 95 = 30-85, 35 x 96 = 31-12, 35 x 97 = 31-47, 35 x 98 = 31-82, 35 x 99 = 32-9, 35 x 100 = 32-44, 35 x 101 = 32-79, 35 x 102 = 33-6, 35 x 103 = 33-41, 35 x 104 = 33-76, 35 x 105 = 34-3, 35 x 106 = 34-38, 35 x 107 = 34-73, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-0, 36 x 4 = 1-36, 36 x 5 = 1-72, 36 x 6 = 2-0, 36 x 7 = 2-36, 36 x 8 = 2-72, 36 x 9 = 3-0, 36 x 10 = 3-36, 36 x 11 = 3-72, 36 x 12 = 4-0, 36 x 13 = 4-36, 36 x 14 = 4-72, 36 x 15 = 5-0, 36 x 16 = 5-36, 36 x 17 = 5-72, 36 x 18 = 6-0, 36 x 19 = 6-36, 36 x 20 = 6-72, 36 x 21 = 7-0, 36 x 22 = 7-36, 36 x 23 = 7-72, 36 x 24 = 8-0, 36 x 25 = 8-36, 36 x 26 = 8-72, 36 x 27 = 9-0, 36 x 28 = 9-36, 36 x 29 = 9-72, 36 x 30 = 10-0, 36 x 31 = 10-36, 36 x 32 = 10-72, 36 x 33 = 11-0, 36 x 34 = 11-36, 36 x 35 = 11-72, 36 x 36 = 12-0, 36 x 37 = 12-36, 36 x 38 = 12-72, 36 x 39 = 13-0, 36 x 40 = 13-36, 36 x 41 = 13-72, 36 x 42 = 14-0, 36 x 43 = 14-36, 36 x 44 = 14-72, 36 x 45 = 15-0, 36 x 46 = 15-36, 36 x 47 = 15-72, 36 x 48 = 16-0, 36 x 49 = 16-36, 36 x 50 = 16-72, 36 x 51 = 17-0, 36 x 52 = 17-36, 36 x 53 = 17-72, 36 x 54 = 18-0, 36 x 55 = 18-36, 36 x 56 = 18-72, 36 x 57 = 19-0, 36 x 58 = 19-36, 36 x 59 = 19-72, 36 x 60 = 20-0, 36 x 61 = 20-36, 36 x 62 = 20-72, 36 x 63 = 21-0, 36 x 64 = 21-36, 36 x 65 = 21-72, 36 x 66 = 22-0, 36 x 67 = 22-36, 36 x 68 = 22-72, 36 x 69 = 23-0, 36 x 70 = 23-36, 36 x 71 = 23-72, 36 x 72 = 24-0, 36 x 73 = 24-36, 36 x 74 = 24-72, 36 x 75 = 25-0, 36 x 76 = 25-36, 36 x 77 = 25-72, 36 x 78 = 26-0, 36 x 79 = 26-36, 36 x 80 = 26-72, 36 x 81 = 27-0, 36 x 82 = 27-36, 36 x 83 = 27-72, 36 x 84 = 28-0, 36 x 85 = 28-36, 36 x 86 = 28-72, 36 x 87 = 29-0, 36 x 88 = 29-36, 36 x 89 = 29-72, 36 x 90 = 30-0, 36 x 91 = 30-36, 36 x 92 = 30-72, 36 x 93 = 31-0, 36 x 94 = 31-36, 36 x 95 = 31-72, 36 x 96 = 32-0, 36 x 97 = 32-36, 36 x 98 = 32-72, 36 x 99 = 33-0, 36 x 100 = 33-36, 36 x 101 = 33-72, 36 x 102 = 34-0, 36 x 103 = 34-36, 36 x 104 = 34-72, 36 x 105 = 35-0, 36 x 106 = 35-36, 36 x 107 = 35-72, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-3, 37 x 4 = 1-40, 37 x 5 = 1-77, 37 x 6 = 2-6, 37 x 7 = 2-43, 37 x 8 = 2-80, 37 x 9 = 3-9, 37 x 10 = 3-46, 37 x 11 = 3-83, 37 x 12 = 4-12, 37 x 13 = 4-49, 37 x 14 = 4-86, 37 x 15 = 5-15, 37 x 16 = 5-52, 37 x 17 = 5-89, 37 x 18 = 6-18, 37 x 19 = 6-55, 37 x 20 = 6-92, 37 x 21 = 7-21, 37 x 22 = 7-58, 37 x 23 = 7-95, 37 x 24 = 8-24, 37 x 25 = 8-61, 37 x 26 = 8-98, 37 x 27 = 9-27, 37 x 28 = 9-64, 37 x 29 = 9-101, 37 x 30 = 10-30, 37 x 31 = 10-67, 37 x 32 = 10-104, 37 x 33 = 11-33, 37 x 34 = 11-70, 37 x 35 = 11-107, 37 x 36 = 12-36, 37 x 37 = 12-73, 37 x 38 = 13-2, 37 x 39 = 13-39, 37 x 40 = 13-76, 37 x 41 = 14-5, 37 x 42 = 14-42, 37 x 43 = 14-79, 37 x 44 = 15-8, 37 x 45 = 15-45, 37 x 46 = 15-82, 37 x 47 = 16-11, 37 x 48 = 16-48, 37 x 49 = 16-85, 37 x 50 = 17-14, 37 x 51 = 17-51, 37 x 52 = 17-88, 37 x 53 = 18-17, 37 x 54 = 18-54, 37 x 55 = 18-91, 37 x 56 = 19-20, 37 x 57 = 19-57, 37 x 58 = 19-94, 37 x 59 = 20-23, 37 x 60 = 20-60, 37 x 61 = 20-97, 37 x 62 = 21-26, 37 x 63 = 21-63, 37 x 64 = 21-100, 37 x 65 = 22-29, 37 x 66 = 22-66, 37 x 67 = 22-103, 37 x 68 = 23-32, 37 x 69 = 23-69, 37 x 70 = 23-106, 37 x 71 = 24-35, 37 x 72 = 24-72, 37 x 73 = 25-1, 37 x 74 = 25-38, 37 x 75 = 25-75, 37 x 76 = 26-4, 37 x 77 = 26-41, 37 x 78 = 26-78, 37 x 79 = 27-7, 37 x 80 = 27-44, 37 x 81 = 27-81, 37 x 82 = 28-10, 37 x 83 = 28-47, 37 x 84 = 28-84, 37 x 85 = 29-13, 37 x 86 = 29-50, 37 x 87 = 29-87, 37 x 88 = 30-16, 37 x 89 = 30-53, 37 x 90 = 30-90, 37 x 91 = 31-19, 37 x 92 = 31-56, 37 x 93 = 31-93, 37 x 94 = 32-22, 37 x 95 = 32-59, 37 x 96 = 32-96, 37 x 97 = 33-25, 37 x 98 = 33-62, 37 x 99 = 33-99, 37 x 100 = 34-28, 37 x 101 = 34-65, 37 x 102 = 34-102, 37 x 103 = 35-31, 37 x 104 = 35-68, 37 x 105 = 35-105, 37 x 106 = 36-34, 37 x 107 = 36-71, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-6, 38 x 4 = 1-44, 38 x 5 = 1-82, 38 x 6 = 2-12, 38 x 7 = 2-50, 38 x 8 = 2-88, 38 x 9 = 3-18, 38 x 10 = 3-56, 38 x 11 = 3-94, 38 x 12 = 4-24, 38 x 13 = 4-62, 38 x 14 = 4-100, 38 x 15 = 5-30, 38 x 16 = 5-68, 38 x 17 = 5-106, 38 x 18 = 6-36, 38 x 19 = 6-74, 38 x 20 = 7-4, 38 x 21 = 7-42, 38 x 22 = 7-80, 38 x 23 = 8-10, 38 x 24 = 8-48, 38 x 25 = 8-86, 38 x 26 = 9-16, 38 x 27 = 9-54, 38 x 28 = 9-92, 38 x 29 = 10-22, 38 x 30 = 10-60, 38 x 31 = 10-98, 38 x 32 = 11-28, 38 x 33 = 11-66, 38 x 34 = 11-104, 38 x 35 = 12-34, 38 x 36 = 12-72, 38 x 37 = 13-2, 38 x 38 = 13-40, 38 x 39 = 13-78, 38 x 40 = 14-8, 38 x 41 = 14-46, 38 x 42 = 14-84, 38 x 43 = 15-14, 38 x 44 = 15-52, 38 x 45 = 15-90, 38 x 46 = 16-20, 38 x 47 = 16-58, 38 x 48 = 16-96, 38 x 49 = 17-26, 38 x 50 = 17-64, 38 x 51 = 17-102, 38 x 52 = 18-32, 38 x 53 = 18-70, 38 x 54 = 19-0, 38 x 55 = 19-38, 38 x 56 = 19-76, 38 x 57 = 20-6, 38 x 58 = 20-44, 38 x 59 = 20-82, 38 x 60 = 21-12, 38 x 61 = 21-50, 38 x 62 = 21-88, 38 x 63 = 22-18, 38 x 64 = 22-56, 38 x 65 = 22-94, 38 x 66 = 23-24, 38 x 67 = 23-62, 38 x 68 = 23-100, 38 x 69 = 24-30, 38 x 70 = 24-68, 38 x 71 = 24-106, 38 x 72 = 25-36, 38 x 73 = 25-74, 38 x 74 = 26-4, 38 x 75 = 26-42, 38 x 76 = 26-80, 38 x 77 = 27-10, 38 x 78 = 27-48, 38 x 79 = 27-86, 38 x 80 = 28-16, 38 x 81 = 28-54, 38 x 82 = 28-92, 38 x 83 = 29-22, 38 x 84 = 29-60, 38 x 85 = 29-98, 38 x 86 = 30-28, 38 x 87 = 30-66, 38 x 88 = 30-104, 38 x 89 = 31-34, 38 x 90 = 31-72, 38 x 91 = 32-2, 38 x 92 = 32-40, 38 x 93 = 32-78, 38 x 94 = 33-8, 38 x 95 = 33-46, 38 x 96 = 33-84, 38 x 97 = 34-14, 38 x 98 = 34-52, 38 x 99 = 34-90, 38 x 100 = 35-20, 38 x 101 = 35-58, 38 x 102 = 35-96, 38 x 103 = 36-26, 38 x 104 = 36-64, 38 x 105 = 36-102, 38 x 106 = 37-32, 38 x 107 = 37-70, 
