0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 1-2, 0-11 x 0-7 = 1-13, 0-11 x 0-8 = 1-24, 0-11 x 0-9 = 1-35, 0-11 x 0-10 = 1-46, 0-11 x 0-11 = 1-57, 0-11 x 0-12 = 2-4, 0-11 x 0-13 = 2-15, 0-11 x 0-14 = 2-26, 0-11 x 0-15 = 2-37, 0-11 x 0-16 = 2-48, 0-11 x 0-17 = 2-59, 0-11 x 0-18 = 3-6, 0-11 x 0-19 = 3-17, 0-11 x 0-20 = 3-28, 0-11 x 0-21 = 3-39, 0-11 x 0-22 = 3-50, 0-11 x 0-23 = 3-61, 0-11 x 0-24 = 4-8, 0-11 x 0-25 = 4-19, 0-11 x 0-26 = 4-30, 0-11 x 0-27 = 4-41, 0-11 x 0-28 = 4-52, 0-11 x 0-29 = 4-63, 0-11 x 0-30 = 5-10, 0-11 x 0-31 = 5-21, 0-11 x 0-32 = 5-32, 0-11 x 0-33 = 5-43, 0-11 x 0-34 = 5-54, 0-11 x 0-35 = 6-1, 0-11 x 0-36 = 6-12, 0-11 x 0-37 = 6-23, 0-11 x 0-38 = 6-34, 0-11 x 0-39 = 6-45, 0-11 x 0-40 = 6-56, 0-11 x 0-41 = 7-3, 0-11 x 0-42 = 7-14, 0-11 x 0-43 = 7-25, 0-11 x 0-44 = 7-36, 0-11 x 0-45 = 7-47, 0-11 x 0-46 = 7-58, 0-11 x 0-47 = 8-5, 0-11 x 0-48 = 8-16, 0-11 x 0-49 = 8-27, 0-11 x 0-50 = 8-38, 0-11 x 0-51 = 8-49, 0-11 x 0-52 = 8-60, 0-11 x 0-53 = 9-7, 0-11 x 0-54 = 9-18, 0-11 x 0-55 = 9-29, 0-11 x 0-56 = 9-40, 0-11 x 0-57 = 9-51, 0-11 x 0-58 = 9-62, 0-11 x 0-59 = 10-9, 0-11 x 0-60 = 10-20, 0-11 x 0-61 = 10-31, 0-11 x 0-62 = 10-42, 0-11 x 0-63 = 10-53, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 1-8, 0-12 x 0-7 = 1-20, 0-12 x 0-8 = 1-32, 0-12 x 0-9 = 1-44, 0-12 x 0-10 = 1-56, 0-12 x 0-11 = 2-4, 0-12 x 0-12 = 2-16, 0-12 x 0-13 = 2-28, 0-12 x 0-14 = 2-40, 0-12 x 0-15 = 2-52, 0-12 x 0-16 = 3-0, 0-12 x 0-17 = 3-12, 0-12 x 0-18 = 3-24, 0-12 x 0-19 = 3-36, 0-12 x 0-20 = 3-48, 0-12 x 0-21 = 3-60, 0-12 x 0-22 = 4-8, 0-12 x 0-23 = 4-20, 0-12 x 0-24 = 4-32, 0-12 x 0-25 = 4-44, 0-12 x 0-26 = 4-56, 0-12 x 0-27 = 5-4, 0-12 x 0-28 = 5-16, 0-12 x 0-29 = 5-28, 0-12 x 0-30 = 5-40, 0-12 x 0-31 = 5-52, 0-12 x 0-32 = 6-0, 0-12 x 0-33 = 6-12, 0-12 x 0-34 = 6-24, 0-12 x 0-35 = 6-36, 0-12 x 0-36 = 6-48, 0-12 x 0-37 = 6-60, 0-12 x 0-38 = 7-8, 0-12 x 0-39 = 7-20, 0-12 x 0-40 = 7-32, 0-12 x 0-41 = 7-44, 0-12 x 0-42 = 7-56, 0-12 x 0-43 = 8-4, 0-12 x 0-44 = 8-16, 0-12 x 0-45 = 8-28, 0-12 x 0-46 = 8-40, 0-12 x 0-47 = 8-52, 0-12 x 0-48 = 9-0, 0-12 x 0-49 = 9-12, 0-12 x 0-50 = 9-24, 0-12 x 0-51 = 9-36, 0-12 x 0-52 = 9-48, 0-12 x 0-53 = 9-60, 0-12 x 0-54 = 10-8, 0-12 x 0-55 = 10-20, 0-12 x 0-56 = 10-32, 0-12 x 0-57 = 10-44, 0-12 x 0-58 = 10-56, 0-12 x 0-59 = 11-4, 0-12 x 0-60 = 11-16, 0-12 x 0-61 = 11-28, 0-12 x 0-62 = 11-40, 0-12 x 0-63 = 11-52, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 1-1, 0-13 x 0-6 = 1-14, 0-13 x 0-7 = 1-27, 0-13 x 0-8 = 1-40, 0-13 x 0-9 = 1-53, 0-13 x 0-10 = 2-2, 0-13 x 0-11 = 2-15, 0-13 x 0-12 = 2-28, 0-13 x 0-13 = 2-41, 0-13 x 0-14 = 2-54, 0-13 x 0-15 = 3-3, 0-13 x 0-16 = 3-16, 0-13 x 0-17 = 3-29, 0-13 x 0-18 = 3-42, 0-13 x 0-19 = 3-55, 0-13 x 0-20 = 4-4, 0-13 x 0-21 = 4-17, 0-13 x 0-22 = 4-30, 0-13 x 0-23 = 4-43, 0-13 x 0-24 = 4-56, 0-13 x 0-25 = 5-5, 0-13 x 0-26 = 5-18, 0-13 x 0-27 = 5-31, 0-13 x 0-28 = 5-44, 0-13 x 0-29 = 5-57, 0-13 x 0-30 = 6-6, 0-13 x 0-31 = 6-19, 0-13 x 0-32 = 6-32, 0-13 x 0-33 = 6-45, 0-13 x 0-34 = 6-58, 0-13 x 0-35 = 7-7, 0-13 x 0-36 = 7-20, 0-13 x 0-37 = 7-33, 0-13 x 0-38 = 7-46, 0-13 x 0-39 = 7-59, 0-13 x 0-40 = 8-8, 0-13 x 0-41 = 8-21, 0-13 x 0-42 = 8-34, 0-13 x 0-43 = 8-47, 0-13 x 0-44 = 8-60, 0-13 x 0-45 = 9-9, 0-13 x 0-46 = 9-22, 0-13 x 0-47 = 9-35, 0-13 x 0-48 = 9-48, 0-13 x 0-49 = 9-61, 0-13 x 0-50 = 10-10, 0-13 x 0-51 = 10-23, 0-13 x 0-52 = 10-36, 0-13 x 0-53 = 10-49, 0-13 x 0-54 = 10-62, 0-13 x 0-55 = 11-11, 0-13 x 0-56 = 11-24, 0-13 x 0-57 = 11-37, 0-13 x 0-58 = 11-50, 0-13 x 0-59 = 11-63, 0-13 x 0-60 = 12-12, 0-13 x 0-61 = 12-25, 0-13 x 0-62 = 12-38, 0-13 x 0-63 = 12-51, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 1-6, 0-14 x 0-6 = 1-20, 0-14 x 0-7 = 1-34, 0-14 x 0-8 = 1-48, 0-14 x 0-9 = 1-62, 0-14 x 0-10 = 2-12, 0-14 x 0-11 = 2-26, 0-14 x 0-12 = 2-40, 0-14 x 0-13 = 2-54, 0-14 x 0-14 = 3-4, 0-14 x 0-15 = 3-18, 0-14 x 0-16 = 3-32, 0-14 x 0-17 = 3-46, 0-14 x 0-18 = 3-60, 0-14 x 0-19 = 4-10, 0-14 x 0-20 = 4-24, 0-14 x 0-21 = 4-38, 0-14 x 0-22 = 4-52, 0-14 x 0-23 = 5-2, 0-14 x 0-24 = 5-16, 0-14 x 0-25 = 5-30, 0-14 x 0-26 = 5-44, 0-14 x 0-27 = 5-58, 0-14 x 0-28 = 6-8, 0-14 x 0-29 = 6-22, 0-14 x 0-30 = 6-36, 0-14 x 0-31 = 6-50, 0-14 x 0-32 = 7-0, 0-14 x 0-33 = 7-14, 0-14 x 0-34 = 7-28, 0-14 x 0-35 = 7-42, 0-14 x 0-36 = 7-56, 0-14 x 0-37 = 8-6, 0-14 x 0-38 = 8-20, 0-14 x 0-39 = 8-34, 0-14 x 0-40 = 8-48, 0-14 x 0-41 = 8-62, 0-14 x 0-42 = 9-12, 0-14 x 0-43 = 9-26, 0-14 x 0-44 = 9-40, 0-14 x 0-45 = 9-54, 0-14 x 0-46 = 10-4, 0-14 x 0-47 = 10-18, 0-14 x 0-48 = 10-32, 0-14 x 0-49 = 10-46, 0-14 x 0-50 = 10-60, 0-14 x 0-51 = 11-10, 0-14 x 0-52 = 11-24, 0-14 x 0-53 = 11-38, 0-14 x 0-54 = 11-52, 0-14 x 0-55 = 12-2, 0-14 x 0-56 = 12-16, 0-14 x 0-57 = 12-30, 0-14 x 0-58 = 12-44, 0-14 x 0-59 = 12-58, 0-14 x 0-60 = 13-8, 0-14 x 0-61 = 13-22, 0-14 x 0-62 = 13-36, 0-14 x 0-63 = 13-50, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 1-11, 0-15 x 0-6 = 1-26, 0-15 x 0-7 = 1-41, 0-15 x 0-8 = 1-56, 0-15 x 0-9 = 2-7, 0-15 x 0-10 = 2-22, 0-15 x 0-11 = 2-37, 0-15 x 0-12 = 2-52, 0-15 x 0-13 = 3-3, 0-15 x 0-14 = 3-18, 0-15 x 0-15 = 3-33, 0-15 x 0-16 = 3-48, 0-15 x 0-17 = 3-63, 0-15 x 0-18 = 4-14, 0-15 x 0-19 = 4-29, 0-15 x 0-20 = 4-44, 0-15 x 0-21 = 4-59, 0-15 x 0-22 = 5-10, 0-15 x 0-23 = 5-25, 0-15 x 0-24 = 5-40, 0-15 x 0-25 = 5-55, 0-15 x 0-26 = 6-6, 0-15 x 0-27 = 6-21, 0-15 x 0-28 = 6-36, 0-15 x 0-29 = 6-51, 0-15 x 0-30 = 7-2, 0-15 x 0-31 = 7-17, 0-15 x 0-32 = 7-32, 0-15 x 0-33 = 7-47, 0-15 x 0-34 = 7-62, 0-15 x 0-35 = 8-13, 0-15 x 0-36 = 8-28, 0-15 x 0-37 = 8-43, 0-15 x 0-38 = 8-58, 0-15 x 0-39 = 9-9, 0-15 x 0-40 = 9-24, 0-15 x 0-41 = 9-39, 0-15 x 0-42 = 9-54, 0-15 x 0-43 = 10-5, 0-15 x 0-44 = 10-20, 0-15 x 0-45 = 10-35, 0-15 x 0-46 = 10-50, 0-15 x 0-47 = 11-1, 0-15 x 0-48 = 11-16, 0-15 x 0-49 = 11-31, 0-15 x 0-50 = 11-46, 0-15 x 0-51 = 11-61, 0-15 x 0-52 = 12-12, 0-15 x 0-53 = 12-27, 0-15 x 0-54 = 12-42, 0-15 x 0-55 = 12-57, 0-15 x 0-56 = 13-8, 0-15 x 0-57 = 13-23, 0-15 x 0-58 = 13-38, 0-15 x 0-59 = 13-53, 0-15 x 0-60 = 14-4, 0-15 x 0-61 = 14-19, 0-15 x 0-62 = 14-34, 0-15 x 0-63 = 14-49, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 1-0, 0-16 x 0-5 = 1-16, 0-16 x 0-6 = 1-32, 0-16 x 0-7 = 1-48, 0-16 x 0-8 = 2-0, 0-16 x 0-9 = 2-16, 0-16 x 0-10 = 2-32, 0-16 x 0-11 = 2-48, 0-16 x 0-12 = 3-0, 0-16 x 0-13 = 3-16, 0-16 x 0-14 = 3-32, 0-16 x 0-15 = 3-48, 0-16 x 0-16 = 4-0, 0-16 x 0-17 = 4-16, 0-16 x 0-18 = 4-32, 0-16 x 0-19 = 4-48, 0-16 x 0-20 = 5-0, 0-16 x 0-21 = 5-16, 0-16 x 0-22 = 5-32, 0-16 x 0-23 = 5-48, 0-16 x 0-24 = 6-0, 0-16 x 0-25 = 6-16, 0-16 x 0-26 = 6-32, 0-16 x 0-27 = 6-48, 0-16 x 0-28 = 7-0, 0-16 x 0-29 = 7-16, 0-16 x 0-30 = 7-32, 0-16 x 0-31 = 7-48, 0-16 x 0-32 = 8-0, 0-16 x 0-33 = 8-16, 0-16 x 0-34 = 8-32, 0-16 x 0-35 = 8-48, 0-16 x 0-36 = 9-0, 0-16 x 0-37 = 9-16, 0-16 x 0-38 = 9-32, 0-16 x 0-39 = 9-48, 0-16 x 0-40 = 10-0, 0-16 x 0-41 = 10-16, 0-16 x 0-42 = 10-32, 0-16 x 0-43 = 10-48, 0-16 x 0-44 = 11-0, 0-16 x 0-45 = 11-16, 0-16 x 0-46 = 11-32, 0-16 x 0-47 = 11-48, 0-16 x 0-48 = 12-0, 0-16 x 0-49 = 12-16, 0-16 x 0-50 = 12-32, 0-16 x 0-51 = 12-48, 0-16 x 0-52 = 13-0, 0-16 x 0-53 = 13-16, 0-16 x 0-54 = 13-32, 0-16 x 0-55 = 13-48, 0-16 x 0-56 = 14-0, 0-16 x 0-57 = 14-16, 0-16 x 0-58 = 14-32, 0-16 x 0-59 = 14-48, 0-16 x 0-60 = 15-0, 0-16 x 0-61 = 15-16, 0-16 x 0-62 = 15-32, 0-16 x 0-63 = 15-48, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 1-4, 0-17 x 0-5 = 1-21, 0-17 x 0-6 = 1-38, 0-17 x 0-7 = 1-55, 0-17 x 0-8 = 2-8, 0-17 x 0-9 = 2-25, 0-17 x 0-10 = 2-42, 0-17 x 0-11 = 2-59, 0-17 x 0-12 = 3-12, 0-17 x 0-13 = 3-29, 0-17 x 0-14 = 3-46, 0-17 x 0-15 = 3-63, 0-17 x 0-16 = 4-16, 0-17 x 0-17 = 4-33, 0-17 x 0-18 = 4-50, 0-17 x 0-19 = 5-3, 0-17 x 0-20 = 5-20, 0-17 x 0-21 = 5-37, 0-17 x 0-22 = 5-54, 0-17 x 0-23 = 6-7, 0-17 x 0-24 = 6-24, 0-17 x 0-25 = 6-41, 0-17 x 0-26 = 6-58, 0-17 x 0-27 = 7-11, 0-17 x 0-28 = 7-28, 0-17 x 0-29 = 7-45, 0-17 x 0-30 = 7-62, 0-17 x 0-31 = 8-15, 0-17 x 0-32 = 8-32, 0-17 x 0-33 = 8-49, 0-17 x 0-34 = 9-2, 0-17 x 0-35 = 9-19, 0-17 x 0-36 = 9-36, 0-17 x 0-37 = 9-53, 0-17 x 0-38 = 10-6, 0-17 x 0-39 = 10-23, 0-17 x 0-40 = 10-40, 0-17 x 0-41 = 10-57, 0-17 x 0-42 = 11-10, 0-17 x 0-43 = 11-27, 0-17 x 0-44 = 11-44, 0-17 x 0-45 = 11-61, 0-17 x 0-46 = 12-14, 0-17 x 0-47 = 12-31, 0-17 x 0-48 = 12-48, 0-17 x 0-49 = 13-1, 0-17 x 0-50 = 13-18, 0-17 x 0-51 = 13-35, 0-17 x 0-52 = 13-52, 0-17 x 0-53 = 14-5, 0-17 x 0-54 = 14-22, 0-17 x 0-55 = 14-39, 0-17 x 0-56 = 14-56, 0-17 x 0-57 = 15-9, 0-17 x 0-58 = 15-26, 0-17 x 0-59 = 15-43, 0-17 x 0-60 = 15-60, 0-17 x 0-61 = 16-13, 0-17 x 0-62 = 16-30, 0-17 x 0-63 = 16-47, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 1-8, 0-18 x 0-5 = 1-26, 0-18 x 0-6 = 1-44, 0-18 x 0-7 = 1-62, 0-18 x 0-8 = 2-16, 0-18 x 0-9 = 2-34, 0-18 x 0-10 = 2-52, 0-18 x 0-11 = 3-6, 0-18 x 0-12 = 3-24, 0-18 x 0-13 = 3-42, 0-18 x 0-14 = 3-60, 0-18 x 0-15 = 4-14, 0-18 x 0-16 = 4-32, 0-18 x 0-17 = 4-50, 0-18 x 0-18 = 5-4, 0-18 x 0-19 = 5-22, 0-18 x 0-20 = 5-40, 0-18 x 0-21 = 5-58, 0-18 x 0-22 = 6-12, 0-18 x 0-23 = 6-30, 0-18 x 0-24 = 6-48, 0-18 x 0-25 = 7-2, 0-18 x 0-26 = 7-20, 0-18 x 0-27 = 7-38, 0-18 x 0-28 = 7-56, 0-18 x 0-29 = 8-10, 0-18 x 0-30 = 8-28, 0-18 x 0-31 = 8-46, 0-18 x 0-32 = 9-0, 0-18 x 0-33 = 9-18, 0-18 x 0-34 = 9-36, 0-18 x 0-35 = 9-54, 0-18 x 0-36 = 10-8, 0-18 x 0-37 = 10-26, 0-18 x 0-38 = 10-44, 0-18 x 0-39 = 10-62, 0-18 x 0-40 = 11-16, 0-18 x 0-41 = 11-34, 0-18 x 0-42 = 11-52, 0-18 x 0-43 = 12-6, 0-18 x 0-44 = 12-24, 0-18 x 0-45 = 12-42, 0-18 x 0-46 = 12-60, 0-18 x 0-47 = 13-14, 0-18 x 0-48 = 13-32, 0-18 x 0-49 = 13-50, 0-18 x 0-50 = 14-4, 0-18 x 0-51 = 14-22, 0-18 x 0-52 = 14-40, 0-18 x 0-53 = 14-58, 0-18 x 0-54 = 15-12, 0-18 x 0-55 = 15-30, 0-18 x 0-56 = 15-48, 0-18 x 0-57 = 16-2, 0-18 x 0-58 = 16-20, 0-18 x 0-59 = 16-38, 0-18 x 0-60 = 16-56, 0-18 x 0-61 = 17-10, 0-18 x 0-62 = 17-28, 0-18 x 0-63 = 17-46, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 1-12, 0-19 x 0-5 = 1-31, 0-19 x 0-6 = 1-50, 0-19 x 0-7 = 2-5, 0-19 x 0-8 = 2-24, 0-19 x 0-9 = 2-43, 0-19 x 0-10 = 2-62, 0-19 x 0-11 = 3-17, 0-19 x 0-12 = 3-36, 0-19 x 0-13 = 3-55, 0-19 x 0-14 = 4-10, 0-19 x 0-15 = 4-29, 0-19 x 0-16 = 4-48, 0-19 x 0-17 = 5-3, 0-19 x 0-18 = 5-22, 0-19 x 0-19 = 5-41, 0-19 x 0-20 = 5-60, 0-19 x 0-21 = 6-15, 0-19 x 0-22 = 6-34, 0-19 x 0-23 = 6-53, 0-19 x 0-24 = 7-8, 0-19 x 0-25 = 7-27, 0-19 x 0-26 = 7-46, 0-19 x 0-27 = 8-1, 0-19 x 0-28 = 8-20, 0-19 x 0-29 = 8-39, 0-19 x 0-30 = 8-58, 0-19 x 0-31 = 9-13, 0-19 x 0-32 = 9-32, 0-19 x 0-33 = 9-51, 0-19 x 0-34 = 10-6, 0-19 x 0-35 = 10-25, 0-19 x 0-36 = 10-44, 0-19 x 0-37 = 10-63, 0-19 x 0-38 = 11-18, 0-19 x 0-39 = 11-37, 0-19 x 0-40 = 11-56, 0-19 x 0-41 = 12-11, 0-19 x 0-42 = 12-30, 0-19 x 0-43 = 12-49, 0-19 x 0-44 = 13-4, 0-19 x 0-45 = 13-23, 0-19 x 0-46 = 13-42, 0-19 x 0-47 = 13-61, 0-19 x 0-48 = 14-16, 0-19 x 0-49 = 14-35, 0-19 x 0-50 = 14-54, 0-19 x 0-51 = 15-9, 0-19 x 0-52 = 15-28, 0-19 x 0-53 = 15-47, 0-19 x 0-54 = 16-2, 0-19 x 0-55 = 16-21, 0-19 x 0-56 = 16-40, 0-19 x 0-57 = 16-59, 0-19 x 0-58 = 17-14, 0-19 x 0-59 = 17-33, 0-19 x 0-60 = 17-52, 0-19 x 0-61 = 18-7, 0-19 x 0-62 = 18-26, 0-19 x 0-63 = 18-45, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 1-16, 0-20 x 0-5 = 1-36, 0-20 x 0-6 = 1-56, 0-20 x 0-7 = 2-12, 0-20 x 0-8 = 2-32, 0-20 x 0-9 = 2-52, 0-20 x 0-10 = 3-8, 0-20 x 0-11 = 3-28, 0-20 x 0-12 = 3-48, 0-20 x 0-13 = 4-4, 0-20 x 0-14 = 4-24, 0-20 x 0-15 = 4-44, 0-20 x 0-16 = 5-0, 0-20 x 0-17 = 5-20, 0-20 x 0-18 = 5-40, 0-20 x 0-19 = 5-60, 0-20 x 0-20 = 6-16, 0-20 x 0-21 = 6-36, 0-20 x 0-22 = 6-56, 0-20 x 0-23 = 7-12, 0-20 x 0-24 = 7-32, 0-20 x 0-25 = 7-52, 0-20 x 0-26 = 8-8, 0-20 x 0-27 = 8-28, 0-20 x 0-28 = 8-48, 0-20 x 0-29 = 9-4, 0-20 x 0-30 = 9-24, 0-20 x 0-31 = 9-44, 0-20 x 0-32 = 10-0, 0-20 x 0-33 = 10-20, 0-20 x 0-34 = 10-40, 0-20 x 0-35 = 10-60, 0-20 x 0-36 = 11-16, 0-20 x 0-37 = 11-36, 0-20 x 0-38 = 11-56, 0-20 x 0-39 = 12-12, 0-20 x 0-40 = 12-32, 0-20 x 0-41 = 12-52, 0-20 x 0-42 = 13-8, 0-20 x 0-43 = 13-28, 0-20 x 0-44 = 13-48, 0-20 x 0-45 = 14-4, 0-20 x 0-46 = 14-24, 0-20 x 0-47 = 14-44, 0-20 x 0-48 = 15-0, 0-20 x 0-49 = 15-20, 0-20 x 0-50 = 15-40, 0-20 x 0-51 = 15-60, 0-20 x 0-52 = 16-16, 0-20 x 0-53 = 16-36, 0-20 x 0-54 = 16-56, 0-20 x 0-55 = 17-12, 0-20 x 0-56 = 17-32, 0-20 x 0-57 = 17-52, 0-20 x 0-58 = 18-8, 0-20 x 0-59 = 18-28, 0-20 x 0-60 = 18-48, 0-20 x 0-61 = 19-4, 0-20 x 0-62 = 19-24, 0-20 x 0-63 = 19-44, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 0-63, 0-21 x 0-4 = 1-20, 0-21 x 0-5 = 1-41, 0-21 x 0-6 = 1-62, 0-21 x 0-7 = 2-19, 0-21 x 0-8 = 2-40, 0-21 x 0-9 = 2-61, 0-21 x 0-10 = 3-18, 0-21 x 0-11 = 3-39, 0-21 x 0-12 = 3-60, 0-21 x 0-13 = 4-17, 0-21 x 0-14 = 4-38, 0-21 x 0-15 = 4-59, 0-21 x 0-16 = 5-16, 0-21 x 0-17 = 5-37, 0-21 x 0-18 = 5-58, 0-21 x 0-19 = 6-15, 0-21 x 0-20 = 6-36, 0-21 x 0-21 = 6-57, 0-21 x 0-22 = 7-14, 0-21 x 0-23 = 7-35, 0-21 x 0-24 = 7-56, 0-21 x 0-25 = 8-13, 0-21 x 0-26 = 8-34, 0-21 x 0-27 = 8-55, 0-21 x 0-28 = 9-12, 0-21 x 0-29 = 9-33, 0-21 x 0-30 = 9-54, 0-21 x 0-31 = 10-11, 0-21 x 0-32 = 10-32, 0-21 x 0-33 = 10-53, 0-21 x 0-34 = 11-10, 0-21 x 0-35 = 11-31, 0-21 x 0-36 = 11-52, 0-21 x 0-37 = 12-9, 0-21 x 0-38 = 12-30, 0-21 x 0-39 = 12-51, 0-21 x 0-40 = 13-8, 0-21 x 0-41 = 13-29, 0-21 x 0-42 = 13-50, 0-21 x 0-43 = 14-7, 0-21 x 0-44 = 14-28, 0-21 x 0-45 = 14-49, 0-21 x 0-46 = 15-6, 0-21 x 0-47 = 15-27, 0-21 x 0-48 = 15-48, 0-21 x 0-49 = 16-5, 0-21 x 0-50 = 16-26, 0-21 x 0-51 = 16-47, 0-21 x 0-52 = 17-4, 0-21 x 0-53 = 17-25, 0-21 x 0-54 = 17-46, 0-21 x 0-55 = 18-3, 0-21 x 0-56 = 18-24, 0-21 x 0-57 = 18-45, 0-21 x 0-58 = 19-2, 0-21 x 0-59 = 19-23, 0-21 x 0-60 = 19-44, 0-21 x 0-61 = 20-1, 0-21 x 0-62 = 20-22, 0-21 x 0-63 = 20-43, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-2, 0-22 x 0-4 = 1-24, 0-22 x 0-5 = 1-46, 0-22 x 0-6 = 2-4, 0-22 x 0-7 = 2-26, 0-22 x 0-8 = 2-48, 0-22 x 0-9 = 3-6, 0-22 x 0-10 = 3-28, 0-22 x 0-11 = 3-50, 0-22 x 0-12 = 4-8, 0-22 x 0-13 = 4-30, 0-22 x 0-14 = 4-52, 0-22 x 0-15 = 5-10, 0-22 x 0-16 = 5-32, 0-22 x 0-17 = 5-54, 0-22 x 0-18 = 6-12, 0-22 x 0-19 = 6-34, 0-22 x 0-20 = 6-56, 0-22 x 0-21 = 7-14, 0-22 x 0-22 = 7-36, 0-22 x 0-23 = 7-58, 0-22 x 0-24 = 8-16, 0-22 x 0-25 = 8-38, 0-22 x 0-26 = 8-60, 0-22 x 0-27 = 9-18, 0-22 x 0-28 = 9-40, 0-22 x 0-29 = 9-62, 0-22 x 0-30 = 10-20, 0-22 x 0-31 = 10-42, 0-22 x 0-32 = 11-0, 0-22 x 0-33 = 11-22, 0-22 x 0-34 = 11-44, 0-22 x 0-35 = 12-2, 0-22 x 0-36 = 12-24, 0-22 x 0-37 = 12-46, 0-22 x 0-38 = 13-4, 0-22 x 0-39 = 13-26, 0-22 x 0-40 = 13-48, 0-22 x 0-41 = 14-6, 0-22 x 0-42 = 14-28, 0-22 x 0-43 = 14-50, 0-22 x 0-44 = 15-8, 0-22 x 0-45 = 15-30, 0-22 x 0-46 = 15-52, 0-22 x 0-47 = 16-10, 0-22 x 0-48 = 16-32, 0-22 x 0-49 = 16-54, 0-22 x 0-50 = 17-12, 0-22 x 0-51 = 17-34, 0-22 x 0-52 = 17-56, 0-22 x 0-53 = 18-14, 0-22 x 0-54 = 18-36, 0-22 x 0-55 = 18-58, 0-22 x 0-56 = 19-16, 0-22 x 0-57 = 19-38, 0-22 x 0-58 = 19-60, 0-22 x 0-59 = 20-18, 0-22 x 0-60 = 20-40, 0-22 x 0-61 = 20-62, 0-22 x 0-62 = 21-20, 0-22 x 0-63 = 21-42, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-5, 0-23 x 0-4 = 1-28, 0-23 x 0-5 = 1-51, 0-23 x 0-6 = 2-10, 0-23 x 0-7 = 2-33, 0-23 x 0-8 = 2-56, 0-23 x 0-9 = 3-15, 0-23 x 0-10 = 3-38, 0-23 x 0-11 = 3-61, 0-23 x 0-12 = 4-20, 0-23 x 0-13 = 4-43, 0-23 x 0-14 = 5-2, 0-23 x 0-15 = 5-25, 0-23 x 0-16 = 5-48, 0-23 x 0-17 = 6-7, 0-23 x 0-18 = 6-30, 0-23 x 0-19 = 6-53, 0-23 x 0-20 = 7-12, 0-23 x 0-21 = 7-35, 0-23 x 0-22 = 7-58, 0-23 x 0-23 = 8-17, 0-23 x 0-24 = 8-40, 0-23 x 0-25 = 8-63, 0-23 x 0-26 = 9-22, 0-23 x 0-27 = 9-45, 0-23 x 0-28 = 10-4, 0-23 x 0-29 = 10-27, 0-23 x 0-30 = 10-50, 0-23 x 0-31 = 11-9, 0-23 x 0-32 = 11-32, 0-23 x 0-33 = 11-55, 0-23 x 0-34 = 12-14, 0-23 x 0-35 = 12-37, 0-23 x 0-36 = 12-60, 0-23 x 0-37 = 13-19, 0-23 x 0-38 = 13-42, 0-23 x 0-39 = 14-1, 0-23 x 0-40 = 14-24, 0-23 x 0-41 = 14-47, 0-23 x 0-42 = 15-6, 0-23 x 0-43 = 15-29, 0-23 x 0-44 = 15-52, 0-23 x 0-45 = 16-11, 0-23 x 0-46 = 16-34, 0-23 x 0-47 = 16-57, 0-23 x 0-48 = 17-16, 0-23 x 0-49 = 17-39, 0-23 x 0-50 = 17-62, 0-23 x 0-51 = 18-21, 0-23 x 0-52 = 18-44, 0-23 x 0-53 = 19-3, 0-23 x 0-54 = 19-26, 0-23 x 0-55 = 19-49, 0-23 x 0-56 = 20-8, 0-23 x 0-57 = 20-31, 0-23 x 0-58 = 20-54, 0-23 x 0-59 = 21-13, 0-23 x 0-60 = 21-36, 0-23 x 0-61 = 21-59, 0-23 x 0-62 = 22-18, 0-23 x 0-63 = 22-41, 
