0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 1-8, 0-24 x 0-4 = 1-32, 0-24 x 0-5 = 1-56, 0-24 x 0-6 = 2-16, 0-24 x 0-7 = 2-40, 0-24 x 0-8 = 3-0, 0-24 x 0-9 = 3-24, 0-24 x 0-10 = 3-48, 0-24 x 0-11 = 4-8, 0-24 x 0-12 = 4-32, 0-24 x 0-13 = 4-56, 0-24 x 0-14 = 5-16, 0-24 x 0-15 = 5-40, 0-24 x 0-16 = 6-0, 0-24 x 0-17 = 6-24, 0-24 x 0-18 = 6-48, 0-24 x 0-19 = 7-8, 0-24 x 0-20 = 7-32, 0-24 x 0-21 = 7-56, 0-24 x 0-22 = 8-16, 0-24 x 0-23 = 8-40, 0-24 x 0-24 = 9-0, 0-24 x 0-25 = 9-24, 0-24 x 0-26 = 9-48, 0-24 x 0-27 = 10-8, 0-24 x 0-28 = 10-32, 0-24 x 0-29 = 10-56, 0-24 x 0-30 = 11-16, 0-24 x 0-31 = 11-40, 0-24 x 0-32 = 12-0, 0-24 x 0-33 = 12-24, 0-24 x 0-34 = 12-48, 0-24 x 0-35 = 13-8, 0-24 x 0-36 = 13-32, 0-24 x 0-37 = 13-56, 0-24 x 0-38 = 14-16, 0-24 x 0-39 = 14-40, 0-24 x 0-40 = 15-0, 0-24 x 0-41 = 15-24, 0-24 x 0-42 = 15-48, 0-24 x 0-43 = 16-8, 0-24 x 0-44 = 16-32, 0-24 x 0-45 = 16-56, 0-24 x 0-46 = 17-16, 0-24 x 0-47 = 17-40, 0-24 x 0-48 = 18-0, 0-24 x 0-49 = 18-24, 0-24 x 0-50 = 18-48, 0-24 x 0-51 = 19-8, 0-24 x 0-52 = 19-32, 0-24 x 0-53 = 19-56, 0-24 x 0-54 = 20-16, 0-24 x 0-55 = 20-40, 0-24 x 0-56 = 21-0, 0-24 x 0-57 = 21-24, 0-24 x 0-58 = 21-48, 0-24 x 0-59 = 22-8, 0-24 x 0-60 = 22-32, 0-24 x 0-61 = 22-56, 0-24 x 0-62 = 23-16, 0-24 x 0-63 = 23-40, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 0-50, 0-25 x 0-3 = 1-11, 0-25 x 0-4 = 1-36, 0-25 x 0-5 = 1-61, 0-25 x 0-6 = 2-22, 0-25 x 0-7 = 2-47, 0-25 x 0-8 = 3-8, 0-25 x 0-9 = 3-33, 0-25 x 0-10 = 3-58, 0-25 x 0-11 = 4-19, 0-25 x 0-12 = 4-44, 0-25 x 0-13 = 5-5, 0-25 x 0-14 = 5-30, 0-25 x 0-15 = 5-55, 0-25 x 0-16 = 6-16, 0-25 x 0-17 = 6-41, 0-25 x 0-18 = 7-2, 0-25 x 0-19 = 7-27, 0-25 x 0-20 = 7-52, 0-25 x 0-21 = 8-13, 0-25 x 0-22 = 8-38, 0-25 x 0-23 = 8-63, 0-25 x 0-24 = 9-24, 0-25 x 0-25 = 9-49, 0-25 x 0-26 = 10-10, 0-25 x 0-27 = 10-35, 0-25 x 0-28 = 10-60, 0-25 x 0-29 = 11-21, 0-25 x 0-30 = 11-46, 0-25 x 0-31 = 12-7, 0-25 x 0-32 = 12-32, 0-25 x 0-33 = 12-57, 0-25 x 0-34 = 13-18, 0-25 x 0-35 = 13-43, 0-25 x 0-36 = 14-4, 0-25 x 0-37 = 14-29, 0-25 x 0-38 = 14-54, 0-25 x 0-39 = 15-15, 0-25 x 0-40 = 15-40, 0-25 x 0-41 = 16-1, 0-25 x 0-42 = 16-26, 0-25 x 0-43 = 16-51, 0-25 x 0-44 = 17-12, 0-25 x 0-45 = 17-37, 0-25 x 0-46 = 17-62, 0-25 x 0-47 = 18-23, 0-25 x 0-48 = 18-48, 0-25 x 0-49 = 19-9, 0-25 x 0-50 = 19-34, 0-25 x 0-51 = 19-59, 0-25 x 0-52 = 20-20, 0-25 x 0-53 = 20-45, 0-25 x 0-54 = 21-6, 0-25 x 0-55 = 21-31, 0-25 x 0-56 = 21-56, 0-25 x 0-57 = 22-17, 0-25 x 0-58 = 22-42, 0-25 x 0-59 = 23-3, 0-25 x 0-60 = 23-28, 0-25 x 0-61 = 23-53, 0-25 x 0-62 = 24-14, 0-25 x 0-63 = 24-39, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 0-52, 0-26 x 0-3 = 1-14, 0-26 x 0-4 = 1-40, 0-26 x 0-5 = 2-2, 0-26 x 0-6 = 2-28, 0-26 x 0-7 = 2-54, 0-26 x 0-8 = 3-16, 0-26 x 0-9 = 3-42, 0-26 x 0-10 = 4-4, 0-26 x 0-11 = 4-30, 0-26 x 0-12 = 4-56, 0-26 x 0-13 = 5-18, 0-26 x 0-14 = 5-44, 0-26 x 0-15 = 6-6, 0-26 x 0-16 = 6-32, 0-26 x 0-17 = 6-58, 0-26 x 0-18 = 7-20, 0-26 x 0-19 = 7-46, 0-26 x 0-20 = 8-8, 0-26 x 0-21 = 8-34, 0-26 x 0-22 = 8-60, 0-26 x 0-23 = 9-22, 0-26 x 0-24 = 9-48, 0-26 x 0-25 = 10-10, 0-26 x 0-26 = 10-36, 0-26 x 0-27 = 10-62, 0-26 x 0-28 = 11-24, 0-26 x 0-29 = 11-50, 0-26 x 0-30 = 12-12, 0-26 x 0-31 = 12-38, 0-26 x 0-32 = 13-0, 0-26 x 0-33 = 13-26, 0-26 x 0-34 = 13-52, 0-26 x 0-35 = 14-14, 0-26 x 0-36 = 14-40, 0-26 x 0-37 = 15-2, 0-26 x 0-38 = 15-28, 0-26 x 0-39 = 15-54, 0-26 x 0-40 = 16-16, 0-26 x 0-41 = 16-42, 0-26 x 0-42 = 17-4, 0-26 x 0-43 = 17-30, 0-26 x 0-44 = 17-56, 0-26 x 0-45 = 18-18, 0-26 x 0-46 = 18-44, 0-26 x 0-47 = 19-6, 0-26 x 0-48 = 19-32, 0-26 x 0-49 = 19-58, 0-26 x 0-50 = 20-20, 0-26 x 0-51 = 20-46, 0-26 x 0-52 = 21-8, 0-26 x 0-53 = 21-34, 0-26 x 0-54 = 21-60, 0-26 x 0-55 = 22-22, 0-26 x 0-56 = 22-48, 0-26 x 0-57 = 23-10, 0-26 x 0-58 = 23-36, 0-26 x 0-59 = 23-62, 0-26 x 0-60 = 24-24, 0-26 x 0-61 = 24-50, 0-26 x 0-62 = 25-12, 0-26 x 0-63 = 25-38, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 0-54, 0-27 x 0-3 = 1-17, 0-27 x 0-4 = 1-44, 0-27 x 0-5 = 2-7, 0-27 x 0-6 = 2-34, 0-27 x 0-7 = 2-61, 0-27 x 0-8 = 3-24, 0-27 x 0-9 = 3-51, 0-27 x 0-10 = 4-14, 0-27 x 0-11 = 4-41, 0-27 x 0-12 = 5-4, 0-27 x 0-13 = 5-31, 0-27 x 0-14 = 5-58, 0-27 x 0-15 = 6-21, 0-27 x 0-16 = 6-48, 0-27 x 0-17 = 7-11, 0-27 x 0-18 = 7-38, 0-27 x 0-19 = 8-1, 0-27 x 0-20 = 8-28, 0-27 x 0-21 = 8-55, 0-27 x 0-22 = 9-18, 0-27 x 0-23 = 9-45, 0-27 x 0-24 = 10-8, 0-27 x 0-25 = 10-35, 0-27 x 0-26 = 10-62, 0-27 x 0-27 = 11-25, 0-27 x 0-28 = 11-52, 0-27 x 0-29 = 12-15, 0-27 x 0-30 = 12-42, 0-27 x 0-31 = 13-5, 0-27 x 0-32 = 13-32, 0-27 x 0-33 = 13-59, 0-27 x 0-34 = 14-22, 0-27 x 0-35 = 14-49, 0-27 x 0-36 = 15-12, 0-27 x 0-37 = 15-39, 0-27 x 0-38 = 16-2, 0-27 x 0-39 = 16-29, 0-27 x 0-40 = 16-56, 0-27 x 0-41 = 17-19, 0-27 x 0-42 = 17-46, 0-27 x 0-43 = 18-9, 0-27 x 0-44 = 18-36, 0-27 x 0-45 = 18-63, 0-27 x 0-46 = 19-26, 0-27 x 0-47 = 19-53, 0-27 x 0-48 = 20-16, 0-27 x 0-49 = 20-43, 0-27 x 0-50 = 21-6, 0-27 x 0-51 = 21-33, 0-27 x 0-52 = 21-60, 0-27 x 0-53 = 22-23, 0-27 x 0-54 = 22-50, 0-27 x 0-55 = 23-13, 0-27 x 0-56 = 23-40, 0-27 x 0-57 = 24-3, 0-27 x 0-58 = 24-30, 0-27 x 0-59 = 24-57, 0-27 x 0-60 = 25-20, 0-27 x 0-61 = 25-47, 0-27 x 0-62 = 26-10, 0-27 x 0-63 = 26-37, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 0-56, 0-28 x 0-3 = 1-20, 0-28 x 0-4 = 1-48, 0-28 x 0-5 = 2-12, 0-28 x 0-6 = 2-40, 0-28 x 0-7 = 3-4, 0-28 x 0-8 = 3-32, 0-28 x 0-9 = 3-60, 0-28 x 0-10 = 4-24, 0-28 x 0-11 = 4-52, 0-28 x 0-12 = 5-16, 0-28 x 0-13 = 5-44, 0-28 x 0-14 = 6-8, 0-28 x 0-15 = 6-36, 0-28 x 0-16 = 7-0, 0-28 x 0-17 = 7-28, 0-28 x 0-18 = 7-56, 0-28 x 0-19 = 8-20, 0-28 x 0-20 = 8-48, 0-28 x 0-21 = 9-12, 0-28 x 0-22 = 9-40, 0-28 x 0-23 = 10-4, 0-28 x 0-24 = 10-32, 0-28 x 0-25 = 10-60, 0-28 x 0-26 = 11-24, 0-28 x 0-27 = 11-52, 0-28 x 0-28 = 12-16, 0-28 x 0-29 = 12-44, 0-28 x 0-30 = 13-8, 0-28 x 0-31 = 13-36, 0-28 x 0-32 = 14-0, 0-28 x 0-33 = 14-28, 0-28 x 0-34 = 14-56, 0-28 x 0-35 = 15-20, 0-28 x 0-36 = 15-48, 0-28 x 0-37 = 16-12, 0-28 x 0-38 = 16-40, 0-28 x 0-39 = 17-4, 0-28 x 0-40 = 17-32, 0-28 x 0-41 = 17-60, 0-28 x 0-42 = 18-24, 0-28 x 0-43 = 18-52, 0-28 x 0-44 = 19-16, 0-28 x 0-45 = 19-44, 0-28 x 0-46 = 20-8, 0-28 x 0-47 = 20-36, 0-28 x 0-48 = 21-0, 0-28 x 0-49 = 21-28, 0-28 x 0-50 = 21-56, 0-28 x 0-51 = 22-20, 0-28 x 0-52 = 22-48, 0-28 x 0-53 = 23-12, 0-28 x 0-54 = 23-40, 0-28 x 0-55 = 24-4, 0-28 x 0-56 = 24-32, 0-28 x 0-57 = 24-60, 0-28 x 0-58 = 25-24, 0-28 x 0-59 = 25-52, 0-28 x 0-60 = 26-16, 0-28 x 0-61 = 26-44, 0-28 x 0-62 = 27-8, 0-28 x 0-63 = 27-36, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 0-58, 0-29 x 0-3 = 1-23, 0-29 x 0-4 = 1-52, 0-29 x 0-5 = 2-17, 0-29 x 0-6 = 2-46, 0-29 x 0-7 = 3-11, 0-29 x 0-8 = 3-40, 0-29 x 0-9 = 4-5, 0-29 x 0-10 = 4-34, 0-29 x 0-11 = 4-63, 0-29 x 0-12 = 5-28, 0-29 x 0-13 = 5-57, 0-29 x 0-14 = 6-22, 0-29 x 0-15 = 6-51, 0-29 x 0-16 = 7-16, 0-29 x 0-17 = 7-45, 0-29 x 0-18 = 8-10, 0-29 x 0-19 = 8-39, 0-29 x 0-20 = 9-4, 0-29 x 0-21 = 9-33, 0-29 x 0-22 = 9-62, 0-29 x 0-23 = 10-27, 0-29 x 0-24 = 10-56, 0-29 x 0-25 = 11-21, 0-29 x 0-26 = 11-50, 0-29 x 0-27 = 12-15, 0-29 x 0-28 = 12-44, 0-29 x 0-29 = 13-9, 0-29 x 0-30 = 13-38, 0-29 x 0-31 = 14-3, 0-29 x 0-32 = 14-32, 0-29 x 0-33 = 14-61, 0-29 x 0-34 = 15-26, 0-29 x 0-35 = 15-55, 0-29 x 0-36 = 16-20, 0-29 x 0-37 = 16-49, 0-29 x 0-38 = 17-14, 0-29 x 0-39 = 17-43, 0-29 x 0-40 = 18-8, 0-29 x 0-41 = 18-37, 0-29 x 0-42 = 19-2, 0-29 x 0-43 = 19-31, 0-29 x 0-44 = 19-60, 0-29 x 0-45 = 20-25, 0-29 x 0-46 = 20-54, 0-29 x 0-47 = 21-19, 0-29 x 0-48 = 21-48, 0-29 x 0-49 = 22-13, 0-29 x 0-50 = 22-42, 0-29 x 0-51 = 23-7, 0-29 x 0-52 = 23-36, 0-29 x 0-53 = 24-1, 0-29 x 0-54 = 24-30, 0-29 x 0-55 = 24-59, 0-29 x 0-56 = 25-24, 0-29 x 0-57 = 25-53, 0-29 x 0-58 = 26-18, 0-29 x 0-59 = 26-47, 0-29 x 0-60 = 27-12, 0-29 x 0-61 = 27-41, 0-29 x 0-62 = 28-6, 0-29 x 0-63 = 28-35, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 0-60, 0-30 x 0-3 = 1-26, 0-30 x 0-4 = 1-56, 0-30 x 0-5 = 2-22, 0-30 x 0-6 = 2-52, 0-30 x 0-7 = 3-18, 0-30 x 0-8 = 3-48, 0-30 x 0-9 = 4-14, 0-30 x 0-10 = 4-44, 0-30 x 0-11 = 5-10, 0-30 x 0-12 = 5-40, 0-30 x 0-13 = 6-6, 0-30 x 0-14 = 6-36, 0-30 x 0-15 = 7-2, 0-30 x 0-16 = 7-32, 0-30 x 0-17 = 7-62, 0-30 x 0-18 = 8-28, 0-30 x 0-19 = 8-58, 0-30 x 0-20 = 9-24, 0-30 x 0-21 = 9-54, 0-30 x 0-22 = 10-20, 0-30 x 0-23 = 10-50, 0-30 x 0-24 = 11-16, 0-30 x 0-25 = 11-46, 0-30 x 0-26 = 12-12, 0-30 x 0-27 = 12-42, 0-30 x 0-28 = 13-8, 0-30 x 0-29 = 13-38, 0-30 x 0-30 = 14-4, 0-30 x 0-31 = 14-34, 0-30 x 0-32 = 15-0, 0-30 x 0-33 = 15-30, 0-30 x 0-34 = 15-60, 0-30 x 0-35 = 16-26, 0-30 x 0-36 = 16-56, 0-30 x 0-37 = 17-22, 0-30 x 0-38 = 17-52, 0-30 x 0-39 = 18-18, 0-30 x 0-40 = 18-48, 0-30 x 0-41 = 19-14, 0-30 x 0-42 = 19-44, 0-30 x 0-43 = 20-10, 0-30 x 0-44 = 20-40, 0-30 x 0-45 = 21-6, 0-30 x 0-46 = 21-36, 0-30 x 0-47 = 22-2, 0-30 x 0-48 = 22-32, 0-30 x 0-49 = 22-62, 0-30 x 0-50 = 23-28, 0-30 x 0-51 = 23-58, 0-30 x 0-52 = 24-24, 0-30 x 0-53 = 24-54, 0-30 x 0-54 = 25-20, 0-30 x 0-55 = 25-50, 0-30 x 0-56 = 26-16, 0-30 x 0-57 = 26-46, 0-30 x 0-58 = 27-12, 0-30 x 0-59 = 27-42, 0-30 x 0-60 = 28-8, 0-30 x 0-61 = 28-38, 0-30 x 0-62 = 29-4, 0-30 x 0-63 = 29-34, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 0-62, 0-31 x 0-3 = 1-29, 0-31 x 0-4 = 1-60, 0-31 x 0-5 = 2-27, 0-31 x 0-6 = 2-58, 0-31 x 0-7 = 3-25, 0-31 x 0-8 = 3-56, 0-31 x 0-9 = 4-23, 0-31 x 0-10 = 4-54, 0-31 x 0-11 = 5-21, 0-31 x 0-12 = 5-52, 0-31 x 0-13 = 6-19, 0-31 x 0-14 = 6-50, 0-31 x 0-15 = 7-17, 0-31 x 0-16 = 7-48, 0-31 x 0-17 = 8-15, 0-31 x 0-18 = 8-46, 0-31 x 0-19 = 9-13, 0-31 x 0-20 = 9-44, 0-31 x 0-21 = 10-11, 0-31 x 0-22 = 10-42, 0-31 x 0-23 = 11-9, 0-31 x 0-24 = 11-40, 0-31 x 0-25 = 12-7, 0-31 x 0-26 = 12-38, 0-31 x 0-27 = 13-5, 0-31 x 0-28 = 13-36, 0-31 x 0-29 = 14-3, 0-31 x 0-30 = 14-34, 0-31 x 0-31 = 15-1, 0-31 x 0-32 = 15-32, 0-31 x 0-33 = 15-63, 0-31 x 0-34 = 16-30, 0-31 x 0-35 = 16-61, 0-31 x 0-36 = 17-28, 0-31 x 0-37 = 17-59, 0-31 x 0-38 = 18-26, 0-31 x 0-39 = 18-57, 0-31 x 0-40 = 19-24, 0-31 x 0-41 = 19-55, 0-31 x 0-42 = 20-22, 0-31 x 0-43 = 20-53, 0-31 x 0-44 = 21-20, 0-31 x 0-45 = 21-51, 0-31 x 0-46 = 22-18, 0-31 x 0-47 = 22-49, 0-31 x 0-48 = 23-16, 0-31 x 0-49 = 23-47, 0-31 x 0-50 = 24-14, 0-31 x 0-51 = 24-45, 0-31 x 0-52 = 25-12, 0-31 x 0-53 = 25-43, 0-31 x 0-54 = 26-10, 0-31 x 0-55 = 26-41, 0-31 x 0-56 = 27-8, 0-31 x 0-57 = 27-39, 0-31 x 0-58 = 28-6, 0-31 x 0-59 = 28-37, 0-31 x 0-60 = 29-4, 0-31 x 0-61 = 29-35, 0-31 x 0-62 = 30-2, 0-31 x 0-63 = 30-33, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-0, 0-32 x 0-3 = 1-32, 0-32 x 0-4 = 2-0, 0-32 x 0-5 = 2-32, 0-32 x 0-6 = 3-0, 0-32 x 0-7 = 3-32, 0-32 x 0-8 = 4-0, 0-32 x 0-9 = 4-32, 0-32 x 0-10 = 5-0, 0-32 x 0-11 = 5-32, 0-32 x 0-12 = 6-0, 0-32 x 0-13 = 6-32, 0-32 x 0-14 = 7-0, 0-32 x 0-15 = 7-32, 0-32 x 0-16 = 8-0, 0-32 x 0-17 = 8-32, 0-32 x 0-18 = 9-0, 0-32 x 0-19 = 9-32, 0-32 x 0-20 = 10-0, 0-32 x 0-21 = 10-32, 0-32 x 0-22 = 11-0, 0-32 x 0-23 = 11-32, 0-32 x 0-24 = 12-0, 0-32 x 0-25 = 12-32, 0-32 x 0-26 = 13-0, 0-32 x 0-27 = 13-32, 0-32 x 0-28 = 14-0, 0-32 x 0-29 = 14-32, 0-32 x 0-30 = 15-0, 0-32 x 0-31 = 15-32, 0-32 x 0-32 = 16-0, 0-32 x 0-33 = 16-32, 0-32 x 0-34 = 17-0, 0-32 x 0-35 = 17-32, 0-32 x 0-36 = 18-0, 0-32 x 0-37 = 18-32, 0-32 x 0-38 = 19-0, 0-32 x 0-39 = 19-32, 0-32 x 0-40 = 20-0, 0-32 x 0-41 = 20-32, 0-32 x 0-42 = 21-0, 0-32 x 0-43 = 21-32, 0-32 x 0-44 = 22-0, 0-32 x 0-45 = 22-32, 0-32 x 0-46 = 23-0, 0-32 x 0-47 = 23-32, 0-32 x 0-48 = 24-0, 0-32 x 0-49 = 24-32, 0-32 x 0-50 = 25-0, 0-32 x 0-51 = 25-32, 0-32 x 0-52 = 26-0, 0-32 x 0-53 = 26-32, 0-32 x 0-54 = 27-0, 0-32 x 0-55 = 27-32, 0-32 x 0-56 = 28-0, 0-32 x 0-57 = 28-32, 0-32 x 0-58 = 29-0, 0-32 x 0-59 = 29-32, 0-32 x 0-60 = 30-0, 0-32 x 0-61 = 30-32, 0-32 x 0-62 = 31-0, 0-32 x 0-63 = 31-32, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-2, 0-33 x 0-3 = 1-35, 0-33 x 0-4 = 2-4, 0-33 x 0-5 = 2-37, 0-33 x 0-6 = 3-6, 0-33 x 0-7 = 3-39, 0-33 x 0-8 = 4-8, 0-33 x 0-9 = 4-41, 0-33 x 0-10 = 5-10, 0-33 x 0-11 = 5-43, 0-33 x 0-12 = 6-12, 0-33 x 0-13 = 6-45, 0-33 x 0-14 = 7-14, 0-33 x 0-15 = 7-47, 0-33 x 0-16 = 8-16, 0-33 x 0-17 = 8-49, 0-33 x 0-18 = 9-18, 0-33 x 0-19 = 9-51, 0-33 x 0-20 = 10-20, 0-33 x 0-21 = 10-53, 0-33 x 0-22 = 11-22, 0-33 x 0-23 = 11-55, 0-33 x 0-24 = 12-24, 0-33 x 0-25 = 12-57, 0-33 x 0-26 = 13-26, 0-33 x 0-27 = 13-59, 0-33 x 0-28 = 14-28, 0-33 x 0-29 = 14-61, 0-33 x 0-30 = 15-30, 0-33 x 0-31 = 15-63, 0-33 x 0-32 = 16-32, 0-33 x 0-33 = 17-1, 0-33 x 0-34 = 17-34, 0-33 x 0-35 = 18-3, 0-33 x 0-36 = 18-36, 0-33 x 0-37 = 19-5, 0-33 x 0-38 = 19-38, 0-33 x 0-39 = 20-7, 0-33 x 0-40 = 20-40, 0-33 x 0-41 = 21-9, 0-33 x 0-42 = 21-42, 0-33 x 0-43 = 22-11, 0-33 x 0-44 = 22-44, 0-33 x 0-45 = 23-13, 0-33 x 0-46 = 23-46, 0-33 x 0-47 = 24-15, 0-33 x 0-48 = 24-48, 0-33 x 0-49 = 25-17, 0-33 x 0-50 = 25-50, 0-33 x 0-51 = 26-19, 0-33 x 0-52 = 26-52, 0-33 x 0-53 = 27-21, 0-33 x 0-54 = 27-54, 0-33 x 0-55 = 28-23, 0-33 x 0-56 = 28-56, 0-33 x 0-57 = 29-25, 0-33 x 0-58 = 29-58, 0-33 x 0-59 = 30-27, 0-33 x 0-60 = 30-60, 0-33 x 0-61 = 31-29, 0-33 x 0-62 = 31-62, 0-33 x 0-63 = 32-31, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-4, 0-34 x 0-3 = 1-38, 0-34 x 0-4 = 2-8, 0-34 x 0-5 = 2-42, 0-34 x 0-6 = 3-12, 0-34 x 0-7 = 3-46, 0-34 x 0-8 = 4-16, 0-34 x 0-9 = 4-50, 0-34 x 0-10 = 5-20, 0-34 x 0-11 = 5-54, 0-34 x 0-12 = 6-24, 0-34 x 0-13 = 6-58, 0-34 x 0-14 = 7-28, 0-34 x 0-15 = 7-62, 0-34 x 0-16 = 8-32, 0-34 x 0-17 = 9-2, 0-34 x 0-18 = 9-36, 0-34 x 0-19 = 10-6, 0-34 x 0-20 = 10-40, 0-34 x 0-21 = 11-10, 0-34 x 0-22 = 11-44, 0-34 x 0-23 = 12-14, 0-34 x 0-24 = 12-48, 0-34 x 0-25 = 13-18, 0-34 x 0-26 = 13-52, 0-34 x 0-27 = 14-22, 0-34 x 0-28 = 14-56, 0-34 x 0-29 = 15-26, 0-34 x 0-30 = 15-60, 0-34 x 0-31 = 16-30, 0-34 x 0-32 = 17-0, 0-34 x 0-33 = 17-34, 0-34 x 0-34 = 18-4, 0-34 x 0-35 = 18-38, 0-34 x 0-36 = 19-8, 0-34 x 0-37 = 19-42, 0-34 x 0-38 = 20-12, 0-34 x 0-39 = 20-46, 0-34 x 0-40 = 21-16, 0-34 x 0-41 = 21-50, 0-34 x 0-42 = 22-20, 0-34 x 0-43 = 22-54, 0-34 x 0-44 = 23-24, 0-34 x 0-45 = 23-58, 0-34 x 0-46 = 24-28, 0-34 x 0-47 = 24-62, 0-34 x 0-48 = 25-32, 0-34 x 0-49 = 26-2, 0-34 x 0-50 = 26-36, 0-34 x 0-51 = 27-6, 0-34 x 0-52 = 27-40, 0-34 x 0-53 = 28-10, 0-34 x 0-54 = 28-44, 0-34 x 0-55 = 29-14, 0-34 x 0-56 = 29-48, 0-34 x 0-57 = 30-18, 0-34 x 0-58 = 30-52, 0-34 x 0-59 = 31-22, 0-34 x 0-60 = 31-56, 0-34 x 0-61 = 32-26, 0-34 x 0-62 = 32-60, 0-34 x 0-63 = 33-30, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-6, 0-35 x 0-3 = 1-41, 0-35 x 0-4 = 2-12, 0-35 x 0-5 = 2-47, 0-35 x 0-6 = 3-18, 0-35 x 0-7 = 3-53, 0-35 x 0-8 = 4-24, 0-35 x 0-9 = 4-59, 0-35 x 0-10 = 5-30, 0-35 x 0-11 = 6-1, 0-35 x 0-12 = 6-36, 0-35 x 0-13 = 7-7, 0-35 x 0-14 = 7-42, 0-35 x 0-15 = 8-13, 0-35 x 0-16 = 8-48, 0-35 x 0-17 = 9-19, 0-35 x 0-18 = 9-54, 0-35 x 0-19 = 10-25, 0-35 x 0-20 = 10-60, 0-35 x 0-21 = 11-31, 0-35 x 0-22 = 12-2, 0-35 x 0-23 = 12-37, 0-35 x 0-24 = 13-8, 0-35 x 0-25 = 13-43, 0-35 x 0-26 = 14-14, 0-35 x 0-27 = 14-49, 0-35 x 0-28 = 15-20, 0-35 x 0-29 = 15-55, 0-35 x 0-30 = 16-26, 0-35 x 0-31 = 16-61, 0-35 x 0-32 = 17-32, 0-35 x 0-33 = 18-3, 0-35 x 0-34 = 18-38, 0-35 x 0-35 = 19-9, 0-35 x 0-36 = 19-44, 0-35 x 0-37 = 20-15, 0-35 x 0-38 = 20-50, 0-35 x 0-39 = 21-21, 0-35 x 0-40 = 21-56, 0-35 x 0-41 = 22-27, 0-35 x 0-42 = 22-62, 0-35 x 0-43 = 23-33, 0-35 x 0-44 = 24-4, 0-35 x 0-45 = 24-39, 0-35 x 0-46 = 25-10, 0-35 x 0-47 = 25-45, 0-35 x 0-48 = 26-16, 0-35 x 0-49 = 26-51, 0-35 x 0-50 = 27-22, 0-35 x 0-51 = 27-57, 0-35 x 0-52 = 28-28, 0-35 x 0-53 = 28-63, 0-35 x 0-54 = 29-34, 0-35 x 0-55 = 30-5, 0-35 x 0-56 = 30-40, 0-35 x 0-57 = 31-11, 0-35 x 0-58 = 31-46, 0-35 x 0-59 = 32-17, 0-35 x 0-60 = 32-52, 0-35 x 0-61 = 33-23, 0-35 x 0-62 = 33-58, 0-35 x 0-63 = 34-29, 
0-36 x 0-1 = 0-36, 0-36 x 0-2 = 1-8, 0-36 x 0-3 = 1-44, 0-36 x 0-4 = 2-16, 0-36 x 0-5 = 2-52, 0-36 x 0-6 = 3-24, 0-36 x 0-7 = 3-60, 0-36 x 0-8 = 4-32, 0-36 x 0-9 = 5-4, 0-36 x 0-10 = 5-40, 0-36 x 0-11 = 6-12, 0-36 x 0-12 = 6-48, 0-36 x 0-13 = 7-20, 0-36 x 0-14 = 7-56, 0-36 x 0-15 = 8-28, 0-36 x 0-16 = 9-0, 0-36 x 0-17 = 9-36, 0-36 x 0-18 = 10-8, 0-36 x 0-19 = 10-44, 0-36 x 0-20 = 11-16, 0-36 x 0-21 = 11-52, 0-36 x 0-22 = 12-24, 0-36 x 0-23 = 12-60, 0-36 x 0-24 = 13-32, 0-36 x 0-25 = 14-4, 0-36 x 0-26 = 14-40, 0-36 x 0-27 = 15-12, 0-36 x 0-28 = 15-48, 0-36 x 0-29 = 16-20, 0-36 x 0-30 = 16-56, 0-36 x 0-31 = 17-28, 0-36 x 0-32 = 18-0, 0-36 x 0-33 = 18-36, 0-36 x 0-34 = 19-8, 0-36 x 0-35 = 19-44, 0-36 x 0-36 = 20-16, 0-36 x 0-37 = 20-52, 0-36 x 0-38 = 21-24, 0-36 x 0-39 = 21-60, 0-36 x 0-40 = 22-32, 0-36 x 0-41 = 23-4, 0-36 x 0-42 = 23-40, 0-36 x 0-43 = 24-12, 0-36 x 0-44 = 24-48, 0-36 x 0-45 = 25-20, 0-36 x 0-46 = 25-56, 0-36 x 0-47 = 26-28, 0-36 x 0-48 = 27-0, 0-36 x 0-49 = 27-36, 0-36 x 0-50 = 28-8, 0-36 x 0-51 = 28-44, 0-36 x 0-52 = 29-16, 0-36 x 0-53 = 29-52, 0-36 x 0-54 = 30-24, 0-36 x 0-55 = 30-60, 0-36 x 0-56 = 31-32, 0-36 x 0-57 = 32-4, 0-36 x 0-58 = 32-40, 0-36 x 0-59 = 33-12, 0-36 x 0-60 = 33-48, 0-36 x 0-61 = 34-20, 0-36 x 0-62 = 34-56, 0-36 x 0-63 = 35-28, 
