11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 1-4, 11 x 9 = 1-15, 11 x 10 = 1-26, 11 x 11 = 1-37, 11 x 12 = 1-48, 11 x 13 = 1-59, 11 x 14 = 1-70, 11 x 15 = 1-81, 11 x 16 = 2-8, 11 x 17 = 2-19, 11 x 18 = 2-30, 11 x 19 = 2-41, 11 x 20 = 2-52, 11 x 21 = 2-63, 11 x 22 = 2-74, 11 x 23 = 3-1, 11 x 24 = 3-12, 11 x 25 = 3-23, 11 x 26 = 3-34, 11 x 27 = 3-45, 11 x 28 = 3-56, 11 x 29 = 3-67, 11 x 30 = 3-78, 11 x 31 = 4-5, 11 x 32 = 4-16, 11 x 33 = 4-27, 11 x 34 = 4-38, 11 x 35 = 4-49, 11 x 36 = 4-60, 11 x 37 = 4-71, 11 x 38 = 4-82, 11 x 39 = 5-9, 11 x 40 = 5-20, 11 x 41 = 5-31, 11 x 42 = 5-42, 11 x 43 = 5-53, 11 x 44 = 5-64, 11 x 45 = 5-75, 11 x 46 = 6-2, 11 x 47 = 6-13, 11 x 48 = 6-24, 11 x 49 = 6-35, 11 x 50 = 6-46, 11 x 51 = 6-57, 11 x 52 = 6-68, 11 x 53 = 6-79, 11 x 54 = 7-6, 11 x 55 = 7-17, 11 x 56 = 7-28, 11 x 57 = 7-39, 11 x 58 = 7-50, 11 x 59 = 7-61, 11 x 60 = 7-72, 11 x 61 = 7-83, 11 x 62 = 8-10, 11 x 63 = 8-21, 11 x 64 = 8-32, 11 x 65 = 8-43, 11 x 66 = 8-54, 11 x 67 = 8-65, 11 x 68 = 8-76, 11 x 69 = 9-3, 11 x 70 = 9-14, 11 x 71 = 9-25, 11 x 72 = 9-36, 11 x 73 = 9-47, 11 x 74 = 9-58, 11 x 75 = 9-69, 11 x 76 = 9-80, 11 x 77 = 10-7, 11 x 78 = 10-18, 11 x 79 = 10-29, 11 x 80 = 10-40, 11 x 81 = 10-51, 11 x 82 = 10-62, 11 x 83 = 10-73, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 1-0, 12 x 8 = 1-12, 12 x 9 = 1-24, 12 x 10 = 1-36, 12 x 11 = 1-48, 12 x 12 = 1-60, 12 x 13 = 1-72, 12 x 14 = 2-0, 12 x 15 = 2-12, 12 x 16 = 2-24, 12 x 17 = 2-36, 12 x 18 = 2-48, 12 x 19 = 2-60, 12 x 20 = 2-72, 12 x 21 = 3-0, 12 x 22 = 3-12, 12 x 23 = 3-24, 12 x 24 = 3-36, 12 x 25 = 3-48, 12 x 26 = 3-60, 12 x 27 = 3-72, 12 x 28 = 4-0, 12 x 29 = 4-12, 12 x 30 = 4-24, 12 x 31 = 4-36, 12 x 32 = 4-48, 12 x 33 = 4-60, 12 x 34 = 4-72, 12 x 35 = 5-0, 12 x 36 = 5-12, 12 x 37 = 5-24, 12 x 38 = 5-36, 12 x 39 = 5-48, 12 x 40 = 5-60, 12 x 41 = 5-72, 12 x 42 = 6-0, 12 x 43 = 6-12, 12 x 44 = 6-24, 12 x 45 = 6-36, 12 x 46 = 6-48, 12 x 47 = 6-60, 12 x 48 = 6-72, 12 x 49 = 7-0, 12 x 50 = 7-12, 12 x 51 = 7-24, 12 x 52 = 7-36, 12 x 53 = 7-48, 12 x 54 = 7-60, 12 x 55 = 7-72, 12 x 56 = 8-0, 12 x 57 = 8-12, 12 x 58 = 8-24, 12 x 59 = 8-36, 12 x 60 = 8-48, 12 x 61 = 8-60, 12 x 62 = 8-72, 12 x 63 = 9-0, 12 x 64 = 9-12, 12 x 65 = 9-24, 12 x 66 = 9-36, 12 x 67 = 9-48, 12 x 68 = 9-60, 12 x 69 = 9-72, 12 x 70 = 10-0, 12 x 71 = 10-12, 12 x 72 = 10-24, 12 x 73 = 10-36, 12 x 74 = 10-48, 12 x 75 = 10-60, 12 x 76 = 10-72, 12 x 77 = 11-0, 12 x 78 = 11-12, 12 x 79 = 11-24, 12 x 80 = 11-36, 12 x 81 = 11-48, 12 x 82 = 11-60, 12 x 83 = 11-72, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 1-7, 13 x 8 = 1-20, 13 x 9 = 1-33, 13 x 10 = 1-46, 13 x 11 = 1-59, 13 x 12 = 1-72, 13 x 13 = 2-1, 13 x 14 = 2-14, 13 x 15 = 2-27, 13 x 16 = 2-40, 13 x 17 = 2-53, 13 x 18 = 2-66, 13 x 19 = 2-79, 13 x 20 = 3-8, 13 x 21 = 3-21, 13 x 22 = 3-34, 13 x 23 = 3-47, 13 x 24 = 3-60, 13 x 25 = 3-73, 13 x 26 = 4-2, 13 x 27 = 4-15, 13 x 28 = 4-28, 13 x 29 = 4-41, 13 x 30 = 4-54, 13 x 31 = 4-67, 13 x 32 = 4-80, 13 x 33 = 5-9, 13 x 34 = 5-22, 13 x 35 = 5-35, 13 x 36 = 5-48, 13 x 37 = 5-61, 13 x 38 = 5-74, 13 x 39 = 6-3, 13 x 40 = 6-16, 13 x 41 = 6-29, 13 x 42 = 6-42, 13 x 43 = 6-55, 13 x 44 = 6-68, 13 x 45 = 6-81, 13 x 46 = 7-10, 13 x 47 = 7-23, 13 x 48 = 7-36, 13 x 49 = 7-49, 13 x 50 = 7-62, 13 x 51 = 7-75, 13 x 52 = 8-4, 13 x 53 = 8-17, 13 x 54 = 8-30, 13 x 55 = 8-43, 13 x 56 = 8-56, 13 x 57 = 8-69, 13 x 58 = 8-82, 13 x 59 = 9-11, 13 x 60 = 9-24, 13 x 61 = 9-37, 13 x 62 = 9-50, 13 x 63 = 9-63, 13 x 64 = 9-76, 13 x 65 = 10-5, 13 x 66 = 10-18, 13 x 67 = 10-31, 13 x 68 = 10-44, 13 x 69 = 10-57, 13 x 70 = 10-70, 13 x 71 = 10-83, 13 x 72 = 11-12, 13 x 73 = 11-25, 13 x 74 = 11-38, 13 x 75 = 11-51, 13 x 76 = 11-64, 13 x 77 = 11-77, 13 x 78 = 12-6, 13 x 79 = 12-19, 13 x 80 = 12-32, 13 x 81 = 12-45, 13 x 82 = 12-58, 13 x 83 = 12-71, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 1-0, 14 x 7 = 1-14, 14 x 8 = 1-28, 14 x 9 = 1-42, 14 x 10 = 1-56, 14 x 11 = 1-70, 14 x 12 = 2-0, 14 x 13 = 2-14, 14 x 14 = 2-28, 14 x 15 = 2-42, 14 x 16 = 2-56, 14 x 17 = 2-70, 14 x 18 = 3-0, 14 x 19 = 3-14, 14 x 20 = 3-28, 14 x 21 = 3-42, 14 x 22 = 3-56, 14 x 23 = 3-70, 14 x 24 = 4-0, 14 x 25 = 4-14, 14 x 26 = 4-28, 14 x 27 = 4-42, 14 x 28 = 4-56, 14 x 29 = 4-70, 14 x 30 = 5-0, 14 x 31 = 5-14, 14 x 32 = 5-28, 14 x 33 = 5-42, 14 x 34 = 5-56, 14 x 35 = 5-70, 14 x 36 = 6-0, 14 x 37 = 6-14, 14 x 38 = 6-28, 14 x 39 = 6-42, 14 x 40 = 6-56, 14 x 41 = 6-70, 14 x 42 = 7-0, 14 x 43 = 7-14, 14 x 44 = 7-28, 14 x 45 = 7-42, 14 x 46 = 7-56, 14 x 47 = 7-70, 14 x 48 = 8-0, 14 x 49 = 8-14, 14 x 50 = 8-28, 14 x 51 = 8-42, 14 x 52 = 8-56, 14 x 53 = 8-70, 14 x 54 = 9-0, 14 x 55 = 9-14, 14 x 56 = 9-28, 14 x 57 = 9-42, 14 x 58 = 9-56, 14 x 59 = 9-70, 14 x 60 = 10-0, 14 x 61 = 10-14, 14 x 62 = 10-28, 14 x 63 = 10-42, 14 x 64 = 10-56, 14 x 65 = 10-70, 14 x 66 = 11-0, 14 x 67 = 11-14, 14 x 68 = 11-28, 14 x 69 = 11-42, 14 x 70 = 11-56, 14 x 71 = 11-70, 14 x 72 = 12-0, 14 x 73 = 12-14, 14 x 74 = 12-28, 14 x 75 = 12-42, 14 x 76 = 12-56, 14 x 77 = 12-70, 14 x 78 = 13-0, 14 x 79 = 13-14, 14 x 80 = 13-28, 14 x 81 = 13-42, 14 x 82 = 13-56, 14 x 83 = 13-70, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 1-6, 15 x 7 = 1-21, 15 x 8 = 1-36, 15 x 9 = 1-51, 15 x 10 = 1-66, 15 x 11 = 1-81, 15 x 12 = 2-12, 15 x 13 = 2-27, 15 x 14 = 2-42, 15 x 15 = 2-57, 15 x 16 = 2-72, 15 x 17 = 3-3, 15 x 18 = 3-18, 15 x 19 = 3-33, 15 x 20 = 3-48, 15 x 21 = 3-63, 15 x 22 = 3-78, 15 x 23 = 4-9, 15 x 24 = 4-24, 15 x 25 = 4-39, 15 x 26 = 4-54, 15 x 27 = 4-69, 15 x 28 = 5-0, 15 x 29 = 5-15, 15 x 30 = 5-30, 15 x 31 = 5-45, 15 x 32 = 5-60, 15 x 33 = 5-75, 15 x 34 = 6-6, 15 x 35 = 6-21, 15 x 36 = 6-36, 15 x 37 = 6-51, 15 x 38 = 6-66, 15 x 39 = 6-81, 15 x 40 = 7-12, 15 x 41 = 7-27, 15 x 42 = 7-42, 15 x 43 = 7-57, 15 x 44 = 7-72, 15 x 45 = 8-3, 15 x 46 = 8-18, 15 x 47 = 8-33, 15 x 48 = 8-48, 15 x 49 = 8-63, 15 x 50 = 8-78, 15 x 51 = 9-9, 15 x 52 = 9-24, 15 x 53 = 9-39, 15 x 54 = 9-54, 15 x 55 = 9-69, 15 x 56 = 10-0, 15 x 57 = 10-15, 15 x 58 = 10-30, 15 x 59 = 10-45, 15 x 60 = 10-60, 15 x 61 = 10-75, 15 x 62 = 11-6, 15 x 63 = 11-21, 15 x 64 = 11-36, 15 x 65 = 11-51, 15 x 66 = 11-66, 15 x 67 = 11-81, 15 x 68 = 12-12, 15 x 69 = 12-27, 15 x 70 = 12-42, 15 x 71 = 12-57, 15 x 72 = 12-72, 15 x 73 = 13-3, 15 x 74 = 13-18, 15 x 75 = 13-33, 15 x 76 = 13-48, 15 x 77 = 13-63, 15 x 78 = 13-78, 15 x 79 = 14-9, 15 x 80 = 14-24, 15 x 81 = 14-39, 15 x 82 = 14-54, 15 x 83 = 14-69, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 1-12, 16 x 7 = 1-28, 16 x 8 = 1-44, 16 x 9 = 1-60, 16 x 10 = 1-76, 16 x 11 = 2-8, 16 x 12 = 2-24, 16 x 13 = 2-40, 16 x 14 = 2-56, 16 x 15 = 2-72, 16 x 16 = 3-4, 16 x 17 = 3-20, 16 x 18 = 3-36, 16 x 19 = 3-52, 16 x 20 = 3-68, 16 x 21 = 4-0, 16 x 22 = 4-16, 16 x 23 = 4-32, 16 x 24 = 4-48, 16 x 25 = 4-64, 16 x 26 = 4-80, 16 x 27 = 5-12, 16 x 28 = 5-28, 16 x 29 = 5-44, 16 x 30 = 5-60, 16 x 31 = 5-76, 16 x 32 = 6-8, 16 x 33 = 6-24, 16 x 34 = 6-40, 16 x 35 = 6-56, 16 x 36 = 6-72, 16 x 37 = 7-4, 16 x 38 = 7-20, 16 x 39 = 7-36, 16 x 40 = 7-52, 16 x 41 = 7-68, 16 x 42 = 8-0, 16 x 43 = 8-16, 16 x 44 = 8-32, 16 x 45 = 8-48, 16 x 46 = 8-64, 16 x 47 = 8-80, 16 x 48 = 9-12, 16 x 49 = 9-28, 16 x 50 = 9-44, 16 x 51 = 9-60, 16 x 52 = 9-76, 16 x 53 = 10-8, 16 x 54 = 10-24, 16 x 55 = 10-40, 16 x 56 = 10-56, 16 x 57 = 10-72, 16 x 58 = 11-4, 16 x 59 = 11-20, 16 x 60 = 11-36, 16 x 61 = 11-52, 16 x 62 = 11-68, 16 x 63 = 12-0, 16 x 64 = 12-16, 16 x 65 = 12-32, 16 x 66 = 12-48, 16 x 67 = 12-64, 16 x 68 = 12-80, 16 x 69 = 13-12, 16 x 70 = 13-28, 16 x 71 = 13-44, 16 x 72 = 13-60, 16 x 73 = 13-76, 16 x 74 = 14-8, 16 x 75 = 14-24, 16 x 76 = 14-40, 16 x 77 = 14-56, 16 x 78 = 14-72, 16 x 79 = 15-4, 16 x 80 = 15-20, 16 x 81 = 15-36, 16 x 82 = 15-52, 16 x 83 = 15-68, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 1-1, 17 x 6 = 1-18, 17 x 7 = 1-35, 17 x 8 = 1-52, 17 x 9 = 1-69, 17 x 10 = 2-2, 17 x 11 = 2-19, 17 x 12 = 2-36, 17 x 13 = 2-53, 17 x 14 = 2-70, 17 x 15 = 3-3, 17 x 16 = 3-20, 17 x 17 = 3-37, 17 x 18 = 3-54, 17 x 19 = 3-71, 17 x 20 = 4-4, 17 x 21 = 4-21, 17 x 22 = 4-38, 17 x 23 = 4-55, 17 x 24 = 4-72, 17 x 25 = 5-5, 17 x 26 = 5-22, 17 x 27 = 5-39, 17 x 28 = 5-56, 17 x 29 = 5-73, 17 x 30 = 6-6, 17 x 31 = 6-23, 17 x 32 = 6-40, 17 x 33 = 6-57, 17 x 34 = 6-74, 17 x 35 = 7-7, 17 x 36 = 7-24, 17 x 37 = 7-41, 17 x 38 = 7-58, 17 x 39 = 7-75, 17 x 40 = 8-8, 17 x 41 = 8-25, 17 x 42 = 8-42, 17 x 43 = 8-59, 17 x 44 = 8-76, 17 x 45 = 9-9, 17 x 46 = 9-26, 17 x 47 = 9-43, 17 x 48 = 9-60, 17 x 49 = 9-77, 17 x 50 = 10-10, 17 x 51 = 10-27, 17 x 52 = 10-44, 17 x 53 = 10-61, 17 x 54 = 10-78, 17 x 55 = 11-11, 17 x 56 = 11-28, 17 x 57 = 11-45, 17 x 58 = 11-62, 17 x 59 = 11-79, 17 x 60 = 12-12, 17 x 61 = 12-29, 17 x 62 = 12-46, 17 x 63 = 12-63, 17 x 64 = 12-80, 17 x 65 = 13-13, 17 x 66 = 13-30, 17 x 67 = 13-47, 17 x 68 = 13-64, 17 x 69 = 13-81, 17 x 70 = 14-14, 17 x 71 = 14-31, 17 x 72 = 14-48, 17 x 73 = 14-65, 17 x 74 = 14-82, 17 x 75 = 15-15, 17 x 76 = 15-32, 17 x 77 = 15-49, 17 x 78 = 15-66, 17 x 79 = 15-83, 17 x 80 = 16-16, 17 x 81 = 16-33, 17 x 82 = 16-50, 17 x 83 = 16-67, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 1-6, 18 x 6 = 1-24, 18 x 7 = 1-42, 18 x 8 = 1-60, 18 x 9 = 1-78, 18 x 10 = 2-12, 18 x 11 = 2-30, 18 x 12 = 2-48, 18 x 13 = 2-66, 18 x 14 = 3-0, 18 x 15 = 3-18, 18 x 16 = 3-36, 18 x 17 = 3-54, 18 x 18 = 3-72, 18 x 19 = 4-6, 18 x 20 = 4-24, 18 x 21 = 4-42, 18 x 22 = 4-60, 18 x 23 = 4-78, 18 x 24 = 5-12, 18 x 25 = 5-30, 18 x 26 = 5-48, 18 x 27 = 5-66, 18 x 28 = 6-0, 18 x 29 = 6-18, 18 x 30 = 6-36, 18 x 31 = 6-54, 18 x 32 = 6-72, 18 x 33 = 7-6, 18 x 34 = 7-24, 18 x 35 = 7-42, 18 x 36 = 7-60, 18 x 37 = 7-78, 18 x 38 = 8-12, 18 x 39 = 8-30, 18 x 40 = 8-48, 18 x 41 = 8-66, 18 x 42 = 9-0, 18 x 43 = 9-18, 18 x 44 = 9-36, 18 x 45 = 9-54, 18 x 46 = 9-72, 18 x 47 = 10-6, 18 x 48 = 10-24, 18 x 49 = 10-42, 18 x 50 = 10-60, 18 x 51 = 10-78, 18 x 52 = 11-12, 18 x 53 = 11-30, 18 x 54 = 11-48, 18 x 55 = 11-66, 18 x 56 = 12-0, 18 x 57 = 12-18, 18 x 58 = 12-36, 18 x 59 = 12-54, 18 x 60 = 12-72, 18 x 61 = 13-6, 18 x 62 = 13-24, 18 x 63 = 13-42, 18 x 64 = 13-60, 18 x 65 = 13-78, 18 x 66 = 14-12, 18 x 67 = 14-30, 18 x 68 = 14-48, 18 x 69 = 14-66, 18 x 70 = 15-0, 18 x 71 = 15-18, 18 x 72 = 15-36, 18 x 73 = 15-54, 18 x 74 = 15-72, 18 x 75 = 16-6, 18 x 76 = 16-24, 18 x 77 = 16-42, 18 x 78 = 16-60, 18 x 79 = 16-78, 18 x 80 = 17-12, 18 x 81 = 17-30, 18 x 82 = 17-48, 18 x 83 = 17-66, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 1-11, 19 x 6 = 1-30, 19 x 7 = 1-49, 19 x 8 = 1-68, 19 x 9 = 2-3, 19 x 10 = 2-22, 19 x 11 = 2-41, 19 x 12 = 2-60, 19 x 13 = 2-79, 19 x 14 = 3-14, 19 x 15 = 3-33, 19 x 16 = 3-52, 19 x 17 = 3-71, 19 x 18 = 4-6, 19 x 19 = 4-25, 19 x 20 = 4-44, 19 x 21 = 4-63, 19 x 22 = 4-82, 19 x 23 = 5-17, 19 x 24 = 5-36, 19 x 25 = 5-55, 19 x 26 = 5-74, 19 x 27 = 6-9, 19 x 28 = 6-28, 19 x 29 = 6-47, 19 x 30 = 6-66, 19 x 31 = 7-1, 19 x 32 = 7-20, 19 x 33 = 7-39, 19 x 34 = 7-58, 19 x 35 = 7-77, 19 x 36 = 8-12, 19 x 37 = 8-31, 19 x 38 = 8-50, 19 x 39 = 8-69, 19 x 40 = 9-4, 19 x 41 = 9-23, 19 x 42 = 9-42, 19 x 43 = 9-61, 19 x 44 = 9-80, 19 x 45 = 10-15, 19 x 46 = 10-34, 19 x 47 = 10-53, 19 x 48 = 10-72, 19 x 49 = 11-7, 19 x 50 = 11-26, 19 x 51 = 11-45, 19 x 52 = 11-64, 19 x 53 = 11-83, 19 x 54 = 12-18, 19 x 55 = 12-37, 19 x 56 = 12-56, 19 x 57 = 12-75, 19 x 58 = 13-10, 19 x 59 = 13-29, 19 x 60 = 13-48, 19 x 61 = 13-67, 19 x 62 = 14-2, 19 x 63 = 14-21, 19 x 64 = 14-40, 19 x 65 = 14-59, 19 x 66 = 14-78, 19 x 67 = 15-13, 19 x 68 = 15-32, 19 x 69 = 15-51, 19 x 70 = 15-70, 19 x 71 = 16-5, 19 x 72 = 16-24, 19 x 73 = 16-43, 19 x 74 = 16-62, 19 x 75 = 16-81, 19 x 76 = 17-16, 19 x 77 = 17-35, 19 x 78 = 17-54, 19 x 79 = 17-73, 19 x 80 = 18-8, 19 x 81 = 18-27, 19 x 82 = 18-46, 19 x 83 = 18-65, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 1-16, 20 x 6 = 1-36, 20 x 7 = 1-56, 20 x 8 = 1-76, 20 x 9 = 2-12, 20 x 10 = 2-32, 20 x 11 = 2-52, 20 x 12 = 2-72, 20 x 13 = 3-8, 20 x 14 = 3-28, 20 x 15 = 3-48, 20 x 16 = 3-68, 20 x 17 = 4-4, 20 x 18 = 4-24, 20 x 19 = 4-44, 20 x 20 = 4-64, 20 x 21 = 5-0, 20 x 22 = 5-20, 20 x 23 = 5-40, 20 x 24 = 5-60, 20 x 25 = 5-80, 20 x 26 = 6-16, 20 x 27 = 6-36, 20 x 28 = 6-56, 20 x 29 = 6-76, 20 x 30 = 7-12, 20 x 31 = 7-32, 20 x 32 = 7-52, 20 x 33 = 7-72, 20 x 34 = 8-8, 20 x 35 = 8-28, 20 x 36 = 8-48, 20 x 37 = 8-68, 20 x 38 = 9-4, 20 x 39 = 9-24, 20 x 40 = 9-44, 20 x 41 = 9-64, 20 x 42 = 10-0, 20 x 43 = 10-20, 20 x 44 = 10-40, 20 x 45 = 10-60, 20 x 46 = 10-80, 20 x 47 = 11-16, 20 x 48 = 11-36, 20 x 49 = 11-56, 20 x 50 = 11-76, 20 x 51 = 12-12, 20 x 52 = 12-32, 20 x 53 = 12-52, 20 x 54 = 12-72, 20 x 55 = 13-8, 20 x 56 = 13-28, 20 x 57 = 13-48, 20 x 58 = 13-68, 20 x 59 = 14-4, 20 x 60 = 14-24, 20 x 61 = 14-44, 20 x 62 = 14-64, 20 x 63 = 15-0, 20 x 64 = 15-20, 20 x 65 = 15-40, 20 x 66 = 15-60, 20 x 67 = 15-80, 20 x 68 = 16-16, 20 x 69 = 16-36, 20 x 70 = 16-56, 20 x 71 = 16-76, 20 x 72 = 17-12, 20 x 73 = 17-32, 20 x 74 = 17-52, 20 x 75 = 17-72, 20 x 76 = 18-8, 20 x 77 = 18-28, 20 x 78 = 18-48, 20 x 79 = 18-68, 20 x 80 = 19-4, 20 x 81 = 19-24, 20 x 82 = 19-44, 20 x 83 = 19-64, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 1-0, 21 x 5 = 1-21, 21 x 6 = 1-42, 21 x 7 = 1-63, 21 x 8 = 2-0, 21 x 9 = 2-21, 21 x 10 = 2-42, 21 x 11 = 2-63, 21 x 12 = 3-0, 21 x 13 = 3-21, 21 x 14 = 3-42, 21 x 15 = 3-63, 21 x 16 = 4-0, 21 x 17 = 4-21, 21 x 18 = 4-42, 21 x 19 = 4-63, 21 x 20 = 5-0, 21 x 21 = 5-21, 21 x 22 = 5-42, 21 x 23 = 5-63, 21 x 24 = 6-0, 21 x 25 = 6-21, 21 x 26 = 6-42, 21 x 27 = 6-63, 21 x 28 = 7-0, 21 x 29 = 7-21, 21 x 30 = 7-42, 21 x 31 = 7-63, 21 x 32 = 8-0, 21 x 33 = 8-21, 21 x 34 = 8-42, 21 x 35 = 8-63, 21 x 36 = 9-0, 21 x 37 = 9-21, 21 x 38 = 9-42, 21 x 39 = 9-63, 21 x 40 = 10-0, 21 x 41 = 10-21, 21 x 42 = 10-42, 21 x 43 = 10-63, 21 x 44 = 11-0, 21 x 45 = 11-21, 21 x 46 = 11-42, 21 x 47 = 11-63, 21 x 48 = 12-0, 21 x 49 = 12-21, 21 x 50 = 12-42, 21 x 51 = 12-63, 21 x 52 = 13-0, 21 x 53 = 13-21, 21 x 54 = 13-42, 21 x 55 = 13-63, 21 x 56 = 14-0, 21 x 57 = 14-21, 21 x 58 = 14-42, 21 x 59 = 14-63, 21 x 60 = 15-0, 21 x 61 = 15-21, 21 x 62 = 15-42, 21 x 63 = 15-63, 21 x 64 = 16-0, 21 x 65 = 16-21, 21 x 66 = 16-42, 21 x 67 = 16-63, 21 x 68 = 17-0, 21 x 69 = 17-21, 21 x 70 = 17-42, 21 x 71 = 17-63, 21 x 72 = 18-0, 21 x 73 = 18-21, 21 x 74 = 18-42, 21 x 75 = 18-63, 21 x 76 = 19-0, 21 x 77 = 19-21, 21 x 78 = 19-42, 21 x 79 = 19-63, 21 x 80 = 20-0, 21 x 81 = 20-21, 21 x 82 = 20-42, 21 x 83 = 20-63, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 1-4, 22 x 5 = 1-26, 22 x 6 = 1-48, 22 x 7 = 1-70, 22 x 8 = 2-8, 22 x 9 = 2-30, 22 x 10 = 2-52, 22 x 11 = 2-74, 22 x 12 = 3-12, 22 x 13 = 3-34, 22 x 14 = 3-56, 22 x 15 = 3-78, 22 x 16 = 4-16, 22 x 17 = 4-38, 22 x 18 = 4-60, 22 x 19 = 4-82, 22 x 20 = 5-20, 22 x 21 = 5-42, 22 x 22 = 5-64, 22 x 23 = 6-2, 22 x 24 = 6-24, 22 x 25 = 6-46, 22 x 26 = 6-68, 22 x 27 = 7-6, 22 x 28 = 7-28, 22 x 29 = 7-50, 22 x 30 = 7-72, 22 x 31 = 8-10, 22 x 32 = 8-32, 22 x 33 = 8-54, 22 x 34 = 8-76, 22 x 35 = 9-14, 22 x 36 = 9-36, 22 x 37 = 9-58, 22 x 38 = 9-80, 22 x 39 = 10-18, 22 x 40 = 10-40, 22 x 41 = 10-62, 22 x 42 = 11-0, 22 x 43 = 11-22, 22 x 44 = 11-44, 22 x 45 = 11-66, 22 x 46 = 12-4, 22 x 47 = 12-26, 22 x 48 = 12-48, 22 x 49 = 12-70, 22 x 50 = 13-8, 22 x 51 = 13-30, 22 x 52 = 13-52, 22 x 53 = 13-74, 22 x 54 = 14-12, 22 x 55 = 14-34, 22 x 56 = 14-56, 22 x 57 = 14-78, 22 x 58 = 15-16, 22 x 59 = 15-38, 22 x 60 = 15-60, 22 x 61 = 15-82, 22 x 62 = 16-20, 22 x 63 = 16-42, 22 x 64 = 16-64, 22 x 65 = 17-2, 22 x 66 = 17-24, 22 x 67 = 17-46, 22 x 68 = 17-68, 22 x 69 = 18-6, 22 x 70 = 18-28, 22 x 71 = 18-50, 22 x 72 = 18-72, 22 x 73 = 19-10, 22 x 74 = 19-32, 22 x 75 = 19-54, 22 x 76 = 19-76, 22 x 77 = 20-14, 22 x 78 = 20-36, 22 x 79 = 20-58, 22 x 80 = 20-80, 22 x 81 = 21-18, 22 x 82 = 21-40, 22 x 83 = 21-62, 
