23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 1-8, 23 x 5 = 1-31, 23 x 6 = 1-54, 23 x 7 = 1-77, 23 x 8 = 2-16, 23 x 9 = 2-39, 23 x 10 = 2-62, 23 x 11 = 3-1, 23 x 12 = 3-24, 23 x 13 = 3-47, 23 x 14 = 3-70, 23 x 15 = 4-9, 23 x 16 = 4-32, 23 x 17 = 4-55, 23 x 18 = 4-78, 23 x 19 = 5-17, 23 x 20 = 5-40, 23 x 21 = 5-63, 23 x 22 = 6-2, 23 x 23 = 6-25, 23 x 24 = 6-48, 23 x 25 = 6-71, 23 x 26 = 7-10, 23 x 27 = 7-33, 23 x 28 = 7-56, 23 x 29 = 7-79, 23 x 30 = 8-18, 23 x 31 = 8-41, 23 x 32 = 8-64, 23 x 33 = 9-3, 23 x 34 = 9-26, 23 x 35 = 9-49, 23 x 36 = 9-72, 23 x 37 = 10-11, 23 x 38 = 10-34, 23 x 39 = 10-57, 23 x 40 = 10-80, 23 x 41 = 11-19, 23 x 42 = 11-42, 23 x 43 = 11-65, 23 x 44 = 12-4, 23 x 45 = 12-27, 23 x 46 = 12-50, 23 x 47 = 12-73, 23 x 48 = 13-12, 23 x 49 = 13-35, 23 x 50 = 13-58, 23 x 51 = 13-81, 23 x 52 = 14-20, 23 x 53 = 14-43, 23 x 54 = 14-66, 23 x 55 = 15-5, 23 x 56 = 15-28, 23 x 57 = 15-51, 23 x 58 = 15-74, 23 x 59 = 16-13, 23 x 60 = 16-36, 23 x 61 = 16-59, 23 x 62 = 16-82, 23 x 63 = 17-21, 23 x 64 = 17-44, 23 x 65 = 17-67, 23 x 66 = 18-6, 23 x 67 = 18-29, 23 x 68 = 18-52, 23 x 69 = 18-75, 23 x 70 = 19-14, 23 x 71 = 19-37, 23 x 72 = 19-60, 23 x 73 = 19-83, 23 x 74 = 20-22, 23 x 75 = 20-45, 23 x 76 = 20-68, 23 x 77 = 21-7, 23 x 78 = 21-30, 23 x 79 = 21-53, 23 x 80 = 21-76, 23 x 81 = 22-15, 23 x 82 = 22-38, 23 x 83 = 22-61, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 1-12, 24 x 5 = 1-36, 24 x 6 = 1-60, 24 x 7 = 2-0, 24 x 8 = 2-24, 24 x 9 = 2-48, 24 x 10 = 2-72, 24 x 11 = 3-12, 24 x 12 = 3-36, 24 x 13 = 3-60, 24 x 14 = 4-0, 24 x 15 = 4-24, 24 x 16 = 4-48, 24 x 17 = 4-72, 24 x 18 = 5-12, 24 x 19 = 5-36, 24 x 20 = 5-60, 24 x 21 = 6-0, 24 x 22 = 6-24, 24 x 23 = 6-48, 24 x 24 = 6-72, 24 x 25 = 7-12, 24 x 26 = 7-36, 24 x 27 = 7-60, 24 x 28 = 8-0, 24 x 29 = 8-24, 24 x 30 = 8-48, 24 x 31 = 8-72, 24 x 32 = 9-12, 24 x 33 = 9-36, 24 x 34 = 9-60, 24 x 35 = 10-0, 24 x 36 = 10-24, 24 x 37 = 10-48, 24 x 38 = 10-72, 24 x 39 = 11-12, 24 x 40 = 11-36, 24 x 41 = 11-60, 24 x 42 = 12-0, 24 x 43 = 12-24, 24 x 44 = 12-48, 24 x 45 = 12-72, 24 x 46 = 13-12, 24 x 47 = 13-36, 24 x 48 = 13-60, 24 x 49 = 14-0, 24 x 50 = 14-24, 24 x 51 = 14-48, 24 x 52 = 14-72, 24 x 53 = 15-12, 24 x 54 = 15-36, 24 x 55 = 15-60, 24 x 56 = 16-0, 24 x 57 = 16-24, 24 x 58 = 16-48, 24 x 59 = 16-72, 24 x 60 = 17-12, 24 x 61 = 17-36, 24 x 62 = 17-60, 24 x 63 = 18-0, 24 x 64 = 18-24, 24 x 65 = 18-48, 24 x 66 = 18-72, 24 x 67 = 19-12, 24 x 68 = 19-36, 24 x 69 = 19-60, 24 x 70 = 20-0, 24 x 71 = 20-24, 24 x 72 = 20-48, 24 x 73 = 20-72, 24 x 74 = 21-12, 24 x 75 = 21-36, 24 x 76 = 21-60, 24 x 77 = 22-0, 24 x 78 = 22-24, 24 x 79 = 22-48, 24 x 80 = 22-72, 24 x 81 = 23-12, 24 x 82 = 23-36, 24 x 83 = 23-60, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-16, 25 x 5 = 1-41, 25 x 6 = 1-66, 25 x 7 = 2-7, 25 x 8 = 2-32, 25 x 9 = 2-57, 25 x 10 = 2-82, 25 x 11 = 3-23, 25 x 12 = 3-48, 25 x 13 = 3-73, 25 x 14 = 4-14, 25 x 15 = 4-39, 25 x 16 = 4-64, 25 x 17 = 5-5, 25 x 18 = 5-30, 25 x 19 = 5-55, 25 x 20 = 5-80, 25 x 21 = 6-21, 25 x 22 = 6-46, 25 x 23 = 6-71, 25 x 24 = 7-12, 25 x 25 = 7-37, 25 x 26 = 7-62, 25 x 27 = 8-3, 25 x 28 = 8-28, 25 x 29 = 8-53, 25 x 30 = 8-78, 25 x 31 = 9-19, 25 x 32 = 9-44, 25 x 33 = 9-69, 25 x 34 = 10-10, 25 x 35 = 10-35, 25 x 36 = 10-60, 25 x 37 = 11-1, 25 x 38 = 11-26, 25 x 39 = 11-51, 25 x 40 = 11-76, 25 x 41 = 12-17, 25 x 42 = 12-42, 25 x 43 = 12-67, 25 x 44 = 13-8, 25 x 45 = 13-33, 25 x 46 = 13-58, 25 x 47 = 13-83, 25 x 48 = 14-24, 25 x 49 = 14-49, 25 x 50 = 14-74, 25 x 51 = 15-15, 25 x 52 = 15-40, 25 x 53 = 15-65, 25 x 54 = 16-6, 25 x 55 = 16-31, 25 x 56 = 16-56, 25 x 57 = 16-81, 25 x 58 = 17-22, 25 x 59 = 17-47, 25 x 60 = 17-72, 25 x 61 = 18-13, 25 x 62 = 18-38, 25 x 63 = 18-63, 25 x 64 = 19-4, 25 x 65 = 19-29, 25 x 66 = 19-54, 25 x 67 = 19-79, 25 x 68 = 20-20, 25 x 69 = 20-45, 25 x 70 = 20-70, 25 x 71 = 21-11, 25 x 72 = 21-36, 25 x 73 = 21-61, 25 x 74 = 22-2, 25 x 75 = 22-27, 25 x 76 = 22-52, 25 x 77 = 22-77, 25 x 78 = 23-18, 25 x 79 = 23-43, 25 x 80 = 23-68, 25 x 81 = 24-9, 25 x 82 = 24-34, 25 x 83 = 24-59, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-20, 26 x 5 = 1-46, 26 x 6 = 1-72, 26 x 7 = 2-14, 26 x 8 = 2-40, 26 x 9 = 2-66, 26 x 10 = 3-8, 26 x 11 = 3-34, 26 x 12 = 3-60, 26 x 13 = 4-2, 26 x 14 = 4-28, 26 x 15 = 4-54, 26 x 16 = 4-80, 26 x 17 = 5-22, 26 x 18 = 5-48, 26 x 19 = 5-74, 26 x 20 = 6-16, 26 x 21 = 6-42, 26 x 22 = 6-68, 26 x 23 = 7-10, 26 x 24 = 7-36, 26 x 25 = 7-62, 26 x 26 = 8-4, 26 x 27 = 8-30, 26 x 28 = 8-56, 26 x 29 = 8-82, 26 x 30 = 9-24, 26 x 31 = 9-50, 26 x 32 = 9-76, 26 x 33 = 10-18, 26 x 34 = 10-44, 26 x 35 = 10-70, 26 x 36 = 11-12, 26 x 37 = 11-38, 26 x 38 = 11-64, 26 x 39 = 12-6, 26 x 40 = 12-32, 26 x 41 = 12-58, 26 x 42 = 13-0, 26 x 43 = 13-26, 26 x 44 = 13-52, 26 x 45 = 13-78, 26 x 46 = 14-20, 26 x 47 = 14-46, 26 x 48 = 14-72, 26 x 49 = 15-14, 26 x 50 = 15-40, 26 x 51 = 15-66, 26 x 52 = 16-8, 26 x 53 = 16-34, 26 x 54 = 16-60, 26 x 55 = 17-2, 26 x 56 = 17-28, 26 x 57 = 17-54, 26 x 58 = 17-80, 26 x 59 = 18-22, 26 x 60 = 18-48, 26 x 61 = 18-74, 26 x 62 = 19-16, 26 x 63 = 19-42, 26 x 64 = 19-68, 26 x 65 = 20-10, 26 x 66 = 20-36, 26 x 67 = 20-62, 26 x 68 = 21-4, 26 x 69 = 21-30, 26 x 70 = 21-56, 26 x 71 = 21-82, 26 x 72 = 22-24, 26 x 73 = 22-50, 26 x 74 = 22-76, 26 x 75 = 23-18, 26 x 76 = 23-44, 26 x 77 = 23-70, 26 x 78 = 24-12, 26 x 79 = 24-38, 26 x 80 = 24-64, 26 x 81 = 25-6, 26 x 82 = 25-32, 26 x 83 = 25-58, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-24, 27 x 5 = 1-51, 27 x 6 = 1-78, 27 x 7 = 2-21, 27 x 8 = 2-48, 27 x 9 = 2-75, 27 x 10 = 3-18, 27 x 11 = 3-45, 27 x 12 = 3-72, 27 x 13 = 4-15, 27 x 14 = 4-42, 27 x 15 = 4-69, 27 x 16 = 5-12, 27 x 17 = 5-39, 27 x 18 = 5-66, 27 x 19 = 6-9, 27 x 20 = 6-36, 27 x 21 = 6-63, 27 x 22 = 7-6, 27 x 23 = 7-33, 27 x 24 = 7-60, 27 x 25 = 8-3, 27 x 26 = 8-30, 27 x 27 = 8-57, 27 x 28 = 9-0, 27 x 29 = 9-27, 27 x 30 = 9-54, 27 x 31 = 9-81, 27 x 32 = 10-24, 27 x 33 = 10-51, 27 x 34 = 10-78, 27 x 35 = 11-21, 27 x 36 = 11-48, 27 x 37 = 11-75, 27 x 38 = 12-18, 27 x 39 = 12-45, 27 x 40 = 12-72, 27 x 41 = 13-15, 27 x 42 = 13-42, 27 x 43 = 13-69, 27 x 44 = 14-12, 27 x 45 = 14-39, 27 x 46 = 14-66, 27 x 47 = 15-9, 27 x 48 = 15-36, 27 x 49 = 15-63, 27 x 50 = 16-6, 27 x 51 = 16-33, 27 x 52 = 16-60, 27 x 53 = 17-3, 27 x 54 = 17-30, 27 x 55 = 17-57, 27 x 56 = 18-0, 27 x 57 = 18-27, 27 x 58 = 18-54, 27 x 59 = 18-81, 27 x 60 = 19-24, 27 x 61 = 19-51, 27 x 62 = 19-78, 27 x 63 = 20-21, 27 x 64 = 20-48, 27 x 65 = 20-75, 27 x 66 = 21-18, 27 x 67 = 21-45, 27 x 68 = 21-72, 27 x 69 = 22-15, 27 x 70 = 22-42, 27 x 71 = 22-69, 27 x 72 = 23-12, 27 x 73 = 23-39, 27 x 74 = 23-66, 27 x 75 = 24-9, 27 x 76 = 24-36, 27 x 77 = 24-63, 27 x 78 = 25-6, 27 x 79 = 25-33, 27 x 80 = 25-60, 27 x 81 = 26-3, 27 x 82 = 26-30, 27 x 83 = 26-57, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 1-0, 28 x 4 = 1-28, 28 x 5 = 1-56, 28 x 6 = 2-0, 28 x 7 = 2-28, 28 x 8 = 2-56, 28 x 9 = 3-0, 28 x 10 = 3-28, 28 x 11 = 3-56, 28 x 12 = 4-0, 28 x 13 = 4-28, 28 x 14 = 4-56, 28 x 15 = 5-0, 28 x 16 = 5-28, 28 x 17 = 5-56, 28 x 18 = 6-0, 28 x 19 = 6-28, 28 x 20 = 6-56, 28 x 21 = 7-0, 28 x 22 = 7-28, 28 x 23 = 7-56, 28 x 24 = 8-0, 28 x 25 = 8-28, 28 x 26 = 8-56, 28 x 27 = 9-0, 28 x 28 = 9-28, 28 x 29 = 9-56, 28 x 30 = 10-0, 28 x 31 = 10-28, 28 x 32 = 10-56, 28 x 33 = 11-0, 28 x 34 = 11-28, 28 x 35 = 11-56, 28 x 36 = 12-0, 28 x 37 = 12-28, 28 x 38 = 12-56, 28 x 39 = 13-0, 28 x 40 = 13-28, 28 x 41 = 13-56, 28 x 42 = 14-0, 28 x 43 = 14-28, 28 x 44 = 14-56, 28 x 45 = 15-0, 28 x 46 = 15-28, 28 x 47 = 15-56, 28 x 48 = 16-0, 28 x 49 = 16-28, 28 x 50 = 16-56, 28 x 51 = 17-0, 28 x 52 = 17-28, 28 x 53 = 17-56, 28 x 54 = 18-0, 28 x 55 = 18-28, 28 x 56 = 18-56, 28 x 57 = 19-0, 28 x 58 = 19-28, 28 x 59 = 19-56, 28 x 60 = 20-0, 28 x 61 = 20-28, 28 x 62 = 20-56, 28 x 63 = 21-0, 28 x 64 = 21-28, 28 x 65 = 21-56, 28 x 66 = 22-0, 28 x 67 = 22-28, 28 x 68 = 22-56, 28 x 69 = 23-0, 28 x 70 = 23-28, 28 x 71 = 23-56, 28 x 72 = 24-0, 28 x 73 = 24-28, 28 x 74 = 24-56, 28 x 75 = 25-0, 28 x 76 = 25-28, 28 x 77 = 25-56, 28 x 78 = 26-0, 28 x 79 = 26-28, 28 x 80 = 26-56, 28 x 81 = 27-0, 28 x 82 = 27-28, 28 x 83 = 27-56, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 1-3, 29 x 4 = 1-32, 29 x 5 = 1-61, 29 x 6 = 2-6, 29 x 7 = 2-35, 29 x 8 = 2-64, 29 x 9 = 3-9, 29 x 10 = 3-38, 29 x 11 = 3-67, 29 x 12 = 4-12, 29 x 13 = 4-41, 29 x 14 = 4-70, 29 x 15 = 5-15, 29 x 16 = 5-44, 29 x 17 = 5-73, 29 x 18 = 6-18, 29 x 19 = 6-47, 29 x 20 = 6-76, 29 x 21 = 7-21, 29 x 22 = 7-50, 29 x 23 = 7-79, 29 x 24 = 8-24, 29 x 25 = 8-53, 29 x 26 = 8-82, 29 x 27 = 9-27, 29 x 28 = 9-56, 29 x 29 = 10-1, 29 x 30 = 10-30, 29 x 31 = 10-59, 29 x 32 = 11-4, 29 x 33 = 11-33, 29 x 34 = 11-62, 29 x 35 = 12-7, 29 x 36 = 12-36, 29 x 37 = 12-65, 29 x 38 = 13-10, 29 x 39 = 13-39, 29 x 40 = 13-68, 29 x 41 = 14-13, 29 x 42 = 14-42, 29 x 43 = 14-71, 29 x 44 = 15-16, 29 x 45 = 15-45, 29 x 46 = 15-74, 29 x 47 = 16-19, 29 x 48 = 16-48, 29 x 49 = 16-77, 29 x 50 = 17-22, 29 x 51 = 17-51, 29 x 52 = 17-80, 29 x 53 = 18-25, 29 x 54 = 18-54, 29 x 55 = 18-83, 29 x 56 = 19-28, 29 x 57 = 19-57, 29 x 58 = 20-2, 29 x 59 = 20-31, 29 x 60 = 20-60, 29 x 61 = 21-5, 29 x 62 = 21-34, 29 x 63 = 21-63, 29 x 64 = 22-8, 29 x 65 = 22-37, 29 x 66 = 22-66, 29 x 67 = 23-11, 29 x 68 = 23-40, 29 x 69 = 23-69, 29 x 70 = 24-14, 29 x 71 = 24-43, 29 x 72 = 24-72, 29 x 73 = 25-17, 29 x 74 = 25-46, 29 x 75 = 25-75, 29 x 76 = 26-20, 29 x 77 = 26-49, 29 x 78 = 26-78, 29 x 79 = 27-23, 29 x 80 = 27-52, 29 x 81 = 27-81, 29 x 82 = 28-26, 29 x 83 = 28-55, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 1-6, 30 x 4 = 1-36, 30 x 5 = 1-66, 30 x 6 = 2-12, 30 x 7 = 2-42, 30 x 8 = 2-72, 30 x 9 = 3-18, 30 x 10 = 3-48, 30 x 11 = 3-78, 30 x 12 = 4-24, 30 x 13 = 4-54, 30 x 14 = 5-0, 30 x 15 = 5-30, 30 x 16 = 5-60, 30 x 17 = 6-6, 30 x 18 = 6-36, 30 x 19 = 6-66, 30 x 20 = 7-12, 30 x 21 = 7-42, 30 x 22 = 7-72, 30 x 23 = 8-18, 30 x 24 = 8-48, 30 x 25 = 8-78, 30 x 26 = 9-24, 30 x 27 = 9-54, 30 x 28 = 10-0, 30 x 29 = 10-30, 30 x 30 = 10-60, 30 x 31 = 11-6, 30 x 32 = 11-36, 30 x 33 = 11-66, 30 x 34 = 12-12, 30 x 35 = 12-42, 30 x 36 = 12-72, 30 x 37 = 13-18, 30 x 38 = 13-48, 30 x 39 = 13-78, 30 x 40 = 14-24, 30 x 41 = 14-54, 30 x 42 = 15-0, 30 x 43 = 15-30, 30 x 44 = 15-60, 30 x 45 = 16-6, 30 x 46 = 16-36, 30 x 47 = 16-66, 30 x 48 = 17-12, 30 x 49 = 17-42, 30 x 50 = 17-72, 30 x 51 = 18-18, 30 x 52 = 18-48, 30 x 53 = 18-78, 30 x 54 = 19-24, 30 x 55 = 19-54, 30 x 56 = 20-0, 30 x 57 = 20-30, 30 x 58 = 20-60, 30 x 59 = 21-6, 30 x 60 = 21-36, 30 x 61 = 21-66, 30 x 62 = 22-12, 30 x 63 = 22-42, 30 x 64 = 22-72, 30 x 65 = 23-18, 30 x 66 = 23-48, 30 x 67 = 23-78, 30 x 68 = 24-24, 30 x 69 = 24-54, 30 x 70 = 25-0, 30 x 71 = 25-30, 30 x 72 = 25-60, 30 x 73 = 26-6, 30 x 74 = 26-36, 30 x 75 = 26-66, 30 x 76 = 27-12, 30 x 77 = 27-42, 30 x 78 = 27-72, 30 x 79 = 28-18, 30 x 80 = 28-48, 30 x 81 = 28-78, 30 x 82 = 29-24, 30 x 83 = 29-54, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 1-9, 31 x 4 = 1-40, 31 x 5 = 1-71, 31 x 6 = 2-18, 31 x 7 = 2-49, 31 x 8 = 2-80, 31 x 9 = 3-27, 31 x 10 = 3-58, 31 x 11 = 4-5, 31 x 12 = 4-36, 31 x 13 = 4-67, 31 x 14 = 5-14, 31 x 15 = 5-45, 31 x 16 = 5-76, 31 x 17 = 6-23, 31 x 18 = 6-54, 31 x 19 = 7-1, 31 x 20 = 7-32, 31 x 21 = 7-63, 31 x 22 = 8-10, 31 x 23 = 8-41, 31 x 24 = 8-72, 31 x 25 = 9-19, 31 x 26 = 9-50, 31 x 27 = 9-81, 31 x 28 = 10-28, 31 x 29 = 10-59, 31 x 30 = 11-6, 31 x 31 = 11-37, 31 x 32 = 11-68, 31 x 33 = 12-15, 31 x 34 = 12-46, 31 x 35 = 12-77, 31 x 36 = 13-24, 31 x 37 = 13-55, 31 x 38 = 14-2, 31 x 39 = 14-33, 31 x 40 = 14-64, 31 x 41 = 15-11, 31 x 42 = 15-42, 31 x 43 = 15-73, 31 x 44 = 16-20, 31 x 45 = 16-51, 31 x 46 = 16-82, 31 x 47 = 17-29, 31 x 48 = 17-60, 31 x 49 = 18-7, 31 x 50 = 18-38, 31 x 51 = 18-69, 31 x 52 = 19-16, 31 x 53 = 19-47, 31 x 54 = 19-78, 31 x 55 = 20-25, 31 x 56 = 20-56, 31 x 57 = 21-3, 31 x 58 = 21-34, 31 x 59 = 21-65, 31 x 60 = 22-12, 31 x 61 = 22-43, 31 x 62 = 22-74, 31 x 63 = 23-21, 31 x 64 = 23-52, 31 x 65 = 23-83, 31 x 66 = 24-30, 31 x 67 = 24-61, 31 x 68 = 25-8, 31 x 69 = 25-39, 31 x 70 = 25-70, 31 x 71 = 26-17, 31 x 72 = 26-48, 31 x 73 = 26-79, 31 x 74 = 27-26, 31 x 75 = 27-57, 31 x 76 = 28-4, 31 x 77 = 28-35, 31 x 78 = 28-66, 31 x 79 = 29-13, 31 x 80 = 29-44, 31 x 81 = 29-75, 31 x 82 = 30-22, 31 x 83 = 30-53, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-12, 32 x 4 = 1-44, 32 x 5 = 1-76, 32 x 6 = 2-24, 32 x 7 = 2-56, 32 x 8 = 3-4, 32 x 9 = 3-36, 32 x 10 = 3-68, 32 x 11 = 4-16, 32 x 12 = 4-48, 32 x 13 = 4-80, 32 x 14 = 5-28, 32 x 15 = 5-60, 32 x 16 = 6-8, 32 x 17 = 6-40, 32 x 18 = 6-72, 32 x 19 = 7-20, 32 x 20 = 7-52, 32 x 21 = 8-0, 32 x 22 = 8-32, 32 x 23 = 8-64, 32 x 24 = 9-12, 32 x 25 = 9-44, 32 x 26 = 9-76, 32 x 27 = 10-24, 32 x 28 = 10-56, 32 x 29 = 11-4, 32 x 30 = 11-36, 32 x 31 = 11-68, 32 x 32 = 12-16, 32 x 33 = 12-48, 32 x 34 = 12-80, 32 x 35 = 13-28, 32 x 36 = 13-60, 32 x 37 = 14-8, 32 x 38 = 14-40, 32 x 39 = 14-72, 32 x 40 = 15-20, 32 x 41 = 15-52, 32 x 42 = 16-0, 32 x 43 = 16-32, 32 x 44 = 16-64, 32 x 45 = 17-12, 32 x 46 = 17-44, 32 x 47 = 17-76, 32 x 48 = 18-24, 32 x 49 = 18-56, 32 x 50 = 19-4, 32 x 51 = 19-36, 32 x 52 = 19-68, 32 x 53 = 20-16, 32 x 54 = 20-48, 32 x 55 = 20-80, 32 x 56 = 21-28, 32 x 57 = 21-60, 32 x 58 = 22-8, 32 x 59 = 22-40, 32 x 60 = 22-72, 32 x 61 = 23-20, 32 x 62 = 23-52, 32 x 63 = 24-0, 32 x 64 = 24-32, 32 x 65 = 24-64, 32 x 66 = 25-12, 32 x 67 = 25-44, 32 x 68 = 25-76, 32 x 69 = 26-24, 32 x 70 = 26-56, 32 x 71 = 27-4, 32 x 72 = 27-36, 32 x 73 = 27-68, 32 x 74 = 28-16, 32 x 75 = 28-48, 32 x 76 = 28-80, 32 x 77 = 29-28, 32 x 78 = 29-60, 32 x 79 = 30-8, 32 x 80 = 30-40, 32 x 81 = 30-72, 32 x 82 = 31-20, 32 x 83 = 31-52, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-15, 33 x 4 = 1-48, 33 x 5 = 1-81, 33 x 6 = 2-30, 33 x 7 = 2-63, 33 x 8 = 3-12, 33 x 9 = 3-45, 33 x 10 = 3-78, 33 x 11 = 4-27, 33 x 12 = 4-60, 33 x 13 = 5-9, 33 x 14 = 5-42, 33 x 15 = 5-75, 33 x 16 = 6-24, 33 x 17 = 6-57, 33 x 18 = 7-6, 33 x 19 = 7-39, 33 x 20 = 7-72, 33 x 21 = 8-21, 33 x 22 = 8-54, 33 x 23 = 9-3, 33 x 24 = 9-36, 33 x 25 = 9-69, 33 x 26 = 10-18, 33 x 27 = 10-51, 33 x 28 = 11-0, 33 x 29 = 11-33, 33 x 30 = 11-66, 33 x 31 = 12-15, 33 x 32 = 12-48, 33 x 33 = 12-81, 33 x 34 = 13-30, 33 x 35 = 13-63, 33 x 36 = 14-12, 33 x 37 = 14-45, 33 x 38 = 14-78, 33 x 39 = 15-27, 33 x 40 = 15-60, 33 x 41 = 16-9, 33 x 42 = 16-42, 33 x 43 = 16-75, 33 x 44 = 17-24, 33 x 45 = 17-57, 33 x 46 = 18-6, 33 x 47 = 18-39, 33 x 48 = 18-72, 33 x 49 = 19-21, 33 x 50 = 19-54, 33 x 51 = 20-3, 33 x 52 = 20-36, 33 x 53 = 20-69, 33 x 54 = 21-18, 33 x 55 = 21-51, 33 x 56 = 22-0, 33 x 57 = 22-33, 33 x 58 = 22-66, 33 x 59 = 23-15, 33 x 60 = 23-48, 33 x 61 = 23-81, 33 x 62 = 24-30, 33 x 63 = 24-63, 33 x 64 = 25-12, 33 x 65 = 25-45, 33 x 66 = 25-78, 33 x 67 = 26-27, 33 x 68 = 26-60, 33 x 69 = 27-9, 33 x 70 = 27-42, 33 x 71 = 27-75, 33 x 72 = 28-24, 33 x 73 = 28-57, 33 x 74 = 29-6, 33 x 75 = 29-39, 33 x 76 = 29-72, 33 x 77 = 30-21, 33 x 78 = 30-54, 33 x 79 = 31-3, 33 x 80 = 31-36, 33 x 81 = 31-69, 33 x 82 = 32-18, 33 x 83 = 32-51, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-18, 34 x 4 = 1-52, 34 x 5 = 2-2, 34 x 6 = 2-36, 34 x 7 = 2-70, 34 x 8 = 3-20, 34 x 9 = 3-54, 34 x 10 = 4-4, 34 x 11 = 4-38, 34 x 12 = 4-72, 34 x 13 = 5-22, 34 x 14 = 5-56, 34 x 15 = 6-6, 34 x 16 = 6-40, 34 x 17 = 6-74, 34 x 18 = 7-24, 34 x 19 = 7-58, 34 x 20 = 8-8, 34 x 21 = 8-42, 34 x 22 = 8-76, 34 x 23 = 9-26, 34 x 24 = 9-60, 34 x 25 = 10-10, 34 x 26 = 10-44, 34 x 27 = 10-78, 34 x 28 = 11-28, 34 x 29 = 11-62, 34 x 30 = 12-12, 34 x 31 = 12-46, 34 x 32 = 12-80, 34 x 33 = 13-30, 34 x 34 = 13-64, 34 x 35 = 14-14, 34 x 36 = 14-48, 34 x 37 = 14-82, 34 x 38 = 15-32, 34 x 39 = 15-66, 34 x 40 = 16-16, 34 x 41 = 16-50, 34 x 42 = 17-0, 34 x 43 = 17-34, 34 x 44 = 17-68, 34 x 45 = 18-18, 34 x 46 = 18-52, 34 x 47 = 19-2, 34 x 48 = 19-36, 34 x 49 = 19-70, 34 x 50 = 20-20, 34 x 51 = 20-54, 34 x 52 = 21-4, 34 x 53 = 21-38, 34 x 54 = 21-72, 34 x 55 = 22-22, 34 x 56 = 22-56, 34 x 57 = 23-6, 34 x 58 = 23-40, 34 x 59 = 23-74, 34 x 60 = 24-24, 34 x 61 = 24-58, 34 x 62 = 25-8, 34 x 63 = 25-42, 34 x 64 = 25-76, 34 x 65 = 26-26, 34 x 66 = 26-60, 34 x 67 = 27-10, 34 x 68 = 27-44, 34 x 69 = 27-78, 34 x 70 = 28-28, 34 x 71 = 28-62, 34 x 72 = 29-12, 34 x 73 = 29-46, 34 x 74 = 29-80, 34 x 75 = 30-30, 34 x 76 = 30-64, 34 x 77 = 31-14, 34 x 78 = 31-48, 34 x 79 = 31-82, 34 x 80 = 32-32, 34 x 81 = 32-66, 34 x 82 = 33-16, 34 x 83 = 33-50, 
