0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 0-66, 0-11 x 0-7 = 1-5, 0-11 x 0-8 = 1-16, 0-11 x 0-9 = 1-27, 0-11 x 0-10 = 1-38, 0-11 x 0-11 = 1-49, 0-11 x 0-12 = 1-60, 0-11 x 0-13 = 1-71, 0-11 x 0-14 = 2-10, 0-11 x 0-15 = 2-21, 0-11 x 0-16 = 2-32, 0-11 x 0-17 = 2-43, 0-11 x 0-18 = 2-54, 0-11 x 0-19 = 2-65, 0-11 x 0-20 = 3-4, 0-11 x 0-21 = 3-15, 0-11 x 0-22 = 3-26, 0-11 x 0-23 = 3-37, 0-11 x 0-24 = 3-48, 0-11 x 0-25 = 3-59, 0-11 x 0-26 = 3-70, 0-11 x 0-27 = 4-9, 0-11 x 0-28 = 4-20, 0-11 x 0-29 = 4-31, 0-11 x 0-30 = 4-42, 0-11 x 0-31 = 4-53, 0-11 x 0-32 = 4-64, 0-11 x 0-33 = 5-3, 0-11 x 0-34 = 5-14, 0-11 x 0-35 = 5-25, 0-11 x 0-36 = 5-36, 0-11 x 0-37 = 5-47, 0-11 x 0-38 = 5-58, 0-11 x 0-39 = 5-69, 0-11 x 0-40 = 6-8, 0-11 x 0-41 = 6-19, 0-11 x 0-42 = 6-30, 0-11 x 0-43 = 6-41, 0-11 x 0-44 = 6-52, 0-11 x 0-45 = 6-63, 0-11 x 0-46 = 7-2, 0-11 x 0-47 = 7-13, 0-11 x 0-48 = 7-24, 0-11 x 0-49 = 7-35, 0-11 x 0-50 = 7-46, 0-11 x 0-51 = 7-57, 0-11 x 0-52 = 7-68, 0-11 x 0-53 = 8-7, 0-11 x 0-54 = 8-18, 0-11 x 0-55 = 8-29, 0-11 x 0-56 = 8-40, 0-11 x 0-57 = 8-51, 0-11 x 0-58 = 8-62, 0-11 x 0-59 = 9-1, 0-11 x 0-60 = 9-12, 0-11 x 0-61 = 9-23, 0-11 x 0-62 = 9-34, 0-11 x 0-63 = 9-45, 0-11 x 0-64 = 9-56, 0-11 x 0-65 = 9-67, 0-11 x 0-66 = 10-6, 0-11 x 0-67 = 10-17, 0-11 x 0-68 = 10-28, 0-11 x 0-69 = 10-39, 0-11 x 0-70 = 10-50, 0-11 x 0-71 = 10-61, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 1-0, 0-12 x 0-7 = 1-12, 0-12 x 0-8 = 1-24, 0-12 x 0-9 = 1-36, 0-12 x 0-10 = 1-48, 0-12 x 0-11 = 1-60, 0-12 x 0-12 = 2-0, 0-12 x 0-13 = 2-12, 0-12 x 0-14 = 2-24, 0-12 x 0-15 = 2-36, 0-12 x 0-16 = 2-48, 0-12 x 0-17 = 2-60, 0-12 x 0-18 = 3-0, 0-12 x 0-19 = 3-12, 0-12 x 0-20 = 3-24, 0-12 x 0-21 = 3-36, 0-12 x 0-22 = 3-48, 0-12 x 0-23 = 3-60, 0-12 x 0-24 = 4-0, 0-12 x 0-25 = 4-12, 0-12 x 0-26 = 4-24, 0-12 x 0-27 = 4-36, 0-12 x 0-28 = 4-48, 0-12 x 0-29 = 4-60, 0-12 x 0-30 = 5-0, 0-12 x 0-31 = 5-12, 0-12 x 0-32 = 5-24, 0-12 x 0-33 = 5-36, 0-12 x 0-34 = 5-48, 0-12 x 0-35 = 5-60, 0-12 x 0-36 = 6-0, 0-12 x 0-37 = 6-12, 0-12 x 0-38 = 6-24, 0-12 x 0-39 = 6-36, 0-12 x 0-40 = 6-48, 0-12 x 0-41 = 6-60, 0-12 x 0-42 = 7-0, 0-12 x 0-43 = 7-12, 0-12 x 0-44 = 7-24, 0-12 x 0-45 = 7-36, 0-12 x 0-46 = 7-48, 0-12 x 0-47 = 7-60, 0-12 x 0-48 = 8-0, 0-12 x 0-49 = 8-12, 0-12 x 0-50 = 8-24, 0-12 x 0-51 = 8-36, 0-12 x 0-52 = 8-48, 0-12 x 0-53 = 8-60, 0-12 x 0-54 = 9-0, 0-12 x 0-55 = 9-12, 0-12 x 0-56 = 9-24, 0-12 x 0-57 = 9-36, 0-12 x 0-58 = 9-48, 0-12 x 0-59 = 9-60, 0-12 x 0-60 = 10-0, 0-12 x 0-61 = 10-12, 0-12 x 0-62 = 10-24, 0-12 x 0-63 = 10-36, 0-12 x 0-64 = 10-48, 0-12 x 0-65 = 10-60, 0-12 x 0-66 = 11-0, 0-12 x 0-67 = 11-12, 0-12 x 0-68 = 11-24, 0-12 x 0-69 = 11-36, 0-12 x 0-70 = 11-48, 0-12 x 0-71 = 11-60, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 0-65, 0-13 x 0-6 = 1-6, 0-13 x 0-7 = 1-19, 0-13 x 0-8 = 1-32, 0-13 x 0-9 = 1-45, 0-13 x 0-10 = 1-58, 0-13 x 0-11 = 1-71, 0-13 x 0-12 = 2-12, 0-13 x 0-13 = 2-25, 0-13 x 0-14 = 2-38, 0-13 x 0-15 = 2-51, 0-13 x 0-16 = 2-64, 0-13 x 0-17 = 3-5, 0-13 x 0-18 = 3-18, 0-13 x 0-19 = 3-31, 0-13 x 0-20 = 3-44, 0-13 x 0-21 = 3-57, 0-13 x 0-22 = 3-70, 0-13 x 0-23 = 4-11, 0-13 x 0-24 = 4-24, 0-13 x 0-25 = 4-37, 0-13 x 0-26 = 4-50, 0-13 x 0-27 = 4-63, 0-13 x 0-28 = 5-4, 0-13 x 0-29 = 5-17, 0-13 x 0-30 = 5-30, 0-13 x 0-31 = 5-43, 0-13 x 0-32 = 5-56, 0-13 x 0-33 = 5-69, 0-13 x 0-34 = 6-10, 0-13 x 0-35 = 6-23, 0-13 x 0-36 = 6-36, 0-13 x 0-37 = 6-49, 0-13 x 0-38 = 6-62, 0-13 x 0-39 = 7-3, 0-13 x 0-40 = 7-16, 0-13 x 0-41 = 7-29, 0-13 x 0-42 = 7-42, 0-13 x 0-43 = 7-55, 0-13 x 0-44 = 7-68, 0-13 x 0-45 = 8-9, 0-13 x 0-46 = 8-22, 0-13 x 0-47 = 8-35, 0-13 x 0-48 = 8-48, 0-13 x 0-49 = 8-61, 0-13 x 0-50 = 9-2, 0-13 x 0-51 = 9-15, 0-13 x 0-52 = 9-28, 0-13 x 0-53 = 9-41, 0-13 x 0-54 = 9-54, 0-13 x 0-55 = 9-67, 0-13 x 0-56 = 10-8, 0-13 x 0-57 = 10-21, 0-13 x 0-58 = 10-34, 0-13 x 0-59 = 10-47, 0-13 x 0-60 = 10-60, 0-13 x 0-61 = 11-1, 0-13 x 0-62 = 11-14, 0-13 x 0-63 = 11-27, 0-13 x 0-64 = 11-40, 0-13 x 0-65 = 11-53, 0-13 x 0-66 = 11-66, 0-13 x 0-67 = 12-7, 0-13 x 0-68 = 12-20, 0-13 x 0-69 = 12-33, 0-13 x 0-70 = 12-46, 0-13 x 0-71 = 12-59, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 0-70, 0-14 x 0-6 = 1-12, 0-14 x 0-7 = 1-26, 0-14 x 0-8 = 1-40, 0-14 x 0-9 = 1-54, 0-14 x 0-10 = 1-68, 0-14 x 0-11 = 2-10, 0-14 x 0-12 = 2-24, 0-14 x 0-13 = 2-38, 0-14 x 0-14 = 2-52, 0-14 x 0-15 = 2-66, 0-14 x 0-16 = 3-8, 0-14 x 0-17 = 3-22, 0-14 x 0-18 = 3-36, 0-14 x 0-19 = 3-50, 0-14 x 0-20 = 3-64, 0-14 x 0-21 = 4-6, 0-14 x 0-22 = 4-20, 0-14 x 0-23 = 4-34, 0-14 x 0-24 = 4-48, 0-14 x 0-25 = 4-62, 0-14 x 0-26 = 5-4, 0-14 x 0-27 = 5-18, 0-14 x 0-28 = 5-32, 0-14 x 0-29 = 5-46, 0-14 x 0-30 = 5-60, 0-14 x 0-31 = 6-2, 0-14 x 0-32 = 6-16, 0-14 x 0-33 = 6-30, 0-14 x 0-34 = 6-44, 0-14 x 0-35 = 6-58, 0-14 x 0-36 = 7-0, 0-14 x 0-37 = 7-14, 0-14 x 0-38 = 7-28, 0-14 x 0-39 = 7-42, 0-14 x 0-40 = 7-56, 0-14 x 0-41 = 7-70, 0-14 x 0-42 = 8-12, 0-14 x 0-43 = 8-26, 0-14 x 0-44 = 8-40, 0-14 x 0-45 = 8-54, 0-14 x 0-46 = 8-68, 0-14 x 0-47 = 9-10, 0-14 x 0-48 = 9-24, 0-14 x 0-49 = 9-38, 0-14 x 0-50 = 9-52, 0-14 x 0-51 = 9-66, 0-14 x 0-52 = 10-8, 0-14 x 0-53 = 10-22, 0-14 x 0-54 = 10-36, 0-14 x 0-55 = 10-50, 0-14 x 0-56 = 10-64, 0-14 x 0-57 = 11-6, 0-14 x 0-58 = 11-20, 0-14 x 0-59 = 11-34, 0-14 x 0-60 = 11-48, 0-14 x 0-61 = 11-62, 0-14 x 0-62 = 12-4, 0-14 x 0-63 = 12-18, 0-14 x 0-64 = 12-32, 0-14 x 0-65 = 12-46, 0-14 x 0-66 = 12-60, 0-14 x 0-67 = 13-2, 0-14 x 0-68 = 13-16, 0-14 x 0-69 = 13-30, 0-14 x 0-70 = 13-44, 0-14 x 0-71 = 13-58, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 1-3, 0-15 x 0-6 = 1-18, 0-15 x 0-7 = 1-33, 0-15 x 0-8 = 1-48, 0-15 x 0-9 = 1-63, 0-15 x 0-10 = 2-6, 0-15 x 0-11 = 2-21, 0-15 x 0-12 = 2-36, 0-15 x 0-13 = 2-51, 0-15 x 0-14 = 2-66, 0-15 x 0-15 = 3-9, 0-15 x 0-16 = 3-24, 0-15 x 0-17 = 3-39, 0-15 x 0-18 = 3-54, 0-15 x 0-19 = 3-69, 0-15 x 0-20 = 4-12, 0-15 x 0-21 = 4-27, 0-15 x 0-22 = 4-42, 0-15 x 0-23 = 4-57, 0-15 x 0-24 = 5-0, 0-15 x 0-25 = 5-15, 0-15 x 0-26 = 5-30, 0-15 x 0-27 = 5-45, 0-15 x 0-28 = 5-60, 0-15 x 0-29 = 6-3, 0-15 x 0-30 = 6-18, 0-15 x 0-31 = 6-33, 0-15 x 0-32 = 6-48, 0-15 x 0-33 = 6-63, 0-15 x 0-34 = 7-6, 0-15 x 0-35 = 7-21, 0-15 x 0-36 = 7-36, 0-15 x 0-37 = 7-51, 0-15 x 0-38 = 7-66, 0-15 x 0-39 = 8-9, 0-15 x 0-40 = 8-24, 0-15 x 0-41 = 8-39, 0-15 x 0-42 = 8-54, 0-15 x 0-43 = 8-69, 0-15 x 0-44 = 9-12, 0-15 x 0-45 = 9-27, 0-15 x 0-46 = 9-42, 0-15 x 0-47 = 9-57, 0-15 x 0-48 = 10-0, 0-15 x 0-49 = 10-15, 0-15 x 0-50 = 10-30, 0-15 x 0-51 = 10-45, 0-15 x 0-52 = 10-60, 0-15 x 0-53 = 11-3, 0-15 x 0-54 = 11-18, 0-15 x 0-55 = 11-33, 0-15 x 0-56 = 11-48, 0-15 x 0-57 = 11-63, 0-15 x 0-58 = 12-6, 0-15 x 0-59 = 12-21, 0-15 x 0-60 = 12-36, 0-15 x 0-61 = 12-51, 0-15 x 0-62 = 12-66, 0-15 x 0-63 = 13-9, 0-15 x 0-64 = 13-24, 0-15 x 0-65 = 13-39, 0-15 x 0-66 = 13-54, 0-15 x 0-67 = 13-69, 0-15 x 0-68 = 14-12, 0-15 x 0-69 = 14-27, 0-15 x 0-70 = 14-42, 0-15 x 0-71 = 14-57, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 0-64, 0-16 x 0-5 = 1-8, 0-16 x 0-6 = 1-24, 0-16 x 0-7 = 1-40, 0-16 x 0-8 = 1-56, 0-16 x 0-9 = 2-0, 0-16 x 0-10 = 2-16, 0-16 x 0-11 = 2-32, 0-16 x 0-12 = 2-48, 0-16 x 0-13 = 2-64, 0-16 x 0-14 = 3-8, 0-16 x 0-15 = 3-24, 0-16 x 0-16 = 3-40, 0-16 x 0-17 = 3-56, 0-16 x 0-18 = 4-0, 0-16 x 0-19 = 4-16, 0-16 x 0-20 = 4-32, 0-16 x 0-21 = 4-48, 0-16 x 0-22 = 4-64, 0-16 x 0-23 = 5-8, 0-16 x 0-24 = 5-24, 0-16 x 0-25 = 5-40, 0-16 x 0-26 = 5-56, 0-16 x 0-27 = 6-0, 0-16 x 0-28 = 6-16, 0-16 x 0-29 = 6-32, 0-16 x 0-30 = 6-48, 0-16 x 0-31 = 6-64, 0-16 x 0-32 = 7-8, 0-16 x 0-33 = 7-24, 0-16 x 0-34 = 7-40, 0-16 x 0-35 = 7-56, 0-16 x 0-36 = 8-0, 0-16 x 0-37 = 8-16, 0-16 x 0-38 = 8-32, 0-16 x 0-39 = 8-48, 0-16 x 0-40 = 8-64, 0-16 x 0-41 = 9-8, 0-16 x 0-42 = 9-24, 0-16 x 0-43 = 9-40, 0-16 x 0-44 = 9-56, 0-16 x 0-45 = 10-0, 0-16 x 0-46 = 10-16, 0-16 x 0-47 = 10-32, 0-16 x 0-48 = 10-48, 0-16 x 0-49 = 10-64, 0-16 x 0-50 = 11-8, 0-16 x 0-51 = 11-24, 0-16 x 0-52 = 11-40, 0-16 x 0-53 = 11-56, 0-16 x 0-54 = 12-0, 0-16 x 0-55 = 12-16, 0-16 x 0-56 = 12-32, 0-16 x 0-57 = 12-48, 0-16 x 0-58 = 12-64, 0-16 x 0-59 = 13-8, 0-16 x 0-60 = 13-24, 0-16 x 0-61 = 13-40, 0-16 x 0-62 = 13-56, 0-16 x 0-63 = 14-0, 0-16 x 0-64 = 14-16, 0-16 x 0-65 = 14-32, 0-16 x 0-66 = 14-48, 0-16 x 0-67 = 14-64, 0-16 x 0-68 = 15-8, 0-16 x 0-69 = 15-24, 0-16 x 0-70 = 15-40, 0-16 x 0-71 = 15-56, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 0-68, 0-17 x 0-5 = 1-13, 0-17 x 0-6 = 1-30, 0-17 x 0-7 = 1-47, 0-17 x 0-8 = 1-64, 0-17 x 0-9 = 2-9, 0-17 x 0-10 = 2-26, 0-17 x 0-11 = 2-43, 0-17 x 0-12 = 2-60, 0-17 x 0-13 = 3-5, 0-17 x 0-14 = 3-22, 0-17 x 0-15 = 3-39, 0-17 x 0-16 = 3-56, 0-17 x 0-17 = 4-1, 0-17 x 0-18 = 4-18, 0-17 x 0-19 = 4-35, 0-17 x 0-20 = 4-52, 0-17 x 0-21 = 4-69, 0-17 x 0-22 = 5-14, 0-17 x 0-23 = 5-31, 0-17 x 0-24 = 5-48, 0-17 x 0-25 = 5-65, 0-17 x 0-26 = 6-10, 0-17 x 0-27 = 6-27, 0-17 x 0-28 = 6-44, 0-17 x 0-29 = 6-61, 0-17 x 0-30 = 7-6, 0-17 x 0-31 = 7-23, 0-17 x 0-32 = 7-40, 0-17 x 0-33 = 7-57, 0-17 x 0-34 = 8-2, 0-17 x 0-35 = 8-19, 0-17 x 0-36 = 8-36, 0-17 x 0-37 = 8-53, 0-17 x 0-38 = 8-70, 0-17 x 0-39 = 9-15, 0-17 x 0-40 = 9-32, 0-17 x 0-41 = 9-49, 0-17 x 0-42 = 9-66, 0-17 x 0-43 = 10-11, 0-17 x 0-44 = 10-28, 0-17 x 0-45 = 10-45, 0-17 x 0-46 = 10-62, 0-17 x 0-47 = 11-7, 0-17 x 0-48 = 11-24, 0-17 x 0-49 = 11-41, 0-17 x 0-50 = 11-58, 0-17 x 0-51 = 12-3, 0-17 x 0-52 = 12-20, 0-17 x 0-53 = 12-37, 0-17 x 0-54 = 12-54, 0-17 x 0-55 = 12-71, 0-17 x 0-56 = 13-16, 0-17 x 0-57 = 13-33, 0-17 x 0-58 = 13-50, 0-17 x 0-59 = 13-67, 0-17 x 0-60 = 14-12, 0-17 x 0-61 = 14-29, 0-17 x 0-62 = 14-46, 0-17 x 0-63 = 14-63, 0-17 x 0-64 = 15-8, 0-17 x 0-65 = 15-25, 0-17 x 0-66 = 15-42, 0-17 x 0-67 = 15-59, 0-17 x 0-68 = 16-4, 0-17 x 0-69 = 16-21, 0-17 x 0-70 = 16-38, 0-17 x 0-71 = 16-55, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 1-0, 0-18 x 0-5 = 1-18, 0-18 x 0-6 = 1-36, 0-18 x 0-7 = 1-54, 0-18 x 0-8 = 2-0, 0-18 x 0-9 = 2-18, 0-18 x 0-10 = 2-36, 0-18 x 0-11 = 2-54, 0-18 x 0-12 = 3-0, 0-18 x 0-13 = 3-18, 0-18 x 0-14 = 3-36, 0-18 x 0-15 = 3-54, 0-18 x 0-16 = 4-0, 0-18 x 0-17 = 4-18, 0-18 x 0-18 = 4-36, 0-18 x 0-19 = 4-54, 0-18 x 0-20 = 5-0, 0-18 x 0-21 = 5-18, 0-18 x 0-22 = 5-36, 0-18 x 0-23 = 5-54, 0-18 x 0-24 = 6-0, 0-18 x 0-25 = 6-18, 0-18 x 0-26 = 6-36, 0-18 x 0-27 = 6-54, 0-18 x 0-28 = 7-0, 0-18 x 0-29 = 7-18, 0-18 x 0-30 = 7-36, 0-18 x 0-31 = 7-54, 0-18 x 0-32 = 8-0, 0-18 x 0-33 = 8-18, 0-18 x 0-34 = 8-36, 0-18 x 0-35 = 8-54, 0-18 x 0-36 = 9-0, 0-18 x 0-37 = 9-18, 0-18 x 0-38 = 9-36, 0-18 x 0-39 = 9-54, 0-18 x 0-40 = 10-0, 0-18 x 0-41 = 10-18, 0-18 x 0-42 = 10-36, 0-18 x 0-43 = 10-54, 0-18 x 0-44 = 11-0, 0-18 x 0-45 = 11-18, 0-18 x 0-46 = 11-36, 0-18 x 0-47 = 11-54, 0-18 x 0-48 = 12-0, 0-18 x 0-49 = 12-18, 0-18 x 0-50 = 12-36, 0-18 x 0-51 = 12-54, 0-18 x 0-52 = 13-0, 0-18 x 0-53 = 13-18, 0-18 x 0-54 = 13-36, 0-18 x 0-55 = 13-54, 0-18 x 0-56 = 14-0, 0-18 x 0-57 = 14-18, 0-18 x 0-58 = 14-36, 0-18 x 0-59 = 14-54, 0-18 x 0-60 = 15-0, 0-18 x 0-61 = 15-18, 0-18 x 0-62 = 15-36, 0-18 x 0-63 = 15-54, 0-18 x 0-64 = 16-0, 0-18 x 0-65 = 16-18, 0-18 x 0-66 = 16-36, 0-18 x 0-67 = 16-54, 0-18 x 0-68 = 17-0, 0-18 x 0-69 = 17-18, 0-18 x 0-70 = 17-36, 0-18 x 0-71 = 17-54, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 1-4, 0-19 x 0-5 = 1-23, 0-19 x 0-6 = 1-42, 0-19 x 0-7 = 1-61, 0-19 x 0-8 = 2-8, 0-19 x 0-9 = 2-27, 0-19 x 0-10 = 2-46, 0-19 x 0-11 = 2-65, 0-19 x 0-12 = 3-12, 0-19 x 0-13 = 3-31, 0-19 x 0-14 = 3-50, 0-19 x 0-15 = 3-69, 0-19 x 0-16 = 4-16, 0-19 x 0-17 = 4-35, 0-19 x 0-18 = 4-54, 0-19 x 0-19 = 5-1, 0-19 x 0-20 = 5-20, 0-19 x 0-21 = 5-39, 0-19 x 0-22 = 5-58, 0-19 x 0-23 = 6-5, 0-19 x 0-24 = 6-24, 0-19 x 0-25 = 6-43, 0-19 x 0-26 = 6-62, 0-19 x 0-27 = 7-9, 0-19 x 0-28 = 7-28, 0-19 x 0-29 = 7-47, 0-19 x 0-30 = 7-66, 0-19 x 0-31 = 8-13, 0-19 x 0-32 = 8-32, 0-19 x 0-33 = 8-51, 0-19 x 0-34 = 8-70, 0-19 x 0-35 = 9-17, 0-19 x 0-36 = 9-36, 0-19 x 0-37 = 9-55, 0-19 x 0-38 = 10-2, 0-19 x 0-39 = 10-21, 0-19 x 0-40 = 10-40, 0-19 x 0-41 = 10-59, 0-19 x 0-42 = 11-6, 0-19 x 0-43 = 11-25, 0-19 x 0-44 = 11-44, 0-19 x 0-45 = 11-63, 0-19 x 0-46 = 12-10, 0-19 x 0-47 = 12-29, 0-19 x 0-48 = 12-48, 0-19 x 0-49 = 12-67, 0-19 x 0-50 = 13-14, 0-19 x 0-51 = 13-33, 0-19 x 0-52 = 13-52, 0-19 x 0-53 = 13-71, 0-19 x 0-54 = 14-18, 0-19 x 0-55 = 14-37, 0-19 x 0-56 = 14-56, 0-19 x 0-57 = 15-3, 0-19 x 0-58 = 15-22, 0-19 x 0-59 = 15-41, 0-19 x 0-60 = 15-60, 0-19 x 0-61 = 16-7, 0-19 x 0-62 = 16-26, 0-19 x 0-63 = 16-45, 0-19 x 0-64 = 16-64, 0-19 x 0-65 = 17-11, 0-19 x 0-66 = 17-30, 0-19 x 0-67 = 17-49, 0-19 x 0-68 = 17-68, 0-19 x 0-69 = 18-15, 0-19 x 0-70 = 18-34, 0-19 x 0-71 = 18-53, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 1-8, 0-20 x 0-5 = 1-28, 0-20 x 0-6 = 1-48, 0-20 x 0-7 = 1-68, 0-20 x 0-8 = 2-16, 0-20 x 0-9 = 2-36, 0-20 x 0-10 = 2-56, 0-20 x 0-11 = 3-4, 0-20 x 0-12 = 3-24, 0-20 x 0-13 = 3-44, 0-20 x 0-14 = 3-64, 0-20 x 0-15 = 4-12, 0-20 x 0-16 = 4-32, 0-20 x 0-17 = 4-52, 0-20 x 0-18 = 5-0, 0-20 x 0-19 = 5-20, 0-20 x 0-20 = 5-40, 0-20 x 0-21 = 5-60, 0-20 x 0-22 = 6-8, 0-20 x 0-23 = 6-28, 0-20 x 0-24 = 6-48, 0-20 x 0-25 = 6-68, 0-20 x 0-26 = 7-16, 0-20 x 0-27 = 7-36, 0-20 x 0-28 = 7-56, 0-20 x 0-29 = 8-4, 0-20 x 0-30 = 8-24, 0-20 x 0-31 = 8-44, 0-20 x 0-32 = 8-64, 0-20 x 0-33 = 9-12, 0-20 x 0-34 = 9-32, 0-20 x 0-35 = 9-52, 0-20 x 0-36 = 10-0, 0-20 x 0-37 = 10-20, 0-20 x 0-38 = 10-40, 0-20 x 0-39 = 10-60, 0-20 x 0-40 = 11-8, 0-20 x 0-41 = 11-28, 0-20 x 0-42 = 11-48, 0-20 x 0-43 = 11-68, 0-20 x 0-44 = 12-16, 0-20 x 0-45 = 12-36, 0-20 x 0-46 = 12-56, 0-20 x 0-47 = 13-4, 0-20 x 0-48 = 13-24, 0-20 x 0-49 = 13-44, 0-20 x 0-50 = 13-64, 0-20 x 0-51 = 14-12, 0-20 x 0-52 = 14-32, 0-20 x 0-53 = 14-52, 0-20 x 0-54 = 15-0, 0-20 x 0-55 = 15-20, 0-20 x 0-56 = 15-40, 0-20 x 0-57 = 15-60, 0-20 x 0-58 = 16-8, 0-20 x 0-59 = 16-28, 0-20 x 0-60 = 16-48, 0-20 x 0-61 = 16-68, 0-20 x 0-62 = 17-16, 0-20 x 0-63 = 17-36, 0-20 x 0-64 = 17-56, 0-20 x 0-65 = 18-4, 0-20 x 0-66 = 18-24, 0-20 x 0-67 = 18-44, 0-20 x 0-68 = 18-64, 0-20 x 0-69 = 19-12, 0-20 x 0-70 = 19-32, 0-20 x 0-71 = 19-52, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 0-63, 0-21 x 0-4 = 1-12, 0-21 x 0-5 = 1-33, 0-21 x 0-6 = 1-54, 0-21 x 0-7 = 2-3, 0-21 x 0-8 = 2-24, 0-21 x 0-9 = 2-45, 0-21 x 0-10 = 2-66, 0-21 x 0-11 = 3-15, 0-21 x 0-12 = 3-36, 0-21 x 0-13 = 3-57, 0-21 x 0-14 = 4-6, 0-21 x 0-15 = 4-27, 0-21 x 0-16 = 4-48, 0-21 x 0-17 = 4-69, 0-21 x 0-18 = 5-18, 0-21 x 0-19 = 5-39, 0-21 x 0-20 = 5-60, 0-21 x 0-21 = 6-9, 0-21 x 0-22 = 6-30, 0-21 x 0-23 = 6-51, 0-21 x 0-24 = 7-0, 0-21 x 0-25 = 7-21, 0-21 x 0-26 = 7-42, 0-21 x 0-27 = 7-63, 0-21 x 0-28 = 8-12, 0-21 x 0-29 = 8-33, 0-21 x 0-30 = 8-54, 0-21 x 0-31 = 9-3, 0-21 x 0-32 = 9-24, 0-21 x 0-33 = 9-45, 0-21 x 0-34 = 9-66, 0-21 x 0-35 = 10-15, 0-21 x 0-36 = 10-36, 0-21 x 0-37 = 10-57, 0-21 x 0-38 = 11-6, 0-21 x 0-39 = 11-27, 0-21 x 0-40 = 11-48, 0-21 x 0-41 = 11-69, 0-21 x 0-42 = 12-18, 0-21 x 0-43 = 12-39, 0-21 x 0-44 = 12-60, 0-21 x 0-45 = 13-9, 0-21 x 0-46 = 13-30, 0-21 x 0-47 = 13-51, 0-21 x 0-48 = 14-0, 0-21 x 0-49 = 14-21, 0-21 x 0-50 = 14-42, 0-21 x 0-51 = 14-63, 0-21 x 0-52 = 15-12, 0-21 x 0-53 = 15-33, 0-21 x 0-54 = 15-54, 0-21 x 0-55 = 16-3, 0-21 x 0-56 = 16-24, 0-21 x 0-57 = 16-45, 0-21 x 0-58 = 16-66, 0-21 x 0-59 = 17-15, 0-21 x 0-60 = 17-36, 0-21 x 0-61 = 17-57, 0-21 x 0-62 = 18-6, 0-21 x 0-63 = 18-27, 0-21 x 0-64 = 18-48, 0-21 x 0-65 = 18-69, 0-21 x 0-66 = 19-18, 0-21 x 0-67 = 19-39, 0-21 x 0-68 = 19-60, 0-21 x 0-69 = 20-9, 0-21 x 0-70 = 20-30, 0-21 x 0-71 = 20-51, 
