29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 1-27, 29 x 4 = 1-56, 29 x 5 = 2-25, 29 x 6 = 2-54, 29 x 7 = 3-23, 29 x 8 = 3-52, 29 x 9 = 4-21, 29 x 10 = 4-50, 29 x 11 = 5-19, 29 x 12 = 5-48, 29 x 13 = 6-17, 29 x 14 = 6-46, 29 x 15 = 7-15, 29 x 16 = 7-44, 29 x 17 = 8-13, 29 x 18 = 8-42, 29 x 19 = 9-11, 29 x 20 = 9-40, 29 x 21 = 10-9, 29 x 22 = 10-38, 29 x 23 = 11-7, 29 x 24 = 11-36, 29 x 25 = 12-5, 29 x 26 = 12-34, 29 x 27 = 13-3, 29 x 28 = 13-32, 29 x 29 = 14-1, 29 x 30 = 14-30, 29 x 31 = 14-59, 29 x 32 = 15-28, 29 x 33 = 15-57, 29 x 34 = 16-26, 29 x 35 = 16-55, 29 x 36 = 17-24, 29 x 37 = 17-53, 29 x 38 = 18-22, 29 x 39 = 18-51, 29 x 40 = 19-20, 29 x 41 = 19-49, 29 x 42 = 20-18, 29 x 43 = 20-47, 29 x 44 = 21-16, 29 x 45 = 21-45, 29 x 46 = 22-14, 29 x 47 = 22-43, 29 x 48 = 23-12, 29 x 49 = 23-41, 29 x 50 = 24-10, 29 x 51 = 24-39, 29 x 52 = 25-8, 29 x 53 = 25-37, 29 x 54 = 26-6, 29 x 55 = 26-35, 29 x 56 = 27-4, 29 x 57 = 27-33, 29 x 58 = 28-2, 29 x 59 = 28-31, 
30 x 1 = 0-30, 30 x 2 = 1-0, 30 x 3 = 1-30, 30 x 4 = 2-0, 30 x 5 = 2-30, 30 x 6 = 3-0, 30 x 7 = 3-30, 30 x 8 = 4-0, 30 x 9 = 4-30, 30 x 10 = 5-0, 30 x 11 = 5-30, 30 x 12 = 6-0, 30 x 13 = 6-30, 30 x 14 = 7-0, 30 x 15 = 7-30, 30 x 16 = 8-0, 30 x 17 = 8-30, 30 x 18 = 9-0, 30 x 19 = 9-30, 30 x 20 = 10-0, 30 x 21 = 10-30, 30 x 22 = 11-0, 30 x 23 = 11-30, 30 x 24 = 12-0, 30 x 25 = 12-30, 30 x 26 = 13-0, 30 x 27 = 13-30, 30 x 28 = 14-0, 30 x 29 = 14-30, 30 x 30 = 15-0, 30 x 31 = 15-30, 30 x 32 = 16-0, 30 x 33 = 16-30, 30 x 34 = 17-0, 30 x 35 = 17-30, 30 x 36 = 18-0, 30 x 37 = 18-30, 30 x 38 = 19-0, 30 x 39 = 19-30, 30 x 40 = 20-0, 30 x 41 = 20-30, 30 x 42 = 21-0, 30 x 43 = 21-30, 30 x 44 = 22-0, 30 x 45 = 22-30, 30 x 46 = 23-0, 30 x 47 = 23-30, 30 x 48 = 24-0, 30 x 49 = 24-30, 30 x 50 = 25-0, 30 x 51 = 25-30, 30 x 52 = 26-0, 30 x 53 = 26-30, 30 x 54 = 27-0, 30 x 55 = 27-30, 30 x 56 = 28-0, 30 x 57 = 28-30, 30 x 58 = 29-0, 30 x 59 = 29-30, 
31 x 1 = 0-31, 31 x 2 = 1-2, 31 x 3 = 1-33, 31 x 4 = 2-4, 31 x 5 = 2-35, 31 x 6 = 3-6, 31 x 7 = 3-37, 31 x 8 = 4-8, 31 x 9 = 4-39, 31 x 10 = 5-10, 31 x 11 = 5-41, 31 x 12 = 6-12, 31 x 13 = 6-43, 31 x 14 = 7-14, 31 x 15 = 7-45, 31 x 16 = 8-16, 31 x 17 = 8-47, 31 x 18 = 9-18, 31 x 19 = 9-49, 31 x 20 = 10-20, 31 x 21 = 10-51, 31 x 22 = 11-22, 31 x 23 = 11-53, 31 x 24 = 12-24, 31 x 25 = 12-55, 31 x 26 = 13-26, 31 x 27 = 13-57, 31 x 28 = 14-28, 31 x 29 = 14-59, 31 x 30 = 15-30, 31 x 31 = 16-1, 31 x 32 = 16-32, 31 x 33 = 17-3, 31 x 34 = 17-34, 31 x 35 = 18-5, 31 x 36 = 18-36, 31 x 37 = 19-7, 31 x 38 = 19-38, 31 x 39 = 20-9, 31 x 40 = 20-40, 31 x 41 = 21-11, 31 x 42 = 21-42, 31 x 43 = 22-13, 31 x 44 = 22-44, 31 x 45 = 23-15, 31 x 46 = 23-46, 31 x 47 = 24-17, 31 x 48 = 24-48, 31 x 49 = 25-19, 31 x 50 = 25-50, 31 x 51 = 26-21, 31 x 52 = 26-52, 31 x 53 = 27-23, 31 x 54 = 27-54, 31 x 55 = 28-25, 31 x 56 = 28-56, 31 x 57 = 29-27, 31 x 58 = 29-58, 31 x 59 = 30-29, 
32 x 1 = 0-32, 32 x 2 = 1-4, 32 x 3 = 1-36, 32 x 4 = 2-8, 32 x 5 = 2-40, 32 x 6 = 3-12, 32 x 7 = 3-44, 32 x 8 = 4-16, 32 x 9 = 4-48, 32 x 10 = 5-20, 32 x 11 = 5-52, 32 x 12 = 6-24, 32 x 13 = 6-56, 32 x 14 = 7-28, 32 x 15 = 8-0, 32 x 16 = 8-32, 32 x 17 = 9-4, 32 x 18 = 9-36, 32 x 19 = 10-8, 32 x 20 = 10-40, 32 x 21 = 11-12, 32 x 22 = 11-44, 32 x 23 = 12-16, 32 x 24 = 12-48, 32 x 25 = 13-20, 32 x 26 = 13-52, 32 x 27 = 14-24, 32 x 28 = 14-56, 32 x 29 = 15-28, 32 x 30 = 16-0, 32 x 31 = 16-32, 32 x 32 = 17-4, 32 x 33 = 17-36, 32 x 34 = 18-8, 32 x 35 = 18-40, 32 x 36 = 19-12, 32 x 37 = 19-44, 32 x 38 = 20-16, 32 x 39 = 20-48, 32 x 40 = 21-20, 32 x 41 = 21-52, 32 x 42 = 22-24, 32 x 43 = 22-56, 32 x 44 = 23-28, 32 x 45 = 24-0, 32 x 46 = 24-32, 32 x 47 = 25-4, 32 x 48 = 25-36, 32 x 49 = 26-8, 32 x 50 = 26-40, 32 x 51 = 27-12, 32 x 52 = 27-44, 32 x 53 = 28-16, 32 x 54 = 28-48, 32 x 55 = 29-20, 32 x 56 = 29-52, 32 x 57 = 30-24, 32 x 58 = 30-56, 32 x 59 = 31-28, 
33 x 1 = 0-33, 33 x 2 = 1-6, 33 x 3 = 1-39, 33 x 4 = 2-12, 33 x 5 = 2-45, 33 x 6 = 3-18, 33 x 7 = 3-51, 33 x 8 = 4-24, 33 x 9 = 4-57, 33 x 10 = 5-30, 33 x 11 = 6-3, 33 x 12 = 6-36, 33 x 13 = 7-9, 33 x 14 = 7-42, 33 x 15 = 8-15, 33 x 16 = 8-48, 33 x 17 = 9-21, 33 x 18 = 9-54, 33 x 19 = 10-27, 33 x 20 = 11-0, 33 x 21 = 11-33, 33 x 22 = 12-6, 33 x 23 = 12-39, 33 x 24 = 13-12, 33 x 25 = 13-45, 33 x 26 = 14-18, 33 x 27 = 14-51, 33 x 28 = 15-24, 33 x 29 = 15-57, 33 x 30 = 16-30, 33 x 31 = 17-3, 33 x 32 = 17-36, 33 x 33 = 18-9, 33 x 34 = 18-42, 33 x 35 = 19-15, 33 x 36 = 19-48, 33 x 37 = 20-21, 33 x 38 = 20-54, 33 x 39 = 21-27, 33 x 40 = 22-0, 33 x 41 = 22-33, 33 x 42 = 23-6, 33 x 43 = 23-39, 33 x 44 = 24-12, 33 x 45 = 24-45, 33 x 46 = 25-18, 33 x 47 = 25-51, 33 x 48 = 26-24, 33 x 49 = 26-57, 33 x 50 = 27-30, 33 x 51 = 28-3, 33 x 52 = 28-36, 33 x 53 = 29-9, 33 x 54 = 29-42, 33 x 55 = 30-15, 33 x 56 = 30-48, 33 x 57 = 31-21, 33 x 58 = 31-54, 33 x 59 = 32-27, 
34 x 1 = 0-34, 34 x 2 = 1-8, 34 x 3 = 1-42, 34 x 4 = 2-16, 34 x 5 = 2-50, 34 x 6 = 3-24, 34 x 7 = 3-58, 34 x 8 = 4-32, 34 x 9 = 5-6, 34 x 10 = 5-40, 34 x 11 = 6-14, 34 x 12 = 6-48, 34 x 13 = 7-22, 34 x 14 = 7-56, 34 x 15 = 8-30, 34 x 16 = 9-4, 34 x 17 = 9-38, 34 x 18 = 10-12, 34 x 19 = 10-46, 34 x 20 = 11-20, 34 x 21 = 11-54, 34 x 22 = 12-28, 34 x 23 = 13-2, 34 x 24 = 13-36, 34 x 25 = 14-10, 34 x 26 = 14-44, 34 x 27 = 15-18, 34 x 28 = 15-52, 34 x 29 = 16-26, 34 x 30 = 17-0, 34 x 31 = 17-34, 34 x 32 = 18-8, 34 x 33 = 18-42, 34 x 34 = 19-16, 34 x 35 = 19-50, 34 x 36 = 20-24, 34 x 37 = 20-58, 34 x 38 = 21-32, 34 x 39 = 22-6, 34 x 40 = 22-40, 34 x 41 = 23-14, 34 x 42 = 23-48, 34 x 43 = 24-22, 34 x 44 = 24-56, 34 x 45 = 25-30, 34 x 46 = 26-4, 34 x 47 = 26-38, 34 x 48 = 27-12, 34 x 49 = 27-46, 34 x 50 = 28-20, 34 x 51 = 28-54, 34 x 52 = 29-28, 34 x 53 = 30-2, 34 x 54 = 30-36, 34 x 55 = 31-10, 34 x 56 = 31-44, 34 x 57 = 32-18, 34 x 58 = 32-52, 34 x 59 = 33-26, 
35 x 1 = 0-35, 35 x 2 = 1-10, 35 x 3 = 1-45, 35 x 4 = 2-20, 35 x 5 = 2-55, 35 x 6 = 3-30, 35 x 7 = 4-5, 35 x 8 = 4-40, 35 x 9 = 5-15, 35 x 10 = 5-50, 35 x 11 = 6-25, 35 x 12 = 7-0, 35 x 13 = 7-35, 35 x 14 = 8-10, 35 x 15 = 8-45, 35 x 16 = 9-20, 35 x 17 = 9-55, 35 x 18 = 10-30, 35 x 19 = 11-5, 35 x 20 = 11-40, 35 x 21 = 12-15, 35 x 22 = 12-50, 35 x 23 = 13-25, 35 x 24 = 14-0, 35 x 25 = 14-35, 35 x 26 = 15-10, 35 x 27 = 15-45, 35 x 28 = 16-20, 35 x 29 = 16-55, 35 x 30 = 17-30, 35 x 31 = 18-5, 35 x 32 = 18-40, 35 x 33 = 19-15, 35 x 34 = 19-50, 35 x 35 = 20-25, 35 x 36 = 21-0, 35 x 37 = 21-35, 35 x 38 = 22-10, 35 x 39 = 22-45, 35 x 40 = 23-20, 35 x 41 = 23-55, 35 x 42 = 24-30, 35 x 43 = 25-5, 35 x 44 = 25-40, 35 x 45 = 26-15, 35 x 46 = 26-50, 35 x 47 = 27-25, 35 x 48 = 28-0, 35 x 49 = 28-35, 35 x 50 = 29-10, 35 x 51 = 29-45, 35 x 52 = 30-20, 35 x 53 = 30-55, 35 x 54 = 31-30, 35 x 55 = 32-5, 35 x 56 = 32-40, 35 x 57 = 33-15, 35 x 58 = 33-50, 35 x 59 = 34-25, 
36 x 1 = 0-36, 36 x 2 = 1-12, 36 x 3 = 1-48, 36 x 4 = 2-24, 36 x 5 = 3-0, 36 x 6 = 3-36, 36 x 7 = 4-12, 36 x 8 = 4-48, 36 x 9 = 5-24, 36 x 10 = 6-0, 36 x 11 = 6-36, 36 x 12 = 7-12, 36 x 13 = 7-48, 36 x 14 = 8-24, 36 x 15 = 9-0, 36 x 16 = 9-36, 36 x 17 = 10-12, 36 x 18 = 10-48, 36 x 19 = 11-24, 36 x 20 = 12-0, 36 x 21 = 12-36, 36 x 22 = 13-12, 36 x 23 = 13-48, 36 x 24 = 14-24, 36 x 25 = 15-0, 36 x 26 = 15-36, 36 x 27 = 16-12, 36 x 28 = 16-48, 36 x 29 = 17-24, 36 x 30 = 18-0, 36 x 31 = 18-36, 36 x 32 = 19-12, 36 x 33 = 19-48, 36 x 34 = 20-24, 36 x 35 = 21-0, 36 x 36 = 21-36, 36 x 37 = 22-12, 36 x 38 = 22-48, 36 x 39 = 23-24, 36 x 40 = 24-0, 36 x 41 = 24-36, 36 x 42 = 25-12, 36 x 43 = 25-48, 36 x 44 = 26-24, 36 x 45 = 27-0, 36 x 46 = 27-36, 36 x 47 = 28-12, 36 x 48 = 28-48, 36 x 49 = 29-24, 36 x 50 = 30-0, 36 x 51 = 30-36, 36 x 52 = 31-12, 36 x 53 = 31-48, 36 x 54 = 32-24, 36 x 55 = 33-0, 36 x 56 = 33-36, 36 x 57 = 34-12, 36 x 58 = 34-48, 36 x 59 = 35-24, 
37 x 1 = 0-37, 37 x 2 = 1-14, 37 x 3 = 1-51, 37 x 4 = 2-28, 37 x 5 = 3-5, 37 x 6 = 3-42, 37 x 7 = 4-19, 37 x 8 = 4-56, 37 x 9 = 5-33, 37 x 10 = 6-10, 37 x 11 = 6-47, 37 x 12 = 7-24, 37 x 13 = 8-1, 37 x 14 = 8-38, 37 x 15 = 9-15, 37 x 16 = 9-52, 37 x 17 = 10-29, 37 x 18 = 11-6, 37 x 19 = 11-43, 37 x 20 = 12-20, 37 x 21 = 12-57, 37 x 22 = 13-34, 37 x 23 = 14-11, 37 x 24 = 14-48, 37 x 25 = 15-25, 37 x 26 = 16-2, 37 x 27 = 16-39, 37 x 28 = 17-16, 37 x 29 = 17-53, 37 x 30 = 18-30, 37 x 31 = 19-7, 37 x 32 = 19-44, 37 x 33 = 20-21, 37 x 34 = 20-58, 37 x 35 = 21-35, 37 x 36 = 22-12, 37 x 37 = 22-49, 37 x 38 = 23-26, 37 x 39 = 24-3, 37 x 40 = 24-40, 37 x 41 = 25-17, 37 x 42 = 25-54, 37 x 43 = 26-31, 37 x 44 = 27-8, 37 x 45 = 27-45, 37 x 46 = 28-22, 37 x 47 = 28-59, 37 x 48 = 29-36, 37 x 49 = 30-13, 37 x 50 = 30-50, 37 x 51 = 31-27, 37 x 52 = 32-4, 37 x 53 = 32-41, 37 x 54 = 33-18, 37 x 55 = 33-55, 37 x 56 = 34-32, 37 x 57 = 35-9, 37 x 58 = 35-46, 37 x 59 = 36-23, 
38 x 1 = 0-38, 38 x 2 = 1-16, 38 x 3 = 1-54, 38 x 4 = 2-32, 38 x 5 = 3-10, 38 x 6 = 3-48, 38 x 7 = 4-26, 38 x 8 = 5-4, 38 x 9 = 5-42, 38 x 10 = 6-20, 38 x 11 = 6-58, 38 x 12 = 7-36, 38 x 13 = 8-14, 38 x 14 = 8-52, 38 x 15 = 9-30, 38 x 16 = 10-8, 38 x 17 = 10-46, 38 x 18 = 11-24, 38 x 19 = 12-2, 38 x 20 = 12-40, 38 x 21 = 13-18, 38 x 22 = 13-56, 38 x 23 = 14-34, 38 x 24 = 15-12, 38 x 25 = 15-50, 38 x 26 = 16-28, 38 x 27 = 17-6, 38 x 28 = 17-44, 38 x 29 = 18-22, 38 x 30 = 19-0, 38 x 31 = 19-38, 38 x 32 = 20-16, 38 x 33 = 20-54, 38 x 34 = 21-32, 38 x 35 = 22-10, 38 x 36 = 22-48, 38 x 37 = 23-26, 38 x 38 = 24-4, 38 x 39 = 24-42, 38 x 40 = 25-20, 38 x 41 = 25-58, 38 x 42 = 26-36, 38 x 43 = 27-14, 38 x 44 = 27-52, 38 x 45 = 28-30, 38 x 46 = 29-8, 38 x 47 = 29-46, 38 x 48 = 30-24, 38 x 49 = 31-2, 38 x 50 = 31-40, 38 x 51 = 32-18, 38 x 52 = 32-56, 38 x 53 = 33-34, 38 x 54 = 34-12, 38 x 55 = 34-50, 38 x 56 = 35-28, 38 x 57 = 36-6, 38 x 58 = 36-44, 38 x 59 = 37-22, 
39 x 1 = 0-39, 39 x 2 = 1-18, 39 x 3 = 1-57, 39 x 4 = 2-36, 39 x 5 = 3-15, 39 x 6 = 3-54, 39 x 7 = 4-33, 39 x 8 = 5-12, 39 x 9 = 5-51, 39 x 10 = 6-30, 39 x 11 = 7-9, 39 x 12 = 7-48, 39 x 13 = 8-27, 39 x 14 = 9-6, 39 x 15 = 9-45, 39 x 16 = 10-24, 39 x 17 = 11-3, 39 x 18 = 11-42, 39 x 19 = 12-21, 39 x 20 = 13-0, 39 x 21 = 13-39, 39 x 22 = 14-18, 39 x 23 = 14-57, 39 x 24 = 15-36, 39 x 25 = 16-15, 39 x 26 = 16-54, 39 x 27 = 17-33, 39 x 28 = 18-12, 39 x 29 = 18-51, 39 x 30 = 19-30, 39 x 31 = 20-9, 39 x 32 = 20-48, 39 x 33 = 21-27, 39 x 34 = 22-6, 39 x 35 = 22-45, 39 x 36 = 23-24, 39 x 37 = 24-3, 39 x 38 = 24-42, 39 x 39 = 25-21, 39 x 40 = 26-0, 39 x 41 = 26-39, 39 x 42 = 27-18, 39 x 43 = 27-57, 39 x 44 = 28-36, 39 x 45 = 29-15, 39 x 46 = 29-54, 39 x 47 = 30-33, 39 x 48 = 31-12, 39 x 49 = 31-51, 39 x 50 = 32-30, 39 x 51 = 33-9, 39 x 52 = 33-48, 39 x 53 = 34-27, 39 x 54 = 35-6, 39 x 55 = 35-45, 39 x 56 = 36-24, 39 x 57 = 37-3, 39 x 58 = 37-42, 39 x 59 = 38-21, 
40 x 1 = 0-40, 40 x 2 = 1-20, 40 x 3 = 2-0, 40 x 4 = 2-40, 40 x 5 = 3-20, 40 x 6 = 4-0, 40 x 7 = 4-40, 40 x 8 = 5-20, 40 x 9 = 6-0, 40 x 10 = 6-40, 40 x 11 = 7-20, 40 x 12 = 8-0, 40 x 13 = 8-40, 40 x 14 = 9-20, 40 x 15 = 10-0, 40 x 16 = 10-40, 40 x 17 = 11-20, 40 x 18 = 12-0, 40 x 19 = 12-40, 40 x 20 = 13-20, 40 x 21 = 14-0, 40 x 22 = 14-40, 40 x 23 = 15-20, 40 x 24 = 16-0, 40 x 25 = 16-40, 40 x 26 = 17-20, 40 x 27 = 18-0, 40 x 28 = 18-40, 40 x 29 = 19-20, 40 x 30 = 20-0, 40 x 31 = 20-40, 40 x 32 = 21-20, 40 x 33 = 22-0, 40 x 34 = 22-40, 40 x 35 = 23-20, 40 x 36 = 24-0, 40 x 37 = 24-40, 40 x 38 = 25-20, 40 x 39 = 26-0, 40 x 40 = 26-40, 40 x 41 = 27-20, 40 x 42 = 28-0, 40 x 43 = 28-40, 40 x 44 = 29-20, 40 x 45 = 30-0, 40 x 46 = 30-40, 40 x 47 = 31-20, 40 x 48 = 32-0, 40 x 49 = 32-40, 40 x 50 = 33-20, 40 x 51 = 34-0, 40 x 52 = 34-40, 40 x 53 = 35-20, 40 x 54 = 36-0, 40 x 55 = 36-40, 40 x 56 = 37-20, 40 x 57 = 38-0, 40 x 58 = 38-40, 40 x 59 = 39-20, 
41 x 1 = 0-41, 41 x 2 = 1-22, 41 x 3 = 2-3, 41 x 4 = 2-44, 41 x 5 = 3-25, 41 x 6 = 4-6, 41 x 7 = 4-47, 41 x 8 = 5-28, 41 x 9 = 6-9, 41 x 10 = 6-50, 41 x 11 = 7-31, 41 x 12 = 8-12, 41 x 13 = 8-53, 41 x 14 = 9-34, 41 x 15 = 10-15, 41 x 16 = 10-56, 41 x 17 = 11-37, 41 x 18 = 12-18, 41 x 19 = 12-59, 41 x 20 = 13-40, 41 x 21 = 14-21, 41 x 22 = 15-2, 41 x 23 = 15-43, 41 x 24 = 16-24, 41 x 25 = 17-5, 41 x 26 = 17-46, 41 x 27 = 18-27, 41 x 28 = 19-8, 41 x 29 = 19-49, 41 x 30 = 20-30, 41 x 31 = 21-11, 41 x 32 = 21-52, 41 x 33 = 22-33, 41 x 34 = 23-14, 41 x 35 = 23-55, 41 x 36 = 24-36, 41 x 37 = 25-17, 41 x 38 = 25-58, 41 x 39 = 26-39, 41 x 40 = 27-20, 41 x 41 = 28-1, 41 x 42 = 28-42, 41 x 43 = 29-23, 41 x 44 = 30-4, 41 x 45 = 30-45, 41 x 46 = 31-26, 41 x 47 = 32-7, 41 x 48 = 32-48, 41 x 49 = 33-29, 41 x 50 = 34-10, 41 x 51 = 34-51, 41 x 52 = 35-32, 41 x 53 = 36-13, 41 x 54 = 36-54, 41 x 55 = 37-35, 41 x 56 = 38-16, 41 x 57 = 38-57, 41 x 58 = 39-38, 41 x 59 = 40-19, 
42 x 1 = 0-42, 42 x 2 = 1-24, 42 x 3 = 2-6, 42 x 4 = 2-48, 42 x 5 = 3-30, 42 x 6 = 4-12, 42 x 7 = 4-54, 42 x 8 = 5-36, 42 x 9 = 6-18, 42 x 10 = 7-0, 42 x 11 = 7-42, 42 x 12 = 8-24, 42 x 13 = 9-6, 42 x 14 = 9-48, 42 x 15 = 10-30, 42 x 16 = 11-12, 42 x 17 = 11-54, 42 x 18 = 12-36, 42 x 19 = 13-18, 42 x 20 = 14-0, 42 x 21 = 14-42, 42 x 22 = 15-24, 42 x 23 = 16-6, 42 x 24 = 16-48, 42 x 25 = 17-30, 42 x 26 = 18-12, 42 x 27 = 18-54, 42 x 28 = 19-36, 42 x 29 = 20-18, 42 x 30 = 21-0, 42 x 31 = 21-42, 42 x 32 = 22-24, 42 x 33 = 23-6, 42 x 34 = 23-48, 42 x 35 = 24-30, 42 x 36 = 25-12, 42 x 37 = 25-54, 42 x 38 = 26-36, 42 x 39 = 27-18, 42 x 40 = 28-0, 42 x 41 = 28-42, 42 x 42 = 29-24, 42 x 43 = 30-6, 42 x 44 = 30-48, 42 x 45 = 31-30, 42 x 46 = 32-12, 42 x 47 = 32-54, 42 x 48 = 33-36, 42 x 49 = 34-18, 42 x 50 = 35-0, 42 x 51 = 35-42, 42 x 52 = 36-24, 42 x 53 = 37-6, 42 x 54 = 37-48, 42 x 55 = 38-30, 42 x 56 = 39-12, 42 x 57 = 39-54, 42 x 58 = 40-36, 42 x 59 = 41-18, 
43 x 1 = 0-43, 43 x 2 = 1-26, 43 x 3 = 2-9, 43 x 4 = 2-52, 43 x 5 = 3-35, 43 x 6 = 4-18, 43 x 7 = 5-1, 43 x 8 = 5-44, 43 x 9 = 6-27, 43 x 10 = 7-10, 43 x 11 = 7-53, 43 x 12 = 8-36, 43 x 13 = 9-19, 43 x 14 = 10-2, 43 x 15 = 10-45, 43 x 16 = 11-28, 43 x 17 = 12-11, 43 x 18 = 12-54, 43 x 19 = 13-37, 43 x 20 = 14-20, 43 x 21 = 15-3, 43 x 22 = 15-46, 43 x 23 = 16-29, 43 x 24 = 17-12, 43 x 25 = 17-55, 43 x 26 = 18-38, 43 x 27 = 19-21, 43 x 28 = 20-4, 43 x 29 = 20-47, 43 x 30 = 21-30, 43 x 31 = 22-13, 43 x 32 = 22-56, 43 x 33 = 23-39, 43 x 34 = 24-22, 43 x 35 = 25-5, 43 x 36 = 25-48, 43 x 37 = 26-31, 43 x 38 = 27-14, 43 x 39 = 27-57, 43 x 40 = 28-40, 43 x 41 = 29-23, 43 x 42 = 30-6, 43 x 43 = 30-49, 43 x 44 = 31-32, 43 x 45 = 32-15, 43 x 46 = 32-58, 43 x 47 = 33-41, 43 x 48 = 34-24, 43 x 49 = 35-7, 43 x 50 = 35-50, 43 x 51 = 36-33, 43 x 52 = 37-16, 43 x 53 = 37-59, 43 x 54 = 38-42, 43 x 55 = 39-25, 43 x 56 = 40-8, 43 x 57 = 40-51, 43 x 58 = 41-34, 43 x 59 = 42-17, 
44 x 1 = 0-44, 44 x 2 = 1-28, 44 x 3 = 2-12, 44 x 4 = 2-56, 44 x 5 = 3-40, 44 x 6 = 4-24, 44 x 7 = 5-8, 44 x 8 = 5-52, 44 x 9 = 6-36, 44 x 10 = 7-20, 44 x 11 = 8-4, 44 x 12 = 8-48, 44 x 13 = 9-32, 44 x 14 = 10-16, 44 x 15 = 11-0, 44 x 16 = 11-44, 44 x 17 = 12-28, 44 x 18 = 13-12, 44 x 19 = 13-56, 44 x 20 = 14-40, 44 x 21 = 15-24, 44 x 22 = 16-8, 44 x 23 = 16-52, 44 x 24 = 17-36, 44 x 25 = 18-20, 44 x 26 = 19-4, 44 x 27 = 19-48, 44 x 28 = 20-32, 44 x 29 = 21-16, 44 x 30 = 22-0, 44 x 31 = 22-44, 44 x 32 = 23-28, 44 x 33 = 24-12, 44 x 34 = 24-56, 44 x 35 = 25-40, 44 x 36 = 26-24, 44 x 37 = 27-8, 44 x 38 = 27-52, 44 x 39 = 28-36, 44 x 40 = 29-20, 44 x 41 = 30-4, 44 x 42 = 30-48, 44 x 43 = 31-32, 44 x 44 = 32-16, 44 x 45 = 33-0, 44 x 46 = 33-44, 44 x 47 = 34-28, 44 x 48 = 35-12, 44 x 49 = 35-56, 44 x 50 = 36-40, 44 x 51 = 37-24, 44 x 52 = 38-8, 44 x 53 = 38-52, 44 x 54 = 39-36, 44 x 55 = 40-20, 44 x 56 = 41-4, 44 x 57 = 41-48, 44 x 58 = 42-32, 44 x 59 = 43-16, 
45 x 1 = 0-45, 45 x 2 = 1-30, 45 x 3 = 2-15, 45 x 4 = 3-0, 45 x 5 = 3-45, 45 x 6 = 4-30, 45 x 7 = 5-15, 45 x 8 = 6-0, 45 x 9 = 6-45, 45 x 10 = 7-30, 45 x 11 = 8-15, 45 x 12 = 9-0, 45 x 13 = 9-45, 45 x 14 = 10-30, 45 x 15 = 11-15, 45 x 16 = 12-0, 45 x 17 = 12-45, 45 x 18 = 13-30, 45 x 19 = 14-15, 45 x 20 = 15-0, 45 x 21 = 15-45, 45 x 22 = 16-30, 45 x 23 = 17-15, 45 x 24 = 18-0, 45 x 25 = 18-45, 45 x 26 = 19-30, 45 x 27 = 20-15, 45 x 28 = 21-0, 45 x 29 = 21-45, 45 x 30 = 22-30, 45 x 31 = 23-15, 45 x 32 = 24-0, 45 x 33 = 24-45, 45 x 34 = 25-30, 45 x 35 = 26-15, 45 x 36 = 27-0, 45 x 37 = 27-45, 45 x 38 = 28-30, 45 x 39 = 29-15, 45 x 40 = 30-0, 45 x 41 = 30-45, 45 x 42 = 31-30, 45 x 43 = 32-15, 45 x 44 = 33-0, 45 x 45 = 33-45, 45 x 46 = 34-30, 45 x 47 = 35-15, 45 x 48 = 36-0, 45 x 49 = 36-45, 45 x 50 = 37-30, 45 x 51 = 38-15, 45 x 52 = 39-0, 45 x 53 = 39-45, 45 x 54 = 40-30, 45 x 55 = 41-15, 45 x 56 = 42-0, 45 x 57 = 42-45, 45 x 58 = 43-30, 45 x 59 = 44-15, 
46 x 1 = 0-46, 46 x 2 = 1-32, 46 x 3 = 2-18, 46 x 4 = 3-4, 46 x 5 = 3-50, 46 x 6 = 4-36, 46 x 7 = 5-22, 46 x 8 = 6-8, 46 x 9 = 6-54, 46 x 10 = 7-40, 46 x 11 = 8-26, 46 x 12 = 9-12, 46 x 13 = 9-58, 46 x 14 = 10-44, 46 x 15 = 11-30, 46 x 16 = 12-16, 46 x 17 = 13-2, 46 x 18 = 13-48, 46 x 19 = 14-34, 46 x 20 = 15-20, 46 x 21 = 16-6, 46 x 22 = 16-52, 46 x 23 = 17-38, 46 x 24 = 18-24, 46 x 25 = 19-10, 46 x 26 = 19-56, 46 x 27 = 20-42, 46 x 28 = 21-28, 46 x 29 = 22-14, 46 x 30 = 23-0, 46 x 31 = 23-46, 46 x 32 = 24-32, 46 x 33 = 25-18, 46 x 34 = 26-4, 46 x 35 = 26-50, 46 x 36 = 27-36, 46 x 37 = 28-22, 46 x 38 = 29-8, 46 x 39 = 29-54, 46 x 40 = 30-40, 46 x 41 = 31-26, 46 x 42 = 32-12, 46 x 43 = 32-58, 46 x 44 = 33-44, 46 x 45 = 34-30, 46 x 46 = 35-16, 46 x 47 = 36-2, 46 x 48 = 36-48, 46 x 49 = 37-34, 46 x 50 = 38-20, 46 x 51 = 39-6, 46 x 52 = 39-52, 46 x 53 = 40-38, 46 x 54 = 41-24, 46 x 55 = 42-10, 46 x 56 = 42-56, 46 x 57 = 43-42, 46 x 58 = 44-28, 46 x 59 = 45-14, 
