11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 1-6, 11 x 7 = 1-17, 11 x 8 = 1-28, 11 x 9 = 1-39, 11 x 10 = 1-50, 11 x 11 = 2-1, 11 x 12 = 2-12, 11 x 13 = 2-23, 11 x 14 = 2-34, 11 x 15 = 2-45, 11 x 16 = 2-56, 11 x 17 = 3-7, 11 x 18 = 3-18, 11 x 19 = 3-29, 11 x 20 = 3-40, 11 x 21 = 3-51, 11 x 22 = 4-2, 11 x 23 = 4-13, 11 x 24 = 4-24, 11 x 25 = 4-35, 11 x 26 = 4-46, 11 x 27 = 4-57, 11 x 28 = 5-8, 11 x 29 = 5-19, 11 x 30 = 5-30, 11 x 31 = 5-41, 11 x 32 = 5-52, 11 x 33 = 6-3, 11 x 34 = 6-14, 11 x 35 = 6-25, 11 x 36 = 6-36, 11 x 37 = 6-47, 11 x 38 = 6-58, 11 x 39 = 7-9, 11 x 40 = 7-20, 11 x 41 = 7-31, 11 x 42 = 7-42, 11 x 43 = 7-53, 11 x 44 = 8-4, 11 x 45 = 8-15, 11 x 46 = 8-26, 11 x 47 = 8-37, 11 x 48 = 8-48, 11 x 49 = 8-59, 11 x 50 = 9-10, 11 x 51 = 9-21, 11 x 52 = 9-32, 11 x 53 = 9-43, 11 x 54 = 9-54, 11 x 55 = 10-5, 11 x 56 = 10-16, 11 x 57 = 10-27, 11 x 58 = 10-38, 11 x 59 = 10-49, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 1-0, 12 x 6 = 1-12, 12 x 7 = 1-24, 12 x 8 = 1-36, 12 x 9 = 1-48, 12 x 10 = 2-0, 12 x 11 = 2-12, 12 x 12 = 2-24, 12 x 13 = 2-36, 12 x 14 = 2-48, 12 x 15 = 3-0, 12 x 16 = 3-12, 12 x 17 = 3-24, 12 x 18 = 3-36, 12 x 19 = 3-48, 12 x 20 = 4-0, 12 x 21 = 4-12, 12 x 22 = 4-24, 12 x 23 = 4-36, 12 x 24 = 4-48, 12 x 25 = 5-0, 12 x 26 = 5-12, 12 x 27 = 5-24, 12 x 28 = 5-36, 12 x 29 = 5-48, 12 x 30 = 6-0, 12 x 31 = 6-12, 12 x 32 = 6-24, 12 x 33 = 6-36, 12 x 34 = 6-48, 12 x 35 = 7-0, 12 x 36 = 7-12, 12 x 37 = 7-24, 12 x 38 = 7-36, 12 x 39 = 7-48, 12 x 40 = 8-0, 12 x 41 = 8-12, 12 x 42 = 8-24, 12 x 43 = 8-36, 12 x 44 = 8-48, 12 x 45 = 9-0, 12 x 46 = 9-12, 12 x 47 = 9-24, 12 x 48 = 9-36, 12 x 49 = 9-48, 12 x 50 = 10-0, 12 x 51 = 10-12, 12 x 52 = 10-24, 12 x 53 = 10-36, 12 x 54 = 10-48, 12 x 55 = 11-0, 12 x 56 = 11-12, 12 x 57 = 11-24, 12 x 58 = 11-36, 12 x 59 = 11-48, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 1-5, 13 x 6 = 1-18, 13 x 7 = 1-31, 13 x 8 = 1-44, 13 x 9 = 1-57, 13 x 10 = 2-10, 13 x 11 = 2-23, 13 x 12 = 2-36, 13 x 13 = 2-49, 13 x 14 = 3-2, 13 x 15 = 3-15, 13 x 16 = 3-28, 13 x 17 = 3-41, 13 x 18 = 3-54, 13 x 19 = 4-7, 13 x 20 = 4-20, 13 x 21 = 4-33, 13 x 22 = 4-46, 13 x 23 = 4-59, 13 x 24 = 5-12, 13 x 25 = 5-25, 13 x 26 = 5-38, 13 x 27 = 5-51, 13 x 28 = 6-4, 13 x 29 = 6-17, 13 x 30 = 6-30, 13 x 31 = 6-43, 13 x 32 = 6-56, 13 x 33 = 7-9, 13 x 34 = 7-22, 13 x 35 = 7-35, 13 x 36 = 7-48, 13 x 37 = 8-1, 13 x 38 = 8-14, 13 x 39 = 8-27, 13 x 40 = 8-40, 13 x 41 = 8-53, 13 x 42 = 9-6, 13 x 43 = 9-19, 13 x 44 = 9-32, 13 x 45 = 9-45, 13 x 46 = 9-58, 13 x 47 = 10-11, 13 x 48 = 10-24, 13 x 49 = 10-37, 13 x 50 = 10-50, 13 x 51 = 11-3, 13 x 52 = 11-16, 13 x 53 = 11-29, 13 x 54 = 11-42, 13 x 55 = 11-55, 13 x 56 = 12-8, 13 x 57 = 12-21, 13 x 58 = 12-34, 13 x 59 = 12-47, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 1-10, 14 x 6 = 1-24, 14 x 7 = 1-38, 14 x 8 = 1-52, 14 x 9 = 2-6, 14 x 10 = 2-20, 14 x 11 = 2-34, 14 x 12 = 2-48, 14 x 13 = 3-2, 14 x 14 = 3-16, 14 x 15 = 3-30, 14 x 16 = 3-44, 14 x 17 = 3-58, 14 x 18 = 4-12, 14 x 19 = 4-26, 14 x 20 = 4-40, 14 x 21 = 4-54, 14 x 22 = 5-8, 14 x 23 = 5-22, 14 x 24 = 5-36, 14 x 25 = 5-50, 14 x 26 = 6-4, 14 x 27 = 6-18, 14 x 28 = 6-32, 14 x 29 = 6-46, 14 x 30 = 7-0, 14 x 31 = 7-14, 14 x 32 = 7-28, 14 x 33 = 7-42, 14 x 34 = 7-56, 14 x 35 = 8-10, 14 x 36 = 8-24, 14 x 37 = 8-38, 14 x 38 = 8-52, 14 x 39 = 9-6, 14 x 40 = 9-20, 14 x 41 = 9-34, 14 x 42 = 9-48, 14 x 43 = 10-2, 14 x 44 = 10-16, 14 x 45 = 10-30, 14 x 46 = 10-44, 14 x 47 = 10-58, 14 x 48 = 11-12, 14 x 49 = 11-26, 14 x 50 = 11-40, 14 x 51 = 11-54, 14 x 52 = 12-8, 14 x 53 = 12-22, 14 x 54 = 12-36, 14 x 55 = 12-50, 14 x 56 = 13-4, 14 x 57 = 13-18, 14 x 58 = 13-32, 14 x 59 = 13-46, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 1-0, 15 x 5 = 1-15, 15 x 6 = 1-30, 15 x 7 = 1-45, 15 x 8 = 2-0, 15 x 9 = 2-15, 15 x 10 = 2-30, 15 x 11 = 2-45, 15 x 12 = 3-0, 15 x 13 = 3-15, 15 x 14 = 3-30, 15 x 15 = 3-45, 15 x 16 = 4-0, 15 x 17 = 4-15, 15 x 18 = 4-30, 15 x 19 = 4-45, 15 x 20 = 5-0, 15 x 21 = 5-15, 15 x 22 = 5-30, 15 x 23 = 5-45, 15 x 24 = 6-0, 15 x 25 = 6-15, 15 x 26 = 6-30, 15 x 27 = 6-45, 15 x 28 = 7-0, 15 x 29 = 7-15, 15 x 30 = 7-30, 15 x 31 = 7-45, 15 x 32 = 8-0, 15 x 33 = 8-15, 15 x 34 = 8-30, 15 x 35 = 8-45, 15 x 36 = 9-0, 15 x 37 = 9-15, 15 x 38 = 9-30, 15 x 39 = 9-45, 15 x 40 = 10-0, 15 x 41 = 10-15, 15 x 42 = 10-30, 15 x 43 = 10-45, 15 x 44 = 11-0, 15 x 45 = 11-15, 15 x 46 = 11-30, 15 x 47 = 11-45, 15 x 48 = 12-0, 15 x 49 = 12-15, 15 x 50 = 12-30, 15 x 51 = 12-45, 15 x 52 = 13-0, 15 x 53 = 13-15, 15 x 54 = 13-30, 15 x 55 = 13-45, 15 x 56 = 14-0, 15 x 57 = 14-15, 15 x 58 = 14-30, 15 x 59 = 14-45, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 1-4, 16 x 5 = 1-20, 16 x 6 = 1-36, 16 x 7 = 1-52, 16 x 8 = 2-8, 16 x 9 = 2-24, 16 x 10 = 2-40, 16 x 11 = 2-56, 16 x 12 = 3-12, 16 x 13 = 3-28, 16 x 14 = 3-44, 16 x 15 = 4-0, 16 x 16 = 4-16, 16 x 17 = 4-32, 16 x 18 = 4-48, 16 x 19 = 5-4, 16 x 20 = 5-20, 16 x 21 = 5-36, 16 x 22 = 5-52, 16 x 23 = 6-8, 16 x 24 = 6-24, 16 x 25 = 6-40, 16 x 26 = 6-56, 16 x 27 = 7-12, 16 x 28 = 7-28, 16 x 29 = 7-44, 16 x 30 = 8-0, 16 x 31 = 8-16, 16 x 32 = 8-32, 16 x 33 = 8-48, 16 x 34 = 9-4, 16 x 35 = 9-20, 16 x 36 = 9-36, 16 x 37 = 9-52, 16 x 38 = 10-8, 16 x 39 = 10-24, 16 x 40 = 10-40, 16 x 41 = 10-56, 16 x 42 = 11-12, 16 x 43 = 11-28, 16 x 44 = 11-44, 16 x 45 = 12-0, 16 x 46 = 12-16, 16 x 47 = 12-32, 16 x 48 = 12-48, 16 x 49 = 13-4, 16 x 50 = 13-20, 16 x 51 = 13-36, 16 x 52 = 13-52, 16 x 53 = 14-8, 16 x 54 = 14-24, 16 x 55 = 14-40, 16 x 56 = 14-56, 16 x 57 = 15-12, 16 x 58 = 15-28, 16 x 59 = 15-44, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 1-8, 17 x 5 = 1-25, 17 x 6 = 1-42, 17 x 7 = 1-59, 17 x 8 = 2-16, 17 x 9 = 2-33, 17 x 10 = 2-50, 17 x 11 = 3-7, 17 x 12 = 3-24, 17 x 13 = 3-41, 17 x 14 = 3-58, 17 x 15 = 4-15, 17 x 16 = 4-32, 17 x 17 = 4-49, 17 x 18 = 5-6, 17 x 19 = 5-23, 17 x 20 = 5-40, 17 x 21 = 5-57, 17 x 22 = 6-14, 17 x 23 = 6-31, 17 x 24 = 6-48, 17 x 25 = 7-5, 17 x 26 = 7-22, 17 x 27 = 7-39, 17 x 28 = 7-56, 17 x 29 = 8-13, 17 x 30 = 8-30, 17 x 31 = 8-47, 17 x 32 = 9-4, 17 x 33 = 9-21, 17 x 34 = 9-38, 17 x 35 = 9-55, 17 x 36 = 10-12, 17 x 37 = 10-29, 17 x 38 = 10-46, 17 x 39 = 11-3, 17 x 40 = 11-20, 17 x 41 = 11-37, 17 x 42 = 11-54, 17 x 43 = 12-11, 17 x 44 = 12-28, 17 x 45 = 12-45, 17 x 46 = 13-2, 17 x 47 = 13-19, 17 x 48 = 13-36, 17 x 49 = 13-53, 17 x 50 = 14-10, 17 x 51 = 14-27, 17 x 52 = 14-44, 17 x 53 = 15-1, 17 x 54 = 15-18, 17 x 55 = 15-35, 17 x 56 = 15-52, 17 x 57 = 16-9, 17 x 58 = 16-26, 17 x 59 = 16-43, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 1-12, 18 x 5 = 1-30, 18 x 6 = 1-48, 18 x 7 = 2-6, 18 x 8 = 2-24, 18 x 9 = 2-42, 18 x 10 = 3-0, 18 x 11 = 3-18, 18 x 12 = 3-36, 18 x 13 = 3-54, 18 x 14 = 4-12, 18 x 15 = 4-30, 18 x 16 = 4-48, 18 x 17 = 5-6, 18 x 18 = 5-24, 18 x 19 = 5-42, 18 x 20 = 6-0, 18 x 21 = 6-18, 18 x 22 = 6-36, 18 x 23 = 6-54, 18 x 24 = 7-12, 18 x 25 = 7-30, 18 x 26 = 7-48, 18 x 27 = 8-6, 18 x 28 = 8-24, 18 x 29 = 8-42, 18 x 30 = 9-0, 18 x 31 = 9-18, 18 x 32 = 9-36, 18 x 33 = 9-54, 18 x 34 = 10-12, 18 x 35 = 10-30, 18 x 36 = 10-48, 18 x 37 = 11-6, 18 x 38 = 11-24, 18 x 39 = 11-42, 18 x 40 = 12-0, 18 x 41 = 12-18, 18 x 42 = 12-36, 18 x 43 = 12-54, 18 x 44 = 13-12, 18 x 45 = 13-30, 18 x 46 = 13-48, 18 x 47 = 14-6, 18 x 48 = 14-24, 18 x 49 = 14-42, 18 x 50 = 15-0, 18 x 51 = 15-18, 18 x 52 = 15-36, 18 x 53 = 15-54, 18 x 54 = 16-12, 18 x 55 = 16-30, 18 x 56 = 16-48, 18 x 57 = 17-6, 18 x 58 = 17-24, 18 x 59 = 17-42, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 1-16, 19 x 5 = 1-35, 19 x 6 = 1-54, 19 x 7 = 2-13, 19 x 8 = 2-32, 19 x 9 = 2-51, 19 x 10 = 3-10, 19 x 11 = 3-29, 19 x 12 = 3-48, 19 x 13 = 4-7, 19 x 14 = 4-26, 19 x 15 = 4-45, 19 x 16 = 5-4, 19 x 17 = 5-23, 19 x 18 = 5-42, 19 x 19 = 6-1, 19 x 20 = 6-20, 19 x 21 = 6-39, 19 x 22 = 6-58, 19 x 23 = 7-17, 19 x 24 = 7-36, 19 x 25 = 7-55, 19 x 26 = 8-14, 19 x 27 = 8-33, 19 x 28 = 8-52, 19 x 29 = 9-11, 19 x 30 = 9-30, 19 x 31 = 9-49, 19 x 32 = 10-8, 19 x 33 = 10-27, 19 x 34 = 10-46, 19 x 35 = 11-5, 19 x 36 = 11-24, 19 x 37 = 11-43, 19 x 38 = 12-2, 19 x 39 = 12-21, 19 x 40 = 12-40, 19 x 41 = 12-59, 19 x 42 = 13-18, 19 x 43 = 13-37, 19 x 44 = 13-56, 19 x 45 = 14-15, 19 x 46 = 14-34, 19 x 47 = 14-53, 19 x 48 = 15-12, 19 x 49 = 15-31, 19 x 50 = 15-50, 19 x 51 = 16-9, 19 x 52 = 16-28, 19 x 53 = 16-47, 19 x 54 = 17-6, 19 x 55 = 17-25, 19 x 56 = 17-44, 19 x 57 = 18-3, 19 x 58 = 18-22, 19 x 59 = 18-41, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 1-0, 20 x 4 = 1-20, 20 x 5 = 1-40, 20 x 6 = 2-0, 20 x 7 = 2-20, 20 x 8 = 2-40, 20 x 9 = 3-0, 20 x 10 = 3-20, 20 x 11 = 3-40, 20 x 12 = 4-0, 20 x 13 = 4-20, 20 x 14 = 4-40, 20 x 15 = 5-0, 20 x 16 = 5-20, 20 x 17 = 5-40, 20 x 18 = 6-0, 20 x 19 = 6-20, 20 x 20 = 6-40, 20 x 21 = 7-0, 20 x 22 = 7-20, 20 x 23 = 7-40, 20 x 24 = 8-0, 20 x 25 = 8-20, 20 x 26 = 8-40, 20 x 27 = 9-0, 20 x 28 = 9-20, 20 x 29 = 9-40, 20 x 30 = 10-0, 20 x 31 = 10-20, 20 x 32 = 10-40, 20 x 33 = 11-0, 20 x 34 = 11-20, 20 x 35 = 11-40, 20 x 36 = 12-0, 20 x 37 = 12-20, 20 x 38 = 12-40, 20 x 39 = 13-0, 20 x 40 = 13-20, 20 x 41 = 13-40, 20 x 42 = 14-0, 20 x 43 = 14-20, 20 x 44 = 14-40, 20 x 45 = 15-0, 20 x 46 = 15-20, 20 x 47 = 15-40, 20 x 48 = 16-0, 20 x 49 = 16-20, 20 x 50 = 16-40, 20 x 51 = 17-0, 20 x 52 = 17-20, 20 x 53 = 17-40, 20 x 54 = 18-0, 20 x 55 = 18-20, 20 x 56 = 18-40, 20 x 57 = 19-0, 20 x 58 = 19-20, 20 x 59 = 19-40, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 1-3, 21 x 4 = 1-24, 21 x 5 = 1-45, 21 x 6 = 2-6, 21 x 7 = 2-27, 21 x 8 = 2-48, 21 x 9 = 3-9, 21 x 10 = 3-30, 21 x 11 = 3-51, 21 x 12 = 4-12, 21 x 13 = 4-33, 21 x 14 = 4-54, 21 x 15 = 5-15, 21 x 16 = 5-36, 21 x 17 = 5-57, 21 x 18 = 6-18, 21 x 19 = 6-39, 21 x 20 = 7-0, 21 x 21 = 7-21, 21 x 22 = 7-42, 21 x 23 = 8-3, 21 x 24 = 8-24, 21 x 25 = 8-45, 21 x 26 = 9-6, 21 x 27 = 9-27, 21 x 28 = 9-48, 21 x 29 = 10-9, 21 x 30 = 10-30, 21 x 31 = 10-51, 21 x 32 = 11-12, 21 x 33 = 11-33, 21 x 34 = 11-54, 21 x 35 = 12-15, 21 x 36 = 12-36, 21 x 37 = 12-57, 21 x 38 = 13-18, 21 x 39 = 13-39, 21 x 40 = 14-0, 21 x 41 = 14-21, 21 x 42 = 14-42, 21 x 43 = 15-3, 21 x 44 = 15-24, 21 x 45 = 15-45, 21 x 46 = 16-6, 21 x 47 = 16-27, 21 x 48 = 16-48, 21 x 49 = 17-9, 21 x 50 = 17-30, 21 x 51 = 17-51, 21 x 52 = 18-12, 21 x 53 = 18-33, 21 x 54 = 18-54, 21 x 55 = 19-15, 21 x 56 = 19-36, 21 x 57 = 19-57, 21 x 58 = 20-18, 21 x 59 = 20-39, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 1-6, 22 x 4 = 1-28, 22 x 5 = 1-50, 22 x 6 = 2-12, 22 x 7 = 2-34, 22 x 8 = 2-56, 22 x 9 = 3-18, 22 x 10 = 3-40, 22 x 11 = 4-2, 22 x 12 = 4-24, 22 x 13 = 4-46, 22 x 14 = 5-8, 22 x 15 = 5-30, 22 x 16 = 5-52, 22 x 17 = 6-14, 22 x 18 = 6-36, 22 x 19 = 6-58, 22 x 20 = 7-20, 22 x 21 = 7-42, 22 x 22 = 8-4, 22 x 23 = 8-26, 22 x 24 = 8-48, 22 x 25 = 9-10, 22 x 26 = 9-32, 22 x 27 = 9-54, 22 x 28 = 10-16, 22 x 29 = 10-38, 22 x 30 = 11-0, 22 x 31 = 11-22, 22 x 32 = 11-44, 22 x 33 = 12-6, 22 x 34 = 12-28, 22 x 35 = 12-50, 22 x 36 = 13-12, 22 x 37 = 13-34, 22 x 38 = 13-56, 22 x 39 = 14-18, 22 x 40 = 14-40, 22 x 41 = 15-2, 22 x 42 = 15-24, 22 x 43 = 15-46, 22 x 44 = 16-8, 22 x 45 = 16-30, 22 x 46 = 16-52, 22 x 47 = 17-14, 22 x 48 = 17-36, 22 x 49 = 17-58, 22 x 50 = 18-20, 22 x 51 = 18-42, 22 x 52 = 19-4, 22 x 53 = 19-26, 22 x 54 = 19-48, 22 x 55 = 20-10, 22 x 56 = 20-32, 22 x 57 = 20-54, 22 x 58 = 21-16, 22 x 59 = 21-38, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 1-9, 23 x 4 = 1-32, 23 x 5 = 1-55, 23 x 6 = 2-18, 23 x 7 = 2-41, 23 x 8 = 3-4, 23 x 9 = 3-27, 23 x 10 = 3-50, 23 x 11 = 4-13, 23 x 12 = 4-36, 23 x 13 = 4-59, 23 x 14 = 5-22, 23 x 15 = 5-45, 23 x 16 = 6-8, 23 x 17 = 6-31, 23 x 18 = 6-54, 23 x 19 = 7-17, 23 x 20 = 7-40, 23 x 21 = 8-3, 23 x 22 = 8-26, 23 x 23 = 8-49, 23 x 24 = 9-12, 23 x 25 = 9-35, 23 x 26 = 9-58, 23 x 27 = 10-21, 23 x 28 = 10-44, 23 x 29 = 11-7, 23 x 30 = 11-30, 23 x 31 = 11-53, 23 x 32 = 12-16, 23 x 33 = 12-39, 23 x 34 = 13-2, 23 x 35 = 13-25, 23 x 36 = 13-48, 23 x 37 = 14-11, 23 x 38 = 14-34, 23 x 39 = 14-57, 23 x 40 = 15-20, 23 x 41 = 15-43, 23 x 42 = 16-6, 23 x 43 = 16-29, 23 x 44 = 16-52, 23 x 45 = 17-15, 23 x 46 = 17-38, 23 x 47 = 18-1, 23 x 48 = 18-24, 23 x 49 = 18-47, 23 x 50 = 19-10, 23 x 51 = 19-33, 23 x 52 = 19-56, 23 x 53 = 20-19, 23 x 54 = 20-42, 23 x 55 = 21-5, 23 x 56 = 21-28, 23 x 57 = 21-51, 23 x 58 = 22-14, 23 x 59 = 22-37, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 1-12, 24 x 4 = 1-36, 24 x 5 = 2-0, 24 x 6 = 2-24, 24 x 7 = 2-48, 24 x 8 = 3-12, 24 x 9 = 3-36, 24 x 10 = 4-0, 24 x 11 = 4-24, 24 x 12 = 4-48, 24 x 13 = 5-12, 24 x 14 = 5-36, 24 x 15 = 6-0, 24 x 16 = 6-24, 24 x 17 = 6-48, 24 x 18 = 7-12, 24 x 19 = 7-36, 24 x 20 = 8-0, 24 x 21 = 8-24, 24 x 22 = 8-48, 24 x 23 = 9-12, 24 x 24 = 9-36, 24 x 25 = 10-0, 24 x 26 = 10-24, 24 x 27 = 10-48, 24 x 28 = 11-12, 24 x 29 = 11-36, 24 x 30 = 12-0, 24 x 31 = 12-24, 24 x 32 = 12-48, 24 x 33 = 13-12, 24 x 34 = 13-36, 24 x 35 = 14-0, 24 x 36 = 14-24, 24 x 37 = 14-48, 24 x 38 = 15-12, 24 x 39 = 15-36, 24 x 40 = 16-0, 24 x 41 = 16-24, 24 x 42 = 16-48, 24 x 43 = 17-12, 24 x 44 = 17-36, 24 x 45 = 18-0, 24 x 46 = 18-24, 24 x 47 = 18-48, 24 x 48 = 19-12, 24 x 49 = 19-36, 24 x 50 = 20-0, 24 x 51 = 20-24, 24 x 52 = 20-48, 24 x 53 = 21-12, 24 x 54 = 21-36, 24 x 55 = 22-0, 24 x 56 = 22-24, 24 x 57 = 22-48, 24 x 58 = 23-12, 24 x 59 = 23-36, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 1-15, 25 x 4 = 1-40, 25 x 5 = 2-5, 25 x 6 = 2-30, 25 x 7 = 2-55, 25 x 8 = 3-20, 25 x 9 = 3-45, 25 x 10 = 4-10, 25 x 11 = 4-35, 25 x 12 = 5-0, 25 x 13 = 5-25, 25 x 14 = 5-50, 25 x 15 = 6-15, 25 x 16 = 6-40, 25 x 17 = 7-5, 25 x 18 = 7-30, 25 x 19 = 7-55, 25 x 20 = 8-20, 25 x 21 = 8-45, 25 x 22 = 9-10, 25 x 23 = 9-35, 25 x 24 = 10-0, 25 x 25 = 10-25, 25 x 26 = 10-50, 25 x 27 = 11-15, 25 x 28 = 11-40, 25 x 29 = 12-5, 25 x 30 = 12-30, 25 x 31 = 12-55, 25 x 32 = 13-20, 25 x 33 = 13-45, 25 x 34 = 14-10, 25 x 35 = 14-35, 25 x 36 = 15-0, 25 x 37 = 15-25, 25 x 38 = 15-50, 25 x 39 = 16-15, 25 x 40 = 16-40, 25 x 41 = 17-5, 25 x 42 = 17-30, 25 x 43 = 17-55, 25 x 44 = 18-20, 25 x 45 = 18-45, 25 x 46 = 19-10, 25 x 47 = 19-35, 25 x 48 = 20-0, 25 x 49 = 20-25, 25 x 50 = 20-50, 25 x 51 = 21-15, 25 x 52 = 21-40, 25 x 53 = 22-5, 25 x 54 = 22-30, 25 x 55 = 22-55, 25 x 56 = 23-20, 25 x 57 = 23-45, 25 x 58 = 24-10, 25 x 59 = 24-35, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 1-18, 26 x 4 = 1-44, 26 x 5 = 2-10, 26 x 6 = 2-36, 26 x 7 = 3-2, 26 x 8 = 3-28, 26 x 9 = 3-54, 26 x 10 = 4-20, 26 x 11 = 4-46, 26 x 12 = 5-12, 26 x 13 = 5-38, 26 x 14 = 6-4, 26 x 15 = 6-30, 26 x 16 = 6-56, 26 x 17 = 7-22, 26 x 18 = 7-48, 26 x 19 = 8-14, 26 x 20 = 8-40, 26 x 21 = 9-6, 26 x 22 = 9-32, 26 x 23 = 9-58, 26 x 24 = 10-24, 26 x 25 = 10-50, 26 x 26 = 11-16, 26 x 27 = 11-42, 26 x 28 = 12-8, 26 x 29 = 12-34, 26 x 30 = 13-0, 26 x 31 = 13-26, 26 x 32 = 13-52, 26 x 33 = 14-18, 26 x 34 = 14-44, 26 x 35 = 15-10, 26 x 36 = 15-36, 26 x 37 = 16-2, 26 x 38 = 16-28, 26 x 39 = 16-54, 26 x 40 = 17-20, 26 x 41 = 17-46, 26 x 42 = 18-12, 26 x 43 = 18-38, 26 x 44 = 19-4, 26 x 45 = 19-30, 26 x 46 = 19-56, 26 x 47 = 20-22, 26 x 48 = 20-48, 26 x 49 = 21-14, 26 x 50 = 21-40, 26 x 51 = 22-6, 26 x 52 = 22-32, 26 x 53 = 22-58, 26 x 54 = 23-24, 26 x 55 = 23-50, 26 x 56 = 24-16, 26 x 57 = 24-42, 26 x 58 = 25-8, 26 x 59 = 25-34, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 1-21, 27 x 4 = 1-48, 27 x 5 = 2-15, 27 x 6 = 2-42, 27 x 7 = 3-9, 27 x 8 = 3-36, 27 x 9 = 4-3, 27 x 10 = 4-30, 27 x 11 = 4-57, 27 x 12 = 5-24, 27 x 13 = 5-51, 27 x 14 = 6-18, 27 x 15 = 6-45, 27 x 16 = 7-12, 27 x 17 = 7-39, 27 x 18 = 8-6, 27 x 19 = 8-33, 27 x 20 = 9-0, 27 x 21 = 9-27, 27 x 22 = 9-54, 27 x 23 = 10-21, 27 x 24 = 10-48, 27 x 25 = 11-15, 27 x 26 = 11-42, 27 x 27 = 12-9, 27 x 28 = 12-36, 27 x 29 = 13-3, 27 x 30 = 13-30, 27 x 31 = 13-57, 27 x 32 = 14-24, 27 x 33 = 14-51, 27 x 34 = 15-18, 27 x 35 = 15-45, 27 x 36 = 16-12, 27 x 37 = 16-39, 27 x 38 = 17-6, 27 x 39 = 17-33, 27 x 40 = 18-0, 27 x 41 = 18-27, 27 x 42 = 18-54, 27 x 43 = 19-21, 27 x 44 = 19-48, 27 x 45 = 20-15, 27 x 46 = 20-42, 27 x 47 = 21-9, 27 x 48 = 21-36, 27 x 49 = 22-3, 27 x 50 = 22-30, 27 x 51 = 22-57, 27 x 52 = 23-24, 27 x 53 = 23-51, 27 x 54 = 24-18, 27 x 55 = 24-45, 27 x 56 = 25-12, 27 x 57 = 25-39, 27 x 58 = 26-6, 27 x 59 = 26-33, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 1-24, 28 x 4 = 1-52, 28 x 5 = 2-20, 28 x 6 = 2-48, 28 x 7 = 3-16, 28 x 8 = 3-44, 28 x 9 = 4-12, 28 x 10 = 4-40, 28 x 11 = 5-8, 28 x 12 = 5-36, 28 x 13 = 6-4, 28 x 14 = 6-32, 28 x 15 = 7-0, 28 x 16 = 7-28, 28 x 17 = 7-56, 28 x 18 = 8-24, 28 x 19 = 8-52, 28 x 20 = 9-20, 28 x 21 = 9-48, 28 x 22 = 10-16, 28 x 23 = 10-44, 28 x 24 = 11-12, 28 x 25 = 11-40, 28 x 26 = 12-8, 28 x 27 = 12-36, 28 x 28 = 13-4, 28 x 29 = 13-32, 28 x 30 = 14-0, 28 x 31 = 14-28, 28 x 32 = 14-56, 28 x 33 = 15-24, 28 x 34 = 15-52, 28 x 35 = 16-20, 28 x 36 = 16-48, 28 x 37 = 17-16, 28 x 38 = 17-44, 28 x 39 = 18-12, 28 x 40 = 18-40, 28 x 41 = 19-8, 28 x 42 = 19-36, 28 x 43 = 20-4, 28 x 44 = 20-32, 28 x 45 = 21-0, 28 x 46 = 21-28, 28 x 47 = 21-56, 28 x 48 = 22-24, 28 x 49 = 22-52, 28 x 50 = 23-20, 28 x 51 = 23-48, 28 x 52 = 24-16, 28 x 53 = 24-44, 28 x 54 = 25-12, 28 x 55 = 25-40, 28 x 56 = 26-8, 28 x 57 = 26-36, 28 x 58 = 27-4, 28 x 59 = 27-32, 
