0-21 x 0-1 = 0-21, 0-21 x 0-2 = 1-6, 0-21 x 0-3 = 1-27, 0-21 x 0-4 = 2-12, 0-21 x 0-5 = 2-33, 0-21 x 0-6 = 3-18, 0-21 x 0-7 = 4-3, 0-21 x 0-8 = 4-24, 0-21 x 0-9 = 5-9, 0-21 x 0-10 = 5-30, 0-21 x 0-11 = 6-15, 0-21 x 0-12 = 7-0, 0-21 x 0-13 = 7-21, 0-21 x 0-14 = 8-6, 0-21 x 0-15 = 8-27, 0-21 x 0-16 = 9-12, 0-21 x 0-17 = 9-33, 0-21 x 0-18 = 10-18, 0-21 x 0-19 = 11-3, 0-21 x 0-20 = 11-24, 0-21 x 0-21 = 12-9, 0-21 x 0-22 = 12-30, 0-21 x 0-23 = 13-15, 0-21 x 0-24 = 14-0, 0-21 x 0-25 = 14-21, 0-21 x 0-26 = 15-6, 0-21 x 0-27 = 15-27, 0-21 x 0-28 = 16-12, 0-21 x 0-29 = 16-33, 0-21 x 0-30 = 17-18, 0-21 x 0-31 = 18-3, 0-21 x 0-32 = 18-24, 0-21 x 0-33 = 19-9, 0-21 x 0-34 = 19-30, 0-21 x 0-35 = 20-15, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 1-8, 0-22 x 0-3 = 1-30, 0-22 x 0-4 = 2-16, 0-22 x 0-5 = 3-2, 0-22 x 0-6 = 3-24, 0-22 x 0-7 = 4-10, 0-22 x 0-8 = 4-32, 0-22 x 0-9 = 5-18, 0-22 x 0-10 = 6-4, 0-22 x 0-11 = 6-26, 0-22 x 0-12 = 7-12, 0-22 x 0-13 = 7-34, 0-22 x 0-14 = 8-20, 0-22 x 0-15 = 9-6, 0-22 x 0-16 = 9-28, 0-22 x 0-17 = 10-14, 0-22 x 0-18 = 11-0, 0-22 x 0-19 = 11-22, 0-22 x 0-20 = 12-8, 0-22 x 0-21 = 12-30, 0-22 x 0-22 = 13-16, 0-22 x 0-23 = 14-2, 0-22 x 0-24 = 14-24, 0-22 x 0-25 = 15-10, 0-22 x 0-26 = 15-32, 0-22 x 0-27 = 16-18, 0-22 x 0-28 = 17-4, 0-22 x 0-29 = 17-26, 0-22 x 0-30 = 18-12, 0-22 x 0-31 = 18-34, 0-22 x 0-32 = 19-20, 0-22 x 0-33 = 20-6, 0-22 x 0-34 = 20-28, 0-22 x 0-35 = 21-14, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 1-10, 0-23 x 0-3 = 1-33, 0-23 x 0-4 = 2-20, 0-23 x 0-5 = 3-7, 0-23 x 0-6 = 3-30, 0-23 x 0-7 = 4-17, 0-23 x 0-8 = 5-4, 0-23 x 0-9 = 5-27, 0-23 x 0-10 = 6-14, 0-23 x 0-11 = 7-1, 0-23 x 0-12 = 7-24, 0-23 x 0-13 = 8-11, 0-23 x 0-14 = 8-34, 0-23 x 0-15 = 9-21, 0-23 x 0-16 = 10-8, 0-23 x 0-17 = 10-31, 0-23 x 0-18 = 11-18, 0-23 x 0-19 = 12-5, 0-23 x 0-20 = 12-28, 0-23 x 0-21 = 13-15, 0-23 x 0-22 = 14-2, 0-23 x 0-23 = 14-25, 0-23 x 0-24 = 15-12, 0-23 x 0-25 = 15-35, 0-23 x 0-26 = 16-22, 0-23 x 0-27 = 17-9, 0-23 x 0-28 = 17-32, 0-23 x 0-29 = 18-19, 0-23 x 0-30 = 19-6, 0-23 x 0-31 = 19-29, 0-23 x 0-32 = 20-16, 0-23 x 0-33 = 21-3, 0-23 x 0-34 = 21-26, 0-23 x 0-35 = 22-13, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 1-12, 0-24 x 0-3 = 2-0, 0-24 x 0-4 = 2-24, 0-24 x 0-5 = 3-12, 0-24 x 0-6 = 4-0, 0-24 x 0-7 = 4-24, 0-24 x 0-8 = 5-12, 0-24 x 0-9 = 6-0, 0-24 x 0-10 = 6-24, 0-24 x 0-11 = 7-12, 0-24 x 0-12 = 8-0, 0-24 x 0-13 = 8-24, 0-24 x 0-14 = 9-12, 0-24 x 0-15 = 10-0, 0-24 x 0-16 = 10-24, 0-24 x 0-17 = 11-12, 0-24 x 0-18 = 12-0, 0-24 x 0-19 = 12-24, 0-24 x 0-20 = 13-12, 0-24 x 0-21 = 14-0, 0-24 x 0-22 = 14-24, 0-24 x 0-23 = 15-12, 0-24 x 0-24 = 16-0, 0-24 x 0-25 = 16-24, 0-24 x 0-26 = 17-12, 0-24 x 0-27 = 18-0, 0-24 x 0-28 = 18-24, 0-24 x 0-29 = 19-12, 0-24 x 0-30 = 20-0, 0-24 x 0-31 = 20-24, 0-24 x 0-32 = 21-12, 0-24 x 0-33 = 22-0, 0-24 x 0-34 = 22-24, 0-24 x 0-35 = 23-12, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 1-14, 0-25 x 0-3 = 2-3, 0-25 x 0-4 = 2-28, 0-25 x 0-5 = 3-17, 0-25 x 0-6 = 4-6, 0-25 x 0-7 = 4-31, 0-25 x 0-8 = 5-20, 0-25 x 0-9 = 6-9, 0-25 x 0-10 = 6-34, 0-25 x 0-11 = 7-23, 0-25 x 0-12 = 8-12, 0-25 x 0-13 = 9-1, 0-25 x 0-14 = 9-26, 0-25 x 0-15 = 10-15, 0-25 x 0-16 = 11-4, 0-25 x 0-17 = 11-29, 0-25 x 0-18 = 12-18, 0-25 x 0-19 = 13-7, 0-25 x 0-20 = 13-32, 0-25 x 0-21 = 14-21, 0-25 x 0-22 = 15-10, 0-25 x 0-23 = 15-35, 0-25 x 0-24 = 16-24, 0-25 x 0-25 = 17-13, 0-25 x 0-26 = 18-2, 0-25 x 0-27 = 18-27, 0-25 x 0-28 = 19-16, 0-25 x 0-29 = 20-5, 0-25 x 0-30 = 20-30, 0-25 x 0-31 = 21-19, 0-25 x 0-32 = 22-8, 0-25 x 0-33 = 22-33, 0-25 x 0-34 = 23-22, 0-25 x 0-35 = 24-11, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-16, 0-26 x 0-3 = 2-6, 0-26 x 0-4 = 2-32, 0-26 x 0-5 = 3-22, 0-26 x 0-6 = 4-12, 0-26 x 0-7 = 5-2, 0-26 x 0-8 = 5-28, 0-26 x 0-9 = 6-18, 0-26 x 0-10 = 7-8, 0-26 x 0-11 = 7-34, 0-26 x 0-12 = 8-24, 0-26 x 0-13 = 9-14, 0-26 x 0-14 = 10-4, 0-26 x 0-15 = 10-30, 0-26 x 0-16 = 11-20, 0-26 x 0-17 = 12-10, 0-26 x 0-18 = 13-0, 0-26 x 0-19 = 13-26, 0-26 x 0-20 = 14-16, 0-26 x 0-21 = 15-6, 0-26 x 0-22 = 15-32, 0-26 x 0-23 = 16-22, 0-26 x 0-24 = 17-12, 0-26 x 0-25 = 18-2, 0-26 x 0-26 = 18-28, 0-26 x 0-27 = 19-18, 0-26 x 0-28 = 20-8, 0-26 x 0-29 = 20-34, 0-26 x 0-30 = 21-24, 0-26 x 0-31 = 22-14, 0-26 x 0-32 = 23-4, 0-26 x 0-33 = 23-30, 0-26 x 0-34 = 24-20, 0-26 x 0-35 = 25-10, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-18, 0-27 x 0-3 = 2-9, 0-27 x 0-4 = 3-0, 0-27 x 0-5 = 3-27, 0-27 x 0-6 = 4-18, 0-27 x 0-7 = 5-9, 0-27 x 0-8 = 6-0, 0-27 x 0-9 = 6-27, 0-27 x 0-10 = 7-18, 0-27 x 0-11 = 8-9, 0-27 x 0-12 = 9-0, 0-27 x 0-13 = 9-27, 0-27 x 0-14 = 10-18, 0-27 x 0-15 = 11-9, 0-27 x 0-16 = 12-0, 0-27 x 0-17 = 12-27, 0-27 x 0-18 = 13-18, 0-27 x 0-19 = 14-9, 0-27 x 0-20 = 15-0, 0-27 x 0-21 = 15-27, 0-27 x 0-22 = 16-18, 0-27 x 0-23 = 17-9, 0-27 x 0-24 = 18-0, 0-27 x 0-25 = 18-27, 0-27 x 0-26 = 19-18, 0-27 x 0-27 = 20-9, 0-27 x 0-28 = 21-0, 0-27 x 0-29 = 21-27, 0-27 x 0-30 = 22-18, 0-27 x 0-31 = 23-9, 0-27 x 0-32 = 24-0, 0-27 x 0-33 = 24-27, 0-27 x 0-34 = 25-18, 0-27 x 0-35 = 26-9, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-20, 0-28 x 0-3 = 2-12, 0-28 x 0-4 = 3-4, 0-28 x 0-5 = 3-32, 0-28 x 0-6 = 4-24, 0-28 x 0-7 = 5-16, 0-28 x 0-8 = 6-8, 0-28 x 0-9 = 7-0, 0-28 x 0-10 = 7-28, 0-28 x 0-11 = 8-20, 0-28 x 0-12 = 9-12, 0-28 x 0-13 = 10-4, 0-28 x 0-14 = 10-32, 0-28 x 0-15 = 11-24, 0-28 x 0-16 = 12-16, 0-28 x 0-17 = 13-8, 0-28 x 0-18 = 14-0, 0-28 x 0-19 = 14-28, 0-28 x 0-20 = 15-20, 0-28 x 0-21 = 16-12, 0-28 x 0-22 = 17-4, 0-28 x 0-23 = 17-32, 0-28 x 0-24 = 18-24, 0-28 x 0-25 = 19-16, 0-28 x 0-26 = 20-8, 0-28 x 0-27 = 21-0, 0-28 x 0-28 = 21-28, 0-28 x 0-29 = 22-20, 0-28 x 0-30 = 23-12, 0-28 x 0-31 = 24-4, 0-28 x 0-32 = 24-32, 0-28 x 0-33 = 25-24, 0-28 x 0-34 = 26-16, 0-28 x 0-35 = 27-8, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-22, 0-29 x 0-3 = 2-15, 0-29 x 0-4 = 3-8, 0-29 x 0-5 = 4-1, 0-29 x 0-6 = 4-30, 0-29 x 0-7 = 5-23, 0-29 x 0-8 = 6-16, 0-29 x 0-9 = 7-9, 0-29 x 0-10 = 8-2, 0-29 x 0-11 = 8-31, 0-29 x 0-12 = 9-24, 0-29 x 0-13 = 10-17, 0-29 x 0-14 = 11-10, 0-29 x 0-15 = 12-3, 0-29 x 0-16 = 12-32, 0-29 x 0-17 = 13-25, 0-29 x 0-18 = 14-18, 0-29 x 0-19 = 15-11, 0-29 x 0-20 = 16-4, 0-29 x 0-21 = 16-33, 0-29 x 0-22 = 17-26, 0-29 x 0-23 = 18-19, 0-29 x 0-24 = 19-12, 0-29 x 0-25 = 20-5, 0-29 x 0-26 = 20-34, 0-29 x 0-27 = 21-27, 0-29 x 0-28 = 22-20, 0-29 x 0-29 = 23-13, 0-29 x 0-30 = 24-6, 0-29 x 0-31 = 24-35, 0-29 x 0-32 = 25-28, 0-29 x 0-33 = 26-21, 0-29 x 0-34 = 27-14, 0-29 x 0-35 = 28-7, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-24, 0-30 x 0-3 = 2-18, 0-30 x 0-4 = 3-12, 0-30 x 0-5 = 4-6, 0-30 x 0-6 = 5-0, 0-30 x 0-7 = 5-30, 0-30 x 0-8 = 6-24, 0-30 x 0-9 = 7-18, 0-30 x 0-10 = 8-12, 0-30 x 0-11 = 9-6, 0-30 x 0-12 = 10-0, 0-30 x 0-13 = 10-30, 0-30 x 0-14 = 11-24, 0-30 x 0-15 = 12-18, 0-30 x 0-16 = 13-12, 0-30 x 0-17 = 14-6, 0-30 x 0-18 = 15-0, 0-30 x 0-19 = 15-30, 0-30 x 0-20 = 16-24, 0-30 x 0-21 = 17-18, 0-30 x 0-22 = 18-12, 0-30 x 0-23 = 19-6, 0-30 x 0-24 = 20-0, 0-30 x 0-25 = 20-30, 0-30 x 0-26 = 21-24, 0-30 x 0-27 = 22-18, 0-30 x 0-28 = 23-12, 0-30 x 0-29 = 24-6, 0-30 x 0-30 = 25-0, 0-30 x 0-31 = 25-30, 0-30 x 0-32 = 26-24, 0-30 x 0-33 = 27-18, 0-30 x 0-34 = 28-12, 0-30 x 0-35 = 29-6, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-26, 0-31 x 0-3 = 2-21, 0-31 x 0-4 = 3-16, 0-31 x 0-5 = 4-11, 0-31 x 0-6 = 5-6, 0-31 x 0-7 = 6-1, 0-31 x 0-8 = 6-32, 0-31 x 0-9 = 7-27, 0-31 x 0-10 = 8-22, 0-31 x 0-11 = 9-17, 0-31 x 0-12 = 10-12, 0-31 x 0-13 = 11-7, 0-31 x 0-14 = 12-2, 0-31 x 0-15 = 12-33, 0-31 x 0-16 = 13-28, 0-31 x 0-17 = 14-23, 0-31 x 0-18 = 15-18, 0-31 x 0-19 = 16-13, 0-31 x 0-20 = 17-8, 0-31 x 0-21 = 18-3, 0-31 x 0-22 = 18-34, 0-31 x 0-23 = 19-29, 0-31 x 0-24 = 20-24, 0-31 x 0-25 = 21-19, 0-31 x 0-26 = 22-14, 0-31 x 0-27 = 23-9, 0-31 x 0-28 = 24-4, 0-31 x 0-29 = 24-35, 0-31 x 0-30 = 25-30, 0-31 x 0-31 = 26-25, 0-31 x 0-32 = 27-20, 0-31 x 0-33 = 28-15, 0-31 x 0-34 = 29-10, 0-31 x 0-35 = 30-5, 
0-32 x 0-1 = 0-32, 0-32 x 0-2 = 1-28, 0-32 x 0-3 = 2-24, 0-32 x 0-4 = 3-20, 0-32 x 0-5 = 4-16, 0-32 x 0-6 = 5-12, 0-32 x 0-7 = 6-8, 0-32 x 0-8 = 7-4, 0-32 x 0-9 = 8-0, 0-32 x 0-10 = 8-32, 0-32 x 0-11 = 9-28, 0-32 x 0-12 = 10-24, 0-32 x 0-13 = 11-20, 0-32 x 0-14 = 12-16, 0-32 x 0-15 = 13-12, 0-32 x 0-16 = 14-8, 0-32 x 0-17 = 15-4, 0-32 x 0-18 = 16-0, 0-32 x 0-19 = 16-32, 0-32 x 0-20 = 17-28, 0-32 x 0-21 = 18-24, 0-32 x 0-22 = 19-20, 0-32 x 0-23 = 20-16, 0-32 x 0-24 = 21-12, 0-32 x 0-25 = 22-8, 0-32 x 0-26 = 23-4, 0-32 x 0-27 = 24-0, 0-32 x 0-28 = 24-32, 0-32 x 0-29 = 25-28, 0-32 x 0-30 = 26-24, 0-32 x 0-31 = 27-20, 0-32 x 0-32 = 28-16, 0-32 x 0-33 = 29-12, 0-32 x 0-34 = 30-8, 0-32 x 0-35 = 31-4, 
0-33 x 0-1 = 0-33, 0-33 x 0-2 = 1-30, 0-33 x 0-3 = 2-27, 0-33 x 0-4 = 3-24, 0-33 x 0-5 = 4-21, 0-33 x 0-6 = 5-18, 0-33 x 0-7 = 6-15, 0-33 x 0-8 = 7-12, 0-33 x 0-9 = 8-9, 0-33 x 0-10 = 9-6, 0-33 x 0-11 = 10-3, 0-33 x 0-12 = 11-0, 0-33 x 0-13 = 11-33, 0-33 x 0-14 = 12-30, 0-33 x 0-15 = 13-27, 0-33 x 0-16 = 14-24, 0-33 x 0-17 = 15-21, 0-33 x 0-18 = 16-18, 0-33 x 0-19 = 17-15, 0-33 x 0-20 = 18-12, 0-33 x 0-21 = 19-9, 0-33 x 0-22 = 20-6, 0-33 x 0-23 = 21-3, 0-33 x 0-24 = 22-0, 0-33 x 0-25 = 22-33, 0-33 x 0-26 = 23-30, 0-33 x 0-27 = 24-27, 0-33 x 0-28 = 25-24, 0-33 x 0-29 = 26-21, 0-33 x 0-30 = 27-18, 0-33 x 0-31 = 28-15, 0-33 x 0-32 = 29-12, 0-33 x 0-33 = 30-9, 0-33 x 0-34 = 31-6, 0-33 x 0-35 = 32-3, 
0-34 x 0-1 = 0-34, 0-34 x 0-2 = 1-32, 0-34 x 0-3 = 2-30, 0-34 x 0-4 = 3-28, 0-34 x 0-5 = 4-26, 0-34 x 0-6 = 5-24, 0-34 x 0-7 = 6-22, 0-34 x 0-8 = 7-20, 0-34 x 0-9 = 8-18, 0-34 x 0-10 = 9-16, 0-34 x 0-11 = 10-14, 0-34 x 0-12 = 11-12, 0-34 x 0-13 = 12-10, 0-34 x 0-14 = 13-8, 0-34 x 0-15 = 14-6, 0-34 x 0-16 = 15-4, 0-34 x 0-17 = 16-2, 0-34 x 0-18 = 17-0, 0-34 x 0-19 = 17-34, 0-34 x 0-20 = 18-32, 0-34 x 0-21 = 19-30, 0-34 x 0-22 = 20-28, 0-34 x 0-23 = 21-26, 0-34 x 0-24 = 22-24, 0-34 x 0-25 = 23-22, 0-34 x 0-26 = 24-20, 0-34 x 0-27 = 25-18, 0-34 x 0-28 = 26-16, 0-34 x 0-29 = 27-14, 0-34 x 0-30 = 28-12, 0-34 x 0-31 = 29-10, 0-34 x 0-32 = 30-8, 0-34 x 0-33 = 31-6, 0-34 x 0-34 = 32-4, 0-34 x 0-35 = 33-2, 
0-35 x 0-1 = 0-35, 0-35 x 0-2 = 1-34, 0-35 x 0-3 = 2-33, 0-35 x 0-4 = 3-32, 0-35 x 0-5 = 4-31, 0-35 x 0-6 = 5-30, 0-35 x 0-7 = 6-29, 0-35 x 0-8 = 7-28, 0-35 x 0-9 = 8-27, 0-35 x 0-10 = 9-26, 0-35 x 0-11 = 10-25, 0-35 x 0-12 = 11-24, 0-35 x 0-13 = 12-23, 0-35 x 0-14 = 13-22, 0-35 x 0-15 = 14-21, 0-35 x 0-16 = 15-20, 0-35 x 0-17 = 16-19, 0-35 x 0-18 = 17-18, 0-35 x 0-19 = 18-17, 0-35 x 0-20 = 19-16, 0-35 x 0-21 = 20-15, 0-35 x 0-22 = 21-14, 0-35 x 0-23 = 22-13, 0-35 x 0-24 = 23-12, 0-35 x 0-25 = 24-11, 0-35 x 0-26 = 25-10, 0-35 x 0-27 = 26-9, 0-35 x 0-28 = 27-8, 0-35 x 0-29 = 28-7, 0-35 x 0-30 = 29-6, 0-35 x 0-31 = 30-5, 0-35 x 0-32 = 31-4, 0-35 x 0-33 = 32-3, 0-35 x 0-34 = 33-2, 0-35 x 0-35 = 34-1, 
