0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 1-9, 0-11 x 0-7 = 1-20, 0-11 x 0-8 = 1-31, 0-11 x 0-9 = 1-42, 0-11 x 0-10 = 1-53, 0-11 x 0-11 = 2-7, 0-11 x 0-12 = 2-18, 0-11 x 0-13 = 2-29, 0-11 x 0-14 = 2-40, 0-11 x 0-15 = 2-51, 0-11 x 0-16 = 3-5, 0-11 x 0-17 = 3-16, 0-11 x 0-18 = 3-27, 0-11 x 0-19 = 3-38, 0-11 x 0-20 = 3-49, 0-11 x 0-21 = 4-3, 0-11 x 0-22 = 4-14, 0-11 x 0-23 = 4-25, 0-11 x 0-24 = 4-36, 0-11 x 0-25 = 4-47, 0-11 x 0-26 = 5-1, 0-11 x 0-27 = 5-12, 0-11 x 0-28 = 5-23, 0-11 x 0-29 = 5-34, 0-11 x 0-30 = 5-45, 0-11 x 0-31 = 5-56, 0-11 x 0-32 = 6-10, 0-11 x 0-33 = 6-21, 0-11 x 0-34 = 6-32, 0-11 x 0-35 = 6-43, 0-11 x 0-36 = 6-54, 0-11 x 0-37 = 7-8, 0-11 x 0-38 = 7-19, 0-11 x 0-39 = 7-30, 0-11 x 0-40 = 7-41, 0-11 x 0-41 = 7-52, 0-11 x 0-42 = 8-6, 0-11 x 0-43 = 8-17, 0-11 x 0-44 = 8-28, 0-11 x 0-45 = 8-39, 0-11 x 0-46 = 8-50, 0-11 x 0-47 = 9-4, 0-11 x 0-48 = 9-15, 0-11 x 0-49 = 9-26, 0-11 x 0-50 = 9-37, 0-11 x 0-51 = 9-48, 0-11 x 0-52 = 10-2, 0-11 x 0-53 = 10-13, 0-11 x 0-54 = 10-24, 0-11 x 0-55 = 10-35, 0-11 x 0-56 = 10-46, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 1-3, 0-12 x 0-6 = 1-15, 0-12 x 0-7 = 1-27, 0-12 x 0-8 = 1-39, 0-12 x 0-9 = 1-51, 0-12 x 0-10 = 2-6, 0-12 x 0-11 = 2-18, 0-12 x 0-12 = 2-30, 0-12 x 0-13 = 2-42, 0-12 x 0-14 = 2-54, 0-12 x 0-15 = 3-9, 0-12 x 0-16 = 3-21, 0-12 x 0-17 = 3-33, 0-12 x 0-18 = 3-45, 0-12 x 0-19 = 4-0, 0-12 x 0-20 = 4-12, 0-12 x 0-21 = 4-24, 0-12 x 0-22 = 4-36, 0-12 x 0-23 = 4-48, 0-12 x 0-24 = 5-3, 0-12 x 0-25 = 5-15, 0-12 x 0-26 = 5-27, 0-12 x 0-27 = 5-39, 0-12 x 0-28 = 5-51, 0-12 x 0-29 = 6-6, 0-12 x 0-30 = 6-18, 0-12 x 0-31 = 6-30, 0-12 x 0-32 = 6-42, 0-12 x 0-33 = 6-54, 0-12 x 0-34 = 7-9, 0-12 x 0-35 = 7-21, 0-12 x 0-36 = 7-33, 0-12 x 0-37 = 7-45, 0-12 x 0-38 = 8-0, 0-12 x 0-39 = 8-12, 0-12 x 0-40 = 8-24, 0-12 x 0-41 = 8-36, 0-12 x 0-42 = 8-48, 0-12 x 0-43 = 9-3, 0-12 x 0-44 = 9-15, 0-12 x 0-45 = 9-27, 0-12 x 0-46 = 9-39, 0-12 x 0-47 = 9-51, 0-12 x 0-48 = 10-6, 0-12 x 0-49 = 10-18, 0-12 x 0-50 = 10-30, 0-12 x 0-51 = 10-42, 0-12 x 0-52 = 10-54, 0-12 x 0-53 = 11-9, 0-12 x 0-54 = 11-21, 0-12 x 0-55 = 11-33, 0-12 x 0-56 = 11-45, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 1-8, 0-13 x 0-6 = 1-21, 0-13 x 0-7 = 1-34, 0-13 x 0-8 = 1-47, 0-13 x 0-9 = 2-3, 0-13 x 0-10 = 2-16, 0-13 x 0-11 = 2-29, 0-13 x 0-12 = 2-42, 0-13 x 0-13 = 2-55, 0-13 x 0-14 = 3-11, 0-13 x 0-15 = 3-24, 0-13 x 0-16 = 3-37, 0-13 x 0-17 = 3-50, 0-13 x 0-18 = 4-6, 0-13 x 0-19 = 4-19, 0-13 x 0-20 = 4-32, 0-13 x 0-21 = 4-45, 0-13 x 0-22 = 5-1, 0-13 x 0-23 = 5-14, 0-13 x 0-24 = 5-27, 0-13 x 0-25 = 5-40, 0-13 x 0-26 = 5-53, 0-13 x 0-27 = 6-9, 0-13 x 0-28 = 6-22, 0-13 x 0-29 = 6-35, 0-13 x 0-30 = 6-48, 0-13 x 0-31 = 7-4, 0-13 x 0-32 = 7-17, 0-13 x 0-33 = 7-30, 0-13 x 0-34 = 7-43, 0-13 x 0-35 = 7-56, 0-13 x 0-36 = 8-12, 0-13 x 0-37 = 8-25, 0-13 x 0-38 = 8-38, 0-13 x 0-39 = 8-51, 0-13 x 0-40 = 9-7, 0-13 x 0-41 = 9-20, 0-13 x 0-42 = 9-33, 0-13 x 0-43 = 9-46, 0-13 x 0-44 = 10-2, 0-13 x 0-45 = 10-15, 0-13 x 0-46 = 10-28, 0-13 x 0-47 = 10-41, 0-13 x 0-48 = 10-54, 0-13 x 0-49 = 11-10, 0-13 x 0-50 = 11-23, 0-13 x 0-51 = 11-36, 0-13 x 0-52 = 11-49, 0-13 x 0-53 = 12-5, 0-13 x 0-54 = 12-18, 0-13 x 0-55 = 12-31, 0-13 x 0-56 = 12-44, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 1-13, 0-14 x 0-6 = 1-27, 0-14 x 0-7 = 1-41, 0-14 x 0-8 = 1-55, 0-14 x 0-9 = 2-12, 0-14 x 0-10 = 2-26, 0-14 x 0-11 = 2-40, 0-14 x 0-12 = 2-54, 0-14 x 0-13 = 3-11, 0-14 x 0-14 = 3-25, 0-14 x 0-15 = 3-39, 0-14 x 0-16 = 3-53, 0-14 x 0-17 = 4-10, 0-14 x 0-18 = 4-24, 0-14 x 0-19 = 4-38, 0-14 x 0-20 = 4-52, 0-14 x 0-21 = 5-9, 0-14 x 0-22 = 5-23, 0-14 x 0-23 = 5-37, 0-14 x 0-24 = 5-51, 0-14 x 0-25 = 6-8, 0-14 x 0-26 = 6-22, 0-14 x 0-27 = 6-36, 0-14 x 0-28 = 6-50, 0-14 x 0-29 = 7-7, 0-14 x 0-30 = 7-21, 0-14 x 0-31 = 7-35, 0-14 x 0-32 = 7-49, 0-14 x 0-33 = 8-6, 0-14 x 0-34 = 8-20, 0-14 x 0-35 = 8-34, 0-14 x 0-36 = 8-48, 0-14 x 0-37 = 9-5, 0-14 x 0-38 = 9-19, 0-14 x 0-39 = 9-33, 0-14 x 0-40 = 9-47, 0-14 x 0-41 = 10-4, 0-14 x 0-42 = 10-18, 0-14 x 0-43 = 10-32, 0-14 x 0-44 = 10-46, 0-14 x 0-45 = 11-3, 0-14 x 0-46 = 11-17, 0-14 x 0-47 = 11-31, 0-14 x 0-48 = 11-45, 0-14 x 0-49 = 12-2, 0-14 x 0-50 = 12-16, 0-14 x 0-51 = 12-30, 0-14 x 0-52 = 12-44, 0-14 x 0-53 = 13-1, 0-14 x 0-54 = 13-15, 0-14 x 0-55 = 13-29, 0-14 x 0-56 = 13-43, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 1-3, 0-15 x 0-5 = 1-18, 0-15 x 0-6 = 1-33, 0-15 x 0-7 = 1-48, 0-15 x 0-8 = 2-6, 0-15 x 0-9 = 2-21, 0-15 x 0-10 = 2-36, 0-15 x 0-11 = 2-51, 0-15 x 0-12 = 3-9, 0-15 x 0-13 = 3-24, 0-15 x 0-14 = 3-39, 0-15 x 0-15 = 3-54, 0-15 x 0-16 = 4-12, 0-15 x 0-17 = 4-27, 0-15 x 0-18 = 4-42, 0-15 x 0-19 = 5-0, 0-15 x 0-20 = 5-15, 0-15 x 0-21 = 5-30, 0-15 x 0-22 = 5-45, 0-15 x 0-23 = 6-3, 0-15 x 0-24 = 6-18, 0-15 x 0-25 = 6-33, 0-15 x 0-26 = 6-48, 0-15 x 0-27 = 7-6, 0-15 x 0-28 = 7-21, 0-15 x 0-29 = 7-36, 0-15 x 0-30 = 7-51, 0-15 x 0-31 = 8-9, 0-15 x 0-32 = 8-24, 0-15 x 0-33 = 8-39, 0-15 x 0-34 = 8-54, 0-15 x 0-35 = 9-12, 0-15 x 0-36 = 9-27, 0-15 x 0-37 = 9-42, 0-15 x 0-38 = 10-0, 0-15 x 0-39 = 10-15, 0-15 x 0-40 = 10-30, 0-15 x 0-41 = 10-45, 0-15 x 0-42 = 11-3, 0-15 x 0-43 = 11-18, 0-15 x 0-44 = 11-33, 0-15 x 0-45 = 11-48, 0-15 x 0-46 = 12-6, 0-15 x 0-47 = 12-21, 0-15 x 0-48 = 12-36, 0-15 x 0-49 = 12-51, 0-15 x 0-50 = 13-9, 0-15 x 0-51 = 13-24, 0-15 x 0-52 = 13-39, 0-15 x 0-53 = 13-54, 0-15 x 0-54 = 14-12, 0-15 x 0-55 = 14-27, 0-15 x 0-56 = 14-42, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 1-7, 0-16 x 0-5 = 1-23, 0-16 x 0-6 = 1-39, 0-16 x 0-7 = 1-55, 0-16 x 0-8 = 2-14, 0-16 x 0-9 = 2-30, 0-16 x 0-10 = 2-46, 0-16 x 0-11 = 3-5, 0-16 x 0-12 = 3-21, 0-16 x 0-13 = 3-37, 0-16 x 0-14 = 3-53, 0-16 x 0-15 = 4-12, 0-16 x 0-16 = 4-28, 0-16 x 0-17 = 4-44, 0-16 x 0-18 = 5-3, 0-16 x 0-19 = 5-19, 0-16 x 0-20 = 5-35, 0-16 x 0-21 = 5-51, 0-16 x 0-22 = 6-10, 0-16 x 0-23 = 6-26, 0-16 x 0-24 = 6-42, 0-16 x 0-25 = 7-1, 0-16 x 0-26 = 7-17, 0-16 x 0-27 = 7-33, 0-16 x 0-28 = 7-49, 0-16 x 0-29 = 8-8, 0-16 x 0-30 = 8-24, 0-16 x 0-31 = 8-40, 0-16 x 0-32 = 8-56, 0-16 x 0-33 = 9-15, 0-16 x 0-34 = 9-31, 0-16 x 0-35 = 9-47, 0-16 x 0-36 = 10-6, 0-16 x 0-37 = 10-22, 0-16 x 0-38 = 10-38, 0-16 x 0-39 = 10-54, 0-16 x 0-40 = 11-13, 0-16 x 0-41 = 11-29, 0-16 x 0-42 = 11-45, 0-16 x 0-43 = 12-4, 0-16 x 0-44 = 12-20, 0-16 x 0-45 = 12-36, 0-16 x 0-46 = 12-52, 0-16 x 0-47 = 13-11, 0-16 x 0-48 = 13-27, 0-16 x 0-49 = 13-43, 0-16 x 0-50 = 14-2, 0-16 x 0-51 = 14-18, 0-16 x 0-52 = 14-34, 0-16 x 0-53 = 14-50, 0-16 x 0-54 = 15-9, 0-16 x 0-55 = 15-25, 0-16 x 0-56 = 15-41, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 1-11, 0-17 x 0-5 = 1-28, 0-17 x 0-6 = 1-45, 0-17 x 0-7 = 2-5, 0-17 x 0-8 = 2-22, 0-17 x 0-9 = 2-39, 0-17 x 0-10 = 2-56, 0-17 x 0-11 = 3-16, 0-17 x 0-12 = 3-33, 0-17 x 0-13 = 3-50, 0-17 x 0-14 = 4-10, 0-17 x 0-15 = 4-27, 0-17 x 0-16 = 4-44, 0-17 x 0-17 = 5-4, 0-17 x 0-18 = 5-21, 0-17 x 0-19 = 5-38, 0-17 x 0-20 = 5-55, 0-17 x 0-21 = 6-15, 0-17 x 0-22 = 6-32, 0-17 x 0-23 = 6-49, 0-17 x 0-24 = 7-9, 0-17 x 0-25 = 7-26, 0-17 x 0-26 = 7-43, 0-17 x 0-27 = 8-3, 0-17 x 0-28 = 8-20, 0-17 x 0-29 = 8-37, 0-17 x 0-30 = 8-54, 0-17 x 0-31 = 9-14, 0-17 x 0-32 = 9-31, 0-17 x 0-33 = 9-48, 0-17 x 0-34 = 10-8, 0-17 x 0-35 = 10-25, 0-17 x 0-36 = 10-42, 0-17 x 0-37 = 11-2, 0-17 x 0-38 = 11-19, 0-17 x 0-39 = 11-36, 0-17 x 0-40 = 11-53, 0-17 x 0-41 = 12-13, 0-17 x 0-42 = 12-30, 0-17 x 0-43 = 12-47, 0-17 x 0-44 = 13-7, 0-17 x 0-45 = 13-24, 0-17 x 0-46 = 13-41, 0-17 x 0-47 = 14-1, 0-17 x 0-48 = 14-18, 0-17 x 0-49 = 14-35, 0-17 x 0-50 = 14-52, 0-17 x 0-51 = 15-12, 0-17 x 0-52 = 15-29, 0-17 x 0-53 = 15-46, 0-17 x 0-54 = 16-6, 0-17 x 0-55 = 16-23, 0-17 x 0-56 = 16-40, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 1-15, 0-18 x 0-5 = 1-33, 0-18 x 0-6 = 1-51, 0-18 x 0-7 = 2-12, 0-18 x 0-8 = 2-30, 0-18 x 0-9 = 2-48, 0-18 x 0-10 = 3-9, 0-18 x 0-11 = 3-27, 0-18 x 0-12 = 3-45, 0-18 x 0-13 = 4-6, 0-18 x 0-14 = 4-24, 0-18 x 0-15 = 4-42, 0-18 x 0-16 = 5-3, 0-18 x 0-17 = 5-21, 0-18 x 0-18 = 5-39, 0-18 x 0-19 = 6-0, 0-18 x 0-20 = 6-18, 0-18 x 0-21 = 6-36, 0-18 x 0-22 = 6-54, 0-18 x 0-23 = 7-15, 0-18 x 0-24 = 7-33, 0-18 x 0-25 = 7-51, 0-18 x 0-26 = 8-12, 0-18 x 0-27 = 8-30, 0-18 x 0-28 = 8-48, 0-18 x 0-29 = 9-9, 0-18 x 0-30 = 9-27, 0-18 x 0-31 = 9-45, 0-18 x 0-32 = 10-6, 0-18 x 0-33 = 10-24, 0-18 x 0-34 = 10-42, 0-18 x 0-35 = 11-3, 0-18 x 0-36 = 11-21, 0-18 x 0-37 = 11-39, 0-18 x 0-38 = 12-0, 0-18 x 0-39 = 12-18, 0-18 x 0-40 = 12-36, 0-18 x 0-41 = 12-54, 0-18 x 0-42 = 13-15, 0-18 x 0-43 = 13-33, 0-18 x 0-44 = 13-51, 0-18 x 0-45 = 14-12, 0-18 x 0-46 = 14-30, 0-18 x 0-47 = 14-48, 0-18 x 0-48 = 15-9, 0-18 x 0-49 = 15-27, 0-18 x 0-50 = 15-45, 0-18 x 0-51 = 16-6, 0-18 x 0-52 = 16-24, 0-18 x 0-53 = 16-42, 0-18 x 0-54 = 17-3, 0-18 x 0-55 = 17-21, 0-18 x 0-56 = 17-39, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 1-0, 0-19 x 0-4 = 1-19, 0-19 x 0-5 = 1-38, 0-19 x 0-6 = 2-0, 0-19 x 0-7 = 2-19, 0-19 x 0-8 = 2-38, 0-19 x 0-9 = 3-0, 0-19 x 0-10 = 3-19, 0-19 x 0-11 = 3-38, 0-19 x 0-12 = 4-0, 0-19 x 0-13 = 4-19, 0-19 x 0-14 = 4-38, 0-19 x 0-15 = 5-0, 0-19 x 0-16 = 5-19, 0-19 x 0-17 = 5-38, 0-19 x 0-18 = 6-0, 0-19 x 0-19 = 6-19, 0-19 x 0-20 = 6-38, 0-19 x 0-21 = 7-0, 0-19 x 0-22 = 7-19, 0-19 x 0-23 = 7-38, 0-19 x 0-24 = 8-0, 0-19 x 0-25 = 8-19, 0-19 x 0-26 = 8-38, 0-19 x 0-27 = 9-0, 0-19 x 0-28 = 9-19, 0-19 x 0-29 = 9-38, 0-19 x 0-30 = 10-0, 0-19 x 0-31 = 10-19, 0-19 x 0-32 = 10-38, 0-19 x 0-33 = 11-0, 0-19 x 0-34 = 11-19, 0-19 x 0-35 = 11-38, 0-19 x 0-36 = 12-0, 0-19 x 0-37 = 12-19, 0-19 x 0-38 = 12-38, 0-19 x 0-39 = 13-0, 0-19 x 0-40 = 13-19, 0-19 x 0-41 = 13-38, 0-19 x 0-42 = 14-0, 0-19 x 0-43 = 14-19, 0-19 x 0-44 = 14-38, 0-19 x 0-45 = 15-0, 0-19 x 0-46 = 15-19, 0-19 x 0-47 = 15-38, 0-19 x 0-48 = 16-0, 0-19 x 0-49 = 16-19, 0-19 x 0-50 = 16-38, 0-19 x 0-51 = 17-0, 0-19 x 0-52 = 17-19, 0-19 x 0-53 = 17-38, 0-19 x 0-54 = 18-0, 0-19 x 0-55 = 18-19, 0-19 x 0-56 = 18-38, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 1-3, 0-20 x 0-4 = 1-23, 0-20 x 0-5 = 1-43, 0-20 x 0-6 = 2-6, 0-20 x 0-7 = 2-26, 0-20 x 0-8 = 2-46, 0-20 x 0-9 = 3-9, 0-20 x 0-10 = 3-29, 0-20 x 0-11 = 3-49, 0-20 x 0-12 = 4-12, 0-20 x 0-13 = 4-32, 0-20 x 0-14 = 4-52, 0-20 x 0-15 = 5-15, 0-20 x 0-16 = 5-35, 0-20 x 0-17 = 5-55, 0-20 x 0-18 = 6-18, 0-20 x 0-19 = 6-38, 0-20 x 0-20 = 7-1, 0-20 x 0-21 = 7-21, 0-20 x 0-22 = 7-41, 0-20 x 0-23 = 8-4, 0-20 x 0-24 = 8-24, 0-20 x 0-25 = 8-44, 0-20 x 0-26 = 9-7, 0-20 x 0-27 = 9-27, 0-20 x 0-28 = 9-47, 0-20 x 0-29 = 10-10, 0-20 x 0-30 = 10-30, 0-20 x 0-31 = 10-50, 0-20 x 0-32 = 11-13, 0-20 x 0-33 = 11-33, 0-20 x 0-34 = 11-53, 0-20 x 0-35 = 12-16, 0-20 x 0-36 = 12-36, 0-20 x 0-37 = 12-56, 0-20 x 0-38 = 13-19, 0-20 x 0-39 = 13-39, 0-20 x 0-40 = 14-2, 0-20 x 0-41 = 14-22, 0-20 x 0-42 = 14-42, 0-20 x 0-43 = 15-5, 0-20 x 0-44 = 15-25, 0-20 x 0-45 = 15-45, 0-20 x 0-46 = 16-8, 0-20 x 0-47 = 16-28, 0-20 x 0-48 = 16-48, 0-20 x 0-49 = 17-11, 0-20 x 0-50 = 17-31, 0-20 x 0-51 = 17-51, 0-20 x 0-52 = 18-14, 0-20 x 0-53 = 18-34, 0-20 x 0-54 = 18-54, 0-20 x 0-55 = 19-17, 0-20 x 0-56 = 19-37, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 1-6, 0-21 x 0-4 = 1-27, 0-21 x 0-5 = 1-48, 0-21 x 0-6 = 2-12, 0-21 x 0-7 = 2-33, 0-21 x 0-8 = 2-54, 0-21 x 0-9 = 3-18, 0-21 x 0-10 = 3-39, 0-21 x 0-11 = 4-3, 0-21 x 0-12 = 4-24, 0-21 x 0-13 = 4-45, 0-21 x 0-14 = 5-9, 0-21 x 0-15 = 5-30, 0-21 x 0-16 = 5-51, 0-21 x 0-17 = 6-15, 0-21 x 0-18 = 6-36, 0-21 x 0-19 = 7-0, 0-21 x 0-20 = 7-21, 0-21 x 0-21 = 7-42, 0-21 x 0-22 = 8-6, 0-21 x 0-23 = 8-27, 0-21 x 0-24 = 8-48, 0-21 x 0-25 = 9-12, 0-21 x 0-26 = 9-33, 0-21 x 0-27 = 9-54, 0-21 x 0-28 = 10-18, 0-21 x 0-29 = 10-39, 0-21 x 0-30 = 11-3, 0-21 x 0-31 = 11-24, 0-21 x 0-32 = 11-45, 0-21 x 0-33 = 12-9, 0-21 x 0-34 = 12-30, 0-21 x 0-35 = 12-51, 0-21 x 0-36 = 13-15, 0-21 x 0-37 = 13-36, 0-21 x 0-38 = 14-0, 0-21 x 0-39 = 14-21, 0-21 x 0-40 = 14-42, 0-21 x 0-41 = 15-6, 0-21 x 0-42 = 15-27, 0-21 x 0-43 = 15-48, 0-21 x 0-44 = 16-12, 0-21 x 0-45 = 16-33, 0-21 x 0-46 = 16-54, 0-21 x 0-47 = 17-18, 0-21 x 0-48 = 17-39, 0-21 x 0-49 = 18-3, 0-21 x 0-50 = 18-24, 0-21 x 0-51 = 18-45, 0-21 x 0-52 = 19-9, 0-21 x 0-53 = 19-30, 0-21 x 0-54 = 19-51, 0-21 x 0-55 = 20-15, 0-21 x 0-56 = 20-36, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-9, 0-22 x 0-4 = 1-31, 0-22 x 0-5 = 1-53, 0-22 x 0-6 = 2-18, 0-22 x 0-7 = 2-40, 0-22 x 0-8 = 3-5, 0-22 x 0-9 = 3-27, 0-22 x 0-10 = 3-49, 0-22 x 0-11 = 4-14, 0-22 x 0-12 = 4-36, 0-22 x 0-13 = 5-1, 0-22 x 0-14 = 5-23, 0-22 x 0-15 = 5-45, 0-22 x 0-16 = 6-10, 0-22 x 0-17 = 6-32, 0-22 x 0-18 = 6-54, 0-22 x 0-19 = 7-19, 0-22 x 0-20 = 7-41, 0-22 x 0-21 = 8-6, 0-22 x 0-22 = 8-28, 0-22 x 0-23 = 8-50, 0-22 x 0-24 = 9-15, 0-22 x 0-25 = 9-37, 0-22 x 0-26 = 10-2, 0-22 x 0-27 = 10-24, 0-22 x 0-28 = 10-46, 0-22 x 0-29 = 11-11, 0-22 x 0-30 = 11-33, 0-22 x 0-31 = 11-55, 0-22 x 0-32 = 12-20, 0-22 x 0-33 = 12-42, 0-22 x 0-34 = 13-7, 0-22 x 0-35 = 13-29, 0-22 x 0-36 = 13-51, 0-22 x 0-37 = 14-16, 0-22 x 0-38 = 14-38, 0-22 x 0-39 = 15-3, 0-22 x 0-40 = 15-25, 0-22 x 0-41 = 15-47, 0-22 x 0-42 = 16-12, 0-22 x 0-43 = 16-34, 0-22 x 0-44 = 16-56, 0-22 x 0-45 = 17-21, 0-22 x 0-46 = 17-43, 0-22 x 0-47 = 18-8, 0-22 x 0-48 = 18-30, 0-22 x 0-49 = 18-52, 0-22 x 0-50 = 19-17, 0-22 x 0-51 = 19-39, 0-22 x 0-52 = 20-4, 0-22 x 0-53 = 20-26, 0-22 x 0-54 = 20-48, 0-22 x 0-55 = 21-13, 0-22 x 0-56 = 21-35, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-12, 0-23 x 0-4 = 1-35, 0-23 x 0-5 = 2-1, 0-23 x 0-6 = 2-24, 0-23 x 0-7 = 2-47, 0-23 x 0-8 = 3-13, 0-23 x 0-9 = 3-36, 0-23 x 0-10 = 4-2, 0-23 x 0-11 = 4-25, 0-23 x 0-12 = 4-48, 0-23 x 0-13 = 5-14, 0-23 x 0-14 = 5-37, 0-23 x 0-15 = 6-3, 0-23 x 0-16 = 6-26, 0-23 x 0-17 = 6-49, 0-23 x 0-18 = 7-15, 0-23 x 0-19 = 7-38, 0-23 x 0-20 = 8-4, 0-23 x 0-21 = 8-27, 0-23 x 0-22 = 8-50, 0-23 x 0-23 = 9-16, 0-23 x 0-24 = 9-39, 0-23 x 0-25 = 10-5, 0-23 x 0-26 = 10-28, 0-23 x 0-27 = 10-51, 0-23 x 0-28 = 11-17, 0-23 x 0-29 = 11-40, 0-23 x 0-30 = 12-6, 0-23 x 0-31 = 12-29, 0-23 x 0-32 = 12-52, 0-23 x 0-33 = 13-18, 0-23 x 0-34 = 13-41, 0-23 x 0-35 = 14-7, 0-23 x 0-36 = 14-30, 0-23 x 0-37 = 14-53, 0-23 x 0-38 = 15-19, 0-23 x 0-39 = 15-42, 0-23 x 0-40 = 16-8, 0-23 x 0-41 = 16-31, 0-23 x 0-42 = 16-54, 0-23 x 0-43 = 17-20, 0-23 x 0-44 = 17-43, 0-23 x 0-45 = 18-9, 0-23 x 0-46 = 18-32, 0-23 x 0-47 = 18-55, 0-23 x 0-48 = 19-21, 0-23 x 0-49 = 19-44, 0-23 x 0-50 = 20-10, 0-23 x 0-51 = 20-33, 0-23 x 0-52 = 20-56, 0-23 x 0-53 = 21-22, 0-23 x 0-54 = 21-45, 0-23 x 0-55 = 22-11, 0-23 x 0-56 = 22-34, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 1-15, 0-24 x 0-4 = 1-39, 0-24 x 0-5 = 2-6, 0-24 x 0-6 = 2-30, 0-24 x 0-7 = 2-54, 0-24 x 0-8 = 3-21, 0-24 x 0-9 = 3-45, 0-24 x 0-10 = 4-12, 0-24 x 0-11 = 4-36, 0-24 x 0-12 = 5-3, 0-24 x 0-13 = 5-27, 0-24 x 0-14 = 5-51, 0-24 x 0-15 = 6-18, 0-24 x 0-16 = 6-42, 0-24 x 0-17 = 7-9, 0-24 x 0-18 = 7-33, 0-24 x 0-19 = 8-0, 0-24 x 0-20 = 8-24, 0-24 x 0-21 = 8-48, 0-24 x 0-22 = 9-15, 0-24 x 0-23 = 9-39, 0-24 x 0-24 = 10-6, 0-24 x 0-25 = 10-30, 0-24 x 0-26 = 10-54, 0-24 x 0-27 = 11-21, 0-24 x 0-28 = 11-45, 0-24 x 0-29 = 12-12, 0-24 x 0-30 = 12-36, 0-24 x 0-31 = 13-3, 0-24 x 0-32 = 13-27, 0-24 x 0-33 = 13-51, 0-24 x 0-34 = 14-18, 0-24 x 0-35 = 14-42, 0-24 x 0-36 = 15-9, 0-24 x 0-37 = 15-33, 0-24 x 0-38 = 16-0, 0-24 x 0-39 = 16-24, 0-24 x 0-40 = 16-48, 0-24 x 0-41 = 17-15, 0-24 x 0-42 = 17-39, 0-24 x 0-43 = 18-6, 0-24 x 0-44 = 18-30, 0-24 x 0-45 = 18-54, 0-24 x 0-46 = 19-21, 0-24 x 0-47 = 19-45, 0-24 x 0-48 = 20-12, 0-24 x 0-49 = 20-36, 0-24 x 0-50 = 21-3, 0-24 x 0-51 = 21-27, 0-24 x 0-52 = 21-51, 0-24 x 0-53 = 22-18, 0-24 x 0-54 = 22-42, 0-24 x 0-55 = 23-9, 0-24 x 0-56 = 23-33, 
