21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-4, 21 x 6 = 1-25, 21 x 7 = 1-46, 21 x 8 = 1-67, 21 x 9 = 1-88, 21 x 10 = 2-8, 21 x 11 = 2-29, 21 x 12 = 2-50, 21 x 13 = 2-71, 21 x 14 = 2-92, 21 x 15 = 3-12, 21 x 16 = 3-33, 21 x 17 = 3-54, 21 x 18 = 3-75, 21 x 19 = 3-96, 21 x 20 = 4-16, 21 x 21 = 4-37, 21 x 22 = 4-58, 21 x 23 = 4-79, 21 x 24 = 4-100, 21 x 25 = 5-20, 21 x 26 = 5-41, 21 x 27 = 5-62, 21 x 28 = 5-83, 21 x 29 = 6-3, 21 x 30 = 6-24, 21 x 31 = 6-45, 21 x 32 = 6-66, 21 x 33 = 6-87, 21 x 34 = 7-7, 21 x 35 = 7-28, 21 x 36 = 7-49, 21 x 37 = 7-70, 21 x 38 = 7-91, 21 x 39 = 8-11, 21 x 40 = 8-32, 21 x 41 = 8-53, 21 x 42 = 8-74, 21 x 43 = 8-95, 21 x 44 = 9-15, 21 x 45 = 9-36, 21 x 46 = 9-57, 21 x 47 = 9-78, 21 x 48 = 9-99, 21 x 49 = 10-19, 21 x 50 = 10-40, 21 x 51 = 10-61, 21 x 52 = 10-82, 21 x 53 = 11-2, 21 x 54 = 11-23, 21 x 55 = 11-44, 21 x 56 = 11-65, 21 x 57 = 11-86, 21 x 58 = 12-6, 21 x 59 = 12-27, 21 x 60 = 12-48, 21 x 61 = 12-69, 21 x 62 = 12-90, 21 x 63 = 13-10, 21 x 64 = 13-31, 21 x 65 = 13-52, 21 x 66 = 13-73, 21 x 67 = 13-94, 21 x 68 = 14-14, 21 x 69 = 14-35, 21 x 70 = 14-56, 21 x 71 = 14-77, 21 x 72 = 14-98, 21 x 73 = 15-18, 21 x 74 = 15-39, 21 x 75 = 15-60, 21 x 76 = 15-81, 21 x 77 = 16-1, 21 x 78 = 16-22, 21 x 79 = 16-43, 21 x 80 = 16-64, 21 x 81 = 16-85, 21 x 82 = 17-5, 21 x 83 = 17-26, 21 x 84 = 17-47, 21 x 85 = 17-68, 21 x 86 = 17-89, 21 x 87 = 18-9, 21 x 88 = 18-30, 21 x 89 = 18-51, 21 x 90 = 18-72, 21 x 91 = 18-93, 21 x 92 = 19-13, 21 x 93 = 19-34, 21 x 94 = 19-55, 21 x 95 = 19-76, 21 x 96 = 19-97, 21 x 97 = 20-17, 21 x 98 = 20-38, 21 x 99 = 20-59, 21 x 100 = 20-80, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 0-88, 22 x 5 = 1-9, 22 x 6 = 1-31, 22 x 7 = 1-53, 22 x 8 = 1-75, 22 x 9 = 1-97, 22 x 10 = 2-18, 22 x 11 = 2-40, 22 x 12 = 2-62, 22 x 13 = 2-84, 22 x 14 = 3-5, 22 x 15 = 3-27, 22 x 16 = 3-49, 22 x 17 = 3-71, 22 x 18 = 3-93, 22 x 19 = 4-14, 22 x 20 = 4-36, 22 x 21 = 4-58, 22 x 22 = 4-80, 22 x 23 = 5-1, 22 x 24 = 5-23, 22 x 25 = 5-45, 22 x 26 = 5-67, 22 x 27 = 5-89, 22 x 28 = 6-10, 22 x 29 = 6-32, 22 x 30 = 6-54, 22 x 31 = 6-76, 22 x 32 = 6-98, 22 x 33 = 7-19, 22 x 34 = 7-41, 22 x 35 = 7-63, 22 x 36 = 7-85, 22 x 37 = 8-6, 22 x 38 = 8-28, 22 x 39 = 8-50, 22 x 40 = 8-72, 22 x 41 = 8-94, 22 x 42 = 9-15, 22 x 43 = 9-37, 22 x 44 = 9-59, 22 x 45 = 9-81, 22 x 46 = 10-2, 22 x 47 = 10-24, 22 x 48 = 10-46, 22 x 49 = 10-68, 22 x 50 = 10-90, 22 x 51 = 11-11, 22 x 52 = 11-33, 22 x 53 = 11-55, 22 x 54 = 11-77, 22 x 55 = 11-99, 22 x 56 = 12-20, 22 x 57 = 12-42, 22 x 58 = 12-64, 22 x 59 = 12-86, 22 x 60 = 13-7, 22 x 61 = 13-29, 22 x 62 = 13-51, 22 x 63 = 13-73, 22 x 64 = 13-95, 22 x 65 = 14-16, 22 x 66 = 14-38, 22 x 67 = 14-60, 22 x 68 = 14-82, 22 x 69 = 15-3, 22 x 70 = 15-25, 22 x 71 = 15-47, 22 x 72 = 15-69, 22 x 73 = 15-91, 22 x 74 = 16-12, 22 x 75 = 16-34, 22 x 76 = 16-56, 22 x 77 = 16-78, 22 x 78 = 16-100, 22 x 79 = 17-21, 22 x 80 = 17-43, 22 x 81 = 17-65, 22 x 82 = 17-87, 22 x 83 = 18-8, 22 x 84 = 18-30, 22 x 85 = 18-52, 22 x 86 = 18-74, 22 x 87 = 18-96, 22 x 88 = 19-17, 22 x 89 = 19-39, 22 x 90 = 19-61, 22 x 91 = 19-83, 22 x 92 = 20-4, 22 x 93 = 20-26, 22 x 94 = 20-48, 22 x 95 = 20-70, 22 x 96 = 20-92, 22 x 97 = 21-13, 22 x 98 = 21-35, 22 x 99 = 21-57, 22 x 100 = 21-79, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 0-92, 23 x 5 = 1-14, 23 x 6 = 1-37, 23 x 7 = 1-60, 23 x 8 = 1-83, 23 x 9 = 2-5, 23 x 10 = 2-28, 23 x 11 = 2-51, 23 x 12 = 2-74, 23 x 13 = 2-97, 23 x 14 = 3-19, 23 x 15 = 3-42, 23 x 16 = 3-65, 23 x 17 = 3-88, 23 x 18 = 4-10, 23 x 19 = 4-33, 23 x 20 = 4-56, 23 x 21 = 4-79, 23 x 22 = 5-1, 23 x 23 = 5-24, 23 x 24 = 5-47, 23 x 25 = 5-70, 23 x 26 = 5-93, 23 x 27 = 6-15, 23 x 28 = 6-38, 23 x 29 = 6-61, 23 x 30 = 6-84, 23 x 31 = 7-6, 23 x 32 = 7-29, 23 x 33 = 7-52, 23 x 34 = 7-75, 23 x 35 = 7-98, 23 x 36 = 8-20, 23 x 37 = 8-43, 23 x 38 = 8-66, 23 x 39 = 8-89, 23 x 40 = 9-11, 23 x 41 = 9-34, 23 x 42 = 9-57, 23 x 43 = 9-80, 23 x 44 = 10-2, 23 x 45 = 10-25, 23 x 46 = 10-48, 23 x 47 = 10-71, 23 x 48 = 10-94, 23 x 49 = 11-16, 23 x 50 = 11-39, 23 x 51 = 11-62, 23 x 52 = 11-85, 23 x 53 = 12-7, 23 x 54 = 12-30, 23 x 55 = 12-53, 23 x 56 = 12-76, 23 x 57 = 12-99, 23 x 58 = 13-21, 23 x 59 = 13-44, 23 x 60 = 13-67, 23 x 61 = 13-90, 23 x 62 = 14-12, 23 x 63 = 14-35, 23 x 64 = 14-58, 23 x 65 = 14-81, 23 x 66 = 15-3, 23 x 67 = 15-26, 23 x 68 = 15-49, 23 x 69 = 15-72, 23 x 70 = 15-95, 23 x 71 = 16-17, 23 x 72 = 16-40, 23 x 73 = 16-63, 23 x 74 = 16-86, 23 x 75 = 17-8, 23 x 76 = 17-31, 23 x 77 = 17-54, 23 x 78 = 17-77, 23 x 79 = 17-100, 23 x 80 = 18-22, 23 x 81 = 18-45, 23 x 82 = 18-68, 23 x 83 = 18-91, 23 x 84 = 19-13, 23 x 85 = 19-36, 23 x 86 = 19-59, 23 x 87 = 19-82, 23 x 88 = 20-4, 23 x 89 = 20-27, 23 x 90 = 20-50, 23 x 91 = 20-73, 23 x 92 = 20-96, 23 x 93 = 21-18, 23 x 94 = 21-41, 23 x 95 = 21-64, 23 x 96 = 21-87, 23 x 97 = 22-9, 23 x 98 = 22-32, 23 x 99 = 22-55, 23 x 100 = 22-78, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 0-96, 24 x 5 = 1-19, 24 x 6 = 1-43, 24 x 7 = 1-67, 24 x 8 = 1-91, 24 x 9 = 2-14, 24 x 10 = 2-38, 24 x 11 = 2-62, 24 x 12 = 2-86, 24 x 13 = 3-9, 24 x 14 = 3-33, 24 x 15 = 3-57, 24 x 16 = 3-81, 24 x 17 = 4-4, 24 x 18 = 4-28, 24 x 19 = 4-52, 24 x 20 = 4-76, 24 x 21 = 4-100, 24 x 22 = 5-23, 24 x 23 = 5-47, 24 x 24 = 5-71, 24 x 25 = 5-95, 24 x 26 = 6-18, 24 x 27 = 6-42, 24 x 28 = 6-66, 24 x 29 = 6-90, 24 x 30 = 7-13, 24 x 31 = 7-37, 24 x 32 = 7-61, 24 x 33 = 7-85, 24 x 34 = 8-8, 24 x 35 = 8-32, 24 x 36 = 8-56, 24 x 37 = 8-80, 24 x 38 = 9-3, 24 x 39 = 9-27, 24 x 40 = 9-51, 24 x 41 = 9-75, 24 x 42 = 9-99, 24 x 43 = 10-22, 24 x 44 = 10-46, 24 x 45 = 10-70, 24 x 46 = 10-94, 24 x 47 = 11-17, 24 x 48 = 11-41, 24 x 49 = 11-65, 24 x 50 = 11-89, 24 x 51 = 12-12, 24 x 52 = 12-36, 24 x 53 = 12-60, 24 x 54 = 12-84, 24 x 55 = 13-7, 24 x 56 = 13-31, 24 x 57 = 13-55, 24 x 58 = 13-79, 24 x 59 = 14-2, 24 x 60 = 14-26, 24 x 61 = 14-50, 24 x 62 = 14-74, 24 x 63 = 14-98, 24 x 64 = 15-21, 24 x 65 = 15-45, 24 x 66 = 15-69, 24 x 67 = 15-93, 24 x 68 = 16-16, 24 x 69 = 16-40, 24 x 70 = 16-64, 24 x 71 = 16-88, 24 x 72 = 17-11, 24 x 73 = 17-35, 24 x 74 = 17-59, 24 x 75 = 17-83, 24 x 76 = 18-6, 24 x 77 = 18-30, 24 x 78 = 18-54, 24 x 79 = 18-78, 24 x 80 = 19-1, 24 x 81 = 19-25, 24 x 82 = 19-49, 24 x 83 = 19-73, 24 x 84 = 19-97, 24 x 85 = 20-20, 24 x 86 = 20-44, 24 x 87 = 20-68, 24 x 88 = 20-92, 24 x 89 = 21-15, 24 x 90 = 21-39, 24 x 91 = 21-63, 24 x 92 = 21-87, 24 x 93 = 22-10, 24 x 94 = 22-34, 24 x 95 = 22-58, 24 x 96 = 22-82, 24 x 97 = 23-5, 24 x 98 = 23-29, 24 x 99 = 23-53, 24 x 100 = 23-77, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 0-100, 25 x 5 = 1-24, 25 x 6 = 1-49, 25 x 7 = 1-74, 25 x 8 = 1-99, 25 x 9 = 2-23, 25 x 10 = 2-48, 25 x 11 = 2-73, 25 x 12 = 2-98, 25 x 13 = 3-22, 25 x 14 = 3-47, 25 x 15 = 3-72, 25 x 16 = 3-97, 25 x 17 = 4-21, 25 x 18 = 4-46, 25 x 19 = 4-71, 25 x 20 = 4-96, 25 x 21 = 5-20, 25 x 22 = 5-45, 25 x 23 = 5-70, 25 x 24 = 5-95, 25 x 25 = 6-19, 25 x 26 = 6-44, 25 x 27 = 6-69, 25 x 28 = 6-94, 25 x 29 = 7-18, 25 x 30 = 7-43, 25 x 31 = 7-68, 25 x 32 = 7-93, 25 x 33 = 8-17, 25 x 34 = 8-42, 25 x 35 = 8-67, 25 x 36 = 8-92, 25 x 37 = 9-16, 25 x 38 = 9-41, 25 x 39 = 9-66, 25 x 40 = 9-91, 25 x 41 = 10-15, 25 x 42 = 10-40, 25 x 43 = 10-65, 25 x 44 = 10-90, 25 x 45 = 11-14, 25 x 46 = 11-39, 25 x 47 = 11-64, 25 x 48 = 11-89, 25 x 49 = 12-13, 25 x 50 = 12-38, 25 x 51 = 12-63, 25 x 52 = 12-88, 25 x 53 = 13-12, 25 x 54 = 13-37, 25 x 55 = 13-62, 25 x 56 = 13-87, 25 x 57 = 14-11, 25 x 58 = 14-36, 25 x 59 = 14-61, 25 x 60 = 14-86, 25 x 61 = 15-10, 25 x 62 = 15-35, 25 x 63 = 15-60, 25 x 64 = 15-85, 25 x 65 = 16-9, 25 x 66 = 16-34, 25 x 67 = 16-59, 25 x 68 = 16-84, 25 x 69 = 17-8, 25 x 70 = 17-33, 25 x 71 = 17-58, 25 x 72 = 17-83, 25 x 73 = 18-7, 25 x 74 = 18-32, 25 x 75 = 18-57, 25 x 76 = 18-82, 25 x 77 = 19-6, 25 x 78 = 19-31, 25 x 79 = 19-56, 25 x 80 = 19-81, 25 x 81 = 20-5, 25 x 82 = 20-30, 25 x 83 = 20-55, 25 x 84 = 20-80, 25 x 85 = 21-4, 25 x 86 = 21-29, 25 x 87 = 21-54, 25 x 88 = 21-79, 25 x 89 = 22-3, 25 x 90 = 22-28, 25 x 91 = 22-53, 25 x 92 = 22-78, 25 x 93 = 23-2, 25 x 94 = 23-27, 25 x 95 = 23-52, 25 x 96 = 23-77, 25 x 97 = 24-1, 25 x 98 = 24-26, 25 x 99 = 24-51, 25 x 100 = 24-76, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-3, 26 x 5 = 1-29, 26 x 6 = 1-55, 26 x 7 = 1-81, 26 x 8 = 2-6, 26 x 9 = 2-32, 26 x 10 = 2-58, 26 x 11 = 2-84, 26 x 12 = 3-9, 26 x 13 = 3-35, 26 x 14 = 3-61, 26 x 15 = 3-87, 26 x 16 = 4-12, 26 x 17 = 4-38, 26 x 18 = 4-64, 26 x 19 = 4-90, 26 x 20 = 5-15, 26 x 21 = 5-41, 26 x 22 = 5-67, 26 x 23 = 5-93, 26 x 24 = 6-18, 26 x 25 = 6-44, 26 x 26 = 6-70, 26 x 27 = 6-96, 26 x 28 = 7-21, 26 x 29 = 7-47, 26 x 30 = 7-73, 26 x 31 = 7-99, 26 x 32 = 8-24, 26 x 33 = 8-50, 26 x 34 = 8-76, 26 x 35 = 9-1, 26 x 36 = 9-27, 26 x 37 = 9-53, 26 x 38 = 9-79, 26 x 39 = 10-4, 26 x 40 = 10-30, 26 x 41 = 10-56, 26 x 42 = 10-82, 26 x 43 = 11-7, 26 x 44 = 11-33, 26 x 45 = 11-59, 26 x 46 = 11-85, 26 x 47 = 12-10, 26 x 48 = 12-36, 26 x 49 = 12-62, 26 x 50 = 12-88, 26 x 51 = 13-13, 26 x 52 = 13-39, 26 x 53 = 13-65, 26 x 54 = 13-91, 26 x 55 = 14-16, 26 x 56 = 14-42, 26 x 57 = 14-68, 26 x 58 = 14-94, 26 x 59 = 15-19, 26 x 60 = 15-45, 26 x 61 = 15-71, 26 x 62 = 15-97, 26 x 63 = 16-22, 26 x 64 = 16-48, 26 x 65 = 16-74, 26 x 66 = 16-100, 26 x 67 = 17-25, 26 x 68 = 17-51, 26 x 69 = 17-77, 26 x 70 = 18-2, 26 x 71 = 18-28, 26 x 72 = 18-54, 26 x 73 = 18-80, 26 x 74 = 19-5, 26 x 75 = 19-31, 26 x 76 = 19-57, 26 x 77 = 19-83, 26 x 78 = 20-8, 26 x 79 = 20-34, 26 x 80 = 20-60, 26 x 81 = 20-86, 26 x 82 = 21-11, 26 x 83 = 21-37, 26 x 84 = 21-63, 26 x 85 = 21-89, 26 x 86 = 22-14, 26 x 87 = 22-40, 26 x 88 = 22-66, 26 x 89 = 22-92, 26 x 90 = 23-17, 26 x 91 = 23-43, 26 x 92 = 23-69, 26 x 93 = 23-95, 26 x 94 = 24-20, 26 x 95 = 24-46, 26 x 96 = 24-72, 26 x 97 = 24-98, 26 x 98 = 25-23, 26 x 99 = 25-49, 26 x 100 = 25-75, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-7, 27 x 5 = 1-34, 27 x 6 = 1-61, 27 x 7 = 1-88, 27 x 8 = 2-14, 27 x 9 = 2-41, 27 x 10 = 2-68, 27 x 11 = 2-95, 27 x 12 = 3-21, 27 x 13 = 3-48, 27 x 14 = 3-75, 27 x 15 = 4-1, 27 x 16 = 4-28, 27 x 17 = 4-55, 27 x 18 = 4-82, 27 x 19 = 5-8, 27 x 20 = 5-35, 27 x 21 = 5-62, 27 x 22 = 5-89, 27 x 23 = 6-15, 27 x 24 = 6-42, 27 x 25 = 6-69, 27 x 26 = 6-96, 27 x 27 = 7-22, 27 x 28 = 7-49, 27 x 29 = 7-76, 27 x 30 = 8-2, 27 x 31 = 8-29, 27 x 32 = 8-56, 27 x 33 = 8-83, 27 x 34 = 9-9, 27 x 35 = 9-36, 27 x 36 = 9-63, 27 x 37 = 9-90, 27 x 38 = 10-16, 27 x 39 = 10-43, 27 x 40 = 10-70, 27 x 41 = 10-97, 27 x 42 = 11-23, 27 x 43 = 11-50, 27 x 44 = 11-77, 27 x 45 = 12-3, 27 x 46 = 12-30, 27 x 47 = 12-57, 27 x 48 = 12-84, 27 x 49 = 13-10, 27 x 50 = 13-37, 27 x 51 = 13-64, 27 x 52 = 13-91, 27 x 53 = 14-17, 27 x 54 = 14-44, 27 x 55 = 14-71, 27 x 56 = 14-98, 27 x 57 = 15-24, 27 x 58 = 15-51, 27 x 59 = 15-78, 27 x 60 = 16-4, 27 x 61 = 16-31, 27 x 62 = 16-58, 27 x 63 = 16-85, 27 x 64 = 17-11, 27 x 65 = 17-38, 27 x 66 = 17-65, 27 x 67 = 17-92, 27 x 68 = 18-18, 27 x 69 = 18-45, 27 x 70 = 18-72, 27 x 71 = 18-99, 27 x 72 = 19-25, 27 x 73 = 19-52, 27 x 74 = 19-79, 27 x 75 = 20-5, 27 x 76 = 20-32, 27 x 77 = 20-59, 27 x 78 = 20-86, 27 x 79 = 21-12, 27 x 80 = 21-39, 27 x 81 = 21-66, 27 x 82 = 21-93, 27 x 83 = 22-19, 27 x 84 = 22-46, 27 x 85 = 22-73, 27 x 86 = 22-100, 27 x 87 = 23-26, 27 x 88 = 23-53, 27 x 89 = 23-80, 27 x 90 = 24-6, 27 x 91 = 24-33, 27 x 92 = 24-60, 27 x 93 = 24-87, 27 x 94 = 25-13, 27 x 95 = 25-40, 27 x 96 = 25-67, 27 x 97 = 25-94, 27 x 98 = 26-20, 27 x 99 = 26-47, 27 x 100 = 26-74, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-11, 28 x 5 = 1-39, 28 x 6 = 1-67, 28 x 7 = 1-95, 28 x 8 = 2-22, 28 x 9 = 2-50, 28 x 10 = 2-78, 28 x 11 = 3-5, 28 x 12 = 3-33, 28 x 13 = 3-61, 28 x 14 = 3-89, 28 x 15 = 4-16, 28 x 16 = 4-44, 28 x 17 = 4-72, 28 x 18 = 4-100, 28 x 19 = 5-27, 28 x 20 = 5-55, 28 x 21 = 5-83, 28 x 22 = 6-10, 28 x 23 = 6-38, 28 x 24 = 6-66, 28 x 25 = 6-94, 28 x 26 = 7-21, 28 x 27 = 7-49, 28 x 28 = 7-77, 28 x 29 = 8-4, 28 x 30 = 8-32, 28 x 31 = 8-60, 28 x 32 = 8-88, 28 x 33 = 9-15, 28 x 34 = 9-43, 28 x 35 = 9-71, 28 x 36 = 9-99, 28 x 37 = 10-26, 28 x 38 = 10-54, 28 x 39 = 10-82, 28 x 40 = 11-9, 28 x 41 = 11-37, 28 x 42 = 11-65, 28 x 43 = 11-93, 28 x 44 = 12-20, 28 x 45 = 12-48, 28 x 46 = 12-76, 28 x 47 = 13-3, 28 x 48 = 13-31, 28 x 49 = 13-59, 28 x 50 = 13-87, 28 x 51 = 14-14, 28 x 52 = 14-42, 28 x 53 = 14-70, 28 x 54 = 14-98, 28 x 55 = 15-25, 28 x 56 = 15-53, 28 x 57 = 15-81, 28 x 58 = 16-8, 28 x 59 = 16-36, 28 x 60 = 16-64, 28 x 61 = 16-92, 28 x 62 = 17-19, 28 x 63 = 17-47, 28 x 64 = 17-75, 28 x 65 = 18-2, 28 x 66 = 18-30, 28 x 67 = 18-58, 28 x 68 = 18-86, 28 x 69 = 19-13, 28 x 70 = 19-41, 28 x 71 = 19-69, 28 x 72 = 19-97, 28 x 73 = 20-24, 28 x 74 = 20-52, 28 x 75 = 20-80, 28 x 76 = 21-7, 28 x 77 = 21-35, 28 x 78 = 21-63, 28 x 79 = 21-91, 28 x 80 = 22-18, 28 x 81 = 22-46, 28 x 82 = 22-74, 28 x 83 = 23-1, 28 x 84 = 23-29, 28 x 85 = 23-57, 28 x 86 = 23-85, 28 x 87 = 24-12, 28 x 88 = 24-40, 28 x 89 = 24-68, 28 x 90 = 24-96, 28 x 91 = 25-23, 28 x 92 = 25-51, 28 x 93 = 25-79, 28 x 94 = 26-6, 28 x 95 = 26-34, 28 x 96 = 26-62, 28 x 97 = 26-90, 28 x 98 = 27-17, 28 x 99 = 27-45, 28 x 100 = 27-73, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-15, 29 x 5 = 1-44, 29 x 6 = 1-73, 29 x 7 = 2-1, 29 x 8 = 2-30, 29 x 9 = 2-59, 29 x 10 = 2-88, 29 x 11 = 3-16, 29 x 12 = 3-45, 29 x 13 = 3-74, 29 x 14 = 4-2, 29 x 15 = 4-31, 29 x 16 = 4-60, 29 x 17 = 4-89, 29 x 18 = 5-17, 29 x 19 = 5-46, 29 x 20 = 5-75, 29 x 21 = 6-3, 29 x 22 = 6-32, 29 x 23 = 6-61, 29 x 24 = 6-90, 29 x 25 = 7-18, 29 x 26 = 7-47, 29 x 27 = 7-76, 29 x 28 = 8-4, 29 x 29 = 8-33, 29 x 30 = 8-62, 29 x 31 = 8-91, 29 x 32 = 9-19, 29 x 33 = 9-48, 29 x 34 = 9-77, 29 x 35 = 10-5, 29 x 36 = 10-34, 29 x 37 = 10-63, 29 x 38 = 10-92, 29 x 39 = 11-20, 29 x 40 = 11-49, 29 x 41 = 11-78, 29 x 42 = 12-6, 29 x 43 = 12-35, 29 x 44 = 12-64, 29 x 45 = 12-93, 29 x 46 = 13-21, 29 x 47 = 13-50, 29 x 48 = 13-79, 29 x 49 = 14-7, 29 x 50 = 14-36, 29 x 51 = 14-65, 29 x 52 = 14-94, 29 x 53 = 15-22, 29 x 54 = 15-51, 29 x 55 = 15-80, 29 x 56 = 16-8, 29 x 57 = 16-37, 29 x 58 = 16-66, 29 x 59 = 16-95, 29 x 60 = 17-23, 29 x 61 = 17-52, 29 x 62 = 17-81, 29 x 63 = 18-9, 29 x 64 = 18-38, 29 x 65 = 18-67, 29 x 66 = 18-96, 29 x 67 = 19-24, 29 x 68 = 19-53, 29 x 69 = 19-82, 29 x 70 = 20-10, 29 x 71 = 20-39, 29 x 72 = 20-68, 29 x 73 = 20-97, 29 x 74 = 21-25, 29 x 75 = 21-54, 29 x 76 = 21-83, 29 x 77 = 22-11, 29 x 78 = 22-40, 29 x 79 = 22-69, 29 x 80 = 22-98, 29 x 81 = 23-26, 29 x 82 = 23-55, 29 x 83 = 23-84, 29 x 84 = 24-12, 29 x 85 = 24-41, 29 x 86 = 24-70, 29 x 87 = 24-99, 29 x 88 = 25-27, 29 x 89 = 25-56, 29 x 90 = 25-85, 29 x 91 = 26-13, 29 x 92 = 26-42, 29 x 93 = 26-71, 29 x 94 = 26-100, 29 x 95 = 27-28, 29 x 96 = 27-57, 29 x 97 = 27-86, 29 x 98 = 28-14, 29 x 99 = 28-43, 29 x 100 = 28-72, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 0-90, 30 x 4 = 1-19, 30 x 5 = 1-49, 30 x 6 = 1-79, 30 x 7 = 2-8, 30 x 8 = 2-38, 30 x 9 = 2-68, 30 x 10 = 2-98, 30 x 11 = 3-27, 30 x 12 = 3-57, 30 x 13 = 3-87, 30 x 14 = 4-16, 30 x 15 = 4-46, 30 x 16 = 4-76, 30 x 17 = 5-5, 30 x 18 = 5-35, 30 x 19 = 5-65, 30 x 20 = 5-95, 30 x 21 = 6-24, 30 x 22 = 6-54, 30 x 23 = 6-84, 30 x 24 = 7-13, 30 x 25 = 7-43, 30 x 26 = 7-73, 30 x 27 = 8-2, 30 x 28 = 8-32, 30 x 29 = 8-62, 30 x 30 = 8-92, 30 x 31 = 9-21, 30 x 32 = 9-51, 30 x 33 = 9-81, 30 x 34 = 10-10, 30 x 35 = 10-40, 30 x 36 = 10-70, 30 x 37 = 10-100, 30 x 38 = 11-29, 30 x 39 = 11-59, 30 x 40 = 11-89, 30 x 41 = 12-18, 30 x 42 = 12-48, 30 x 43 = 12-78, 30 x 44 = 13-7, 30 x 45 = 13-37, 30 x 46 = 13-67, 30 x 47 = 13-97, 30 x 48 = 14-26, 30 x 49 = 14-56, 30 x 50 = 14-86, 30 x 51 = 15-15, 30 x 52 = 15-45, 30 x 53 = 15-75, 30 x 54 = 16-4, 30 x 55 = 16-34, 30 x 56 = 16-64, 30 x 57 = 16-94, 30 x 58 = 17-23, 30 x 59 = 17-53, 30 x 60 = 17-83, 30 x 61 = 18-12, 30 x 62 = 18-42, 30 x 63 = 18-72, 30 x 64 = 19-1, 30 x 65 = 19-31, 30 x 66 = 19-61, 30 x 67 = 19-91, 30 x 68 = 20-20, 30 x 69 = 20-50, 30 x 70 = 20-80, 30 x 71 = 21-9, 30 x 72 = 21-39, 30 x 73 = 21-69, 30 x 74 = 21-99, 30 x 75 = 22-28, 30 x 76 = 22-58, 30 x 77 = 22-88, 30 x 78 = 23-17, 30 x 79 = 23-47, 30 x 80 = 23-77, 30 x 81 = 24-6, 30 x 82 = 24-36, 30 x 83 = 24-66, 30 x 84 = 24-96, 30 x 85 = 25-25, 30 x 86 = 25-55, 30 x 87 = 25-85, 30 x 88 = 26-14, 30 x 89 = 26-44, 30 x 90 = 26-74, 30 x 91 = 27-3, 30 x 92 = 27-33, 30 x 93 = 27-63, 30 x 94 = 27-93, 30 x 95 = 28-22, 30 x 96 = 28-52, 30 x 97 = 28-82, 30 x 98 = 29-11, 30 x 99 = 29-41, 30 x 100 = 29-71, 
