11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 0-88, 11 x 9 = 0-99, 11 x 10 = 1-9, 11 x 11 = 1-20, 11 x 12 = 1-31, 11 x 13 = 1-42, 11 x 14 = 1-53, 11 x 15 = 1-64, 11 x 16 = 1-75, 11 x 17 = 1-86, 11 x 18 = 1-97, 11 x 19 = 2-7, 11 x 20 = 2-18, 11 x 21 = 2-29, 11 x 22 = 2-40, 11 x 23 = 2-51, 11 x 24 = 2-62, 11 x 25 = 2-73, 11 x 26 = 2-84, 11 x 27 = 2-95, 11 x 28 = 3-5, 11 x 29 = 3-16, 11 x 30 = 3-27, 11 x 31 = 3-38, 11 x 32 = 3-49, 11 x 33 = 3-60, 11 x 34 = 3-71, 11 x 35 = 3-82, 11 x 36 = 3-93, 11 x 37 = 4-3, 11 x 38 = 4-14, 11 x 39 = 4-25, 11 x 40 = 4-36, 11 x 41 = 4-47, 11 x 42 = 4-58, 11 x 43 = 4-69, 11 x 44 = 4-80, 11 x 45 = 4-91, 11 x 46 = 5-1, 11 x 47 = 5-12, 11 x 48 = 5-23, 11 x 49 = 5-34, 11 x 50 = 5-45, 11 x 51 = 5-56, 11 x 52 = 5-67, 11 x 53 = 5-78, 11 x 54 = 5-89, 11 x 55 = 5-100, 11 x 56 = 6-10, 11 x 57 = 6-21, 11 x 58 = 6-32, 11 x 59 = 6-43, 11 x 60 = 6-54, 11 x 61 = 6-65, 11 x 62 = 6-76, 11 x 63 = 6-87, 11 x 64 = 6-98, 11 x 65 = 7-8, 11 x 66 = 7-19, 11 x 67 = 7-30, 11 x 68 = 7-41, 11 x 69 = 7-52, 11 x 70 = 7-63, 11 x 71 = 7-74, 11 x 72 = 7-85, 11 x 73 = 7-96, 11 x 74 = 8-6, 11 x 75 = 8-17, 11 x 76 = 8-28, 11 x 77 = 8-39, 11 x 78 = 8-50, 11 x 79 = 8-61, 11 x 80 = 8-72, 11 x 81 = 8-83, 11 x 82 = 8-94, 11 x 83 = 9-4, 11 x 84 = 9-15, 11 x 85 = 9-26, 11 x 86 = 9-37, 11 x 87 = 9-48, 11 x 88 = 9-59, 11 x 89 = 9-70, 11 x 90 = 9-81, 11 x 91 = 9-92, 11 x 92 = 10-2, 11 x 93 = 10-13, 11 x 94 = 10-24, 11 x 95 = 10-35, 11 x 96 = 10-46, 11 x 97 = 10-57, 11 x 98 = 10-68, 11 x 99 = 10-79, 11 x 100 = 10-90, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 0-96, 12 x 9 = 1-7, 12 x 10 = 1-19, 12 x 11 = 1-31, 12 x 12 = 1-43, 12 x 13 = 1-55, 12 x 14 = 1-67, 12 x 15 = 1-79, 12 x 16 = 1-91, 12 x 17 = 2-2, 12 x 18 = 2-14, 12 x 19 = 2-26, 12 x 20 = 2-38, 12 x 21 = 2-50, 12 x 22 = 2-62, 12 x 23 = 2-74, 12 x 24 = 2-86, 12 x 25 = 2-98, 12 x 26 = 3-9, 12 x 27 = 3-21, 12 x 28 = 3-33, 12 x 29 = 3-45, 12 x 30 = 3-57, 12 x 31 = 3-69, 12 x 32 = 3-81, 12 x 33 = 3-93, 12 x 34 = 4-4, 12 x 35 = 4-16, 12 x 36 = 4-28, 12 x 37 = 4-40, 12 x 38 = 4-52, 12 x 39 = 4-64, 12 x 40 = 4-76, 12 x 41 = 4-88, 12 x 42 = 4-100, 12 x 43 = 5-11, 12 x 44 = 5-23, 12 x 45 = 5-35, 12 x 46 = 5-47, 12 x 47 = 5-59, 12 x 48 = 5-71, 12 x 49 = 5-83, 12 x 50 = 5-95, 12 x 51 = 6-6, 12 x 52 = 6-18, 12 x 53 = 6-30, 12 x 54 = 6-42, 12 x 55 = 6-54, 12 x 56 = 6-66, 12 x 57 = 6-78, 12 x 58 = 6-90, 12 x 59 = 7-1, 12 x 60 = 7-13, 12 x 61 = 7-25, 12 x 62 = 7-37, 12 x 63 = 7-49, 12 x 64 = 7-61, 12 x 65 = 7-73, 12 x 66 = 7-85, 12 x 67 = 7-97, 12 x 68 = 8-8, 12 x 69 = 8-20, 12 x 70 = 8-32, 12 x 71 = 8-44, 12 x 72 = 8-56, 12 x 73 = 8-68, 12 x 74 = 8-80, 12 x 75 = 8-92, 12 x 76 = 9-3, 12 x 77 = 9-15, 12 x 78 = 9-27, 12 x 79 = 9-39, 12 x 80 = 9-51, 12 x 81 = 9-63, 12 x 82 = 9-75, 12 x 83 = 9-87, 12 x 84 = 9-99, 12 x 85 = 10-10, 12 x 86 = 10-22, 12 x 87 = 10-34, 12 x 88 = 10-46, 12 x 89 = 10-58, 12 x 90 = 10-70, 12 x 91 = 10-82, 12 x 92 = 10-94, 12 x 93 = 11-5, 12 x 94 = 11-17, 12 x 95 = 11-29, 12 x 96 = 11-41, 12 x 97 = 11-53, 12 x 98 = 11-65, 12 x 99 = 11-77, 12 x 100 = 11-89, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 0-91, 13 x 8 = 1-3, 13 x 9 = 1-16, 13 x 10 = 1-29, 13 x 11 = 1-42, 13 x 12 = 1-55, 13 x 13 = 1-68, 13 x 14 = 1-81, 13 x 15 = 1-94, 13 x 16 = 2-6, 13 x 17 = 2-19, 13 x 18 = 2-32, 13 x 19 = 2-45, 13 x 20 = 2-58, 13 x 21 = 2-71, 13 x 22 = 2-84, 13 x 23 = 2-97, 13 x 24 = 3-9, 13 x 25 = 3-22, 13 x 26 = 3-35, 13 x 27 = 3-48, 13 x 28 = 3-61, 13 x 29 = 3-74, 13 x 30 = 3-87, 13 x 31 = 3-100, 13 x 32 = 4-12, 13 x 33 = 4-25, 13 x 34 = 4-38, 13 x 35 = 4-51, 13 x 36 = 4-64, 13 x 37 = 4-77, 13 x 38 = 4-90, 13 x 39 = 5-2, 13 x 40 = 5-15, 13 x 41 = 5-28, 13 x 42 = 5-41, 13 x 43 = 5-54, 13 x 44 = 5-67, 13 x 45 = 5-80, 13 x 46 = 5-93, 13 x 47 = 6-5, 13 x 48 = 6-18, 13 x 49 = 6-31, 13 x 50 = 6-44, 13 x 51 = 6-57, 13 x 52 = 6-70, 13 x 53 = 6-83, 13 x 54 = 6-96, 13 x 55 = 7-8, 13 x 56 = 7-21, 13 x 57 = 7-34, 13 x 58 = 7-47, 13 x 59 = 7-60, 13 x 60 = 7-73, 13 x 61 = 7-86, 13 x 62 = 7-99, 13 x 63 = 8-11, 13 x 64 = 8-24, 13 x 65 = 8-37, 13 x 66 = 8-50, 13 x 67 = 8-63, 13 x 68 = 8-76, 13 x 69 = 8-89, 13 x 70 = 9-1, 13 x 71 = 9-14, 13 x 72 = 9-27, 13 x 73 = 9-40, 13 x 74 = 9-53, 13 x 75 = 9-66, 13 x 76 = 9-79, 13 x 77 = 9-92, 13 x 78 = 10-4, 13 x 79 = 10-17, 13 x 80 = 10-30, 13 x 81 = 10-43, 13 x 82 = 10-56, 13 x 83 = 10-69, 13 x 84 = 10-82, 13 x 85 = 10-95, 13 x 86 = 11-7, 13 x 87 = 11-20, 13 x 88 = 11-33, 13 x 89 = 11-46, 13 x 90 = 11-59, 13 x 91 = 11-72, 13 x 92 = 11-85, 13 x 93 = 11-98, 13 x 94 = 12-10, 13 x 95 = 12-23, 13 x 96 = 12-36, 13 x 97 = 12-49, 13 x 98 = 12-62, 13 x 99 = 12-75, 13 x 100 = 12-88, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 0-98, 14 x 8 = 1-11, 14 x 9 = 1-25, 14 x 10 = 1-39, 14 x 11 = 1-53, 14 x 12 = 1-67, 14 x 13 = 1-81, 14 x 14 = 1-95, 14 x 15 = 2-8, 14 x 16 = 2-22, 14 x 17 = 2-36, 14 x 18 = 2-50, 14 x 19 = 2-64, 14 x 20 = 2-78, 14 x 21 = 2-92, 14 x 22 = 3-5, 14 x 23 = 3-19, 14 x 24 = 3-33, 14 x 25 = 3-47, 14 x 26 = 3-61, 14 x 27 = 3-75, 14 x 28 = 3-89, 14 x 29 = 4-2, 14 x 30 = 4-16, 14 x 31 = 4-30, 14 x 32 = 4-44, 14 x 33 = 4-58, 14 x 34 = 4-72, 14 x 35 = 4-86, 14 x 36 = 4-100, 14 x 37 = 5-13, 14 x 38 = 5-27, 14 x 39 = 5-41, 14 x 40 = 5-55, 14 x 41 = 5-69, 14 x 42 = 5-83, 14 x 43 = 5-97, 14 x 44 = 6-10, 14 x 45 = 6-24, 14 x 46 = 6-38, 14 x 47 = 6-52, 14 x 48 = 6-66, 14 x 49 = 6-80, 14 x 50 = 6-94, 14 x 51 = 7-7, 14 x 52 = 7-21, 14 x 53 = 7-35, 14 x 54 = 7-49, 14 x 55 = 7-63, 14 x 56 = 7-77, 14 x 57 = 7-91, 14 x 58 = 8-4, 14 x 59 = 8-18, 14 x 60 = 8-32, 14 x 61 = 8-46, 14 x 62 = 8-60, 14 x 63 = 8-74, 14 x 64 = 8-88, 14 x 65 = 9-1, 14 x 66 = 9-15, 14 x 67 = 9-29, 14 x 68 = 9-43, 14 x 69 = 9-57, 14 x 70 = 9-71, 14 x 71 = 9-85, 14 x 72 = 9-99, 14 x 73 = 10-12, 14 x 74 = 10-26, 14 x 75 = 10-40, 14 x 76 = 10-54, 14 x 77 = 10-68, 14 x 78 = 10-82, 14 x 79 = 10-96, 14 x 80 = 11-9, 14 x 81 = 11-23, 14 x 82 = 11-37, 14 x 83 = 11-51, 14 x 84 = 11-65, 14 x 85 = 11-79, 14 x 86 = 11-93, 14 x 87 = 12-6, 14 x 88 = 12-20, 14 x 89 = 12-34, 14 x 90 = 12-48, 14 x 91 = 12-62, 14 x 92 = 12-76, 14 x 93 = 12-90, 14 x 94 = 13-3, 14 x 95 = 13-17, 14 x 96 = 13-31, 14 x 97 = 13-45, 14 x 98 = 13-59, 14 x 99 = 13-73, 14 x 100 = 13-87, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 0-90, 15 x 7 = 1-4, 15 x 8 = 1-19, 15 x 9 = 1-34, 15 x 10 = 1-49, 15 x 11 = 1-64, 15 x 12 = 1-79, 15 x 13 = 1-94, 15 x 14 = 2-8, 15 x 15 = 2-23, 15 x 16 = 2-38, 15 x 17 = 2-53, 15 x 18 = 2-68, 15 x 19 = 2-83, 15 x 20 = 2-98, 15 x 21 = 3-12, 15 x 22 = 3-27, 15 x 23 = 3-42, 15 x 24 = 3-57, 15 x 25 = 3-72, 15 x 26 = 3-87, 15 x 27 = 4-1, 15 x 28 = 4-16, 15 x 29 = 4-31, 15 x 30 = 4-46, 15 x 31 = 4-61, 15 x 32 = 4-76, 15 x 33 = 4-91, 15 x 34 = 5-5, 15 x 35 = 5-20, 15 x 36 = 5-35, 15 x 37 = 5-50, 15 x 38 = 5-65, 15 x 39 = 5-80, 15 x 40 = 5-95, 15 x 41 = 6-9, 15 x 42 = 6-24, 15 x 43 = 6-39, 15 x 44 = 6-54, 15 x 45 = 6-69, 15 x 46 = 6-84, 15 x 47 = 6-99, 15 x 48 = 7-13, 15 x 49 = 7-28, 15 x 50 = 7-43, 15 x 51 = 7-58, 15 x 52 = 7-73, 15 x 53 = 7-88, 15 x 54 = 8-2, 15 x 55 = 8-17, 15 x 56 = 8-32, 15 x 57 = 8-47, 15 x 58 = 8-62, 15 x 59 = 8-77, 15 x 60 = 8-92, 15 x 61 = 9-6, 15 x 62 = 9-21, 15 x 63 = 9-36, 15 x 64 = 9-51, 15 x 65 = 9-66, 15 x 66 = 9-81, 15 x 67 = 9-96, 15 x 68 = 10-10, 15 x 69 = 10-25, 15 x 70 = 10-40, 15 x 71 = 10-55, 15 x 72 = 10-70, 15 x 73 = 10-85, 15 x 74 = 10-100, 15 x 75 = 11-14, 15 x 76 = 11-29, 15 x 77 = 11-44, 15 x 78 = 11-59, 15 x 79 = 11-74, 15 x 80 = 11-89, 15 x 81 = 12-3, 15 x 82 = 12-18, 15 x 83 = 12-33, 15 x 84 = 12-48, 15 x 85 = 12-63, 15 x 86 = 12-78, 15 x 87 = 12-93, 15 x 88 = 13-7, 15 x 89 = 13-22, 15 x 90 = 13-37, 15 x 91 = 13-52, 15 x 92 = 13-67, 15 x 93 = 13-82, 15 x 94 = 13-97, 15 x 95 = 14-11, 15 x 96 = 14-26, 15 x 97 = 14-41, 15 x 98 = 14-56, 15 x 99 = 14-71, 15 x 100 = 14-86, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 0-96, 16 x 7 = 1-11, 16 x 8 = 1-27, 16 x 9 = 1-43, 16 x 10 = 1-59, 16 x 11 = 1-75, 16 x 12 = 1-91, 16 x 13 = 2-6, 16 x 14 = 2-22, 16 x 15 = 2-38, 16 x 16 = 2-54, 16 x 17 = 2-70, 16 x 18 = 2-86, 16 x 19 = 3-1, 16 x 20 = 3-17, 16 x 21 = 3-33, 16 x 22 = 3-49, 16 x 23 = 3-65, 16 x 24 = 3-81, 16 x 25 = 3-97, 16 x 26 = 4-12, 16 x 27 = 4-28, 16 x 28 = 4-44, 16 x 29 = 4-60, 16 x 30 = 4-76, 16 x 31 = 4-92, 16 x 32 = 5-7, 16 x 33 = 5-23, 16 x 34 = 5-39, 16 x 35 = 5-55, 16 x 36 = 5-71, 16 x 37 = 5-87, 16 x 38 = 6-2, 16 x 39 = 6-18, 16 x 40 = 6-34, 16 x 41 = 6-50, 16 x 42 = 6-66, 16 x 43 = 6-82, 16 x 44 = 6-98, 16 x 45 = 7-13, 16 x 46 = 7-29, 16 x 47 = 7-45, 16 x 48 = 7-61, 16 x 49 = 7-77, 16 x 50 = 7-93, 16 x 51 = 8-8, 16 x 52 = 8-24, 16 x 53 = 8-40, 16 x 54 = 8-56, 16 x 55 = 8-72, 16 x 56 = 8-88, 16 x 57 = 9-3, 16 x 58 = 9-19, 16 x 59 = 9-35, 16 x 60 = 9-51, 16 x 61 = 9-67, 16 x 62 = 9-83, 16 x 63 = 9-99, 16 x 64 = 10-14, 16 x 65 = 10-30, 16 x 66 = 10-46, 16 x 67 = 10-62, 16 x 68 = 10-78, 16 x 69 = 10-94, 16 x 70 = 11-9, 16 x 71 = 11-25, 16 x 72 = 11-41, 16 x 73 = 11-57, 16 x 74 = 11-73, 16 x 75 = 11-89, 16 x 76 = 12-4, 16 x 77 = 12-20, 16 x 78 = 12-36, 16 x 79 = 12-52, 16 x 80 = 12-68, 16 x 81 = 12-84, 16 x 82 = 12-100, 16 x 83 = 13-15, 16 x 84 = 13-31, 16 x 85 = 13-47, 16 x 86 = 13-63, 16 x 87 = 13-79, 16 x 88 = 13-95, 16 x 89 = 14-10, 16 x 90 = 14-26, 16 x 91 = 14-42, 16 x 92 = 14-58, 16 x 93 = 14-74, 16 x 94 = 14-90, 16 x 95 = 15-5, 16 x 96 = 15-21, 16 x 97 = 15-37, 16 x 98 = 15-53, 16 x 99 = 15-69, 16 x 100 = 15-85, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 1-1, 17 x 7 = 1-18, 17 x 8 = 1-35, 17 x 9 = 1-52, 17 x 10 = 1-69, 17 x 11 = 1-86, 17 x 12 = 2-2, 17 x 13 = 2-19, 17 x 14 = 2-36, 17 x 15 = 2-53, 17 x 16 = 2-70, 17 x 17 = 2-87, 17 x 18 = 3-3, 17 x 19 = 3-20, 17 x 20 = 3-37, 17 x 21 = 3-54, 17 x 22 = 3-71, 17 x 23 = 3-88, 17 x 24 = 4-4, 17 x 25 = 4-21, 17 x 26 = 4-38, 17 x 27 = 4-55, 17 x 28 = 4-72, 17 x 29 = 4-89, 17 x 30 = 5-5, 17 x 31 = 5-22, 17 x 32 = 5-39, 17 x 33 = 5-56, 17 x 34 = 5-73, 17 x 35 = 5-90, 17 x 36 = 6-6, 17 x 37 = 6-23, 17 x 38 = 6-40, 17 x 39 = 6-57, 17 x 40 = 6-74, 17 x 41 = 6-91, 17 x 42 = 7-7, 17 x 43 = 7-24, 17 x 44 = 7-41, 17 x 45 = 7-58, 17 x 46 = 7-75, 17 x 47 = 7-92, 17 x 48 = 8-8, 17 x 49 = 8-25, 17 x 50 = 8-42, 17 x 51 = 8-59, 17 x 52 = 8-76, 17 x 53 = 8-93, 17 x 54 = 9-9, 17 x 55 = 9-26, 17 x 56 = 9-43, 17 x 57 = 9-60, 17 x 58 = 9-77, 17 x 59 = 9-94, 17 x 60 = 10-10, 17 x 61 = 10-27, 17 x 62 = 10-44, 17 x 63 = 10-61, 17 x 64 = 10-78, 17 x 65 = 10-95, 17 x 66 = 11-11, 17 x 67 = 11-28, 17 x 68 = 11-45, 17 x 69 = 11-62, 17 x 70 = 11-79, 17 x 71 = 11-96, 17 x 72 = 12-12, 17 x 73 = 12-29, 17 x 74 = 12-46, 17 x 75 = 12-63, 17 x 76 = 12-80, 17 x 77 = 12-97, 17 x 78 = 13-13, 17 x 79 = 13-30, 17 x 80 = 13-47, 17 x 81 = 13-64, 17 x 82 = 13-81, 17 x 83 = 13-98, 17 x 84 = 14-14, 17 x 85 = 14-31, 17 x 86 = 14-48, 17 x 87 = 14-65, 17 x 88 = 14-82, 17 x 89 = 14-99, 17 x 90 = 15-15, 17 x 91 = 15-32, 17 x 92 = 15-49, 17 x 93 = 15-66, 17 x 94 = 15-83, 17 x 95 = 15-100, 17 x 96 = 16-16, 17 x 97 = 16-33, 17 x 98 = 16-50, 17 x 99 = 16-67, 17 x 100 = 16-84, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 0-90, 18 x 6 = 1-7, 18 x 7 = 1-25, 18 x 8 = 1-43, 18 x 9 = 1-61, 18 x 10 = 1-79, 18 x 11 = 1-97, 18 x 12 = 2-14, 18 x 13 = 2-32, 18 x 14 = 2-50, 18 x 15 = 2-68, 18 x 16 = 2-86, 18 x 17 = 3-3, 18 x 18 = 3-21, 18 x 19 = 3-39, 18 x 20 = 3-57, 18 x 21 = 3-75, 18 x 22 = 3-93, 18 x 23 = 4-10, 18 x 24 = 4-28, 18 x 25 = 4-46, 18 x 26 = 4-64, 18 x 27 = 4-82, 18 x 28 = 4-100, 18 x 29 = 5-17, 18 x 30 = 5-35, 18 x 31 = 5-53, 18 x 32 = 5-71, 18 x 33 = 5-89, 18 x 34 = 6-6, 18 x 35 = 6-24, 18 x 36 = 6-42, 18 x 37 = 6-60, 18 x 38 = 6-78, 18 x 39 = 6-96, 18 x 40 = 7-13, 18 x 41 = 7-31, 18 x 42 = 7-49, 18 x 43 = 7-67, 18 x 44 = 7-85, 18 x 45 = 8-2, 18 x 46 = 8-20, 18 x 47 = 8-38, 18 x 48 = 8-56, 18 x 49 = 8-74, 18 x 50 = 8-92, 18 x 51 = 9-9, 18 x 52 = 9-27, 18 x 53 = 9-45, 18 x 54 = 9-63, 18 x 55 = 9-81, 18 x 56 = 9-99, 18 x 57 = 10-16, 18 x 58 = 10-34, 18 x 59 = 10-52, 18 x 60 = 10-70, 18 x 61 = 10-88, 18 x 62 = 11-5, 18 x 63 = 11-23, 18 x 64 = 11-41, 18 x 65 = 11-59, 18 x 66 = 11-77, 18 x 67 = 11-95, 18 x 68 = 12-12, 18 x 69 = 12-30, 18 x 70 = 12-48, 18 x 71 = 12-66, 18 x 72 = 12-84, 18 x 73 = 13-1, 18 x 74 = 13-19, 18 x 75 = 13-37, 18 x 76 = 13-55, 18 x 77 = 13-73, 18 x 78 = 13-91, 18 x 79 = 14-8, 18 x 80 = 14-26, 18 x 81 = 14-44, 18 x 82 = 14-62, 18 x 83 = 14-80, 18 x 84 = 14-98, 18 x 85 = 15-15, 18 x 86 = 15-33, 18 x 87 = 15-51, 18 x 88 = 15-69, 18 x 89 = 15-87, 18 x 90 = 16-4, 18 x 91 = 16-22, 18 x 92 = 16-40, 18 x 93 = 16-58, 18 x 94 = 16-76, 18 x 95 = 16-94, 18 x 96 = 17-11, 18 x 97 = 17-29, 18 x 98 = 17-47, 18 x 99 = 17-65, 18 x 100 = 17-83, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 0-95, 19 x 6 = 1-13, 19 x 7 = 1-32, 19 x 8 = 1-51, 19 x 9 = 1-70, 19 x 10 = 1-89, 19 x 11 = 2-7, 19 x 12 = 2-26, 19 x 13 = 2-45, 19 x 14 = 2-64, 19 x 15 = 2-83, 19 x 16 = 3-1, 19 x 17 = 3-20, 19 x 18 = 3-39, 19 x 19 = 3-58, 19 x 20 = 3-77, 19 x 21 = 3-96, 19 x 22 = 4-14, 19 x 23 = 4-33, 19 x 24 = 4-52, 19 x 25 = 4-71, 19 x 26 = 4-90, 19 x 27 = 5-8, 19 x 28 = 5-27, 19 x 29 = 5-46, 19 x 30 = 5-65, 19 x 31 = 5-84, 19 x 32 = 6-2, 19 x 33 = 6-21, 19 x 34 = 6-40, 19 x 35 = 6-59, 19 x 36 = 6-78, 19 x 37 = 6-97, 19 x 38 = 7-15, 19 x 39 = 7-34, 19 x 40 = 7-53, 19 x 41 = 7-72, 19 x 42 = 7-91, 19 x 43 = 8-9, 19 x 44 = 8-28, 19 x 45 = 8-47, 19 x 46 = 8-66, 19 x 47 = 8-85, 19 x 48 = 9-3, 19 x 49 = 9-22, 19 x 50 = 9-41, 19 x 51 = 9-60, 19 x 52 = 9-79, 19 x 53 = 9-98, 19 x 54 = 10-16, 19 x 55 = 10-35, 19 x 56 = 10-54, 19 x 57 = 10-73, 19 x 58 = 10-92, 19 x 59 = 11-10, 19 x 60 = 11-29, 19 x 61 = 11-48, 19 x 62 = 11-67, 19 x 63 = 11-86, 19 x 64 = 12-4, 19 x 65 = 12-23, 19 x 66 = 12-42, 19 x 67 = 12-61, 19 x 68 = 12-80, 19 x 69 = 12-99, 19 x 70 = 13-17, 19 x 71 = 13-36, 19 x 72 = 13-55, 19 x 73 = 13-74, 19 x 74 = 13-93, 19 x 75 = 14-11, 19 x 76 = 14-30, 19 x 77 = 14-49, 19 x 78 = 14-68, 19 x 79 = 14-87, 19 x 80 = 15-5, 19 x 81 = 15-24, 19 x 82 = 15-43, 19 x 83 = 15-62, 19 x 84 = 15-81, 19 x 85 = 15-100, 19 x 86 = 16-18, 19 x 87 = 16-37, 19 x 88 = 16-56, 19 x 89 = 16-75, 19 x 90 = 16-94, 19 x 91 = 17-12, 19 x 92 = 17-31, 19 x 93 = 17-50, 19 x 94 = 17-69, 19 x 95 = 17-88, 19 x 96 = 18-6, 19 x 97 = 18-25, 19 x 98 = 18-44, 19 x 99 = 18-63, 19 x 100 = 18-82, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 0-100, 20 x 6 = 1-19, 20 x 7 = 1-39, 20 x 8 = 1-59, 20 x 9 = 1-79, 20 x 10 = 1-99, 20 x 11 = 2-18, 20 x 12 = 2-38, 20 x 13 = 2-58, 20 x 14 = 2-78, 20 x 15 = 2-98, 20 x 16 = 3-17, 20 x 17 = 3-37, 20 x 18 = 3-57, 20 x 19 = 3-77, 20 x 20 = 3-97, 20 x 21 = 4-16, 20 x 22 = 4-36, 20 x 23 = 4-56, 20 x 24 = 4-76, 20 x 25 = 4-96, 20 x 26 = 5-15, 20 x 27 = 5-35, 20 x 28 = 5-55, 20 x 29 = 5-75, 20 x 30 = 5-95, 20 x 31 = 6-14, 20 x 32 = 6-34, 20 x 33 = 6-54, 20 x 34 = 6-74, 20 x 35 = 6-94, 20 x 36 = 7-13, 20 x 37 = 7-33, 20 x 38 = 7-53, 20 x 39 = 7-73, 20 x 40 = 7-93, 20 x 41 = 8-12, 20 x 42 = 8-32, 20 x 43 = 8-52, 20 x 44 = 8-72, 20 x 45 = 8-92, 20 x 46 = 9-11, 20 x 47 = 9-31, 20 x 48 = 9-51, 20 x 49 = 9-71, 20 x 50 = 9-91, 20 x 51 = 10-10, 20 x 52 = 10-30, 20 x 53 = 10-50, 20 x 54 = 10-70, 20 x 55 = 10-90, 20 x 56 = 11-9, 20 x 57 = 11-29, 20 x 58 = 11-49, 20 x 59 = 11-69, 20 x 60 = 11-89, 20 x 61 = 12-8, 20 x 62 = 12-28, 20 x 63 = 12-48, 20 x 64 = 12-68, 20 x 65 = 12-88, 20 x 66 = 13-7, 20 x 67 = 13-27, 20 x 68 = 13-47, 20 x 69 = 13-67, 20 x 70 = 13-87, 20 x 71 = 14-6, 20 x 72 = 14-26, 20 x 73 = 14-46, 20 x 74 = 14-66, 20 x 75 = 14-86, 20 x 76 = 15-5, 20 x 77 = 15-25, 20 x 78 = 15-45, 20 x 79 = 15-65, 20 x 80 = 15-85, 20 x 81 = 16-4, 20 x 82 = 16-24, 20 x 83 = 16-44, 20 x 84 = 16-64, 20 x 85 = 16-84, 20 x 86 = 17-3, 20 x 87 = 17-23, 20 x 88 = 17-43, 20 x 89 = 17-63, 20 x 90 = 17-83, 20 x 91 = 18-2, 20 x 92 = 18-22, 20 x 93 = 18-42, 20 x 94 = 18-62, 20 x 95 = 18-82, 20 x 96 = 19-1, 20 x 97 = 19-21, 20 x 98 = 19-41, 20 x 99 = 19-61, 20 x 100 = 19-81, 
