0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 1-5, 0-11 x 0-6 = 1-16, 0-11 x 0-7 = 1-27, 0-11 x 0-8 = 1-38, 0-11 x 0-9 = 1-49, 0-11 x 0-10 = 2-10, 0-11 x 0-11 = 2-21, 0-11 x 0-12 = 2-32, 0-11 x 0-13 = 2-43, 0-11 x 0-14 = 3-4, 0-11 x 0-15 = 3-15, 0-11 x 0-16 = 3-26, 0-11 x 0-17 = 3-37, 0-11 x 0-18 = 3-48, 0-11 x 0-19 = 4-9, 0-11 x 0-20 = 4-20, 0-11 x 0-21 = 4-31, 0-11 x 0-22 = 4-42, 0-11 x 0-23 = 5-3, 0-11 x 0-24 = 5-14, 0-11 x 0-25 = 5-25, 0-11 x 0-26 = 5-36, 0-11 x 0-27 = 5-47, 0-11 x 0-28 = 6-8, 0-11 x 0-29 = 6-19, 0-11 x 0-30 = 6-30, 0-11 x 0-31 = 6-41, 0-11 x 0-32 = 7-2, 0-11 x 0-33 = 7-13, 0-11 x 0-34 = 7-24, 0-11 x 0-35 = 7-35, 0-11 x 0-36 = 7-46, 0-11 x 0-37 = 8-7, 0-11 x 0-38 = 8-18, 0-11 x 0-39 = 8-29, 0-11 x 0-40 = 8-40, 0-11 x 0-41 = 9-1, 0-11 x 0-42 = 9-12, 0-11 x 0-43 = 9-23, 0-11 x 0-44 = 9-34, 0-11 x 0-45 = 9-45, 0-11 x 0-46 = 10-6, 0-11 x 0-47 = 10-17, 0-11 x 0-48 = 10-28, 0-11 x 0-49 = 10-39, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 1-10, 0-12 x 0-6 = 1-22, 0-12 x 0-7 = 1-34, 0-12 x 0-8 = 1-46, 0-12 x 0-9 = 2-8, 0-12 x 0-10 = 2-20, 0-12 x 0-11 = 2-32, 0-12 x 0-12 = 2-44, 0-12 x 0-13 = 3-6, 0-12 x 0-14 = 3-18, 0-12 x 0-15 = 3-30, 0-12 x 0-16 = 3-42, 0-12 x 0-17 = 4-4, 0-12 x 0-18 = 4-16, 0-12 x 0-19 = 4-28, 0-12 x 0-20 = 4-40, 0-12 x 0-21 = 5-2, 0-12 x 0-22 = 5-14, 0-12 x 0-23 = 5-26, 0-12 x 0-24 = 5-38, 0-12 x 0-25 = 6-0, 0-12 x 0-26 = 6-12, 0-12 x 0-27 = 6-24, 0-12 x 0-28 = 6-36, 0-12 x 0-29 = 6-48, 0-12 x 0-30 = 7-10, 0-12 x 0-31 = 7-22, 0-12 x 0-32 = 7-34, 0-12 x 0-33 = 7-46, 0-12 x 0-34 = 8-8, 0-12 x 0-35 = 8-20, 0-12 x 0-36 = 8-32, 0-12 x 0-37 = 8-44, 0-12 x 0-38 = 9-6, 0-12 x 0-39 = 9-18, 0-12 x 0-40 = 9-30, 0-12 x 0-41 = 9-42, 0-12 x 0-42 = 10-4, 0-12 x 0-43 = 10-16, 0-12 x 0-44 = 10-28, 0-12 x 0-45 = 10-40, 0-12 x 0-46 = 11-2, 0-12 x 0-47 = 11-14, 0-12 x 0-48 = 11-26, 0-12 x 0-49 = 11-38, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 1-2, 0-13 x 0-5 = 1-15, 0-13 x 0-6 = 1-28, 0-13 x 0-7 = 1-41, 0-13 x 0-8 = 2-4, 0-13 x 0-9 = 2-17, 0-13 x 0-10 = 2-30, 0-13 x 0-11 = 2-43, 0-13 x 0-12 = 3-6, 0-13 x 0-13 = 3-19, 0-13 x 0-14 = 3-32, 0-13 x 0-15 = 3-45, 0-13 x 0-16 = 4-8, 0-13 x 0-17 = 4-21, 0-13 x 0-18 = 4-34, 0-13 x 0-19 = 4-47, 0-13 x 0-20 = 5-10, 0-13 x 0-21 = 5-23, 0-13 x 0-22 = 5-36, 0-13 x 0-23 = 5-49, 0-13 x 0-24 = 6-12, 0-13 x 0-25 = 6-25, 0-13 x 0-26 = 6-38, 0-13 x 0-27 = 7-1, 0-13 x 0-28 = 7-14, 0-13 x 0-29 = 7-27, 0-13 x 0-30 = 7-40, 0-13 x 0-31 = 8-3, 0-13 x 0-32 = 8-16, 0-13 x 0-33 = 8-29, 0-13 x 0-34 = 8-42, 0-13 x 0-35 = 9-5, 0-13 x 0-36 = 9-18, 0-13 x 0-37 = 9-31, 0-13 x 0-38 = 9-44, 0-13 x 0-39 = 10-7, 0-13 x 0-40 = 10-20, 0-13 x 0-41 = 10-33, 0-13 x 0-42 = 10-46, 0-13 x 0-43 = 11-9, 0-13 x 0-44 = 11-22, 0-13 x 0-45 = 11-35, 0-13 x 0-46 = 11-48, 0-13 x 0-47 = 12-11, 0-13 x 0-48 = 12-24, 0-13 x 0-49 = 12-37, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 1-6, 0-14 x 0-5 = 1-20, 0-14 x 0-6 = 1-34, 0-14 x 0-7 = 1-48, 0-14 x 0-8 = 2-12, 0-14 x 0-9 = 2-26, 0-14 x 0-10 = 2-40, 0-14 x 0-11 = 3-4, 0-14 x 0-12 = 3-18, 0-14 x 0-13 = 3-32, 0-14 x 0-14 = 3-46, 0-14 x 0-15 = 4-10, 0-14 x 0-16 = 4-24, 0-14 x 0-17 = 4-38, 0-14 x 0-18 = 5-2, 0-14 x 0-19 = 5-16, 0-14 x 0-20 = 5-30, 0-14 x 0-21 = 5-44, 0-14 x 0-22 = 6-8, 0-14 x 0-23 = 6-22, 0-14 x 0-24 = 6-36, 0-14 x 0-25 = 7-0, 0-14 x 0-26 = 7-14, 0-14 x 0-27 = 7-28, 0-14 x 0-28 = 7-42, 0-14 x 0-29 = 8-6, 0-14 x 0-30 = 8-20, 0-14 x 0-31 = 8-34, 0-14 x 0-32 = 8-48, 0-14 x 0-33 = 9-12, 0-14 x 0-34 = 9-26, 0-14 x 0-35 = 9-40, 0-14 x 0-36 = 10-4, 0-14 x 0-37 = 10-18, 0-14 x 0-38 = 10-32, 0-14 x 0-39 = 10-46, 0-14 x 0-40 = 11-10, 0-14 x 0-41 = 11-24, 0-14 x 0-42 = 11-38, 0-14 x 0-43 = 12-2, 0-14 x 0-44 = 12-16, 0-14 x 0-45 = 12-30, 0-14 x 0-46 = 12-44, 0-14 x 0-47 = 13-8, 0-14 x 0-48 = 13-22, 0-14 x 0-49 = 13-36, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 1-10, 0-15 x 0-5 = 1-25, 0-15 x 0-6 = 1-40, 0-15 x 0-7 = 2-5, 0-15 x 0-8 = 2-20, 0-15 x 0-9 = 2-35, 0-15 x 0-10 = 3-0, 0-15 x 0-11 = 3-15, 0-15 x 0-12 = 3-30, 0-15 x 0-13 = 3-45, 0-15 x 0-14 = 4-10, 0-15 x 0-15 = 4-25, 0-15 x 0-16 = 4-40, 0-15 x 0-17 = 5-5, 0-15 x 0-18 = 5-20, 0-15 x 0-19 = 5-35, 0-15 x 0-20 = 6-0, 0-15 x 0-21 = 6-15, 0-15 x 0-22 = 6-30, 0-15 x 0-23 = 6-45, 0-15 x 0-24 = 7-10, 0-15 x 0-25 = 7-25, 0-15 x 0-26 = 7-40, 0-15 x 0-27 = 8-5, 0-15 x 0-28 = 8-20, 0-15 x 0-29 = 8-35, 0-15 x 0-30 = 9-0, 0-15 x 0-31 = 9-15, 0-15 x 0-32 = 9-30, 0-15 x 0-33 = 9-45, 0-15 x 0-34 = 10-10, 0-15 x 0-35 = 10-25, 0-15 x 0-36 = 10-40, 0-15 x 0-37 = 11-5, 0-15 x 0-38 = 11-20, 0-15 x 0-39 = 11-35, 0-15 x 0-40 = 12-0, 0-15 x 0-41 = 12-15, 0-15 x 0-42 = 12-30, 0-15 x 0-43 = 12-45, 0-15 x 0-44 = 13-10, 0-15 x 0-45 = 13-25, 0-15 x 0-46 = 13-40, 0-15 x 0-47 = 14-5, 0-15 x 0-48 = 14-20, 0-15 x 0-49 = 14-35, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 1-14, 0-16 x 0-5 = 1-30, 0-16 x 0-6 = 1-46, 0-16 x 0-7 = 2-12, 0-16 x 0-8 = 2-28, 0-16 x 0-9 = 2-44, 0-16 x 0-10 = 3-10, 0-16 x 0-11 = 3-26, 0-16 x 0-12 = 3-42, 0-16 x 0-13 = 4-8, 0-16 x 0-14 = 4-24, 0-16 x 0-15 = 4-40, 0-16 x 0-16 = 5-6, 0-16 x 0-17 = 5-22, 0-16 x 0-18 = 5-38, 0-16 x 0-19 = 6-4, 0-16 x 0-20 = 6-20, 0-16 x 0-21 = 6-36, 0-16 x 0-22 = 7-2, 0-16 x 0-23 = 7-18, 0-16 x 0-24 = 7-34, 0-16 x 0-25 = 8-0, 0-16 x 0-26 = 8-16, 0-16 x 0-27 = 8-32, 0-16 x 0-28 = 8-48, 0-16 x 0-29 = 9-14, 0-16 x 0-30 = 9-30, 0-16 x 0-31 = 9-46, 0-16 x 0-32 = 10-12, 0-16 x 0-33 = 10-28, 0-16 x 0-34 = 10-44, 0-16 x 0-35 = 11-10, 0-16 x 0-36 = 11-26, 0-16 x 0-37 = 11-42, 0-16 x 0-38 = 12-8, 0-16 x 0-39 = 12-24, 0-16 x 0-40 = 12-40, 0-16 x 0-41 = 13-6, 0-16 x 0-42 = 13-22, 0-16 x 0-43 = 13-38, 0-16 x 0-44 = 14-4, 0-16 x 0-45 = 14-20, 0-16 x 0-46 = 14-36, 0-16 x 0-47 = 15-2, 0-16 x 0-48 = 15-18, 0-16 x 0-49 = 15-34, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 1-1, 0-17 x 0-4 = 1-18, 0-17 x 0-5 = 1-35, 0-17 x 0-6 = 2-2, 0-17 x 0-7 = 2-19, 0-17 x 0-8 = 2-36, 0-17 x 0-9 = 3-3, 0-17 x 0-10 = 3-20, 0-17 x 0-11 = 3-37, 0-17 x 0-12 = 4-4, 0-17 x 0-13 = 4-21, 0-17 x 0-14 = 4-38, 0-17 x 0-15 = 5-5, 0-17 x 0-16 = 5-22, 0-17 x 0-17 = 5-39, 0-17 x 0-18 = 6-6, 0-17 x 0-19 = 6-23, 0-17 x 0-20 = 6-40, 0-17 x 0-21 = 7-7, 0-17 x 0-22 = 7-24, 0-17 x 0-23 = 7-41, 0-17 x 0-24 = 8-8, 0-17 x 0-25 = 8-25, 0-17 x 0-26 = 8-42, 0-17 x 0-27 = 9-9, 0-17 x 0-28 = 9-26, 0-17 x 0-29 = 9-43, 0-17 x 0-30 = 10-10, 0-17 x 0-31 = 10-27, 0-17 x 0-32 = 10-44, 0-17 x 0-33 = 11-11, 0-17 x 0-34 = 11-28, 0-17 x 0-35 = 11-45, 0-17 x 0-36 = 12-12, 0-17 x 0-37 = 12-29, 0-17 x 0-38 = 12-46, 0-17 x 0-39 = 13-13, 0-17 x 0-40 = 13-30, 0-17 x 0-41 = 13-47, 0-17 x 0-42 = 14-14, 0-17 x 0-43 = 14-31, 0-17 x 0-44 = 14-48, 0-17 x 0-45 = 15-15, 0-17 x 0-46 = 15-32, 0-17 x 0-47 = 15-49, 0-17 x 0-48 = 16-16, 0-17 x 0-49 = 16-33, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 1-4, 0-18 x 0-4 = 1-22, 0-18 x 0-5 = 1-40, 0-18 x 0-6 = 2-8, 0-18 x 0-7 = 2-26, 0-18 x 0-8 = 2-44, 0-18 x 0-9 = 3-12, 0-18 x 0-10 = 3-30, 0-18 x 0-11 = 3-48, 0-18 x 0-12 = 4-16, 0-18 x 0-13 = 4-34, 0-18 x 0-14 = 5-2, 0-18 x 0-15 = 5-20, 0-18 x 0-16 = 5-38, 0-18 x 0-17 = 6-6, 0-18 x 0-18 = 6-24, 0-18 x 0-19 = 6-42, 0-18 x 0-20 = 7-10, 0-18 x 0-21 = 7-28, 0-18 x 0-22 = 7-46, 0-18 x 0-23 = 8-14, 0-18 x 0-24 = 8-32, 0-18 x 0-25 = 9-0, 0-18 x 0-26 = 9-18, 0-18 x 0-27 = 9-36, 0-18 x 0-28 = 10-4, 0-18 x 0-29 = 10-22, 0-18 x 0-30 = 10-40, 0-18 x 0-31 = 11-8, 0-18 x 0-32 = 11-26, 0-18 x 0-33 = 11-44, 0-18 x 0-34 = 12-12, 0-18 x 0-35 = 12-30, 0-18 x 0-36 = 12-48, 0-18 x 0-37 = 13-16, 0-18 x 0-38 = 13-34, 0-18 x 0-39 = 14-2, 0-18 x 0-40 = 14-20, 0-18 x 0-41 = 14-38, 0-18 x 0-42 = 15-6, 0-18 x 0-43 = 15-24, 0-18 x 0-44 = 15-42, 0-18 x 0-45 = 16-10, 0-18 x 0-46 = 16-28, 0-18 x 0-47 = 16-46, 0-18 x 0-48 = 17-14, 0-18 x 0-49 = 17-32, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 1-7, 0-19 x 0-4 = 1-26, 0-19 x 0-5 = 1-45, 0-19 x 0-6 = 2-14, 0-19 x 0-7 = 2-33, 0-19 x 0-8 = 3-2, 0-19 x 0-9 = 3-21, 0-19 x 0-10 = 3-40, 0-19 x 0-11 = 4-9, 0-19 x 0-12 = 4-28, 0-19 x 0-13 = 4-47, 0-19 x 0-14 = 5-16, 0-19 x 0-15 = 5-35, 0-19 x 0-16 = 6-4, 0-19 x 0-17 = 6-23, 0-19 x 0-18 = 6-42, 0-19 x 0-19 = 7-11, 0-19 x 0-20 = 7-30, 0-19 x 0-21 = 7-49, 0-19 x 0-22 = 8-18, 0-19 x 0-23 = 8-37, 0-19 x 0-24 = 9-6, 0-19 x 0-25 = 9-25, 0-19 x 0-26 = 9-44, 0-19 x 0-27 = 10-13, 0-19 x 0-28 = 10-32, 0-19 x 0-29 = 11-1, 0-19 x 0-30 = 11-20, 0-19 x 0-31 = 11-39, 0-19 x 0-32 = 12-8, 0-19 x 0-33 = 12-27, 0-19 x 0-34 = 12-46, 0-19 x 0-35 = 13-15, 0-19 x 0-36 = 13-34, 0-19 x 0-37 = 14-3, 0-19 x 0-38 = 14-22, 0-19 x 0-39 = 14-41, 0-19 x 0-40 = 15-10, 0-19 x 0-41 = 15-29, 0-19 x 0-42 = 15-48, 0-19 x 0-43 = 16-17, 0-19 x 0-44 = 16-36, 0-19 x 0-45 = 17-5, 0-19 x 0-46 = 17-24, 0-19 x 0-47 = 17-43, 0-19 x 0-48 = 18-12, 0-19 x 0-49 = 18-31, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 1-10, 0-20 x 0-4 = 1-30, 0-20 x 0-5 = 2-0, 0-20 x 0-6 = 2-20, 0-20 x 0-7 = 2-40, 0-20 x 0-8 = 3-10, 0-20 x 0-9 = 3-30, 0-20 x 0-10 = 4-0, 0-20 x 0-11 = 4-20, 0-20 x 0-12 = 4-40, 0-20 x 0-13 = 5-10, 0-20 x 0-14 = 5-30, 0-20 x 0-15 = 6-0, 0-20 x 0-16 = 6-20, 0-20 x 0-17 = 6-40, 0-20 x 0-18 = 7-10, 0-20 x 0-19 = 7-30, 0-20 x 0-20 = 8-0, 0-20 x 0-21 = 8-20, 0-20 x 0-22 = 8-40, 0-20 x 0-23 = 9-10, 0-20 x 0-24 = 9-30, 0-20 x 0-25 = 10-0, 0-20 x 0-26 = 10-20, 0-20 x 0-27 = 10-40, 0-20 x 0-28 = 11-10, 0-20 x 0-29 = 11-30, 0-20 x 0-30 = 12-0, 0-20 x 0-31 = 12-20, 0-20 x 0-32 = 12-40, 0-20 x 0-33 = 13-10, 0-20 x 0-34 = 13-30, 0-20 x 0-35 = 14-0, 0-20 x 0-36 = 14-20, 0-20 x 0-37 = 14-40, 0-20 x 0-38 = 15-10, 0-20 x 0-39 = 15-30, 0-20 x 0-40 = 16-0, 0-20 x 0-41 = 16-20, 0-20 x 0-42 = 16-40, 0-20 x 0-43 = 17-10, 0-20 x 0-44 = 17-30, 0-20 x 0-45 = 18-0, 0-20 x 0-46 = 18-20, 0-20 x 0-47 = 18-40, 0-20 x 0-48 = 19-10, 0-20 x 0-49 = 19-30, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 1-13, 0-21 x 0-4 = 1-34, 0-21 x 0-5 = 2-5, 0-21 x 0-6 = 2-26, 0-21 x 0-7 = 2-47, 0-21 x 0-8 = 3-18, 0-21 x 0-9 = 3-39, 0-21 x 0-10 = 4-10, 0-21 x 0-11 = 4-31, 0-21 x 0-12 = 5-2, 0-21 x 0-13 = 5-23, 0-21 x 0-14 = 5-44, 0-21 x 0-15 = 6-15, 0-21 x 0-16 = 6-36, 0-21 x 0-17 = 7-7, 0-21 x 0-18 = 7-28, 0-21 x 0-19 = 7-49, 0-21 x 0-20 = 8-20, 0-21 x 0-21 = 8-41, 0-21 x 0-22 = 9-12, 0-21 x 0-23 = 9-33, 0-21 x 0-24 = 10-4, 0-21 x 0-25 = 10-25, 0-21 x 0-26 = 10-46, 0-21 x 0-27 = 11-17, 0-21 x 0-28 = 11-38, 0-21 x 0-29 = 12-9, 0-21 x 0-30 = 12-30, 0-21 x 0-31 = 13-1, 0-21 x 0-32 = 13-22, 0-21 x 0-33 = 13-43, 0-21 x 0-34 = 14-14, 0-21 x 0-35 = 14-35, 0-21 x 0-36 = 15-6, 0-21 x 0-37 = 15-27, 0-21 x 0-38 = 15-48, 0-21 x 0-39 = 16-19, 0-21 x 0-40 = 16-40, 0-21 x 0-41 = 17-11, 0-21 x 0-42 = 17-32, 0-21 x 0-43 = 18-3, 0-21 x 0-44 = 18-24, 0-21 x 0-45 = 18-45, 0-21 x 0-46 = 19-16, 0-21 x 0-47 = 19-37, 0-21 x 0-48 = 20-8, 0-21 x 0-49 = 20-29, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-16, 0-22 x 0-4 = 1-38, 0-22 x 0-5 = 2-10, 0-22 x 0-6 = 2-32, 0-22 x 0-7 = 3-4, 0-22 x 0-8 = 3-26, 0-22 x 0-9 = 3-48, 0-22 x 0-10 = 4-20, 0-22 x 0-11 = 4-42, 0-22 x 0-12 = 5-14, 0-22 x 0-13 = 5-36, 0-22 x 0-14 = 6-8, 0-22 x 0-15 = 6-30, 0-22 x 0-16 = 7-2, 0-22 x 0-17 = 7-24, 0-22 x 0-18 = 7-46, 0-22 x 0-19 = 8-18, 0-22 x 0-20 = 8-40, 0-22 x 0-21 = 9-12, 0-22 x 0-22 = 9-34, 0-22 x 0-23 = 10-6, 0-22 x 0-24 = 10-28, 0-22 x 0-25 = 11-0, 0-22 x 0-26 = 11-22, 0-22 x 0-27 = 11-44, 0-22 x 0-28 = 12-16, 0-22 x 0-29 = 12-38, 0-22 x 0-30 = 13-10, 0-22 x 0-31 = 13-32, 0-22 x 0-32 = 14-4, 0-22 x 0-33 = 14-26, 0-22 x 0-34 = 14-48, 0-22 x 0-35 = 15-20, 0-22 x 0-36 = 15-42, 0-22 x 0-37 = 16-14, 0-22 x 0-38 = 16-36, 0-22 x 0-39 = 17-8, 0-22 x 0-40 = 17-30, 0-22 x 0-41 = 18-2, 0-22 x 0-42 = 18-24, 0-22 x 0-43 = 18-46, 0-22 x 0-44 = 19-18, 0-22 x 0-45 = 19-40, 0-22 x 0-46 = 20-12, 0-22 x 0-47 = 20-34, 0-22 x 0-48 = 21-6, 0-22 x 0-49 = 21-28, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-19, 0-23 x 0-4 = 1-42, 0-23 x 0-5 = 2-15, 0-23 x 0-6 = 2-38, 0-23 x 0-7 = 3-11, 0-23 x 0-8 = 3-34, 0-23 x 0-9 = 4-7, 0-23 x 0-10 = 4-30, 0-23 x 0-11 = 5-3, 0-23 x 0-12 = 5-26, 0-23 x 0-13 = 5-49, 0-23 x 0-14 = 6-22, 0-23 x 0-15 = 6-45, 0-23 x 0-16 = 7-18, 0-23 x 0-17 = 7-41, 0-23 x 0-18 = 8-14, 0-23 x 0-19 = 8-37, 0-23 x 0-20 = 9-10, 0-23 x 0-21 = 9-33, 0-23 x 0-22 = 10-6, 0-23 x 0-23 = 10-29, 0-23 x 0-24 = 11-2, 0-23 x 0-25 = 11-25, 0-23 x 0-26 = 11-48, 0-23 x 0-27 = 12-21, 0-23 x 0-28 = 12-44, 0-23 x 0-29 = 13-17, 0-23 x 0-30 = 13-40, 0-23 x 0-31 = 14-13, 0-23 x 0-32 = 14-36, 0-23 x 0-33 = 15-9, 0-23 x 0-34 = 15-32, 0-23 x 0-35 = 16-5, 0-23 x 0-36 = 16-28, 0-23 x 0-37 = 17-1, 0-23 x 0-38 = 17-24, 0-23 x 0-39 = 17-47, 0-23 x 0-40 = 18-20, 0-23 x 0-41 = 18-43, 0-23 x 0-42 = 19-16, 0-23 x 0-43 = 19-39, 0-23 x 0-44 = 20-12, 0-23 x 0-45 = 20-35, 0-23 x 0-46 = 21-8, 0-23 x 0-47 = 21-31, 0-23 x 0-48 = 22-4, 0-23 x 0-49 = 22-27, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 1-22, 0-24 x 0-4 = 1-46, 0-24 x 0-5 = 2-20, 0-24 x 0-6 = 2-44, 0-24 x 0-7 = 3-18, 0-24 x 0-8 = 3-42, 0-24 x 0-9 = 4-16, 0-24 x 0-10 = 4-40, 0-24 x 0-11 = 5-14, 0-24 x 0-12 = 5-38, 0-24 x 0-13 = 6-12, 0-24 x 0-14 = 6-36, 0-24 x 0-15 = 7-10, 0-24 x 0-16 = 7-34, 0-24 x 0-17 = 8-8, 0-24 x 0-18 = 8-32, 0-24 x 0-19 = 9-6, 0-24 x 0-20 = 9-30, 0-24 x 0-21 = 10-4, 0-24 x 0-22 = 10-28, 0-24 x 0-23 = 11-2, 0-24 x 0-24 = 11-26, 0-24 x 0-25 = 12-0, 0-24 x 0-26 = 12-24, 0-24 x 0-27 = 12-48, 0-24 x 0-28 = 13-22, 0-24 x 0-29 = 13-46, 0-24 x 0-30 = 14-20, 0-24 x 0-31 = 14-44, 0-24 x 0-32 = 15-18, 0-24 x 0-33 = 15-42, 0-24 x 0-34 = 16-16, 0-24 x 0-35 = 16-40, 0-24 x 0-36 = 17-14, 0-24 x 0-37 = 17-38, 0-24 x 0-38 = 18-12, 0-24 x 0-39 = 18-36, 0-24 x 0-40 = 19-10, 0-24 x 0-41 = 19-34, 0-24 x 0-42 = 20-8, 0-24 x 0-43 = 20-32, 0-24 x 0-44 = 21-6, 0-24 x 0-45 = 21-30, 0-24 x 0-46 = 22-4, 0-24 x 0-47 = 22-28, 0-24 x 0-48 = 23-2, 0-24 x 0-49 = 23-26, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 1-0, 0-25 x 0-3 = 1-25, 0-25 x 0-4 = 2-0, 0-25 x 0-5 = 2-25, 0-25 x 0-6 = 3-0, 0-25 x 0-7 = 3-25, 0-25 x 0-8 = 4-0, 0-25 x 0-9 = 4-25, 0-25 x 0-10 = 5-0, 0-25 x 0-11 = 5-25, 0-25 x 0-12 = 6-0, 0-25 x 0-13 = 6-25, 0-25 x 0-14 = 7-0, 0-25 x 0-15 = 7-25, 0-25 x 0-16 = 8-0, 0-25 x 0-17 = 8-25, 0-25 x 0-18 = 9-0, 0-25 x 0-19 = 9-25, 0-25 x 0-20 = 10-0, 0-25 x 0-21 = 10-25, 0-25 x 0-22 = 11-0, 0-25 x 0-23 = 11-25, 0-25 x 0-24 = 12-0, 0-25 x 0-25 = 12-25, 0-25 x 0-26 = 13-0, 0-25 x 0-27 = 13-25, 0-25 x 0-28 = 14-0, 0-25 x 0-29 = 14-25, 0-25 x 0-30 = 15-0, 0-25 x 0-31 = 15-25, 0-25 x 0-32 = 16-0, 0-25 x 0-33 = 16-25, 0-25 x 0-34 = 17-0, 0-25 x 0-35 = 17-25, 0-25 x 0-36 = 18-0, 0-25 x 0-37 = 18-25, 0-25 x 0-38 = 19-0, 0-25 x 0-39 = 19-25, 0-25 x 0-40 = 20-0, 0-25 x 0-41 = 20-25, 0-25 x 0-42 = 21-0, 0-25 x 0-43 = 21-25, 0-25 x 0-44 = 22-0, 0-25 x 0-45 = 22-25, 0-25 x 0-46 = 23-0, 0-25 x 0-47 = 23-25, 0-25 x 0-48 = 24-0, 0-25 x 0-49 = 24-25, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-2, 0-26 x 0-3 = 1-28, 0-26 x 0-4 = 2-4, 0-26 x 0-5 = 2-30, 0-26 x 0-6 = 3-6, 0-26 x 0-7 = 3-32, 0-26 x 0-8 = 4-8, 0-26 x 0-9 = 4-34, 0-26 x 0-10 = 5-10, 0-26 x 0-11 = 5-36, 0-26 x 0-12 = 6-12, 0-26 x 0-13 = 6-38, 0-26 x 0-14 = 7-14, 0-26 x 0-15 = 7-40, 0-26 x 0-16 = 8-16, 0-26 x 0-17 = 8-42, 0-26 x 0-18 = 9-18, 0-26 x 0-19 = 9-44, 0-26 x 0-20 = 10-20, 0-26 x 0-21 = 10-46, 0-26 x 0-22 = 11-22, 0-26 x 0-23 = 11-48, 0-26 x 0-24 = 12-24, 0-26 x 0-25 = 13-0, 0-26 x 0-26 = 13-26, 0-26 x 0-27 = 14-2, 0-26 x 0-28 = 14-28, 0-26 x 0-29 = 15-4, 0-26 x 0-30 = 15-30, 0-26 x 0-31 = 16-6, 0-26 x 0-32 = 16-32, 0-26 x 0-33 = 17-8, 0-26 x 0-34 = 17-34, 0-26 x 0-35 = 18-10, 0-26 x 0-36 = 18-36, 0-26 x 0-37 = 19-12, 0-26 x 0-38 = 19-38, 0-26 x 0-39 = 20-14, 0-26 x 0-40 = 20-40, 0-26 x 0-41 = 21-16, 0-26 x 0-42 = 21-42, 0-26 x 0-43 = 22-18, 0-26 x 0-44 = 22-44, 0-26 x 0-45 = 23-20, 0-26 x 0-46 = 23-46, 0-26 x 0-47 = 24-22, 0-26 x 0-48 = 24-48, 0-26 x 0-49 = 25-24, 
