0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 1-6, 0-11 x 0-6 = 1-17, 0-11 x 0-7 = 1-28, 0-11 x 0-8 = 1-39, 0-11 x 0-9 = 2-1, 0-11 x 0-10 = 2-12, 0-11 x 0-11 = 2-23, 0-11 x 0-12 = 2-34, 0-11 x 0-13 = 2-45, 0-11 x 0-14 = 3-7, 0-11 x 0-15 = 3-18, 0-11 x 0-16 = 3-29, 0-11 x 0-17 = 3-40, 0-11 x 0-18 = 4-2, 0-11 x 0-19 = 4-13, 0-11 x 0-20 = 4-24, 0-11 x 0-21 = 4-35, 0-11 x 0-22 = 4-46, 0-11 x 0-23 = 5-8, 0-11 x 0-24 = 5-19, 0-11 x 0-25 = 5-30, 0-11 x 0-26 = 5-41, 0-11 x 0-27 = 6-3, 0-11 x 0-28 = 6-14, 0-11 x 0-29 = 6-25, 0-11 x 0-30 = 6-36, 0-11 x 0-31 = 6-47, 0-11 x 0-32 = 7-9, 0-11 x 0-33 = 7-20, 0-11 x 0-34 = 7-31, 0-11 x 0-35 = 7-42, 0-11 x 0-36 = 8-4, 0-11 x 0-37 = 8-15, 0-11 x 0-38 = 8-26, 0-11 x 0-39 = 8-37, 0-11 x 0-40 = 8-48, 0-11 x 0-41 = 9-10, 0-11 x 0-42 = 9-21, 0-11 x 0-43 = 9-32, 0-11 x 0-44 = 9-43, 0-11 x 0-45 = 10-5, 0-11 x 0-46 = 10-16, 0-11 x 0-47 = 10-27, 0-11 x 0-48 = 10-38, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 1-11, 0-12 x 0-6 = 1-23, 0-12 x 0-7 = 1-35, 0-12 x 0-8 = 1-47, 0-12 x 0-9 = 2-10, 0-12 x 0-10 = 2-22, 0-12 x 0-11 = 2-34, 0-12 x 0-12 = 2-46, 0-12 x 0-13 = 3-9, 0-12 x 0-14 = 3-21, 0-12 x 0-15 = 3-33, 0-12 x 0-16 = 3-45, 0-12 x 0-17 = 4-8, 0-12 x 0-18 = 4-20, 0-12 x 0-19 = 4-32, 0-12 x 0-20 = 4-44, 0-12 x 0-21 = 5-7, 0-12 x 0-22 = 5-19, 0-12 x 0-23 = 5-31, 0-12 x 0-24 = 5-43, 0-12 x 0-25 = 6-6, 0-12 x 0-26 = 6-18, 0-12 x 0-27 = 6-30, 0-12 x 0-28 = 6-42, 0-12 x 0-29 = 7-5, 0-12 x 0-30 = 7-17, 0-12 x 0-31 = 7-29, 0-12 x 0-32 = 7-41, 0-12 x 0-33 = 8-4, 0-12 x 0-34 = 8-16, 0-12 x 0-35 = 8-28, 0-12 x 0-36 = 8-40, 0-12 x 0-37 = 9-3, 0-12 x 0-38 = 9-15, 0-12 x 0-39 = 9-27, 0-12 x 0-40 = 9-39, 0-12 x 0-41 = 10-2, 0-12 x 0-42 = 10-14, 0-12 x 0-43 = 10-26, 0-12 x 0-44 = 10-38, 0-12 x 0-45 = 11-1, 0-12 x 0-46 = 11-13, 0-12 x 0-47 = 11-25, 0-12 x 0-48 = 11-37, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 1-3, 0-13 x 0-5 = 1-16, 0-13 x 0-6 = 1-29, 0-13 x 0-7 = 1-42, 0-13 x 0-8 = 2-6, 0-13 x 0-9 = 2-19, 0-13 x 0-10 = 2-32, 0-13 x 0-11 = 2-45, 0-13 x 0-12 = 3-9, 0-13 x 0-13 = 3-22, 0-13 x 0-14 = 3-35, 0-13 x 0-15 = 3-48, 0-13 x 0-16 = 4-12, 0-13 x 0-17 = 4-25, 0-13 x 0-18 = 4-38, 0-13 x 0-19 = 5-2, 0-13 x 0-20 = 5-15, 0-13 x 0-21 = 5-28, 0-13 x 0-22 = 5-41, 0-13 x 0-23 = 6-5, 0-13 x 0-24 = 6-18, 0-13 x 0-25 = 6-31, 0-13 x 0-26 = 6-44, 0-13 x 0-27 = 7-8, 0-13 x 0-28 = 7-21, 0-13 x 0-29 = 7-34, 0-13 x 0-30 = 7-47, 0-13 x 0-31 = 8-11, 0-13 x 0-32 = 8-24, 0-13 x 0-33 = 8-37, 0-13 x 0-34 = 9-1, 0-13 x 0-35 = 9-14, 0-13 x 0-36 = 9-27, 0-13 x 0-37 = 9-40, 0-13 x 0-38 = 10-4, 0-13 x 0-39 = 10-17, 0-13 x 0-40 = 10-30, 0-13 x 0-41 = 10-43, 0-13 x 0-42 = 11-7, 0-13 x 0-43 = 11-20, 0-13 x 0-44 = 11-33, 0-13 x 0-45 = 11-46, 0-13 x 0-46 = 12-10, 0-13 x 0-47 = 12-23, 0-13 x 0-48 = 12-36, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 1-7, 0-14 x 0-5 = 1-21, 0-14 x 0-6 = 1-35, 0-14 x 0-7 = 2-0, 0-14 x 0-8 = 2-14, 0-14 x 0-9 = 2-28, 0-14 x 0-10 = 2-42, 0-14 x 0-11 = 3-7, 0-14 x 0-12 = 3-21, 0-14 x 0-13 = 3-35, 0-14 x 0-14 = 4-0, 0-14 x 0-15 = 4-14, 0-14 x 0-16 = 4-28, 0-14 x 0-17 = 4-42, 0-14 x 0-18 = 5-7, 0-14 x 0-19 = 5-21, 0-14 x 0-20 = 5-35, 0-14 x 0-21 = 6-0, 0-14 x 0-22 = 6-14, 0-14 x 0-23 = 6-28, 0-14 x 0-24 = 6-42, 0-14 x 0-25 = 7-7, 0-14 x 0-26 = 7-21, 0-14 x 0-27 = 7-35, 0-14 x 0-28 = 8-0, 0-14 x 0-29 = 8-14, 0-14 x 0-30 = 8-28, 0-14 x 0-31 = 8-42, 0-14 x 0-32 = 9-7, 0-14 x 0-33 = 9-21, 0-14 x 0-34 = 9-35, 0-14 x 0-35 = 10-0, 0-14 x 0-36 = 10-14, 0-14 x 0-37 = 10-28, 0-14 x 0-38 = 10-42, 0-14 x 0-39 = 11-7, 0-14 x 0-40 = 11-21, 0-14 x 0-41 = 11-35, 0-14 x 0-42 = 12-0, 0-14 x 0-43 = 12-14, 0-14 x 0-44 = 12-28, 0-14 x 0-45 = 12-42, 0-14 x 0-46 = 13-7, 0-14 x 0-47 = 13-21, 0-14 x 0-48 = 13-35, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 1-11, 0-15 x 0-5 = 1-26, 0-15 x 0-6 = 1-41, 0-15 x 0-7 = 2-7, 0-15 x 0-8 = 2-22, 0-15 x 0-9 = 2-37, 0-15 x 0-10 = 3-3, 0-15 x 0-11 = 3-18, 0-15 x 0-12 = 3-33, 0-15 x 0-13 = 3-48, 0-15 x 0-14 = 4-14, 0-15 x 0-15 = 4-29, 0-15 x 0-16 = 4-44, 0-15 x 0-17 = 5-10, 0-15 x 0-18 = 5-25, 0-15 x 0-19 = 5-40, 0-15 x 0-20 = 6-6, 0-15 x 0-21 = 6-21, 0-15 x 0-22 = 6-36, 0-15 x 0-23 = 7-2, 0-15 x 0-24 = 7-17, 0-15 x 0-25 = 7-32, 0-15 x 0-26 = 7-47, 0-15 x 0-27 = 8-13, 0-15 x 0-28 = 8-28, 0-15 x 0-29 = 8-43, 0-15 x 0-30 = 9-9, 0-15 x 0-31 = 9-24, 0-15 x 0-32 = 9-39, 0-15 x 0-33 = 10-5, 0-15 x 0-34 = 10-20, 0-15 x 0-35 = 10-35, 0-15 x 0-36 = 11-1, 0-15 x 0-37 = 11-16, 0-15 x 0-38 = 11-31, 0-15 x 0-39 = 11-46, 0-15 x 0-40 = 12-12, 0-15 x 0-41 = 12-27, 0-15 x 0-42 = 12-42, 0-15 x 0-43 = 13-8, 0-15 x 0-44 = 13-23, 0-15 x 0-45 = 13-38, 0-15 x 0-46 = 14-4, 0-15 x 0-47 = 14-19, 0-15 x 0-48 = 14-34, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 1-15, 0-16 x 0-5 = 1-31, 0-16 x 0-6 = 1-47, 0-16 x 0-7 = 2-14, 0-16 x 0-8 = 2-30, 0-16 x 0-9 = 2-46, 0-16 x 0-10 = 3-13, 0-16 x 0-11 = 3-29, 0-16 x 0-12 = 3-45, 0-16 x 0-13 = 4-12, 0-16 x 0-14 = 4-28, 0-16 x 0-15 = 4-44, 0-16 x 0-16 = 5-11, 0-16 x 0-17 = 5-27, 0-16 x 0-18 = 5-43, 0-16 x 0-19 = 6-10, 0-16 x 0-20 = 6-26, 0-16 x 0-21 = 6-42, 0-16 x 0-22 = 7-9, 0-16 x 0-23 = 7-25, 0-16 x 0-24 = 7-41, 0-16 x 0-25 = 8-8, 0-16 x 0-26 = 8-24, 0-16 x 0-27 = 8-40, 0-16 x 0-28 = 9-7, 0-16 x 0-29 = 9-23, 0-16 x 0-30 = 9-39, 0-16 x 0-31 = 10-6, 0-16 x 0-32 = 10-22, 0-16 x 0-33 = 10-38, 0-16 x 0-34 = 11-5, 0-16 x 0-35 = 11-21, 0-16 x 0-36 = 11-37, 0-16 x 0-37 = 12-4, 0-16 x 0-38 = 12-20, 0-16 x 0-39 = 12-36, 0-16 x 0-40 = 13-3, 0-16 x 0-41 = 13-19, 0-16 x 0-42 = 13-35, 0-16 x 0-43 = 14-2, 0-16 x 0-44 = 14-18, 0-16 x 0-45 = 14-34, 0-16 x 0-46 = 15-1, 0-16 x 0-47 = 15-17, 0-16 x 0-48 = 15-33, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 1-2, 0-17 x 0-4 = 1-19, 0-17 x 0-5 = 1-36, 0-17 x 0-6 = 2-4, 0-17 x 0-7 = 2-21, 0-17 x 0-8 = 2-38, 0-17 x 0-9 = 3-6, 0-17 x 0-10 = 3-23, 0-17 x 0-11 = 3-40, 0-17 x 0-12 = 4-8, 0-17 x 0-13 = 4-25, 0-17 x 0-14 = 4-42, 0-17 x 0-15 = 5-10, 0-17 x 0-16 = 5-27, 0-17 x 0-17 = 5-44, 0-17 x 0-18 = 6-12, 0-17 x 0-19 = 6-29, 0-17 x 0-20 = 6-46, 0-17 x 0-21 = 7-14, 0-17 x 0-22 = 7-31, 0-17 x 0-23 = 7-48, 0-17 x 0-24 = 8-16, 0-17 x 0-25 = 8-33, 0-17 x 0-26 = 9-1, 0-17 x 0-27 = 9-18, 0-17 x 0-28 = 9-35, 0-17 x 0-29 = 10-3, 0-17 x 0-30 = 10-20, 0-17 x 0-31 = 10-37, 0-17 x 0-32 = 11-5, 0-17 x 0-33 = 11-22, 0-17 x 0-34 = 11-39, 0-17 x 0-35 = 12-7, 0-17 x 0-36 = 12-24, 0-17 x 0-37 = 12-41, 0-17 x 0-38 = 13-9, 0-17 x 0-39 = 13-26, 0-17 x 0-40 = 13-43, 0-17 x 0-41 = 14-11, 0-17 x 0-42 = 14-28, 0-17 x 0-43 = 14-45, 0-17 x 0-44 = 15-13, 0-17 x 0-45 = 15-30, 0-17 x 0-46 = 15-47, 0-17 x 0-47 = 16-15, 0-17 x 0-48 = 16-32, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 1-5, 0-18 x 0-4 = 1-23, 0-18 x 0-5 = 1-41, 0-18 x 0-6 = 2-10, 0-18 x 0-7 = 2-28, 0-18 x 0-8 = 2-46, 0-18 x 0-9 = 3-15, 0-18 x 0-10 = 3-33, 0-18 x 0-11 = 4-2, 0-18 x 0-12 = 4-20, 0-18 x 0-13 = 4-38, 0-18 x 0-14 = 5-7, 0-18 x 0-15 = 5-25, 0-18 x 0-16 = 5-43, 0-18 x 0-17 = 6-12, 0-18 x 0-18 = 6-30, 0-18 x 0-19 = 6-48, 0-18 x 0-20 = 7-17, 0-18 x 0-21 = 7-35, 0-18 x 0-22 = 8-4, 0-18 x 0-23 = 8-22, 0-18 x 0-24 = 8-40, 0-18 x 0-25 = 9-9, 0-18 x 0-26 = 9-27, 0-18 x 0-27 = 9-45, 0-18 x 0-28 = 10-14, 0-18 x 0-29 = 10-32, 0-18 x 0-30 = 11-1, 0-18 x 0-31 = 11-19, 0-18 x 0-32 = 11-37, 0-18 x 0-33 = 12-6, 0-18 x 0-34 = 12-24, 0-18 x 0-35 = 12-42, 0-18 x 0-36 = 13-11, 0-18 x 0-37 = 13-29, 0-18 x 0-38 = 13-47, 0-18 x 0-39 = 14-16, 0-18 x 0-40 = 14-34, 0-18 x 0-41 = 15-3, 0-18 x 0-42 = 15-21, 0-18 x 0-43 = 15-39, 0-18 x 0-44 = 16-8, 0-18 x 0-45 = 16-26, 0-18 x 0-46 = 16-44, 0-18 x 0-47 = 17-13, 0-18 x 0-48 = 17-31, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 1-8, 0-19 x 0-4 = 1-27, 0-19 x 0-5 = 1-46, 0-19 x 0-6 = 2-16, 0-19 x 0-7 = 2-35, 0-19 x 0-8 = 3-5, 0-19 x 0-9 = 3-24, 0-19 x 0-10 = 3-43, 0-19 x 0-11 = 4-13, 0-19 x 0-12 = 4-32, 0-19 x 0-13 = 5-2, 0-19 x 0-14 = 5-21, 0-19 x 0-15 = 5-40, 0-19 x 0-16 = 6-10, 0-19 x 0-17 = 6-29, 0-19 x 0-18 = 6-48, 0-19 x 0-19 = 7-18, 0-19 x 0-20 = 7-37, 0-19 x 0-21 = 8-7, 0-19 x 0-22 = 8-26, 0-19 x 0-23 = 8-45, 0-19 x 0-24 = 9-15, 0-19 x 0-25 = 9-34, 0-19 x 0-26 = 10-4, 0-19 x 0-27 = 10-23, 0-19 x 0-28 = 10-42, 0-19 x 0-29 = 11-12, 0-19 x 0-30 = 11-31, 0-19 x 0-31 = 12-1, 0-19 x 0-32 = 12-20, 0-19 x 0-33 = 12-39, 0-19 x 0-34 = 13-9, 0-19 x 0-35 = 13-28, 0-19 x 0-36 = 13-47, 0-19 x 0-37 = 14-17, 0-19 x 0-38 = 14-36, 0-19 x 0-39 = 15-6, 0-19 x 0-40 = 15-25, 0-19 x 0-41 = 15-44, 0-19 x 0-42 = 16-14, 0-19 x 0-43 = 16-33, 0-19 x 0-44 = 17-3, 0-19 x 0-45 = 17-22, 0-19 x 0-46 = 17-41, 0-19 x 0-47 = 18-11, 0-19 x 0-48 = 18-30, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 1-11, 0-20 x 0-4 = 1-31, 0-20 x 0-5 = 2-2, 0-20 x 0-6 = 2-22, 0-20 x 0-7 = 2-42, 0-20 x 0-8 = 3-13, 0-20 x 0-9 = 3-33, 0-20 x 0-10 = 4-4, 0-20 x 0-11 = 4-24, 0-20 x 0-12 = 4-44, 0-20 x 0-13 = 5-15, 0-20 x 0-14 = 5-35, 0-20 x 0-15 = 6-6, 0-20 x 0-16 = 6-26, 0-20 x 0-17 = 6-46, 0-20 x 0-18 = 7-17, 0-20 x 0-19 = 7-37, 0-20 x 0-20 = 8-8, 0-20 x 0-21 = 8-28, 0-20 x 0-22 = 8-48, 0-20 x 0-23 = 9-19, 0-20 x 0-24 = 9-39, 0-20 x 0-25 = 10-10, 0-20 x 0-26 = 10-30, 0-20 x 0-27 = 11-1, 0-20 x 0-28 = 11-21, 0-20 x 0-29 = 11-41, 0-20 x 0-30 = 12-12, 0-20 x 0-31 = 12-32, 0-20 x 0-32 = 13-3, 0-20 x 0-33 = 13-23, 0-20 x 0-34 = 13-43, 0-20 x 0-35 = 14-14, 0-20 x 0-36 = 14-34, 0-20 x 0-37 = 15-5, 0-20 x 0-38 = 15-25, 0-20 x 0-39 = 15-45, 0-20 x 0-40 = 16-16, 0-20 x 0-41 = 16-36, 0-20 x 0-42 = 17-7, 0-20 x 0-43 = 17-27, 0-20 x 0-44 = 17-47, 0-20 x 0-45 = 18-18, 0-20 x 0-46 = 18-38, 0-20 x 0-47 = 19-9, 0-20 x 0-48 = 19-29, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 1-14, 0-21 x 0-4 = 1-35, 0-21 x 0-5 = 2-7, 0-21 x 0-6 = 2-28, 0-21 x 0-7 = 3-0, 0-21 x 0-8 = 3-21, 0-21 x 0-9 = 3-42, 0-21 x 0-10 = 4-14, 0-21 x 0-11 = 4-35, 0-21 x 0-12 = 5-7, 0-21 x 0-13 = 5-28, 0-21 x 0-14 = 6-0, 0-21 x 0-15 = 6-21, 0-21 x 0-16 = 6-42, 0-21 x 0-17 = 7-14, 0-21 x 0-18 = 7-35, 0-21 x 0-19 = 8-7, 0-21 x 0-20 = 8-28, 0-21 x 0-21 = 9-0, 0-21 x 0-22 = 9-21, 0-21 x 0-23 = 9-42, 0-21 x 0-24 = 10-14, 0-21 x 0-25 = 10-35, 0-21 x 0-26 = 11-7, 0-21 x 0-27 = 11-28, 0-21 x 0-28 = 12-0, 0-21 x 0-29 = 12-21, 0-21 x 0-30 = 12-42, 0-21 x 0-31 = 13-14, 0-21 x 0-32 = 13-35, 0-21 x 0-33 = 14-7, 0-21 x 0-34 = 14-28, 0-21 x 0-35 = 15-0, 0-21 x 0-36 = 15-21, 0-21 x 0-37 = 15-42, 0-21 x 0-38 = 16-14, 0-21 x 0-39 = 16-35, 0-21 x 0-40 = 17-7, 0-21 x 0-41 = 17-28, 0-21 x 0-42 = 18-0, 0-21 x 0-43 = 18-21, 0-21 x 0-44 = 18-42, 0-21 x 0-45 = 19-14, 0-21 x 0-46 = 19-35, 0-21 x 0-47 = 20-7, 0-21 x 0-48 = 20-28, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-17, 0-22 x 0-4 = 1-39, 0-22 x 0-5 = 2-12, 0-22 x 0-6 = 2-34, 0-22 x 0-7 = 3-7, 0-22 x 0-8 = 3-29, 0-22 x 0-9 = 4-2, 0-22 x 0-10 = 4-24, 0-22 x 0-11 = 4-46, 0-22 x 0-12 = 5-19, 0-22 x 0-13 = 5-41, 0-22 x 0-14 = 6-14, 0-22 x 0-15 = 6-36, 0-22 x 0-16 = 7-9, 0-22 x 0-17 = 7-31, 0-22 x 0-18 = 8-4, 0-22 x 0-19 = 8-26, 0-22 x 0-20 = 8-48, 0-22 x 0-21 = 9-21, 0-22 x 0-22 = 9-43, 0-22 x 0-23 = 10-16, 0-22 x 0-24 = 10-38, 0-22 x 0-25 = 11-11, 0-22 x 0-26 = 11-33, 0-22 x 0-27 = 12-6, 0-22 x 0-28 = 12-28, 0-22 x 0-29 = 13-1, 0-22 x 0-30 = 13-23, 0-22 x 0-31 = 13-45, 0-22 x 0-32 = 14-18, 0-22 x 0-33 = 14-40, 0-22 x 0-34 = 15-13, 0-22 x 0-35 = 15-35, 0-22 x 0-36 = 16-8, 0-22 x 0-37 = 16-30, 0-22 x 0-38 = 17-3, 0-22 x 0-39 = 17-25, 0-22 x 0-40 = 17-47, 0-22 x 0-41 = 18-20, 0-22 x 0-42 = 18-42, 0-22 x 0-43 = 19-15, 0-22 x 0-44 = 19-37, 0-22 x 0-45 = 20-10, 0-22 x 0-46 = 20-32, 0-22 x 0-47 = 21-5, 0-22 x 0-48 = 21-27, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-20, 0-23 x 0-4 = 1-43, 0-23 x 0-5 = 2-17, 0-23 x 0-6 = 2-40, 0-23 x 0-7 = 3-14, 0-23 x 0-8 = 3-37, 0-23 x 0-9 = 4-11, 0-23 x 0-10 = 4-34, 0-23 x 0-11 = 5-8, 0-23 x 0-12 = 5-31, 0-23 x 0-13 = 6-5, 0-23 x 0-14 = 6-28, 0-23 x 0-15 = 7-2, 0-23 x 0-16 = 7-25, 0-23 x 0-17 = 7-48, 0-23 x 0-18 = 8-22, 0-23 x 0-19 = 8-45, 0-23 x 0-20 = 9-19, 0-23 x 0-21 = 9-42, 0-23 x 0-22 = 10-16, 0-23 x 0-23 = 10-39, 0-23 x 0-24 = 11-13, 0-23 x 0-25 = 11-36, 0-23 x 0-26 = 12-10, 0-23 x 0-27 = 12-33, 0-23 x 0-28 = 13-7, 0-23 x 0-29 = 13-30, 0-23 x 0-30 = 14-4, 0-23 x 0-31 = 14-27, 0-23 x 0-32 = 15-1, 0-23 x 0-33 = 15-24, 0-23 x 0-34 = 15-47, 0-23 x 0-35 = 16-21, 0-23 x 0-36 = 16-44, 0-23 x 0-37 = 17-18, 0-23 x 0-38 = 17-41, 0-23 x 0-39 = 18-15, 0-23 x 0-40 = 18-38, 0-23 x 0-41 = 19-12, 0-23 x 0-42 = 19-35, 0-23 x 0-43 = 20-9, 0-23 x 0-44 = 20-32, 0-23 x 0-45 = 21-6, 0-23 x 0-46 = 21-29, 0-23 x 0-47 = 22-3, 0-23 x 0-48 = 22-26, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 0-48, 0-24 x 0-3 = 1-23, 0-24 x 0-4 = 1-47, 0-24 x 0-5 = 2-22, 0-24 x 0-6 = 2-46, 0-24 x 0-7 = 3-21, 0-24 x 0-8 = 3-45, 0-24 x 0-9 = 4-20, 0-24 x 0-10 = 4-44, 0-24 x 0-11 = 5-19, 0-24 x 0-12 = 5-43, 0-24 x 0-13 = 6-18, 0-24 x 0-14 = 6-42, 0-24 x 0-15 = 7-17, 0-24 x 0-16 = 7-41, 0-24 x 0-17 = 8-16, 0-24 x 0-18 = 8-40, 0-24 x 0-19 = 9-15, 0-24 x 0-20 = 9-39, 0-24 x 0-21 = 10-14, 0-24 x 0-22 = 10-38, 0-24 x 0-23 = 11-13, 0-24 x 0-24 = 11-37, 0-24 x 0-25 = 12-12, 0-24 x 0-26 = 12-36, 0-24 x 0-27 = 13-11, 0-24 x 0-28 = 13-35, 0-24 x 0-29 = 14-10, 0-24 x 0-30 = 14-34, 0-24 x 0-31 = 15-9, 0-24 x 0-32 = 15-33, 0-24 x 0-33 = 16-8, 0-24 x 0-34 = 16-32, 0-24 x 0-35 = 17-7, 0-24 x 0-36 = 17-31, 0-24 x 0-37 = 18-6, 0-24 x 0-38 = 18-30, 0-24 x 0-39 = 19-5, 0-24 x 0-40 = 19-29, 0-24 x 0-41 = 20-4, 0-24 x 0-42 = 20-28, 0-24 x 0-43 = 21-3, 0-24 x 0-44 = 21-27, 0-24 x 0-45 = 22-2, 0-24 x 0-46 = 22-26, 0-24 x 0-47 = 23-1, 0-24 x 0-48 = 23-25, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 1-1, 0-25 x 0-3 = 1-26, 0-25 x 0-4 = 2-2, 0-25 x 0-5 = 2-27, 0-25 x 0-6 = 3-3, 0-25 x 0-7 = 3-28, 0-25 x 0-8 = 4-4, 0-25 x 0-9 = 4-29, 0-25 x 0-10 = 5-5, 0-25 x 0-11 = 5-30, 0-25 x 0-12 = 6-6, 0-25 x 0-13 = 6-31, 0-25 x 0-14 = 7-7, 0-25 x 0-15 = 7-32, 0-25 x 0-16 = 8-8, 0-25 x 0-17 = 8-33, 0-25 x 0-18 = 9-9, 0-25 x 0-19 = 9-34, 0-25 x 0-20 = 10-10, 0-25 x 0-21 = 10-35, 0-25 x 0-22 = 11-11, 0-25 x 0-23 = 11-36, 0-25 x 0-24 = 12-12, 0-25 x 0-25 = 12-37, 0-25 x 0-26 = 13-13, 0-25 x 0-27 = 13-38, 0-25 x 0-28 = 14-14, 0-25 x 0-29 = 14-39, 0-25 x 0-30 = 15-15, 0-25 x 0-31 = 15-40, 0-25 x 0-32 = 16-16, 0-25 x 0-33 = 16-41, 0-25 x 0-34 = 17-17, 0-25 x 0-35 = 17-42, 0-25 x 0-36 = 18-18, 0-25 x 0-37 = 18-43, 0-25 x 0-38 = 19-19, 0-25 x 0-39 = 19-44, 0-25 x 0-40 = 20-20, 0-25 x 0-41 = 20-45, 0-25 x 0-42 = 21-21, 0-25 x 0-43 = 21-46, 0-25 x 0-44 = 22-22, 0-25 x 0-45 = 22-47, 0-25 x 0-46 = 23-23, 0-25 x 0-47 = 23-48, 0-25 x 0-48 = 24-24, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-3, 0-26 x 0-3 = 1-29, 0-26 x 0-4 = 2-6, 0-26 x 0-5 = 2-32, 0-26 x 0-6 = 3-9, 0-26 x 0-7 = 3-35, 0-26 x 0-8 = 4-12, 0-26 x 0-9 = 4-38, 0-26 x 0-10 = 5-15, 0-26 x 0-11 = 5-41, 0-26 x 0-12 = 6-18, 0-26 x 0-13 = 6-44, 0-26 x 0-14 = 7-21, 0-26 x 0-15 = 7-47, 0-26 x 0-16 = 8-24, 0-26 x 0-17 = 9-1, 0-26 x 0-18 = 9-27, 0-26 x 0-19 = 10-4, 0-26 x 0-20 = 10-30, 0-26 x 0-21 = 11-7, 0-26 x 0-22 = 11-33, 0-26 x 0-23 = 12-10, 0-26 x 0-24 = 12-36, 0-26 x 0-25 = 13-13, 0-26 x 0-26 = 13-39, 0-26 x 0-27 = 14-16, 0-26 x 0-28 = 14-42, 0-26 x 0-29 = 15-19, 0-26 x 0-30 = 15-45, 0-26 x 0-31 = 16-22, 0-26 x 0-32 = 16-48, 0-26 x 0-33 = 17-25, 0-26 x 0-34 = 18-2, 0-26 x 0-35 = 18-28, 0-26 x 0-36 = 19-5, 0-26 x 0-37 = 19-31, 0-26 x 0-38 = 20-8, 0-26 x 0-39 = 20-34, 0-26 x 0-40 = 21-11, 0-26 x 0-41 = 21-37, 0-26 x 0-42 = 22-14, 0-26 x 0-43 = 22-40, 0-26 x 0-44 = 23-17, 0-26 x 0-45 = 23-43, 0-26 x 0-46 = 24-20, 0-26 x 0-47 = 24-46, 0-26 x 0-48 = 25-23, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-5, 0-27 x 0-3 = 1-32, 0-27 x 0-4 = 2-10, 0-27 x 0-5 = 2-37, 0-27 x 0-6 = 3-15, 0-27 x 0-7 = 3-42, 0-27 x 0-8 = 4-20, 0-27 x 0-9 = 4-47, 0-27 x 0-10 = 5-25, 0-27 x 0-11 = 6-3, 0-27 x 0-12 = 6-30, 0-27 x 0-13 = 7-8, 0-27 x 0-14 = 7-35, 0-27 x 0-15 = 8-13, 0-27 x 0-16 = 8-40, 0-27 x 0-17 = 9-18, 0-27 x 0-18 = 9-45, 0-27 x 0-19 = 10-23, 0-27 x 0-20 = 11-1, 0-27 x 0-21 = 11-28, 0-27 x 0-22 = 12-6, 0-27 x 0-23 = 12-33, 0-27 x 0-24 = 13-11, 0-27 x 0-25 = 13-38, 0-27 x 0-26 = 14-16, 0-27 x 0-27 = 14-43, 0-27 x 0-28 = 15-21, 0-27 x 0-29 = 15-48, 0-27 x 0-30 = 16-26, 0-27 x 0-31 = 17-4, 0-27 x 0-32 = 17-31, 0-27 x 0-33 = 18-9, 0-27 x 0-34 = 18-36, 0-27 x 0-35 = 19-14, 0-27 x 0-36 = 19-41, 0-27 x 0-37 = 20-19, 0-27 x 0-38 = 20-46, 0-27 x 0-39 = 21-24, 0-27 x 0-40 = 22-2, 0-27 x 0-41 = 22-29, 0-27 x 0-42 = 23-7, 0-27 x 0-43 = 23-34, 0-27 x 0-44 = 24-12, 0-27 x 0-45 = 24-39, 0-27 x 0-46 = 25-17, 0-27 x 0-47 = 25-44, 0-27 x 0-48 = 26-22, 
