11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 1-10, 11 x 7 = 1-21, 11 x 8 = 1-32, 11 x 9 = 1-43, 11 x 10 = 1-54, 11 x 11 = 2-9, 11 x 12 = 2-20, 11 x 13 = 2-31, 11 x 14 = 2-42, 11 x 15 = 2-53, 11 x 16 = 3-8, 11 x 17 = 3-19, 11 x 18 = 3-30, 11 x 19 = 3-41, 11 x 20 = 3-52, 11 x 21 = 4-7, 11 x 22 = 4-18, 11 x 23 = 4-29, 11 x 24 = 4-40, 11 x 25 = 4-51, 11 x 26 = 5-6, 11 x 27 = 5-17, 11 x 28 = 5-28, 11 x 29 = 5-39, 11 x 30 = 5-50, 11 x 31 = 6-5, 11 x 32 = 6-16, 11 x 33 = 6-27, 11 x 34 = 6-38, 11 x 35 = 6-49, 11 x 36 = 7-4, 11 x 37 = 7-15, 11 x 38 = 7-26, 11 x 39 = 7-37, 11 x 40 = 7-48, 11 x 41 = 8-3, 11 x 42 = 8-14, 11 x 43 = 8-25, 11 x 44 = 8-36, 11 x 45 = 8-47, 11 x 46 = 9-2, 11 x 47 = 9-13, 11 x 48 = 9-24, 11 x 49 = 9-35, 11 x 50 = 9-46, 11 x 51 = 10-1, 11 x 52 = 10-12, 11 x 53 = 10-23, 11 x 54 = 10-34, 11 x 55 = 10-45, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 1-4, 12 x 6 = 1-16, 12 x 7 = 1-28, 12 x 8 = 1-40, 12 x 9 = 1-52, 12 x 10 = 2-8, 12 x 11 = 2-20, 12 x 12 = 2-32, 12 x 13 = 2-44, 12 x 14 = 3-0, 12 x 15 = 3-12, 12 x 16 = 3-24, 12 x 17 = 3-36, 12 x 18 = 3-48, 12 x 19 = 4-4, 12 x 20 = 4-16, 12 x 21 = 4-28, 12 x 22 = 4-40, 12 x 23 = 4-52, 12 x 24 = 5-8, 12 x 25 = 5-20, 12 x 26 = 5-32, 12 x 27 = 5-44, 12 x 28 = 6-0, 12 x 29 = 6-12, 12 x 30 = 6-24, 12 x 31 = 6-36, 12 x 32 = 6-48, 12 x 33 = 7-4, 12 x 34 = 7-16, 12 x 35 = 7-28, 12 x 36 = 7-40, 12 x 37 = 7-52, 12 x 38 = 8-8, 12 x 39 = 8-20, 12 x 40 = 8-32, 12 x 41 = 8-44, 12 x 42 = 9-0, 12 x 43 = 9-12, 12 x 44 = 9-24, 12 x 45 = 9-36, 12 x 46 = 9-48, 12 x 47 = 10-4, 12 x 48 = 10-16, 12 x 49 = 10-28, 12 x 50 = 10-40, 12 x 51 = 10-52, 12 x 52 = 11-8, 12 x 53 = 11-20, 12 x 54 = 11-32, 12 x 55 = 11-44, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 1-9, 13 x 6 = 1-22, 13 x 7 = 1-35, 13 x 8 = 1-48, 13 x 9 = 2-5, 13 x 10 = 2-18, 13 x 11 = 2-31, 13 x 12 = 2-44, 13 x 13 = 3-1, 13 x 14 = 3-14, 13 x 15 = 3-27, 13 x 16 = 3-40, 13 x 17 = 3-53, 13 x 18 = 4-10, 13 x 19 = 4-23, 13 x 20 = 4-36, 13 x 21 = 4-49, 13 x 22 = 5-6, 13 x 23 = 5-19, 13 x 24 = 5-32, 13 x 25 = 5-45, 13 x 26 = 6-2, 13 x 27 = 6-15, 13 x 28 = 6-28, 13 x 29 = 6-41, 13 x 30 = 6-54, 13 x 31 = 7-11, 13 x 32 = 7-24, 13 x 33 = 7-37, 13 x 34 = 7-50, 13 x 35 = 8-7, 13 x 36 = 8-20, 13 x 37 = 8-33, 13 x 38 = 8-46, 13 x 39 = 9-3, 13 x 40 = 9-16, 13 x 41 = 9-29, 13 x 42 = 9-42, 13 x 43 = 9-55, 13 x 44 = 10-12, 13 x 45 = 10-25, 13 x 46 = 10-38, 13 x 47 = 10-51, 13 x 48 = 11-8, 13 x 49 = 11-21, 13 x 50 = 11-34, 13 x 51 = 11-47, 13 x 52 = 12-4, 13 x 53 = 12-17, 13 x 54 = 12-30, 13 x 55 = 12-43, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 1-0, 14 x 5 = 1-14, 14 x 6 = 1-28, 14 x 7 = 1-42, 14 x 8 = 2-0, 14 x 9 = 2-14, 14 x 10 = 2-28, 14 x 11 = 2-42, 14 x 12 = 3-0, 14 x 13 = 3-14, 14 x 14 = 3-28, 14 x 15 = 3-42, 14 x 16 = 4-0, 14 x 17 = 4-14, 14 x 18 = 4-28, 14 x 19 = 4-42, 14 x 20 = 5-0, 14 x 21 = 5-14, 14 x 22 = 5-28, 14 x 23 = 5-42, 14 x 24 = 6-0, 14 x 25 = 6-14, 14 x 26 = 6-28, 14 x 27 = 6-42, 14 x 28 = 7-0, 14 x 29 = 7-14, 14 x 30 = 7-28, 14 x 31 = 7-42, 14 x 32 = 8-0, 14 x 33 = 8-14, 14 x 34 = 8-28, 14 x 35 = 8-42, 14 x 36 = 9-0, 14 x 37 = 9-14, 14 x 38 = 9-28, 14 x 39 = 9-42, 14 x 40 = 10-0, 14 x 41 = 10-14, 14 x 42 = 10-28, 14 x 43 = 10-42, 14 x 44 = 11-0, 14 x 45 = 11-14, 14 x 46 = 11-28, 14 x 47 = 11-42, 14 x 48 = 12-0, 14 x 49 = 12-14, 14 x 50 = 12-28, 14 x 51 = 12-42, 14 x 52 = 13-0, 14 x 53 = 13-14, 14 x 54 = 13-28, 14 x 55 = 13-42, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 1-4, 15 x 5 = 1-19, 15 x 6 = 1-34, 15 x 7 = 1-49, 15 x 8 = 2-8, 15 x 9 = 2-23, 15 x 10 = 2-38, 15 x 11 = 2-53, 15 x 12 = 3-12, 15 x 13 = 3-27, 15 x 14 = 3-42, 15 x 15 = 4-1, 15 x 16 = 4-16, 15 x 17 = 4-31, 15 x 18 = 4-46, 15 x 19 = 5-5, 15 x 20 = 5-20, 15 x 21 = 5-35, 15 x 22 = 5-50, 15 x 23 = 6-9, 15 x 24 = 6-24, 15 x 25 = 6-39, 15 x 26 = 6-54, 15 x 27 = 7-13, 15 x 28 = 7-28, 15 x 29 = 7-43, 15 x 30 = 8-2, 15 x 31 = 8-17, 15 x 32 = 8-32, 15 x 33 = 8-47, 15 x 34 = 9-6, 15 x 35 = 9-21, 15 x 36 = 9-36, 15 x 37 = 9-51, 15 x 38 = 10-10, 15 x 39 = 10-25, 15 x 40 = 10-40, 15 x 41 = 10-55, 15 x 42 = 11-14, 15 x 43 = 11-29, 15 x 44 = 11-44, 15 x 45 = 12-3, 15 x 46 = 12-18, 15 x 47 = 12-33, 15 x 48 = 12-48, 15 x 49 = 13-7, 15 x 50 = 13-22, 15 x 51 = 13-37, 15 x 52 = 13-52, 15 x 53 = 14-11, 15 x 54 = 14-26, 15 x 55 = 14-41, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 1-8, 16 x 5 = 1-24, 16 x 6 = 1-40, 16 x 7 = 2-0, 16 x 8 = 2-16, 16 x 9 = 2-32, 16 x 10 = 2-48, 16 x 11 = 3-8, 16 x 12 = 3-24, 16 x 13 = 3-40, 16 x 14 = 4-0, 16 x 15 = 4-16, 16 x 16 = 4-32, 16 x 17 = 4-48, 16 x 18 = 5-8, 16 x 19 = 5-24, 16 x 20 = 5-40, 16 x 21 = 6-0, 16 x 22 = 6-16, 16 x 23 = 6-32, 16 x 24 = 6-48, 16 x 25 = 7-8, 16 x 26 = 7-24, 16 x 27 = 7-40, 16 x 28 = 8-0, 16 x 29 = 8-16, 16 x 30 = 8-32, 16 x 31 = 8-48, 16 x 32 = 9-8, 16 x 33 = 9-24, 16 x 34 = 9-40, 16 x 35 = 10-0, 16 x 36 = 10-16, 16 x 37 = 10-32, 16 x 38 = 10-48, 16 x 39 = 11-8, 16 x 40 = 11-24, 16 x 41 = 11-40, 16 x 42 = 12-0, 16 x 43 = 12-16, 16 x 44 = 12-32, 16 x 45 = 12-48, 16 x 46 = 13-8, 16 x 47 = 13-24, 16 x 48 = 13-40, 16 x 49 = 14-0, 16 x 50 = 14-16, 16 x 51 = 14-32, 16 x 52 = 14-48, 16 x 53 = 15-8, 16 x 54 = 15-24, 16 x 55 = 15-40, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 1-12, 17 x 5 = 1-29, 17 x 6 = 1-46, 17 x 7 = 2-7, 17 x 8 = 2-24, 17 x 9 = 2-41, 17 x 10 = 3-2, 17 x 11 = 3-19, 17 x 12 = 3-36, 17 x 13 = 3-53, 17 x 14 = 4-14, 17 x 15 = 4-31, 17 x 16 = 4-48, 17 x 17 = 5-9, 17 x 18 = 5-26, 17 x 19 = 5-43, 17 x 20 = 6-4, 17 x 21 = 6-21, 17 x 22 = 6-38, 17 x 23 = 6-55, 17 x 24 = 7-16, 17 x 25 = 7-33, 17 x 26 = 7-50, 17 x 27 = 8-11, 17 x 28 = 8-28, 17 x 29 = 8-45, 17 x 30 = 9-6, 17 x 31 = 9-23, 17 x 32 = 9-40, 17 x 33 = 10-1, 17 x 34 = 10-18, 17 x 35 = 10-35, 17 x 36 = 10-52, 17 x 37 = 11-13, 17 x 38 = 11-30, 17 x 39 = 11-47, 17 x 40 = 12-8, 17 x 41 = 12-25, 17 x 42 = 12-42, 17 x 43 = 13-3, 17 x 44 = 13-20, 17 x 45 = 13-37, 17 x 46 = 13-54, 17 x 47 = 14-15, 17 x 48 = 14-32, 17 x 49 = 14-49, 17 x 50 = 15-10, 17 x 51 = 15-27, 17 x 52 = 15-44, 17 x 53 = 16-5, 17 x 54 = 16-22, 17 x 55 = 16-39, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 1-16, 18 x 5 = 1-34, 18 x 6 = 1-52, 18 x 7 = 2-14, 18 x 8 = 2-32, 18 x 9 = 2-50, 18 x 10 = 3-12, 18 x 11 = 3-30, 18 x 12 = 3-48, 18 x 13 = 4-10, 18 x 14 = 4-28, 18 x 15 = 4-46, 18 x 16 = 5-8, 18 x 17 = 5-26, 18 x 18 = 5-44, 18 x 19 = 6-6, 18 x 20 = 6-24, 18 x 21 = 6-42, 18 x 22 = 7-4, 18 x 23 = 7-22, 18 x 24 = 7-40, 18 x 25 = 8-2, 18 x 26 = 8-20, 18 x 27 = 8-38, 18 x 28 = 9-0, 18 x 29 = 9-18, 18 x 30 = 9-36, 18 x 31 = 9-54, 18 x 32 = 10-16, 18 x 33 = 10-34, 18 x 34 = 10-52, 18 x 35 = 11-14, 18 x 36 = 11-32, 18 x 37 = 11-50, 18 x 38 = 12-12, 18 x 39 = 12-30, 18 x 40 = 12-48, 18 x 41 = 13-10, 18 x 42 = 13-28, 18 x 43 = 13-46, 18 x 44 = 14-8, 18 x 45 = 14-26, 18 x 46 = 14-44, 18 x 47 = 15-6, 18 x 48 = 15-24, 18 x 49 = 15-42, 18 x 50 = 16-4, 18 x 51 = 16-22, 18 x 52 = 16-40, 18 x 53 = 17-2, 18 x 54 = 17-20, 18 x 55 = 17-38, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 1-1, 19 x 4 = 1-20, 19 x 5 = 1-39, 19 x 6 = 2-2, 19 x 7 = 2-21, 19 x 8 = 2-40, 19 x 9 = 3-3, 19 x 10 = 3-22, 19 x 11 = 3-41, 19 x 12 = 4-4, 19 x 13 = 4-23, 19 x 14 = 4-42, 19 x 15 = 5-5, 19 x 16 = 5-24, 19 x 17 = 5-43, 19 x 18 = 6-6, 19 x 19 = 6-25, 19 x 20 = 6-44, 19 x 21 = 7-7, 19 x 22 = 7-26, 19 x 23 = 7-45, 19 x 24 = 8-8, 19 x 25 = 8-27, 19 x 26 = 8-46, 19 x 27 = 9-9, 19 x 28 = 9-28, 19 x 29 = 9-47, 19 x 30 = 10-10, 19 x 31 = 10-29, 19 x 32 = 10-48, 19 x 33 = 11-11, 19 x 34 = 11-30, 19 x 35 = 11-49, 19 x 36 = 12-12, 19 x 37 = 12-31, 19 x 38 = 12-50, 19 x 39 = 13-13, 19 x 40 = 13-32, 19 x 41 = 13-51, 19 x 42 = 14-14, 19 x 43 = 14-33, 19 x 44 = 14-52, 19 x 45 = 15-15, 19 x 46 = 15-34, 19 x 47 = 15-53, 19 x 48 = 16-16, 19 x 49 = 16-35, 19 x 50 = 16-54, 19 x 51 = 17-17, 19 x 52 = 17-36, 19 x 53 = 17-55, 19 x 54 = 18-18, 19 x 55 = 18-37, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 1-4, 20 x 4 = 1-24, 20 x 5 = 1-44, 20 x 6 = 2-8, 20 x 7 = 2-28, 20 x 8 = 2-48, 20 x 9 = 3-12, 20 x 10 = 3-32, 20 x 11 = 3-52, 20 x 12 = 4-16, 20 x 13 = 4-36, 20 x 14 = 5-0, 20 x 15 = 5-20, 20 x 16 = 5-40, 20 x 17 = 6-4, 20 x 18 = 6-24, 20 x 19 = 6-44, 20 x 20 = 7-8, 20 x 21 = 7-28, 20 x 22 = 7-48, 20 x 23 = 8-12, 20 x 24 = 8-32, 20 x 25 = 8-52, 20 x 26 = 9-16, 20 x 27 = 9-36, 20 x 28 = 10-0, 20 x 29 = 10-20, 20 x 30 = 10-40, 20 x 31 = 11-4, 20 x 32 = 11-24, 20 x 33 = 11-44, 20 x 34 = 12-8, 20 x 35 = 12-28, 20 x 36 = 12-48, 20 x 37 = 13-12, 20 x 38 = 13-32, 20 x 39 = 13-52, 20 x 40 = 14-16, 20 x 41 = 14-36, 20 x 42 = 15-0, 20 x 43 = 15-20, 20 x 44 = 15-40, 20 x 45 = 16-4, 20 x 46 = 16-24, 20 x 47 = 16-44, 20 x 48 = 17-8, 20 x 49 = 17-28, 20 x 50 = 17-48, 20 x 51 = 18-12, 20 x 52 = 18-32, 20 x 53 = 18-52, 20 x 54 = 19-16, 20 x 55 = 19-36, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 1-7, 21 x 4 = 1-28, 21 x 5 = 1-49, 21 x 6 = 2-14, 21 x 7 = 2-35, 21 x 8 = 3-0, 21 x 9 = 3-21, 21 x 10 = 3-42, 21 x 11 = 4-7, 21 x 12 = 4-28, 21 x 13 = 4-49, 21 x 14 = 5-14, 21 x 15 = 5-35, 21 x 16 = 6-0, 21 x 17 = 6-21, 21 x 18 = 6-42, 21 x 19 = 7-7, 21 x 20 = 7-28, 21 x 21 = 7-49, 21 x 22 = 8-14, 21 x 23 = 8-35, 21 x 24 = 9-0, 21 x 25 = 9-21, 21 x 26 = 9-42, 21 x 27 = 10-7, 21 x 28 = 10-28, 21 x 29 = 10-49, 21 x 30 = 11-14, 21 x 31 = 11-35, 21 x 32 = 12-0, 21 x 33 = 12-21, 21 x 34 = 12-42, 21 x 35 = 13-7, 21 x 36 = 13-28, 21 x 37 = 13-49, 21 x 38 = 14-14, 21 x 39 = 14-35, 21 x 40 = 15-0, 21 x 41 = 15-21, 21 x 42 = 15-42, 21 x 43 = 16-7, 21 x 44 = 16-28, 21 x 45 = 16-49, 21 x 46 = 17-14, 21 x 47 = 17-35, 21 x 48 = 18-0, 21 x 49 = 18-21, 21 x 50 = 18-42, 21 x 51 = 19-7, 21 x 52 = 19-28, 21 x 53 = 19-49, 21 x 54 = 20-14, 21 x 55 = 20-35, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 1-10, 22 x 4 = 1-32, 22 x 5 = 1-54, 22 x 6 = 2-20, 22 x 7 = 2-42, 22 x 8 = 3-8, 22 x 9 = 3-30, 22 x 10 = 3-52, 22 x 11 = 4-18, 22 x 12 = 4-40, 22 x 13 = 5-6, 22 x 14 = 5-28, 22 x 15 = 5-50, 22 x 16 = 6-16, 22 x 17 = 6-38, 22 x 18 = 7-4, 22 x 19 = 7-26, 22 x 20 = 7-48, 22 x 21 = 8-14, 22 x 22 = 8-36, 22 x 23 = 9-2, 22 x 24 = 9-24, 22 x 25 = 9-46, 22 x 26 = 10-12, 22 x 27 = 10-34, 22 x 28 = 11-0, 22 x 29 = 11-22, 22 x 30 = 11-44, 22 x 31 = 12-10, 22 x 32 = 12-32, 22 x 33 = 12-54, 22 x 34 = 13-20, 22 x 35 = 13-42, 22 x 36 = 14-8, 22 x 37 = 14-30, 22 x 38 = 14-52, 22 x 39 = 15-18, 22 x 40 = 15-40, 22 x 41 = 16-6, 22 x 42 = 16-28, 22 x 43 = 16-50, 22 x 44 = 17-16, 22 x 45 = 17-38, 22 x 46 = 18-4, 22 x 47 = 18-26, 22 x 48 = 18-48, 22 x 49 = 19-14, 22 x 50 = 19-36, 22 x 51 = 20-2, 22 x 52 = 20-24, 22 x 53 = 20-46, 22 x 54 = 21-12, 22 x 55 = 21-34, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 1-13, 23 x 4 = 1-36, 23 x 5 = 2-3, 23 x 6 = 2-26, 23 x 7 = 2-49, 23 x 8 = 3-16, 23 x 9 = 3-39, 23 x 10 = 4-6, 23 x 11 = 4-29, 23 x 12 = 4-52, 23 x 13 = 5-19, 23 x 14 = 5-42, 23 x 15 = 6-9, 23 x 16 = 6-32, 23 x 17 = 6-55, 23 x 18 = 7-22, 23 x 19 = 7-45, 23 x 20 = 8-12, 23 x 21 = 8-35, 23 x 22 = 9-2, 23 x 23 = 9-25, 23 x 24 = 9-48, 23 x 25 = 10-15, 23 x 26 = 10-38, 23 x 27 = 11-5, 23 x 28 = 11-28, 23 x 29 = 11-51, 23 x 30 = 12-18, 23 x 31 = 12-41, 23 x 32 = 13-8, 23 x 33 = 13-31, 23 x 34 = 13-54, 23 x 35 = 14-21, 23 x 36 = 14-44, 23 x 37 = 15-11, 23 x 38 = 15-34, 23 x 39 = 16-1, 23 x 40 = 16-24, 23 x 41 = 16-47, 23 x 42 = 17-14, 23 x 43 = 17-37, 23 x 44 = 18-4, 23 x 45 = 18-27, 23 x 46 = 18-50, 23 x 47 = 19-17, 23 x 48 = 19-40, 23 x 49 = 20-7, 23 x 50 = 20-30, 23 x 51 = 20-53, 23 x 52 = 21-20, 23 x 53 = 21-43, 23 x 54 = 22-10, 23 x 55 = 22-33, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 1-16, 24 x 4 = 1-40, 24 x 5 = 2-8, 24 x 6 = 2-32, 24 x 7 = 3-0, 24 x 8 = 3-24, 24 x 9 = 3-48, 24 x 10 = 4-16, 24 x 11 = 4-40, 24 x 12 = 5-8, 24 x 13 = 5-32, 24 x 14 = 6-0, 24 x 15 = 6-24, 24 x 16 = 6-48, 24 x 17 = 7-16, 24 x 18 = 7-40, 24 x 19 = 8-8, 24 x 20 = 8-32, 24 x 21 = 9-0, 24 x 22 = 9-24, 24 x 23 = 9-48, 24 x 24 = 10-16, 24 x 25 = 10-40, 24 x 26 = 11-8, 24 x 27 = 11-32, 24 x 28 = 12-0, 24 x 29 = 12-24, 24 x 30 = 12-48, 24 x 31 = 13-16, 24 x 32 = 13-40, 24 x 33 = 14-8, 24 x 34 = 14-32, 24 x 35 = 15-0, 24 x 36 = 15-24, 24 x 37 = 15-48, 24 x 38 = 16-16, 24 x 39 = 16-40, 24 x 40 = 17-8, 24 x 41 = 17-32, 24 x 42 = 18-0, 24 x 43 = 18-24, 24 x 44 = 18-48, 24 x 45 = 19-16, 24 x 46 = 19-40, 24 x 47 = 20-8, 24 x 48 = 20-32, 24 x 49 = 21-0, 24 x 50 = 21-24, 24 x 51 = 21-48, 24 x 52 = 22-16, 24 x 53 = 22-40, 24 x 54 = 23-8, 24 x 55 = 23-32, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 1-19, 25 x 4 = 1-44, 25 x 5 = 2-13, 25 x 6 = 2-38, 25 x 7 = 3-7, 25 x 8 = 3-32, 25 x 9 = 4-1, 25 x 10 = 4-26, 25 x 11 = 4-51, 25 x 12 = 5-20, 25 x 13 = 5-45, 25 x 14 = 6-14, 25 x 15 = 6-39, 25 x 16 = 7-8, 25 x 17 = 7-33, 25 x 18 = 8-2, 25 x 19 = 8-27, 25 x 20 = 8-52, 25 x 21 = 9-21, 25 x 22 = 9-46, 25 x 23 = 10-15, 25 x 24 = 10-40, 25 x 25 = 11-9, 25 x 26 = 11-34, 25 x 27 = 12-3, 25 x 28 = 12-28, 25 x 29 = 12-53, 25 x 30 = 13-22, 25 x 31 = 13-47, 25 x 32 = 14-16, 25 x 33 = 14-41, 25 x 34 = 15-10, 25 x 35 = 15-35, 25 x 36 = 16-4, 25 x 37 = 16-29, 25 x 38 = 16-54, 25 x 39 = 17-23, 25 x 40 = 17-48, 25 x 41 = 18-17, 25 x 42 = 18-42, 25 x 43 = 19-11, 25 x 44 = 19-36, 25 x 45 = 20-5, 25 x 46 = 20-30, 25 x 47 = 20-55, 25 x 48 = 21-24, 25 x 49 = 21-49, 25 x 50 = 22-18, 25 x 51 = 22-43, 25 x 52 = 23-12, 25 x 53 = 23-37, 25 x 54 = 24-6, 25 x 55 = 24-31, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 1-22, 26 x 4 = 1-48, 26 x 5 = 2-18, 26 x 6 = 2-44, 26 x 7 = 3-14, 26 x 8 = 3-40, 26 x 9 = 4-10, 26 x 10 = 4-36, 26 x 11 = 5-6, 26 x 12 = 5-32, 26 x 13 = 6-2, 26 x 14 = 6-28, 26 x 15 = 6-54, 26 x 16 = 7-24, 26 x 17 = 7-50, 26 x 18 = 8-20, 26 x 19 = 8-46, 26 x 20 = 9-16, 26 x 21 = 9-42, 26 x 22 = 10-12, 26 x 23 = 10-38, 26 x 24 = 11-8, 26 x 25 = 11-34, 26 x 26 = 12-4, 26 x 27 = 12-30, 26 x 28 = 13-0, 26 x 29 = 13-26, 26 x 30 = 13-52, 26 x 31 = 14-22, 26 x 32 = 14-48, 26 x 33 = 15-18, 26 x 34 = 15-44, 26 x 35 = 16-14, 26 x 36 = 16-40, 26 x 37 = 17-10, 26 x 38 = 17-36, 26 x 39 = 18-6, 26 x 40 = 18-32, 26 x 41 = 19-2, 26 x 42 = 19-28, 26 x 43 = 19-54, 26 x 44 = 20-24, 26 x 45 = 20-50, 26 x 46 = 21-20, 26 x 47 = 21-46, 26 x 48 = 22-16, 26 x 49 = 22-42, 26 x 50 = 23-12, 26 x 51 = 23-38, 26 x 52 = 24-8, 26 x 53 = 24-34, 26 x 54 = 25-4, 26 x 55 = 25-30, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 1-25, 27 x 4 = 1-52, 27 x 5 = 2-23, 27 x 6 = 2-50, 27 x 7 = 3-21, 27 x 8 = 3-48, 27 x 9 = 4-19, 27 x 10 = 4-46, 27 x 11 = 5-17, 27 x 12 = 5-44, 27 x 13 = 6-15, 27 x 14 = 6-42, 27 x 15 = 7-13, 27 x 16 = 7-40, 27 x 17 = 8-11, 27 x 18 = 8-38, 27 x 19 = 9-9, 27 x 20 = 9-36, 27 x 21 = 10-7, 27 x 22 = 10-34, 27 x 23 = 11-5, 27 x 24 = 11-32, 27 x 25 = 12-3, 27 x 26 = 12-30, 27 x 27 = 13-1, 27 x 28 = 13-28, 27 x 29 = 13-55, 27 x 30 = 14-26, 27 x 31 = 14-53, 27 x 32 = 15-24, 27 x 33 = 15-51, 27 x 34 = 16-22, 27 x 35 = 16-49, 27 x 36 = 17-20, 27 x 37 = 17-47, 27 x 38 = 18-18, 27 x 39 = 18-45, 27 x 40 = 19-16, 27 x 41 = 19-43, 27 x 42 = 20-14, 27 x 43 = 20-41, 27 x 44 = 21-12, 27 x 45 = 21-39, 27 x 46 = 22-10, 27 x 47 = 22-37, 27 x 48 = 23-8, 27 x 49 = 23-35, 27 x 50 = 24-6, 27 x 51 = 24-33, 27 x 52 = 25-4, 27 x 53 = 25-31, 27 x 54 = 26-2, 27 x 55 = 26-29, 
28 x 1 = 0-28, 28 x 2 = 1-0, 28 x 3 = 1-28, 28 x 4 = 2-0, 28 x 5 = 2-28, 28 x 6 = 3-0, 28 x 7 = 3-28, 28 x 8 = 4-0, 28 x 9 = 4-28, 28 x 10 = 5-0, 28 x 11 = 5-28, 28 x 12 = 6-0, 28 x 13 = 6-28, 28 x 14 = 7-0, 28 x 15 = 7-28, 28 x 16 = 8-0, 28 x 17 = 8-28, 28 x 18 = 9-0, 28 x 19 = 9-28, 28 x 20 = 10-0, 28 x 21 = 10-28, 28 x 22 = 11-0, 28 x 23 = 11-28, 28 x 24 = 12-0, 28 x 25 = 12-28, 28 x 26 = 13-0, 28 x 27 = 13-28, 28 x 28 = 14-0, 28 x 29 = 14-28, 28 x 30 = 15-0, 28 x 31 = 15-28, 28 x 32 = 16-0, 28 x 33 = 16-28, 28 x 34 = 17-0, 28 x 35 = 17-28, 28 x 36 = 18-0, 28 x 37 = 18-28, 28 x 38 = 19-0, 28 x 39 = 19-28, 28 x 40 = 20-0, 28 x 41 = 20-28, 28 x 42 = 21-0, 28 x 43 = 21-28, 28 x 44 = 22-0, 28 x 45 = 22-28, 28 x 46 = 23-0, 28 x 47 = 23-28, 28 x 48 = 24-0, 28 x 49 = 24-28, 28 x 50 = 25-0, 28 x 51 = 25-28, 28 x 52 = 26-0, 28 x 53 = 26-28, 28 x 54 = 27-0, 28 x 55 = 27-28, 
29 x 1 = 0-29, 29 x 2 = 1-2, 29 x 3 = 1-31, 29 x 4 = 2-4, 29 x 5 = 2-33, 29 x 6 = 3-6, 29 x 7 = 3-35, 29 x 8 = 4-8, 29 x 9 = 4-37, 29 x 10 = 5-10, 29 x 11 = 5-39, 29 x 12 = 6-12, 29 x 13 = 6-41, 29 x 14 = 7-14, 29 x 15 = 7-43, 29 x 16 = 8-16, 29 x 17 = 8-45, 29 x 18 = 9-18, 29 x 19 = 9-47, 29 x 20 = 10-20, 29 x 21 = 10-49, 29 x 22 = 11-22, 29 x 23 = 11-51, 29 x 24 = 12-24, 29 x 25 = 12-53, 29 x 26 = 13-26, 29 x 27 = 13-55, 29 x 28 = 14-28, 29 x 29 = 15-1, 29 x 30 = 15-30, 29 x 31 = 16-3, 29 x 32 = 16-32, 29 x 33 = 17-5, 29 x 34 = 17-34, 29 x 35 = 18-7, 29 x 36 = 18-36, 29 x 37 = 19-9, 29 x 38 = 19-38, 29 x 39 = 20-11, 29 x 40 = 20-40, 29 x 41 = 21-13, 29 x 42 = 21-42, 29 x 43 = 22-15, 29 x 44 = 22-44, 29 x 45 = 23-17, 29 x 46 = 23-46, 29 x 47 = 24-19, 29 x 48 = 24-48, 29 x 49 = 25-21, 29 x 50 = 25-50, 29 x 51 = 26-23, 29 x 52 = 26-52, 29 x 53 = 27-25, 29 x 54 = 27-54, 29 x 55 = 28-27, 
