30 x 1 = 0-30, 30 x 2 = 1-4, 30 x 3 = 1-34, 30 x 4 = 2-8, 30 x 5 = 2-38, 30 x 6 = 3-12, 30 x 7 = 3-42, 30 x 8 = 4-16, 30 x 9 = 4-46, 30 x 10 = 5-20, 30 x 11 = 5-50, 30 x 12 = 6-24, 30 x 13 = 6-54, 30 x 14 = 7-28, 30 x 15 = 8-2, 30 x 16 = 8-32, 30 x 17 = 9-6, 30 x 18 = 9-36, 30 x 19 = 10-10, 30 x 20 = 10-40, 30 x 21 = 11-14, 30 x 22 = 11-44, 30 x 23 = 12-18, 30 x 24 = 12-48, 30 x 25 = 13-22, 30 x 26 = 13-52, 30 x 27 = 14-26, 30 x 28 = 15-0, 30 x 29 = 15-30, 30 x 30 = 16-4, 30 x 31 = 16-34, 30 x 32 = 17-8, 30 x 33 = 17-38, 30 x 34 = 18-12, 30 x 35 = 18-42, 30 x 36 = 19-16, 30 x 37 = 19-46, 30 x 38 = 20-20, 30 x 39 = 20-50, 30 x 40 = 21-24, 30 x 41 = 21-54, 30 x 42 = 22-28, 30 x 43 = 23-2, 30 x 44 = 23-32, 30 x 45 = 24-6, 30 x 46 = 24-36, 30 x 47 = 25-10, 30 x 48 = 25-40, 30 x 49 = 26-14, 30 x 50 = 26-44, 30 x 51 = 27-18, 30 x 52 = 27-48, 30 x 53 = 28-22, 30 x 54 = 28-52, 30 x 55 = 29-26, 
31 x 1 = 0-31, 31 x 2 = 1-6, 31 x 3 = 1-37, 31 x 4 = 2-12, 31 x 5 = 2-43, 31 x 6 = 3-18, 31 x 7 = 3-49, 31 x 8 = 4-24, 31 x 9 = 4-55, 31 x 10 = 5-30, 31 x 11 = 6-5, 31 x 12 = 6-36, 31 x 13 = 7-11, 31 x 14 = 7-42, 31 x 15 = 8-17, 31 x 16 = 8-48, 31 x 17 = 9-23, 31 x 18 = 9-54, 31 x 19 = 10-29, 31 x 20 = 11-4, 31 x 21 = 11-35, 31 x 22 = 12-10, 31 x 23 = 12-41, 31 x 24 = 13-16, 31 x 25 = 13-47, 31 x 26 = 14-22, 31 x 27 = 14-53, 31 x 28 = 15-28, 31 x 29 = 16-3, 31 x 30 = 16-34, 31 x 31 = 17-9, 31 x 32 = 17-40, 31 x 33 = 18-15, 31 x 34 = 18-46, 31 x 35 = 19-21, 31 x 36 = 19-52, 31 x 37 = 20-27, 31 x 38 = 21-2, 31 x 39 = 21-33, 31 x 40 = 22-8, 31 x 41 = 22-39, 31 x 42 = 23-14, 31 x 43 = 23-45, 31 x 44 = 24-20, 31 x 45 = 24-51, 31 x 46 = 25-26, 31 x 47 = 26-1, 31 x 48 = 26-32, 31 x 49 = 27-7, 31 x 50 = 27-38, 31 x 51 = 28-13, 31 x 52 = 28-44, 31 x 53 = 29-19, 31 x 54 = 29-50, 31 x 55 = 30-25, 
32 x 1 = 0-32, 32 x 2 = 1-8, 32 x 3 = 1-40, 32 x 4 = 2-16, 32 x 5 = 2-48, 32 x 6 = 3-24, 32 x 7 = 4-0, 32 x 8 = 4-32, 32 x 9 = 5-8, 32 x 10 = 5-40, 32 x 11 = 6-16, 32 x 12 = 6-48, 32 x 13 = 7-24, 32 x 14 = 8-0, 32 x 15 = 8-32, 32 x 16 = 9-8, 32 x 17 = 9-40, 32 x 18 = 10-16, 32 x 19 = 10-48, 32 x 20 = 11-24, 32 x 21 = 12-0, 32 x 22 = 12-32, 32 x 23 = 13-8, 32 x 24 = 13-40, 32 x 25 = 14-16, 32 x 26 = 14-48, 32 x 27 = 15-24, 32 x 28 = 16-0, 32 x 29 = 16-32, 32 x 30 = 17-8, 32 x 31 = 17-40, 32 x 32 = 18-16, 32 x 33 = 18-48, 32 x 34 = 19-24, 32 x 35 = 20-0, 32 x 36 = 20-32, 32 x 37 = 21-8, 32 x 38 = 21-40, 32 x 39 = 22-16, 32 x 40 = 22-48, 32 x 41 = 23-24, 32 x 42 = 24-0, 32 x 43 = 24-32, 32 x 44 = 25-8, 32 x 45 = 25-40, 32 x 46 = 26-16, 32 x 47 = 26-48, 32 x 48 = 27-24, 32 x 49 = 28-0, 32 x 50 = 28-32, 32 x 51 = 29-8, 32 x 52 = 29-40, 32 x 53 = 30-16, 32 x 54 = 30-48, 32 x 55 = 31-24, 
33 x 1 = 0-33, 33 x 2 = 1-10, 33 x 3 = 1-43, 33 x 4 = 2-20, 33 x 5 = 2-53, 33 x 6 = 3-30, 33 x 7 = 4-7, 33 x 8 = 4-40, 33 x 9 = 5-17, 33 x 10 = 5-50, 33 x 11 = 6-27, 33 x 12 = 7-4, 33 x 13 = 7-37, 33 x 14 = 8-14, 33 x 15 = 8-47, 33 x 16 = 9-24, 33 x 17 = 10-1, 33 x 18 = 10-34, 33 x 19 = 11-11, 33 x 20 = 11-44, 33 x 21 = 12-21, 33 x 22 = 12-54, 33 x 23 = 13-31, 33 x 24 = 14-8, 33 x 25 = 14-41, 33 x 26 = 15-18, 33 x 27 = 15-51, 33 x 28 = 16-28, 33 x 29 = 17-5, 33 x 30 = 17-38, 33 x 31 = 18-15, 33 x 32 = 18-48, 33 x 33 = 19-25, 33 x 34 = 20-2, 33 x 35 = 20-35, 33 x 36 = 21-12, 33 x 37 = 21-45, 33 x 38 = 22-22, 33 x 39 = 22-55, 33 x 40 = 23-32, 33 x 41 = 24-9, 33 x 42 = 24-42, 33 x 43 = 25-19, 33 x 44 = 25-52, 33 x 45 = 26-29, 33 x 46 = 27-6, 33 x 47 = 27-39, 33 x 48 = 28-16, 33 x 49 = 28-49, 33 x 50 = 29-26, 33 x 51 = 30-3, 33 x 52 = 30-36, 33 x 53 = 31-13, 33 x 54 = 31-46, 33 x 55 = 32-23, 
34 x 1 = 0-34, 34 x 2 = 1-12, 34 x 3 = 1-46, 34 x 4 = 2-24, 34 x 5 = 3-2, 34 x 6 = 3-36, 34 x 7 = 4-14, 34 x 8 = 4-48, 34 x 9 = 5-26, 34 x 10 = 6-4, 34 x 11 = 6-38, 34 x 12 = 7-16, 34 x 13 = 7-50, 34 x 14 = 8-28, 34 x 15 = 9-6, 34 x 16 = 9-40, 34 x 17 = 10-18, 34 x 18 = 10-52, 34 x 19 = 11-30, 34 x 20 = 12-8, 34 x 21 = 12-42, 34 x 22 = 13-20, 34 x 23 = 13-54, 34 x 24 = 14-32, 34 x 25 = 15-10, 34 x 26 = 15-44, 34 x 27 = 16-22, 34 x 28 = 17-0, 34 x 29 = 17-34, 34 x 30 = 18-12, 34 x 31 = 18-46, 34 x 32 = 19-24, 34 x 33 = 20-2, 34 x 34 = 20-36, 34 x 35 = 21-14, 34 x 36 = 21-48, 34 x 37 = 22-26, 34 x 38 = 23-4, 34 x 39 = 23-38, 34 x 40 = 24-16, 34 x 41 = 24-50, 34 x 42 = 25-28, 34 x 43 = 26-6, 34 x 44 = 26-40, 34 x 45 = 27-18, 34 x 46 = 27-52, 34 x 47 = 28-30, 34 x 48 = 29-8, 34 x 49 = 29-42, 34 x 50 = 30-20, 34 x 51 = 30-54, 34 x 52 = 31-32, 34 x 53 = 32-10, 34 x 54 = 32-44, 34 x 55 = 33-22, 
35 x 1 = 0-35, 35 x 2 = 1-14, 35 x 3 = 1-49, 35 x 4 = 2-28, 35 x 5 = 3-7, 35 x 6 = 3-42, 35 x 7 = 4-21, 35 x 8 = 5-0, 35 x 9 = 5-35, 35 x 10 = 6-14, 35 x 11 = 6-49, 35 x 12 = 7-28, 35 x 13 = 8-7, 35 x 14 = 8-42, 35 x 15 = 9-21, 35 x 16 = 10-0, 35 x 17 = 10-35, 35 x 18 = 11-14, 35 x 19 = 11-49, 35 x 20 = 12-28, 35 x 21 = 13-7, 35 x 22 = 13-42, 35 x 23 = 14-21, 35 x 24 = 15-0, 35 x 25 = 15-35, 35 x 26 = 16-14, 35 x 27 = 16-49, 35 x 28 = 17-28, 35 x 29 = 18-7, 35 x 30 = 18-42, 35 x 31 = 19-21, 35 x 32 = 20-0, 35 x 33 = 20-35, 35 x 34 = 21-14, 35 x 35 = 21-49, 35 x 36 = 22-28, 35 x 37 = 23-7, 35 x 38 = 23-42, 35 x 39 = 24-21, 35 x 40 = 25-0, 35 x 41 = 25-35, 35 x 42 = 26-14, 35 x 43 = 26-49, 35 x 44 = 27-28, 35 x 45 = 28-7, 35 x 46 = 28-42, 35 x 47 = 29-21, 35 x 48 = 30-0, 35 x 49 = 30-35, 35 x 50 = 31-14, 35 x 51 = 31-49, 35 x 52 = 32-28, 35 x 53 = 33-7, 35 x 54 = 33-42, 35 x 55 = 34-21, 
36 x 1 = 0-36, 36 x 2 = 1-16, 36 x 3 = 1-52, 36 x 4 = 2-32, 36 x 5 = 3-12, 36 x 6 = 3-48, 36 x 7 = 4-28, 36 x 8 = 5-8, 36 x 9 = 5-44, 36 x 10 = 6-24, 36 x 11 = 7-4, 36 x 12 = 7-40, 36 x 13 = 8-20, 36 x 14 = 9-0, 36 x 15 = 9-36, 36 x 16 = 10-16, 36 x 17 = 10-52, 36 x 18 = 11-32, 36 x 19 = 12-12, 36 x 20 = 12-48, 36 x 21 = 13-28, 36 x 22 = 14-8, 36 x 23 = 14-44, 36 x 24 = 15-24, 36 x 25 = 16-4, 36 x 26 = 16-40, 36 x 27 = 17-20, 36 x 28 = 18-0, 36 x 29 = 18-36, 36 x 30 = 19-16, 36 x 31 = 19-52, 36 x 32 = 20-32, 36 x 33 = 21-12, 36 x 34 = 21-48, 36 x 35 = 22-28, 36 x 36 = 23-8, 36 x 37 = 23-44, 36 x 38 = 24-24, 36 x 39 = 25-4, 36 x 40 = 25-40, 36 x 41 = 26-20, 36 x 42 = 27-0, 36 x 43 = 27-36, 36 x 44 = 28-16, 36 x 45 = 28-52, 36 x 46 = 29-32, 36 x 47 = 30-12, 36 x 48 = 30-48, 36 x 49 = 31-28, 36 x 50 = 32-8, 36 x 51 = 32-44, 36 x 52 = 33-24, 36 x 53 = 34-4, 36 x 54 = 34-40, 36 x 55 = 35-20, 
37 x 1 = 0-37, 37 x 2 = 1-18, 37 x 3 = 1-55, 37 x 4 = 2-36, 37 x 5 = 3-17, 37 x 6 = 3-54, 37 x 7 = 4-35, 37 x 8 = 5-16, 37 x 9 = 5-53, 37 x 10 = 6-34, 37 x 11 = 7-15, 37 x 12 = 7-52, 37 x 13 = 8-33, 37 x 14 = 9-14, 37 x 15 = 9-51, 37 x 16 = 10-32, 37 x 17 = 11-13, 37 x 18 = 11-50, 37 x 19 = 12-31, 37 x 20 = 13-12, 37 x 21 = 13-49, 37 x 22 = 14-30, 37 x 23 = 15-11, 37 x 24 = 15-48, 37 x 25 = 16-29, 37 x 26 = 17-10, 37 x 27 = 17-47, 37 x 28 = 18-28, 37 x 29 = 19-9, 37 x 30 = 19-46, 37 x 31 = 20-27, 37 x 32 = 21-8, 37 x 33 = 21-45, 37 x 34 = 22-26, 37 x 35 = 23-7, 37 x 36 = 23-44, 37 x 37 = 24-25, 37 x 38 = 25-6, 37 x 39 = 25-43, 37 x 40 = 26-24, 37 x 41 = 27-5, 37 x 42 = 27-42, 37 x 43 = 28-23, 37 x 44 = 29-4, 37 x 45 = 29-41, 37 x 46 = 30-22, 37 x 47 = 31-3, 37 x 48 = 31-40, 37 x 49 = 32-21, 37 x 50 = 33-2, 37 x 51 = 33-39, 37 x 52 = 34-20, 37 x 53 = 35-1, 37 x 54 = 35-38, 37 x 55 = 36-19, 
38 x 1 = 0-38, 38 x 2 = 1-20, 38 x 3 = 2-2, 38 x 4 = 2-40, 38 x 5 = 3-22, 38 x 6 = 4-4, 38 x 7 = 4-42, 38 x 8 = 5-24, 38 x 9 = 6-6, 38 x 10 = 6-44, 38 x 11 = 7-26, 38 x 12 = 8-8, 38 x 13 = 8-46, 38 x 14 = 9-28, 38 x 15 = 10-10, 38 x 16 = 10-48, 38 x 17 = 11-30, 38 x 18 = 12-12, 38 x 19 = 12-50, 38 x 20 = 13-32, 38 x 21 = 14-14, 38 x 22 = 14-52, 38 x 23 = 15-34, 38 x 24 = 16-16, 38 x 25 = 16-54, 38 x 26 = 17-36, 38 x 27 = 18-18, 38 x 28 = 19-0, 38 x 29 = 19-38, 38 x 30 = 20-20, 38 x 31 = 21-2, 38 x 32 = 21-40, 38 x 33 = 22-22, 38 x 34 = 23-4, 38 x 35 = 23-42, 38 x 36 = 24-24, 38 x 37 = 25-6, 38 x 38 = 25-44, 38 x 39 = 26-26, 38 x 40 = 27-8, 38 x 41 = 27-46, 38 x 42 = 28-28, 38 x 43 = 29-10, 38 x 44 = 29-48, 38 x 45 = 30-30, 38 x 46 = 31-12, 38 x 47 = 31-50, 38 x 48 = 32-32, 38 x 49 = 33-14, 38 x 50 = 33-52, 38 x 51 = 34-34, 38 x 52 = 35-16, 38 x 53 = 35-54, 38 x 54 = 36-36, 38 x 55 = 37-18, 
39 x 1 = 0-39, 39 x 2 = 1-22, 39 x 3 = 2-5, 39 x 4 = 2-44, 39 x 5 = 3-27, 39 x 6 = 4-10, 39 x 7 = 4-49, 39 x 8 = 5-32, 39 x 9 = 6-15, 39 x 10 = 6-54, 39 x 11 = 7-37, 39 x 12 = 8-20, 39 x 13 = 9-3, 39 x 14 = 9-42, 39 x 15 = 10-25, 39 x 16 = 11-8, 39 x 17 = 11-47, 39 x 18 = 12-30, 39 x 19 = 13-13, 39 x 20 = 13-52, 39 x 21 = 14-35, 39 x 22 = 15-18, 39 x 23 = 16-1, 39 x 24 = 16-40, 39 x 25 = 17-23, 39 x 26 = 18-6, 39 x 27 = 18-45, 39 x 28 = 19-28, 39 x 29 = 20-11, 39 x 30 = 20-50, 39 x 31 = 21-33, 39 x 32 = 22-16, 39 x 33 = 22-55, 39 x 34 = 23-38, 39 x 35 = 24-21, 39 x 36 = 25-4, 39 x 37 = 25-43, 39 x 38 = 26-26, 39 x 39 = 27-9, 39 x 40 = 27-48, 39 x 41 = 28-31, 39 x 42 = 29-14, 39 x 43 = 29-53, 39 x 44 = 30-36, 39 x 45 = 31-19, 39 x 46 = 32-2, 39 x 47 = 32-41, 39 x 48 = 33-24, 39 x 49 = 34-7, 39 x 50 = 34-46, 39 x 51 = 35-29, 39 x 52 = 36-12, 39 x 53 = 36-51, 39 x 54 = 37-34, 39 x 55 = 38-17, 
40 x 1 = 0-40, 40 x 2 = 1-24, 40 x 3 = 2-8, 40 x 4 = 2-48, 40 x 5 = 3-32, 40 x 6 = 4-16, 40 x 7 = 5-0, 40 x 8 = 5-40, 40 x 9 = 6-24, 40 x 10 = 7-8, 40 x 11 = 7-48, 40 x 12 = 8-32, 40 x 13 = 9-16, 40 x 14 = 10-0, 40 x 15 = 10-40, 40 x 16 = 11-24, 40 x 17 = 12-8, 40 x 18 = 12-48, 40 x 19 = 13-32, 40 x 20 = 14-16, 40 x 21 = 15-0, 40 x 22 = 15-40, 40 x 23 = 16-24, 40 x 24 = 17-8, 40 x 25 = 17-48, 40 x 26 = 18-32, 40 x 27 = 19-16, 40 x 28 = 20-0, 40 x 29 = 20-40, 40 x 30 = 21-24, 40 x 31 = 22-8, 40 x 32 = 22-48, 40 x 33 = 23-32, 40 x 34 = 24-16, 40 x 35 = 25-0, 40 x 36 = 25-40, 40 x 37 = 26-24, 40 x 38 = 27-8, 40 x 39 = 27-48, 40 x 40 = 28-32, 40 x 41 = 29-16, 40 x 42 = 30-0, 40 x 43 = 30-40, 40 x 44 = 31-24, 40 x 45 = 32-8, 40 x 46 = 32-48, 40 x 47 = 33-32, 40 x 48 = 34-16, 40 x 49 = 35-0, 40 x 50 = 35-40, 40 x 51 = 36-24, 40 x 52 = 37-8, 40 x 53 = 37-48, 40 x 54 = 38-32, 40 x 55 = 39-16, 
41 x 1 = 0-41, 41 x 2 = 1-26, 41 x 3 = 2-11, 41 x 4 = 2-52, 41 x 5 = 3-37, 41 x 6 = 4-22, 41 x 7 = 5-7, 41 x 8 = 5-48, 41 x 9 = 6-33, 41 x 10 = 7-18, 41 x 11 = 8-3, 41 x 12 = 8-44, 41 x 13 = 9-29, 41 x 14 = 10-14, 41 x 15 = 10-55, 41 x 16 = 11-40, 41 x 17 = 12-25, 41 x 18 = 13-10, 41 x 19 = 13-51, 41 x 20 = 14-36, 41 x 21 = 15-21, 41 x 22 = 16-6, 41 x 23 = 16-47, 41 x 24 = 17-32, 41 x 25 = 18-17, 41 x 26 = 19-2, 41 x 27 = 19-43, 41 x 28 = 20-28, 41 x 29 = 21-13, 41 x 30 = 21-54, 41 x 31 = 22-39, 41 x 32 = 23-24, 41 x 33 = 24-9, 41 x 34 = 24-50, 41 x 35 = 25-35, 41 x 36 = 26-20, 41 x 37 = 27-5, 41 x 38 = 27-46, 41 x 39 = 28-31, 41 x 40 = 29-16, 41 x 41 = 30-1, 41 x 42 = 30-42, 41 x 43 = 31-27, 41 x 44 = 32-12, 41 x 45 = 32-53, 41 x 46 = 33-38, 41 x 47 = 34-23, 41 x 48 = 35-8, 41 x 49 = 35-49, 41 x 50 = 36-34, 41 x 51 = 37-19, 41 x 52 = 38-4, 41 x 53 = 38-45, 41 x 54 = 39-30, 41 x 55 = 40-15, 
42 x 1 = 0-42, 42 x 2 = 1-28, 42 x 3 = 2-14, 42 x 4 = 3-0, 42 x 5 = 3-42, 42 x 6 = 4-28, 42 x 7 = 5-14, 42 x 8 = 6-0, 42 x 9 = 6-42, 42 x 10 = 7-28, 42 x 11 = 8-14, 42 x 12 = 9-0, 42 x 13 = 9-42, 42 x 14 = 10-28, 42 x 15 = 11-14, 42 x 16 = 12-0, 42 x 17 = 12-42, 42 x 18 = 13-28, 42 x 19 = 14-14, 42 x 20 = 15-0, 42 x 21 = 15-42, 42 x 22 = 16-28, 42 x 23 = 17-14, 42 x 24 = 18-0, 42 x 25 = 18-42, 42 x 26 = 19-28, 42 x 27 = 20-14, 42 x 28 = 21-0, 42 x 29 = 21-42, 42 x 30 = 22-28, 42 x 31 = 23-14, 42 x 32 = 24-0, 42 x 33 = 24-42, 42 x 34 = 25-28, 42 x 35 = 26-14, 42 x 36 = 27-0, 42 x 37 = 27-42, 42 x 38 = 28-28, 42 x 39 = 29-14, 42 x 40 = 30-0, 42 x 41 = 30-42, 42 x 42 = 31-28, 42 x 43 = 32-14, 42 x 44 = 33-0, 42 x 45 = 33-42, 42 x 46 = 34-28, 42 x 47 = 35-14, 42 x 48 = 36-0, 42 x 49 = 36-42, 42 x 50 = 37-28, 42 x 51 = 38-14, 42 x 52 = 39-0, 42 x 53 = 39-42, 42 x 54 = 40-28, 42 x 55 = 41-14, 
43 x 1 = 0-43, 43 x 2 = 1-30, 43 x 3 = 2-17, 43 x 4 = 3-4, 43 x 5 = 3-47, 43 x 6 = 4-34, 43 x 7 = 5-21, 43 x 8 = 6-8, 43 x 9 = 6-51, 43 x 10 = 7-38, 43 x 11 = 8-25, 43 x 12 = 9-12, 43 x 13 = 9-55, 43 x 14 = 10-42, 43 x 15 = 11-29, 43 x 16 = 12-16, 43 x 17 = 13-3, 43 x 18 = 13-46, 43 x 19 = 14-33, 43 x 20 = 15-20, 43 x 21 = 16-7, 43 x 22 = 16-50, 43 x 23 = 17-37, 43 x 24 = 18-24, 43 x 25 = 19-11, 43 x 26 = 19-54, 43 x 27 = 20-41, 43 x 28 = 21-28, 43 x 29 = 22-15, 43 x 30 = 23-2, 43 x 31 = 23-45, 43 x 32 = 24-32, 43 x 33 = 25-19, 43 x 34 = 26-6, 43 x 35 = 26-49, 43 x 36 = 27-36, 43 x 37 = 28-23, 43 x 38 = 29-10, 43 x 39 = 29-53, 43 x 40 = 30-40, 43 x 41 = 31-27, 43 x 42 = 32-14, 43 x 43 = 33-1, 43 x 44 = 33-44, 43 x 45 = 34-31, 43 x 46 = 35-18, 43 x 47 = 36-5, 43 x 48 = 36-48, 43 x 49 = 37-35, 43 x 50 = 38-22, 43 x 51 = 39-9, 43 x 52 = 39-52, 43 x 53 = 40-39, 43 x 54 = 41-26, 43 x 55 = 42-13, 
44 x 1 = 0-44, 44 x 2 = 1-32, 44 x 3 = 2-20, 44 x 4 = 3-8, 44 x 5 = 3-52, 44 x 6 = 4-40, 44 x 7 = 5-28, 44 x 8 = 6-16, 44 x 9 = 7-4, 44 x 10 = 7-48, 44 x 11 = 8-36, 44 x 12 = 9-24, 44 x 13 = 10-12, 44 x 14 = 11-0, 44 x 15 = 11-44, 44 x 16 = 12-32, 44 x 17 = 13-20, 44 x 18 = 14-8, 44 x 19 = 14-52, 44 x 20 = 15-40, 44 x 21 = 16-28, 44 x 22 = 17-16, 44 x 23 = 18-4, 44 x 24 = 18-48, 44 x 25 = 19-36, 44 x 26 = 20-24, 44 x 27 = 21-12, 44 x 28 = 22-0, 44 x 29 = 22-44, 44 x 30 = 23-32, 44 x 31 = 24-20, 44 x 32 = 25-8, 44 x 33 = 25-52, 44 x 34 = 26-40, 44 x 35 = 27-28, 44 x 36 = 28-16, 44 x 37 = 29-4, 44 x 38 = 29-48, 44 x 39 = 30-36, 44 x 40 = 31-24, 44 x 41 = 32-12, 44 x 42 = 33-0, 44 x 43 = 33-44, 44 x 44 = 34-32, 44 x 45 = 35-20, 44 x 46 = 36-8, 44 x 47 = 36-52, 44 x 48 = 37-40, 44 x 49 = 38-28, 44 x 50 = 39-16, 44 x 51 = 40-4, 44 x 52 = 40-48, 44 x 53 = 41-36, 44 x 54 = 42-24, 44 x 55 = 43-12, 
45 x 1 = 0-45, 45 x 2 = 1-34, 45 x 3 = 2-23, 45 x 4 = 3-12, 45 x 5 = 4-1, 45 x 6 = 4-46, 45 x 7 = 5-35, 45 x 8 = 6-24, 45 x 9 = 7-13, 45 x 10 = 8-2, 45 x 11 = 8-47, 45 x 12 = 9-36, 45 x 13 = 10-25, 45 x 14 = 11-14, 45 x 15 = 12-3, 45 x 16 = 12-48, 45 x 17 = 13-37, 45 x 18 = 14-26, 45 x 19 = 15-15, 45 x 20 = 16-4, 45 x 21 = 16-49, 45 x 22 = 17-38, 45 x 23 = 18-27, 45 x 24 = 19-16, 45 x 25 = 20-5, 45 x 26 = 20-50, 45 x 27 = 21-39, 45 x 28 = 22-28, 45 x 29 = 23-17, 45 x 30 = 24-6, 45 x 31 = 24-51, 45 x 32 = 25-40, 45 x 33 = 26-29, 45 x 34 = 27-18, 45 x 35 = 28-7, 45 x 36 = 28-52, 45 x 37 = 29-41, 45 x 38 = 30-30, 45 x 39 = 31-19, 45 x 40 = 32-8, 45 x 41 = 32-53, 45 x 42 = 33-42, 45 x 43 = 34-31, 45 x 44 = 35-20, 45 x 45 = 36-9, 45 x 46 = 36-54, 45 x 47 = 37-43, 45 x 48 = 38-32, 45 x 49 = 39-21, 45 x 50 = 40-10, 45 x 51 = 40-55, 45 x 52 = 41-44, 45 x 53 = 42-33, 45 x 54 = 43-22, 45 x 55 = 44-11, 
46 x 1 = 0-46, 46 x 2 = 1-36, 46 x 3 = 2-26, 46 x 4 = 3-16, 46 x 5 = 4-6, 46 x 6 = 4-52, 46 x 7 = 5-42, 46 x 8 = 6-32, 46 x 9 = 7-22, 46 x 10 = 8-12, 46 x 11 = 9-2, 46 x 12 = 9-48, 46 x 13 = 10-38, 46 x 14 = 11-28, 46 x 15 = 12-18, 46 x 16 = 13-8, 46 x 17 = 13-54, 46 x 18 = 14-44, 46 x 19 = 15-34, 46 x 20 = 16-24, 46 x 21 = 17-14, 46 x 22 = 18-4, 46 x 23 = 18-50, 46 x 24 = 19-40, 46 x 25 = 20-30, 46 x 26 = 21-20, 46 x 27 = 22-10, 46 x 28 = 23-0, 46 x 29 = 23-46, 46 x 30 = 24-36, 46 x 31 = 25-26, 46 x 32 = 26-16, 46 x 33 = 27-6, 46 x 34 = 27-52, 46 x 35 = 28-42, 46 x 36 = 29-32, 46 x 37 = 30-22, 46 x 38 = 31-12, 46 x 39 = 32-2, 46 x 40 = 32-48, 46 x 41 = 33-38, 46 x 42 = 34-28, 46 x 43 = 35-18, 46 x 44 = 36-8, 46 x 45 = 36-54, 46 x 46 = 37-44, 46 x 47 = 38-34, 46 x 48 = 39-24, 46 x 49 = 40-14, 46 x 50 = 41-4, 46 x 51 = 41-50, 46 x 52 = 42-40, 46 x 53 = 43-30, 46 x 54 = 44-20, 46 x 55 = 45-10, 
47 x 1 = 0-47, 47 x 2 = 1-38, 47 x 3 = 2-29, 47 x 4 = 3-20, 47 x 5 = 4-11, 47 x 6 = 5-2, 47 x 7 = 5-49, 47 x 8 = 6-40, 47 x 9 = 7-31, 47 x 10 = 8-22, 47 x 11 = 9-13, 47 x 12 = 10-4, 47 x 13 = 10-51, 47 x 14 = 11-42, 47 x 15 = 12-33, 47 x 16 = 13-24, 47 x 17 = 14-15, 47 x 18 = 15-6, 47 x 19 = 15-53, 47 x 20 = 16-44, 47 x 21 = 17-35, 47 x 22 = 18-26, 47 x 23 = 19-17, 47 x 24 = 20-8, 47 x 25 = 20-55, 47 x 26 = 21-46, 47 x 27 = 22-37, 47 x 28 = 23-28, 47 x 29 = 24-19, 47 x 30 = 25-10, 47 x 31 = 26-1, 47 x 32 = 26-48, 47 x 33 = 27-39, 47 x 34 = 28-30, 47 x 35 = 29-21, 47 x 36 = 30-12, 47 x 37 = 31-3, 47 x 38 = 31-50, 47 x 39 = 32-41, 47 x 40 = 33-32, 47 x 41 = 34-23, 47 x 42 = 35-14, 47 x 43 = 36-5, 47 x 44 = 36-52, 47 x 45 = 37-43, 47 x 46 = 38-34, 47 x 47 = 39-25, 47 x 48 = 40-16, 47 x 49 = 41-7, 47 x 50 = 41-54, 47 x 51 = 42-45, 47 x 52 = 43-36, 47 x 53 = 44-27, 47 x 54 = 45-18, 47 x 55 = 46-9, 
48 x 1 = 0-48, 48 x 2 = 1-40, 48 x 3 = 2-32, 48 x 4 = 3-24, 48 x 5 = 4-16, 48 x 6 = 5-8, 48 x 7 = 6-0, 48 x 8 = 6-48, 48 x 9 = 7-40, 48 x 10 = 8-32, 48 x 11 = 9-24, 48 x 12 = 10-16, 48 x 13 = 11-8, 48 x 14 = 12-0, 48 x 15 = 12-48, 48 x 16 = 13-40, 48 x 17 = 14-32, 48 x 18 = 15-24, 48 x 19 = 16-16, 48 x 20 = 17-8, 48 x 21 = 18-0, 48 x 22 = 18-48, 48 x 23 = 19-40, 48 x 24 = 20-32, 48 x 25 = 21-24, 48 x 26 = 22-16, 48 x 27 = 23-8, 48 x 28 = 24-0, 48 x 29 = 24-48, 48 x 30 = 25-40, 48 x 31 = 26-32, 48 x 32 = 27-24, 48 x 33 = 28-16, 48 x 34 = 29-8, 48 x 35 = 30-0, 48 x 36 = 30-48, 48 x 37 = 31-40, 48 x 38 = 32-32, 48 x 39 = 33-24, 48 x 40 = 34-16, 48 x 41 = 35-8, 48 x 42 = 36-0, 48 x 43 = 36-48, 48 x 44 = 37-40, 48 x 45 = 38-32, 48 x 46 = 39-24, 48 x 47 = 40-16, 48 x 48 = 41-8, 48 x 49 = 42-0, 48 x 50 = 42-48, 48 x 51 = 43-40, 48 x 52 = 44-32, 48 x 53 = 45-24, 48 x 54 = 46-16, 48 x 55 = 47-8, 
