0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 0-66, 0-11 x 0-7 = 1-7, 0-11 x 0-8 = 1-18, 0-11 x 0-9 = 1-29, 0-11 x 0-10 = 1-40, 0-11 x 0-11 = 1-51, 0-11 x 0-12 = 1-62, 0-11 x 0-13 = 2-3, 0-11 x 0-14 = 2-14, 0-11 x 0-15 = 2-25, 0-11 x 0-16 = 2-36, 0-11 x 0-17 = 2-47, 0-11 x 0-18 = 2-58, 0-11 x 0-19 = 2-69, 0-11 x 0-20 = 3-10, 0-11 x 0-21 = 3-21, 0-11 x 0-22 = 3-32, 0-11 x 0-23 = 3-43, 0-11 x 0-24 = 3-54, 0-11 x 0-25 = 3-65, 0-11 x 0-26 = 4-6, 0-11 x 0-27 = 4-17, 0-11 x 0-28 = 4-28, 0-11 x 0-29 = 4-39, 0-11 x 0-30 = 4-50, 0-11 x 0-31 = 4-61, 0-11 x 0-32 = 5-2, 0-11 x 0-33 = 5-13, 0-11 x 0-34 = 5-24, 0-11 x 0-35 = 5-35, 0-11 x 0-36 = 5-46, 0-11 x 0-37 = 5-57, 0-11 x 0-38 = 5-68, 0-11 x 0-39 = 6-9, 0-11 x 0-40 = 6-20, 0-11 x 0-41 = 6-31, 0-11 x 0-42 = 6-42, 0-11 x 0-43 = 6-53, 0-11 x 0-44 = 6-64, 0-11 x 0-45 = 7-5, 0-11 x 0-46 = 7-16, 0-11 x 0-47 = 7-27, 0-11 x 0-48 = 7-38, 0-11 x 0-49 = 7-49, 0-11 x 0-50 = 7-60, 0-11 x 0-51 = 8-1, 0-11 x 0-52 = 8-12, 0-11 x 0-53 = 8-23, 0-11 x 0-54 = 8-34, 0-11 x 0-55 = 8-45, 0-11 x 0-56 = 8-56, 0-11 x 0-57 = 8-67, 0-11 x 0-58 = 9-8, 0-11 x 0-59 = 9-19, 0-11 x 0-60 = 9-30, 0-11 x 0-61 = 9-41, 0-11 x 0-62 = 9-52, 0-11 x 0-63 = 9-63, 0-11 x 0-64 = 10-4, 0-11 x 0-65 = 10-15, 0-11 x 0-66 = 10-26, 0-11 x 0-67 = 10-37, 0-11 x 0-68 = 10-48, 0-11 x 0-69 = 10-59, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 1-2, 0-12 x 0-7 = 1-14, 0-12 x 0-8 = 1-26, 0-12 x 0-9 = 1-38, 0-12 x 0-10 = 1-50, 0-12 x 0-11 = 1-62, 0-12 x 0-12 = 2-4, 0-12 x 0-13 = 2-16, 0-12 x 0-14 = 2-28, 0-12 x 0-15 = 2-40, 0-12 x 0-16 = 2-52, 0-12 x 0-17 = 2-64, 0-12 x 0-18 = 3-6, 0-12 x 0-19 = 3-18, 0-12 x 0-20 = 3-30, 0-12 x 0-21 = 3-42, 0-12 x 0-22 = 3-54, 0-12 x 0-23 = 3-66, 0-12 x 0-24 = 4-8, 0-12 x 0-25 = 4-20, 0-12 x 0-26 = 4-32, 0-12 x 0-27 = 4-44, 0-12 x 0-28 = 4-56, 0-12 x 0-29 = 4-68, 0-12 x 0-30 = 5-10, 0-12 x 0-31 = 5-22, 0-12 x 0-32 = 5-34, 0-12 x 0-33 = 5-46, 0-12 x 0-34 = 5-58, 0-12 x 0-35 = 6-0, 0-12 x 0-36 = 6-12, 0-12 x 0-37 = 6-24, 0-12 x 0-38 = 6-36, 0-12 x 0-39 = 6-48, 0-12 x 0-40 = 6-60, 0-12 x 0-41 = 7-2, 0-12 x 0-42 = 7-14, 0-12 x 0-43 = 7-26, 0-12 x 0-44 = 7-38, 0-12 x 0-45 = 7-50, 0-12 x 0-46 = 7-62, 0-12 x 0-47 = 8-4, 0-12 x 0-48 = 8-16, 0-12 x 0-49 = 8-28, 0-12 x 0-50 = 8-40, 0-12 x 0-51 = 8-52, 0-12 x 0-52 = 8-64, 0-12 x 0-53 = 9-6, 0-12 x 0-54 = 9-18, 0-12 x 0-55 = 9-30, 0-12 x 0-56 = 9-42, 0-12 x 0-57 = 9-54, 0-12 x 0-58 = 9-66, 0-12 x 0-59 = 10-8, 0-12 x 0-60 = 10-20, 0-12 x 0-61 = 10-32, 0-12 x 0-62 = 10-44, 0-12 x 0-63 = 10-56, 0-12 x 0-64 = 10-68, 0-12 x 0-65 = 11-10, 0-12 x 0-66 = 11-22, 0-12 x 0-67 = 11-34, 0-12 x 0-68 = 11-46, 0-12 x 0-69 = 11-58, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 0-65, 0-13 x 0-6 = 1-8, 0-13 x 0-7 = 1-21, 0-13 x 0-8 = 1-34, 0-13 x 0-9 = 1-47, 0-13 x 0-10 = 1-60, 0-13 x 0-11 = 2-3, 0-13 x 0-12 = 2-16, 0-13 x 0-13 = 2-29, 0-13 x 0-14 = 2-42, 0-13 x 0-15 = 2-55, 0-13 x 0-16 = 2-68, 0-13 x 0-17 = 3-11, 0-13 x 0-18 = 3-24, 0-13 x 0-19 = 3-37, 0-13 x 0-20 = 3-50, 0-13 x 0-21 = 3-63, 0-13 x 0-22 = 4-6, 0-13 x 0-23 = 4-19, 0-13 x 0-24 = 4-32, 0-13 x 0-25 = 4-45, 0-13 x 0-26 = 4-58, 0-13 x 0-27 = 5-1, 0-13 x 0-28 = 5-14, 0-13 x 0-29 = 5-27, 0-13 x 0-30 = 5-40, 0-13 x 0-31 = 5-53, 0-13 x 0-32 = 5-66, 0-13 x 0-33 = 6-9, 0-13 x 0-34 = 6-22, 0-13 x 0-35 = 6-35, 0-13 x 0-36 = 6-48, 0-13 x 0-37 = 6-61, 0-13 x 0-38 = 7-4, 0-13 x 0-39 = 7-17, 0-13 x 0-40 = 7-30, 0-13 x 0-41 = 7-43, 0-13 x 0-42 = 7-56, 0-13 x 0-43 = 7-69, 0-13 x 0-44 = 8-12, 0-13 x 0-45 = 8-25, 0-13 x 0-46 = 8-38, 0-13 x 0-47 = 8-51, 0-13 x 0-48 = 8-64, 0-13 x 0-49 = 9-7, 0-13 x 0-50 = 9-20, 0-13 x 0-51 = 9-33, 0-13 x 0-52 = 9-46, 0-13 x 0-53 = 9-59, 0-13 x 0-54 = 10-2, 0-13 x 0-55 = 10-15, 0-13 x 0-56 = 10-28, 0-13 x 0-57 = 10-41, 0-13 x 0-58 = 10-54, 0-13 x 0-59 = 10-67, 0-13 x 0-60 = 11-10, 0-13 x 0-61 = 11-23, 0-13 x 0-62 = 11-36, 0-13 x 0-63 = 11-49, 0-13 x 0-64 = 11-62, 0-13 x 0-65 = 12-5, 0-13 x 0-66 = 12-18, 0-13 x 0-67 = 12-31, 0-13 x 0-68 = 12-44, 0-13 x 0-69 = 12-57, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 1-0, 0-14 x 0-6 = 1-14, 0-14 x 0-7 = 1-28, 0-14 x 0-8 = 1-42, 0-14 x 0-9 = 1-56, 0-14 x 0-10 = 2-0, 0-14 x 0-11 = 2-14, 0-14 x 0-12 = 2-28, 0-14 x 0-13 = 2-42, 0-14 x 0-14 = 2-56, 0-14 x 0-15 = 3-0, 0-14 x 0-16 = 3-14, 0-14 x 0-17 = 3-28, 0-14 x 0-18 = 3-42, 0-14 x 0-19 = 3-56, 0-14 x 0-20 = 4-0, 0-14 x 0-21 = 4-14, 0-14 x 0-22 = 4-28, 0-14 x 0-23 = 4-42, 0-14 x 0-24 = 4-56, 0-14 x 0-25 = 5-0, 0-14 x 0-26 = 5-14, 0-14 x 0-27 = 5-28, 0-14 x 0-28 = 5-42, 0-14 x 0-29 = 5-56, 0-14 x 0-30 = 6-0, 0-14 x 0-31 = 6-14, 0-14 x 0-32 = 6-28, 0-14 x 0-33 = 6-42, 0-14 x 0-34 = 6-56, 0-14 x 0-35 = 7-0, 0-14 x 0-36 = 7-14, 0-14 x 0-37 = 7-28, 0-14 x 0-38 = 7-42, 0-14 x 0-39 = 7-56, 0-14 x 0-40 = 8-0, 0-14 x 0-41 = 8-14, 0-14 x 0-42 = 8-28, 0-14 x 0-43 = 8-42, 0-14 x 0-44 = 8-56, 0-14 x 0-45 = 9-0, 0-14 x 0-46 = 9-14, 0-14 x 0-47 = 9-28, 0-14 x 0-48 = 9-42, 0-14 x 0-49 = 9-56, 0-14 x 0-50 = 10-0, 0-14 x 0-51 = 10-14, 0-14 x 0-52 = 10-28, 0-14 x 0-53 = 10-42, 0-14 x 0-54 = 10-56, 0-14 x 0-55 = 11-0, 0-14 x 0-56 = 11-14, 0-14 x 0-57 = 11-28, 0-14 x 0-58 = 11-42, 0-14 x 0-59 = 11-56, 0-14 x 0-60 = 12-0, 0-14 x 0-61 = 12-14, 0-14 x 0-62 = 12-28, 0-14 x 0-63 = 12-42, 0-14 x 0-64 = 12-56, 0-14 x 0-65 = 13-0, 0-14 x 0-66 = 13-14, 0-14 x 0-67 = 13-28, 0-14 x 0-68 = 13-42, 0-14 x 0-69 = 13-56, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 1-5, 0-15 x 0-6 = 1-20, 0-15 x 0-7 = 1-35, 0-15 x 0-8 = 1-50, 0-15 x 0-9 = 1-65, 0-15 x 0-10 = 2-10, 0-15 x 0-11 = 2-25, 0-15 x 0-12 = 2-40, 0-15 x 0-13 = 2-55, 0-15 x 0-14 = 3-0, 0-15 x 0-15 = 3-15, 0-15 x 0-16 = 3-30, 0-15 x 0-17 = 3-45, 0-15 x 0-18 = 3-60, 0-15 x 0-19 = 4-5, 0-15 x 0-20 = 4-20, 0-15 x 0-21 = 4-35, 0-15 x 0-22 = 4-50, 0-15 x 0-23 = 4-65, 0-15 x 0-24 = 5-10, 0-15 x 0-25 = 5-25, 0-15 x 0-26 = 5-40, 0-15 x 0-27 = 5-55, 0-15 x 0-28 = 6-0, 0-15 x 0-29 = 6-15, 0-15 x 0-30 = 6-30, 0-15 x 0-31 = 6-45, 0-15 x 0-32 = 6-60, 0-15 x 0-33 = 7-5, 0-15 x 0-34 = 7-20, 0-15 x 0-35 = 7-35, 0-15 x 0-36 = 7-50, 0-15 x 0-37 = 7-65, 0-15 x 0-38 = 8-10, 0-15 x 0-39 = 8-25, 0-15 x 0-40 = 8-40, 0-15 x 0-41 = 8-55, 0-15 x 0-42 = 9-0, 0-15 x 0-43 = 9-15, 0-15 x 0-44 = 9-30, 0-15 x 0-45 = 9-45, 0-15 x 0-46 = 9-60, 0-15 x 0-47 = 10-5, 0-15 x 0-48 = 10-20, 0-15 x 0-49 = 10-35, 0-15 x 0-50 = 10-50, 0-15 x 0-51 = 10-65, 0-15 x 0-52 = 11-10, 0-15 x 0-53 = 11-25, 0-15 x 0-54 = 11-40, 0-15 x 0-55 = 11-55, 0-15 x 0-56 = 12-0, 0-15 x 0-57 = 12-15, 0-15 x 0-58 = 12-30, 0-15 x 0-59 = 12-45, 0-15 x 0-60 = 12-60, 0-15 x 0-61 = 13-5, 0-15 x 0-62 = 13-20, 0-15 x 0-63 = 13-35, 0-15 x 0-64 = 13-50, 0-15 x 0-65 = 13-65, 0-15 x 0-66 = 14-10, 0-15 x 0-67 = 14-25, 0-15 x 0-68 = 14-40, 0-15 x 0-69 = 14-55, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 0-64, 0-16 x 0-5 = 1-10, 0-16 x 0-6 = 1-26, 0-16 x 0-7 = 1-42, 0-16 x 0-8 = 1-58, 0-16 x 0-9 = 2-4, 0-16 x 0-10 = 2-20, 0-16 x 0-11 = 2-36, 0-16 x 0-12 = 2-52, 0-16 x 0-13 = 2-68, 0-16 x 0-14 = 3-14, 0-16 x 0-15 = 3-30, 0-16 x 0-16 = 3-46, 0-16 x 0-17 = 3-62, 0-16 x 0-18 = 4-8, 0-16 x 0-19 = 4-24, 0-16 x 0-20 = 4-40, 0-16 x 0-21 = 4-56, 0-16 x 0-22 = 5-2, 0-16 x 0-23 = 5-18, 0-16 x 0-24 = 5-34, 0-16 x 0-25 = 5-50, 0-16 x 0-26 = 5-66, 0-16 x 0-27 = 6-12, 0-16 x 0-28 = 6-28, 0-16 x 0-29 = 6-44, 0-16 x 0-30 = 6-60, 0-16 x 0-31 = 7-6, 0-16 x 0-32 = 7-22, 0-16 x 0-33 = 7-38, 0-16 x 0-34 = 7-54, 0-16 x 0-35 = 8-0, 0-16 x 0-36 = 8-16, 0-16 x 0-37 = 8-32, 0-16 x 0-38 = 8-48, 0-16 x 0-39 = 8-64, 0-16 x 0-40 = 9-10, 0-16 x 0-41 = 9-26, 0-16 x 0-42 = 9-42, 0-16 x 0-43 = 9-58, 0-16 x 0-44 = 10-4, 0-16 x 0-45 = 10-20, 0-16 x 0-46 = 10-36, 0-16 x 0-47 = 10-52, 0-16 x 0-48 = 10-68, 0-16 x 0-49 = 11-14, 0-16 x 0-50 = 11-30, 0-16 x 0-51 = 11-46, 0-16 x 0-52 = 11-62, 0-16 x 0-53 = 12-8, 0-16 x 0-54 = 12-24, 0-16 x 0-55 = 12-40, 0-16 x 0-56 = 12-56, 0-16 x 0-57 = 13-2, 0-16 x 0-58 = 13-18, 0-16 x 0-59 = 13-34, 0-16 x 0-60 = 13-50, 0-16 x 0-61 = 13-66, 0-16 x 0-62 = 14-12, 0-16 x 0-63 = 14-28, 0-16 x 0-64 = 14-44, 0-16 x 0-65 = 14-60, 0-16 x 0-66 = 15-6, 0-16 x 0-67 = 15-22, 0-16 x 0-68 = 15-38, 0-16 x 0-69 = 15-54, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 0-68, 0-17 x 0-5 = 1-15, 0-17 x 0-6 = 1-32, 0-17 x 0-7 = 1-49, 0-17 x 0-8 = 1-66, 0-17 x 0-9 = 2-13, 0-17 x 0-10 = 2-30, 0-17 x 0-11 = 2-47, 0-17 x 0-12 = 2-64, 0-17 x 0-13 = 3-11, 0-17 x 0-14 = 3-28, 0-17 x 0-15 = 3-45, 0-17 x 0-16 = 3-62, 0-17 x 0-17 = 4-9, 0-17 x 0-18 = 4-26, 0-17 x 0-19 = 4-43, 0-17 x 0-20 = 4-60, 0-17 x 0-21 = 5-7, 0-17 x 0-22 = 5-24, 0-17 x 0-23 = 5-41, 0-17 x 0-24 = 5-58, 0-17 x 0-25 = 6-5, 0-17 x 0-26 = 6-22, 0-17 x 0-27 = 6-39, 0-17 x 0-28 = 6-56, 0-17 x 0-29 = 7-3, 0-17 x 0-30 = 7-20, 0-17 x 0-31 = 7-37, 0-17 x 0-32 = 7-54, 0-17 x 0-33 = 8-1, 0-17 x 0-34 = 8-18, 0-17 x 0-35 = 8-35, 0-17 x 0-36 = 8-52, 0-17 x 0-37 = 8-69, 0-17 x 0-38 = 9-16, 0-17 x 0-39 = 9-33, 0-17 x 0-40 = 9-50, 0-17 x 0-41 = 9-67, 0-17 x 0-42 = 10-14, 0-17 x 0-43 = 10-31, 0-17 x 0-44 = 10-48, 0-17 x 0-45 = 10-65, 0-17 x 0-46 = 11-12, 0-17 x 0-47 = 11-29, 0-17 x 0-48 = 11-46, 0-17 x 0-49 = 11-63, 0-17 x 0-50 = 12-10, 0-17 x 0-51 = 12-27, 0-17 x 0-52 = 12-44, 0-17 x 0-53 = 12-61, 0-17 x 0-54 = 13-8, 0-17 x 0-55 = 13-25, 0-17 x 0-56 = 13-42, 0-17 x 0-57 = 13-59, 0-17 x 0-58 = 14-6, 0-17 x 0-59 = 14-23, 0-17 x 0-60 = 14-40, 0-17 x 0-61 = 14-57, 0-17 x 0-62 = 15-4, 0-17 x 0-63 = 15-21, 0-17 x 0-64 = 15-38, 0-17 x 0-65 = 15-55, 0-17 x 0-66 = 16-2, 0-17 x 0-67 = 16-19, 0-17 x 0-68 = 16-36, 0-17 x 0-69 = 16-53, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 1-2, 0-18 x 0-5 = 1-20, 0-18 x 0-6 = 1-38, 0-18 x 0-7 = 1-56, 0-18 x 0-8 = 2-4, 0-18 x 0-9 = 2-22, 0-18 x 0-10 = 2-40, 0-18 x 0-11 = 2-58, 0-18 x 0-12 = 3-6, 0-18 x 0-13 = 3-24, 0-18 x 0-14 = 3-42, 0-18 x 0-15 = 3-60, 0-18 x 0-16 = 4-8, 0-18 x 0-17 = 4-26, 0-18 x 0-18 = 4-44, 0-18 x 0-19 = 4-62, 0-18 x 0-20 = 5-10, 0-18 x 0-21 = 5-28, 0-18 x 0-22 = 5-46, 0-18 x 0-23 = 5-64, 0-18 x 0-24 = 6-12, 0-18 x 0-25 = 6-30, 0-18 x 0-26 = 6-48, 0-18 x 0-27 = 6-66, 0-18 x 0-28 = 7-14, 0-18 x 0-29 = 7-32, 0-18 x 0-30 = 7-50, 0-18 x 0-31 = 7-68, 0-18 x 0-32 = 8-16, 0-18 x 0-33 = 8-34, 0-18 x 0-34 = 8-52, 0-18 x 0-35 = 9-0, 0-18 x 0-36 = 9-18, 0-18 x 0-37 = 9-36, 0-18 x 0-38 = 9-54, 0-18 x 0-39 = 10-2, 0-18 x 0-40 = 10-20, 0-18 x 0-41 = 10-38, 0-18 x 0-42 = 10-56, 0-18 x 0-43 = 11-4, 0-18 x 0-44 = 11-22, 0-18 x 0-45 = 11-40, 0-18 x 0-46 = 11-58, 0-18 x 0-47 = 12-6, 0-18 x 0-48 = 12-24, 0-18 x 0-49 = 12-42, 0-18 x 0-50 = 12-60, 0-18 x 0-51 = 13-8, 0-18 x 0-52 = 13-26, 0-18 x 0-53 = 13-44, 0-18 x 0-54 = 13-62, 0-18 x 0-55 = 14-10, 0-18 x 0-56 = 14-28, 0-18 x 0-57 = 14-46, 0-18 x 0-58 = 14-64, 0-18 x 0-59 = 15-12, 0-18 x 0-60 = 15-30, 0-18 x 0-61 = 15-48, 0-18 x 0-62 = 15-66, 0-18 x 0-63 = 16-14, 0-18 x 0-64 = 16-32, 0-18 x 0-65 = 16-50, 0-18 x 0-66 = 16-68, 0-18 x 0-67 = 17-16, 0-18 x 0-68 = 17-34, 0-18 x 0-69 = 17-52, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 1-6, 0-19 x 0-5 = 1-25, 0-19 x 0-6 = 1-44, 0-19 x 0-7 = 1-63, 0-19 x 0-8 = 2-12, 0-19 x 0-9 = 2-31, 0-19 x 0-10 = 2-50, 0-19 x 0-11 = 2-69, 0-19 x 0-12 = 3-18, 0-19 x 0-13 = 3-37, 0-19 x 0-14 = 3-56, 0-19 x 0-15 = 4-5, 0-19 x 0-16 = 4-24, 0-19 x 0-17 = 4-43, 0-19 x 0-18 = 4-62, 0-19 x 0-19 = 5-11, 0-19 x 0-20 = 5-30, 0-19 x 0-21 = 5-49, 0-19 x 0-22 = 5-68, 0-19 x 0-23 = 6-17, 0-19 x 0-24 = 6-36, 0-19 x 0-25 = 6-55, 0-19 x 0-26 = 7-4, 0-19 x 0-27 = 7-23, 0-19 x 0-28 = 7-42, 0-19 x 0-29 = 7-61, 0-19 x 0-30 = 8-10, 0-19 x 0-31 = 8-29, 0-19 x 0-32 = 8-48, 0-19 x 0-33 = 8-67, 0-19 x 0-34 = 9-16, 0-19 x 0-35 = 9-35, 0-19 x 0-36 = 9-54, 0-19 x 0-37 = 10-3, 0-19 x 0-38 = 10-22, 0-19 x 0-39 = 10-41, 0-19 x 0-40 = 10-60, 0-19 x 0-41 = 11-9, 0-19 x 0-42 = 11-28, 0-19 x 0-43 = 11-47, 0-19 x 0-44 = 11-66, 0-19 x 0-45 = 12-15, 0-19 x 0-46 = 12-34, 0-19 x 0-47 = 12-53, 0-19 x 0-48 = 13-2, 0-19 x 0-49 = 13-21, 0-19 x 0-50 = 13-40, 0-19 x 0-51 = 13-59, 0-19 x 0-52 = 14-8, 0-19 x 0-53 = 14-27, 0-19 x 0-54 = 14-46, 0-19 x 0-55 = 14-65, 0-19 x 0-56 = 15-14, 0-19 x 0-57 = 15-33, 0-19 x 0-58 = 15-52, 0-19 x 0-59 = 16-1, 0-19 x 0-60 = 16-20, 0-19 x 0-61 = 16-39, 0-19 x 0-62 = 16-58, 0-19 x 0-63 = 17-7, 0-19 x 0-64 = 17-26, 0-19 x 0-65 = 17-45, 0-19 x 0-66 = 17-64, 0-19 x 0-67 = 18-13, 0-19 x 0-68 = 18-32, 0-19 x 0-69 = 18-51, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 1-10, 0-20 x 0-5 = 1-30, 0-20 x 0-6 = 1-50, 0-20 x 0-7 = 2-0, 0-20 x 0-8 = 2-20, 0-20 x 0-9 = 2-40, 0-20 x 0-10 = 2-60, 0-20 x 0-11 = 3-10, 0-20 x 0-12 = 3-30, 0-20 x 0-13 = 3-50, 0-20 x 0-14 = 4-0, 0-20 x 0-15 = 4-20, 0-20 x 0-16 = 4-40, 0-20 x 0-17 = 4-60, 0-20 x 0-18 = 5-10, 0-20 x 0-19 = 5-30, 0-20 x 0-20 = 5-50, 0-20 x 0-21 = 6-0, 0-20 x 0-22 = 6-20, 0-20 x 0-23 = 6-40, 0-20 x 0-24 = 6-60, 0-20 x 0-25 = 7-10, 0-20 x 0-26 = 7-30, 0-20 x 0-27 = 7-50, 0-20 x 0-28 = 8-0, 0-20 x 0-29 = 8-20, 0-20 x 0-30 = 8-40, 0-20 x 0-31 = 8-60, 0-20 x 0-32 = 9-10, 0-20 x 0-33 = 9-30, 0-20 x 0-34 = 9-50, 0-20 x 0-35 = 10-0, 0-20 x 0-36 = 10-20, 0-20 x 0-37 = 10-40, 0-20 x 0-38 = 10-60, 0-20 x 0-39 = 11-10, 0-20 x 0-40 = 11-30, 0-20 x 0-41 = 11-50, 0-20 x 0-42 = 12-0, 0-20 x 0-43 = 12-20, 0-20 x 0-44 = 12-40, 0-20 x 0-45 = 12-60, 0-20 x 0-46 = 13-10, 0-20 x 0-47 = 13-30, 0-20 x 0-48 = 13-50, 0-20 x 0-49 = 14-0, 0-20 x 0-50 = 14-20, 0-20 x 0-51 = 14-40, 0-20 x 0-52 = 14-60, 0-20 x 0-53 = 15-10, 0-20 x 0-54 = 15-30, 0-20 x 0-55 = 15-50, 0-20 x 0-56 = 16-0, 0-20 x 0-57 = 16-20, 0-20 x 0-58 = 16-40, 0-20 x 0-59 = 16-60, 0-20 x 0-60 = 17-10, 0-20 x 0-61 = 17-30, 0-20 x 0-62 = 17-50, 0-20 x 0-63 = 18-0, 0-20 x 0-64 = 18-20, 0-20 x 0-65 = 18-40, 0-20 x 0-66 = 18-60, 0-20 x 0-67 = 19-10, 0-20 x 0-68 = 19-30, 0-20 x 0-69 = 19-50, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 0-63, 0-21 x 0-4 = 1-14, 0-21 x 0-5 = 1-35, 0-21 x 0-6 = 1-56, 0-21 x 0-7 = 2-7, 0-21 x 0-8 = 2-28, 0-21 x 0-9 = 2-49, 0-21 x 0-10 = 3-0, 0-21 x 0-11 = 3-21, 0-21 x 0-12 = 3-42, 0-21 x 0-13 = 3-63, 0-21 x 0-14 = 4-14, 0-21 x 0-15 = 4-35, 0-21 x 0-16 = 4-56, 0-21 x 0-17 = 5-7, 0-21 x 0-18 = 5-28, 0-21 x 0-19 = 5-49, 0-21 x 0-20 = 6-0, 0-21 x 0-21 = 6-21, 0-21 x 0-22 = 6-42, 0-21 x 0-23 = 6-63, 0-21 x 0-24 = 7-14, 0-21 x 0-25 = 7-35, 0-21 x 0-26 = 7-56, 0-21 x 0-27 = 8-7, 0-21 x 0-28 = 8-28, 0-21 x 0-29 = 8-49, 0-21 x 0-30 = 9-0, 0-21 x 0-31 = 9-21, 0-21 x 0-32 = 9-42, 0-21 x 0-33 = 9-63, 0-21 x 0-34 = 10-14, 0-21 x 0-35 = 10-35, 0-21 x 0-36 = 10-56, 0-21 x 0-37 = 11-7, 0-21 x 0-38 = 11-28, 0-21 x 0-39 = 11-49, 0-21 x 0-40 = 12-0, 0-21 x 0-41 = 12-21, 0-21 x 0-42 = 12-42, 0-21 x 0-43 = 12-63, 0-21 x 0-44 = 13-14, 0-21 x 0-45 = 13-35, 0-21 x 0-46 = 13-56, 0-21 x 0-47 = 14-7, 0-21 x 0-48 = 14-28, 0-21 x 0-49 = 14-49, 0-21 x 0-50 = 15-0, 0-21 x 0-51 = 15-21, 0-21 x 0-52 = 15-42, 0-21 x 0-53 = 15-63, 0-21 x 0-54 = 16-14, 0-21 x 0-55 = 16-35, 0-21 x 0-56 = 16-56, 0-21 x 0-57 = 17-7, 0-21 x 0-58 = 17-28, 0-21 x 0-59 = 17-49, 0-21 x 0-60 = 18-0, 0-21 x 0-61 = 18-21, 0-21 x 0-62 = 18-42, 0-21 x 0-63 = 18-63, 0-21 x 0-64 = 19-14, 0-21 x 0-65 = 19-35, 0-21 x 0-66 = 19-56, 0-21 x 0-67 = 20-7, 0-21 x 0-68 = 20-28, 0-21 x 0-69 = 20-49, 
