0-21 x 0-1 = 0-21, 0-21 x 0-2 = 1-10, 0-21 x 0-3 = 1-31, 0-21 x 0-4 = 2-20, 0-21 x 0-5 = 3-9, 0-21 x 0-6 = 3-30, 0-21 x 0-7 = 4-19, 0-21 x 0-8 = 5-8, 0-21 x 0-9 = 5-29, 0-21 x 0-10 = 6-18, 0-21 x 0-11 = 7-7, 0-21 x 0-12 = 7-28, 0-21 x 0-13 = 8-17, 0-21 x 0-14 = 9-6, 0-21 x 0-15 = 9-27, 0-21 x 0-16 = 10-16, 0-21 x 0-17 = 11-5, 0-21 x 0-18 = 11-26, 0-21 x 0-19 = 12-15, 0-21 x 0-20 = 13-4, 0-21 x 0-21 = 13-25, 0-21 x 0-22 = 14-14, 0-21 x 0-23 = 15-3, 0-21 x 0-24 = 15-24, 0-21 x 0-25 = 16-13, 0-21 x 0-26 = 17-2, 0-21 x 0-27 = 17-23, 0-21 x 0-28 = 18-12, 0-21 x 0-29 = 19-1, 0-21 x 0-30 = 19-22, 0-21 x 0-31 = 20-11, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 1-12, 0-22 x 0-3 = 2-2, 0-22 x 0-4 = 2-24, 0-22 x 0-5 = 3-14, 0-22 x 0-6 = 4-4, 0-22 x 0-7 = 4-26, 0-22 x 0-8 = 5-16, 0-22 x 0-9 = 6-6, 0-22 x 0-10 = 6-28, 0-22 x 0-11 = 7-18, 0-22 x 0-12 = 8-8, 0-22 x 0-13 = 8-30, 0-22 x 0-14 = 9-20, 0-22 x 0-15 = 10-10, 0-22 x 0-16 = 11-0, 0-22 x 0-17 = 11-22, 0-22 x 0-18 = 12-12, 0-22 x 0-19 = 13-2, 0-22 x 0-20 = 13-24, 0-22 x 0-21 = 14-14, 0-22 x 0-22 = 15-4, 0-22 x 0-23 = 15-26, 0-22 x 0-24 = 16-16, 0-22 x 0-25 = 17-6, 0-22 x 0-26 = 17-28, 0-22 x 0-27 = 18-18, 0-22 x 0-28 = 19-8, 0-22 x 0-29 = 19-30, 0-22 x 0-30 = 20-20, 0-22 x 0-31 = 21-10, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 1-14, 0-23 x 0-3 = 2-5, 0-23 x 0-4 = 2-28, 0-23 x 0-5 = 3-19, 0-23 x 0-6 = 4-10, 0-23 x 0-7 = 5-1, 0-23 x 0-8 = 5-24, 0-23 x 0-9 = 6-15, 0-23 x 0-10 = 7-6, 0-23 x 0-11 = 7-29, 0-23 x 0-12 = 8-20, 0-23 x 0-13 = 9-11, 0-23 x 0-14 = 10-2, 0-23 x 0-15 = 10-25, 0-23 x 0-16 = 11-16, 0-23 x 0-17 = 12-7, 0-23 x 0-18 = 12-30, 0-23 x 0-19 = 13-21, 0-23 x 0-20 = 14-12, 0-23 x 0-21 = 15-3, 0-23 x 0-22 = 15-26, 0-23 x 0-23 = 16-17, 0-23 x 0-24 = 17-8, 0-23 x 0-25 = 17-31, 0-23 x 0-26 = 18-22, 0-23 x 0-27 = 19-13, 0-23 x 0-28 = 20-4, 0-23 x 0-29 = 20-27, 0-23 x 0-30 = 21-18, 0-23 x 0-31 = 22-9, 
0-24 x 0-1 = 0-24, 0-24 x 0-2 = 1-16, 0-24 x 0-3 = 2-8, 0-24 x 0-4 = 3-0, 0-24 x 0-5 = 3-24, 0-24 x 0-6 = 4-16, 0-24 x 0-7 = 5-8, 0-24 x 0-8 = 6-0, 0-24 x 0-9 = 6-24, 0-24 x 0-10 = 7-16, 0-24 x 0-11 = 8-8, 0-24 x 0-12 = 9-0, 0-24 x 0-13 = 9-24, 0-24 x 0-14 = 10-16, 0-24 x 0-15 = 11-8, 0-24 x 0-16 = 12-0, 0-24 x 0-17 = 12-24, 0-24 x 0-18 = 13-16, 0-24 x 0-19 = 14-8, 0-24 x 0-20 = 15-0, 0-24 x 0-21 = 15-24, 0-24 x 0-22 = 16-16, 0-24 x 0-23 = 17-8, 0-24 x 0-24 = 18-0, 0-24 x 0-25 = 18-24, 0-24 x 0-26 = 19-16, 0-24 x 0-27 = 20-8, 0-24 x 0-28 = 21-0, 0-24 x 0-29 = 21-24, 0-24 x 0-30 = 22-16, 0-24 x 0-31 = 23-8, 
0-25 x 0-1 = 0-25, 0-25 x 0-2 = 1-18, 0-25 x 0-3 = 2-11, 0-25 x 0-4 = 3-4, 0-25 x 0-5 = 3-29, 0-25 x 0-6 = 4-22, 0-25 x 0-7 = 5-15, 0-25 x 0-8 = 6-8, 0-25 x 0-9 = 7-1, 0-25 x 0-10 = 7-26, 0-25 x 0-11 = 8-19, 0-25 x 0-12 = 9-12, 0-25 x 0-13 = 10-5, 0-25 x 0-14 = 10-30, 0-25 x 0-15 = 11-23, 0-25 x 0-16 = 12-16, 0-25 x 0-17 = 13-9, 0-25 x 0-18 = 14-2, 0-25 x 0-19 = 14-27, 0-25 x 0-20 = 15-20, 0-25 x 0-21 = 16-13, 0-25 x 0-22 = 17-6, 0-25 x 0-23 = 17-31, 0-25 x 0-24 = 18-24, 0-25 x 0-25 = 19-17, 0-25 x 0-26 = 20-10, 0-25 x 0-27 = 21-3, 0-25 x 0-28 = 21-28, 0-25 x 0-29 = 22-21, 0-25 x 0-30 = 23-14, 0-25 x 0-31 = 24-7, 
0-26 x 0-1 = 0-26, 0-26 x 0-2 = 1-20, 0-26 x 0-3 = 2-14, 0-26 x 0-4 = 3-8, 0-26 x 0-5 = 4-2, 0-26 x 0-6 = 4-28, 0-26 x 0-7 = 5-22, 0-26 x 0-8 = 6-16, 0-26 x 0-9 = 7-10, 0-26 x 0-10 = 8-4, 0-26 x 0-11 = 8-30, 0-26 x 0-12 = 9-24, 0-26 x 0-13 = 10-18, 0-26 x 0-14 = 11-12, 0-26 x 0-15 = 12-6, 0-26 x 0-16 = 13-0, 0-26 x 0-17 = 13-26, 0-26 x 0-18 = 14-20, 0-26 x 0-19 = 15-14, 0-26 x 0-20 = 16-8, 0-26 x 0-21 = 17-2, 0-26 x 0-22 = 17-28, 0-26 x 0-23 = 18-22, 0-26 x 0-24 = 19-16, 0-26 x 0-25 = 20-10, 0-26 x 0-26 = 21-4, 0-26 x 0-27 = 21-30, 0-26 x 0-28 = 22-24, 0-26 x 0-29 = 23-18, 0-26 x 0-30 = 24-12, 0-26 x 0-31 = 25-6, 
0-27 x 0-1 = 0-27, 0-27 x 0-2 = 1-22, 0-27 x 0-3 = 2-17, 0-27 x 0-4 = 3-12, 0-27 x 0-5 = 4-7, 0-27 x 0-6 = 5-2, 0-27 x 0-7 = 5-29, 0-27 x 0-8 = 6-24, 0-27 x 0-9 = 7-19, 0-27 x 0-10 = 8-14, 0-27 x 0-11 = 9-9, 0-27 x 0-12 = 10-4, 0-27 x 0-13 = 10-31, 0-27 x 0-14 = 11-26, 0-27 x 0-15 = 12-21, 0-27 x 0-16 = 13-16, 0-27 x 0-17 = 14-11, 0-27 x 0-18 = 15-6, 0-27 x 0-19 = 16-1, 0-27 x 0-20 = 16-28, 0-27 x 0-21 = 17-23, 0-27 x 0-22 = 18-18, 0-27 x 0-23 = 19-13, 0-27 x 0-24 = 20-8, 0-27 x 0-25 = 21-3, 0-27 x 0-26 = 21-30, 0-27 x 0-27 = 22-25, 0-27 x 0-28 = 23-20, 0-27 x 0-29 = 24-15, 0-27 x 0-30 = 25-10, 0-27 x 0-31 = 26-5, 
0-28 x 0-1 = 0-28, 0-28 x 0-2 = 1-24, 0-28 x 0-3 = 2-20, 0-28 x 0-4 = 3-16, 0-28 x 0-5 = 4-12, 0-28 x 0-6 = 5-8, 0-28 x 0-7 = 6-4, 0-28 x 0-8 = 7-0, 0-28 x 0-9 = 7-28, 0-28 x 0-10 = 8-24, 0-28 x 0-11 = 9-20, 0-28 x 0-12 = 10-16, 0-28 x 0-13 = 11-12, 0-28 x 0-14 = 12-8, 0-28 x 0-15 = 13-4, 0-28 x 0-16 = 14-0, 0-28 x 0-17 = 14-28, 0-28 x 0-18 = 15-24, 0-28 x 0-19 = 16-20, 0-28 x 0-20 = 17-16, 0-28 x 0-21 = 18-12, 0-28 x 0-22 = 19-8, 0-28 x 0-23 = 20-4, 0-28 x 0-24 = 21-0, 0-28 x 0-25 = 21-28, 0-28 x 0-26 = 22-24, 0-28 x 0-27 = 23-20, 0-28 x 0-28 = 24-16, 0-28 x 0-29 = 25-12, 0-28 x 0-30 = 26-8, 0-28 x 0-31 = 27-4, 
0-29 x 0-1 = 0-29, 0-29 x 0-2 = 1-26, 0-29 x 0-3 = 2-23, 0-29 x 0-4 = 3-20, 0-29 x 0-5 = 4-17, 0-29 x 0-6 = 5-14, 0-29 x 0-7 = 6-11, 0-29 x 0-8 = 7-8, 0-29 x 0-9 = 8-5, 0-29 x 0-10 = 9-2, 0-29 x 0-11 = 9-31, 0-29 x 0-12 = 10-28, 0-29 x 0-13 = 11-25, 0-29 x 0-14 = 12-22, 0-29 x 0-15 = 13-19, 0-29 x 0-16 = 14-16, 0-29 x 0-17 = 15-13, 0-29 x 0-18 = 16-10, 0-29 x 0-19 = 17-7, 0-29 x 0-20 = 18-4, 0-29 x 0-21 = 19-1, 0-29 x 0-22 = 19-30, 0-29 x 0-23 = 20-27, 0-29 x 0-24 = 21-24, 0-29 x 0-25 = 22-21, 0-29 x 0-26 = 23-18, 0-29 x 0-27 = 24-15, 0-29 x 0-28 = 25-12, 0-29 x 0-29 = 26-9, 0-29 x 0-30 = 27-6, 0-29 x 0-31 = 28-3, 
0-30 x 0-1 = 0-30, 0-30 x 0-2 = 1-28, 0-30 x 0-3 = 2-26, 0-30 x 0-4 = 3-24, 0-30 x 0-5 = 4-22, 0-30 x 0-6 = 5-20, 0-30 x 0-7 = 6-18, 0-30 x 0-8 = 7-16, 0-30 x 0-9 = 8-14, 0-30 x 0-10 = 9-12, 0-30 x 0-11 = 10-10, 0-30 x 0-12 = 11-8, 0-30 x 0-13 = 12-6, 0-30 x 0-14 = 13-4, 0-30 x 0-15 = 14-2, 0-30 x 0-16 = 15-0, 0-30 x 0-17 = 15-30, 0-30 x 0-18 = 16-28, 0-30 x 0-19 = 17-26, 0-30 x 0-20 = 18-24, 0-30 x 0-21 = 19-22, 0-30 x 0-22 = 20-20, 0-30 x 0-23 = 21-18, 0-30 x 0-24 = 22-16, 0-30 x 0-25 = 23-14, 0-30 x 0-26 = 24-12, 0-30 x 0-27 = 25-10, 0-30 x 0-28 = 26-8, 0-30 x 0-29 = 27-6, 0-30 x 0-30 = 28-4, 0-30 x 0-31 = 29-2, 
0-31 x 0-1 = 0-31, 0-31 x 0-2 = 1-30, 0-31 x 0-3 = 2-29, 0-31 x 0-4 = 3-28, 0-31 x 0-5 = 4-27, 0-31 x 0-6 = 5-26, 0-31 x 0-7 = 6-25, 0-31 x 0-8 = 7-24, 0-31 x 0-9 = 8-23, 0-31 x 0-10 = 9-22, 0-31 x 0-11 = 10-21, 0-31 x 0-12 = 11-20, 0-31 x 0-13 = 12-19, 0-31 x 0-14 = 13-18, 0-31 x 0-15 = 14-17, 0-31 x 0-16 = 15-16, 0-31 x 0-17 = 16-15, 0-31 x 0-18 = 17-14, 0-31 x 0-19 = 18-13, 0-31 x 0-20 = 19-12, 0-31 x 0-21 = 20-11, 0-31 x 0-22 = 21-10, 0-31 x 0-23 = 22-9, 0-31 x 0-24 = 23-8, 0-31 x 0-25 = 24-7, 0-31 x 0-26 = 25-6, 0-31 x 0-27 = 26-5, 0-31 x 0-28 = 27-4, 0-31 x 0-29 = 28-3, 0-31 x 0-30 = 29-2, 0-31 x 0-31 = 30-1, 
