0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 1-5, 0-11 x 0-7 = 1-16, 0-11 x 0-8 = 1-27, 0-11 x 0-9 = 1-38, 0-11 x 0-10 = 1-49, 0-11 x 0-11 = 1-60, 0-11 x 0-12 = 2-10, 0-11 x 0-13 = 2-21, 0-11 x 0-14 = 2-32, 0-11 x 0-15 = 2-43, 0-11 x 0-16 = 2-54, 0-11 x 0-17 = 3-4, 0-11 x 0-18 = 3-15, 0-11 x 0-19 = 3-26, 0-11 x 0-20 = 3-37, 0-11 x 0-21 = 3-48, 0-11 x 0-22 = 3-59, 0-11 x 0-23 = 4-9, 0-11 x 0-24 = 4-20, 0-11 x 0-25 = 4-31, 0-11 x 0-26 = 4-42, 0-11 x 0-27 = 4-53, 0-11 x 0-28 = 5-3, 0-11 x 0-29 = 5-14, 0-11 x 0-30 = 5-25, 0-11 x 0-31 = 5-36, 0-11 x 0-32 = 5-47, 0-11 x 0-33 = 5-58, 0-11 x 0-34 = 6-8, 0-11 x 0-35 = 6-19, 0-11 x 0-36 = 6-30, 0-11 x 0-37 = 6-41, 0-11 x 0-38 = 6-52, 0-11 x 0-39 = 7-2, 0-11 x 0-40 = 7-13, 0-11 x 0-41 = 7-24, 0-11 x 0-42 = 7-35, 0-11 x 0-43 = 7-46, 0-11 x 0-44 = 7-57, 0-11 x 0-45 = 8-7, 0-11 x 0-46 = 8-18, 0-11 x 0-47 = 8-29, 0-11 x 0-48 = 8-40, 0-11 x 0-49 = 8-51, 0-11 x 0-50 = 9-1, 0-11 x 0-51 = 9-12, 0-11 x 0-52 = 9-23, 0-11 x 0-53 = 9-34, 0-11 x 0-54 = 9-45, 0-11 x 0-55 = 9-56, 0-11 x 0-56 = 10-6, 0-11 x 0-57 = 10-17, 0-11 x 0-58 = 10-28, 0-11 x 0-59 = 10-39, 0-11 x 0-60 = 10-50, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 1-11, 0-12 x 0-7 = 1-23, 0-12 x 0-8 = 1-35, 0-12 x 0-9 = 1-47, 0-12 x 0-10 = 1-59, 0-12 x 0-11 = 2-10, 0-12 x 0-12 = 2-22, 0-12 x 0-13 = 2-34, 0-12 x 0-14 = 2-46, 0-12 x 0-15 = 2-58, 0-12 x 0-16 = 3-9, 0-12 x 0-17 = 3-21, 0-12 x 0-18 = 3-33, 0-12 x 0-19 = 3-45, 0-12 x 0-20 = 3-57, 0-12 x 0-21 = 4-8, 0-12 x 0-22 = 4-20, 0-12 x 0-23 = 4-32, 0-12 x 0-24 = 4-44, 0-12 x 0-25 = 4-56, 0-12 x 0-26 = 5-7, 0-12 x 0-27 = 5-19, 0-12 x 0-28 = 5-31, 0-12 x 0-29 = 5-43, 0-12 x 0-30 = 5-55, 0-12 x 0-31 = 6-6, 0-12 x 0-32 = 6-18, 0-12 x 0-33 = 6-30, 0-12 x 0-34 = 6-42, 0-12 x 0-35 = 6-54, 0-12 x 0-36 = 7-5, 0-12 x 0-37 = 7-17, 0-12 x 0-38 = 7-29, 0-12 x 0-39 = 7-41, 0-12 x 0-40 = 7-53, 0-12 x 0-41 = 8-4, 0-12 x 0-42 = 8-16, 0-12 x 0-43 = 8-28, 0-12 x 0-44 = 8-40, 0-12 x 0-45 = 8-52, 0-12 x 0-46 = 9-3, 0-12 x 0-47 = 9-15, 0-12 x 0-48 = 9-27, 0-12 x 0-49 = 9-39, 0-12 x 0-50 = 9-51, 0-12 x 0-51 = 10-2, 0-12 x 0-52 = 10-14, 0-12 x 0-53 = 10-26, 0-12 x 0-54 = 10-38, 0-12 x 0-55 = 10-50, 0-12 x 0-56 = 11-1, 0-12 x 0-57 = 11-13, 0-12 x 0-58 = 11-25, 0-12 x 0-59 = 11-37, 0-12 x 0-60 = 11-49, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 1-4, 0-13 x 0-6 = 1-17, 0-13 x 0-7 = 1-30, 0-13 x 0-8 = 1-43, 0-13 x 0-9 = 1-56, 0-13 x 0-10 = 2-8, 0-13 x 0-11 = 2-21, 0-13 x 0-12 = 2-34, 0-13 x 0-13 = 2-47, 0-13 x 0-14 = 2-60, 0-13 x 0-15 = 3-12, 0-13 x 0-16 = 3-25, 0-13 x 0-17 = 3-38, 0-13 x 0-18 = 3-51, 0-13 x 0-19 = 4-3, 0-13 x 0-20 = 4-16, 0-13 x 0-21 = 4-29, 0-13 x 0-22 = 4-42, 0-13 x 0-23 = 4-55, 0-13 x 0-24 = 5-7, 0-13 x 0-25 = 5-20, 0-13 x 0-26 = 5-33, 0-13 x 0-27 = 5-46, 0-13 x 0-28 = 5-59, 0-13 x 0-29 = 6-11, 0-13 x 0-30 = 6-24, 0-13 x 0-31 = 6-37, 0-13 x 0-32 = 6-50, 0-13 x 0-33 = 7-2, 0-13 x 0-34 = 7-15, 0-13 x 0-35 = 7-28, 0-13 x 0-36 = 7-41, 0-13 x 0-37 = 7-54, 0-13 x 0-38 = 8-6, 0-13 x 0-39 = 8-19, 0-13 x 0-40 = 8-32, 0-13 x 0-41 = 8-45, 0-13 x 0-42 = 8-58, 0-13 x 0-43 = 9-10, 0-13 x 0-44 = 9-23, 0-13 x 0-45 = 9-36, 0-13 x 0-46 = 9-49, 0-13 x 0-47 = 10-1, 0-13 x 0-48 = 10-14, 0-13 x 0-49 = 10-27, 0-13 x 0-50 = 10-40, 0-13 x 0-51 = 10-53, 0-13 x 0-52 = 11-5, 0-13 x 0-53 = 11-18, 0-13 x 0-54 = 11-31, 0-13 x 0-55 = 11-44, 0-13 x 0-56 = 11-57, 0-13 x 0-57 = 12-9, 0-13 x 0-58 = 12-22, 0-13 x 0-59 = 12-35, 0-13 x 0-60 = 12-48, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 1-9, 0-14 x 0-6 = 1-23, 0-14 x 0-7 = 1-37, 0-14 x 0-8 = 1-51, 0-14 x 0-9 = 2-4, 0-14 x 0-10 = 2-18, 0-14 x 0-11 = 2-32, 0-14 x 0-12 = 2-46, 0-14 x 0-13 = 2-60, 0-14 x 0-14 = 3-13, 0-14 x 0-15 = 3-27, 0-14 x 0-16 = 3-41, 0-14 x 0-17 = 3-55, 0-14 x 0-18 = 4-8, 0-14 x 0-19 = 4-22, 0-14 x 0-20 = 4-36, 0-14 x 0-21 = 4-50, 0-14 x 0-22 = 5-3, 0-14 x 0-23 = 5-17, 0-14 x 0-24 = 5-31, 0-14 x 0-25 = 5-45, 0-14 x 0-26 = 5-59, 0-14 x 0-27 = 6-12, 0-14 x 0-28 = 6-26, 0-14 x 0-29 = 6-40, 0-14 x 0-30 = 6-54, 0-14 x 0-31 = 7-7, 0-14 x 0-32 = 7-21, 0-14 x 0-33 = 7-35, 0-14 x 0-34 = 7-49, 0-14 x 0-35 = 8-2, 0-14 x 0-36 = 8-16, 0-14 x 0-37 = 8-30, 0-14 x 0-38 = 8-44, 0-14 x 0-39 = 8-58, 0-14 x 0-40 = 9-11, 0-14 x 0-41 = 9-25, 0-14 x 0-42 = 9-39, 0-14 x 0-43 = 9-53, 0-14 x 0-44 = 10-6, 0-14 x 0-45 = 10-20, 0-14 x 0-46 = 10-34, 0-14 x 0-47 = 10-48, 0-14 x 0-48 = 11-1, 0-14 x 0-49 = 11-15, 0-14 x 0-50 = 11-29, 0-14 x 0-51 = 11-43, 0-14 x 0-52 = 11-57, 0-14 x 0-53 = 12-10, 0-14 x 0-54 = 12-24, 0-14 x 0-55 = 12-38, 0-14 x 0-56 = 12-52, 0-14 x 0-57 = 13-5, 0-14 x 0-58 = 13-19, 0-14 x 0-59 = 13-33, 0-14 x 0-60 = 13-47, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 1-14, 0-15 x 0-6 = 1-29, 0-15 x 0-7 = 1-44, 0-15 x 0-8 = 1-59, 0-15 x 0-9 = 2-13, 0-15 x 0-10 = 2-28, 0-15 x 0-11 = 2-43, 0-15 x 0-12 = 2-58, 0-15 x 0-13 = 3-12, 0-15 x 0-14 = 3-27, 0-15 x 0-15 = 3-42, 0-15 x 0-16 = 3-57, 0-15 x 0-17 = 4-11, 0-15 x 0-18 = 4-26, 0-15 x 0-19 = 4-41, 0-15 x 0-20 = 4-56, 0-15 x 0-21 = 5-10, 0-15 x 0-22 = 5-25, 0-15 x 0-23 = 5-40, 0-15 x 0-24 = 5-55, 0-15 x 0-25 = 6-9, 0-15 x 0-26 = 6-24, 0-15 x 0-27 = 6-39, 0-15 x 0-28 = 6-54, 0-15 x 0-29 = 7-8, 0-15 x 0-30 = 7-23, 0-15 x 0-31 = 7-38, 0-15 x 0-32 = 7-53, 0-15 x 0-33 = 8-7, 0-15 x 0-34 = 8-22, 0-15 x 0-35 = 8-37, 0-15 x 0-36 = 8-52, 0-15 x 0-37 = 9-6, 0-15 x 0-38 = 9-21, 0-15 x 0-39 = 9-36, 0-15 x 0-40 = 9-51, 0-15 x 0-41 = 10-5, 0-15 x 0-42 = 10-20, 0-15 x 0-43 = 10-35, 0-15 x 0-44 = 10-50, 0-15 x 0-45 = 11-4, 0-15 x 0-46 = 11-19, 0-15 x 0-47 = 11-34, 0-15 x 0-48 = 11-49, 0-15 x 0-49 = 12-3, 0-15 x 0-50 = 12-18, 0-15 x 0-51 = 12-33, 0-15 x 0-52 = 12-48, 0-15 x 0-53 = 13-2, 0-15 x 0-54 = 13-17, 0-15 x 0-55 = 13-32, 0-15 x 0-56 = 13-47, 0-15 x 0-57 = 14-1, 0-15 x 0-58 = 14-16, 0-15 x 0-59 = 14-31, 0-15 x 0-60 = 14-46, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 1-3, 0-16 x 0-5 = 1-19, 0-16 x 0-6 = 1-35, 0-16 x 0-7 = 1-51, 0-16 x 0-8 = 2-6, 0-16 x 0-9 = 2-22, 0-16 x 0-10 = 2-38, 0-16 x 0-11 = 2-54, 0-16 x 0-12 = 3-9, 0-16 x 0-13 = 3-25, 0-16 x 0-14 = 3-41, 0-16 x 0-15 = 3-57, 0-16 x 0-16 = 4-12, 0-16 x 0-17 = 4-28, 0-16 x 0-18 = 4-44, 0-16 x 0-19 = 4-60, 0-16 x 0-20 = 5-15, 0-16 x 0-21 = 5-31, 0-16 x 0-22 = 5-47, 0-16 x 0-23 = 6-2, 0-16 x 0-24 = 6-18, 0-16 x 0-25 = 6-34, 0-16 x 0-26 = 6-50, 0-16 x 0-27 = 7-5, 0-16 x 0-28 = 7-21, 0-16 x 0-29 = 7-37, 0-16 x 0-30 = 7-53, 0-16 x 0-31 = 8-8, 0-16 x 0-32 = 8-24, 0-16 x 0-33 = 8-40, 0-16 x 0-34 = 8-56, 0-16 x 0-35 = 9-11, 0-16 x 0-36 = 9-27, 0-16 x 0-37 = 9-43, 0-16 x 0-38 = 9-59, 0-16 x 0-39 = 10-14, 0-16 x 0-40 = 10-30, 0-16 x 0-41 = 10-46, 0-16 x 0-42 = 11-1, 0-16 x 0-43 = 11-17, 0-16 x 0-44 = 11-33, 0-16 x 0-45 = 11-49, 0-16 x 0-46 = 12-4, 0-16 x 0-47 = 12-20, 0-16 x 0-48 = 12-36, 0-16 x 0-49 = 12-52, 0-16 x 0-50 = 13-7, 0-16 x 0-51 = 13-23, 0-16 x 0-52 = 13-39, 0-16 x 0-53 = 13-55, 0-16 x 0-54 = 14-10, 0-16 x 0-55 = 14-26, 0-16 x 0-56 = 14-42, 0-16 x 0-57 = 14-58, 0-16 x 0-58 = 15-13, 0-16 x 0-59 = 15-29, 0-16 x 0-60 = 15-45, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 1-7, 0-17 x 0-5 = 1-24, 0-17 x 0-6 = 1-41, 0-17 x 0-7 = 1-58, 0-17 x 0-8 = 2-14, 0-17 x 0-9 = 2-31, 0-17 x 0-10 = 2-48, 0-17 x 0-11 = 3-4, 0-17 x 0-12 = 3-21, 0-17 x 0-13 = 3-38, 0-17 x 0-14 = 3-55, 0-17 x 0-15 = 4-11, 0-17 x 0-16 = 4-28, 0-17 x 0-17 = 4-45, 0-17 x 0-18 = 5-1, 0-17 x 0-19 = 5-18, 0-17 x 0-20 = 5-35, 0-17 x 0-21 = 5-52, 0-17 x 0-22 = 6-8, 0-17 x 0-23 = 6-25, 0-17 x 0-24 = 6-42, 0-17 x 0-25 = 6-59, 0-17 x 0-26 = 7-15, 0-17 x 0-27 = 7-32, 0-17 x 0-28 = 7-49, 0-17 x 0-29 = 8-5, 0-17 x 0-30 = 8-22, 0-17 x 0-31 = 8-39, 0-17 x 0-32 = 8-56, 0-17 x 0-33 = 9-12, 0-17 x 0-34 = 9-29, 0-17 x 0-35 = 9-46, 0-17 x 0-36 = 10-2, 0-17 x 0-37 = 10-19, 0-17 x 0-38 = 10-36, 0-17 x 0-39 = 10-53, 0-17 x 0-40 = 11-9, 0-17 x 0-41 = 11-26, 0-17 x 0-42 = 11-43, 0-17 x 0-43 = 11-60, 0-17 x 0-44 = 12-16, 0-17 x 0-45 = 12-33, 0-17 x 0-46 = 12-50, 0-17 x 0-47 = 13-6, 0-17 x 0-48 = 13-23, 0-17 x 0-49 = 13-40, 0-17 x 0-50 = 13-57, 0-17 x 0-51 = 14-13, 0-17 x 0-52 = 14-30, 0-17 x 0-53 = 14-47, 0-17 x 0-54 = 15-3, 0-17 x 0-55 = 15-20, 0-17 x 0-56 = 15-37, 0-17 x 0-57 = 15-54, 0-17 x 0-58 = 16-10, 0-17 x 0-59 = 16-27, 0-17 x 0-60 = 16-44, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 1-11, 0-18 x 0-5 = 1-29, 0-18 x 0-6 = 1-47, 0-18 x 0-7 = 2-4, 0-18 x 0-8 = 2-22, 0-18 x 0-9 = 2-40, 0-18 x 0-10 = 2-58, 0-18 x 0-11 = 3-15, 0-18 x 0-12 = 3-33, 0-18 x 0-13 = 3-51, 0-18 x 0-14 = 4-8, 0-18 x 0-15 = 4-26, 0-18 x 0-16 = 4-44, 0-18 x 0-17 = 5-1, 0-18 x 0-18 = 5-19, 0-18 x 0-19 = 5-37, 0-18 x 0-20 = 5-55, 0-18 x 0-21 = 6-12, 0-18 x 0-22 = 6-30, 0-18 x 0-23 = 6-48, 0-18 x 0-24 = 7-5, 0-18 x 0-25 = 7-23, 0-18 x 0-26 = 7-41, 0-18 x 0-27 = 7-59, 0-18 x 0-28 = 8-16, 0-18 x 0-29 = 8-34, 0-18 x 0-30 = 8-52, 0-18 x 0-31 = 9-9, 0-18 x 0-32 = 9-27, 0-18 x 0-33 = 9-45, 0-18 x 0-34 = 10-2, 0-18 x 0-35 = 10-20, 0-18 x 0-36 = 10-38, 0-18 x 0-37 = 10-56, 0-18 x 0-38 = 11-13, 0-18 x 0-39 = 11-31, 0-18 x 0-40 = 11-49, 0-18 x 0-41 = 12-6, 0-18 x 0-42 = 12-24, 0-18 x 0-43 = 12-42, 0-18 x 0-44 = 12-60, 0-18 x 0-45 = 13-17, 0-18 x 0-46 = 13-35, 0-18 x 0-47 = 13-53, 0-18 x 0-48 = 14-10, 0-18 x 0-49 = 14-28, 0-18 x 0-50 = 14-46, 0-18 x 0-51 = 15-3, 0-18 x 0-52 = 15-21, 0-18 x 0-53 = 15-39, 0-18 x 0-54 = 15-57, 0-18 x 0-55 = 16-14, 0-18 x 0-56 = 16-32, 0-18 x 0-57 = 16-50, 0-18 x 0-58 = 17-7, 0-18 x 0-59 = 17-25, 0-18 x 0-60 = 17-43, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 1-15, 0-19 x 0-5 = 1-34, 0-19 x 0-6 = 1-53, 0-19 x 0-7 = 2-11, 0-19 x 0-8 = 2-30, 0-19 x 0-9 = 2-49, 0-19 x 0-10 = 3-7, 0-19 x 0-11 = 3-26, 0-19 x 0-12 = 3-45, 0-19 x 0-13 = 4-3, 0-19 x 0-14 = 4-22, 0-19 x 0-15 = 4-41, 0-19 x 0-16 = 4-60, 0-19 x 0-17 = 5-18, 0-19 x 0-18 = 5-37, 0-19 x 0-19 = 5-56, 0-19 x 0-20 = 6-14, 0-19 x 0-21 = 6-33, 0-19 x 0-22 = 6-52, 0-19 x 0-23 = 7-10, 0-19 x 0-24 = 7-29, 0-19 x 0-25 = 7-48, 0-19 x 0-26 = 8-6, 0-19 x 0-27 = 8-25, 0-19 x 0-28 = 8-44, 0-19 x 0-29 = 9-2, 0-19 x 0-30 = 9-21, 0-19 x 0-31 = 9-40, 0-19 x 0-32 = 9-59, 0-19 x 0-33 = 10-17, 0-19 x 0-34 = 10-36, 0-19 x 0-35 = 10-55, 0-19 x 0-36 = 11-13, 0-19 x 0-37 = 11-32, 0-19 x 0-38 = 11-51, 0-19 x 0-39 = 12-9, 0-19 x 0-40 = 12-28, 0-19 x 0-41 = 12-47, 0-19 x 0-42 = 13-5, 0-19 x 0-43 = 13-24, 0-19 x 0-44 = 13-43, 0-19 x 0-45 = 14-1, 0-19 x 0-46 = 14-20, 0-19 x 0-47 = 14-39, 0-19 x 0-48 = 14-58, 0-19 x 0-49 = 15-16, 0-19 x 0-50 = 15-35, 0-19 x 0-51 = 15-54, 0-19 x 0-52 = 16-12, 0-19 x 0-53 = 16-31, 0-19 x 0-54 = 16-50, 0-19 x 0-55 = 17-8, 0-19 x 0-56 = 17-27, 0-19 x 0-57 = 17-46, 0-19 x 0-58 = 18-4, 0-19 x 0-59 = 18-23, 0-19 x 0-60 = 18-42, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 1-19, 0-20 x 0-5 = 1-39, 0-20 x 0-6 = 1-59, 0-20 x 0-7 = 2-18, 0-20 x 0-8 = 2-38, 0-20 x 0-9 = 2-58, 0-20 x 0-10 = 3-17, 0-20 x 0-11 = 3-37, 0-20 x 0-12 = 3-57, 0-20 x 0-13 = 4-16, 0-20 x 0-14 = 4-36, 0-20 x 0-15 = 4-56, 0-20 x 0-16 = 5-15, 0-20 x 0-17 = 5-35, 0-20 x 0-18 = 5-55, 0-20 x 0-19 = 6-14, 0-20 x 0-20 = 6-34, 0-20 x 0-21 = 6-54, 0-20 x 0-22 = 7-13, 0-20 x 0-23 = 7-33, 0-20 x 0-24 = 7-53, 0-20 x 0-25 = 8-12, 0-20 x 0-26 = 8-32, 0-20 x 0-27 = 8-52, 0-20 x 0-28 = 9-11, 0-20 x 0-29 = 9-31, 0-20 x 0-30 = 9-51, 0-20 x 0-31 = 10-10, 0-20 x 0-32 = 10-30, 0-20 x 0-33 = 10-50, 0-20 x 0-34 = 11-9, 0-20 x 0-35 = 11-29, 0-20 x 0-36 = 11-49, 0-20 x 0-37 = 12-8, 0-20 x 0-38 = 12-28, 0-20 x 0-39 = 12-48, 0-20 x 0-40 = 13-7, 0-20 x 0-41 = 13-27, 0-20 x 0-42 = 13-47, 0-20 x 0-43 = 14-6, 0-20 x 0-44 = 14-26, 0-20 x 0-45 = 14-46, 0-20 x 0-46 = 15-5, 0-20 x 0-47 = 15-25, 0-20 x 0-48 = 15-45, 0-20 x 0-49 = 16-4, 0-20 x 0-50 = 16-24, 0-20 x 0-51 = 16-44, 0-20 x 0-52 = 17-3, 0-20 x 0-53 = 17-23, 0-20 x 0-54 = 17-43, 0-20 x 0-55 = 18-2, 0-20 x 0-56 = 18-22, 0-20 x 0-57 = 18-42, 0-20 x 0-58 = 19-1, 0-20 x 0-59 = 19-21, 0-20 x 0-60 = 19-41, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 1-2, 0-21 x 0-4 = 1-23, 0-21 x 0-5 = 1-44, 0-21 x 0-6 = 2-4, 0-21 x 0-7 = 2-25, 0-21 x 0-8 = 2-46, 0-21 x 0-9 = 3-6, 0-21 x 0-10 = 3-27, 0-21 x 0-11 = 3-48, 0-21 x 0-12 = 4-8, 0-21 x 0-13 = 4-29, 0-21 x 0-14 = 4-50, 0-21 x 0-15 = 5-10, 0-21 x 0-16 = 5-31, 0-21 x 0-17 = 5-52, 0-21 x 0-18 = 6-12, 0-21 x 0-19 = 6-33, 0-21 x 0-20 = 6-54, 0-21 x 0-21 = 7-14, 0-21 x 0-22 = 7-35, 0-21 x 0-23 = 7-56, 0-21 x 0-24 = 8-16, 0-21 x 0-25 = 8-37, 0-21 x 0-26 = 8-58, 0-21 x 0-27 = 9-18, 0-21 x 0-28 = 9-39, 0-21 x 0-29 = 9-60, 0-21 x 0-30 = 10-20, 0-21 x 0-31 = 10-41, 0-21 x 0-32 = 11-1, 0-21 x 0-33 = 11-22, 0-21 x 0-34 = 11-43, 0-21 x 0-35 = 12-3, 0-21 x 0-36 = 12-24, 0-21 x 0-37 = 12-45, 0-21 x 0-38 = 13-5, 0-21 x 0-39 = 13-26, 0-21 x 0-40 = 13-47, 0-21 x 0-41 = 14-7, 0-21 x 0-42 = 14-28, 0-21 x 0-43 = 14-49, 0-21 x 0-44 = 15-9, 0-21 x 0-45 = 15-30, 0-21 x 0-46 = 15-51, 0-21 x 0-47 = 16-11, 0-21 x 0-48 = 16-32, 0-21 x 0-49 = 16-53, 0-21 x 0-50 = 17-13, 0-21 x 0-51 = 17-34, 0-21 x 0-52 = 17-55, 0-21 x 0-53 = 18-15, 0-21 x 0-54 = 18-36, 0-21 x 0-55 = 18-57, 0-21 x 0-56 = 19-17, 0-21 x 0-57 = 19-38, 0-21 x 0-58 = 19-59, 0-21 x 0-59 = 20-19, 0-21 x 0-60 = 20-40, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 1-5, 0-22 x 0-4 = 1-27, 0-22 x 0-5 = 1-49, 0-22 x 0-6 = 2-10, 0-22 x 0-7 = 2-32, 0-22 x 0-8 = 2-54, 0-22 x 0-9 = 3-15, 0-22 x 0-10 = 3-37, 0-22 x 0-11 = 3-59, 0-22 x 0-12 = 4-20, 0-22 x 0-13 = 4-42, 0-22 x 0-14 = 5-3, 0-22 x 0-15 = 5-25, 0-22 x 0-16 = 5-47, 0-22 x 0-17 = 6-8, 0-22 x 0-18 = 6-30, 0-22 x 0-19 = 6-52, 0-22 x 0-20 = 7-13, 0-22 x 0-21 = 7-35, 0-22 x 0-22 = 7-57, 0-22 x 0-23 = 8-18, 0-22 x 0-24 = 8-40, 0-22 x 0-25 = 9-1, 0-22 x 0-26 = 9-23, 0-22 x 0-27 = 9-45, 0-22 x 0-28 = 10-6, 0-22 x 0-29 = 10-28, 0-22 x 0-30 = 10-50, 0-22 x 0-31 = 11-11, 0-22 x 0-32 = 11-33, 0-22 x 0-33 = 11-55, 0-22 x 0-34 = 12-16, 0-22 x 0-35 = 12-38, 0-22 x 0-36 = 12-60, 0-22 x 0-37 = 13-21, 0-22 x 0-38 = 13-43, 0-22 x 0-39 = 14-4, 0-22 x 0-40 = 14-26, 0-22 x 0-41 = 14-48, 0-22 x 0-42 = 15-9, 0-22 x 0-43 = 15-31, 0-22 x 0-44 = 15-53, 0-22 x 0-45 = 16-14, 0-22 x 0-46 = 16-36, 0-22 x 0-47 = 16-58, 0-22 x 0-48 = 17-19, 0-22 x 0-49 = 17-41, 0-22 x 0-50 = 18-2, 0-22 x 0-51 = 18-24, 0-22 x 0-52 = 18-46, 0-22 x 0-53 = 19-7, 0-22 x 0-54 = 19-29, 0-22 x 0-55 = 19-51, 0-22 x 0-56 = 20-12, 0-22 x 0-57 = 20-34, 0-22 x 0-58 = 20-56, 0-22 x 0-59 = 21-17, 0-22 x 0-60 = 21-39, 
0-23 x 0-1 = 0-23, 0-23 x 0-2 = 0-46, 0-23 x 0-3 = 1-8, 0-23 x 0-4 = 1-31, 0-23 x 0-5 = 1-54, 0-23 x 0-6 = 2-16, 0-23 x 0-7 = 2-39, 0-23 x 0-8 = 3-1, 0-23 x 0-9 = 3-24, 0-23 x 0-10 = 3-47, 0-23 x 0-11 = 4-9, 0-23 x 0-12 = 4-32, 0-23 x 0-13 = 4-55, 0-23 x 0-14 = 5-17, 0-23 x 0-15 = 5-40, 0-23 x 0-16 = 6-2, 0-23 x 0-17 = 6-25, 0-23 x 0-18 = 6-48, 0-23 x 0-19 = 7-10, 0-23 x 0-20 = 7-33, 0-23 x 0-21 = 7-56, 0-23 x 0-22 = 8-18, 0-23 x 0-23 = 8-41, 0-23 x 0-24 = 9-3, 0-23 x 0-25 = 9-26, 0-23 x 0-26 = 9-49, 0-23 x 0-27 = 10-11, 0-23 x 0-28 = 10-34, 0-23 x 0-29 = 10-57, 0-23 x 0-30 = 11-19, 0-23 x 0-31 = 11-42, 0-23 x 0-32 = 12-4, 0-23 x 0-33 = 12-27, 0-23 x 0-34 = 12-50, 0-23 x 0-35 = 13-12, 0-23 x 0-36 = 13-35, 0-23 x 0-37 = 13-58, 0-23 x 0-38 = 14-20, 0-23 x 0-39 = 14-43, 0-23 x 0-40 = 15-5, 0-23 x 0-41 = 15-28, 0-23 x 0-42 = 15-51, 0-23 x 0-43 = 16-13, 0-23 x 0-44 = 16-36, 0-23 x 0-45 = 16-59, 0-23 x 0-46 = 17-21, 0-23 x 0-47 = 17-44, 0-23 x 0-48 = 18-6, 0-23 x 0-49 = 18-29, 0-23 x 0-50 = 18-52, 0-23 x 0-51 = 19-14, 0-23 x 0-52 = 19-37, 0-23 x 0-53 = 19-60, 0-23 x 0-54 = 20-22, 0-23 x 0-55 = 20-45, 0-23 x 0-56 = 21-7, 0-23 x 0-57 = 21-30, 0-23 x 0-58 = 21-53, 0-23 x 0-59 = 22-15, 0-23 x 0-60 = 22-38, 
