11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 1-8, 11 x 7 = 1-19, 11 x 8 = 1-30, 11 x 9 = 1-41, 11 x 10 = 1-52, 11 x 11 = 2-5, 11 x 12 = 2-16, 11 x 13 = 2-27, 11 x 14 = 2-38, 11 x 15 = 2-49, 11 x 16 = 3-2, 11 x 17 = 3-13, 11 x 18 = 3-24, 11 x 19 = 3-35, 11 x 20 = 3-46, 11 x 21 = 3-57, 11 x 22 = 4-10, 11 x 23 = 4-21, 11 x 24 = 4-32, 11 x 25 = 4-43, 11 x 26 = 4-54, 11 x 27 = 5-7, 11 x 28 = 5-18, 11 x 29 = 5-29, 11 x 30 = 5-40, 11 x 31 = 5-51, 11 x 32 = 6-4, 11 x 33 = 6-15, 11 x 34 = 6-26, 11 x 35 = 6-37, 11 x 36 = 6-48, 11 x 37 = 7-1, 11 x 38 = 7-12, 11 x 39 = 7-23, 11 x 40 = 7-34, 11 x 41 = 7-45, 11 x 42 = 7-56, 11 x 43 = 8-9, 11 x 44 = 8-20, 11 x 45 = 8-31, 11 x 46 = 8-42, 11 x 47 = 8-53, 11 x 48 = 9-6, 11 x 49 = 9-17, 11 x 50 = 9-28, 11 x 51 = 9-39, 11 x 52 = 9-50, 11 x 53 = 10-3, 11 x 54 = 10-14, 11 x 55 = 10-25, 11 x 56 = 10-36, 11 x 57 = 10-47, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 1-2, 12 x 6 = 1-14, 12 x 7 = 1-26, 12 x 8 = 1-38, 12 x 9 = 1-50, 12 x 10 = 2-4, 12 x 11 = 2-16, 12 x 12 = 2-28, 12 x 13 = 2-40, 12 x 14 = 2-52, 12 x 15 = 3-6, 12 x 16 = 3-18, 12 x 17 = 3-30, 12 x 18 = 3-42, 12 x 19 = 3-54, 12 x 20 = 4-8, 12 x 21 = 4-20, 12 x 22 = 4-32, 12 x 23 = 4-44, 12 x 24 = 4-56, 12 x 25 = 5-10, 12 x 26 = 5-22, 12 x 27 = 5-34, 12 x 28 = 5-46, 12 x 29 = 6-0, 12 x 30 = 6-12, 12 x 31 = 6-24, 12 x 32 = 6-36, 12 x 33 = 6-48, 12 x 34 = 7-2, 12 x 35 = 7-14, 12 x 36 = 7-26, 12 x 37 = 7-38, 12 x 38 = 7-50, 12 x 39 = 8-4, 12 x 40 = 8-16, 12 x 41 = 8-28, 12 x 42 = 8-40, 12 x 43 = 8-52, 12 x 44 = 9-6, 12 x 45 = 9-18, 12 x 46 = 9-30, 12 x 47 = 9-42, 12 x 48 = 9-54, 12 x 49 = 10-8, 12 x 50 = 10-20, 12 x 51 = 10-32, 12 x 52 = 10-44, 12 x 53 = 10-56, 12 x 54 = 11-10, 12 x 55 = 11-22, 12 x 56 = 11-34, 12 x 57 = 11-46, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 1-7, 13 x 6 = 1-20, 13 x 7 = 1-33, 13 x 8 = 1-46, 13 x 9 = 2-1, 13 x 10 = 2-14, 13 x 11 = 2-27, 13 x 12 = 2-40, 13 x 13 = 2-53, 13 x 14 = 3-8, 13 x 15 = 3-21, 13 x 16 = 3-34, 13 x 17 = 3-47, 13 x 18 = 4-2, 13 x 19 = 4-15, 13 x 20 = 4-28, 13 x 21 = 4-41, 13 x 22 = 4-54, 13 x 23 = 5-9, 13 x 24 = 5-22, 13 x 25 = 5-35, 13 x 26 = 5-48, 13 x 27 = 6-3, 13 x 28 = 6-16, 13 x 29 = 6-29, 13 x 30 = 6-42, 13 x 31 = 6-55, 13 x 32 = 7-10, 13 x 33 = 7-23, 13 x 34 = 7-36, 13 x 35 = 7-49, 13 x 36 = 8-4, 13 x 37 = 8-17, 13 x 38 = 8-30, 13 x 39 = 8-43, 13 x 40 = 8-56, 13 x 41 = 9-11, 13 x 42 = 9-24, 13 x 43 = 9-37, 13 x 44 = 9-50, 13 x 45 = 10-5, 13 x 46 = 10-18, 13 x 47 = 10-31, 13 x 48 = 10-44, 13 x 49 = 10-57, 13 x 50 = 11-12, 13 x 51 = 11-25, 13 x 52 = 11-38, 13 x 53 = 11-51, 13 x 54 = 12-6, 13 x 55 = 12-19, 13 x 56 = 12-32, 13 x 57 = 12-45, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 1-12, 14 x 6 = 1-26, 14 x 7 = 1-40, 14 x 8 = 1-54, 14 x 9 = 2-10, 14 x 10 = 2-24, 14 x 11 = 2-38, 14 x 12 = 2-52, 14 x 13 = 3-8, 14 x 14 = 3-22, 14 x 15 = 3-36, 14 x 16 = 3-50, 14 x 17 = 4-6, 14 x 18 = 4-20, 14 x 19 = 4-34, 14 x 20 = 4-48, 14 x 21 = 5-4, 14 x 22 = 5-18, 14 x 23 = 5-32, 14 x 24 = 5-46, 14 x 25 = 6-2, 14 x 26 = 6-16, 14 x 27 = 6-30, 14 x 28 = 6-44, 14 x 29 = 7-0, 14 x 30 = 7-14, 14 x 31 = 7-28, 14 x 32 = 7-42, 14 x 33 = 7-56, 14 x 34 = 8-12, 14 x 35 = 8-26, 14 x 36 = 8-40, 14 x 37 = 8-54, 14 x 38 = 9-10, 14 x 39 = 9-24, 14 x 40 = 9-38, 14 x 41 = 9-52, 14 x 42 = 10-8, 14 x 43 = 10-22, 14 x 44 = 10-36, 14 x 45 = 10-50, 14 x 46 = 11-6, 14 x 47 = 11-20, 14 x 48 = 11-34, 14 x 49 = 11-48, 14 x 50 = 12-4, 14 x 51 = 12-18, 14 x 52 = 12-32, 14 x 53 = 12-46, 14 x 54 = 13-2, 14 x 55 = 13-16, 14 x 56 = 13-30, 14 x 57 = 13-44, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 1-2, 15 x 5 = 1-17, 15 x 6 = 1-32, 15 x 7 = 1-47, 15 x 8 = 2-4, 15 x 9 = 2-19, 15 x 10 = 2-34, 15 x 11 = 2-49, 15 x 12 = 3-6, 15 x 13 = 3-21, 15 x 14 = 3-36, 15 x 15 = 3-51, 15 x 16 = 4-8, 15 x 17 = 4-23, 15 x 18 = 4-38, 15 x 19 = 4-53, 15 x 20 = 5-10, 15 x 21 = 5-25, 15 x 22 = 5-40, 15 x 23 = 5-55, 15 x 24 = 6-12, 15 x 25 = 6-27, 15 x 26 = 6-42, 15 x 27 = 6-57, 15 x 28 = 7-14, 15 x 29 = 7-29, 15 x 30 = 7-44, 15 x 31 = 8-1, 15 x 32 = 8-16, 15 x 33 = 8-31, 15 x 34 = 8-46, 15 x 35 = 9-3, 15 x 36 = 9-18, 15 x 37 = 9-33, 15 x 38 = 9-48, 15 x 39 = 10-5, 15 x 40 = 10-20, 15 x 41 = 10-35, 15 x 42 = 10-50, 15 x 43 = 11-7, 15 x 44 = 11-22, 15 x 45 = 11-37, 15 x 46 = 11-52, 15 x 47 = 12-9, 15 x 48 = 12-24, 15 x 49 = 12-39, 15 x 50 = 12-54, 15 x 51 = 13-11, 15 x 52 = 13-26, 15 x 53 = 13-41, 15 x 54 = 13-56, 15 x 55 = 14-13, 15 x 56 = 14-28, 15 x 57 = 14-43, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 1-6, 16 x 5 = 1-22, 16 x 6 = 1-38, 16 x 7 = 1-54, 16 x 8 = 2-12, 16 x 9 = 2-28, 16 x 10 = 2-44, 16 x 11 = 3-2, 16 x 12 = 3-18, 16 x 13 = 3-34, 16 x 14 = 3-50, 16 x 15 = 4-8, 16 x 16 = 4-24, 16 x 17 = 4-40, 16 x 18 = 4-56, 16 x 19 = 5-14, 16 x 20 = 5-30, 16 x 21 = 5-46, 16 x 22 = 6-4, 16 x 23 = 6-20, 16 x 24 = 6-36, 16 x 25 = 6-52, 16 x 26 = 7-10, 16 x 27 = 7-26, 16 x 28 = 7-42, 16 x 29 = 8-0, 16 x 30 = 8-16, 16 x 31 = 8-32, 16 x 32 = 8-48, 16 x 33 = 9-6, 16 x 34 = 9-22, 16 x 35 = 9-38, 16 x 36 = 9-54, 16 x 37 = 10-12, 16 x 38 = 10-28, 16 x 39 = 10-44, 16 x 40 = 11-2, 16 x 41 = 11-18, 16 x 42 = 11-34, 16 x 43 = 11-50, 16 x 44 = 12-8, 16 x 45 = 12-24, 16 x 46 = 12-40, 16 x 47 = 12-56, 16 x 48 = 13-14, 16 x 49 = 13-30, 16 x 50 = 13-46, 16 x 51 = 14-4, 16 x 52 = 14-20, 16 x 53 = 14-36, 16 x 54 = 14-52, 16 x 55 = 15-10, 16 x 56 = 15-26, 16 x 57 = 15-42, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 1-10, 17 x 5 = 1-27, 17 x 6 = 1-44, 17 x 7 = 2-3, 17 x 8 = 2-20, 17 x 9 = 2-37, 17 x 10 = 2-54, 17 x 11 = 3-13, 17 x 12 = 3-30, 17 x 13 = 3-47, 17 x 14 = 4-6, 17 x 15 = 4-23, 17 x 16 = 4-40, 17 x 17 = 4-57, 17 x 18 = 5-16, 17 x 19 = 5-33, 17 x 20 = 5-50, 17 x 21 = 6-9, 17 x 22 = 6-26, 17 x 23 = 6-43, 17 x 24 = 7-2, 17 x 25 = 7-19, 17 x 26 = 7-36, 17 x 27 = 7-53, 17 x 28 = 8-12, 17 x 29 = 8-29, 17 x 30 = 8-46, 17 x 31 = 9-5, 17 x 32 = 9-22, 17 x 33 = 9-39, 17 x 34 = 9-56, 17 x 35 = 10-15, 17 x 36 = 10-32, 17 x 37 = 10-49, 17 x 38 = 11-8, 17 x 39 = 11-25, 17 x 40 = 11-42, 17 x 41 = 12-1, 17 x 42 = 12-18, 17 x 43 = 12-35, 17 x 44 = 12-52, 17 x 45 = 13-11, 17 x 46 = 13-28, 17 x 47 = 13-45, 17 x 48 = 14-4, 17 x 49 = 14-21, 17 x 50 = 14-38, 17 x 51 = 14-55, 17 x 52 = 15-14, 17 x 53 = 15-31, 17 x 54 = 15-48, 17 x 55 = 16-7, 17 x 56 = 16-24, 17 x 57 = 16-41, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 1-14, 18 x 5 = 1-32, 18 x 6 = 1-50, 18 x 7 = 2-10, 18 x 8 = 2-28, 18 x 9 = 2-46, 18 x 10 = 3-6, 18 x 11 = 3-24, 18 x 12 = 3-42, 18 x 13 = 4-2, 18 x 14 = 4-20, 18 x 15 = 4-38, 18 x 16 = 4-56, 18 x 17 = 5-16, 18 x 18 = 5-34, 18 x 19 = 5-52, 18 x 20 = 6-12, 18 x 21 = 6-30, 18 x 22 = 6-48, 18 x 23 = 7-8, 18 x 24 = 7-26, 18 x 25 = 7-44, 18 x 26 = 8-4, 18 x 27 = 8-22, 18 x 28 = 8-40, 18 x 29 = 9-0, 18 x 30 = 9-18, 18 x 31 = 9-36, 18 x 32 = 9-54, 18 x 33 = 10-14, 18 x 34 = 10-32, 18 x 35 = 10-50, 18 x 36 = 11-10, 18 x 37 = 11-28, 18 x 38 = 11-46, 18 x 39 = 12-6, 18 x 40 = 12-24, 18 x 41 = 12-42, 18 x 42 = 13-2, 18 x 43 = 13-20, 18 x 44 = 13-38, 18 x 45 = 13-56, 18 x 46 = 14-16, 18 x 47 = 14-34, 18 x 48 = 14-52, 18 x 49 = 15-12, 18 x 50 = 15-30, 18 x 51 = 15-48, 18 x 52 = 16-8, 18 x 53 = 16-26, 18 x 54 = 16-44, 18 x 55 = 17-4, 18 x 56 = 17-22, 18 x 57 = 17-40, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 1-18, 19 x 5 = 1-37, 19 x 6 = 1-56, 19 x 7 = 2-17, 19 x 8 = 2-36, 19 x 9 = 2-55, 19 x 10 = 3-16, 19 x 11 = 3-35, 19 x 12 = 3-54, 19 x 13 = 4-15, 19 x 14 = 4-34, 19 x 15 = 4-53, 19 x 16 = 5-14, 19 x 17 = 5-33, 19 x 18 = 5-52, 19 x 19 = 6-13, 19 x 20 = 6-32, 19 x 21 = 6-51, 19 x 22 = 7-12, 19 x 23 = 7-31, 19 x 24 = 7-50, 19 x 25 = 8-11, 19 x 26 = 8-30, 19 x 27 = 8-49, 19 x 28 = 9-10, 19 x 29 = 9-29, 19 x 30 = 9-48, 19 x 31 = 10-9, 19 x 32 = 10-28, 19 x 33 = 10-47, 19 x 34 = 11-8, 19 x 35 = 11-27, 19 x 36 = 11-46, 19 x 37 = 12-7, 19 x 38 = 12-26, 19 x 39 = 12-45, 19 x 40 = 13-6, 19 x 41 = 13-25, 19 x 42 = 13-44, 19 x 43 = 14-5, 19 x 44 = 14-24, 19 x 45 = 14-43, 19 x 46 = 15-4, 19 x 47 = 15-23, 19 x 48 = 15-42, 19 x 49 = 16-3, 19 x 50 = 16-22, 19 x 51 = 16-41, 19 x 52 = 17-2, 19 x 53 = 17-21, 19 x 54 = 17-40, 19 x 55 = 18-1, 19 x 56 = 18-20, 19 x 57 = 18-39, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 1-2, 20 x 4 = 1-22, 20 x 5 = 1-42, 20 x 6 = 2-4, 20 x 7 = 2-24, 20 x 8 = 2-44, 20 x 9 = 3-6, 20 x 10 = 3-26, 20 x 11 = 3-46, 20 x 12 = 4-8, 20 x 13 = 4-28, 20 x 14 = 4-48, 20 x 15 = 5-10, 20 x 16 = 5-30, 20 x 17 = 5-50, 20 x 18 = 6-12, 20 x 19 = 6-32, 20 x 20 = 6-52, 20 x 21 = 7-14, 20 x 22 = 7-34, 20 x 23 = 7-54, 20 x 24 = 8-16, 20 x 25 = 8-36, 20 x 26 = 8-56, 20 x 27 = 9-18, 20 x 28 = 9-38, 20 x 29 = 10-0, 20 x 30 = 10-20, 20 x 31 = 10-40, 20 x 32 = 11-2, 20 x 33 = 11-22, 20 x 34 = 11-42, 20 x 35 = 12-4, 20 x 36 = 12-24, 20 x 37 = 12-44, 20 x 38 = 13-6, 20 x 39 = 13-26, 20 x 40 = 13-46, 20 x 41 = 14-8, 20 x 42 = 14-28, 20 x 43 = 14-48, 20 x 44 = 15-10, 20 x 45 = 15-30, 20 x 46 = 15-50, 20 x 47 = 16-12, 20 x 48 = 16-32, 20 x 49 = 16-52, 20 x 50 = 17-14, 20 x 51 = 17-34, 20 x 52 = 17-54, 20 x 53 = 18-16, 20 x 54 = 18-36, 20 x 55 = 18-56, 20 x 56 = 19-18, 20 x 57 = 19-38, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 1-5, 21 x 4 = 1-26, 21 x 5 = 1-47, 21 x 6 = 2-10, 21 x 7 = 2-31, 21 x 8 = 2-52, 21 x 9 = 3-15, 21 x 10 = 3-36, 21 x 11 = 3-57, 21 x 12 = 4-20, 21 x 13 = 4-41, 21 x 14 = 5-4, 21 x 15 = 5-25, 21 x 16 = 5-46, 21 x 17 = 6-9, 21 x 18 = 6-30, 21 x 19 = 6-51, 21 x 20 = 7-14, 21 x 21 = 7-35, 21 x 22 = 7-56, 21 x 23 = 8-19, 21 x 24 = 8-40, 21 x 25 = 9-3, 21 x 26 = 9-24, 21 x 27 = 9-45, 21 x 28 = 10-8, 21 x 29 = 10-29, 21 x 30 = 10-50, 21 x 31 = 11-13, 21 x 32 = 11-34, 21 x 33 = 11-55, 21 x 34 = 12-18, 21 x 35 = 12-39, 21 x 36 = 13-2, 21 x 37 = 13-23, 21 x 38 = 13-44, 21 x 39 = 14-7, 21 x 40 = 14-28, 21 x 41 = 14-49, 21 x 42 = 15-12, 21 x 43 = 15-33, 21 x 44 = 15-54, 21 x 45 = 16-17, 21 x 46 = 16-38, 21 x 47 = 17-1, 21 x 48 = 17-22, 21 x 49 = 17-43, 21 x 50 = 18-6, 21 x 51 = 18-27, 21 x 52 = 18-48, 21 x 53 = 19-11, 21 x 54 = 19-32, 21 x 55 = 19-53, 21 x 56 = 20-16, 21 x 57 = 20-37, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 1-8, 22 x 4 = 1-30, 22 x 5 = 1-52, 22 x 6 = 2-16, 22 x 7 = 2-38, 22 x 8 = 3-2, 22 x 9 = 3-24, 22 x 10 = 3-46, 22 x 11 = 4-10, 22 x 12 = 4-32, 22 x 13 = 4-54, 22 x 14 = 5-18, 22 x 15 = 5-40, 22 x 16 = 6-4, 22 x 17 = 6-26, 22 x 18 = 6-48, 22 x 19 = 7-12, 22 x 20 = 7-34, 22 x 21 = 7-56, 22 x 22 = 8-20, 22 x 23 = 8-42, 22 x 24 = 9-6, 22 x 25 = 9-28, 22 x 26 = 9-50, 22 x 27 = 10-14, 22 x 28 = 10-36, 22 x 29 = 11-0, 22 x 30 = 11-22, 22 x 31 = 11-44, 22 x 32 = 12-8, 22 x 33 = 12-30, 22 x 34 = 12-52, 22 x 35 = 13-16, 22 x 36 = 13-38, 22 x 37 = 14-2, 22 x 38 = 14-24, 22 x 39 = 14-46, 22 x 40 = 15-10, 22 x 41 = 15-32, 22 x 42 = 15-54, 22 x 43 = 16-18, 22 x 44 = 16-40, 22 x 45 = 17-4, 22 x 46 = 17-26, 22 x 47 = 17-48, 22 x 48 = 18-12, 22 x 49 = 18-34, 22 x 50 = 18-56, 22 x 51 = 19-20, 22 x 52 = 19-42, 22 x 53 = 20-6, 22 x 54 = 20-28, 22 x 55 = 20-50, 22 x 56 = 21-14, 22 x 57 = 21-36, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 1-11, 23 x 4 = 1-34, 23 x 5 = 1-57, 23 x 6 = 2-22, 23 x 7 = 2-45, 23 x 8 = 3-10, 23 x 9 = 3-33, 23 x 10 = 3-56, 23 x 11 = 4-21, 23 x 12 = 4-44, 23 x 13 = 5-9, 23 x 14 = 5-32, 23 x 15 = 5-55, 23 x 16 = 6-20, 23 x 17 = 6-43, 23 x 18 = 7-8, 23 x 19 = 7-31, 23 x 20 = 7-54, 23 x 21 = 8-19, 23 x 22 = 8-42, 23 x 23 = 9-7, 23 x 24 = 9-30, 23 x 25 = 9-53, 23 x 26 = 10-18, 23 x 27 = 10-41, 23 x 28 = 11-6, 23 x 29 = 11-29, 23 x 30 = 11-52, 23 x 31 = 12-17, 23 x 32 = 12-40, 23 x 33 = 13-5, 23 x 34 = 13-28, 23 x 35 = 13-51, 23 x 36 = 14-16, 23 x 37 = 14-39, 23 x 38 = 15-4, 23 x 39 = 15-27, 23 x 40 = 15-50, 23 x 41 = 16-15, 23 x 42 = 16-38, 23 x 43 = 17-3, 23 x 44 = 17-26, 23 x 45 = 17-49, 23 x 46 = 18-14, 23 x 47 = 18-37, 23 x 48 = 19-2, 23 x 49 = 19-25, 23 x 50 = 19-48, 23 x 51 = 20-13, 23 x 52 = 20-36, 23 x 53 = 21-1, 23 x 54 = 21-24, 23 x 55 = 21-47, 23 x 56 = 22-12, 23 x 57 = 22-35, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 1-14, 24 x 4 = 1-38, 24 x 5 = 2-4, 24 x 6 = 2-28, 24 x 7 = 2-52, 24 x 8 = 3-18, 24 x 9 = 3-42, 24 x 10 = 4-8, 24 x 11 = 4-32, 24 x 12 = 4-56, 24 x 13 = 5-22, 24 x 14 = 5-46, 24 x 15 = 6-12, 24 x 16 = 6-36, 24 x 17 = 7-2, 24 x 18 = 7-26, 24 x 19 = 7-50, 24 x 20 = 8-16, 24 x 21 = 8-40, 24 x 22 = 9-6, 24 x 23 = 9-30, 24 x 24 = 9-54, 24 x 25 = 10-20, 24 x 26 = 10-44, 24 x 27 = 11-10, 24 x 28 = 11-34, 24 x 29 = 12-0, 24 x 30 = 12-24, 24 x 31 = 12-48, 24 x 32 = 13-14, 24 x 33 = 13-38, 24 x 34 = 14-4, 24 x 35 = 14-28, 24 x 36 = 14-52, 24 x 37 = 15-18, 24 x 38 = 15-42, 24 x 39 = 16-8, 24 x 40 = 16-32, 24 x 41 = 16-56, 24 x 42 = 17-22, 24 x 43 = 17-46, 24 x 44 = 18-12, 24 x 45 = 18-36, 24 x 46 = 19-2, 24 x 47 = 19-26, 24 x 48 = 19-50, 24 x 49 = 20-16, 24 x 50 = 20-40, 24 x 51 = 21-6, 24 x 52 = 21-30, 24 x 53 = 21-54, 24 x 54 = 22-20, 24 x 55 = 22-44, 24 x 56 = 23-10, 24 x 57 = 23-34, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 1-17, 25 x 4 = 1-42, 25 x 5 = 2-9, 25 x 6 = 2-34, 25 x 7 = 3-1, 25 x 8 = 3-26, 25 x 9 = 3-51, 25 x 10 = 4-18, 25 x 11 = 4-43, 25 x 12 = 5-10, 25 x 13 = 5-35, 25 x 14 = 6-2, 25 x 15 = 6-27, 25 x 16 = 6-52, 25 x 17 = 7-19, 25 x 18 = 7-44, 25 x 19 = 8-11, 25 x 20 = 8-36, 25 x 21 = 9-3, 25 x 22 = 9-28, 25 x 23 = 9-53, 25 x 24 = 10-20, 25 x 25 = 10-45, 25 x 26 = 11-12, 25 x 27 = 11-37, 25 x 28 = 12-4, 25 x 29 = 12-29, 25 x 30 = 12-54, 25 x 31 = 13-21, 25 x 32 = 13-46, 25 x 33 = 14-13, 25 x 34 = 14-38, 25 x 35 = 15-5, 25 x 36 = 15-30, 25 x 37 = 15-55, 25 x 38 = 16-22, 25 x 39 = 16-47, 25 x 40 = 17-14, 25 x 41 = 17-39, 25 x 42 = 18-6, 25 x 43 = 18-31, 25 x 44 = 18-56, 25 x 45 = 19-23, 25 x 46 = 19-48, 25 x 47 = 20-15, 25 x 48 = 20-40, 25 x 49 = 21-7, 25 x 50 = 21-32, 25 x 51 = 21-57, 25 x 52 = 22-24, 25 x 53 = 22-49, 25 x 54 = 23-16, 25 x 55 = 23-41, 25 x 56 = 24-8, 25 x 57 = 24-33, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 1-20, 26 x 4 = 1-46, 26 x 5 = 2-14, 26 x 6 = 2-40, 26 x 7 = 3-8, 26 x 8 = 3-34, 26 x 9 = 4-2, 26 x 10 = 4-28, 26 x 11 = 4-54, 26 x 12 = 5-22, 26 x 13 = 5-48, 26 x 14 = 6-16, 26 x 15 = 6-42, 26 x 16 = 7-10, 26 x 17 = 7-36, 26 x 18 = 8-4, 26 x 19 = 8-30, 26 x 20 = 8-56, 26 x 21 = 9-24, 26 x 22 = 9-50, 26 x 23 = 10-18, 26 x 24 = 10-44, 26 x 25 = 11-12, 26 x 26 = 11-38, 26 x 27 = 12-6, 26 x 28 = 12-32, 26 x 29 = 13-0, 26 x 30 = 13-26, 26 x 31 = 13-52, 26 x 32 = 14-20, 26 x 33 = 14-46, 26 x 34 = 15-14, 26 x 35 = 15-40, 26 x 36 = 16-8, 26 x 37 = 16-34, 26 x 38 = 17-2, 26 x 39 = 17-28, 26 x 40 = 17-54, 26 x 41 = 18-22, 26 x 42 = 18-48, 26 x 43 = 19-16, 26 x 44 = 19-42, 26 x 45 = 20-10, 26 x 46 = 20-36, 26 x 47 = 21-4, 26 x 48 = 21-30, 26 x 49 = 21-56, 26 x 50 = 22-24, 26 x 51 = 22-50, 26 x 52 = 23-18, 26 x 53 = 23-44, 26 x 54 = 24-12, 26 x 55 = 24-38, 26 x 56 = 25-6, 26 x 57 = 25-32, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 1-23, 27 x 4 = 1-50, 27 x 5 = 2-19, 27 x 6 = 2-46, 27 x 7 = 3-15, 27 x 8 = 3-42, 27 x 9 = 4-11, 27 x 10 = 4-38, 27 x 11 = 5-7, 27 x 12 = 5-34, 27 x 13 = 6-3, 27 x 14 = 6-30, 27 x 15 = 6-57, 27 x 16 = 7-26, 27 x 17 = 7-53, 27 x 18 = 8-22, 27 x 19 = 8-49, 27 x 20 = 9-18, 27 x 21 = 9-45, 27 x 22 = 10-14, 27 x 23 = 10-41, 27 x 24 = 11-10, 27 x 25 = 11-37, 27 x 26 = 12-6, 27 x 27 = 12-33, 27 x 28 = 13-2, 27 x 29 = 13-29, 27 x 30 = 13-56, 27 x 31 = 14-25, 27 x 32 = 14-52, 27 x 33 = 15-21, 27 x 34 = 15-48, 27 x 35 = 16-17, 27 x 36 = 16-44, 27 x 37 = 17-13, 27 x 38 = 17-40, 27 x 39 = 18-9, 27 x 40 = 18-36, 27 x 41 = 19-5, 27 x 42 = 19-32, 27 x 43 = 20-1, 27 x 44 = 20-28, 27 x 45 = 20-55, 27 x 46 = 21-24, 27 x 47 = 21-51, 27 x 48 = 22-20, 27 x 49 = 22-47, 27 x 50 = 23-16, 27 x 51 = 23-43, 27 x 52 = 24-12, 27 x 53 = 24-39, 27 x 54 = 25-8, 27 x 55 = 25-35, 27 x 56 = 26-4, 27 x 57 = 26-31, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 1-26, 28 x 4 = 1-54, 28 x 5 = 2-24, 28 x 6 = 2-52, 28 x 7 = 3-22, 28 x 8 = 3-50, 28 x 9 = 4-20, 28 x 10 = 4-48, 28 x 11 = 5-18, 28 x 12 = 5-46, 28 x 13 = 6-16, 28 x 14 = 6-44, 28 x 15 = 7-14, 28 x 16 = 7-42, 28 x 17 = 8-12, 28 x 18 = 8-40, 28 x 19 = 9-10, 28 x 20 = 9-38, 28 x 21 = 10-8, 28 x 22 = 10-36, 28 x 23 = 11-6, 28 x 24 = 11-34, 28 x 25 = 12-4, 28 x 26 = 12-32, 28 x 27 = 13-2, 28 x 28 = 13-30, 28 x 29 = 14-0, 28 x 30 = 14-28, 28 x 31 = 14-56, 28 x 32 = 15-26, 28 x 33 = 15-54, 28 x 34 = 16-24, 28 x 35 = 16-52, 28 x 36 = 17-22, 28 x 37 = 17-50, 28 x 38 = 18-20, 28 x 39 = 18-48, 28 x 40 = 19-18, 28 x 41 = 19-46, 28 x 42 = 20-16, 28 x 43 = 20-44, 28 x 44 = 21-14, 28 x 45 = 21-42, 28 x 46 = 22-12, 28 x 47 = 22-40, 28 x 48 = 23-10, 28 x 49 = 23-38, 28 x 50 = 24-8, 28 x 51 = 24-36, 28 x 52 = 25-6, 28 x 53 = 25-34, 28 x 54 = 26-4, 28 x 55 = 26-32, 28 x 56 = 27-2, 28 x 57 = 27-30, 
