29 x 1 = 0-29, 29 x 2 = 1-0, 29 x 3 = 1-29, 29 x 4 = 2-0, 29 x 5 = 2-29, 29 x 6 = 3-0, 29 x 7 = 3-29, 29 x 8 = 4-0, 29 x 9 = 4-29, 29 x 10 = 5-0, 29 x 11 = 5-29, 29 x 12 = 6-0, 29 x 13 = 6-29, 29 x 14 = 7-0, 29 x 15 = 7-29, 29 x 16 = 8-0, 29 x 17 = 8-29, 29 x 18 = 9-0, 29 x 19 = 9-29, 29 x 20 = 10-0, 29 x 21 = 10-29, 29 x 22 = 11-0, 29 x 23 = 11-29, 29 x 24 = 12-0, 29 x 25 = 12-29, 29 x 26 = 13-0, 29 x 27 = 13-29, 29 x 28 = 14-0, 29 x 29 = 14-29, 29 x 30 = 15-0, 29 x 31 = 15-29, 29 x 32 = 16-0, 29 x 33 = 16-29, 29 x 34 = 17-0, 29 x 35 = 17-29, 29 x 36 = 18-0, 29 x 37 = 18-29, 29 x 38 = 19-0, 29 x 39 = 19-29, 29 x 40 = 20-0, 29 x 41 = 20-29, 29 x 42 = 21-0, 29 x 43 = 21-29, 29 x 44 = 22-0, 29 x 45 = 22-29, 29 x 46 = 23-0, 29 x 47 = 23-29, 29 x 48 = 24-0, 29 x 49 = 24-29, 29 x 50 = 25-0, 29 x 51 = 25-29, 29 x 52 = 26-0, 29 x 53 = 26-29, 29 x 54 = 27-0, 29 x 55 = 27-29, 29 x 56 = 28-0, 29 x 57 = 28-29, 
30 x 1 = 0-30, 30 x 2 = 1-2, 30 x 3 = 1-32, 30 x 4 = 2-4, 30 x 5 = 2-34, 30 x 6 = 3-6, 30 x 7 = 3-36, 30 x 8 = 4-8, 30 x 9 = 4-38, 30 x 10 = 5-10, 30 x 11 = 5-40, 30 x 12 = 6-12, 30 x 13 = 6-42, 30 x 14 = 7-14, 30 x 15 = 7-44, 30 x 16 = 8-16, 30 x 17 = 8-46, 30 x 18 = 9-18, 30 x 19 = 9-48, 30 x 20 = 10-20, 30 x 21 = 10-50, 30 x 22 = 11-22, 30 x 23 = 11-52, 30 x 24 = 12-24, 30 x 25 = 12-54, 30 x 26 = 13-26, 30 x 27 = 13-56, 30 x 28 = 14-28, 30 x 29 = 15-0, 30 x 30 = 15-30, 30 x 31 = 16-2, 30 x 32 = 16-32, 30 x 33 = 17-4, 30 x 34 = 17-34, 30 x 35 = 18-6, 30 x 36 = 18-36, 30 x 37 = 19-8, 30 x 38 = 19-38, 30 x 39 = 20-10, 30 x 40 = 20-40, 30 x 41 = 21-12, 30 x 42 = 21-42, 30 x 43 = 22-14, 30 x 44 = 22-44, 30 x 45 = 23-16, 30 x 46 = 23-46, 30 x 47 = 24-18, 30 x 48 = 24-48, 30 x 49 = 25-20, 30 x 50 = 25-50, 30 x 51 = 26-22, 30 x 52 = 26-52, 30 x 53 = 27-24, 30 x 54 = 27-54, 30 x 55 = 28-26, 30 x 56 = 28-56, 30 x 57 = 29-28, 
31 x 1 = 0-31, 31 x 2 = 1-4, 31 x 3 = 1-35, 31 x 4 = 2-8, 31 x 5 = 2-39, 31 x 6 = 3-12, 31 x 7 = 3-43, 31 x 8 = 4-16, 31 x 9 = 4-47, 31 x 10 = 5-20, 31 x 11 = 5-51, 31 x 12 = 6-24, 31 x 13 = 6-55, 31 x 14 = 7-28, 31 x 15 = 8-1, 31 x 16 = 8-32, 31 x 17 = 9-5, 31 x 18 = 9-36, 31 x 19 = 10-9, 31 x 20 = 10-40, 31 x 21 = 11-13, 31 x 22 = 11-44, 31 x 23 = 12-17, 31 x 24 = 12-48, 31 x 25 = 13-21, 31 x 26 = 13-52, 31 x 27 = 14-25, 31 x 28 = 14-56, 31 x 29 = 15-29, 31 x 30 = 16-2, 31 x 31 = 16-33, 31 x 32 = 17-6, 31 x 33 = 17-37, 31 x 34 = 18-10, 31 x 35 = 18-41, 31 x 36 = 19-14, 31 x 37 = 19-45, 31 x 38 = 20-18, 31 x 39 = 20-49, 31 x 40 = 21-22, 31 x 41 = 21-53, 31 x 42 = 22-26, 31 x 43 = 22-57, 31 x 44 = 23-30, 31 x 45 = 24-3, 31 x 46 = 24-34, 31 x 47 = 25-7, 31 x 48 = 25-38, 31 x 49 = 26-11, 31 x 50 = 26-42, 31 x 51 = 27-15, 31 x 52 = 27-46, 31 x 53 = 28-19, 31 x 54 = 28-50, 31 x 55 = 29-23, 31 x 56 = 29-54, 31 x 57 = 30-27, 
32 x 1 = 0-32, 32 x 2 = 1-6, 32 x 3 = 1-38, 32 x 4 = 2-12, 32 x 5 = 2-44, 32 x 6 = 3-18, 32 x 7 = 3-50, 32 x 8 = 4-24, 32 x 9 = 4-56, 32 x 10 = 5-30, 32 x 11 = 6-4, 32 x 12 = 6-36, 32 x 13 = 7-10, 32 x 14 = 7-42, 32 x 15 = 8-16, 32 x 16 = 8-48, 32 x 17 = 9-22, 32 x 18 = 9-54, 32 x 19 = 10-28, 32 x 20 = 11-2, 32 x 21 = 11-34, 32 x 22 = 12-8, 32 x 23 = 12-40, 32 x 24 = 13-14, 32 x 25 = 13-46, 32 x 26 = 14-20, 32 x 27 = 14-52, 32 x 28 = 15-26, 32 x 29 = 16-0, 32 x 30 = 16-32, 32 x 31 = 17-6, 32 x 32 = 17-38, 32 x 33 = 18-12, 32 x 34 = 18-44, 32 x 35 = 19-18, 32 x 36 = 19-50, 32 x 37 = 20-24, 32 x 38 = 20-56, 32 x 39 = 21-30, 32 x 40 = 22-4, 32 x 41 = 22-36, 32 x 42 = 23-10, 32 x 43 = 23-42, 32 x 44 = 24-16, 32 x 45 = 24-48, 32 x 46 = 25-22, 32 x 47 = 25-54, 32 x 48 = 26-28, 32 x 49 = 27-2, 32 x 50 = 27-34, 32 x 51 = 28-8, 32 x 52 = 28-40, 32 x 53 = 29-14, 32 x 54 = 29-46, 32 x 55 = 30-20, 32 x 56 = 30-52, 32 x 57 = 31-26, 
33 x 1 = 0-33, 33 x 2 = 1-8, 33 x 3 = 1-41, 33 x 4 = 2-16, 33 x 5 = 2-49, 33 x 6 = 3-24, 33 x 7 = 3-57, 33 x 8 = 4-32, 33 x 9 = 5-7, 33 x 10 = 5-40, 33 x 11 = 6-15, 33 x 12 = 6-48, 33 x 13 = 7-23, 33 x 14 = 7-56, 33 x 15 = 8-31, 33 x 16 = 9-6, 33 x 17 = 9-39, 33 x 18 = 10-14, 33 x 19 = 10-47, 33 x 20 = 11-22, 33 x 21 = 11-55, 33 x 22 = 12-30, 33 x 23 = 13-5, 33 x 24 = 13-38, 33 x 25 = 14-13, 33 x 26 = 14-46, 33 x 27 = 15-21, 33 x 28 = 15-54, 33 x 29 = 16-29, 33 x 30 = 17-4, 33 x 31 = 17-37, 33 x 32 = 18-12, 33 x 33 = 18-45, 33 x 34 = 19-20, 33 x 35 = 19-53, 33 x 36 = 20-28, 33 x 37 = 21-3, 33 x 38 = 21-36, 33 x 39 = 22-11, 33 x 40 = 22-44, 33 x 41 = 23-19, 33 x 42 = 23-52, 33 x 43 = 24-27, 33 x 44 = 25-2, 33 x 45 = 25-35, 33 x 46 = 26-10, 33 x 47 = 26-43, 33 x 48 = 27-18, 33 x 49 = 27-51, 33 x 50 = 28-26, 33 x 51 = 29-1, 33 x 52 = 29-34, 33 x 53 = 30-9, 33 x 54 = 30-42, 33 x 55 = 31-17, 33 x 56 = 31-50, 33 x 57 = 32-25, 
34 x 1 = 0-34, 34 x 2 = 1-10, 34 x 3 = 1-44, 34 x 4 = 2-20, 34 x 5 = 2-54, 34 x 6 = 3-30, 34 x 7 = 4-6, 34 x 8 = 4-40, 34 x 9 = 5-16, 34 x 10 = 5-50, 34 x 11 = 6-26, 34 x 12 = 7-2, 34 x 13 = 7-36, 34 x 14 = 8-12, 34 x 15 = 8-46, 34 x 16 = 9-22, 34 x 17 = 9-56, 34 x 18 = 10-32, 34 x 19 = 11-8, 34 x 20 = 11-42, 34 x 21 = 12-18, 34 x 22 = 12-52, 34 x 23 = 13-28, 34 x 24 = 14-4, 34 x 25 = 14-38, 34 x 26 = 15-14, 34 x 27 = 15-48, 34 x 28 = 16-24, 34 x 29 = 17-0, 34 x 30 = 17-34, 34 x 31 = 18-10, 34 x 32 = 18-44, 34 x 33 = 19-20, 34 x 34 = 19-54, 34 x 35 = 20-30, 34 x 36 = 21-6, 34 x 37 = 21-40, 34 x 38 = 22-16, 34 x 39 = 22-50, 34 x 40 = 23-26, 34 x 41 = 24-2, 34 x 42 = 24-36, 34 x 43 = 25-12, 34 x 44 = 25-46, 34 x 45 = 26-22, 34 x 46 = 26-56, 34 x 47 = 27-32, 34 x 48 = 28-8, 34 x 49 = 28-42, 34 x 50 = 29-18, 34 x 51 = 29-52, 34 x 52 = 30-28, 34 x 53 = 31-4, 34 x 54 = 31-38, 34 x 55 = 32-14, 34 x 56 = 32-48, 34 x 57 = 33-24, 
35 x 1 = 0-35, 35 x 2 = 1-12, 35 x 3 = 1-47, 35 x 4 = 2-24, 35 x 5 = 3-1, 35 x 6 = 3-36, 35 x 7 = 4-13, 35 x 8 = 4-48, 35 x 9 = 5-25, 35 x 10 = 6-2, 35 x 11 = 6-37, 35 x 12 = 7-14, 35 x 13 = 7-49, 35 x 14 = 8-26, 35 x 15 = 9-3, 35 x 16 = 9-38, 35 x 17 = 10-15, 35 x 18 = 10-50, 35 x 19 = 11-27, 35 x 20 = 12-4, 35 x 21 = 12-39, 35 x 22 = 13-16, 35 x 23 = 13-51, 35 x 24 = 14-28, 35 x 25 = 15-5, 35 x 26 = 15-40, 35 x 27 = 16-17, 35 x 28 = 16-52, 35 x 29 = 17-29, 35 x 30 = 18-6, 35 x 31 = 18-41, 35 x 32 = 19-18, 35 x 33 = 19-53, 35 x 34 = 20-30, 35 x 35 = 21-7, 35 x 36 = 21-42, 35 x 37 = 22-19, 35 x 38 = 22-54, 35 x 39 = 23-31, 35 x 40 = 24-8, 35 x 41 = 24-43, 35 x 42 = 25-20, 35 x 43 = 25-55, 35 x 44 = 26-32, 35 x 45 = 27-9, 35 x 46 = 27-44, 35 x 47 = 28-21, 35 x 48 = 28-56, 35 x 49 = 29-33, 35 x 50 = 30-10, 35 x 51 = 30-45, 35 x 52 = 31-22, 35 x 53 = 31-57, 35 x 54 = 32-34, 35 x 55 = 33-11, 35 x 56 = 33-46, 35 x 57 = 34-23, 
36 x 1 = 0-36, 36 x 2 = 1-14, 36 x 3 = 1-50, 36 x 4 = 2-28, 36 x 5 = 3-6, 36 x 6 = 3-42, 36 x 7 = 4-20, 36 x 8 = 4-56, 36 x 9 = 5-34, 36 x 10 = 6-12, 36 x 11 = 6-48, 36 x 12 = 7-26, 36 x 13 = 8-4, 36 x 14 = 8-40, 36 x 15 = 9-18, 36 x 16 = 9-54, 36 x 17 = 10-32, 36 x 18 = 11-10, 36 x 19 = 11-46, 36 x 20 = 12-24, 36 x 21 = 13-2, 36 x 22 = 13-38, 36 x 23 = 14-16, 36 x 24 = 14-52, 36 x 25 = 15-30, 36 x 26 = 16-8, 36 x 27 = 16-44, 36 x 28 = 17-22, 36 x 29 = 18-0, 36 x 30 = 18-36, 36 x 31 = 19-14, 36 x 32 = 19-50, 36 x 33 = 20-28, 36 x 34 = 21-6, 36 x 35 = 21-42, 36 x 36 = 22-20, 36 x 37 = 22-56, 36 x 38 = 23-34, 36 x 39 = 24-12, 36 x 40 = 24-48, 36 x 41 = 25-26, 36 x 42 = 26-4, 36 x 43 = 26-40, 36 x 44 = 27-18, 36 x 45 = 27-54, 36 x 46 = 28-32, 36 x 47 = 29-10, 36 x 48 = 29-46, 36 x 49 = 30-24, 36 x 50 = 31-2, 36 x 51 = 31-38, 36 x 52 = 32-16, 36 x 53 = 32-52, 36 x 54 = 33-30, 36 x 55 = 34-8, 36 x 56 = 34-44, 36 x 57 = 35-22, 
37 x 1 = 0-37, 37 x 2 = 1-16, 37 x 3 = 1-53, 37 x 4 = 2-32, 37 x 5 = 3-11, 37 x 6 = 3-48, 37 x 7 = 4-27, 37 x 8 = 5-6, 37 x 9 = 5-43, 37 x 10 = 6-22, 37 x 11 = 7-1, 37 x 12 = 7-38, 37 x 13 = 8-17, 37 x 14 = 8-54, 37 x 15 = 9-33, 37 x 16 = 10-12, 37 x 17 = 10-49, 37 x 18 = 11-28, 37 x 19 = 12-7, 37 x 20 = 12-44, 37 x 21 = 13-23, 37 x 22 = 14-2, 37 x 23 = 14-39, 37 x 24 = 15-18, 37 x 25 = 15-55, 37 x 26 = 16-34, 37 x 27 = 17-13, 37 x 28 = 17-50, 37 x 29 = 18-29, 37 x 30 = 19-8, 37 x 31 = 19-45, 37 x 32 = 20-24, 37 x 33 = 21-3, 37 x 34 = 21-40, 37 x 35 = 22-19, 37 x 36 = 22-56, 37 x 37 = 23-35, 37 x 38 = 24-14, 37 x 39 = 24-51, 37 x 40 = 25-30, 37 x 41 = 26-9, 37 x 42 = 26-46, 37 x 43 = 27-25, 37 x 44 = 28-4, 37 x 45 = 28-41, 37 x 46 = 29-20, 37 x 47 = 29-57, 37 x 48 = 30-36, 37 x 49 = 31-15, 37 x 50 = 31-52, 37 x 51 = 32-31, 37 x 52 = 33-10, 37 x 53 = 33-47, 37 x 54 = 34-26, 37 x 55 = 35-5, 37 x 56 = 35-42, 37 x 57 = 36-21, 
38 x 1 = 0-38, 38 x 2 = 1-18, 38 x 3 = 1-56, 38 x 4 = 2-36, 38 x 5 = 3-16, 38 x 6 = 3-54, 38 x 7 = 4-34, 38 x 8 = 5-14, 38 x 9 = 5-52, 38 x 10 = 6-32, 38 x 11 = 7-12, 38 x 12 = 7-50, 38 x 13 = 8-30, 38 x 14 = 9-10, 38 x 15 = 9-48, 38 x 16 = 10-28, 38 x 17 = 11-8, 38 x 18 = 11-46, 38 x 19 = 12-26, 38 x 20 = 13-6, 38 x 21 = 13-44, 38 x 22 = 14-24, 38 x 23 = 15-4, 38 x 24 = 15-42, 38 x 25 = 16-22, 38 x 26 = 17-2, 38 x 27 = 17-40, 38 x 28 = 18-20, 38 x 29 = 19-0, 38 x 30 = 19-38, 38 x 31 = 20-18, 38 x 32 = 20-56, 38 x 33 = 21-36, 38 x 34 = 22-16, 38 x 35 = 22-54, 38 x 36 = 23-34, 38 x 37 = 24-14, 38 x 38 = 24-52, 38 x 39 = 25-32, 38 x 40 = 26-12, 38 x 41 = 26-50, 38 x 42 = 27-30, 38 x 43 = 28-10, 38 x 44 = 28-48, 38 x 45 = 29-28, 38 x 46 = 30-8, 38 x 47 = 30-46, 38 x 48 = 31-26, 38 x 49 = 32-6, 38 x 50 = 32-44, 38 x 51 = 33-24, 38 x 52 = 34-4, 38 x 53 = 34-42, 38 x 54 = 35-22, 38 x 55 = 36-2, 38 x 56 = 36-40, 38 x 57 = 37-20, 
39 x 1 = 0-39, 39 x 2 = 1-20, 39 x 3 = 2-1, 39 x 4 = 2-40, 39 x 5 = 3-21, 39 x 6 = 4-2, 39 x 7 = 4-41, 39 x 8 = 5-22, 39 x 9 = 6-3, 39 x 10 = 6-42, 39 x 11 = 7-23, 39 x 12 = 8-4, 39 x 13 = 8-43, 39 x 14 = 9-24, 39 x 15 = 10-5, 39 x 16 = 10-44, 39 x 17 = 11-25, 39 x 18 = 12-6, 39 x 19 = 12-45, 39 x 20 = 13-26, 39 x 21 = 14-7, 39 x 22 = 14-46, 39 x 23 = 15-27, 39 x 24 = 16-8, 39 x 25 = 16-47, 39 x 26 = 17-28, 39 x 27 = 18-9, 39 x 28 = 18-48, 39 x 29 = 19-29, 39 x 30 = 20-10, 39 x 31 = 20-49, 39 x 32 = 21-30, 39 x 33 = 22-11, 39 x 34 = 22-50, 39 x 35 = 23-31, 39 x 36 = 24-12, 39 x 37 = 24-51, 39 x 38 = 25-32, 39 x 39 = 26-13, 39 x 40 = 26-52, 39 x 41 = 27-33, 39 x 42 = 28-14, 39 x 43 = 28-53, 39 x 44 = 29-34, 39 x 45 = 30-15, 39 x 46 = 30-54, 39 x 47 = 31-35, 39 x 48 = 32-16, 39 x 49 = 32-55, 39 x 50 = 33-36, 39 x 51 = 34-17, 39 x 52 = 34-56, 39 x 53 = 35-37, 39 x 54 = 36-18, 39 x 55 = 36-57, 39 x 56 = 37-38, 39 x 57 = 38-19, 
40 x 1 = 0-40, 40 x 2 = 1-22, 40 x 3 = 2-4, 40 x 4 = 2-44, 40 x 5 = 3-26, 40 x 6 = 4-8, 40 x 7 = 4-48, 40 x 8 = 5-30, 40 x 9 = 6-12, 40 x 10 = 6-52, 40 x 11 = 7-34, 40 x 12 = 8-16, 40 x 13 = 8-56, 40 x 14 = 9-38, 40 x 15 = 10-20, 40 x 16 = 11-2, 40 x 17 = 11-42, 40 x 18 = 12-24, 40 x 19 = 13-6, 40 x 20 = 13-46, 40 x 21 = 14-28, 40 x 22 = 15-10, 40 x 23 = 15-50, 40 x 24 = 16-32, 40 x 25 = 17-14, 40 x 26 = 17-54, 40 x 27 = 18-36, 40 x 28 = 19-18, 40 x 29 = 20-0, 40 x 30 = 20-40, 40 x 31 = 21-22, 40 x 32 = 22-4, 40 x 33 = 22-44, 40 x 34 = 23-26, 40 x 35 = 24-8, 40 x 36 = 24-48, 40 x 37 = 25-30, 40 x 38 = 26-12, 40 x 39 = 26-52, 40 x 40 = 27-34, 40 x 41 = 28-16, 40 x 42 = 28-56, 40 x 43 = 29-38, 40 x 44 = 30-20, 40 x 45 = 31-2, 40 x 46 = 31-42, 40 x 47 = 32-24, 40 x 48 = 33-6, 40 x 49 = 33-46, 40 x 50 = 34-28, 40 x 51 = 35-10, 40 x 52 = 35-50, 40 x 53 = 36-32, 40 x 54 = 37-14, 40 x 55 = 37-54, 40 x 56 = 38-36, 40 x 57 = 39-18, 
41 x 1 = 0-41, 41 x 2 = 1-24, 41 x 3 = 2-7, 41 x 4 = 2-48, 41 x 5 = 3-31, 41 x 6 = 4-14, 41 x 7 = 4-55, 41 x 8 = 5-38, 41 x 9 = 6-21, 41 x 10 = 7-4, 41 x 11 = 7-45, 41 x 12 = 8-28, 41 x 13 = 9-11, 41 x 14 = 9-52, 41 x 15 = 10-35, 41 x 16 = 11-18, 41 x 17 = 12-1, 41 x 18 = 12-42, 41 x 19 = 13-25, 41 x 20 = 14-8, 41 x 21 = 14-49, 41 x 22 = 15-32, 41 x 23 = 16-15, 41 x 24 = 16-56, 41 x 25 = 17-39, 41 x 26 = 18-22, 41 x 27 = 19-5, 41 x 28 = 19-46, 41 x 29 = 20-29, 41 x 30 = 21-12, 41 x 31 = 21-53, 41 x 32 = 22-36, 41 x 33 = 23-19, 41 x 34 = 24-2, 41 x 35 = 24-43, 41 x 36 = 25-26, 41 x 37 = 26-9, 41 x 38 = 26-50, 41 x 39 = 27-33, 41 x 40 = 28-16, 41 x 41 = 28-57, 41 x 42 = 29-40, 41 x 43 = 30-23, 41 x 44 = 31-6, 41 x 45 = 31-47, 41 x 46 = 32-30, 41 x 47 = 33-13, 41 x 48 = 33-54, 41 x 49 = 34-37, 41 x 50 = 35-20, 41 x 51 = 36-3, 41 x 52 = 36-44, 41 x 53 = 37-27, 41 x 54 = 38-10, 41 x 55 = 38-51, 41 x 56 = 39-34, 41 x 57 = 40-17, 
42 x 1 = 0-42, 42 x 2 = 1-26, 42 x 3 = 2-10, 42 x 4 = 2-52, 42 x 5 = 3-36, 42 x 6 = 4-20, 42 x 7 = 5-4, 42 x 8 = 5-46, 42 x 9 = 6-30, 42 x 10 = 7-14, 42 x 11 = 7-56, 42 x 12 = 8-40, 42 x 13 = 9-24, 42 x 14 = 10-8, 42 x 15 = 10-50, 42 x 16 = 11-34, 42 x 17 = 12-18, 42 x 18 = 13-2, 42 x 19 = 13-44, 42 x 20 = 14-28, 42 x 21 = 15-12, 42 x 22 = 15-54, 42 x 23 = 16-38, 42 x 24 = 17-22, 42 x 25 = 18-6, 42 x 26 = 18-48, 42 x 27 = 19-32, 42 x 28 = 20-16, 42 x 29 = 21-0, 42 x 30 = 21-42, 42 x 31 = 22-26, 42 x 32 = 23-10, 42 x 33 = 23-52, 42 x 34 = 24-36, 42 x 35 = 25-20, 42 x 36 = 26-4, 42 x 37 = 26-46, 42 x 38 = 27-30, 42 x 39 = 28-14, 42 x 40 = 28-56, 42 x 41 = 29-40, 42 x 42 = 30-24, 42 x 43 = 31-8, 42 x 44 = 31-50, 42 x 45 = 32-34, 42 x 46 = 33-18, 42 x 47 = 34-2, 42 x 48 = 34-44, 42 x 49 = 35-28, 42 x 50 = 36-12, 42 x 51 = 36-54, 42 x 52 = 37-38, 42 x 53 = 38-22, 42 x 54 = 39-6, 42 x 55 = 39-48, 42 x 56 = 40-32, 42 x 57 = 41-16, 
43 x 1 = 0-43, 43 x 2 = 1-28, 43 x 3 = 2-13, 43 x 4 = 2-56, 43 x 5 = 3-41, 43 x 6 = 4-26, 43 x 7 = 5-11, 43 x 8 = 5-54, 43 x 9 = 6-39, 43 x 10 = 7-24, 43 x 11 = 8-9, 43 x 12 = 8-52, 43 x 13 = 9-37, 43 x 14 = 10-22, 43 x 15 = 11-7, 43 x 16 = 11-50, 43 x 17 = 12-35, 43 x 18 = 13-20, 43 x 19 = 14-5, 43 x 20 = 14-48, 43 x 21 = 15-33, 43 x 22 = 16-18, 43 x 23 = 17-3, 43 x 24 = 17-46, 43 x 25 = 18-31, 43 x 26 = 19-16, 43 x 27 = 20-1, 43 x 28 = 20-44, 43 x 29 = 21-29, 43 x 30 = 22-14, 43 x 31 = 22-57, 43 x 32 = 23-42, 43 x 33 = 24-27, 43 x 34 = 25-12, 43 x 35 = 25-55, 43 x 36 = 26-40, 43 x 37 = 27-25, 43 x 38 = 28-10, 43 x 39 = 28-53, 43 x 40 = 29-38, 43 x 41 = 30-23, 43 x 42 = 31-8, 43 x 43 = 31-51, 43 x 44 = 32-36, 43 x 45 = 33-21, 43 x 46 = 34-6, 43 x 47 = 34-49, 43 x 48 = 35-34, 43 x 49 = 36-19, 43 x 50 = 37-4, 43 x 51 = 37-47, 43 x 52 = 38-32, 43 x 53 = 39-17, 43 x 54 = 40-2, 43 x 55 = 40-45, 43 x 56 = 41-30, 43 x 57 = 42-15, 
44 x 1 = 0-44, 44 x 2 = 1-30, 44 x 3 = 2-16, 44 x 4 = 3-2, 44 x 5 = 3-46, 44 x 6 = 4-32, 44 x 7 = 5-18, 44 x 8 = 6-4, 44 x 9 = 6-48, 44 x 10 = 7-34, 44 x 11 = 8-20, 44 x 12 = 9-6, 44 x 13 = 9-50, 44 x 14 = 10-36, 44 x 15 = 11-22, 44 x 16 = 12-8, 44 x 17 = 12-52, 44 x 18 = 13-38, 44 x 19 = 14-24, 44 x 20 = 15-10, 44 x 21 = 15-54, 44 x 22 = 16-40, 44 x 23 = 17-26, 44 x 24 = 18-12, 44 x 25 = 18-56, 44 x 26 = 19-42, 44 x 27 = 20-28, 44 x 28 = 21-14, 44 x 29 = 22-0, 44 x 30 = 22-44, 44 x 31 = 23-30, 44 x 32 = 24-16, 44 x 33 = 25-2, 44 x 34 = 25-46, 44 x 35 = 26-32, 44 x 36 = 27-18, 44 x 37 = 28-4, 44 x 38 = 28-48, 44 x 39 = 29-34, 44 x 40 = 30-20, 44 x 41 = 31-6, 44 x 42 = 31-50, 44 x 43 = 32-36, 44 x 44 = 33-22, 44 x 45 = 34-8, 44 x 46 = 34-52, 44 x 47 = 35-38, 44 x 48 = 36-24, 44 x 49 = 37-10, 44 x 50 = 37-54, 44 x 51 = 38-40, 44 x 52 = 39-26, 44 x 53 = 40-12, 44 x 54 = 40-56, 44 x 55 = 41-42, 44 x 56 = 42-28, 44 x 57 = 43-14, 
45 x 1 = 0-45, 45 x 2 = 1-32, 45 x 3 = 2-19, 45 x 4 = 3-6, 45 x 5 = 3-51, 45 x 6 = 4-38, 45 x 7 = 5-25, 45 x 8 = 6-12, 45 x 9 = 6-57, 45 x 10 = 7-44, 45 x 11 = 8-31, 45 x 12 = 9-18, 45 x 13 = 10-5, 45 x 14 = 10-50, 45 x 15 = 11-37, 45 x 16 = 12-24, 45 x 17 = 13-11, 45 x 18 = 13-56, 45 x 19 = 14-43, 45 x 20 = 15-30, 45 x 21 = 16-17, 45 x 22 = 17-4, 45 x 23 = 17-49, 45 x 24 = 18-36, 45 x 25 = 19-23, 45 x 26 = 20-10, 45 x 27 = 20-55, 45 x 28 = 21-42, 45 x 29 = 22-29, 45 x 30 = 23-16, 45 x 31 = 24-3, 45 x 32 = 24-48, 45 x 33 = 25-35, 45 x 34 = 26-22, 45 x 35 = 27-9, 45 x 36 = 27-54, 45 x 37 = 28-41, 45 x 38 = 29-28, 45 x 39 = 30-15, 45 x 40 = 31-2, 45 x 41 = 31-47, 45 x 42 = 32-34, 45 x 43 = 33-21, 45 x 44 = 34-8, 45 x 45 = 34-53, 45 x 46 = 35-40, 45 x 47 = 36-27, 45 x 48 = 37-14, 45 x 49 = 38-1, 45 x 50 = 38-46, 45 x 51 = 39-33, 45 x 52 = 40-20, 45 x 53 = 41-7, 45 x 54 = 41-52, 45 x 55 = 42-39, 45 x 56 = 43-26, 45 x 57 = 44-13, 
46 x 1 = 0-46, 46 x 2 = 1-34, 46 x 3 = 2-22, 46 x 4 = 3-10, 46 x 5 = 3-56, 46 x 6 = 4-44, 46 x 7 = 5-32, 46 x 8 = 6-20, 46 x 9 = 7-8, 46 x 10 = 7-54, 46 x 11 = 8-42, 46 x 12 = 9-30, 46 x 13 = 10-18, 46 x 14 = 11-6, 46 x 15 = 11-52, 46 x 16 = 12-40, 46 x 17 = 13-28, 46 x 18 = 14-16, 46 x 19 = 15-4, 46 x 20 = 15-50, 46 x 21 = 16-38, 46 x 22 = 17-26, 46 x 23 = 18-14, 46 x 24 = 19-2, 46 x 25 = 19-48, 46 x 26 = 20-36, 46 x 27 = 21-24, 46 x 28 = 22-12, 46 x 29 = 23-0, 46 x 30 = 23-46, 46 x 31 = 24-34, 46 x 32 = 25-22, 46 x 33 = 26-10, 46 x 34 = 26-56, 46 x 35 = 27-44, 46 x 36 = 28-32, 46 x 37 = 29-20, 46 x 38 = 30-8, 46 x 39 = 30-54, 46 x 40 = 31-42, 46 x 41 = 32-30, 46 x 42 = 33-18, 46 x 43 = 34-6, 46 x 44 = 34-52, 46 x 45 = 35-40, 46 x 46 = 36-28, 46 x 47 = 37-16, 46 x 48 = 38-4, 46 x 49 = 38-50, 46 x 50 = 39-38, 46 x 51 = 40-26, 46 x 52 = 41-14, 46 x 53 = 42-2, 46 x 54 = 42-48, 46 x 55 = 43-36, 46 x 56 = 44-24, 46 x 57 = 45-12, 
