11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 1-2, 11 x 9 = 1-13, 11 x 10 = 1-24, 11 x 11 = 1-35, 11 x 12 = 1-46, 11 x 13 = 1-57, 11 x 14 = 1-68, 11 x 15 = 1-79, 11 x 16 = 2-4, 11 x 17 = 2-15, 11 x 18 = 2-26, 11 x 19 = 2-37, 11 x 20 = 2-48, 11 x 21 = 2-59, 11 x 22 = 2-70, 11 x 23 = 2-81, 11 x 24 = 3-6, 11 x 25 = 3-17, 11 x 26 = 3-28, 11 x 27 = 3-39, 11 x 28 = 3-50, 11 x 29 = 3-61, 11 x 30 = 3-72, 11 x 31 = 3-83, 11 x 32 = 4-8, 11 x 33 = 4-19, 11 x 34 = 4-30, 11 x 35 = 4-41, 11 x 36 = 4-52, 11 x 37 = 4-63, 11 x 38 = 4-74, 11 x 39 = 4-85, 11 x 40 = 5-10, 11 x 41 = 5-21, 11 x 42 = 5-32, 11 x 43 = 5-43, 11 x 44 = 5-54, 11 x 45 = 5-65, 11 x 46 = 5-76, 11 x 47 = 6-1, 11 x 48 = 6-12, 11 x 49 = 6-23, 11 x 50 = 6-34, 11 x 51 = 6-45, 11 x 52 = 6-56, 11 x 53 = 6-67, 11 x 54 = 6-78, 11 x 55 = 7-3, 11 x 56 = 7-14, 11 x 57 = 7-25, 11 x 58 = 7-36, 11 x 59 = 7-47, 11 x 60 = 7-58, 11 x 61 = 7-69, 11 x 62 = 7-80, 11 x 63 = 8-5, 11 x 64 = 8-16, 11 x 65 = 8-27, 11 x 66 = 8-38, 11 x 67 = 8-49, 11 x 68 = 8-60, 11 x 69 = 8-71, 11 x 70 = 8-82, 11 x 71 = 9-7, 11 x 72 = 9-18, 11 x 73 = 9-29, 11 x 74 = 9-40, 11 x 75 = 9-51, 11 x 76 = 9-62, 11 x 77 = 9-73, 11 x 78 = 9-84, 11 x 79 = 10-9, 11 x 80 = 10-20, 11 x 81 = 10-31, 11 x 82 = 10-42, 11 x 83 = 10-53, 11 x 84 = 10-64, 11 x 85 = 10-75, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 1-10, 12 x 9 = 1-22, 12 x 10 = 1-34, 12 x 11 = 1-46, 12 x 12 = 1-58, 12 x 13 = 1-70, 12 x 14 = 1-82, 12 x 15 = 2-8, 12 x 16 = 2-20, 12 x 17 = 2-32, 12 x 18 = 2-44, 12 x 19 = 2-56, 12 x 20 = 2-68, 12 x 21 = 2-80, 12 x 22 = 3-6, 12 x 23 = 3-18, 12 x 24 = 3-30, 12 x 25 = 3-42, 12 x 26 = 3-54, 12 x 27 = 3-66, 12 x 28 = 3-78, 12 x 29 = 4-4, 12 x 30 = 4-16, 12 x 31 = 4-28, 12 x 32 = 4-40, 12 x 33 = 4-52, 12 x 34 = 4-64, 12 x 35 = 4-76, 12 x 36 = 5-2, 12 x 37 = 5-14, 12 x 38 = 5-26, 12 x 39 = 5-38, 12 x 40 = 5-50, 12 x 41 = 5-62, 12 x 42 = 5-74, 12 x 43 = 6-0, 12 x 44 = 6-12, 12 x 45 = 6-24, 12 x 46 = 6-36, 12 x 47 = 6-48, 12 x 48 = 6-60, 12 x 49 = 6-72, 12 x 50 = 6-84, 12 x 51 = 7-10, 12 x 52 = 7-22, 12 x 53 = 7-34, 12 x 54 = 7-46, 12 x 55 = 7-58, 12 x 56 = 7-70, 12 x 57 = 7-82, 12 x 58 = 8-8, 12 x 59 = 8-20, 12 x 60 = 8-32, 12 x 61 = 8-44, 12 x 62 = 8-56, 12 x 63 = 8-68, 12 x 64 = 8-80, 12 x 65 = 9-6, 12 x 66 = 9-18, 12 x 67 = 9-30, 12 x 68 = 9-42, 12 x 69 = 9-54, 12 x 70 = 9-66, 12 x 71 = 9-78, 12 x 72 = 10-4, 12 x 73 = 10-16, 12 x 74 = 10-28, 12 x 75 = 10-40, 12 x 76 = 10-52, 12 x 77 = 10-64, 12 x 78 = 10-76, 12 x 79 = 11-2, 12 x 80 = 11-14, 12 x 81 = 11-26, 12 x 82 = 11-38, 12 x 83 = 11-50, 12 x 84 = 11-62, 12 x 85 = 11-74, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 1-5, 13 x 8 = 1-18, 13 x 9 = 1-31, 13 x 10 = 1-44, 13 x 11 = 1-57, 13 x 12 = 1-70, 13 x 13 = 1-83, 13 x 14 = 2-10, 13 x 15 = 2-23, 13 x 16 = 2-36, 13 x 17 = 2-49, 13 x 18 = 2-62, 13 x 19 = 2-75, 13 x 20 = 3-2, 13 x 21 = 3-15, 13 x 22 = 3-28, 13 x 23 = 3-41, 13 x 24 = 3-54, 13 x 25 = 3-67, 13 x 26 = 3-80, 13 x 27 = 4-7, 13 x 28 = 4-20, 13 x 29 = 4-33, 13 x 30 = 4-46, 13 x 31 = 4-59, 13 x 32 = 4-72, 13 x 33 = 4-85, 13 x 34 = 5-12, 13 x 35 = 5-25, 13 x 36 = 5-38, 13 x 37 = 5-51, 13 x 38 = 5-64, 13 x 39 = 5-77, 13 x 40 = 6-4, 13 x 41 = 6-17, 13 x 42 = 6-30, 13 x 43 = 6-43, 13 x 44 = 6-56, 13 x 45 = 6-69, 13 x 46 = 6-82, 13 x 47 = 7-9, 13 x 48 = 7-22, 13 x 49 = 7-35, 13 x 50 = 7-48, 13 x 51 = 7-61, 13 x 52 = 7-74, 13 x 53 = 8-1, 13 x 54 = 8-14, 13 x 55 = 8-27, 13 x 56 = 8-40, 13 x 57 = 8-53, 13 x 58 = 8-66, 13 x 59 = 8-79, 13 x 60 = 9-6, 13 x 61 = 9-19, 13 x 62 = 9-32, 13 x 63 = 9-45, 13 x 64 = 9-58, 13 x 65 = 9-71, 13 x 66 = 9-84, 13 x 67 = 10-11, 13 x 68 = 10-24, 13 x 69 = 10-37, 13 x 70 = 10-50, 13 x 71 = 10-63, 13 x 72 = 10-76, 13 x 73 = 11-3, 13 x 74 = 11-16, 13 x 75 = 11-29, 13 x 76 = 11-42, 13 x 77 = 11-55, 13 x 78 = 11-68, 13 x 79 = 11-81, 13 x 80 = 12-8, 13 x 81 = 12-21, 13 x 82 = 12-34, 13 x 83 = 12-47, 13 x 84 = 12-60, 13 x 85 = 12-73, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 1-12, 14 x 8 = 1-26, 14 x 9 = 1-40, 14 x 10 = 1-54, 14 x 11 = 1-68, 14 x 12 = 1-82, 14 x 13 = 2-10, 14 x 14 = 2-24, 14 x 15 = 2-38, 14 x 16 = 2-52, 14 x 17 = 2-66, 14 x 18 = 2-80, 14 x 19 = 3-8, 14 x 20 = 3-22, 14 x 21 = 3-36, 14 x 22 = 3-50, 14 x 23 = 3-64, 14 x 24 = 3-78, 14 x 25 = 4-6, 14 x 26 = 4-20, 14 x 27 = 4-34, 14 x 28 = 4-48, 14 x 29 = 4-62, 14 x 30 = 4-76, 14 x 31 = 5-4, 14 x 32 = 5-18, 14 x 33 = 5-32, 14 x 34 = 5-46, 14 x 35 = 5-60, 14 x 36 = 5-74, 14 x 37 = 6-2, 14 x 38 = 6-16, 14 x 39 = 6-30, 14 x 40 = 6-44, 14 x 41 = 6-58, 14 x 42 = 6-72, 14 x 43 = 7-0, 14 x 44 = 7-14, 14 x 45 = 7-28, 14 x 46 = 7-42, 14 x 47 = 7-56, 14 x 48 = 7-70, 14 x 49 = 7-84, 14 x 50 = 8-12, 14 x 51 = 8-26, 14 x 52 = 8-40, 14 x 53 = 8-54, 14 x 54 = 8-68, 14 x 55 = 8-82, 14 x 56 = 9-10, 14 x 57 = 9-24, 14 x 58 = 9-38, 14 x 59 = 9-52, 14 x 60 = 9-66, 14 x 61 = 9-80, 14 x 62 = 10-8, 14 x 63 = 10-22, 14 x 64 = 10-36, 14 x 65 = 10-50, 14 x 66 = 10-64, 14 x 67 = 10-78, 14 x 68 = 11-6, 14 x 69 = 11-20, 14 x 70 = 11-34, 14 x 71 = 11-48, 14 x 72 = 11-62, 14 x 73 = 11-76, 14 x 74 = 12-4, 14 x 75 = 12-18, 14 x 76 = 12-32, 14 x 77 = 12-46, 14 x 78 = 12-60, 14 x 79 = 12-74, 14 x 80 = 13-2, 14 x 81 = 13-16, 14 x 82 = 13-30, 14 x 83 = 13-44, 14 x 84 = 13-58, 14 x 85 = 13-72, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 1-4, 15 x 7 = 1-19, 15 x 8 = 1-34, 15 x 9 = 1-49, 15 x 10 = 1-64, 15 x 11 = 1-79, 15 x 12 = 2-8, 15 x 13 = 2-23, 15 x 14 = 2-38, 15 x 15 = 2-53, 15 x 16 = 2-68, 15 x 17 = 2-83, 15 x 18 = 3-12, 15 x 19 = 3-27, 15 x 20 = 3-42, 15 x 21 = 3-57, 15 x 22 = 3-72, 15 x 23 = 4-1, 15 x 24 = 4-16, 15 x 25 = 4-31, 15 x 26 = 4-46, 15 x 27 = 4-61, 15 x 28 = 4-76, 15 x 29 = 5-5, 15 x 30 = 5-20, 15 x 31 = 5-35, 15 x 32 = 5-50, 15 x 33 = 5-65, 15 x 34 = 5-80, 15 x 35 = 6-9, 15 x 36 = 6-24, 15 x 37 = 6-39, 15 x 38 = 6-54, 15 x 39 = 6-69, 15 x 40 = 6-84, 15 x 41 = 7-13, 15 x 42 = 7-28, 15 x 43 = 7-43, 15 x 44 = 7-58, 15 x 45 = 7-73, 15 x 46 = 8-2, 15 x 47 = 8-17, 15 x 48 = 8-32, 15 x 49 = 8-47, 15 x 50 = 8-62, 15 x 51 = 8-77, 15 x 52 = 9-6, 15 x 53 = 9-21, 15 x 54 = 9-36, 15 x 55 = 9-51, 15 x 56 = 9-66, 15 x 57 = 9-81, 15 x 58 = 10-10, 15 x 59 = 10-25, 15 x 60 = 10-40, 15 x 61 = 10-55, 15 x 62 = 10-70, 15 x 63 = 10-85, 15 x 64 = 11-14, 15 x 65 = 11-29, 15 x 66 = 11-44, 15 x 67 = 11-59, 15 x 68 = 11-74, 15 x 69 = 12-3, 15 x 70 = 12-18, 15 x 71 = 12-33, 15 x 72 = 12-48, 15 x 73 = 12-63, 15 x 74 = 12-78, 15 x 75 = 13-7, 15 x 76 = 13-22, 15 x 77 = 13-37, 15 x 78 = 13-52, 15 x 79 = 13-67, 15 x 80 = 13-82, 15 x 81 = 14-11, 15 x 82 = 14-26, 15 x 83 = 14-41, 15 x 84 = 14-56, 15 x 85 = 14-71, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 1-10, 16 x 7 = 1-26, 16 x 8 = 1-42, 16 x 9 = 1-58, 16 x 10 = 1-74, 16 x 11 = 2-4, 16 x 12 = 2-20, 16 x 13 = 2-36, 16 x 14 = 2-52, 16 x 15 = 2-68, 16 x 16 = 2-84, 16 x 17 = 3-14, 16 x 18 = 3-30, 16 x 19 = 3-46, 16 x 20 = 3-62, 16 x 21 = 3-78, 16 x 22 = 4-8, 16 x 23 = 4-24, 16 x 24 = 4-40, 16 x 25 = 4-56, 16 x 26 = 4-72, 16 x 27 = 5-2, 16 x 28 = 5-18, 16 x 29 = 5-34, 16 x 30 = 5-50, 16 x 31 = 5-66, 16 x 32 = 5-82, 16 x 33 = 6-12, 16 x 34 = 6-28, 16 x 35 = 6-44, 16 x 36 = 6-60, 16 x 37 = 6-76, 16 x 38 = 7-6, 16 x 39 = 7-22, 16 x 40 = 7-38, 16 x 41 = 7-54, 16 x 42 = 7-70, 16 x 43 = 8-0, 16 x 44 = 8-16, 16 x 45 = 8-32, 16 x 46 = 8-48, 16 x 47 = 8-64, 16 x 48 = 8-80, 16 x 49 = 9-10, 16 x 50 = 9-26, 16 x 51 = 9-42, 16 x 52 = 9-58, 16 x 53 = 9-74, 16 x 54 = 10-4, 16 x 55 = 10-20, 16 x 56 = 10-36, 16 x 57 = 10-52, 16 x 58 = 10-68, 16 x 59 = 10-84, 16 x 60 = 11-14, 16 x 61 = 11-30, 16 x 62 = 11-46, 16 x 63 = 11-62, 16 x 64 = 11-78, 16 x 65 = 12-8, 16 x 66 = 12-24, 16 x 67 = 12-40, 16 x 68 = 12-56, 16 x 69 = 12-72, 16 x 70 = 13-2, 16 x 71 = 13-18, 16 x 72 = 13-34, 16 x 73 = 13-50, 16 x 74 = 13-66, 16 x 75 = 13-82, 16 x 76 = 14-12, 16 x 77 = 14-28, 16 x 78 = 14-44, 16 x 79 = 14-60, 16 x 80 = 14-76, 16 x 81 = 15-6, 16 x 82 = 15-22, 16 x 83 = 15-38, 16 x 84 = 15-54, 16 x 85 = 15-70, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 1-16, 17 x 7 = 1-33, 17 x 8 = 1-50, 17 x 9 = 1-67, 17 x 10 = 1-84, 17 x 11 = 2-15, 17 x 12 = 2-32, 17 x 13 = 2-49, 17 x 14 = 2-66, 17 x 15 = 2-83, 17 x 16 = 3-14, 17 x 17 = 3-31, 17 x 18 = 3-48, 17 x 19 = 3-65, 17 x 20 = 3-82, 17 x 21 = 4-13, 17 x 22 = 4-30, 17 x 23 = 4-47, 17 x 24 = 4-64, 17 x 25 = 4-81, 17 x 26 = 5-12, 17 x 27 = 5-29, 17 x 28 = 5-46, 17 x 29 = 5-63, 17 x 30 = 5-80, 17 x 31 = 6-11, 17 x 32 = 6-28, 17 x 33 = 6-45, 17 x 34 = 6-62, 17 x 35 = 6-79, 17 x 36 = 7-10, 17 x 37 = 7-27, 17 x 38 = 7-44, 17 x 39 = 7-61, 17 x 40 = 7-78, 17 x 41 = 8-9, 17 x 42 = 8-26, 17 x 43 = 8-43, 17 x 44 = 8-60, 17 x 45 = 8-77, 17 x 46 = 9-8, 17 x 47 = 9-25, 17 x 48 = 9-42, 17 x 49 = 9-59, 17 x 50 = 9-76, 17 x 51 = 10-7, 17 x 52 = 10-24, 17 x 53 = 10-41, 17 x 54 = 10-58, 17 x 55 = 10-75, 17 x 56 = 11-6, 17 x 57 = 11-23, 17 x 58 = 11-40, 17 x 59 = 11-57, 17 x 60 = 11-74, 17 x 61 = 12-5, 17 x 62 = 12-22, 17 x 63 = 12-39, 17 x 64 = 12-56, 17 x 65 = 12-73, 17 x 66 = 13-4, 17 x 67 = 13-21, 17 x 68 = 13-38, 17 x 69 = 13-55, 17 x 70 = 13-72, 17 x 71 = 14-3, 17 x 72 = 14-20, 17 x 73 = 14-37, 17 x 74 = 14-54, 17 x 75 = 14-71, 17 x 76 = 15-2, 17 x 77 = 15-19, 17 x 78 = 15-36, 17 x 79 = 15-53, 17 x 80 = 15-70, 17 x 81 = 16-1, 17 x 82 = 16-18, 17 x 83 = 16-35, 17 x 84 = 16-52, 17 x 85 = 16-69, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 1-4, 18 x 6 = 1-22, 18 x 7 = 1-40, 18 x 8 = 1-58, 18 x 9 = 1-76, 18 x 10 = 2-8, 18 x 11 = 2-26, 18 x 12 = 2-44, 18 x 13 = 2-62, 18 x 14 = 2-80, 18 x 15 = 3-12, 18 x 16 = 3-30, 18 x 17 = 3-48, 18 x 18 = 3-66, 18 x 19 = 3-84, 18 x 20 = 4-16, 18 x 21 = 4-34, 18 x 22 = 4-52, 18 x 23 = 4-70, 18 x 24 = 5-2, 18 x 25 = 5-20, 18 x 26 = 5-38, 18 x 27 = 5-56, 18 x 28 = 5-74, 18 x 29 = 6-6, 18 x 30 = 6-24, 18 x 31 = 6-42, 18 x 32 = 6-60, 18 x 33 = 6-78, 18 x 34 = 7-10, 18 x 35 = 7-28, 18 x 36 = 7-46, 18 x 37 = 7-64, 18 x 38 = 7-82, 18 x 39 = 8-14, 18 x 40 = 8-32, 18 x 41 = 8-50, 18 x 42 = 8-68, 18 x 43 = 9-0, 18 x 44 = 9-18, 18 x 45 = 9-36, 18 x 46 = 9-54, 18 x 47 = 9-72, 18 x 48 = 10-4, 18 x 49 = 10-22, 18 x 50 = 10-40, 18 x 51 = 10-58, 18 x 52 = 10-76, 18 x 53 = 11-8, 18 x 54 = 11-26, 18 x 55 = 11-44, 18 x 56 = 11-62, 18 x 57 = 11-80, 18 x 58 = 12-12, 18 x 59 = 12-30, 18 x 60 = 12-48, 18 x 61 = 12-66, 18 x 62 = 12-84, 18 x 63 = 13-16, 18 x 64 = 13-34, 18 x 65 = 13-52, 18 x 66 = 13-70, 18 x 67 = 14-2, 18 x 68 = 14-20, 18 x 69 = 14-38, 18 x 70 = 14-56, 18 x 71 = 14-74, 18 x 72 = 15-6, 18 x 73 = 15-24, 18 x 74 = 15-42, 18 x 75 = 15-60, 18 x 76 = 15-78, 18 x 77 = 16-10, 18 x 78 = 16-28, 18 x 79 = 16-46, 18 x 80 = 16-64, 18 x 81 = 16-82, 18 x 82 = 17-14, 18 x 83 = 17-32, 18 x 84 = 17-50, 18 x 85 = 17-68, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 1-9, 19 x 6 = 1-28, 19 x 7 = 1-47, 19 x 8 = 1-66, 19 x 9 = 1-85, 19 x 10 = 2-18, 19 x 11 = 2-37, 19 x 12 = 2-56, 19 x 13 = 2-75, 19 x 14 = 3-8, 19 x 15 = 3-27, 19 x 16 = 3-46, 19 x 17 = 3-65, 19 x 18 = 3-84, 19 x 19 = 4-17, 19 x 20 = 4-36, 19 x 21 = 4-55, 19 x 22 = 4-74, 19 x 23 = 5-7, 19 x 24 = 5-26, 19 x 25 = 5-45, 19 x 26 = 5-64, 19 x 27 = 5-83, 19 x 28 = 6-16, 19 x 29 = 6-35, 19 x 30 = 6-54, 19 x 31 = 6-73, 19 x 32 = 7-6, 19 x 33 = 7-25, 19 x 34 = 7-44, 19 x 35 = 7-63, 19 x 36 = 7-82, 19 x 37 = 8-15, 19 x 38 = 8-34, 19 x 39 = 8-53, 19 x 40 = 8-72, 19 x 41 = 9-5, 19 x 42 = 9-24, 19 x 43 = 9-43, 19 x 44 = 9-62, 19 x 45 = 9-81, 19 x 46 = 10-14, 19 x 47 = 10-33, 19 x 48 = 10-52, 19 x 49 = 10-71, 19 x 50 = 11-4, 19 x 51 = 11-23, 19 x 52 = 11-42, 19 x 53 = 11-61, 19 x 54 = 11-80, 19 x 55 = 12-13, 19 x 56 = 12-32, 19 x 57 = 12-51, 19 x 58 = 12-70, 19 x 59 = 13-3, 19 x 60 = 13-22, 19 x 61 = 13-41, 19 x 62 = 13-60, 19 x 63 = 13-79, 19 x 64 = 14-12, 19 x 65 = 14-31, 19 x 66 = 14-50, 19 x 67 = 14-69, 19 x 68 = 15-2, 19 x 69 = 15-21, 19 x 70 = 15-40, 19 x 71 = 15-59, 19 x 72 = 15-78, 19 x 73 = 16-11, 19 x 74 = 16-30, 19 x 75 = 16-49, 19 x 76 = 16-68, 19 x 77 = 17-1, 19 x 78 = 17-20, 19 x 79 = 17-39, 19 x 80 = 17-58, 19 x 81 = 17-77, 19 x 82 = 18-10, 19 x 83 = 18-29, 19 x 84 = 18-48, 19 x 85 = 18-67, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 1-14, 20 x 6 = 1-34, 20 x 7 = 1-54, 20 x 8 = 1-74, 20 x 9 = 2-8, 20 x 10 = 2-28, 20 x 11 = 2-48, 20 x 12 = 2-68, 20 x 13 = 3-2, 20 x 14 = 3-22, 20 x 15 = 3-42, 20 x 16 = 3-62, 20 x 17 = 3-82, 20 x 18 = 4-16, 20 x 19 = 4-36, 20 x 20 = 4-56, 20 x 21 = 4-76, 20 x 22 = 5-10, 20 x 23 = 5-30, 20 x 24 = 5-50, 20 x 25 = 5-70, 20 x 26 = 6-4, 20 x 27 = 6-24, 20 x 28 = 6-44, 20 x 29 = 6-64, 20 x 30 = 6-84, 20 x 31 = 7-18, 20 x 32 = 7-38, 20 x 33 = 7-58, 20 x 34 = 7-78, 20 x 35 = 8-12, 20 x 36 = 8-32, 20 x 37 = 8-52, 20 x 38 = 8-72, 20 x 39 = 9-6, 20 x 40 = 9-26, 20 x 41 = 9-46, 20 x 42 = 9-66, 20 x 43 = 10-0, 20 x 44 = 10-20, 20 x 45 = 10-40, 20 x 46 = 10-60, 20 x 47 = 10-80, 20 x 48 = 11-14, 20 x 49 = 11-34, 20 x 50 = 11-54, 20 x 51 = 11-74, 20 x 52 = 12-8, 20 x 53 = 12-28, 20 x 54 = 12-48, 20 x 55 = 12-68, 20 x 56 = 13-2, 20 x 57 = 13-22, 20 x 58 = 13-42, 20 x 59 = 13-62, 20 x 60 = 13-82, 20 x 61 = 14-16, 20 x 62 = 14-36, 20 x 63 = 14-56, 20 x 64 = 14-76, 20 x 65 = 15-10, 20 x 66 = 15-30, 20 x 67 = 15-50, 20 x 68 = 15-70, 20 x 69 = 16-4, 20 x 70 = 16-24, 20 x 71 = 16-44, 20 x 72 = 16-64, 20 x 73 = 16-84, 20 x 74 = 17-18, 20 x 75 = 17-38, 20 x 76 = 17-58, 20 x 77 = 17-78, 20 x 78 = 18-12, 20 x 79 = 18-32, 20 x 80 = 18-52, 20 x 81 = 18-72, 20 x 82 = 19-6, 20 x 83 = 19-26, 20 x 84 = 19-46, 20 x 85 = 19-66, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-19, 21 x 6 = 1-40, 21 x 7 = 1-61, 21 x 8 = 1-82, 21 x 9 = 2-17, 21 x 10 = 2-38, 21 x 11 = 2-59, 21 x 12 = 2-80, 21 x 13 = 3-15, 21 x 14 = 3-36, 21 x 15 = 3-57, 21 x 16 = 3-78, 21 x 17 = 4-13, 21 x 18 = 4-34, 21 x 19 = 4-55, 21 x 20 = 4-76, 21 x 21 = 5-11, 21 x 22 = 5-32, 21 x 23 = 5-53, 21 x 24 = 5-74, 21 x 25 = 6-9, 21 x 26 = 6-30, 21 x 27 = 6-51, 21 x 28 = 6-72, 21 x 29 = 7-7, 21 x 30 = 7-28, 21 x 31 = 7-49, 21 x 32 = 7-70, 21 x 33 = 8-5, 21 x 34 = 8-26, 21 x 35 = 8-47, 21 x 36 = 8-68, 21 x 37 = 9-3, 21 x 38 = 9-24, 21 x 39 = 9-45, 21 x 40 = 9-66, 21 x 41 = 10-1, 21 x 42 = 10-22, 21 x 43 = 10-43, 21 x 44 = 10-64, 21 x 45 = 10-85, 21 x 46 = 11-20, 21 x 47 = 11-41, 21 x 48 = 11-62, 21 x 49 = 11-83, 21 x 50 = 12-18, 21 x 51 = 12-39, 21 x 52 = 12-60, 21 x 53 = 12-81, 21 x 54 = 13-16, 21 x 55 = 13-37, 21 x 56 = 13-58, 21 x 57 = 13-79, 21 x 58 = 14-14, 21 x 59 = 14-35, 21 x 60 = 14-56, 21 x 61 = 14-77, 21 x 62 = 15-12, 21 x 63 = 15-33, 21 x 64 = 15-54, 21 x 65 = 15-75, 21 x 66 = 16-10, 21 x 67 = 16-31, 21 x 68 = 16-52, 21 x 69 = 16-73, 21 x 70 = 17-8, 21 x 71 = 17-29, 21 x 72 = 17-50, 21 x 73 = 17-71, 21 x 74 = 18-6, 21 x 75 = 18-27, 21 x 76 = 18-48, 21 x 77 = 18-69, 21 x 78 = 19-4, 21 x 79 = 19-25, 21 x 80 = 19-46, 21 x 81 = 19-67, 21 x 82 = 20-2, 21 x 83 = 20-23, 21 x 84 = 20-44, 21 x 85 = 20-65, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 1-2, 22 x 5 = 1-24, 22 x 6 = 1-46, 22 x 7 = 1-68, 22 x 8 = 2-4, 22 x 9 = 2-26, 22 x 10 = 2-48, 22 x 11 = 2-70, 22 x 12 = 3-6, 22 x 13 = 3-28, 22 x 14 = 3-50, 22 x 15 = 3-72, 22 x 16 = 4-8, 22 x 17 = 4-30, 22 x 18 = 4-52, 22 x 19 = 4-74, 22 x 20 = 5-10, 22 x 21 = 5-32, 22 x 22 = 5-54, 22 x 23 = 5-76, 22 x 24 = 6-12, 22 x 25 = 6-34, 22 x 26 = 6-56, 22 x 27 = 6-78, 22 x 28 = 7-14, 22 x 29 = 7-36, 22 x 30 = 7-58, 22 x 31 = 7-80, 22 x 32 = 8-16, 22 x 33 = 8-38, 22 x 34 = 8-60, 22 x 35 = 8-82, 22 x 36 = 9-18, 22 x 37 = 9-40, 22 x 38 = 9-62, 22 x 39 = 9-84, 22 x 40 = 10-20, 22 x 41 = 10-42, 22 x 42 = 10-64, 22 x 43 = 11-0, 22 x 44 = 11-22, 22 x 45 = 11-44, 22 x 46 = 11-66, 22 x 47 = 12-2, 22 x 48 = 12-24, 22 x 49 = 12-46, 22 x 50 = 12-68, 22 x 51 = 13-4, 22 x 52 = 13-26, 22 x 53 = 13-48, 22 x 54 = 13-70, 22 x 55 = 14-6, 22 x 56 = 14-28, 22 x 57 = 14-50, 22 x 58 = 14-72, 22 x 59 = 15-8, 22 x 60 = 15-30, 22 x 61 = 15-52, 22 x 62 = 15-74, 22 x 63 = 16-10, 22 x 64 = 16-32, 22 x 65 = 16-54, 22 x 66 = 16-76, 22 x 67 = 17-12, 22 x 68 = 17-34, 22 x 69 = 17-56, 22 x 70 = 17-78, 22 x 71 = 18-14, 22 x 72 = 18-36, 22 x 73 = 18-58, 22 x 74 = 18-80, 22 x 75 = 19-16, 22 x 76 = 19-38, 22 x 77 = 19-60, 22 x 78 = 19-82, 22 x 79 = 20-18, 22 x 80 = 20-40, 22 x 81 = 20-62, 22 x 82 = 20-84, 22 x 83 = 21-20, 22 x 84 = 21-42, 22 x 85 = 21-64, 
