23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 1-6, 23 x 5 = 1-29, 23 x 6 = 1-52, 23 x 7 = 1-75, 23 x 8 = 2-12, 23 x 9 = 2-35, 23 x 10 = 2-58, 23 x 11 = 2-81, 23 x 12 = 3-18, 23 x 13 = 3-41, 23 x 14 = 3-64, 23 x 15 = 4-1, 23 x 16 = 4-24, 23 x 17 = 4-47, 23 x 18 = 4-70, 23 x 19 = 5-7, 23 x 20 = 5-30, 23 x 21 = 5-53, 23 x 22 = 5-76, 23 x 23 = 6-13, 23 x 24 = 6-36, 23 x 25 = 6-59, 23 x 26 = 6-82, 23 x 27 = 7-19, 23 x 28 = 7-42, 23 x 29 = 7-65, 23 x 30 = 8-2, 23 x 31 = 8-25, 23 x 32 = 8-48, 23 x 33 = 8-71, 23 x 34 = 9-8, 23 x 35 = 9-31, 23 x 36 = 9-54, 23 x 37 = 9-77, 23 x 38 = 10-14, 23 x 39 = 10-37, 23 x 40 = 10-60, 23 x 41 = 10-83, 23 x 42 = 11-20, 23 x 43 = 11-43, 23 x 44 = 11-66, 23 x 45 = 12-3, 23 x 46 = 12-26, 23 x 47 = 12-49, 23 x 48 = 12-72, 23 x 49 = 13-9, 23 x 50 = 13-32, 23 x 51 = 13-55, 23 x 52 = 13-78, 23 x 53 = 14-15, 23 x 54 = 14-38, 23 x 55 = 14-61, 23 x 56 = 14-84, 23 x 57 = 15-21, 23 x 58 = 15-44, 23 x 59 = 15-67, 23 x 60 = 16-4, 23 x 61 = 16-27, 23 x 62 = 16-50, 23 x 63 = 16-73, 23 x 64 = 17-10, 23 x 65 = 17-33, 23 x 66 = 17-56, 23 x 67 = 17-79, 23 x 68 = 18-16, 23 x 69 = 18-39, 23 x 70 = 18-62, 23 x 71 = 18-85, 23 x 72 = 19-22, 23 x 73 = 19-45, 23 x 74 = 19-68, 23 x 75 = 20-5, 23 x 76 = 20-28, 23 x 77 = 20-51, 23 x 78 = 20-74, 23 x 79 = 21-11, 23 x 80 = 21-34, 23 x 81 = 21-57, 23 x 82 = 21-80, 23 x 83 = 22-17, 23 x 84 = 22-40, 23 x 85 = 22-63, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 1-10, 24 x 5 = 1-34, 24 x 6 = 1-58, 24 x 7 = 1-82, 24 x 8 = 2-20, 24 x 9 = 2-44, 24 x 10 = 2-68, 24 x 11 = 3-6, 24 x 12 = 3-30, 24 x 13 = 3-54, 24 x 14 = 3-78, 24 x 15 = 4-16, 24 x 16 = 4-40, 24 x 17 = 4-64, 24 x 18 = 5-2, 24 x 19 = 5-26, 24 x 20 = 5-50, 24 x 21 = 5-74, 24 x 22 = 6-12, 24 x 23 = 6-36, 24 x 24 = 6-60, 24 x 25 = 6-84, 24 x 26 = 7-22, 24 x 27 = 7-46, 24 x 28 = 7-70, 24 x 29 = 8-8, 24 x 30 = 8-32, 24 x 31 = 8-56, 24 x 32 = 8-80, 24 x 33 = 9-18, 24 x 34 = 9-42, 24 x 35 = 9-66, 24 x 36 = 10-4, 24 x 37 = 10-28, 24 x 38 = 10-52, 24 x 39 = 10-76, 24 x 40 = 11-14, 24 x 41 = 11-38, 24 x 42 = 11-62, 24 x 43 = 12-0, 24 x 44 = 12-24, 24 x 45 = 12-48, 24 x 46 = 12-72, 24 x 47 = 13-10, 24 x 48 = 13-34, 24 x 49 = 13-58, 24 x 50 = 13-82, 24 x 51 = 14-20, 24 x 52 = 14-44, 24 x 53 = 14-68, 24 x 54 = 15-6, 24 x 55 = 15-30, 24 x 56 = 15-54, 24 x 57 = 15-78, 24 x 58 = 16-16, 24 x 59 = 16-40, 24 x 60 = 16-64, 24 x 61 = 17-2, 24 x 62 = 17-26, 24 x 63 = 17-50, 24 x 64 = 17-74, 24 x 65 = 18-12, 24 x 66 = 18-36, 24 x 67 = 18-60, 24 x 68 = 18-84, 24 x 69 = 19-22, 24 x 70 = 19-46, 24 x 71 = 19-70, 24 x 72 = 20-8, 24 x 73 = 20-32, 24 x 74 = 20-56, 24 x 75 = 20-80, 24 x 76 = 21-18, 24 x 77 = 21-42, 24 x 78 = 21-66, 24 x 79 = 22-4, 24 x 80 = 22-28, 24 x 81 = 22-52, 24 x 82 = 22-76, 24 x 83 = 23-14, 24 x 84 = 23-38, 24 x 85 = 23-62, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-14, 25 x 5 = 1-39, 25 x 6 = 1-64, 25 x 7 = 2-3, 25 x 8 = 2-28, 25 x 9 = 2-53, 25 x 10 = 2-78, 25 x 11 = 3-17, 25 x 12 = 3-42, 25 x 13 = 3-67, 25 x 14 = 4-6, 25 x 15 = 4-31, 25 x 16 = 4-56, 25 x 17 = 4-81, 25 x 18 = 5-20, 25 x 19 = 5-45, 25 x 20 = 5-70, 25 x 21 = 6-9, 25 x 22 = 6-34, 25 x 23 = 6-59, 25 x 24 = 6-84, 25 x 25 = 7-23, 25 x 26 = 7-48, 25 x 27 = 7-73, 25 x 28 = 8-12, 25 x 29 = 8-37, 25 x 30 = 8-62, 25 x 31 = 9-1, 25 x 32 = 9-26, 25 x 33 = 9-51, 25 x 34 = 9-76, 25 x 35 = 10-15, 25 x 36 = 10-40, 25 x 37 = 10-65, 25 x 38 = 11-4, 25 x 39 = 11-29, 25 x 40 = 11-54, 25 x 41 = 11-79, 25 x 42 = 12-18, 25 x 43 = 12-43, 25 x 44 = 12-68, 25 x 45 = 13-7, 25 x 46 = 13-32, 25 x 47 = 13-57, 25 x 48 = 13-82, 25 x 49 = 14-21, 25 x 50 = 14-46, 25 x 51 = 14-71, 25 x 52 = 15-10, 25 x 53 = 15-35, 25 x 54 = 15-60, 25 x 55 = 15-85, 25 x 56 = 16-24, 25 x 57 = 16-49, 25 x 58 = 16-74, 25 x 59 = 17-13, 25 x 60 = 17-38, 25 x 61 = 17-63, 25 x 62 = 18-2, 25 x 63 = 18-27, 25 x 64 = 18-52, 25 x 65 = 18-77, 25 x 66 = 19-16, 25 x 67 = 19-41, 25 x 68 = 19-66, 25 x 69 = 20-5, 25 x 70 = 20-30, 25 x 71 = 20-55, 25 x 72 = 20-80, 25 x 73 = 21-19, 25 x 74 = 21-44, 25 x 75 = 21-69, 25 x 76 = 22-8, 25 x 77 = 22-33, 25 x 78 = 22-58, 25 x 79 = 22-83, 25 x 80 = 23-22, 25 x 81 = 23-47, 25 x 82 = 23-72, 25 x 83 = 24-11, 25 x 84 = 24-36, 25 x 85 = 24-61, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-18, 26 x 5 = 1-44, 26 x 6 = 1-70, 26 x 7 = 2-10, 26 x 8 = 2-36, 26 x 9 = 2-62, 26 x 10 = 3-2, 26 x 11 = 3-28, 26 x 12 = 3-54, 26 x 13 = 3-80, 26 x 14 = 4-20, 26 x 15 = 4-46, 26 x 16 = 4-72, 26 x 17 = 5-12, 26 x 18 = 5-38, 26 x 19 = 5-64, 26 x 20 = 6-4, 26 x 21 = 6-30, 26 x 22 = 6-56, 26 x 23 = 6-82, 26 x 24 = 7-22, 26 x 25 = 7-48, 26 x 26 = 7-74, 26 x 27 = 8-14, 26 x 28 = 8-40, 26 x 29 = 8-66, 26 x 30 = 9-6, 26 x 31 = 9-32, 26 x 32 = 9-58, 26 x 33 = 9-84, 26 x 34 = 10-24, 26 x 35 = 10-50, 26 x 36 = 10-76, 26 x 37 = 11-16, 26 x 38 = 11-42, 26 x 39 = 11-68, 26 x 40 = 12-8, 26 x 41 = 12-34, 26 x 42 = 12-60, 26 x 43 = 13-0, 26 x 44 = 13-26, 26 x 45 = 13-52, 26 x 46 = 13-78, 26 x 47 = 14-18, 26 x 48 = 14-44, 26 x 49 = 14-70, 26 x 50 = 15-10, 26 x 51 = 15-36, 26 x 52 = 15-62, 26 x 53 = 16-2, 26 x 54 = 16-28, 26 x 55 = 16-54, 26 x 56 = 16-80, 26 x 57 = 17-20, 26 x 58 = 17-46, 26 x 59 = 17-72, 26 x 60 = 18-12, 26 x 61 = 18-38, 26 x 62 = 18-64, 26 x 63 = 19-4, 26 x 64 = 19-30, 26 x 65 = 19-56, 26 x 66 = 19-82, 26 x 67 = 20-22, 26 x 68 = 20-48, 26 x 69 = 20-74, 26 x 70 = 21-14, 26 x 71 = 21-40, 26 x 72 = 21-66, 26 x 73 = 22-6, 26 x 74 = 22-32, 26 x 75 = 22-58, 26 x 76 = 22-84, 26 x 77 = 23-24, 26 x 78 = 23-50, 26 x 79 = 23-76, 26 x 80 = 24-16, 26 x 81 = 24-42, 26 x 82 = 24-68, 26 x 83 = 25-8, 26 x 84 = 25-34, 26 x 85 = 25-60, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-22, 27 x 5 = 1-49, 27 x 6 = 1-76, 27 x 7 = 2-17, 27 x 8 = 2-44, 27 x 9 = 2-71, 27 x 10 = 3-12, 27 x 11 = 3-39, 27 x 12 = 3-66, 27 x 13 = 4-7, 27 x 14 = 4-34, 27 x 15 = 4-61, 27 x 16 = 5-2, 27 x 17 = 5-29, 27 x 18 = 5-56, 27 x 19 = 5-83, 27 x 20 = 6-24, 27 x 21 = 6-51, 27 x 22 = 6-78, 27 x 23 = 7-19, 27 x 24 = 7-46, 27 x 25 = 7-73, 27 x 26 = 8-14, 27 x 27 = 8-41, 27 x 28 = 8-68, 27 x 29 = 9-9, 27 x 30 = 9-36, 27 x 31 = 9-63, 27 x 32 = 10-4, 27 x 33 = 10-31, 27 x 34 = 10-58, 27 x 35 = 10-85, 27 x 36 = 11-26, 27 x 37 = 11-53, 27 x 38 = 11-80, 27 x 39 = 12-21, 27 x 40 = 12-48, 27 x 41 = 12-75, 27 x 42 = 13-16, 27 x 43 = 13-43, 27 x 44 = 13-70, 27 x 45 = 14-11, 27 x 46 = 14-38, 27 x 47 = 14-65, 27 x 48 = 15-6, 27 x 49 = 15-33, 27 x 50 = 15-60, 27 x 51 = 16-1, 27 x 52 = 16-28, 27 x 53 = 16-55, 27 x 54 = 16-82, 27 x 55 = 17-23, 27 x 56 = 17-50, 27 x 57 = 17-77, 27 x 58 = 18-18, 27 x 59 = 18-45, 27 x 60 = 18-72, 27 x 61 = 19-13, 27 x 62 = 19-40, 27 x 63 = 19-67, 27 x 64 = 20-8, 27 x 65 = 20-35, 27 x 66 = 20-62, 27 x 67 = 21-3, 27 x 68 = 21-30, 27 x 69 = 21-57, 27 x 70 = 21-84, 27 x 71 = 22-25, 27 x 72 = 22-52, 27 x 73 = 22-79, 27 x 74 = 23-20, 27 x 75 = 23-47, 27 x 76 = 23-74, 27 x 77 = 24-15, 27 x 78 = 24-42, 27 x 79 = 24-69, 27 x 80 = 25-10, 27 x 81 = 25-37, 27 x 82 = 25-64, 27 x 83 = 26-5, 27 x 84 = 26-32, 27 x 85 = 26-59, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-26, 28 x 5 = 1-54, 28 x 6 = 1-82, 28 x 7 = 2-24, 28 x 8 = 2-52, 28 x 9 = 2-80, 28 x 10 = 3-22, 28 x 11 = 3-50, 28 x 12 = 3-78, 28 x 13 = 4-20, 28 x 14 = 4-48, 28 x 15 = 4-76, 28 x 16 = 5-18, 28 x 17 = 5-46, 28 x 18 = 5-74, 28 x 19 = 6-16, 28 x 20 = 6-44, 28 x 21 = 6-72, 28 x 22 = 7-14, 28 x 23 = 7-42, 28 x 24 = 7-70, 28 x 25 = 8-12, 28 x 26 = 8-40, 28 x 27 = 8-68, 28 x 28 = 9-10, 28 x 29 = 9-38, 28 x 30 = 9-66, 28 x 31 = 10-8, 28 x 32 = 10-36, 28 x 33 = 10-64, 28 x 34 = 11-6, 28 x 35 = 11-34, 28 x 36 = 11-62, 28 x 37 = 12-4, 28 x 38 = 12-32, 28 x 39 = 12-60, 28 x 40 = 13-2, 28 x 41 = 13-30, 28 x 42 = 13-58, 28 x 43 = 14-0, 28 x 44 = 14-28, 28 x 45 = 14-56, 28 x 46 = 14-84, 28 x 47 = 15-26, 28 x 48 = 15-54, 28 x 49 = 15-82, 28 x 50 = 16-24, 28 x 51 = 16-52, 28 x 52 = 16-80, 28 x 53 = 17-22, 28 x 54 = 17-50, 28 x 55 = 17-78, 28 x 56 = 18-20, 28 x 57 = 18-48, 28 x 58 = 18-76, 28 x 59 = 19-18, 28 x 60 = 19-46, 28 x 61 = 19-74, 28 x 62 = 20-16, 28 x 63 = 20-44, 28 x 64 = 20-72, 28 x 65 = 21-14, 28 x 66 = 21-42, 28 x 67 = 21-70, 28 x 68 = 22-12, 28 x 69 = 22-40, 28 x 70 = 22-68, 28 x 71 = 23-10, 28 x 72 = 23-38, 28 x 73 = 23-66, 28 x 74 = 24-8, 28 x 75 = 24-36, 28 x 76 = 24-64, 28 x 77 = 25-6, 28 x 78 = 25-34, 28 x 79 = 25-62, 28 x 80 = 26-4, 28 x 81 = 26-32, 28 x 82 = 26-60, 28 x 83 = 27-2, 28 x 84 = 27-30, 28 x 85 = 27-58, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 1-1, 29 x 4 = 1-30, 29 x 5 = 1-59, 29 x 6 = 2-2, 29 x 7 = 2-31, 29 x 8 = 2-60, 29 x 9 = 3-3, 29 x 10 = 3-32, 29 x 11 = 3-61, 29 x 12 = 4-4, 29 x 13 = 4-33, 29 x 14 = 4-62, 29 x 15 = 5-5, 29 x 16 = 5-34, 29 x 17 = 5-63, 29 x 18 = 6-6, 29 x 19 = 6-35, 29 x 20 = 6-64, 29 x 21 = 7-7, 29 x 22 = 7-36, 29 x 23 = 7-65, 29 x 24 = 8-8, 29 x 25 = 8-37, 29 x 26 = 8-66, 29 x 27 = 9-9, 29 x 28 = 9-38, 29 x 29 = 9-67, 29 x 30 = 10-10, 29 x 31 = 10-39, 29 x 32 = 10-68, 29 x 33 = 11-11, 29 x 34 = 11-40, 29 x 35 = 11-69, 29 x 36 = 12-12, 29 x 37 = 12-41, 29 x 38 = 12-70, 29 x 39 = 13-13, 29 x 40 = 13-42, 29 x 41 = 13-71, 29 x 42 = 14-14, 29 x 43 = 14-43, 29 x 44 = 14-72, 29 x 45 = 15-15, 29 x 46 = 15-44, 29 x 47 = 15-73, 29 x 48 = 16-16, 29 x 49 = 16-45, 29 x 50 = 16-74, 29 x 51 = 17-17, 29 x 52 = 17-46, 29 x 53 = 17-75, 29 x 54 = 18-18, 29 x 55 = 18-47, 29 x 56 = 18-76, 29 x 57 = 19-19, 29 x 58 = 19-48, 29 x 59 = 19-77, 29 x 60 = 20-20, 29 x 61 = 20-49, 29 x 62 = 20-78, 29 x 63 = 21-21, 29 x 64 = 21-50, 29 x 65 = 21-79, 29 x 66 = 22-22, 29 x 67 = 22-51, 29 x 68 = 22-80, 29 x 69 = 23-23, 29 x 70 = 23-52, 29 x 71 = 23-81, 29 x 72 = 24-24, 29 x 73 = 24-53, 29 x 74 = 24-82, 29 x 75 = 25-25, 29 x 76 = 25-54, 29 x 77 = 25-83, 29 x 78 = 26-26, 29 x 79 = 26-55, 29 x 80 = 26-84, 29 x 81 = 27-27, 29 x 82 = 27-56, 29 x 83 = 27-85, 29 x 84 = 28-28, 29 x 85 = 28-57, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 1-4, 30 x 4 = 1-34, 30 x 5 = 1-64, 30 x 6 = 2-8, 30 x 7 = 2-38, 30 x 8 = 2-68, 30 x 9 = 3-12, 30 x 10 = 3-42, 30 x 11 = 3-72, 30 x 12 = 4-16, 30 x 13 = 4-46, 30 x 14 = 4-76, 30 x 15 = 5-20, 30 x 16 = 5-50, 30 x 17 = 5-80, 30 x 18 = 6-24, 30 x 19 = 6-54, 30 x 20 = 6-84, 30 x 21 = 7-28, 30 x 22 = 7-58, 30 x 23 = 8-2, 30 x 24 = 8-32, 30 x 25 = 8-62, 30 x 26 = 9-6, 30 x 27 = 9-36, 30 x 28 = 9-66, 30 x 29 = 10-10, 30 x 30 = 10-40, 30 x 31 = 10-70, 30 x 32 = 11-14, 30 x 33 = 11-44, 30 x 34 = 11-74, 30 x 35 = 12-18, 30 x 36 = 12-48, 30 x 37 = 12-78, 30 x 38 = 13-22, 30 x 39 = 13-52, 30 x 40 = 13-82, 30 x 41 = 14-26, 30 x 42 = 14-56, 30 x 43 = 15-0, 30 x 44 = 15-30, 30 x 45 = 15-60, 30 x 46 = 16-4, 30 x 47 = 16-34, 30 x 48 = 16-64, 30 x 49 = 17-8, 30 x 50 = 17-38, 30 x 51 = 17-68, 30 x 52 = 18-12, 30 x 53 = 18-42, 30 x 54 = 18-72, 30 x 55 = 19-16, 30 x 56 = 19-46, 30 x 57 = 19-76, 30 x 58 = 20-20, 30 x 59 = 20-50, 30 x 60 = 20-80, 30 x 61 = 21-24, 30 x 62 = 21-54, 30 x 63 = 21-84, 30 x 64 = 22-28, 30 x 65 = 22-58, 30 x 66 = 23-2, 30 x 67 = 23-32, 30 x 68 = 23-62, 30 x 69 = 24-6, 30 x 70 = 24-36, 30 x 71 = 24-66, 30 x 72 = 25-10, 30 x 73 = 25-40, 30 x 74 = 25-70, 30 x 75 = 26-14, 30 x 76 = 26-44, 30 x 77 = 26-74, 30 x 78 = 27-18, 30 x 79 = 27-48, 30 x 80 = 27-78, 30 x 81 = 28-22, 30 x 82 = 28-52, 30 x 83 = 28-82, 30 x 84 = 29-26, 30 x 85 = 29-56, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 1-7, 31 x 4 = 1-38, 31 x 5 = 1-69, 31 x 6 = 2-14, 31 x 7 = 2-45, 31 x 8 = 2-76, 31 x 9 = 3-21, 31 x 10 = 3-52, 31 x 11 = 3-83, 31 x 12 = 4-28, 31 x 13 = 4-59, 31 x 14 = 5-4, 31 x 15 = 5-35, 31 x 16 = 5-66, 31 x 17 = 6-11, 31 x 18 = 6-42, 31 x 19 = 6-73, 31 x 20 = 7-18, 31 x 21 = 7-49, 31 x 22 = 7-80, 31 x 23 = 8-25, 31 x 24 = 8-56, 31 x 25 = 9-1, 31 x 26 = 9-32, 31 x 27 = 9-63, 31 x 28 = 10-8, 31 x 29 = 10-39, 31 x 30 = 10-70, 31 x 31 = 11-15, 31 x 32 = 11-46, 31 x 33 = 11-77, 31 x 34 = 12-22, 31 x 35 = 12-53, 31 x 36 = 12-84, 31 x 37 = 13-29, 31 x 38 = 13-60, 31 x 39 = 14-5, 31 x 40 = 14-36, 31 x 41 = 14-67, 31 x 42 = 15-12, 31 x 43 = 15-43, 31 x 44 = 15-74, 31 x 45 = 16-19, 31 x 46 = 16-50, 31 x 47 = 16-81, 31 x 48 = 17-26, 31 x 49 = 17-57, 31 x 50 = 18-2, 31 x 51 = 18-33, 31 x 52 = 18-64, 31 x 53 = 19-9, 31 x 54 = 19-40, 31 x 55 = 19-71, 31 x 56 = 20-16, 31 x 57 = 20-47, 31 x 58 = 20-78, 31 x 59 = 21-23, 31 x 60 = 21-54, 31 x 61 = 21-85, 31 x 62 = 22-30, 31 x 63 = 22-61, 31 x 64 = 23-6, 31 x 65 = 23-37, 31 x 66 = 23-68, 31 x 67 = 24-13, 31 x 68 = 24-44, 31 x 69 = 24-75, 31 x 70 = 25-20, 31 x 71 = 25-51, 31 x 72 = 25-82, 31 x 73 = 26-27, 31 x 74 = 26-58, 31 x 75 = 27-3, 31 x 76 = 27-34, 31 x 77 = 27-65, 31 x 78 = 28-10, 31 x 79 = 28-41, 31 x 80 = 28-72, 31 x 81 = 29-17, 31 x 82 = 29-48, 31 x 83 = 29-79, 31 x 84 = 30-24, 31 x 85 = 30-55, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-10, 32 x 4 = 1-42, 32 x 5 = 1-74, 32 x 6 = 2-20, 32 x 7 = 2-52, 32 x 8 = 2-84, 32 x 9 = 3-30, 32 x 10 = 3-62, 32 x 11 = 4-8, 32 x 12 = 4-40, 32 x 13 = 4-72, 32 x 14 = 5-18, 32 x 15 = 5-50, 32 x 16 = 5-82, 32 x 17 = 6-28, 32 x 18 = 6-60, 32 x 19 = 7-6, 32 x 20 = 7-38, 32 x 21 = 7-70, 32 x 22 = 8-16, 32 x 23 = 8-48, 32 x 24 = 8-80, 32 x 25 = 9-26, 32 x 26 = 9-58, 32 x 27 = 10-4, 32 x 28 = 10-36, 32 x 29 = 10-68, 32 x 30 = 11-14, 32 x 31 = 11-46, 32 x 32 = 11-78, 32 x 33 = 12-24, 32 x 34 = 12-56, 32 x 35 = 13-2, 32 x 36 = 13-34, 32 x 37 = 13-66, 32 x 38 = 14-12, 32 x 39 = 14-44, 32 x 40 = 14-76, 32 x 41 = 15-22, 32 x 42 = 15-54, 32 x 43 = 16-0, 32 x 44 = 16-32, 32 x 45 = 16-64, 32 x 46 = 17-10, 32 x 47 = 17-42, 32 x 48 = 17-74, 32 x 49 = 18-20, 32 x 50 = 18-52, 32 x 51 = 18-84, 32 x 52 = 19-30, 32 x 53 = 19-62, 32 x 54 = 20-8, 32 x 55 = 20-40, 32 x 56 = 20-72, 32 x 57 = 21-18, 32 x 58 = 21-50, 32 x 59 = 21-82, 32 x 60 = 22-28, 32 x 61 = 22-60, 32 x 62 = 23-6, 32 x 63 = 23-38, 32 x 64 = 23-70, 32 x 65 = 24-16, 32 x 66 = 24-48, 32 x 67 = 24-80, 32 x 68 = 25-26, 32 x 69 = 25-58, 32 x 70 = 26-4, 32 x 71 = 26-36, 32 x 72 = 26-68, 32 x 73 = 27-14, 32 x 74 = 27-46, 32 x 75 = 27-78, 32 x 76 = 28-24, 32 x 77 = 28-56, 32 x 78 = 29-2, 32 x 79 = 29-34, 32 x 80 = 29-66, 32 x 81 = 30-12, 32 x 82 = 30-44, 32 x 83 = 30-76, 32 x 84 = 31-22, 32 x 85 = 31-54, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-13, 33 x 4 = 1-46, 33 x 5 = 1-79, 33 x 6 = 2-26, 33 x 7 = 2-59, 33 x 8 = 3-6, 33 x 9 = 3-39, 33 x 10 = 3-72, 33 x 11 = 4-19, 33 x 12 = 4-52, 33 x 13 = 4-85, 33 x 14 = 5-32, 33 x 15 = 5-65, 33 x 16 = 6-12, 33 x 17 = 6-45, 33 x 18 = 6-78, 33 x 19 = 7-25, 33 x 20 = 7-58, 33 x 21 = 8-5, 33 x 22 = 8-38, 33 x 23 = 8-71, 33 x 24 = 9-18, 33 x 25 = 9-51, 33 x 26 = 9-84, 33 x 27 = 10-31, 33 x 28 = 10-64, 33 x 29 = 11-11, 33 x 30 = 11-44, 33 x 31 = 11-77, 33 x 32 = 12-24, 33 x 33 = 12-57, 33 x 34 = 13-4, 33 x 35 = 13-37, 33 x 36 = 13-70, 33 x 37 = 14-17, 33 x 38 = 14-50, 33 x 39 = 14-83, 33 x 40 = 15-30, 33 x 41 = 15-63, 33 x 42 = 16-10, 33 x 43 = 16-43, 33 x 44 = 16-76, 33 x 45 = 17-23, 33 x 46 = 17-56, 33 x 47 = 18-3, 33 x 48 = 18-36, 33 x 49 = 18-69, 33 x 50 = 19-16, 33 x 51 = 19-49, 33 x 52 = 19-82, 33 x 53 = 20-29, 33 x 54 = 20-62, 33 x 55 = 21-9, 33 x 56 = 21-42, 33 x 57 = 21-75, 33 x 58 = 22-22, 33 x 59 = 22-55, 33 x 60 = 23-2, 33 x 61 = 23-35, 33 x 62 = 23-68, 33 x 63 = 24-15, 33 x 64 = 24-48, 33 x 65 = 24-81, 33 x 66 = 25-28, 33 x 67 = 25-61, 33 x 68 = 26-8, 33 x 69 = 26-41, 33 x 70 = 26-74, 33 x 71 = 27-21, 33 x 72 = 27-54, 33 x 73 = 28-1, 33 x 74 = 28-34, 33 x 75 = 28-67, 33 x 76 = 29-14, 33 x 77 = 29-47, 33 x 78 = 29-80, 33 x 79 = 30-27, 33 x 80 = 30-60, 33 x 81 = 31-7, 33 x 82 = 31-40, 33 x 83 = 31-73, 33 x 84 = 32-20, 33 x 85 = 32-53, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-16, 34 x 4 = 1-50, 34 x 5 = 1-84, 34 x 6 = 2-32, 34 x 7 = 2-66, 34 x 8 = 3-14, 34 x 9 = 3-48, 34 x 10 = 3-82, 34 x 11 = 4-30, 34 x 12 = 4-64, 34 x 13 = 5-12, 34 x 14 = 5-46, 34 x 15 = 5-80, 34 x 16 = 6-28, 34 x 17 = 6-62, 34 x 18 = 7-10, 34 x 19 = 7-44, 34 x 20 = 7-78, 34 x 21 = 8-26, 34 x 22 = 8-60, 34 x 23 = 9-8, 34 x 24 = 9-42, 34 x 25 = 9-76, 34 x 26 = 10-24, 34 x 27 = 10-58, 34 x 28 = 11-6, 34 x 29 = 11-40, 34 x 30 = 11-74, 34 x 31 = 12-22, 34 x 32 = 12-56, 34 x 33 = 13-4, 34 x 34 = 13-38, 34 x 35 = 13-72, 34 x 36 = 14-20, 34 x 37 = 14-54, 34 x 38 = 15-2, 34 x 39 = 15-36, 34 x 40 = 15-70, 34 x 41 = 16-18, 34 x 42 = 16-52, 34 x 43 = 17-0, 34 x 44 = 17-34, 34 x 45 = 17-68, 34 x 46 = 18-16, 34 x 47 = 18-50, 34 x 48 = 18-84, 34 x 49 = 19-32, 34 x 50 = 19-66, 34 x 51 = 20-14, 34 x 52 = 20-48, 34 x 53 = 20-82, 34 x 54 = 21-30, 34 x 55 = 21-64, 34 x 56 = 22-12, 34 x 57 = 22-46, 34 x 58 = 22-80, 34 x 59 = 23-28, 34 x 60 = 23-62, 34 x 61 = 24-10, 34 x 62 = 24-44, 34 x 63 = 24-78, 34 x 64 = 25-26, 34 x 65 = 25-60, 34 x 66 = 26-8, 34 x 67 = 26-42, 34 x 68 = 26-76, 34 x 69 = 27-24, 34 x 70 = 27-58, 34 x 71 = 28-6, 34 x 72 = 28-40, 34 x 73 = 28-74, 34 x 74 = 29-22, 34 x 75 = 29-56, 34 x 76 = 30-4, 34 x 77 = 30-38, 34 x 78 = 30-72, 34 x 79 = 31-20, 34 x 80 = 31-54, 34 x 81 = 32-2, 34 x 82 = 32-36, 34 x 83 = 32-70, 34 x 84 = 33-18, 34 x 85 = 33-52, 
