21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-6, 21 x 6 = 1-27, 21 x 7 = 1-48, 21 x 8 = 1-69, 21 x 9 = 1-90, 21 x 10 = 2-12, 21 x 11 = 2-33, 21 x 12 = 2-54, 21 x 13 = 2-75, 21 x 14 = 2-96, 21 x 15 = 3-18, 21 x 16 = 3-39, 21 x 17 = 3-60, 21 x 18 = 3-81, 21 x 19 = 4-3, 21 x 20 = 4-24, 21 x 21 = 4-45, 21 x 22 = 4-66, 21 x 23 = 4-87, 21 x 24 = 5-9, 21 x 25 = 5-30, 21 x 26 = 5-51, 21 x 27 = 5-72, 21 x 28 = 5-93, 21 x 29 = 6-15, 21 x 30 = 6-36, 21 x 31 = 6-57, 21 x 32 = 6-78, 21 x 33 = 7-0, 21 x 34 = 7-21, 21 x 35 = 7-42, 21 x 36 = 7-63, 21 x 37 = 7-84, 21 x 38 = 8-6, 21 x 39 = 8-27, 21 x 40 = 8-48, 21 x 41 = 8-69, 21 x 42 = 8-90, 21 x 43 = 9-12, 21 x 44 = 9-33, 21 x 45 = 9-54, 21 x 46 = 9-75, 21 x 47 = 9-96, 21 x 48 = 10-18, 21 x 49 = 10-39, 21 x 50 = 10-60, 21 x 51 = 10-81, 21 x 52 = 11-3, 21 x 53 = 11-24, 21 x 54 = 11-45, 21 x 55 = 11-66, 21 x 56 = 11-87, 21 x 57 = 12-9, 21 x 58 = 12-30, 21 x 59 = 12-51, 21 x 60 = 12-72, 21 x 61 = 12-93, 21 x 62 = 13-15, 21 x 63 = 13-36, 21 x 64 = 13-57, 21 x 65 = 13-78, 21 x 66 = 14-0, 21 x 67 = 14-21, 21 x 68 = 14-42, 21 x 69 = 14-63, 21 x 70 = 14-84, 21 x 71 = 15-6, 21 x 72 = 15-27, 21 x 73 = 15-48, 21 x 74 = 15-69, 21 x 75 = 15-90, 21 x 76 = 16-12, 21 x 77 = 16-33, 21 x 78 = 16-54, 21 x 79 = 16-75, 21 x 80 = 16-96, 21 x 81 = 17-18, 21 x 82 = 17-39, 21 x 83 = 17-60, 21 x 84 = 17-81, 21 x 85 = 18-3, 21 x 86 = 18-24, 21 x 87 = 18-45, 21 x 88 = 18-66, 21 x 89 = 18-87, 21 x 90 = 19-9, 21 x 91 = 19-30, 21 x 92 = 19-51, 21 x 93 = 19-72, 21 x 94 = 19-93, 21 x 95 = 20-15, 21 x 96 = 20-36, 21 x 97 = 20-57, 21 x 98 = 20-78, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 0-88, 22 x 5 = 1-11, 22 x 6 = 1-33, 22 x 7 = 1-55, 22 x 8 = 1-77, 22 x 9 = 2-0, 22 x 10 = 2-22, 22 x 11 = 2-44, 22 x 12 = 2-66, 22 x 13 = 2-88, 22 x 14 = 3-11, 22 x 15 = 3-33, 22 x 16 = 3-55, 22 x 17 = 3-77, 22 x 18 = 4-0, 22 x 19 = 4-22, 22 x 20 = 4-44, 22 x 21 = 4-66, 22 x 22 = 4-88, 22 x 23 = 5-11, 22 x 24 = 5-33, 22 x 25 = 5-55, 22 x 26 = 5-77, 22 x 27 = 6-0, 22 x 28 = 6-22, 22 x 29 = 6-44, 22 x 30 = 6-66, 22 x 31 = 6-88, 22 x 32 = 7-11, 22 x 33 = 7-33, 22 x 34 = 7-55, 22 x 35 = 7-77, 22 x 36 = 8-0, 22 x 37 = 8-22, 22 x 38 = 8-44, 22 x 39 = 8-66, 22 x 40 = 8-88, 22 x 41 = 9-11, 22 x 42 = 9-33, 22 x 43 = 9-55, 22 x 44 = 9-77, 22 x 45 = 10-0, 22 x 46 = 10-22, 22 x 47 = 10-44, 22 x 48 = 10-66, 22 x 49 = 10-88, 22 x 50 = 11-11, 22 x 51 = 11-33, 22 x 52 = 11-55, 22 x 53 = 11-77, 22 x 54 = 12-0, 22 x 55 = 12-22, 22 x 56 = 12-44, 22 x 57 = 12-66, 22 x 58 = 12-88, 22 x 59 = 13-11, 22 x 60 = 13-33, 22 x 61 = 13-55, 22 x 62 = 13-77, 22 x 63 = 14-0, 22 x 64 = 14-22, 22 x 65 = 14-44, 22 x 66 = 14-66, 22 x 67 = 14-88, 22 x 68 = 15-11, 22 x 69 = 15-33, 22 x 70 = 15-55, 22 x 71 = 15-77, 22 x 72 = 16-0, 22 x 73 = 16-22, 22 x 74 = 16-44, 22 x 75 = 16-66, 22 x 76 = 16-88, 22 x 77 = 17-11, 22 x 78 = 17-33, 22 x 79 = 17-55, 22 x 80 = 17-77, 22 x 81 = 18-0, 22 x 82 = 18-22, 22 x 83 = 18-44, 22 x 84 = 18-66, 22 x 85 = 18-88, 22 x 86 = 19-11, 22 x 87 = 19-33, 22 x 88 = 19-55, 22 x 89 = 19-77, 22 x 90 = 20-0, 22 x 91 = 20-22, 22 x 92 = 20-44, 22 x 93 = 20-66, 22 x 94 = 20-88, 22 x 95 = 21-11, 22 x 96 = 21-33, 22 x 97 = 21-55, 22 x 98 = 21-77, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 0-92, 23 x 5 = 1-16, 23 x 6 = 1-39, 23 x 7 = 1-62, 23 x 8 = 1-85, 23 x 9 = 2-9, 23 x 10 = 2-32, 23 x 11 = 2-55, 23 x 12 = 2-78, 23 x 13 = 3-2, 23 x 14 = 3-25, 23 x 15 = 3-48, 23 x 16 = 3-71, 23 x 17 = 3-94, 23 x 18 = 4-18, 23 x 19 = 4-41, 23 x 20 = 4-64, 23 x 21 = 4-87, 23 x 22 = 5-11, 23 x 23 = 5-34, 23 x 24 = 5-57, 23 x 25 = 5-80, 23 x 26 = 6-4, 23 x 27 = 6-27, 23 x 28 = 6-50, 23 x 29 = 6-73, 23 x 30 = 6-96, 23 x 31 = 7-20, 23 x 32 = 7-43, 23 x 33 = 7-66, 23 x 34 = 7-89, 23 x 35 = 8-13, 23 x 36 = 8-36, 23 x 37 = 8-59, 23 x 38 = 8-82, 23 x 39 = 9-6, 23 x 40 = 9-29, 23 x 41 = 9-52, 23 x 42 = 9-75, 23 x 43 = 9-98, 23 x 44 = 10-22, 23 x 45 = 10-45, 23 x 46 = 10-68, 23 x 47 = 10-91, 23 x 48 = 11-15, 23 x 49 = 11-38, 23 x 50 = 11-61, 23 x 51 = 11-84, 23 x 52 = 12-8, 23 x 53 = 12-31, 23 x 54 = 12-54, 23 x 55 = 12-77, 23 x 56 = 13-1, 23 x 57 = 13-24, 23 x 58 = 13-47, 23 x 59 = 13-70, 23 x 60 = 13-93, 23 x 61 = 14-17, 23 x 62 = 14-40, 23 x 63 = 14-63, 23 x 64 = 14-86, 23 x 65 = 15-10, 23 x 66 = 15-33, 23 x 67 = 15-56, 23 x 68 = 15-79, 23 x 69 = 16-3, 23 x 70 = 16-26, 23 x 71 = 16-49, 23 x 72 = 16-72, 23 x 73 = 16-95, 23 x 74 = 17-19, 23 x 75 = 17-42, 23 x 76 = 17-65, 23 x 77 = 17-88, 23 x 78 = 18-12, 23 x 79 = 18-35, 23 x 80 = 18-58, 23 x 81 = 18-81, 23 x 82 = 19-5, 23 x 83 = 19-28, 23 x 84 = 19-51, 23 x 85 = 19-74, 23 x 86 = 19-97, 23 x 87 = 20-21, 23 x 88 = 20-44, 23 x 89 = 20-67, 23 x 90 = 20-90, 23 x 91 = 21-14, 23 x 92 = 21-37, 23 x 93 = 21-60, 23 x 94 = 21-83, 23 x 95 = 22-7, 23 x 96 = 22-30, 23 x 97 = 22-53, 23 x 98 = 22-76, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 0-96, 24 x 5 = 1-21, 24 x 6 = 1-45, 24 x 7 = 1-69, 24 x 8 = 1-93, 24 x 9 = 2-18, 24 x 10 = 2-42, 24 x 11 = 2-66, 24 x 12 = 2-90, 24 x 13 = 3-15, 24 x 14 = 3-39, 24 x 15 = 3-63, 24 x 16 = 3-87, 24 x 17 = 4-12, 24 x 18 = 4-36, 24 x 19 = 4-60, 24 x 20 = 4-84, 24 x 21 = 5-9, 24 x 22 = 5-33, 24 x 23 = 5-57, 24 x 24 = 5-81, 24 x 25 = 6-6, 24 x 26 = 6-30, 24 x 27 = 6-54, 24 x 28 = 6-78, 24 x 29 = 7-3, 24 x 30 = 7-27, 24 x 31 = 7-51, 24 x 32 = 7-75, 24 x 33 = 8-0, 24 x 34 = 8-24, 24 x 35 = 8-48, 24 x 36 = 8-72, 24 x 37 = 8-96, 24 x 38 = 9-21, 24 x 39 = 9-45, 24 x 40 = 9-69, 24 x 41 = 9-93, 24 x 42 = 10-18, 24 x 43 = 10-42, 24 x 44 = 10-66, 24 x 45 = 10-90, 24 x 46 = 11-15, 24 x 47 = 11-39, 24 x 48 = 11-63, 24 x 49 = 11-87, 24 x 50 = 12-12, 24 x 51 = 12-36, 24 x 52 = 12-60, 24 x 53 = 12-84, 24 x 54 = 13-9, 24 x 55 = 13-33, 24 x 56 = 13-57, 24 x 57 = 13-81, 24 x 58 = 14-6, 24 x 59 = 14-30, 24 x 60 = 14-54, 24 x 61 = 14-78, 24 x 62 = 15-3, 24 x 63 = 15-27, 24 x 64 = 15-51, 24 x 65 = 15-75, 24 x 66 = 16-0, 24 x 67 = 16-24, 24 x 68 = 16-48, 24 x 69 = 16-72, 24 x 70 = 16-96, 24 x 71 = 17-21, 24 x 72 = 17-45, 24 x 73 = 17-69, 24 x 74 = 17-93, 24 x 75 = 18-18, 24 x 76 = 18-42, 24 x 77 = 18-66, 24 x 78 = 18-90, 24 x 79 = 19-15, 24 x 80 = 19-39, 24 x 81 = 19-63, 24 x 82 = 19-87, 24 x 83 = 20-12, 24 x 84 = 20-36, 24 x 85 = 20-60, 24 x 86 = 20-84, 24 x 87 = 21-9, 24 x 88 = 21-33, 24 x 89 = 21-57, 24 x 90 = 21-81, 24 x 91 = 22-6, 24 x 92 = 22-30, 24 x 93 = 22-54, 24 x 94 = 22-78, 24 x 95 = 23-3, 24 x 96 = 23-27, 24 x 97 = 23-51, 24 x 98 = 23-75, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-1, 25 x 5 = 1-26, 25 x 6 = 1-51, 25 x 7 = 1-76, 25 x 8 = 2-2, 25 x 9 = 2-27, 25 x 10 = 2-52, 25 x 11 = 2-77, 25 x 12 = 3-3, 25 x 13 = 3-28, 25 x 14 = 3-53, 25 x 15 = 3-78, 25 x 16 = 4-4, 25 x 17 = 4-29, 25 x 18 = 4-54, 25 x 19 = 4-79, 25 x 20 = 5-5, 25 x 21 = 5-30, 25 x 22 = 5-55, 25 x 23 = 5-80, 25 x 24 = 6-6, 25 x 25 = 6-31, 25 x 26 = 6-56, 25 x 27 = 6-81, 25 x 28 = 7-7, 25 x 29 = 7-32, 25 x 30 = 7-57, 25 x 31 = 7-82, 25 x 32 = 8-8, 25 x 33 = 8-33, 25 x 34 = 8-58, 25 x 35 = 8-83, 25 x 36 = 9-9, 25 x 37 = 9-34, 25 x 38 = 9-59, 25 x 39 = 9-84, 25 x 40 = 10-10, 25 x 41 = 10-35, 25 x 42 = 10-60, 25 x 43 = 10-85, 25 x 44 = 11-11, 25 x 45 = 11-36, 25 x 46 = 11-61, 25 x 47 = 11-86, 25 x 48 = 12-12, 25 x 49 = 12-37, 25 x 50 = 12-62, 25 x 51 = 12-87, 25 x 52 = 13-13, 25 x 53 = 13-38, 25 x 54 = 13-63, 25 x 55 = 13-88, 25 x 56 = 14-14, 25 x 57 = 14-39, 25 x 58 = 14-64, 25 x 59 = 14-89, 25 x 60 = 15-15, 25 x 61 = 15-40, 25 x 62 = 15-65, 25 x 63 = 15-90, 25 x 64 = 16-16, 25 x 65 = 16-41, 25 x 66 = 16-66, 25 x 67 = 16-91, 25 x 68 = 17-17, 25 x 69 = 17-42, 25 x 70 = 17-67, 25 x 71 = 17-92, 25 x 72 = 18-18, 25 x 73 = 18-43, 25 x 74 = 18-68, 25 x 75 = 18-93, 25 x 76 = 19-19, 25 x 77 = 19-44, 25 x 78 = 19-69, 25 x 79 = 19-94, 25 x 80 = 20-20, 25 x 81 = 20-45, 25 x 82 = 20-70, 25 x 83 = 20-95, 25 x 84 = 21-21, 25 x 85 = 21-46, 25 x 86 = 21-71, 25 x 87 = 21-96, 25 x 88 = 22-22, 25 x 89 = 22-47, 25 x 90 = 22-72, 25 x 91 = 22-97, 25 x 92 = 23-23, 25 x 93 = 23-48, 25 x 94 = 23-73, 25 x 95 = 23-98, 25 x 96 = 24-24, 25 x 97 = 24-49, 25 x 98 = 24-74, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-5, 26 x 5 = 1-31, 26 x 6 = 1-57, 26 x 7 = 1-83, 26 x 8 = 2-10, 26 x 9 = 2-36, 26 x 10 = 2-62, 26 x 11 = 2-88, 26 x 12 = 3-15, 26 x 13 = 3-41, 26 x 14 = 3-67, 26 x 15 = 3-93, 26 x 16 = 4-20, 26 x 17 = 4-46, 26 x 18 = 4-72, 26 x 19 = 4-98, 26 x 20 = 5-25, 26 x 21 = 5-51, 26 x 22 = 5-77, 26 x 23 = 6-4, 26 x 24 = 6-30, 26 x 25 = 6-56, 26 x 26 = 6-82, 26 x 27 = 7-9, 26 x 28 = 7-35, 26 x 29 = 7-61, 26 x 30 = 7-87, 26 x 31 = 8-14, 26 x 32 = 8-40, 26 x 33 = 8-66, 26 x 34 = 8-92, 26 x 35 = 9-19, 26 x 36 = 9-45, 26 x 37 = 9-71, 26 x 38 = 9-97, 26 x 39 = 10-24, 26 x 40 = 10-50, 26 x 41 = 10-76, 26 x 42 = 11-3, 26 x 43 = 11-29, 26 x 44 = 11-55, 26 x 45 = 11-81, 26 x 46 = 12-8, 26 x 47 = 12-34, 26 x 48 = 12-60, 26 x 49 = 12-86, 26 x 50 = 13-13, 26 x 51 = 13-39, 26 x 52 = 13-65, 26 x 53 = 13-91, 26 x 54 = 14-18, 26 x 55 = 14-44, 26 x 56 = 14-70, 26 x 57 = 14-96, 26 x 58 = 15-23, 26 x 59 = 15-49, 26 x 60 = 15-75, 26 x 61 = 16-2, 26 x 62 = 16-28, 26 x 63 = 16-54, 26 x 64 = 16-80, 26 x 65 = 17-7, 26 x 66 = 17-33, 26 x 67 = 17-59, 26 x 68 = 17-85, 26 x 69 = 18-12, 26 x 70 = 18-38, 26 x 71 = 18-64, 26 x 72 = 18-90, 26 x 73 = 19-17, 26 x 74 = 19-43, 26 x 75 = 19-69, 26 x 76 = 19-95, 26 x 77 = 20-22, 26 x 78 = 20-48, 26 x 79 = 20-74, 26 x 80 = 21-1, 26 x 81 = 21-27, 26 x 82 = 21-53, 26 x 83 = 21-79, 26 x 84 = 22-6, 26 x 85 = 22-32, 26 x 86 = 22-58, 26 x 87 = 22-84, 26 x 88 = 23-11, 26 x 89 = 23-37, 26 x 90 = 23-63, 26 x 91 = 23-89, 26 x 92 = 24-16, 26 x 93 = 24-42, 26 x 94 = 24-68, 26 x 95 = 24-94, 26 x 96 = 25-21, 26 x 97 = 25-47, 26 x 98 = 25-73, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-9, 27 x 5 = 1-36, 27 x 6 = 1-63, 27 x 7 = 1-90, 27 x 8 = 2-18, 27 x 9 = 2-45, 27 x 10 = 2-72, 27 x 11 = 3-0, 27 x 12 = 3-27, 27 x 13 = 3-54, 27 x 14 = 3-81, 27 x 15 = 4-9, 27 x 16 = 4-36, 27 x 17 = 4-63, 27 x 18 = 4-90, 27 x 19 = 5-18, 27 x 20 = 5-45, 27 x 21 = 5-72, 27 x 22 = 6-0, 27 x 23 = 6-27, 27 x 24 = 6-54, 27 x 25 = 6-81, 27 x 26 = 7-9, 27 x 27 = 7-36, 27 x 28 = 7-63, 27 x 29 = 7-90, 27 x 30 = 8-18, 27 x 31 = 8-45, 27 x 32 = 8-72, 27 x 33 = 9-0, 27 x 34 = 9-27, 27 x 35 = 9-54, 27 x 36 = 9-81, 27 x 37 = 10-9, 27 x 38 = 10-36, 27 x 39 = 10-63, 27 x 40 = 10-90, 27 x 41 = 11-18, 27 x 42 = 11-45, 27 x 43 = 11-72, 27 x 44 = 12-0, 27 x 45 = 12-27, 27 x 46 = 12-54, 27 x 47 = 12-81, 27 x 48 = 13-9, 27 x 49 = 13-36, 27 x 50 = 13-63, 27 x 51 = 13-90, 27 x 52 = 14-18, 27 x 53 = 14-45, 27 x 54 = 14-72, 27 x 55 = 15-0, 27 x 56 = 15-27, 27 x 57 = 15-54, 27 x 58 = 15-81, 27 x 59 = 16-9, 27 x 60 = 16-36, 27 x 61 = 16-63, 27 x 62 = 16-90, 27 x 63 = 17-18, 27 x 64 = 17-45, 27 x 65 = 17-72, 27 x 66 = 18-0, 27 x 67 = 18-27, 27 x 68 = 18-54, 27 x 69 = 18-81, 27 x 70 = 19-9, 27 x 71 = 19-36, 27 x 72 = 19-63, 27 x 73 = 19-90, 27 x 74 = 20-18, 27 x 75 = 20-45, 27 x 76 = 20-72, 27 x 77 = 21-0, 27 x 78 = 21-27, 27 x 79 = 21-54, 27 x 80 = 21-81, 27 x 81 = 22-9, 27 x 82 = 22-36, 27 x 83 = 22-63, 27 x 84 = 22-90, 27 x 85 = 23-18, 27 x 86 = 23-45, 27 x 87 = 23-72, 27 x 88 = 24-0, 27 x 89 = 24-27, 27 x 90 = 24-54, 27 x 91 = 24-81, 27 x 92 = 25-9, 27 x 93 = 25-36, 27 x 94 = 25-63, 27 x 95 = 25-90, 27 x 96 = 26-18, 27 x 97 = 26-45, 27 x 98 = 26-72, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-13, 28 x 5 = 1-41, 28 x 6 = 1-69, 28 x 7 = 1-97, 28 x 8 = 2-26, 28 x 9 = 2-54, 28 x 10 = 2-82, 28 x 11 = 3-11, 28 x 12 = 3-39, 28 x 13 = 3-67, 28 x 14 = 3-95, 28 x 15 = 4-24, 28 x 16 = 4-52, 28 x 17 = 4-80, 28 x 18 = 5-9, 28 x 19 = 5-37, 28 x 20 = 5-65, 28 x 21 = 5-93, 28 x 22 = 6-22, 28 x 23 = 6-50, 28 x 24 = 6-78, 28 x 25 = 7-7, 28 x 26 = 7-35, 28 x 27 = 7-63, 28 x 28 = 7-91, 28 x 29 = 8-20, 28 x 30 = 8-48, 28 x 31 = 8-76, 28 x 32 = 9-5, 28 x 33 = 9-33, 28 x 34 = 9-61, 28 x 35 = 9-89, 28 x 36 = 10-18, 28 x 37 = 10-46, 28 x 38 = 10-74, 28 x 39 = 11-3, 28 x 40 = 11-31, 28 x 41 = 11-59, 28 x 42 = 11-87, 28 x 43 = 12-16, 28 x 44 = 12-44, 28 x 45 = 12-72, 28 x 46 = 13-1, 28 x 47 = 13-29, 28 x 48 = 13-57, 28 x 49 = 13-85, 28 x 50 = 14-14, 28 x 51 = 14-42, 28 x 52 = 14-70, 28 x 53 = 14-98, 28 x 54 = 15-27, 28 x 55 = 15-55, 28 x 56 = 15-83, 28 x 57 = 16-12, 28 x 58 = 16-40, 28 x 59 = 16-68, 28 x 60 = 16-96, 28 x 61 = 17-25, 28 x 62 = 17-53, 28 x 63 = 17-81, 28 x 64 = 18-10, 28 x 65 = 18-38, 28 x 66 = 18-66, 28 x 67 = 18-94, 28 x 68 = 19-23, 28 x 69 = 19-51, 28 x 70 = 19-79, 28 x 71 = 20-8, 28 x 72 = 20-36, 28 x 73 = 20-64, 28 x 74 = 20-92, 28 x 75 = 21-21, 28 x 76 = 21-49, 28 x 77 = 21-77, 28 x 78 = 22-6, 28 x 79 = 22-34, 28 x 80 = 22-62, 28 x 81 = 22-90, 28 x 82 = 23-19, 28 x 83 = 23-47, 28 x 84 = 23-75, 28 x 85 = 24-4, 28 x 86 = 24-32, 28 x 87 = 24-60, 28 x 88 = 24-88, 28 x 89 = 25-17, 28 x 90 = 25-45, 28 x 91 = 25-73, 28 x 92 = 26-2, 28 x 93 = 26-30, 28 x 94 = 26-58, 28 x 95 = 26-86, 28 x 96 = 27-15, 28 x 97 = 27-43, 28 x 98 = 27-71, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-17, 29 x 5 = 1-46, 29 x 6 = 1-75, 29 x 7 = 2-5, 29 x 8 = 2-34, 29 x 9 = 2-63, 29 x 10 = 2-92, 29 x 11 = 3-22, 29 x 12 = 3-51, 29 x 13 = 3-80, 29 x 14 = 4-10, 29 x 15 = 4-39, 29 x 16 = 4-68, 29 x 17 = 4-97, 29 x 18 = 5-27, 29 x 19 = 5-56, 29 x 20 = 5-85, 29 x 21 = 6-15, 29 x 22 = 6-44, 29 x 23 = 6-73, 29 x 24 = 7-3, 29 x 25 = 7-32, 29 x 26 = 7-61, 29 x 27 = 7-90, 29 x 28 = 8-20, 29 x 29 = 8-49, 29 x 30 = 8-78, 29 x 31 = 9-8, 29 x 32 = 9-37, 29 x 33 = 9-66, 29 x 34 = 9-95, 29 x 35 = 10-25, 29 x 36 = 10-54, 29 x 37 = 10-83, 29 x 38 = 11-13, 29 x 39 = 11-42, 29 x 40 = 11-71, 29 x 41 = 12-1, 29 x 42 = 12-30, 29 x 43 = 12-59, 29 x 44 = 12-88, 29 x 45 = 13-18, 29 x 46 = 13-47, 29 x 47 = 13-76, 29 x 48 = 14-6, 29 x 49 = 14-35, 29 x 50 = 14-64, 29 x 51 = 14-93, 29 x 52 = 15-23, 29 x 53 = 15-52, 29 x 54 = 15-81, 29 x 55 = 16-11, 29 x 56 = 16-40, 29 x 57 = 16-69, 29 x 58 = 16-98, 29 x 59 = 17-28, 29 x 60 = 17-57, 29 x 61 = 17-86, 29 x 62 = 18-16, 29 x 63 = 18-45, 29 x 64 = 18-74, 29 x 65 = 19-4, 29 x 66 = 19-33, 29 x 67 = 19-62, 29 x 68 = 19-91, 29 x 69 = 20-21, 29 x 70 = 20-50, 29 x 71 = 20-79, 29 x 72 = 21-9, 29 x 73 = 21-38, 29 x 74 = 21-67, 29 x 75 = 21-96, 29 x 76 = 22-26, 29 x 77 = 22-55, 29 x 78 = 22-84, 29 x 79 = 23-14, 29 x 80 = 23-43, 29 x 81 = 23-72, 29 x 82 = 24-2, 29 x 83 = 24-31, 29 x 84 = 24-60, 29 x 85 = 24-89, 29 x 86 = 25-19, 29 x 87 = 25-48, 29 x 88 = 25-77, 29 x 89 = 26-7, 29 x 90 = 26-36, 29 x 91 = 26-65, 29 x 92 = 26-94, 29 x 93 = 27-24, 29 x 94 = 27-53, 29 x 95 = 27-82, 29 x 96 = 28-12, 29 x 97 = 28-41, 29 x 98 = 28-70, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 0-90, 30 x 4 = 1-21, 30 x 5 = 1-51, 30 x 6 = 1-81, 30 x 7 = 2-12, 30 x 8 = 2-42, 30 x 9 = 2-72, 30 x 10 = 3-3, 30 x 11 = 3-33, 30 x 12 = 3-63, 30 x 13 = 3-93, 30 x 14 = 4-24, 30 x 15 = 4-54, 30 x 16 = 4-84, 30 x 17 = 5-15, 30 x 18 = 5-45, 30 x 19 = 5-75, 30 x 20 = 6-6, 30 x 21 = 6-36, 30 x 22 = 6-66, 30 x 23 = 6-96, 30 x 24 = 7-27, 30 x 25 = 7-57, 30 x 26 = 7-87, 30 x 27 = 8-18, 30 x 28 = 8-48, 30 x 29 = 8-78, 30 x 30 = 9-9, 30 x 31 = 9-39, 30 x 32 = 9-69, 30 x 33 = 10-0, 30 x 34 = 10-30, 30 x 35 = 10-60, 30 x 36 = 10-90, 30 x 37 = 11-21, 30 x 38 = 11-51, 30 x 39 = 11-81, 30 x 40 = 12-12, 30 x 41 = 12-42, 30 x 42 = 12-72, 30 x 43 = 13-3, 30 x 44 = 13-33, 30 x 45 = 13-63, 30 x 46 = 13-93, 30 x 47 = 14-24, 30 x 48 = 14-54, 30 x 49 = 14-84, 30 x 50 = 15-15, 30 x 51 = 15-45, 30 x 52 = 15-75, 30 x 53 = 16-6, 30 x 54 = 16-36, 30 x 55 = 16-66, 30 x 56 = 16-96, 30 x 57 = 17-27, 30 x 58 = 17-57, 30 x 59 = 17-87, 30 x 60 = 18-18, 30 x 61 = 18-48, 30 x 62 = 18-78, 30 x 63 = 19-9, 30 x 64 = 19-39, 30 x 65 = 19-69, 30 x 66 = 20-0, 30 x 67 = 20-30, 30 x 68 = 20-60, 30 x 69 = 20-90, 30 x 70 = 21-21, 30 x 71 = 21-51, 30 x 72 = 21-81, 30 x 73 = 22-12, 30 x 74 = 22-42, 30 x 75 = 22-72, 30 x 76 = 23-3, 30 x 77 = 23-33, 30 x 78 = 23-63, 30 x 79 = 23-93, 30 x 80 = 24-24, 30 x 81 = 24-54, 30 x 82 = 24-84, 30 x 83 = 25-15, 30 x 84 = 25-45, 30 x 85 = 25-75, 30 x 86 = 26-6, 30 x 87 = 26-36, 30 x 88 = 26-66, 30 x 89 = 26-96, 30 x 90 = 27-27, 30 x 91 = 27-57, 30 x 92 = 27-87, 30 x 93 = 28-18, 30 x 94 = 28-48, 30 x 95 = 28-78, 30 x 96 = 29-9, 30 x 97 = 29-39, 30 x 98 = 29-69, 
