11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 0-88, 11 x 9 = 1-0, 11 x 10 = 1-11, 11 x 11 = 1-22, 11 x 12 = 1-33, 11 x 13 = 1-44, 11 x 14 = 1-55, 11 x 15 = 1-66, 11 x 16 = 1-77, 11 x 17 = 1-88, 11 x 18 = 2-0, 11 x 19 = 2-11, 11 x 20 = 2-22, 11 x 21 = 2-33, 11 x 22 = 2-44, 11 x 23 = 2-55, 11 x 24 = 2-66, 11 x 25 = 2-77, 11 x 26 = 2-88, 11 x 27 = 3-0, 11 x 28 = 3-11, 11 x 29 = 3-22, 11 x 30 = 3-33, 11 x 31 = 3-44, 11 x 32 = 3-55, 11 x 33 = 3-66, 11 x 34 = 3-77, 11 x 35 = 3-88, 11 x 36 = 4-0, 11 x 37 = 4-11, 11 x 38 = 4-22, 11 x 39 = 4-33, 11 x 40 = 4-44, 11 x 41 = 4-55, 11 x 42 = 4-66, 11 x 43 = 4-77, 11 x 44 = 4-88, 11 x 45 = 5-0, 11 x 46 = 5-11, 11 x 47 = 5-22, 11 x 48 = 5-33, 11 x 49 = 5-44, 11 x 50 = 5-55, 11 x 51 = 5-66, 11 x 52 = 5-77, 11 x 53 = 5-88, 11 x 54 = 6-0, 11 x 55 = 6-11, 11 x 56 = 6-22, 11 x 57 = 6-33, 11 x 58 = 6-44, 11 x 59 = 6-55, 11 x 60 = 6-66, 11 x 61 = 6-77, 11 x 62 = 6-88, 11 x 63 = 7-0, 11 x 64 = 7-11, 11 x 65 = 7-22, 11 x 66 = 7-33, 11 x 67 = 7-44, 11 x 68 = 7-55, 11 x 69 = 7-66, 11 x 70 = 7-77, 11 x 71 = 7-88, 11 x 72 = 8-0, 11 x 73 = 8-11, 11 x 74 = 8-22, 11 x 75 = 8-33, 11 x 76 = 8-44, 11 x 77 = 8-55, 11 x 78 = 8-66, 11 x 79 = 8-77, 11 x 80 = 8-88, 11 x 81 = 9-0, 11 x 82 = 9-11, 11 x 83 = 9-22, 11 x 84 = 9-33, 11 x 85 = 9-44, 11 x 86 = 9-55, 11 x 87 = 9-66, 11 x 88 = 9-77, 11 x 89 = 9-88, 11 x 90 = 10-0, 11 x 91 = 10-11, 11 x 92 = 10-22, 11 x 93 = 10-33, 11 x 94 = 10-44, 11 x 95 = 10-55, 11 x 96 = 10-66, 11 x 97 = 10-77, 11 x 98 = 10-88, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 0-96, 12 x 9 = 1-9, 12 x 10 = 1-21, 12 x 11 = 1-33, 12 x 12 = 1-45, 12 x 13 = 1-57, 12 x 14 = 1-69, 12 x 15 = 1-81, 12 x 16 = 1-93, 12 x 17 = 2-6, 12 x 18 = 2-18, 12 x 19 = 2-30, 12 x 20 = 2-42, 12 x 21 = 2-54, 12 x 22 = 2-66, 12 x 23 = 2-78, 12 x 24 = 2-90, 12 x 25 = 3-3, 12 x 26 = 3-15, 12 x 27 = 3-27, 12 x 28 = 3-39, 12 x 29 = 3-51, 12 x 30 = 3-63, 12 x 31 = 3-75, 12 x 32 = 3-87, 12 x 33 = 4-0, 12 x 34 = 4-12, 12 x 35 = 4-24, 12 x 36 = 4-36, 12 x 37 = 4-48, 12 x 38 = 4-60, 12 x 39 = 4-72, 12 x 40 = 4-84, 12 x 41 = 4-96, 12 x 42 = 5-9, 12 x 43 = 5-21, 12 x 44 = 5-33, 12 x 45 = 5-45, 12 x 46 = 5-57, 12 x 47 = 5-69, 12 x 48 = 5-81, 12 x 49 = 5-93, 12 x 50 = 6-6, 12 x 51 = 6-18, 12 x 52 = 6-30, 12 x 53 = 6-42, 12 x 54 = 6-54, 12 x 55 = 6-66, 12 x 56 = 6-78, 12 x 57 = 6-90, 12 x 58 = 7-3, 12 x 59 = 7-15, 12 x 60 = 7-27, 12 x 61 = 7-39, 12 x 62 = 7-51, 12 x 63 = 7-63, 12 x 64 = 7-75, 12 x 65 = 7-87, 12 x 66 = 8-0, 12 x 67 = 8-12, 12 x 68 = 8-24, 12 x 69 = 8-36, 12 x 70 = 8-48, 12 x 71 = 8-60, 12 x 72 = 8-72, 12 x 73 = 8-84, 12 x 74 = 8-96, 12 x 75 = 9-9, 12 x 76 = 9-21, 12 x 77 = 9-33, 12 x 78 = 9-45, 12 x 79 = 9-57, 12 x 80 = 9-69, 12 x 81 = 9-81, 12 x 82 = 9-93, 12 x 83 = 10-6, 12 x 84 = 10-18, 12 x 85 = 10-30, 12 x 86 = 10-42, 12 x 87 = 10-54, 12 x 88 = 10-66, 12 x 89 = 10-78, 12 x 90 = 10-90, 12 x 91 = 11-3, 12 x 92 = 11-15, 12 x 93 = 11-27, 12 x 94 = 11-39, 12 x 95 = 11-51, 12 x 96 = 11-63, 12 x 97 = 11-75, 12 x 98 = 11-87, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 0-91, 13 x 8 = 1-5, 13 x 9 = 1-18, 13 x 10 = 1-31, 13 x 11 = 1-44, 13 x 12 = 1-57, 13 x 13 = 1-70, 13 x 14 = 1-83, 13 x 15 = 1-96, 13 x 16 = 2-10, 13 x 17 = 2-23, 13 x 18 = 2-36, 13 x 19 = 2-49, 13 x 20 = 2-62, 13 x 21 = 2-75, 13 x 22 = 2-88, 13 x 23 = 3-2, 13 x 24 = 3-15, 13 x 25 = 3-28, 13 x 26 = 3-41, 13 x 27 = 3-54, 13 x 28 = 3-67, 13 x 29 = 3-80, 13 x 30 = 3-93, 13 x 31 = 4-7, 13 x 32 = 4-20, 13 x 33 = 4-33, 13 x 34 = 4-46, 13 x 35 = 4-59, 13 x 36 = 4-72, 13 x 37 = 4-85, 13 x 38 = 4-98, 13 x 39 = 5-12, 13 x 40 = 5-25, 13 x 41 = 5-38, 13 x 42 = 5-51, 13 x 43 = 5-64, 13 x 44 = 5-77, 13 x 45 = 5-90, 13 x 46 = 6-4, 13 x 47 = 6-17, 13 x 48 = 6-30, 13 x 49 = 6-43, 13 x 50 = 6-56, 13 x 51 = 6-69, 13 x 52 = 6-82, 13 x 53 = 6-95, 13 x 54 = 7-9, 13 x 55 = 7-22, 13 x 56 = 7-35, 13 x 57 = 7-48, 13 x 58 = 7-61, 13 x 59 = 7-74, 13 x 60 = 7-87, 13 x 61 = 8-1, 13 x 62 = 8-14, 13 x 63 = 8-27, 13 x 64 = 8-40, 13 x 65 = 8-53, 13 x 66 = 8-66, 13 x 67 = 8-79, 13 x 68 = 8-92, 13 x 69 = 9-6, 13 x 70 = 9-19, 13 x 71 = 9-32, 13 x 72 = 9-45, 13 x 73 = 9-58, 13 x 74 = 9-71, 13 x 75 = 9-84, 13 x 76 = 9-97, 13 x 77 = 10-11, 13 x 78 = 10-24, 13 x 79 = 10-37, 13 x 80 = 10-50, 13 x 81 = 10-63, 13 x 82 = 10-76, 13 x 83 = 10-89, 13 x 84 = 11-3, 13 x 85 = 11-16, 13 x 86 = 11-29, 13 x 87 = 11-42, 13 x 88 = 11-55, 13 x 89 = 11-68, 13 x 90 = 11-81, 13 x 91 = 11-94, 13 x 92 = 12-8, 13 x 93 = 12-21, 13 x 94 = 12-34, 13 x 95 = 12-47, 13 x 96 = 12-60, 13 x 97 = 12-73, 13 x 98 = 12-86, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 0-98, 14 x 8 = 1-13, 14 x 9 = 1-27, 14 x 10 = 1-41, 14 x 11 = 1-55, 14 x 12 = 1-69, 14 x 13 = 1-83, 14 x 14 = 1-97, 14 x 15 = 2-12, 14 x 16 = 2-26, 14 x 17 = 2-40, 14 x 18 = 2-54, 14 x 19 = 2-68, 14 x 20 = 2-82, 14 x 21 = 2-96, 14 x 22 = 3-11, 14 x 23 = 3-25, 14 x 24 = 3-39, 14 x 25 = 3-53, 14 x 26 = 3-67, 14 x 27 = 3-81, 14 x 28 = 3-95, 14 x 29 = 4-10, 14 x 30 = 4-24, 14 x 31 = 4-38, 14 x 32 = 4-52, 14 x 33 = 4-66, 14 x 34 = 4-80, 14 x 35 = 4-94, 14 x 36 = 5-9, 14 x 37 = 5-23, 14 x 38 = 5-37, 14 x 39 = 5-51, 14 x 40 = 5-65, 14 x 41 = 5-79, 14 x 42 = 5-93, 14 x 43 = 6-8, 14 x 44 = 6-22, 14 x 45 = 6-36, 14 x 46 = 6-50, 14 x 47 = 6-64, 14 x 48 = 6-78, 14 x 49 = 6-92, 14 x 50 = 7-7, 14 x 51 = 7-21, 14 x 52 = 7-35, 14 x 53 = 7-49, 14 x 54 = 7-63, 14 x 55 = 7-77, 14 x 56 = 7-91, 14 x 57 = 8-6, 14 x 58 = 8-20, 14 x 59 = 8-34, 14 x 60 = 8-48, 14 x 61 = 8-62, 14 x 62 = 8-76, 14 x 63 = 8-90, 14 x 64 = 9-5, 14 x 65 = 9-19, 14 x 66 = 9-33, 14 x 67 = 9-47, 14 x 68 = 9-61, 14 x 69 = 9-75, 14 x 70 = 9-89, 14 x 71 = 10-4, 14 x 72 = 10-18, 14 x 73 = 10-32, 14 x 74 = 10-46, 14 x 75 = 10-60, 14 x 76 = 10-74, 14 x 77 = 10-88, 14 x 78 = 11-3, 14 x 79 = 11-17, 14 x 80 = 11-31, 14 x 81 = 11-45, 14 x 82 = 11-59, 14 x 83 = 11-73, 14 x 84 = 11-87, 14 x 85 = 12-2, 14 x 86 = 12-16, 14 x 87 = 12-30, 14 x 88 = 12-44, 14 x 89 = 12-58, 14 x 90 = 12-72, 14 x 91 = 12-86, 14 x 92 = 13-1, 14 x 93 = 13-15, 14 x 94 = 13-29, 14 x 95 = 13-43, 14 x 96 = 13-57, 14 x 97 = 13-71, 14 x 98 = 13-85, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 0-90, 15 x 7 = 1-6, 15 x 8 = 1-21, 15 x 9 = 1-36, 15 x 10 = 1-51, 15 x 11 = 1-66, 15 x 12 = 1-81, 15 x 13 = 1-96, 15 x 14 = 2-12, 15 x 15 = 2-27, 15 x 16 = 2-42, 15 x 17 = 2-57, 15 x 18 = 2-72, 15 x 19 = 2-87, 15 x 20 = 3-3, 15 x 21 = 3-18, 15 x 22 = 3-33, 15 x 23 = 3-48, 15 x 24 = 3-63, 15 x 25 = 3-78, 15 x 26 = 3-93, 15 x 27 = 4-9, 15 x 28 = 4-24, 15 x 29 = 4-39, 15 x 30 = 4-54, 15 x 31 = 4-69, 15 x 32 = 4-84, 15 x 33 = 5-0, 15 x 34 = 5-15, 15 x 35 = 5-30, 15 x 36 = 5-45, 15 x 37 = 5-60, 15 x 38 = 5-75, 15 x 39 = 5-90, 15 x 40 = 6-6, 15 x 41 = 6-21, 15 x 42 = 6-36, 15 x 43 = 6-51, 15 x 44 = 6-66, 15 x 45 = 6-81, 15 x 46 = 6-96, 15 x 47 = 7-12, 15 x 48 = 7-27, 15 x 49 = 7-42, 15 x 50 = 7-57, 15 x 51 = 7-72, 15 x 52 = 7-87, 15 x 53 = 8-3, 15 x 54 = 8-18, 15 x 55 = 8-33, 15 x 56 = 8-48, 15 x 57 = 8-63, 15 x 58 = 8-78, 15 x 59 = 8-93, 15 x 60 = 9-9, 15 x 61 = 9-24, 15 x 62 = 9-39, 15 x 63 = 9-54, 15 x 64 = 9-69, 15 x 65 = 9-84, 15 x 66 = 10-0, 15 x 67 = 10-15, 15 x 68 = 10-30, 15 x 69 = 10-45, 15 x 70 = 10-60, 15 x 71 = 10-75, 15 x 72 = 10-90, 15 x 73 = 11-6, 15 x 74 = 11-21, 15 x 75 = 11-36, 15 x 76 = 11-51, 15 x 77 = 11-66, 15 x 78 = 11-81, 15 x 79 = 11-96, 15 x 80 = 12-12, 15 x 81 = 12-27, 15 x 82 = 12-42, 15 x 83 = 12-57, 15 x 84 = 12-72, 15 x 85 = 12-87, 15 x 86 = 13-3, 15 x 87 = 13-18, 15 x 88 = 13-33, 15 x 89 = 13-48, 15 x 90 = 13-63, 15 x 91 = 13-78, 15 x 92 = 13-93, 15 x 93 = 14-9, 15 x 94 = 14-24, 15 x 95 = 14-39, 15 x 96 = 14-54, 15 x 97 = 14-69, 15 x 98 = 14-84, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 0-96, 16 x 7 = 1-13, 16 x 8 = 1-29, 16 x 9 = 1-45, 16 x 10 = 1-61, 16 x 11 = 1-77, 16 x 12 = 1-93, 16 x 13 = 2-10, 16 x 14 = 2-26, 16 x 15 = 2-42, 16 x 16 = 2-58, 16 x 17 = 2-74, 16 x 18 = 2-90, 16 x 19 = 3-7, 16 x 20 = 3-23, 16 x 21 = 3-39, 16 x 22 = 3-55, 16 x 23 = 3-71, 16 x 24 = 3-87, 16 x 25 = 4-4, 16 x 26 = 4-20, 16 x 27 = 4-36, 16 x 28 = 4-52, 16 x 29 = 4-68, 16 x 30 = 4-84, 16 x 31 = 5-1, 16 x 32 = 5-17, 16 x 33 = 5-33, 16 x 34 = 5-49, 16 x 35 = 5-65, 16 x 36 = 5-81, 16 x 37 = 5-97, 16 x 38 = 6-14, 16 x 39 = 6-30, 16 x 40 = 6-46, 16 x 41 = 6-62, 16 x 42 = 6-78, 16 x 43 = 6-94, 16 x 44 = 7-11, 16 x 45 = 7-27, 16 x 46 = 7-43, 16 x 47 = 7-59, 16 x 48 = 7-75, 16 x 49 = 7-91, 16 x 50 = 8-8, 16 x 51 = 8-24, 16 x 52 = 8-40, 16 x 53 = 8-56, 16 x 54 = 8-72, 16 x 55 = 8-88, 16 x 56 = 9-5, 16 x 57 = 9-21, 16 x 58 = 9-37, 16 x 59 = 9-53, 16 x 60 = 9-69, 16 x 61 = 9-85, 16 x 62 = 10-2, 16 x 63 = 10-18, 16 x 64 = 10-34, 16 x 65 = 10-50, 16 x 66 = 10-66, 16 x 67 = 10-82, 16 x 68 = 10-98, 16 x 69 = 11-15, 16 x 70 = 11-31, 16 x 71 = 11-47, 16 x 72 = 11-63, 16 x 73 = 11-79, 16 x 74 = 11-95, 16 x 75 = 12-12, 16 x 76 = 12-28, 16 x 77 = 12-44, 16 x 78 = 12-60, 16 x 79 = 12-76, 16 x 80 = 12-92, 16 x 81 = 13-9, 16 x 82 = 13-25, 16 x 83 = 13-41, 16 x 84 = 13-57, 16 x 85 = 13-73, 16 x 86 = 13-89, 16 x 87 = 14-6, 16 x 88 = 14-22, 16 x 89 = 14-38, 16 x 90 = 14-54, 16 x 91 = 14-70, 16 x 92 = 14-86, 16 x 93 = 15-3, 16 x 94 = 15-19, 16 x 95 = 15-35, 16 x 96 = 15-51, 16 x 97 = 15-67, 16 x 98 = 15-83, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 1-3, 17 x 7 = 1-20, 17 x 8 = 1-37, 17 x 9 = 1-54, 17 x 10 = 1-71, 17 x 11 = 1-88, 17 x 12 = 2-6, 17 x 13 = 2-23, 17 x 14 = 2-40, 17 x 15 = 2-57, 17 x 16 = 2-74, 17 x 17 = 2-91, 17 x 18 = 3-9, 17 x 19 = 3-26, 17 x 20 = 3-43, 17 x 21 = 3-60, 17 x 22 = 3-77, 17 x 23 = 3-94, 17 x 24 = 4-12, 17 x 25 = 4-29, 17 x 26 = 4-46, 17 x 27 = 4-63, 17 x 28 = 4-80, 17 x 29 = 4-97, 17 x 30 = 5-15, 17 x 31 = 5-32, 17 x 32 = 5-49, 17 x 33 = 5-66, 17 x 34 = 5-83, 17 x 35 = 6-1, 17 x 36 = 6-18, 17 x 37 = 6-35, 17 x 38 = 6-52, 17 x 39 = 6-69, 17 x 40 = 6-86, 17 x 41 = 7-4, 17 x 42 = 7-21, 17 x 43 = 7-38, 17 x 44 = 7-55, 17 x 45 = 7-72, 17 x 46 = 7-89, 17 x 47 = 8-7, 17 x 48 = 8-24, 17 x 49 = 8-41, 17 x 50 = 8-58, 17 x 51 = 8-75, 17 x 52 = 8-92, 17 x 53 = 9-10, 17 x 54 = 9-27, 17 x 55 = 9-44, 17 x 56 = 9-61, 17 x 57 = 9-78, 17 x 58 = 9-95, 17 x 59 = 10-13, 17 x 60 = 10-30, 17 x 61 = 10-47, 17 x 62 = 10-64, 17 x 63 = 10-81, 17 x 64 = 10-98, 17 x 65 = 11-16, 17 x 66 = 11-33, 17 x 67 = 11-50, 17 x 68 = 11-67, 17 x 69 = 11-84, 17 x 70 = 12-2, 17 x 71 = 12-19, 17 x 72 = 12-36, 17 x 73 = 12-53, 17 x 74 = 12-70, 17 x 75 = 12-87, 17 x 76 = 13-5, 17 x 77 = 13-22, 17 x 78 = 13-39, 17 x 79 = 13-56, 17 x 80 = 13-73, 17 x 81 = 13-90, 17 x 82 = 14-8, 17 x 83 = 14-25, 17 x 84 = 14-42, 17 x 85 = 14-59, 17 x 86 = 14-76, 17 x 87 = 14-93, 17 x 88 = 15-11, 17 x 89 = 15-28, 17 x 90 = 15-45, 17 x 91 = 15-62, 17 x 92 = 15-79, 17 x 93 = 15-96, 17 x 94 = 16-14, 17 x 95 = 16-31, 17 x 96 = 16-48, 17 x 97 = 16-65, 17 x 98 = 16-82, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 0-90, 18 x 6 = 1-9, 18 x 7 = 1-27, 18 x 8 = 1-45, 18 x 9 = 1-63, 18 x 10 = 1-81, 18 x 11 = 2-0, 18 x 12 = 2-18, 18 x 13 = 2-36, 18 x 14 = 2-54, 18 x 15 = 2-72, 18 x 16 = 2-90, 18 x 17 = 3-9, 18 x 18 = 3-27, 18 x 19 = 3-45, 18 x 20 = 3-63, 18 x 21 = 3-81, 18 x 22 = 4-0, 18 x 23 = 4-18, 18 x 24 = 4-36, 18 x 25 = 4-54, 18 x 26 = 4-72, 18 x 27 = 4-90, 18 x 28 = 5-9, 18 x 29 = 5-27, 18 x 30 = 5-45, 18 x 31 = 5-63, 18 x 32 = 5-81, 18 x 33 = 6-0, 18 x 34 = 6-18, 18 x 35 = 6-36, 18 x 36 = 6-54, 18 x 37 = 6-72, 18 x 38 = 6-90, 18 x 39 = 7-9, 18 x 40 = 7-27, 18 x 41 = 7-45, 18 x 42 = 7-63, 18 x 43 = 7-81, 18 x 44 = 8-0, 18 x 45 = 8-18, 18 x 46 = 8-36, 18 x 47 = 8-54, 18 x 48 = 8-72, 18 x 49 = 8-90, 18 x 50 = 9-9, 18 x 51 = 9-27, 18 x 52 = 9-45, 18 x 53 = 9-63, 18 x 54 = 9-81, 18 x 55 = 10-0, 18 x 56 = 10-18, 18 x 57 = 10-36, 18 x 58 = 10-54, 18 x 59 = 10-72, 18 x 60 = 10-90, 18 x 61 = 11-9, 18 x 62 = 11-27, 18 x 63 = 11-45, 18 x 64 = 11-63, 18 x 65 = 11-81, 18 x 66 = 12-0, 18 x 67 = 12-18, 18 x 68 = 12-36, 18 x 69 = 12-54, 18 x 70 = 12-72, 18 x 71 = 12-90, 18 x 72 = 13-9, 18 x 73 = 13-27, 18 x 74 = 13-45, 18 x 75 = 13-63, 18 x 76 = 13-81, 18 x 77 = 14-0, 18 x 78 = 14-18, 18 x 79 = 14-36, 18 x 80 = 14-54, 18 x 81 = 14-72, 18 x 82 = 14-90, 18 x 83 = 15-9, 18 x 84 = 15-27, 18 x 85 = 15-45, 18 x 86 = 15-63, 18 x 87 = 15-81, 18 x 88 = 16-0, 18 x 89 = 16-18, 18 x 90 = 16-36, 18 x 91 = 16-54, 18 x 92 = 16-72, 18 x 93 = 16-90, 18 x 94 = 17-9, 18 x 95 = 17-27, 18 x 96 = 17-45, 18 x 97 = 17-63, 18 x 98 = 17-81, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 0-95, 19 x 6 = 1-15, 19 x 7 = 1-34, 19 x 8 = 1-53, 19 x 9 = 1-72, 19 x 10 = 1-91, 19 x 11 = 2-11, 19 x 12 = 2-30, 19 x 13 = 2-49, 19 x 14 = 2-68, 19 x 15 = 2-87, 19 x 16 = 3-7, 19 x 17 = 3-26, 19 x 18 = 3-45, 19 x 19 = 3-64, 19 x 20 = 3-83, 19 x 21 = 4-3, 19 x 22 = 4-22, 19 x 23 = 4-41, 19 x 24 = 4-60, 19 x 25 = 4-79, 19 x 26 = 4-98, 19 x 27 = 5-18, 19 x 28 = 5-37, 19 x 29 = 5-56, 19 x 30 = 5-75, 19 x 31 = 5-94, 19 x 32 = 6-14, 19 x 33 = 6-33, 19 x 34 = 6-52, 19 x 35 = 6-71, 19 x 36 = 6-90, 19 x 37 = 7-10, 19 x 38 = 7-29, 19 x 39 = 7-48, 19 x 40 = 7-67, 19 x 41 = 7-86, 19 x 42 = 8-6, 19 x 43 = 8-25, 19 x 44 = 8-44, 19 x 45 = 8-63, 19 x 46 = 8-82, 19 x 47 = 9-2, 19 x 48 = 9-21, 19 x 49 = 9-40, 19 x 50 = 9-59, 19 x 51 = 9-78, 19 x 52 = 9-97, 19 x 53 = 10-17, 19 x 54 = 10-36, 19 x 55 = 10-55, 19 x 56 = 10-74, 19 x 57 = 10-93, 19 x 58 = 11-13, 19 x 59 = 11-32, 19 x 60 = 11-51, 19 x 61 = 11-70, 19 x 62 = 11-89, 19 x 63 = 12-9, 19 x 64 = 12-28, 19 x 65 = 12-47, 19 x 66 = 12-66, 19 x 67 = 12-85, 19 x 68 = 13-5, 19 x 69 = 13-24, 19 x 70 = 13-43, 19 x 71 = 13-62, 19 x 72 = 13-81, 19 x 73 = 14-1, 19 x 74 = 14-20, 19 x 75 = 14-39, 19 x 76 = 14-58, 19 x 77 = 14-77, 19 x 78 = 14-96, 19 x 79 = 15-16, 19 x 80 = 15-35, 19 x 81 = 15-54, 19 x 82 = 15-73, 19 x 83 = 15-92, 19 x 84 = 16-12, 19 x 85 = 16-31, 19 x 86 = 16-50, 19 x 87 = 16-69, 19 x 88 = 16-88, 19 x 89 = 17-8, 19 x 90 = 17-27, 19 x 91 = 17-46, 19 x 92 = 17-65, 19 x 93 = 17-84, 19 x 94 = 18-4, 19 x 95 = 18-23, 19 x 96 = 18-42, 19 x 97 = 18-61, 19 x 98 = 18-80, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 1-1, 20 x 6 = 1-21, 20 x 7 = 1-41, 20 x 8 = 1-61, 20 x 9 = 1-81, 20 x 10 = 2-2, 20 x 11 = 2-22, 20 x 12 = 2-42, 20 x 13 = 2-62, 20 x 14 = 2-82, 20 x 15 = 3-3, 20 x 16 = 3-23, 20 x 17 = 3-43, 20 x 18 = 3-63, 20 x 19 = 3-83, 20 x 20 = 4-4, 20 x 21 = 4-24, 20 x 22 = 4-44, 20 x 23 = 4-64, 20 x 24 = 4-84, 20 x 25 = 5-5, 20 x 26 = 5-25, 20 x 27 = 5-45, 20 x 28 = 5-65, 20 x 29 = 5-85, 20 x 30 = 6-6, 20 x 31 = 6-26, 20 x 32 = 6-46, 20 x 33 = 6-66, 20 x 34 = 6-86, 20 x 35 = 7-7, 20 x 36 = 7-27, 20 x 37 = 7-47, 20 x 38 = 7-67, 20 x 39 = 7-87, 20 x 40 = 8-8, 20 x 41 = 8-28, 20 x 42 = 8-48, 20 x 43 = 8-68, 20 x 44 = 8-88, 20 x 45 = 9-9, 20 x 46 = 9-29, 20 x 47 = 9-49, 20 x 48 = 9-69, 20 x 49 = 9-89, 20 x 50 = 10-10, 20 x 51 = 10-30, 20 x 52 = 10-50, 20 x 53 = 10-70, 20 x 54 = 10-90, 20 x 55 = 11-11, 20 x 56 = 11-31, 20 x 57 = 11-51, 20 x 58 = 11-71, 20 x 59 = 11-91, 20 x 60 = 12-12, 20 x 61 = 12-32, 20 x 62 = 12-52, 20 x 63 = 12-72, 20 x 64 = 12-92, 20 x 65 = 13-13, 20 x 66 = 13-33, 20 x 67 = 13-53, 20 x 68 = 13-73, 20 x 69 = 13-93, 20 x 70 = 14-14, 20 x 71 = 14-34, 20 x 72 = 14-54, 20 x 73 = 14-74, 20 x 74 = 14-94, 20 x 75 = 15-15, 20 x 76 = 15-35, 20 x 77 = 15-55, 20 x 78 = 15-75, 20 x 79 = 15-95, 20 x 80 = 16-16, 20 x 81 = 16-36, 20 x 82 = 16-56, 20 x 83 = 16-76, 20 x 84 = 16-96, 20 x 85 = 17-17, 20 x 86 = 17-37, 20 x 87 = 17-57, 20 x 88 = 17-77, 20 x 89 = 17-97, 20 x 90 = 18-18, 20 x 91 = 18-38, 20 x 92 = 18-58, 20 x 93 = 18-78, 20 x 94 = 18-98, 20 x 95 = 19-19, 20 x 96 = 19-39, 20 x 97 = 19-59, 20 x 98 = 19-79, 
