11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 0-88, 11 x 9 = 0-99, 11 x 10 = 1-5, 11 x 11 = 1-16, 11 x 12 = 1-27, 11 x 13 = 1-38, 11 x 14 = 1-49, 11 x 15 = 1-60, 11 x 16 = 1-71, 11 x 17 = 1-82, 11 x 18 = 1-93, 11 x 19 = 1-104, 11 x 20 = 2-10, 11 x 21 = 2-21, 11 x 22 = 2-32, 11 x 23 = 2-43, 11 x 24 = 2-54, 11 x 25 = 2-65, 11 x 26 = 2-76, 11 x 27 = 2-87, 11 x 28 = 2-98, 11 x 29 = 3-4, 11 x 30 = 3-15, 11 x 31 = 3-26, 11 x 32 = 3-37, 11 x 33 = 3-48, 11 x 34 = 3-59, 11 x 35 = 3-70, 11 x 36 = 3-81, 11 x 37 = 3-92, 11 x 38 = 3-103, 11 x 39 = 4-9, 11 x 40 = 4-20, 11 x 41 = 4-31, 11 x 42 = 4-42, 11 x 43 = 4-53, 11 x 44 = 4-64, 11 x 45 = 4-75, 11 x 46 = 4-86, 11 x 47 = 4-97, 11 x 48 = 5-3, 11 x 49 = 5-14, 11 x 50 = 5-25, 11 x 51 = 5-36, 11 x 52 = 5-47, 11 x 53 = 5-58, 11 x 54 = 5-69, 11 x 55 = 5-80, 11 x 56 = 5-91, 11 x 57 = 5-102, 11 x 58 = 6-8, 11 x 59 = 6-19, 11 x 60 = 6-30, 11 x 61 = 6-41, 11 x 62 = 6-52, 11 x 63 = 6-63, 11 x 64 = 6-74, 11 x 65 = 6-85, 11 x 66 = 6-96, 11 x 67 = 7-2, 11 x 68 = 7-13, 11 x 69 = 7-24, 11 x 70 = 7-35, 11 x 71 = 7-46, 11 x 72 = 7-57, 11 x 73 = 7-68, 11 x 74 = 7-79, 11 x 75 = 7-90, 11 x 76 = 7-101, 11 x 77 = 8-7, 11 x 78 = 8-18, 11 x 79 = 8-29, 11 x 80 = 8-40, 11 x 81 = 8-51, 11 x 82 = 8-62, 11 x 83 = 8-73, 11 x 84 = 8-84, 11 x 85 = 8-95, 11 x 86 = 9-1, 11 x 87 = 9-12, 11 x 88 = 9-23, 11 x 89 = 9-34, 11 x 90 = 9-45, 11 x 91 = 9-56, 11 x 92 = 9-67, 11 x 93 = 9-78, 11 x 94 = 9-89, 11 x 95 = 9-100, 11 x 96 = 10-6, 11 x 97 = 10-17, 11 x 98 = 10-28, 11 x 99 = 10-39, 11 x 100 = 10-50, 11 x 101 = 10-61, 11 x 102 = 10-72, 11 x 103 = 10-83, 11 x 104 = 10-94, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 0-96, 12 x 9 = 1-3, 12 x 10 = 1-15, 12 x 11 = 1-27, 12 x 12 = 1-39, 12 x 13 = 1-51, 12 x 14 = 1-63, 12 x 15 = 1-75, 12 x 16 = 1-87, 12 x 17 = 1-99, 12 x 18 = 2-6, 12 x 19 = 2-18, 12 x 20 = 2-30, 12 x 21 = 2-42, 12 x 22 = 2-54, 12 x 23 = 2-66, 12 x 24 = 2-78, 12 x 25 = 2-90, 12 x 26 = 2-102, 12 x 27 = 3-9, 12 x 28 = 3-21, 12 x 29 = 3-33, 12 x 30 = 3-45, 12 x 31 = 3-57, 12 x 32 = 3-69, 12 x 33 = 3-81, 12 x 34 = 3-93, 12 x 35 = 4-0, 12 x 36 = 4-12, 12 x 37 = 4-24, 12 x 38 = 4-36, 12 x 39 = 4-48, 12 x 40 = 4-60, 12 x 41 = 4-72, 12 x 42 = 4-84, 12 x 43 = 4-96, 12 x 44 = 5-3, 12 x 45 = 5-15, 12 x 46 = 5-27, 12 x 47 = 5-39, 12 x 48 = 5-51, 12 x 49 = 5-63, 12 x 50 = 5-75, 12 x 51 = 5-87, 12 x 52 = 5-99, 12 x 53 = 6-6, 12 x 54 = 6-18, 12 x 55 = 6-30, 12 x 56 = 6-42, 12 x 57 = 6-54, 12 x 58 = 6-66, 12 x 59 = 6-78, 12 x 60 = 6-90, 12 x 61 = 6-102, 12 x 62 = 7-9, 12 x 63 = 7-21, 12 x 64 = 7-33, 12 x 65 = 7-45, 12 x 66 = 7-57, 12 x 67 = 7-69, 12 x 68 = 7-81, 12 x 69 = 7-93, 12 x 70 = 8-0, 12 x 71 = 8-12, 12 x 72 = 8-24, 12 x 73 = 8-36, 12 x 74 = 8-48, 12 x 75 = 8-60, 12 x 76 = 8-72, 12 x 77 = 8-84, 12 x 78 = 8-96, 12 x 79 = 9-3, 12 x 80 = 9-15, 12 x 81 = 9-27, 12 x 82 = 9-39, 12 x 83 = 9-51, 12 x 84 = 9-63, 12 x 85 = 9-75, 12 x 86 = 9-87, 12 x 87 = 9-99, 12 x 88 = 10-6, 12 x 89 = 10-18, 12 x 90 = 10-30, 12 x 91 = 10-42, 12 x 92 = 10-54, 12 x 93 = 10-66, 12 x 94 = 10-78, 12 x 95 = 10-90, 12 x 96 = 10-102, 12 x 97 = 11-9, 12 x 98 = 11-21, 12 x 99 = 11-33, 12 x 100 = 11-45, 12 x 101 = 11-57, 12 x 102 = 11-69, 12 x 103 = 11-81, 12 x 104 = 11-93, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 0-91, 13 x 8 = 0-104, 13 x 9 = 1-12, 13 x 10 = 1-25, 13 x 11 = 1-38, 13 x 12 = 1-51, 13 x 13 = 1-64, 13 x 14 = 1-77, 13 x 15 = 1-90, 13 x 16 = 1-103, 13 x 17 = 2-11, 13 x 18 = 2-24, 13 x 19 = 2-37, 13 x 20 = 2-50, 13 x 21 = 2-63, 13 x 22 = 2-76, 13 x 23 = 2-89, 13 x 24 = 2-102, 13 x 25 = 3-10, 13 x 26 = 3-23, 13 x 27 = 3-36, 13 x 28 = 3-49, 13 x 29 = 3-62, 13 x 30 = 3-75, 13 x 31 = 3-88, 13 x 32 = 3-101, 13 x 33 = 4-9, 13 x 34 = 4-22, 13 x 35 = 4-35, 13 x 36 = 4-48, 13 x 37 = 4-61, 13 x 38 = 4-74, 13 x 39 = 4-87, 13 x 40 = 4-100, 13 x 41 = 5-8, 13 x 42 = 5-21, 13 x 43 = 5-34, 13 x 44 = 5-47, 13 x 45 = 5-60, 13 x 46 = 5-73, 13 x 47 = 5-86, 13 x 48 = 5-99, 13 x 49 = 6-7, 13 x 50 = 6-20, 13 x 51 = 6-33, 13 x 52 = 6-46, 13 x 53 = 6-59, 13 x 54 = 6-72, 13 x 55 = 6-85, 13 x 56 = 6-98, 13 x 57 = 7-6, 13 x 58 = 7-19, 13 x 59 = 7-32, 13 x 60 = 7-45, 13 x 61 = 7-58, 13 x 62 = 7-71, 13 x 63 = 7-84, 13 x 64 = 7-97, 13 x 65 = 8-5, 13 x 66 = 8-18, 13 x 67 = 8-31, 13 x 68 = 8-44, 13 x 69 = 8-57, 13 x 70 = 8-70, 13 x 71 = 8-83, 13 x 72 = 8-96, 13 x 73 = 9-4, 13 x 74 = 9-17, 13 x 75 = 9-30, 13 x 76 = 9-43, 13 x 77 = 9-56, 13 x 78 = 9-69, 13 x 79 = 9-82, 13 x 80 = 9-95, 13 x 81 = 10-3, 13 x 82 = 10-16, 13 x 83 = 10-29, 13 x 84 = 10-42, 13 x 85 = 10-55, 13 x 86 = 10-68, 13 x 87 = 10-81, 13 x 88 = 10-94, 13 x 89 = 11-2, 13 x 90 = 11-15, 13 x 91 = 11-28, 13 x 92 = 11-41, 13 x 93 = 11-54, 13 x 94 = 11-67, 13 x 95 = 11-80, 13 x 96 = 11-93, 13 x 97 = 12-1, 13 x 98 = 12-14, 13 x 99 = 12-27, 13 x 100 = 12-40, 13 x 101 = 12-53, 13 x 102 = 12-66, 13 x 103 = 12-79, 13 x 104 = 12-92, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 0-98, 14 x 8 = 1-7, 14 x 9 = 1-21, 14 x 10 = 1-35, 14 x 11 = 1-49, 14 x 12 = 1-63, 14 x 13 = 1-77, 14 x 14 = 1-91, 14 x 15 = 2-0, 14 x 16 = 2-14, 14 x 17 = 2-28, 14 x 18 = 2-42, 14 x 19 = 2-56, 14 x 20 = 2-70, 14 x 21 = 2-84, 14 x 22 = 2-98, 14 x 23 = 3-7, 14 x 24 = 3-21, 14 x 25 = 3-35, 14 x 26 = 3-49, 14 x 27 = 3-63, 14 x 28 = 3-77, 14 x 29 = 3-91, 14 x 30 = 4-0, 14 x 31 = 4-14, 14 x 32 = 4-28, 14 x 33 = 4-42, 14 x 34 = 4-56, 14 x 35 = 4-70, 14 x 36 = 4-84, 14 x 37 = 4-98, 14 x 38 = 5-7, 14 x 39 = 5-21, 14 x 40 = 5-35, 14 x 41 = 5-49, 14 x 42 = 5-63, 14 x 43 = 5-77, 14 x 44 = 5-91, 14 x 45 = 6-0, 14 x 46 = 6-14, 14 x 47 = 6-28, 14 x 48 = 6-42, 14 x 49 = 6-56, 14 x 50 = 6-70, 14 x 51 = 6-84, 14 x 52 = 6-98, 14 x 53 = 7-7, 14 x 54 = 7-21, 14 x 55 = 7-35, 14 x 56 = 7-49, 14 x 57 = 7-63, 14 x 58 = 7-77, 14 x 59 = 7-91, 14 x 60 = 8-0, 14 x 61 = 8-14, 14 x 62 = 8-28, 14 x 63 = 8-42, 14 x 64 = 8-56, 14 x 65 = 8-70, 14 x 66 = 8-84, 14 x 67 = 8-98, 14 x 68 = 9-7, 14 x 69 = 9-21, 14 x 70 = 9-35, 14 x 71 = 9-49, 14 x 72 = 9-63, 14 x 73 = 9-77, 14 x 74 = 9-91, 14 x 75 = 10-0, 14 x 76 = 10-14, 14 x 77 = 10-28, 14 x 78 = 10-42, 14 x 79 = 10-56, 14 x 80 = 10-70, 14 x 81 = 10-84, 14 x 82 = 10-98, 14 x 83 = 11-7, 14 x 84 = 11-21, 14 x 85 = 11-35, 14 x 86 = 11-49, 14 x 87 = 11-63, 14 x 88 = 11-77, 14 x 89 = 11-91, 14 x 90 = 12-0, 14 x 91 = 12-14, 14 x 92 = 12-28, 14 x 93 = 12-42, 14 x 94 = 12-56, 14 x 95 = 12-70, 14 x 96 = 12-84, 14 x 97 = 12-98, 14 x 98 = 13-7, 14 x 99 = 13-21, 14 x 100 = 13-35, 14 x 101 = 13-49, 14 x 102 = 13-63, 14 x 103 = 13-77, 14 x 104 = 13-91, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 0-90, 15 x 7 = 1-0, 15 x 8 = 1-15, 15 x 9 = 1-30, 15 x 10 = 1-45, 15 x 11 = 1-60, 15 x 12 = 1-75, 15 x 13 = 1-90, 15 x 14 = 2-0, 15 x 15 = 2-15, 15 x 16 = 2-30, 15 x 17 = 2-45, 15 x 18 = 2-60, 15 x 19 = 2-75, 15 x 20 = 2-90, 15 x 21 = 3-0, 15 x 22 = 3-15, 15 x 23 = 3-30, 15 x 24 = 3-45, 15 x 25 = 3-60, 15 x 26 = 3-75, 15 x 27 = 3-90, 15 x 28 = 4-0, 15 x 29 = 4-15, 15 x 30 = 4-30, 15 x 31 = 4-45, 15 x 32 = 4-60, 15 x 33 = 4-75, 15 x 34 = 4-90, 15 x 35 = 5-0, 15 x 36 = 5-15, 15 x 37 = 5-30, 15 x 38 = 5-45, 15 x 39 = 5-60, 15 x 40 = 5-75, 15 x 41 = 5-90, 15 x 42 = 6-0, 15 x 43 = 6-15, 15 x 44 = 6-30, 15 x 45 = 6-45, 15 x 46 = 6-60, 15 x 47 = 6-75, 15 x 48 = 6-90, 15 x 49 = 7-0, 15 x 50 = 7-15, 15 x 51 = 7-30, 15 x 52 = 7-45, 15 x 53 = 7-60, 15 x 54 = 7-75, 15 x 55 = 7-90, 15 x 56 = 8-0, 15 x 57 = 8-15, 15 x 58 = 8-30, 15 x 59 = 8-45, 15 x 60 = 8-60, 15 x 61 = 8-75, 15 x 62 = 8-90, 15 x 63 = 9-0, 15 x 64 = 9-15, 15 x 65 = 9-30, 15 x 66 = 9-45, 15 x 67 = 9-60, 15 x 68 = 9-75, 15 x 69 = 9-90, 15 x 70 = 10-0, 15 x 71 = 10-15, 15 x 72 = 10-30, 15 x 73 = 10-45, 15 x 74 = 10-60, 15 x 75 = 10-75, 15 x 76 = 10-90, 15 x 77 = 11-0, 15 x 78 = 11-15, 15 x 79 = 11-30, 15 x 80 = 11-45, 15 x 81 = 11-60, 15 x 82 = 11-75, 15 x 83 = 11-90, 15 x 84 = 12-0, 15 x 85 = 12-15, 15 x 86 = 12-30, 15 x 87 = 12-45, 15 x 88 = 12-60, 15 x 89 = 12-75, 15 x 90 = 12-90, 15 x 91 = 13-0, 15 x 92 = 13-15, 15 x 93 = 13-30, 15 x 94 = 13-45, 15 x 95 = 13-60, 15 x 96 = 13-75, 15 x 97 = 13-90, 15 x 98 = 14-0, 15 x 99 = 14-15, 15 x 100 = 14-30, 15 x 101 = 14-45, 15 x 102 = 14-60, 15 x 103 = 14-75, 15 x 104 = 14-90, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 0-96, 16 x 7 = 1-7, 16 x 8 = 1-23, 16 x 9 = 1-39, 16 x 10 = 1-55, 16 x 11 = 1-71, 16 x 12 = 1-87, 16 x 13 = 1-103, 16 x 14 = 2-14, 16 x 15 = 2-30, 16 x 16 = 2-46, 16 x 17 = 2-62, 16 x 18 = 2-78, 16 x 19 = 2-94, 16 x 20 = 3-5, 16 x 21 = 3-21, 16 x 22 = 3-37, 16 x 23 = 3-53, 16 x 24 = 3-69, 16 x 25 = 3-85, 16 x 26 = 3-101, 16 x 27 = 4-12, 16 x 28 = 4-28, 16 x 29 = 4-44, 16 x 30 = 4-60, 16 x 31 = 4-76, 16 x 32 = 4-92, 16 x 33 = 5-3, 16 x 34 = 5-19, 16 x 35 = 5-35, 16 x 36 = 5-51, 16 x 37 = 5-67, 16 x 38 = 5-83, 16 x 39 = 5-99, 16 x 40 = 6-10, 16 x 41 = 6-26, 16 x 42 = 6-42, 16 x 43 = 6-58, 16 x 44 = 6-74, 16 x 45 = 6-90, 16 x 46 = 7-1, 16 x 47 = 7-17, 16 x 48 = 7-33, 16 x 49 = 7-49, 16 x 50 = 7-65, 16 x 51 = 7-81, 16 x 52 = 7-97, 16 x 53 = 8-8, 16 x 54 = 8-24, 16 x 55 = 8-40, 16 x 56 = 8-56, 16 x 57 = 8-72, 16 x 58 = 8-88, 16 x 59 = 8-104, 16 x 60 = 9-15, 16 x 61 = 9-31, 16 x 62 = 9-47, 16 x 63 = 9-63, 16 x 64 = 9-79, 16 x 65 = 9-95, 16 x 66 = 10-6, 16 x 67 = 10-22, 16 x 68 = 10-38, 16 x 69 = 10-54, 16 x 70 = 10-70, 16 x 71 = 10-86, 16 x 72 = 10-102, 16 x 73 = 11-13, 16 x 74 = 11-29, 16 x 75 = 11-45, 16 x 76 = 11-61, 16 x 77 = 11-77, 16 x 78 = 11-93, 16 x 79 = 12-4, 16 x 80 = 12-20, 16 x 81 = 12-36, 16 x 82 = 12-52, 16 x 83 = 12-68, 16 x 84 = 12-84, 16 x 85 = 12-100, 16 x 86 = 13-11, 16 x 87 = 13-27, 16 x 88 = 13-43, 16 x 89 = 13-59, 16 x 90 = 13-75, 16 x 91 = 13-91, 16 x 92 = 14-2, 16 x 93 = 14-18, 16 x 94 = 14-34, 16 x 95 = 14-50, 16 x 96 = 14-66, 16 x 97 = 14-82, 16 x 98 = 14-98, 16 x 99 = 15-9, 16 x 100 = 15-25, 16 x 101 = 15-41, 16 x 102 = 15-57, 16 x 103 = 15-73, 16 x 104 = 15-89, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 0-102, 17 x 7 = 1-14, 17 x 8 = 1-31, 17 x 9 = 1-48, 17 x 10 = 1-65, 17 x 11 = 1-82, 17 x 12 = 1-99, 17 x 13 = 2-11, 17 x 14 = 2-28, 17 x 15 = 2-45, 17 x 16 = 2-62, 17 x 17 = 2-79, 17 x 18 = 2-96, 17 x 19 = 3-8, 17 x 20 = 3-25, 17 x 21 = 3-42, 17 x 22 = 3-59, 17 x 23 = 3-76, 17 x 24 = 3-93, 17 x 25 = 4-5, 17 x 26 = 4-22, 17 x 27 = 4-39, 17 x 28 = 4-56, 17 x 29 = 4-73, 17 x 30 = 4-90, 17 x 31 = 5-2, 17 x 32 = 5-19, 17 x 33 = 5-36, 17 x 34 = 5-53, 17 x 35 = 5-70, 17 x 36 = 5-87, 17 x 37 = 5-104, 17 x 38 = 6-16, 17 x 39 = 6-33, 17 x 40 = 6-50, 17 x 41 = 6-67, 17 x 42 = 6-84, 17 x 43 = 6-101, 17 x 44 = 7-13, 17 x 45 = 7-30, 17 x 46 = 7-47, 17 x 47 = 7-64, 17 x 48 = 7-81, 17 x 49 = 7-98, 17 x 50 = 8-10, 17 x 51 = 8-27, 17 x 52 = 8-44, 17 x 53 = 8-61, 17 x 54 = 8-78, 17 x 55 = 8-95, 17 x 56 = 9-7, 17 x 57 = 9-24, 17 x 58 = 9-41, 17 x 59 = 9-58, 17 x 60 = 9-75, 17 x 61 = 9-92, 17 x 62 = 10-4, 17 x 63 = 10-21, 17 x 64 = 10-38, 17 x 65 = 10-55, 17 x 66 = 10-72, 17 x 67 = 10-89, 17 x 68 = 11-1, 17 x 69 = 11-18, 17 x 70 = 11-35, 17 x 71 = 11-52, 17 x 72 = 11-69, 17 x 73 = 11-86, 17 x 74 = 11-103, 17 x 75 = 12-15, 17 x 76 = 12-32, 17 x 77 = 12-49, 17 x 78 = 12-66, 17 x 79 = 12-83, 17 x 80 = 12-100, 17 x 81 = 13-12, 17 x 82 = 13-29, 17 x 83 = 13-46, 17 x 84 = 13-63, 17 x 85 = 13-80, 17 x 86 = 13-97, 17 x 87 = 14-9, 17 x 88 = 14-26, 17 x 89 = 14-43, 17 x 90 = 14-60, 17 x 91 = 14-77, 17 x 92 = 14-94, 17 x 93 = 15-6, 17 x 94 = 15-23, 17 x 95 = 15-40, 17 x 96 = 15-57, 17 x 97 = 15-74, 17 x 98 = 15-91, 17 x 99 = 16-3, 17 x 100 = 16-20, 17 x 101 = 16-37, 17 x 102 = 16-54, 17 x 103 = 16-71, 17 x 104 = 16-88, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 0-90, 18 x 6 = 1-3, 18 x 7 = 1-21, 18 x 8 = 1-39, 18 x 9 = 1-57, 18 x 10 = 1-75, 18 x 11 = 1-93, 18 x 12 = 2-6, 18 x 13 = 2-24, 18 x 14 = 2-42, 18 x 15 = 2-60, 18 x 16 = 2-78, 18 x 17 = 2-96, 18 x 18 = 3-9, 18 x 19 = 3-27, 18 x 20 = 3-45, 18 x 21 = 3-63, 18 x 22 = 3-81, 18 x 23 = 3-99, 18 x 24 = 4-12, 18 x 25 = 4-30, 18 x 26 = 4-48, 18 x 27 = 4-66, 18 x 28 = 4-84, 18 x 29 = 4-102, 18 x 30 = 5-15, 18 x 31 = 5-33, 18 x 32 = 5-51, 18 x 33 = 5-69, 18 x 34 = 5-87, 18 x 35 = 6-0, 18 x 36 = 6-18, 18 x 37 = 6-36, 18 x 38 = 6-54, 18 x 39 = 6-72, 18 x 40 = 6-90, 18 x 41 = 7-3, 18 x 42 = 7-21, 18 x 43 = 7-39, 18 x 44 = 7-57, 18 x 45 = 7-75, 18 x 46 = 7-93, 18 x 47 = 8-6, 18 x 48 = 8-24, 18 x 49 = 8-42, 18 x 50 = 8-60, 18 x 51 = 8-78, 18 x 52 = 8-96, 18 x 53 = 9-9, 18 x 54 = 9-27, 18 x 55 = 9-45, 18 x 56 = 9-63, 18 x 57 = 9-81, 18 x 58 = 9-99, 18 x 59 = 10-12, 18 x 60 = 10-30, 18 x 61 = 10-48, 18 x 62 = 10-66, 18 x 63 = 10-84, 18 x 64 = 10-102, 18 x 65 = 11-15, 18 x 66 = 11-33, 18 x 67 = 11-51, 18 x 68 = 11-69, 18 x 69 = 11-87, 18 x 70 = 12-0, 18 x 71 = 12-18, 18 x 72 = 12-36, 18 x 73 = 12-54, 18 x 74 = 12-72, 18 x 75 = 12-90, 18 x 76 = 13-3, 18 x 77 = 13-21, 18 x 78 = 13-39, 18 x 79 = 13-57, 18 x 80 = 13-75, 18 x 81 = 13-93, 18 x 82 = 14-6, 18 x 83 = 14-24, 18 x 84 = 14-42, 18 x 85 = 14-60, 18 x 86 = 14-78, 18 x 87 = 14-96, 18 x 88 = 15-9, 18 x 89 = 15-27, 18 x 90 = 15-45, 18 x 91 = 15-63, 18 x 92 = 15-81, 18 x 93 = 15-99, 18 x 94 = 16-12, 18 x 95 = 16-30, 18 x 96 = 16-48, 18 x 97 = 16-66, 18 x 98 = 16-84, 18 x 99 = 16-102, 18 x 100 = 17-15, 18 x 101 = 17-33, 18 x 102 = 17-51, 18 x 103 = 17-69, 18 x 104 = 17-87, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 0-95, 19 x 6 = 1-9, 19 x 7 = 1-28, 19 x 8 = 1-47, 19 x 9 = 1-66, 19 x 10 = 1-85, 19 x 11 = 1-104, 19 x 12 = 2-18, 19 x 13 = 2-37, 19 x 14 = 2-56, 19 x 15 = 2-75, 19 x 16 = 2-94, 19 x 17 = 3-8, 19 x 18 = 3-27, 19 x 19 = 3-46, 19 x 20 = 3-65, 19 x 21 = 3-84, 19 x 22 = 3-103, 19 x 23 = 4-17, 19 x 24 = 4-36, 19 x 25 = 4-55, 19 x 26 = 4-74, 19 x 27 = 4-93, 19 x 28 = 5-7, 19 x 29 = 5-26, 19 x 30 = 5-45, 19 x 31 = 5-64, 19 x 32 = 5-83, 19 x 33 = 5-102, 19 x 34 = 6-16, 19 x 35 = 6-35, 19 x 36 = 6-54, 19 x 37 = 6-73, 19 x 38 = 6-92, 19 x 39 = 7-6, 19 x 40 = 7-25, 19 x 41 = 7-44, 19 x 42 = 7-63, 19 x 43 = 7-82, 19 x 44 = 7-101, 19 x 45 = 8-15, 19 x 46 = 8-34, 19 x 47 = 8-53, 19 x 48 = 8-72, 19 x 49 = 8-91, 19 x 50 = 9-5, 19 x 51 = 9-24, 19 x 52 = 9-43, 19 x 53 = 9-62, 19 x 54 = 9-81, 19 x 55 = 9-100, 19 x 56 = 10-14, 19 x 57 = 10-33, 19 x 58 = 10-52, 19 x 59 = 10-71, 19 x 60 = 10-90, 19 x 61 = 11-4, 19 x 62 = 11-23, 19 x 63 = 11-42, 19 x 64 = 11-61, 19 x 65 = 11-80, 19 x 66 = 11-99, 19 x 67 = 12-13, 19 x 68 = 12-32, 19 x 69 = 12-51, 19 x 70 = 12-70, 19 x 71 = 12-89, 19 x 72 = 13-3, 19 x 73 = 13-22, 19 x 74 = 13-41, 19 x 75 = 13-60, 19 x 76 = 13-79, 19 x 77 = 13-98, 19 x 78 = 14-12, 19 x 79 = 14-31, 19 x 80 = 14-50, 19 x 81 = 14-69, 19 x 82 = 14-88, 19 x 83 = 15-2, 19 x 84 = 15-21, 19 x 85 = 15-40, 19 x 86 = 15-59, 19 x 87 = 15-78, 19 x 88 = 15-97, 19 x 89 = 16-11, 19 x 90 = 16-30, 19 x 91 = 16-49, 19 x 92 = 16-68, 19 x 93 = 16-87, 19 x 94 = 17-1, 19 x 95 = 17-20, 19 x 96 = 17-39, 19 x 97 = 17-58, 19 x 98 = 17-77, 19 x 99 = 17-96, 19 x 100 = 18-10, 19 x 101 = 18-29, 19 x 102 = 18-48, 19 x 103 = 18-67, 19 x 104 = 18-86, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 0-100, 20 x 6 = 1-15, 20 x 7 = 1-35, 20 x 8 = 1-55, 20 x 9 = 1-75, 20 x 10 = 1-95, 20 x 11 = 2-10, 20 x 12 = 2-30, 20 x 13 = 2-50, 20 x 14 = 2-70, 20 x 15 = 2-90, 20 x 16 = 3-5, 20 x 17 = 3-25, 20 x 18 = 3-45, 20 x 19 = 3-65, 20 x 20 = 3-85, 20 x 21 = 4-0, 20 x 22 = 4-20, 20 x 23 = 4-40, 20 x 24 = 4-60, 20 x 25 = 4-80, 20 x 26 = 4-100, 20 x 27 = 5-15, 20 x 28 = 5-35, 20 x 29 = 5-55, 20 x 30 = 5-75, 20 x 31 = 5-95, 20 x 32 = 6-10, 20 x 33 = 6-30, 20 x 34 = 6-50, 20 x 35 = 6-70, 20 x 36 = 6-90, 20 x 37 = 7-5, 20 x 38 = 7-25, 20 x 39 = 7-45, 20 x 40 = 7-65, 20 x 41 = 7-85, 20 x 42 = 8-0, 20 x 43 = 8-20, 20 x 44 = 8-40, 20 x 45 = 8-60, 20 x 46 = 8-80, 20 x 47 = 8-100, 20 x 48 = 9-15, 20 x 49 = 9-35, 20 x 50 = 9-55, 20 x 51 = 9-75, 20 x 52 = 9-95, 20 x 53 = 10-10, 20 x 54 = 10-30, 20 x 55 = 10-50, 20 x 56 = 10-70, 20 x 57 = 10-90, 20 x 58 = 11-5, 20 x 59 = 11-25, 20 x 60 = 11-45, 20 x 61 = 11-65, 20 x 62 = 11-85, 20 x 63 = 12-0, 20 x 64 = 12-20, 20 x 65 = 12-40, 20 x 66 = 12-60, 20 x 67 = 12-80, 20 x 68 = 12-100, 20 x 69 = 13-15, 20 x 70 = 13-35, 20 x 71 = 13-55, 20 x 72 = 13-75, 20 x 73 = 13-95, 20 x 74 = 14-10, 20 x 75 = 14-30, 20 x 76 = 14-50, 20 x 77 = 14-70, 20 x 78 = 14-90, 20 x 79 = 15-5, 20 x 80 = 15-25, 20 x 81 = 15-45, 20 x 82 = 15-65, 20 x 83 = 15-85, 20 x 84 = 16-0, 20 x 85 = 16-20, 20 x 86 = 16-40, 20 x 87 = 16-60, 20 x 88 = 16-80, 20 x 89 = 16-100, 20 x 90 = 17-15, 20 x 91 = 17-35, 20 x 92 = 17-55, 20 x 93 = 17-75, 20 x 94 = 17-95, 20 x 95 = 18-10, 20 x 96 = 18-30, 20 x 97 = 18-50, 20 x 98 = 18-70, 20 x 99 = 18-90, 20 x 100 = 19-5, 20 x 101 = 19-25, 20 x 102 = 19-45, 20 x 103 = 19-65, 20 x 104 = 19-85, 
