21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-0, 21 x 6 = 1-21, 21 x 7 = 1-42, 21 x 8 = 1-63, 21 x 9 = 1-84, 21 x 10 = 2-0, 21 x 11 = 2-21, 21 x 12 = 2-42, 21 x 13 = 2-63, 21 x 14 = 2-84, 21 x 15 = 3-0, 21 x 16 = 3-21, 21 x 17 = 3-42, 21 x 18 = 3-63, 21 x 19 = 3-84, 21 x 20 = 4-0, 21 x 21 = 4-21, 21 x 22 = 4-42, 21 x 23 = 4-63, 21 x 24 = 4-84, 21 x 25 = 5-0, 21 x 26 = 5-21, 21 x 27 = 5-42, 21 x 28 = 5-63, 21 x 29 = 5-84, 21 x 30 = 6-0, 21 x 31 = 6-21, 21 x 32 = 6-42, 21 x 33 = 6-63, 21 x 34 = 6-84, 21 x 35 = 7-0, 21 x 36 = 7-21, 21 x 37 = 7-42, 21 x 38 = 7-63, 21 x 39 = 7-84, 21 x 40 = 8-0, 21 x 41 = 8-21, 21 x 42 = 8-42, 21 x 43 = 8-63, 21 x 44 = 8-84, 21 x 45 = 9-0, 21 x 46 = 9-21, 21 x 47 = 9-42, 21 x 48 = 9-63, 21 x 49 = 9-84, 21 x 50 = 10-0, 21 x 51 = 10-21, 21 x 52 = 10-42, 21 x 53 = 10-63, 21 x 54 = 10-84, 21 x 55 = 11-0, 21 x 56 = 11-21, 21 x 57 = 11-42, 21 x 58 = 11-63, 21 x 59 = 11-84, 21 x 60 = 12-0, 21 x 61 = 12-21, 21 x 62 = 12-42, 21 x 63 = 12-63, 21 x 64 = 12-84, 21 x 65 = 13-0, 21 x 66 = 13-21, 21 x 67 = 13-42, 21 x 68 = 13-63, 21 x 69 = 13-84, 21 x 70 = 14-0, 21 x 71 = 14-21, 21 x 72 = 14-42, 21 x 73 = 14-63, 21 x 74 = 14-84, 21 x 75 = 15-0, 21 x 76 = 15-21, 21 x 77 = 15-42, 21 x 78 = 15-63, 21 x 79 = 15-84, 21 x 80 = 16-0, 21 x 81 = 16-21, 21 x 82 = 16-42, 21 x 83 = 16-63, 21 x 84 = 16-84, 21 x 85 = 17-0, 21 x 86 = 17-21, 21 x 87 = 17-42, 21 x 88 = 17-63, 21 x 89 = 17-84, 21 x 90 = 18-0, 21 x 91 = 18-21, 21 x 92 = 18-42, 21 x 93 = 18-63, 21 x 94 = 18-84, 21 x 95 = 19-0, 21 x 96 = 19-21, 21 x 97 = 19-42, 21 x 98 = 19-63, 21 x 99 = 19-84, 21 x 100 = 20-0, 21 x 101 = 20-21, 21 x 102 = 20-42, 21 x 103 = 20-63, 21 x 104 = 20-84, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 0-88, 22 x 5 = 1-5, 22 x 6 = 1-27, 22 x 7 = 1-49, 22 x 8 = 1-71, 22 x 9 = 1-93, 22 x 10 = 2-10, 22 x 11 = 2-32, 22 x 12 = 2-54, 22 x 13 = 2-76, 22 x 14 = 2-98, 22 x 15 = 3-15, 22 x 16 = 3-37, 22 x 17 = 3-59, 22 x 18 = 3-81, 22 x 19 = 3-103, 22 x 20 = 4-20, 22 x 21 = 4-42, 22 x 22 = 4-64, 22 x 23 = 4-86, 22 x 24 = 5-3, 22 x 25 = 5-25, 22 x 26 = 5-47, 22 x 27 = 5-69, 22 x 28 = 5-91, 22 x 29 = 6-8, 22 x 30 = 6-30, 22 x 31 = 6-52, 22 x 32 = 6-74, 22 x 33 = 6-96, 22 x 34 = 7-13, 22 x 35 = 7-35, 22 x 36 = 7-57, 22 x 37 = 7-79, 22 x 38 = 7-101, 22 x 39 = 8-18, 22 x 40 = 8-40, 22 x 41 = 8-62, 22 x 42 = 8-84, 22 x 43 = 9-1, 22 x 44 = 9-23, 22 x 45 = 9-45, 22 x 46 = 9-67, 22 x 47 = 9-89, 22 x 48 = 10-6, 22 x 49 = 10-28, 22 x 50 = 10-50, 22 x 51 = 10-72, 22 x 52 = 10-94, 22 x 53 = 11-11, 22 x 54 = 11-33, 22 x 55 = 11-55, 22 x 56 = 11-77, 22 x 57 = 11-99, 22 x 58 = 12-16, 22 x 59 = 12-38, 22 x 60 = 12-60, 22 x 61 = 12-82, 22 x 62 = 12-104, 22 x 63 = 13-21, 22 x 64 = 13-43, 22 x 65 = 13-65, 22 x 66 = 13-87, 22 x 67 = 14-4, 22 x 68 = 14-26, 22 x 69 = 14-48, 22 x 70 = 14-70, 22 x 71 = 14-92, 22 x 72 = 15-9, 22 x 73 = 15-31, 22 x 74 = 15-53, 22 x 75 = 15-75, 22 x 76 = 15-97, 22 x 77 = 16-14, 22 x 78 = 16-36, 22 x 79 = 16-58, 22 x 80 = 16-80, 22 x 81 = 16-102, 22 x 82 = 17-19, 22 x 83 = 17-41, 22 x 84 = 17-63, 22 x 85 = 17-85, 22 x 86 = 18-2, 22 x 87 = 18-24, 22 x 88 = 18-46, 22 x 89 = 18-68, 22 x 90 = 18-90, 22 x 91 = 19-7, 22 x 92 = 19-29, 22 x 93 = 19-51, 22 x 94 = 19-73, 22 x 95 = 19-95, 22 x 96 = 20-12, 22 x 97 = 20-34, 22 x 98 = 20-56, 22 x 99 = 20-78, 22 x 100 = 20-100, 22 x 101 = 21-17, 22 x 102 = 21-39, 22 x 103 = 21-61, 22 x 104 = 21-83, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 0-92, 23 x 5 = 1-10, 23 x 6 = 1-33, 23 x 7 = 1-56, 23 x 8 = 1-79, 23 x 9 = 1-102, 23 x 10 = 2-20, 23 x 11 = 2-43, 23 x 12 = 2-66, 23 x 13 = 2-89, 23 x 14 = 3-7, 23 x 15 = 3-30, 23 x 16 = 3-53, 23 x 17 = 3-76, 23 x 18 = 3-99, 23 x 19 = 4-17, 23 x 20 = 4-40, 23 x 21 = 4-63, 23 x 22 = 4-86, 23 x 23 = 5-4, 23 x 24 = 5-27, 23 x 25 = 5-50, 23 x 26 = 5-73, 23 x 27 = 5-96, 23 x 28 = 6-14, 23 x 29 = 6-37, 23 x 30 = 6-60, 23 x 31 = 6-83, 23 x 32 = 7-1, 23 x 33 = 7-24, 23 x 34 = 7-47, 23 x 35 = 7-70, 23 x 36 = 7-93, 23 x 37 = 8-11, 23 x 38 = 8-34, 23 x 39 = 8-57, 23 x 40 = 8-80, 23 x 41 = 8-103, 23 x 42 = 9-21, 23 x 43 = 9-44, 23 x 44 = 9-67, 23 x 45 = 9-90, 23 x 46 = 10-8, 23 x 47 = 10-31, 23 x 48 = 10-54, 23 x 49 = 10-77, 23 x 50 = 10-100, 23 x 51 = 11-18, 23 x 52 = 11-41, 23 x 53 = 11-64, 23 x 54 = 11-87, 23 x 55 = 12-5, 23 x 56 = 12-28, 23 x 57 = 12-51, 23 x 58 = 12-74, 23 x 59 = 12-97, 23 x 60 = 13-15, 23 x 61 = 13-38, 23 x 62 = 13-61, 23 x 63 = 13-84, 23 x 64 = 14-2, 23 x 65 = 14-25, 23 x 66 = 14-48, 23 x 67 = 14-71, 23 x 68 = 14-94, 23 x 69 = 15-12, 23 x 70 = 15-35, 23 x 71 = 15-58, 23 x 72 = 15-81, 23 x 73 = 15-104, 23 x 74 = 16-22, 23 x 75 = 16-45, 23 x 76 = 16-68, 23 x 77 = 16-91, 23 x 78 = 17-9, 23 x 79 = 17-32, 23 x 80 = 17-55, 23 x 81 = 17-78, 23 x 82 = 17-101, 23 x 83 = 18-19, 23 x 84 = 18-42, 23 x 85 = 18-65, 23 x 86 = 18-88, 23 x 87 = 19-6, 23 x 88 = 19-29, 23 x 89 = 19-52, 23 x 90 = 19-75, 23 x 91 = 19-98, 23 x 92 = 20-16, 23 x 93 = 20-39, 23 x 94 = 20-62, 23 x 95 = 20-85, 23 x 96 = 21-3, 23 x 97 = 21-26, 23 x 98 = 21-49, 23 x 99 = 21-72, 23 x 100 = 21-95, 23 x 101 = 22-13, 23 x 102 = 22-36, 23 x 103 = 22-59, 23 x 104 = 22-82, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 0-96, 24 x 5 = 1-15, 24 x 6 = 1-39, 24 x 7 = 1-63, 24 x 8 = 1-87, 24 x 9 = 2-6, 24 x 10 = 2-30, 24 x 11 = 2-54, 24 x 12 = 2-78, 24 x 13 = 2-102, 24 x 14 = 3-21, 24 x 15 = 3-45, 24 x 16 = 3-69, 24 x 17 = 3-93, 24 x 18 = 4-12, 24 x 19 = 4-36, 24 x 20 = 4-60, 24 x 21 = 4-84, 24 x 22 = 5-3, 24 x 23 = 5-27, 24 x 24 = 5-51, 24 x 25 = 5-75, 24 x 26 = 5-99, 24 x 27 = 6-18, 24 x 28 = 6-42, 24 x 29 = 6-66, 24 x 30 = 6-90, 24 x 31 = 7-9, 24 x 32 = 7-33, 24 x 33 = 7-57, 24 x 34 = 7-81, 24 x 35 = 8-0, 24 x 36 = 8-24, 24 x 37 = 8-48, 24 x 38 = 8-72, 24 x 39 = 8-96, 24 x 40 = 9-15, 24 x 41 = 9-39, 24 x 42 = 9-63, 24 x 43 = 9-87, 24 x 44 = 10-6, 24 x 45 = 10-30, 24 x 46 = 10-54, 24 x 47 = 10-78, 24 x 48 = 10-102, 24 x 49 = 11-21, 24 x 50 = 11-45, 24 x 51 = 11-69, 24 x 52 = 11-93, 24 x 53 = 12-12, 24 x 54 = 12-36, 24 x 55 = 12-60, 24 x 56 = 12-84, 24 x 57 = 13-3, 24 x 58 = 13-27, 24 x 59 = 13-51, 24 x 60 = 13-75, 24 x 61 = 13-99, 24 x 62 = 14-18, 24 x 63 = 14-42, 24 x 64 = 14-66, 24 x 65 = 14-90, 24 x 66 = 15-9, 24 x 67 = 15-33, 24 x 68 = 15-57, 24 x 69 = 15-81, 24 x 70 = 16-0, 24 x 71 = 16-24, 24 x 72 = 16-48, 24 x 73 = 16-72, 24 x 74 = 16-96, 24 x 75 = 17-15, 24 x 76 = 17-39, 24 x 77 = 17-63, 24 x 78 = 17-87, 24 x 79 = 18-6, 24 x 80 = 18-30, 24 x 81 = 18-54, 24 x 82 = 18-78, 24 x 83 = 18-102, 24 x 84 = 19-21, 24 x 85 = 19-45, 24 x 86 = 19-69, 24 x 87 = 19-93, 24 x 88 = 20-12, 24 x 89 = 20-36, 24 x 90 = 20-60, 24 x 91 = 20-84, 24 x 92 = 21-3, 24 x 93 = 21-27, 24 x 94 = 21-51, 24 x 95 = 21-75, 24 x 96 = 21-99, 24 x 97 = 22-18, 24 x 98 = 22-42, 24 x 99 = 22-66, 24 x 100 = 22-90, 24 x 101 = 23-9, 24 x 102 = 23-33, 24 x 103 = 23-57, 24 x 104 = 23-81, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 0-100, 25 x 5 = 1-20, 25 x 6 = 1-45, 25 x 7 = 1-70, 25 x 8 = 1-95, 25 x 9 = 2-15, 25 x 10 = 2-40, 25 x 11 = 2-65, 25 x 12 = 2-90, 25 x 13 = 3-10, 25 x 14 = 3-35, 25 x 15 = 3-60, 25 x 16 = 3-85, 25 x 17 = 4-5, 25 x 18 = 4-30, 25 x 19 = 4-55, 25 x 20 = 4-80, 25 x 21 = 5-0, 25 x 22 = 5-25, 25 x 23 = 5-50, 25 x 24 = 5-75, 25 x 25 = 5-100, 25 x 26 = 6-20, 25 x 27 = 6-45, 25 x 28 = 6-70, 25 x 29 = 6-95, 25 x 30 = 7-15, 25 x 31 = 7-40, 25 x 32 = 7-65, 25 x 33 = 7-90, 25 x 34 = 8-10, 25 x 35 = 8-35, 25 x 36 = 8-60, 25 x 37 = 8-85, 25 x 38 = 9-5, 25 x 39 = 9-30, 25 x 40 = 9-55, 25 x 41 = 9-80, 25 x 42 = 10-0, 25 x 43 = 10-25, 25 x 44 = 10-50, 25 x 45 = 10-75, 25 x 46 = 10-100, 25 x 47 = 11-20, 25 x 48 = 11-45, 25 x 49 = 11-70, 25 x 50 = 11-95, 25 x 51 = 12-15, 25 x 52 = 12-40, 25 x 53 = 12-65, 25 x 54 = 12-90, 25 x 55 = 13-10, 25 x 56 = 13-35, 25 x 57 = 13-60, 25 x 58 = 13-85, 25 x 59 = 14-5, 25 x 60 = 14-30, 25 x 61 = 14-55, 25 x 62 = 14-80, 25 x 63 = 15-0, 25 x 64 = 15-25, 25 x 65 = 15-50, 25 x 66 = 15-75, 25 x 67 = 15-100, 25 x 68 = 16-20, 25 x 69 = 16-45, 25 x 70 = 16-70, 25 x 71 = 16-95, 25 x 72 = 17-15, 25 x 73 = 17-40, 25 x 74 = 17-65, 25 x 75 = 17-90, 25 x 76 = 18-10, 25 x 77 = 18-35, 25 x 78 = 18-60, 25 x 79 = 18-85, 25 x 80 = 19-5, 25 x 81 = 19-30, 25 x 82 = 19-55, 25 x 83 = 19-80, 25 x 84 = 20-0, 25 x 85 = 20-25, 25 x 86 = 20-50, 25 x 87 = 20-75, 25 x 88 = 20-100, 25 x 89 = 21-20, 25 x 90 = 21-45, 25 x 91 = 21-70, 25 x 92 = 21-95, 25 x 93 = 22-15, 25 x 94 = 22-40, 25 x 95 = 22-65, 25 x 96 = 22-90, 25 x 97 = 23-10, 25 x 98 = 23-35, 25 x 99 = 23-60, 25 x 100 = 23-85, 25 x 101 = 24-5, 25 x 102 = 24-30, 25 x 103 = 24-55, 25 x 104 = 24-80, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 0-104, 26 x 5 = 1-25, 26 x 6 = 1-51, 26 x 7 = 1-77, 26 x 8 = 1-103, 26 x 9 = 2-24, 26 x 10 = 2-50, 26 x 11 = 2-76, 26 x 12 = 2-102, 26 x 13 = 3-23, 26 x 14 = 3-49, 26 x 15 = 3-75, 26 x 16 = 3-101, 26 x 17 = 4-22, 26 x 18 = 4-48, 26 x 19 = 4-74, 26 x 20 = 4-100, 26 x 21 = 5-21, 26 x 22 = 5-47, 26 x 23 = 5-73, 26 x 24 = 5-99, 26 x 25 = 6-20, 26 x 26 = 6-46, 26 x 27 = 6-72, 26 x 28 = 6-98, 26 x 29 = 7-19, 26 x 30 = 7-45, 26 x 31 = 7-71, 26 x 32 = 7-97, 26 x 33 = 8-18, 26 x 34 = 8-44, 26 x 35 = 8-70, 26 x 36 = 8-96, 26 x 37 = 9-17, 26 x 38 = 9-43, 26 x 39 = 9-69, 26 x 40 = 9-95, 26 x 41 = 10-16, 26 x 42 = 10-42, 26 x 43 = 10-68, 26 x 44 = 10-94, 26 x 45 = 11-15, 26 x 46 = 11-41, 26 x 47 = 11-67, 26 x 48 = 11-93, 26 x 49 = 12-14, 26 x 50 = 12-40, 26 x 51 = 12-66, 26 x 52 = 12-92, 26 x 53 = 13-13, 26 x 54 = 13-39, 26 x 55 = 13-65, 26 x 56 = 13-91, 26 x 57 = 14-12, 26 x 58 = 14-38, 26 x 59 = 14-64, 26 x 60 = 14-90, 26 x 61 = 15-11, 26 x 62 = 15-37, 26 x 63 = 15-63, 26 x 64 = 15-89, 26 x 65 = 16-10, 26 x 66 = 16-36, 26 x 67 = 16-62, 26 x 68 = 16-88, 26 x 69 = 17-9, 26 x 70 = 17-35, 26 x 71 = 17-61, 26 x 72 = 17-87, 26 x 73 = 18-8, 26 x 74 = 18-34, 26 x 75 = 18-60, 26 x 76 = 18-86, 26 x 77 = 19-7, 26 x 78 = 19-33, 26 x 79 = 19-59, 26 x 80 = 19-85, 26 x 81 = 20-6, 26 x 82 = 20-32, 26 x 83 = 20-58, 26 x 84 = 20-84, 26 x 85 = 21-5, 26 x 86 = 21-31, 26 x 87 = 21-57, 26 x 88 = 21-83, 26 x 89 = 22-4, 26 x 90 = 22-30, 26 x 91 = 22-56, 26 x 92 = 22-82, 26 x 93 = 23-3, 26 x 94 = 23-29, 26 x 95 = 23-55, 26 x 96 = 23-81, 26 x 97 = 24-2, 26 x 98 = 24-28, 26 x 99 = 24-54, 26 x 100 = 24-80, 26 x 101 = 25-1, 26 x 102 = 25-27, 26 x 103 = 25-53, 26 x 104 = 25-79, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-3, 27 x 5 = 1-30, 27 x 6 = 1-57, 27 x 7 = 1-84, 27 x 8 = 2-6, 27 x 9 = 2-33, 27 x 10 = 2-60, 27 x 11 = 2-87, 27 x 12 = 3-9, 27 x 13 = 3-36, 27 x 14 = 3-63, 27 x 15 = 3-90, 27 x 16 = 4-12, 27 x 17 = 4-39, 27 x 18 = 4-66, 27 x 19 = 4-93, 27 x 20 = 5-15, 27 x 21 = 5-42, 27 x 22 = 5-69, 27 x 23 = 5-96, 27 x 24 = 6-18, 27 x 25 = 6-45, 27 x 26 = 6-72, 27 x 27 = 6-99, 27 x 28 = 7-21, 27 x 29 = 7-48, 27 x 30 = 7-75, 27 x 31 = 7-102, 27 x 32 = 8-24, 27 x 33 = 8-51, 27 x 34 = 8-78, 27 x 35 = 9-0, 27 x 36 = 9-27, 27 x 37 = 9-54, 27 x 38 = 9-81, 27 x 39 = 10-3, 27 x 40 = 10-30, 27 x 41 = 10-57, 27 x 42 = 10-84, 27 x 43 = 11-6, 27 x 44 = 11-33, 27 x 45 = 11-60, 27 x 46 = 11-87, 27 x 47 = 12-9, 27 x 48 = 12-36, 27 x 49 = 12-63, 27 x 50 = 12-90, 27 x 51 = 13-12, 27 x 52 = 13-39, 27 x 53 = 13-66, 27 x 54 = 13-93, 27 x 55 = 14-15, 27 x 56 = 14-42, 27 x 57 = 14-69, 27 x 58 = 14-96, 27 x 59 = 15-18, 27 x 60 = 15-45, 27 x 61 = 15-72, 27 x 62 = 15-99, 27 x 63 = 16-21, 27 x 64 = 16-48, 27 x 65 = 16-75, 27 x 66 = 16-102, 27 x 67 = 17-24, 27 x 68 = 17-51, 27 x 69 = 17-78, 27 x 70 = 18-0, 27 x 71 = 18-27, 27 x 72 = 18-54, 27 x 73 = 18-81, 27 x 74 = 19-3, 27 x 75 = 19-30, 27 x 76 = 19-57, 27 x 77 = 19-84, 27 x 78 = 20-6, 27 x 79 = 20-33, 27 x 80 = 20-60, 27 x 81 = 20-87, 27 x 82 = 21-9, 27 x 83 = 21-36, 27 x 84 = 21-63, 27 x 85 = 21-90, 27 x 86 = 22-12, 27 x 87 = 22-39, 27 x 88 = 22-66, 27 x 89 = 22-93, 27 x 90 = 23-15, 27 x 91 = 23-42, 27 x 92 = 23-69, 27 x 93 = 23-96, 27 x 94 = 24-18, 27 x 95 = 24-45, 27 x 96 = 24-72, 27 x 97 = 24-99, 27 x 98 = 25-21, 27 x 99 = 25-48, 27 x 100 = 25-75, 27 x 101 = 25-102, 27 x 102 = 26-24, 27 x 103 = 26-51, 27 x 104 = 26-78, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-7, 28 x 5 = 1-35, 28 x 6 = 1-63, 28 x 7 = 1-91, 28 x 8 = 2-14, 28 x 9 = 2-42, 28 x 10 = 2-70, 28 x 11 = 2-98, 28 x 12 = 3-21, 28 x 13 = 3-49, 28 x 14 = 3-77, 28 x 15 = 4-0, 28 x 16 = 4-28, 28 x 17 = 4-56, 28 x 18 = 4-84, 28 x 19 = 5-7, 28 x 20 = 5-35, 28 x 21 = 5-63, 28 x 22 = 5-91, 28 x 23 = 6-14, 28 x 24 = 6-42, 28 x 25 = 6-70, 28 x 26 = 6-98, 28 x 27 = 7-21, 28 x 28 = 7-49, 28 x 29 = 7-77, 28 x 30 = 8-0, 28 x 31 = 8-28, 28 x 32 = 8-56, 28 x 33 = 8-84, 28 x 34 = 9-7, 28 x 35 = 9-35, 28 x 36 = 9-63, 28 x 37 = 9-91, 28 x 38 = 10-14, 28 x 39 = 10-42, 28 x 40 = 10-70, 28 x 41 = 10-98, 28 x 42 = 11-21, 28 x 43 = 11-49, 28 x 44 = 11-77, 28 x 45 = 12-0, 28 x 46 = 12-28, 28 x 47 = 12-56, 28 x 48 = 12-84, 28 x 49 = 13-7, 28 x 50 = 13-35, 28 x 51 = 13-63, 28 x 52 = 13-91, 28 x 53 = 14-14, 28 x 54 = 14-42, 28 x 55 = 14-70, 28 x 56 = 14-98, 28 x 57 = 15-21, 28 x 58 = 15-49, 28 x 59 = 15-77, 28 x 60 = 16-0, 28 x 61 = 16-28, 28 x 62 = 16-56, 28 x 63 = 16-84, 28 x 64 = 17-7, 28 x 65 = 17-35, 28 x 66 = 17-63, 28 x 67 = 17-91, 28 x 68 = 18-14, 28 x 69 = 18-42, 28 x 70 = 18-70, 28 x 71 = 18-98, 28 x 72 = 19-21, 28 x 73 = 19-49, 28 x 74 = 19-77, 28 x 75 = 20-0, 28 x 76 = 20-28, 28 x 77 = 20-56, 28 x 78 = 20-84, 28 x 79 = 21-7, 28 x 80 = 21-35, 28 x 81 = 21-63, 28 x 82 = 21-91, 28 x 83 = 22-14, 28 x 84 = 22-42, 28 x 85 = 22-70, 28 x 86 = 22-98, 28 x 87 = 23-21, 28 x 88 = 23-49, 28 x 89 = 23-77, 28 x 90 = 24-0, 28 x 91 = 24-28, 28 x 92 = 24-56, 28 x 93 = 24-84, 28 x 94 = 25-7, 28 x 95 = 25-35, 28 x 96 = 25-63, 28 x 97 = 25-91, 28 x 98 = 26-14, 28 x 99 = 26-42, 28 x 100 = 26-70, 28 x 101 = 26-98, 28 x 102 = 27-21, 28 x 103 = 27-49, 28 x 104 = 27-77, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-11, 29 x 5 = 1-40, 29 x 6 = 1-69, 29 x 7 = 1-98, 29 x 8 = 2-22, 29 x 9 = 2-51, 29 x 10 = 2-80, 29 x 11 = 3-4, 29 x 12 = 3-33, 29 x 13 = 3-62, 29 x 14 = 3-91, 29 x 15 = 4-15, 29 x 16 = 4-44, 29 x 17 = 4-73, 29 x 18 = 4-102, 29 x 19 = 5-26, 29 x 20 = 5-55, 29 x 21 = 5-84, 29 x 22 = 6-8, 29 x 23 = 6-37, 29 x 24 = 6-66, 29 x 25 = 6-95, 29 x 26 = 7-19, 29 x 27 = 7-48, 29 x 28 = 7-77, 29 x 29 = 8-1, 29 x 30 = 8-30, 29 x 31 = 8-59, 29 x 32 = 8-88, 29 x 33 = 9-12, 29 x 34 = 9-41, 29 x 35 = 9-70, 29 x 36 = 9-99, 29 x 37 = 10-23, 29 x 38 = 10-52, 29 x 39 = 10-81, 29 x 40 = 11-5, 29 x 41 = 11-34, 29 x 42 = 11-63, 29 x 43 = 11-92, 29 x 44 = 12-16, 29 x 45 = 12-45, 29 x 46 = 12-74, 29 x 47 = 12-103, 29 x 48 = 13-27, 29 x 49 = 13-56, 29 x 50 = 13-85, 29 x 51 = 14-9, 29 x 52 = 14-38, 29 x 53 = 14-67, 29 x 54 = 14-96, 29 x 55 = 15-20, 29 x 56 = 15-49, 29 x 57 = 15-78, 29 x 58 = 16-2, 29 x 59 = 16-31, 29 x 60 = 16-60, 29 x 61 = 16-89, 29 x 62 = 17-13, 29 x 63 = 17-42, 29 x 64 = 17-71, 29 x 65 = 17-100, 29 x 66 = 18-24, 29 x 67 = 18-53, 29 x 68 = 18-82, 29 x 69 = 19-6, 29 x 70 = 19-35, 29 x 71 = 19-64, 29 x 72 = 19-93, 29 x 73 = 20-17, 29 x 74 = 20-46, 29 x 75 = 20-75, 29 x 76 = 20-104, 29 x 77 = 21-28, 29 x 78 = 21-57, 29 x 79 = 21-86, 29 x 80 = 22-10, 29 x 81 = 22-39, 29 x 82 = 22-68, 29 x 83 = 22-97, 29 x 84 = 23-21, 29 x 85 = 23-50, 29 x 86 = 23-79, 29 x 87 = 24-3, 29 x 88 = 24-32, 29 x 89 = 24-61, 29 x 90 = 24-90, 29 x 91 = 25-14, 29 x 92 = 25-43, 29 x 93 = 25-72, 29 x 94 = 25-101, 29 x 95 = 26-25, 29 x 96 = 26-54, 29 x 97 = 26-83, 29 x 98 = 27-7, 29 x 99 = 27-36, 29 x 100 = 27-65, 29 x 101 = 27-94, 29 x 102 = 28-18, 29 x 103 = 28-47, 29 x 104 = 28-76, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 0-90, 30 x 4 = 1-15, 30 x 5 = 1-45, 30 x 6 = 1-75, 30 x 7 = 2-0, 30 x 8 = 2-30, 30 x 9 = 2-60, 30 x 10 = 2-90, 30 x 11 = 3-15, 30 x 12 = 3-45, 30 x 13 = 3-75, 30 x 14 = 4-0, 30 x 15 = 4-30, 30 x 16 = 4-60, 30 x 17 = 4-90, 30 x 18 = 5-15, 30 x 19 = 5-45, 30 x 20 = 5-75, 30 x 21 = 6-0, 30 x 22 = 6-30, 30 x 23 = 6-60, 30 x 24 = 6-90, 30 x 25 = 7-15, 30 x 26 = 7-45, 30 x 27 = 7-75, 30 x 28 = 8-0, 30 x 29 = 8-30, 30 x 30 = 8-60, 30 x 31 = 8-90, 30 x 32 = 9-15, 30 x 33 = 9-45, 30 x 34 = 9-75, 30 x 35 = 10-0, 30 x 36 = 10-30, 30 x 37 = 10-60, 30 x 38 = 10-90, 30 x 39 = 11-15, 30 x 40 = 11-45, 30 x 41 = 11-75, 30 x 42 = 12-0, 30 x 43 = 12-30, 30 x 44 = 12-60, 30 x 45 = 12-90, 30 x 46 = 13-15, 30 x 47 = 13-45, 30 x 48 = 13-75, 30 x 49 = 14-0, 30 x 50 = 14-30, 30 x 51 = 14-60, 30 x 52 = 14-90, 30 x 53 = 15-15, 30 x 54 = 15-45, 30 x 55 = 15-75, 30 x 56 = 16-0, 30 x 57 = 16-30, 30 x 58 = 16-60, 30 x 59 = 16-90, 30 x 60 = 17-15, 30 x 61 = 17-45, 30 x 62 = 17-75, 30 x 63 = 18-0, 30 x 64 = 18-30, 30 x 65 = 18-60, 30 x 66 = 18-90, 30 x 67 = 19-15, 30 x 68 = 19-45, 30 x 69 = 19-75, 30 x 70 = 20-0, 30 x 71 = 20-30, 30 x 72 = 20-60, 30 x 73 = 20-90, 30 x 74 = 21-15, 30 x 75 = 21-45, 30 x 76 = 21-75, 30 x 77 = 22-0, 30 x 78 = 22-30, 30 x 79 = 22-60, 30 x 80 = 22-90, 30 x 81 = 23-15, 30 x 82 = 23-45, 30 x 83 = 23-75, 30 x 84 = 24-0, 30 x 85 = 24-30, 30 x 86 = 24-60, 30 x 87 = 24-90, 30 x 88 = 25-15, 30 x 89 = 25-45, 30 x 90 = 25-75, 30 x 91 = 26-0, 30 x 92 = 26-30, 30 x 93 = 26-60, 30 x 94 = 26-90, 30 x 95 = 27-15, 30 x 96 = 27-45, 30 x 97 = 27-75, 30 x 98 = 28-0, 30 x 99 = 28-30, 30 x 100 = 28-60, 30 x 101 = 28-90, 30 x 102 = 29-15, 30 x 103 = 29-45, 30 x 104 = 29-75, 
