11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 0-88, 11 x 9 = 0-99, 11 x 10 = 1-6, 11 x 11 = 1-17, 11 x 12 = 1-28, 11 x 13 = 1-39, 11 x 14 = 1-50, 11 x 15 = 1-61, 11 x 16 = 1-72, 11 x 17 = 1-83, 11 x 18 = 1-94, 11 x 19 = 2-1, 11 x 20 = 2-12, 11 x 21 = 2-23, 11 x 22 = 2-34, 11 x 23 = 2-45, 11 x 24 = 2-56, 11 x 25 = 2-67, 11 x 26 = 2-78, 11 x 27 = 2-89, 11 x 28 = 2-100, 11 x 29 = 3-7, 11 x 30 = 3-18, 11 x 31 = 3-29, 11 x 32 = 3-40, 11 x 33 = 3-51, 11 x 34 = 3-62, 11 x 35 = 3-73, 11 x 36 = 3-84, 11 x 37 = 3-95, 11 x 38 = 4-2, 11 x 39 = 4-13, 11 x 40 = 4-24, 11 x 41 = 4-35, 11 x 42 = 4-46, 11 x 43 = 4-57, 11 x 44 = 4-68, 11 x 45 = 4-79, 11 x 46 = 4-90, 11 x 47 = 4-101, 11 x 48 = 5-8, 11 x 49 = 5-19, 11 x 50 = 5-30, 11 x 51 = 5-41, 11 x 52 = 5-52, 11 x 53 = 5-63, 11 x 54 = 5-74, 11 x 55 = 5-85, 11 x 56 = 5-96, 11 x 57 = 6-3, 11 x 58 = 6-14, 11 x 59 = 6-25, 11 x 60 = 6-36, 11 x 61 = 6-47, 11 x 62 = 6-58, 11 x 63 = 6-69, 11 x 64 = 6-80, 11 x 65 = 6-91, 11 x 66 = 6-102, 11 x 67 = 7-9, 11 x 68 = 7-20, 11 x 69 = 7-31, 11 x 70 = 7-42, 11 x 71 = 7-53, 11 x 72 = 7-64, 11 x 73 = 7-75, 11 x 74 = 7-86, 11 x 75 = 7-97, 11 x 76 = 8-4, 11 x 77 = 8-15, 11 x 78 = 8-26, 11 x 79 = 8-37, 11 x 80 = 8-48, 11 x 81 = 8-59, 11 x 82 = 8-70, 11 x 83 = 8-81, 11 x 84 = 8-92, 11 x 85 = 8-103, 11 x 86 = 9-10, 11 x 87 = 9-21, 11 x 88 = 9-32, 11 x 89 = 9-43, 11 x 90 = 9-54, 11 x 91 = 9-65, 11 x 92 = 9-76, 11 x 93 = 9-87, 11 x 94 = 9-98, 11 x 95 = 10-5, 11 x 96 = 10-16, 11 x 97 = 10-27, 11 x 98 = 10-38, 11 x 99 = 10-49, 11 x 100 = 10-60, 11 x 101 = 10-71, 11 x 102 = 10-82, 11 x 103 = 10-93, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 0-96, 12 x 9 = 1-4, 12 x 10 = 1-16, 12 x 11 = 1-28, 12 x 12 = 1-40, 12 x 13 = 1-52, 12 x 14 = 1-64, 12 x 15 = 1-76, 12 x 16 = 1-88, 12 x 17 = 1-100, 12 x 18 = 2-8, 12 x 19 = 2-20, 12 x 20 = 2-32, 12 x 21 = 2-44, 12 x 22 = 2-56, 12 x 23 = 2-68, 12 x 24 = 2-80, 12 x 25 = 2-92, 12 x 26 = 3-0, 12 x 27 = 3-12, 12 x 28 = 3-24, 12 x 29 = 3-36, 12 x 30 = 3-48, 12 x 31 = 3-60, 12 x 32 = 3-72, 12 x 33 = 3-84, 12 x 34 = 3-96, 12 x 35 = 4-4, 12 x 36 = 4-16, 12 x 37 = 4-28, 12 x 38 = 4-40, 12 x 39 = 4-52, 12 x 40 = 4-64, 12 x 41 = 4-76, 12 x 42 = 4-88, 12 x 43 = 4-100, 12 x 44 = 5-8, 12 x 45 = 5-20, 12 x 46 = 5-32, 12 x 47 = 5-44, 12 x 48 = 5-56, 12 x 49 = 5-68, 12 x 50 = 5-80, 12 x 51 = 5-92, 12 x 52 = 6-0, 12 x 53 = 6-12, 12 x 54 = 6-24, 12 x 55 = 6-36, 12 x 56 = 6-48, 12 x 57 = 6-60, 12 x 58 = 6-72, 12 x 59 = 6-84, 12 x 60 = 6-96, 12 x 61 = 7-4, 12 x 62 = 7-16, 12 x 63 = 7-28, 12 x 64 = 7-40, 12 x 65 = 7-52, 12 x 66 = 7-64, 12 x 67 = 7-76, 12 x 68 = 7-88, 12 x 69 = 7-100, 12 x 70 = 8-8, 12 x 71 = 8-20, 12 x 72 = 8-32, 12 x 73 = 8-44, 12 x 74 = 8-56, 12 x 75 = 8-68, 12 x 76 = 8-80, 12 x 77 = 8-92, 12 x 78 = 9-0, 12 x 79 = 9-12, 12 x 80 = 9-24, 12 x 81 = 9-36, 12 x 82 = 9-48, 12 x 83 = 9-60, 12 x 84 = 9-72, 12 x 85 = 9-84, 12 x 86 = 9-96, 12 x 87 = 10-4, 12 x 88 = 10-16, 12 x 89 = 10-28, 12 x 90 = 10-40, 12 x 91 = 10-52, 12 x 92 = 10-64, 12 x 93 = 10-76, 12 x 94 = 10-88, 12 x 95 = 10-100, 12 x 96 = 11-8, 12 x 97 = 11-20, 12 x 98 = 11-32, 12 x 99 = 11-44, 12 x 100 = 11-56, 12 x 101 = 11-68, 12 x 102 = 11-80, 12 x 103 = 11-92, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 0-91, 13 x 8 = 1-0, 13 x 9 = 1-13, 13 x 10 = 1-26, 13 x 11 = 1-39, 13 x 12 = 1-52, 13 x 13 = 1-65, 13 x 14 = 1-78, 13 x 15 = 1-91, 13 x 16 = 2-0, 13 x 17 = 2-13, 13 x 18 = 2-26, 13 x 19 = 2-39, 13 x 20 = 2-52, 13 x 21 = 2-65, 13 x 22 = 2-78, 13 x 23 = 2-91, 13 x 24 = 3-0, 13 x 25 = 3-13, 13 x 26 = 3-26, 13 x 27 = 3-39, 13 x 28 = 3-52, 13 x 29 = 3-65, 13 x 30 = 3-78, 13 x 31 = 3-91, 13 x 32 = 4-0, 13 x 33 = 4-13, 13 x 34 = 4-26, 13 x 35 = 4-39, 13 x 36 = 4-52, 13 x 37 = 4-65, 13 x 38 = 4-78, 13 x 39 = 4-91, 13 x 40 = 5-0, 13 x 41 = 5-13, 13 x 42 = 5-26, 13 x 43 = 5-39, 13 x 44 = 5-52, 13 x 45 = 5-65, 13 x 46 = 5-78, 13 x 47 = 5-91, 13 x 48 = 6-0, 13 x 49 = 6-13, 13 x 50 = 6-26, 13 x 51 = 6-39, 13 x 52 = 6-52, 13 x 53 = 6-65, 13 x 54 = 6-78, 13 x 55 = 6-91, 13 x 56 = 7-0, 13 x 57 = 7-13, 13 x 58 = 7-26, 13 x 59 = 7-39, 13 x 60 = 7-52, 13 x 61 = 7-65, 13 x 62 = 7-78, 13 x 63 = 7-91, 13 x 64 = 8-0, 13 x 65 = 8-13, 13 x 66 = 8-26, 13 x 67 = 8-39, 13 x 68 = 8-52, 13 x 69 = 8-65, 13 x 70 = 8-78, 13 x 71 = 8-91, 13 x 72 = 9-0, 13 x 73 = 9-13, 13 x 74 = 9-26, 13 x 75 = 9-39, 13 x 76 = 9-52, 13 x 77 = 9-65, 13 x 78 = 9-78, 13 x 79 = 9-91, 13 x 80 = 10-0, 13 x 81 = 10-13, 13 x 82 = 10-26, 13 x 83 = 10-39, 13 x 84 = 10-52, 13 x 85 = 10-65, 13 x 86 = 10-78, 13 x 87 = 10-91, 13 x 88 = 11-0, 13 x 89 = 11-13, 13 x 90 = 11-26, 13 x 91 = 11-39, 13 x 92 = 11-52, 13 x 93 = 11-65, 13 x 94 = 11-78, 13 x 95 = 11-91, 13 x 96 = 12-0, 13 x 97 = 12-13, 13 x 98 = 12-26, 13 x 99 = 12-39, 13 x 100 = 12-52, 13 x 101 = 12-65, 13 x 102 = 12-78, 13 x 103 = 12-91, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 0-98, 14 x 8 = 1-8, 14 x 9 = 1-22, 14 x 10 = 1-36, 14 x 11 = 1-50, 14 x 12 = 1-64, 14 x 13 = 1-78, 14 x 14 = 1-92, 14 x 15 = 2-2, 14 x 16 = 2-16, 14 x 17 = 2-30, 14 x 18 = 2-44, 14 x 19 = 2-58, 14 x 20 = 2-72, 14 x 21 = 2-86, 14 x 22 = 2-100, 14 x 23 = 3-10, 14 x 24 = 3-24, 14 x 25 = 3-38, 14 x 26 = 3-52, 14 x 27 = 3-66, 14 x 28 = 3-80, 14 x 29 = 3-94, 14 x 30 = 4-4, 14 x 31 = 4-18, 14 x 32 = 4-32, 14 x 33 = 4-46, 14 x 34 = 4-60, 14 x 35 = 4-74, 14 x 36 = 4-88, 14 x 37 = 4-102, 14 x 38 = 5-12, 14 x 39 = 5-26, 14 x 40 = 5-40, 14 x 41 = 5-54, 14 x 42 = 5-68, 14 x 43 = 5-82, 14 x 44 = 5-96, 14 x 45 = 6-6, 14 x 46 = 6-20, 14 x 47 = 6-34, 14 x 48 = 6-48, 14 x 49 = 6-62, 14 x 50 = 6-76, 14 x 51 = 6-90, 14 x 52 = 7-0, 14 x 53 = 7-14, 14 x 54 = 7-28, 14 x 55 = 7-42, 14 x 56 = 7-56, 14 x 57 = 7-70, 14 x 58 = 7-84, 14 x 59 = 7-98, 14 x 60 = 8-8, 14 x 61 = 8-22, 14 x 62 = 8-36, 14 x 63 = 8-50, 14 x 64 = 8-64, 14 x 65 = 8-78, 14 x 66 = 8-92, 14 x 67 = 9-2, 14 x 68 = 9-16, 14 x 69 = 9-30, 14 x 70 = 9-44, 14 x 71 = 9-58, 14 x 72 = 9-72, 14 x 73 = 9-86, 14 x 74 = 9-100, 14 x 75 = 10-10, 14 x 76 = 10-24, 14 x 77 = 10-38, 14 x 78 = 10-52, 14 x 79 = 10-66, 14 x 80 = 10-80, 14 x 81 = 10-94, 14 x 82 = 11-4, 14 x 83 = 11-18, 14 x 84 = 11-32, 14 x 85 = 11-46, 14 x 86 = 11-60, 14 x 87 = 11-74, 14 x 88 = 11-88, 14 x 89 = 11-102, 14 x 90 = 12-12, 14 x 91 = 12-26, 14 x 92 = 12-40, 14 x 93 = 12-54, 14 x 94 = 12-68, 14 x 95 = 12-82, 14 x 96 = 12-96, 14 x 97 = 13-6, 14 x 98 = 13-20, 14 x 99 = 13-34, 14 x 100 = 13-48, 14 x 101 = 13-62, 14 x 102 = 13-76, 14 x 103 = 13-90, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 0-90, 15 x 7 = 1-1, 15 x 8 = 1-16, 15 x 9 = 1-31, 15 x 10 = 1-46, 15 x 11 = 1-61, 15 x 12 = 1-76, 15 x 13 = 1-91, 15 x 14 = 2-2, 15 x 15 = 2-17, 15 x 16 = 2-32, 15 x 17 = 2-47, 15 x 18 = 2-62, 15 x 19 = 2-77, 15 x 20 = 2-92, 15 x 21 = 3-3, 15 x 22 = 3-18, 15 x 23 = 3-33, 15 x 24 = 3-48, 15 x 25 = 3-63, 15 x 26 = 3-78, 15 x 27 = 3-93, 15 x 28 = 4-4, 15 x 29 = 4-19, 15 x 30 = 4-34, 15 x 31 = 4-49, 15 x 32 = 4-64, 15 x 33 = 4-79, 15 x 34 = 4-94, 15 x 35 = 5-5, 15 x 36 = 5-20, 15 x 37 = 5-35, 15 x 38 = 5-50, 15 x 39 = 5-65, 15 x 40 = 5-80, 15 x 41 = 5-95, 15 x 42 = 6-6, 15 x 43 = 6-21, 15 x 44 = 6-36, 15 x 45 = 6-51, 15 x 46 = 6-66, 15 x 47 = 6-81, 15 x 48 = 6-96, 15 x 49 = 7-7, 15 x 50 = 7-22, 15 x 51 = 7-37, 15 x 52 = 7-52, 15 x 53 = 7-67, 15 x 54 = 7-82, 15 x 55 = 7-97, 15 x 56 = 8-8, 15 x 57 = 8-23, 15 x 58 = 8-38, 15 x 59 = 8-53, 15 x 60 = 8-68, 15 x 61 = 8-83, 15 x 62 = 8-98, 15 x 63 = 9-9, 15 x 64 = 9-24, 15 x 65 = 9-39, 15 x 66 = 9-54, 15 x 67 = 9-69, 15 x 68 = 9-84, 15 x 69 = 9-99, 15 x 70 = 10-10, 15 x 71 = 10-25, 15 x 72 = 10-40, 15 x 73 = 10-55, 15 x 74 = 10-70, 15 x 75 = 10-85, 15 x 76 = 10-100, 15 x 77 = 11-11, 15 x 78 = 11-26, 15 x 79 = 11-41, 15 x 80 = 11-56, 15 x 81 = 11-71, 15 x 82 = 11-86, 15 x 83 = 11-101, 15 x 84 = 12-12, 15 x 85 = 12-27, 15 x 86 = 12-42, 15 x 87 = 12-57, 15 x 88 = 12-72, 15 x 89 = 12-87, 15 x 90 = 12-102, 15 x 91 = 13-13, 15 x 92 = 13-28, 15 x 93 = 13-43, 15 x 94 = 13-58, 15 x 95 = 13-73, 15 x 96 = 13-88, 15 x 97 = 13-103, 15 x 98 = 14-14, 15 x 99 = 14-29, 15 x 100 = 14-44, 15 x 101 = 14-59, 15 x 102 = 14-74, 15 x 103 = 14-89, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 0-96, 16 x 7 = 1-8, 16 x 8 = 1-24, 16 x 9 = 1-40, 16 x 10 = 1-56, 16 x 11 = 1-72, 16 x 12 = 1-88, 16 x 13 = 2-0, 16 x 14 = 2-16, 16 x 15 = 2-32, 16 x 16 = 2-48, 16 x 17 = 2-64, 16 x 18 = 2-80, 16 x 19 = 2-96, 16 x 20 = 3-8, 16 x 21 = 3-24, 16 x 22 = 3-40, 16 x 23 = 3-56, 16 x 24 = 3-72, 16 x 25 = 3-88, 16 x 26 = 4-0, 16 x 27 = 4-16, 16 x 28 = 4-32, 16 x 29 = 4-48, 16 x 30 = 4-64, 16 x 31 = 4-80, 16 x 32 = 4-96, 16 x 33 = 5-8, 16 x 34 = 5-24, 16 x 35 = 5-40, 16 x 36 = 5-56, 16 x 37 = 5-72, 16 x 38 = 5-88, 16 x 39 = 6-0, 16 x 40 = 6-16, 16 x 41 = 6-32, 16 x 42 = 6-48, 16 x 43 = 6-64, 16 x 44 = 6-80, 16 x 45 = 6-96, 16 x 46 = 7-8, 16 x 47 = 7-24, 16 x 48 = 7-40, 16 x 49 = 7-56, 16 x 50 = 7-72, 16 x 51 = 7-88, 16 x 52 = 8-0, 16 x 53 = 8-16, 16 x 54 = 8-32, 16 x 55 = 8-48, 16 x 56 = 8-64, 16 x 57 = 8-80, 16 x 58 = 8-96, 16 x 59 = 9-8, 16 x 60 = 9-24, 16 x 61 = 9-40, 16 x 62 = 9-56, 16 x 63 = 9-72, 16 x 64 = 9-88, 16 x 65 = 10-0, 16 x 66 = 10-16, 16 x 67 = 10-32, 16 x 68 = 10-48, 16 x 69 = 10-64, 16 x 70 = 10-80, 16 x 71 = 10-96, 16 x 72 = 11-8, 16 x 73 = 11-24, 16 x 74 = 11-40, 16 x 75 = 11-56, 16 x 76 = 11-72, 16 x 77 = 11-88, 16 x 78 = 12-0, 16 x 79 = 12-16, 16 x 80 = 12-32, 16 x 81 = 12-48, 16 x 82 = 12-64, 16 x 83 = 12-80, 16 x 84 = 12-96, 16 x 85 = 13-8, 16 x 86 = 13-24, 16 x 87 = 13-40, 16 x 88 = 13-56, 16 x 89 = 13-72, 16 x 90 = 13-88, 16 x 91 = 14-0, 16 x 92 = 14-16, 16 x 93 = 14-32, 16 x 94 = 14-48, 16 x 95 = 14-64, 16 x 96 = 14-80, 16 x 97 = 14-96, 16 x 98 = 15-8, 16 x 99 = 15-24, 16 x 100 = 15-40, 16 x 101 = 15-56, 16 x 102 = 15-72, 16 x 103 = 15-88, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 0-102, 17 x 7 = 1-15, 17 x 8 = 1-32, 17 x 9 = 1-49, 17 x 10 = 1-66, 17 x 11 = 1-83, 17 x 12 = 1-100, 17 x 13 = 2-13, 17 x 14 = 2-30, 17 x 15 = 2-47, 17 x 16 = 2-64, 17 x 17 = 2-81, 17 x 18 = 2-98, 17 x 19 = 3-11, 17 x 20 = 3-28, 17 x 21 = 3-45, 17 x 22 = 3-62, 17 x 23 = 3-79, 17 x 24 = 3-96, 17 x 25 = 4-9, 17 x 26 = 4-26, 17 x 27 = 4-43, 17 x 28 = 4-60, 17 x 29 = 4-77, 17 x 30 = 4-94, 17 x 31 = 5-7, 17 x 32 = 5-24, 17 x 33 = 5-41, 17 x 34 = 5-58, 17 x 35 = 5-75, 17 x 36 = 5-92, 17 x 37 = 6-5, 17 x 38 = 6-22, 17 x 39 = 6-39, 17 x 40 = 6-56, 17 x 41 = 6-73, 17 x 42 = 6-90, 17 x 43 = 7-3, 17 x 44 = 7-20, 17 x 45 = 7-37, 17 x 46 = 7-54, 17 x 47 = 7-71, 17 x 48 = 7-88, 17 x 49 = 8-1, 17 x 50 = 8-18, 17 x 51 = 8-35, 17 x 52 = 8-52, 17 x 53 = 8-69, 17 x 54 = 8-86, 17 x 55 = 8-103, 17 x 56 = 9-16, 17 x 57 = 9-33, 17 x 58 = 9-50, 17 x 59 = 9-67, 17 x 60 = 9-84, 17 x 61 = 9-101, 17 x 62 = 10-14, 17 x 63 = 10-31, 17 x 64 = 10-48, 17 x 65 = 10-65, 17 x 66 = 10-82, 17 x 67 = 10-99, 17 x 68 = 11-12, 17 x 69 = 11-29, 17 x 70 = 11-46, 17 x 71 = 11-63, 17 x 72 = 11-80, 17 x 73 = 11-97, 17 x 74 = 12-10, 17 x 75 = 12-27, 17 x 76 = 12-44, 17 x 77 = 12-61, 17 x 78 = 12-78, 17 x 79 = 12-95, 17 x 80 = 13-8, 17 x 81 = 13-25, 17 x 82 = 13-42, 17 x 83 = 13-59, 17 x 84 = 13-76, 17 x 85 = 13-93, 17 x 86 = 14-6, 17 x 87 = 14-23, 17 x 88 = 14-40, 17 x 89 = 14-57, 17 x 90 = 14-74, 17 x 91 = 14-91, 17 x 92 = 15-4, 17 x 93 = 15-21, 17 x 94 = 15-38, 17 x 95 = 15-55, 17 x 96 = 15-72, 17 x 97 = 15-89, 17 x 98 = 16-2, 17 x 99 = 16-19, 17 x 100 = 16-36, 17 x 101 = 16-53, 17 x 102 = 16-70, 17 x 103 = 16-87, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 0-90, 18 x 6 = 1-4, 18 x 7 = 1-22, 18 x 8 = 1-40, 18 x 9 = 1-58, 18 x 10 = 1-76, 18 x 11 = 1-94, 18 x 12 = 2-8, 18 x 13 = 2-26, 18 x 14 = 2-44, 18 x 15 = 2-62, 18 x 16 = 2-80, 18 x 17 = 2-98, 18 x 18 = 3-12, 18 x 19 = 3-30, 18 x 20 = 3-48, 18 x 21 = 3-66, 18 x 22 = 3-84, 18 x 23 = 3-102, 18 x 24 = 4-16, 18 x 25 = 4-34, 18 x 26 = 4-52, 18 x 27 = 4-70, 18 x 28 = 4-88, 18 x 29 = 5-2, 18 x 30 = 5-20, 18 x 31 = 5-38, 18 x 32 = 5-56, 18 x 33 = 5-74, 18 x 34 = 5-92, 18 x 35 = 6-6, 18 x 36 = 6-24, 18 x 37 = 6-42, 18 x 38 = 6-60, 18 x 39 = 6-78, 18 x 40 = 6-96, 18 x 41 = 7-10, 18 x 42 = 7-28, 18 x 43 = 7-46, 18 x 44 = 7-64, 18 x 45 = 7-82, 18 x 46 = 7-100, 18 x 47 = 8-14, 18 x 48 = 8-32, 18 x 49 = 8-50, 18 x 50 = 8-68, 18 x 51 = 8-86, 18 x 52 = 9-0, 18 x 53 = 9-18, 18 x 54 = 9-36, 18 x 55 = 9-54, 18 x 56 = 9-72, 18 x 57 = 9-90, 18 x 58 = 10-4, 18 x 59 = 10-22, 18 x 60 = 10-40, 18 x 61 = 10-58, 18 x 62 = 10-76, 18 x 63 = 10-94, 18 x 64 = 11-8, 18 x 65 = 11-26, 18 x 66 = 11-44, 18 x 67 = 11-62, 18 x 68 = 11-80, 18 x 69 = 11-98, 18 x 70 = 12-12, 18 x 71 = 12-30, 18 x 72 = 12-48, 18 x 73 = 12-66, 18 x 74 = 12-84, 18 x 75 = 12-102, 18 x 76 = 13-16, 18 x 77 = 13-34, 18 x 78 = 13-52, 18 x 79 = 13-70, 18 x 80 = 13-88, 18 x 81 = 14-2, 18 x 82 = 14-20, 18 x 83 = 14-38, 18 x 84 = 14-56, 18 x 85 = 14-74, 18 x 86 = 14-92, 18 x 87 = 15-6, 18 x 88 = 15-24, 18 x 89 = 15-42, 18 x 90 = 15-60, 18 x 91 = 15-78, 18 x 92 = 15-96, 18 x 93 = 16-10, 18 x 94 = 16-28, 18 x 95 = 16-46, 18 x 96 = 16-64, 18 x 97 = 16-82, 18 x 98 = 16-100, 18 x 99 = 17-14, 18 x 100 = 17-32, 18 x 101 = 17-50, 18 x 102 = 17-68, 18 x 103 = 17-86, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 0-95, 19 x 6 = 1-10, 19 x 7 = 1-29, 19 x 8 = 1-48, 19 x 9 = 1-67, 19 x 10 = 1-86, 19 x 11 = 2-1, 19 x 12 = 2-20, 19 x 13 = 2-39, 19 x 14 = 2-58, 19 x 15 = 2-77, 19 x 16 = 2-96, 19 x 17 = 3-11, 19 x 18 = 3-30, 19 x 19 = 3-49, 19 x 20 = 3-68, 19 x 21 = 3-87, 19 x 22 = 4-2, 19 x 23 = 4-21, 19 x 24 = 4-40, 19 x 25 = 4-59, 19 x 26 = 4-78, 19 x 27 = 4-97, 19 x 28 = 5-12, 19 x 29 = 5-31, 19 x 30 = 5-50, 19 x 31 = 5-69, 19 x 32 = 5-88, 19 x 33 = 6-3, 19 x 34 = 6-22, 19 x 35 = 6-41, 19 x 36 = 6-60, 19 x 37 = 6-79, 19 x 38 = 6-98, 19 x 39 = 7-13, 19 x 40 = 7-32, 19 x 41 = 7-51, 19 x 42 = 7-70, 19 x 43 = 7-89, 19 x 44 = 8-4, 19 x 45 = 8-23, 19 x 46 = 8-42, 19 x 47 = 8-61, 19 x 48 = 8-80, 19 x 49 = 8-99, 19 x 50 = 9-14, 19 x 51 = 9-33, 19 x 52 = 9-52, 19 x 53 = 9-71, 19 x 54 = 9-90, 19 x 55 = 10-5, 19 x 56 = 10-24, 19 x 57 = 10-43, 19 x 58 = 10-62, 19 x 59 = 10-81, 19 x 60 = 10-100, 19 x 61 = 11-15, 19 x 62 = 11-34, 19 x 63 = 11-53, 19 x 64 = 11-72, 19 x 65 = 11-91, 19 x 66 = 12-6, 19 x 67 = 12-25, 19 x 68 = 12-44, 19 x 69 = 12-63, 19 x 70 = 12-82, 19 x 71 = 12-101, 19 x 72 = 13-16, 19 x 73 = 13-35, 19 x 74 = 13-54, 19 x 75 = 13-73, 19 x 76 = 13-92, 19 x 77 = 14-7, 19 x 78 = 14-26, 19 x 79 = 14-45, 19 x 80 = 14-64, 19 x 81 = 14-83, 19 x 82 = 14-102, 19 x 83 = 15-17, 19 x 84 = 15-36, 19 x 85 = 15-55, 19 x 86 = 15-74, 19 x 87 = 15-93, 19 x 88 = 16-8, 19 x 89 = 16-27, 19 x 90 = 16-46, 19 x 91 = 16-65, 19 x 92 = 16-84, 19 x 93 = 16-103, 19 x 94 = 17-18, 19 x 95 = 17-37, 19 x 96 = 17-56, 19 x 97 = 17-75, 19 x 98 = 17-94, 19 x 99 = 18-9, 19 x 100 = 18-28, 19 x 101 = 18-47, 19 x 102 = 18-66, 19 x 103 = 18-85, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 0-100, 20 x 6 = 1-16, 20 x 7 = 1-36, 20 x 8 = 1-56, 20 x 9 = 1-76, 20 x 10 = 1-96, 20 x 11 = 2-12, 20 x 12 = 2-32, 20 x 13 = 2-52, 20 x 14 = 2-72, 20 x 15 = 2-92, 20 x 16 = 3-8, 20 x 17 = 3-28, 20 x 18 = 3-48, 20 x 19 = 3-68, 20 x 20 = 3-88, 20 x 21 = 4-4, 20 x 22 = 4-24, 20 x 23 = 4-44, 20 x 24 = 4-64, 20 x 25 = 4-84, 20 x 26 = 5-0, 20 x 27 = 5-20, 20 x 28 = 5-40, 20 x 29 = 5-60, 20 x 30 = 5-80, 20 x 31 = 5-100, 20 x 32 = 6-16, 20 x 33 = 6-36, 20 x 34 = 6-56, 20 x 35 = 6-76, 20 x 36 = 6-96, 20 x 37 = 7-12, 20 x 38 = 7-32, 20 x 39 = 7-52, 20 x 40 = 7-72, 20 x 41 = 7-92, 20 x 42 = 8-8, 20 x 43 = 8-28, 20 x 44 = 8-48, 20 x 45 = 8-68, 20 x 46 = 8-88, 20 x 47 = 9-4, 20 x 48 = 9-24, 20 x 49 = 9-44, 20 x 50 = 9-64, 20 x 51 = 9-84, 20 x 52 = 10-0, 20 x 53 = 10-20, 20 x 54 = 10-40, 20 x 55 = 10-60, 20 x 56 = 10-80, 20 x 57 = 10-100, 20 x 58 = 11-16, 20 x 59 = 11-36, 20 x 60 = 11-56, 20 x 61 = 11-76, 20 x 62 = 11-96, 20 x 63 = 12-12, 20 x 64 = 12-32, 20 x 65 = 12-52, 20 x 66 = 12-72, 20 x 67 = 12-92, 20 x 68 = 13-8, 20 x 69 = 13-28, 20 x 70 = 13-48, 20 x 71 = 13-68, 20 x 72 = 13-88, 20 x 73 = 14-4, 20 x 74 = 14-24, 20 x 75 = 14-44, 20 x 76 = 14-64, 20 x 77 = 14-84, 20 x 78 = 15-0, 20 x 79 = 15-20, 20 x 80 = 15-40, 20 x 81 = 15-60, 20 x 82 = 15-80, 20 x 83 = 15-100, 20 x 84 = 16-16, 20 x 85 = 16-36, 20 x 86 = 16-56, 20 x 87 = 16-76, 20 x 88 = 16-96, 20 x 89 = 17-12, 20 x 90 = 17-32, 20 x 91 = 17-52, 20 x 92 = 17-72, 20 x 93 = 17-92, 20 x 94 = 18-8, 20 x 95 = 18-28, 20 x 96 = 18-48, 20 x 97 = 18-68, 20 x 98 = 18-88, 20 x 99 = 19-4, 20 x 100 = 19-24, 20 x 101 = 19-44, 20 x 102 = 19-64, 20 x 103 = 19-84, 
