21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-1, 21 x 6 = 1-22, 21 x 7 = 1-43, 21 x 8 = 1-64, 21 x 9 = 1-85, 21 x 10 = 2-2, 21 x 11 = 2-23, 21 x 12 = 2-44, 21 x 13 = 2-65, 21 x 14 = 2-86, 21 x 15 = 3-3, 21 x 16 = 3-24, 21 x 17 = 3-45, 21 x 18 = 3-66, 21 x 19 = 3-87, 21 x 20 = 4-4, 21 x 21 = 4-25, 21 x 22 = 4-46, 21 x 23 = 4-67, 21 x 24 = 4-88, 21 x 25 = 5-5, 21 x 26 = 5-26, 21 x 27 = 5-47, 21 x 28 = 5-68, 21 x 29 = 5-89, 21 x 30 = 6-6, 21 x 31 = 6-27, 21 x 32 = 6-48, 21 x 33 = 6-69, 21 x 34 = 6-90, 21 x 35 = 7-7, 21 x 36 = 7-28, 21 x 37 = 7-49, 21 x 38 = 7-70, 21 x 39 = 7-91, 21 x 40 = 8-8, 21 x 41 = 8-29, 21 x 42 = 8-50, 21 x 43 = 8-71, 21 x 44 = 8-92, 21 x 45 = 9-9, 21 x 46 = 9-30, 21 x 47 = 9-51, 21 x 48 = 9-72, 21 x 49 = 9-93, 21 x 50 = 10-10, 21 x 51 = 10-31, 21 x 52 = 10-52, 21 x 53 = 10-73, 21 x 54 = 10-94, 21 x 55 = 11-11, 21 x 56 = 11-32, 21 x 57 = 11-53, 21 x 58 = 11-74, 21 x 59 = 11-95, 21 x 60 = 12-12, 21 x 61 = 12-33, 21 x 62 = 12-54, 21 x 63 = 12-75, 21 x 64 = 12-96, 21 x 65 = 13-13, 21 x 66 = 13-34, 21 x 67 = 13-55, 21 x 68 = 13-76, 21 x 69 = 13-97, 21 x 70 = 14-14, 21 x 71 = 14-35, 21 x 72 = 14-56, 21 x 73 = 14-77, 21 x 74 = 14-98, 21 x 75 = 15-15, 21 x 76 = 15-36, 21 x 77 = 15-57, 21 x 78 = 15-78, 21 x 79 = 15-99, 21 x 80 = 16-16, 21 x 81 = 16-37, 21 x 82 = 16-58, 21 x 83 = 16-79, 21 x 84 = 16-100, 21 x 85 = 17-17, 21 x 86 = 17-38, 21 x 87 = 17-59, 21 x 88 = 17-80, 21 x 89 = 17-101, 21 x 90 = 18-18, 21 x 91 = 18-39, 21 x 92 = 18-60, 21 x 93 = 18-81, 21 x 94 = 18-102, 21 x 95 = 19-19, 21 x 96 = 19-40, 21 x 97 = 19-61, 21 x 98 = 19-82, 21 x 99 = 19-103, 21 x 100 = 20-20, 21 x 101 = 20-41, 21 x 102 = 20-62, 21 x 103 = 20-83, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 0-88, 22 x 5 = 1-6, 22 x 6 = 1-28, 22 x 7 = 1-50, 22 x 8 = 1-72, 22 x 9 = 1-94, 22 x 10 = 2-12, 22 x 11 = 2-34, 22 x 12 = 2-56, 22 x 13 = 2-78, 22 x 14 = 2-100, 22 x 15 = 3-18, 22 x 16 = 3-40, 22 x 17 = 3-62, 22 x 18 = 3-84, 22 x 19 = 4-2, 22 x 20 = 4-24, 22 x 21 = 4-46, 22 x 22 = 4-68, 22 x 23 = 4-90, 22 x 24 = 5-8, 22 x 25 = 5-30, 22 x 26 = 5-52, 22 x 27 = 5-74, 22 x 28 = 5-96, 22 x 29 = 6-14, 22 x 30 = 6-36, 22 x 31 = 6-58, 22 x 32 = 6-80, 22 x 33 = 6-102, 22 x 34 = 7-20, 22 x 35 = 7-42, 22 x 36 = 7-64, 22 x 37 = 7-86, 22 x 38 = 8-4, 22 x 39 = 8-26, 22 x 40 = 8-48, 22 x 41 = 8-70, 22 x 42 = 8-92, 22 x 43 = 9-10, 22 x 44 = 9-32, 22 x 45 = 9-54, 22 x 46 = 9-76, 22 x 47 = 9-98, 22 x 48 = 10-16, 22 x 49 = 10-38, 22 x 50 = 10-60, 22 x 51 = 10-82, 22 x 52 = 11-0, 22 x 53 = 11-22, 22 x 54 = 11-44, 22 x 55 = 11-66, 22 x 56 = 11-88, 22 x 57 = 12-6, 22 x 58 = 12-28, 22 x 59 = 12-50, 22 x 60 = 12-72, 22 x 61 = 12-94, 22 x 62 = 13-12, 22 x 63 = 13-34, 22 x 64 = 13-56, 22 x 65 = 13-78, 22 x 66 = 13-100, 22 x 67 = 14-18, 22 x 68 = 14-40, 22 x 69 = 14-62, 22 x 70 = 14-84, 22 x 71 = 15-2, 22 x 72 = 15-24, 22 x 73 = 15-46, 22 x 74 = 15-68, 22 x 75 = 15-90, 22 x 76 = 16-8, 22 x 77 = 16-30, 22 x 78 = 16-52, 22 x 79 = 16-74, 22 x 80 = 16-96, 22 x 81 = 17-14, 22 x 82 = 17-36, 22 x 83 = 17-58, 22 x 84 = 17-80, 22 x 85 = 17-102, 22 x 86 = 18-20, 22 x 87 = 18-42, 22 x 88 = 18-64, 22 x 89 = 18-86, 22 x 90 = 19-4, 22 x 91 = 19-26, 22 x 92 = 19-48, 22 x 93 = 19-70, 22 x 94 = 19-92, 22 x 95 = 20-10, 22 x 96 = 20-32, 22 x 97 = 20-54, 22 x 98 = 20-76, 22 x 99 = 20-98, 22 x 100 = 21-16, 22 x 101 = 21-38, 22 x 102 = 21-60, 22 x 103 = 21-82, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 0-92, 23 x 5 = 1-11, 23 x 6 = 1-34, 23 x 7 = 1-57, 23 x 8 = 1-80, 23 x 9 = 1-103, 23 x 10 = 2-22, 23 x 11 = 2-45, 23 x 12 = 2-68, 23 x 13 = 2-91, 23 x 14 = 3-10, 23 x 15 = 3-33, 23 x 16 = 3-56, 23 x 17 = 3-79, 23 x 18 = 3-102, 23 x 19 = 4-21, 23 x 20 = 4-44, 23 x 21 = 4-67, 23 x 22 = 4-90, 23 x 23 = 5-9, 23 x 24 = 5-32, 23 x 25 = 5-55, 23 x 26 = 5-78, 23 x 27 = 5-101, 23 x 28 = 6-20, 23 x 29 = 6-43, 23 x 30 = 6-66, 23 x 31 = 6-89, 23 x 32 = 7-8, 23 x 33 = 7-31, 23 x 34 = 7-54, 23 x 35 = 7-77, 23 x 36 = 7-100, 23 x 37 = 8-19, 23 x 38 = 8-42, 23 x 39 = 8-65, 23 x 40 = 8-88, 23 x 41 = 9-7, 23 x 42 = 9-30, 23 x 43 = 9-53, 23 x 44 = 9-76, 23 x 45 = 9-99, 23 x 46 = 10-18, 23 x 47 = 10-41, 23 x 48 = 10-64, 23 x 49 = 10-87, 23 x 50 = 11-6, 23 x 51 = 11-29, 23 x 52 = 11-52, 23 x 53 = 11-75, 23 x 54 = 11-98, 23 x 55 = 12-17, 23 x 56 = 12-40, 23 x 57 = 12-63, 23 x 58 = 12-86, 23 x 59 = 13-5, 23 x 60 = 13-28, 23 x 61 = 13-51, 23 x 62 = 13-74, 23 x 63 = 13-97, 23 x 64 = 14-16, 23 x 65 = 14-39, 23 x 66 = 14-62, 23 x 67 = 14-85, 23 x 68 = 15-4, 23 x 69 = 15-27, 23 x 70 = 15-50, 23 x 71 = 15-73, 23 x 72 = 15-96, 23 x 73 = 16-15, 23 x 74 = 16-38, 23 x 75 = 16-61, 23 x 76 = 16-84, 23 x 77 = 17-3, 23 x 78 = 17-26, 23 x 79 = 17-49, 23 x 80 = 17-72, 23 x 81 = 17-95, 23 x 82 = 18-14, 23 x 83 = 18-37, 23 x 84 = 18-60, 23 x 85 = 18-83, 23 x 86 = 19-2, 23 x 87 = 19-25, 23 x 88 = 19-48, 23 x 89 = 19-71, 23 x 90 = 19-94, 23 x 91 = 20-13, 23 x 92 = 20-36, 23 x 93 = 20-59, 23 x 94 = 20-82, 23 x 95 = 21-1, 23 x 96 = 21-24, 23 x 97 = 21-47, 23 x 98 = 21-70, 23 x 99 = 21-93, 23 x 100 = 22-12, 23 x 101 = 22-35, 23 x 102 = 22-58, 23 x 103 = 22-81, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 0-96, 24 x 5 = 1-16, 24 x 6 = 1-40, 24 x 7 = 1-64, 24 x 8 = 1-88, 24 x 9 = 2-8, 24 x 10 = 2-32, 24 x 11 = 2-56, 24 x 12 = 2-80, 24 x 13 = 3-0, 24 x 14 = 3-24, 24 x 15 = 3-48, 24 x 16 = 3-72, 24 x 17 = 3-96, 24 x 18 = 4-16, 24 x 19 = 4-40, 24 x 20 = 4-64, 24 x 21 = 4-88, 24 x 22 = 5-8, 24 x 23 = 5-32, 24 x 24 = 5-56, 24 x 25 = 5-80, 24 x 26 = 6-0, 24 x 27 = 6-24, 24 x 28 = 6-48, 24 x 29 = 6-72, 24 x 30 = 6-96, 24 x 31 = 7-16, 24 x 32 = 7-40, 24 x 33 = 7-64, 24 x 34 = 7-88, 24 x 35 = 8-8, 24 x 36 = 8-32, 24 x 37 = 8-56, 24 x 38 = 8-80, 24 x 39 = 9-0, 24 x 40 = 9-24, 24 x 41 = 9-48, 24 x 42 = 9-72, 24 x 43 = 9-96, 24 x 44 = 10-16, 24 x 45 = 10-40, 24 x 46 = 10-64, 24 x 47 = 10-88, 24 x 48 = 11-8, 24 x 49 = 11-32, 24 x 50 = 11-56, 24 x 51 = 11-80, 24 x 52 = 12-0, 24 x 53 = 12-24, 24 x 54 = 12-48, 24 x 55 = 12-72, 24 x 56 = 12-96, 24 x 57 = 13-16, 24 x 58 = 13-40, 24 x 59 = 13-64, 24 x 60 = 13-88, 24 x 61 = 14-8, 24 x 62 = 14-32, 24 x 63 = 14-56, 24 x 64 = 14-80, 24 x 65 = 15-0, 24 x 66 = 15-24, 24 x 67 = 15-48, 24 x 68 = 15-72, 24 x 69 = 15-96, 24 x 70 = 16-16, 24 x 71 = 16-40, 24 x 72 = 16-64, 24 x 73 = 16-88, 24 x 74 = 17-8, 24 x 75 = 17-32, 24 x 76 = 17-56, 24 x 77 = 17-80, 24 x 78 = 18-0, 24 x 79 = 18-24, 24 x 80 = 18-48, 24 x 81 = 18-72, 24 x 82 = 18-96, 24 x 83 = 19-16, 24 x 84 = 19-40, 24 x 85 = 19-64, 24 x 86 = 19-88, 24 x 87 = 20-8, 24 x 88 = 20-32, 24 x 89 = 20-56, 24 x 90 = 20-80, 24 x 91 = 21-0, 24 x 92 = 21-24, 24 x 93 = 21-48, 24 x 94 = 21-72, 24 x 95 = 21-96, 24 x 96 = 22-16, 24 x 97 = 22-40, 24 x 98 = 22-64, 24 x 99 = 22-88, 24 x 100 = 23-8, 24 x 101 = 23-32, 24 x 102 = 23-56, 24 x 103 = 23-80, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 0-100, 25 x 5 = 1-21, 25 x 6 = 1-46, 25 x 7 = 1-71, 25 x 8 = 1-96, 25 x 9 = 2-17, 25 x 10 = 2-42, 25 x 11 = 2-67, 25 x 12 = 2-92, 25 x 13 = 3-13, 25 x 14 = 3-38, 25 x 15 = 3-63, 25 x 16 = 3-88, 25 x 17 = 4-9, 25 x 18 = 4-34, 25 x 19 = 4-59, 25 x 20 = 4-84, 25 x 21 = 5-5, 25 x 22 = 5-30, 25 x 23 = 5-55, 25 x 24 = 5-80, 25 x 25 = 6-1, 25 x 26 = 6-26, 25 x 27 = 6-51, 25 x 28 = 6-76, 25 x 29 = 6-101, 25 x 30 = 7-22, 25 x 31 = 7-47, 25 x 32 = 7-72, 25 x 33 = 7-97, 25 x 34 = 8-18, 25 x 35 = 8-43, 25 x 36 = 8-68, 25 x 37 = 8-93, 25 x 38 = 9-14, 25 x 39 = 9-39, 25 x 40 = 9-64, 25 x 41 = 9-89, 25 x 42 = 10-10, 25 x 43 = 10-35, 25 x 44 = 10-60, 25 x 45 = 10-85, 25 x 46 = 11-6, 25 x 47 = 11-31, 25 x 48 = 11-56, 25 x 49 = 11-81, 25 x 50 = 12-2, 25 x 51 = 12-27, 25 x 52 = 12-52, 25 x 53 = 12-77, 25 x 54 = 12-102, 25 x 55 = 13-23, 25 x 56 = 13-48, 25 x 57 = 13-73, 25 x 58 = 13-98, 25 x 59 = 14-19, 25 x 60 = 14-44, 25 x 61 = 14-69, 25 x 62 = 14-94, 25 x 63 = 15-15, 25 x 64 = 15-40, 25 x 65 = 15-65, 25 x 66 = 15-90, 25 x 67 = 16-11, 25 x 68 = 16-36, 25 x 69 = 16-61, 25 x 70 = 16-86, 25 x 71 = 17-7, 25 x 72 = 17-32, 25 x 73 = 17-57, 25 x 74 = 17-82, 25 x 75 = 18-3, 25 x 76 = 18-28, 25 x 77 = 18-53, 25 x 78 = 18-78, 25 x 79 = 18-103, 25 x 80 = 19-24, 25 x 81 = 19-49, 25 x 82 = 19-74, 25 x 83 = 19-99, 25 x 84 = 20-20, 25 x 85 = 20-45, 25 x 86 = 20-70, 25 x 87 = 20-95, 25 x 88 = 21-16, 25 x 89 = 21-41, 25 x 90 = 21-66, 25 x 91 = 21-91, 25 x 92 = 22-12, 25 x 93 = 22-37, 25 x 94 = 22-62, 25 x 95 = 22-87, 25 x 96 = 23-8, 25 x 97 = 23-33, 25 x 98 = 23-58, 25 x 99 = 23-83, 25 x 100 = 24-4, 25 x 101 = 24-29, 25 x 102 = 24-54, 25 x 103 = 24-79, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-0, 26 x 5 = 1-26, 26 x 6 = 1-52, 26 x 7 = 1-78, 26 x 8 = 2-0, 26 x 9 = 2-26, 26 x 10 = 2-52, 26 x 11 = 2-78, 26 x 12 = 3-0, 26 x 13 = 3-26, 26 x 14 = 3-52, 26 x 15 = 3-78, 26 x 16 = 4-0, 26 x 17 = 4-26, 26 x 18 = 4-52, 26 x 19 = 4-78, 26 x 20 = 5-0, 26 x 21 = 5-26, 26 x 22 = 5-52, 26 x 23 = 5-78, 26 x 24 = 6-0, 26 x 25 = 6-26, 26 x 26 = 6-52, 26 x 27 = 6-78, 26 x 28 = 7-0, 26 x 29 = 7-26, 26 x 30 = 7-52, 26 x 31 = 7-78, 26 x 32 = 8-0, 26 x 33 = 8-26, 26 x 34 = 8-52, 26 x 35 = 8-78, 26 x 36 = 9-0, 26 x 37 = 9-26, 26 x 38 = 9-52, 26 x 39 = 9-78, 26 x 40 = 10-0, 26 x 41 = 10-26, 26 x 42 = 10-52, 26 x 43 = 10-78, 26 x 44 = 11-0, 26 x 45 = 11-26, 26 x 46 = 11-52, 26 x 47 = 11-78, 26 x 48 = 12-0, 26 x 49 = 12-26, 26 x 50 = 12-52, 26 x 51 = 12-78, 26 x 52 = 13-0, 26 x 53 = 13-26, 26 x 54 = 13-52, 26 x 55 = 13-78, 26 x 56 = 14-0, 26 x 57 = 14-26, 26 x 58 = 14-52, 26 x 59 = 14-78, 26 x 60 = 15-0, 26 x 61 = 15-26, 26 x 62 = 15-52, 26 x 63 = 15-78, 26 x 64 = 16-0, 26 x 65 = 16-26, 26 x 66 = 16-52, 26 x 67 = 16-78, 26 x 68 = 17-0, 26 x 69 = 17-26, 26 x 70 = 17-52, 26 x 71 = 17-78, 26 x 72 = 18-0, 26 x 73 = 18-26, 26 x 74 = 18-52, 26 x 75 = 18-78, 26 x 76 = 19-0, 26 x 77 = 19-26, 26 x 78 = 19-52, 26 x 79 = 19-78, 26 x 80 = 20-0, 26 x 81 = 20-26, 26 x 82 = 20-52, 26 x 83 = 20-78, 26 x 84 = 21-0, 26 x 85 = 21-26, 26 x 86 = 21-52, 26 x 87 = 21-78, 26 x 88 = 22-0, 26 x 89 = 22-26, 26 x 90 = 22-52, 26 x 91 = 22-78, 26 x 92 = 23-0, 26 x 93 = 23-26, 26 x 94 = 23-52, 26 x 95 = 23-78, 26 x 96 = 24-0, 26 x 97 = 24-26, 26 x 98 = 24-52, 26 x 99 = 24-78, 26 x 100 = 25-0, 26 x 101 = 25-26, 26 x 102 = 25-52, 26 x 103 = 25-78, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-4, 27 x 5 = 1-31, 27 x 6 = 1-58, 27 x 7 = 1-85, 27 x 8 = 2-8, 27 x 9 = 2-35, 27 x 10 = 2-62, 27 x 11 = 2-89, 27 x 12 = 3-12, 27 x 13 = 3-39, 27 x 14 = 3-66, 27 x 15 = 3-93, 27 x 16 = 4-16, 27 x 17 = 4-43, 27 x 18 = 4-70, 27 x 19 = 4-97, 27 x 20 = 5-20, 27 x 21 = 5-47, 27 x 22 = 5-74, 27 x 23 = 5-101, 27 x 24 = 6-24, 27 x 25 = 6-51, 27 x 26 = 6-78, 27 x 27 = 7-1, 27 x 28 = 7-28, 27 x 29 = 7-55, 27 x 30 = 7-82, 27 x 31 = 8-5, 27 x 32 = 8-32, 27 x 33 = 8-59, 27 x 34 = 8-86, 27 x 35 = 9-9, 27 x 36 = 9-36, 27 x 37 = 9-63, 27 x 38 = 9-90, 27 x 39 = 10-13, 27 x 40 = 10-40, 27 x 41 = 10-67, 27 x 42 = 10-94, 27 x 43 = 11-17, 27 x 44 = 11-44, 27 x 45 = 11-71, 27 x 46 = 11-98, 27 x 47 = 12-21, 27 x 48 = 12-48, 27 x 49 = 12-75, 27 x 50 = 12-102, 27 x 51 = 13-25, 27 x 52 = 13-52, 27 x 53 = 13-79, 27 x 54 = 14-2, 27 x 55 = 14-29, 27 x 56 = 14-56, 27 x 57 = 14-83, 27 x 58 = 15-6, 27 x 59 = 15-33, 27 x 60 = 15-60, 27 x 61 = 15-87, 27 x 62 = 16-10, 27 x 63 = 16-37, 27 x 64 = 16-64, 27 x 65 = 16-91, 27 x 66 = 17-14, 27 x 67 = 17-41, 27 x 68 = 17-68, 27 x 69 = 17-95, 27 x 70 = 18-18, 27 x 71 = 18-45, 27 x 72 = 18-72, 27 x 73 = 18-99, 27 x 74 = 19-22, 27 x 75 = 19-49, 27 x 76 = 19-76, 27 x 77 = 19-103, 27 x 78 = 20-26, 27 x 79 = 20-53, 27 x 80 = 20-80, 27 x 81 = 21-3, 27 x 82 = 21-30, 27 x 83 = 21-57, 27 x 84 = 21-84, 27 x 85 = 22-7, 27 x 86 = 22-34, 27 x 87 = 22-61, 27 x 88 = 22-88, 27 x 89 = 23-11, 27 x 90 = 23-38, 27 x 91 = 23-65, 27 x 92 = 23-92, 27 x 93 = 24-15, 27 x 94 = 24-42, 27 x 95 = 24-69, 27 x 96 = 24-96, 27 x 97 = 25-19, 27 x 98 = 25-46, 27 x 99 = 25-73, 27 x 100 = 25-100, 27 x 101 = 26-23, 27 x 102 = 26-50, 27 x 103 = 26-77, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-8, 28 x 5 = 1-36, 28 x 6 = 1-64, 28 x 7 = 1-92, 28 x 8 = 2-16, 28 x 9 = 2-44, 28 x 10 = 2-72, 28 x 11 = 2-100, 28 x 12 = 3-24, 28 x 13 = 3-52, 28 x 14 = 3-80, 28 x 15 = 4-4, 28 x 16 = 4-32, 28 x 17 = 4-60, 28 x 18 = 4-88, 28 x 19 = 5-12, 28 x 20 = 5-40, 28 x 21 = 5-68, 28 x 22 = 5-96, 28 x 23 = 6-20, 28 x 24 = 6-48, 28 x 25 = 6-76, 28 x 26 = 7-0, 28 x 27 = 7-28, 28 x 28 = 7-56, 28 x 29 = 7-84, 28 x 30 = 8-8, 28 x 31 = 8-36, 28 x 32 = 8-64, 28 x 33 = 8-92, 28 x 34 = 9-16, 28 x 35 = 9-44, 28 x 36 = 9-72, 28 x 37 = 9-100, 28 x 38 = 10-24, 28 x 39 = 10-52, 28 x 40 = 10-80, 28 x 41 = 11-4, 28 x 42 = 11-32, 28 x 43 = 11-60, 28 x 44 = 11-88, 28 x 45 = 12-12, 28 x 46 = 12-40, 28 x 47 = 12-68, 28 x 48 = 12-96, 28 x 49 = 13-20, 28 x 50 = 13-48, 28 x 51 = 13-76, 28 x 52 = 14-0, 28 x 53 = 14-28, 28 x 54 = 14-56, 28 x 55 = 14-84, 28 x 56 = 15-8, 28 x 57 = 15-36, 28 x 58 = 15-64, 28 x 59 = 15-92, 28 x 60 = 16-16, 28 x 61 = 16-44, 28 x 62 = 16-72, 28 x 63 = 16-100, 28 x 64 = 17-24, 28 x 65 = 17-52, 28 x 66 = 17-80, 28 x 67 = 18-4, 28 x 68 = 18-32, 28 x 69 = 18-60, 28 x 70 = 18-88, 28 x 71 = 19-12, 28 x 72 = 19-40, 28 x 73 = 19-68, 28 x 74 = 19-96, 28 x 75 = 20-20, 28 x 76 = 20-48, 28 x 77 = 20-76, 28 x 78 = 21-0, 28 x 79 = 21-28, 28 x 80 = 21-56, 28 x 81 = 21-84, 28 x 82 = 22-8, 28 x 83 = 22-36, 28 x 84 = 22-64, 28 x 85 = 22-92, 28 x 86 = 23-16, 28 x 87 = 23-44, 28 x 88 = 23-72, 28 x 89 = 23-100, 28 x 90 = 24-24, 28 x 91 = 24-52, 28 x 92 = 24-80, 28 x 93 = 25-4, 28 x 94 = 25-32, 28 x 95 = 25-60, 28 x 96 = 25-88, 28 x 97 = 26-12, 28 x 98 = 26-40, 28 x 99 = 26-68, 28 x 100 = 26-96, 28 x 101 = 27-20, 28 x 102 = 27-48, 28 x 103 = 27-76, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-12, 29 x 5 = 1-41, 29 x 6 = 1-70, 29 x 7 = 1-99, 29 x 8 = 2-24, 29 x 9 = 2-53, 29 x 10 = 2-82, 29 x 11 = 3-7, 29 x 12 = 3-36, 29 x 13 = 3-65, 29 x 14 = 3-94, 29 x 15 = 4-19, 29 x 16 = 4-48, 29 x 17 = 4-77, 29 x 18 = 5-2, 29 x 19 = 5-31, 29 x 20 = 5-60, 29 x 21 = 5-89, 29 x 22 = 6-14, 29 x 23 = 6-43, 29 x 24 = 6-72, 29 x 25 = 6-101, 29 x 26 = 7-26, 29 x 27 = 7-55, 29 x 28 = 7-84, 29 x 29 = 8-9, 29 x 30 = 8-38, 29 x 31 = 8-67, 29 x 32 = 8-96, 29 x 33 = 9-21, 29 x 34 = 9-50, 29 x 35 = 9-79, 29 x 36 = 10-4, 29 x 37 = 10-33, 29 x 38 = 10-62, 29 x 39 = 10-91, 29 x 40 = 11-16, 29 x 41 = 11-45, 29 x 42 = 11-74, 29 x 43 = 11-103, 29 x 44 = 12-28, 29 x 45 = 12-57, 29 x 46 = 12-86, 29 x 47 = 13-11, 29 x 48 = 13-40, 29 x 49 = 13-69, 29 x 50 = 13-98, 29 x 51 = 14-23, 29 x 52 = 14-52, 29 x 53 = 14-81, 29 x 54 = 15-6, 29 x 55 = 15-35, 29 x 56 = 15-64, 29 x 57 = 15-93, 29 x 58 = 16-18, 29 x 59 = 16-47, 29 x 60 = 16-76, 29 x 61 = 17-1, 29 x 62 = 17-30, 29 x 63 = 17-59, 29 x 64 = 17-88, 29 x 65 = 18-13, 29 x 66 = 18-42, 29 x 67 = 18-71, 29 x 68 = 18-100, 29 x 69 = 19-25, 29 x 70 = 19-54, 29 x 71 = 19-83, 29 x 72 = 20-8, 29 x 73 = 20-37, 29 x 74 = 20-66, 29 x 75 = 20-95, 29 x 76 = 21-20, 29 x 77 = 21-49, 29 x 78 = 21-78, 29 x 79 = 22-3, 29 x 80 = 22-32, 29 x 81 = 22-61, 29 x 82 = 22-90, 29 x 83 = 23-15, 29 x 84 = 23-44, 29 x 85 = 23-73, 29 x 86 = 23-102, 29 x 87 = 24-27, 29 x 88 = 24-56, 29 x 89 = 24-85, 29 x 90 = 25-10, 29 x 91 = 25-39, 29 x 92 = 25-68, 29 x 93 = 25-97, 29 x 94 = 26-22, 29 x 95 = 26-51, 29 x 96 = 26-80, 29 x 97 = 27-5, 29 x 98 = 27-34, 29 x 99 = 27-63, 29 x 100 = 27-92, 29 x 101 = 28-17, 29 x 102 = 28-46, 29 x 103 = 28-75, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 0-90, 30 x 4 = 1-16, 30 x 5 = 1-46, 30 x 6 = 1-76, 30 x 7 = 2-2, 30 x 8 = 2-32, 30 x 9 = 2-62, 30 x 10 = 2-92, 30 x 11 = 3-18, 30 x 12 = 3-48, 30 x 13 = 3-78, 30 x 14 = 4-4, 30 x 15 = 4-34, 30 x 16 = 4-64, 30 x 17 = 4-94, 30 x 18 = 5-20, 30 x 19 = 5-50, 30 x 20 = 5-80, 30 x 21 = 6-6, 30 x 22 = 6-36, 30 x 23 = 6-66, 30 x 24 = 6-96, 30 x 25 = 7-22, 30 x 26 = 7-52, 30 x 27 = 7-82, 30 x 28 = 8-8, 30 x 29 = 8-38, 30 x 30 = 8-68, 30 x 31 = 8-98, 30 x 32 = 9-24, 30 x 33 = 9-54, 30 x 34 = 9-84, 30 x 35 = 10-10, 30 x 36 = 10-40, 30 x 37 = 10-70, 30 x 38 = 10-100, 30 x 39 = 11-26, 30 x 40 = 11-56, 30 x 41 = 11-86, 30 x 42 = 12-12, 30 x 43 = 12-42, 30 x 44 = 12-72, 30 x 45 = 12-102, 30 x 46 = 13-28, 30 x 47 = 13-58, 30 x 48 = 13-88, 30 x 49 = 14-14, 30 x 50 = 14-44, 30 x 51 = 14-74, 30 x 52 = 15-0, 30 x 53 = 15-30, 30 x 54 = 15-60, 30 x 55 = 15-90, 30 x 56 = 16-16, 30 x 57 = 16-46, 30 x 58 = 16-76, 30 x 59 = 17-2, 30 x 60 = 17-32, 30 x 61 = 17-62, 30 x 62 = 17-92, 30 x 63 = 18-18, 30 x 64 = 18-48, 30 x 65 = 18-78, 30 x 66 = 19-4, 30 x 67 = 19-34, 30 x 68 = 19-64, 30 x 69 = 19-94, 30 x 70 = 20-20, 30 x 71 = 20-50, 30 x 72 = 20-80, 30 x 73 = 21-6, 30 x 74 = 21-36, 30 x 75 = 21-66, 30 x 76 = 21-96, 30 x 77 = 22-22, 30 x 78 = 22-52, 30 x 79 = 22-82, 30 x 80 = 23-8, 30 x 81 = 23-38, 30 x 82 = 23-68, 30 x 83 = 23-98, 30 x 84 = 24-24, 30 x 85 = 24-54, 30 x 86 = 24-84, 30 x 87 = 25-10, 30 x 88 = 25-40, 30 x 89 = 25-70, 30 x 90 = 25-100, 30 x 91 = 26-26, 30 x 92 = 26-56, 30 x 93 = 26-86, 30 x 94 = 27-12, 30 x 95 = 27-42, 30 x 96 = 27-72, 30 x 97 = 27-102, 30 x 98 = 28-28, 30 x 99 = 28-58, 30 x 100 = 28-88, 30 x 101 = 29-14, 30 x 102 = 29-44, 30 x 103 = 29-74, 
