24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 1-14, 24 x 5 = 1-38, 24 x 6 = 1-62, 24 x 7 = 2-4, 24 x 8 = 2-28, 24 x 9 = 2-52, 24 x 10 = 2-76, 24 x 11 = 3-18, 24 x 12 = 3-42, 24 x 13 = 3-66, 24 x 14 = 4-8, 24 x 15 = 4-32, 24 x 16 = 4-56, 24 x 17 = 4-80, 24 x 18 = 5-22, 24 x 19 = 5-46, 24 x 20 = 5-70, 24 x 21 = 6-12, 24 x 22 = 6-36, 24 x 23 = 6-60, 24 x 24 = 7-2, 24 x 25 = 7-26, 24 x 26 = 7-50, 24 x 27 = 7-74, 24 x 28 = 8-16, 24 x 29 = 8-40, 24 x 30 = 8-64, 24 x 31 = 9-6, 24 x 32 = 9-30, 24 x 33 = 9-54, 24 x 34 = 9-78, 24 x 35 = 10-20, 24 x 36 = 10-44, 24 x 37 = 10-68, 24 x 38 = 11-10, 24 x 39 = 11-34, 24 x 40 = 11-58, 24 x 41 = 12-0, 24 x 42 = 12-24, 24 x 43 = 12-48, 24 x 44 = 12-72, 24 x 45 = 13-14, 24 x 46 = 13-38, 24 x 47 = 13-62, 24 x 48 = 14-4, 24 x 49 = 14-28, 24 x 50 = 14-52, 24 x 51 = 14-76, 24 x 52 = 15-18, 24 x 53 = 15-42, 24 x 54 = 15-66, 24 x 55 = 16-8, 24 x 56 = 16-32, 24 x 57 = 16-56, 24 x 58 = 16-80, 24 x 59 = 17-22, 24 x 60 = 17-46, 24 x 61 = 17-70, 24 x 62 = 18-12, 24 x 63 = 18-36, 24 x 64 = 18-60, 24 x 65 = 19-2, 24 x 66 = 19-26, 24 x 67 = 19-50, 24 x 68 = 19-74, 24 x 69 = 20-16, 24 x 70 = 20-40, 24 x 71 = 20-64, 24 x 72 = 21-6, 24 x 73 = 21-30, 24 x 74 = 21-54, 24 x 75 = 21-78, 24 x 76 = 22-20, 24 x 77 = 22-44, 24 x 78 = 22-68, 24 x 79 = 23-10, 24 x 80 = 23-34, 24 x 81 = 23-58, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-18, 25 x 5 = 1-43, 25 x 6 = 1-68, 25 x 7 = 2-11, 25 x 8 = 2-36, 25 x 9 = 2-61, 25 x 10 = 3-4, 25 x 11 = 3-29, 25 x 12 = 3-54, 25 x 13 = 3-79, 25 x 14 = 4-22, 25 x 15 = 4-47, 25 x 16 = 4-72, 25 x 17 = 5-15, 25 x 18 = 5-40, 25 x 19 = 5-65, 25 x 20 = 6-8, 25 x 21 = 6-33, 25 x 22 = 6-58, 25 x 23 = 7-1, 25 x 24 = 7-26, 25 x 25 = 7-51, 25 x 26 = 7-76, 25 x 27 = 8-19, 25 x 28 = 8-44, 25 x 29 = 8-69, 25 x 30 = 9-12, 25 x 31 = 9-37, 25 x 32 = 9-62, 25 x 33 = 10-5, 25 x 34 = 10-30, 25 x 35 = 10-55, 25 x 36 = 10-80, 25 x 37 = 11-23, 25 x 38 = 11-48, 25 x 39 = 11-73, 25 x 40 = 12-16, 25 x 41 = 12-41, 25 x 42 = 12-66, 25 x 43 = 13-9, 25 x 44 = 13-34, 25 x 45 = 13-59, 25 x 46 = 14-2, 25 x 47 = 14-27, 25 x 48 = 14-52, 25 x 49 = 14-77, 25 x 50 = 15-20, 25 x 51 = 15-45, 25 x 52 = 15-70, 25 x 53 = 16-13, 25 x 54 = 16-38, 25 x 55 = 16-63, 25 x 56 = 17-6, 25 x 57 = 17-31, 25 x 58 = 17-56, 25 x 59 = 17-81, 25 x 60 = 18-24, 25 x 61 = 18-49, 25 x 62 = 18-74, 25 x 63 = 19-17, 25 x 64 = 19-42, 25 x 65 = 19-67, 25 x 66 = 20-10, 25 x 67 = 20-35, 25 x 68 = 20-60, 25 x 69 = 21-3, 25 x 70 = 21-28, 25 x 71 = 21-53, 25 x 72 = 21-78, 25 x 73 = 22-21, 25 x 74 = 22-46, 25 x 75 = 22-71, 25 x 76 = 23-14, 25 x 77 = 23-39, 25 x 78 = 23-64, 25 x 79 = 24-7, 25 x 80 = 24-32, 25 x 81 = 24-57, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-22, 26 x 5 = 1-48, 26 x 6 = 1-74, 26 x 7 = 2-18, 26 x 8 = 2-44, 26 x 9 = 2-70, 26 x 10 = 3-14, 26 x 11 = 3-40, 26 x 12 = 3-66, 26 x 13 = 4-10, 26 x 14 = 4-36, 26 x 15 = 4-62, 26 x 16 = 5-6, 26 x 17 = 5-32, 26 x 18 = 5-58, 26 x 19 = 6-2, 26 x 20 = 6-28, 26 x 21 = 6-54, 26 x 22 = 6-80, 26 x 23 = 7-24, 26 x 24 = 7-50, 26 x 25 = 7-76, 26 x 26 = 8-20, 26 x 27 = 8-46, 26 x 28 = 8-72, 26 x 29 = 9-16, 26 x 30 = 9-42, 26 x 31 = 9-68, 26 x 32 = 10-12, 26 x 33 = 10-38, 26 x 34 = 10-64, 26 x 35 = 11-8, 26 x 36 = 11-34, 26 x 37 = 11-60, 26 x 38 = 12-4, 26 x 39 = 12-30, 26 x 40 = 12-56, 26 x 41 = 13-0, 26 x 42 = 13-26, 26 x 43 = 13-52, 26 x 44 = 13-78, 26 x 45 = 14-22, 26 x 46 = 14-48, 26 x 47 = 14-74, 26 x 48 = 15-18, 26 x 49 = 15-44, 26 x 50 = 15-70, 26 x 51 = 16-14, 26 x 52 = 16-40, 26 x 53 = 16-66, 26 x 54 = 17-10, 26 x 55 = 17-36, 26 x 56 = 17-62, 26 x 57 = 18-6, 26 x 58 = 18-32, 26 x 59 = 18-58, 26 x 60 = 19-2, 26 x 61 = 19-28, 26 x 62 = 19-54, 26 x 63 = 19-80, 26 x 64 = 20-24, 26 x 65 = 20-50, 26 x 66 = 20-76, 26 x 67 = 21-20, 26 x 68 = 21-46, 26 x 69 = 21-72, 26 x 70 = 22-16, 26 x 71 = 22-42, 26 x 72 = 22-68, 26 x 73 = 23-12, 26 x 74 = 23-38, 26 x 75 = 23-64, 26 x 76 = 24-8, 26 x 77 = 24-34, 26 x 78 = 24-60, 26 x 79 = 25-4, 26 x 80 = 25-30, 26 x 81 = 25-56, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-26, 27 x 5 = 1-53, 27 x 6 = 1-80, 27 x 7 = 2-25, 27 x 8 = 2-52, 27 x 9 = 2-79, 27 x 10 = 3-24, 27 x 11 = 3-51, 27 x 12 = 3-78, 27 x 13 = 4-23, 27 x 14 = 4-50, 27 x 15 = 4-77, 27 x 16 = 5-22, 27 x 17 = 5-49, 27 x 18 = 5-76, 27 x 19 = 6-21, 27 x 20 = 6-48, 27 x 21 = 6-75, 27 x 22 = 7-20, 27 x 23 = 7-47, 27 x 24 = 7-74, 27 x 25 = 8-19, 27 x 26 = 8-46, 27 x 27 = 8-73, 27 x 28 = 9-18, 27 x 29 = 9-45, 27 x 30 = 9-72, 27 x 31 = 10-17, 27 x 32 = 10-44, 27 x 33 = 10-71, 27 x 34 = 11-16, 27 x 35 = 11-43, 27 x 36 = 11-70, 27 x 37 = 12-15, 27 x 38 = 12-42, 27 x 39 = 12-69, 27 x 40 = 13-14, 27 x 41 = 13-41, 27 x 42 = 13-68, 27 x 43 = 14-13, 27 x 44 = 14-40, 27 x 45 = 14-67, 27 x 46 = 15-12, 27 x 47 = 15-39, 27 x 48 = 15-66, 27 x 49 = 16-11, 27 x 50 = 16-38, 27 x 51 = 16-65, 27 x 52 = 17-10, 27 x 53 = 17-37, 27 x 54 = 17-64, 27 x 55 = 18-9, 27 x 56 = 18-36, 27 x 57 = 18-63, 27 x 58 = 19-8, 27 x 59 = 19-35, 27 x 60 = 19-62, 27 x 61 = 20-7, 27 x 62 = 20-34, 27 x 63 = 20-61, 27 x 64 = 21-6, 27 x 65 = 21-33, 27 x 66 = 21-60, 27 x 67 = 22-5, 27 x 68 = 22-32, 27 x 69 = 22-59, 27 x 70 = 23-4, 27 x 71 = 23-31, 27 x 72 = 23-58, 27 x 73 = 24-3, 27 x 74 = 24-30, 27 x 75 = 24-57, 27 x 76 = 25-2, 27 x 77 = 25-29, 27 x 78 = 25-56, 27 x 79 = 26-1, 27 x 80 = 26-28, 27 x 81 = 26-55, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 1-2, 28 x 4 = 1-30, 28 x 5 = 1-58, 28 x 6 = 2-4, 28 x 7 = 2-32, 28 x 8 = 2-60, 28 x 9 = 3-6, 28 x 10 = 3-34, 28 x 11 = 3-62, 28 x 12 = 4-8, 28 x 13 = 4-36, 28 x 14 = 4-64, 28 x 15 = 5-10, 28 x 16 = 5-38, 28 x 17 = 5-66, 28 x 18 = 6-12, 28 x 19 = 6-40, 28 x 20 = 6-68, 28 x 21 = 7-14, 28 x 22 = 7-42, 28 x 23 = 7-70, 28 x 24 = 8-16, 28 x 25 = 8-44, 28 x 26 = 8-72, 28 x 27 = 9-18, 28 x 28 = 9-46, 28 x 29 = 9-74, 28 x 30 = 10-20, 28 x 31 = 10-48, 28 x 32 = 10-76, 28 x 33 = 11-22, 28 x 34 = 11-50, 28 x 35 = 11-78, 28 x 36 = 12-24, 28 x 37 = 12-52, 28 x 38 = 12-80, 28 x 39 = 13-26, 28 x 40 = 13-54, 28 x 41 = 14-0, 28 x 42 = 14-28, 28 x 43 = 14-56, 28 x 44 = 15-2, 28 x 45 = 15-30, 28 x 46 = 15-58, 28 x 47 = 16-4, 28 x 48 = 16-32, 28 x 49 = 16-60, 28 x 50 = 17-6, 28 x 51 = 17-34, 28 x 52 = 17-62, 28 x 53 = 18-8, 28 x 54 = 18-36, 28 x 55 = 18-64, 28 x 56 = 19-10, 28 x 57 = 19-38, 28 x 58 = 19-66, 28 x 59 = 20-12, 28 x 60 = 20-40, 28 x 61 = 20-68, 28 x 62 = 21-14, 28 x 63 = 21-42, 28 x 64 = 21-70, 28 x 65 = 22-16, 28 x 66 = 22-44, 28 x 67 = 22-72, 28 x 68 = 23-18, 28 x 69 = 23-46, 28 x 70 = 23-74, 28 x 71 = 24-20, 28 x 72 = 24-48, 28 x 73 = 24-76, 28 x 74 = 25-22, 28 x 75 = 25-50, 28 x 76 = 25-78, 28 x 77 = 26-24, 28 x 78 = 26-52, 28 x 79 = 26-80, 28 x 80 = 27-26, 28 x 81 = 27-54, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 1-5, 29 x 4 = 1-34, 29 x 5 = 1-63, 29 x 6 = 2-10, 29 x 7 = 2-39, 29 x 8 = 2-68, 29 x 9 = 3-15, 29 x 10 = 3-44, 29 x 11 = 3-73, 29 x 12 = 4-20, 29 x 13 = 4-49, 29 x 14 = 4-78, 29 x 15 = 5-25, 29 x 16 = 5-54, 29 x 17 = 6-1, 29 x 18 = 6-30, 29 x 19 = 6-59, 29 x 20 = 7-6, 29 x 21 = 7-35, 29 x 22 = 7-64, 29 x 23 = 8-11, 29 x 24 = 8-40, 29 x 25 = 8-69, 29 x 26 = 9-16, 29 x 27 = 9-45, 29 x 28 = 9-74, 29 x 29 = 10-21, 29 x 30 = 10-50, 29 x 31 = 10-79, 29 x 32 = 11-26, 29 x 33 = 11-55, 29 x 34 = 12-2, 29 x 35 = 12-31, 29 x 36 = 12-60, 29 x 37 = 13-7, 29 x 38 = 13-36, 29 x 39 = 13-65, 29 x 40 = 14-12, 29 x 41 = 14-41, 29 x 42 = 14-70, 29 x 43 = 15-17, 29 x 44 = 15-46, 29 x 45 = 15-75, 29 x 46 = 16-22, 29 x 47 = 16-51, 29 x 48 = 16-80, 29 x 49 = 17-27, 29 x 50 = 17-56, 29 x 51 = 18-3, 29 x 52 = 18-32, 29 x 53 = 18-61, 29 x 54 = 19-8, 29 x 55 = 19-37, 29 x 56 = 19-66, 29 x 57 = 20-13, 29 x 58 = 20-42, 29 x 59 = 20-71, 29 x 60 = 21-18, 29 x 61 = 21-47, 29 x 62 = 21-76, 29 x 63 = 22-23, 29 x 64 = 22-52, 29 x 65 = 22-81, 29 x 66 = 23-28, 29 x 67 = 23-57, 29 x 68 = 24-4, 29 x 69 = 24-33, 29 x 70 = 24-62, 29 x 71 = 25-9, 29 x 72 = 25-38, 29 x 73 = 25-67, 29 x 74 = 26-14, 29 x 75 = 26-43, 29 x 76 = 26-72, 29 x 77 = 27-19, 29 x 78 = 27-48, 29 x 79 = 27-77, 29 x 80 = 28-24, 29 x 81 = 28-53, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 1-8, 30 x 4 = 1-38, 30 x 5 = 1-68, 30 x 6 = 2-16, 30 x 7 = 2-46, 30 x 8 = 2-76, 30 x 9 = 3-24, 30 x 10 = 3-54, 30 x 11 = 4-2, 30 x 12 = 4-32, 30 x 13 = 4-62, 30 x 14 = 5-10, 30 x 15 = 5-40, 30 x 16 = 5-70, 30 x 17 = 6-18, 30 x 18 = 6-48, 30 x 19 = 6-78, 30 x 20 = 7-26, 30 x 21 = 7-56, 30 x 22 = 8-4, 30 x 23 = 8-34, 30 x 24 = 8-64, 30 x 25 = 9-12, 30 x 26 = 9-42, 30 x 27 = 9-72, 30 x 28 = 10-20, 30 x 29 = 10-50, 30 x 30 = 10-80, 30 x 31 = 11-28, 30 x 32 = 11-58, 30 x 33 = 12-6, 30 x 34 = 12-36, 30 x 35 = 12-66, 30 x 36 = 13-14, 30 x 37 = 13-44, 30 x 38 = 13-74, 30 x 39 = 14-22, 30 x 40 = 14-52, 30 x 41 = 15-0, 30 x 42 = 15-30, 30 x 43 = 15-60, 30 x 44 = 16-8, 30 x 45 = 16-38, 30 x 46 = 16-68, 30 x 47 = 17-16, 30 x 48 = 17-46, 30 x 49 = 17-76, 30 x 50 = 18-24, 30 x 51 = 18-54, 30 x 52 = 19-2, 30 x 53 = 19-32, 30 x 54 = 19-62, 30 x 55 = 20-10, 30 x 56 = 20-40, 30 x 57 = 20-70, 30 x 58 = 21-18, 30 x 59 = 21-48, 30 x 60 = 21-78, 30 x 61 = 22-26, 30 x 62 = 22-56, 30 x 63 = 23-4, 30 x 64 = 23-34, 30 x 65 = 23-64, 30 x 66 = 24-12, 30 x 67 = 24-42, 30 x 68 = 24-72, 30 x 69 = 25-20, 30 x 70 = 25-50, 30 x 71 = 25-80, 30 x 72 = 26-28, 30 x 73 = 26-58, 30 x 74 = 27-6, 30 x 75 = 27-36, 30 x 76 = 27-66, 30 x 77 = 28-14, 30 x 78 = 28-44, 30 x 79 = 28-74, 30 x 80 = 29-22, 30 x 81 = 29-52, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 1-11, 31 x 4 = 1-42, 31 x 5 = 1-73, 31 x 6 = 2-22, 31 x 7 = 2-53, 31 x 8 = 3-2, 31 x 9 = 3-33, 31 x 10 = 3-64, 31 x 11 = 4-13, 31 x 12 = 4-44, 31 x 13 = 4-75, 31 x 14 = 5-24, 31 x 15 = 5-55, 31 x 16 = 6-4, 31 x 17 = 6-35, 31 x 18 = 6-66, 31 x 19 = 7-15, 31 x 20 = 7-46, 31 x 21 = 7-77, 31 x 22 = 8-26, 31 x 23 = 8-57, 31 x 24 = 9-6, 31 x 25 = 9-37, 31 x 26 = 9-68, 31 x 27 = 10-17, 31 x 28 = 10-48, 31 x 29 = 10-79, 31 x 30 = 11-28, 31 x 31 = 11-59, 31 x 32 = 12-8, 31 x 33 = 12-39, 31 x 34 = 12-70, 31 x 35 = 13-19, 31 x 36 = 13-50, 31 x 37 = 13-81, 31 x 38 = 14-30, 31 x 39 = 14-61, 31 x 40 = 15-10, 31 x 41 = 15-41, 31 x 42 = 15-72, 31 x 43 = 16-21, 31 x 44 = 16-52, 31 x 45 = 17-1, 31 x 46 = 17-32, 31 x 47 = 17-63, 31 x 48 = 18-12, 31 x 49 = 18-43, 31 x 50 = 18-74, 31 x 51 = 19-23, 31 x 52 = 19-54, 31 x 53 = 20-3, 31 x 54 = 20-34, 31 x 55 = 20-65, 31 x 56 = 21-14, 31 x 57 = 21-45, 31 x 58 = 21-76, 31 x 59 = 22-25, 31 x 60 = 22-56, 31 x 61 = 23-5, 31 x 62 = 23-36, 31 x 63 = 23-67, 31 x 64 = 24-16, 31 x 65 = 24-47, 31 x 66 = 24-78, 31 x 67 = 25-27, 31 x 68 = 25-58, 31 x 69 = 26-7, 31 x 70 = 26-38, 31 x 71 = 26-69, 31 x 72 = 27-18, 31 x 73 = 27-49, 31 x 74 = 27-80, 31 x 75 = 28-29, 31 x 76 = 28-60, 31 x 77 = 29-9, 31 x 78 = 29-40, 31 x 79 = 29-71, 31 x 80 = 30-20, 31 x 81 = 30-51, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-14, 32 x 4 = 1-46, 32 x 5 = 1-78, 32 x 6 = 2-28, 32 x 7 = 2-60, 32 x 8 = 3-10, 32 x 9 = 3-42, 32 x 10 = 3-74, 32 x 11 = 4-24, 32 x 12 = 4-56, 32 x 13 = 5-6, 32 x 14 = 5-38, 32 x 15 = 5-70, 32 x 16 = 6-20, 32 x 17 = 6-52, 32 x 18 = 7-2, 32 x 19 = 7-34, 32 x 20 = 7-66, 32 x 21 = 8-16, 32 x 22 = 8-48, 32 x 23 = 8-80, 32 x 24 = 9-30, 32 x 25 = 9-62, 32 x 26 = 10-12, 32 x 27 = 10-44, 32 x 28 = 10-76, 32 x 29 = 11-26, 32 x 30 = 11-58, 32 x 31 = 12-8, 32 x 32 = 12-40, 32 x 33 = 12-72, 32 x 34 = 13-22, 32 x 35 = 13-54, 32 x 36 = 14-4, 32 x 37 = 14-36, 32 x 38 = 14-68, 32 x 39 = 15-18, 32 x 40 = 15-50, 32 x 41 = 16-0, 32 x 42 = 16-32, 32 x 43 = 16-64, 32 x 44 = 17-14, 32 x 45 = 17-46, 32 x 46 = 17-78, 32 x 47 = 18-28, 32 x 48 = 18-60, 32 x 49 = 19-10, 32 x 50 = 19-42, 32 x 51 = 19-74, 32 x 52 = 20-24, 32 x 53 = 20-56, 32 x 54 = 21-6, 32 x 55 = 21-38, 32 x 56 = 21-70, 32 x 57 = 22-20, 32 x 58 = 22-52, 32 x 59 = 23-2, 32 x 60 = 23-34, 32 x 61 = 23-66, 32 x 62 = 24-16, 32 x 63 = 24-48, 32 x 64 = 24-80, 32 x 65 = 25-30, 32 x 66 = 25-62, 32 x 67 = 26-12, 32 x 68 = 26-44, 32 x 69 = 26-76, 32 x 70 = 27-26, 32 x 71 = 27-58, 32 x 72 = 28-8, 32 x 73 = 28-40, 32 x 74 = 28-72, 32 x 75 = 29-22, 32 x 76 = 29-54, 32 x 77 = 30-4, 32 x 78 = 30-36, 32 x 79 = 30-68, 32 x 80 = 31-18, 32 x 81 = 31-50, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-17, 33 x 4 = 1-50, 33 x 5 = 2-1, 33 x 6 = 2-34, 33 x 7 = 2-67, 33 x 8 = 3-18, 33 x 9 = 3-51, 33 x 10 = 4-2, 33 x 11 = 4-35, 33 x 12 = 4-68, 33 x 13 = 5-19, 33 x 14 = 5-52, 33 x 15 = 6-3, 33 x 16 = 6-36, 33 x 17 = 6-69, 33 x 18 = 7-20, 33 x 19 = 7-53, 33 x 20 = 8-4, 33 x 21 = 8-37, 33 x 22 = 8-70, 33 x 23 = 9-21, 33 x 24 = 9-54, 33 x 25 = 10-5, 33 x 26 = 10-38, 33 x 27 = 10-71, 33 x 28 = 11-22, 33 x 29 = 11-55, 33 x 30 = 12-6, 33 x 31 = 12-39, 33 x 32 = 12-72, 33 x 33 = 13-23, 33 x 34 = 13-56, 33 x 35 = 14-7, 33 x 36 = 14-40, 33 x 37 = 14-73, 33 x 38 = 15-24, 33 x 39 = 15-57, 33 x 40 = 16-8, 33 x 41 = 16-41, 33 x 42 = 16-74, 33 x 43 = 17-25, 33 x 44 = 17-58, 33 x 45 = 18-9, 33 x 46 = 18-42, 33 x 47 = 18-75, 33 x 48 = 19-26, 33 x 49 = 19-59, 33 x 50 = 20-10, 33 x 51 = 20-43, 33 x 52 = 20-76, 33 x 53 = 21-27, 33 x 54 = 21-60, 33 x 55 = 22-11, 33 x 56 = 22-44, 33 x 57 = 22-77, 33 x 58 = 23-28, 33 x 59 = 23-61, 33 x 60 = 24-12, 33 x 61 = 24-45, 33 x 62 = 24-78, 33 x 63 = 25-29, 33 x 64 = 25-62, 33 x 65 = 26-13, 33 x 66 = 26-46, 33 x 67 = 26-79, 33 x 68 = 27-30, 33 x 69 = 27-63, 33 x 70 = 28-14, 33 x 71 = 28-47, 33 x 72 = 28-80, 33 x 73 = 29-31, 33 x 74 = 29-64, 33 x 75 = 30-15, 33 x 76 = 30-48, 33 x 77 = 30-81, 33 x 78 = 31-32, 33 x 79 = 31-65, 33 x 80 = 32-16, 33 x 81 = 32-49, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-20, 34 x 4 = 1-54, 34 x 5 = 2-6, 34 x 6 = 2-40, 34 x 7 = 2-74, 34 x 8 = 3-26, 34 x 9 = 3-60, 34 x 10 = 4-12, 34 x 11 = 4-46, 34 x 12 = 4-80, 34 x 13 = 5-32, 34 x 14 = 5-66, 34 x 15 = 6-18, 34 x 16 = 6-52, 34 x 17 = 7-4, 34 x 18 = 7-38, 34 x 19 = 7-72, 34 x 20 = 8-24, 34 x 21 = 8-58, 34 x 22 = 9-10, 34 x 23 = 9-44, 34 x 24 = 9-78, 34 x 25 = 10-30, 34 x 26 = 10-64, 34 x 27 = 11-16, 34 x 28 = 11-50, 34 x 29 = 12-2, 34 x 30 = 12-36, 34 x 31 = 12-70, 34 x 32 = 13-22, 34 x 33 = 13-56, 34 x 34 = 14-8, 34 x 35 = 14-42, 34 x 36 = 14-76, 34 x 37 = 15-28, 34 x 38 = 15-62, 34 x 39 = 16-14, 34 x 40 = 16-48, 34 x 41 = 17-0, 34 x 42 = 17-34, 34 x 43 = 17-68, 34 x 44 = 18-20, 34 x 45 = 18-54, 34 x 46 = 19-6, 34 x 47 = 19-40, 34 x 48 = 19-74, 34 x 49 = 20-26, 34 x 50 = 20-60, 34 x 51 = 21-12, 34 x 52 = 21-46, 34 x 53 = 21-80, 34 x 54 = 22-32, 34 x 55 = 22-66, 34 x 56 = 23-18, 34 x 57 = 23-52, 34 x 58 = 24-4, 34 x 59 = 24-38, 34 x 60 = 24-72, 34 x 61 = 25-24, 34 x 62 = 25-58, 34 x 63 = 26-10, 34 x 64 = 26-44, 34 x 65 = 26-78, 34 x 66 = 27-30, 34 x 67 = 27-64, 34 x 68 = 28-16, 34 x 69 = 28-50, 34 x 70 = 29-2, 34 x 71 = 29-36, 34 x 72 = 29-70, 34 x 73 = 30-22, 34 x 74 = 30-56, 34 x 75 = 31-8, 34 x 76 = 31-42, 34 x 77 = 31-76, 34 x 78 = 32-28, 34 x 79 = 32-62, 34 x 80 = 33-14, 34 x 81 = 33-48, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-23, 35 x 4 = 1-58, 35 x 5 = 2-11, 35 x 6 = 2-46, 35 x 7 = 2-81, 35 x 8 = 3-34, 35 x 9 = 3-69, 35 x 10 = 4-22, 35 x 11 = 4-57, 35 x 12 = 5-10, 35 x 13 = 5-45, 35 x 14 = 5-80, 35 x 15 = 6-33, 35 x 16 = 6-68, 35 x 17 = 7-21, 35 x 18 = 7-56, 35 x 19 = 8-9, 35 x 20 = 8-44, 35 x 21 = 8-79, 35 x 22 = 9-32, 35 x 23 = 9-67, 35 x 24 = 10-20, 35 x 25 = 10-55, 35 x 26 = 11-8, 35 x 27 = 11-43, 35 x 28 = 11-78, 35 x 29 = 12-31, 35 x 30 = 12-66, 35 x 31 = 13-19, 35 x 32 = 13-54, 35 x 33 = 14-7, 35 x 34 = 14-42, 35 x 35 = 14-77, 35 x 36 = 15-30, 35 x 37 = 15-65, 35 x 38 = 16-18, 35 x 39 = 16-53, 35 x 40 = 17-6, 35 x 41 = 17-41, 35 x 42 = 17-76, 35 x 43 = 18-29, 35 x 44 = 18-64, 35 x 45 = 19-17, 35 x 46 = 19-52, 35 x 47 = 20-5, 35 x 48 = 20-40, 35 x 49 = 20-75, 35 x 50 = 21-28, 35 x 51 = 21-63, 35 x 52 = 22-16, 35 x 53 = 22-51, 35 x 54 = 23-4, 35 x 55 = 23-39, 35 x 56 = 23-74, 35 x 57 = 24-27, 35 x 58 = 24-62, 35 x 59 = 25-15, 35 x 60 = 25-50, 35 x 61 = 26-3, 35 x 62 = 26-38, 35 x 63 = 26-73, 35 x 64 = 27-26, 35 x 65 = 27-61, 35 x 66 = 28-14, 35 x 67 = 28-49, 35 x 68 = 29-2, 35 x 69 = 29-37, 35 x 70 = 29-72, 35 x 71 = 30-25, 35 x 72 = 30-60, 35 x 73 = 31-13, 35 x 74 = 31-48, 35 x 75 = 32-1, 35 x 76 = 32-36, 35 x 77 = 32-71, 35 x 78 = 33-24, 35 x 79 = 33-59, 35 x 80 = 34-12, 35 x 81 = 34-47, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-26, 36 x 4 = 1-62, 36 x 5 = 2-16, 36 x 6 = 2-52, 36 x 7 = 3-6, 36 x 8 = 3-42, 36 x 9 = 3-78, 36 x 10 = 4-32, 36 x 11 = 4-68, 36 x 12 = 5-22, 36 x 13 = 5-58, 36 x 14 = 6-12, 36 x 15 = 6-48, 36 x 16 = 7-2, 36 x 17 = 7-38, 36 x 18 = 7-74, 36 x 19 = 8-28, 36 x 20 = 8-64, 36 x 21 = 9-18, 36 x 22 = 9-54, 36 x 23 = 10-8, 36 x 24 = 10-44, 36 x 25 = 10-80, 36 x 26 = 11-34, 36 x 27 = 11-70, 36 x 28 = 12-24, 36 x 29 = 12-60, 36 x 30 = 13-14, 36 x 31 = 13-50, 36 x 32 = 14-4, 36 x 33 = 14-40, 36 x 34 = 14-76, 36 x 35 = 15-30, 36 x 36 = 15-66, 36 x 37 = 16-20, 36 x 38 = 16-56, 36 x 39 = 17-10, 36 x 40 = 17-46, 36 x 41 = 18-0, 36 x 42 = 18-36, 36 x 43 = 18-72, 36 x 44 = 19-26, 36 x 45 = 19-62, 36 x 46 = 20-16, 36 x 47 = 20-52, 36 x 48 = 21-6, 36 x 49 = 21-42, 36 x 50 = 21-78, 36 x 51 = 22-32, 36 x 52 = 22-68, 36 x 53 = 23-22, 36 x 54 = 23-58, 36 x 55 = 24-12, 36 x 56 = 24-48, 36 x 57 = 25-2, 36 x 58 = 25-38, 36 x 59 = 25-74, 36 x 60 = 26-28, 36 x 61 = 26-64, 36 x 62 = 27-18, 36 x 63 = 27-54, 36 x 64 = 28-8, 36 x 65 = 28-44, 36 x 66 = 28-80, 36 x 67 = 29-34, 36 x 68 = 29-70, 36 x 69 = 30-24, 36 x 70 = 30-60, 36 x 71 = 31-14, 36 x 72 = 31-50, 36 x 73 = 32-4, 36 x 74 = 32-40, 36 x 75 = 32-76, 36 x 76 = 33-30, 36 x 77 = 33-66, 36 x 78 = 34-20, 36 x 79 = 34-56, 36 x 80 = 35-10, 36 x 81 = 35-46, 
