11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 1-6, 11 x 9 = 1-17, 11 x 10 = 1-28, 11 x 11 = 1-39, 11 x 12 = 1-50, 11 x 13 = 1-61, 11 x 14 = 1-72, 11 x 15 = 2-1, 11 x 16 = 2-12, 11 x 17 = 2-23, 11 x 18 = 2-34, 11 x 19 = 2-45, 11 x 20 = 2-56, 11 x 21 = 2-67, 11 x 22 = 2-78, 11 x 23 = 3-7, 11 x 24 = 3-18, 11 x 25 = 3-29, 11 x 26 = 3-40, 11 x 27 = 3-51, 11 x 28 = 3-62, 11 x 29 = 3-73, 11 x 30 = 4-2, 11 x 31 = 4-13, 11 x 32 = 4-24, 11 x 33 = 4-35, 11 x 34 = 4-46, 11 x 35 = 4-57, 11 x 36 = 4-68, 11 x 37 = 4-79, 11 x 38 = 5-8, 11 x 39 = 5-19, 11 x 40 = 5-30, 11 x 41 = 5-41, 11 x 42 = 5-52, 11 x 43 = 5-63, 11 x 44 = 5-74, 11 x 45 = 6-3, 11 x 46 = 6-14, 11 x 47 = 6-25, 11 x 48 = 6-36, 11 x 49 = 6-47, 11 x 50 = 6-58, 11 x 51 = 6-69, 11 x 52 = 6-80, 11 x 53 = 7-9, 11 x 54 = 7-20, 11 x 55 = 7-31, 11 x 56 = 7-42, 11 x 57 = 7-53, 11 x 58 = 7-64, 11 x 59 = 7-75, 11 x 60 = 8-4, 11 x 61 = 8-15, 11 x 62 = 8-26, 11 x 63 = 8-37, 11 x 64 = 8-48, 11 x 65 = 8-59, 11 x 66 = 8-70, 11 x 67 = 8-81, 11 x 68 = 9-10, 11 x 69 = 9-21, 11 x 70 = 9-32, 11 x 71 = 9-43, 11 x 72 = 9-54, 11 x 73 = 9-65, 11 x 74 = 9-76, 11 x 75 = 10-5, 11 x 76 = 10-16, 11 x 77 = 10-27, 11 x 78 = 10-38, 11 x 79 = 10-49, 11 x 80 = 10-60, 11 x 81 = 10-71, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 1-2, 12 x 8 = 1-14, 12 x 9 = 1-26, 12 x 10 = 1-38, 12 x 11 = 1-50, 12 x 12 = 1-62, 12 x 13 = 1-74, 12 x 14 = 2-4, 12 x 15 = 2-16, 12 x 16 = 2-28, 12 x 17 = 2-40, 12 x 18 = 2-52, 12 x 19 = 2-64, 12 x 20 = 2-76, 12 x 21 = 3-6, 12 x 22 = 3-18, 12 x 23 = 3-30, 12 x 24 = 3-42, 12 x 25 = 3-54, 12 x 26 = 3-66, 12 x 27 = 3-78, 12 x 28 = 4-8, 12 x 29 = 4-20, 12 x 30 = 4-32, 12 x 31 = 4-44, 12 x 32 = 4-56, 12 x 33 = 4-68, 12 x 34 = 4-80, 12 x 35 = 5-10, 12 x 36 = 5-22, 12 x 37 = 5-34, 12 x 38 = 5-46, 12 x 39 = 5-58, 12 x 40 = 5-70, 12 x 41 = 6-0, 12 x 42 = 6-12, 12 x 43 = 6-24, 12 x 44 = 6-36, 12 x 45 = 6-48, 12 x 46 = 6-60, 12 x 47 = 6-72, 12 x 48 = 7-2, 12 x 49 = 7-14, 12 x 50 = 7-26, 12 x 51 = 7-38, 12 x 52 = 7-50, 12 x 53 = 7-62, 12 x 54 = 7-74, 12 x 55 = 8-4, 12 x 56 = 8-16, 12 x 57 = 8-28, 12 x 58 = 8-40, 12 x 59 = 8-52, 12 x 60 = 8-64, 12 x 61 = 8-76, 12 x 62 = 9-6, 12 x 63 = 9-18, 12 x 64 = 9-30, 12 x 65 = 9-42, 12 x 66 = 9-54, 12 x 67 = 9-66, 12 x 68 = 9-78, 12 x 69 = 10-8, 12 x 70 = 10-20, 12 x 71 = 10-32, 12 x 72 = 10-44, 12 x 73 = 10-56, 12 x 74 = 10-68, 12 x 75 = 10-80, 12 x 76 = 11-10, 12 x 77 = 11-22, 12 x 78 = 11-34, 12 x 79 = 11-46, 12 x 80 = 11-58, 12 x 81 = 11-70, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 1-9, 13 x 8 = 1-22, 13 x 9 = 1-35, 13 x 10 = 1-48, 13 x 11 = 1-61, 13 x 12 = 1-74, 13 x 13 = 2-5, 13 x 14 = 2-18, 13 x 15 = 2-31, 13 x 16 = 2-44, 13 x 17 = 2-57, 13 x 18 = 2-70, 13 x 19 = 3-1, 13 x 20 = 3-14, 13 x 21 = 3-27, 13 x 22 = 3-40, 13 x 23 = 3-53, 13 x 24 = 3-66, 13 x 25 = 3-79, 13 x 26 = 4-10, 13 x 27 = 4-23, 13 x 28 = 4-36, 13 x 29 = 4-49, 13 x 30 = 4-62, 13 x 31 = 4-75, 13 x 32 = 5-6, 13 x 33 = 5-19, 13 x 34 = 5-32, 13 x 35 = 5-45, 13 x 36 = 5-58, 13 x 37 = 5-71, 13 x 38 = 6-2, 13 x 39 = 6-15, 13 x 40 = 6-28, 13 x 41 = 6-41, 13 x 42 = 6-54, 13 x 43 = 6-67, 13 x 44 = 6-80, 13 x 45 = 7-11, 13 x 46 = 7-24, 13 x 47 = 7-37, 13 x 48 = 7-50, 13 x 49 = 7-63, 13 x 50 = 7-76, 13 x 51 = 8-7, 13 x 52 = 8-20, 13 x 53 = 8-33, 13 x 54 = 8-46, 13 x 55 = 8-59, 13 x 56 = 8-72, 13 x 57 = 9-3, 13 x 58 = 9-16, 13 x 59 = 9-29, 13 x 60 = 9-42, 13 x 61 = 9-55, 13 x 62 = 9-68, 13 x 63 = 9-81, 13 x 64 = 10-12, 13 x 65 = 10-25, 13 x 66 = 10-38, 13 x 67 = 10-51, 13 x 68 = 10-64, 13 x 69 = 10-77, 13 x 70 = 11-8, 13 x 71 = 11-21, 13 x 72 = 11-34, 13 x 73 = 11-47, 13 x 74 = 11-60, 13 x 75 = 11-73, 13 x 76 = 12-4, 13 x 77 = 12-17, 13 x 78 = 12-30, 13 x 79 = 12-43, 13 x 80 = 12-56, 13 x 81 = 12-69, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 1-2, 14 x 7 = 1-16, 14 x 8 = 1-30, 14 x 9 = 1-44, 14 x 10 = 1-58, 14 x 11 = 1-72, 14 x 12 = 2-4, 14 x 13 = 2-18, 14 x 14 = 2-32, 14 x 15 = 2-46, 14 x 16 = 2-60, 14 x 17 = 2-74, 14 x 18 = 3-6, 14 x 19 = 3-20, 14 x 20 = 3-34, 14 x 21 = 3-48, 14 x 22 = 3-62, 14 x 23 = 3-76, 14 x 24 = 4-8, 14 x 25 = 4-22, 14 x 26 = 4-36, 14 x 27 = 4-50, 14 x 28 = 4-64, 14 x 29 = 4-78, 14 x 30 = 5-10, 14 x 31 = 5-24, 14 x 32 = 5-38, 14 x 33 = 5-52, 14 x 34 = 5-66, 14 x 35 = 5-80, 14 x 36 = 6-12, 14 x 37 = 6-26, 14 x 38 = 6-40, 14 x 39 = 6-54, 14 x 40 = 6-68, 14 x 41 = 7-0, 14 x 42 = 7-14, 14 x 43 = 7-28, 14 x 44 = 7-42, 14 x 45 = 7-56, 14 x 46 = 7-70, 14 x 47 = 8-2, 14 x 48 = 8-16, 14 x 49 = 8-30, 14 x 50 = 8-44, 14 x 51 = 8-58, 14 x 52 = 8-72, 14 x 53 = 9-4, 14 x 54 = 9-18, 14 x 55 = 9-32, 14 x 56 = 9-46, 14 x 57 = 9-60, 14 x 58 = 9-74, 14 x 59 = 10-6, 14 x 60 = 10-20, 14 x 61 = 10-34, 14 x 62 = 10-48, 14 x 63 = 10-62, 14 x 64 = 10-76, 14 x 65 = 11-8, 14 x 66 = 11-22, 14 x 67 = 11-36, 14 x 68 = 11-50, 14 x 69 = 11-64, 14 x 70 = 11-78, 14 x 71 = 12-10, 14 x 72 = 12-24, 14 x 73 = 12-38, 14 x 74 = 12-52, 14 x 75 = 12-66, 14 x 76 = 12-80, 14 x 77 = 13-12, 14 x 78 = 13-26, 14 x 79 = 13-40, 14 x 80 = 13-54, 14 x 81 = 13-68, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 1-8, 15 x 7 = 1-23, 15 x 8 = 1-38, 15 x 9 = 1-53, 15 x 10 = 1-68, 15 x 11 = 2-1, 15 x 12 = 2-16, 15 x 13 = 2-31, 15 x 14 = 2-46, 15 x 15 = 2-61, 15 x 16 = 2-76, 15 x 17 = 3-9, 15 x 18 = 3-24, 15 x 19 = 3-39, 15 x 20 = 3-54, 15 x 21 = 3-69, 15 x 22 = 4-2, 15 x 23 = 4-17, 15 x 24 = 4-32, 15 x 25 = 4-47, 15 x 26 = 4-62, 15 x 27 = 4-77, 15 x 28 = 5-10, 15 x 29 = 5-25, 15 x 30 = 5-40, 15 x 31 = 5-55, 15 x 32 = 5-70, 15 x 33 = 6-3, 15 x 34 = 6-18, 15 x 35 = 6-33, 15 x 36 = 6-48, 15 x 37 = 6-63, 15 x 38 = 6-78, 15 x 39 = 7-11, 15 x 40 = 7-26, 15 x 41 = 7-41, 15 x 42 = 7-56, 15 x 43 = 7-71, 15 x 44 = 8-4, 15 x 45 = 8-19, 15 x 46 = 8-34, 15 x 47 = 8-49, 15 x 48 = 8-64, 15 x 49 = 8-79, 15 x 50 = 9-12, 15 x 51 = 9-27, 15 x 52 = 9-42, 15 x 53 = 9-57, 15 x 54 = 9-72, 15 x 55 = 10-5, 15 x 56 = 10-20, 15 x 57 = 10-35, 15 x 58 = 10-50, 15 x 59 = 10-65, 15 x 60 = 10-80, 15 x 61 = 11-13, 15 x 62 = 11-28, 15 x 63 = 11-43, 15 x 64 = 11-58, 15 x 65 = 11-73, 15 x 66 = 12-6, 15 x 67 = 12-21, 15 x 68 = 12-36, 15 x 69 = 12-51, 15 x 70 = 12-66, 15 x 71 = 12-81, 15 x 72 = 13-14, 15 x 73 = 13-29, 15 x 74 = 13-44, 15 x 75 = 13-59, 15 x 76 = 13-74, 15 x 77 = 14-7, 15 x 78 = 14-22, 15 x 79 = 14-37, 15 x 80 = 14-52, 15 x 81 = 14-67, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 1-14, 16 x 7 = 1-30, 16 x 8 = 1-46, 16 x 9 = 1-62, 16 x 10 = 1-78, 16 x 11 = 2-12, 16 x 12 = 2-28, 16 x 13 = 2-44, 16 x 14 = 2-60, 16 x 15 = 2-76, 16 x 16 = 3-10, 16 x 17 = 3-26, 16 x 18 = 3-42, 16 x 19 = 3-58, 16 x 20 = 3-74, 16 x 21 = 4-8, 16 x 22 = 4-24, 16 x 23 = 4-40, 16 x 24 = 4-56, 16 x 25 = 4-72, 16 x 26 = 5-6, 16 x 27 = 5-22, 16 x 28 = 5-38, 16 x 29 = 5-54, 16 x 30 = 5-70, 16 x 31 = 6-4, 16 x 32 = 6-20, 16 x 33 = 6-36, 16 x 34 = 6-52, 16 x 35 = 6-68, 16 x 36 = 7-2, 16 x 37 = 7-18, 16 x 38 = 7-34, 16 x 39 = 7-50, 16 x 40 = 7-66, 16 x 41 = 8-0, 16 x 42 = 8-16, 16 x 43 = 8-32, 16 x 44 = 8-48, 16 x 45 = 8-64, 16 x 46 = 8-80, 16 x 47 = 9-14, 16 x 48 = 9-30, 16 x 49 = 9-46, 16 x 50 = 9-62, 16 x 51 = 9-78, 16 x 52 = 10-12, 16 x 53 = 10-28, 16 x 54 = 10-44, 16 x 55 = 10-60, 16 x 56 = 10-76, 16 x 57 = 11-10, 16 x 58 = 11-26, 16 x 59 = 11-42, 16 x 60 = 11-58, 16 x 61 = 11-74, 16 x 62 = 12-8, 16 x 63 = 12-24, 16 x 64 = 12-40, 16 x 65 = 12-56, 16 x 66 = 12-72, 16 x 67 = 13-6, 16 x 68 = 13-22, 16 x 69 = 13-38, 16 x 70 = 13-54, 16 x 71 = 13-70, 16 x 72 = 14-4, 16 x 73 = 14-20, 16 x 74 = 14-36, 16 x 75 = 14-52, 16 x 76 = 14-68, 16 x 77 = 15-2, 16 x 78 = 15-18, 16 x 79 = 15-34, 16 x 80 = 15-50, 16 x 81 = 15-66, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 1-3, 17 x 6 = 1-20, 17 x 7 = 1-37, 17 x 8 = 1-54, 17 x 9 = 1-71, 17 x 10 = 2-6, 17 x 11 = 2-23, 17 x 12 = 2-40, 17 x 13 = 2-57, 17 x 14 = 2-74, 17 x 15 = 3-9, 17 x 16 = 3-26, 17 x 17 = 3-43, 17 x 18 = 3-60, 17 x 19 = 3-77, 17 x 20 = 4-12, 17 x 21 = 4-29, 17 x 22 = 4-46, 17 x 23 = 4-63, 17 x 24 = 4-80, 17 x 25 = 5-15, 17 x 26 = 5-32, 17 x 27 = 5-49, 17 x 28 = 5-66, 17 x 29 = 6-1, 17 x 30 = 6-18, 17 x 31 = 6-35, 17 x 32 = 6-52, 17 x 33 = 6-69, 17 x 34 = 7-4, 17 x 35 = 7-21, 17 x 36 = 7-38, 17 x 37 = 7-55, 17 x 38 = 7-72, 17 x 39 = 8-7, 17 x 40 = 8-24, 17 x 41 = 8-41, 17 x 42 = 8-58, 17 x 43 = 8-75, 17 x 44 = 9-10, 17 x 45 = 9-27, 17 x 46 = 9-44, 17 x 47 = 9-61, 17 x 48 = 9-78, 17 x 49 = 10-13, 17 x 50 = 10-30, 17 x 51 = 10-47, 17 x 52 = 10-64, 17 x 53 = 10-81, 17 x 54 = 11-16, 17 x 55 = 11-33, 17 x 56 = 11-50, 17 x 57 = 11-67, 17 x 58 = 12-2, 17 x 59 = 12-19, 17 x 60 = 12-36, 17 x 61 = 12-53, 17 x 62 = 12-70, 17 x 63 = 13-5, 17 x 64 = 13-22, 17 x 65 = 13-39, 17 x 66 = 13-56, 17 x 67 = 13-73, 17 x 68 = 14-8, 17 x 69 = 14-25, 17 x 70 = 14-42, 17 x 71 = 14-59, 17 x 72 = 14-76, 17 x 73 = 15-11, 17 x 74 = 15-28, 17 x 75 = 15-45, 17 x 76 = 15-62, 17 x 77 = 15-79, 17 x 78 = 16-14, 17 x 79 = 16-31, 17 x 80 = 16-48, 17 x 81 = 16-65, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 1-8, 18 x 6 = 1-26, 18 x 7 = 1-44, 18 x 8 = 1-62, 18 x 9 = 1-80, 18 x 10 = 2-16, 18 x 11 = 2-34, 18 x 12 = 2-52, 18 x 13 = 2-70, 18 x 14 = 3-6, 18 x 15 = 3-24, 18 x 16 = 3-42, 18 x 17 = 3-60, 18 x 18 = 3-78, 18 x 19 = 4-14, 18 x 20 = 4-32, 18 x 21 = 4-50, 18 x 22 = 4-68, 18 x 23 = 5-4, 18 x 24 = 5-22, 18 x 25 = 5-40, 18 x 26 = 5-58, 18 x 27 = 5-76, 18 x 28 = 6-12, 18 x 29 = 6-30, 18 x 30 = 6-48, 18 x 31 = 6-66, 18 x 32 = 7-2, 18 x 33 = 7-20, 18 x 34 = 7-38, 18 x 35 = 7-56, 18 x 36 = 7-74, 18 x 37 = 8-10, 18 x 38 = 8-28, 18 x 39 = 8-46, 18 x 40 = 8-64, 18 x 41 = 9-0, 18 x 42 = 9-18, 18 x 43 = 9-36, 18 x 44 = 9-54, 18 x 45 = 9-72, 18 x 46 = 10-8, 18 x 47 = 10-26, 18 x 48 = 10-44, 18 x 49 = 10-62, 18 x 50 = 10-80, 18 x 51 = 11-16, 18 x 52 = 11-34, 18 x 53 = 11-52, 18 x 54 = 11-70, 18 x 55 = 12-6, 18 x 56 = 12-24, 18 x 57 = 12-42, 18 x 58 = 12-60, 18 x 59 = 12-78, 18 x 60 = 13-14, 18 x 61 = 13-32, 18 x 62 = 13-50, 18 x 63 = 13-68, 18 x 64 = 14-4, 18 x 65 = 14-22, 18 x 66 = 14-40, 18 x 67 = 14-58, 18 x 68 = 14-76, 18 x 69 = 15-12, 18 x 70 = 15-30, 18 x 71 = 15-48, 18 x 72 = 15-66, 18 x 73 = 16-2, 18 x 74 = 16-20, 18 x 75 = 16-38, 18 x 76 = 16-56, 18 x 77 = 16-74, 18 x 78 = 17-10, 18 x 79 = 17-28, 18 x 80 = 17-46, 18 x 81 = 17-64, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 1-13, 19 x 6 = 1-32, 19 x 7 = 1-51, 19 x 8 = 1-70, 19 x 9 = 2-7, 19 x 10 = 2-26, 19 x 11 = 2-45, 19 x 12 = 2-64, 19 x 13 = 3-1, 19 x 14 = 3-20, 19 x 15 = 3-39, 19 x 16 = 3-58, 19 x 17 = 3-77, 19 x 18 = 4-14, 19 x 19 = 4-33, 19 x 20 = 4-52, 19 x 21 = 4-71, 19 x 22 = 5-8, 19 x 23 = 5-27, 19 x 24 = 5-46, 19 x 25 = 5-65, 19 x 26 = 6-2, 19 x 27 = 6-21, 19 x 28 = 6-40, 19 x 29 = 6-59, 19 x 30 = 6-78, 19 x 31 = 7-15, 19 x 32 = 7-34, 19 x 33 = 7-53, 19 x 34 = 7-72, 19 x 35 = 8-9, 19 x 36 = 8-28, 19 x 37 = 8-47, 19 x 38 = 8-66, 19 x 39 = 9-3, 19 x 40 = 9-22, 19 x 41 = 9-41, 19 x 42 = 9-60, 19 x 43 = 9-79, 19 x 44 = 10-16, 19 x 45 = 10-35, 19 x 46 = 10-54, 19 x 47 = 10-73, 19 x 48 = 11-10, 19 x 49 = 11-29, 19 x 50 = 11-48, 19 x 51 = 11-67, 19 x 52 = 12-4, 19 x 53 = 12-23, 19 x 54 = 12-42, 19 x 55 = 12-61, 19 x 56 = 12-80, 19 x 57 = 13-17, 19 x 58 = 13-36, 19 x 59 = 13-55, 19 x 60 = 13-74, 19 x 61 = 14-11, 19 x 62 = 14-30, 19 x 63 = 14-49, 19 x 64 = 14-68, 19 x 65 = 15-5, 19 x 66 = 15-24, 19 x 67 = 15-43, 19 x 68 = 15-62, 19 x 69 = 15-81, 19 x 70 = 16-18, 19 x 71 = 16-37, 19 x 72 = 16-56, 19 x 73 = 16-75, 19 x 74 = 17-12, 19 x 75 = 17-31, 19 x 76 = 17-50, 19 x 77 = 17-69, 19 x 78 = 18-6, 19 x 79 = 18-25, 19 x 80 = 18-44, 19 x 81 = 18-63, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 1-18, 20 x 6 = 1-38, 20 x 7 = 1-58, 20 x 8 = 1-78, 20 x 9 = 2-16, 20 x 10 = 2-36, 20 x 11 = 2-56, 20 x 12 = 2-76, 20 x 13 = 3-14, 20 x 14 = 3-34, 20 x 15 = 3-54, 20 x 16 = 3-74, 20 x 17 = 4-12, 20 x 18 = 4-32, 20 x 19 = 4-52, 20 x 20 = 4-72, 20 x 21 = 5-10, 20 x 22 = 5-30, 20 x 23 = 5-50, 20 x 24 = 5-70, 20 x 25 = 6-8, 20 x 26 = 6-28, 20 x 27 = 6-48, 20 x 28 = 6-68, 20 x 29 = 7-6, 20 x 30 = 7-26, 20 x 31 = 7-46, 20 x 32 = 7-66, 20 x 33 = 8-4, 20 x 34 = 8-24, 20 x 35 = 8-44, 20 x 36 = 8-64, 20 x 37 = 9-2, 20 x 38 = 9-22, 20 x 39 = 9-42, 20 x 40 = 9-62, 20 x 41 = 10-0, 20 x 42 = 10-20, 20 x 43 = 10-40, 20 x 44 = 10-60, 20 x 45 = 10-80, 20 x 46 = 11-18, 20 x 47 = 11-38, 20 x 48 = 11-58, 20 x 49 = 11-78, 20 x 50 = 12-16, 20 x 51 = 12-36, 20 x 52 = 12-56, 20 x 53 = 12-76, 20 x 54 = 13-14, 20 x 55 = 13-34, 20 x 56 = 13-54, 20 x 57 = 13-74, 20 x 58 = 14-12, 20 x 59 = 14-32, 20 x 60 = 14-52, 20 x 61 = 14-72, 20 x 62 = 15-10, 20 x 63 = 15-30, 20 x 64 = 15-50, 20 x 65 = 15-70, 20 x 66 = 16-8, 20 x 67 = 16-28, 20 x 68 = 16-48, 20 x 69 = 16-68, 20 x 70 = 17-6, 20 x 71 = 17-26, 20 x 72 = 17-46, 20 x 73 = 17-66, 20 x 74 = 18-4, 20 x 75 = 18-24, 20 x 76 = 18-44, 20 x 77 = 18-64, 20 x 78 = 19-2, 20 x 79 = 19-22, 20 x 80 = 19-42, 20 x 81 = 19-62, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 1-2, 21 x 5 = 1-23, 21 x 6 = 1-44, 21 x 7 = 1-65, 21 x 8 = 2-4, 21 x 9 = 2-25, 21 x 10 = 2-46, 21 x 11 = 2-67, 21 x 12 = 3-6, 21 x 13 = 3-27, 21 x 14 = 3-48, 21 x 15 = 3-69, 21 x 16 = 4-8, 21 x 17 = 4-29, 21 x 18 = 4-50, 21 x 19 = 4-71, 21 x 20 = 5-10, 21 x 21 = 5-31, 21 x 22 = 5-52, 21 x 23 = 5-73, 21 x 24 = 6-12, 21 x 25 = 6-33, 21 x 26 = 6-54, 21 x 27 = 6-75, 21 x 28 = 7-14, 21 x 29 = 7-35, 21 x 30 = 7-56, 21 x 31 = 7-77, 21 x 32 = 8-16, 21 x 33 = 8-37, 21 x 34 = 8-58, 21 x 35 = 8-79, 21 x 36 = 9-18, 21 x 37 = 9-39, 21 x 38 = 9-60, 21 x 39 = 9-81, 21 x 40 = 10-20, 21 x 41 = 10-41, 21 x 42 = 10-62, 21 x 43 = 11-1, 21 x 44 = 11-22, 21 x 45 = 11-43, 21 x 46 = 11-64, 21 x 47 = 12-3, 21 x 48 = 12-24, 21 x 49 = 12-45, 21 x 50 = 12-66, 21 x 51 = 13-5, 21 x 52 = 13-26, 21 x 53 = 13-47, 21 x 54 = 13-68, 21 x 55 = 14-7, 21 x 56 = 14-28, 21 x 57 = 14-49, 21 x 58 = 14-70, 21 x 59 = 15-9, 21 x 60 = 15-30, 21 x 61 = 15-51, 21 x 62 = 15-72, 21 x 63 = 16-11, 21 x 64 = 16-32, 21 x 65 = 16-53, 21 x 66 = 16-74, 21 x 67 = 17-13, 21 x 68 = 17-34, 21 x 69 = 17-55, 21 x 70 = 17-76, 21 x 71 = 18-15, 21 x 72 = 18-36, 21 x 73 = 18-57, 21 x 74 = 18-78, 21 x 75 = 19-17, 21 x 76 = 19-38, 21 x 77 = 19-59, 21 x 78 = 19-80, 21 x 79 = 20-19, 21 x 80 = 20-40, 21 x 81 = 20-61, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 1-6, 22 x 5 = 1-28, 22 x 6 = 1-50, 22 x 7 = 1-72, 22 x 8 = 2-12, 22 x 9 = 2-34, 22 x 10 = 2-56, 22 x 11 = 2-78, 22 x 12 = 3-18, 22 x 13 = 3-40, 22 x 14 = 3-62, 22 x 15 = 4-2, 22 x 16 = 4-24, 22 x 17 = 4-46, 22 x 18 = 4-68, 22 x 19 = 5-8, 22 x 20 = 5-30, 22 x 21 = 5-52, 22 x 22 = 5-74, 22 x 23 = 6-14, 22 x 24 = 6-36, 22 x 25 = 6-58, 22 x 26 = 6-80, 22 x 27 = 7-20, 22 x 28 = 7-42, 22 x 29 = 7-64, 22 x 30 = 8-4, 22 x 31 = 8-26, 22 x 32 = 8-48, 22 x 33 = 8-70, 22 x 34 = 9-10, 22 x 35 = 9-32, 22 x 36 = 9-54, 22 x 37 = 9-76, 22 x 38 = 10-16, 22 x 39 = 10-38, 22 x 40 = 10-60, 22 x 41 = 11-0, 22 x 42 = 11-22, 22 x 43 = 11-44, 22 x 44 = 11-66, 22 x 45 = 12-6, 22 x 46 = 12-28, 22 x 47 = 12-50, 22 x 48 = 12-72, 22 x 49 = 13-12, 22 x 50 = 13-34, 22 x 51 = 13-56, 22 x 52 = 13-78, 22 x 53 = 14-18, 22 x 54 = 14-40, 22 x 55 = 14-62, 22 x 56 = 15-2, 22 x 57 = 15-24, 22 x 58 = 15-46, 22 x 59 = 15-68, 22 x 60 = 16-8, 22 x 61 = 16-30, 22 x 62 = 16-52, 22 x 63 = 16-74, 22 x 64 = 17-14, 22 x 65 = 17-36, 22 x 66 = 17-58, 22 x 67 = 17-80, 22 x 68 = 18-20, 22 x 69 = 18-42, 22 x 70 = 18-64, 22 x 71 = 19-4, 22 x 72 = 19-26, 22 x 73 = 19-48, 22 x 74 = 19-70, 22 x 75 = 20-10, 22 x 76 = 20-32, 22 x 77 = 20-54, 22 x 78 = 20-76, 22 x 79 = 21-16, 22 x 80 = 21-38, 22 x 81 = 21-60, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 1-10, 23 x 5 = 1-33, 23 x 6 = 1-56, 23 x 7 = 1-79, 23 x 8 = 2-20, 23 x 9 = 2-43, 23 x 10 = 2-66, 23 x 11 = 3-7, 23 x 12 = 3-30, 23 x 13 = 3-53, 23 x 14 = 3-76, 23 x 15 = 4-17, 23 x 16 = 4-40, 23 x 17 = 4-63, 23 x 18 = 5-4, 23 x 19 = 5-27, 23 x 20 = 5-50, 23 x 21 = 5-73, 23 x 22 = 6-14, 23 x 23 = 6-37, 23 x 24 = 6-60, 23 x 25 = 7-1, 23 x 26 = 7-24, 23 x 27 = 7-47, 23 x 28 = 7-70, 23 x 29 = 8-11, 23 x 30 = 8-34, 23 x 31 = 8-57, 23 x 32 = 8-80, 23 x 33 = 9-21, 23 x 34 = 9-44, 23 x 35 = 9-67, 23 x 36 = 10-8, 23 x 37 = 10-31, 23 x 38 = 10-54, 23 x 39 = 10-77, 23 x 40 = 11-18, 23 x 41 = 11-41, 23 x 42 = 11-64, 23 x 43 = 12-5, 23 x 44 = 12-28, 23 x 45 = 12-51, 23 x 46 = 12-74, 23 x 47 = 13-15, 23 x 48 = 13-38, 23 x 49 = 13-61, 23 x 50 = 14-2, 23 x 51 = 14-25, 23 x 52 = 14-48, 23 x 53 = 14-71, 23 x 54 = 15-12, 23 x 55 = 15-35, 23 x 56 = 15-58, 23 x 57 = 15-81, 23 x 58 = 16-22, 23 x 59 = 16-45, 23 x 60 = 16-68, 23 x 61 = 17-9, 23 x 62 = 17-32, 23 x 63 = 17-55, 23 x 64 = 17-78, 23 x 65 = 18-19, 23 x 66 = 18-42, 23 x 67 = 18-65, 23 x 68 = 19-6, 23 x 69 = 19-29, 23 x 70 = 19-52, 23 x 71 = 19-75, 23 x 72 = 20-16, 23 x 73 = 20-39, 23 x 74 = 20-62, 23 x 75 = 21-3, 23 x 76 = 21-26, 23 x 77 = 21-49, 23 x 78 = 21-72, 23 x 79 = 22-13, 23 x 80 = 22-36, 23 x 81 = 22-59, 
