0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 0-66, 0-11 x 0-7 = 1-9, 0-11 x 0-8 = 1-20, 0-11 x 0-9 = 1-31, 0-11 x 0-10 = 1-42, 0-11 x 0-11 = 1-53, 0-11 x 0-12 = 1-64, 0-11 x 0-13 = 2-7, 0-11 x 0-14 = 2-18, 0-11 x 0-15 = 2-29, 0-11 x 0-16 = 2-40, 0-11 x 0-17 = 2-51, 0-11 x 0-18 = 2-62, 0-11 x 0-19 = 3-5, 0-11 x 0-20 = 3-16, 0-11 x 0-21 = 3-27, 0-11 x 0-22 = 3-38, 0-11 x 0-23 = 3-49, 0-11 x 0-24 = 3-60, 0-11 x 0-25 = 4-3, 0-11 x 0-26 = 4-14, 0-11 x 0-27 = 4-25, 0-11 x 0-28 = 4-36, 0-11 x 0-29 = 4-47, 0-11 x 0-30 = 4-58, 0-11 x 0-31 = 5-1, 0-11 x 0-32 = 5-12, 0-11 x 0-33 = 5-23, 0-11 x 0-34 = 5-34, 0-11 x 0-35 = 5-45, 0-11 x 0-36 = 5-56, 0-11 x 0-37 = 5-67, 0-11 x 0-38 = 6-10, 0-11 x 0-39 = 6-21, 0-11 x 0-40 = 6-32, 0-11 x 0-41 = 6-43, 0-11 x 0-42 = 6-54, 0-11 x 0-43 = 6-65, 0-11 x 0-44 = 7-8, 0-11 x 0-45 = 7-19, 0-11 x 0-46 = 7-30, 0-11 x 0-47 = 7-41, 0-11 x 0-48 = 7-52, 0-11 x 0-49 = 7-63, 0-11 x 0-50 = 8-6, 0-11 x 0-51 = 8-17, 0-11 x 0-52 = 8-28, 0-11 x 0-53 = 8-39, 0-11 x 0-54 = 8-50, 0-11 x 0-55 = 8-61, 0-11 x 0-56 = 9-4, 0-11 x 0-57 = 9-15, 0-11 x 0-58 = 9-26, 0-11 x 0-59 = 9-37, 0-11 x 0-60 = 9-48, 0-11 x 0-61 = 9-59, 0-11 x 0-62 = 10-2, 0-11 x 0-63 = 10-13, 0-11 x 0-64 = 10-24, 0-11 x 0-65 = 10-35, 0-11 x 0-66 = 10-46, 0-11 x 0-67 = 10-57, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 1-4, 0-12 x 0-7 = 1-16, 0-12 x 0-8 = 1-28, 0-12 x 0-9 = 1-40, 0-12 x 0-10 = 1-52, 0-12 x 0-11 = 1-64, 0-12 x 0-12 = 2-8, 0-12 x 0-13 = 2-20, 0-12 x 0-14 = 2-32, 0-12 x 0-15 = 2-44, 0-12 x 0-16 = 2-56, 0-12 x 0-17 = 3-0, 0-12 x 0-18 = 3-12, 0-12 x 0-19 = 3-24, 0-12 x 0-20 = 3-36, 0-12 x 0-21 = 3-48, 0-12 x 0-22 = 3-60, 0-12 x 0-23 = 4-4, 0-12 x 0-24 = 4-16, 0-12 x 0-25 = 4-28, 0-12 x 0-26 = 4-40, 0-12 x 0-27 = 4-52, 0-12 x 0-28 = 4-64, 0-12 x 0-29 = 5-8, 0-12 x 0-30 = 5-20, 0-12 x 0-31 = 5-32, 0-12 x 0-32 = 5-44, 0-12 x 0-33 = 5-56, 0-12 x 0-34 = 6-0, 0-12 x 0-35 = 6-12, 0-12 x 0-36 = 6-24, 0-12 x 0-37 = 6-36, 0-12 x 0-38 = 6-48, 0-12 x 0-39 = 6-60, 0-12 x 0-40 = 7-4, 0-12 x 0-41 = 7-16, 0-12 x 0-42 = 7-28, 0-12 x 0-43 = 7-40, 0-12 x 0-44 = 7-52, 0-12 x 0-45 = 7-64, 0-12 x 0-46 = 8-8, 0-12 x 0-47 = 8-20, 0-12 x 0-48 = 8-32, 0-12 x 0-49 = 8-44, 0-12 x 0-50 = 8-56, 0-12 x 0-51 = 9-0, 0-12 x 0-52 = 9-12, 0-12 x 0-53 = 9-24, 0-12 x 0-54 = 9-36, 0-12 x 0-55 = 9-48, 0-12 x 0-56 = 9-60, 0-12 x 0-57 = 10-4, 0-12 x 0-58 = 10-16, 0-12 x 0-59 = 10-28, 0-12 x 0-60 = 10-40, 0-12 x 0-61 = 10-52, 0-12 x 0-62 = 10-64, 0-12 x 0-63 = 11-8, 0-12 x 0-64 = 11-20, 0-12 x 0-65 = 11-32, 0-12 x 0-66 = 11-44, 0-12 x 0-67 = 11-56, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 0-65, 0-13 x 0-6 = 1-10, 0-13 x 0-7 = 1-23, 0-13 x 0-8 = 1-36, 0-13 x 0-9 = 1-49, 0-13 x 0-10 = 1-62, 0-13 x 0-11 = 2-7, 0-13 x 0-12 = 2-20, 0-13 x 0-13 = 2-33, 0-13 x 0-14 = 2-46, 0-13 x 0-15 = 2-59, 0-13 x 0-16 = 3-4, 0-13 x 0-17 = 3-17, 0-13 x 0-18 = 3-30, 0-13 x 0-19 = 3-43, 0-13 x 0-20 = 3-56, 0-13 x 0-21 = 4-1, 0-13 x 0-22 = 4-14, 0-13 x 0-23 = 4-27, 0-13 x 0-24 = 4-40, 0-13 x 0-25 = 4-53, 0-13 x 0-26 = 4-66, 0-13 x 0-27 = 5-11, 0-13 x 0-28 = 5-24, 0-13 x 0-29 = 5-37, 0-13 x 0-30 = 5-50, 0-13 x 0-31 = 5-63, 0-13 x 0-32 = 6-8, 0-13 x 0-33 = 6-21, 0-13 x 0-34 = 6-34, 0-13 x 0-35 = 6-47, 0-13 x 0-36 = 6-60, 0-13 x 0-37 = 7-5, 0-13 x 0-38 = 7-18, 0-13 x 0-39 = 7-31, 0-13 x 0-40 = 7-44, 0-13 x 0-41 = 7-57, 0-13 x 0-42 = 8-2, 0-13 x 0-43 = 8-15, 0-13 x 0-44 = 8-28, 0-13 x 0-45 = 8-41, 0-13 x 0-46 = 8-54, 0-13 x 0-47 = 8-67, 0-13 x 0-48 = 9-12, 0-13 x 0-49 = 9-25, 0-13 x 0-50 = 9-38, 0-13 x 0-51 = 9-51, 0-13 x 0-52 = 9-64, 0-13 x 0-53 = 10-9, 0-13 x 0-54 = 10-22, 0-13 x 0-55 = 10-35, 0-13 x 0-56 = 10-48, 0-13 x 0-57 = 10-61, 0-13 x 0-58 = 11-6, 0-13 x 0-59 = 11-19, 0-13 x 0-60 = 11-32, 0-13 x 0-61 = 11-45, 0-13 x 0-62 = 11-58, 0-13 x 0-63 = 12-3, 0-13 x 0-64 = 12-16, 0-13 x 0-65 = 12-29, 0-13 x 0-66 = 12-42, 0-13 x 0-67 = 12-55, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 1-2, 0-14 x 0-6 = 1-16, 0-14 x 0-7 = 1-30, 0-14 x 0-8 = 1-44, 0-14 x 0-9 = 1-58, 0-14 x 0-10 = 2-4, 0-14 x 0-11 = 2-18, 0-14 x 0-12 = 2-32, 0-14 x 0-13 = 2-46, 0-14 x 0-14 = 2-60, 0-14 x 0-15 = 3-6, 0-14 x 0-16 = 3-20, 0-14 x 0-17 = 3-34, 0-14 x 0-18 = 3-48, 0-14 x 0-19 = 3-62, 0-14 x 0-20 = 4-8, 0-14 x 0-21 = 4-22, 0-14 x 0-22 = 4-36, 0-14 x 0-23 = 4-50, 0-14 x 0-24 = 4-64, 0-14 x 0-25 = 5-10, 0-14 x 0-26 = 5-24, 0-14 x 0-27 = 5-38, 0-14 x 0-28 = 5-52, 0-14 x 0-29 = 5-66, 0-14 x 0-30 = 6-12, 0-14 x 0-31 = 6-26, 0-14 x 0-32 = 6-40, 0-14 x 0-33 = 6-54, 0-14 x 0-34 = 7-0, 0-14 x 0-35 = 7-14, 0-14 x 0-36 = 7-28, 0-14 x 0-37 = 7-42, 0-14 x 0-38 = 7-56, 0-14 x 0-39 = 8-2, 0-14 x 0-40 = 8-16, 0-14 x 0-41 = 8-30, 0-14 x 0-42 = 8-44, 0-14 x 0-43 = 8-58, 0-14 x 0-44 = 9-4, 0-14 x 0-45 = 9-18, 0-14 x 0-46 = 9-32, 0-14 x 0-47 = 9-46, 0-14 x 0-48 = 9-60, 0-14 x 0-49 = 10-6, 0-14 x 0-50 = 10-20, 0-14 x 0-51 = 10-34, 0-14 x 0-52 = 10-48, 0-14 x 0-53 = 10-62, 0-14 x 0-54 = 11-8, 0-14 x 0-55 = 11-22, 0-14 x 0-56 = 11-36, 0-14 x 0-57 = 11-50, 0-14 x 0-58 = 11-64, 0-14 x 0-59 = 12-10, 0-14 x 0-60 = 12-24, 0-14 x 0-61 = 12-38, 0-14 x 0-62 = 12-52, 0-14 x 0-63 = 12-66, 0-14 x 0-64 = 13-12, 0-14 x 0-65 = 13-26, 0-14 x 0-66 = 13-40, 0-14 x 0-67 = 13-54, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 1-7, 0-15 x 0-6 = 1-22, 0-15 x 0-7 = 1-37, 0-15 x 0-8 = 1-52, 0-15 x 0-9 = 1-67, 0-15 x 0-10 = 2-14, 0-15 x 0-11 = 2-29, 0-15 x 0-12 = 2-44, 0-15 x 0-13 = 2-59, 0-15 x 0-14 = 3-6, 0-15 x 0-15 = 3-21, 0-15 x 0-16 = 3-36, 0-15 x 0-17 = 3-51, 0-15 x 0-18 = 3-66, 0-15 x 0-19 = 4-13, 0-15 x 0-20 = 4-28, 0-15 x 0-21 = 4-43, 0-15 x 0-22 = 4-58, 0-15 x 0-23 = 5-5, 0-15 x 0-24 = 5-20, 0-15 x 0-25 = 5-35, 0-15 x 0-26 = 5-50, 0-15 x 0-27 = 5-65, 0-15 x 0-28 = 6-12, 0-15 x 0-29 = 6-27, 0-15 x 0-30 = 6-42, 0-15 x 0-31 = 6-57, 0-15 x 0-32 = 7-4, 0-15 x 0-33 = 7-19, 0-15 x 0-34 = 7-34, 0-15 x 0-35 = 7-49, 0-15 x 0-36 = 7-64, 0-15 x 0-37 = 8-11, 0-15 x 0-38 = 8-26, 0-15 x 0-39 = 8-41, 0-15 x 0-40 = 8-56, 0-15 x 0-41 = 9-3, 0-15 x 0-42 = 9-18, 0-15 x 0-43 = 9-33, 0-15 x 0-44 = 9-48, 0-15 x 0-45 = 9-63, 0-15 x 0-46 = 10-10, 0-15 x 0-47 = 10-25, 0-15 x 0-48 = 10-40, 0-15 x 0-49 = 10-55, 0-15 x 0-50 = 11-2, 0-15 x 0-51 = 11-17, 0-15 x 0-52 = 11-32, 0-15 x 0-53 = 11-47, 0-15 x 0-54 = 11-62, 0-15 x 0-55 = 12-9, 0-15 x 0-56 = 12-24, 0-15 x 0-57 = 12-39, 0-15 x 0-58 = 12-54, 0-15 x 0-59 = 13-1, 0-15 x 0-60 = 13-16, 0-15 x 0-61 = 13-31, 0-15 x 0-62 = 13-46, 0-15 x 0-63 = 13-61, 0-15 x 0-64 = 14-8, 0-15 x 0-65 = 14-23, 0-15 x 0-66 = 14-38, 0-15 x 0-67 = 14-53, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 0-64, 0-16 x 0-5 = 1-12, 0-16 x 0-6 = 1-28, 0-16 x 0-7 = 1-44, 0-16 x 0-8 = 1-60, 0-16 x 0-9 = 2-8, 0-16 x 0-10 = 2-24, 0-16 x 0-11 = 2-40, 0-16 x 0-12 = 2-56, 0-16 x 0-13 = 3-4, 0-16 x 0-14 = 3-20, 0-16 x 0-15 = 3-36, 0-16 x 0-16 = 3-52, 0-16 x 0-17 = 4-0, 0-16 x 0-18 = 4-16, 0-16 x 0-19 = 4-32, 0-16 x 0-20 = 4-48, 0-16 x 0-21 = 4-64, 0-16 x 0-22 = 5-12, 0-16 x 0-23 = 5-28, 0-16 x 0-24 = 5-44, 0-16 x 0-25 = 5-60, 0-16 x 0-26 = 6-8, 0-16 x 0-27 = 6-24, 0-16 x 0-28 = 6-40, 0-16 x 0-29 = 6-56, 0-16 x 0-30 = 7-4, 0-16 x 0-31 = 7-20, 0-16 x 0-32 = 7-36, 0-16 x 0-33 = 7-52, 0-16 x 0-34 = 8-0, 0-16 x 0-35 = 8-16, 0-16 x 0-36 = 8-32, 0-16 x 0-37 = 8-48, 0-16 x 0-38 = 8-64, 0-16 x 0-39 = 9-12, 0-16 x 0-40 = 9-28, 0-16 x 0-41 = 9-44, 0-16 x 0-42 = 9-60, 0-16 x 0-43 = 10-8, 0-16 x 0-44 = 10-24, 0-16 x 0-45 = 10-40, 0-16 x 0-46 = 10-56, 0-16 x 0-47 = 11-4, 0-16 x 0-48 = 11-20, 0-16 x 0-49 = 11-36, 0-16 x 0-50 = 11-52, 0-16 x 0-51 = 12-0, 0-16 x 0-52 = 12-16, 0-16 x 0-53 = 12-32, 0-16 x 0-54 = 12-48, 0-16 x 0-55 = 12-64, 0-16 x 0-56 = 13-12, 0-16 x 0-57 = 13-28, 0-16 x 0-58 = 13-44, 0-16 x 0-59 = 13-60, 0-16 x 0-60 = 14-8, 0-16 x 0-61 = 14-24, 0-16 x 0-62 = 14-40, 0-16 x 0-63 = 14-56, 0-16 x 0-64 = 15-4, 0-16 x 0-65 = 15-20, 0-16 x 0-66 = 15-36, 0-16 x 0-67 = 15-52, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 1-0, 0-17 x 0-5 = 1-17, 0-17 x 0-6 = 1-34, 0-17 x 0-7 = 1-51, 0-17 x 0-8 = 2-0, 0-17 x 0-9 = 2-17, 0-17 x 0-10 = 2-34, 0-17 x 0-11 = 2-51, 0-17 x 0-12 = 3-0, 0-17 x 0-13 = 3-17, 0-17 x 0-14 = 3-34, 0-17 x 0-15 = 3-51, 0-17 x 0-16 = 4-0, 0-17 x 0-17 = 4-17, 0-17 x 0-18 = 4-34, 0-17 x 0-19 = 4-51, 0-17 x 0-20 = 5-0, 0-17 x 0-21 = 5-17, 0-17 x 0-22 = 5-34, 0-17 x 0-23 = 5-51, 0-17 x 0-24 = 6-0, 0-17 x 0-25 = 6-17, 0-17 x 0-26 = 6-34, 0-17 x 0-27 = 6-51, 0-17 x 0-28 = 7-0, 0-17 x 0-29 = 7-17, 0-17 x 0-30 = 7-34, 0-17 x 0-31 = 7-51, 0-17 x 0-32 = 8-0, 0-17 x 0-33 = 8-17, 0-17 x 0-34 = 8-34, 0-17 x 0-35 = 8-51, 0-17 x 0-36 = 9-0, 0-17 x 0-37 = 9-17, 0-17 x 0-38 = 9-34, 0-17 x 0-39 = 9-51, 0-17 x 0-40 = 10-0, 0-17 x 0-41 = 10-17, 0-17 x 0-42 = 10-34, 0-17 x 0-43 = 10-51, 0-17 x 0-44 = 11-0, 0-17 x 0-45 = 11-17, 0-17 x 0-46 = 11-34, 0-17 x 0-47 = 11-51, 0-17 x 0-48 = 12-0, 0-17 x 0-49 = 12-17, 0-17 x 0-50 = 12-34, 0-17 x 0-51 = 12-51, 0-17 x 0-52 = 13-0, 0-17 x 0-53 = 13-17, 0-17 x 0-54 = 13-34, 0-17 x 0-55 = 13-51, 0-17 x 0-56 = 14-0, 0-17 x 0-57 = 14-17, 0-17 x 0-58 = 14-34, 0-17 x 0-59 = 14-51, 0-17 x 0-60 = 15-0, 0-17 x 0-61 = 15-17, 0-17 x 0-62 = 15-34, 0-17 x 0-63 = 15-51, 0-17 x 0-64 = 16-0, 0-17 x 0-65 = 16-17, 0-17 x 0-66 = 16-34, 0-17 x 0-67 = 16-51, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 1-4, 0-18 x 0-5 = 1-22, 0-18 x 0-6 = 1-40, 0-18 x 0-7 = 1-58, 0-18 x 0-8 = 2-8, 0-18 x 0-9 = 2-26, 0-18 x 0-10 = 2-44, 0-18 x 0-11 = 2-62, 0-18 x 0-12 = 3-12, 0-18 x 0-13 = 3-30, 0-18 x 0-14 = 3-48, 0-18 x 0-15 = 3-66, 0-18 x 0-16 = 4-16, 0-18 x 0-17 = 4-34, 0-18 x 0-18 = 4-52, 0-18 x 0-19 = 5-2, 0-18 x 0-20 = 5-20, 0-18 x 0-21 = 5-38, 0-18 x 0-22 = 5-56, 0-18 x 0-23 = 6-6, 0-18 x 0-24 = 6-24, 0-18 x 0-25 = 6-42, 0-18 x 0-26 = 6-60, 0-18 x 0-27 = 7-10, 0-18 x 0-28 = 7-28, 0-18 x 0-29 = 7-46, 0-18 x 0-30 = 7-64, 0-18 x 0-31 = 8-14, 0-18 x 0-32 = 8-32, 0-18 x 0-33 = 8-50, 0-18 x 0-34 = 9-0, 0-18 x 0-35 = 9-18, 0-18 x 0-36 = 9-36, 0-18 x 0-37 = 9-54, 0-18 x 0-38 = 10-4, 0-18 x 0-39 = 10-22, 0-18 x 0-40 = 10-40, 0-18 x 0-41 = 10-58, 0-18 x 0-42 = 11-8, 0-18 x 0-43 = 11-26, 0-18 x 0-44 = 11-44, 0-18 x 0-45 = 11-62, 0-18 x 0-46 = 12-12, 0-18 x 0-47 = 12-30, 0-18 x 0-48 = 12-48, 0-18 x 0-49 = 12-66, 0-18 x 0-50 = 13-16, 0-18 x 0-51 = 13-34, 0-18 x 0-52 = 13-52, 0-18 x 0-53 = 14-2, 0-18 x 0-54 = 14-20, 0-18 x 0-55 = 14-38, 0-18 x 0-56 = 14-56, 0-18 x 0-57 = 15-6, 0-18 x 0-58 = 15-24, 0-18 x 0-59 = 15-42, 0-18 x 0-60 = 15-60, 0-18 x 0-61 = 16-10, 0-18 x 0-62 = 16-28, 0-18 x 0-63 = 16-46, 0-18 x 0-64 = 16-64, 0-18 x 0-65 = 17-14, 0-18 x 0-66 = 17-32, 0-18 x 0-67 = 17-50, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 1-8, 0-19 x 0-5 = 1-27, 0-19 x 0-6 = 1-46, 0-19 x 0-7 = 1-65, 0-19 x 0-8 = 2-16, 0-19 x 0-9 = 2-35, 0-19 x 0-10 = 2-54, 0-19 x 0-11 = 3-5, 0-19 x 0-12 = 3-24, 0-19 x 0-13 = 3-43, 0-19 x 0-14 = 3-62, 0-19 x 0-15 = 4-13, 0-19 x 0-16 = 4-32, 0-19 x 0-17 = 4-51, 0-19 x 0-18 = 5-2, 0-19 x 0-19 = 5-21, 0-19 x 0-20 = 5-40, 0-19 x 0-21 = 5-59, 0-19 x 0-22 = 6-10, 0-19 x 0-23 = 6-29, 0-19 x 0-24 = 6-48, 0-19 x 0-25 = 6-67, 0-19 x 0-26 = 7-18, 0-19 x 0-27 = 7-37, 0-19 x 0-28 = 7-56, 0-19 x 0-29 = 8-7, 0-19 x 0-30 = 8-26, 0-19 x 0-31 = 8-45, 0-19 x 0-32 = 8-64, 0-19 x 0-33 = 9-15, 0-19 x 0-34 = 9-34, 0-19 x 0-35 = 9-53, 0-19 x 0-36 = 10-4, 0-19 x 0-37 = 10-23, 0-19 x 0-38 = 10-42, 0-19 x 0-39 = 10-61, 0-19 x 0-40 = 11-12, 0-19 x 0-41 = 11-31, 0-19 x 0-42 = 11-50, 0-19 x 0-43 = 12-1, 0-19 x 0-44 = 12-20, 0-19 x 0-45 = 12-39, 0-19 x 0-46 = 12-58, 0-19 x 0-47 = 13-9, 0-19 x 0-48 = 13-28, 0-19 x 0-49 = 13-47, 0-19 x 0-50 = 13-66, 0-19 x 0-51 = 14-17, 0-19 x 0-52 = 14-36, 0-19 x 0-53 = 14-55, 0-19 x 0-54 = 15-6, 0-19 x 0-55 = 15-25, 0-19 x 0-56 = 15-44, 0-19 x 0-57 = 15-63, 0-19 x 0-58 = 16-14, 0-19 x 0-59 = 16-33, 0-19 x 0-60 = 16-52, 0-19 x 0-61 = 17-3, 0-19 x 0-62 = 17-22, 0-19 x 0-63 = 17-41, 0-19 x 0-64 = 17-60, 0-19 x 0-65 = 18-11, 0-19 x 0-66 = 18-30, 0-19 x 0-67 = 18-49, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 1-12, 0-20 x 0-5 = 1-32, 0-20 x 0-6 = 1-52, 0-20 x 0-7 = 2-4, 0-20 x 0-8 = 2-24, 0-20 x 0-9 = 2-44, 0-20 x 0-10 = 2-64, 0-20 x 0-11 = 3-16, 0-20 x 0-12 = 3-36, 0-20 x 0-13 = 3-56, 0-20 x 0-14 = 4-8, 0-20 x 0-15 = 4-28, 0-20 x 0-16 = 4-48, 0-20 x 0-17 = 5-0, 0-20 x 0-18 = 5-20, 0-20 x 0-19 = 5-40, 0-20 x 0-20 = 5-60, 0-20 x 0-21 = 6-12, 0-20 x 0-22 = 6-32, 0-20 x 0-23 = 6-52, 0-20 x 0-24 = 7-4, 0-20 x 0-25 = 7-24, 0-20 x 0-26 = 7-44, 0-20 x 0-27 = 7-64, 0-20 x 0-28 = 8-16, 0-20 x 0-29 = 8-36, 0-20 x 0-30 = 8-56, 0-20 x 0-31 = 9-8, 0-20 x 0-32 = 9-28, 0-20 x 0-33 = 9-48, 0-20 x 0-34 = 10-0, 0-20 x 0-35 = 10-20, 0-20 x 0-36 = 10-40, 0-20 x 0-37 = 10-60, 0-20 x 0-38 = 11-12, 0-20 x 0-39 = 11-32, 0-20 x 0-40 = 11-52, 0-20 x 0-41 = 12-4, 0-20 x 0-42 = 12-24, 0-20 x 0-43 = 12-44, 0-20 x 0-44 = 12-64, 0-20 x 0-45 = 13-16, 0-20 x 0-46 = 13-36, 0-20 x 0-47 = 13-56, 0-20 x 0-48 = 14-8, 0-20 x 0-49 = 14-28, 0-20 x 0-50 = 14-48, 0-20 x 0-51 = 15-0, 0-20 x 0-52 = 15-20, 0-20 x 0-53 = 15-40, 0-20 x 0-54 = 15-60, 0-20 x 0-55 = 16-12, 0-20 x 0-56 = 16-32, 0-20 x 0-57 = 16-52, 0-20 x 0-58 = 17-4, 0-20 x 0-59 = 17-24, 0-20 x 0-60 = 17-44, 0-20 x 0-61 = 17-64, 0-20 x 0-62 = 18-16, 0-20 x 0-63 = 18-36, 0-20 x 0-64 = 18-56, 0-20 x 0-65 = 19-8, 0-20 x 0-66 = 19-28, 0-20 x 0-67 = 19-48, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 0-63, 0-21 x 0-4 = 1-16, 0-21 x 0-5 = 1-37, 0-21 x 0-6 = 1-58, 0-21 x 0-7 = 2-11, 0-21 x 0-8 = 2-32, 0-21 x 0-9 = 2-53, 0-21 x 0-10 = 3-6, 0-21 x 0-11 = 3-27, 0-21 x 0-12 = 3-48, 0-21 x 0-13 = 4-1, 0-21 x 0-14 = 4-22, 0-21 x 0-15 = 4-43, 0-21 x 0-16 = 4-64, 0-21 x 0-17 = 5-17, 0-21 x 0-18 = 5-38, 0-21 x 0-19 = 5-59, 0-21 x 0-20 = 6-12, 0-21 x 0-21 = 6-33, 0-21 x 0-22 = 6-54, 0-21 x 0-23 = 7-7, 0-21 x 0-24 = 7-28, 0-21 x 0-25 = 7-49, 0-21 x 0-26 = 8-2, 0-21 x 0-27 = 8-23, 0-21 x 0-28 = 8-44, 0-21 x 0-29 = 8-65, 0-21 x 0-30 = 9-18, 0-21 x 0-31 = 9-39, 0-21 x 0-32 = 9-60, 0-21 x 0-33 = 10-13, 0-21 x 0-34 = 10-34, 0-21 x 0-35 = 10-55, 0-21 x 0-36 = 11-8, 0-21 x 0-37 = 11-29, 0-21 x 0-38 = 11-50, 0-21 x 0-39 = 12-3, 0-21 x 0-40 = 12-24, 0-21 x 0-41 = 12-45, 0-21 x 0-42 = 12-66, 0-21 x 0-43 = 13-19, 0-21 x 0-44 = 13-40, 0-21 x 0-45 = 13-61, 0-21 x 0-46 = 14-14, 0-21 x 0-47 = 14-35, 0-21 x 0-48 = 14-56, 0-21 x 0-49 = 15-9, 0-21 x 0-50 = 15-30, 0-21 x 0-51 = 15-51, 0-21 x 0-52 = 16-4, 0-21 x 0-53 = 16-25, 0-21 x 0-54 = 16-46, 0-21 x 0-55 = 16-67, 0-21 x 0-56 = 17-20, 0-21 x 0-57 = 17-41, 0-21 x 0-58 = 17-62, 0-21 x 0-59 = 18-15, 0-21 x 0-60 = 18-36, 0-21 x 0-61 = 18-57, 0-21 x 0-62 = 19-10, 0-21 x 0-63 = 19-31, 0-21 x 0-64 = 19-52, 0-21 x 0-65 = 20-5, 0-21 x 0-66 = 20-26, 0-21 x 0-67 = 20-47, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 0-66, 0-22 x 0-4 = 1-20, 0-22 x 0-5 = 1-42, 0-22 x 0-6 = 1-64, 0-22 x 0-7 = 2-18, 0-22 x 0-8 = 2-40, 0-22 x 0-9 = 2-62, 0-22 x 0-10 = 3-16, 0-22 x 0-11 = 3-38, 0-22 x 0-12 = 3-60, 0-22 x 0-13 = 4-14, 0-22 x 0-14 = 4-36, 0-22 x 0-15 = 4-58, 0-22 x 0-16 = 5-12, 0-22 x 0-17 = 5-34, 0-22 x 0-18 = 5-56, 0-22 x 0-19 = 6-10, 0-22 x 0-20 = 6-32, 0-22 x 0-21 = 6-54, 0-22 x 0-22 = 7-8, 0-22 x 0-23 = 7-30, 0-22 x 0-24 = 7-52, 0-22 x 0-25 = 8-6, 0-22 x 0-26 = 8-28, 0-22 x 0-27 = 8-50, 0-22 x 0-28 = 9-4, 0-22 x 0-29 = 9-26, 0-22 x 0-30 = 9-48, 0-22 x 0-31 = 10-2, 0-22 x 0-32 = 10-24, 0-22 x 0-33 = 10-46, 0-22 x 0-34 = 11-0, 0-22 x 0-35 = 11-22, 0-22 x 0-36 = 11-44, 0-22 x 0-37 = 11-66, 0-22 x 0-38 = 12-20, 0-22 x 0-39 = 12-42, 0-22 x 0-40 = 12-64, 0-22 x 0-41 = 13-18, 0-22 x 0-42 = 13-40, 0-22 x 0-43 = 13-62, 0-22 x 0-44 = 14-16, 0-22 x 0-45 = 14-38, 0-22 x 0-46 = 14-60, 0-22 x 0-47 = 15-14, 0-22 x 0-48 = 15-36, 0-22 x 0-49 = 15-58, 0-22 x 0-50 = 16-12, 0-22 x 0-51 = 16-34, 0-22 x 0-52 = 16-56, 0-22 x 0-53 = 17-10, 0-22 x 0-54 = 17-32, 0-22 x 0-55 = 17-54, 0-22 x 0-56 = 18-8, 0-22 x 0-57 = 18-30, 0-22 x 0-58 = 18-52, 0-22 x 0-59 = 19-6, 0-22 x 0-60 = 19-28, 0-22 x 0-61 = 19-50, 0-22 x 0-62 = 20-4, 0-22 x 0-63 = 20-26, 0-22 x 0-64 = 20-48, 0-22 x 0-65 = 21-2, 0-22 x 0-66 = 21-24, 0-22 x 0-67 = 21-46, 
